company_id,quarter,quarter_date,revenue_usd,revenue_growth_rate,net_income_usd,profit_margin,operating_expenses_usd,burn_rate_usd
FT0038,Q7,2024-04-19,27869.33,0.3773,-1758.71,-0.0631,29628.04,23822.02
FT0038,Q8,2024-01-20,24298.91,0.2996,-1023.62,-0.0421,25322.53,20783.73
FT0039,Q1,2025-10-11,683338.49,0.1953,204042.83,0.2986,479295.66,463180.57
FT0039,Q2,2025-07-13,1068261.17,0.2919,350221.32,0.3278,718039.85,831789.08
FT0039,Q3,2025-04-14,571021.8,0.1965,129718.88,0.2272,441302.92,412523.74
FT0039,Q4,2025-01-14,525066.0,0.2262,115747.49,0.2204,409318.51,416272.18
FT0039,Q5,2024-10-16,342175.76,0.2073,113899.51,0.3329,228276.25,184508.51
FT0039,Q6,2024-07-18,316465.56,0.1998,53969.72,0.1705,262495.84,238225.14
FT0039,Q7,2024-04-19,322581.39,0.2088,90893.21,0.2818,231688.18,243936.1
FT0039,Q8,2024-01-20,220692.05,0.2377,45249.46,0.205,175442.6,195143.53
FT0040,Q1,2025-10-11,88065.16,0.1266,15285.44,0.1736,72779.72,62853.3
FT0040,Q2,2025-07-13,100896.2,0.1914,18869.51,0.187,82026.68,69726.79
FT0040,Q3,2025-04-14,79172.28,0.1481,12476.66,0.1576,66695.62,71101.43
FT0040,Q4,2025-01-14,71987.96,0.166,16777.27,0.2331,55210.69,53782.37
FT0040,Q5,2024-10-16,47277.32,0.075,11373.51,0.2406,35903.81,34284.37
FT0040,Q6,2024-07-18,34798.55,-0.0003,6646.26,0.191,28152.29,31502.94
FT0040,Q7,2024-04-19,45960.29,0.2228,8391.7,0.1826,37568.58,37584.93
FT0040,Q8,2024-01-20,37381.35,0.1441,10022.83,0.2681,27358.51,27804.29
FT0041,Q1,2025-10-11,104383.79,0.0661,20683.9,0.1982,83699.89,99151.34
FT0041,Q2,2025-07-13,174363.08,0.1526,40949.56,0.2349,133413.52,149892.23
FT0041,Q3,2025-04-14,210755.07,0.2077,62883.91,0.2984,147871.15,147960.79
FT0041,Q4,2025-01-14,120975.22,0.147,27398.41,0.2265,93576.8,109870.29
FT0041,Q5,2024-10-16,98113.54,0.0877,22603.81,0.2304,75509.72,61005.68
FT0041,Q6,2024-07-18,80500.74,0.1339,18375.72,0.2283,62125.02,59929.65
FT0041,Q7,2024-04-19,87798.25,0.1494,23111.33,0.2632,64686.92,58144.01
FT0041,Q8,2024-01-20,66562.35,0.2224,15863.91,0.2383,50698.44,47321.16
FT0042,Q1,2025-10-11,95343.75,0.2095,13333.44,0.1398,82010.31,97823.53
FT0042,Q2,2025-07-13,68562.07,0.1725,14244.3,0.2078,54317.77,45978.71
FT0042,Q3,2025-04-14,86374.85,0.2686,16085.04,0.1862,70289.81,81950.36
FT0042,Q4,2025-01-14,59389.3,0.2466,9005.63,0.1516,50383.68,59998.98
FT0042,Q5,2024-10-16,42668.41,0.2407,7133.89,0.1672,35534.52,31125.61
FT0042,Q6,2024-07-18,33552.17,0.2539,6164.34,0.1837,27387.83,27603.69
FT0042,Q7,2024-04-19,28518.3,0.2437,7137.62,0.2503,21380.68,22498.46
FT0042,Q8,2024-01-20,29275.73,0.261,5546.66,0.1895,23729.07,20349.5
FT0043,Q1,2025-10-11,76082.27,0.1097,13260.03,0.1743,62822.24,61767.38
FT0043,Q2,2025-07-13,77804.82,0.1376,3283.75,0.0422,74521.07,78742.89
FT0043,Q3,2025-04-14,72855.13,0.1238,236.55,0.0032,72618.58,77616.37
FT0043,Q4,2025-01-14,107852.88,0.2958,22885.3,0.2122,84967.58,76454.65
FT0043,Q5,2024-10-16,50115.55,0.1623,1062.39,0.0212,49053.16,57668.02
FT0043,Q6,2024-07-18,43312.84,0.1944,6822.52,0.1575,36490.32,29929.2
FT0043,Q7,2024-04-19,45049.04,0.0999,4030.87,0.0895,41018.17,48231.64
FT0043,Q8,2024-01-20,38053.75,0.2251,1570.61,0.0413,36483.15,38194.19
FT0044,Q1,2025-10-11,181343.27,0.1324,32596.37,0.1797,148746.9,163194.68
FT0044,Q2,2025-07-13,333778.42,0.2793,55026.3,0.1649,278752.11,232401.36
FT0044,Q3,2025-04-14,175543.27,0.1915,32247.48,0.1837,143295.79,139764.12
FT0044,Q4,2025-01-14,214971.32,0.2613,44711.67,0.208,170259.65,183939.51
FT0044,Q5,2024-10-16,109728.06,0.2034,14521.88,0.1323,95206.18,84365.79
FT0044,Q6,2024-07-18,96024.03,0.0801,25226.45,0.2627,70797.58,67178.42
FT0044,Q7,2024-04-19,83189.62,0.2124,14499.76,0.1743,68689.86,62735.96
FT0044,Q8,2024-01-20,67614.28,0.0736,16720.89,0.2473,50893.39,51170.47
FT0045,Q1,2025-10-11,1048216.24,0.2659,329347.33,0.3142,718868.91,805052.31
FT0045,Q2,2025-07-13,705333.97,0.2,256430.2,0.3636,448903.77,523467.98
FT0045,Q3,2025-04-14,605058.27,0.196,241725.09,0.3995,363333.18,411822.63
FT0045,Q4,2025-01-14,778805.27,0.2817,296222.63,0.3804,482582.64,413937.69
FT0045,Q5,2024-10-16,425550.99,0.1972,194881.81,0.458,230669.18,239789.42
FT0045,Q6,2024-07-18,335110.15,0.217,106332.77,0.3173,228777.38,220324.77
FT0045,Q7,2024-04-19,258901.08,0.1933,90344.17,0.349,168556.92,182915.27
FT0045,Q8,2024-01-20,216995.24,0.1919,81441.16,0.3753,135554.08,158545.51
FT0046,Q1,2025-10-11,316395.44,0.2331,59103.6,0.1868,257291.83,290892.92
FT0046,Q2,2025-07-13,403164.12,0.2789,53235.33,0.132,349928.79,281057.82
FT0046,Q3,2025-04-14,242004.78,0.2258,15210.88,0.0629,226793.9,248795.71
FT0046,Q4,2025-01-14,199792.73,0.2687,34458.39,0.1725,165334.33,185791.11
FT0046,Q5,2024-10-16,182033.88,0.2595,13378.21,0.0735,168655.67,150561.18
FT0046,Q6,2024-07-18,122607.36,0.192,15897.75,0.1297,106709.61,88681.69
FT0046,Q7,2024-04-19,108051.02,0.2073,23380.01,0.2164,84671.01,97689.23
FT0046,Q8,2024-01-20,76984.03,0.2563,3102.16,0.0403,73881.86,71355.58
FT0047,Q1,2025-10-11,68505.14,0.1169,7100.5,0.1036,61404.64,61143.71
FT0047,Q2,2025-07-13,204267.85,0.3069,24240.98,0.1187,180026.88,206164.79
FT0047,Q3,2025-04-14,136556.16,0.3061,21946.47,0.1607,114609.68,107514.42
FT0047,Q4,2025-01-14,74365.3,0.1611,8401.73,0.113,65963.57,76033.9
FT0047,Q5,2024-10-16,62775.34,0.2487,5860.24,0.0934,56915.1,50356.08
FT0047,Q6,2024-07-18,49763.09,0.2435,5798.07,0.1165,43965.02,39458.24
FT0047,Q7,2024-04-19,36910.14,0.1897,6069.3,0.1644,30840.84,36839.34
FT0047,Q8,2024-01-20,40657.26,0.3308,4750.48,0.1168,35906.78,41242.07
FT0048,Q1,2025-10-11,509304.04,0.1507,109059.55,0.2141,400244.49,372635.97
FT0048,Q2,2025-07-13,674167.31,0.2254,216558.46,0.3212,457608.84,370139.93
FT0048,Q3,2025-04-14,416509.13,0.1997,120738.98,0.2899,295770.16,288564.67
FT0048,Q4,2025-01-14,352198.45,0.2126,95759.33,0.2719,256439.12,216874.23
FT0048,Q5,2024-10-16,336747.44,0.2305,93907.34,0.2789,242840.1,277547.67
FT0048,Q6,2024-07-18,234809.14,0.2597,79240.88,0.3375,155568.27,179564.35
FT0048,Q7,2024-04-19,181215.84,0.2293,48835.97,0.2695,132379.87,142825.99
FT0048,Q8,2024-01-20,159061.51,0.2419,53010.96,0.3333,106050.54,121922.95
FT0049,Q1,2025-10-11,351778.07,0.1877,108458.17,0.3083,243319.9,244347.86
FT0049,Q2,2025-07-13,200435.35,0.1146,71308.1,0.3558,129127.25,128318.63
FT0049,Q3,2025-04-14,268076.64,0.2032,67058.75,0.2501,201017.89,164190.24
FT0049,Q4,2025-01-14,189284.02,0.1913,55013.52,0.2906,134270.5,147325.97
FT0049,Q5,2024-10-16,216314.71,0.2127,63417.03,0.2932,152897.68,153715.27
FT0049,Q6,2024-07-18,150025.0,0.2228,43555.17,0.2903,106469.84,116232.47
FT0049,Q7,2024-04-19,150387.75,0.2823,33440.25,0.2224,116947.5,95677.99
FT0049,Q8,2024-01-20,114787.38,0.1551,32695.83,0.2848,82091.55,78125.76
FT0050,Q1,2025-10-11,100114.06,0.2038,22957.13,0.2293,77156.93,64668.98
FT0050,Q2,2025-07-13,43317.11,0.1186,10741.86,0.248,32575.25,33201.11
FT0050,Q3,2025-04-14,40102.72,0.0797,8554.5,0.2133,31548.21,25423.17
FT0050,Q4,2025-01-14,68340.61,0.2467,7592.61,0.1111,60748.0,57992.96
FT0050,Q5,2024-10-16,42859.6,0.1264,4373.33,0.102,38486.27,34764.36
FT0050,Q6,2024-07-18,31745.21,0.1704,8142.34,0.2565,23602.86,26192.6
FT0050,Q7,2024-04-19,35370.55,0.1949,4150.51,0.1173,31220.03,30158.19
FT0050,Q8,2024-01-20,24384.99,0.261,5663.92,0.2323,18721.07,19383.83
FT0051,Q1,2025-10-11,1625158.26,0.2945,432500.81,0.2661,1192657.45,1220292.49
FT0051,Q2,2025-07-13,1428863.1,0.318,330097.73,0.231,1098765.37,1074091.14
FT0051,Q3,2025-04-14,1136866.7,0.3033,337146.63,0.2966,799720.06,810356.79
FT0051,Q4,2025-01-14,682867.09,0.1867,174375.77,0.2554,508491.32,452565.79
FT0051,Q5,2024-10-16,740092.64,0.3399,96770.06,0.1308,643322.58,683133.72
FT0051,Q6,2024-07-18,512852.51,0.2603,125864.08,0.2454,386988.43,381032.36
FT0051,Q7,2024-04-19,431679.92,0.312,85674.77,0.1985,346005.16,341021.32
FT0051,Q8,2024-01-20,287115.91,0.2696,40430.38,0.1408,246685.54,285016.93
FT0052,Q1,2025-10-11,794678.06,0.1973,193616.67,0.2436,601061.38,583987.62
FT0052,Q2,2025-07-13,605194.47,0.1985,92860.35,0.1534,512334.12,560745.37
FT0052,Q3,2025-04-14,621169.07,0.2698,147029.09,0.2367,474139.99,533448.0
FT0052,Q4,2025-01-14,482669.55,0.1759,80212.36,0.1662,402457.19,370909.42
FT0052,Q5,2024-10-16,333989.94,0.1836,71961.18,0.2155,262028.76,218031.22
FT0052,Q6,2024-07-18,250315.62,0.1732,70255.59,0.2807,180060.03,153601.62
FT0052,Q7,2024-04-19,236328.83,0.1648,51659.29,0.2186,184669.54,177455.24
FT0052,Q8,2024-01-20,189296.49,0.228,40990.72,0.2165,148305.77,156511.36
FT0053,Q1,2025-10-11,858461.16,0.2442,399774.51,0.4657,458686.65,471435.29
FT0053,Q2,2025-07-13,366066.86,0.1464,183734.24,0.5019,182332.62,172959.7
FT0053,Q3,2025-04-14,638920.94,0.2758,209657.33,0.3281,429263.61,428258.73
FT0053,Q4,2025-01-14,289804.67,0.1521,147867.4,0.5102,141937.26,166914.35
FT0053,Q5,2024-10-16,312079.85,0.2327,134855.82,0.4321,177224.03,203002.43
FT0053,Q6,2024-07-18,247804.38,0.2529,114404.36,0.4617,133400.03,141097.57
FT0053,Q7,2024-04-19,220757.4,0.2804,96304.88,0.4362,124452.52,109725.64
FT0053,Q8,2024-01-20,168049.78,0.2839,71805.04,0.4273,96244.74,94431.91
FT0054,Q1,2025-10-11,70354.21,0.172,18242.64,0.2593,52111.57,0.0
FT0054,Q2,2025-07-13,65449.45,0.1578,13082.33,0.1999,52367.12,0.0
FT0054,Q3,2025-04-14,80144.73,0.2402,10549.79,0.1316,69594.94,0.0
FT0054,Q4,2025-01-14,54816.13,0.2119,9672.34,0.1765,45143.79,0.0
FT0054,Q5,2024-10-16,57387.85,0.2624,10004.56,0.1743,47383.29,0.0
FT0054,Q6,2024-07-18,42524.89,0.2179,4682.26,0.1101,37842.63,0.0
FT0054,Q7,2024-04-19,39415.49,0.1831,8854.34,0.2246,30561.15,0.0
FT0054,Q8,2024-01-20,24920.29,0.1758,3293.81,0.1322,21626.49,0.0
FT0055,Q1,2025-10-11,1048468.08,0.2413,320944.84,0.3061,727523.25,807816.07
FT0055,Q2,2025-07-13,589870.31,0.2059,137915.67,0.2338,451954.64,440274.98
FT0055,Q3,2025-04-14,614295.44,0.2798,160182.68,0.2608,454112.75,463535.98
FT0055,Q4,2025-01-14,467596.86,0.2508,161490.95,0.3454,306105.91,265469.5
FT0055,Q5,2024-10-16,312547.35,0.1641,105828.29,0.3386,206719.06,246847.68
FT0055,Q6,2024-07-18,240600.23,0.0711,51994.63,0.2161,188605.6,167459.65
FT0055,Q7,2024-04-19,195065.3,0.1273,62333.79,0.3196,132731.51,114466.64
FT0055,Q8,2024-01-20,228974.0,0.293,62098.98,0.2712,166875.01,153766.91
FT0056,Q1,2025-10-11,861964.28,0.1808,285010.63,0.3307,576953.65,0.0
FT0056,Q2,2025-07-13,818610.91,0.1731,227199.59,0.2775,591411.31,0.0
FT0056,Q3,2025-04-14,435305.77,0.1318,125368.33,0.288,309937.44,0.0
FT0056,Q4,2025-01-14,470119.89,0.1404,148580.16,0.316,321539.74,0.0
FT0056,Q5,2024-10-16,405826.17,0.121,158613.36,0.3908,247212.81,0.0
FT0056,Q6,2024-07-18,288633.1,0.1929,119597.02,0.4144,169036.09,0.0
FT0056,Q7,2024-04-19,394308.89,0.2123,145711.4,0.3695,248597.49,0.0
FT0056,Q8,2024-01-20,277608.77,0.2595,83805.98,0.3019,193802.79,0.0
FT0057,Q1,2025-10-11,175047.15,0.2257,15700.69,0.0897,159346.46,0.0
FT0057,Q2,2025-07-13,70529.35,0.0757,9537.95,0.1352,60991.4,0.0
FT0057,Q3,2025-04-14,138888.27,0.2117,7612.85,0.0548,131275.42,0.0
FT0057,Q4,2025-01-14,110021.78,0.2771,12773.29,0.1161,97248.49,0.0
FT0057,Q5,2024-10-16,80245.9,0.2186,-4870.45,-0.0607,85116.35,0.0
FT0057,Q6,2024-07-18,66045.51,0.1943,7227.72,0.1094,58817.79,0.0
FT0057,Q7,2024-04-19,70117.11,0.285,9137.2,0.1303,60979.92,0.0
FT0057,Q8,2024-01-20,43955.59,0.1989,4612.95,0.1049,39342.64,0.0
FT0058,Q1,2025-10-11,346475.3,0.202,120562.83,0.348,225912.47,233948.91
FT0058,Q2,2025-07-13,402979.97,0.2894,117787.37,0.2923,285192.6,296632.41
FT0058,Q3,2025-04-14,169626.68,0.1686,31487.62,0.1856,138139.06,141141.51
FT0058,Q4,2025-01-14,135644.53,0.1522,24090.92,0.1776,111553.61,99821.95
FT0058,Q5,2024-10-16,148657.97,0.2111,36492.74,0.2455,112165.23,90020.9
FT0058,Q6,2024-07-18,136704.76,0.2443,37449.02,0.2739,99255.74,103831.58
FT0058,Q7,2024-04-19,112629.61,0.18,27254.88,0.242,85374.73,81133.48
FT0058,Q8,2024-01-20,80421.1,0.2044,25463.59,0.3166,54957.51,58791.34
FT0059,Q1,2025-10-11,116034.4,0.1701,17420.7,0.1501,98613.7,109404.12
FT0059,Q2,2025-07-13,209022.65,0.3323,25818.47,0.1235,183204.18,166970.15
FT0059,Q3,2025-04-14,93385.47,0.1921,13782.08,0.1476,79603.38,88308.21
FT0059,Q4,2025-01-14,64559.51,0.1487,12477.63,0.1933,52081.89,54389.55
FT0059,Q5,2024-10-16,91999.1,0.3266,16829.48,0.1829,75169.61,85888.6
FT0059,Q6,2024-07-18,41777.59,0.1596,4851.77,0.1161,36925.82,40609.92
FT0059,Q7,2024-04-19,42535.09,0.1893,5879.99,0.1382,36655.1,33612.97
FT0059,Q8,2024-01-20,31798.14,0.1689,3778.92,0.1188,28019.22,22880.48
FT0060,Q1,2025-10-11,241931.06,0.3674,-20992.76,-0.0868,262923.83,241432.91
FT0060,Q2,2025-07-13,148543.25,0.3343,7576.02,0.051,140967.22,141324.17
FT0060,Q3,2025-04-14,97770.65,0.3409,-5867.15,-0.06,103637.8,111021.53
FT0060,Q4,2025-01-14,41462.12,0.2259,-126.44,-0.003,41588.56,40517.99
FT0060,Q5,2024-10-16,52007.59,0.2738,-2778.51,-0.0534,54786.1,62445.95
FT0060,Q6,2024-07-18,38280.83,0.266,-1171.77,-0.0306,39452.6,46380.42
FT0060,Q7,2024-04-19,27997.2,0.2376,-1592.02,-0.0569,29589.22,32076.28
FT0060,Q8,2024-01-20,21089.49,0.295,-2003.83,-0.095,23093.32,22620.18
FT0061,Q1,2025-10-11,324337.33,0.2042,46769.18,0.1442,277568.15,0.0
FT0061,Q2,2025-07-13,190561.53,0.163,31760.38,0.1667,158801.15,0.0
FT0061,Q3,2025-04-14,244832.26,0.2463,55327.12,0.226,189505.15,0.0
FT0061,Q4,2025-01-14,144654.24,0.1626,33516.49,0.2317,111137.76,0.0
FT0061,Q5,2024-10-16,138179.58,0.1507,21083.55,0.1526,117096.03,0.0
FT0061,Q6,2024-07-18,132664.52,0.1749,21519.39,0.1622,111145.13,0.0
FT0061,Q7,2024-04-19,104760.14,0.1983,20462.32,0.1953,84297.82,0.0
FT0061,Q8,2024-01-20,81884.4,0.2238,9735.08,0.1189,72149.32,0.0
FT0062,Q1,2025-10-11,92448.6,0.2804,4695.31,0.0508,87753.29,0.0
FT0062,Q2,2025-07-13,80770.06,0.3316,6517.37,0.0807,74252.69,0.0
FT0062,Q3,2025-04-14,51659.14,0.2424,-1736.75,-0.0336,53395.89,0.0
FT0062,Q4,2025-01-14,49658.5,0.2924,3269.82,0.0658,46388.68,0.0
FT0062,Q5,2024-10-16,37984.65,0.2259,1718.26,0.0452,36266.38,0.0
FT0062,Q6,2024-07-18,27892.55,0.2675,-92.84,-0.0033,27985.39,0.0
FT0062,Q7,2024-04-19,22488.94,0.2509,34.86,0.0016,22454.08,0.0
FT0062,Q8,2024-01-20,17988.44,0.251,-536.31,-0.0298,18524.76,0.0
FT0063,Q1,2025-10-11,63531.17,0.1901,7359.23,0.1158,56171.94,58799.53
FT0063,Q2,2025-07-13,62097.69,0.2235,6512.03,0.1049,55585.66,63881.46
FT0063,Q3,2025-04-14,53309.49,0.2079,140.39,0.0026,53169.1,51543.14
FT0063,Q4,2025-01-14,38685.43,0.2129,4598.28,0.1189,34087.15,29237.36
FT0063,Q5,2024-10-16,25809.62,0.0988,2129.25,0.0825,23680.37,20250.37
FT0063,Q6,2024-07-18,28665.55,0.1839,2760.31,0.0963,25905.24,28445.81
FT0063,Q7,2024-04-19,23017.19,0.1496,1957.27,0.085,21059.92,18162.38
FT0063,Q8,2024-01-20,18368.39,0.1624,2443.56,0.133,15924.83,18554.93
FT0064,Q1,2025-10-11,177460.72,0.1695,27057.47,0.1525,150403.26,166158.52
FT0064,Q2,2025-07-13,144743.24,0.1799,26900.35,0.1858,117842.89,103901.93
FT0064,Q3,2025-04-14,148387.82,0.2269,25674.04,0.173,122713.78,113475.99
FT0064,Q4,2025-01-14,157437.17,0.2614,12427.82,0.0789,145009.35,151925.66
FT0064,Q5,2024-10-16,113352.97,0.2609,13489.21,0.119,99863.75,89443.67
FT0064,Q6,2024-07-18,106165.33,0.2615,15339.31,0.1445,90826.02,74260.82
FT0064,Q7,2024-04-19,84249.25,0.2856,14984.79,0.1779,69264.46,81460.08
FT0064,Q8,2024-01-20,57088.12,0.1994,7215.03,0.1264,49873.09,48639.77
FT0065,Q1,2025-10-11,141170.39,0.3438,18022.44,0.1277,123147.95,112217.31
FT0065,Q2,2025-07-13,109647.6,0.3618,-3958.75,-0.0361,113606.35,116166.04
FT0065,Q3,2025-04-14,51749.66,0.2421,5359.11,0.1036,46390.56,38888.82
FT0065,Q4,2025-01-14,47036.09,0.2921,-2104.36,-0.0447,49140.45,55754.72
FT0065,Q5,2024-10-16,34764.45,0.2615,-2255.41,-0.0649,37019.86,33846.51
FT0065,Q6,2024-07-18,26532.77,0.2142,-503.9,-0.019,27036.66,22094.93
FT0065,Q7,2024-04-19,26025.78,0.2396,1519.88,0.0584,24505.89,26055.2
FT0065,Q8,2024-01-20,17766.02,0.2772,-40.66,-0.0023,17806.68,19716.47
FT0066,Q1,2025-10-11,743771.48,0.0238,218877.61,0.2943,524893.87,0.0
FT0066,Q2,2025-07-13,1080419.82,0.0854,286280.1,0.265,794139.72,0.0
FT0066,Q3,2025-04-14,1421310.85,0.1829,485445.49,0.3415,935865.36,0.0
FT0066,Q4,2025-01-14,1423261.65,0.1973,474282.46,0.3332,948979.19,0.0
FT0066,Q5,2024-10-16,797297.2,0.11,240449.32,0.3016,556847.89,0.0
FT0066,Q6,2024-07-18,809383.26,0.1477,277884.13,0.3433,531499.13,0.0
FT0066,Q7,2024-04-19,654014.06,0.1505,155204.08,0.2373,498809.98,0.0
FT0066,Q8,2024-01-20,618241.8,0.2951,130317.71,0.2108,487924.08,0.0
FT0067,Q1,2025-10-11,462691.08,0.2065,78737.94,0.1702,383953.14,383476.35
FT0067,Q2,2025-07-13,790655.08,0.3425,100607.28,0.1272,690047.8,674108.32
FT0067,Q3,2025-04-14,594512.8,0.3277,75082.41,0.1263,519430.4,582793.37
FT0067,Q4,2025-01-14,451913.37,0.3791,76260.98,0.1688,375652.38,335832.37
FT0067,Q5,2024-10-16,230790.86,0.2411,30311.7,0.1313,200479.15,163264.62
FT0067,Q6,2024-07-18,202870.43,0.2468,36254.76,0.1787,166615.67,190472.04
FT0067,Q7,2024-04-19,184600.85,0.2604,40827.34,0.2212,143773.52,135958.72
FT0067,Q8,2024-01-20,131005.21,0.2625,23686.59,0.1808,107318.62,88511.49
FT0068,Q1,2025-10-11,319427.93,0.3595,42807.62,0.134,276620.3,278078.99
FT0068,Q2,2025-07-13,114906.36,0.2571,16840.06,0.1466,98066.3,87152.78
FT0068,Q3,2025-04-14,69305.36,0.1814,6231.09,0.0899,63074.27,57517.33
FT0068,Q4,2025-01-14,105773.12,0.3009,10515.13,0.0994,95257.99,109380.33
FT0068,Q5,2024-10-16,75095.24,0.2782,19440.11,0.2589,55655.13,56829.73
FT0068,Q6,2024-07-18,46605.36,0.2302,6072.81,0.1303,40532.55,37231.45
FT0068,Q7,2024-04-19,44489.06,0.243,5347.6,0.1202,39141.46,37696.61
FT0068,Q8,2024-01-20,32682.28,0.3217,5148.89,0.1575,27533.39,31138.68
FT0069,Q1,2025-10-11,333486.44,0.0762,93985.41,0.2818,239501.03,0.0
FT0069,Q2,2025-07-13,481474.88,0.2022,124378.52,0.2583,357096.35,0.0
FT0069,Q3,2025-04-14,485742.06,0.2081,141385.29,0.2911,344356.77,0.0
FT0069,Q4,2025-01-14,345516.59,0.2028,110051.51,0.3185,235465.08,0.0
FT0069,Q5,2024-10-16,282431.18,0.1714,76605.42,0.2712,205825.75,0.0
FT0069,Q6,2024-07-18,247846.47,0.1685,71803.33,0.2897,176043.15,0.0
FT0069,Q7,2024-04-19,203454.74,0.1133,58968.08,0.2898,144486.67,0.0
FT0069,Q8,2024-01-20,183314.51,0.1333,72118.73,0.3934,111195.78,0.0
FT0070,Q1,2025-10-11,546969.74,0.1467,239417.72,0.4377,307552.01,0.0
FT0070,Q2,2025-07-13,355459.09,0.1173,155401.95,0.4372,200057.14,0.0
FT0070,Q3,2025-04-14,383020.72,0.1589,95180.54,0.2485,287840.17,0.0
FT0070,Q4,2025-01-14,346938.48,0.1584,157324.15,0.4535,189614.32,0.0
FT0070,Q5,2024-10-16,234590.75,0.1552,61401.21,0.2617,173189.54,0.0
FT0070,Q6,2024-07-18,276032.61,0.1632,100439.35,0.3639,175593.26,0.0
FT0070,Q7,2024-04-19,245223.07,0.188,72583.22,0.296,172639.85,0.0
FT0070,Q8,2024-01-20,173021.99,0.186,55094.91,0.3184,117927.08,0.0
FT0071,Q1,2025-10-11,241150.86,0.1937,31256.58,0.1296,209894.28,0.0
FT0071,Q2,2025-07-13,240951.76,0.2254,36444.44,0.1513,204507.32,0.0
FT0071,Q3,2025-04-14,310722.61,0.3059,52534.21,0.1691,258188.4,0.0
FT0071,Q4,2025-01-14,145040.85,0.201,17011.23,0.1173,128029.63,0.0
FT0071,Q5,2024-10-16,132881.17,0.2111,6814.62,0.0513,126066.55,0.0
FT0071,Q6,2024-07-18,142932.43,0.3287,22141.68,0.1549,120790.75,0.0
FT0071,Q7,2024-04-19,100769.28,0.2409,16674.32,0.1655,84094.96,0.0
FT0071,Q8,2024-01-20,71892.94,0.3193,15849.92,0.2205,56043.01,0.0
FT0072,Q1,2025-10-11,302900.81,0.3083,56884.36,0.1878,246016.45,0.0
FT0072,Q2,2025-07-13,133704.52,0.229,18862.7,0.1411,114841.82,0.0
FT0072,Q3,2025-04-14,129889.83,0.2471,24135.56,0.1858,105754.27,0.0
FT0072,Q4,2025-01-14,120384.15,0.2784,13079.42,0.1086,107304.73,0.0
FT0072,Q5,2024-10-16,101854.83,0.2941,17181.18,0.1687,84673.65,0.0
FT0072,Q6,2024-07-18,74519.01,0.2251,16166.04,0.2169,58352.97,0.0
FT0072,Q7,2024-04-19,52156.48,0.2921,4427.56,0.0849,47728.92,0.0
FT0072,Q8,2024-01-20,41441.26,0.2512,5032.85,0.1214,36408.41,0.0
FT0073,Q1,2025-10-11,1531996.84,0.2426,611442.08,0.3991,920554.76,1076774.47
FT0073,Q2,2025-07-13,958558.02,0.1989,220093.96,0.2296,738464.06,684781.28
FT0073,Q3,2025-04-14,969666.3,0.2254,328229.81,0.3385,641436.48,741808.48
FT0073,Q4,2025-01-14,554209.97,0.1779,220521.0,0.3979,333688.97,279244.11
FT0073,Q5,2024-10-16,694058.72,0.2776,324081.04,0.4669,369977.67,442320.97
FT0073,Q6,2024-07-18,411861.94,0.1566,132499.45,0.3217,279362.49,277132.88
FT0073,Q7,2024-04-19,374152.86,0.1712,108827.83,0.2909,265325.03,262826.87
FT0073,Q8,2024-01-20,321499.03,0.2113,92804.25,0.2887,228694.78,261586.24
FT0074,Q1,2025-10-11,10563797.97,0.3759,2634689.31,0.2494,7929108.66,0.0
FT0074,Q2,2025-07-13,3771081.37,0.2548,751503.63,0.1993,3019577.75,0.0
FT0074,Q3,2025-04-14,2898077.17,0.2141,480512.81,0.1658,2417564.35,0.0
FT0074,Q4,2025-01-14,4057466.34,0.3795,960951.34,0.2368,3096514.99,0.0
FT0074,Q5,2024-10-16,2292665.57,0.2553,582877.26,0.2542,1709788.31,0.0
FT0074,Q6,2024-07-18,1619399.79,0.2911,236287.66,0.1459,1383112.13,0.0
FT0074,Q7,2024-04-19,1803052.76,0.355,239657.71,0.1329,1563395.05,0.0
FT0074,Q8,2024-01-20,1145765.56,0.2601,165338.92,0.1443,980426.64,0.0
FT0075,Q1,2025-10-11,1090577.55,0.2159,374941.8,0.3438,715635.75,0.0
FT0075,Q2,2025-07-13,770234.65,0.1871,258814.0,0.336,511420.65,0.0
FT0075,Q3,2025-04-14,391479.54,0.0772,165851.49,0.4237,225628.05,0.0
FT0075,Q4,2025-01-14,356634.75,0.1046,130650.05,0.3663,225984.69,0.0
FT0075,Q5,2024-10-16,438740.3,0.1669,136024.45,0.31,302715.85,0.0
FT0075,Q6,2024-07-18,398607.83,0.2231,151410.9,0.3798,247196.94,0.0
FT0075,Q7,2024-04-19,318701.47,0.181,119940.65,0.3763,198760.82,0.0
FT0075,Q8,2024-01-20,233635.92,0.1943,93306.67,0.3994,140329.25,0.0
FT0076,Q1,2025-10-11,123312.72,0.2479,4351.7,0.0353,118961.01,122754.97
FT0076,Q2,2025-07-13,146183.94,0.2591,6128.87,0.0419,140055.07,138191.11
FT0076,Q3,2025-04-14,78771.28,0.2069,6569.86,0.0834,72201.42,57766.52
FT0076,Q4,2025-01-14,86081.73,0.2255,12230.13,0.1421,73851.6,72594.44
FT0076,Q5,2024-10-16,39976.63,0.1584,5879.96,0.1471,34096.67,29123.4
FT0076,Q6,2024-07-18,43596.75,0.1778,1891.95,0.0434,41704.8,37742.36
FT0076,Q7,2024-04-19,38608.24,0.1572,1849.36,0.0479,36758.88,31796.99
