company_id,round_number,round_date,round_type,amount_raised_usd,valuation_usd,num_investors,investors,months_since_last_round
FT0098,2,2021-08-02,Series A,494121.71,4634705.13,3,"Andreessen Horowitz, Corporate VC, Speedinvest",9
FT0098,3,2022-01-09,Series B,1385322.85,6525163.26,3,"Corporate VC, Development Bank, Local Angel Investors",17
FT0098,4,2025-07-22,Series C,2121200.55,18458795.54,1,Andela,12
FT0099,1,2025-05-31,Seed,458283.77,1855956.43,3,"Partech Partners, Y Combinator, Speedinvest",0
FT0099,2,2024-01-16,Series A,1440154.19,11628369.47,2,"Sequoia Capital, Speedinvest",14
FT0099,3,2023-08-03,Series B,2972391.8,23819439.36,3,"Y Combinator, Accel Partners, Corporate VC",23
FT0100,1,2025-04-03,Seed,94320.55,830349.12,4,"Development Bank, Government Fund, Accel Partners, TLcom Capital",0
FT0100,2,2024-05-12,Series A,601107.91,2057601.24,4,"Development Bank, 500 Startups, Accel Partners, Corporate VC",10
FT0100,3,2020-11-21,Series B,1991943.93,11077403.22,3,"Local Angel Investors, Global Founders Capital, Y Combinator",12
FT0101,1,2024-10-15,Seed,15860.26,48863.78,1,Global Founders Capital,0
FT0102,1,2024-05-31,Seed,24923.69,92638.66,2,"Speedinvest, 4DX Ventures",0
FT0103,1,2025-07-05,Seed,29559.38,124083.75,3,"TLcom Capital, 500 Startups, 4DX Ventures",0
FT0104,1,2022-09-09,Seed,81159.51,400737.06,3,"Development Bank, Novastar Ventures, TLcom Capital",0
FT0104,2,2019-03-31,Series A,639781.8,6008125.53,4,"TLcom Capital, Corporate VC, Global Founders Capital, Accel Partners",15
FT0104,3,2021-12-16,Series B,829970.31,6518369.87,3,"Government Fund, Y Combinator, 4DX Ventures",21
FT0104,4,2024-09-27,Series C,2453190.75,23837345.17,1,TLcom Capital,8
FT0104,5,2017-01-24,Series D,2663610.51,10838568.81,4,"Y Combinator, Speedinvest, Accel Partners, Partech Partners",20
FT0105,1,2025-05-12,Seed,47789.61,290332.12,3,"Y Combinator, Andela, CRE Venture Capital",0
FT0106,1,2022-08-06,Seed,81047.67,516105.3,4,"Global Founders Capital, TLcom Capital, Government Fund, Development Bank",0
FT0106,2,2023-01-12,Series A,297285.08,2661951.2,2,"Y Combinator, CRE Venture Capital",14
FT0106,3,2022-10-08,Series B,616062.61,5081422.72,2,"Corporate VC, 4DX Ventures",9
FT0106,4,2024-02-17,Series C,1052045.08,4200762.09,2,"Andela, Y Combinator",6
FT0107,1,2024-02-01,Seed,96738.16,410112.13,1,Corporate VC,0
FT0107,2,2024-03-28,Series A,287116.59,913738.86,4,"Corporate VC, Local Angel Investors, 500 Startups, Partech Partners",18
FT0108,1,2018-03-26,Seed,78739.24,525448.8,2,"TLcom Capital, Global Founders Capital",0
FT0108,2,2019-09-26,Series A,517039.39,3742601.01,3,"Corporate VC, 4DX Ventures, Partech Partners",22
FT0108,3,2017-07-04,Series B,1358999.76,13354003.05,2,"Sequoia Capital, Corporate VC",19
FT0108,4,2021-09-12,Series C,3667676.81,22696857.01,4,"Partech Partners, TLcom Capital, CRE Venture Capital, Development Bank",22
FT0109,1,2024-05-13,Seed,96027.35,863175.1,4,"Y Combinator, Partech Partners, Speedinvest, TLcom Capital",0
FT0109,2,2023-10-28,Series A,152928.01,1426019.18,2,"Development Bank, Andreessen Horowitz",20
FT0109,3,2024-11-14,Series B,334869.25,3326833.56,3,"Speedinvest, Government Fund, Sequoia Capital",9
FT0109,4,2023-10-12,Series C,911054.07,5009770.3,3,"Local Angel Investors, Development Bank, Y Combinator",8
FT0110,1,2023-12-30,Seed,82536.48,745582.53,3,"Andreessen Horowitz, Y Combinator, TLcom Capital",0
FT0110,2,2025-07-30,Series A,266411.72,2185430.87,3,"4DX Ventures, TLcom Capital, Government Fund",6
FT0111,1,2023-07-07,Seed,49591.65,334759.44,1,Global Founders Capital,0
FT0111,2,2023-11-07,Series A,215668.86,1047354.99,3,"Partech Partners, Novastar Ventures, Speedinvest",14
FT0112,1,2024-06-18,Seed,86862.72,294721.64,2,"Novastar Ventures, Partech Partners",0
FT0112,2,2025-08-22,Series A,343332.55,3393637.07,4,"Novastar Ventures, Andela, Andreessen Horowitz, Speedinvest",10
FT0112,3,2025-05-16,Series B,262327.04,1405970.07,2,"Corporate VC, Y Combinator",13
FT0113,1,2023-08-21,Seed,39673.58,145155.94,1,TLcom Capital,0
FT0113,2,2023-02-18,Series A,173439.12,1549283.79,1,Speedinvest,9
FT0113,3,2021-10-08,Series B,712151.39,5754294.02,4,"Y Combinator, Development Bank, Local Angel Investors, TLcom Capital",9
FT0113,4,2021-09-05,Series C,1930499.09,9537775.64,2,"Speedinvest, Global Founders Capital",10
FT0113,5,2023-11-08,Series D,2510212.33,23817830.36,3,"TLcom Capital, Andreessen Horowitz, 4DX Ventures",22
FT0114,1,2025-06-21,Seed,46685.13,259083.57,2,"Development Bank, Speedinvest",0
FT0114,2,2025-02-26,Series A,119827.21,401933.52,2,"CRE Venture Capital, Global Founders Capital",6
FT0115,1,2016-06-27,Seed,165772.73,1103856.07,2,"CRE Venture Capital, Partech Partners",0
FT0115,2,2020-03-15,Series A,365046.07,3412586.83,3,"TLcom Capital, Novastar Ventures, Y Combinator",18
FT0115,3,2017-11-09,Series B,547069.53,2912509.92,2,"Y Combinator, Local Angel Investors",22
FT0115,4,2019-11-09,Series C,3363126.19,26734707.83,1,4DX Ventures,22
FT0115,5,2023-05-03,Series D,3186104.51,22824655.77,1,Local Angel Investors,21
FT0116,1,2024-10-13,Seed,31113.59,138380.01,3,"Y Combinator, Sequoia Capital, Global Founders Capital",0
FT0116,2,2025-07-02,Series A,359765.83,3149754.93,4,"Government Fund, Corporate VC, Local Angel Investors, TLcom Capital",12
FT0116,3,2024-12-09,Series B,394360.58,1262718.44,1,TLcom Capital,15
FT0116,4,2024-09-11,Series C,1476257.54,12423723.45,4,"Andreessen Horowitz, 500 Startups, Global Founders Capital, Andela",17
FT0117,1,2025-07-08,Seed,91245.13,744079.26,4,"Partech Partners, Speedinvest, Andela, Sequoia Capital",0
FT0117,2,2023-09-18,Series A,126642.24,894736.81,4,"Global Founders Capital, TLcom Capital, Novastar Ventures, Speedinvest",23
FT0118,1,2018-02-18,Seed,285230.64,1232465.37,3,"Government Fund, Local Angel Investors, Global Founders Capital",0
FT0118,2,2021-03-02,Series A,1727355.93,14013326.32,3,"Novastar Ventures, Andreessen Horowitz, Corporate VC",8
FT0118,3,2023-02-22,Series B,1392355.1,13530755.94,4,"Partech Partners, Corporate VC, Accel Partners, TLcom Capital",12
FT0118,4,2018-03-11,Series C,3140995.17,12965589.19,3,"500 Startups, Development Bank, 4DX Ventures",14
FT0118,5,2017-05-23,Series D,7115540.16,35221489.7,1,Novastar Ventures,9
FT0118,6,2022-07-27,Bridge,35676405.52,199596698.02,1,500 Startups,22
FT0118,7,2015-03-26,Series D+,5997302.05,55355403.32,1,Andreessen Horowitz,19
FT0118,8,2019-09-25,Series D+,15852835.35,107645663.11,1,Corporate VC,6
FT0119,1,2025-03-23,Seed,27406.84,111306.34,3,"Y Combinator, Sequoia Capital, TLcom Capital",0
FT0120,1,2019-08-13,Seed,182321.35,1004657.87,1,Local Angel Investors,0
FT0120,2,2018-02-12,Series A,721770.2,4995181.04,3,"Partech Partners, 500 Startups, Global Founders Capital",13
FT0120,3,2015-02-13,Series B,586082.71,2755410.47,1,500 Startups,9
FT0120,4,2014-10-21,Series C,1100142.11,10817330.2,3,"4DX Ventures, Sequoia Capital, Andela",7
FT0120,5,2024-06-14,Series D,4573542.25,14789478.57,4,"Development Bank, Local Angel Investors, Andreessen Horowitz, Andela",7
FT0120,6,2023-01-04,Bridge,15955594.9,68696879.0,4,"TLcom Capital, Government Fund, Accel Partners, Y Combinator",9
FT0121,1,2025-02-13,Seed,66383.27,360305.27,3,"Corporate VC, Local Angel Investors, TLcom Capital",0
FT0121,2,2024-05-19,Series A,331800.62,3058651.72,3,"TLcom Capital, Global Founders Capital, CRE Venture Capital",20
FT0121,3,2023-02-25,Series B,993049.33,7633749.46,2,"Y Combinator, Local Angel Investors",16
FT0121,4,2022-10-22,Series C,1393007.61,10320333.55,3,"Corporate VC, 4DX Ventures, Andela",23
FT0122,1,2020-09-06,Seed,393727.35,1880536.73,2,"Speedinvest, Novastar Ventures",0
FT0122,2,2022-05-25,Series A,1910731.61,11220476.1,2,"Y Combinator, Andela",20
FT0122,3,2025-03-30,Series B,3117462.98,22186128.05,3,"Development Bank, Andreessen Horowitz, Partech Partners",19
FT0123,1,2025-08-08,Seed,82098.53,520404.13,2,"Speedinvest, 4DX Ventures",0
FT0123,2,2023-04-20,Series A,247400.69,2338694.82,2,"Local Angel Investors, 4DX Ventures",6
FT0124,1,2023-11-07,Seed,192287.47,1626834.0,3,"CRE Venture Capital, Corporate VC, Y Combinator",0
FT0124,2,2025-08-01,Series A,348023.24,2177101.36,3,"Government Fund, Global Founders Capital, Andreessen Horowitz",6
FT0125,1,2025-06-14,Seed,134883.46,1172227.76,2,"Corporate VC, Development Bank",0
FT0125,2,2023-12-04,Series A,251942.84,1562006.31,3,"Speedinvest, Local Angel Investors, CRE Venture Capital",17
FT0125,3,2025-02-05,Series B,1614055.16,7672429.25,2,"Sequoia Capital, TLcom Capital",12
FT0125,4,2017-08-10,Series C,3218450.76,12773500.09,3,"Government Fund, CRE Venture Capital, Partech Partners",8
FT0125,5,2023-11-05,Series D,2025651.21,13160526.63,1,Global Founders Capital,17
FT0125,6,2017-11-07,Bridge,8283027.38,77003157.29,3,"Andreessen Horowitz, 500 Startups, Global Founders Capital",11
FT0126,1,2025-01-17,Seed,33597.86,197361.51,4,"Andela, Y Combinator, Government Fund, Andreessen Horowitz",0
FT0126,2,2024-12-02,Series A,251938.78,2493648.09,4,"Corporate VC, CRE Venture Capital, Local Angel Investors, Global Founders Capital",9
FT0126,3,2024-11-24,Series B,733284.28,4769117.98,2,"Corporate VC, Accel Partners",15
FT0127,1,2024-10-12,Seed,92199.92,589322.72,3,"500 Startups, Sequoia Capital, Local Angel Investors",0
FT0127,2,2024-03-29,Series A,140340.27,1220902.99,3,"500 Startups, TLcom Capital, Speedinvest",23
FT0128,1,2024-06-10,Seed,155248.46,673687.24,1,Sequoia Capital,0
FT0128,2,2023-09-01,Series A,336646.36,1061820.6,1,Speedinvest,16
FT0128,3,2023-12-24,Series B,1304558.04,12941080.39,4,"Andreessen Horowitz, TLcom Capital, 500 Startups, Accel Partners",13
FT0129,1,2024-09-10,Seed,74514.12,410257.96,3,"Corporate VC, Sequoia Capital, Government Fund",0
FT0129,2,2024-12-31,Series A,176968.8,1414206.33,4,"CRE Venture Capital, Corporate VC, TLcom Capital, Partech Partners",11
FT0129,3,2024-08-06,Series B,460710.87,4034431.59,3,"Government Fund, 500 Startups, 4DX Ventures",7
FT0130,1,2025-05-11,Seed,111351.03,1004659.36,1,Local Angel Investors,0
FT0130,2,2022-02-06,Series A,779266.39,2868145.22,3,"4DX Ventures, Government Fund, Local Angel Investors",22
FT0131,1,2025-01-16,Seed,46185.24,400550.43,2,"Andela, CRE Venture Capital",0
FT0131,2,2025-03-31,Series A,58985.71,508453.22,1,Andreessen Horowitz,10
FT0132,1,2024-10-13,Seed,26995.92,227688.3,2,"CRE Venture Capital, Partech Partners",0
FT0132,2,2025-05-12,Series A,164007.08,1484557.44,4,"Corporate VC, Global Founders Capital, 500 Startups, Y Combinator",9
FT0133,1,2024-09-30,Seed,163301.3,1210119.68,4,"Sequoia Capital, Partech Partners, 500 Startups, Andreessen Horowitz",0
FT0133,2,2024-03-26,Series A,368690.9,1849758.62,2,"Development Bank, Sequoia Capital",23
FT0133,3,2025-08-16,Series B,845108.93,3987552.47,3,"500 Startups, Corporate VC, TLcom Capital",21
FT0133,4,2020-12-05,Series C,3803367.06,37668122.26,2,"Partech Partners, Speedinvest",9
FT0134,1,2023-05-30,Seed,74727.17,514441.31,3,"Y Combinator, Speedinvest, Partech Partners",0
FT0134,2,2023-01-31,Series A,324825.85,1719791.27,3,"Andreessen Horowitz, 4DX Ventures, Government Fund",9
FT0134,3,2025-03-31,Series B,674356.48,3082795.57,4,"Local Angel Investors, Novastar Ventures, Y Combinator, Development Bank",15
FT0135,1,2024-10-11,Seed,70551.65,679004.5,2,"Andela, TLcom Capital",0
FT0135,2,2025-08-13,Series A,289127.09,1417746.81,3,"500 Startups, TLcom Capital, Y Combinator",23
FT0135,3,2021-07-17,Series B,1225475.57,8540234.87,4,"Accel Partners, Development Bank, Andreessen Horowitz, Partech Partners",22
FT0135,4,2020-04-29,Series C,1675365.81,12415072.86,4,"Speedinvest, Government Fund, Andreessen Horowitz, Y Combinator",20
FT0135,5,2022-12-09,Series D,2180433.36,9415029.36,4,"Novastar Ventures, Development Bank, Government Fund, TLcom Capital",16
FT0136,1,2024-08-28,Seed,111579.94,619176.62,3,"Sequoia Capital, Speedinvest, Corporate VC",0
FT0137,1,2024-09-30,Seed,186389.11,1400033.13,3,"CRE Venture Capital, Speedinvest, Local Angel Investors",0
FT0137,2,2023-09-29,Series A,264718.6,2130599.94,1,Global Founders Capital,19
FT0137,3,2025-05-20,Series B,823132.86,4744108.14,2,"Local Angel Investors, Global Founders Capital",10
FT0138,1,2025-06-02,Seed,46073.56,214171.14,4,"Andela, Local Angel Investors, Y Combinator, 500 Startups",0
FT0138,2,2025-02-19,Series A,60276.02,239034.03,1,Development Bank,15
FT0139,1,2025-04-24,Seed,22436.78,172234.32,4,"Novastar Ventures, Partech Partners, Local Angel Investors, Development Bank",0
FT0139,2,2024-10-08,Series A,66222.44,387635.04,4,"Y Combinator, Andreessen Horowitz, Global Founders Capital, Speedinvest",23
FT0139,3,2024-12-18,Series B,348898.26,2275698.1,4,"Y Combinator, TLcom Capital, Sequoia Capital, Andreessen Horowitz",19
FT0139,4,2025-08-09,Series C,569336.41,5619841.23,2,"Corporate VC, 4DX Ventures",9
FT0139,5,2025-08-15,Series D,1251058.39,7331976.05,1,Speedinvest,7
FT0140,1,2019-11-05,Seed,228493.64,1485479.33,3,"Sequoia Capital, Accel Partners, Y Combinator",0
FT0140,2,2020-10-02,Series A,1735214.56,17105822.36,1,Y Combinator,23
FT0140,3,2016-04-23,Series B,4613504.83,28220595.98,4,"Andela, Sequoia Capital, Global Founders Capital, Development Bank",16
FT0140,4,2013-03-16,Series C,4302293.12,40385933.94,4,"TLcom Capital, Corporate VC, Y Combinator, Sequoia Capital",23
FT0140,5,2022-03-24,Series D,9574932.77,63746162.3,3,"Speedinvest, Accel Partners, Development Bank",10
FT0140,6,2024-09-09,Bridge,22562414.94,207177940.51,1,TLcom Capital,23
FT0141,1,2025-06-01,Seed,133850.46,1321326.17,2,"Global Founders Capital, CRE Venture Capital",0
FT0141,2,2020-02-04,Series A,734093.82,5313557.54,3,"4DX Ventures, TLcom Capital, Y Combinator",21
FT0141,3,2024-01-15,Series B,1548475.94,7561571.66,3,"Local Angel Investors, TLcom Capital, Accel Partners",16
FT0141,4,2020-08-17,Series C,1552687.39,6805710.94,3,"CRE Venture Capital, Partech Partners, Y Combinator",16
FT0142,1,2022-01-31,Seed,146349.03,1048957.33,2,"500 Startups, Andreessen Horowitz",0
FT0142,2,2020-11-16,Series A,273418.9,1068372.19,3,"Novastar Ventures, TLcom Capital, CRE Venture Capital",9
FT0143,1,2024-11-11,Seed,42203.97,360712.44,2,"Development Bank, Accel Partners",0
FT0144,1,2023-05-12,Seed,38836.59,241385.58,4,"Government Fund, Development Bank, Global Founders Capital, Andreessen Horowitz",0
FT0144,2,2025-01-01,Series A,262988.01,2436822.28,3,"Novastar Ventures, Global Founders Capital, Corporate VC",22
FT0145,1,2024-12-15,Seed,38278.07,296244.89,1,Y Combinator,0
FT0145,2,2024-12-25,Series A,134249.5,911434.52,2,"500 Startups, 4DX Ventures",18
FT0145,3,2024-11-23,Series B,492265.93,1951907.04,3,"Local Angel Investors, Partech Partners, CRE Venture Capital",18
FT0145,4,2024-11-25,Series C,266665.48,927695.44,3,"Speedinvest, Sequoia Capital, Accel Partners",20
FT0146,1,2025-05-27,Seed,98910.65,678142.1,3,"Partech Partners, Sequoia Capital, Andela",0
FT0146,2,2023-09-20,Series A,110625.69,869980.53,4,"Global Founders Capital, 4DX Ventures, Local Angel Investors, Novastar Ventures",11
FT0146,3,2020-11-23,Series B,630488.88,3374912.87,4,"Global Founders Capital, Sequoia Capital, Accel Partners, TLcom Capital",21
FT0146,4,2022-01-17,Series C,1439066.71,8404548.61,2,"Speedinvest, Corporate VC",15
FT0147,1,2025-05-01,Seed,97147.89,441672.43,4,"Andela, 500 Startups, Speedinvest, Government Fund",0
FT0147,2,2022-10-20,Series A,250920.54,2428789.81,4,"Partech Partners, Local Angel Investors, Y Combinator, 500 Startups",17
FT0148,1,2024-06-27,Seed,45263.35,314381.62,4,"Andreessen Horowitz, 4DX Ventures, CRE Venture Capital, Andela",0
FT0148,2,2025-03-21,Series A,107442.11,1010260.59,1,TLcom Capital,16
FT0149,1,2021-12-14,Seed,130561.13,1166903.67,3,"Y Combinator, Corporate VC, 4DX Ventures",0
FT0149,2,2021-12-24,Series A,797640.17,5255401.88,4,"4DX Ventures, Speedinvest, CRE Venture Capital, TLcom Capital",18
FT0149,3,2024-02-05,Series B,1578459.41,8267475.22,2,"Local Angel Investors, Accel Partners",15
FT0150,1,2024-08-09,Seed,89321.31,294493.71,3,"Development Bank, Andreessen Horowitz, CRE Venture Capital",0
FT0150,2,2025-02-02,Series A,305271.77,3046279.0,3,"Andreessen Horowitz, 4DX Ventures, Corporate VC",20
FT0150,3,2024-05-20,Series B,769474.61,7059432.17,1,Andreessen Horowitz,9
FT0150,4,2024-10-01,Series C,648989.21,5434756.14,1,Global Founders Capital,16
FT0151,1,2025-04-18,Seed,85155.74,505298.28,2,"TLcom Capital, Accel Partners",0
FT0151,2,2019-07-20,Series A,752820.44,4453491.15,1,TLcom Capital,7
FT0151,3,2018-03-05,Series B,1124735.62,4647352.95,2,"Local Angel Investors, Development Bank",22
FT0151,4,2020-07-12,Series C,2715157.3,22780916.98,1,Speedinvest,17
FT0151,5,2022-04-30,Series D,7421786.36,60300816.32,2,"Accel Partners, 4DX Ventures",14
FT0151,6,2023-11-12,Bridge,17037898.02,110686311.56,3,"Accel Partners, Development Bank, TLcom Capital",18
FT0151,7,2014-09-07,Series D+,5805721.49,30798946.71,3,"Sequoia Capital, Global Founders Capital, TLcom Capital",6
FT0152,1,2023-11-09,Seed,199572.42,1470999.73,3,"4DX Ventures, Local Angel Investors, Partech Partners",0
FT0152,2,2023-12-22,Series A,530842.68,5170587.11,3,"TLcom Capital, Andela, TLcom Capital",18
FT0152,3,2025-03-25,Series B,744692.56,6534332.32,4,"500 Startups, Speedinvest, CRE Venture Capital, Sequoia Capital",22
FT0152,4,2023-08-11,Series C,3932365.81,22299549.53,2,"TLcom Capital, Partech Partners",10
FT0152,5,2023-10-31,Series D,6953244.15,68581456.35,2,"Development Bank, TLcom Capital",11
FT0153,1,2024-08-17,Seed,15707.81,151063.17,3,"TLcom Capital, Speedinvest, 500 Startups",0
FT0153,2,2024-11-02,Series A,179914.12,634954.91,1,CRE Venture Capital,18
FT0153,3,2025-02-24,Series B,228347.23,1629827.2,4,"Andela, Global Founders Capital, CRE Venture Capital, Partech Partners",12
FT0154,1,2020-02-29,Seed,316204.12,1244705.54,4,"Development Bank, Global Founders Capital, Novastar Ventures, TLcom Capital",0
FT0154,2,2019-02-03,Series A,1022851.26,8698887.18,4,"Andela, CRE Venture Capital, Development Bank, Novastar Ventures",12
FT0154,3,2021-04-05,Series B,3688113.25,24856163.49,2,"Speedinvest, 500 Startups",7
FT0155,1,2020-02-06,Seed,63686.36,272325.92,1,Andela,0
FT0155,2,2023-04-04,Series A,374420.76,3473931.11,1,Novastar Ventures,7
FT0155,3,2021-08-25,Series B,1595654.44,6114327.17,2,"Global Founders Capital, TLcom Capital",6
FT0156,1,2024-11-16,Seed,83029.88,377670.0,1,CRE Venture Capital,0
FT0157,1,2025-03-09,Seed,49818.39,235415.26,4,"Andreessen Horowitz, Government Fund, 4DX Ventures, Accel Partners",0
FT0157,2,2025-09-04,Series A,260436.06,1165772.26,2,"Partech Partners, Corporate VC",22
FT0158,1,2025-03-30,Seed,69185.49,610510.75,2,"Local Angel Investors, Accel Partners",0
FT0158,2,2025-02-28,Series A,324756.56,2980991.73,4,"Government Fund, 4DX Ventures, Local Angel Investors, Global Founders Capital",14
FT0159,1,2025-02-15,Seed,58707.76,547149.33,4,"Speedinvest, TLcom Capital, Y Combinator, Development Bank",0
FT0159,2,2021-10-27,Series A,137957.7,1204815.52,2,"Andela, TLcom Capital",22
FT0159,3,2023-09-27,Series B,271173.29,2273362.38,4,"Corporate VC, Sequoia Capital, Andreessen Horowitz, 500 Startups",7
FT0160,1,2022-10-08,Seed,396528.66,2992173.63,2,"4DX Ventures, Corporate VC",0
FT0160,2,2023-02-06,Series A,1569358.69,9967058.71,1,Local Angel Investors,22
FT0160,3,2021-04-18,Series B,2344229.93,21256273.12,2,"Partech Partners, Development Bank",9
FT0161,1,2025-02-21,Seed,64079.7,432068.1,3,"500 Startups, CRE Venture Capital, Partech Partners",0
FT0161,2,2022-01-05,Series A,738127.58,6885811.6,2,"CRE Venture Capital, Global Founders Capital",22
FT0162,1,2025-07-21,Seed,41478.37,257131.76,4,"Development Bank, 500 Startups, Sequoia Capital, Y Combinator",0
FT0162,2,2025-07-20,Series A,91485.55,703394.98,4,"Government Fund, Y Combinator, Local Angel Investors, Global Founders Capital",14
FT0163,1,2023-10-10,Seed,116609.71,560912.79,3,"Andreessen Horowitz, 4DX Ventures, Government Fund",0
FT0163,2,2024-02-21,Series A,466037.4,1954759.95,3,"Development Bank, TLcom Capital, Andreessen Horowitz",21
FT0163,3,2023-01-04,Series B,1470254.05,6831082.13,4,"Local Angel Investors, Speedinvest, Andreessen Horowitz, Novastar Ventures",20
FT0164,1,2024-07-12,Seed,30990.34,176276.31,2,"Local Angel Investors, Sequoia Capital",0
FT0164,2,2025-05-16,Series A,150964.22,867608.57,3,"Andreessen Horowitz, 4DX Ventures, 500 Startups",10
FT0165,1,2022-10-01,Seed,179917.31,655104.88,3,"Andreessen Horowitz, 500 Startups, Global Founders Capital",0
FT0165,2,2017-08-05,Series A,401795.97,3220017.14,2,"Accel Partners, CRE Venture Capital",9
FT0165,3,2020-11-07,Series B,923101.44,8517351.57,1,Corporate VC,18
FT0165,4,2022-10-17,Series C,1294283.1,7249376.32,2,"Partech Partners, Development Bank",9
FT0165,5,2021-01-21,Series D,3915801.92,33702961.99,1,Partech Partners,7
FT0166,1,2024-09-25,Seed,167402.41,899971.33,3,"Partech Partners, Andreessen Horowitz, 4DX Ventures",0
FT0166,2,2025-05-04,Series A,603344.72,6019091.45,4,"Accel Partners, CRE Venture Capital, TLcom Capital, Y Combinator",8
FT0166,3,2024-09-25,Series B,919356.51,6548963.29,4,"Development Bank, 500 Startups, 4DX Ventures, TLcom Capital",13
FT0167,1,2016-05-31,Seed,114918.94,1000126.31,2,"Accel Partners, Andreessen Horowitz",0
FT0167,2,2017-04-07,Series A,541739.55,2544084.65,2,"TLcom Capital, Y Combinator",20
FT0167,3,2016-01-09,Series B,732346.53,5562707.6,2,"Y Combinator, Accel Partners",9
FT0167,4,2020-01-23,Series C,2304807.7,12266706.18,2,"4DX Ventures, Government Fund",11
FT0167,5,2022-07-24,Series D,7229085.74,62387402.09,2,"TLcom Capital, CRE Venture Capital",12
FT0168,1,2021-08-30,Seed,330797.12,1998038.38,3,"Corporate VC, Speedinvest, 4DX Ventures",0
FT0168,2,2022-12-27,Series A,1384629.28,4213400.78,3,"Accel Partners, Development Bank, 4DX Ventures",9
FT0168,3,2020-12-30,Series B,1286272.02,12355350.85,1,Global Founders Capital,8
FT0169,1,2025-01-16,Seed,112023.69,494174.51,4,"Speedinvest, Andreessen Horowitz, Andela, Y Combinator",0
FT0169,2,2022-03-24,Series A,644742.62,4273665.84,1,Global Founders Capital,16
FT0170,1,2022-02-09,Seed,58552.63,316669.34,4,"Andela, Novastar Ventures, Global Founders Capital, Accel Partners",0
FT0170,2,2024-08-27,Series A,586908.73,3865502.49,4,"Y Combinator, 500 Startups, Accel Partners, Andela",14
FT0171,1,2023-04-13,Seed,66526.43,465815.9,4,"Novastar Ventures, CRE Venture Capital, Sequoia Capital, TLcom Capital",0
FT0171,2,2024-01-26,Series A,315821.7,1776928.58,4,"CRE Venture Capital, Andela, Partech Partners, Accel Partners",15
FT0171,3,2024-03-31,Series B,1828398.64,14634247.44,2,"Government Fund, TLcom Capital",8
FT0171,4,2024-02-17,Series C,3565182.19,33944254.97,4,"Sequoia Capital, Andreessen Horowitz, Local Angel Investors, Novastar Ventures",18
FT0172,1,2024-07-01,Seed,98388.49,527949.9,4,"Novastar Ventures, Accel Partners, Y Combinator, Government Fund",0
FT0172,2,2024-04-03,Series A,284779.32,1147091.11,3,"500 Startups, Partech Partners, TLcom Capital",10
FT0173,1,2024-08-20,Seed,61598.51,220475.39,3,"CRE Venture Capital, Novastar Ventures, TLcom Capital",0
FT0174,1,2024-10-22,Seed,40318.07,359776.46,4,"Partech Partners, Global Founders Capital, Local Angel Investors, 500 Startups",0
FT0174,2,2024-10-07,Series A,305041.78,1327319.51,4,"Andreessen Horowitz, Corporate VC, Local Angel Investors, TLcom Capital",15
FT0175,1,2018-05-27,Seed,83879.33,280907.33,4,"Global Founders Capital, TLcom Capital, 4DX Ventures, Novastar Ventures",0
FT0175,2,2020-05-03,Series A,343311.22,1237771.22,4,"Andreessen Horowitz, 4DX Ventures, Y Combinator, 500 Startups",16
FT0175,3,2021-01-21,Series B,1749843.9,9157787.55,4,"Corporate VC, Government Fund, Y Combinator, Andela",20
FT0175,4,2013-02-10,Series C,3256133.01,30208188.98,4,"Speedinvest, Sequoia Capital, TLcom Capital, Andela",10
FT0175,5,2016-04-04,Series D,5226990.27,33006144.28,1,TLcom Capital,14
FT0175,6,2011-05-19,Bridge,7332748.22,57589785.33,3,"Y Combinator, TLcom Capital, CRE Venture Capital",16
FT0175,7,2012-04-18,Series D+,7635771.64,60338929.99,4,"Global Founders Capital, Y Combinator, 500 Startups, TLcom Capital",21
FT0176,1,2023-08-05,Seed,184454.68,1168254.29,1,Andela,0
FT0176,2,2024-10-12,Series A,558951.76,2730363.8,4,"Corporate VC, Andreessen Horowitz, Novastar Ventures, Partech Partners",7
FT0177,1,2023-11-25,Seed,61088.47,306773.74,2,"Sequoia Capital, Speedinvest",0
FT0177,2,2025-03-27,Series A,148939.27,993996.05,1,Government Fund,16
FT0177,3,2024-09-26,Series B,702256.2,3011017.52,3,"Development Bank, Accel Partners, Partech Partners",21
FT0178,1,2024-12-02,Seed,28085.06,280466.85,1,Sequoia Capital,0
FT0178,2,2024-07-12,Series A,126159.64,696524.73,1,TLcom Capital,7
FT0180,1,2024-08-10,Seed,45969.18,420122.27,1,Andreessen Horowitz,0
FT0180,2,2025-08-24,Series A,135892.31,514405.38,3,"Andela, Local Angel Investors, Partech Partners",23
FT0181,1,2024-08-13,Seed,47286.2,271863.21,3,"500 Startups, Andreessen Horowitz, Sequoia Capital",0
FT0181,2,2023-08-12,Series A,172782.11,962696.69,4,"Andreessen Horowitz, Y Combinator, 4DX Ventures, TLcom Capital",8
FT0181,3,2025-01-12,Series B,779924.76,4909500.42,4,"Andela, 500 Startups, Novastar Ventures, Sequoia Capital",17
FT0181,4,2025-04-08,Series C,505043.57,3245544.62,1,Local Angel Investors,11
FT0182,1,2023-01-28,Seed,75574.63,391989.1,2,"Accel Partners, Partech Partners",0
FT0182,2,2014-02-28,Series A,281623.15,1244909.84,3,"Andreessen Horowitz, 4DX Ventures, Speedinvest",14
