company_id,quarter,quarter_date,active_users,user_growth_rate,churn_rate,total_transactions,transaction_volume_usd,avg_transaction_value_usd,customer_acquisition_cost_usd,agents_count
FT0037,Q2,2025-07-13,1202,0.0457,0.0576,23391,3521045.06,150.53,32.39,0
FT0037,Q3,2025-04-14,3406,0.2177,0.0437,41627,17097036.6,410.72,6.89,0
FT0037,Q4,2025-01-14,570,-0.0663,0.0306,6918,3001353.87,433.85,47.77,0
FT0037,Q5,2024-10-16,1000,0.0301,0.0316,8893,2502327.84,281.38,12.08,0
FT0037,Q6,2024-07-18,866,0.0084,0.0586,6019,1641900.13,272.79,26.59,0
FT0037,Q7,2024-04-19,783,-0.029,0.0376,12093,2171834.88,179.59,43.11,0
FT0037,Q8,2024-01-20,1065,0.1159,0.0426,19197,2982143.04,155.34,49.97,0
FT0038,Q1,2025-10-11,312,0.1745,0.0433,1433,318346.82,222.15,42.02,0
FT0038,Q2,2025-07-13,803,0.1353,0.0759,6576,2074627.29,315.48,11.93,0
FT0038,Q3,2025-04-14,220,-0.0399,0.0568,633,299452.27,473.07,5.05,0
FT0038,Q4,2025-01-14,235,-0.0363,0.056,4201,626745.62,149.19,19.73,0
FT0038,Q5,2024-10-16,232,-0.0515,0.0287,1168,344501.52,294.95,24.11,0
FT0038,Q6,2024-07-18,249,-0.0426,0.0477,573,11483.55,20.04,28.41,0
FT0038,Q7,2024-04-19,385,0.0833,0.0307,1132,68595.6,60.6,24.62,0
FT0038,Q8,2024-01-20,334,0.0648,0.0574,4781,2016965.94,421.87,14.38,0
FT0039,Q1,2025-10-11,4550,0.1375,0.0396,87606,22285028.46,254.38,38.06,0
FT0039,Q2,2025-07-13,5922,0.0418,0.0649,56055,7491395.48,133.64,8.71,0
FT0039,Q3,2025-04-14,3267,-0.0359,0.0702,37915,15512215.35,409.13,11.35,0
FT0039,Q4,2025-01-14,6807,0.0731,0.0215,87156,34896150.91,400.39,36.99,0
FT0039,Q5,2024-10-16,5698,0.0593,0.0648,73080,17294822.02,236.66,40.54,0
FT0039,Q6,2024-07-18,2358,-0.1431,0.0329,27300,1154930.75,42.31,7.8,0
FT0039,Q7,2024-04-19,6097,0.1273,0.0729,19570,6328652.83,323.39,16.39,0
FT0039,Q8,2024-01-20,5598,0.1441,0.0685,81590,7497703.63,91.89,40.11,0
FT0040,Q1,2025-10-11,474,-0.0718,0.0535,2858,1234742.61,432.03,47.36,0
FT0040,Q2,2025-07-13,257,-0.0664,0.0559,928,460419.75,496.14,10.7,0
FT0040,Q3,2025-04-14,735,0.0716,0.0467,12955,4662438.12,359.89,6.94,0
FT0040,Q4,2025-01-14,672,0.0693,0.0544,6164,2639458.87,428.21,18.61,0
FT0040,Q5,2024-10-16,440,-0.0107,0.0202,5569,2674181.27,480.19,41.88,0
FT0040,Q6,2024-07-18,804,0.1593,0.0695,4085,173780.42,42.54,19.0,0
FT0040,Q7,2024-04-19,710,0.1638,0.0574,4121,1039930.19,252.35,22.19,0
FT0040,Q8,2024-01-20,379,-0.0785,0.0526,1628,389601.29,239.31,34.23,0
FT0041,Q1,2025-10-11,2460,0.0311,0.0626,30158,597476.18,19.81,20.05,0
FT0041,Q2,2025-07-13,2111,-0.0163,0.0205,39994,4130892.39,103.29,28.45,0
FT0041,Q3,2025-04-14,3302,0.0507,0.0526,25034,5056945.01,202.0,16.32,0
FT0041,Q4,2025-01-14,3416,0.0631,0.0406,18637,4385789.85,235.33,15.12,0
FT0041,Q5,2024-10-16,2461,0.0122,0.0592,17642,7577443.89,429.51,13.27,0
FT0041,Q6,2024-07-18,1402,-0.1201,0.0427,3054,1368948.5,448.25,35.5,0
FT0041,Q7,2024-04-19,1870,-0.0741,0.0393,33290,4002307.61,120.23,26.68,0
FT0041,Q8,2024-01-20,2531,0.0416,0.0538,34205,10292521.66,300.91,27.3,0
FT0042,Q1,2025-10-11,425,0.1058,0.0234,2461,704494.87,286.26,47.7,0
FT0042,Q2,2025-07-13,274,-0.048,0.0401,5115,866268.13,169.36,23.78,0
FT0042,Q3,2025-04-14,1103,0.1568,0.0735,20688,2806094.26,135.64,31.74,0
FT0042,Q4,2025-01-14,247,-0.0745,0.0681,1440,294669.47,204.63,46.01,0
FT0042,Q5,2024-10-16,530,0.0496,0.0204,6536,416955.28,63.79,6.07,0
FT0042,Q6,2024-07-18,656,0.1258,0.0438,9748,1546532.61,158.65,7.5,0
FT0042,Q7,2024-04-19,931,0.3181,0.057,6964,1452183.83,208.53,35.71,0
FT0042,Q8,2024-01-20,404,0.0118,0.0709,7598,2658332.34,349.87,37.28,0
FT0043,Q1,2025-10-11,178,-0.0132,0.0452,1177,291515.96,247.68,28.78,0
FT0043,Q2,2025-07-13,369,0.1004,0.0374,3867,1341369.59,346.88,25.65,0
FT0043,Q3,2025-04-14,233,0.0459,0.0417,4234,703335.74,166.12,27.35,0
FT0043,Q4,2025-01-14,251,0.0687,0.056,2948,290675.91,98.6,17.36,0
FT0043,Q5,2024-10-16,303,0.1256,0.0629,3408,1253529.34,367.82,37.05,0
FT0043,Q6,2024-07-18,252,0.1024,0.0454,1679,552776.64,329.23,8.14,0
FT0043,Q7,2024-04-19,144,-0.0543,0.0354,481,176323.86,366.58,15.02,0
FT0043,Q8,2024-01-20,108,-0.1861,0.0649,1594,357360.29,224.19,30.54,0
FT0044,Q1,2025-10-11,712,0.0621,0.0209,3257,595737.55,182.91,46.61,0
FT0044,Q2,2025-07-13,1551,0.1055,0.0262,9415,1882776.53,199.98,43.1,0
FT0044,Q3,2025-04-14,1421,0.1145,0.0727,3672,165281.04,45.01,38.51,0
FT0044,Q4,2025-01-14,663,-0.007,0.028,1593,119744.71,75.17,7.24,0
FT0044,Q5,2024-10-16,801,0.0325,0.0421,6308,2637121.0,418.06,37.75,0
FT0044,Q6,2024-07-18,813,0.0405,0.0256,6268,2087832.2,333.09,38.74,0
FT0044,Q7,2024-04-19,614,-0.0217,0.077,5272,1547101.91,293.46,47.73,0
FT0044,Q8,2024-01-20,582,-0.0756,0.0397,11611,655866.48,56.49,17.05,0
FT0045,Q1,2025-10-11,7900,0.0259,0.0639,155284,41457753.89,266.98,29.88,0
FT0045,Q2,2025-07-13,13834,0.0753,0.0215,63856,19533564.12,305.9,40.93,0
FT0045,Q3,2025-04-14,10005,0.0442,0.067,108637,8810923.54,81.1,22.73,0
FT0045,Q4,2025-01-14,18880,0.1659,0.0567,293368,9327290.12,31.79,8.56,0
FT0045,Q5,2024-10-16,7968,0.0121,0.0509,119593,16519563.21,138.13,19.46,0
FT0045,Q6,2024-07-18,10448,0.0886,0.0635,162420,24295902.89,149.59,6.38,0
FT0045,Q7,2024-04-19,8917,0.0488,0.0227,167848,16978948.12,101.16,48.96,0
FT0045,Q8,2024-01-20,5498,-0.1329,0.0644,36784,4913534.06,133.58,34.06,0
FT0046,Q1,2025-10-11,890,0.2063,0.0201,6105,2719690.43,445.49,35.06,0
FT0046,Q2,2025-07-13,1206,0.0475,0.0684,12020,1086997.36,90.43,27.22,0
FT0046,Q3,2025-04-14,1059,0.0309,0.0391,14887,2780391.32,186.77,33.47,0
FT0046,Q4,2025-01-14,330,-0.1465,0.0339,5792,2605048.23,449.77,27.91,0
FT0046,Q5,2024-10-16,369,-0.1483,0.0624,2043,692814.74,339.12,35.22,0
FT0046,Q6,2024-07-18,676,-0.0575,0.0351,9860,188262.75,19.09,34.02,0
FT0046,Q7,2024-04-19,1170,0.1218,0.0768,16201,4887000.68,301.65,7.88,0
FT0046,Q8,2024-01-20,549,-0.1994,0.03,6429,1012352.87,157.47,39.95,0
FT0047,Q1,2025-10-11,780,-0.0606,0.0354,14882,2005477.06,134.76,33.6,0
FT0047,Q2,2025-07-13,362,-0.0877,0.0294,5434,1977442.4,363.9,34.99,0
FT0047,Q3,2025-04-14,897,0.024,0.0264,12374,5075122.44,410.14,27.82,0
FT0047,Q4,2025-01-14,537,-0.0532,0.0406,2105,211094.12,100.28,48.62,0
FT0047,Q5,2024-10-16,957,0.0557,0.0678,11684,367406.48,31.45,22.92,0
FT0047,Q6,2024-07-18,1089,0.1042,0.0663,10058,289957.72,28.83,40.96,0
FT0047,Q7,2024-04-19,1761,0.3207,0.0258,24989,1870226.05,74.84,35.38,0
FT0047,Q8,2024-01-20,1000,0.1728,0.0787,10886,3906516.91,358.86,43.58,0
FT0048,Q1,2025-10-11,2730,0.0379,0.0372,42978,2633370.6,61.27,27.99,0
FT0048,Q2,2025-07-13,1792,-0.0444,0.0534,18441,3900548.89,211.52,10.22,0
FT0048,Q3,2025-04-14,2164,-0.0224,0.069,12318,1307934.21,106.18,34.06,0
FT0048,Q4,2025-01-14,9150,0.2354,0.0708,138038,33319190.17,241.38,49.97,0
FT0048,Q5,2024-10-16,2093,-0.0373,0.07,40428,8429239.71,208.5,8.66,0
FT0048,Q6,2024-07-18,4313,0.1329,0.0462,40087,11319039.04,282.36,14.48,0
FT0048,Q7,2024-04-19,4447,0.1965,0.0587,67462,8424650.24,124.88,16.56,0
FT0048,Q8,2024-01-20,3230,0.1032,0.0305,55475,19329006.0,348.43,26.67,0
FT0049,Q1,2025-10-11,1820,-0.1392,0.0497,34953,2609998.85,74.67,41.02,0
FT0049,Q2,2025-07-13,3183,0.0801,0.0601,51767,14169416.94,273.72,27.26,0
FT0049,Q3,2025-04-14,1341,-0.034,0.0589,6390,2974024.95,465.42,13.1,0
FT0049,Q4,2025-01-14,1741,0.0005,0.046,12696,5146713.12,405.38,16.43,0
FT0049,Q5,2024-10-16,3097,0.117,0.0236,42048,2099460.38,49.93,25.93,0
FT0049,Q6,2024-07-18,4523,0.2757,0.0783,9867,3379254.02,342.48,26.65,0
FT0049,Q7,2024-04-19,1478,-0.041,0.0754,9082,3673265.18,404.46,16.52,0
FT0049,Q8,2024-01-20,1890,0.0302,0.0219,23674,3678739.58,155.39,23.94,0
FT0050,Q1,2025-10-11,468,0.1564,0.0488,2981,34137.62,11.45,19.57,0
FT0050,Q2,2025-07-13,786,0.0772,0.078,15015,6858385.16,456.77,42.16,0
FT0050,Q3,2025-04-14,972,0.1217,0.0789,6504,1180703.27,181.53,29.61,0
FT0050,Q4,2025-01-14,522,0.0238,0.0312,9939,258273.55,25.99,46.66,0
FT0050,Q5,2024-10-16,477,0.0185,0.0699,4349,1452088.25,333.89,38.49,0
FT0050,Q6,2024-07-18,328,-0.0653,0.0738,2901,1345534.81,463.82,12.81,0
FT0050,Q7,2024-04-19,421,-0.0199,0.0434,2045,432849.44,211.66,46.52,0
FT0050,Q8,2024-01-20,548,0.0931,0.0202,9830,4403507.61,447.97,19.26,0
FT0051,Q1,2025-10-11,7120,-0.0527,0.0655,52716,15021354.27,284.95,23.01,0
FT0051,Q2,2025-07-13,18536,0.1349,0.0614,80689,36631817.59,453.99,30.71,0
FT0051,Q3,2025-04-14,16140,0.1275,0.0242,83106,28886676.35,347.59,31.84,0
FT0051,Q4,2025-01-14,6101,-0.0133,0.0701,94899,36060625.88,379.99,28.3,0
FT0051,Q5,2024-10-16,9317,0.0707,0.0751,103490,28749108.49,277.8,15.01,0
FT0051,Q6,2024-07-18,11546,0.1419,0.0527,203841,16080316.77,78.89,35.42,0
FT0051,Q7,2024-04-19,9074,0.099,0.0437,158732,37855751.04,238.49,28.48,0
FT0051,Q8,2024-01-20,7125,0.0163,0.0316,18234,8152325.79,447.09,45.29,0
FT0052,Q1,2025-10-11,8900,0.0643,0.0243,23242,8275183.09,356.04,42.91,31
FT0052,Q2,2025-07-13,9485,0.0112,0.0256,102508,36527857.36,356.34,13.59,89
FT0052,Q3,2025-04-14,6972,-0.0306,0.0257,93065,13121371.97,140.99,28.85,54
FT0052,Q4,2025-01-14,10058,0.0341,0.0781,67052,29818873.09,444.71,10.51,21
FT0052,Q5,2024-10-16,3917,-0.1412,0.0494,19708,7659408.38,388.64,39.54,9
FT0052,Q6,2024-07-18,8804,0.0106,0.0524,38549,16740393.65,434.26,31.8,31
FT0052,Q7,2024-04-19,6087,-0.1046,0.0423,39741,2503439.41,62.99,17.24,15
FT0052,Q8,2024-01-20,8721,0.0014,0.0229,52202,17178855.03,329.08,8.68,39
FT0053,Q1,2025-10-11,4500,0.0782,0.0414,87047,42073030.07,483.34,24.97,0
FT0053,Q2,2025-07-13,1800,-0.0995,0.0677,21349,352292.34,16.5,38.45,0
FT0053,Q3,2025-04-14,5264,0.03,0.0504,52218,10267819.06,196.63,26.16,0
FT0053,Q4,2025-01-14,2735,-0.0683,0.0662,43327,2667579.7,61.57,35.99,0
FT0053,Q5,2024-10-16,8208,0.1376,0.0482,95711,10871438.3,113.59,48.11,0
FT0053,Q6,2024-07-18,7238,0.1403,0.0553,22255,343018.57,15.41,49.68,0
FT0053,Q7,2024-04-19,5380,0.0746,0.0391,72165,15215501.27,210.84,6.09,0
FT0053,Q8,2024-01-20,4542,0.0423,0.0739,47252,12499433.52,264.53,43.73,0
FT0054,Q1,2025-10-11,468,0.0403,0.0303,4333,1775219.45,409.7,47.1,0
FT0054,Q2,2025-07-13,984,0.1073,0.077,18915,1253425.66,66.27,21.57,0
FT0054,Q3,2025-04-14,498,0.0199,0.0733,6772,2196719.59,324.38,45.6,0
FT0054,Q4,2025-01-14,630,0.0595,0.0505,11087,2341055.02,211.15,38.41,0
FT0054,Q5,2024-10-16,356,-0.0456,0.0354,3055,1019506.86,333.72,40.37,0
FT0054,Q6,2024-07-18,223,-0.1622,0.0273,1266,84869.34,67.04,8.79,0
FT0054,Q7,2024-04-19,385,-0.0527,0.0296,6196,105157.46,16.97,41.55,0
FT0054,Q8,2024-01-20,535,0.085,0.0297,5252,1955671.34,372.37,15.78,0
FT0055,Q1,2025-10-11,15600,-0.0646,0.0654,300523,10016870.81,33.33,8.23,0
FT0055,Q2,2025-07-13,30239,0.0933,0.0548,66958,30270051.39,452.08,27.43,0
FT0055,Q3,2025-04-14,39805,0.148,0.0335,528085,22074278.53,41.8,23.76,0
FT0055,Q4,2025-01-14,6185,-0.133,0.0573,50086,5667941.22,113.16,30.28,0
FT0055,Q5,2024-10-16,7734,-0.1234,0.0368,39790,5734268.54,144.11,19.64,0
FT0055,Q6,2024-07-18,29072,0.1765,0.032,355943,114104487.0,320.57,22.22,0
FT0055,Q7,2024-04-19,12107,-0.0633,0.0521,173660,79929160.49,460.26,38.5,0
FT0055,Q8,2024-01-20,13758,-0.0252,0.0701,43087,7854809.09,182.3,33.02,0
FT0056,Q1,2025-10-11,15800,0.079,0.0644,117443,46270518.23,393.98,28.06,0
FT0056,Q2,2025-07-13,7541,-0.0809,0.0573,118436,48741809.19,411.55,49.46,0
FT0056,Q3,2025-04-14,21155,0.0477,0.0354,389408,26770927.61,68.75,49.91,0
FT0056,Q4,2025-01-14,18509,0.0319,0.0308,128658,3709514.09,28.83,42.57,0
FT0056,Q5,2024-10-16,17265,0.0226,0.0231,324121,71124196.0,219.44,17.87,0
FT0056,Q6,2024-07-18,17483,0.0372,0.0456,190299,11407961.6,59.95,36.34,0
FT0056,Q7,2024-04-19,12826,-0.043,0.0705,172592,2602380.83,15.08,22.72,0
FT0056,Q8,2024-01-20,13551,-0.0547,0.0379,230700,76643379.58,332.22,30.13,0
FT0057,Q1,2025-10-11,790,0.046,0.0478,11121,3074525.7,276.46,5.87,0
FT0057,Q2,2025-07-13,755,0.0008,0.0501,6180,1843313.59,298.27,35.08,0
FT0057,Q3,2025-04-14,619,-0.0226,0.0778,5105,921730.63,180.55,31.81,0
FT0057,Q4,2025-01-14,506,-0.058,0.0783,6293,3094327.37,491.71,5.05,0
FT0057,Q5,2024-10-16,1043,0.0657,0.042,9593,3993619.8,416.31,6.53,0
FT0057,Q6,2024-07-18,1250,0.1395,0.0693,10115,2806620.24,277.47,16.29,0
FT0057,Q7,2024-04-19,582,-0.0831,0.0394,10411,3351299.36,321.9,28.98,0
FT0057,Q8,2024-01-20,886,0.0928,0.0655,12378,4751910.44,383.9,16.06,0
FT0058,Q1,2025-10-11,8500,0.0314,0.0227,134128,17417890.02,129.86,8.11,53
FT0058,Q2,2025-07-13,25843,0.157,0.0617,346489,155010303.97,447.37,15.0,212
FT0058,Q3,2025-04-14,7981,-0.0006,0.0568,145933,17589913.42,120.53,26.38,42
FT0058,Q4,2025-01-14,11434,0.0629,0.0712,85973,11561420.8,134.48,42.54,51
FT0058,Q5,2024-10-16,4210,-0.1256,0.027,63326,1840186.94,29.06,34.03,19
FT0058,Q6,2024-07-18,6547,-0.0536,0.0377,129503,61261761.12,473.05,26.3,15
FT0058,Q7,2024-04-19,7348,-0.0395,0.0235,125583,10028124.8,79.85,37.9,20
FT0058,Q8,2024-01-20,11055,0.1545,0.0278,175767,56872231.6,323.57,43.73,104
FT0059,Q1,2025-10-11,395,0.142,0.0289,1275,491384.56,385.4,42.19,0
FT0059,Q2,2025-07-13,1544,0.1903,0.0357,28759,9994828.45,347.54,20.29,0
FT0059,Q3,2025-04-14,100,-0.2717,0.0295,1537,459951.68,299.25,46.26,0
FT0059,Q4,2025-01-14,570,0.0752,0.071,8518,2213909.09,259.91,41.04,0
FT0059,Q5,2024-10-16,287,-0.0524,0.0463,3656,1545808.86,422.81,37.6,0
FT0059,Q6,2024-07-18,462,0.0483,0.0311,4291,2070516.95,482.53,34.41,0
FT0059,Q7,2024-04-19,419,0.0345,0.0417,2292,42538.11,18.56,38.86,0
FT0059,Q8,2024-01-20,399,0.044,0.0762,4805,253944.5,52.85,16.42,0
FT0060,Q1,2025-10-11,180,0.0134,0.0547,1766,74023.49,41.92,11.09,0
FT0060,Q2,2025-07-13,177,0.0029,0.0364,3177,328722.99,103.47,36.86,0
FT0060,Q3,2025-04-14,198,0.0194,0.0388,462,90777.33,196.49,37.61,0
FT0060,Q4,2025-01-14,394,0.1468,0.041,5039,824020.94,163.53,24.63,0
FT0060,Q5,2024-10-16,100,-0.105,0.0794,1341,305888.01,228.1,10.7,0
FT0060,Q6,2024-07-18,290,0.1437,0.064,2929,415662.97,141.91,44.74,0
FT0060,Q7,2024-04-19,190,0.0431,0.0701,3288,118831.63,36.14,33.33,0
FT0060,Q8,2024-01-20,205,0.0933,0.0493,3536,1577346.71,446.08,18.36,0
FT0061,Q1,2025-10-11,3280,0.0344,0.0694,11747,4005412.8,340.97,35.74,0
FT0061,Q2,2025-07-13,5009,0.0614,0.0548,36245,10921689.52,301.33,16.99,0
FT0061,Q3,2025-04-14,2548,-0.0286,0.0468,8748,3065706.94,350.45,31.75,0
FT0061,Q4,2025-01-14,6664,0.1349,0.0554,57709,19925305.79,345.27,25.2,0
FT0061,Q5,2024-10-16,6543,0.1538,0.0278,87866,42338006.92,481.85,44.91,0
FT0061,Q6,2024-07-18,3039,-0.0072,0.0456,55361,9567307.79,172.82,9.45,0
FT0061,Q7,2024-04-19,3163,0.0146,0.0776,37886,12131234.3,320.2,36.74,0
FT0061,Q8,2024-01-20,3020,-0.0176,0.045,27420,10459523.95,381.46,42.19,0
FT0062,Q1,2025-10-11,195,-0.0417,0.0513,2664,588938.39,221.07,21.39,0
FT0062,Q2,2025-07-13,129,-0.0459,0.0338,1562,375202.08,240.21,11.42,0
FT0062,Q3,2025-04-14,100,-0.138,0.0435,1876,275520.4,146.87,35.75,0
FT0062,Q4,2025-01-14,351,0.109,0.0357,6064,1977260.31,326.07,23.07,0
FT0062,Q5,2024-10-16,199,0.0192,0.0694,1201,329967.76,274.74,23.32,0
FT0062,Q6,2024-07-18,245,0.0794,0.0793,3029,1193251.68,393.94,10.18,0
FT0062,Q7,2024-04-19,135,-0.107,0.0243,2432,670454.13,275.68,35.4,0
FT0062,Q8,2024-01-20,186,-0.0044,0.035,3539,1030048.8,291.06,37.53,0
FT0063,Q1,2025-10-11,164,0.0119,0.0409,1773,856215.29,482.92,10.02,0
FT0063,Q2,2025-07-13,293,0.0813,0.0475,5848,2055728.05,351.53,19.58,0
FT0063,Q3,2025-04-14,432,0.1547,0.0413,8260,524825.22,63.54,26.98,0
FT0063,Q4,2025-01-14,214,0.0539,0.0502,441,138645.14,314.39,46.9,0
FT0063,Q5,2024-10-16,108,-0.0731,0.0304,1787,348990.9,195.29,41.0,0
FT0063,Q6,2024-07-18,100,-0.1155,0.0761,1475,306184.1,207.58,27.83,0
FT0063,Q7,2024-04-19,217,0.1126,0.0421,1422,248807.59,174.97,30.94,0
FT0063,Q8,2024-01-20,198,0.1396,0.0778,737,79620.1,108.03,10.37,0
FT0064,Q1,2025-10-11,880,-0.0124,0.0335,11982,2191431.33,182.89,29.61,0
FT0064,Q2,2025-07-13,2878,0.1679,0.0646,29175,5139069.26,176.15,9.59,0
FT0064,Q3,2025-04-14,1139,0.0431,0.0381,3159,980150.13,310.27,10.48,0
FT0064,Q4,2025-01-14,686,-0.0282,0.0719,10169,2923513.21,287.49,42.89,0
FT0064,Q5,2024-10-16,2172,0.2085,0.0515,17545,2090432.32,119.15,27.07,0
FT0064,Q6,2024-07-18,945,0.028,0.039,7634,1331435.01,174.41,10.53,0
FT0064,Q7,2024-04-19,879,0.0187,0.0556,15817,1616370.77,102.19,41.38,0
FT0064,Q8,2024-01-20,787,-0.0279,0.0512,6770,2470121.27,364.86,6.66,0
FT0065,Q1,2025-10-11,112,0.0599,0.0383,1235,312216.73,252.81,6.05,0
FT0065,Q2,2025-07-13,251,0.1116,0.0413,2810,1046821.22,372.53,15.99,0
FT0065,Q3,2025-04-14,262,0.1366,0.0515,5059,1360327.36,268.89,19.44,0
FT0065,Q4,2025-01-14,113,0.0107,0.0488,1778,724961.12,407.74,16.96,0
FT0065,Q5,2024-10-16,171,0.0964,0.0355,743,343348.59,462.11,19.32,0
FT0065,Q6,2024-07-18,100,-0.0307,0.0233,1804,639733.76,354.62,33.61,0
FT0065,Q7,2024-04-19,129,0.0732,0.0679,766,143618.79,187.49,46.8,0
FT0065,Q8,2024-01-20,124,0.0749,0.0384,1820,373499.97,205.22,18.2,0
FT0066,Q1,2025-10-11,2850,0.0959,0.0544,19912,4671449.77,234.6,25.88,0
FT0066,Q2,2025-07-13,10370,0.1812,0.047,73299,21699403.16,296.04,8.49,0
FT0066,Q3,2025-04-14,5254,0.0944,0.0213,76188,32734714.52,429.66,39.56,0
FT0066,Q4,2025-01-14,2214,-0.0291,0.0702,37209,2609397.13,70.13,27.71,0
FT0066,Q5,2024-10-16,3347,0.0432,0.0516,23937,8195943.68,342.4,16.35,0
FT0066,Q6,2024-07-18,2983,0.0224,0.0429,57053,14574757.04,255.46,39.29,0
FT0066,Q7,2024-04-19,2654,-0.0133,0.0301,44190,10314077.15,233.4,22.13,0
FT0066,Q8,2024-01-20,2927,0.04,0.0523,54003,24138498.24,446.98,14.71,0
FT0067,Q1,2025-10-11,6240,0.0431,0.0617,21132,10059782.49,476.04,6.28,0
FT0067,Q2,2025-07-13,7567,0.0338,0.073,150302,56602407.82,376.59,22.86,0
FT0067,Q3,2025-04-14,3615,-0.0711,0.027,30936,9081937.98,293.57,8.61,0
FT0067,Q4,2025-01-14,6483,0.019,0.0732,100321,10753876.43,107.19,17.7,0
FT0067,Q5,2024-10-16,6851,0.0323,0.0654,68820,3996945.04,58.08,38.03,0
FT0067,Q6,2024-07-18,7784,0.0645,0.0304,136737,20507247.05,149.98,44.83,0
FT0067,Q7,2024-04-19,6569,0.044,0.0782,68491,19198785.63,280.31,49.3,0
FT0067,Q8,2024-01-20,6438,0.0429,0.0534,51446,17180277.72,333.95,22.2,0
FT0068,Q1,2025-10-11,410,-0.0196,0.0354,937,99732.18,106.44,29.16,0
FT0068,Q2,2025-07-13,645,0.0653,0.0537,4414,874546.79,198.13,34.34,0
FT0068,Q3,2025-04-14,561,0.0557,0.0661,8738,790841.53,90.51,39.24,0
FT0068,Q4,2025-01-14,272,-0.0617,0.0236,5328,102320.62,19.2,13.7,0
FT0068,Q5,2024-10-16,567,0.0745,0.0359,6209,457513.36,73.69,23.33,0
FT0068,Q6,2024-07-18,746,0.1775,0.0619,12317,5580125.57,453.04,17.35,0
FT0068,Q7,2024-04-19,435,0.0426,0.0661,3302,990310.92,299.91,49.75,0
FT0068,Q8,2024-01-20,510,0.1266,0.0223,9215,824867.46,89.51,7.73,0
FT0069,Q1,2025-10-11,2670,0.0839,0.0222,41599,9167039.39,220.37,31.24,0
FT0069,Q2,2025-07-13,5772,0.111,0.0762,46109,20064127.37,435.15,8.81,0
FT0069,Q3,2025-04-14,3735,0.0527,0.0245,65865,27012688.86,410.12,33.77,0
FT0069,Q4,2025-01-14,5008,0.1185,0.0469,73728,24659419.01,334.46,45.19,0
FT0069,Q5,2024-10-16,3216,0.0519,0.0679,15190,7330841.08,482.61,5.82,0
FT0069,Q6,2024-07-18,3798,0.1106,0.0721,10500,1109681.3,105.68,12.2,0
FT0069,Q7,2024-04-19,1989,-0.0805,0.0383,29197,14245043.61,487.89,37.05,0
FT0069,Q8,2024-01-20,2581,-0.0039,0.0257,39510,14568451.23,368.73,34.69,0
FT0070,Q1,2025-10-11,2670,0.0088,0.0708,40556,13724101.67,338.4,31.43,0
FT0070,Q2,2025-07-13,1133,-0.0955,0.047,3654,1395592.26,381.94,35.29,0
FT0070,Q3,2025-04-14,1718,-0.0522,0.06,21311,9567969.53,448.97,28.73,0
FT0070,Q4,2025-01-14,1946,-0.0463,0.0296,28493,10273832.36,360.57,48.51,0
FT0070,Q5,2024-10-16,5235,0.1535,0.046,87407,24793141.34,283.65,14.99,0
FT0070,Q6,2024-07-18,2258,-0.0307,0.0406,27710,10777007.79,388.92,9.16,0
FT0070,Q7,2024-04-19,4795,0.2409,0.0746,79154,8102135.72,102.36,10.88,0
FT0070,Q8,2024-01-20,2061,-0.1038,0.0345,36686,4741243.72,129.24,13.96,0
FT0071,Q1,2025-10-11,910,0.0305,0.0799,13936,5869213.77,421.15,44.18,0
FT0071,Q2,2025-07-13,3638,0.1966,0.058,24378,10321391.81,423.39,9.4,0
FT0071,Q3,2025-04-14,549,-0.0629,0.0456,4671,1252325.22,268.11,33.17,0
FT0071,Q4,2025-01-14,3418,0.2505,0.0218,63741,30930113.57,485.25,47.09,0
FT0071,Q5,2024-10-16,1375,0.1021,0.0772,22319,10091526.2,452.15,23.33,0
FT0071,Q6,2024-07-18,403,-0.1704,0.0539,2786,1110296.54,398.53,33.19,0
FT0071,Q7,2024-04-19,1169,0.1038,0.0488,23158,6865376.59,296.46,32.09,0
FT0071,Q8,2024-01-20,1103,0.1351,0.0671,16135,5905996.26,366.04,37.24,0
FT0072,Q1,2025-10-11,820,-0.0981,0.0481,5198,136680.15,26.29,11.96,0
FT0072,Q2,2025-07-13,111,-0.2113,0.0732,500,72367.49,144.73,10.39,0
FT0072,Q3,2025-04-14,516,-0.0534,0.071,9950,4772424.71,479.64,24.89,0
FT0072,Q4,2025-01-14,991,0.0422,0.0587,8232,2501334.58,303.86,24.98,0
FT0072,Q5,2024-10-16,887,0.0258,0.0488,14833,4223678.24,284.75,36.13,0
FT0072,Q6,2024-07-18,482,-0.1089,0.0598,1798,482053.32,268.11,23.09,0
FT0072,Q7,2024-04-19,708,-0.0387,0.0261,12344,2632167.11,213.23,37.48,0
FT0072,Q8,2024-01-20,970,0.125,0.073,4217,1314567.07,311.73,10.17,0
FT0073,Q1,2025-10-11,9100,0.0588,0.0346,130607,48304735.68,369.85,19.31,0
FT0073,Q2,2025-07-13,8179,-0.0094,0.0306,124915,7516906.45,60.18,25.27,0
FT0073,Q3,2025-04-14,21084,0.1357,0.0556,324302,85557724.91,263.82,41.7,0
FT0073,Q4,2025-01-14,8945,0.0076,0.0612,78967,17815199.69,225.6,39.72,0
FT0073,Q5,2024-10-16,24898,0.238,0.0734,174258,79947202.41,458.79,13.46,0
FT0073,Q6,2024-07-18,11378,0.0665,0.0357,98545,37266976.25,378.17,12.8,0
