Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Diffusivity_Mean_mm2_s,Thermal_Diffusivity_Std_mm2_s,Density_kg_m3,Rubber_Content_Percent,Particle_Size
R20S,660,Validation,Thermal,0.168515,0.023157,2177.4,20.0,small
R20S,670,Calibration,Thermal,0.163706,0.022493,2175.2,20.0,small
R20S,680,Calibration,Thermal,0.15899,0.021865,2172.8,20.0,small
R20S,690,Calibration,Thermal,0.154429,0.021226,2170.2,20.0,small
R20S,700,Calibration,Thermal,0.149957,0.020621,2167.3,20.0,small
R20S,710,Calibration,Thermal,0.145603,0.020027,2164.3,20.0,small
R20S,720,Calibration,Thermal,0.141397,0.019446,2161.0,20.0,small
R20S,730,Calibration,Thermal,0.137271,0.018874,2157.5,20.0,small
R20S,740,Calibration,Thermal,0.133258,0.018313,2153.8,20.0,small
R20S,750,Calibration,Thermal,0.12932,0.017783,2149.9,20.0,small
R20S,760,Validation,Thermal,0.125522,0.017266,2145.8,20.0,small
R20S,770,Calibration,Thermal,0.121796,0.016756,2141.4,20.0,small
R20S,780,Calibration,Thermal,0.118172,0.016255,2136.8,20.0,small
R20S,790,Calibration,Thermal,0.11465,0.015764,2132.1,20.0,small
R20S,800,Calibration,Thermal,0.111227,0.015282,2127.1,20.0,small
R10L,20,Calibration,Thermal,0.896157,0.12319,2328.6,10.0,large
R10L,30,Calibration,Thermal,0.878702,0.120814,2327.8,10.0,large
R10L,40,Calibration,Thermal,0.86149,0.118434,2326.9,10.0,large
R10L,50,Calibration,Thermal,0.84449,0.116114,2326.1,10.0,large
R10L,60,Calibration,Thermal,0.827784,0.113793,2325.3,10.0,large
R10L,70,Calibration,Thermal,0.811315,0.111525,2324.4,10.0,large
R10L,80,Calibration,Thermal,0.795097,0.109324,2323.6,10.0,large
R10L,90,Calibration,Thermal,0.779165,0.107116,2322.7,10.0,large
R10L,100,Calibration,Thermal,0.763425,0.104969,2321.9,10.0,large
R10L,110,Validation,Thermal,0.747966,0.102811,2321.1,10.0,large
R10L,120,Calibration,Thermal,0.732739,0.100748,2320.2,10.0,large
R10L,130,Calibration,Thermal,0.717697,0.098674,2319.4,10.0,large
R10L,140,Calibration,Thermal,0.702972,0.096628,2318.6,10.0,large
R10L,150,Validation,Thermal,0.688428,0.094641,2317.7,10.0,large
R10L,160,Calibration,Thermal,0.674152,0.092679,2316.9,10.0,large
R10L,170,Calibration,Thermal,0.660051,0.090737,2316.1,10.0,large
R10L,180,Calibration,Thermal,0.646219,0.088854,2315.2,10.0,large
R10L,190,Calibration,Thermal,0.63264,0.086963,2314.4,10.0,large
R10L,200,Calibration,Thermal,0.61923,0.085127,2313.6,10.0,large
R10L,210,Calibration,Thermal,0.60608,0.083317,2312.7,10.0,large
R10L,220,Validation,Thermal,0.593133,0.081558,2311.9,10.0,large
R10L,230,Calibration,Thermal,0.580391,0.079789,2311.1,10.0,large
R10L,240,Validation,Thermal,0.567902,0.07808,2310.3,10.0,large
R10L,250,Validation,Thermal,0.555613,0.076391,2309.4,10.0,large
R10L,260,Calibration,Thermal,0.543518,0.074721,2308.6,10.0,large
R10L,270,Calibration,Thermal,0.531624,0.073073,2307.8,10.0,large
R10L,280,Calibration,Thermal,0.519966,0.071481,2306.9,10.0,large
R10L,290,Calibration,Thermal,0.508454,0.069904,2306.1,10.0,large
R10L,300,Calibration,Thermal,0.497219,0.068354,2305.3,10.0,large
R10L,310,Validation,Thermal,0.486131,0.06682,2304.5,10.0,large
R10L,320,Validation,Thermal,0.475227,0.065337,2303.6,10.0,large
R10L,330,Calibration,Thermal,0.464548,0.063873,2302.8,10.0,large
R10L,340,Calibration,Thermal,0.454049,0.062429,2302.0,10.0,large
R10L,350,Validation,Thermal,0.443729,0.061006,2301.2,10.0,large
R10L,360,Validation,Thermal,0.433626,0.059602,2300.3,10.0,large
R10L,370,Validation,Thermal,0.423657,0.058244,2299.5,10.0,large
R10L,380,Calibration,Thermal,0.4139,0.056905,2298.7,10.0,large
R10L,390,Calibration,Thermal,0.404314,0.055584,2297.9,10.0,large
R10L,400,Calibration,Thermal,0.394939,0.054283,2297.0,10.0,large
R10L,410,Calibration,Thermal,0.385687,0.053026,2296.2,10.0,large
R10L,420,Calibration,Thermal,0.376638,0.051788,2295.4,10.0,large
R10L,430,Calibration,Thermal,0.367716,0.050564,2294.6,10.0,large
R10L,440,Calibration,Thermal,0.35899,0.049358,2293.7,10.0,large
R10L,450,Calibration,Thermal,0.350425,0.04817,2292.9,10.0,large
R10L,460,Calibration,Thermal,0.342051,0.047027,2292.1,10.0,large
R10L,470,Calibration,Thermal,0.333797,0.045898,2291.3,10.0,large
R10L,480,Calibration,Thermal,0.325692,0.044783,2290.5,10.0,large
R10L,490,Calibration,Thermal,0.317779,0.043688,2289.6,10.0,large
R10L,500,Calibration,Thermal,0.309977,0.042605,2288.8,10.0,large
R10L,510,Validation,Thermal,0.302357,0.041565,2288.0,10.0,large
R10L,520,Calibration,Thermal,0.294884,0.04054,2287.2,10.0,large
R10L,530,Calibration,Thermal,0.287518,0.039527,2286.4,10.0,large
R10L,540,Calibration,Thermal,0.280331,0.038531,2285.5,10.0,large
R10L,550,Validation,Thermal,0.273284,0.037576,2284.7,10.0,large
R10L,560,Calibration,Thermal,0.266375,0.036607,2283.9,10.0,large
R10L,570,Calibration,Thermal,0.259602,0.035679,2283.1,10.0,large
R10L,580,Calibration,Thermal,0.252965,0.034764,2282.3,10.0,large
R10L,590,Calibration,Thermal,0.246425,0.033885,2281.5,10.0,large
R10L,600,Calibration,Thermal,0.240053,0.032996,2280.6,10.0,large
R10L,610,Calibration,Thermal,0.233822,0.032148,2279.7,10.0,large
R10L,620,Validation,Thermal,0.227709,0.031312,2278.6,10.0,large
R10L,630,Calibration,Thermal,0.221776,0.030494,2277.2,10.0,large
R10L,640,Validation,Thermal,0.215953,0.029688,2275.6,10.0,large
R10L,650,Validation,Thermal,0.210273,0.028898,2273.7,10.0,large
R10L,660,Calibration,Thermal,0.204729,0.028145,2271.7,10.0,large
R10L,670,Validation,Thermal,0.199322,0.027407,2269.4,10.0,large
R10L,680,Calibration,Thermal,0.194046,0.026682,2266.9,10.0,large
R10L,690,Calibration,Thermal,0.188901,0.025969,2264.1,10.0,large
R10L,700,Calibration,Thermal,0.183848,0.025268,2261.2,10.0,large
R10L,710,Calibration,Thermal,0.178954,0.024605,2258.0,10.0,large
R10L,720,Calibration,Thermal,0.174148,0.023951,2254.5,10.0,large
R10L,730,Calibration,Thermal,0.169429,0.023283,2250.9,10.0,large
R10L,740,Calibration,Thermal,0.164858,0.022652,2247.0,10.0,large
R10L,750,Calibration,Thermal,0.160371,0.022055,2242.9,10.0,large
R10L,760,Calibration,Thermal,0.155997,0.021444,2238.6,10.0,large
R10L,770,Calibration,Thermal,0.151733,0.020867,2234.1,10.0,large
R10L,780,Calibration,Thermal,0.147545,0.020274,2229.3,10.0,large
R10L,790,Calibration,Thermal,0.143463,0.019716,2224.3,10.0,large
R10L,800,Validation,Thermal,0.139453,0.019165,2219.1,10.0,large
