Mix_ID,Temperature_C,Data_Type,Property_Type,Specific_Heat_Mean_J_kg_K,Specific_Heat_Std_J_kg_K,Rubber_Content_Percent,Particle_Size
R10L,660,Calibration,Thermal,1283.66,102.69,10.0,large
R10L,670,Calibration,Thermal,1290.63,103.25,10.0,large
R10L,680,Calibration,Thermal,1297.64,103.81,10.0,large
R10L,690,Calibration,Thermal,1304.67,104.37,10.0,large
R10L,700,Validation,Thermal,1311.74,104.94,10.0,large
R10L,710,Calibration,Thermal,1318.83,105.51,10.0,large
R10L,720,Calibration,Thermal,1325.95,106.08,10.0,large
R10L,730,Calibration,Thermal,1333.1,106.65,10.0,large
R10L,740,Calibration,Thermal,1340.29,107.22,10.0,large
R10L,750,Calibration,Thermal,1347.5,107.8,10.0,large
R10L,760,Validation,Thermal,1354.74,108.38,10.0,large
R10L,770,Calibration,Thermal,1362.01,108.96,10.0,large
R10L,780,Calibration,Thermal,1369.31,109.54,10.0,large
R10L,790,Calibration,Thermal,1376.64,110.13,10.0,large
R10L,800,Validation,Thermal,1384.0,110.72,10.0,large
