Mix_ID,Temperature_C,Data_Type,Property_Type,Thermal_Expansion_Coeff_Mean_per_K,Thermal_Expansion_Coeff_Std_per_K,Rubber_Content_Percent,Particle_Size
R20S,770,Calibration,Thermal,1.79e-05,2.15e-06,20.0,small
R20S,780,Calibration,Thermal,1.80e-05,2.16e-06,20.0,small
R20S,790,Calibration,Thermal,1.80e-05,2.17e-06,20.0,small
R20S,800,Calibration,Thermal,1.81e-05,2.17e-06,20.0,small
R10L,20,Validation,Thermal,1.43e-05,1.71e-06,10.0,large
R10L,30,Calibration,Thermal,1.43e-05,1.72e-06,10.0,large
R10L,40,Calibration,Thermal,1.44e-05,1.72e-06,10.0,large
R10L,50,Calibration,Thermal,1.44e-05,1.73e-06,10.0,large
R10L,60,Calibration,Thermal,1.45e-05,1.74e-06,10.0,large
R10L,70,Calibration,Thermal,1.45e-05,1.74e-06,10.0,large
R10L,80,Calibration,Thermal,1.46e-05,1.75e-06,10.0,large
R10L,90,Validation,Thermal,1.46e-05,1.76e-06,10.0,large
R10L,100,Calibration,Thermal,1.47e-05,1.76e-06,10.0,large
R10L,110,Calibration,Thermal,1.47e-05,1.77e-06,10.0,large
R10L,120,Calibration,Thermal,1.48e-05,1.78e-06,10.0,large
R10L,130,Calibration,Thermal,1.49e-05,1.78e-06,10.0,large
R10L,140,Calibration,Thermal,1.49e-05,1.79e-06,10.0,large
R10L,150,Calibration,Thermal,1.50e-05,1.80e-06,10.0,large
R10L,160,Calibration,Thermal,1.50e-05,1.80e-06,10.0,large
R10L,170,Calibration,Thermal,1.51e-05,1.81e-06,10.0,large
R10L,180,Validation,Thermal,1.51e-05,1.82e-06,10.0,large
R10L,190,Validation,Thermal,1.52e-05,1.82e-06,10.0,large
R10L,200,Validation,Thermal,1.52e-05,1.83e-06,10.0,large
R10L,210,Validation,Thermal,1.53e-05,1.84e-06,10.0,large
R10L,220,Calibration,Thermal,1.54e-05,1.84e-06,10.0,large
R10L,230,Validation,Thermal,1.54e-05,1.85e-06,10.0,large
R10L,240,Calibration,Thermal,1.55e-05,1.86e-06,10.0,large
R10L,250,Validation,Thermal,1.55e-05,1.86e-06,10.0,large
R10L,260,Validation,Thermal,1.56e-05,1.87e-06,10.0,large
R10L,270,Validation,Thermal,1.56e-05,1.88e-06,10.0,large
R10L,280,Validation,Thermal,1.57e-05,1.88e-06,10.0,large
R10L,290,Calibration,Thermal,1.57e-05,1.89e-06,10.0,large
R10L,300,Calibration,Thermal,1.58e-05,1.89e-06,10.0,large
R10L,310,Calibration,Thermal,1.58e-05,1.90e-06,10.0,large
R10L,320,Calibration,Thermal,1.59e-05,1.91e-06,10.0,large
R10L,330,Calibration,Thermal,1.60e-05,1.91e-06,10.0,large
R10L,340,Calibration,Thermal,1.60e-05,1.92e-06,10.0,large
R10L,350,Validation,Thermal,1.61e-05,1.93e-06,10.0,large
R10L,360,Calibration,Thermal,1.61e-05,1.93e-06,10.0,large
R10L,370,Validation,Thermal,1.62e-05,1.94e-06,10.0,large
R10L,380,Validation,Thermal,1.62e-05,1.95e-06,10.0,large
R10L,390,Validation,Thermal,1.63e-05,1.95e-06,10.0,large
R10L,400,Validation,Thermal,1.63e-05,1.96e-06,10.0,large
R10L,410,Calibration,Thermal,1.64e-05,1.97e-06,10.0,large
R10L,420,Validation,Thermal,1.64e-05,1.97e-06,10.0,large
R10L,430,Validation,Thermal,1.65e-05,1.98e-06,10.0,large
R10L,440,Calibration,Thermal,1.66e-05,1.99e-06,10.0,large
R10L,450,Calibration,Thermal,1.66e-05,1.99e-06,10.0,large
R10L,460,Validation,Thermal,1.67e-05,2.00e-06,10.0,large
R10L,470,Calibration,Thermal,1.67e-05,2.01e-06,10.0,large
R10L,480,Calibration,Thermal,1.68e-05,2.01e-06,10.0,large
R10L,490,Calibration,Thermal,1.68e-05,2.02e-06,10.0,large
R10L,500,Calibration,Thermal,1.69e-05,2.03e-06,10.0,large
R10L,510,Calibration,Thermal,1.69e-05,2.03e-06,10.0,large
R10L,520,Validation,Thermal,1.70e-05,2.04e-06,10.0,large
R10L,530,Calibration,Thermal,1.71e-05,2.05e-06,10.0,large
R10L,540,Calibration,Thermal,1.71e-05,2.05e-06,10.0,large
R10L,550,Calibration,Thermal,1.72e-05,2.06e-06,10.0,large
R10L,560,Calibration,Thermal,1.72e-05,2.07e-06,10.0,large
R10L,570,Validation,Thermal,1.73e-05,2.07e-06,10.0,large
R10L,580,Calibration,Thermal,1.73e-05,2.08e-06,10.0,large
R10L,590,Calibration,Thermal,1.74e-05,2.09e-06,10.0,large
R10L,600,Calibration,Thermal,1.74e-05,2.09e-06,10.0,large
R10L,610,Calibration,Thermal,1.75e-05,2.10e-06,10.0,large
R10L,620,Validation,Thermal,1.75e-05,2.11e-06,10.0,large
R10L,630,Validation,Thermal,1.76e-05,2.11e-06,10.0,large
R10L,640,Calibration,Thermal,1.77e-05,2.12e-06,10.0,large
R10L,650,Calibration,Thermal,1.77e-05,2.13e-06,10.0,large
R10L,660,Calibration,Thermal,1.78e-05,2.13e-06,10.0,large
R10L,670,Calibration,Thermal,1.78e-05,2.14e-06,10.0,large
R10L,680,Calibration,Thermal,1.79e-05,2.14e-06,10.0,large
R10L,690,Calibration,Thermal,1.79e-05,2.15e-06,10.0,large
R10L,700,Calibration,Thermal,1.80e-05,2.16e-06,10.0,large
R10L,710,Calibration,Thermal,1.80e-05,2.16e-06,10.0,large
R10L,720,Validation,Thermal,1.81e-05,2.17e-06,10.0,large
R10L,730,Validation,Thermal,1.81e-05,2.18e-06,10.0,large
R10L,740,Calibration,Thermal,1.82e-05,2.18e-06,10.0,large
R10L,750,Validation,Thermal,1.83e-05,2.19e-06,10.0,large
R10L,760,Calibration,Thermal,1.83e-05,2.20e-06,10.0,large
R10L,770,Calibration,Thermal,1.84e-05,2.20e-06,10.0,large
R10L,780,Validation,Thermal,1.84e-05,2.21e-06,10.0,large
R10L,790,Validation,Thermal,1.85e-05,2.22e-06,10.0,large
R10L,800,Validation,Thermal,1.85e-05,2.22e-06,10.0,large
