standard,standard_description,pipe_size,inner_diameter_m,test_flow_fraction,test_velocity_m_s,volumetric_flow_m3_s,volumetric_flow_m3_h,reference_velocity_m_s,reference_flow_m3_s,max_allowable_error_percent,temperature_C,water_density_kg_m3,water_viscosity_Pa_s,water_sound_speed_m_s,reynolds_number,flow_regime,straight_pipe_upstream_diameters,straight_pipe_downstream_diameters,calibration_interval_months,k_factor,meter_factor
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.25,1.25,0.010885706901982014,39.18854484713525,1.2499014314633259,0.01088484851142202,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,164673.73318002734,Turbulent,10,5,24,0.11482947421378822,0.9999211451706607
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.25,1.25,0.04186393104141854,150.71015174910676,1.24999199756272,0.04186366303063258,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,226243.92064608613,Turbulent,10,5,24,0.029858638902383505,0.9999935980501761
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.25,1.25,0.04186393104141854,150.71015174910676,1.24999199756272,0.04186366303063258,1.0,20,989.8757806066033,0.001002,1479.9074,255001.6825040713,Turbulent,10,5,24,0.029858638902383505,0.9999935980501761
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.25,1.25,0.04186393104141854,150.71015174910676,1.24999199756272,0.04186366303063258,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,287108.2279590136,Turbulent,10,5,24,0.029858638902383505,0.9999935980501761
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.25,1.25,0.04186393104141854,150.71015174910676,1.24999199756272,0.04186366303063258,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,322935.668581915,Turbulent,10,5,24,0.029858638902383505,0.9999935980501761
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.5,2.5,0.005536291288742697,19.93064863947371,2.500035127603824,0.005536369079401515,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,116354.01633227285,Turbulent,10,5,24,0.45156583525209615,1.0000140510415296
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.5,2.5,0.005536291288742697,19.93064863947371,2.500035127603824,0.005536369079401515,1.0,20,989.8757806066033,0.001002,1479.9074,131143.72243066522,Turbulent,10,5,24,0.45156583525209615,1.0000140510415296
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.5,2.5,0.005536291288742697,19.93064863947371,2.500035127603824,0.005536369079401515,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,147655.660093207,Turbulent,10,5,24,0.45156583525209615,1.0000140510415296
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.5,2.5,0.005536291288742697,19.93064863947371,2.500035127603824,0.005536369079401515,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,166081.20098498484,Turbulent,10,5,24,0.45156583525209615,1.0000140510415296
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.5,2.5,0.021771413803964027,78.3770896942705,2.4998160755194894,0.021769812085574478,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,230735.93069281228,Turbulent,10,5,24,0.11482947421378822,0.9999264302077958
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.5,2.5,0.021771413803964027,78.3770896942705,2.4998160755194894,0.021769812085574478,1.0,20,989.8757806066033,0.001002,1479.9074,260064.6699048785,Turbulent,10,5,24,0.11482947421378822,0.9999264302077958
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.5,2.5,0.021771413803964027,78.3770896942705,2.4998160755194894,0.021769812085574478,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,292808.6818797495,Turbulent,10,5,24,0.11482947421378822,0.9999264302077958
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.5,2.5,0.021771413803964027,78.3770896942705,2.4998160755194894,0.021769812085574478,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,329347.4663600547,Turbulent,10,5,24,0.11482947421378822,0.9999264302077958
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.5,2.5,0.08372786208283708,301.4203034982135,2.5000457877311817,0.08372939556637367,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,452487.84129217226,Turbulent,10,5,24,0.029858638902383505,1.0000183150924726
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.5,2.5,0.08372786208283708,301.4203034982135,2.5000457877311817,0.08372939556637367,1.0,20,989.8757806066033,0.001002,1479.9074,510003.3650081426,Turbulent,10,5,24,0.029858638902383505,1.0000183150924726
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.5,2.5,0.08372786208283708,301.4203034982135,2.5000457877311817,0.08372939556637367,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,574216.4559180272,Turbulent,10,5,24,0.029858638902383505,1.0000183150924726
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.5,2.5,0.08372786208283708,301.4203034982135,2.5000457877311817,0.08372939556637367,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,645871.33716383,Turbulent,10,5,24,0.029858638902383505,1.0000183150924726
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.75,3.75,0.008304436933114046,29.895972959210567,3.749880937137694,0.008304173266439088,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,174531.02449840927,Turbulent,10,5,24,0.45156583525209615,0.9999682499033851
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.75,3.75,0.008304436933114046,29.895972959210567,3.749880937137694,0.008304173266439088,1.0,20,989.8757806066033,0.001002,1479.9074,196715.58364599786,Turbulent,10,5,24,0.45156583525209615,0.9999682499033851
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.75,3.75,0.008304436933114046,29.895972959210567,3.749880937137694,0.008304173266439088,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,221483.49013981048,Turbulent,10,5,24,0.45156583525209615,0.9999682499033851
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,0.75,3.75,0.008304436933114046,29.895972959210567,3.749880937137694,0.008304173266439088,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,249121.80147747727,Turbulent,10,5,24,0.45156583525209615,0.9999682499033851
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.75,3.75,0.03265712070594604,117.56563454140576,3.7498628893139814,0.03265592666855314,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,346103.89603921835,Turbulent,10,5,24,0.11482947421378822,0.999963437150395
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.75,3.75,0.03265712070594604,117.56563454140576,3.7498628893139814,0.03265592666855314,1.0,20,989.8757806066033,0.001002,1479.9074,390097.0048573178,Turbulent,10,5,24,0.11482947421378822,0.999963437150395
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.75,3.75,0.03265712070594604,117.56563454140576,3.7498628893139814,0.03265592666855314,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,439213.0228196242,Turbulent,10,5,24,0.11482947421378822,0.999963437150395
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,0.75,3.75,0.03265712070594604,117.56563454140576,3.7498628893139814,0.03265592666855314,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,494021.1995400821,Turbulent,10,5,24,0.11482947421378822,0.999963437150395
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.75,3.75,0.1255917931242556,452.1304552473202,3.750080742206211,0.12559449727317798,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,678731.7619382582,Turbulent,10,5,24,0.029858638902383505,1.0000215312549896
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.75,3.75,0.1255917931242556,452.1304552473202,3.750080742206211,0.12559449727317798,1.0,20,989.8757806066033,0.001002,1479.9074,765005.0475122139,Turbulent,10,5,24,0.029858638902383505,1.0000215312549896
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.75,3.75,0.1255917931242556,452.1304552473202,3.750080742206211,0.12559449727317798,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,861324.6838770409,Turbulent,10,5,24,0.029858638902383505,1.0000215312549896
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,0.75,3.75,0.1255917931242556,452.1304552473202,3.750080742206211,0.12559449727317798,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,968807.005745745,Turbulent,10,5,24,0.029858638902383505,1.0000215312549896
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,5.000657997098115,0.011074039722926319,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,232708.0326645457,Turbulent,10,5,24,0.45156583525209615,1.000131599419623
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,5.000657997098115,0.011074039722926319,1.0,20,989.8757806066033,0.001002,1479.9074,262287.44486133044,Turbulent,10,5,24,0.45156583525209615,1.000131599419623
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,5.000657997098115,0.011074039722926319,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,295311.320186414,Turbulent,10,5,24,0.45156583525209615,1.000131599419623
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,5.000657997098115,0.011074039722926319,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,332162.4019699697,Turbulent,10,5,24,0.45156583525209615,1.000131599419623
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,5.000396838249576,0.04354628349982596,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,461471.86138562456,Turbulent,10,5,24,0.11482947421378822,1.0000793676499151
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,5.000396838249576,0.04354628349982596,1.0,20,989.8757806066033,0.001002,1479.9074,520129.339809757,Turbulent,10,5,24,0.11482947421378822,1.0000793676499151
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,5.000396838249576,0.04354628349982596,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,585617.363759499,Turbulent,10,5,24,0.11482947421378822,1.0000793676499151
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN100,0.10529999999999999,1.0,5.0,0.043542827607928054,156.754179388541,5.000396838249576,0.04354628349982596,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,658694.9327201094,Turbulent,10,5,24,0.11482947421378822,1.0000793676499151
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000641939588165,0.16747722345739552,1.0,15,994.1847256415472,0.0011342799027411737,1464.884975,904975.6825843445,Turbulent,10,5,24,0.029858638902383505,1.000128387917633
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000641939588165,0.16747722345739552,1.0,20,989.8757806066033,0.001002,1479.9074,1020006.7300162852,Turbulent,10,5,24,0.029858638902383505,1.000128387917633
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000641939588165,0.16747722345739552,1.0,25,984.5341287051746,0.0008851466005645165,1492.024375,1148432.9118360544,Turbulent,10,5,24,0.029858638902383505,1.000128387917633
ASME MFC-5M-1985,Transit-time ultrasonic flowmeters,DN200,0.2065,1.0,5.0,0.16745572416567417,602.840606996427,5.000641939588165,0.16747722345739552,1.0,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,1291742.67432766,Turbulent,10,5,24,0.029858638902383505,1.000128387917633
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.04,0.2,0.00044290330309941576,1.5944518911578967,0.1999726163794726,0.00044284266161950374,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,9308.321306581827,Turbulent,15,5,12,0.45156583525209615,0.9998630818973631
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.04,0.2,0.00044290330309941576,1.5944518911578967,0.1999726163794726,0.00044284266161950374,0.3,20,989.8757806066033,0.001002,1479.9074,10491.497794453218,Turbulent,15,5,12,0.45156583525209615,0.9998630818973631
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.04,0.2,0.00044290330309941576,1.5944518911578967,0.1999726163794726,0.00044284266161950374,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,11812.452807456562,Turbulent,15,5,12,0.45156583525209615,0.9998630818973631
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.04,0.2,0.00044290330309941576,1.5944518911578967,0.1999726163794726,0.00044284266161950374,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,13286.496078798787,Turbulent,15,5,12,0.45156583525209615,0.9998630818973631
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.04,0.2,0.0017417131043171224,6.270167175541641,0.19999392233108018,0.0017416601765391155,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,18458.87445542498,Turbulent,15,5,12,0.11482947421378822,0.9999696116554008
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.04,0.2,0.0017417131043171224,6.270167175541641,0.19999392233108018,0.0017416601765391155,0.3,20,989.8757806066033,0.001002,1479.9074,20805.173592390278,Turbulent,15,5,12,0.11482947421378822,0.9999696116554008
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.04,0.2,0.0017417131043171224,6.270167175541641,0.19999392233108018,0.0017416601765391155,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,23424.694550379958,Turbulent,15,5,12,0.11482947421378822,0.9999696116554008
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.04,0.2,0.0017417131043171224,6.270167175541641,0.19999392233108018,0.0017416601765391155,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,26347.797308804376,Turbulent,15,5,12,0.11482947421378822,0.9999696116554008
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.04,0.2,0.0066982289666269665,24.113624279857078,0.20000474146995392,0.006698387763883915,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,36199.027303373776,Turbulent,15,5,12,0.029858638902383505,1.0000237073497695
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.04,0.2,0.0066982289666269665,24.113624279857078,0.20000474146995392,0.006698387763883915,0.3,20,989.8757806066033,0.001002,1479.9074,40800.269200651404,Turbulent,15,5,12,0.029858638902383505,1.0000237073497695
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.04,0.2,0.0066982289666269665,24.113624279857078,0.20000474146995392,0.006698387763883915,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,45937.31647344218,Turbulent,15,5,12,0.029858638902383505,1.0000237073497695
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.04,0.2,0.0066982289666269665,24.113624279857078,0.20000474146995392,0.006698387763883915,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,51669.706973106404,Turbulent,15,5,12,0.029858638902383505,1.0000237073497695
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.4999311770272613,0.001107105848138764,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,23270.803266454568,Turbulent,15,5,12,0.45156583525209615,0.9998623540545227
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.4999311770272613,0.001107105848138764,0.3,20,989.8757806066033,0.001002,1479.9074,26228.744486133048,Turbulent,15,5,12,0.45156583525209615,0.9998623540545227
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.4999311770272613,0.001107105848138764,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,29531.1320186414,Turbulent,15,5,12,0.45156583525209615,0.9998623540545227
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.1,0.5,0.0011072582577485394,3.986129727894742,0.4999311770272613,0.001107105848138764,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,33216.240196996965,Turbulent,15,5,12,0.45156583525209615,0.9998623540545227
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.5000251414387485,0.004354501706659454,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,46147.18613856245,Turbulent,15,5,12,0.11482947421378822,1.000050282877497
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.5000251414387485,0.004354501706659454,0.3,20,989.8757806066033,0.001002,1479.9074,52012.9339809757,Turbulent,15,5,12,0.11482947421378822,1.000050282877497
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.5000251414387485,0.004354501706659454,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,58561.73637594989,Turbulent,15,5,12,0.11482947421378822,1.000050282877497
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.1,0.5,0.004354282760792806,15.6754179388541,0.5000251414387485,0.004354501706659454,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,65869.49327201094,Turbulent,15,5,12,0.11482947421378822,1.000050282877497
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.4999887192123953,0.016745194610075915,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,90497.56825843443,Turbulent,15,5,12,0.029858638902383505,0.9999774384247906
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.4999887192123953,0.016745194610075915,0.3,20,989.8757806066033,0.001002,1479.9074,102000.67300162851,Turbulent,15,5,12,0.029858638902383505,0.9999774384247906
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.4999887192123953,0.016745194610075915,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,114843.29118360546,Turbulent,15,5,12,0.029858638902383505,0.9999774384247906
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.1,0.5,0.016745572416567416,60.2840606996427,0.4999887192123953,0.016745194610075915,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,129174.26743276599,Turbulent,15,5,12,0.029858638902383505,0.9999774384247906
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.4,2.0,0.0044290330309941575,15.944518911578967,1.999954920900825,0.00442893320258453,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,93083.21306581827,Turbulent,15,5,12,0.45156583525209615,0.9999774604504124
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.4,2.0,0.0044290330309941575,15.944518911578967,1.999954920900825,0.00442893320258453,0.3,20,989.8757806066033,0.001002,1479.9074,104914.97794453219,Turbulent,15,5,12,0.45156583525209615,0.9999774604504124
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.4,2.0,0.0044290330309941575,15.944518911578967,1.999954920900825,0.00442893320258453,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,118124.5280745656,Turbulent,15,5,12,0.45156583525209615,0.9999774604504124
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.4,2.0,0.0044290330309941575,15.944518911578967,1.999954920900825,0.00442893320258453,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,132864.96078798786,Turbulent,15,5,12,0.45156583525209615,0.9999774604504124
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0000022349929996,0.0174171505067542,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,184588.7445542498,Turbulent,15,5,12,0.11482947421378822,1.0000011174964998
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0000022349929996,0.0174171505067542,0.3,20,989.8757806066033,0.001002,1479.9074,208051.7359239028,Turbulent,15,5,12,0.11482947421378822,1.0000011174964998
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0000022349929996,0.0174171505067542,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,234246.94550379956,Turbulent,15,5,12,0.11482947421378822,1.0000011174964998
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.4,2.0,0.017417131043171222,62.7016717554164,2.0000022349929996,0.0174171505067542,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,263477.97308804374,Turbulent,15,5,12,0.11482947421378822,1.0000011174964998
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.999975314307975,0.06698146291418275,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,361990.2730337377,Turbulent,15,5,12,0.029858638902383505,0.9999876571539875
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.999975314307975,0.06698146291418275,0.3,20,989.8757806066033,0.001002,1479.9074,408002.69200651406,Turbulent,15,5,12,0.029858638902383505,0.9999876571539875
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.999975314307975,0.06698146291418275,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,459373.1647344218,Turbulent,15,5,12,0.029858638902383505,0.9999876571539875
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.4,2.0,0.06698228966626966,241.1362427985708,1.999975314307975,0.06698146291418275,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,516697.06973106397,Turbulent,15,5,12,0.029858638902383505,0.9999876571539875
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.4998271428004153,0.007750425009116472,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,162895.62286518197,Turbulent,15,5,12,0.45156583525209615,0.9999506122286901
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.4998271428004153,0.007750425009116472,0.3,20,989.8757806066033,0.001002,1479.9074,183601.21140293134,Turbulent,15,5,12,0.45156583525209615,0.9999506122286901
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.4998271428004153,0.007750425009116472,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,206717.92413048982,Turbulent,15,5,12,0.45156583525209615,0.9999506122286901
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,0.7,3.5,0.007750807804239776,27.902908095263193,3.4998271428004153,0.007750425009116472,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,232513.6813789788,Turbulent,15,5,12,0.45156583525209615,0.9999506122286901
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500357316535123,0.030483091040007706,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,323030.30296993715,Turbulent,15,5,12,0.11482947421378822,1.0001020904386067
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500357316535123,0.030483091040007706,0.3,20,989.8757806066033,0.001002,1479.9074,364090.5378668299,Turbulent,15,5,12,0.11482947421378822,1.0001020904386067
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500357316535123,0.030483091040007706,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,409932.15463164926,Turbulent,15,5,12,0.11482947421378822,1.0001020904386067
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN100,0.10529999999999999,0.7,3.5,0.03047997932554964,109.7279255719787,3.500357316535123,0.030483091040007706,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,461086.45290407655,Turbulent,15,5,12,0.11482947421378822,1.0001020904386067
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.4999567819665027,0.11721755949455265,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,633482.977809041,Turbulent,15,5,12,0.029858638902383505,0.9999876519904294
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.4999567819665027,0.11721755949455265,0.3,20,989.8757806066033,0.001002,1479.9074,714004.7110113996,Turbulent,15,5,12,0.029858638902383505,0.9999876519904294
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.4999567819665027,0.11721755949455265,0.3,25,984.5341287051746,0.0008851466005645165,1492.024375,803903.0382852382,Turbulent,15,5,12,0.029858638902383505,0.9999876519904294
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN200,0.2065,0.7,3.5,0.11721900691597191,421.9884248974989,3.4999567819665027,0.11721755949455265,0.3,30,978.2472528312692,0.0007819206631645904,1501.2359000000001,904219.872029362,Turbulent,15,5,12,0.029858638902383505,0.9999876519904294
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999452704288783,0.011071370582094042,0.3,15,994.1847256415472,0.0011342799027411737,1464.884975,232708.0326645457,Turbulent,15,5,12,0.45156583525209615,0.9998905408577565
ISO 12242:2012,Ultrasonic transit-time meters for liquid,DN50,0.053099999999999994,1.0,5.0,0.011072582577485394,39.86129727894742,4.999452704288783,0.011071370582094042,0.3,20,989.8757806066033,0.001002,1479.9074,262287.44486133044,Turbulent,15,5,12,0.45156583525209615,0.9998905408577565
