Analysis_Type,FOV_ID,Measurement_Scale,Mix_ID,Sample_ID,Temperature_C,crack_density_mm_per_mm2,crack_fraction_est,itz_damage_index,mass_fraction_800C,melt_phase_fraction,percolates_x,percolates_y,percolates_z,phase,pore_components,pore_diam_um_p10,pore_diam_um_p50,pore_diam_um_p90,pore_eq_diam_p50_um,pore_eq_diam_p90_um,porosity,rubber_vol_frac,tga_total_loss_800,wt_percent
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep1,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.07467457263357166
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep1,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.7879139036231843
TGA,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep1,800,,,,0.7994949112365807,,,,,,,,,,,,,,0.20075375922764138,
Rubber-Signature,,Micro,HPRC-0,C28-HPRC-0-800C-Furnace-Rep1,800,,,,,0.024645176411819153,,,,,,,,,,,,0.0,,
MicroCT,,Micro/3D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,0.014399775752314815,,,,1.0,1.0,1.0,,186.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,0.07273563055049971,,0.9723527546757791,,,,,,,,5.641895835477563,5.641895835477563,8.337486534034607,,,,,,
SEM,FOV02,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,0.0,,0.9967450312979433,,,,,,,,5.641895835477563,5.641895835477563,10.622802458369833,,,,,,
SEM,FOV03,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,0.07273563055049971,,0.9834774602888644,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,0.07273563055049971,,0.9673950500131032,,,,,,,,5.641895835477563,5.641895835477563,10.487413964895836,,,,,,
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,73.09312816337781
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.589093192381517
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.509426880198845
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Ettringite,,,,,,,,,,3.348945885120007
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Other crystalline,,,,,,,,,,6.244017532075873
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.0
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.21538834684593575
TGA,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,0.8002831259751952,,,,,,,,,,,,,,0.19996252808187082,
Rubber-Signature,,Micro,HPRC-0,C28-HPRC-0-800C-Furnace-Rep2,800,,,,,0.013874194301917872,,,,,,,,,,,,0.0,,
MicroCT,,Micro/3D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,0.058513500072337965,,,,1.0,1.0,1.0,,246.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,0.0,,1.0,,,,,,,,5.641895835477563,5.641895835477563,5.641895835477563,,,,,,
SEM,FOV02,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,0.12232874952010865,,1.0,,,,,,,,5.641895835477563,5.641895835477563,10.340772712466887,,,,,,
SEM,FOV03,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,0.1467944994241304,,1.0,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,0.1467944994241304,,1.0,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,0.0,,0.9657125032627162,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,C-S-H (amorphous),,,,,,,,,,73.42259319755487
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Portlandite (CH),,,,,,,,,,0.6701150466036588
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Calcite (CaCO3),,,,,,,,,,3.35161800054178
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Quartz (SiO2),,,,,,,,,,13.119601625377
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Ettringite,,,,,,,,,,2.6158960305590306
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Other crystalline,,,,,,,,,,4.588906011127338
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.957094058375738
XRD,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.2741760298605687
TGA,,Bulk,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,0.7969291377220984,,,,,,,,,,,,,,0.20331668974172368,
Rubber-Signature,,Micro,HPRC-0,C28-HPRC-0-800C-Furnace-Rep3,800,,,,,0.0,,,,,,,,,,,,0.0,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,0.001621952763310185,,,,1.0,0.0,1.0,,43186.0,,,,6.203504908994,7.81592641796772,0.09474916811342593,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,0.3604508305480787,,0.5150668889367103,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,0.20275359218329425,,0.5591455487404271,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,0.270338122911059,,0.4888017346351601,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,0.1351690614555295,,0.5174485538722348,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,0.20275359218329425,,0.4531888664231502,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,60.34812094230116
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Portlandite (CH),,,,,,,,,,18.15747652780579
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.299604889653563
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.456727107548915
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Ettringite,,,,,,,,,,2.569477185497761
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Other crystalline,,,,,,,,,,2.5561283649599
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.9917417881932276
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.6207231940396888
TGA,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,0.8236651125620028,,,,,,,,,,,,,,0.17645507412869132,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-200C-Furnace-Rep1,200,,,,,0.0,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,0.017462836371527776,,,,1.0,1.0,1.0,,31328.0,,,,6.203504908994,7.81592641796772,0.09474916811342593,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,0.27105824890894953,,0.6237325182564004,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,0.06776456222723738,,0.5397319955430986,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,0.0,,0.6014192426640474,,,,,,,,5.641895835477563,5.641895835477563,5.641895835477563,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,0.1581173118635539,,0.548883309318125,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,0.06776456222723738,,0.5401276903859935,,,,,,,,5.641895835477563,5.641895835477563,7.745150630773624,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,59.85511511216538
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Portlandite (CH),,,,,,,,,,15.634079763911439
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,8.05781762266201
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,7.9726820493464094
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Ettringite,,,,,,,,,,2.3879547254330715
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Other crystalline,,,,,,,,,,3.7541154169612323
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.1389903411614797
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.1992449683589834
TGA,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,0.8244104698928961,,,,,,,,,,,,,,0.17571077120053663,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-200C-Furnace-Rep2,200,,,,,0.0313017318486379,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,0.015185320818865741,,,,1.0,1.0,1.0,,33396.0,,,,6.203504908994,7.81592641796772,0.09474916811342593,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,2.197383975390111,,0.48993292722207255,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,2.3527545595086043,,0.4188766410668327,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,2.1307965821964716,,0.42640862122210577,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,2.197383975390111,,0.39600547432225147,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,0.0,,0.5225254318668953,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,C-S-H (amorphous),,,,,,,,,,59.493584650794375
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Portlandite (CH),,,,,,,,,,17.87915539976552
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.140765705247781
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Quartz (SiO2),,,,,,,,,,9.015409765321909
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Ettringite,,,,,,,,,,1.7069613529799312
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Other crystalline,,,,,,,,,,3.0954211977764645
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.467696911078623
XRD,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.2010050170353965
TGA,,Bulk,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,0.8253037631293926,,,,,,,,,,,,,,0.17481357586571744,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-200C-Furnace-Rep3,200,,,,,0.026512016156944554,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,0.07087198893229167,,,,1.0,1.0,1.0,,58229.0,,,,6.203504908994,8.947002289396496,0.25749941225405093,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,1.2571095649719113,,0.6366037502504597,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,1.6295864731117378,,0.7060590054530866,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,2.002063381251563,,0.7115468038415769,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,1.9555037677340852,,0.6570669433852285,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,0.8846326568320859,,0.7084087798275802,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,60.11657849558564
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Portlandite (CH),,,,,,,,,,17.26227992478645
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.838736958267531
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.088421554862318
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Ettringite,,,,,,,,,,2.3611302971724646
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Other crystalline,,,,,,,,,,4.091459550414732
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.2413932189108603
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.0
TGA,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,0.8229759302877648,,,,,,,,,,,,,,0.17714745103943785,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-400C-Furnace-Rep1,400,,,,,0.06633698260141171,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,0.026741310402199073,,,,1.0,1.0,1.0,,65660.0,,,,6.203504908994,10.607844179470552,0.25749941225405093,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,1.542667768479264,,0.7074592526092747,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,4.180853227617716,,0.7312094737016467,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,4.069065708162697,,0.6654897098168218,,,,,,,,5.641895835477563,5.641895835477563,11.283791670955125,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,5.1198683910398755,,0.7161137229284988,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,2.2133928852093794,,0.6872932112769324,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,61.29664555776868
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Portlandite (CH),,,,,,,,,,18.50997477051055
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.88903045458409
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,7.337563706190772
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Ettringite,,,,,,,,,,2.9253855574291743
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Other crystalline,,,,,,,,,,2.6265334262493747
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.4148665272673621
TGA,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,0.818679436807713,,,,,,,,,,,,,,0.18144773289034252,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-400C-Furnace-Rep2,400,,,,,0.09191983456206411,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,0.006943314163773148,,,,1.0,1.0,1.0,,62710.0,,,,6.203504908994,9.847450218426966,0.25749941225405093,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,3.907391131996825,,0.6865884978386437,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,3.696813166799391,,0.6863439912452695,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,3.2288621330273157,,0.6808526808107342,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,3.673415615110787,,0.6627250265775555,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,2.105779651974337,,0.6802879197529256,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,C-S-H (amorphous),,,,,,,,,,59.65598844857186
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Portlandite (CH),,,,,,,,,,17.088390232164254
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.375201041608695
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Quartz (SiO2),,,,,,,,,,8.578855361277817
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Ettringite,,,,,,,,,,3.0337491932309613
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Other crystalline,,,,,,,,,,3.157701689141449
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.0780834397511632
XRD,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,,,,,Char/Carbonaceous,,,,,,,,,,1.0320305942538013
TGA,,Bulk,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,0.8228066214639889,,,,,,,,,,,,,,0.1773153624898756,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-400C-Furnace-Rep3,400,,,,,0.08005655878830786,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,0.0455322265625,,,,1.0,1.0,1.0,,292.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,0.0,,0.8779876269865697,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,0.07025124562140128,,0.9488811671922517,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,0.0,,0.9117301754003638,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,0.0,,0.8512357585003538,,,,,,,,5.641895835477563,5.641895835477563,7.978845608028654,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,0.0,,0.9262763996115185,,,,,,,,5.641895835477563,5.641895835477563,10.981443384375787,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,74.75293565380854
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.2534106355878846
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.930283303056737
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,9.82554500857522
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Ettringite,,,,,,,,,,3.754373215997249
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Other crystalline,,,,,,,,,,3.238576125419252
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Rubber/Polymeric,,,,,,,,,,1.0719155853242592
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,,,,,Char/Carbonaceous,,,,,,,,,,0.17296047223085348
TGA,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,0.8225204046190161,,,,,,,,,,,,,,0.17760414633415028,
Rubber-Signature,,Micro,HPRC-10,C28-HPRC-10-600C-Furnace-Rep1,600,,,,,0.03158841016489744,,,,,,,,,,,,0.1,,
MicroCT,,Micro/3D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,0.01868580005787037,,,,1.0,1.0,1.0,,309.0,,,,6.203504908994,6.203504908994,0.75,,,
SEM,FOV01,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,0.0,,0.864341444439322,,,,,,,,5.641895835477563,5.641895835477563,10.679095097796436,,,,,,
SEM,FOV02,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,0.07326392529308293,,0.9096873503562074,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV03,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,0.0,,0.8204682536397382,,,,,,,,5.641895835477563,5.641895835477563,10.679095097796436,,,,,,
SEM,FOV04,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,0.07326392529308293,,0.9311468427701707,,,,,,,,5.641895835477563,5.641895835477563,9.772050238058398,,,,,,
SEM,FOV05,Micro/2D,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,0.0,,0.8881531913036785,,,,,,,,5.641895835477563,5.641895835477563,9.23408884904948,,,,,,
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,C-S-H (amorphous),,,,,,,,,,74.98171898343963
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Portlandite (CH),,,,,,,,,,0.0
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Calcite (CaCO3),,,,,,,,,,6.191048264044776
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Quartz (SiO2),,,,,,,,,,9.324102086895332
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Ettringite,,,,,,,,,,2.9879755604376244
XRD,,Bulk,HPRC-10,C28-HPRC-10-600C-Furnace-Rep2,600,,,,,,,,,Other crystalline,,,,,,,,,,3.642235048878796
