region_id,timestamp_utc,kgco2e_per_kwh
R1_NYISO_NYC,2024-06-19T05:00:00Z,0.4238
R1_NYISO_NYC,2024-06-19T06:00:00Z,0.4373
R1_NYISO_NYC,2024-06-19T07:00:00Z,0.4265
R1_NYISO_NYC,2024-06-19T08:00:00Z,0.4528
R1_NYISO_NYC,2024-06-19T09:00:00Z,0.4137
R1_NYISO_NYC,2024-06-19T10:00:00Z,0.459
R1_NYISO_NYC,2024-06-19T11:00:00Z,0.4378
R1_NYISO_NYC,2024-06-19T12:00:00Z,0.4407
R1_NYISO_NYC,2024-06-19T13:00:00Z,0.4501
R1_NYISO_NYC,2024-06-19T14:00:00Z,0.4401
R1_NYISO_NYC,2024-06-19T15:00:00Z,0.4402
R1_NYISO_NYC,2024-06-19T16:00:00Z,0.4465
R1_NYISO_NYC,2024-06-19T17:00:00Z,0.4435
R1_NYISO_NYC,2024-06-19T18:00:00Z,0.4215
R1_NYISO_NYC,2024-06-19T19:00:00Z,0.4003
R1_NYISO_NYC,2024-06-19T20:00:00Z,0.4055
R1_NYISO_NYC,2024-06-19T21:00:00Z,0.4138
R1_NYISO_NYC,2024-06-19T22:00:00Z,0.3944
R1_NYISO_NYC,2024-06-19T23:00:00Z,0.3698
R1_NYISO_NYC,2024-06-20T00:00:00Z,0.3279
R1_NYISO_NYC,2024-06-20T01:00:00Z,0.3571
R1_NYISO_NYC,2024-06-20T02:00:00Z,0.3885
R1_NYISO_NYC,2024-06-20T03:00:00Z,0.3918
R1_NYISO_NYC,2024-06-20T04:00:00Z,0.4093
R1_NYISO_NYC,2024-06-20T05:00:00Z,0.389
R1_NYISO_NYC,2024-06-20T06:00:00Z,0.4401
R1_NYISO_NYC,2024-06-20T07:00:00Z,0.4069
R1_NYISO_NYC,2024-06-20T08:00:00Z,0.4082
R1_NYISO_NYC,2024-06-20T09:00:00Z,0.4537
R1_NYISO_NYC,2024-06-20T10:00:00Z,0.4524
R1_NYISO_NYC,2024-06-20T11:00:00Z,0.4607
R1_NYISO_NYC,2024-06-20T12:00:00Z,0.4774
R1_NYISO_NYC,2024-06-20T13:00:00Z,0.4531
R1_NYISO_NYC,2024-06-20T14:00:00Z,0.44
R1_NYISO_NYC,2024-06-20T15:00:00Z,0.4495
R1_NYISO_NYC,2024-06-20T16:00:00Z,0.4232
R1_NYISO_NYC,2024-06-20T17:00:00Z,0.4252
R1_NYISO_NYC,2024-06-20T18:00:00Z,0.3979
R1_NYISO_NYC,2024-06-20T19:00:00Z,0.3906
R1_NYISO_NYC,2024-06-20T20:00:00Z,0.4068
R1_NYISO_NYC,2024-06-20T21:00:00Z,0.4005
R1_NYISO_NYC,2024-06-20T22:00:00Z,0.3789
R1_NYISO_NYC,2024-06-20T23:00:00Z,0.3738
R1_NYISO_NYC,2024-06-21T00:00:00Z,0.3204
R1_NYISO_NYC,2024-06-21T01:00:00Z,0.3672
R1_NYISO_NYC,2024-06-21T02:00:00Z,0.3926
R1_NYISO_NYC,2024-06-21T03:00:00Z,0.4056
R1_NYISO_NYC,2024-06-21T04:00:00Z,0.4006
R1_NYISO_NYC,2024-06-21T05:00:00Z,0.4354
R1_NYISO_NYC,2024-06-21T06:00:00Z,0.4127
R1_NYISO_NYC,2024-06-21T07:00:00Z,0.4041
R1_NYISO_NYC,2024-06-21T08:00:00Z,0.4441
R1_NYISO_NYC,2024-06-21T09:00:00Z,0.4696
R1_NYISO_NYC,2024-06-21T10:00:00Z,0.4717
R1_NYISO_NYC,2024-06-21T11:00:00Z,0.4581
R1_NYISO_NYC,2024-06-21T12:00:00Z,0.4705
R1_NYISO_NYC,2024-06-21T13:00:00Z,0.4678
R1_NYISO_NYC,2024-06-21T14:00:00Z,0.4644
R1_NYISO_NYC,2024-06-21T15:00:00Z,0.4448
R1_NYISO_NYC,2024-06-21T16:00:00Z,0.4085
R1_NYISO_NYC,2024-06-21T17:00:00Z,0.4194
R1_NYISO_NYC,2024-06-21T18:00:00Z,0.4501
R1_NYISO_NYC,2024-06-21T19:00:00Z,0.3996
R1_NYISO_NYC,2024-06-21T20:00:00Z,0.4243
R1_NYISO_NYC,2024-06-21T21:00:00Z,0.3841
R1_NYISO_NYC,2024-06-21T22:00:00Z,0.3583
R1_NYISO_NYC,2024-06-21T23:00:00Z,0.3826
R1_NYISO_NYC,2024-06-22T00:00:00Z,0.346
R1_NYISO_NYC,2024-06-22T01:00:00Z,0.3606
R1_NYISO_NYC,2024-06-22T02:00:00Z,0.3894
R1_NYISO_NYC,2024-06-22T03:00:00Z,0.4171
R1_NYISO_NYC,2024-06-22T04:00:00Z,0.4219
R1_NYISO_NYC,2024-06-22T05:00:00Z,0.411
R1_NYISO_NYC,2024-06-22T06:00:00Z,0.4311
R1_NYISO_NYC,2024-06-22T07:00:00Z,0.4132
R1_NYISO_NYC,2024-06-22T08:00:00Z,0.4333
R1_NYISO_NYC,2024-06-22T09:00:00Z,0.4406
R1_NYISO_NYC,2024-06-22T10:00:00Z,0.4592
R1_NYISO_NYC,2024-06-22T11:00:00Z,0.4618
R1_NYISO_NYC,2024-06-22T12:00:00Z,0.4379
R1_NYISO_NYC,2024-06-22T13:00:00Z,0.4522
R1_NYISO_NYC,2024-06-22T14:00:00Z,0.4615
R1_NYISO_NYC,2024-06-22T15:00:00Z,0.4707
R1_NYISO_NYC,2024-06-22T16:00:00Z,0.4531
R1_NYISO_NYC,2024-06-22T17:00:00Z,0.4427
R1_NYISO_NYC,2024-06-22T18:00:00Z,0.4162
R1_NYISO_NYC,2024-06-22T19:00:00Z,0.4071
R1_NYISO_NYC,2024-06-22T20:00:00Z,0.4059
R1_NYISO_NYC,2024-06-22T21:00:00Z,0.3907
R1_NYISO_NYC,2024-06-22T22:00:00Z,0.3783
R1_NYISO_NYC,2024-06-22T23:00:00Z,0.391
R1_NYISO_NYC,2024-06-23T00:00:00Z,0.3541
R1_NYISO_NYC,2024-06-23T01:00:00Z,0.3378
R1_NYISO_NYC,2024-06-23T02:00:00Z,0.3786
R1_NYISO_NYC,2024-06-23T03:00:00Z,0.3911
R1_NYISO_NYC,2024-06-23T04:00:00Z,0.3996
R1_NYISO_NYC,2024-06-23T05:00:00Z,0.4182
R1_NYISO_NYC,2024-06-23T06:00:00Z,0.4196
R1_NYISO_NYC,2024-06-23T07:00:00Z,0.4271
R1_NYISO_NYC,2024-06-23T08:00:00Z,0.4444
R1_NYISO_NYC,2024-06-23T09:00:00Z,0.4253
R1_NYISO_NYC,2024-06-23T10:00:00Z,0.4347
R1_NYISO_NYC,2024-06-23T11:00:00Z,0.4264
R1_NYISO_NYC,2024-06-23T12:00:00Z,0.4329
R1_NYISO_NYC,2024-06-23T13:00:00Z,0.443
R1_NYISO_NYC,2024-06-23T14:00:00Z,0.4468
R1_NYISO_NYC,2024-06-23T15:00:00Z,0.4389
R1_NYISO_NYC,2024-06-23T16:00:00Z,0.4259
R1_NYISO_NYC,2024-06-23T17:00:00Z,0.4629
R1_NYISO_NYC,2024-06-23T18:00:00Z,0.4323
R1_NYISO_NYC,2024-06-23T19:00:00Z,0.4214
R1_NYISO_NYC,2024-06-23T20:00:00Z,0.4101
R1_NYISO_NYC,2024-06-23T21:00:00Z,0.3954
R1_NYISO_NYC,2024-06-23T22:00:00Z,0.3724
R1_NYISO_NYC,2024-06-23T23:00:00Z,0.3689
R1_NYISO_NYC,2024-06-24T00:00:00Z,0.343
R1_NYISO_NYC,2024-06-24T01:00:00Z,0.3622
R1_NYISO_NYC,2024-06-24T02:00:00Z,0.3906
R1_NYISO_NYC,2024-06-24T03:00:00Z,0.3632
R1_NYISO_NYC,2024-06-24T04:00:00Z,0.4341
R1_NYISO_NYC,2024-06-24T05:00:00Z,0.4062
R1_NYISO_NYC,2024-06-24T06:00:00Z,0.4212
R1_NYISO_NYC,2024-06-24T07:00:00Z,0.4395
R1_NYISO_NYC,2024-06-24T08:00:00Z,0.4454
R1_NYISO_NYC,2024-06-24T09:00:00Z,0.4649
R1_NYISO_NYC,2024-06-24T10:00:00Z,0.4361
R1_NYISO_NYC,2024-06-24T11:00:00Z,0.4439
R1_NYISO_NYC,2024-06-24T12:00:00Z,0.4459
R1_NYISO_NYC,2024-06-24T13:00:00Z,0.4467
R1_NYISO_NYC,2024-06-24T14:00:00Z,0.4606
R1_NYISO_NYC,2024-06-24T15:00:00Z,0.4165
R1_NYISO_NYC,2024-06-24T16:00:00Z,0.4225
R1_NYISO_NYC,2024-06-24T17:00:00Z,0.4173
R1_NYISO_NYC,2024-06-24T18:00:00Z,0.4239
R1_NYISO_NYC,2024-06-24T19:00:00Z,0.4247
R1_NYISO_NYC,2024-06-24T20:00:00Z,0.4027
R1_NYISO_NYC,2024-06-24T21:00:00Z,0.4098
R1_NYISO_NYC,2024-06-24T22:00:00Z,0.3536
R1_NYISO_NYC,2024-06-24T23:00:00Z,0.3799
R1_NYISO_NYC,2024-06-25T00:00:00Z,0.3736
R1_NYISO_NYC,2024-06-25T01:00:00Z,0.3392
R1_NYISO_NYC,2024-06-25T02:00:00Z,0.3516
R1_NYISO_NYC,2024-06-25T03:00:00Z,0.4104
R1_NYISO_NYC,2024-06-25T04:00:00Z,0.3835
R1_NYISO_NYC,2024-06-25T05:00:00Z,0.4141
R1_NYISO_NYC,2024-06-25T06:00:00Z,0.4052
R1_NYISO_NYC,2024-06-25T07:00:00Z,0.4504
R1_NYISO_NYC,2024-06-25T08:00:00Z,0.4237
R1_NYISO_NYC,2024-06-25T09:00:00Z,0.4389
R1_NYISO_NYC,2024-06-25T10:00:00Z,0.4426
R1_NYISO_NYC,2024-06-25T11:00:00Z,0.4354
R1_NYISO_NYC,2024-06-25T12:00:00Z,0.4592
R1_NYISO_NYC,2024-06-25T13:00:00Z,0.4626
R1_NYISO_NYC,2024-06-25T14:00:00Z,0.442
R1_NYISO_NYC,2024-06-25T15:00:00Z,0.4556
R1_NYISO_NYC,2024-06-25T16:00:00Z,0.4371
R1_NYISO_NYC,2024-06-25T17:00:00Z,0.4405
R1_NYISO_NYC,2024-06-25T18:00:00Z,0.4324
R1_NYISO_NYC,2024-06-25T19:00:00Z,0.4211
R1_NYISO_NYC,2024-06-25T20:00:00Z,0.3934
R1_NYISO_NYC,2024-06-25T21:00:00Z,0.4045
R1_NYISO_NYC,2024-06-25T22:00:00Z,0.3742
R1_NYISO_NYC,2024-06-25T23:00:00Z,0.3505
R1_NYISO_NYC,2024-06-26T00:00:00Z,0.3395
R1_NYISO_NYC,2024-06-26T01:00:00Z,0.3752
R1_NYISO_NYC,2024-06-26T02:00:00Z,0.3646
R1_NYISO_NYC,2024-06-26T03:00:00Z,0.424
R1_NYISO_NYC,2024-06-26T04:00:00Z,0.3899
R1_NYISO_NYC,2024-06-26T05:00:00Z,0.407
R1_NYISO_NYC,2024-06-26T06:00:00Z,0.3995
R1_NYISO_NYC,2024-06-26T07:00:00Z,0.4249
R1_NYISO_NYC,2024-06-26T08:00:00Z,0.4382
R1_NYISO_NYC,2024-06-26T09:00:00Z,0.4374
R1_NYISO_NYC,2024-06-26T10:00:00Z,0.4392
R1_NYISO_NYC,2024-06-26T11:00:00Z,0.4375
R1_NYISO_NYC,2024-06-26T12:00:00Z,0.4475
R1_NYISO_NYC,2024-06-26T13:00:00Z,0.4749
R1_NYISO_NYC,2024-06-26T14:00:00Z,0.4481
R1_NYISO_NYC,2024-06-26T15:00:00Z,0.4627
R1_NYISO_NYC,2024-06-26T16:00:00Z,0.446
R1_NYISO_NYC,2024-06-26T17:00:00Z,0.4136
R1_NYISO_NYC,2024-06-26T18:00:00Z,0.434
R1_NYISO_NYC,2024-06-26T19:00:00Z,0.4105
R1_NYISO_NYC,2024-06-26T20:00:00Z,0.3786
R1_NYISO_NYC,2024-06-26T21:00:00Z,0.3768
R1_NYISO_NYC,2024-06-26T22:00:00Z,0.3561
R1_NYISO_NYC,2024-06-26T23:00:00Z,0.3632
R1_NYISO_NYC,2024-06-27T00:00:00Z,0.3511
R1_NYISO_NYC,2024-06-27T01:00:00Z,0.3518
R1_NYISO_NYC,2024-06-27T02:00:00Z,0.3686
R1_NYISO_NYC,2024-06-27T03:00:00Z,0.4207
R1_NYISO_NYC,2024-06-27T04:00:00Z,0.4128
R1_NYISO_NYC,2024-06-27T05:00:00Z,0.4195
R1_NYISO_NYC,2024-06-27T06:00:00Z,0.4297
R1_NYISO_NYC,2024-06-27T07:00:00Z,0.4308
R1_NYISO_NYC,2024-06-27T08:00:00Z,0.4285
R1_NYISO_NYC,2024-06-27T09:00:00Z,0.4669
R1_NYISO_NYC,2024-06-27T10:00:00Z,0.449
R1_NYISO_NYC,2024-06-27T11:00:00Z,0.4525
R1_NYISO_NYC,2024-06-27T12:00:00Z,0.4591
R1_NYISO_NYC,2024-06-27T13:00:00Z,0.4448
R1_NYISO_NYC,2024-06-27T14:00:00Z,0.4538
R1_NYISO_NYC,2024-06-27T15:00:00Z,0.4591
R1_NYISO_NYC,2024-06-27T16:00:00Z,0.4432
R1_NYISO_NYC,2024-06-27T17:00:00Z,0.4198
R1_NYISO_NYC,2024-06-27T18:00:00Z,0.4164
R1_NYISO_NYC,2024-06-27T19:00:00Z,0.4341
R1_NYISO_NYC,2024-06-27T20:00:00Z,0.3998
R1_NYISO_NYC,2024-06-27T21:00:00Z,0.3933
R1_NYISO_NYC,2024-06-27T22:00:00Z,0.3866
R1_NYISO_NYC,2024-06-27T23:00:00Z,0.3545
R1_NYISO_NYC,2024-06-28T00:00:00Z,0.333
R1_NYISO_NYC,2024-06-28T01:00:00Z,0.3456
R1_NYISO_NYC,2024-06-28T02:00:00Z,0.3774
R1_NYISO_NYC,2024-06-28T03:00:00Z,0.3839
R1_NYISO_NYC,2024-06-28T04:00:00Z,0.4075
R1_NYISO_NYC,2024-06-28T05:00:00Z,0.3985
R1_NYISO_NYC,2024-06-28T06:00:00Z,0.399
R1_NYISO_NYC,2024-06-28T07:00:00Z,0.4503
R1_NYISO_NYC,2024-06-28T08:00:00Z,0.4625
R1_NYISO_NYC,2024-06-28T09:00:00Z,0.4305
R1_NYISO_NYC,2024-06-28T10:00:00Z,0.464
R1_NYISO_NYC,2024-06-28T11:00:00Z,0.4263
R1_NYISO_NYC,2024-06-28T12:00:00Z,0.4779
R1_NYISO_NYC,2024-06-28T13:00:00Z,0.4687
R1_NYISO_NYC,2024-06-28T14:00:00Z,0.4356
R1_NYISO_NYC,2024-06-28T15:00:00Z,0.4471
R1_NYISO_NYC,2024-06-28T16:00:00Z,0.4362
R1_NYISO_NYC,2024-06-28T17:00:00Z,0.4302
R1_NYISO_NYC,2024-06-28T18:00:00Z,0.4227
R1_NYISO_NYC,2024-06-28T19:00:00Z,0.3942
R1_NYISO_NYC,2024-06-28T20:00:00Z,0.4064
R1_NYISO_NYC,2024-06-28T21:00:00Z,0.3947
R1_NYISO_NYC,2024-06-28T22:00:00Z,0.3988
R1_NYISO_NYC,2024-06-28T23:00:00Z,0.3384
R1_NYISO_NYC,2024-06-29T00:00:00Z,0.3347
R1_NYISO_NYC,2024-06-29T01:00:00Z,0.3457
R1_NYISO_NYC,2024-06-29T02:00:00Z,0.3824
R1_NYISO_NYC,2024-06-29T03:00:00Z,0.3667
R1_NYISO_NYC,2024-06-29T04:00:00Z,0.4281
R1_NYISO_NYC,2024-06-29T05:00:00Z,0.4122
R1_NYISO_NYC,2024-06-29T06:00:00Z,0.4325
R1_NYISO_NYC,2024-06-29T07:00:00Z,0.4289
R1_NYISO_NYC,2024-06-29T08:00:00Z,0.4403
R1_NYISO_NYC,2024-06-29T09:00:00Z,0.4429
R1_NYISO_NYC,2024-06-29T10:00:00Z,0.4412
R1_NYISO_NYC,2024-06-29T11:00:00Z,0.4372
R1_NYISO_NYC,2024-06-29T12:00:00Z,0.4523
R1_NYISO_NYC,2024-06-29T13:00:00Z,0.4553
R1_NYISO_NYC,2024-06-29T14:00:00Z,0.4346
R1_NYISO_NYC,2024-06-29T15:00:00Z,0.4567
R1_NYISO_NYC,2024-06-29T16:00:00Z,0.446
R1_NYISO_NYC,2024-06-29T17:00:00Z,0.4334
R1_NYISO_NYC,2024-06-29T18:00:00Z,0.4228
R1_NYISO_NYC,2024-06-29T19:00:00Z,0.4117
R1_NYISO_NYC,2024-06-29T20:00:00Z,0.3936
R1_NYISO_NYC,2024-06-29T21:00:00Z,0.3967
R1_NYISO_NYC,2024-06-29T22:00:00Z,0.3794
R1_NYISO_NYC,2024-06-29T23:00:00Z,0.3814
R1_NYISO_NYC,2024-06-30T00:00:00Z,0.3427
R1_NYISO_NYC,2024-06-30T01:00:00Z,0.384
R1_NYISO_NYC,2024-06-30T02:00:00Z,0.3574
R1_NYISO_NYC,2024-06-30T03:00:00Z,0.3707
R1_NYISO_NYC,2024-06-30T04:00:00Z,0.4372
R1_NYISO_NYC,2024-06-30T05:00:00Z,0.4066
R1_NYISO_NYC,2024-06-30T06:00:00Z,0.417
R1_NYISO_NYC,2024-06-30T07:00:00Z,0.4261
R1_NYISO_NYC,2024-06-30T08:00:00Z,0.4343
R1_NYISO_NYC,2024-06-30T09:00:00Z,0.4512
R1_NYISO_NYC,2024-06-30T10:00:00Z,0.4356
R1_NYISO_NYC,2024-06-30T11:00:00Z,0.4424
R1_NYISO_NYC,2024-06-30T12:00:00Z,0.4681
R1_NYISO_NYC,2024-06-30T13:00:00Z,0.4264
R1_NYISO_NYC,2024-06-30T14:00:00Z,0.4384
R1_NYISO_NYC,2024-06-30T15:00:00Z,0.445
R1_NYISO_NYC,2024-06-30T16:00:00Z,0.4322
R1_NYISO_NYC,2024-06-30T17:00:00Z,0.44
R1_NYISO_NYC,2024-06-30T18:00:00Z,0.4141
R1_NYISO_NYC,2024-06-30T19:00:00Z,0.4245
R1_NYISO_NYC,2024-06-30T20:00:00Z,0.4178
R1_NYISO_NYC,2024-06-30T21:00:00Z,0.3877
R1_NYISO_NYC,2024-06-30T22:00:00Z,0.404
R1_NYISO_NYC,2024-06-30T23:00:00Z,0.37
R2_CAISO_LA,2024-06-01T00:00:00Z,0.2448
R2_CAISO_LA,2024-06-01T01:00:00Z,0.2895
R2_CAISO_LA,2024-06-01T02:00:00Z,0.2849
R2_CAISO_LA,2024-06-01T03:00:00Z,0.3075
R2_CAISO_LA,2024-06-01T04:00:00Z,0.2892
R2_CAISO_LA,2024-06-01T05:00:00Z,0.3159
R2_CAISO_LA,2024-06-01T06:00:00Z,0.3436
R2_CAISO_LA,2024-06-01T07:00:00Z,0.3253
R2_CAISO_LA,2024-06-01T08:00:00Z,0.3539
R2_CAISO_LA,2024-06-01T09:00:00Z,0.3161
R2_CAISO_LA,2024-06-01T10:00:00Z,0.3306
R2_CAISO_LA,2024-06-01T11:00:00Z,0.3465
R2_CAISO_LA,2024-06-01T12:00:00Z,0.3487
R2_CAISO_LA,2024-06-01T13:00:00Z,0.33
R2_CAISO_LA,2024-06-01T14:00:00Z,0.371
R2_CAISO_LA,2024-06-01T15:00:00Z,0.3615
R2_CAISO_LA,2024-06-01T16:00:00Z,0.3356
R2_CAISO_LA,2024-06-01T17:00:00Z,0.3425
R2_CAISO_LA,2024-06-01T18:00:00Z,0.3442
R2_CAISO_LA,2024-06-01T19:00:00Z,0.3149
R2_CAISO_LA,2024-06-01T20:00:00Z,0.296
R2_CAISO_LA,2024-06-01T21:00:00Z,0.2841
R2_CAISO_LA,2024-06-01T22:00:00Z,0.284
R2_CAISO_LA,2024-06-01T23:00:00Z,0.2737
R2_CAISO_LA,2024-06-02T00:00:00Z,0.2566
R2_CAISO_LA,2024-06-02T01:00:00Z,0.2752
R2_CAISO_LA,2024-06-02T02:00:00Z,0.2693
R2_CAISO_LA,2024-06-02T03:00:00Z,0.2832
R2_CAISO_LA,2024-06-02T04:00:00Z,0.2884
R2_CAISO_LA,2024-06-02T05:00:00Z,0.302
R2_CAISO_LA,2024-06-02T06:00:00Z,0.3003
R2_CAISO_LA,2024-06-02T07:00:00Z,0.3387
R2_CAISO_LA,2024-06-02T08:00:00Z,0.3396
R2_CAISO_LA,2024-06-02T09:00:00Z,0.3356
R2_CAISO_LA,2024-06-02T10:00:00Z,0.3356
R2_CAISO_LA,2024-06-02T11:00:00Z,0.3221
R2_CAISO_LA,2024-06-02T12:00:00Z,0.3393
R2_CAISO_LA,2024-06-02T13:00:00Z,0.3328
R2_CAISO_LA,2024-06-02T14:00:00Z,0.3555
R2_CAISO_LA,2024-06-02T15:00:00Z,0.318
R2_CAISO_LA,2024-06-02T16:00:00Z,0.3409
R2_CAISO_LA,2024-06-02T17:00:00Z,0.3296
R2_CAISO_LA,2024-06-02T18:00:00Z,0.3367
R2_CAISO_LA,2024-06-02T19:00:00Z,0.293
R2_CAISO_LA,2024-06-02T20:00:00Z,0.3113
R2_CAISO_LA,2024-06-02T21:00:00Z,0.2984
R2_CAISO_LA,2024-06-02T22:00:00Z,0.2851
R2_CAISO_LA,2024-06-02T23:00:00Z,0.2545
R2_CAISO_LA,2024-06-03T00:00:00Z,0.2395
R2_CAISO_LA,2024-06-03T01:00:00Z,0.2728
R2_CAISO_LA,2024-06-03T02:00:00Z,0.2999
R2_CAISO_LA,2024-06-03T03:00:00Z,0.2808
R2_CAISO_LA,2024-06-03T04:00:00Z,0.2969
R2_CAISO_LA,2024-06-03T05:00:00Z,0.3002
R2_CAISO_LA,2024-06-03T06:00:00Z,0.3459
R2_CAISO_LA,2024-06-03T07:00:00Z,0.3038
R2_CAISO_LA,2024-06-03T08:00:00Z,0.3696
R2_CAISO_LA,2024-06-03T09:00:00Z,0.3681
R2_CAISO_LA,2024-06-03T10:00:00Z,0.3336
R2_CAISO_LA,2024-06-03T11:00:00Z,0.3323
R2_CAISO_LA,2024-06-03T12:00:00Z,0.3222
R2_CAISO_LA,2024-06-03T13:00:00Z,0.3419
R2_CAISO_LA,2024-06-03T14:00:00Z,0.3409
R2_CAISO_LA,2024-06-03T15:00:00Z,0.35
R2_CAISO_LA,2024-06-03T16:00:00Z,0.3305
R2_CAISO_LA,2024-06-03T17:00:00Z,0.3159
R2_CAISO_LA,2024-06-03T18:00:00Z,0.3178
R2_CAISO_LA,2024-06-03T19:00:00Z,0.2963
R2_CAISO_LA,2024-06-03T20:00:00Z,0.3207
R2_CAISO_LA,2024-06-03T21:00:00Z,0.2805
R2_CAISO_LA,2024-06-03T22:00:00Z,0.2575
R2_CAISO_LA,2024-06-03T23:00:00Z,0.2674
R2_CAISO_LA,2024-06-04T00:00:00Z,0.2673
R2_CAISO_LA,2024-06-04T01:00:00Z,0.2578
R2_CAISO_LA,2024-06-04T02:00:00Z,0.2785
R2_CAISO_LA,2024-06-04T03:00:00Z,0.3033
R2_CAISO_LA,2024-06-04T04:00:00Z,0.284
R2_CAISO_LA,2024-06-04T05:00:00Z,0.3316
R2_CAISO_LA,2024-06-04T06:00:00Z,0.3125
R2_CAISO_LA,2024-06-04T07:00:00Z,0.3437
R2_CAISO_LA,2024-06-04T08:00:00Z,0.3122
R2_CAISO_LA,2024-06-04T09:00:00Z,0.3399
R2_CAISO_LA,2024-06-04T10:00:00Z,0.3327
R2_CAISO_LA,2024-06-04T11:00:00Z,0.3387
R2_CAISO_LA,2024-06-04T12:00:00Z,0.3471
R2_CAISO_LA,2024-06-04T13:00:00Z,0.3685
R2_CAISO_LA,2024-06-04T14:00:00Z,0.3635
R2_CAISO_LA,2024-06-04T15:00:00Z,0.3706
R2_CAISO_LA,2024-06-04T16:00:00Z,0.3374
R2_CAISO_LA,2024-06-04T17:00:00Z,0.3282
R2_CAISO_LA,2024-06-04T18:00:00Z,0.323
R2_CAISO_LA,2024-06-04T19:00:00Z,0.3099
R2_CAISO_LA,2024-06-04T20:00:00Z,0.3147
R2_CAISO_LA,2024-06-04T21:00:00Z,0.302
R2_CAISO_LA,2024-06-04T22:00:00Z,0.2619
R2_CAISO_LA,2024-06-04T23:00:00Z,0.2662
R2_CAISO_LA,2024-06-05T00:00:00Z,0.2613
R2_CAISO_LA,2024-06-05T01:00:00Z,0.2589
R2_CAISO_LA,2024-06-05T02:00:00Z,0.2673
R2_CAISO_LA,2024-06-05T03:00:00Z,0.3166
R2_CAISO_LA,2024-06-05T04:00:00Z,0.3041
R2_CAISO_LA,2024-06-05T05:00:00Z,0.306
R2_CAISO_LA,2024-06-05T06:00:00Z,0.3591
R2_CAISO_LA,2024-06-05T07:00:00Z,0.3314
R2_CAISO_LA,2024-06-05T08:00:00Z,0.3501
R2_CAISO_LA,2024-06-05T09:00:00Z,0.3595
R2_CAISO_LA,2024-06-05T10:00:00Z,0.3265
R2_CAISO_LA,2024-06-05T11:00:00Z,0.3713
R2_CAISO_LA,2024-06-05T12:00:00Z,0.372
R2_CAISO_LA,2024-06-05T13:00:00Z,0.3432
R2_CAISO_LA,2024-06-05T14:00:00Z,0.358
R2_CAISO_LA,2024-06-05T15:00:00Z,0.3725
R2_CAISO_LA,2024-06-05T16:00:00Z,0.3382
R2_CAISO_LA,2024-06-05T17:00:00Z,0.3075
R2_CAISO_LA,2024-06-05T18:00:00Z,0.3389
R2_CAISO_LA,2024-06-05T19:00:00Z,0.3087
R2_CAISO_LA,2024-06-05T20:00:00Z,0.2868
R2_CAISO_LA,2024-06-05T21:00:00Z,0.297
R2_CAISO_LA,2024-06-05T22:00:00Z,0.2874
R2_CAISO_LA,2024-06-05T23:00:00Z,0.2692
R2_CAISO_LA,2024-06-06T00:00:00Z,0.2547
R2_CAISO_LA,2024-06-06T01:00:00Z,0.2798
R2_CAISO_LA,2024-06-06T02:00:00Z,0.2569
R2_CAISO_LA,2024-06-06T03:00:00Z,0.283
R2_CAISO_LA,2024-06-06T04:00:00Z,0.2793
R2_CAISO_LA,2024-06-06T05:00:00Z,0.3198
R2_CAISO_LA,2024-06-06T06:00:00Z,0.3523
R2_CAISO_LA,2024-06-06T07:00:00Z,0.3281
R2_CAISO_LA,2024-06-06T08:00:00Z,0.3693
R2_CAISO_LA,2024-06-06T09:00:00Z,0.3381
R2_CAISO_LA,2024-06-06T10:00:00Z,0.3379
R2_CAISO_LA,2024-06-06T11:00:00Z,0.3318
R2_CAISO_LA,2024-06-06T12:00:00Z,0.3558
R2_CAISO_LA,2024-06-06T13:00:00Z,0.3452
R2_CAISO_LA,2024-06-06T14:00:00Z,0.3597
R2_CAISO_LA,2024-06-06T15:00:00Z,0.356
R2_CAISO_LA,2024-06-06T16:00:00Z,0.351
R2_CAISO_LA,2024-06-06T17:00:00Z,0.3405
R2_CAISO_LA,2024-06-06T18:00:00Z,0.3216
R2_CAISO_LA,2024-06-06T19:00:00Z,0.3136
R2_CAISO_LA,2024-06-06T20:00:00Z,0.3167
R2_CAISO_LA,2024-06-06T21:00:00Z,0.2983
R2_CAISO_LA,2024-06-06T22:00:00Z,0.2563
R2_CAISO_LA,2024-06-06T23:00:00Z,0.256
R2_CAISO_LA,2024-06-07T00:00:00Z,0.2619
R2_CAISO_LA,2024-06-07T01:00:00Z,0.2663
R2_CAISO_LA,2024-06-07T02:00:00Z,0.2632
R2_CAISO_LA,2024-06-07T03:00:00Z,0.2893
R2_CAISO_LA,2024-06-07T04:00:00Z,0.3103
R2_CAISO_LA,2024-06-07T05:00:00Z,0.3089
R2_CAISO_LA,2024-06-07T06:00:00Z,0.3484
R2_CAISO_LA,2024-06-07T07:00:00Z,0.3155
R2_CAISO_LA,2024-06-07T08:00:00Z,0.3273
R2_CAISO_LA,2024-06-07T09:00:00Z,0.3537
R2_CAISO_LA,2024-06-07T10:00:00Z,0.3339
R2_CAISO_LA,2024-06-07T11:00:00Z,0.3451
R2_CAISO_LA,2024-06-07T12:00:00Z,0.3752
R2_CAISO_LA,2024-06-07T13:00:00Z,0.3467
R2_CAISO_LA,2024-06-07T14:00:00Z,0.3303
R2_CAISO_LA,2024-06-07T15:00:00Z,0.339
