element_id,n0,n1,n2,n3,n4,n5,n6,n7
2627,2836,2837,2862,2861,3461,3462,3487,3486
2628,2837,2838,2863,2862,3462,3463,3488,3487
2629,2838,2839,2864,2863,3463,3464,3489,3488
2630,2839,2840,2865,2864,3464,3465,3490,3489
2631,2840,2841,2866,2865,3465,3466,3491,3490
2632,2841,2842,2867,2866,3466,3467,3492,3491
2633,2842,2843,2868,2867,3467,3468,3493,3492
2634,2843,2844,2869,2868,3468,3469,3494,3493
2635,2844,2845,2870,2869,3469,3470,3495,3494
2636,2845,2846,2871,2870,3470,3471,3496,3495
2637,2846,2847,2872,2871,3471,3472,3497,3496
2638,2847,2848,2873,2872,3472,3473,3498,3497
2639,2848,2849,2874,2873,3473,3474,3499,3498
2640,2850,2851,2876,2875,3475,3476,3501,3500
2641,2851,2852,2877,2876,3476,3477,3502,3501
2642,2852,2853,2878,2877,3477,3478,3503,3502
2643,2853,2854,2879,2878,3478,3479,3504,3503
2644,2854,2855,2880,2879,3479,3480,3505,3504
2645,2855,2856,2881,2880,3480,3481,3506,3505
2646,2856,2857,2882,2881,3481,3482,3507,3506
2647,2857,2858,2883,2882,3482,3483,3508,3507
2648,2858,2859,2884,2883,3483,3484,3509,3508
2649,2859,2860,2885,2884,3484,3485,3510,3509
2650,2860,2861,2886,2885,3485,3486,3511,3510
2651,2861,2862,2887,2886,3486,3487,3512,3511
2652,2862,2863,2888,2887,3487,3488,3513,3512
2653,2863,2864,2889,2888,3488,3489,3514,3513
2654,2864,2865,2890,2889,3489,3490,3515,3514
2655,2865,2866,2891,2890,3490,3491,3516,3515
2656,2866,2867,2892,2891,3491,3492,3517,3516
2657,2867,2868,2893,2892,3492,3493,3518,3517
2658,2868,2869,2894,2893,3493,3494,3519,3518
2659,2869,2870,2895,2894,3494,3495,3520,3519
2660,2870,2871,2896,2895,3495,3496,3521,3520
2661,2871,2872,2897,2896,3496,3497,3522,3521
2662,2872,2873,2898,2897,3497,3498,3523,3522
2663,2873,2874,2899,2898,3498,3499,3524,3523
2664,2875,2876,2901,2900,3500,3501,3526,3525
2665,2876,2877,2902,2901,3501,3502,3527,3526
2666,2877,2878,2903,2902,3502,3503,3528,3527
2667,2878,2879,2904,2903,3503,3504,3529,3528
2668,2879,2880,2905,2904,3504,3505,3530,3529
2669,2880,2881,2906,2905,3505,3506,3531,3530
2670,2881,2882,2907,2906,3506,3507,3532,3531
2671,2882,2883,2908,2907,3507,3508,3533,3532
2672,2883,2884,2909,2908,3508,3509,3534,3533
2673,2884,2885,2910,2909,3509,3510,3535,3534
2674,2885,2886,2911,2910,3510,3511,3536,3535
2675,2886,2887,2912,2911,3511,3512,3537,3536
2676,2887,2888,2913,2912,3512,3513,3538,3537
2677,2888,2889,2914,2913,3513,3514,3539,3538
2678,2889,2890,2915,2914,3514,3515,3540,3539
2679,2890,2891,2916,2915,3515,3516,3541,3540
2680,2891,2892,2917,2916,3516,3517,3542,3541
2681,2892,2893,2918,2917,3517,3518,3543,3542
2682,2893,2894,2919,2918,3518,3519,3544,3543
2683,2894,2895,2920,2919,3519,3520,3545,3544
2684,2895,2896,2921,2920,3520,3521,3546,3545
2685,2896,2897,2922,2921,3521,3522,3547,3546
2686,2897,2898,2923,2922,3522,3523,3548,3547
2687,2898,2899,2924,2923,3523,3524,3549,3548
2688,2900,2901,2926,2925,3525,3526,3551,3550
2689,2901,2902,2927,2926,3526,3527,3552,3551
2690,2902,2903,2928,2927,3527,3528,3553,3552
2691,2903,2904,2929,2928,3528,3529,3554,3553
2692,2904,2905,2930,2929,3529,3530,3555,3554
2693,2905,2906,2931,2930,3530,3531,3556,3555
2694,2906,2907,2932,2931,3531,3532,3557,3556
2695,2907,2908,2933,2932,3532,3533,3558,3557
2696,2908,2909,2934,2933,3533,3534,3559,3558
2697,2909,2910,2935,2934,3534,3535,3560,3559
2698,2910,2911,2936,2935,3535,3536,3561,3560
2699,2911,2912,2937,2936,3536,3537,3562,3561
2700,2912,2913,2938,2937,3537,3538,3563,3562
2701,2913,2914,2939,2938,3538,3539,3564,3563
2702,2914,2915,2940,2939,3539,3540,3565,3564
2703,2915,2916,2941,2940,3540,3541,3566,3565
2704,2916,2917,2942,2941,3541,3542,3567,3566
2705,2917,2918,2943,2942,3542,3543,3568,3567
2706,2918,2919,2944,2943,3543,3544,3569,3568
2707,2919,2920,2945,2944,3544,3545,3570,3569
2708,2920,2921,2946,2945,3545,3546,3571,3570
2709,2921,2922,2947,2946,3546,3547,3572,3571
2710,2922,2923,2948,2947,3547,3548,3573,3572
2711,2923,2924,2949,2948,3548,3549,3574,3573
2712,2925,2926,2951,2950,3550,3551,3576,3575
2713,2926,2927,2952,2951,3551,3552,3577,3576
2714,2927,2928,2953,2952,3552,3553,3578,3577
2715,2928,2929,2954,2953,3553,3554,3579,3578
2716,2929,2930,2955,2954,3554,3555,3580,3579
2717,2930,2931,2956,2955,3555,3556,3581,3580
2718,2931,2932,2957,2956,3556,3557,3582,3581
2719,2932,2933,2958,2957,3557,3558,3583,3582
2720,2933,2934,2959,2958,3558,3559,3584,3583
2721,2934,2935,2960,2959,3559,3560,3585,3584
2722,2935,2936,2961,2960,3560,3561,3586,3585
2723,2936,2937,2962,2961,3561,3562,3587,3586
2724,2937,2938,2963,2962,3562,3563,3588,3587
2725,2938,2939,2964,2963,3563,3564,3589,3588
2726,2939,2940,2965,2964,3564,3565,3590,3589
2727,2940,2941,2966,2965,3565,3566,3591,3590
2728,2941,2942,2967,2966,3566,3567,3592,3591
2729,2942,2943,2968,2967,3567,3568,3593,3592
2730,2943,2944,2969,2968,3568,3569,3594,3593
2731,2944,2945,2970,2969,3569,3570,3595,3594
2732,2945,2946,2971,2970,3570,3571,3596,3595
2733,2946,2947,2972,2971,3571,3572,3597,3596
2734,2947,2948,2973,2972,3572,3573,3598,3597
2735,2948,2949,2974,2973,3573,3574,3599,3598
2736,2950,2951,2976,2975,3575,3576,3601,3600
2737,2951,2952,2977,2976,3576,3577,3602,3601
2738,2952,2953,2978,2977,3577,3578,3603,3602
2739,2953,2954,2979,2978,3578,3579,3604,3603
2740,2954,2955,2980,2979,3579,3580,3605,3604
2741,2955,2956,2981,2980,3580,3581,3606,3605
2742,2956,2957,2982,2981,3581,3582,3607,3606
2743,2957,2958,2983,2982,3582,3583,3608,3607
2744,2958,2959,2984,2983,3583,3584,3609,3608
2745,2959,2960,2985,2984,3584,3585,3610,3609
2746,2960,2961,2986,2985,3585,3586,3611,3610
2747,2961,2962,2987,2986,3586,3587,3612,3611
2748,2962,2963,2988,2987,3587,3588,3613,3612
2749,2963,2964,2989,2988,3588,3589,3614,3613
2750,2964,2965,2990,2989,3589,3590,3615,3614
2751,2965,2966,2991,2990,3590,3591,3616,3615
2752,2966,2967,2992,2991,3591,3592,3617,3616
2753,2967,2968,2993,2992,3592,3593,3618,3617
2754,2968,2969,2994,2993,3593,3594,3619,3618
2755,2969,2970,2995,2994,3594,3595,3620,3619
2756,2970,2971,2996,2995,3595,3596,3621,3620
2757,2971,2972,2997,2996,3596,3597,3622,3621
2758,2972,2973,2998,2997,3597,3598,3623,3622
2759,2973,2974,2999,2998,3598,3599,3624,3623
2760,2975,2976,3001,3000,3600,3601,3626,3625
2761,2976,2977,3002,3001,3601,3602,3627,3626
2762,2977,2978,3003,3002,3602,3603,3628,3627
2763,2978,2979,3004,3003,3603,3604,3629,3628
2764,2979,2980,3005,3004,3604,3605,3630,3629
2765,2980,2981,3006,3005,3605,3606,3631,3630
2766,2981,2982,3007,3006,3606,3607,3632,3631
2767,2982,2983,3008,3007,3607,3608,3633,3632
2768,2983,2984,3009,3008,3608,3609,3634,3633
2769,2984,2985,3010,3009,3609,3610,3635,3634
2770,2985,2986,3011,3010,3610,3611,3636,3635
2771,2986,2987,3012,3011,3611,3612,3637,3636
2772,2987,2988,3013,3012,3612,3613,3638,3637
2773,2988,2989,3014,3013,3613,3614,3639,3638
2774,2989,2990,3015,3014,3614,3615,3640,3639
2775,2990,2991,3016,3015,3615,3616,3641,3640
2776,2991,2992,3017,3016,3616,3617,3642,3641
2777,2992,2993,3018,3017,3617,3618,3643,3642
2778,2993,2994,3019,3018,3618,3619,3644,3643
2779,2994,2995,3020,3019,3619,3620,3645,3644
2780,2995,2996,3021,3020,3620,3621,3646,3645
2781,2996,2997,3022,3021,3621,3622,3647,3646
2782,2997,2998,3023,3022,3622,3623,3648,3647
2783,2998,2999,3024,3023,3623,3624,3649,3648
2784,3000,3001,3026,3025,3625,3626,3651,3650
2785,3001,3002,3027,3026,3626,3627,3652,3651
2786,3002,3003,3028,3027,3627,3628,3653,3652
2787,3003,3004,3029,3028,3628,3629,3654,3653
2788,3004,3005,3030,3029,3629,3630,3655,3654
2789,3005,3006,3031,3030,3630,3631,3656,3655
2790,3006,3007,3032,3031,3631,3632,3657,3656
2791,3007,3008,3033,3032,3632,3633,3658,3657
2792,3008,3009,3034,3033,3633,3634,3659,3658
2793,3009,3010,3035,3034,3634,3635,3660,3659
2794,3010,3011,3036,3035,3635,3636,3661,3660
2795,3011,3012,3037,3036,3636,3637,3662,3661
2796,3012,3013,3038,3037,3637,3638,3663,3662
2797,3013,3014,3039,3038,3638,3639,3664,3663
2798,3014,3015,3040,3039,3639,3640,3665,3664
2799,3015,3016,3041,3040,3640,3641,3666,3665
2800,3016,3017,3042,3041,3641,3642,3667,3666
2801,3017,3018,3043,3042,3642,3643,3668,3667
2802,3018,3019,3044,3043,3643,3644,3669,3668
2803,3019,3020,3045,3044,3644,3645,3670,3669
2804,3020,3021,3046,3045,3645,3646,3671,3670
2805,3021,3022,3047,3046,3646,3647,3672,3671
2806,3022,3023,3048,3047,3647,3648,3673,3672
2807,3023,3024,3049,3048,3648,3649,3674,3673
2808,3025,3026,3051,3050,3650,3651,3676,3675
2809,3026,3027,3052,3051,3651,3652,3677,3676
2810,3027,3028,3053,3052,3652,3653,3678,3677
2811,3028,3029,3054,3053,3653,3654,3679,3678
2812,3029,3030,3055,3054,3654,3655,3680,3679
2813,3030,3031,3056,3055,3655,3656,3681,3680
2814,3031,3032,3057,3056,3656,3657,3682,3681
2815,3032,3033,3058,3057,3657,3658,3683,3682
2816,3033,3034,3059,3058,3658,3659,3684,3683
2817,3034,3035,3060,3059,3659,3660,3685,3684
2818,3035,3036,3061,3060,3660,3661,3686,3685
2819,3036,3037,3062,3061,3661,3662,3687,3686
2820,3037,3038,3063,3062,3662,3663,3688,3687
2821,3038,3039,3064,3063,3663,3664,3689,3688
2822,3039,3040,3065,3064,3664,3665,3690,3689
2823,3040,3041,3066,3065,3665,3666,3691,3690
2824,3041,3042,3067,3066,3666,3667,3692,3691
2825,3042,3043,3068,3067,3667,3668,3693,3692
2826,3043,3044,3069,3068,3668,3669,3694,3693
2827,3044,3045,3070,3069,3669,3670,3695,3694
2828,3045,3046,3071,3070,3670,3671,3696,3695
2829,3046,3047,3072,3071,3671,3672,3697,3696
2830,3047,3048,3073,3072,3672,3673,3698,3697
2831,3048,3049,3074,3073,3673,3674,3699,3698
2832,3050,3051,3076,3075,3675,3676,3701,3700
2833,3051,3052,3077,3076,3676,3677,3702,3701
2834,3052,3053,3078,3077,3677,3678,3703,3702
2835,3053,3054,3079,3078,3678,3679,3704,3703
2836,3054,3055,3080,3079,3679,3680,3705,3704
2837,3055,3056,3081,3080,3680,3681,3706,3705
2838,3056,3057,3082,3081,3681,3682,3707,3706
2839,3057,3058,3083,3082,3682,3683,3708,3707
2840,3058,3059,3084,3083,3683,3684,3709,3708
2841,3059,3060,3085,3084,3684,3685,3710,3709
2842,3060,3061,3086,3085,3685,3686,3711,3710
2843,3061,3062,3087,3086,3686,3687,3712,3711
2844,3062,3063,3088,3087,3687,3688,3713,3712
2845,3063,3064,3089,3088,3688,3689,3714,3713
2846,3064,3065,3090,3089,3689,3690,3715,3714
2847,3065,3066,3091,3090,3690,3691,3716,3715
2848,3066,3067,3092,3091,3691,3692,3717,3716
2849,3067,3068,3093,3092,3692,3693,3718,3717
2850,3068,3069,3094,3093,3693,3694,3719,3718
2851,3069,3070,3095,3094,3694,3695,3720,3719
2852,3070,3071,3096,3095,3695,3696,3721,3720
2853,3071,3072,3097,3096,3696,3697,3722,3721
2854,3072,3073,3098,3097,3697,3698,3723,3722
2855,3073,3074,3099,3098,3698,3699,3724,3723
2856,3075,3076,3101,3100,3700,3701,3726,3725
2857,3076,3077,3102,3101,3701,3702,3727,3726
2858,3077,3078,3103,3102,3702,3703,3728,3727
2859,3078,3079,3104,3103,3703,3704,3729,3728
2860,3079,3080,3105,3104,3704,3705,3730,3729
2861,3080,3081,3106,3105,3705,3706,3731,3730
2862,3081,3082,3107,3106,3706,3707,3732,3731
2863,3082,3083,3108,3107,3707,3708,3733,3732
2864,3083,3084,3109,3108,3708,3709,3734,3733
2865,3084,3085,3110,3109,3709,3710,3735,3734
2866,3085,3086,3111,3110,3710,3711,3736,3735
2867,3086,3087,3112,3111,3711,3712,3737,3736
2868,3087,3088,3113,3112,3712,3713,3738,3737
2869,3088,3089,3114,3113,3713,3714,3739,3738
2870,3089,3090,3115,3114,3714,3715,3740,3739
2871,3090,3091,3116,3115,3715,3716,3741,3740
2872,3091,3092,3117,3116,3716,3717,3742,3741
2873,3092,3093,3118,3117,3717,3718,3743,3742
2874,3093,3094,3119,3118,3718,3719,3744,3743
2875,3094,3095,3120,3119,3719,3720,3745,3744
2876,3095,3096,3121,3120,3720,3721,3746,3745
2877,3096,3097,3122,3121,3721,3722,3747,3746
2878,3097,3098,3123,3122,3722,3723,3748,3747
2879,3098,3099,3124,3123,3723,3724,3749,3748
2880,3125,3126,3151,3150,3750,3751,3776,3775
2881,3126,3127,3152,3151,3751,3752,3777,3776
2882,3127,3128,3153,3152,3752,3753,3778,3777
2883,3128,3129,3154,3153,3753,3754,3779,3778
2884,3129,3130,3155,3154,3754,3755,3780,3779
2885,3130,3131,3156,3155,3755,3756,3781,3780
2886,3131,3132,3157,3156,3756,3757,3782,3781
2887,3132,3133,3158,3157,3757,3758,3783,3782
2888,3133,3134,3159,3158,3758,3759,3784,3783
2889,3134,3135,3160,3159,3759,3760,3785,3784
2890,3135,3136,3161,3160,3760,3761,3786,3785
2891,3136,3137,3162,3161,3761,3762,3787,3786
2892,3137,3138,3163,3162,3762,3763,3788,3787
2893,3138,3139,3164,3163,3763,3764,3789,3788
2894,3139,3140,3165,3164,3764,3765,3790,3789
2895,3140,3141,3166,3165,3765,3766,3791,3790
2896,3141,3142,3167,3166,3766,3767,3792,3791
2897,3142,3143,3168,3167,3767,3768,3793,3792
2898,3143,3144,3169,3168,3768,3769,3794,3793
2899,3144,3145,3170,3169,3769,3770,3795,3794
2900,3145,3146,3171,3170,3770,3771,3796,3795
2901,3146,3147,3172,3171,3771,3772,3797,3796
2902,3147,3148,3173,3172,3772,3773,3798,3797
2903,3148,3149,3174,3173,3773,3774,3799,3798
2904,3150,3151,3176,3175,3775,3776,3801,3800
2905,3151,3152,3177,3176,3776,3777,3802,3801
2906,3152,3153,3178,3177,3777,3778,3803,3802
2907,3153,3154,3179,3178,3778,3779,3804,3803
2908,3154,3155,3180,3179,3779,3780,3805,3804
2909,3155,3156,3181,3180,3780,3781,3806,3805
2910,3156,3157,3182,3181,3781,3782,3807,3806
2911,3157,3158,3183,3182,3782,3783,3808,3807
2912,3158,3159,3184,3183,3783,3784,3809,3808
2913,3159,3160,3185,3184,3784,3785,3810,3809
2914,3160,3161,3186,3185,3785,3786,3811,3810
2915,3161,3162,3187,3186,3786,3787,3812,3811
2916,3162,3163,3188,3187,3787,3788,3813,3812
2917,3163,3164,3189,3188,3788,3789,3814,3813
2918,3164,3165,3190,3189,3789,3790,3815,3814
2919,3165,3166,3191,3190,3790,3791,3816,3815
2920,3166,3167,3192,3191,3791,3792,3817,3816
2921,3167,3168,3193,3192,3792,3793,3818,3817
2922,3168,3169,3194,3193,3793,3794,3819,3818
2923,3169,3170,3195,3194,3794,3795,3820,3819
2924,3170,3171,3196,3195,3795,3796,3821,3820
2925,3171,3172,3197,3196,3796,3797,3822,3821
2926,3172,3173,3198,3197,3797,3798,3823,3822
2927,3173,3174,3199,3198,3798,3799,3824,3823
2928,3175,3176,3201,3200,3800,3801,3826,3825
2929,3176,3177,3202,3201,3801,3802,3827,3826
2930,3177,3178,3203,3202,3802,3803,3828,3827
2931,3178,3179,3204,3203,3803,3804,3829,3828
2932,3179,3180,3205,3204,3804,3805,3830,3829
2933,3180,3181,3206,3205,3805,3806,3831,3830
2934,3181,3182,3207,3206,3806,3807,3832,3831
2935,3182,3183,3208,3207,3807,3808,3833,3832
2936,3183,3184,3209,3208,3808,3809,3834,3833
2937,3184,3185,3210,3209,3809,3810,3835,3834
2938,3185,3186,3211,3210,3810,3811,3836,3835
2939,3186,3187,3212,3211,3811,3812,3837,3836
2940,3187,3188,3213,3212,3812,3813,3838,3837
2941,3188,3189,3214,3213,3813,3814,3839,3838
2942,3189,3190,3215,3214,3814,3815,3840,3839
2943,3190,3191,3216,3215,3815,3816,3841,3840
2944,3191,3192,3217,3216,3816,3817,3842,3841
2945,3192,3193,3218,3217,3817,3818,3843,3842
2946,3193,3194,3219,3218,3818,3819,3844,3843
2947,3194,3195,3220,3219,3819,3820,3845,3844
2948,3195,3196,3221,3220,3820,3821,3846,3845
2949,3196,3197,3222,3221,3821,3822,3847,3846
2950,3197,3198,3223,3222,3822,3823,3848,3847
2951,3198,3199,3224,3223,3823,3824,3849,3848
2952,3200,3201,3226,3225,3825,3826,3851,3850
2953,3201,3202,3227,3226,3826,3827,3852,3851
2954,3202,3203,3228,3227,3827,3828,3853,3852
2955,3203,3204,3229,3228,3828,3829,3854,3853
2956,3204,3205,3230,3229,3829,3830,3855,3854
2957,3205,3206,3231,3230,3830,3831,3856,3855
2958,3206,3207,3232,3231,3831,3832,3857,3856
2959,3207,3208,3233,3232,3832,3833,3858,3857
2960,3208,3209,3234,3233,3833,3834,3859,3858
2961,3209,3210,3235,3234,3834,3835,3860,3859
2962,3210,3211,3236,3235,3835,3836,3861,3860
2963,3211,3212,3237,3236,3836,3837,3862,3861
2964,3212,3213,3238,3237,3837,3838,3863,3862
2965,3213,3214,3239,3238,3838,3839,3864,3863
2966,3214,3215,3240,3239,3839,3840,3865,3864
2967,3215,3216,3241,3240,3840,3841,3866,3865
2968,3216,3217,3242,3241,3841,3842,3867,3866
2969,3217,3218,3243,3242,3842,3843,3868,3867
2970,3218,3219,3244,3243,3843,3844,3869,3868
2971,3219,3220,3245,3244,3844,3845,3870,3869
2972,3220,3221,3246,3245,3845,3846,3871,3870
2973,3221,3222,3247,3246,3846,3847,3872,3871
2974,3222,3223,3248,3247,3847,3848,3873,3872
2975,3223,3224,3249,3248,3848,3849,3874,3873
2976,3225,3226,3251,3250,3850,3851,3876,3875
2977,3226,3227,3252,3251,3851,3852,3877,3876
2978,3227,3228,3253,3252,3852,3853,3878,3877
2979,3228,3229,3254,3253,3853,3854,3879,3878
2980,3229,3230,3255,3254,3854,3855,3880,3879
2981,3230,3231,3256,3255,3855,3856,3881,3880
2982,3231,3232,3257,3256,3856,3857,3882,3881
2983,3232,3233,3258,3257,3857,3858,3883,3882
2984,3233,3234,3259,3258,3858,3859,3884,3883
2985,3234,3235,3260,3259,3859,3860,3885,3884
2986,3235,3236,3261,3260,3860,3861,3886,3885
2987,3236,3237,3262,3261,3861,3862,3887,3886
2988,3237,3238,3263,3262,3862,3863,3888,3887
2989,3238,3239,3264,3263,3863,3864,3889,3888
2990,3239,3240,3265,3264,3864,3865,3890,3889
2991,3240,3241,3266,3265,3865,3866,3891,3890
2992,3241,3242,3267,3266,3866,3867,3892,3891
2993,3242,3243,3268,3267,3867,3868,3893,3892
2994,3243,3244,3269,3268,3868,3869,3894,3893
2995,3244,3245,3270,3269,3869,3870,3895,3894
2996,3245,3246,3271,3270,3870,3871,3896,3895
2997,3246,3247,3272,3271,3871,3872,3897,3896
2998,3247,3248,3273,3272,3872,3873,3898,3897
2999,3248,3249,3274,3273,3873,3874,3899,3898
3000,3250,3251,3276,3275,3875,3876,3901,3900
3001,3251,3252,3277,3276,3876,3877,3902,3901
3002,3252,3253,3278,3277,3877,3878,3903,3902
3003,3253,3254,3279,3278,3878,3879,3904,3903
3004,3254,3255,3280,3279,3879,3880,3905,3904
3005,3255,3256,3281,3280,3880,3881,3906,3905
3006,3256,3257,3282,3281,3881,3882,3907,3906
3007,3257,3258,3283,3282,3882,3883,3908,3907
3008,3258,3259,3284,3283,3883,3884,3909,3908
3009,3259,3260,3285,3284,3884,3885,3910,3909
3010,3260,3261,3286,3285,3885,3886,3911,3910
3011,3261,3262,3287,3286,3886,3887,3912,3911
3012,3262,3263,3288,3287,3887,3888,3913,3912
3013,3263,3264,3289,3288,3888,3889,3914,3913
3014,3264,3265,3290,3289,3889,3890,3915,3914
3015,3265,3266,3291,3290,3890,3891,3916,3915
3016,3266,3267,3292,3291,3891,3892,3917,3916
3017,3267,3268,3293,3292,3892,3893,3918,3917
3018,3268,3269,3294,3293,3893,3894,3919,3918
3019,3269,3270,3295,3294,3894,3895,3920,3919
3020,3270,3271,3296,3295,3895,3896,3921,3920
3021,3271,3272,3297,3296,3896,3897,3922,3921
3022,3272,3273,3298,3297,3897,3898,3923,3922
3023,3273,3274,3299,3298,3898,3899,3924,3923
3024,3275,3276,3301,3300,3900,3901,3926,3925
3025,3276,3277,3302,3301,3901,3902,3927,3926
3026,3277,3278,3303,3302,3902,3903,3928,3927
3027,3278,3279,3304,3303,3903,3904,3929,3928
3028,3279,3280,3305,3304,3904,3905,3930,3929
3029,3280,3281,3306,3305,3905,3906,3931,3930
3030,3281,3282,3307,3306,3906,3907,3932,3931
3031,3282,3283,3308,3307,3907,3908,3933,3932
3032,3283,3284,3309,3308,3908,3909,3934,3933
3033,3284,3285,3310,3309,3909,3910,3935,3934
3034,3285,3286,3311,3310,3910,3911,3936,3935
3035,3286,3287,3312,3311,3911,3912,3937,3936
3036,3287,3288,3313,3312,3912,3913,3938,3937
3037,3288,3289,3314,3313,3913,3914,3939,3938
3038,3289,3290,3315,3314,3914,3915,3940,3939
3039,3290,3291,3316,3315,3915,3916,3941,3940
3040,3291,3292,3317,3316,3916,3917,3942,3941
3041,3292,3293,3318,3317,3917,3918,3943,3942
3042,3293,3294,3319,3318,3918,3919,3944,3943
3043,3294,3295,3320,3319,3919,3920,3945,3944
3044,3295,3296,3321,3320,3920,3921,3946,3945
3045,3296,3297,3322,3321,3921,3922,3947,3946
3046,3297,3298,3323,3322,3922,3923,3948,3947
3047,3298,3299,3324,3323,3923,3924,3949,3948
3048,3300,3301,3326,3325,3925,3926,3951,3950
3049,3301,3302,3327,3326,3926,3927,3952,3951
3050,3302,3303,3328,3327,3927,3928,3953,3952
3051,3303,3304,3329,3328,3928,3929,3954,3953
3052,3304,3305,3330,3329,3929,3930,3955,3954
3053,3305,3306,3331,3330,3930,3931,3956,3955
3054,3306,3307,3332,3331,3931,3932,3957,3956
3055,3307,3308,3333,3332,3932,3933,3958,3957
3056,3308,3309,3334,3333,3933,3934,3959,3958
3057,3309,3310,3335,3334,3934,3935,3960,3959
3058,3310,3311,3336,3335,3935,3936,3961,3960
3059,3311,3312,3337,3336,3936,3937,3962,3961
3060,3312,3313,3338,3337,3937,3938,3963,3962
3061,3313,3314,3339,3338,3938,3939,3964,3963
3062,3314,3315,3340,3339,3939,3940,3965,3964
3063,3315,3316,3341,3340,3940,3941,3966,3965
3064,3316,3317,3342,3341,3941,3942,3967,3966
3065,3317,3318,3343,3342,3942,3943,3968,3967
3066,3318,3319,3344,3343,3943,3944,3969,3968
3067,3319,3320,3345,3344,3944,3945,3970,3969
3068,3320,3321,3346,3345,3945,3946,3971,3970
3069,3321,3322,3347,3346,3946,3947,3972,3971
3070,3322,3323,3348,3347,3947,3948,3973,3972
3071,3323,3324,3349,3348,3948,3949,3974,3973
3072,3325,3326,3351,3350,3950,3951,3976,3975
3073,3326,3327,3352,3351,3951,3952,3977,3976
3074,3327,3328,3353,3352,3952,3953,3978,3977
3075,3328,3329,3354,3353,3953,3954,3979,3978
3076,3329,3330,3355,3354,3954,3955,3980,3979
3077,3330,3331,3356,3355,3955,3956,3981,3980
3078,3331,3332,3357,3356,3956,3957,3982,3981
3079,3332,3333,3358,3357,3957,3958,3983,3982
3080,3333,3334,3359,3358,3958,3959,3984,3983
3081,3334,3335,3360,3359,3959,3960,3985,3984
3082,3335,3336,3361,3360,3960,3961,3986,3985
3083,3336,3337,3362,3361,3961,3962,3987,3986
3084,3337,3338,3363,3362,3962,3963,3988,3987
3085,3338,3339,3364,3363,3963,3964,3989,3988
3086,3339,3340,3365,3364,3964,3965,3990,3989
3087,3340,3341,3366,3365,3965,3966,3991,3990
3088,3341,3342,3367,3366,3966,3967,3992,3991
3089,3342,3343,3368,3367,3967,3968,3993,3992
3090,3343,3344,3369,3368,3968,3969,3994,3993
3091,3344,3345,3370,3369,3969,3970,3995,3994
3092,3345,3346,3371,3370,3970,3971,3996,3995
3093,3346,3347,3372,3371,3971,3972,3997,3996
3094,3347,3348,3373,3372,3972,3973,3998,3997
3095,3348,3349,3374,3373,3973,3974,3999,3998
3096,3350,3351,3376,3375,3975,3976,4001,4000
3097,3351,3352,3377,3376,3976,3977,4002,4001
3098,3352,3353,3378,3377,3977,3978,4003,4002
3099,3353,3354,3379,3378,3978,3979,4004,4003
3100,3354,3355,3380,3379,3979,3980,4005,4004
3101,3355,3356,3381,3380,3980,3981,4006,4005
3102,3356,3357,3382,3381,3981,3982,4007,4006
3103,3357,3358,3383,3382,3982,3983,4008,4007
3104,3358,3359,3384,3383,3983,3984,4009,4008
3105,3359,3360,3385,3384,3984,3985,4010,4009
3106,3360,3361,3386,3385,3985,3986,4011,4010
3107,3361,3362,3387,3386,3986,3987,4012,4011
3108,3362,3363,3388,3387,3987,3988,4013,4012
3109,3363,3364,3389,3388,3988,3989,4014,4013
3110,3364,3365,3390,3389,3989,3990,4015,4014
3111,3365,3366,3391,3390,3990,3991,4016,4015
3112,3366,3367,3392,3391,3991,3992,4017,4016
3113,3367,3368,3393,3392,3992,3993,4018,4017
3114,3368,3369,3394,3393,3993,3994,4019,4018
3115,3369,3370,3395,3394,3994,3995,4020,4019
3116,3370,3371,3396,3395,3995,3996,4021,4020
3117,3371,3372,3397,3396,3996,3997,4022,4021
3118,3372,3373,3398,3397,3997,3998,4023,4022
3119,3373,3374,3399,3398,3998,3999,4024,4023
3120,3375,3376,3401,3400,4000,4001,4026,4025
3121,3376,3377,3402,3401,4001,4002,4027,4026
3122,3377,3378,3403,3402,4002,4003,4028,4027
3123,3378,3379,3404,3403,4003,4004,4029,4028
3124,3379,3380,3405,3404,4004,4005,4030,4029
3125,3380,3381,3406,3405,4005,4006,4031,4030
3126,3381,3382,3407,3406,4006,4007,4032,4031
3127,3382,3383,3408,3407,4007,4008,4033,4032
3128,3383,3384,3409,3408,4008,4009,4034,4033
3129,3384,3385,3410,3409,4009,4010,4035,4034
3130,3385,3386,3411,3410,4010,4011,4036,4035
3131,3386,3387,3412,3411,4011,4012,4037,4036
3132,3387,3388,3413,3412,4012,4013,4038,4037
3133,3388,3389,3414,3413,4013,4014,4039,4038
3134,3389,3390,3415,3414,4014,4015,4040,4039
3135,3390,3391,3416,3415,4015,4016,4041,4040
3136,3391,3392,3417,3416,4016,4017,4042,4041
3137,3392,3393,3418,3417,4017,4018,4043,4042
3138,3393,3394,3419,3418,4018,4019,4044,4043
3139,3394,3395,3420,3419,4019,4020,4045,4044
3140,3395,3396,3421,3420,4020,4021,4046,4045
3141,3396,3397,3422,3421,4021,4022,4047,4046
3142,3397,3398,3423,3422,4022,4023,4048,4047
3143,3398,3399,3424,3423,4023,4024,4049,4048
