node_id,x_mm,y_mm,z_mm
2404,16.666667,87.5,0.46875
2405,20.833333,87.5,0.46875
2406,25.0,87.5,0.46875
2407,29.166667,87.5,0.46875
2408,33.333333,87.5,0.46875
2409,37.5,87.5,0.46875
2410,41.666667,87.5,0.46875
2411,45.833333,87.5,0.46875
2412,50.0,87.5,0.46875
2413,54.166667,87.5,0.46875
2414,58.333333,87.5,0.46875
2415,62.5,87.5,0.46875
2416,66.666667,87.5,0.46875
2417,70.833333,87.5,0.46875
2418,75.0,87.5,0.46875
2419,79.166667,87.5,0.46875
2420,83.333333,87.5,0.46875
2421,87.5,87.5,0.46875
2422,91.666667,87.5,0.46875
2423,95.833333,87.5,0.46875
2424,100.0,87.5,0.46875
2425,0.0,91.666667,0.46875
2426,4.166667,91.666667,0.46875
2427,8.333333,91.666667,0.46875
2428,12.5,91.666667,0.46875
2429,16.666667,91.666667,0.46875
2430,20.833333,91.666667,0.46875
2431,25.0,91.666667,0.46875
2432,29.166667,91.666667,0.46875
2433,33.333333,91.666667,0.46875
2434,37.5,91.666667,0.46875
2435,41.666667,91.666667,0.46875
2436,45.833333,91.666667,0.46875
2437,50.0,91.666667,0.46875
2438,54.166667,91.666667,0.46875
2439,58.333333,91.666667,0.46875
2440,62.5,91.666667,0.46875
2441,66.666667,91.666667,0.46875
2442,70.833333,91.666667,0.46875
2443,75.0,91.666667,0.46875
2444,79.166667,91.666667,0.46875
2445,83.333333,91.666667,0.46875
2446,87.5,91.666667,0.46875
2447,91.666667,91.666667,0.46875
2448,95.833333,91.666667,0.46875
2449,100.0,91.666667,0.46875
2450,0.0,95.833333,0.46875
2451,4.166667,95.833333,0.46875
2452,8.333333,95.833333,0.46875
2453,12.5,95.833333,0.46875
2454,16.666667,95.833333,0.46875
2455,20.833333,95.833333,0.46875
2456,25.0,95.833333,0.46875
2457,29.166667,95.833333,0.46875
2458,33.333333,95.833333,0.46875
2459,37.5,95.833333,0.46875
2460,41.666667,95.833333,0.46875
2461,45.833333,95.833333,0.46875
2462,50.0,95.833333,0.46875
2463,54.166667,95.833333,0.46875
2464,58.333333,95.833333,0.46875
2465,62.5,95.833333,0.46875
2466,66.666667,95.833333,0.46875
2467,70.833333,95.833333,0.46875
2468,75.0,95.833333,0.46875
2469,79.166667,95.833333,0.46875
2470,83.333333,95.833333,0.46875
2471,87.5,95.833333,0.46875
2472,91.666667,95.833333,0.46875
2473,95.833333,95.833333,0.46875
2474,100.0,95.833333,0.46875
2475,0.0,100.0,0.46875
2476,4.166667,100.0,0.46875
2477,8.333333,100.0,0.46875
2478,12.5,100.0,0.46875
2479,16.666667,100.0,0.46875
2480,20.833333,100.0,0.46875
2481,25.0,100.0,0.46875
2482,29.166667,100.0,0.46875
2483,33.333333,100.0,0.46875
2484,37.5,100.0,0.46875
2485,41.666667,100.0,0.46875
2486,45.833333,100.0,0.46875
2487,50.0,100.0,0.46875
2488,54.166667,100.0,0.46875
2489,58.333333,100.0,0.46875
2490,62.5,100.0,0.46875
2491,66.666667,100.0,0.46875
2492,70.833333,100.0,0.46875
2493,75.0,100.0,0.46875
2494,79.166667,100.0,0.46875
2495,83.333333,100.0,0.46875
2496,87.5,100.0,0.46875
2497,91.666667,100.0,0.46875
2498,95.833333,100.0,0.46875
2499,100.0,100.0,0.46875
2500,0.0,0.0,0.625
2501,4.166667,0.0,0.625
2502,8.333333,0.0,0.625
2503,12.5,0.0,0.625
2504,16.666667,0.0,0.625
2505,20.833333,0.0,0.625
2506,25.0,0.0,0.625
2507,29.166667,0.0,0.625
2508,33.333333,0.0,0.625
2509,37.5,0.0,0.625
2510,41.666667,0.0,0.625
2511,45.833333,0.0,0.625
2512,50.0,0.0,0.625
2513,54.166667,0.0,0.625
2514,58.333333,0.0,0.625
2515,62.5,0.0,0.625
2516,66.666667,0.0,0.625
2517,70.833333,0.0,0.625
2518,75.0,0.0,0.625
2519,79.166667,0.0,0.625
2520,83.333333,0.0,0.625
2521,87.5,0.0,0.625
2522,91.666667,0.0,0.625
2523,95.833333,0.0,0.625
2524,100.0,0.0,0.625
2525,0.0,4.166667,0.625
2526,4.166667,4.166667,0.625
2527,8.333333,4.166667,0.625
2528,12.5,4.166667,0.625
2529,16.666667,4.166667,0.625
2530,20.833333,4.166667,0.625
2531,25.0,4.166667,0.625
2532,29.166667,4.166667,0.625
2533,33.333333,4.166667,0.625
2534,37.5,4.166667,0.625
2535,41.666667,4.166667,0.625
2536,45.833333,4.166667,0.625
2537,50.0,4.166667,0.625
2538,54.166667,4.166667,0.625
2539,58.333333,4.166667,0.625
2540,62.5,4.166667,0.625
2541,66.666667,4.166667,0.625
2542,70.833333,4.166667,0.625
2543,75.0,4.166667,0.625
2544,79.166667,4.166667,0.625
2545,83.333333,4.166667,0.625
2546,87.5,4.166667,0.625
2547,91.666667,4.166667,0.625
2548,95.833333,4.166667,0.625
2549,100.0,4.166667,0.625
2550,0.0,8.333333,0.625
2551,4.166667,8.333333,0.625
2552,8.333333,8.333333,0.625
2553,12.5,8.333333,0.625
2554,16.666667,8.333333,0.625
2555,20.833333,8.333333,0.625
2556,25.0,8.333333,0.625
2557,29.166667,8.333333,0.625
2558,33.333333,8.333333,0.625
2559,37.5,8.333333,0.625
2560,41.666667,8.333333,0.625
2561,45.833333,8.333333,0.625
2562,50.0,8.333333,0.625
2563,54.166667,8.333333,0.625
2564,58.333333,8.333333,0.625
2565,62.5,8.333333,0.625
2566,66.666667,8.333333,0.625
2567,70.833333,8.333333,0.625
2568,75.0,8.333333,0.625
2569,79.166667,8.333333,0.625
2570,83.333333,8.333333,0.625
2571,87.5,8.333333,0.625
2572,91.666667,8.333333,0.625
2573,95.833333,8.333333,0.625
2574,100.0,8.333333,0.625
2575,0.0,12.5,0.625
2576,4.166667,12.5,0.625
2577,8.333333,12.5,0.625
2578,12.5,12.5,0.625
2579,16.666667,12.5,0.625
2580,20.833333,12.5,0.625
2581,25.0,12.5,0.625
2582,29.166667,12.5,0.625
2583,33.333333,12.5,0.625
2584,37.5,12.5,0.625
2585,41.666667,12.5,0.625
2586,45.833333,12.5,0.625
2587,50.0,12.5,0.625
2588,54.166667,12.5,0.625
2589,58.333333,12.5,0.625
2590,62.5,12.5,0.625
2591,66.666667,12.5,0.625
2592,70.833333,12.5,0.625
2593,75.0,12.5,0.625
2594,79.166667,12.5,0.625
2595,83.333333,12.5,0.625
2596,87.5,12.5,0.625
2597,91.666667,12.5,0.625
2598,95.833333,12.5,0.625
2599,100.0,12.5,0.625
2600,0.0,16.666667,0.625
2601,4.166667,16.666667,0.625
2602,8.333333,16.666667,0.625
2603,12.5,16.666667,0.625
2604,16.666667,16.666667,0.625
2605,20.833333,16.666667,0.625
2606,25.0,16.666667,0.625
2607,29.166667,16.666667,0.625
2608,33.333333,16.666667,0.625
2609,37.5,16.666667,0.625
2610,41.666667,16.666667,0.625
2611,45.833333,16.666667,0.625
2612,50.0,16.666667,0.625
2613,54.166667,16.666667,0.625
2614,58.333333,16.666667,0.625
2615,62.5,16.666667,0.625
2616,66.666667,16.666667,0.625
2617,70.833333,16.666667,0.625
2618,75.0,16.666667,0.625
2619,79.166667,16.666667,0.625
2620,83.333333,16.666667,0.625
2621,87.5,16.666667,0.625
2622,91.666667,16.666667,0.625
2623,95.833333,16.666667,0.625
2624,100.0,16.666667,0.625
2625,0.0,20.833333,0.625
2626,4.166667,20.833333,0.625
2627,8.333333,20.833333,0.625
2628,12.5,20.833333,0.625
2629,16.666667,20.833333,0.625
2630,20.833333,20.833333,0.625
2631,25.0,20.833333,0.625
2632,29.166667,20.833333,0.625
2633,33.333333,20.833333,0.625
2634,37.5,20.833333,0.625
2635,41.666667,20.833333,0.625
2636,45.833333,20.833333,0.625
2637,50.0,20.833333,0.625
2638,54.166667,20.833333,0.625
2639,58.333333,20.833333,0.625
2640,62.5,20.833333,0.625
2641,66.666667,20.833333,0.625
2642,70.833333,20.833333,0.625
2643,75.0,20.833333,0.625
2644,79.166667,20.833333,0.625
2645,83.333333,20.833333,0.625
2646,87.5,20.833333,0.625
2647,91.666667,20.833333,0.625
2648,95.833333,20.833333,0.625
2649,100.0,20.833333,0.625
2650,0.0,25.0,0.625
2651,4.166667,25.0,0.625
2652,8.333333,25.0,0.625
2653,12.5,25.0,0.625
2654,16.666667,25.0,0.625
2655,20.833333,25.0,0.625
2656,25.0,25.0,0.625
2657,29.166667,25.0,0.625
2658,33.333333,25.0,0.625
2659,37.5,25.0,0.625
2660,41.666667,25.0,0.625
2661,45.833333,25.0,0.625
2662,50.0,25.0,0.625
2663,54.166667,25.0,0.625
2664,58.333333,25.0,0.625
2665,62.5,25.0,0.625
2666,66.666667,25.0,0.625
2667,70.833333,25.0,0.625
2668,75.0,25.0,0.625
2669,79.166667,25.0,0.625
2670,83.333333,25.0,0.625
2671,87.5,25.0,0.625
2672,91.666667,25.0,0.625
2673,95.833333,25.0,0.625
2674,100.0,25.0,0.625
2675,0.0,29.166667,0.625
2676,4.166667,29.166667,0.625
2677,8.333333,29.166667,0.625
2678,12.5,29.166667,0.625
2679,16.666667,29.166667,0.625
2680,20.833333,29.166667,0.625
2681,25.0,29.166667,0.625
2682,29.166667,29.166667,0.625
2683,33.333333,29.166667,0.625
2684,37.5,29.166667,0.625
2685,41.666667,29.166667,0.625
2686,45.833333,29.166667,0.625
2687,50.0,29.166667,0.625
2688,54.166667,29.166667,0.625
2689,58.333333,29.166667,0.625
2690,62.5,29.166667,0.625
2691,66.666667,29.166667,0.625
2692,70.833333,29.166667,0.625
2693,75.0,29.166667,0.625
2694,79.166667,29.166667,0.625
2695,83.333333,29.166667,0.625
2696,87.5,29.166667,0.625
2697,91.666667,29.166667,0.625
2698,95.833333,29.166667,0.625
2699,100.0,29.166667,0.625
2700,0.0,33.333333,0.625
2701,4.166667,33.333333,0.625
2702,8.333333,33.333333,0.625
2703,12.5,33.333333,0.625
2704,16.666667,33.333333,0.625
2705,20.833333,33.333333,0.625
2706,25.0,33.333333,0.625
2707,29.166667,33.333333,0.625
2708,33.333333,33.333333,0.625
2709,37.5,33.333333,0.625
2710,41.666667,33.333333,0.625
2711,45.833333,33.333333,0.625
2712,50.0,33.333333,0.625
2713,54.166667,33.333333,0.625
2714,58.333333,33.333333,0.625
2715,62.5,33.333333,0.625
2716,66.666667,33.333333,0.625
2717,70.833333,33.333333,0.625
2718,75.0,33.333333,0.625
2719,79.166667,33.333333,0.625
2720,83.333333,33.333333,0.625
2721,87.5,33.333333,0.625
2722,91.666667,33.333333,0.625
2723,95.833333,33.333333,0.625
2724,100.0,33.333333,0.625
2725,0.0,37.5,0.625
2726,4.166667,37.5,0.625
2727,8.333333,37.5,0.625
2728,12.5,37.5,0.625
2729,16.666667,37.5,0.625
2730,20.833333,37.5,0.625
2731,25.0,37.5,0.625
2732,29.166667,37.5,0.625
2733,33.333333,37.5,0.625
2734,37.5,37.5,0.625
2735,41.666667,37.5,0.625
2736,45.833333,37.5,0.625
2737,50.0,37.5,0.625
2738,54.166667,37.5,0.625
2739,58.333333,37.5,0.625
2740,62.5,37.5,0.625
2741,66.666667,37.5,0.625
2742,70.833333,37.5,0.625
2743,75.0,37.5,0.625
2744,79.166667,37.5,0.625
2745,83.333333,37.5,0.625
2746,87.5,37.5,0.625
2747,91.666667,37.5,0.625
2748,95.833333,37.5,0.625
2749,100.0,37.5,0.625
2750,0.0,41.666667,0.625
2751,4.166667,41.666667,0.625
2752,8.333333,41.666667,0.625
2753,12.5,41.666667,0.625
2754,16.666667,41.666667,0.625
2755,20.833333,41.666667,0.625
2756,25.0,41.666667,0.625
2757,29.166667,41.666667,0.625
2758,33.333333,41.666667,0.625
2759,37.5,41.666667,0.625
2760,41.666667,41.666667,0.625
2761,45.833333,41.666667,0.625
2762,50.0,41.666667,0.625
2763,54.166667,41.666667,0.625
2764,58.333333,41.666667,0.625
2765,62.5,41.666667,0.625
2766,66.666667,41.666667,0.625
2767,70.833333,41.666667,0.625
2768,75.0,41.666667,0.625
2769,79.166667,41.666667,0.625
2770,83.333333,41.666667,0.625
2771,87.5,41.666667,0.625
2772,91.666667,41.666667,0.625
2773,95.833333,41.666667,0.625
2774,100.0,41.666667,0.625
2775,0.0,45.833333,0.625
2776,4.166667,45.833333,0.625
2777,8.333333,45.833333,0.625
2778,12.5,45.833333,0.625
2779,16.666667,45.833333,0.625
2780,20.833333,45.833333,0.625
2781,25.0,45.833333,0.625
2782,29.166667,45.833333,0.625
2783,33.333333,45.833333,0.625
2784,37.5,45.833333,0.625
2785,41.666667,45.833333,0.625
2786,45.833333,45.833333,0.625
2787,50.0,45.833333,0.625
2788,54.166667,45.833333,0.625
2789,58.333333,45.833333,0.625
2790,62.5,45.833333,0.625
2791,66.666667,45.833333,0.625
2792,70.833333,45.833333,0.625
2793,75.0,45.833333,0.625
2794,79.166667,45.833333,0.625
2795,83.333333,45.833333,0.625
2796,87.5,45.833333,0.625
2797,91.666667,45.833333,0.625
2798,95.833333,45.833333,0.625
2799,100.0,45.833333,0.625
2800,0.0,50.0,0.625
2801,4.166667,50.0,0.625
2802,8.333333,50.0,0.625
2803,12.5,50.0,0.625
2804,16.666667,50.0,0.625
2805,20.833333,50.0,0.625
2806,25.0,50.0,0.625
2807,29.166667,50.0,0.625
2808,33.333333,50.0,0.625
2809,37.5,50.0,0.625
2810,41.666667,50.0,0.625
2811,45.833333,50.0,0.625
2812,50.0,50.0,0.625
2813,54.166667,50.0,0.625
2814,58.333333,50.0,0.625
2815,62.5,50.0,0.625
2816,66.666667,50.0,0.625
2817,70.833333,50.0,0.625
2818,75.0,50.0,0.625
2819,79.166667,50.0,0.625
2820,83.333333,50.0,0.625
2821,87.5,50.0,0.625
2822,91.666667,50.0,0.625
2823,95.833333,50.0,0.625
2824,100.0,50.0,0.625
2825,0.0,54.166667,0.625
2826,4.166667,54.166667,0.625
2827,8.333333,54.166667,0.625
2828,12.5,54.166667,0.625
2829,16.666667,54.166667,0.625
2830,20.833333,54.166667,0.625
2831,25.0,54.166667,0.625
2832,29.166667,54.166667,0.625
2833,33.333333,54.166667,0.625
2834,37.5,54.166667,0.625
2835,41.666667,54.166667,0.625
2836,45.833333,54.166667,0.625
2837,50.0,54.166667,0.625
2838,54.166667,54.166667,0.625
2839,58.333333,54.166667,0.625
2840,62.5,54.166667,0.625
2841,66.666667,54.166667,0.625
2842,70.833333,54.166667,0.625
2843,75.0,54.166667,0.625
2844,79.166667,54.166667,0.625
2845,83.333333,54.166667,0.625
2846,87.5,54.166667,0.625
2847,91.666667,54.166667,0.625
2848,95.833333,54.166667,0.625
2849,100.0,54.166667,0.625
2850,0.0,58.333333,0.625
2851,4.166667,58.333333,0.625
2852,8.333333,58.333333,0.625
2853,12.5,58.333333,0.625
2854,16.666667,58.333333,0.625
2855,20.833333,58.333333,0.625
2856,25.0,58.333333,0.625
2857,29.166667,58.333333,0.625
2858,33.333333,58.333333,0.625
2859,37.5,58.333333,0.625
2860,41.666667,58.333333,0.625
2861,45.833333,58.333333,0.625
2862,50.0,58.333333,0.625
2863,54.166667,58.333333,0.625
2864,58.333333,58.333333,0.625
2865,62.5,58.333333,0.625
2866,66.666667,58.333333,0.625
2867,70.833333,58.333333,0.625
2868,75.0,58.333333,0.625
2869,79.166667,58.333333,0.625
2870,83.333333,58.333333,0.625
2871,87.5,58.333333,0.625
2872,91.666667,58.333333,0.625
2873,95.833333,58.333333,0.625
2874,100.0,58.333333,0.625
2875,0.0,62.5,0.625
2876,4.166667,62.5,0.625
2877,8.333333,62.5,0.625
2878,12.5,62.5,0.625
2879,16.666667,62.5,0.625
2880,20.833333,62.5,0.625
2881,25.0,62.5,0.625
2882,29.166667,62.5,0.625
2883,33.333333,62.5,0.625
2884,37.5,62.5,0.625
2885,41.666667,62.5,0.625
2886,45.833333,62.5,0.625
2887,50.0,62.5,0.625
2888,54.166667,62.5,0.625
2889,58.333333,62.5,0.625
2890,62.5,62.5,0.625
2891,66.666667,62.5,0.625
2892,70.833333,62.5,0.625
2893,75.0,62.5,0.625
2894,79.166667,62.5,0.625
2895,83.333333,62.5,0.625
2896,87.5,62.5,0.625
2897,91.666667,62.5,0.625
2898,95.833333,62.5,0.625
2899,100.0,62.5,0.625
2900,0.0,66.666667,0.625
2901,4.166667,66.666667,0.625
2902,8.333333,66.666667,0.625
2903,12.5,66.666667,0.625
2904,16.666667,66.666667,0.625
2905,20.833333,66.666667,0.625
2906,25.0,66.666667,0.625
2907,29.166667,66.666667,0.625
2908,33.333333,66.666667,0.625
2909,37.5,66.666667,0.625
2910,41.666667,66.666667,0.625
2911,45.833333,66.666667,0.625
2912,50.0,66.666667,0.625
2913,54.166667,66.666667,0.625
2914,58.333333,66.666667,0.625
2915,62.5,66.666667,0.625
2916,66.666667,66.666667,0.625
2917,70.833333,66.666667,0.625
2918,75.0,66.666667,0.625
2919,79.166667,66.666667,0.625
2920,83.333333,66.666667,0.625
2921,87.5,66.666667,0.625
2922,91.666667,66.666667,0.625
2923,95.833333,66.666667,0.625
2924,100.0,66.666667,0.625
2925,0.0,70.833333,0.625
2926,4.166667,70.833333,0.625
2927,8.333333,70.833333,0.625
2928,12.5,70.833333,0.625
2929,16.666667,70.833333,0.625
2930,20.833333,70.833333,0.625
2931,25.0,70.833333,0.625
2932,29.166667,70.833333,0.625
2933,33.333333,70.833333,0.625
2934,37.5,70.833333,0.625
2935,41.666667,70.833333,0.625
2936,45.833333,70.833333,0.625
2937,50.0,70.833333,0.625
2938,54.166667,70.833333,0.625
2939,58.333333,70.833333,0.625
2940,62.5,70.833333,0.625
2941,66.666667,70.833333,0.625
2942,70.833333,70.833333,0.625
2943,75.0,70.833333,0.625
2944,79.166667,70.833333,0.625
2945,83.333333,70.833333,0.625
2946,87.5,70.833333,0.625
2947,91.666667,70.833333,0.625
2948,95.833333,70.833333,0.625
2949,100.0,70.833333,0.625
2950,0.0,75.0,0.625
2951,4.166667,75.0,0.625
2952,8.333333,75.0,0.625
2953,12.5,75.0,0.625
2954,16.666667,75.0,0.625
2955,20.833333,75.0,0.625
2956,25.0,75.0,0.625
2957,29.166667,75.0,0.625
2958,33.333333,75.0,0.625
2959,37.5,75.0,0.625
2960,41.666667,75.0,0.625
2961,45.833333,75.0,0.625
2962,50.0,75.0,0.625
2963,54.166667,75.0,0.625
2964,58.333333,75.0,0.625
2965,62.5,75.0,0.625
2966,66.666667,75.0,0.625
2967,70.833333,75.0,0.625
2968,75.0,75.0,0.625
2969,79.166667,75.0,0.625
2970,83.333333,75.0,0.625
2971,87.5,75.0,0.625
2972,91.666667,75.0,0.625
2973,95.833333,75.0,0.625
2974,100.0,75.0,0.625
2975,0.0,79.166667,0.625
2976,4.166667,79.166667,0.625
2977,8.333333,79.166667,0.625
2978,12.5,79.166667,0.625
2979,16.666667,79.166667,0.625
2980,20.833333,79.166667,0.625
2981,25.0,79.166667,0.625
2982,29.166667,79.166667,0.625
2983,33.333333,79.166667,0.625
2984,37.5,79.166667,0.625
2985,41.666667,79.166667,0.625
2986,45.833333,79.166667,0.625
2987,50.0,79.166667,0.625
2988,54.166667,79.166667,0.625
2989,58.333333,79.166667,0.625
2990,62.5,79.166667,0.625
2991,66.666667,79.166667,0.625
2992,70.833333,79.166667,0.625
2993,75.0,79.166667,0.625
2994,79.166667,79.166667,0.625
2995,83.333333,79.166667,0.625
2996,87.5,79.166667,0.625
2997,91.666667,79.166667,0.625
2998,95.833333,79.166667,0.625
2999,100.0,79.166667,0.625
3000,0.0,83.333333,0.625
3001,4.166667,83.333333,0.625
3002,8.333333,83.333333,0.625
3003,12.5,83.333333,0.625
3004,16.666667,83.333333,0.625
3005,20.833333,83.333333,0.625
3006,25.0,83.333333,0.625
3007,29.166667,83.333333,0.625
3008,33.333333,83.333333,0.625
3009,37.5,83.333333,0.625
3010,41.666667,83.333333,0.625
3011,45.833333,83.333333,0.625
3012,50.0,83.333333,0.625
3013,54.166667,83.333333,0.625
3014,58.333333,83.333333,0.625
3015,62.5,83.333333,0.625
3016,66.666667,83.333333,0.625
3017,70.833333,83.333333,0.625
3018,75.0,83.333333,0.625
3019,79.166667,83.333333,0.625
3020,83.333333,83.333333,0.625
3021,87.5,83.333333,0.625
3022,91.666667,83.333333,0.625
3023,95.833333,83.333333,0.625
3024,100.0,83.333333,0.625
3025,0.0,87.5,0.625
3026,4.166667,87.5,0.625
3027,8.333333,87.5,0.625
3028,12.5,87.5,0.625
3029,16.666667,87.5,0.625
3030,20.833333,87.5,0.625
3031,25.0,87.5,0.625
3032,29.166667,87.5,0.625
3033,33.333333,87.5,0.625
3034,37.5,87.5,0.625
3035,41.666667,87.5,0.625
3036,45.833333,87.5,0.625
3037,50.0,87.5,0.625
3038,54.166667,87.5,0.625
3039,58.333333,87.5,0.625
3040,62.5,87.5,0.625
3041,66.666667,87.5,0.625
3042,70.833333,87.5,0.625
3043,75.0,87.5,0.625
3044,79.166667,87.5,0.625
3045,83.333333,87.5,0.625
3046,87.5,87.5,0.625
3047,91.666667,87.5,0.625
3048,95.833333,87.5,0.625
3049,100.0,87.5,0.625
3050,0.0,91.666667,0.625
3051,4.166667,91.666667,0.625
3052,8.333333,91.666667,0.625
3053,12.5,91.666667,0.625
3054,16.666667,91.666667,0.625
3055,20.833333,91.666667,0.625
3056,25.0,91.666667,0.625
3057,29.166667,91.666667,0.625
3058,33.333333,91.666667,0.625
3059,37.5,91.666667,0.625
3060,41.666667,91.666667,0.625
3061,45.833333,91.666667,0.625
3062,50.0,91.666667,0.625
3063,54.166667,91.666667,0.625
3064,58.333333,91.666667,0.625
3065,62.5,91.666667,0.625
3066,66.666667,91.666667,0.625
3067,70.833333,91.666667,0.625
3068,75.0,91.666667,0.625
3069,79.166667,91.666667,0.625
3070,83.333333,91.666667,0.625
3071,87.5,91.666667,0.625
3072,91.666667,91.666667,0.625
3073,95.833333,91.666667,0.625
3074,100.0,91.666667,0.625
3075,0.0,95.833333,0.625
3076,4.166667,95.833333,0.625
3077,8.333333,95.833333,0.625
3078,12.5,95.833333,0.625
3079,16.666667,95.833333,0.625
3080,20.833333,95.833333,0.625
3081,25.0,95.833333,0.625
3082,29.166667,95.833333,0.625
3083,33.333333,95.833333,0.625
3084,37.5,95.833333,0.625
3085,41.666667,95.833333,0.625
3086,45.833333,95.833333,0.625
3087,50.0,95.833333,0.625
3088,54.166667,95.833333,0.625
3089,58.333333,95.833333,0.625
3090,62.5,95.833333,0.625
3091,66.666667,95.833333,0.625
3092,70.833333,95.833333,0.625
3093,75.0,95.833333,0.625
3094,79.166667,95.833333,0.625
3095,83.333333,95.833333,0.625
3096,87.5,95.833333,0.625
3097,91.666667,95.833333,0.625
3098,95.833333,95.833333,0.625
3099,100.0,95.833333,0.625
3100,0.0,100.0,0.625
3101,4.166667,100.0,0.625
3102,8.333333,100.0,0.625
3103,12.5,100.0,0.625
3104,16.666667,100.0,0.625
3105,20.833333,100.0,0.625
3106,25.0,100.0,0.625
3107,29.166667,100.0,0.625
3108,33.333333,100.0,0.625
3109,37.5,100.0,0.625
3110,41.666667,100.0,0.625
3111,45.833333,100.0,0.625
3112,50.0,100.0,0.625
3113,54.166667,100.0,0.625
3114,58.333333,100.0,0.625
3115,62.5,100.0,0.625
3116,66.666667,100.0,0.625
3117,70.833333,100.0,0.625
3118,75.0,100.0,0.625
3119,79.166667,100.0,0.625
3120,83.333333,100.0,0.625
3121,87.5,100.0,0.625
3122,91.666667,100.0,0.625
3123,95.833333,100.0,0.625
3124,100.0,100.0,0.625
3125,0.0,0.0,0.78125
3126,4.166667,0.0,0.78125
3127,8.333333,0.0,0.78125
3128,12.5,0.0,0.78125
3129,16.666667,0.0,0.78125
3130,20.833333,0.0,0.78125
3131,25.0,0.0,0.78125
3132,29.166667,0.0,0.78125
3133,33.333333,0.0,0.78125
3134,37.5,0.0,0.78125
3135,41.666667,0.0,0.78125
3136,45.833333,0.0,0.78125
3137,50.0,0.0,0.78125
3138,54.166667,0.0,0.78125
3139,58.333333,0.0,0.78125
3140,62.5,0.0,0.78125
3141,66.666667,0.0,0.78125
3142,70.833333,0.0,0.78125
3143,75.0,0.0,0.78125
3144,79.166667,0.0,0.78125
3145,83.333333,0.0,0.78125
3146,87.5,0.0,0.78125
3147,91.666667,0.0,0.78125
3148,95.833333,0.0,0.78125
3149,100.0,0.0,0.78125
3150,0.0,4.166667,0.78125
3151,4.166667,4.166667,0.78125
3152,8.333333,4.166667,0.78125
3153,12.5,4.166667,0.78125
3154,16.666667,4.166667,0.78125
3155,20.833333,4.166667,0.78125
3156,25.0,4.166667,0.78125
3157,29.166667,4.166667,0.78125
3158,33.333333,4.166667,0.78125
3159,37.5,4.166667,0.78125
3160,41.666667,4.166667,0.78125
3161,45.833333,4.166667,0.78125
3162,50.0,4.166667,0.78125
3163,54.166667,4.166667,0.78125
3164,58.333333,4.166667,0.78125
3165,62.5,4.166667,0.78125
3166,66.666667,4.166667,0.78125
3167,70.833333,4.166667,0.78125
3168,75.0,4.166667,0.78125
3169,79.166667,4.166667,0.78125
3170,83.333333,4.166667,0.78125
3171,87.5,4.166667,0.78125
3172,91.666667,4.166667,0.78125
3173,95.833333,4.166667,0.78125
3174,100.0,4.166667,0.78125
3175,0.0,8.333333,0.78125
3176,4.166667,8.333333,0.78125
3177,8.333333,8.333333,0.78125
3178,12.5,8.333333,0.78125
3179,16.666667,8.333333,0.78125
3180,20.833333,8.333333,0.78125
3181,25.0,8.333333,0.78125
3182,29.166667,8.333333,0.78125
3183,33.333333,8.333333,0.78125
3184,37.5,8.333333,0.78125
3185,41.666667,8.333333,0.78125
3186,45.833333,8.333333,0.78125
3187,50.0,8.333333,0.78125
3188,54.166667,8.333333,0.78125
3189,58.333333,8.333333,0.78125
3190,62.5,8.333333,0.78125
3191,66.666667,8.333333,0.78125
3192,70.833333,8.333333,0.78125
3193,75.0,8.333333,0.78125
3194,79.166667,8.333333,0.78125
3195,83.333333,8.333333,0.78125
3196,87.5,8.333333,0.78125
3197,91.666667,8.333333,0.78125
3198,95.833333,8.333333,0.78125
3199,100.0,8.333333,0.78125
3200,0.0,12.5,0.78125
3201,4.166667,12.5,0.78125
3202,8.333333,12.5,0.78125
3203,12.5,12.5,0.78125
3204,16.666667,12.5,0.78125
3205,20.833333,12.5,0.78125
3206,25.0,12.5,0.78125
3207,29.166667,12.5,0.78125
3208,33.333333,12.5,0.78125
3209,37.5,12.5,0.78125
3210,41.666667,12.5,0.78125
3211,45.833333,12.5,0.78125
3212,50.0,12.5,0.78125
3213,54.166667,12.5,0.78125
3214,58.333333,12.5,0.78125
3215,62.5,12.5,0.78125
3216,66.666667,12.5,0.78125
3217,70.833333,12.5,0.78125
3218,75.0,12.5,0.78125
3219,79.166667,12.5,0.78125
3220,83.333333,12.5,0.78125
3221,87.5,12.5,0.78125
3222,91.666667,12.5,0.78125
3223,95.833333,12.5,0.78125
3224,100.0,12.5,0.78125
3225,0.0,16.666667,0.78125
3226,4.166667,16.666667,0.78125
3227,8.333333,16.666667,0.78125
3228,12.5,16.666667,0.78125
3229,16.666667,16.666667,0.78125
3230,20.833333,16.666667,0.78125
3231,25.0,16.666667,0.78125
3232,29.166667,16.666667,0.78125
3233,33.333333,16.666667,0.78125
3234,37.5,16.666667,0.78125
3235,41.666667,16.666667,0.78125
3236,45.833333,16.666667,0.78125
3237,50.0,16.666667,0.78125
3238,54.166667,16.666667,0.78125
3239,58.333333,16.666667,0.78125
3240,62.5,16.666667,0.78125
3241,66.666667,16.666667,0.78125
3242,70.833333,16.666667,0.78125
3243,75.0,16.666667,0.78125
3244,79.166667,16.666667,0.78125
3245,83.333333,16.666667,0.78125
3246,87.5,16.666667,0.78125
3247,91.666667,16.666667,0.78125
3248,95.833333,16.666667,0.78125
3249,100.0,16.666667,0.78125
