x,y,t
1.167036916788594114e-01,2.362497107046328537e-01,2.958623873375372249e-01
9.263916341645573871e-01,2.795899493853510887e-01,4.802630232846224478e-01
6.014675351744794840e-01,3.561906371890657397e-01,7.619471222699469859e-01
7.667015874322860025e-01,5.776848350294438994e-01,4.387640324011399251e-03
5.377470956855545658e-02,2.704154534962248668e-01,9.565590182841128275e-01
5.061481556405951210e-01,2.081677825079937261e-01,4.628330453796504207e-01
6.226296740807937269e-01,1.495082157728137018e-01,7.594497585113288984e-01
3.068338398728401861e-01,8.093098978534377652e-01,9.208072604531413186e-01
4.316502081012526526e-01,8.859714972638086383e-01,8.768041999055617985e-01
5.542981352795980365e-01,9.047219457300139656e-01,2.203789747913073027e-01
5.525479397729798903e-01,8.216336706112503663e-01,5.551872612235708715e-01
4.186152540683807377e-02,1.372892231761292381e-01,4.106547990560999173e-01
4.394817665788923744e-01,9.775194130474407217e-02,5.323626142289958896e-01
2.138181547922308745e-01,4.991643292237482044e-01,7.796307228985777105e-01
9.166950780853497793e-01,5.214269530583316437e-01,3.544791423942614816e-01
9.765799901233340741e-01,7.328231924600694391e-01,4.772097073523060562e-01
2.996468963520690920e-01,2.228807536562090741e-01,6.079791886317779115e-01
1.751853972510587498e-01,9.309496698578921814e-01,2.705633920085321886e-01
2.195041509483430797e-01,3.099297929952168351e-01,6.066047196070600833e-01
4.777522553529537364e-01,5.778089509134779478e-01,1.489123324317457309e-01
8.745055991131783779e-01,8.642136074217882102e-01,6.216463327228485269e-01
5.000362149376396115e-01,5.234481084872453227e-01,1.432316718173175518e-01
5.539206171529764688e-02,7.535574448333373088e-01,7.756599558393839633e-01
3.988560271314400829e-02,7.490262004073018343e-01,1.940211549483829012e-01
2.273909456228485615e-01,7.900212465099353265e-01,6.461183304008408790e-01
8.427712776094288261e-01,8.110482650469382770e-01,5.811978267604686055e-01
6.214805575351439737e-01,3.924629473186566075e-01,4.253314396754371840e-01
5.629578537862914844e-01,3.635562426262174407e-01,6.454593244904878180e-01
3.189695925826421252e-01,8.034981001651362309e-01,8.465160265885059987e-01
9.294254050461873140e-01,5.797103928325482158e-01,1.201691453644905261e-01
3.311782449621324398e-01,6.077132838344753152e-01,6.764289823111291344e-01
8.349444126529467214e-01,4.119172507940701555e-01,4.101241045703267751e-01
8.959035179758840783e-01,2.016146586735059199e-01,6.739247328912914003e-01
4.833350132161366997e-01,4.569305692563391252e-01,8.750377760534784333e-01
8.942892694807426102e-01,9.696464657690689881e-01,6.528375620836599502e-01
2.768032873910470926e-01,2.908668792479766063e-01,1.598275599295717608e-01
6.584334261832758273e-01,2.720082413741375937e-01,4.161341416079756828e-01
8.796374852438626490e-02,1.307841756890674167e-01,5.494486529492508264e-01
4.739342140923938906e-01,4.811804410098272644e-01,1.268769309143460422e-01
2.173318021583479087e-01,2.885303958941570768e-01,6.436111045008352516e-01
6.276327793060287874e-02,6.871237309964493001e-01,7.132419046640440241e-01
3.725508077620731662e-03,1.351245816687520751e-01,7.625153346215605143e-01
3.247521164408083694e-01,2.473124826955664934e-01,1.199021942009816932e-01
5.895305945367628198e-01,6.185104947958997013e-02,7.051439553864324861e-01
4.552303476511573299e-01,4.147090465977354423e-02,3.661838543647610855e-01
3.017692985194960764e-01,8.141434725023581898e-01,2.112281253983845364e-01
9.912000307762510731e-01,9.058781046255252045e-01,5.243460763864292717e-01
9.395250399796778451e-01,7.638888353687887101e-01,5.727189474495488763e-01
1.256533068374968698e-01,8.651634702257972043e-01,4.567640172934159803e-01
4.151074266684947611e-01,8.659614753702349343e-02,8.408451199873934190e-01
6.488469339936108193e-01,8.981342811795511860e-01,1.557968374916174348e-01
7.334907975299367333e-01,4.660398364707816210e-01,4.071534956628386492e-01
3.663721549094903773e-01,7.686438229308490966e-01,2.670162780803410074e-01
7.462818127353476605e-01,6.157572884175617212e-01,4.880016592821589949e-02
1.241500129106782868e-01,3.498698160781397171e-01,3.390640234479720405e-01
3.318126252577047186e-01,2.647990327195052229e-01,7.180756703644846084e-01
7.164331757559050384e-01,1.181301622933712547e-01,5.232490190797184360e-01
6.256827902603750990e-01,4.126511014810385625e-01,4.187465372799505925e-01
8.372102148616549222e-01,4.941027161295441505e-01,4.747047798101931004e-01
4.685702266715507935e-02,9.831150942439372820e-01,3.125019162365099135e-01
1.743917178230485199e-01,3.729047632872783957e-02,1.221635180067068838e-01
4.849458227196645765e-02,5.901491622190729869e-01,5.904297660409314474e-01
1.921142242492113184e-01,5.249948219283703255e-01,8.153925125136989305e-01
4.282810632935007966e-03,2.289619031045586617e-02,7.890532453273569891e-01
5.042103016788662684e-01,3.297423310025197063e-01,2.333417934712108677e-01
5.283143955682554349e-01,4.229274230041558669e-01,4.342876657077716640e-01
6.578917814059948022e-01,4.942697617392083353e-01,5.521222795581709475e-01
3.849124472010434506e-01,2.334560859904590835e-01,8.024521886632899337e-01
3.207690685184005908e-03,3.410021989742806348e-02,1.965073327833725125e-01
6.738911544076371385e-01,2.938431128598039122e-01,1.322317893619230356e-01
5.429108774791258085e-02,8.363618424335881318e-01,9.316235711824973897e-01
8.661704308177439193e-01,8.078578762843838801e-01,1.457198203449839857e-01
2.265398770793736194e-02,1.807507745016659895e-01,9.891096273255800542e-01
5.304751232566324859e-01,6.463001656576587983e-01,5.989735488422729404e-01
8.949178823855207243e-01,9.236473747736718698e-01,4.989983230788882507e-01
5.724895757887801251e-01,1.721076909485157458e-01,1.889397144593801814e-01
6.084167465439299649e-01,1.286763402078464624e-01,8.605065191962325555e-01
6.816108483374057059e-01,2.214626675670294809e-02,1.721650895430127948e-01
1.224088477304670075e-01,1.724114646962319197e-01,4.012679268244937481e-01
6.749271008105595104e-01,8.139525778255887190e-01,4.803447836994656495e-02
8.803548820128151986e-01,8.139897401621035700e-01,2.254791645134990308e-02
9.742208328353164637e-01,5.404520770290097698e-01,7.295764231115975385e-01
4.430519993583470484e-01,3.335644769339285443e-01,2.077427961275953860e-01
3.445048516775468528e-01,8.067804190019827182e-01,6.007909285563327595e-01
7.533096155963170393e-01,1.950152434555736392e-01,7.234044590238507544e-01
5.428742880953145722e-01,1.398539900980408923e-01,4.917866487832460720e-01
2.573046544550304793e-01,8.921021793276084910e-02,6.564313276179760681e-01
1.721578849697029678e-01,8.513259465224111144e-01,2.411485047247802216e-01
1.702303005927436885e-01,7.148429802192882709e-01,8.178620138801605544e-01
4.591770366061520559e-01,6.245862838294201635e-01,2.062339568199366147e-01
1.701244056156501205e-01,7.274674622108744382e-01,5.906136311024950958e-01
1.971894401148577280e-02,1.434786922022476263e-01,8.358632898056250760e-01
5.208877496968999932e-02,3.847890874911965575e-01,7.932005945643977318e-01
9.298845439529657142e-01,8.141152294141378309e-01,5.126976665181648407e-02
7.296134116013575088e-02,9.167655094810994720e-01,3.671824674090836682e-01
7.318069058095955093e-02,5.130956339223412543e-01,8.525786147775628043e-01
4.511884455335324340e-01,1.220614460829786418e-01,8.509402134732952927e-01
2.451002823350325599e-01,9.785173324126995587e-01,6.364093244477283529e-01
9.626938521724976994e-01,3.950285413907599352e-01,1.085311894155854828e-01
9.109858394978042062e-01,3.189946640874283812e-01,4.042672803220069833e-01
4.047432486712670974e-01,1.199909157149772199e-01,9.611520300915175063e-01
4.487315194162592169e-01,1.262962099471509614e-02,1.065386982109802760e-01
3.751136530755702081e-01,6.036733391519807368e-01,8.014033724686886462e-01
3.786611664312822256e-02,6.124310186344192886e-01,4.178208178549567275e-01
2.928468392547086685e-01,2.342411367220604834e-01,7.447408779123616540e-01
1.226734696119841095e-01,1.619867561471570738e-01,5.431128018095954246e-02
1.023703300151227458e-01,5.280088004989336170e-01,1.031447216812364509e-02
5.608615729363878311e-01,4.354068550586186470e-01,3.006284256587096193e-01
9.876485771356224852e-02,3.036540380291988805e-01,8.701797317337677251e-01
1.029313237952635962e-01,2.182328619742214260e-01,6.797998414691462932e-01
4.805137148193485697e-01,8.593058582579765625e-01,6.118237623879136944e-01
4.422823651226387431e-01,9.838279591054994722e-01,9.976794694408475106e-01
1.376347851323693749e-01,3.555817323827236143e-01,3.472958311610635507e-01
4.449024808863000224e-03,6.981307860981669222e-01,8.502522690744178657e-01
1.929744417678438406e-01,8.655472143287579190e-01,1.096654252685443920e-01
2.358922541820407393e-01,2.693678081546158065e-02,1.707266285097893688e-01
8.002484436088675990e-01,9.080648804961846121e-01,4.780967023498526869e-01
9.154383505272150057e-01,4.991489928697923073e-01,9.594793471431219967e-01
4.059443974879697326e-01,5.567492604023399627e-01,7.034027991853846196e-01
4.050267265009778184e-01,5.398733196474994056e-01,1.125302241520614865e-01
7.124812837598667459e-01,2.429271934089486384e-01,9.549073131546026438e-01
6.269220157046889730e-01,7.822414409907121335e-01,7.657184340005546153e-01
1.841401866934091469e-01,7.323383725357015539e-01,7.366073487026202349e-01
1.076891222958613614e-01,9.579234901833300064e-02,5.514891240674053563e-01
4.376118906550507948e-01,5.627915745015432680e-01,3.935328686858173830e-01
5.648283631627629697e-01,9.570262017050906733e-01,1.098976396762140206e-01
1.387076031588092562e-01,8.711574434262090438e-01,6.197928922396227502e-01
2.932734934084445522e-01,6.259043713487446592e-01,1.276905037014871569e-01
3.059429964305748761e-01,1.986933437610673980e-01,5.899455222395726395e-01
2.612982010241640118e-01,3.472231300267022425e-01,5.396487321979001051e-01
4.607612662917910384e-01,1.503580694610224811e-01,5.965243685947964059e-01
6.530635843197385437e-01,8.219306149895984070e-01,8.267843106310068801e-01
5.093898836159923560e-01,7.786708312725126868e-01,4.111777512353846920e-01
2.014565622473442064e-01,9.103583073356767974e-01,4.365979652178380022e-01
1.029390470473997565e-01,6.339554747092990272e-02,5.997984469807793317e-02
8.218704628987003602e-01,9.647134816494922216e-01,2.877398115998386352e-01
4.793046827177857017e-01,9.664273365822928508e-01,8.102213716048300984e-02
6.213918413387720108e-02,6.744097935503623464e-01,1.417582392786389534e-01
2.581214996495579950e-01,8.817482496400084191e-01,4.267967179404806854e-01
8.040337783841547958e-01,4.384378731826416020e-01,4.071938308756157809e-01
7.517263247735499476e-01,3.134043010055729273e-01,9.358575357253441362e-01
8.758166328973777670e-01,1.543684560048345089e-01,1.193199933644421007e-01
6.020878260016920835e-01,3.157946991475379939e-02,1.493026326893213129e-01
4.229059343580550134e-01,4.199735272473703596e-02,7.508663086265584541e-01
4.266349975544506679e-01,6.915667076040961092e-01,2.239860121277081895e-02
1.940000444929437240e-01,3.365746655102911378e-01,6.509463762838361145e-01
6.507989615178818577e-01,5.406167455725385818e-02,7.475611260911334544e-01
5.850687560928540254e-01,1.122023095861544029e-01,6.289869779071319833e-01
1.548644114288358908e-01,6.652837649640997997e-01,2.878049635911072990e-01
8.856629200453748352e-01,9.386802153021415185e-01,1.035869805019233869e-01
3.684682033105970422e-01,4.079781923179098824e-01,9.941742393213672813e-01
4.973876552106848425e-02,7.776575674944988803e-01,8.593542519123561485e-01
3.278809207797838132e-01,9.735818101140806258e-01,7.306364856950489095e-01
8.698567147115757736e-01,7.082992988942843349e-01,1.870403407921935601e-01
9.169565858617845233e-01,7.230064333345836980e-01,4.309099943425458434e-01
4.903984172596335123e-01,6.159007941817199461e-01,7.098197882615662202e-01
9.563399400734179379e-01,9.776765146884321966e-01,1.014323197250248665e-01
8.752418092119760296e-01,2.998060343556773200e-01,9.573279739452215109e-01
8.252307170992253527e-01,7.829884509607180076e-01,9.552328903622439027e-01
8.597100646822060099e-01,4.150780622121296171e-01,1.504951747697886866e-01
3.818754121688234804e-01,1.554196420905957776e-01,1.970568046001354157e-01
7.564689407555436063e-01,7.393723747314716599e-01,3.640763852959656433e-01
5.773390030761492708e-01,8.294019147111498791e-01,4.506843372810334092e-01
7.196840017403066669e-01,8.635991194450897135e-01,4.407356867642931997e-01
1.777861075807746216e-01,9.218784949475824497e-01,6.882041586077422002e-01
7.313939117749419516e-01,7.449115932316699995e-01,4.702122310737372191e-01
9.575924341941717266e-01,5.276185551407013286e-01,1.842537467934696194e-01
3.026633223814295670e-01,9.386954263995053171e-01,2.610223374281054332e-01
9.861613239556270560e-01,2.095656761518100986e-01,4.111953713111677899e-01
3.783760148053710859e-01,7.730976342441298055e-02,5.192982622515972535e-01
1.997234970210328697e-01,4.316257203758648853e-01,9.230165694523234654e-01
1.122862298002383907e-01,5.822185875454216619e-01,9.621295528865525526e-02
7.849619132881777706e-01,6.799893849658313894e-01,8.043375132868977317e-01
5.548254003765683562e-01,8.154219684790972034e-01,3.108566359768910603e-01
3.071312936620288481e-01,2.675664495656504549e-02,7.270279431670503278e-01
6.084503697937578837e-01,8.020463410107419033e-01,2.582574899231474541e-01
3.321011878410047302e-01,6.001286794815757775e-01,3.851443748192475702e-01
4.483577573284587281e-01,9.529477004377453486e-01,4.432567997992766795e-01
8.626641257530911489e-01,3.478974229703993837e-01,7.507745989407920151e-01
6.681664768591647485e-01,6.169784594685991941e-01,1.662545486714239740e-01
7.624018397047164219e-01,7.665484062839347246e-01,3.465523205277835084e-01
5.834935514695762659e-01,5.163954207533141272e-01,5.285513447962473244e-01
9.913980488856209972e-01,1.559075733695520771e-01,6.575926221982398845e-01
2.414100662908926775e-01,4.979977201997931591e-02,7.606938254902306795e-02
2.622911607188147531e-01,1.114006613391720357e-01,9.472624401416629425e-02
9.255893873833287433e-02,4.949045823477775663e-01,7.184802720480686355e-01
5.540195020707104900e-01,6.396087735062921942e-01,3.661488505423375894e-01
6.133592364083678694e-01,5.705210658161807835e-01,1.656155477365462980e-01
7.259615728988197958e-01,7.129161418423822782e-01,2.632012963634716707e-01
3.354459259492610368e-01,3.899464357446513763e-02,5.982146338790934603e-01
1.225680186502720037e-02,1.363407215290975971e-01,9.532964562404394604e-01
6.322295370883199706e-01,7.611401089485896332e-01,7.319115412566676859e-01
9.986954925203826994e-01,7.811823684775578425e-01,7.970569124749613543e-01
2.945493537899924741e-01,7.022938343177328457e-01,6.084485631271254746e-01
1.839344524690197380e-01,7.454300432652087860e-01,3.711814900251273475e-01
2.817669578263531927e-01,9.634400865023299287e-01,9.622081138390181643e-01
4.254154747770472200e-01,9.442186737530308127e-01,8.127376733040225787e-02
2.509129289525646733e-01,6.444818406506807040e-01,8.086205774171155714e-01
3.469600253675299006e-01,3.193345787375722056e-01,2.582710453679506468e-01
6.382067385793626091e-01,1.410989087593017555e-02,6.078583448585386240e-01
3.450279868426147090e-01,6.316081209088826309e-01,9.823863824717805615e-01
3.960589447836546650e-01,4.313038468370677947e-01,8.422916611584457813e-01
4.003126279926394471e-02,1.470274517982111950e-01,8.501406182696114033e-01
9.179425016228697221e-01,2.152577480045937408e-01,8.230679319806259997e-01
4.068859599148536565e-01,9.365293159099876696e-01,4.537937412285064642e-01
3.281435160347943025e-01,6.622254065601240747e-02,3.930522319672233866e-01
8.648419624538450368e-02,7.874707756128663805e-01,5.185495202296007689e-01
6.341832153951836304e-01,9.020493311460753283e-01,2.851127432989056798e-01
8.638249502637549426e-01,6.883475246782836399e-01,4.781442714856074527e-01
4.115320005240030721e-02,6.134164131560138067e-02,1.267960881466781986e-01
1.452724673660354959e-01,8.458529228172101400e-01,8.925343094786797327e-01
1.463898288862073294e-01,6.532889410609119540e-01,7.356707064882388458e-01
6.022748553477929034e-01,2.770328993718880195e-01,6.203060747865241087e-02
9.212305027183688155e-01,6.296553828560135235e-01,6.599489874684392188e-01
4.377683670655095893e-01,1.365427849681789541e-01,7.586979057832452522e-01
3.438064481938506445e-01,7.076475529631616190e-01,8.616119177563130727e-01
7.658406855966912730e-01,9.029956181586363817e-01,3.291250540194630148e-01
7.425690617556514050e-01,5.216812646183742741e-01,6.307349608019081622e-01
2.467561392772096296e-01,9.521059510441975959e-01,2.760864883156044502e-01
1.608263623078860505e-01,4.380949678204281161e-01,8.488806798341523852e-01
3.578100324153563605e-01,8.575670317814545474e-01,8.751599230352264946e-01
7.756033922266312164e-01,7.736484158772736208e-01,7.655295804884154620e-02
6.950633899149782913e-01,8.842951434328150118e-02,2.850717648347890210e-01
6.658537063562052216e-01,9.126525779327540056e-01,1.028107865065902571e-01
8.294285601632038762e-01,9.104276538416132825e-01,3.987608843451692087e-01
2.771303123413937364e-01,3.514158658957003967e-01,5.149123900252572383e-03
3.396837254695100894e-01,7.934388816752618867e-01,7.828229089809406460e-01
4.233945060917598813e-02,2.246374449854271482e-01,4.314517944820265294e-01
8.687457758035334043e-01,3.039308590796430121e-02,5.342918764676163335e-01
5.824297349221780884e-01,2.079371311167000913e-01,7.426179719041822169e-01
2.981222918836933244e-01,4.839878391437203442e-01,7.123238678121002199e-01
6.941653144936554831e-02,5.776750348369152910e-02,3.146622201771908101e-01
7.234095031624596661e-01,1.600061831114040212e-01,7.827673601098958933e-01
7.487375195490610924e-01,9.504379933815833015e-01,6.407575414780872780e-01
6.661786521150225848e-01,4.938409111666614004e-01,2.181711991220820490e-01
2.037809709467295338e-01,8.231005297814640853e-01,2.925199427578550893e-02
9.132160585086048776e-01,2.066227492425899426e-01,7.561632244608927911e-01
7.531580190208763126e-01,8.852169309077762005e-02,1.656474374397427507e-01
6.577563235839702926e-01,7.805480560107213028e-01,1.126146541523366240e-01
6.509439234217875292e-01,3.488338285988691334e-01,4.204105254217043175e-01
9.043577000916411812e-01,4.598044353575223564e-01,9.217179383948643778e-01
9.283071330971237600e-01,9.921290254555734656e-01,7.181552715797512310e-01
5.956374180102399496e-01,3.165305759242229566e-01,7.980616294067185423e-01
4.166694109625483922e-01,4.731457922866573185e-01,2.698925179663093088e-01
3.637339795594162206e-01,6.348113317177618287e-01,8.350519285221407184e-01
8.190788410807224862e-01,8.906878072810575642e-02,4.153805073319980501e-01
6.446053398343335461e-01,7.164321030146041380e-01,9.793979830460666225e-01
7.726603025365363919e-02,4.517310202750356440e-01,5.697541928471930861e-01
1.421860130150272017e-01,1.750144775337274528e-01,6.062341047666187643e-01
9.001858951048463675e-01,4.305418597004523340e-01,9.151326888166650964e-01
8.844981481045008920e-01,4.606678476015133583e-01,9.484019252124998856e-01
9.518324486974688581e-01,6.407369749083214883e-01,1.764631327721621901e-02
4.278509673283237280e-01,9.371338163865339244e-01,2.324576932844326649e-01
7.840609076407071276e-01,7.650655888620085943e-01,6.142450356682508383e-01
8.282250273143215713e-01,3.824500404103547968e-01,3.614407803161356902e-03
3.156969058381930981e-01,9.696482152757259776e-01,3.175302672592070774e-01
1.453377112271422300e-01,7.908311723232969159e-01,1.963139184397638681e-01
9.970263616391729089e-01,2.795180607262159889e-02,5.234770992621208263e-01
3.021920375134989900e-02,1.165864139200948335e-01,5.973131087892772362e-01
5.973359187114429814e-01,2.180111620447836573e-01,1.890144536097221328e-01
6.502122741817089047e-01,8.350358300686588908e-02,5.363867238948417659e-01
6.817893419696483548e-01,4.854272192169817313e-01,3.967257686868715938e-01
2.556277439690897157e-01,3.407180421921663926e-01,9.909618421759711637e-01
7.215792442988507860e-01,9.729254637313583531e-01,6.510276349606747281e-02
2.163995632812655279e-01,4.727360972511729376e-01,8.406852061535814435e-01
8.290382557516824402e-01,2.121548601757340391e-01,9.994809782760012418e-01
2.191166740846345329e-01,9.707308442411777261e-01,5.415917192673309621e-01
6.967060290760774821e-01,5.138817914240677576e-01,6.805725679052572197e-01
7.834134858339758534e-01,7.305977133666019530e-02,1.279472657559203030e-01
1.889457504621887551e-01,8.087462101852438412e-02,3.508221202056379662e-01
2.379864876326027723e-01,6.752926819433779926e-01,1.814896716232288210e-01
7.791037387343668907e-01,4.947958890275151456e-01,5.833207995565389270e-01
8.599897163495284769e-02,6.242308144488958321e-01,9.420892571805831173e-01
1.907609524666641354e-01,8.496600081922149883e-01,2.959361194568843612e-02
4.555309061899152079e-01,6.813836109762071436e-01,4.944461480550538246e-01
9.301819287447705698e-01,8.617898580254785834e-01,7.235572329553918713e-01
5.618778348930104638e-01,7.426884899551496888e-01,4.306201659937026749e-01
3.876778482082254840e-01,6.743997529939061986e-01,5.388697096438621603e-01
9.783702222224766043e-01,1.346987413556529622e-01,4.529739638618671682e-01
4.637113062212885328e-01,4.828276128749382501e-01,5.974900716122936162e-01
4.337349736874820394e-01,4.330926926671740951e-01,6.857778280790871595e-02
4.116443168877235159e-01,5.406953483018688278e-01,5.467947571866901280e-01
3.121800726067962550e-01,3.911428601649425962e-01,5.117802216227227419e-01
3.256948097375843565e-01,6.204372484805616983e-01,1.818550254419231127e-01
6.878370599294980625e-01,3.924558744362367513e-01,5.347506639268736484e-01
4.083559734188113577e-02,5.576178859958519363e-01,4.631492648902388876e-01
6.818167256463188997e-01,3.948753098828502450e-01,5.931767163377466012e-01
2.012044981258728216e-01,9.017673533229757510e-01,5.638253582507112283e-01
3.842080032044928872e-01,3.734156806998165656e-01,4.045884299476248946e-01
1.465389725603319926e-01,7.309325077327312181e-01,7.811346313645268769e-01
5.527510440724697771e-01,6.137351694390581480e-01,3.574559692462673244e-01
7.293504449521396316e-01,3.855235279418339767e-01,4.745372486124905809e-01
3.546555760563646631e-01,8.076310684475324075e-01,4.264101491770707630e-01
1.634165775402629528e-01,9.275671694086715657e-01,4.858721853271458224e-01
2.265055819311755370e-01,7.604843319458842732e-01,8.001829114076782767e-01
8.181129185255725522e-01,9.485880458844393459e-01,7.096615097555941665e-01
2.676487350598524273e-01,4.363066918647263703e-01,4.223791096965601177e-02
7.747025930112271253e-01,9.137400566477883457e-01,4.945783588067935721e-01
3.311994068062110719e-01,8.762229709546547340e-01,1.247537828590872255e-01
1.887325543429625441e-01,7.623873153302388461e-01,7.293428867594980991e-01
7.273085596274310172e-01,8.352006951538295532e-01,9.866943047156445656e-01
4.685450294752067091e-01,7.301336396102805493e-01,6.188020311545857632e-01
3.127725127480640577e-02,5.123084622882501105e-01,3.798614569489023873e-01
9.599424193443986120e-01,5.524191511419401790e-01,7.231427177993832167e-02
1.477534450721074144e-01,4.176867776640504903e-01,3.325692527081118843e-01
3.534069764530913815e-01,6.642926884890670847e-01,5.252915768344262881e-01
3.847946349957073187e-01,3.247898777836075723e-01,8.808584727744649401e-01
4.894298992584132924e-01,7.396594774609955847e-01,5.129934938611873108e-01
7.854440223341706551e-01,5.051153605654933321e-01,9.844315162759247340e-01
6.090279675126764047e-03,3.531879153058509191e-01,3.691664858267099669e-01
9.324720513360746921e-01,1.472279182052756985e-01,4.913922774196777254e-04
6.459894602030111788e-01,2.555259089978589859e-01,6.286252790820225922e-01
9.506488791489355883e-01,6.402003629317262190e-01,2.191390991985465719e-01
8.173895374164857897e-01,3.698493055550031716e-01,2.437846376157274397e-01
9.278382180832168702e-01,3.316912619182099675e-02,1.742269728014722574e-02
6.010005509356780573e-01,3.297380297120215964e-01,5.314722656990834571e-01
3.573089828771748300e-01,3.663576989794609107e-01,2.475077742742400888e-01
4.429140631136037065e-01,2.343008807702018359e-01,9.942902420480946857e-01
6.580323103841129173e-01,2.863150287376134973e-01,8.356570523555832963e-01
4.269318597663362969e-01,7.049274282288523485e-01,7.211900643187024729e-01
7.316727834677891895e-01,7.462664538803488457e-01,3.538915587209344737e-01
9.184801608002957085e-02,9.588989659919290309e-01,7.159713619856467037e-02
8.299866489848887197e-01,1.180882654703984125e-01,6.689428513091572048e-01
2.041886396420041772e-01,3.117250043687788130e-01,2.230150012408138593e-02
9.439476095247225640e-01,7.704452598083533221e-02,4.416009167358577736e-01
1.555457999372679145e-01,6.133037339017179956e-01,5.277033505786010714e-02
1.291641961023978213e-01,1.638829330380575655e-02,5.597077838699587859e-01
8.118761105873928408e-01,2.053563413434315033e-01,5.595418639403993977e-01
8.187018277030143620e-01,5.869800447109517760e-01,5.306156146588372202e-01
7.387594198812472701e-01,3.587386473551922306e-01,7.145870932276998655e-01
9.605304639047046456e-01,5.443762590907323951e-01,2.281553012278688675e-01
2.705396286854160337e-01,6.402375084642356606e-01,2.421683964148232393e-01
8.266487389902875682e-01,8.389400678583438520e-01,4.161632959437472357e-01
3.520405300434208407e-01,3.928752213170160212e-01,7.027706012783022649e-01
5.373986255693407044e-01,2.788969146386199860e-01,1.167524760649206739e-01
4.456000297013287259e-01,5.388051335117975960e-01,8.858878189262039404e-01
5.850022673607235824e-03,6.968130767442892726e-02,2.522120905248089739e-01
5.744621935391577283e-01,4.191422276170331251e-02,1.278869266487774325e-01
7.475058877639529920e-01,4.522372350098985416e-01,5.989742170533639554e-01
1.745523835752712527e-01,2.180787500332271867e-01,2.755820911742985491e-01
9.316558618930373958e-01,7.216575213368048303e-03,4.087628069861980462e-01
5.303995394185038181e-01,6.793704605063835000e-01,6.111457336034009646e-02
1.782460031510935128e-01,8.161555367454292886e-01,4.649640692249271678e-01
6.459475709168852608e-01,1.478785704559472114e-01,3.036953063654246332e-01
1.919227085153439871e-01,5.639022742013978240e-01,1.698221278190086281e-01
6.353334829533641148e-02,9.839849528212787355e-01,3.863148126494364565e-01
6.853152424192422432e-01,2.687556833987403415e-01,7.700671783123528291e-01
1.106948833054944847e-01,7.308147321200402224e-01,7.636501570531273320e-01
1.062174483764353194e-01,1.621025776134531471e-01,3.604859842422711846e-01
7.399435631818133130e-01,9.320929815832295073e-01,9.742359037524223053e-01
5.520223320807116085e-02,4.335851857250050401e-04,1.258861610924556507e-01
8.097691790479546459e-01,2.947301802294096662e-01,8.547508306440132486e-01
7.961487586478276368e-01,9.764325184233376698e-01,9.789520356113572408e-01
1.413934280777660035e-01,6.706902380016285248e-01,5.729598082113346313e-01
5.183806472769688645e-01,2.118455993983403562e-01,6.013375234396367564e-02
9.662549096894235134e-02,7.913655818164408995e-01,9.210391405317616131e-01
6.325712197859871821e-01,8.980855795603327474e-01,4.369609836435283112e-01
6.293001297054656717e-02,4.872711707373056367e-01,1.718885368596713148e-01
9.444808563227472531e-01,1.560236532076455518e-01,8.914229985988523230e-01
2.077307353695816428e-01,2.585930222328099992e-01,4.268794175175454342e-01
6.828946559486450685e-01,9.431141172957403507e-01,4.993871680176052985e-01
1.282914243771100526e-01,1.611027970456672120e-01,5.710205486401231934e-01
2.095964483267764855e-01,3.119068369519316652e-01,9.066008772175475627e-01
4.509496488833706351e-01,1.455376746211295425e-01,5.037495627596871861e-01
5.730961413415162076e-01,1.056059111705329734e-01,8.882045707811027091e-01
9.988632403916829494e-01,5.220250585900586549e-01,1.702299922283562195e-01
2.592622809094413672e-02,3.967092912944547578e-01,6.167049964670285878e-01
3.144196440869606590e-04,4.616843682429805362e-02,5.255038017451872934e-01
3.503670947149479797e-01,1.451948767064558110e-01,3.250383289642534423e-01
3.661563678024198909e-01,3.765837958746032221e-02,2.125290673336034386e-01
8.838372360986316290e-01,2.458994963802618727e-02,6.993996344866471038e-02
9.125825476973019601e-01,1.784700938071277498e-01,2.617348896353675070e-01
8.805249763593188117e-01,7.436492923507080910e-01,6.805887234369787375e-01
1.431787504860477789e-01,1.476996820910825292e-02,2.782088162834511769e-01
4.121048351810734367e-01,3.044774248601587185e-01,7.281084156753312442e-01
7.458851622950232185e-01,5.647880710378321290e-01,8.751525470400036699e-01
3.126110677842414143e-01,7.437035684359439847e-01,6.943053017614537747e-01
6.632380285105512474e-01,6.778918989590543287e-01,8.050691804194776147e-01
2.371428631910920126e-01,9.884244418006190580e-01,5.732061867035742608e-01
3.234192579608080598e-01,2.756272624215780898e-01,9.466051291373734911e-01
8.604296493484838715e-01,1.387280025946235895e-04,7.629416326804224768e-01
2.505090360889951073e-01,3.821927587873874543e-02,3.226758968116840709e-01
9.643240868848629299e-01,9.751871042002502321e-02,7.233494012174879195e-01
3.062595609368469196e-01,9.752376885840038367e-01,6.718583366868096096e-01
2.352810982327735445e-02,5.700482943017478599e-01,7.514191000156187350e-01
2.549009038025704665e-01,7.993685339229280595e-01,3.193623528583814375e-01
1.712049422434257506e-01,9.850790160008203733e-01,5.095817216403938366e-01
5.068269662175497459e-01,8.442678848890774468e-01,8.803853294487476999e-01
