temperature_step,temperature_C,x_cm,y_cm,ux_um,uy_um,uz_um
5,242.1,1.8817,1.0628,8.244,4.859,-0.011
5,242.1,0.2342,0.8651,1.141,3.64,-0.037
5,242.1,0.2311,0.5376,1.009,2.417,0.047
5,242.1,1.8116,0.8057,8.083,3.514,0.024
5,242.1,0.1199,1.4803,0.554,6.491,-0.05
5,242.1,1.6296,1.2994,7.107,5.812,-0.085
5,242.1,1.0827,0.4328,4.788,2.179,0.049
5,242.1,0.9375,1.7704,4.092,7.743,0.018
5,242.1,0.2634,0.1774,1.08,0.812,-0.006
5,242.1,1.2704,1.0298,6.178,5.007,-0.009
5,242.1,0.0878,0.7695,0.457,3.359,-0.006
5,242.1,1.0464,0.3735,4.787,1.791,-0.032
5,242.1,0.6652,0.3137,2.932,1.408,-0.044
5,242.1,0.9587,0.208,4.263,0.831,0.057
5,242.1,1.9933,0.8271,8.492,3.683,-0.014
5,242.1,1.2053,0.1224,5.224,0.727,-0.104
5,242.1,0.2202,0.6131,1.264,2.761,0.078
5,242.1,1.3062,0.9929,6.22,4.862,0.099
5,242.1,0.3668,0.6023,1.823,2.762,0.02
5,242.1,0.226,1.2393,1.207,5.451,-0.017
5,242.1,0.8907,1.7896,4.062,7.935,0.05
5,242.1,0.2981,1.8028,1.456,7.844,0.052
5,242.1,0.2615,0.2599,1.111,1.123,0.026
5,242.1,1.442,0.003,6.423,0.14,0.056
5,242.1,1.8641,1.5398,8.142,6.793,-0.067
5,242.1,1.585,1.3619,7.087,6.109,0.016
5,242.1,1.1314,0.9031,5.86,4.554,0.013
5,242.1,0.4483,0.9644,2.213,4.253,0.035
5,242.1,0.5554,0.3736,2.509,1.701,0.06
5,242.1,1.6275,0.6636,7.084,3.061,-0.118
5,242.1,1.0071,1.7633,4.349,7.852,-0.049
5,242.1,0.4053,1.6038,1.767,7.231,-0.047
5,242.1,1.1756,1.4711,5.313,6.651,-0.068
5,242.1,1.6715,1.5957,7.437,7.062,0.002
5,242.1,0.4735,0.3175,2.015,1.562,0.091
5,242.1,1.6813,0.1166,7.397,0.618,0.006
5,242.1,1.7231,1.4834,7.774,6.417,-0.022
5,242.1,1.1161,0.7416,5.495,3.713,0.103
5,242.1,0.5122,0.0389,2.326,0.057,-0.076
5,242.1,0.9774,0.8277,5.058,4.109,0.049
5,242.1,1.1318,0.573,5.133,2.743,0.02
5,242.1,0.8999,0.3983,3.883,1.808,-0.046
5,242.1,1.6334,1.5179,7.15,6.764,-0.012
5,242.1,1.9625,0.3325,8.717,1.434,-0.045
5,242.1,1.5178,1.4527,6.701,6.47,0.091
5,242.1,1.2749,1.6849,5.383,7.422,0.092
5,242.1,1.2306,1.725,5.421,7.54,0.055
5,242.1,1.976,0.6733,8.717,3.055,-0.046
5,242.1,0.4277,1.0401,2.099,4.683,0.008
5,242.1,1.6471,1.5682,7.184,6.855,0.075
5,242.1,1.6844,0.8184,7.435,3.645,-0.002
5,242.1,0.679,0.2355,3.266,1.257,-0.013
5,242.1,1.4167,1.4167,6.605,6.395,0.008
5,242.1,1.604,1.0039,7.009,4.447,0.026
5,242.1,0.2155,0.8347,0.902,3.592,-0.017
5,242.1,1.6394,1.6197,7.103,7.026,-0.015
5,242.1,1.5984,0.6373,7.189,2.901,0.035
5,242.1,0.9914,0.764,5.094,3.796,-0.015
5,242.1,1.055,0.4463,4.875,2.221,-0.067
5,242.1,1.0973,1.3485,5.292,6.243,0.096
5,242.1,1.3243,1.0419,6.232,4.888,0.047
5,242.1,0.124,1.2827,0.456,5.597,0.036
5,242.1,1.3348,1.542,6.086,6.784,-0.004
5,242.1,1.6148,0.1955,7.046,0.874,-0.029
5,242.1,1.7057,0.3069,7.372,1.474,0.016
5,242.1,0.9464,0.6449,4.622,3.045,0.065
5,242.1,0.9369,0.1302,3.901,0.567,-0.006
5,242.1,0.7284,0.5163,3.382,2.41,-0.0
5,242.1,0.0385,1.1747,0.477,5.222,-0.018
5,242.1,1.6831,1.1975,7.351,5.416,-0.02
5,242.1,0.2829,0.5065,1.345,2.302,-0.012
5,242.1,1.2628,0.8332,6.046,4.08,-0.004
5,242.1,1.5667,0.4872,6.948,2.153,0.09
5,242.1,1.5925,0.2462,6.841,1.099,-0.034
5,242.1,0.1529,0.6861,0.994,3.017,0.085
5,242.1,1.0924,1.5111,5.045,6.752,-0.124
5,242.1,1.4996,0.189,6.606,0.987,0.038
5,242.1,0.0369,1.2085,0.236,5.297,-0.003
5,242.1,1.5202,1.2982,6.697,5.762,-0.011
5,242.1,1.9565,0.8372,8.547,3.612,0.072
5,242.1,1.7842,0.3955,7.891,1.908,-0.019
5,242.1,1.7286,0.776,7.572,3.482,0.017
5,242.1,0.1808,1.2133,0.9,5.486,0.006
5,242.1,0.9279,1.5208,4.221,6.913,-0.027
5,242.1,0.5524,0.0,2.475,0.098,0.028
5,242.1,0.3437,1.2414,1.692,5.649,-0.051
5,242.1,1.5929,0.7217,7.12,3.281,-0.069
5,242.1,1.0628,1.6087,4.728,7.18,0.105
5,242.1,1.8819,1.8236,8.087,7.759,-0.008
5,242.1,0.6501,0.3568,2.976,1.606,-0.01
5,242.1,0.3855,1.2378,2.005,5.619,0.012
5,242.1,1.3862,0.155,6.125,0.693,-0.068
5,242.1,1.6024,0.8551,7.031,3.957,0.075
5,242.1,0.6782,1.374,3.238,6.33,0.054
5,242.1,0.3818,0.8951,1.739,3.985,0.029
5,242.1,1.385,0.8584,6.389,3.937,0.071
5,242.1,0.284,1.4463,1.387,6.413,-0.169
5,242.1,0.3705,1.8186,1.512,8.02,-0.045
5,242.1,1.6476,0.7886,7.248,3.612,-0.038
5,242.1,1.2113,0.3371,5.518,1.45,-0.03
5,242.1,1.3483,1.8761,5.898,8.256,0.081
5,242.1,1.8052,0.1568,8.065,0.601,-0.002
5,242.1,1.2091,0.1853,5.439,0.883,-0.008
5,242.1,1.0658,1.2748,4.964,5.995,0.021
5,242.1,1.5763,0.3471,6.869,1.56,-0.063
5,242.1,1.9501,0.5213,8.629,2.32,0.015
5,242.1,0.3155,1.3392,1.433,5.961,-0.021
5,242.1,0.0976,0.6609,0.513,2.957,-0.032
5,242.1,0.1669,0.1681,0.941,0.652,0.062
5,242.1,0.7967,0.6005,3.86,2.797,0.024
5,242.1,0.0522,0.5198,0.388,2.438,-0.001
5,242.1,0.9954,0.8654,5.312,4.468,0.014
5,242.1,1.4383,1.3499,6.308,6.031,0.065
5,242.1,1.9868,0.084,8.666,0.3,0.0
5,242.1,0.6926,0.6618,3.389,3.248,0.014
5,242.1,1.1202,0.4763,5.09,2.312,0.079
5,242.1,0.0617,0.3984,0.379,1.768,-0.032
5,242.1,0.4843,1.4673,2.079,6.469,-0.052
5,242.1,1.5912,0.8198,7.155,3.497,-0.058
5,242.1,0.6808,0.1388,3.001,0.68,-0.03
5,242.1,0.9208,1.5127,4.4,6.532,0.016
5,242.1,0.7079,0.3913,3.307,1.821,-0.022
5,242.1,1.4764,0.7187,6.653,3.227,-0.11
5,242.1,1.1021,0.5193,5.103,2.466,-0.052
5,242.1,1.9976,1.4888,8.617,6.498,-0.04
5,242.1,0.5868,1.7613,2.5,7.72,0.009
5,242.1,0.7696,1.7831,3.293,7.85,0.023
5,242.1,1.4951,0.9458,6.863,4.27,0.058
5,242.1,0.5938,1.0547,3.045,4.76,-0.045
5,242.1,1.6824,0.4471,7.247,2.013,-0.014
5,242.1,0.5899,0.7149,2.783,3.389,-0.052
5,242.1,1.643,0.3235,7.225,1.178,-0.112
5,242.1,1.1356,0.4209,5.328,2.012,0.033
5,242.1,0.997,1.9404,4.474,8.358,-0.06
5,242.1,0.5579,1.9749,2.298,8.731,0.009
5,242.1,0.0618,0.2737,0.37,1.224,0.07
5,242.1,1.5607,0.1078,6.765,0.342,-0.008
5,242.1,0.5113,1.2053,2.402,5.411,-0.04
5,242.1,0.3294,0.2082,1.392,1.006,0.027
5,242.1,0.2959,1.8049,1.249,8.098,-0.037
5,242.1,1.8584,0.0834,8.166,0.455,-0.077
5,242.1,1.0324,0.4053,4.832,1.81,0.09
5,242.1,1.561,1.6426,6.977,7.105,0.035
5,242.1,0.0816,1.795,0.403,7.774,-0.027
5,242.1,1.1269,1.3203,5.309,6.168,0.106
5,242.1,0.5949,1.2698,2.912,5.908,-0.011
5,242.1,0.3915,0.0609,1.752,0.324,-0.023
5,242.1,1.1523,0.2199,5.091,1.065,0.02
5,242.1,1.1616,0.6123,5.448,2.862,0.005
5,242.1,0.7716,0.6401,3.803,2.995,0.086
5,242.1,1.9515,0.3207,8.578,1.374,-0.021
5,242.1,0.9687,1.7921,4.323,7.859,-0.088
5,242.1,0.7701,0.5461,3.624,2.619,-0.105
5,242.1,0.5505,0.549,2.349,2.431,0.098
5,242.1,1.1747,1.8579,5.127,8.21,0.09
5,242.1,1.4712,1.7726,6.455,7.6,0.012
5,242.1,1.7513,1.4981,7.555,6.661,-0.004
5,242.1,0.3472,1.6392,1.714,7.088,-0.114
5,242.1,1.3617,0.872,6.147,4.097,0.176
5,242.1,0.1911,0.1651,0.805,0.533,-0.017
5,242.1,1.3084,1.6802,5.724,7.297,0.028
5,242.1,1.3687,0.0,5.968,-0.004,0.03
5,242.1,1.7837,1.3257,7.967,5.785,-0.001
5,242.1,1.9237,0.7572,8.473,3.344,-0.004
5,242.1,0.5581,0.7363,2.762,3.535,0.012
5,242.1,1.3378,0.6358,6.222,2.914,0.006
5,242.1,1.064,0.8177,5.222,4.106,0.072
5,242.1,0.5857,1.8933,2.568,8.453,0.021
5,242.1,0.0812,0.6646,0.487,2.882,-0.006
5,242.1,0.5801,1.3704,2.852,6.25,0.033
5,242.1,1.0721,0.1269,4.801,0.518,0.018
5,242.1,1.8046,0.5606,7.783,2.511,-0.016
5,242.1,1.1786,0.0861,5.29,0.475,-0.047
5,242.1,1.1443,0.0678,4.967,0.232,-0.033
5,242.1,0.3316,0.2814,1.375,1.329,0.051
5,242.1,0.9897,1.9197,4.287,8.214,0.027
5,242.1,0.9834,0.5981,4.711,3.09,0.065
5,242.1,1.6964,1.1894,7.305,5.401,-0.037
5,242.1,1.0693,0.4825,4.86,2.481,0.013
5,242.1,0.0947,0.5101,0.327,2.092,-0.035
5,242.1,0.209,0.6541,1.076,2.838,-0.003
5,242.1,0.3271,1.9249,1.48,8.481,-0.042
5,242.1,1.3988,1.9416,6.091,8.55,0.08
5,242.1,0.8225,1.4123,3.904,6.5,-0.021
5,242.1,0.5458,1.9424,2.456,8.47,0.014
5,242.1,1.1422,0.4265,5.177,2.092,0.077
5,242.1,0.7794,0.8628,3.956,4.121,0.039
5,242.1,1.1225,0.6944,5.38,3.491,0.028
5,242.1,1.1254,1.5259,5.205,6.787,0.062
5,242.1,1.1317,0.256,5.309,1.007,0.005
5,242.1,1.2733,0.7615,6.011,3.76,0.038
5,242.1,0.9213,0.4858,4.267,2.329,-0.057
5,242.1,1.8731,0.4493,7.996,1.887,-0.046
5,242.1,1.3613,0.2701,5.949,1.375,-0.078
5,242.1,1.4485,1.6866,6.598,7.422,-0.002
5,242.1,0.8343,1.6125,3.843,7.049,-0.005
5,242.1,1.9294,1.9782,8.305,8.618,0.004
5,242.1,1.2232,1.6189,5.486,7.025,-0.034
5,242.1,1.7489,1.3245,7.757,5.862,0.04
5,242.1,0.9312,1.7654,4.209,7.648,-0.015
5,242.1,1.068,0.6665,4.946,3.215,0.058
5,242.1,1.7904,1.8382,7.77,7.982,0.089
5,242.1,0.0122,1.6751,0.003,7.328,0.046
5,242.1,1.7532,0.9988,7.748,4.338,-0.014
5,242.1,0.1601,0.9267,0.759,4.166,0.021
5,242.1,0.8623,0.6066,4.018,2.832,0.022
5,242.1,0.7277,1.0261,3.68,5.109,0.0
5,242.1,1.3729,1.2549,6.398,6.017,0.036
5,242.1,0.1944,1.1765,0.995,5.269,-0.045
5,242.1,1.5672,0.9616,7.137,4.184,0.069
5,242.1,0.5706,0.1301,2.486,0.425,0.027
5,242.1,0.1735,0.1741,0.851,0.697,0.031
5,242.1,1.5738,0.5023,6.962,2.317,-0.022
5,242.1,1.4935,1.528,6.535,6.809,-0.071
5,242.1,1.3403,0.4688,6.153,2.156,0.075
5,242.1,0.2828,1.2748,1.295,5.821,0.007
5,242.1,0.985,1.5705,4.512,7.109,-0.038
5,242.1,1.4665,0.553,6.661,2.533,-0.036
5,242.1,1.1875,0.5533,5.462,2.652,0.02
5,242.1,0.5362,0.1201,2.406,0.469,0.077
5,242.1,1.5591,1.9623,6.872,8.57,0.044
5,242.1,0.7097,0.8152,3.553,3.964,-0.027
5,242.1,0.6323,0.8474,3.058,4.011,-0.059
5,242.1,0.6337,1.3941,2.999,6.248,-0.073
5,242.1,1.4907,1.7373,6.623,7.692,0.083
5,242.1,1.4786,1.4127,6.505,6.023,-0.046
5,242.1,0.3981,1.342,1.81,5.949,0.028
5,242.1,1.3932,1.5506,6.144,6.979,0.036
5,242.1,0.0689,0.6283,0.337,2.645,-0.046
5,242.1,0.7143,0.7115,3.404,3.406,0.072
5,242.1,1.4813,0.639,6.662,3.014,0.029
5,242.1,0.341,1.2358,1.52,5.613,-0.007
5,242.1,0.939,0.6953,4.434,3.398,0.064
5,242.1,0.7436,1.2444,3.761,5.702,0.031
5,242.1,0.5442,0.7533,2.546,3.518,-0.018
5,242.1,0.872,1.5099,3.93,6.702,-0.047
5,242.1,1.9545,1.8732,8.426,8.135,0.043
5,242.1,0.2989,0.7313,1.378,3.238,-0.049
5,242.1,1.2085,0.4202,5.433,2.083,0.001
5,242.1,0.8672,1.063,4.769,5.305,-0.06
5,242.1,1.6475,1.901,7.19,8.316,0.045
5,242.1,0.8212,0.6215,3.951,2.957,0.009
5,242.1,0.8811,0.8205,4.5,4.093,0.167
5,242.1,0.4691,0.8927,2.197,4.127,-0.112
5,242.1,1.7722,0.8111,7.778,3.497,-0.027
5,242.1,1.5075,0.6746,6.634,2.933,0.066
5,242.1,0.5386,0.9258,2.689,4.286,0.027
5,242.1,1.1924,0.2101,5.239,1.13,0.015
5,242.1,0.7118,1.8388,3.205,7.887,0.022
5,242.1,0.2078,1.3927,0.908,6.128,0.064
5,242.1,0.2801,1.2347,1.438,5.485,0.001
5,242.1,1.43,1.5681,6.302,6.729,0.004
5,242.1,1.8047,1.4104,8.02,6.252,0.033
5,242.1,0.4671,1.2542,2.306,5.638,0.089
5,242.1,0.9226,1.3753,4.416,6.261,-0.045
5,242.1,0.1019,0.9322,0.508,4.089,0.021
5,242.1,1.0268,0.815,5.229,4.031,0.027
5,242.1,0.1871,0.0484,0.95,0.307,0.038
5,242.1,0.8479,0.4079,3.797,2.013,-0.05
5,242.1,1.634,1.6655,7.028,7.252,-0.006
5,242.1,0.3226,1.9559,1.474,8.545,0.042
5,242.1,1.3393,1.1757,6.116,5.443,0.029
5,242.1,1.6529,0.0847,7.108,0.569,0.015
5,242.1,0.977,1.0065,5.669,5.448,0.219
5,242.1,1.3343,0.9583,6.363,4.586,0.109
5,242.1,0.8631,1.379,4.035,6.195,-0.037
5,242.1,0.5869,1.1779,2.849,5.409,0.106
5,242.1,0.6845,1.7359,2.984,7.701,-0.01
5,242.1,0.3719,1.0151,1.909,4.651,-0.075
5,242.1,1.8735,1.0612,8.221,4.624,0.018
6,285.5,1.1846,1.4933,6.457,7.867,0.025
6,285.5,0.9142,1.5405,5.013,8.331,0.048
6,285.5,1.3941,1.9434,7.236,10.214,-0.032
6,285.5,0.89,1.7941,4.745,9.427,0.078
6,285.5,1.7126,0.8206,8.982,4.299,0.08
6,285.5,0.0744,0.5423,0.464,2.703,0.015
6,285.5,0.4117,1.1398,2.518,6.174,-0.031
6,285.5,0.3187,1.2096,1.736,6.394,-0.036
6,285.5,0.5909,1.4963,3.134,8.047,0.002
6,285.5,1.7797,0.8668,9.458,4.74,-0.005
6,285.5,0.13,0.1415,0.783,0.851,-0.089
6,285.5,1.0835,0.5261,6.002,2.984,0.076
6,285.5,0.4314,1.5427,2.161,8.082,0.004
6,285.5,0.5661,1.2148,3.384,6.457,0.039
6,285.5,1.5119,1.2476,8.219,6.731,0.064
6,285.5,0.3518,0.2866,1.929,1.481,0.093
6,285.5,0.4139,1.2452,2.391,6.609,-0.008
6,285.5,0.9321,1.2157,5.647,7.077,0.105
6,285.5,0.302,1.4479,1.62,7.709,-0.02
6,285.5,1.7144,0.7651,9.103,4.083,0.007
6,285.5,1.6769,0.0721,8.796,0.436,-0.012
6,285.5,0.7717,1.4977,4.273,8.053,0.039
6,285.5,1.7734,1.589,9.355,8.329,0.063
6,285.5,1.0504,0.3771,5.774,1.995,-0.036
6,285.5,1.7589,0.4002,9.15,2.064,0.039
6,285.5,1.0083,0.6839,5.939,4.077,0.051
6,285.5,0.6643,0.3454,3.654,1.831,-0.018
6,285.5,1.3504,1.6579,7.109,8.7,-0.014
6,285.5,1.9227,1.6138,10.031,8.38,-0.055
6,285.5,0.4356,1.7017,2.341,8.933,-0.053
6,285.5,0.8461,0.5127,4.766,2.885,-0.105
6,285.5,1.0336,0.1079,5.544,0.551,0.052
6,285.5,1.8644,1.471,9.686,7.906,-0.035
6,285.5,0.8329,0.908,5.459,5.475,0.073
6,285.5,0.4372,1.4894,2.583,7.928,0.035
6,285.5,0.7534,1.7738,4.089,9.214,0.037
6,285.5,0.3167,0.2351,1.782,1.478,0.022
6,285.5,0.318,0.5893,1.898,3.034,0.037
6,285.5,1.3573,1.8358,7.37,9.386,0.091
6,285.5,1.1666,0.0856,6.091,0.624,0.063
6,285.5,0.7767,1.45,4.299,8.011,0.009
6,285.5,1.8036,0.1489,9.543,0.92,-0.015
6,285.5,1.2209,0.8314,6.995,4.615,0.053
6,285.5,0.9582,0.6871,5.627,4.026,0.052
6,285.5,1.3899,0.7611,7.706,4.222,0.062
6,285.5,0.5926,0.8331,3.449,4.574,0.05
6,285.5,1.4471,1.1802,7.905,6.346,0.076
6,285.5,1.6079,0.2079,8.366,1.029,0.06
6,285.5,0.8892,1.987,4.73,10.253,0.001
6,285.5,0.1444,0.3588,0.734,1.844,-0.028
6,285.5,0.5161,0.5629,2.907,3.167,0.036
6,285.5,0.9829,1.4476,5.352,7.809,0.06
6,285.5,0.9419,1.856,4.933,9.811,0.021
6,285.5,0.9904,1.759,5.231,9.171,0.071
6,285.5,0.0056,0.7537,-0.224,4.19,0.03
6,285.5,1.2343,1.7718,6.628,9.292,0.092
6,285.5,1.5579,0.9816,8.357,5.668,-0.014
6,285.5,0.0982,0.9235,0.545,4.972,-0.096
6,285.5,1.6514,0.55,8.669,2.964,-0.081
6,285.5,1.4903,1.5665,7.78,8.319,-0.1
6,285.5,0.1293,1.3721,0.843,7.196,0.119
6,285.5,0.3698,0.505,2.091,2.823,0.04
6,285.5,1.47,1.9618,7.728,10.176,-0.034
6,285.5,1.5877,1.8389,8.245,9.656,-0.031
6,285.5,1.2531,1.1691,7.126,6.602,0.022
6,285.5,1.6887,0.1453,8.912,0.617,-0.028
6,285.5,1.1262,0.7764,6.689,4.505,0.028
6,285.5,1.417,0.7292,7.76,4.036,-0.016
6,285.5,0.99,0.9141,6.5,5.7,0.08
6,285.5,1.2474,0.0081,6.498,0.055,0.031
6,285.5,1.3938,0.9475,7.849,5.475,-0.16
6,285.5,0.5688,1.6654,3.062,8.849,-0.09
6,285.5,0.5795,1.3247,3.357,7.183,0.057
6,285.5,0.7004,0.2191,3.629,1.39,0.072
6,285.5,0.5012,1.6943,2.658,8.877,0.023
6,285.5,0.5322,0.4861,2.966,2.725,0.012
6,285.5,1.5257,0.2214,8.115,1.179,-0.024
6,285.5,0.4851,1.1778,2.674,6.172,0.034
6,285.5,0.8104,1.4281,4.407,7.701,0.097
6,285.5,0.4278,1.6418,2.236,8.682,-0.05
6,285.5,0.8679,0.9756,5.504,5.935,-0.019
6,285.5,0.5142,1.4724,2.919,8.058,-0.079
6,285.5,0.2778,0.6408,1.62,3.545,0.077
6,285.5,0.2245,1.6571,1.202,8.631,0.027
6,285.5,1.3963,1.0147,7.703,5.556,0.009
6,285.5,1.1582,1.9074,6.024,10.043,-0.0
6,285.5,1.4562,0.0127,7.486,-0.003,-0.06
6,285.5,0.5844,0.6069,3.397,3.223,0.01
6,285.5,1.3423,0.1172,6.974,0.541,-0.006
6,285.5,1.4686,0.853,8.009,4.762,0.045
6,285.5,0.0203,0.3707,0.316,1.956,-0.081
6,285.5,1.147,1.9785,6.022,10.321,-0.018
6,285.5,0.52,0.8839,2.961,4.945,0.07
6,285.5,0.0712,0.5734,0.426,3.075,0.026
6,285.5,1.6954,0.0218,8.96,0.086,-0.009
6,285.5,1.4113,1.9514,7.558,10.305,0.056
6,285.5,0.9596,0.6084,5.434,3.509,-0.029
6,285.5,0.5326,1.9186,2.865,10.041,0.02
6,285.5,0.087,1.3113,0.863,6.835,0.009
6,285.5,1.2313,1.7979,6.438,9.548,-0.089
6,285.5,1.8272,1.0398,9.5,5.611,0.129
6,285.5,0.6155,1.0562,3.761,5.74,0.019
6,285.5,1.7913,0.1615,9.243,0.768,-0.016
6,285.5,0.7708,0.6451,4.349,3.606,0.053
6,285.5,1.7447,1.9271,9.345,10.007,-0.072
6,285.5,1.818,0.3893,9.649,1.955,0.039
6,285.5,1.3679,1.4132,7.415,7.517,-0.032
6,285.5,1.9407,1.6172,10.205,8.482,0.041
6,285.5,1.0264,1.1365,6.274,6.733,0.123
6,285.5,1.4736,1.0754,7.968,5.9,0.062
6,285.5,0.951,1.9185,5.19,10.033,-0.056
6,285.5,0.9751,1.3033,5.553,7.439,0.127
6,285.5,0.7266,1.6228,4.0,8.575,0.05
6,285.5,1.8438,1.3532,9.698,6.975,0.062
6,285.5,1.1214,0.4305,6.199,2.255,0.018
6,285.5,1.926,0.4442,10.135,2.081,-0.007
6,285.5,1.5478,0.5571,8.201,3.151,-0.056
6,285.5,0.9488,1.2342,5.658,7.062,0.069
6,285.5,1.6221,0.0788,8.481,0.285,0.1
6,285.5,0.9617,1.4296,5.342,7.867,0.019
6,285.5,0.6988,0.2235,3.673,1.288,-0.014
6,285.5,0.9609,0.1184,4.932,0.708,-0.006
6,285.5,0.2318,0.6401,1.527,3.629,0.096
6,285.5,1.4964,0.5063,7.923,2.627,-0.029
6,285.5,0.292,0.9017,1.785,4.999,0.074
6,285.5,0.4585,0.5943,2.381,3.096,-0.027
6,285.5,0.3826,0.5144,2.021,2.76,0.057
6,285.5,0.8769,0.4568,4.963,2.5,0.007
6,285.5,1.3456,0.7227,7.548,4.096,0.019
6,285.5,0.5055,0.4737,2.841,2.932,0.001
6,285.5,0.1136,1.6357,0.761,8.631,0.042
6,285.5,0.7724,1.754,4.224,9.06,-0.047
6,285.5,1.5669,0.9126,8.577,4.767,0.063
6,285.5,1.5546,1.5091,8.136,7.87,0.079
6,285.5,0.7897,0.0829,4.028,0.413,-0.04
6,285.5,0.1668,1.6428,0.716,8.576,0.025
6,285.5,1.488,1.8019,7.738,9.57,0.027
6,285.5,1.6374,1.3587,8.622,7.178,-0.007
6,285.5,1.5846,1.4014,8.265,7.52,0.055
6,285.5,0.1061,1.2133,0.47,6.376,0.066
6,285.5,0.7602,1.0438,4.664,5.816,0.093
6,285.5,1.0459,0.1136,5.531,0.483,-0.061
6,285.5,1.7577,1.8697,9.287,9.769,0.055
6,285.5,0.7111,1.5824,3.917,8.474,-0.001
6,285.5,1.2108,1.1825,6.908,6.833,0.101
6,285.5,1.1438,1.6939,6.275,8.861,-0.009
6,285.5,1.8574,1.082,9.753,5.627,-0.021
6,285.5,0.8962,1.6036,4.727,8.559,0.073
6,285.5,1.7528,1.1238,9.368,5.871,0.035
6,285.5,1.5484,0.0313,7.975,0.072,-0.065
6,285.5,0.3963,1.1332,2.276,6.204,0.084
6,285.5,0.9849,1.9781,5.085,10.388,0.014
6,285.5,1.9323,0.478,10.051,2.422,-0.04
6,285.5,0.6703,1.3984,3.659,7.551,0.029
6,285.5,0.13,1.6584,0.861,8.775,-0.029
6,285.5,1.4221,1.1099,7.797,6.0,0.106
6,285.5,0.616,0.3924,3.392,2.153,0.05
6,285.5,0.5474,0.8011,3.22,4.256,-0.017
6,285.5,0.2212,1.5731,1.193,8.385,0.083
6,285.5,1.8389,0.063,9.68,0.25,-0.0
6,285.5,0.9838,0.3666,5.344,2.048,0.028
6,285.5,1.8586,0.3512,9.779,1.988,0.073
6,285.5,0.1317,0.1882,0.736,1.078,0.015
6,285.5,1.1087,0.4691,6.05,2.616,0.063
6,285.5,0.8901,0.0807,4.627,0.257,-0.007
6,285.5,1.0836,1.6205,5.946,8.702,0.06
6,285.5,0.0471,1.0569,0.153,5.532,0.055
6,285.5,0.7946,0.6041,4.403,3.425,0.079
6,285.5,1.0905,1.3699,6.304,7.64,0.105
6,285.5,0.9602,1.3755,5.52,7.619,0.04
6,285.5,1.548,0.1837,8.327,0.866,0.016
6,285.5,1.5198,1.7421,8.005,9.298,-0.08
6,285.5,0.403,0.6521,2.187,3.658,0.057
6,285.5,0.8528,1.3376,4.72,7.326,0.031
6,285.5,1.7493,0.719,9.278,3.759,0.016
6,285.5,0.2373,1.894,1.377,10.032,-0.029
6,285.5,1.2359,0.382,6.813,2.232,0.06
6,285.5,0.1091,0.0064,0.605,0.046,0.03
6,285.5,0.6733,1.3891,3.828,7.556,-0.006
6,285.5,1.439,0.2262,7.519,1.344,0.025
6,285.5,1.2149,0.7232,6.94,4.019,0.02
6,285.5,0.7442,1.98,4.054,10.328,-0.072
6,285.5,0.1641,0.4151,1.033,2.128,-0.003
6,285.5,0.66,0.58,3.72,3.23,-0.026
6,285.5,0.8919,1.4575,5.028,7.945,-0.029
6,285.5,0.748,0.7335,4.291,4.254,0.022
6,285.5,1.6603,1.3238,8.65,6.924,-0.081
6,285.5,0.0473,0.1553,0.305,0.957,-0.006
6,285.5,0.8969,0.0449,4.67,0.313,0.008
6,285.5,0.726,0.3956,3.928,2.353,-0.016
6,285.5,0.5413,1.2541,3.161,6.796,-0.015
6,285.5,1.7999,1.2937,9.588,6.698,0.057
6,285.5,0.6393,1.7763,3.461,9.322,0.03
6,285.5,0.7785,0.032,4.148,0.161,-0.075
6,285.5,1.2359,0.504,6.649,2.867,0.114
6,285.5,0.3137,0.3491,1.735,1.884,0.029
6,285.5,1.4044,1.8794,7.41,9.695,-0.067
6,285.5,0.947,1.6023,5.066,8.485,0.066
6,285.5,0.8596,0.1435,4.494,0.794,-0.055
6,285.5,1.8931,1.3613,10.041,7.277,0.008
6,285.5,1.4478,0.001,7.562,0.127,0.04
6,285.5,1.1275,1.0199,7.088,6.137,0.21
6,285.5,0.5602,1.1825,3.405,6.71,0.105
6,285.5,1.6588,0.8003,8.706,4.458,0.008
6,285.5,0.3727,1.7181,2.201,9.039,0.015
6,285.5,0.4494,1.5553,2.409,7.989,-0.07
6,285.5,1.8246,1.7359,9.494,9.14,0.113
6,285.5,0.4642,0.5035,2.664,2.717,0.011
6,285.5,0.5878,1.1768,3.516,6.482,-0.09
6,285.5,0.1442,0.6515,0.912,3.573,0.03
6,285.5,0.4775,0.6465,2.605,3.63,-0.052
6,285.5,1.903,1.5226,10.064,7.914,-0.02
6,285.5,1.6606,1.5194,8.821,7.851,-0.054
6,285.5,0.8314,0.579,4.775,3.453,0.067
6,285.5,1.3053,0.9406,7.254,5.455,0.066
6,285.5,0.5903,0.9402,3.428,5.404,0.043
6,285.5,1.9699,0.6618,10.204,3.452,-0.088
6,285.5,1.9177,1.9348,10.122,9.936,0.029
6,285.5,1.9565,0.5267,10.24,2.891,-0.026
6,285.5,1.3249,0.8063,7.284,4.771,0.089
6,285.5,1.7256,1.5793,8.968,8.363,0.082
6,285.5,0.0232,1.079,0.163,5.699,-0.036
6,285.5,1.7532,0.0602,9.164,0.456,-0.092
6,285.5,0.9501,1.9757,5.028,10.404,0.017
