x_cm,y_cm,z_cm,damage_index,is_cracked
0.103,0.615,1.122,0.0965,0
0.103,0.615,1.224,0.0955,0
0.103,0.615,1.327,0.0671,0
0.103,0.615,1.429,0.0698,0
0.103,0.615,1.531,0.0827,0
0.103,0.615,1.633,0.0665,0
0.103,0.615,1.735,0.0769,0
0.103,0.615,1.837,0.0957,0
0.103,0.615,1.939,0.154,1
0.103,0.615,2.041,0.2002,1
0.103,0.615,2.143,0.0905,0
0.103,0.615,2.245,0.053,0
0.103,0.615,2.347,0.0817,0
0.103,0.615,2.449,0.0654,0
0.103,0.615,2.551,0.081,0
0.103,0.615,2.653,0.0891,0
0.103,0.615,2.755,0.0763,0
0.103,0.615,2.857,0.0826,0
0.103,0.615,2.959,0.2024,1
0.103,0.615,3.061,0.1516,1
0.103,0.615,3.163,0.0854,0
0.103,0.615,3.265,0.0849,0
0.103,0.615,3.367,0.0706,0
0.103,0.615,3.469,0.0786,0
0.103,0.615,3.571,0.0799,0
0.103,0.615,3.673,0.0688,0
0.103,0.615,3.776,0.0549,0
0.103,0.615,3.878,0.0835,0
0.103,0.615,3.98,0.2694,1
0.103,0.615,4.082,0.133,0
0.103,0.615,4.184,0.0764,0
0.103,0.615,4.286,0.0729,0
0.103,0.615,4.388,0.0792,0
0.103,0.615,4.49,0.0712,0
0.103,0.615,4.592,0.0643,0
0.103,0.615,4.694,0.0744,0
0.103,0.615,4.796,0.0681,0
0.103,0.615,4.898,0.0721,0
0.103,0.615,5.0,0.0621,0
0.103,0.718,0.0,0.0802,0
0.103,0.718,0.102,0.0726,0
0.103,0.718,0.204,0.079,0
0.103,0.718,0.306,0.0793,0
0.103,0.718,0.408,0.0556,0
0.103,0.718,0.51,0.0617,0
0.103,0.718,0.612,0.0748,0
0.103,0.718,0.714,0.0684,0
0.103,0.718,0.816,0.0806,0
0.103,0.718,0.918,0.1488,0
0.103,0.718,1.02,0.2761,1
0.103,0.718,1.122,0.109,0
0.103,0.718,1.224,0.0813,0
0.103,0.718,1.327,0.0604,0
0.103,0.718,1.429,0.0836,0
0.103,0.718,1.531,0.0614,0
0.103,0.718,1.633,0.0741,0
0.103,0.718,1.735,0.0765,0
0.103,0.718,1.837,0.0835,0
0.103,0.718,1.939,0.1436,0
0.103,0.718,2.041,0.2093,1
0.103,0.718,2.143,0.0955,0
0.103,0.718,2.245,0.092,0
0.103,0.718,2.347,0.0853,0
0.103,0.718,2.449,0.0597,0
0.103,0.718,2.551,0.0912,0
0.103,0.718,2.653,0.0752,0
0.103,0.718,2.755,0.0902,0
0.103,0.718,2.857,0.0895,0
0.103,0.718,2.959,0.1922,1
0.103,0.718,3.061,0.1611,1
0.103,0.718,3.163,0.0778,0
0.103,0.718,3.265,0.0774,0
0.103,0.718,3.367,0.0672,0
0.103,0.718,3.469,0.066,0
0.103,0.718,3.571,0.0698,0
0.103,0.718,3.673,0.0855,0
0.103,0.718,3.776,0.0635,0
0.103,0.718,3.878,0.1026,0
0.103,0.718,3.98,0.2743,1
0.103,0.718,4.082,0.128,0
0.103,0.718,4.184,0.0912,0
0.103,0.718,4.286,0.0609,0
0.103,0.718,4.388,0.0549,0
0.103,0.718,4.49,0.0661,0
0.103,0.718,4.592,0.0751,0
0.103,0.718,4.694,0.0659,0
0.103,0.718,4.796,0.0689,0
0.103,0.718,4.898,0.0609,0
0.103,0.718,5.0,0.0703,0
0.103,0.821,0.0,0.0797,0
0.103,0.821,0.102,0.0608,0
0.103,0.821,0.204,0.0795,0
0.103,0.821,0.306,0.0706,0
0.103,0.821,0.408,0.0729,0
0.103,0.821,0.51,0.0486,0
0.103,0.821,0.612,0.0736,0
0.103,0.821,0.714,0.0635,0
0.103,0.821,0.816,0.0889,0
0.103,0.821,0.918,0.1427,0
0.103,0.821,1.02,0.2648,1
0.103,0.821,1.122,0.1048,0
0.103,0.821,1.224,0.0645,0
0.103,0.821,1.327,0.0783,0
0.103,0.821,1.429,0.0735,0
0.103,0.821,1.531,0.0818,0
0.103,0.821,1.633,0.07,0
0.103,0.821,1.735,0.0517,0
0.103,0.821,1.837,0.0812,0
0.103,0.821,1.939,0.1444,0
0.103,0.821,2.041,0.2016,1
0.103,0.821,2.143,0.0983,0
0.103,0.821,2.245,0.0586,0
0.103,0.821,2.347,0.0695,0
0.103,0.821,2.449,0.0708,0
0.103,0.821,2.551,0.0795,0
0.103,0.821,2.653,0.0799,0
0.103,0.821,2.755,0.0821,0
0.103,0.821,2.857,0.0869,0
0.103,0.821,2.959,0.2038,1
0.103,0.821,3.061,0.1752,1
0.103,0.821,3.163,0.0948,0
0.103,0.821,3.265,0.0704,0
0.103,0.821,3.367,0.0786,0
0.103,0.821,3.469,0.0861,0
0.103,0.821,3.571,0.0684,0
0.103,0.821,3.673,0.0601,0
0.103,0.821,3.776,0.0854,0
0.103,0.821,3.878,0.0974,0
0.103,0.821,3.98,0.2847,1
0.103,0.821,4.082,0.1154,0
0.103,0.821,4.184,0.0801,0
0.103,0.821,4.286,0.0616,0
0.103,0.821,4.388,0.0816,0
0.103,0.821,4.49,0.0618,0
0.103,0.821,4.592,0.0936,0
0.103,0.821,4.694,0.0774,0
0.103,0.821,4.796,0.0645,0
0.103,0.821,4.898,0.0734,0
0.103,0.821,5.0,0.0526,0
0.103,0.923,0.0,0.0735,0
0.103,0.923,0.102,0.0588,0
0.103,0.923,0.204,0.0899,0
0.103,0.923,0.306,0.0855,0
0.103,0.923,0.408,0.0842,0
0.103,0.923,0.51,0.0767,0
0.103,0.923,0.612,0.0708,0
0.103,0.923,0.714,0.0675,0
0.103,0.923,0.816,0.0742,0
0.103,0.923,0.918,0.1393,0
0.103,0.923,1.02,0.2802,1
0.103,0.923,1.122,0.086,0
0.103,0.923,1.224,0.0677,0
0.103,0.923,1.327,0.0786,0
0.103,0.923,1.429,0.0644,0
0.103,0.923,1.531,0.0729,0
0.103,0.923,1.633,0.0624,0
0.103,0.923,1.735,0.071,0
0.103,0.923,1.837,0.0645,0
0.103,0.923,1.939,0.1479,0
0.103,0.923,2.041,0.2117,1
0.103,0.923,2.143,0.1038,0
0.103,0.923,2.245,0.077,0
0.103,0.923,2.347,0.0739,0
0.103,0.923,2.449,0.0766,0
0.103,0.923,2.551,0.0505,0
0.103,0.923,2.653,0.0746,0
0.103,0.923,2.755,0.071,0
0.103,0.923,2.857,0.0896,0
0.103,0.923,2.959,0.1971,1
0.103,0.923,3.061,0.1563,1
0.103,0.923,3.163,0.0937,0
0.103,0.923,3.265,0.0857,0
0.103,0.923,3.367,0.0589,0
0.103,0.923,3.469,0.0761,0
0.103,0.923,3.571,0.0694,0
0.103,0.923,3.673,0.0681,0
0.103,0.923,3.776,0.0835,0
0.103,0.923,3.878,0.1071,0
0.103,0.923,3.98,0.2847,1
0.103,0.923,4.082,0.1328,0
0.103,0.923,4.184,0.0684,0
0.103,0.923,4.286,0.0745,0
0.103,0.923,4.388,0.0806,0
0.103,0.923,4.49,0.0907,0
0.103,0.923,4.592,0.1006,0
0.103,0.923,4.694,0.0561,0
0.103,0.923,4.796,0.0796,0
0.103,0.923,4.898,0.0695,0
0.103,0.923,5.0,0.0558,0
0.103,1.026,0.0,0.0802,0
0.103,1.026,0.102,0.0774,0
0.103,1.026,0.204,0.0968,0
0.103,1.026,0.306,0.058,0
0.103,1.026,0.408,0.0666,0
0.103,1.026,0.51,0.0772,0
0.103,1.026,0.612,0.08,0
0.103,1.026,0.714,0.0667,0
0.103,1.026,0.816,0.0611,0
0.103,1.026,0.918,0.144,0
0.103,1.026,1.02,0.2864,1
0.103,1.026,1.122,0.1064,0
0.103,1.026,1.224,0.0819,0
0.103,1.026,1.327,0.073,0
0.103,1.026,1.429,0.0782,0
0.103,1.026,1.531,0.0809,0
0.103,1.026,1.633,0.0689,0
0.103,1.026,1.735,0.0749,0
0.103,1.026,1.837,0.0832,0
0.103,1.026,1.939,0.1685,1
0.103,1.026,2.041,0.2238,1
0.103,1.026,2.143,0.0902,0
0.103,1.026,2.245,0.0815,0
0.103,1.026,2.347,0.0618,0
0.103,1.026,2.449,0.0661,0
0.103,1.026,2.551,0.0672,0
0.103,1.026,2.653,0.0691,0
0.103,1.026,2.755,0.0674,0
0.103,1.026,2.857,0.0937,0
0.103,1.026,2.959,0.2283,1
0.103,1.026,3.061,0.1689,1
0.103,1.026,3.163,0.086,0
0.103,1.026,3.265,0.0772,0
0.103,1.026,3.367,0.0565,0
0.103,1.026,3.469,0.0764,0
0.103,1.026,3.571,0.0672,0
0.103,1.026,3.673,0.0774,0
0.103,1.026,3.776,0.0608,0
0.103,1.026,3.878,0.0829,0
0.103,1.026,3.98,0.2677,1
0.103,1.026,4.082,0.1328,0
0.103,1.026,4.184,0.0899,0
0.103,1.026,4.286,0.0572,0
0.103,1.026,4.388,0.0765,0
0.103,1.026,4.49,0.0671,0
0.103,1.026,4.592,0.077,0
0.103,1.026,4.694,0.0627,0
0.103,1.026,4.796,0.0541,0
0.103,1.026,4.898,0.0712,0
0.103,1.026,5.0,0.0599,0
0.103,1.128,0.0,0.086,0
0.103,1.128,0.102,0.0828,0
0.103,1.128,0.204,0.0804,0
0.103,1.128,0.306,0.0726,0
0.103,1.128,0.408,0.0749,0
0.103,1.128,0.51,0.0837,0
0.103,1.128,0.612,0.0826,0
0.103,1.128,0.714,0.0745,0
0.103,1.128,0.816,0.0884,0
0.103,1.128,0.918,0.1262,0
0.103,1.128,1.02,0.2635,1
0.103,1.128,1.122,0.1113,0
0.103,1.128,1.224,0.0676,0
0.103,1.128,1.327,0.0728,0
0.103,1.128,1.429,0.0708,0
0.103,1.128,1.531,0.0791,0
0.103,1.128,1.633,0.0633,0
0.103,1.128,1.735,0.0729,0
0.103,1.128,1.837,0.0952,0
0.103,1.128,1.939,0.1667,1
0.103,1.128,2.041,0.1903,1
0.103,1.128,2.143,0.0862,0
0.103,1.128,2.245,0.077,0
0.103,1.128,2.347,0.0832,0
0.103,1.128,2.449,0.0588,0
0.103,1.128,2.551,0.0724,0
0.103,1.128,2.653,0.0684,0
0.103,1.128,2.755,0.0759,0
0.103,1.128,2.857,0.0999,0
0.103,1.128,2.959,0.2103,1
0.103,1.128,3.061,0.1628,1
0.103,1.128,3.163,0.0922,0
0.103,1.128,3.265,0.0639,0
0.103,1.128,3.367,0.0674,0
0.103,1.128,3.469,0.0575,0
0.103,1.128,3.571,0.0615,0
0.103,1.128,3.673,0.0818,0
0.103,1.128,3.776,0.0706,0
0.103,1.128,3.878,0.0898,0
0.103,1.128,3.98,0.272,1
0.103,1.128,4.082,0.1387,0
0.103,1.128,4.184,0.0759,0
0.103,1.128,4.286,0.0654,0
0.103,1.128,4.388,0.0731,0
0.103,1.128,4.49,0.0678,0
0.103,1.128,4.592,0.0772,0
0.103,1.128,4.694,0.0743,0
0.103,1.128,4.796,0.0818,0
0.103,1.128,4.898,0.0701,0
0.103,1.128,5.0,0.0975,0
0.103,1.231,0.0,0.0712,0
0.103,1.231,0.102,0.0683,0
0.103,1.231,0.204,0.0952,0
0.103,1.231,0.306,0.0554,0
0.103,1.231,0.408,0.0742,0
0.103,1.231,0.51,0.059,0
0.103,1.231,0.612,0.0617,0
0.103,1.231,0.714,0.0738,0
0.103,1.231,0.816,0.0741,0
0.103,1.231,0.918,0.118,0
0.103,1.231,1.02,0.2675,1
0.103,1.231,1.122,0.0857,0
0.103,1.231,1.224,0.0994,0
0.103,1.231,1.327,0.0765,0
0.103,1.231,1.429,0.0815,0
0.103,1.231,1.531,0.0757,0
0.103,1.231,1.633,0.0733,0
0.103,1.231,1.735,0.0723,0
0.103,1.231,1.837,0.0936,0
0.103,1.231,1.939,0.1471,0
0.103,1.231,2.041,0.1973,1
0.103,1.231,2.143,0.0992,0
0.103,1.231,2.245,0.0786,0
0.103,1.231,2.347,0.0871,0
0.103,1.231,2.449,0.0517,0
0.103,1.231,2.551,0.0651,0
0.103,1.231,2.653,0.0648,0
0.103,1.231,2.755,0.0745,0
0.103,1.231,2.857,0.0931,0
0.103,1.231,2.959,0.2146,1
0.103,1.231,3.061,0.1494,0
0.103,1.231,3.163,0.086,0
0.103,1.231,3.265,0.0835,0
0.103,1.231,3.367,0.0704,0
0.103,1.231,3.469,0.0589,0
0.103,1.231,3.571,0.0705,0
0.103,1.231,3.673,0.0599,0
0.103,1.231,3.776,0.0721,0
0.103,1.231,3.878,0.1059,0
0.103,1.231,3.98,0.2619,1
0.103,1.231,4.082,0.1331,0
0.103,1.231,4.184,0.086,0
0.103,1.231,4.286,0.0619,0
0.103,1.231,4.388,0.0585,0
0.103,1.231,4.49,0.0789,0
0.103,1.231,4.592,0.0653,0
0.103,1.231,4.694,0.0678,0
0.103,1.231,4.796,0.0541,0
0.103,1.231,4.898,0.0694,0
0.103,1.231,5.0,0.0747,0
0.103,1.333,0.0,0.0641,0
0.103,1.333,0.102,0.0718,0
0.103,1.333,0.204,0.0675,0
0.103,1.333,0.306,0.0647,0
0.103,1.333,0.408,0.07,0
0.103,1.333,0.51,0.0613,0
0.103,1.333,0.612,0.0587,0
0.103,1.333,0.714,0.0721,0
0.103,1.333,0.816,0.0749,0
0.103,1.333,0.918,0.1206,0
0.103,1.333,1.02,0.2667,1
0.103,1.333,1.122,0.1074,0
0.103,1.333,1.224,0.0778,0
0.103,1.333,1.327,0.0684,0
0.103,1.333,1.429,0.0817,0
0.103,1.333,1.531,0.0536,0
0.103,1.333,1.633,0.0755,0
0.103,1.333,1.735,0.072,0
0.103,1.333,1.837,0.0783,0
0.103,1.333,1.939,0.1541,1
0.103,1.333,2.041,0.1881,1
0.103,1.333,2.143,0.0762,0
0.103,1.333,2.245,0.0773,0
0.103,1.333,2.347,0.0689,0
0.103,1.333,2.449,0.0728,0
0.103,1.333,2.551,0.0824,0
0.103,1.333,2.653,0.0586,0
0.103,1.333,2.755,0.0741,0
0.103,1.333,2.857,0.1039,0
0.103,1.333,2.959,0.2148,1
0.103,1.333,3.061,0.162,1
0.103,1.333,3.163,0.0752,0
0.103,1.333,3.265,0.0562,0
0.103,1.333,3.367,0.0727,0
0.103,1.333,3.469,0.0529,0
0.103,1.333,3.571,0.0686,0
0.103,1.333,3.673,0.0745,0
0.103,1.333,3.776,0.0624,0
0.103,1.333,3.878,0.1026,0
0.103,1.333,3.98,0.2698,1
0.103,1.333,4.082,0.1341,0
0.103,1.333,4.184,0.0712,0
0.103,1.333,4.286,0.0709,0
0.103,1.333,4.388,0.0622,0
0.103,1.333,4.49,0.0568,0
0.103,1.333,4.592,0.0746,0
0.103,1.333,4.694,0.071,0
0.103,1.333,4.796,0.0861,0
0.103,1.333,4.898,0.0882,0
0.103,1.333,5.0,0.0746,0
0.103,1.436,0.0,0.081,0
0.103,1.436,0.102,0.0801,0
0.103,1.436,0.204,0.0786,0
0.103,1.436,0.306,0.0845,0
0.103,1.436,0.408,0.0737,0
0.103,1.436,0.51,0.0813,0
0.103,1.436,0.612,0.0716,0
0.103,1.436,0.714,0.0726,0
0.103,1.436,0.816,0.0787,0
0.103,1.436,0.918,0.1353,0
0.103,1.436,1.02,0.2844,1
0.103,1.436,1.122,0.0862,0
0.103,1.436,1.224,0.0626,0
0.103,1.436,1.327,0.0556,0
0.103,1.436,1.429,0.0706,0
0.103,1.436,1.531,0.0874,0
0.103,1.436,1.633,0.072,0
0.103,1.436,1.735,0.0875,0
0.103,1.436,1.837,0.0882,0
0.103,1.436,1.939,0.1565,1
0.103,1.436,2.041,0.1884,1
0.103,1.436,2.143,0.0803,0
0.103,1.436,2.245,0.0742,0
0.103,1.436,2.347,0.0642,0
0.103,1.436,2.449,0.0848,0
0.103,1.436,2.551,0.0632,0
0.103,1.436,2.653,0.0713,0
0.103,1.436,2.755,0.0713,0
0.103,1.436,2.857,0.0898,0
0.103,1.436,2.959,0.2026,1
0.103,1.436,3.061,0.155,1
0.103,1.436,3.163,0.0941,0
0.103,1.436,3.265,0.0631,0
0.103,1.436,3.367,0.0656,0
0.103,1.436,3.469,0.0676,0
0.103,1.436,3.571,0.0606,0
0.103,1.436,3.673,0.0574,0
0.103,1.436,3.776,0.0751,0
0.103,1.436,3.878,0.1161,0
0.103,1.436,3.98,0.2726,1
0.103,1.436,4.082,0.1042,0
0.103,1.436,4.184,0.0662,0
0.103,1.436,4.286,0.0818,0
0.103,1.436,4.388,0.0729,0
0.103,1.436,4.49,0.0591,0
0.103,1.436,4.592,0.0776,0
0.103,1.436,4.694,0.0854,0
0.103,1.436,4.796,0.0661,0
0.103,1.436,4.898,0.0662,0
0.103,1.436,5.0,0.0746,0
0.103,1.538,0.0,0.0736,0
0.103,1.538,0.102,0.1043,0
0.103,1.538,0.204,0.0687,0
0.103,1.538,0.306,0.067,0
0.103,1.538,0.408,0.0708,0
0.103,1.538,0.51,0.0621,0
0.103,1.538,0.612,0.0695,0
0.103,1.538,0.714,0.0548,0
0.103,1.538,0.816,0.0606,0
0.103,1.538,0.918,0.1247,0
0.103,1.538,1.02,0.2967,1
0.103,1.538,1.122,0.1022,0
0.103,1.538,1.224,0.0741,0
0.103,1.538,1.327,0.0838,0
0.103,1.538,1.429,0.0628,0
0.103,1.538,1.531,0.0943,0
0.103,1.538,1.633,0.086,0
0.103,1.538,1.735,0.0474,0
0.103,1.538,1.837,0.0733,0
0.103,1.538,1.939,0.1722,1
0.103,1.538,2.041,0.2066,1
0.103,1.538,2.143,0.0942,0
0.103,1.538,2.245,0.06,0
0.103,1.538,2.347,0.0834,0
0.103,1.538,2.449,0.0632,0
0.103,1.538,2.551,0.0764,0
0.103,1.538,2.653,0.0672,0
0.103,1.538,2.755,0.0658,0
0.103,1.538,2.857,0.0798,0
0.103,1.538,2.959,0.1918,1
0.103,1.538,3.061,0.1724,1
0.103,1.538,3.163,0.0708,0
0.103,1.538,3.265,0.0711,0
0.103,1.538,3.367,0.0843,0
0.103,1.538,3.469,0.0704,0
0.103,1.538,3.571,0.0658,0
0.103,1.538,3.673,0.0695,0
0.103,1.538,3.776,0.0852,0
0.103,1.538,3.878,0.095,0
0.103,1.538,3.98,0.273,1
0.103,1.538,4.082,0.1204,0
0.103,1.538,4.184,0.0751,0
0.103,1.538,4.286,0.0732,0
0.103,1.538,4.388,0.072,0
0.103,1.538,4.49,0.0755,0
0.103,1.538,4.592,0.0719,0
0.103,1.538,4.694,0.0552,0
0.103,1.538,4.796,0.0467,0
0.103,1.538,4.898,0.0684,0
0.103,1.538,5.0,0.1045,0
0.103,1.641,0.0,0.0718,0
0.103,1.641,0.102,0.0771,0
0.103,1.641,0.204,0.0691,0
0.103,1.641,0.306,0.0745,0
0.103,1.641,0.408,0.0768,0
0.103,1.641,0.51,0.0806,0
0.103,1.641,0.612,0.0606,0
0.103,1.641,0.714,0.0727,0
0.103,1.641,0.816,0.0902,0
0.103,1.641,0.918,0.1353,0
0.103,1.641,1.02,0.29,1
0.103,1.641,1.122,0.098,0
0.103,1.641,1.224,0.069,0
0.103,1.641,1.327,0.0562,0
0.103,1.641,1.429,0.0724,0
0.103,1.641,1.531,0.0604,0
0.103,1.641,1.633,0.074,0
0.103,1.641,1.735,0.0713,0
0.103,1.641,1.837,0.0933,0
0.103,1.641,1.939,0.1389,0
0.103,1.641,2.041,0.2018,1
0.103,1.641,2.143,0.0866,0
0.103,1.641,2.245,0.0756,0
0.103,1.641,2.347,0.0767,0
0.103,1.641,2.449,0.0851,0
0.103,1.641,2.551,0.081,0
0.103,1.641,2.653,0.0804,0
0.103,1.641,2.755,0.0797,0
0.103,1.641,2.857,0.0739,0
0.103,1.641,2.959,0.2093,1
0.103,1.641,3.061,0.1422,0
0.103,1.641,3.163,0.079,0
0.103,1.641,3.265,0.0745,0
0.103,1.641,3.367,0.0808,0
0.103,1.641,3.469,0.072,0
0.103,1.641,3.571,0.0667,0
0.103,1.641,3.673,0.0722,0
0.103,1.641,3.776,0.1041,0
0.103,1.641,3.878,0.1101,0
0.103,1.641,3.98,0.257,1
0.103,1.641,4.082,0.1289,0
0.103,1.641,4.184,0.0757,0
0.103,1.641,4.286,0.0704,0
0.103,1.641,4.388,0.0639,0
0.103,1.641,4.49,0.079,0
0.103,1.641,4.592,0.0679,0
0.103,1.641,4.694,0.0822,0
0.103,1.641,4.796,0.0708,0
0.103,1.641,4.898,0.0807,0
0.103,1.641,5.0,0.0754,0
0.103,1.744,0.0,0.0743,0
0.103,1.744,0.102,0.0767,0
0.103,1.744,0.204,0.0659,0
0.103,1.744,0.306,0.0873,0
0.103,1.744,0.408,0.0783,0
0.103,1.744,0.51,0.0617,0
0.103,1.744,0.612,0.0742,0
0.103,1.744,0.714,0.0614,0
0.103,1.744,0.816,0.073,0
0.103,1.744,0.918,0.1413,0
0.103,1.744,1.02,0.251,1
0.103,1.744,1.122,0.0711,0
0.103,1.744,1.224,0.0876,0
0.103,1.744,1.327,0.0854,0
0.103,1.744,1.429,0.0606,0
0.103,1.744,1.531,0.0874,0
0.103,1.744,1.633,0.076,0
0.103,1.744,1.735,0.0765,0
0.103,1.744,1.837,0.0926,0
0.103,1.744,1.939,0.153,1
0.103,1.744,2.041,0.1878,1
0.103,1.744,2.143,0.087,0
0.103,1.744,2.245,0.0919,0
0.103,1.744,2.347,0.0542,0
0.103,1.744,2.449,0.0603,0
0.103,1.744,2.551,0.0685,0
0.103,1.744,2.653,0.0715,0
0.103,1.744,2.755,0.0835,0
0.103,1.744,2.857,0.1003,0
0.103,1.744,2.959,0.1948,1
0.103,1.744,3.061,0.1472,0
0.103,1.744,3.163,0.0732,0
0.103,1.744,3.265,0.0811,0
0.103,1.744,3.367,0.0671,0
0.103,1.744,3.469,0.0872,0
0.103,1.744,3.571,0.0814,0
0.103,1.744,3.673,0.0713,0
0.103,1.744,3.776,0.0622,0
0.103,1.744,3.878,0.0987,0
0.103,1.744,3.98,0.2547,1
0.103,1.744,4.082,0.1299,0
0.103,1.744,4.184,0.0669,0
0.103,1.744,4.286,0.0663,0
0.103,1.744,4.388,0.0681,0
0.103,1.744,4.49,0.0866,0
0.103,1.744,4.592,0.0833,0
0.103,1.744,4.694,0.0618,0
0.103,1.744,4.796,0.0633,0
0.103,1.744,4.898,0.0905,0
0.103,1.744,5.0,0.0682,0
0.103,1.846,0.0,0.0743,0
0.103,1.846,0.102,0.0807,0
0.103,1.846,0.204,0.0816,0
0.103,1.846,0.306,0.0667,0
0.103,1.846,0.408,0.068,0
0.103,1.846,0.51,0.0661,0
0.103,1.846,0.612,0.0595,0
0.103,1.846,0.714,0.0773,0
0.103,1.846,0.816,0.0916,0
0.103,1.846,0.918,0.1234,0
0.103,1.846,1.02,0.2737,1
0.103,1.846,1.122,0.0905,0
0.103,1.846,1.224,0.0789,0
0.103,1.846,1.327,0.077,0
0.103,1.846,1.429,0.0761,0
0.103,1.846,1.531,0.0812,0
0.103,1.846,1.633,0.0729,0
0.103,1.846,1.735,0.086,0
0.103,1.846,1.837,0.0738,0
0.103,1.846,1.939,0.1683,1
0.103,1.846,2.041,0.1899,1
0.103,1.846,2.143,0.0991,0
0.103,1.846,2.245,0.0724,0
0.103,1.846,2.347,0.0485,0
0.103,1.846,2.449,0.067,0
0.103,1.846,2.551,0.0709,0
0.103,1.846,2.653,0.0818,0
0.103,1.846,2.755,0.0695,0
0.103,1.846,2.857,0.0822,0
0.103,1.846,2.959,0.2052,1
0.103,1.846,3.061,0.1605,1
0.103,1.846,3.163,0.0878,0
0.103,1.846,3.265,0.082,0
0.103,1.846,3.367,0.0815,0
0.103,1.846,3.469,0.0607,0
0.103,1.846,3.571,0.0685,0
0.103,1.846,3.673,0.0724,0
0.103,1.846,3.776,0.0733,0
0.103,1.846,3.878,0.1114,0
0.103,1.846,3.98,0.2658,1
0.103,1.846,4.082,0.1155,0
0.103,1.846,4.184,0.0792,0
0.103,1.846,4.286,0.0651,0
0.103,1.846,4.388,0.0895,0
0.103,1.846,4.49,0.0694,0
0.103,1.846,4.592,0.0812,0
0.103,1.846,4.694,0.0657,0
0.103,1.846,4.796,0.0682,0
0.103,1.846,4.898,0.0757,0
0.103,1.846,5.0,0.0724,0
0.103,1.949,0.0,0.0724,0
0.103,1.949,0.102,0.0596,0
0.103,1.949,0.204,0.0794,0
0.103,1.949,0.306,0.092,0
0.103,1.949,0.408,0.062,0
0.103,1.949,0.51,0.0689,0
0.103,1.949,0.612,0.059,0
0.103,1.949,0.714,0.057,0
0.103,1.949,0.816,0.077,0
0.103,1.949,0.918,0.1241,0
0.103,1.949,1.02,0.2578,1
0.103,1.949,1.122,0.0973,0
0.103,1.949,1.224,0.0981,0
0.103,1.949,1.327,0.0507,0
0.103,1.949,1.429,0.0531,0
0.103,1.949,1.531,0.0639,0
0.103,1.949,1.633,0.0746,0
0.103,1.949,1.735,0.0607,0
0.103,1.949,1.837,0.0722,0
0.103,1.949,1.939,0.1572,1
0.103,1.949,2.041,0.2127,1
0.103,1.949,2.143,0.07,0
0.103,1.949,2.245,0.0761,0
0.103,1.949,2.347,0.059,0
0.103,1.949,2.449,0.0754,0
0.103,1.949,2.551,0.0692,0
0.103,1.949,2.653,0.0873,0
0.103,1.949,2.755,0.0679,0
0.103,1.949,2.857,0.0971,0
0.103,1.949,2.959,0.2002,1
0.103,1.949,3.061,0.1795,1
0.103,1.949,3.163,0.0847,0
0.103,1.949,3.265,0.0655,0
0.103,1.949,3.367,0.0849,0
0.103,1.949,3.469,0.0671,0
0.103,1.949,3.571,0.0698,0
0.103,1.949,3.673,0.0637,0
0.103,1.949,3.776,0.0799,0
0.103,1.949,3.878,0.1042,0
0.103,1.949,3.98,0.2613,1
0.103,1.949,4.082,0.1186,0
0.103,1.949,4.184,0.0762,0
0.103,1.949,4.286,0.07,0
0.103,1.949,4.388,0.0536,0
0.103,1.949,4.49,0.0729,0
0.103,1.949,4.592,0.0694,0
0.103,1.949,4.694,0.0762,0
0.103,1.949,4.796,0.0772,0
0.103,1.949,4.898,0.0721,0
0.103,1.949,5.0,0.0675,0
0.103,2.051,0.0,0.0633,0
0.103,2.051,0.102,0.0772,0
0.103,2.051,0.204,0.0633,0
0.103,2.051,0.306,0.0734,0
0.103,2.051,0.408,0.0591,0
0.103,2.051,0.51,0.0637,0
0.103,2.051,0.612,0.0602,0
0.103,2.051,0.714,0.0716,0
0.103,2.051,0.816,0.0789,0
0.103,2.051,0.918,0.1265,0
0.103,2.051,1.02,0.2586,1
0.103,2.051,1.122,0.1011,0
0.103,2.051,1.224,0.0796,0
0.103,2.051,1.327,0.092,0
0.103,2.051,1.429,0.0794,0
0.103,2.051,1.531,0.0624,0
0.103,2.051,1.633,0.0755,0
0.103,2.051,1.735,0.0802,0
0.103,2.051,1.837,0.0885,0
0.103,2.051,1.939,0.1478,0
0.103,2.051,2.041,0.2172,1
0.103,2.051,2.143,0.0652,0
0.103,2.051,2.245,0.0705,0
0.103,2.051,2.347,0.0634,0
0.103,2.051,2.449,0.0712,0
0.103,2.051,2.551,0.0695,0
0.103,2.051,2.653,0.0572,0
0.103,2.051,2.755,0.0585,0
0.103,2.051,2.857,0.0902,0
0.103,2.051,2.959,0.1999,1
0.103,2.051,3.061,0.1517,1
0.103,2.051,3.163,0.0809,0
0.103,2.051,3.265,0.0847,0
0.103,2.051,3.367,0.0885,0
0.103,2.051,3.469,0.0647,0
0.103,2.051,3.571,0.0775,0
0.103,2.051,3.673,0.0613,0
0.103,2.051,3.776,0.0751,0
0.103,2.051,3.878,0.0924,0
0.103,2.051,3.98,0.2703,1
0.103,2.051,4.082,0.1262,0
0.103,2.051,4.184,0.0949,0
0.103,2.051,4.286,0.0716,0
0.103,2.051,4.388,0.0701,0
0.103,2.051,4.49,0.0714,0
0.103,2.051,4.592,0.0786,0
0.103,2.051,4.694,0.0677,0
0.103,2.051,4.796,0.0642,0
0.103,2.051,4.898,0.0546,0
0.103,2.051,5.0,0.0683,0
