timestep,time_hours,cycle,mode,tc_id,cell,x_cm,y_cm,z_cm,temperature_C
14,112,7,SOEC,29,5,2.0,2.0,4.3,737.62
14,112,7,SOEC,30,5,3.5,3.5,4.3,738.55
15,120,7,SOFC,1,1,0.5,0.5,0.0,712.92
15,120,7,SOFC,2,1,2.0,2.0,0.0,711.95
15,120,7,SOFC,3,1,3.5,3.5,0.0,710.23
15,120,7,SOFC,4,1,0.5,0.5,0.3,712.73
15,120,7,SOFC,5,1,2.0,2.0,0.3,710.21
15,120,7,SOFC,6,1,3.5,3.5,0.3,712.67
15,120,7,SOFC,7,2,0.5,0.5,1.0,719.95
15,120,7,SOFC,8,2,2.0,2.0,1.0,719.57
15,120,7,SOFC,9,2,3.5,3.5,1.0,719.5
15,120,7,SOFC,10,2,0.5,0.5,1.3,719.27
15,120,7,SOFC,11,2,2.0,2.0,1.3,722.01
15,120,7,SOFC,12,2,3.5,3.5,1.3,721.8
15,120,7,SOFC,13,3,0.5,0.5,2.0,727.68
15,120,7,SOFC,14,3,2.0,2.0,2.0,729.93
15,120,7,SOFC,15,3,3.5,3.5,2.0,734.84
15,120,7,SOFC,16,3,0.5,0.5,2.3,734.26
15,120,7,SOFC,17,3,2.0,2.0,2.3,733.58
15,120,7,SOFC,18,3,3.5,3.5,2.3,733.27
15,120,7,SOFC,19,4,0.5,0.5,3.0,737.81
15,120,7,SOFC,20,4,2.0,2.0,3.0,735.68
15,120,7,SOFC,21,4,3.5,3.5,3.0,738.28
15,120,7,SOFC,22,4,0.5,0.5,3.3,740.51
15,120,7,SOFC,23,4,2.0,2.0,3.3,740.26
15,120,7,SOFC,24,4,3.5,3.5,3.3,742.82
15,120,7,SOFC,25,5,0.5,0.5,4.0,750.74
15,120,7,SOFC,26,5,2.0,2.0,4.0,745.62
15,120,7,SOFC,27,5,3.5,3.5,4.0,747.3
15,120,7,SOFC,28,5,0.5,0.5,4.3,749.55
15,120,7,SOFC,29,5,2.0,2.0,4.3,757.8
15,120,7,SOFC,30,5,3.5,3.5,4.3,751.79
16,128,8,SOEC,1,1,0.5,0.5,0.0,692.15
16,128,8,SOEC,2,1,2.0,2.0,0.0,694.4
16,128,8,SOEC,3,1,3.5,3.5,0.0,694.27
16,128,8,SOEC,4,1,0.5,0.5,0.3,699.06
16,128,8,SOEC,5,1,2.0,2.0,0.3,699.94
16,128,8,SOEC,6,1,3.5,3.5,0.3,696.27
16,128,8,SOEC,7,2,0.5,0.5,1.0,704.73
16,128,8,SOEC,8,2,2.0,2.0,1.0,703.5
16,128,8,SOEC,9,2,3.5,3.5,1.0,705.91
16,128,8,SOEC,10,2,0.5,0.5,1.3,706.87
16,128,8,SOEC,11,2,2.0,2.0,1.3,705.71
16,128,8,SOEC,12,2,3.5,3.5,1.3,710.85
16,128,8,SOEC,13,3,0.5,0.5,2.0,715.5
16,128,8,SOEC,14,3,2.0,2.0,2.0,714.1
16,128,8,SOEC,15,3,3.5,3.5,2.0,713.16
16,128,8,SOEC,16,3,0.5,0.5,2.3,719.11
16,128,8,SOEC,17,3,2.0,2.0,2.3,714.98
16,128,8,SOEC,18,3,3.5,3.5,2.3,718.3
16,128,8,SOEC,19,4,0.5,0.5,3.0,722.37
16,128,8,SOEC,20,4,2.0,2.0,3.0,723.19
16,128,8,SOEC,21,4,3.5,3.5,3.0,724.48
16,128,8,SOEC,22,4,0.5,0.5,3.3,729.74
16,128,8,SOEC,23,4,2.0,2.0,3.3,726.37
16,128,8,SOEC,24,4,3.5,3.5,3.3,725.09
16,128,8,SOEC,25,5,0.5,0.5,4.0,734.89
16,128,8,SOEC,26,5,2.0,2.0,4.0,729.9
16,128,8,SOEC,27,5,3.5,3.5,4.0,737.96
16,128,8,SOEC,28,5,0.5,0.5,4.3,738.27
16,128,8,SOEC,29,5,2.0,2.0,4.3,739.48
16,128,8,SOEC,30,5,3.5,3.5,4.3,736.77
17,136,8,SOFC,1,1,0.5,0.5,0.0,709.37
17,136,8,SOFC,2,1,2.0,2.0,0.0,710.61
17,136,8,SOFC,3,1,3.5,3.5,0.0,707.49
17,136,8,SOFC,4,1,0.5,0.5,0.3,716.72
17,136,8,SOFC,5,1,2.0,2.0,0.3,714.39
17,136,8,SOFC,6,1,3.5,3.5,0.3,713.65
17,136,8,SOFC,7,2,0.5,0.5,1.0,715.57
17,136,8,SOFC,8,2,2.0,2.0,1.0,722.83
17,136,8,SOFC,9,2,3.5,3.5,1.0,720.72
17,136,8,SOFC,10,2,0.5,0.5,1.3,722.37
17,136,8,SOFC,11,2,2.0,2.0,1.3,724.56
17,136,8,SOFC,12,2,3.5,3.5,1.3,724.27
17,136,8,SOFC,13,3,0.5,0.5,2.0,730.03
17,136,8,SOFC,14,3,2.0,2.0,2.0,727.01
17,136,8,SOFC,15,3,3.5,3.5,2.0,725.8
17,136,8,SOFC,16,3,0.5,0.5,2.3,731.82
17,136,8,SOFC,17,3,2.0,2.0,2.3,732.48
17,136,8,SOFC,18,3,3.5,3.5,2.3,732.88
17,136,8,SOFC,19,4,0.5,0.5,3.0,740.1
17,136,8,SOFC,20,4,2.0,2.0,3.0,742.47
17,136,8,SOFC,21,4,3.5,3.5,3.0,742.27
17,136,8,SOFC,22,4,0.5,0.5,3.3,738.82
17,136,8,SOFC,23,4,2.0,2.0,3.3,742.44
17,136,8,SOFC,24,4,3.5,3.5,3.3,744.94
17,136,8,SOFC,25,5,0.5,0.5,4.0,754.8
17,136,8,SOFC,26,5,2.0,2.0,4.0,752.44
17,136,8,SOFC,27,5,3.5,3.5,4.0,749.41
17,136,8,SOFC,28,5,0.5,0.5,4.3,750.96
17,136,8,SOFC,29,5,2.0,2.0,4.3,753.81
17,136,8,SOFC,30,5,3.5,3.5,4.3,751.91
18,144,9,SOEC,1,1,0.5,0.5,0.0,694.21
18,144,9,SOEC,2,1,2.0,2.0,0.0,695.69
18,144,9,SOEC,3,1,3.5,3.5,0.0,692.56
18,144,9,SOEC,4,1,0.5,0.5,0.3,699.43
18,144,9,SOEC,5,1,2.0,2.0,0.3,697.51
18,144,9,SOEC,6,1,3.5,3.5,0.3,698.45
18,144,9,SOEC,7,2,0.5,0.5,1.0,704.83
18,144,9,SOEC,8,2,2.0,2.0,1.0,703.95
18,144,9,SOEC,9,2,3.5,3.5,1.0,701.06
18,144,9,SOEC,10,2,0.5,0.5,1.3,705.98
18,144,9,SOEC,11,2,2.0,2.0,1.3,710.0
18,144,9,SOEC,12,2,3.5,3.5,1.3,711.04
18,144,9,SOEC,13,3,0.5,0.5,2.0,715.01
18,144,9,SOEC,14,3,2.0,2.0,2.0,712.2
18,144,9,SOEC,15,3,3.5,3.5,2.0,712.4
18,144,9,SOEC,16,3,0.5,0.5,2.3,716.38
18,144,9,SOEC,17,3,2.0,2.0,2.3,719.63
18,144,9,SOEC,18,3,3.5,3.5,2.3,719.61
18,144,9,SOEC,19,4,0.5,0.5,3.0,724.59
18,144,9,SOEC,20,4,2.0,2.0,3.0,727.67
18,144,9,SOEC,21,4,3.5,3.5,3.0,725.91
18,144,9,SOEC,22,4,0.5,0.5,3.3,726.62
18,144,9,SOEC,23,4,2.0,2.0,3.3,725.36
18,144,9,SOEC,24,4,3.5,3.5,3.3,728.65
18,144,9,SOEC,25,5,0.5,0.5,4.0,739.13
18,144,9,SOEC,26,5,2.0,2.0,4.0,736.82
18,144,9,SOEC,27,5,3.5,3.5,4.0,736.54
18,144,9,SOEC,28,5,0.5,0.5,4.3,736.06
18,144,9,SOEC,29,5,2.0,2.0,4.3,738.08
18,144,9,SOEC,30,5,3.5,3.5,4.3,739.03
19,152,9,SOFC,1,1,0.5,0.5,0.0,710.56
19,152,9,SOFC,2,1,2.0,2.0,0.0,709.68
19,152,9,SOFC,3,1,3.5,3.5,0.0,707.61
19,152,9,SOFC,4,1,0.5,0.5,0.3,713.6
19,152,9,SOFC,5,1,2.0,2.0,0.3,715.19
19,152,9,SOFC,6,1,3.5,3.5,0.3,712.92
19,152,9,SOFC,7,2,0.5,0.5,1.0,718.26
19,152,9,SOFC,8,2,2.0,2.0,1.0,717.4
19,152,9,SOFC,9,2,3.5,3.5,1.0,719.87
19,152,9,SOFC,10,2,0.5,0.5,1.3,726.42
19,152,9,SOFC,11,2,2.0,2.0,1.3,722.15
19,152,9,SOFC,12,2,3.5,3.5,1.3,724.17
19,152,9,SOFC,13,3,0.5,0.5,2.0,731.32
19,152,9,SOFC,14,3,2.0,2.0,2.0,727.84
19,152,9,SOFC,15,3,3.5,3.5,2.0,728.37
19,152,9,SOFC,16,3,0.5,0.5,2.3,733.94
19,152,9,SOFC,17,3,2.0,2.0,2.3,730.36
19,152,9,SOFC,18,3,3.5,3.5,2.3,733.09
19,152,9,SOFC,19,4,0.5,0.5,3.0,745.4
19,152,9,SOFC,20,4,2.0,2.0,3.0,737.38
19,152,9,SOFC,21,4,3.5,3.5,3.0,737.08
19,152,9,SOFC,22,4,0.5,0.5,3.3,741.53
19,152,9,SOFC,23,4,2.0,2.0,3.3,742.77
19,152,9,SOFC,24,4,3.5,3.5,3.3,737.42
19,152,9,SOFC,25,5,0.5,0.5,4.0,746.13
19,152,9,SOFC,26,5,2.0,2.0,4.0,751.98
19,152,9,SOFC,27,5,3.5,3.5,4.0,750.66
19,152,9,SOFC,28,5,0.5,0.5,4.3,750.88
19,152,9,SOFC,29,5,2.0,2.0,4.3,752.01
19,152,9,SOFC,30,5,3.5,3.5,4.3,751.64
20,160,10,SOEC,1,1,0.5,0.5,0.0,695.83
20,160,10,SOEC,2,1,2.0,2.0,0.0,698.21
20,160,10,SOEC,3,1,3.5,3.5,0.0,693.08
20,160,10,SOEC,4,1,0.5,0.5,0.3,694.82
20,160,10,SOEC,5,1,2.0,2.0,0.3,698.15
20,160,10,SOEC,6,1,3.5,3.5,0.3,695.78
20,160,10,SOEC,7,2,0.5,0.5,1.0,704.8
20,160,10,SOEC,8,2,2.0,2.0,1.0,702.18
20,160,10,SOEC,9,2,3.5,3.5,1.0,706.46
20,160,10,SOEC,10,2,0.5,0.5,1.3,708.01
20,160,10,SOEC,11,2,2.0,2.0,1.3,706.56
20,160,10,SOEC,12,2,3.5,3.5,1.3,705.2
20,160,10,SOEC,13,3,0.5,0.5,2.0,714.35
20,160,10,SOEC,14,3,2.0,2.0,2.0,715.79
20,160,10,SOEC,15,3,3.5,3.5,2.0,714.58
20,160,10,SOEC,16,3,0.5,0.5,2.3,717.57
20,160,10,SOEC,17,3,2.0,2.0,2.3,715.35
20,160,10,SOEC,18,3,3.5,3.5,2.3,717.96
20,160,10,SOEC,19,4,0.5,0.5,3.0,725.74
20,160,10,SOEC,20,4,2.0,2.0,3.0,725.09
20,160,10,SOEC,21,4,3.5,3.5,3.0,728.03
20,160,10,SOEC,22,4,0.5,0.5,3.3,730.19
20,160,10,SOEC,23,4,2.0,2.0,3.3,729.03
20,160,10,SOEC,24,4,3.5,3.5,3.3,728.43
20,160,10,SOEC,25,5,0.5,0.5,4.0,730.6
20,160,10,SOEC,26,5,2.0,2.0,4.0,734.08
20,160,10,SOEC,27,5,3.5,3.5,4.0,735.33
20,160,10,SOEC,28,5,0.5,0.5,4.3,739.42
20,160,10,SOEC,29,5,2.0,2.0,4.3,735.26
20,160,10,SOEC,30,5,3.5,3.5,4.3,740.21
21,168,10,SOFC,1,1,0.5,0.5,0.0,705.81
21,168,10,SOFC,2,1,2.0,2.0,0.0,710.39
21,168,10,SOFC,3,1,3.5,3.5,0.0,710.2
21,168,10,SOFC,4,1,0.5,0.5,0.3,707.47
21,168,10,SOFC,5,1,2.0,2.0,0.3,710.81
21,168,10,SOFC,6,1,3.5,3.5,0.3,710.24
21,168,10,SOFC,7,2,0.5,0.5,1.0,720.77
21,168,10,SOFC,8,2,2.0,2.0,1.0,720.99
21,168,10,SOFC,9,2,3.5,3.5,1.0,720.22
21,168,10,SOFC,10,2,0.5,0.5,1.3,723.83
21,168,10,SOFC,11,2,2.0,2.0,1.3,721.13
21,168,10,SOFC,12,2,3.5,3.5,1.3,724.44
21,168,10,SOFC,13,3,0.5,0.5,2.0,728.84
21,168,10,SOFC,14,3,2.0,2.0,2.0,732.43
21,168,10,SOFC,15,3,3.5,3.5,2.0,732.63
21,168,10,SOFC,16,3,0.5,0.5,2.3,732.94
21,168,10,SOFC,17,3,2.0,2.0,2.3,732.94
21,168,10,SOFC,18,3,3.5,3.5,2.3,729.27
21,168,10,SOFC,19,4,0.5,0.5,3.0,739.43
21,168,10,SOFC,20,4,2.0,2.0,3.0,736.4
21,168,10,SOFC,21,4,3.5,3.5,3.0,742.34
21,168,10,SOFC,22,4,0.5,0.5,3.3,742.56
21,168,10,SOFC,23,4,2.0,2.0,3.3,746.96
21,168,10,SOFC,24,4,3.5,3.5,3.3,742.96
21,168,10,SOFC,25,5,0.5,0.5,4.0,750.87
21,168,10,SOFC,26,5,2.0,2.0,4.0,750.52
21,168,10,SOFC,27,5,3.5,3.5,4.0,748.35
21,168,10,SOFC,28,5,0.5,0.5,4.3,753.89
21,168,10,SOFC,29,5,2.0,2.0,4.3,755.07
21,168,10,SOFC,30,5,3.5,3.5,4.3,751.09
22,176,11,SOEC,1,1,0.5,0.5,0.0,691.93
22,176,11,SOEC,2,1,2.0,2.0,0.0,696.98
22,176,11,SOEC,3,1,3.5,3.5,0.0,695.51
22,176,11,SOEC,4,1,0.5,0.5,0.3,696.74
22,176,11,SOEC,5,1,2.0,2.0,0.3,696.75
22,176,11,SOEC,6,1,3.5,3.5,0.3,697.45
22,176,11,SOEC,7,2,0.5,0.5,1.0,708.23
22,176,11,SOEC,8,2,2.0,2.0,1.0,703.47
22,176,11,SOEC,9,2,3.5,3.5,1.0,705.29
22,176,11,SOEC,10,2,0.5,0.5,1.3,710.64
22,176,11,SOEC,11,2,2.0,2.0,1.3,708.4
22,176,11,SOEC,12,2,3.5,3.5,1.3,708.56
22,176,11,SOEC,13,3,0.5,0.5,2.0,713.02
22,176,11,SOEC,14,3,2.0,2.0,2.0,715.76
22,176,11,SOEC,15,3,3.5,3.5,2.0,714.11
22,176,11,SOEC,16,3,0.5,0.5,2.3,716.96
22,176,11,SOEC,17,3,2.0,2.0,2.3,717.43
22,176,11,SOEC,18,3,3.5,3.5,2.3,717.5
22,176,11,SOEC,19,4,0.5,0.5,3.0,727.84
22,176,11,SOEC,20,4,2.0,2.0,3.0,727.37
22,176,11,SOEC,21,4,3.5,3.5,3.0,721.79
22,176,11,SOEC,22,4,0.5,0.5,3.3,726.85
22,176,11,SOEC,23,4,2.0,2.0,3.3,724.91
22,176,11,SOEC,24,4,3.5,3.5,3.3,724.78
22,176,11,SOEC,25,5,0.5,0.5,4.0,732.54
22,176,11,SOEC,26,5,2.0,2.0,4.0,735.84
22,176,11,SOEC,27,5,3.5,3.5,4.0,734.81
22,176,11,SOEC,28,5,0.5,0.5,4.3,741.39
22,176,11,SOEC,29,5,2.0,2.0,4.3,738.75
22,176,11,SOEC,30,5,3.5,3.5,4.3,738.41
23,184,11,SOFC,1,1,0.5,0.5,0.0,708.35
23,184,11,SOFC,2,1,2.0,2.0,0.0,710.95
23,184,11,SOFC,3,1,3.5,3.5,0.0,710.71
23,184,11,SOFC,4,1,0.5,0.5,0.3,710.21
23,184,11,SOFC,5,1,2.0,2.0,0.3,714.26
23,184,11,SOFC,6,1,3.5,3.5,0.3,713.06
23,184,11,SOFC,7,2,0.5,0.5,1.0,720.44
23,184,11,SOFC,8,2,2.0,2.0,1.0,724.23
23,184,11,SOFC,9,2,3.5,3.5,1.0,719.69
23,184,11,SOFC,10,2,0.5,0.5,1.3,722.09
23,184,11,SOFC,11,2,2.0,2.0,1.3,718.92
23,184,11,SOFC,12,2,3.5,3.5,1.3,722.22
23,184,11,SOFC,13,3,0.5,0.5,2.0,730.25
23,184,11,SOFC,14,3,2.0,2.0,2.0,724.13
23,184,11,SOFC,15,3,3.5,3.5,2.0,731.65
23,184,11,SOFC,16,3,0.5,0.5,2.3,733.2
23,184,11,SOFC,17,3,2.0,2.0,2.3,733.39
23,184,11,SOFC,18,3,3.5,3.5,2.3,732.93
23,184,11,SOFC,19,4,0.5,0.5,3.0,739.3
23,184,11,SOFC,20,4,2.0,2.0,3.0,738.82
23,184,11,SOFC,21,4,3.5,3.5,3.0,738.78
23,184,11,SOFC,22,4,0.5,0.5,3.3,742.28
23,184,11,SOFC,23,4,2.0,2.0,3.3,742.44
23,184,11,SOFC,24,4,3.5,3.5,3.3,743.49
23,184,11,SOFC,25,5,0.5,0.5,4.0,748.29
23,184,11,SOFC,26,5,2.0,2.0,4.0,749.13
23,184,11,SOFC,27,5,3.5,3.5,4.0,749.68
23,184,11,SOFC,28,5,0.5,0.5,4.3,753.65
23,184,11,SOFC,29,5,2.0,2.0,4.3,754.41
23,184,11,SOFC,30,5,3.5,3.5,4.3,750.26
24,192,12,SOEC,1,1,0.5,0.5,0.0,693.24
24,192,12,SOEC,2,1,2.0,2.0,0.0,699.76
24,192,12,SOEC,3,1,3.5,3.5,0.0,693.9
24,192,12,SOEC,4,1,0.5,0.5,0.3,698.53
24,192,12,SOEC,5,1,2.0,2.0,0.3,699.76
24,192,12,SOEC,6,1,3.5,3.5,0.3,703.55
24,192,12,SOEC,7,2,0.5,0.5,1.0,704.54
24,192,12,SOEC,8,2,2.0,2.0,1.0,709.36
24,192,12,SOEC,9,2,3.5,3.5,1.0,705.8
24,192,12,SOEC,10,2,0.5,0.5,1.3,712.63
24,192,12,SOEC,11,2,2.0,2.0,1.3,704.69
24,192,12,SOEC,12,2,3.5,3.5,1.3,708.18
24,192,12,SOEC,13,3,0.5,0.5,2.0,712.36
24,192,12,SOEC,14,3,2.0,2.0,2.0,714.16
24,192,12,SOEC,15,3,3.5,3.5,2.0,715.47
24,192,12,SOEC,16,3,0.5,0.5,2.3,718.33
24,192,12,SOEC,17,3,2.0,2.0,2.3,717.85
24,192,12,SOEC,18,3,3.5,3.5,2.3,719.16
24,192,12,SOEC,19,4,0.5,0.5,3.0,723.76
24,192,12,SOEC,20,4,2.0,2.0,3.0,722.22
24,192,12,SOEC,21,4,3.5,3.5,3.0,723.53
24,192,12,SOEC,22,4,0.5,0.5,3.3,727.25
24,192,12,SOEC,23,4,2.0,2.0,3.3,726.54
24,192,12,SOEC,24,4,3.5,3.5,3.3,726.6
24,192,12,SOEC,25,5,0.5,0.5,4.0,736.62
24,192,12,SOEC,26,5,2.0,2.0,4.0,733.56
24,192,12,SOEC,27,5,3.5,3.5,4.0,738.97
24,192,12,SOEC,28,5,0.5,0.5,4.3,739.65
24,192,12,SOEC,29,5,2.0,2.0,4.3,739.09
24,192,12,SOEC,30,5,3.5,3.5,4.3,737.53
25,200,12,SOFC,1,1,0.5,0.5,0.0,712.7
25,200,12,SOFC,2,1,2.0,2.0,0.0,713.1
25,200,12,SOFC,3,1,3.5,3.5,0.0,709.46
25,200,12,SOFC,4,1,0.5,0.5,0.3,709.36
25,200,12,SOFC,5,1,2.0,2.0,0.3,712.6
25,200,12,SOFC,6,1,3.5,3.5,0.3,715.62
25,200,12,SOFC,7,2,0.5,0.5,1.0,718.18
25,200,12,SOFC,8,2,2.0,2.0,1.0,720.21
25,200,12,SOFC,9,2,3.5,3.5,1.0,717.94
25,200,12,SOFC,10,2,0.5,0.5,1.3,722.44
25,200,12,SOFC,11,2,2.0,2.0,1.3,722.31
25,200,12,SOFC,12,2,3.5,3.5,1.3,721.53
25,200,12,SOFC,13,3,0.5,0.5,2.0,728.61
25,200,12,SOFC,14,3,2.0,2.0,2.0,730.49
25,200,12,SOFC,15,3,3.5,3.5,2.0,728.4
25,200,12,SOFC,16,3,0.5,0.5,2.3,732.94
25,200,12,SOFC,17,3,2.0,2.0,2.3,730.66
25,200,12,SOFC,18,3,3.5,3.5,2.3,733.01
25,200,12,SOFC,19,4,0.5,0.5,3.0,743.48
25,200,12,SOFC,20,4,2.0,2.0,3.0,740.99
25,200,12,SOFC,21,4,3.5,3.5,3.0,735.44
25,200,12,SOFC,22,4,0.5,0.5,3.3,743.26
25,200,12,SOFC,23,4,2.0,2.0,3.3,743.84
25,200,12,SOFC,24,4,3.5,3.5,3.3,742.66
25,200,12,SOFC,25,5,0.5,0.5,4.0,748.92
25,200,12,SOFC,26,5,2.0,2.0,4.0,750.37
25,200,12,SOFC,27,5,3.5,3.5,4.0,750.33
25,200,12,SOFC,28,5,0.5,0.5,4.3,749.02
25,200,12,SOFC,29,5,2.0,2.0,4.3,752.15
25,200,12,SOFC,30,5,3.5,3.5,4.3,752.15
26,208,13,SOEC,1,1,0.5,0.5,0.0,694.64
26,208,13,SOEC,2,1,2.0,2.0,0.0,698.68
26,208,13,SOEC,3,1,3.5,3.5,0.0,693.09
26,208,13,SOEC,4,1,0.5,0.5,0.3,701.13
26,208,13,SOEC,5,1,2.0,2.0,0.3,703.25
26,208,13,SOEC,6,1,3.5,3.5,0.3,693.82
26,208,13,SOEC,7,2,0.5,0.5,1.0,701.69
26,208,13,SOEC,8,2,2.0,2.0,1.0,705.59
26,208,13,SOEC,9,2,3.5,3.5,1.0,706.54
26,208,13,SOEC,10,2,0.5,0.5,1.3,708.81
26,208,13,SOEC,11,2,2.0,2.0,1.3,705.54
26,208,13,SOEC,12,2,3.5,3.5,1.3,706.21
26,208,13,SOEC,13,3,0.5,0.5,2.0,715.0
26,208,13,SOEC,14,3,2.0,2.0,2.0,715.04
26,208,13,SOEC,15,3,3.5,3.5,2.0,714.86
26,208,13,SOEC,16,3,0.5,0.5,2.3,716.7
26,208,13,SOEC,17,3,2.0,2.0,2.3,719.25
26,208,13,SOEC,18,3,3.5,3.5,2.3,714.44
26,208,13,SOEC,19,4,0.5,0.5,3.0,720.79
26,208,13,SOEC,20,4,2.0,2.0,3.0,721.15
26,208,13,SOEC,21,4,3.5,3.5,3.0,726.09
26,208,13,SOEC,22,4,0.5,0.5,3.3,726.89
26,208,13,SOEC,23,4,2.0,2.0,3.3,729.38
26,208,13,SOEC,24,4,3.5,3.5,3.3,733.58
26,208,13,SOEC,25,5,0.5,0.5,4.0,734.19
26,208,13,SOEC,26,5,2.0,2.0,4.0,734.9
26,208,13,SOEC,27,5,3.5,3.5,4.0,733.25
26,208,13,SOEC,28,5,0.5,0.5,4.3,737.1
26,208,13,SOEC,29,5,2.0,2.0,4.3,735.32
26,208,13,SOEC,30,5,3.5,3.5,4.3,738.73
27,216,13,SOFC,1,1,0.5,0.5,0.0,708.62
27,216,13,SOFC,2,1,2.0,2.0,0.0,708.56
27,216,13,SOFC,3,1,3.5,3.5,0.0,708.63
27,216,13,SOFC,4,1,0.5,0.5,0.3,714.53
27,216,13,SOFC,5,1,2.0,2.0,0.3,712.63
27,216,13,SOFC,6,1,3.5,3.5,0.3,714.34
27,216,13,SOFC,7,2,0.5,0.5,1.0,717.37
27,216,13,SOFC,8,2,2.0,2.0,1.0,718.16
27,216,13,SOFC,9,2,3.5,3.5,1.0,717.36
27,216,13,SOFC,10,2,0.5,0.5,1.3,723.69
27,216,13,SOFC,11,2,2.0,2.0,1.3,720.48
27,216,13,SOFC,12,2,3.5,3.5,1.3,720.68
27,216,13,SOFC,13,3,0.5,0.5,2.0,733.59
27,216,13,SOFC,14,3,2.0,2.0,2.0,729.24
27,216,13,SOFC,15,3,3.5,3.5,2.0,726.41
27,216,13,SOFC,16,3,0.5,0.5,2.3,728.75
27,216,13,SOFC,17,3,2.0,2.0,2.3,733.91
27,216,13,SOFC,18,3,3.5,3.5,2.3,732.95
27,216,13,SOFC,19,4,0.5,0.5,3.0,739.0
27,216,13,SOFC,20,4,2.0,2.0,3.0,737.58
27,216,13,SOFC,21,4,3.5,3.5,3.0,739.1
27,216,13,SOFC,22,4,0.5,0.5,3.3,745.55
27,216,13,SOFC,23,4,2.0,2.0,3.3,740.67
27,216,13,SOFC,24,4,3.5,3.5,3.3,745.41
27,216,13,SOFC,25,5,0.5,0.5,4.0,749.52
27,216,13,SOFC,26,5,2.0,2.0,4.0,749.81
27,216,13,SOFC,27,5,3.5,3.5,4.0,748.34
27,216,13,SOFC,28,5,0.5,0.5,4.3,750.8
27,216,13,SOFC,29,5,2.0,2.0,4.3,756.25
27,216,13,SOFC,30,5,3.5,3.5,4.3,757.16
28,224,14,SOEC,1,1,0.5,0.5,0.0,694.62
28,224,14,SOEC,2,1,2.0,2.0,0.0,696.83
28,224,14,SOEC,3,1,3.5,3.5,0.0,691.2
28,224,14,SOEC,4,1,0.5,0.5,0.3,695.65
28,224,14,SOEC,5,1,2.0,2.0,0.3,694.07
28,224,14,SOEC,6,1,3.5,3.5,0.3,700.06
28,224,14,SOEC,7,2,0.5,0.5,1.0,708.2
28,224,14,SOEC,8,2,2.0,2.0,1.0,702.64
28,224,14,SOEC,9,2,3.5,3.5,1.0,707.59
28,224,14,SOEC,10,2,0.5,0.5,1.3,710.54
28,224,14,SOEC,11,2,2.0,2.0,1.3,706.32
28,224,14,SOEC,12,2,3.5,3.5,1.3,706.81
28,224,14,SOEC,13,3,0.5,0.5,2.0,714.77
28,224,14,SOEC,14,3,2.0,2.0,2.0,716.29
28,224,14,SOEC,15,3,3.5,3.5,2.0,716.79
28,224,14,SOEC,16,3,0.5,0.5,2.3,717.23
28,224,14,SOEC,17,3,2.0,2.0,2.3,715.26
28,224,14,SOEC,18,3,3.5,3.5,2.3,716.87
28,224,14,SOEC,19,4,0.5,0.5,3.0,726.94
28,224,14,SOEC,20,4,2.0,2.0,3.0,727.79
28,224,14,SOEC,21,4,3.5,3.5,3.0,726.96
28,224,14,SOEC,22,4,0.5,0.5,3.3,728.54
28,224,14,SOEC,23,4,2.0,2.0,3.3,728.88
28,224,14,SOEC,24,4,3.5,3.5,3.3,728.6
28,224,14,SOEC,25,5,0.5,0.5,4.0,733.31
28,224,14,SOEC,26,5,2.0,2.0,4.0,735.0
28,224,14,SOEC,27,5,3.5,3.5,4.0,736.08
28,224,14,SOEC,28,5,0.5,0.5,4.3,738.95
28,224,14,SOEC,29,5,2.0,2.0,4.3,740.06
28,224,14,SOEC,30,5,3.5,3.5,4.3,735.94
29,232,14,SOFC,1,1,0.5,0.5,0.0,712.29
29,232,14,SOFC,2,1,2.0,2.0,0.0,710.51
29,232,14,SOFC,3,1,3.5,3.5,0.0,709.88
29,232,14,SOFC,4,1,0.5,0.5,0.3,711.26
29,232,14,SOFC,5,1,2.0,2.0,0.3,712.94
29,232,14,SOFC,6,1,3.5,3.5,0.3,716.26
29,232,14,SOFC,7,2,0.5,0.5,1.0,715.79
29,232,14,SOFC,8,2,2.0,2.0,1.0,713.67
29,232,14,SOFC,9,2,3.5,3.5,1.0,719.67
29,232,14,SOFC,10,2,0.5,0.5,1.3,723.54
29,232,14,SOFC,11,2,2.0,2.0,1.3,721.58
29,232,14,SOFC,12,2,3.5,3.5,1.3,723.67
29,232,14,SOFC,13,3,0.5,0.5,2.0,729.38
29,232,14,SOFC,14,3,2.0,2.0,2.0,731.59
29,232,14,SOFC,15,3,3.5,3.5,2.0,730.75
29,232,14,SOFC,16,3,0.5,0.5,2.3,728.47
29,232,14,SOFC,17,3,2.0,2.0,2.3,733.93
29,232,14,SOFC,18,3,3.5,3.5,2.3,734.7
29,232,14,SOFC,19,4,0.5,0.5,3.0,741.34
29,232,14,SOFC,20,4,2.0,2.0,3.0,736.25
29,232,14,SOFC,21,4,3.5,3.5,3.0,739.12
29,232,14,SOFC,22,4,0.5,0.5,3.3,743.39
29,232,14,SOFC,23,4,2.0,2.0,3.3,742.73
29,232,14,SOFC,24,4,3.5,3.5,3.3,740.98
29,232,14,SOFC,25,5,0.5,0.5,4.0,749.16
29,232,14,SOFC,26,5,2.0,2.0,4.0,748.75
29,232,14,SOFC,27,5,3.5,3.5,4.0,749.99
29,232,14,SOFC,28,5,0.5,0.5,4.3,750.28
