timestep,time_hours,x_cm,y_cm,z_cm,T_surface_C,eps_xx,eps_yy,eps_xy
2,80,0.5311,2.9176,0.0,715.41,0.000604,0.000363,1.6e-05
2,80,3.7069,1.3582,0.0,724.38,0.000531,0.000562,2.9e-05
2,80,3.8277,0.3025,0.0,722.46,0.000538,0.000511,-5.3e-05
2,80,2.2646,1.3736,0.0,730.7,0.000675,0.000483,1.2e-05
2,80,2.1567,2.8076,0.0,709.32,0.000678,0.000299,-1.4e-05
2,80,1.9057,2.7745,0.0,708.77,0.000646,0.000401,2.3e-05
2,80,0.1468,1.5401,0.0,721.17,0.000625,0.000457,-3.6e-05
2,80,2.0024,1.7115,0.0,724.42,0.00069,0.000431,3e-06
2,80,1.5663,2.7453,0.0,709.01,0.000662,0.000275,-4.5e-05
2,80,0.5031,3.3109,0.0,714.23,0.00058,0.000298,3e-05
2,80,1.0385,3.497,0.0,707.54,0.000594,0.000288,7.2e-05
2,80,3.2308,1.984,0.0,720.25,0.000688,0.000412,9.4e-05
2,80,2.2917,2.0898,0.0,717.57,0.000752,0.000324,1.6e-05
2,80,2.4387,3.8877,0.0,701.25,0.000649,0.00026,-7.5e-05
2,80,3.6148,3.6412,0.0,716.74,0.000551,0.000281,-5e-05
2,80,3.5813,0.6134,0.0,727.74,0.000594,0.000613,-5e-05
2,80,2.2389,1.0404,0.0,734.74,0.000767,0.000574,4e-06
2,80,3.2319,3.8352,0.0,710.16,0.000641,0.000379,-9.8e-05
2,80,1.3194,0.2568,0.0,735.75,0.000692,0.000532,0.000134
2,80,0.418,0.7904,0.0,724.49,0.000578,0.000504,9e-06
2,80,1.5603,1.6653,0.0,724.88,0.000683,0.000482,-4.8e-05
2,80,0.3964,1.1489,0.0,724.18,0.000595,0.000554,-3.3e-05
2,80,3.6592,0.3909,0.0,726.23,0.000554,0.000637,-5.9e-05
2,80,3.9262,1.6846,0.0,721.39,0.000537,0.000508,2.3e-05
2,80,0.2732,0.7066,0.0,725.16,0.000558,0.000585,-2.9e-05
2,80,1.8097,3.7833,0.0,701.59,0.00076,0.000217,2e-05
2,80,3.8127,3.961,0.0,718.22,0.000661,0.000315,-1.5e-05
2,80,1.3055,0.2663,0.0,737.29,0.000753,0.000561,7.4e-05
2,80,1.7731,2.6087,0.0,712.09,0.000617,0.000399,-2.2e-05
2,80,3.0916,2.4535,0.0,714.7,0.00078,0.000371,8.7e-05
2,80,2.8347,3.8724,0.0,704.86,0.00063,0.000195,-0.000112
2,80,1.8612,3.3391,0.0,703.0,0.000739,0.000486,2e-05
2,80,0.5813,2.6741,0.0,715.69,0.000573,0.00039,-1.4e-05
2,80,0.0116,3.3289,0.0,720.4,0.00057,0.000253,2.6e-05
2,80,0.564,3.2405,0.0,715.42,0.000549,0.00032,3.4e-05
2,80,0.2847,3.8929,0.0,715.89,0.000549,0.000252,4.3e-05
2,80,2.8525,0.7591,0.0,733.55,0.000729,0.000526,-5.8e-05
2,80,3.1516,0.6857,0.0,729.48,0.000692,0.000564,-5.5e-05
2,80,3.209,2.4294,0.0,717.36,0.000644,0.000413,9.8e-05
2,80,1.3297,2.7402,0.0,711.6,0.000742,0.000357,-2.3e-05
2,80,0.561,3.9087,0.0,710.89,0.000538,0.000217,9.1e-05
2,80,3.9761,3.5179,0.0,718.93,0.000524,0.000311,2e-05
2,80,1.2284,0.2502,0.0,736.62,0.000626,0.000523,0.000104
2,80,0.9507,3.3475,0.0,710.32,0.000678,0.000285,6.9e-05
2,80,3.7143,1.3869,0.0,721.84,0.000572,0.000525,1.6e-05
2,80,1.4471,0.5657,0.0,737.23,0.000731,0.000582,8e-06
2,80,3.9307,3.7839,0.0,720.8,0.000487,0.000197,-4e-06
2,80,3.9664,3.3604,0.0,721.02,0.000518,0.000267,-3.3e-05
2,80,2.757,1.9384,0.0,722.78,0.000637,0.000464,8.2e-05
2,80,2.5791,3.7145,0.0,702.83,0.000764,0.000267,-5.7e-05
2,80,3.0188,2.864,0.0,711.33,0.000605,0.000383,7e-05
2,80,2.5397,3.0857,0.0,705.59,0.000762,0.000298,-8e-06
2,80,0.5108,1.0211,0.0,726.17,0.000593,0.000423,2.2e-05
2,80,3.8645,2.0987,0.0,720.39,0.000561,0.000361,-1e-05
2,80,3.1749,1.6253,0.0,722.9,0.000582,0.00051,6.9e-05
2,80,0.7668,2.785,0.0,713.96,0.000679,0.000355,-4.3e-05
2,80,0.3863,2.1832,0.0,718.54,0.000565,0.000441,-9.1e-05
2,80,0.2791,3.2204,0.0,715.61,0.000572,0.000307,2.9e-05
2,80,2.8973,0.7516,0.0,734.05,0.00062,0.000551,-1.2e-05
2,80,1.9395,0.1243,0.0,740.33,0.000681,0.000542,-1.1e-05
2,80,3.9408,3.6616,0.0,719.82,0.000465,0.000231,-4.8e-05
2,80,3.3343,2.9665,0.0,715.74,0.000618,0.000325,2.7e-05
2,80,2.6564,3.4657,0.0,705.43,0.000651,0.000223,-4.8e-05
2,80,2.9729,2.7998,0.0,712.02,0.000646,0.000343,6e-06
2,80,0.4097,2.2582,0.0,717.94,0.000511,0.000276,-4e-05
2,80,1.409,1.0047,0.0,733.45,0.000706,0.000578,-1.6e-05
2,80,1.3665,1.0789,0.0,731.62,0.000676,0.000509,-4e-06
2,80,3.5954,0.5801,0.0,725.75,0.000588,0.000564,-3.1e-05
2,80,0.4857,0.0563,0.0,726.03,0.000607,0.00056,5.5e-05
2,80,1.8236,2.4341,0.0,713.76,0.000693,0.000331,1.1e-05
2,80,2.2297,1.5025,0.0,730.63,0.000728,0.00048,2.6e-05
2,80,2.6474,2.8962,0.0,707.45,0.000708,0.000372,4e-06
2,80,2.0501,0.7919,0.0,737.1,0.000758,0.000523,-6e-06
2,80,2.4683,3.5899,0.0,701.88,0.000757,0.000276,-7.1e-05
2,80,0.7741,1.571,0.0,724.89,0.00071,0.00049,-8.4e-05
2,80,0.6585,2.4069,0.0,715.24,0.000579,0.000381,-9e-05
2,80,0.2197,1.3979,0.0,721.44,0.000538,0.000466,-8.3e-05
2,80,1.0298,2.8133,0.0,710.71,0.000709,0.000327,-4.7e-05
2,80,3.9371,3.7454,0.0,718.02,0.000553,0.00023,-1.9e-05
2,80,2.9154,2.9296,0.0,710.05,0.000694,0.000288,1.8e-05
2,80,0.2266,0.8136,0.0,721.95,0.000652,0.000541,-3e-06
2,80,0.6372,1.598,0.0,724.74,0.000589,0.000447,-6.6e-05
2,80,1.3015,2.1185,0.0,718.99,0.000686,0.000378,-8.9e-05
2,80,3.5897,0.5143,0.0,725.58,0.000562,0.000474,3e-06
2,80,0.9167,2.9544,0.0,712.57,0.00063,0.000264,-1e-05
2,80,0.8318,3.4752,0.0,706.86,0.000622,0.000238,6.7e-05
2,80,2.064,3.6631,0.0,701.23,0.000692,0.000227,-4.9e-05
2,80,0.2757,3.8191,0.0,715.68,0.00051,0.000206,6e-05
2,80,2.2574,1.5095,0.0,730.18,0.000753,0.000507,3.5e-05
2,80,1.1323,0.291,0.0,736.13,0.0007,0.000541,7.7e-05
2,80,3.5352,1.6489,0.0,721.86,0.000559,0.000527,6.3e-05
2,80,3.7078,0.5857,0.0,723.85,0.000577,0.000428,-5.1e-05
2,80,3.3034,0.1881,0.0,729.29,0.000712,0.00062,-7.6e-05
2,80,2.8764,1.0258,0.0,730.74,0.000669,0.000486,-1.1e-05
2,80,0.1434,3.1,0.0,717.33,0.00055,0.000378,2.9e-05
2,80,2.355,3.8185,0.0,702.45,0.000743,0.000358,-8.4e-05
2,80,3.4297,3.6243,0.0,711.21,0.00062,0.000248,-6.3e-05
2,80,1.5241,2.2793,0.0,717.09,0.000691,0.000504,-5.9e-05
2,80,0.008,3.8065,0.0,718.71,0.000517,0.00023,4e-06
2,80,1.9979,3.7111,0.0,699.73,0.00076,0.000301,-1e-06
2,80,0.1387,0.2394,0.0,722.65,0.0006,0.000579,2.8e-05
2,80,1.8284,1.7632,0.0,724.65,0.000737,0.000371,8e-06
2,80,2.3989,3.0727,0.0,708.87,0.000761,0.000298,0.0
2,80,0.421,1.2146,0.0,724.06,0.000645,0.000543,-7e-06
2,80,3.8836,1.9132,0.0,720.54,0.000496,0.000446,1.8e-05
2,80,0.5618,3.8495,0.0,712.39,0.00061,0.000246,8.8e-05
2,80,1.9253,3.6035,0.0,701.84,0.000817,0.000245,2.9e-05
2,80,1.0657,0.915,0.0,730.87,0.000683,0.000511,3.2e-05
2,80,3.2009,1.5424,0.0,724.17,0.000675,0.000555,6.5e-05
2,80,3.9583,3.7589,0.0,719.38,0.000499,0.000336,4e-06
2,80,3.9245,1.7448,0.0,722.68,0.000593,0.000335,1.3e-05
2,80,2.1446,1.5092,0.0,728.18,0.000694,0.000415,1.3e-05
2,80,1.4344,1.1894,0.0,730.07,0.00073,0.000495,-4.1e-05
2,80,1.0028,1.9641,0.0,721.9,0.00063,0.000378,-8.3e-05
2,80,0.454,3.1196,0.0,714.92,0.000643,0.000341,-1.1e-05
2,80,3.0718,0.0792,0.0,732.81,0.0007,0.000576,-0.000125
2,80,3.4585,3.8404,0.0,713.68,0.000639,0.000233,-0.000108
2,80,3.2569,2.7155,0.0,713.76,0.00066,0.000347,5.9e-05
2,80,2.799,0.1277,0.0,736.97,0.000705,0.0006,-0.000105
2,80,0.7785,0.0402,0.0,732.28,0.000637,0.000562,9e-05
2,80,1.3738,1.8697,0.0,721.29,0.000781,0.000467,-6.8e-05
2,80,0.2447,1.2548,0.0,722.98,0.000582,0.000526,-3.4e-05
2,80,2.3987,2.5184,0.0,711.29,0.000778,0.000388,2.4e-05
2,80,3.2759,2.8002,0.0,715.34,0.000667,0.000256,3.1e-05
2,80,3.3642,3.3076,0.0,712.51,0.000536,0.00029,-7e-06
2,80,3.9157,3.6995,0.0,718.64,0.000598,0.000258,7e-06
2,80,2.1938,1.5543,0.0,728.97,0.000669,0.000397,1e-05
2,80,0.2597,0.5325,0.0,725.28,0.00057,0.00053,3.8e-05
2,80,1.2315,3.6202,0.0,705.9,0.00064,0.000212,6.2e-05
2,80,0.112,1.5142,0.0,720.44,0.000468,0.000501,-2.3e-05
2,80,0.2218,2.4687,0.0,719.37,0.000503,0.000373,-2.8e-05
2,80,0.8925,3.4622,0.0,709.88,0.000701,0.00025,7.4e-05
2,80,2.7624,1.2787,0.0,729.69,0.000716,0.000417,1.1e-05
2,80,3.1633,1.1755,0.0,727.68,0.000666,0.000594,2.5e-05
2,80,3.1669,0.0675,0.0,732.8,0.000613,0.000476,-7.9e-05
2,80,1.1481,0.018,0.0,735.93,0.0007,0.000558,0.00011
2,80,1.7452,3.8023,0.0,700.21,0.000643,0.00019,3.8e-05
2,80,3.9312,1.0425,0.0,721.8,0.00058,0.000502,-3.4e-05
2,80,1.2546,2.7286,0.0,710.3,0.000637,0.000362,-3e-05
2,80,3.2208,3.4097,0.0,710.09,0.000572,0.00024,-3.3e-05
2,80,3.2105,1.1487,0.0,727.98,0.000712,0.000553,-2e-06
2,80,2.3156,1.0911,0.0,732.65,0.000727,0.00061,-8e-06
2,80,2.6055,1.7275,0.0,724.04,0.000719,0.000403,5.8e-05
2,80,1.0416,3.9158,0.0,704.91,0.000635,0.000236,9.3e-05
2,80,1.9978,3.6088,0.0,700.24,0.000645,0.000311,-5e-06
2,80,3.4512,1.0235,0.0,726.52,0.00057,0.000484,2e-05
2,80,0.3164,1.2936,0.0,721.71,0.000635,0.00047,-7.9e-05
2,80,3.7856,3.8474,0.0,717.78,0.000561,0.00033,-2.8e-05
2,80,2.3635,0.1627,0.0,741.25,0.000641,0.000589,-5.1e-05
3,120,3.3322,0.0492,0.0,729.97,0.000618,0.000677,-8.8e-05
3,120,3.7369,1.1228,0.0,724.81,0.000548,0.000492,3.5e-05
3,120,1.6599,1.2433,0.0,732.85,0.000721,0.000482,-1.2e-05
3,120,2.0173,1.571,0.0,727.44,0.000809,0.00051,-2.3e-05
3,120,2.6718,3.3622,0.0,704.21,0.000719,0.00028,-5.6e-05
3,120,1.35,0.9737,0.0,733.35,0.000701,0.000541,4.2e-05
3,120,1.5166,0.8239,0.0,736.02,0.000698,0.000489,-9e-06
3,120,1.8312,0.4623,0.0,737.72,0.000583,0.000605,2.3e-05
3,120,2.9188,2.2227,0.0,717.8,0.000641,0.000407,0.000113
3,120,1.5526,2.0269,0.0,720.7,0.000616,0.000451,-5.5e-05
3,120,0.783,2.075,0.0,720.46,0.000647,0.00041,-7.2e-05
3,120,0.9519,2.2697,0.0,718.0,0.00069,0.00043,-9.4e-05
3,120,2.3933,1.116,0.0,734.92,0.000661,0.000536,3e-06
3,120,0.444,3.9751,0.0,713.11,0.000647,0.000279,6.6e-05
3,120,2.8225,1.8867,0.0,722.76,0.000659,0.000394,9.3e-05
3,120,0.534,2.0406,0.0,721.41,0.000602,0.00052,-8.9e-05
3,120,0.0286,0.9899,0.0,719.89,0.000441,0.000461,-1e-05
3,120,0.4495,3.7214,0.0,713.64,0.00057,0.000218,2e-05
3,120,1.5002,1.0938,0.0,734.0,0.0007,0.000562,6e-06
3,120,3.6296,1.2072,0.0,724.73,0.000544,0.000414,2.4e-05
3,120,2.0782,3.8944,0.0,699.82,0.000858,0.000275,1.6e-05
3,120,2.1049,3.6594,0.0,702.11,0.000696,0.000293,2.1e-05
3,120,2.3268,1.5289,0.0,728.28,0.000813,0.000462,1.8e-05
3,120,0.6946,0.7758,0.0,728.94,0.00056,0.000555,3e-05
3,120,2.1576,3.6233,0.0,702.26,0.000777,0.000381,-4.4e-05
3,120,3.5764,0.651,0.0,726.31,0.000588,0.000496,-4.7e-05
3,120,1.9248,1.3242,0.0,731.65,0.00074,0.000494,-3.3e-05
3,120,1.232,0.1494,0.0,736.15,0.000709,0.000573,0.000104
3,120,1.7865,0.8343,0.0,735.45,0.000782,0.00056,4.4e-05
3,120,3.2926,3.0318,0.0,713.03,0.000664,0.000421,4e-06
3,120,3.3926,2.969,0.0,712.18,0.000607,0.00034,-1.4e-05
3,120,0.0689,1.2004,0.0,722.13,0.000535,0.000457,-3.4e-05
3,120,1.3046,2.8718,0.0,707.96,0.000686,0.000413,1e-05
3,120,3.4435,0.1181,0.0,727.79,0.000653,0.000589,-7.7e-05
3,120,2.8513,3.4596,0.0,706.54,0.000688,0.000262,-8e-05
3,120,0.9981,0.8729,0.0,731.63,0.000723,0.000603,4.6e-05
3,120,1.9603,1.0883,0.0,735.16,0.000702,0.000452,-3e-06
3,120,2.2555,0.8798,0.0,736.81,0.000792,0.000562,-3.9e-05
3,120,1.8726,3.218,0.0,704.85,0.0007,0.000372,1.8e-05
3,120,1.3969,1.5417,0.0,728.07,0.000695,0.000483,-3.8e-05
3,120,3.4708,1.2698,0.0,726.3,0.000667,0.000534,2.6e-05
3,120,2.2021,3.4741,0.0,703.32,0.000796,0.000263,2.1e-05
3,120,3.5135,2.9413,0.0,715.06,0.000628,0.000277,-1.8e-05
3,120,1.5891,2.2863,0.0,717.59,0.00071,0.000363,-5.4e-05
3,120,1.7088,0.5163,0.0,738.62,0.000664,0.000532,3.8e-05
3,120,3.5566,3.9627,0.0,714.24,0.000656,0.000232,-7.8e-05
3,120,0.4912,0.5794,0.0,728.29,0.000649,0.000568,6.1e-05
3,120,1.2789,1.7858,0.0,724.04,0.000775,0.000444,-6.7e-05
3,120,1.3317,2.1334,0.0,717.09,0.000789,0.00037,-0.000105
3,120,0.0815,1.2601,0.0,721.57,0.000574,0.000587,-3.5e-05
3,120,2.8779,2.5084,0.0,714.67,0.000668,0.000332,4.8e-05
3,120,1.0929,1.6663,0.0,723.57,0.000709,0.000438,-0.000108
3,120,1.0171,0.31,0.0,734.71,0.000703,0.000609,0.000106
3,120,2.2412,1.8066,0.0,723.19,0.000795,0.000444,2.4e-05
3,120,1.5017,1.6958,0.0,723.43,0.000785,0.000393,-7.8e-05
3,120,3.4361,3.5398,0.0,712.55,0.00057,0.00024,-9.6e-05
3,120,0.7448,3.1604,0.0,713.71,0.000696,0.000258,2.4e-05
3,120,0.9175,1.8428,0.0,720.36,0.000564,0.000429,-9.4e-05
3,120,0.8329,1.0212,0.0,730.51,0.000638,0.000554,2.4e-05
3,120,2.6229,0.3433,0.0,737.9,0.00073,0.000585,-5e-05
3,120,2.5458,2.0302,0.0,719.11,0.000687,0.000458,5.6e-05
3,120,2.9977,1.6295,0.0,724.54,0.000728,0.000551,7.9e-05
3,120,0.8145,3.5585,0.0,709.2,0.000654,0.000291,0.000103
3,120,3.7742,2.8413,0.0,717.91,0.000615,0.000291,2.1e-05
3,120,1.159,1.4044,0.0,727.09,0.000656,0.000474,-8.4e-05
3,120,1.0099,3.2362,0.0,708.3,0.000685,0.00029,3.3e-05
3,120,0.4546,2.7686,0.0,716.45,0.000616,0.000334,-4.6e-05
3,120,2.9014,1.7682,0.0,722.61,0.00067,0.000439,0.000119
3,120,1.8422,0.9595,0.0,737.17,0.000697,0.000589,-1.8e-05
3,120,3.5138,3.5328,0.0,712.28,0.000699,0.000309,-4.5e-05
3,120,3.7347,1.5464,0.0,723.37,0.000627,0.000501,5.8e-05
3,120,0.3506,2.3205,0.0,718.92,0.000582,0.0004,-2.6e-05
3,120,1.4705,0.9081,0.0,734.47,0.000656,0.000538,5e-06
3,120,2.5885,3.5557,0.0,702.33,0.000573,0.000358,-9.1e-05
3,120,2.0047,2.2897,0.0,716.57,0.000688,0.000277,4.1e-05
3,120,1.3859,0.767,0.0,735.42,0.000784,0.000506,4e-05
3,120,3.1718,1.7509,0.0,724.13,0.000643,0.000455,9e-05
3,120,1.3457,0.8783,0.0,732.77,0.000766,0.000645,-4.6e-05
3,120,3.9054,1.9326,0.0,720.46,0.000491,0.000396,-1.7e-05
3,120,1.3939,1.0275,0.0,733.45,0.00079,0.00057,-2.4e-05
3,120,1.0687,2.0985,0.0,719.31,0.000587,0.000329,-0.000108
3,120,1.8897,1.3708,0.0,731.4,0.000707,0.000498,8e-06
3,120,2.5644,3.9971,0.0,702.76,0.00068,0.000263,-5.3e-05
3,120,2.3436,0.5373,0.0,737.74,0.000709,0.0005,-2.3e-05
3,120,0.4152,3.2285,0.0,713.91,0.00053,0.000248,2.9e-05
3,120,3.0048,0.5152,0.0,732.98,0.0007,0.000581,-8.2e-05
3,120,3.1718,3.4863,0.0,710.51,0.000678,0.000259,-7.4e-05
3,120,1.3442,1.7857,0.0,723.24,0.000663,0.000457,-9.1e-05
3,120,1.7288,0.8143,0.0,736.13,0.00069,0.000578,-1e-06
3,120,1.1144,2.2112,0.0,716.62,0.000749,0.000353,-9.2e-05
3,120,0.434,2.9458,0.0,717.61,0.000616,0.000332,-3.4e-05
3,120,1.7403,2.6941,0.0,710.15,0.000769,0.000362,4e-06
3,120,2.3135,1.8928,0.0,722.11,0.000759,0.000356,7.9e-05
3,120,3.4074,3.8495,0.0,712.64,0.000592,0.000287,-5.6e-05
3,120,3.9316,0.5352,0.0,722.06,0.000532,0.000451,-6.5e-05
3,120,1.3635,1.2163,0.0,731.05,0.000722,0.000557,-4.1e-05
3,120,3.891,2.4345,0.0,721.3,0.000563,0.000395,-1.5e-05
3,120,1.6997,0.6147,0.0,739.21,0.000772,0.000616,5.6e-05
3,120,0.8935,2.9692,0.0,712.4,0.000668,0.000258,2.9e-05
3,120,1.8637,1.674,0.0,726.28,0.00071,0.00043,-2.1e-05
3,120,2.712,2.3992,0.0,715.01,0.000752,0.000361,6.9e-05
3,120,2.6089,2.2697,0.0,716.59,0.000677,0.00041,4.7e-05
3,120,0.1865,2.4299,0.0,719.58,0.00053,0.000402,-8.7e-05
3,120,1.4036,3.5032,0.0,704.6,0.000703,0.000231,5.2e-05
3,120,2.2546,2.3878,0.0,715.55,0.000716,0.000355,4.3e-05
3,120,2.1221,0.489,0.0,741.2,0.000719,0.000554,-3.9e-05
3,120,0.0139,0.1054,0.0,721.22,0.000529,0.000558,1.8e-05
3,120,2.1475,1.4853,0.0,729.64,0.000728,0.000514,-5e-06
3,120,1.7311,0.4246,0.0,739.72,0.00074,0.000591,1e-06
3,120,1.2777,2.0027,0.0,719.62,0.000672,0.00045,-5.4e-05
3,120,3.6565,1.7314,0.0,721.3,0.000575,0.000469,5.8e-05
3,120,2.4629,3.6049,0.0,702.89,0.000739,0.000303,-7e-05
3,120,1.1734,3.6583,0.0,703.18,0.000701,0.000344,0.000119
3,120,2.347,0.6223,0.0,736.17,0.000705,0.000483,-3.6e-05
3,120,3.0978,3.099,0.0,710.1,0.000755,0.000391,-5.8e-05
3,120,1.9041,1.3192,0.0,730.91,0.000786,0.000402,2.6e-05
3,120,2.677,1.0411,0.0,733.65,0.000693,0.000603,-1.4e-05
3,120,2.7681,0.7125,0.0,734.46,0.000668,0.000572,-5.6e-05
3,120,3.888,3.784,0.0,721.38,0.000579,0.00021,-7e-06
3,120,3.2231,2.2794,0.0,717.62,0.000556,0.000398,0.000118
3,120,0.7152,0.7321,0.0,729.16,0.000735,0.000579,6.2e-05
3,120,1.6453,2.4868,0.0,711.14,0.000759,0.000313,-1.5e-05
3,120,2.1013,0.4209,0.0,738.13,0.000679,0.000592,1.4e-05
3,120,1.1789,2.1235,0.0,719.41,0.000687,0.000443,-0.000118
3,120,0.2395,0.6509,0.0,723.17,0.00063,0.000612,2.7e-05
3,120,0.0492,1.6189,0.0,719.96,0.000475,0.000412,-0.0
3,120,0.0199,0.2987,0.0,721.12,0.000512,0.000562,-1.8e-05
3,120,3.7916,3.1546,0.0,717.91,0.000589,0.000315,2e-06
3,120,0.2028,1.6831,0.0,722.55,0.000585,0.000462,-3.1e-05
3,120,2.4749,1.2221,0.0,730.42,0.000763,0.000464,8e-06
3,120,3.0068,1.0118,0.0,731.23,0.000619,0.000419,2e-06
3,120,1.0804,2.969,0.0,708.86,0.000608,0.000392,7e-06
3,120,1.5516,0.7388,0.0,736.73,0.000726,0.000594,1.8e-05
3,120,3.955,0.8264,0.0,722.51,0.000587,0.000602,-2.4e-05
3,120,1.0336,3.5299,0.0,706.7,0.000667,0.000241,9.2e-05
3,120,1.6786,3.9832,0.0,701.15,0.000683,0.000293,3.7e-05
3,120,0.7562,3.9582,0.0,709.45,0.000745,0.000293,8.9e-05
3,120,2.2251,1.3873,0.0,730.12,0.00074,0.000425,4e-06
3,120,0.2917,1.6123,0.0,722.51,0.00056,0.000524,-2.2e-05
3,120,0.0003,1.0265,0.0,719.31,0.000485,0.000445,-1e-06
3,120,1.997,0.2224,0.0,740.04,0.000768,0.000582,3.3e-05
3,120,1.859,1.5942,0.0,727.3,0.000666,0.000489,-6.3e-05
3,120,2.615,2.8418,0.0,710.11,0.000741,0.000346,1.5e-05
3,120,1.8512,0.0441,0.0,739.52,0.000771,0.000585,-2e-06
3,120,3.0021,3.2781,0.0,708.24,0.000613,0.000243,-7.6e-05
3,120,0.6624,0.8826,0.0,727.78,0.000662,0.000581,4.4e-05
3,120,1.4406,2.3735,0.0,716.32,0.000737,0.000434,-7.4e-05
3,120,3.4732,3.3635,0.0,712.06,0.000553,0.000362,-3.3e-05
3,120,1.4144,3.9819,0.0,703.98,0.000747,0.000303,8.6e-05
3,120,2.6402,0.2851,0.0,738.21,0.00075,0.000604,-7e-05
3,120,0.3709,2.0598,0.0,719.85,0.000554,0.000381,-3.9e-05
3,120,2.3679,3.4142,0.0,704.02,0.000704,0.000268,-4.2e-05
3,120,0.6142,2.2842,0.0,717.55,0.000667,0.000483,-6.9e-05
3,120,0.117,1.6125,0.0,719.93,0.000578,0.000377,-2.8e-05
3,120,1.3391,0.8093,0.0,734.89,0.000763,0.000536,3e-06
3,120,1.7288,0.2975,0.0,739.35,0.00073,0.000581,2.3e-05
3,120,0.5722,3.0347,0.0,714.83,0.000644,0.000379,1e-05
3,120,3.1486,1.3827,0.0,726.08,0.000664,0.000508,2.9e-05
3,120,3.5531,1.0852,0.0,726.85,0.000613,0.000578,9e-06
3,120,1.6065,0.8625,0.0,735.03,0.000721,0.000495,4.9e-05
3,120,0.029,2.6701,0.0,721.95,0.000577,0.000388,-8e-06
3,120,3.7828,3.8296,0.0,718.0,0.000553,0.000325,-2.2e-05
3,120,0.8168,0.8398,0.0,729.06,0.000643,0.000482,2.7e-05
3,120,3.8168,3.9232,0.0,717.73,0.000499,0.000249,1e-06
3,120,0.1561,1.9095,0.0,721.82,0.000558,0.000456,-2.9e-05
3,120,2.7881,1.1244,0.0,731.82,0.000823,0.000576,4.2e-05
3,120,3.4787,0.163,0.0,728.4,0.000638,0.000594,-3.6e-05
3,120,1.308,1.0884,0.0,733.23,0.000793,0.00042,-3e-05
3,120,1.4227,1.4783,0.0,725.44,0.00077,0.000498,-6.3e-05
3,120,1.0436,1.6375,0.0,723.8,0.000686,0.000529,-6.6e-05
3,120,0.8769,3.625,0.0,709.17,0.000646,0.000354,8.5e-05
3,120,1.173,2.2592,0.0,716.37,0.00065,0.000432,-8.2e-05
3,120,1.2502,3.4917,0.0,705.51,0.000709,0.000324,4.7e-05
3,120,3.9578,2.3856,0.0,720.87,0.00053,0.00031,-1.6e-05
3,120,2.2184,1.3427,0.0,730.53,0.000697,0.000418,2e-05
3,120,1.5285,2.2218,0.0,718.89,0.00073,0.000295,-4e-05
3,120,1.4338,3.976,0.0,702.47,0.000627,0.000216,7.3e-05
3,120,1.9625,0.1478,0.0,739.86,0.000697,0.000581,4e-06
3,120,3.9188,2.0253,0.0,719.47,0.000603,0.000438,4.5e-05
3,120,1.6433,3.1538,0.0,704.61,0.000729,0.000321,3.3e-05
3,120,0.9314,0.7595,0.0,732.07,0.000598,0.000477,2.9e-05
3,120,0.7716,1.0684,0.0,728.41,0.00071,0.000547,-3e-05
3,120,2.7497,3.6883,0.0,702.29,0.00073,0.000264,-7.7e-05
3,120,1.3048,1.1316,0.0,730.01,0.000775,0.000435,-3.4e-05
3,120,2.7002,3.937,0.0,702.72,0.000752,0.000308,-5.3e-05
3,120,2.7624,0.4019,0.0,736.49,0.000668,0.00053,-5.2e-05
3,120,0.19,1.7333,0.0,720.81,0.000586,0.000473,-2e-06
3,120,3.4274,2.7092,0.0,715.98,0.000658,0.000361,1e-05
3,120,0.7421,3.0206,0.0,711.25,0.000618,0.000317,1e-05
3,120,0.727,0.3689,0.0,730.04,0.000545,0.000624,8.3e-05
3,120,1.8217,2.702,0.0,709.77,0.000613,0.000347,-1.5e-05
3,120,0.4658,2.3829,0.0,720.43,0.000478,0.000391,-7.6e-05
3,120,3.7519,0.3339,0.0,722.88,0.00057,0.000515,-2.6e-05
3,120,0.9321,3.2005,0.0,710.51,0.000632,0.000196,-2e-06
3,120,1.7944,2.5086,0.0,713.66,0.000676,0.000376,-5e-05
3,120,3.4674,3.0281,0.0,713.78,0.000598,0.000376,4.5e-05
3,120,2.2183,2.757,0.0,710.56,0.000737,0.000262,-4e-06
3,120,0.0614,3.5061,0.0,720.31,0.000577,0.000328,1.3e-05
3,120,3.9911,2.007,0.0,720.84,0.00057,0.000437,2.1e-05
3,120,0.1377,2.232,0.0,719.83,0.000521,0.00043,3e-06
3,120,1.2493,2.9169,0.0,712.08,0.000718,0.000332,1.5e-05
3,120,3.8829,0.7731,0.0,721.15,0.000556,0.000544,6e-06
3,120,0.6875,3.0044,0.0,713.12,0.000685,0.000325,8e-06
3,120,0.3985,0.8587,0.0,725.87,0.0006,0.000557,-1e-05
3,120,1.6071,0.1329,0.0,740.15,0.000733,0.000603,7.1e-05
3,120,0.3261,1.3567,0.0,724.02,0.000671,0.000497,-2.2e-05
3,120,2.1756,2.1292,0.0,720.26,0.000757,0.000456,2.2e-05
3,120,2.4554,2.8762,0.0,708.31,0.000687,0.000312,2.7e-05
3,120,2.8801,1.8198,0.0,721.23,0.000687,0.000509,6.4e-05
3,120,2.7956,2.0198,0.0,719.19,0.000704,0.000487,0.000111
3,120,1.1445,1.283,0.0,728.16,0.000597,0.000502,-5.2e-05
