timestamp,building_id,dry_bulb_C,relative_humidity_pct,global_horizontal_irradiance_W_m2,wind_speed_m_s,co2_outdoor_ppm,pm25_outdoor_ug_m3,tvoc_outdoor_ppb
2022-08-27T16:00:00,B0010,22.42,62.3,606.2,3.3,464.0,7.5,90.0
2022-08-27T17:00:00,B0010,21.02,65.6,555.3,4.3,429.0,14.9,53.0
2022-08-27T18:00:00,B0010,20.68,64.1,495.0,2.57,451.0,26.3,243.0
2022-08-27T19:00:00,B0010,18.34,71.6,426.1,2.66,405.0,7.0,124.0
2022-08-27T20:00:00,B0010,18.91,66.4,350.0,0.0,434.0,9.1,159.0
2022-08-27T21:00:00,B0010,15.95,55.3,267.9,4.21,348.0,26.5,84.0
2022-08-27T22:00:00,B0010,16.22,76.2,181.2,3.78,439.0,5.3,146.0
2022-08-27T23:00:00,B0010,17.33,68.2,91.4,4.26,422.0,16.3,42.0
2022-08-28T00:00:00,B0010,16.25,65.5,0.0,4.23,397.0,11.7,211.0
2022-08-28T01:00:00,B0010,16.91,60.8,91.4,2.22,427.0,9.9,218.0
2022-08-28T02:00:00,B0010,16.62,60.8,181.2,2.86,405.0,20.5,150.0
2022-08-28T03:00:00,B0010,17.1,74.1,267.9,3.91,376.0,16.9,156.0
2022-08-28T04:00:00,B0010,18.0,62.0,350.0,3.74,473.0,3.4,130.0
2022-08-28T05:00:00,B0010,19.91,62.0,426.1,4.21,413.0,19.4,138.0
2022-08-28T06:00:00,B0010,19.62,71.3,495.0,2.13,435.0,5.5,137.0
2022-08-28T07:00:00,B0010,22.89,61.9,555.3,2.64,432.0,16.3,159.0
2022-08-28T08:00:00,B0010,23.42,57.1,606.2,3.92,462.0,2.0,20.0
2022-08-28T09:00:00,B0010,21.44,62.4,646.7,3.01,428.0,3.1,128.0
2022-08-28T10:00:00,B0010,23.24,71.4,676.1,4.44,432.0,17.6,46.0
2022-08-28T11:00:00,B0010,26.18,46.9,694.0,5.73,443.0,16.8,82.0
2022-08-28T12:00:00,B0010,24.02,64.5,700.0,1.39,412.0,18.1,78.0
2022-08-28T13:00:00,B0010,23.58,38.4,694.0,3.23,429.0,4.2,46.0
2022-08-28T14:00:00,B0010,26.3,49.3,676.1,4.65,415.0,10.6,138.0
2022-08-28T15:00:00,B0010,25.75,54.9,646.7,4.92,422.0,16.8,138.0
2022-08-28T16:00:00,B0010,22.02,49.4,606.2,5.31,417.0,9.6,156.0
2022-08-28T17:00:00,B0010,21.76,60.5,555.3,4.63,441.0,2.1,115.0
2022-08-28T18:00:00,B0010,19.65,47.8,495.0,3.75,405.0,18.9,53.0
2022-08-28T19:00:00,B0010,18.55,61.7,426.1,2.46,406.0,8.6,20.0
2022-08-28T20:00:00,B0010,17.39,70.9,350.0,3.63,444.0,10.1,66.0
2022-08-28T21:00:00,B0010,17.11,54.3,267.9,3.59,431.0,10.9,177.0
2022-08-28T22:00:00,B0010,18.79,58.3,181.2,3.57,437.0,36.6,95.0
2022-08-28T23:00:00,B0010,17.84,62.0,91.4,2.3,460.0,23.1,182.0
2022-08-29T00:00:00,B0010,16.91,62.9,0.0,2.26,379.0,2.0,131.0
2022-08-29T01:00:00,B0010,17.59,64.8,91.4,3.41,409.0,36.5,111.0
2022-08-29T02:00:00,B0010,15.82,60.4,181.2,1.99,413.0,17.3,107.0
2022-08-29T03:00:00,B0010,17.14,63.1,267.9,2.45,441.0,28.5,110.0
2022-08-29T04:00:00,B0010,19.57,72.2,350.0,6.22,445.0,6.8,68.0
2022-08-29T05:00:00,B0010,19.51,67.7,426.1,4.33,434.0,17.3,58.0
2022-08-29T06:00:00,B0010,21.59,50.1,495.0,2.36,405.0,13.1,197.0
2022-08-29T07:00:00,B0010,21.81,60.4,555.3,6.64,424.0,25.6,20.0
2022-08-29T08:00:00,B0010,23.58,70.4,606.2,3.68,417.0,18.6,167.0
2022-08-29T09:00:00,B0010,23.06,44.1,646.7,5.33,420.0,16.3,98.0
2022-08-29T10:00:00,B0010,25.39,59.2,676.1,3.65,428.0,8.0,164.0
2022-08-29T11:00:00,B0010,24.51,63.3,694.0,4.41,410.0,2.0,154.0
2022-08-29T12:00:00,B0010,25.71,50.0,700.0,1.93,444.0,4.9,114.0
2022-08-29T13:00:00,B0010,24.65,59.1,694.0,1.89,424.0,7.6,106.0
2022-08-29T14:00:00,B0010,24.58,49.6,676.1,4.37,395.0,20.5,157.0
2022-08-29T15:00:00,B0010,24.56,53.4,646.7,2.01,409.0,18.8,63.0
2022-08-29T16:00:00,B0010,22.62,61.9,606.2,2.25,415.0,7.5,90.0
2022-08-29T17:00:00,B0010,22.23,55.3,555.3,5.0,419.0,15.6,100.0
2022-08-29T18:00:00,B0010,19.48,59.4,495.0,1.59,422.0,17.1,138.0
2022-08-29T19:00:00,B0010,22.07,70.3,426.1,3.26,385.0,21.6,195.0
2022-08-29T20:00:00,B0010,19.22,61.0,350.0,1.35,442.0,2.0,51.0
2022-08-29T21:00:00,B0010,17.3,61.4,267.9,5.48,429.0,2.0,76.0
2022-08-29T22:00:00,B0010,16.99,65.7,181.2,4.13,406.0,11.7,164.0
2022-08-29T23:00:00,B0010,17.92,59.3,91.4,0.56,395.0,21.5,120.0
2022-08-30T00:00:00,B0010,18.3,77.0,0.0,6.52,450.0,9.9,70.0
2022-08-30T01:00:00,B0010,16.12,70.2,91.4,2.49,430.0,15.4,90.0
2022-08-30T02:00:00,B0010,17.5,59.1,181.2,3.25,414.0,17.5,80.0
2022-08-30T03:00:00,B0010,17.03,75.1,267.9,2.18,413.0,2.4,74.0
2022-08-30T04:00:00,B0010,18.89,60.7,350.0,3.6,442.0,14.8,55.0
2022-08-30T05:00:00,B0010,18.48,59.6,426.1,3.59,408.0,5.7,143.0
2022-08-30T06:00:00,B0010,19.82,52.1,495.0,1.11,417.0,16.3,103.0
2022-08-30T07:00:00,B0010,22.2,52.1,555.3,2.32,425.0,14.7,169.0
2022-08-30T08:00:00,B0010,23.08,62.4,606.2,5.01,445.0,2.0,87.0
2022-08-30T09:00:00,B0010,24.92,55.7,646.7,6.07,394.0,18.4,218.0
2022-08-30T10:00:00,B0010,24.49,62.4,676.1,1.99,407.0,2.0,212.0
2022-08-30T11:00:00,B0010,23.68,64.5,694.0,1.91,435.0,10.4,242.0
2022-08-30T12:00:00,B0010,24.78,50.9,700.0,3.86,427.0,12.0,95.0
2022-08-30T13:00:00,B0010,27.82,49.7,694.0,0.36,424.0,19.0,67.0
2022-08-30T14:00:00,B0010,23.73,55.0,676.1,2.65,454.0,17.3,87.0
2022-08-30T15:00:00,B0010,23.64,63.2,646.7,3.44,412.0,17.6,133.0
2022-08-30T16:00:00,B0010,20.75,71.2,606.2,1.36,409.0,9.8,80.0
2022-08-30T17:00:00,B0010,23.37,60.5,555.3,3.08,360.0,12.4,112.0
2022-08-30T18:00:00,B0010,20.1,61.3,495.0,1.61,405.0,2.0,122.0
2022-08-30T19:00:00,B0010,19.18,62.5,426.1,2.04,422.0,11.1,105.0
2022-08-30T20:00:00,B0010,17.86,63.6,350.0,2.63,399.0,18.7,104.0
2022-08-30T21:00:00,B0010,17.87,52.4,267.9,4.67,411.0,2.0,93.0
2022-08-30T22:00:00,B0010,19.3,76.9,181.2,4.91,427.0,10.5,169.0
2022-08-30T23:00:00,B0010,17.12,63.8,91.4,4.14,426.0,24.1,45.0
2022-08-31T00:00:00,B0010,16.49,71.6,0.0,2.6,440.0,11.5,131.0
2022-08-31T01:00:00,B0010,17.41,56.3,91.4,0.45,456.0,13.7,180.0
2022-08-31T02:00:00,B0010,17.15,75.5,181.2,2.57,418.0,9.3,121.0
2022-08-31T03:00:00,B0010,21.1,57.2,267.9,4.14,404.0,10.5,227.0
2022-08-31T04:00:00,B0010,19.71,53.9,350.0,3.77,471.0,2.0,20.0
2022-08-31T05:00:00,B0010,21.04,62.8,426.1,4.07,403.0,29.6,20.0
2022-08-31T06:00:00,B0010,21.63,62.9,495.0,2.74,416.0,9.4,153.0
2022-08-31T07:00:00,B0010,22.03,58.8,555.3,3.13,435.0,25.7,126.0
2022-08-31T08:00:00,B0010,22.24,62.6,606.2,2.52,432.0,23.2,184.0
2022-08-31T09:00:00,B0010,23.32,66.5,646.7,0.0,424.0,19.5,116.0
2022-08-31T10:00:00,B0010,24.97,55.9,676.1,4.66,373.0,13.3,75.0
2022-08-31T11:00:00,B0010,24.22,63.6,694.0,3.71,431.0,2.0,245.0
2022-08-31T12:00:00,B0010,25.49,56.5,700.0,2.87,386.0,22.8,174.0
2022-08-31T13:00:00,B0010,25.01,53.5,694.0,2.11,437.0,3.4,102.0
2022-08-31T14:00:00,B0010,25.05,54.1,676.1,2.75,407.0,7.6,72.0
2022-08-31T15:00:00,B0010,23.66,50.4,646.7,3.25,402.0,21.5,144.0
2022-08-31T16:00:00,B0010,24.11,49.7,606.2,2.57,411.0,2.0,120.0
2022-08-31T17:00:00,B0010,23.8,57.6,555.3,2.65,403.0,7.8,136.0
2022-08-31T18:00:00,B0010,23.54,58.7,495.0,4.44,405.0,14.6,78.0
2022-08-31T19:00:00,B0010,21.71,49.0,426.1,4.13,477.0,3.5,80.0
2022-08-31T20:00:00,B0010,19.89,68.4,350.0,3.28,444.0,2.0,141.0
2022-08-31T21:00:00,B0010,17.45,62.8,267.9,2.35,434.0,15.7,86.0
2022-08-31T22:00:00,B0010,17.46,64.3,181.2,3.03,423.0,6.4,131.0
2022-08-31T23:00:00,B0010,16.2,71.8,91.4,3.54,407.0,20.0,219.0
2022-09-01T00:00:00,B0010,17.51,74.9,0.0,4.55,445.0,5.3,142.0
2022-09-01T01:00:00,B0010,18.85,54.6,91.4,4.62,480.0,6.6,239.0
2022-09-01T02:00:00,B0010,17.7,58.5,181.2,3.98,392.0,8.7,182.0
2022-09-01T03:00:00,B0010,19.68,55.0,267.9,3.49,431.0,2.0,174.0
2022-09-01T04:00:00,B0010,19.19,60.6,350.0,2.65,433.0,27.7,257.0
2022-09-01T05:00:00,B0010,19.76,72.3,426.1,1.45,430.0,9.2,268.0
2022-09-01T06:00:00,B0010,23.08,67.0,495.0,3.32,426.0,9.3,98.0
2022-09-01T07:00:00,B0010,23.11,57.4,555.3,3.96,432.0,18.6,203.0
2022-09-01T08:00:00,B0010,25.76,52.5,606.2,2.66,420.0,8.0,113.0
2022-09-01T09:00:00,B0010,23.42,65.8,646.7,3.02,408.0,7.2,48.0
2022-09-01T10:00:00,B0010,25.32,42.2,676.1,3.18,446.0,7.9,116.0
2022-09-01T11:00:00,B0010,25.29,62.8,694.0,2.55,405.0,15.1,158.0
2022-09-01T12:00:00,B0010,25.61,53.2,700.0,6.03,426.0,3.7,56.0
2022-09-01T13:00:00,B0010,27.7,51.2,694.0,2.95,387.0,11.5,129.0
2022-09-01T14:00:00,B0010,26.24,50.8,676.1,4.67,407.0,21.1,49.0
2022-09-01T15:00:00,B0010,25.15,69.9,646.7,4.54,450.0,14.2,58.0
2022-09-01T16:00:00,B0010,24.55,62.2,606.2,3.45,436.0,20.6,95.0
2022-09-01T17:00:00,B0010,24.2,45.6,555.3,2.86,454.0,5.8,97.0
2022-09-01T18:00:00,B0010,22.82,55.6,495.0,1.83,369.0,2.0,133.0
2022-09-01T19:00:00,B0010,22.5,60.4,426.1,5.32,451.0,17.5,79.0
2022-09-01T20:00:00,B0010,18.43,57.6,350.0,3.46,405.0,20.7,123.0
2022-09-01T21:00:00,B0010,17.33,70.2,267.9,6.63,455.0,12.0,138.0
2022-09-01T22:00:00,B0010,18.11,49.9,181.2,2.64,435.0,12.9,84.0
2022-09-01T23:00:00,B0010,17.38,61.4,91.4,5.96,411.0,2.0,20.0
2022-09-02T00:00:00,B0010,17.09,71.7,0.0,4.55,418.0,7.1,102.0
2022-09-02T01:00:00,B0010,17.8,49.4,91.4,2.52,411.0,7.9,158.0
2022-09-02T02:00:00,B0010,17.76,69.3,181.2,4.4,456.0,24.0,131.0
2022-09-02T03:00:00,B0010,19.77,59.2,267.9,5.4,395.0,12.7,192.0
2022-09-02T04:00:00,B0010,21.54,55.4,350.0,0.15,407.0,16.5,103.0
2022-09-02T05:00:00,B0010,23.16,62.0,426.1,2.76,416.0,19.9,132.0
2022-09-02T06:00:00,B0010,20.35,45.1,495.0,3.96,416.0,8.1,94.0
2022-09-02T07:00:00,B0010,21.48,71.7,555.3,3.93,407.0,9.1,112.0
2022-09-02T08:00:00,B0010,22.96,63.6,606.2,3.91,412.0,5.1,160.0
2022-09-02T09:00:00,B0010,25.44,59.9,646.7,3.03,434.0,24.8,113.0
2022-09-02T10:00:00,B0010,25.46,54.7,676.1,5.85,380.0,2.0,198.0
2022-09-02T11:00:00,B0010,23.8,68.5,694.0,2.82,399.0,18.5,37.0
2022-09-02T12:00:00,B0010,24.43,57.1,700.0,4.43,442.0,13.3,215.0
2022-09-02T13:00:00,B0010,25.45,59.1,694.0,3.54,422.0,13.0,81.0
2022-09-02T14:00:00,B0010,25.71,64.9,676.1,6.12,398.0,7.2,93.0
2022-09-02T15:00:00,B0010,25.4,53.0,646.7,2.01,407.0,6.2,79.0
2022-09-02T16:00:00,B0010,23.98,63.5,606.2,2.97,435.0,19.8,148.0
2022-09-02T17:00:00,B0010,24.59,57.7,555.3,4.64,388.0,16.6,126.0
2022-09-02T18:00:00,B0010,23.21,60.7,495.0,0.07,411.0,12.8,212.0
2022-09-02T19:00:00,B0010,20.12,47.0,426.1,3.55,406.0,14.3,136.0
2022-09-02T20:00:00,B0010,20.06,66.3,350.0,3.27,430.0,18.6,203.0
2022-09-02T21:00:00,B0010,19.89,72.3,267.9,5.28,417.0,2.2,74.0
2022-09-02T22:00:00,B0010,17.09,69.4,181.2,2.06,415.0,7.3,198.0
2022-09-02T23:00:00,B0010,17.13,57.1,91.4,5.47,407.0,2.0,100.0
2022-09-03T00:00:00,B0010,16.3,61.2,0.0,2.58,449.0,2.0,20.0
2022-09-03T01:00:00,B0010,19.11,58.1,91.4,4.25,396.0,22.7,77.0
2022-09-03T02:00:00,B0010,17.03,64.8,181.2,5.25,428.0,33.8,20.0
2022-09-03T03:00:00,B0010,20.45,72.6,267.9,1.42,438.0,2.0,98.0
2022-09-03T04:00:00,B0010,23.0,50.3,350.0,1.18,439.0,10.9,238.0
2022-09-03T05:00:00,B0010,21.66,71.4,426.1,2.81,451.0,23.4,130.0
2022-09-03T06:00:00,B0010,22.93,64.7,495.0,6.43,377.0,16.6,81.0
2022-09-03T07:00:00,B0010,23.76,52.7,555.3,3.53,423.0,9.9,50.0
2022-09-03T08:00:00,B0010,25.36,58.7,606.2,3.79,436.0,9.2,160.0
2022-09-03T09:00:00,B0010,25.88,53.4,646.7,5.06,428.0,16.6,173.0
2022-09-03T10:00:00,B0010,23.72,53.4,676.1,1.5,445.0,18.5,46.0
2022-09-03T11:00:00,B0010,25.96,59.4,694.0,4.59,409.0,18.2,193.0
2022-09-03T12:00:00,B0010,27.15,47.6,700.0,3.82,417.0,11.0,106.0
2022-09-03T13:00:00,B0010,24.72,63.3,694.0,2.0,417.0,4.8,217.0
2022-09-03T14:00:00,B0010,27.86,49.4,676.1,1.51,400.0,8.7,193.0
2022-09-03T15:00:00,B0010,24.22,68.0,646.7,4.02,409.0,35.6,44.0
2022-09-03T16:00:00,B0010,21.7,58.8,606.2,4.13,438.0,5.4,99.0
2022-09-03T17:00:00,B0010,22.48,54.7,555.3,5.09,407.0,7.9,64.0
2022-09-03T18:00:00,B0010,23.03,63.7,495.0,4.88,394.0,26.1,183.0
2022-09-03T19:00:00,B0010,22.85,44.5,426.1,3.92,404.0,3.0,69.0
2022-09-03T20:00:00,B0010,19.89,59.6,350.0,3.95,411.0,5.2,194.0
2022-09-03T21:00:00,B0010,19.45,73.1,267.9,2.74,398.0,2.0,53.0
2022-09-03T22:00:00,B0010,19.29,49.6,181.2,4.68,410.0,2.0,251.0
2022-09-03T23:00:00,B0010,17.92,58.0,91.4,2.92,404.0,3.7,194.0
2022-09-04T00:00:00,B0010,16.35,71.2,0.0,0.0,413.0,26.6,130.0
2022-09-04T01:00:00,B0010,18.48,54.6,91.4,2.92,457.0,22.5,215.0
2022-09-04T02:00:00,B0010,18.61,65.7,181.2,2.76,413.0,9.6,169.0
2022-09-04T03:00:00,B0010,19.68,58.0,267.9,1.84,423.0,6.5,147.0
2022-09-04T04:00:00,B0010,19.28,70.5,350.0,2.41,442.0,11.6,168.0
2022-09-04T05:00:00,B0010,19.78,50.2,426.1,7.24,427.0,17.9,90.0
2022-09-04T06:00:00,B0010,22.24,69.2,495.0,4.43,417.0,2.0,29.0
2022-09-04T07:00:00,B0010,22.09,70.1,555.3,2.9,409.0,8.2,149.0
2022-09-04T08:00:00,B0010,23.82,72.4,606.2,4.97,385.0,21.5,187.0
2022-09-04T09:00:00,B0010,23.58,52.6,646.7,4.55,448.0,27.8,60.0
2022-09-04T10:00:00,B0010,27.08,58.6,676.1,3.84,416.0,4.3,139.0
2022-09-04T11:00:00,B0010,25.8,62.0,694.0,3.09,395.0,17.6,56.0
2022-09-04T12:00:00,B0010,26.91,62.2,700.0,3.83,410.0,40.7,102.0
2022-09-04T13:00:00,B0010,25.5,59.4,694.0,1.35,413.0,9.4,169.0
2022-09-04T14:00:00,B0010,26.63,54.3,676.1,4.3,416.0,18.5,247.0
2022-09-04T15:00:00,B0010,25.83,54.4,646.7,5.68,381.0,7.1,89.0
2022-09-04T16:00:00,B0010,28.14,46.1,606.2,2.27,462.0,10.1,222.0
2022-09-04T17:00:00,B0010,22.19,60.8,555.3,5.0,432.0,14.6,52.0
2022-09-04T18:00:00,B0010,24.1,58.8,495.0,6.03,438.0,13.3,80.0
2022-09-04T19:00:00,B0010,22.74,67.1,426.1,1.13,411.0,2.0,205.0
2022-09-04T20:00:00,B0010,21.76,55.8,350.0,3.56,391.0,16.9,89.0
2022-09-04T21:00:00,B0010,20.55,64.9,267.9,1.1,422.0,27.3,20.0
2022-09-04T22:00:00,B0010,17.12,59.4,181.2,2.03,415.0,19.5,63.0
2022-09-04T23:00:00,B0010,18.1,69.2,91.4,0.59,447.0,15.1,112.0
2022-09-05T00:00:00,B0010,16.87,66.5,0.0,5.59,439.0,4.4,64.0
2022-09-05T01:00:00,B0010,18.62,65.1,91.4,6.24,400.0,24.9,186.0
2022-09-05T02:00:00,B0010,18.81,69.2,181.2,2.21,402.0,19.4,133.0
2022-09-05T03:00:00,B0010,21.69,56.3,267.9,2.35,409.0,3.4,172.0
2022-09-05T04:00:00,B0010,21.57,65.9,350.0,4.71,420.0,8.5,20.0
2022-09-05T05:00:00,B0010,23.86,61.2,426.1,2.04,406.0,14.3,32.0
2022-09-05T06:00:00,B0010,20.26,54.5,495.0,3.82,440.0,12.9,30.0
2022-09-05T07:00:00,B0010,23.86,51.8,555.3,3.44,442.0,19.5,97.0
2022-09-05T08:00:00,B0010,24.19,41.8,606.2,5.06,438.0,24.5,143.0
2022-09-05T09:00:00,B0010,24.62,62.2,646.7,2.4,413.0,5.8,215.0
2022-09-05T10:00:00,B0010,25.46,56.3,676.1,5.17,440.0,2.0,65.0
2022-09-05T11:00:00,B0010,26.48,49.7,694.0,3.66,440.0,30.0,97.0
2022-09-05T12:00:00,B0010,23.76,66.6,700.0,1.05,446.0,14.5,250.0
2022-09-05T13:00:00,B0010,27.4,52.5,694.0,1.24,424.0,11.3,166.0
2022-09-05T14:00:00,B0010,27.44,56.4,676.1,3.11,402.0,5.5,68.0
2022-09-05T15:00:00,B0010,25.86,57.4,646.7,2.34,412.0,17.0,20.0
2022-09-05T16:00:00,B0010,24.25,65.6,606.2,4.26,376.0,19.5,20.0
2022-09-05T17:00:00,B0010,25.09,43.1,555.3,5.88,399.0,2.0,20.0
2022-09-05T18:00:00,B0010,23.08,64.6,495.0,2.01,417.0,25.1,22.0
2022-09-05T19:00:00,B0010,20.94,61.6,426.1,5.97,431.0,5.0,127.0
2022-09-05T20:00:00,B0010,18.66,67.2,350.0,5.54,443.0,2.0,148.0
2022-09-05T21:00:00,B0010,18.75,59.9,267.9,6.99,401.0,8.7,148.0
2022-09-05T22:00:00,B0010,18.01,74.6,181.2,2.21,444.0,6.6,271.0
2022-09-05T23:00:00,B0010,19.68,71.4,91.4,0.65,417.0,20.4,175.0
2022-09-06T00:00:00,B0010,20.27,64.1,0.0,4.03,400.0,2.0,94.0
2022-09-06T01:00:00,B0010,20.46,73.7,91.4,0.62,373.0,13.0,117.0
2022-09-06T02:00:00,B0010,18.68,72.7,181.2,2.86,414.0,14.4,108.0
2022-09-06T03:00:00,B0010,20.42,54.9,267.9,1.99,425.0,2.0,20.0
2022-09-06T04:00:00,B0010,19.33,61.0,350.0,5.13,433.0,21.6,145.0
2022-09-06T05:00:00,B0010,21.38,65.5,426.1,2.92,423.0,8.5,158.0
2022-09-06T06:00:00,B0010,21.66,57.0,495.0,5.04,457.0,2.0,123.0
2022-09-06T07:00:00,B0010,20.86,64.4,555.3,3.58,435.0,2.0,163.0
2022-09-06T08:00:00,B0010,23.38,55.3,606.2,0.29,436.0,10.8,145.0
2022-09-06T09:00:00,B0010,23.24,62.3,646.7,2.33,407.0,11.2,69.0
2022-09-06T10:00:00,B0010,27.18,66.4,676.1,1.15,420.0,13.1,260.0
2022-09-06T11:00:00,B0010,23.51,59.7,694.0,3.07,415.0,10.3,81.0
2022-09-06T12:00:00,B0010,28.25,51.4,700.0,3.89,405.0,14.6,72.0
2022-09-06T13:00:00,B0010,26.81,47.0,694.0,2.18,451.0,13.7,85.0
2022-09-06T14:00:00,B0010,25.78,58.0,676.1,6.37,416.0,6.9,106.0
2022-09-06T15:00:00,B0010,24.68,56.5,646.7,2.17,417.0,13.6,126.0
2022-09-06T16:00:00,B0010,25.39,47.8,606.2,3.35,394.0,16.9,133.0
2022-09-06T17:00:00,B0010,23.28,62.8,555.3,0.0,405.0,2.0,193.0
2022-09-06T18:00:00,B0010,23.53,70.8,495.0,1.49,421.0,13.5,160.0
2022-09-06T19:00:00,B0010,21.54,71.2,426.1,5.69,410.0,8.4,151.0
2022-09-06T20:00:00,B0010,21.44,58.9,350.0,1.25,394.0,8.0,126.0
2022-09-06T21:00:00,B0010,20.64,57.5,267.9,2.56,450.0,14.5,33.0
2022-09-06T22:00:00,B0010,20.38,54.3,181.2,3.48,419.0,6.9,20.0
2022-09-06T23:00:00,B0010,19.53,61.1,91.4,2.24,414.0,22.6,127.0
2022-09-07T00:00:00,B0010,21.35,59.3,0.0,2.08,418.0,34.4,118.0
2022-09-07T01:00:00,B0010,20.02,65.1,91.4,1.95,428.0,2.0,94.0
2022-09-07T02:00:00,B0010,20.81,59.9,181.2,3.82,389.0,7.3,114.0
2022-09-07T03:00:00,B0010,19.96,63.2,267.9,2.47,428.0,17.3,119.0
2022-09-07T04:00:00,B0010,20.97,56.8,350.0,3.04,402.0,16.1,44.0
2022-09-07T05:00:00,B0010,21.36,64.1,426.1,5.57,433.0,5.2,172.0
2022-09-07T06:00:00,B0010,23.47,63.5,495.0,2.3,415.0,2.0,132.0
2022-09-07T07:00:00,B0010,24.05,66.9,555.3,2.5,383.0,16.6,166.0
2022-09-07T08:00:00,B0010,25.22,62.6,606.2,4.75,416.0,7.3,129.0
2022-09-07T09:00:00,B0010,26.36,45.6,646.7,0.31,442.0,14.4,173.0
2022-09-07T10:00:00,B0010,27.57,58.7,676.1,2.98,399.0,19.4,45.0
2022-09-07T11:00:00,B0010,28.0,57.4,694.0,4.31,433.0,14.2,83.0
2022-09-07T12:00:00,B0010,27.05,43.5,700.0,3.8,425.0,7.7,91.0
2022-09-07T13:00:00,B0010,23.63,68.7,694.0,4.5,392.0,16.0,124.0
2022-09-07T14:00:00,B0010,27.4,74.1,676.1,3.95,415.0,19.5,148.0
2022-09-07T15:00:00,B0010,24.72,58.0,646.7,4.8,407.0,17.8,142.0
2022-09-07T16:00:00,B0010,24.87,51.1,606.2,4.4,408.0,13.1,145.0
2022-09-07T17:00:00,B0010,23.95,52.3,555.3,3.67,375.0,15.2,81.0
2022-09-07T18:00:00,B0010,22.89,56.9,495.0,2.98,417.0,5.8,20.0
2022-09-07T19:00:00,B0010,22.65,46.6,426.1,3.0,419.0,10.5,50.0
2022-09-07T20:00:00,B0010,20.74,58.5,350.0,5.48,430.0,16.4,186.0
2022-09-07T21:00:00,B0010,19.27,51.8,267.9,1.2,408.0,2.0,56.0
2022-09-07T22:00:00,B0010,20.73,67.6,181.2,4.95,432.0,14.7,142.0
2022-09-07T23:00:00,B0010,21.07,56.6,91.4,3.58,438.0,19.6,106.0
2022-09-08T00:00:00,B0010,19.82,58.7,0.0,1.78,389.0,7.2,20.0
2022-09-08T01:00:00,B0010,18.27,69.7,91.4,0.81,410.0,13.2,48.0
2022-09-08T02:00:00,B0010,19.68,61.9,181.2,0.86,396.0,23.6,108.0
2022-09-08T03:00:00,B0010,18.45,63.4,267.9,4.8,436.0,7.0,128.0
2022-09-08T04:00:00,B0010,20.55,70.0,350.0,4.42,465.0,5.8,147.0
2022-09-08T05:00:00,B0010,21.88,69.9,426.1,3.35,432.0,12.3,111.0
2022-09-08T06:00:00,B0010,24.37,51.6,495.0,1.97,411.0,15.4,194.0
2022-09-08T07:00:00,B0010,21.7,64.5,555.3,2.53,407.0,2.0,187.0
2022-09-08T08:00:00,B0010,25.29,59.8,606.2,3.83,446.0,5.9,116.0
2022-09-08T09:00:00,B0010,26.59,63.4,646.7,3.14,418.0,11.1,20.0
2022-09-08T10:00:00,B0010,27.54,47.3,676.1,3.82,398.0,5.8,124.0
2022-09-08T11:00:00,B0010,26.98,41.6,694.0,2.91,417.0,2.0,131.0
2022-09-08T12:00:00,B0010,26.27,63.6,700.0,3.46,401.0,6.3,38.0
2022-09-08T13:00:00,B0010,26.53,64.0,694.0,3.02,419.0,8.5,29.0
2022-09-08T14:00:00,B0010,27.29,40.4,676.1,3.66,381.0,4.3,149.0
2022-09-08T15:00:00,B0010,27.71,60.4,646.7,2.77,435.0,7.1,55.0
2022-09-08T16:00:00,B0010,25.69,50.9,606.2,5.94,389.0,24.3,54.0
2022-09-08T17:00:00,B0010,26.54,56.4,555.3,0.67,420.0,8.4,212.0
2022-09-08T18:00:00,B0010,23.98,60.2,495.0,5.68,403.0,14.3,95.0
2022-09-08T19:00:00,B0010,22.83,52.0,426.1,3.7,387.0,11.9,141.0
2022-09-08T20:00:00,B0010,22.56,60.7,350.0,2.79,426.0,16.4,156.0
2022-09-08T21:00:00,B0010,20.52,60.4,267.9,2.24,414.0,14.6,196.0
2022-09-08T22:00:00,B0010,18.47,59.1,181.2,3.81,431.0,15.7,137.0
2022-09-08T23:00:00,B0010,18.15,66.3,91.4,0.7,465.0,5.0,103.0
2022-09-09T00:00:00,B0010,16.66,56.6,0.0,5.83,444.0,26.2,189.0
2022-09-09T01:00:00,B0010,18.55,81.9,91.4,1.69,455.0,17.8,130.0
2022-09-09T02:00:00,B0010,18.39,78.0,181.2,5.38,427.0,2.0,136.0
2022-09-09T03:00:00,B0010,19.22,72.6,267.9,4.44,433.0,9.6,142.0
2022-09-09T04:00:00,B0010,22.36,65.2,350.0,4.51,426.0,8.7,140.0
2022-09-09T05:00:00,B0010,21.98,49.8,426.1,2.98,410.0,13.4,20.0
2022-09-09T06:00:00,B0010,21.56,69.0,495.0,5.51,393.0,9.3,82.0
2022-09-09T07:00:00,B0010,24.59,54.9,555.3,0.0,435.0,11.0,67.0
2022-09-09T08:00:00,B0010,24.3,54.5,606.2,3.03,413.0,4.6,175.0
2022-09-09T09:00:00,B0010,27.97,61.9,646.7,4.78,428.0,7.8,188.0
2022-09-09T10:00:00,B0010,29.39,49.9,676.1,5.98,430.0,6.8,71.0
2022-09-09T11:00:00,B0010,25.8,50.9,694.0,5.63,410.0,7.9,217.0
