Test_ID,G_Level,Soil_Type,Moisture_Content_pct,Loading_Rate_mm_min,Time_s,Scale_Factor_N,Settlement_mm_model,Settlement_mm_prototype,Lateral_Displacement_mm,Pore_Water_Pressure_kPa,PIV_Displacement_X_mm,PIV_Displacement_Y_mm,Shear_Strain,Shear_Band_Detected
CEN-019,60,Sand,5,0.1,2880,60,0.741,44.4,0.21,1.06,0.231,0.741,0.01034,0
CEN-019,60,Sand,5,0.1,2940,60,0.684,41.0,0.236,0.08,0.202,0.684,0.00951,0
CEN-020,60,Sand,5,0.5,0,60,0.085,5.1,0.021,0.0,0.022,0.085,0.00117,0
CEN-020,60,Sand,5,0.5,60,60,0.0,0.0,0.0,0.52,-0.015,0.0,0.00085,0
CEN-020,60,Sand,5,0.5,120,60,0.045,2.7,0.014,2.88,0.012,0.045,0.00062,0
CEN-020,60,Sand,5,0.5,180,60,0.0,0.0,0.0,0.1,-0.001,0.0,6e-05,0
CEN-020,60,Sand,5,0.5,240,60,0.05,3.0,0.015,0.61,0.017,0.05,0.0007,0
CEN-020,60,Sand,5,0.5,300,60,0.0,0.0,0.0,0.94,-0.02,0.0,0.00092,0
CEN-020,60,Sand,5,0.5,360,60,0.226,13.6,0.051,0.97,0.043,0.226,0.00307,0
CEN-020,60,Sand,5,0.5,420,60,0.018,1.1,0.005,3.1,0.006,0.018,0.00025,0
CEN-020,60,Sand,5,0.5,480,60,0.328,19.7,0.087,3.44,0.078,0.328,0.00449,0
CEN-020,60,Sand,5,0.5,540,60,0.36,21.6,0.103,0.28,0.105,0.36,0.005,0
CEN-020,60,Sand,5,0.5,600,60,0.722,43.3,0.148,0.82,0.168,0.722,0.00989,0
CEN-020,60,Sand,5,0.5,660,60,0.54,32.4,0.141,1.0,0.124,0.54,0.00739,0
CEN-020,60,Sand,5,0.5,720,60,0.605,36.3,0.196,0.17,0.223,0.605,0.00859,0
CEN-020,60,Sand,5,0.5,780,60,0.748,44.9,0.113,2.36,0.108,0.748,0.01007,0
CEN-020,60,Sand,5,0.5,840,60,0.793,47.6,0.245,0.63,0.248,0.793,0.01108,0
CEN-020,60,Sand,5,0.5,900,60,0.695,41.7,0.227,1.59,0.25,0.695,0.00985,0
CEN-020,60,Sand,5,0.5,960,60,0.677,40.6,0.202,2.4,0.201,0.677,0.00941,0
CEN-020,60,Sand,5,0.5,1020,60,0.936,56.2,0.305,4.17,0.301,0.936,0.01311,0
CEN-020,60,Sand,5,0.5,1080,60,1.109,66.5,0.203,2.04,0.193,1.109,0.01501,0
CEN-020,60,Sand,5,0.5,1140,60,0.985,59.1,0.259,3.04,0.26,0.985,0.01358,0
CEN-020,60,Sand,5,0.5,1200,60,1.295,77.7,0.276,0.61,0.324,1.295,0.0178,0
CEN-020,60,Sand,5,0.5,1260,60,1.512,90.7,0.476,0.0,0.45,1.512,0.02104,0
CEN-020,60,Sand,5,0.5,1320,60,1.511,90.7,0.483,4.16,0.493,1.511,0.02119,0
CEN-020,60,Sand,5,0.5,1380,60,1.401,84.1,0.358,3.46,0.386,1.401,0.01938,0
CEN-020,60,Sand,5,0.5,1440,60,1.682,100.9,0.404,3.42,0.407,1.682,0.02307,0
CEN-020,60,Sand,5,0.5,1500,60,1.588,95.3,0.487,3.03,0.443,1.588,0.02198,0
CEN-020,60,Sand,5,0.5,1560,60,1.696,101.7,0.343,0.94,0.289,1.696,0.02294,0
CEN-020,60,Sand,5,0.5,1620,60,1.974,118.5,0.435,0.0,0.402,1.974,0.02687,0
CEN-020,60,Sand,5,0.5,1680,60,2.23,133.8,0.552,1.75,0.66,2.23,0.031,0
CEN-020,60,Sand,5,0.5,1740,60,1.996,119.8,0.619,2.2,0.609,1.996,0.02783,0
CEN-020,60,Sand,5,0.5,1800,60,2.066,124.0,0.651,1.4,0.727,2.066,0.02921,0
CEN-020,60,Sand,5,0.5,1860,60,2.222,133.3,0.711,1.06,0.822,2.222,0.03159,0
CEN-020,60,Sand,5,0.5,1920,60,2.4,144.0,0.544,0.0,0.609,2.4,0.03301,0
CEN-020,60,Sand,5,0.5,1980,60,2.423,145.4,0.585,4.23,0.59,2.423,0.03325,0
CEN-020,60,Sand,5,0.5,2040,60,2.695,161.7,0.464,5.66,0.539,2.695,0.03665,0
CEN-020,60,Sand,5,0.5,2100,60,2.676,160.6,0.819,0.22,0.772,2.676,0.03714,0
CEN-020,60,Sand,5,0.5,2160,60,2.622,157.3,0.451,2.82,0.477,2.622,0.03554,0
CEN-020,60,Sand,5,0.5,2220,60,2.965,177.9,0.761,7.14,0.825,2.965,0.04104,0
CEN-020,60,Sand,5,0.5,2280,60,3.053,183.2,0.943,4.12,1.114,3.053,0.04333,0
CEN-020,60,Sand,5,0.5,2340,60,3.404,204.2,1.123,0.92,1.176,3.404,0.04801,0
CEN-020,60,Sand,5,0.5,2400,60,3.762,225.7,1.081,3.35,1.258,3.762,0.05289,1
CEN-020,60,Sand,5,0.5,2460,60,3.455,207.3,0.938,2.5,0.826,3.455,0.04737,0
CEN-020,60,Sand,5,0.5,2520,60,3.558,213.5,0.559,2.05,0.564,3.558,0.04804,0
CEN-020,60,Sand,5,0.5,2580,60,3.525,211.5,1.02,1.44,1.165,3.525,0.04949,0
CEN-020,60,Sand,5,0.5,2640,60,3.75,225.0,0.636,0.0,0.533,3.75,0.05051,1
CEN-020,60,Sand,5,0.5,2700,60,4.082,244.9,1.248,1.41,1.263,4.082,0.05697,1
CEN-020,60,Sand,5,0.5,2760,60,3.453,207.2,0.991,5.9,1.116,3.453,0.04838,0
CEN-020,60,Sand,5,0.5,2820,60,3.949,236.9,1.155,3.27,1.179,3.949,0.05494,1
CEN-020,60,Sand,5,0.5,2880,60,3.995,239.7,0.971,0.83,1.07,3.995,0.05515,1
CEN-020,60,Sand,5,0.5,2940,60,5.025,301.5,1.176,3.47,1.071,5.025,0.0685,1
CEN-021,60,Sand,5,1.0,0,60,0.076,4.6,0.013,0.0,0.011,0.076,0.00103,0
CEN-021,60,Sand,5,1.0,60,60,0.037,2.2,0.008,0.0,0.007,0.037,0.0005,0
CEN-021,60,Sand,5,1.0,120,60,0.0,0.0,0.0,0.0,-0.011,0.0,0.00052,0
CEN-021,60,Sand,5,1.0,180,60,0.093,5.6,0.02,0.47,0.018,0.093,0.00126,0
CEN-021,60,Sand,5,1.0,240,60,0.196,11.8,0.052,0.04,0.045,0.196,0.00268,0
CEN-021,60,Sand,5,1.0,300,60,0.279,16.8,0.081,1.33,0.071,0.279,0.00384,0
CEN-021,60,Sand,5,1.0,360,60,0.396,23.8,0.06,0.0,0.061,0.396,0.00535,0
CEN-021,60,Sand,5,1.0,420,60,0.154,9.2,0.045,0.0,0.037,0.154,0.00211,0
CEN-021,60,Sand,5,1.0,480,60,0.433,26.0,0.15,1.05,0.146,0.433,0.0061,0
CEN-021,60,Sand,5,1.0,540,60,0.747,44.8,0.148,4.14,0.159,0.747,0.01019,0
CEN-021,60,Sand,5,1.0,600,60,0.851,51.0,0.129,2.38,0.109,0.851,0.01143,0
CEN-021,60,Sand,5,1.0,660,60,0.931,55.9,0.28,0.0,0.304,0.931,0.01306,0
CEN-021,60,Sand,5,1.0,720,60,1.137,68.2,0.193,1.35,0.219,1.137,0.01544,0
CEN-021,60,Sand,5,1.0,780,60,1.512,90.7,0.363,2.52,0.427,1.512,0.02095,0
CEN-021,60,Sand,5,1.0,840,60,1.302,78.1,0.205,0.0,0.186,1.302,0.01754,0
CEN-021,60,Sand,5,1.0,900,60,1.475,88.5,0.418,2.9,0.485,1.475,0.0207,0
CEN-021,60,Sand,5,1.0,960,60,1.897,113.8,0.49,1.56,0.468,1.897,0.02606,0
CEN-021,60,Sand,5,1.0,1020,60,1.934,116.1,0.526,0.0,0.499,1.934,0.02664,0
CEN-021,60,Sand,5,1.0,1080,60,2.253,135.2,0.622,4.51,0.742,2.253,0.03163,0
CEN-021,60,Sand,5,1.0,1140,60,1.647,98.8,0.261,2.69,0.234,1.647,0.02217,0
CEN-021,60,Sand,5,1.0,1200,60,2.418,145.1,0.465,0.21,0.477,2.418,0.03286,0
CEN-021,60,Sand,5,1.0,1260,60,2.513,150.8,0.701,4.39,0.777,2.513,0.03507,0
CEN-021,60,Sand,5,1.0,1320,60,2.675,160.5,0.441,2.02,0.369,2.675,0.03601,0
CEN-021,60,Sand,5,1.0,1380,60,2.682,160.9,0.561,2.58,0.6,2.682,0.03664,0
CEN-021,60,Sand,5,1.0,1440,60,2.963,177.8,0.525,1.53,0.461,2.963,0.03998,0
CEN-021,60,Sand,5,1.0,1500,60,3.157,189.4,0.479,0.0,0.514,3.157,0.04265,0
CEN-021,60,Sand,5,1.0,1560,60,3.352,201.1,1.08,0.2,1.031,3.352,0.04676,0
CEN-021,60,Sand,5,1.0,1620,60,3.544,212.7,0.654,1.98,0.664,3.544,0.04808,0
CEN-021,60,Sand,5,1.0,1680,60,3.694,221.6,1.021,1.7,0.964,3.694,0.0509,1
CEN-021,60,Sand,5,1.0,1740,60,4.188,251.3,0.911,4.44,0.921,4.188,0.05718,1
CEN-021,60,Sand,5,1.0,1800,60,4.891,293.4,1.09,4.58,1.138,4.891,0.06695,1
CEN-021,60,Sand,5,1.0,1860,60,4.466,268.0,1.31,2.74,1.066,4.466,0.06123,1
CEN-021,60,Sand,5,1.0,1920,60,4.706,282.3,1.266,2.46,1.175,4.706,0.06467,1
CEN-021,60,Sand,5,1.0,1980,60,5.088,305.3,1.231,1.49,1.473,5.088,0.07062,1
CEN-021,60,Sand,5,1.0,2040,60,4.843,290.6,1.616,0.0,1.455,4.843,0.06743,1
CEN-021,60,Sand,5,1.0,2100,60,5.166,310.0,1.482,0.14,1.328,5.166,0.07112,1
CEN-021,60,Sand,5,1.0,2160,60,5.904,354.2,1.267,3.55,1.027,5.904,0.0799,1
CEN-021,60,Sand,5,1.0,2220,60,5.796,347.8,1.609,2.79,1.427,5.796,0.07959,1
CEN-021,60,Sand,5,1.0,2280,60,6.336,380.1,1.554,2.56,1.759,6.336,0.08767,1
CEN-021,60,Sand,5,1.0,2340,60,6.131,367.9,0.966,3.69,1.127,6.131,0.08312,1
CEN-021,60,Sand,5,1.0,2400,60,6.105,366.3,1.105,1.35,1.215,6.105,0.083,1
CEN-021,60,Sand,5,1.0,2460,60,6.053,363.2,1.705,1.02,1.537,6.053,0.08327,1
CEN-021,60,Sand,5,1.0,2520,60,6.824,409.5,1.323,3.39,1.315,6.824,0.09266,1
CEN-021,60,Sand,5,1.0,2580,60,6.893,413.6,2.374,3.51,2.502,6.893,0.09778,1
CEN-021,60,Sand,5,1.0,2640,60,7.153,429.2,1.899,0.0,1.568,7.153,0.09763,1
CEN-021,60,Sand,5,1.0,2700,60,7.504,450.3,1.791,2.83,1.757,7.504,0.10276,1
CEN-021,60,Sand,5,1.0,2760,60,8.307,498.4,2.001,5.34,1.702,8.307,0.11306,1
CEN-021,60,Sand,5,1.0,2820,60,7.853,471.2,2.012,2.11,1.621,7.853,0.10691,1
CEN-021,60,Sand,5,1.0,2880,60,8.881,532.8,1.767,3.02,2.045,8.881,0.12151,1
CEN-021,60,Sand,5,1.0,2940,60,8.495,509.7,2.672,0.0,2.185,8.495,0.11695,1
CEN-022,60,Sand,10,0.1,0,60,0.074,4.5,0.019,1.29,0.016,0.074,0.00101,0
CEN-022,60,Sand,10,0.1,60,60,0.0,0.0,0.0,1.34,-0.023,0.0,0.00115,0
CEN-022,60,Sand,10,0.1,120,60,0.129,7.8,0.037,0.0,0.038,0.129,0.0018,0
CEN-022,60,Sand,10,0.1,180,60,0.054,3.3,0.013,0.0,0.015,0.054,0.00075,0
CEN-022,60,Sand,10,0.1,240,60,0.014,0.8,0.005,0.0,0.006,0.014,0.0002,0
CEN-022,60,Sand,10,0.1,300,60,0.167,10.0,0.037,2.33,0.031,0.167,0.00227,0
CEN-022,60,Sand,10,0.1,360,60,0.134,8.1,0.025,0.0,0.022,0.134,0.00182,0
CEN-022,60,Sand,10,0.1,420,60,0.036,2.1,0.01,2.67,0.009,0.036,0.00049,0
CEN-022,60,Sand,10,0.1,480,60,0.088,5.3,0.028,5.13,0.024,0.088,0.00122,0
CEN-022,60,Sand,10,0.1,540,60,0.166,10.0,0.05,2.17,0.049,0.166,0.00231,0
CEN-022,60,Sand,10,0.1,600,60,0.089,5.3,0.017,4.13,0.015,0.089,0.0012,0
CEN-022,60,Sand,10,0.1,660,60,0.168,10.1,0.031,6.43,0.03,0.168,0.00227,0
CEN-022,60,Sand,10,0.1,720,60,0.27,16.2,0.055,1.28,0.066,0.27,0.00371,0
CEN-022,60,Sand,10,0.1,780,60,0.152,9.1,0.051,2.34,0.054,0.152,0.00216,0
CEN-022,60,Sand,10,0.1,840,60,0.199,12.0,0.032,0.0,0.034,0.199,0.0027,0
CEN-022,60,Sand,10,0.1,900,60,0.05,3.0,0.015,3.19,0.012,0.05,0.00068,0
CEN-022,60,Sand,10,0.1,960,60,0.366,22.0,0.058,2.19,0.069,0.366,0.00496,0
CEN-022,60,Sand,10,0.1,1020,60,0.722,43.3,0.151,3.06,0.153,0.722,0.00984,0
CEN-022,60,Sand,10,0.1,1080,60,0.714,42.8,0.201,2.35,0.229,0.714,0.00999,0
CEN-022,60,Sand,10,0.1,1140,60,0.439,26.3,0.083,4.22,0.083,0.439,0.00596,0
CEN-022,60,Sand,10,0.1,1200,60,0.323,19.4,0.085,0.0,0.085,0.323,0.00445,0
CEN-022,60,Sand,10,0.1,1260,60,0.502,30.1,0.089,3.19,0.082,0.502,0.00678,0
CEN-022,60,Sand,10,0.1,1320,60,0.607,36.4,0.178,2.4,0.165,0.607,0.00839,0
CEN-022,60,Sand,10,0.1,1380,60,0.677,40.6,0.161,4.44,0.166,0.677,0.0093,0
CEN-022,60,Sand,10,0.1,1440,60,0.555,33.3,0.09,3.29,0.092,0.555,0.0075,0
CEN-022,60,Sand,10,0.1,1500,60,0.802,48.1,0.193,0.52,0.229,0.802,0.01112,0
CEN-022,60,Sand,10,0.1,1560,60,0.657,39.4,0.122,1.67,0.147,0.657,0.00897,0
CEN-022,60,Sand,10,0.1,1620,60,0.758,45.5,0.198,4.0,0.222,0.758,0.01053,0
CEN-022,60,Sand,10,0.1,1680,60,0.973,58.4,0.25,0.03,0.2,0.973,0.01325,0
CEN-022,60,Sand,10,0.1,1740,60,0.523,31.4,0.117,3.84,0.137,0.523,0.00721,0
CEN-022,60,Sand,10,0.1,1800,60,0.921,55.3,0.175,2.57,0.187,0.921,0.01253,0
CEN-022,60,Sand,10,0.1,1860,60,0.914,54.9,0.281,3.02,0.252,0.914,0.01265,0
CEN-022,60,Sand,10,0.1,1920,60,0.987,59.2,0.278,2.11,0.267,0.987,0.01363,0
CEN-022,60,Sand,10,0.1,1980,60,1.138,68.3,0.251,1.34,0.27,1.138,0.0156,0
CEN-022,60,Sand,10,0.1,2040,60,1.182,70.9,0.235,3.1,0.27,1.182,0.01616,0
CEN-022,60,Sand,10,0.1,2100,60,1.359,81.5,0.352,4.76,0.391,1.359,0.01885,0
CEN-022,60,Sand,10,0.1,2160,60,1.056,63.4,0.176,2.94,0.177,1.056,0.01428,0
CEN-022,60,Sand,10,0.1,2220,60,1.31,78.6,0.354,5.33,0.357,1.31,0.0181,0
CEN-022,60,Sand,10,0.1,2280,60,1.297,77.8,0.302,4.81,0.308,1.297,0.01777,0
CEN-022,60,Sand,10,0.1,2340,60,1.051,63.1,0.219,7.24,0.23,1.051,0.01435,0
CEN-022,60,Sand,10,0.1,2400,60,1.236,74.2,0.305,5.76,0.32,1.236,0.01703,0
CEN-022,60,Sand,10,0.1,2460,60,1.137,68.2,0.275,2.66,0.257,1.137,0.01554,0
CEN-022,60,Sand,10,0.1,2520,60,1.292,77.5,0.429,4.89,0.487,1.292,0.01841,0
CEN-022,60,Sand,10,0.1,2580,60,1.474,88.4,0.356,1.47,0.388,1.474,0.02032,0
CEN-022,60,Sand,10,0.1,2640,60,1.488,89.3,0.349,3.68,0.28,1.488,0.02018,0
CEN-022,60,Sand,10,0.1,2700,60,1.847,110.8,0.582,3.19,0.536,1.847,0.02564,0
CEN-022,60,Sand,10,0.1,2760,60,1.571,94.3,0.463,7.06,0.529,1.571,0.02211,0
CEN-022,60,Sand,10,0.1,2820,60,1.599,95.9,0.485,3.9,0.45,1.599,0.02215,0
CEN-022,60,Sand,10,0.1,2880,60,1.489,89.4,0.375,1.44,0.391,1.489,0.02053,0
CEN-022,60,Sand,10,0.1,2940,60,1.653,99.2,0.45,6.02,0.381,1.653,0.02262,0
CEN-023,60,Sand,10,0.5,0,60,0.0,0.0,0.0,0.0,-0.047,0.0,0.00215,0
CEN-023,60,Sand,10,0.5,60,60,0.105,6.3,0.029,0.0,0.03,0.105,0.00146,0
CEN-023,60,Sand,10,0.5,120,60,0.0,0.0,0.0,0.39,-0.02,0.0,0.00095,0
CEN-023,60,Sand,10,0.5,180,60,0.076,4.6,0.024,1.84,0.027,0.076,0.00107,0
CEN-023,60,Sand,10,0.5,240,60,0.037,2.2,0.006,3.11,0.006,0.037,0.0005,0
CEN-023,60,Sand,10,0.5,300,60,0.185,11.1,0.038,0.0,0.041,0.185,0.00253,0
CEN-023,60,Sand,10,0.5,360,60,0.461,27.7,0.081,0.0,0.097,0.461,0.00628,0
CEN-023,60,Sand,10,0.5,420,60,0.499,30.0,0.134,0.0,0.16,0.499,0.00699,0
CEN-023,60,Sand,10,0.5,480,60,0.543,32.6,0.087,2.29,0.104,0.543,0.00737,0
CEN-023,60,Sand,10,0.5,540,60,0.694,41.6,0.113,2.32,0.12,0.694,0.00939,0
CEN-023,60,Sand,10,0.5,600,60,1.0,60.0,0.253,3.08,0.261,1.0,0.01378,0
CEN-023,60,Sand,10,0.5,660,60,0.912,54.7,0.3,2.85,0.319,0.912,0.01288,0
CEN-023,60,Sand,10,0.5,720,60,1.068,64.1,0.271,6.63,0.288,1.068,0.01474,0
CEN-023,60,Sand,10,0.5,780,60,1.217,73.0,0.345,4.4,0.383,1.217,0.01701,0
CEN-023,60,Sand,10,0.5,840,60,1.412,84.7,0.441,0.9,0.466,1.412,0.01983,0
CEN-023,60,Sand,10,0.5,900,60,1.473,88.4,0.283,3.32,0.313,1.473,0.02007,0
CEN-023,60,Sand,10,0.5,960,60,1.78,106.8,0.369,3.51,0.335,1.78,0.02415,0
CEN-023,60,Sand,10,0.5,1020,60,2.252,135.1,0.704,0.0,0.649,2.252,0.03125,0
CEN-023,60,Sand,10,0.5,1080,60,2.046,122.8,0.4,0.84,0.379,2.046,0.02775,0
CEN-023,60,Sand,10,0.5,1140,60,2.063,123.8,0.596,2.02,0.587,2.063,0.0286,0
CEN-023,60,Sand,10,0.5,1200,60,2.058,123.5,0.418,3.37,0.403,2.058,0.02796,0
CEN-023,60,Sand,10,0.5,1260,60,2.297,137.8,0.54,3.34,0.516,2.297,0.0314,0
CEN-023,60,Sand,10,0.5,1320,60,2.974,178.4,0.597,5.29,0.708,2.974,0.04076,0
CEN-023,60,Sand,10,0.5,1380,60,2.894,173.7,0.652,2.32,0.575,2.894,0.03934,0
CEN-023,60,Sand,10,0.5,1440,60,2.945,176.7,0.775,0.05,0.858,2.945,0.04089,0
CEN-023,60,Sand,10,0.5,1500,60,3.16,189.6,0.894,2.4,0.718,3.16,0.0432,0
CEN-023,60,Sand,10,0.5,1560,60,3.777,226.6,0.68,6.18,0.56,3.777,0.05091,1
CEN-023,60,Sand,10,0.5,1620,60,3.761,225.7,1.19,4.75,1.123,3.761,0.05233,1
CEN-023,60,Sand,10,0.5,1680,60,4.511,270.7,0.756,6.73,0.633,4.511,0.06074,1
CEN-023,60,Sand,10,0.5,1740,60,3.872,232.3,1.244,3.89,1.09,3.872,0.05364,1
CEN-023,60,Sand,10,0.5,1800,60,4.17,250.2,0.702,6.36,0.595,4.17,0.05616,1
CEN-023,60,Sand,10,0.5,1860,60,4.189,251.3,1.027,0.75,1.209,4.189,0.05813,1
CEN-023,60,Sand,10,0.5,1920,60,4.144,248.7,0.911,3.76,1.036,4.144,0.05696,1
CEN-023,60,Sand,10,0.5,1980,60,5.081,304.9,1.117,5.22,0.925,5.081,0.06886,1
CEN-023,60,Sand,10,0.5,2040,60,5.256,315.3,1.513,7.69,1.341,5.256,0.07232,1
CEN-023,60,Sand,10,0.5,2100,60,5.722,343.3,0.939,3.63,0.831,5.722,0.0771,1
CEN-023,60,Sand,10,0.5,2160,60,5.568,334.1,0.976,4.36,1.151,5.568,0.07582,1
CEN-023,60,Sand,10,0.5,2220,60,5.177,310.6,1.731,3.4,2.075,5.177,0.07436,1
CEN-023,60,Sand,10,0.5,2280,60,6.006,360.4,1.473,3.99,1.701,6.006,0.08324,1
CEN-023,60,Sand,10,0.5,2340,60,6.44,386.4,1.542,5.26,1.369,6.44,0.08778,1
CEN-023,60,Sand,10,0.5,2400,60,7.438,446.3,2.252,3.65,2.585,7.438,0.10499,1
CEN-023,60,Sand,10,0.5,2460,60,6.477,388.6,1.623,3.34,1.406,6.477,0.08837,1
CEN-023,60,Sand,10,0.5,2520,60,6.657,399.4,1.947,2.25,1.904,6.657,0.09232,1
CEN-023,60,Sand,10,0.5,2580,60,7.298,437.9,1.526,5.73,1.77,7.298,0.10012,1
CEN-023,60,Sand,10,0.5,2640,60,6.48,388.8,2.135,0.51,2.15,6.48,0.09103,1
CEN-023,60,Sand,10,0.5,2700,60,6.864,411.8,1.68,4.28,1.737,6.864,0.0944,1
CEN-023,60,Sand,10,0.5,2760,60,7.433,446.0,1.784,5.36,1.856,7.433,0.10215,1
CEN-023,60,Sand,10,0.5,2820,60,7.908,474.5,2.477,3.05,2.174,7.908,0.10935,1
CEN-023,60,Sand,10,0.5,2880,60,7.875,472.5,1.689,6.28,1.595,7.875,0.10713,1
CEN-023,60,Sand,10,0.5,2940,60,8.125,487.5,2.401,2.86,2.204,8.125,0.11225,1
CEN-024,60,Sand,10,1.0,0,60,0.0,0.0,0.0,1.1,-0.007,0.0,0.00061,0
CEN-024,60,Sand,10,1.0,60,60,0.14,8.4,0.037,0.0,0.039,0.14,0.00193,0
CEN-024,60,Sand,10,1.0,120,60,0.011,0.7,0.003,2.85,0.004,0.011,0.00016,0
CEN-024,60,Sand,10,1.0,180,60,0.08,4.8,0.027,0.0,0.029,0.08,0.00114,0
CEN-024,60,Sand,10,1.0,240,60,0.337,20.2,0.058,1.64,0.067,0.337,0.00458,0
CEN-024,60,Sand,10,1.0,300,60,0.367,22.0,0.06,3.01,0.07,0.367,0.00498,0
CEN-024,60,Sand,10,1.0,360,60,0.395,23.7,0.104,4.58,0.111,0.395,0.00546,0
CEN-024,60,Sand,10,1.0,420,60,0.794,47.6,0.226,6.02,0.231,0.794,0.01102,0
CEN-024,60,Sand,10,1.0,480,60,1.037,62.2,0.288,0.0,0.31,1.037,0.01444,0
CEN-024,60,Sand,10,1.0,540,60,1.228,73.7,0.278,2.0,0.303,1.228,0.01686,0
CEN-024,60,Sand,10,1.0,600,60,1.246,74.8,0.348,1.0,0.299,1.246,0.01709,0
CEN-024,60,Sand,10,1.0,660,60,1.661,99.7,0.273,2.35,0.238,1.661,0.02238,0
CEN-024,60,Sand,10,1.0,720,60,1.665,99.9,0.573,3.5,0.615,1.665,0.02367,0
CEN-024,60,Sand,10,1.0,780,60,2.696,161.8,0.64,4.2,0.696,2.696,0.03713,0
CEN-024,60,Sand,10,1.0,840,60,2.625,157.5,0.703,2.62,0.674,2.625,0.03614,0
CEN-024,60,Sand,10,1.0,900,60,3.065,183.9,0.489,3.85,0.4,3.065,0.04122,0
CEN-024,60,Sand,10,1.0,960,60,3.256,195.4,0.609,1.56,0.532,3.256,0.04399,0
CEN-024,60,Sand,10,1.0,1020,60,3.975,238.5,1.245,6.18,1.142,3.975,0.05515,0
CEN-024,60,Sand,10,1.0,1080,60,4.64,278.4,1.323,3.59,1.382,4.64,0.06456,0
CEN-024,60,Sand,10,1.0,1140,60,4.557,273.4,1.003,3.29,1.159,4.557,0.06269,0
CEN-024,60,Sand,10,1.0,1200,60,5.119,307.2,1.028,4.02,0.976,5.119,0.06949,0
CEN-024,60,Sand,10,1.0,1260,60,5.186,311.2,1.765,0.68,1.981,5.186,0.07402,1
CEN-024,60,Sand,10,1.0,1320,60,4.738,284.3,0.958,1.05,0.994,4.738,0.06455,1
CEN-024,60,Sand,10,1.0,1380,60,6.313,378.8,1.927,2.87,2.093,6.313,0.08868,1
CEN-024,60,Sand,10,1.0,1440,60,6.714,402.8,2.348,5.59,1.953,6.714,0.09323,1
CEN-024,60,Sand,10,1.0,1500,60,6.591,395.5,1.706,3.92,1.442,6.591,0.08996,1
CEN-024,60,Sand,10,1.0,1560,60,6.153,369.2,1.375,3.24,1.343,6.153,0.08397,1
CEN-024,60,Sand,10,1.0,1620,60,7.122,427.3,1.538,2.52,1.353,7.122,0.09666,1
CEN-024,60,Sand,10,1.0,1680,60,8.439,506.3,1.726,1.15,2.015,8.439,0.11568,1
CEN-024,60,Sand,10,1.0,1740,60,8.914,534.8,2.739,3.14,2.357,8.914,0.12293,1
CEN-024,60,Sand,10,1.0,1800,60,8.886,533.2,2.989,0.55,3.21,8.886,0.12597,1
CEN-024,60,Sand,10,1.0,1860,60,8.179,490.7,1.877,1.5,1.558,8.179,0.11101,1
CEN-024,60,Sand,10,1.0,1920,60,9.215,552.9,1.777,3.75,1.925,9.215,0.12552,1
CEN-024,60,Sand,10,1.0,1980,60,9.623,577.4,3.336,4.72,3.408,9.623,0.13612,1
CEN-024,60,Sand,10,1.0,2040,60,9.905,594.3,2.433,1.93,2.249,9.905,0.13542,1
CEN-024,60,Sand,10,1.0,2100,60,11.355,681.3,2.577,3.66,2.197,11.355,0.15421,1
CEN-024,60,Sand,10,1.0,2160,60,10.379,622.7,2.217,6.37,1.908,10.379,0.14071,1
CEN-024,60,Sand,10,1.0,2220,60,10.638,638.3,3.709,5.25,3.102,10.638,0.14774,1
CEN-024,60,Sand,10,1.0,2280,60,12.32,739.2,2.775,4.27,2.479,12.32,0.16756,1
CEN-024,60,Sand,10,1.0,2340,60,12.708,762.5,4.168,1.66,3.409,12.708,0.17543,1
CEN-024,60,Sand,10,1.0,2400,60,13.627,817.6,3.4,1.96,2.949,13.627,0.18591,1
CEN-024,60,Sand,10,1.0,2460,60,14.106,846.3,2.328,6.75,2.589,14.106,0.19122,1
CEN-024,60,Sand,10,1.0,2520,60,14.276,856.6,4.008,3.28,3.874,14.276,0.19724,1
CEN-024,60,Sand,10,1.0,2580,60,15.98,958.8,2.836,2.47,2.8,15.98,0.21632,1
CEN-024,60,Sand,10,1.0,2640,60,14.725,883.5,4.361,4.87,4.958,14.725,0.20716,1
CEN-024,60,Sand,10,1.0,2700,60,12.61,756.6,3.522,4.28,3.332,12.61,0.17391,1
CEN-024,60,Sand,10,1.0,2760,60,14.586,875.2,2.791,1.63,3.09,14.586,0.1988,1
CEN-024,60,Sand,10,1.0,2820,60,17.358,1041.5,4.64,3.47,4.213,17.358,0.23816,1
CEN-024,60,Sand,10,1.0,2880,60,15.665,939.9,2.82,3.07,2.947,15.665,0.21253,1
CEN-024,60,Sand,10,1.0,2940,60,17.937,1076.2,5.855,0.74,6.535,17.937,0.25454,1
CEN-025,60,Sand,15,0.1,0,60,0.03,1.8,0.007,1.79,0.007,0.03,0.0004,0
CEN-025,60,Sand,15,0.1,60,60,0.017,1.0,0.004,0.0,0.004,0.017,0.00023,0
CEN-025,60,Sand,15,0.1,120,60,0.051,3.1,0.017,0.0,0.017,0.051,0.00072,0
CEN-025,60,Sand,15,0.1,180,60,0.05,3.0,0.012,0.0,0.011,0.05,0.00068,0
CEN-025,60,Sand,15,0.1,240,60,0.0,0.0,0.0,0.0,-0.003,0.0,0.0002,0
