Simulation_ID,Soil_Type,Structure_Type,H_D_Ratio,Groundwater_Condition,Elastic_Modulus_kPa,Poissons_Ratio,Cohesion_kPa,Friction_Angle_deg,Unit_Weight_kN_m3,Max_Displacement_mm,Surface_Settlement_mm,Lateral_Displacement_mm,Heave_mm,Pore_Water_Pressure_kPa,Max_Plastic_Strain,Primary_Failure_Mode,All_Failure_Modes,Failure_Detected
FEM-0155,Sand,Basement,2.5,Dry,31512.0,0.258,0.7,28.7,18.84,12.26,13.27,3.66,0.0,0.0,0.00876,No_Failure,No_Failure,0
FEM-0156,Sand,Basement,2.5,Partially_Saturated,29567.0,0.347,3.6,30.3,16.4,11.49,9.33,9.11,0.0,119.6,0.0062,No_Failure,No_Failure,0
FEM-0157,Sand,Basement,2.5,Partially_Saturated,29395.0,0.266,0.9,30.3,18.88,18.27,9.59,9.84,0.0,138.4,0.0336,No_Failure,No_Failure,0
FEM-0158,Sand,Basement,2.5,Partially_Saturated,17735.0,0.318,0.9,39.3,18.29,28.07,25.62,11.44,0.0,135.6,0.04595,No_Failure,No_Failure,0
FEM-0159,Sand,Basement,2.5,Partially_Saturated,20888.0,0.332,2.4,34.3,16.07,16.42,9.64,7.54,0.0,120.4,0.0086,No_Failure,No_Failure,0
FEM-0160,Sand,Basement,2.5,Partially_Saturated,26768.0,0.285,0.0,38.9,19.65,18.67,22.39,9.43,0.0,152.9,0.02996,Piping,Piping,1
FEM-0161,Sand,Basement,2.5,Fully_Saturated,28272.0,0.307,4.1,30.6,16.08,18.48,16.22,11.06,0.0,250.6,0.02013,Piping,Piping,1
FEM-0162,Sand,Basement,2.5,Fully_Saturated,37802.0,0.254,0.8,34.2,19.77,21.58,20.52,8.92,0.0,302.6,0.02835,Piping,Piping,1
FEM-0163,Sand,Basement,2.5,Fully_Saturated,16675.0,0.292,1.9,40.6,17.22,36.64,19.98,15.13,0.0,254.2,0.0381,Piping,Piping,1
FEM-0164,Sand,Basement,2.5,Fully_Saturated,29618.0,0.329,0.9,29.0,18.25,27.59,30.38,14.82,0.0,274.7,0.01698,Excessive_Settlement,Excessive_Settlement;Piping,1
FEM-0165,Sand,Basement,2.5,Fully_Saturated,35621.0,0.333,3.2,36.3,19.15,19.65,19.56,9.85,0.0,287.9,0.01611,Piping,Piping,1
FEM-0166,Sand,Basement,3.0,Dry,23893.0,0.318,2.3,38.0,17.57,16.79,18.63,7.66,0.0,0.0,0.02108,No_Failure,No_Failure,0
FEM-0167,Sand,Basement,3.0,Dry,23393.0,0.326,3.6,28.2,17.98,18.41,9.79,9.97,0.0,0.0,0.03105,No_Failure,No_Failure,0
FEM-0168,Sand,Basement,3.0,Dry,34116.0,0.292,4.1,31.5,16.9,11.4,10.59,4.15,0.0,0.0,0.00921,No_Failure,No_Failure,0
FEM-0169,Sand,Basement,3.0,Dry,17159.0,0.327,3.9,36.4,16.59,17.97,14.98,5.51,0.0,1.8,0.00983,No_Failure,No_Failure,0
FEM-0170,Sand,Basement,3.0,Dry,15058.0,0.348,0.2,40.1,19.82,33.79,24.18,17.71,0.0,1.5,0.02771,No_Failure,No_Failure,0
FEM-0171,Sand,Basement,3.0,Partially_Saturated,35343.0,0.276,0.8,35.1,17.49,18.8,9.76,14.48,0.0,155.6,0.01135,Piping,Piping,1
FEM-0172,Sand,Basement,3.0,Partially_Saturated,29900.0,0.309,4.5,39.0,16.64,16.84,10.39,3.45,0.0,151.5,0.01221,Piping,Piping,1
FEM-0173,Sand,Basement,3.0,Partially_Saturated,20363.0,0.273,1.9,28.1,18.98,26.31,27.41,11.05,0.0,167.6,0.05206,Piping,Piping;Structural_Buckling,1
FEM-0174,Sand,Basement,3.0,Partially_Saturated,28921.0,0.317,1.6,34.3,18.58,21.85,16.24,12.98,0.0,167.0,0.01986,Piping,Piping,1
FEM-0175,Sand,Basement,3.0,Partially_Saturated,47201.0,0.332,2.4,34.4,19.34,11.28,11.09,6.88,0.0,179.6,0.00885,Piping,Piping,1
FEM-0176,Sand,Basement,3.0,Fully_Saturated,45166.0,0.302,3.1,41.5,17.7,17.18,16.62,8.82,0.0,318.5,0.01519,Piping,Piping,1
FEM-0177,Sand,Basement,3.0,Fully_Saturated,31896.0,0.342,2.5,30.0,18.17,26.49,20.43,15.62,0.0,323.1,0.03377,Piping,Piping,1
FEM-0178,Sand,Basement,3.0,Fully_Saturated,19140.0,0.271,4.0,41.1,19.88,39.82,46.03,30.47,0.0,360.6,0.03376,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping,1
FEM-0179,Sand,Basement,3.0,Fully_Saturated,30461.0,0.29,3.7,34.7,17.44,26.64,28.5,17.31,0.0,308.2,0.04901,Piping,Piping,1
FEM-0180,Sand,Basement,3.0,Fully_Saturated,40644.0,0.319,3.6,29.4,18.25,15.82,11.13,3.97,0.0,324.0,0.01526,Piping,Piping,1
FEM-0181,Sand,Retaining_Wall,0.5,Dry,37395.0,0.317,2.4,35.8,19.4,4.31,2.48,1.03,0.0,5.5,0.00336,No_Failure,No_Failure,0
FEM-0182,Sand,Retaining_Wall,0.5,Dry,33266.0,0.325,3.7,36.3,16.52,4.34,3.09,1.92,0.0,1.1,0.00694,No_Failure,No_Failure,0
FEM-0183,Sand,Retaining_Wall,0.5,Dry,47323.0,0.312,1.2,30.0,16.0,2.9,1.81,1.05,0.0,4.4,0.00211,No_Failure,No_Failure,0
FEM-0184,Sand,Retaining_Wall,0.5,Dry,30241.0,0.25,1.3,28.6,18.84,4.1,3.07,2.0,0.0,2.7,0.00523,No_Failure,No_Failure,0
FEM-0185,Sand,Retaining_Wall,0.5,Dry,37742.0,0.324,1.4,37.9,18.61,3.84,3.11,1.55,0.0,0.0,0.00625,No_Failure,No_Failure,0
FEM-0186,Sand,Retaining_Wall,0.5,Partially_Saturated,38773.0,0.304,0.7,41.3,16.93,4.91,3.81,1.99,0.0,26.0,0.00261,No_Failure,No_Failure,0
FEM-0187,Sand,Retaining_Wall,0.5,Partially_Saturated,39072.0,0.263,3.6,35.1,19.91,5.08,4.08,3.3,0.0,20.7,0.00351,No_Failure,No_Failure,0
FEM-0188,Sand,Retaining_Wall,0.5,Partially_Saturated,37429.0,0.325,0.4,30.3,17.54,4.85,5.32,3.83,0.0,25.3,0.00782,No_Failure,No_Failure,0
FEM-0189,Sand,Retaining_Wall,0.5,Partially_Saturated,18047.0,0.266,2.3,28.5,17.56,10.33,10.6,6.12,0.0,30.7,0.01044,No_Failure,No_Failure,0
FEM-0190,Sand,Retaining_Wall,0.5,Partially_Saturated,28212.0,0.257,3.0,36.7,17.72,5.67,5.86,4.12,0.0,28.0,0.0108,No_Failure,No_Failure,0
FEM-0191,Sand,Retaining_Wall,0.5,Fully_Saturated,28377.0,0.315,2.9,39.8,18.0,9.95,8.83,4.7,0.0,56.1,0.01016,No_Failure,No_Failure,0
FEM-0192,Sand,Retaining_Wall,0.5,Fully_Saturated,27428.0,0.254,0.4,35.2,16.2,8.58,4.88,3.01,0.0,47.6,0.00846,No_Failure,No_Failure,0
FEM-0193,Sand,Retaining_Wall,0.5,Fully_Saturated,47924.0,0.345,0.3,41.8,16.69,3.6,2.64,2.53,0.0,48.2,0.00599,No_Failure,No_Failure,0
FEM-0194,Sand,Retaining_Wall,0.5,Fully_Saturated,38213.0,0.345,4.6,41.7,17.82,6.39,6.36,4.97,0.0,53.6,0.00819,No_Failure,No_Failure,0
FEM-0195,Sand,Retaining_Wall,0.5,Fully_Saturated,25666.0,0.323,1.3,32.1,16.72,8.54,8.54,2.58,0.0,48.6,0.01091,No_Failure,No_Failure,0
FEM-0196,Sand,Retaining_Wall,1.0,Dry,31627.0,0.32,1.2,39.7,18.95,9.5,7.03,2.59,0.0,2.0,0.0051,No_Failure,No_Failure,0
FEM-0197,Sand,Retaining_Wall,1.0,Dry,44570.0,0.32,0.9,34.7,18.51,6.23,6.16,4.69,0.0,0.0,0.00424,No_Failure,No_Failure,0
FEM-0198,Sand,Retaining_Wall,1.0,Dry,18649.0,0.347,4.8,39.5,19.92,17.32,11.98,12.04,0.0,7.2,0.02452,No_Failure,No_Failure,0
FEM-0199,Sand,Retaining_Wall,1.0,Dry,44616.0,0.29,4.9,31.1,18.69,6.29,6.68,3.47,0.0,2.6,0.00791,No_Failure,No_Failure,0
FEM-0200,Sand,Retaining_Wall,1.0,Dry,21654.0,0.326,1.3,39.6,16.86,9.64,8.21,5.95,0.0,0.0,0.01667,No_Failure,No_Failure,0
FEM-0201,Sand,Retaining_Wall,1.0,Partially_Saturated,45151.0,0.339,4.7,33.0,18.67,8.38,6.04,5.72,0.0,62.9,0.00586,No_Failure,No_Failure,0
FEM-0202,Sand,Retaining_Wall,1.0,Partially_Saturated,44767.0,0.298,3.2,37.4,17.1,5.87,6.2,4.11,0.0,55.9,0.00435,No_Failure,No_Failure,0
FEM-0203,Sand,Retaining_Wall,1.0,Partially_Saturated,29505.0,0.254,2.0,42.0,17.85,11.84,9.4,7.26,0.0,52.9,0.01539,No_Failure,No_Failure,0
FEM-0204,Sand,Retaining_Wall,1.0,Partially_Saturated,31942.0,0.314,0.7,33.6,18.53,10.82,7.7,6.14,0.0,51.6,0.01814,No_Failure,No_Failure,0
FEM-0205,Sand,Retaining_Wall,1.0,Partially_Saturated,30635.0,0.345,3.1,31.0,17.25,11.6,8.39,4.24,0.0,48.3,0.0092,No_Failure,No_Failure,0
FEM-0206,Sand,Retaining_Wall,1.0,Fully_Saturated,35863.0,0.296,0.1,31.9,16.15,13.57,14.07,10.46,0.0,111.6,0.02398,No_Failure,No_Failure,0
FEM-0207,Sand,Retaining_Wall,1.0,Fully_Saturated,15664.0,0.266,3.3,38.4,18.5,31.92,36.95,13.9,0.0,113.9,0.05904,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0208,Sand,Retaining_Wall,1.0,Fully_Saturated,16078.0,0.285,3.7,28.0,19.45,32.89,28.01,8.29,0.0,114.8,0.03455,No_Failure,No_Failure,0
FEM-0209,Sand,Retaining_Wall,1.0,Fully_Saturated,30901.0,0.339,1.6,41.5,18.75,11.61,13.09,3.78,0.0,126.6,0.00729,No_Failure,No_Failure,0
FEM-0210,Sand,Retaining_Wall,1.0,Fully_Saturated,32277.0,0.336,0.3,37.0,19.96,16.1,14.0,6.15,0.0,125.4,0.01059,No_Failure,No_Failure,0
FEM-0211,Sand,Retaining_Wall,1.5,Dry,22500.0,0.317,3.0,32.8,19.91,24.53,23.34,8.3,0.0,9.1,0.037,No_Failure,No_Failure,0
FEM-0212,Sand,Retaining_Wall,1.5,Dry,23622.0,0.315,1.7,34.4,18.68,17.35,15.73,10.89,0.0,6.9,0.00908,No_Failure,No_Failure,0
FEM-0213,Sand,Retaining_Wall,1.5,Dry,21579.0,0.347,0.4,37.3,19.67,19.17,21.12,14.34,0.0,0.0,0.01538,No_Failure,No_Failure,0
FEM-0214,Sand,Retaining_Wall,1.5,Dry,37851.0,0.283,1.7,37.0,16.42,9.42,5.08,6.42,0.0,0.0,0.01308,No_Failure,No_Failure,0
FEM-0215,Sand,Retaining_Wall,1.5,Dry,23333.0,0.287,0.2,31.8,16.07,17.47,13.92,8.94,0.0,0.0,0.01416,No_Failure,No_Failure,0
FEM-0216,Sand,Retaining_Wall,1.5,Partially_Saturated,30902.0,0.337,4.9,32.4,19.9,18.72,15.05,10.63,0.0,86.9,0.01521,No_Failure,No_Failure,0
FEM-0217,Sand,Retaining_Wall,1.5,Partially_Saturated,24558.0,0.334,4.7,29.8,18.78,24.94,13.08,18.08,0.0,86.5,0.04331,No_Failure,No_Failure,0
FEM-0218,Sand,Retaining_Wall,1.5,Partially_Saturated,36152.0,0.265,4.6,30.0,16.9,14.38,11.54,7.17,0.0,77.1,0.01015,No_Failure,No_Failure,0
FEM-0219,Sand,Retaining_Wall,1.5,Partially_Saturated,37917.0,0.295,4.1,32.1,19.35,14.43,9.76,7.86,0.0,76.1,0.00747,No_Failure,No_Failure,0
FEM-0220,Sand,Retaining_Wall,1.5,Partially_Saturated,28925.0,0.262,1.1,37.6,18.29,18.11,15.74,9.75,0.0,70.8,0.02164,No_Failure,No_Failure,0
FEM-0221,Sand,Retaining_Wall,1.5,Fully_Saturated,45770.0,0.269,4.6,40.0,19.61,19.17,18.19,13.77,0.0,176.4,0.03437,Piping,Piping,1
FEM-0222,Sand,Retaining_Wall,1.5,Fully_Saturated,46629.0,0.281,2.2,36.0,17.4,15.49,11.24,6.64,0.0,148.8,0.01875,No_Failure,No_Failure,0
FEM-0223,Sand,Retaining_Wall,1.5,Fully_Saturated,42256.0,0.312,1.9,30.2,19.3,17.61,15.11,13.79,0.0,170.1,0.00902,Piping,Piping,1
FEM-0224,Sand,Retaining_Wall,1.5,Fully_Saturated,17892.0,0.289,1.0,28.5,16.9,36.17,36.53,23.2,0.0,151.2,0.05235,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0225,Sand,Retaining_Wall,1.5,Fully_Saturated,20469.0,0.313,1.4,31.5,19.59,38.12,24.78,27.4,0.0,177.2,0.05506,Lateral_Instability,Lateral_Instability;Piping;Structural_Buckling,1
FEM-0226,Sand,Retaining_Wall,2.0,Dry,43316.0,0.313,4.2,41.1,19.01,13.45,15.81,6.31,0.0,1.7,0.01482,No_Failure,No_Failure,0
FEM-0227,Sand,Retaining_Wall,2.0,Dry,23161.0,0.331,1.0,29.1,17.86,22.3,12.24,8.19,0.0,0.0,0.01408,No_Failure,No_Failure,0
FEM-0228,Sand,Retaining_Wall,2.0,Dry,29105.0,0.301,1.3,30.4,19.05,22.51,12.33,17.43,0.0,0.7,0.01758,No_Failure,No_Failure,0
FEM-0229,Sand,Retaining_Wall,2.0,Dry,16201.0,0.336,2.1,31.9,19.79,32.64,18.2,13.36,0.0,6.7,0.02433,No_Failure,No_Failure,0
FEM-0230,Sand,Retaining_Wall,2.0,Dry,25655.0,0.312,0.9,35.0,19.73,23.52,27.08,9.71,0.0,0.0,0.04629,No_Failure,No_Failure,0
FEM-0231,Sand,Retaining_Wall,2.0,Partially_Saturated,33196.0,0.271,4.2,33.9,18.54,21.95,23.94,8.46,0.0,108.1,0.0187,No_Failure,No_Failure,0
FEM-0232,Sand,Retaining_Wall,2.0,Partially_Saturated,19856.0,0.314,1.3,38.6,19.04,37.82,39.67,10.57,0.0,124.2,0.03722,Excessive_Settlement,Excessive_Settlement,1
FEM-0233,Sand,Retaining_Wall,2.0,Partially_Saturated,24102.0,0.322,1.8,31.5,18.25,30.39,28.39,20.24,0.0,110.4,0.05194,Lateral_Instability,Lateral_Instability;Structural_Buckling,1
FEM-0234,Sand,Retaining_Wall,2.0,Partially_Saturated,30698.0,0.296,1.9,37.7,18.36,26.87,20.82,8.4,0.0,111.0,0.04403,No_Failure,No_Failure,0
FEM-0235,Sand,Retaining_Wall,2.0,Partially_Saturated,30991.0,0.291,0.7,40.6,18.94,21.6,17.1,5.58,0.0,112.2,0.03261,No_Failure,No_Failure,0
FEM-0236,Sand,Retaining_Wall,2.0,Fully_Saturated,26886.0,0.336,2.9,31.2,16.05,33.22,21.55,13.92,0.0,187.8,0.02964,Piping,Piping,1
FEM-0237,Sand,Retaining_Wall,2.0,Fully_Saturated,30229.0,0.254,3.8,29.1,18.95,36.22,24.9,17.24,0.0,219.8,0.032,Piping,Piping,1
FEM-0238,Sand,Retaining_Wall,2.0,Fully_Saturated,48217.0,0.281,0.9,31.5,18.78,19.88,14.24,6.02,0.0,220.6,0.02183,Piping,Piping,1
FEM-0239,Sand,Retaining_Wall,2.0,Fully_Saturated,45178.0,0.287,2.6,39.0,18.06,21.13,11.26,6.95,0.0,217.3,0.03467,Piping,Piping,1
FEM-0240,Sand,Retaining_Wall,2.0,Fully_Saturated,34161.0,0.285,3.5,37.3,18.57,29.73,25.35,10.57,0.0,225.5,0.0245,Piping,Piping,1
FEM-0241,Sand,Retaining_Wall,2.5,Dry,23052.0,0.329,1.6,41.6,17.75,20.78,19.25,10.44,0.0,5.0,0.01329,No_Failure,No_Failure,0
FEM-0242,Sand,Retaining_Wall,2.5,Dry,27101.0,0.279,1.6,40.8,16.28,22.49,15.7,14.45,0.0,3.2,0.02237,No_Failure,No_Failure,0
FEM-0243,Sand,Retaining_Wall,2.5,Dry,18962.0,0.302,2.6,28.5,18.87,35.44,21.24,11.63,0.0,4.8,0.01882,No_Failure,No_Failure,0
FEM-0244,Sand,Retaining_Wall,2.5,Dry,43796.0,0.325,0.8,33.2,19.62,17.06,10.28,4.55,0.0,0.0,0.0158,No_Failure,No_Failure,0
FEM-0245,Sand,Retaining_Wall,2.5,Dry,21015.0,0.322,2.2,31.4,19.77,41.34,36.9,17.03,0.0,0.0,0.02125,Excessive_Settlement,Excessive_Settlement,1
FEM-0246,Sand,Retaining_Wall,2.5,Partially_Saturated,44422.0,0.257,4.9,32.9,18.1,23.46,28.15,8.48,0.0,143.8,0.02817,No_Failure,No_Failure,0
FEM-0247,Sand,Retaining_Wall,2.5,Partially_Saturated,26684.0,0.262,2.6,35.7,16.93,30.2,22.16,11.45,0.0,133.8,0.03017,No_Failure,No_Failure,0
FEM-0248,Sand,Retaining_Wall,2.5,Partially_Saturated,24536.0,0.334,4.1,39.1,18.97,36.45,40.9,22.89,0.0,139.9,0.02112,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0249,Sand,Retaining_Wall,2.5,Partially_Saturated,41495.0,0.314,3.6,29.3,17.32,18.07,14.84,10.15,0.0,131.0,0.01269,No_Failure,No_Failure,0
FEM-0250,Sand,Retaining_Wall,2.5,Partially_Saturated,25495.0,0.327,5.0,35.4,17.41,31.06,20.19,20.8,0.0,143.6,0.05451,Lateral_Instability,Lateral_Instability;Structural_Buckling,1
FEM-0251,Sand,Retaining_Wall,2.5,Fully_Saturated,47510.0,0.344,3.4,30.7,17.25,25.21,17.3,7.66,0.0,261.6,0.04173,Piping,Piping,1
FEM-0252,Sand,Retaining_Wall,2.5,Fully_Saturated,16531.0,0.265,4.9,31.2,18.54,72.83,46.9,24.78,0.0,259.0,0.10701,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0253,Sand,Retaining_Wall,2.5,Fully_Saturated,20887.0,0.276,3.1,29.4,19.64,60.55,37.86,28.04,0.0,296.2,0.05997,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0254,Sand,Retaining_Wall,2.5,Fully_Saturated,17577.0,0.309,4.9,40.2,18.81,67.28,34.23,48.16,0.0,281.5,0.07421,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0255,Sand,Retaining_Wall,2.5,Fully_Saturated,25305.0,0.27,2.7,38.8,19.75,47.22,33.56,29.37,0.0,295.7,0.08886,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0256,Sand,Retaining_Wall,3.0,Dry,15804.0,0.34,4.5,29.9,17.76,58.03,49.97,25.6,0.0,1.6,0.03976,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0257,Sand,Retaining_Wall,3.0,Dry,47428.0,0.255,3.0,35.3,16.29,16.35,16.14,12.71,0.0,4.9,0.01759,No_Failure,No_Failure,0
FEM-0258,Sand,Retaining_Wall,3.0,Dry,45632.0,0.343,2.0,40.5,16.82,11.68,9.58,4.1,0.0,2.5,0.01835,No_Failure,No_Failure,0
FEM-0259,Sand,Retaining_Wall,3.0,Dry,17342.0,0.326,2.9,39.0,18.37,45.81,35.01,22.77,0.0,0.0,0.02444,Excessive_Settlement,Excessive_Settlement;Lateral_Instability,1
FEM-0260,Sand,Retaining_Wall,3.0,Dry,29218.0,0.259,3.3,40.8,18.96,26.84,17.32,13.53,0.0,4.5,0.02481,No_Failure,No_Failure,0
FEM-0261,Sand,Retaining_Wall,3.0,Partially_Saturated,31698.0,0.26,3.6,34.1,16.17,31.69,27.59,21.38,0.0,144.9,0.03875,Lateral_Instability,Lateral_Instability,1
FEM-0262,Sand,Retaining_Wall,3.0,Partially_Saturated,49984.0,0.272,4.1,30.0,19.86,22.03,15.74,6.33,0.0,178.3,0.01461,Piping,Piping,1
FEM-0263,Sand,Retaining_Wall,3.0,Partially_Saturated,32365.0,0.344,2.2,37.2,18.83,33.96,17.85,13.35,0.0,175.7,0.03167,Piping,Piping,1
FEM-0264,Sand,Retaining_Wall,3.0,Partially_Saturated,49882.0,0.299,4.6,35.4,17.59,20.4,20.34,15.81,0.0,163.1,0.03039,Piping,Piping,1
FEM-0265,Sand,Retaining_Wall,3.0,Partially_Saturated,28251.0,0.256,1.6,39.6,16.38,32.81,29.54,16.64,0.0,149.8,0.0534,Structural_Buckling,Structural_Buckling,1
FEM-0266,Sand,Retaining_Wall,3.0,Fully_Saturated,32872.0,0.333,3.5,40.5,18.9,47.4,48.68,11.87,0.0,336.7,0.03498,Excessive_Settlement,Excessive_Settlement;Piping,1
FEM-0267,Sand,Retaining_Wall,3.0,Fully_Saturated,40826.0,0.255,3.3,36.0,16.59,31.24,18.58,8.73,0.0,302.5,0.02532,Piping,Piping,1
FEM-0268,Sand,Retaining_Wall,3.0,Fully_Saturated,38103.0,0.347,4.3,39.2,19.8,36.55,33.94,24.17,0.0,349.8,0.029,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping,1
FEM-0269,Sand,Retaining_Wall,3.0,Fully_Saturated,25734.0,0.326,3.3,31.1,19.44,66.41,78.82,43.45,0.0,350.8,0.1266,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0270,Sand,Retaining_Wall,3.0,Fully_Saturated,25954.0,0.309,1.1,40.3,19.48,57.26,43.24,23.46,0.0,353.9,0.08428,Excessive_Settlement,Excessive_Settlement;Lateral_Instability;Piping;Structural_Buckling,1
FEM-0271,Clay,Tunnel,0.5,Dry,29666.0,0.359,26.3,26.0,16.4,3.04,1.77,1.64,0.51,0.0,0.00547,No_Failure,No_Failure,0
FEM-0272,Clay,Tunnel,0.5,Dry,23125.0,0.368,41.5,25.0,16.01,3.44,3.49,2.34,0.28,0.0,0.00662,No_Failure,No_Failure,0
FEM-0273,Clay,Tunnel,0.5,Dry,25650.0,0.303,97.5,19.7,16.42,3.73,1.95,2.51,1.05,5.7,0.00738,No_Failure,No_Failure,0
FEM-0274,Clay,Tunnel,0.5,Dry,5212.0,0.382,70.8,22.5,16.55,16.82,15.72,3.84,4.72,4.4,0.02951,No_Failure,No_Failure,0
FEM-0275,Clay,Tunnel,0.5,Dry,5091.0,0.369,90.5,22.5,17.62,20.59,20.18,12.83,4.34,0.0,0.03881,No_Failure,No_Failure,0
FEM-0276,Clay,Tunnel,0.5,Partially_Saturated,12930.0,0.419,44.9,23.9,17.87,10.59,5.9,4.21,3.06,27.5,0.02067,No_Failure,No_Failure,0
FEM-0277,Clay,Tunnel,0.5,Partially_Saturated,5513.0,0.31,92.3,26.8,18.73,23.93,20.95,18.78,1.32,23.5,0.01625,No_Failure,No_Failure,0
FEM-0278,Clay,Tunnel,0.5,Partially_Saturated,13931.0,0.356,96.5,23.3,20.67,10.26,10.94,6.59,1.36,28.2,0.01093,No_Failure,No_Failure,0
FEM-0279,Clay,Tunnel,0.5,Partially_Saturated,26760.0,0.417,83.7,20.7,17.05,4.93,4.75,2.91,0.49,21.5,0.00901,No_Failure,No_Failure,0
FEM-0280,Clay,Tunnel,0.5,Partially_Saturated,14112.0,0.334,31.6,28.8,20.3,12.84,10.25,4.42,1.56,28.0,0.00771,No_Failure,No_Failure,0
FEM-0281,Clay,Tunnel,0.5,Fully_Saturated,28187.0,0.415,84.2,23.7,17.82,6.75,3.81,3.61,1.59,51.2,0.01276,No_Failure,No_Failure,0
FEM-0282,Clay,Tunnel,0.5,Fully_Saturated,26094.0,0.42,18.4,20.0,17.53,6.36,4.53,1.76,0.78,49.6,0.00702,No_Failure,No_Failure,0
FEM-0283,Clay,Tunnel,0.5,Fully_Saturated,17413.0,0.306,72.3,19.0,19.24,11.82,14.13,2.79,1.4,56.1,0.02072,No_Failure,No_Failure,0
FEM-0284,Clay,Tunnel,0.5,Fully_Saturated,28236.0,0.426,73.7,26.6,16.6,5.76,3.88,2.41,0.36,47.0,0.00333,No_Failure,No_Failure,0
FEM-0285,Clay,Tunnel,0.5,Fully_Saturated,6827.0,0.445,92.5,29.5,20.78,35.3,37.4,12.9,4.63,69.1,0.06672,Excessive_Settlement,Excessive_Settlement;Structural_Buckling,1
FEM-0286,Clay,Tunnel,1.0,Dry,16008.0,0.345,35.6,21.1,16.03,11.46,7.61,4.32,2.8,0.0,0.016,No_Failure,No_Failure,0
FEM-0287,Clay,Tunnel,1.0,Dry,24708.0,0.392,21.0,20.9,17.43,8.94,6.74,1.92,2.11,4.8,0.01142,No_Failure,No_Failure,0
FEM-0288,Clay,Tunnel,1.0,Dry,29704.0,0.405,90.4,29.7,18.36,7.36,6.95,5.51,1.43,0.6,0.01402,No_Failure,No_Failure,0
FEM-0289,Clay,Tunnel,1.0,Dry,24529.0,0.419,21.7,26.8,16.16,7.69,8.85,5.75,2.27,1.9,0.01052,No_Failure,No_Failure,0
FEM-0290,Clay,Tunnel,1.0,Dry,18918.0,0.362,98.9,28.6,19.05,9.82,9.37,6.17,1.97,4.4,0.01932,No_Failure,No_Failure,0
FEM-0291,Clay,Tunnel,1.0,Partially_Saturated,26227.0,0.319,61.4,25.6,17.33,10.9,9.08,8.28,1.25,55.0,0.007,No_Failure,No_Failure,0
FEM-0292,Clay,Tunnel,1.0,Partially_Saturated,27004.0,0.346,57.4,25.7,19.23,10.81,12.82,2.39,2.44,59.1,0.02122,No_Failure,No_Failure,0
FEM-0293,Clay,Tunnel,1.0,Partially_Saturated,15442.0,0.412,73.3,18.4,18.76,21.09,14.4,10.91,5.72,62.5,0.03182,No_Failure,No_Failure,0
FEM-0294,Clay,Tunnel,1.0,Partially_Saturated,18208.0,0.367,46.8,26.4,19.88,19.98,15.91,4.52,3.71,55.9,0.02077,No_Failure,No_Failure,0
FEM-0295,Clay,Tunnel,1.0,Partially_Saturated,27398.0,0.372,82.9,25.7,19.94,14.34,15.98,4.96,3.69,62.2,0.01889,No_Failure,No_Failure,0
FEM-0296,Clay,Tunnel,1.0,Fully_Saturated,12785.0,0.381,47.7,28.7,18.91,37.38,26.52,10.72,8.36,107.5,0.02779,No_Failure,No_Failure,0
FEM-0297,Clay,Tunnel,1.0,Fully_Saturated,22904.0,0.341,88.3,26.7,20.46,21.99,26.15,8.9,3.87,119.1,0.02435,No_Failure,No_Failure,0
FEM-0298,Clay,Tunnel,1.0,Fully_Saturated,16095.0,0.326,90.1,21.5,19.79,26.12,14.45,5.69,7.81,120.4,0.03674,No_Failure,No_Failure,0
FEM-0299,Clay,Tunnel,1.0,Fully_Saturated,16324.0,0.306,42.9,28.8,20.53,25.9,23.82,14.11,4.05,125.1,0.04121,No_Failure,No_Failure,0
FEM-0300,Clay,Tunnel,1.0,Fully_Saturated,18132.0,0.395,33.7,29.9,20.68,25.33,29.62,7.6,5.4,117.8,0.04553,No_Failure,No_Failure,0
FEM-0301,Clay,Tunnel,1.5,Dry,24559.0,0.408,17.5,29.9,19.59,16.3,19.22,4.11,3.65,0.0,0.00973,No_Failure,No_Failure,0
FEM-0302,Clay,Tunnel,1.5,Dry,24057.0,0.42,92.4,27.3,17.2,12.91,15.21,4.65,2.99,0.0,0.02441,No_Failure,No_Failure,0
FEM-0303,Clay,Tunnel,1.5,Dry,19698.0,0.314,47.6,27.2,19.09,17.59,11.55,9.53,2.24,0.0,0.02189,No_Failure,No_Failure,0
