fuel_utilization,operating_temperature_K,current_density_A_cm2,thermal_cycling_amplitude_K,cycles,cell_length_mm,cell_width_mm,anode_thickness_um,electrolyte_thickness_um,cathode_thickness_um,Ni_particle_size_initial_nm,YSZ_grain_size_nm,porosity_anode,tortuosity_anode,TPB_length_density_um_um3,interface_roughness_nm,E_electrolyte_GPa,E_anode_GPa,eta_activation_V,eta_ohmic_V,eta_concentration_V,peak_temperature_K,min_temperature_K,temperature_gradient_max_K_mm,max_principal_stress_MPa,von_mises_stress_MPa,stress_concentration_factor,max_stress_MPa,max_elastic_strain_percent,accumulated_creep_strain_percent,crack_initiation_indicator,crack_length_um,crack_propagation_rate_nm_cycle,crack_present,strain_energy_release_rate_J_m2,delamination_indicator,delamination_present,delaminated_area_percent,Ni_particle_size_current_nm,Ni_coarsening_percent,TPB_density_current_um_um3,TPB_loss_percent,cycles_to_failure,time_to_failure_hours,remaining_life_percent,voltage_degradation_mV,power_degradation_percent
0.85,960.0962964519182,0.9946538262232648,182.96661648118175,3555,100.0,100.0,575.0891218974025,13.037140693950839,56.49352424119557,461.44001765215813,499.73357751130993,0.36723776901090943,3.8721445629232516,6.357203993906751,50.50249645287991,160.27422221288492,4.21496779699431,5.591579542235345e-05,0.17706903948037828,,966.6214080994997,955.0962964519182,652.5111647581472,3449.345241532748,3161.377133471911,1.5318812768496644,4842.854439826283,3.0216053292673233,19890621.62349078,1.4403218170771512,37745917214106.35,10617698231816.117,1,0.18187084818472343,0.0036374169636944685,0,0.05172406922373535,,,,,,,,,
0.55,883.6699646738684,0.4579286490450602,125.11271501656493,3781,100.0,100.0,556.6931146896642,8.592206154360687,52.49641781325898,532.8168000105895,598.5959685605928,0.3566812458271798,3.002880913433473,6.836067751037092,112.70664474622728,164.8598021195679,5.804847454415723,2.69645804832092e-05,0.14871211234212683,,886.1926270648084,878.6699646738684,252.26623909400033,3288.5395802864346,3013.996310504179,1.6587848471244035,4999.571409153191,3.032620047382533,887814.5206656205,2.0,47740135037802.69,12626325056282.088,1,0.057649521647264966,0.0011529904329452994,0,0.01743782730786471,,,,,,,,,
0.7,865.9401586135177,0.46161910968233255,156.91953704103372,1077,100.0,100.0,503.0175015049364,8.78996629771102,41.119120354134104,545.0643255174057,513.7137481230484,0.37432493978138975,3.2612776334968743,4.874912654420957,166.97456781096386,165.92359048318895,3.472402694148956,3.90639086053094e-05,0.1803654440445119,,869.0245352188509,860.9401586135177,308.4376605333231,3357.1541946220377,3076.8826432987994,1.848506328695727,5687.637038791868,3.427865213276064,151297.9132244935,2.0,61137875646988.164,56766829755792.01,1,0.09337330500991256,0.0018674661001982513,0,0.008045043959654066,,,,,,,,,
0.7,1090.436596598616,1.0677443643356583,140.33835667138896,4606,100.0,100.0,543.0280566797924,9.163023764068987,48.66220920273359,488.4074082519078,594.259294971504,0.36641225596010174,2.6499908574434325,4.217493257855793,96.72170536745443,152.45380420408307,4.014724176774026,8.833246606278259e-05,0.04041132760799364,,1092.0381997023783,1085.436596598616,160.1603103762356,4062.418525747331,3723.2680797656103,1.6169386036148583,6020.295889779981,3.9489312327824106,3966721720.292102,2.0,50582541408730.875,10981880462164.736,1,0.07153246650939607,0.0014306493301879215,0,0.02635828325938227,,,,,,,,,
0.55,985.7559444725313,0.5628002501224345,79.79186692066273,2040,100.0,100.0,553.1488061210309,9.3631387340738,50.73827298122925,466.89239972264284,483.58278935568205,0.3212576107868653,4.125256636732452,3.3885984653372896,139.7361733736622,158.73464333164813,9.989029873867356,5.894856241813713e-05,0.053536569249269896,,986.873113762526,980.7559444725313,111.71692899947932,3803.299536441588,3485.7816032668065,1.7440774768639273,6079.473183524267,3.8299598978039575,53607566.35574064,2.0,6808248303188.42,3337376619209.941,1,0.024602757159220858,0.0004920551431844172,0,0.0040151699683848435,,,,,,,,,
0.55,1073.6889371316672,1.035038891464297,132.19861162613424,4760,100.0,100.0,473.4694389163231,8.564043032755459,45.75389942962394,492.08893719661535,558.9280585612563,0.36544705834516444,2.6844662419979874,3.8430225657028463,112.43582554008938,153.45866377209998,4.170601368505392,9.481271583402346e-05,0.04114435228453003,,1075.2698311919223,1068.6889371316672,158.08940602551868,4044.4805470838182,3706.827650757601,1.6580226858110176,6146.004337347663,4.00499012976878,2576236841.7324705,2.0,56475852688312.38,11864674934519.385,1,0.059716918521919446,0.0011943383704383888,0,0.022740202573146923,,,,,,,,,
0.7,1053.9750382847055,1.017455708967541,104.13707138998296,3955,100.0,100.0,535.3689117630813,13.887325460183485,56.100740374757784,530.6035677170445,410.3420628440999,0.34451044080098303,4.217736561933535,3.456725694158679,163.5136850305285,154.64149770291766,6.774262345036492,0.00010830997736966348,0.06724042114574746,,1056.512977209629,1048.9750382847055,253.79389249235342,4162.617462816521,3815.101922500347,1.834209064903286,6997.69452978009,4.525107835688055,1579184024.3724172,2.0,40274914073255.53,10183290536853.443,1,0.06055203298476973,0.0012110406596953947,0,0.019158663236381147,,,,,,,,,
0.85,883.5073255876712,0.9444505300881044,163.86350152307898,4527,100.0,100.0,483.96337477555653,12.94702056101056,53.00180231367701,535.3086235398978,540.5900811147471,0.3358841982124679,3.4376320668434035,4.295073661471234,51.26054735255822,164.86956046473972,8.592446298541217,8.87308265724621e-05,0.4401410595140577,,898.9064092487001,878.5073255876712,1539.9083661029008,3179.7796070026666,2914.3161484733305,1.5328455464360482,4467.196529094002,2.709533837842305,796190.9607942868,1.3385308303557542,37027055356521.914,8179159566273.882,1,0.14902122445437047,0.002980424489087409,0,0.0539695266483948,,,,,,,,,
0.55,961.8715853918837,0.5704332964092911,177.36772100277804,4407,100.0,100.0,553.8628310038036,14.650322105082667,50.34343358093165,497.94331399085354,487.4812462012277,0.32862054830561505,3.6210158960975507,5.221537005997756,169.65011056141975,160.16770487648697,9.174328763264535,4.051957025313584e-05,0.11049708989028305,,964.206931056394,956.8715853918837,233.53456645102406,3807.997576777096,3490.087428357891,1.8597645001687741,6490.740701745335,4.052465324861,54961591.935929984,2.0,349015500513890.5,79195711484885.48,1,0.19193078751908152,0.00383861575038163,0,0.06766711844772738,,,,,,,,,
0.7,870.6405225299444,0.5176569074132309,136.47946860649353,4331,100.0,100.0,462.85217000940355,14.731583539058803,54.18987901967353,530.6471797359662,472.0207230270214,0.36623437310636386,4.034033309884213,5.433825054294413,66.60507724533308,165.64156864820333,4.555495070431715,3.863822015041002e-05,0.3047229473605082,,876.4835573406865,865.6405225299444,584.303481074209,3135.229629567353,2873.4854197121513,1.5554529539357098,4469.571384182459,2.6983392035335805,417101.46272450563,1.5265858971030626,30023605674561.355,6932257140281.987,1,0.11817531300257081,0.002363506260051416,0,0.040945382449130735,,,,,,,,,
0.55,1091.9126357604177,1.0724472176576296,118.0322810099645,3304,100.0,100.0,532.9779975810217,9.075504783049329,44.12001113405846,531.6365931560576,536.6447480938081,0.3578348657179469,2.846534380210562,5.960226157498761,122.29163865831028,152.36524185437494,5.03561819670532,6.547076070071723e-05,0.03771844734965528,,1093.4134230881828,1086.9126357604177,150.07873277650003,4157.805183417118,3810.6913955777386,1.686940561071684,6428.409880926949,4.219078972795505,3505816003.9091587,2.0,29784915287694.84,9014804869156.996,1,0.050087763885067214,0.0010017552777013443,0,0.013239197750100969,,,,,,,,,
0.7,1081.2820976065484,1.3403366282551148,154.82492693545424,2899,100.0,100.0,499.77633181351644,13.392673233451502,46.91025948966665,461.39952825617075,498.60786964807573,0.33160314433138943,2.540587146240821,4.309014886215682,66.53693418031222,153.00307414360708,8.219267461560735,0.0001057782195721679,0.07356999063413577,,1084.9395172957884,1076.2820976065484,365.7419689240078,3914.9312828673396,3588.0937888580315,1.55533954512644,5580.704161433456,3.647445773668224,1560852671.8192546,1.9051189359796223,23627091133426.027,8150083178139.344,1,0.12770930600022473,0.0025541861200044946,0,0.02961834224757212,,,,,,,,,
0.85,1090.3484527397193,1.0256419501493692,97.8990557664552,4880,100.0,100.0,485.68764176937486,9.56354859501916,48.963696213072836,524.04354816271,480.85745073747205,0.3004516142615374,3.018164410941412,5.7244857684033885,117.6716265970778,152.45909283561684,11.899576845348427,6.475461439553847e-05,0.036472343622698356,,1091.7363779504117,1085.3484527397193,138.79252106922985,4131.964156523063,3787.0077032222594,1.6730826463250263,6335.976869760358,4.155853712570546,4762721795.831028,2.0,21417330599171.715,4388797253928.6055,1,0.03633312511578314,0.0007266625023156628,0,0.014184452045201738,,,,,,,,,
0.85,1088.6585717170037,0.5364729955293693,126.92104993275346,3664,100.0,100.0,542.9775431125704,11.672607816595518,50.70299818952677,526.8041471365281,435.89060396815296,0.30297575108861774,3.1545050272919237,3.3364563403746037,186.85381618740254,152.56048569697975,11.609329774858695,5.829529841717024e-05,0.022496420592630354,,1089.1067197169068,1083.6585717170037,44.814799990311606,4361.438598945419,3997.3245037139054,1.9364293577974452,7740.536521634709,5.073749264936922,5603699152.23398,2.0,89827115810618.92,24516134227788.957,1,0.07458484935127517,0.0014916969870255035,0,0.02186231104184578,,,,,,,,,
0.7,884.1307847663633,0.5024687894257742,66.52315391394325,1655,100.0,100.0,472.2420107902582,11.552499537886085,51.51411404315921,450.7903627809691,578.0276333511594,0.3391231608977237,4.299152928159506,3.5845117911257396,102.96517862708995,164.83215291401822,8.155721579500455,5.1884342013559265e-05,0.2142880051397997,,888.1196404994588,879.1307847663633,398.885573309559,3270.7265518561912,2997.670400276581,1.6325228501213567,4893.765425583952,2.9689386075887136,376298.64394517156,2.0,1954188037317.3228,1180778270282.308,1,0.021909723732699768,0.00043819447465399535,0,0.0029008474222094495,,,,,,,,,
0.85,1061.953996075899,0.9053547549869718,157.7640500031353,2569,100.0,100.0,443.79962940448416,12.36674538774177,48.95833871988049,459.9243930584854,519.1116818023287,0.3540895182264252,4.294428192371749,4.126891792019155,156.40980758171563,154.1627602354461,5.579189589487136,7.495120273140674e-05,0.05568517186060885,,1063.823725429753,1056.953996075899,186.9729353853845,4154.93643255025,3808.06214197826,1.8058003488468664,6876.599944414887,4.460610288705622,1270020738.4989693,2.0,102468630297729.31,39886582443647.01,1,0.12337419679100659,0.002467483935820132,0,0.02535586492448768,,,,,,,,,
0.7,1085.1225535210085,1.3904536773640697,76.25995895116921,2388,100.0,100.0,596.1024522775937,8.308860517192581,40.69807307045676,473.418913626248,423.0912130268562,0.3005962952953083,2.863278611128636,3.401730237021692,199.452121589307,152.7726467887395,11.918645471958683,0.0001406336409695789,0.04217095558589179,,1087.3015277741792,1080.1225535210085,217.8974253170642,4393.753280427147,4026.941398503587,1.9972643600809463,8042.866535365738,5.264598541967892,3607829115.0488777,2.0,11088124581634.209,4643268250265.498,1,0.019193472446895364,0.00038386944893790726,0,0.0036667209762548903,,,,,,,,,
0.7,956.7556967782439,0.5074744052003275,145.8715164318446,1387,100.0,100.0,429.56736977718214,13.946419089854068,42.382949978947664,480.08275047886417,532.9605544173035,0.3613916631463567,4.1681757408596845,5.04639560365435,107.23436706550262,160.4746581933054,4.976116620204612,3.6722131399278534e-05,0.10361229487198387,,958.7038161579991,951.7556967782439,194.81193797552032,3593.8202085263606,3293.790627926806,1.6437401184992368,5414.135797060084,3.373826034599367,8994226.408734329,2.0,24997053632717.902,18022389064684.78,1,0.12381792294767,0.0024763584589533997,0,0.01373883673027346,,,,,,,,,
0.55,955.818737568787,1.4223792856908641,178.29279631596984,1811,100.0,100.0,491.5821035481922,9.199037714711956,46.8068505865638,456.97411286090335,417.7575036983352,0.3495682877943168,2.95646103347078,5.021943924889095,196.14807124684575,160.53087574587278,6.503304868034311,0.00010095851890580766,0.17139179172383676,,964.8530981462475,950.818737568787,903.4360577460517,3893.0123852934216,3568.004787401539,1.980925823173221,7067.952820569387,4.40286193402337,22037430.937621832,2.0,189789572409929.6,104798217785714.73,1,0.12205116105758762,0.0024410232211517524,0,0.017682772214023295,,,,,,,,,
0.55,971.2685070363806,1.3683929991072896,67.49826684445617,4331,100.0,100.0,460.81903482294985,12.702430429948079,48.532750829492564,521.1216769809602,462.7933847397825,0.28904990037272243,2.711245292191885,3.3102737539767646,173.12913935381812,159.60388957781717,14.18732287956193,0.00015609962340848167,0.20189124372463996,,981.5085133373323,966.2685070363806,1024.0006300951713,3891.23772292633,3566.3782824755017,1.8746712361674223,6685.786783448997,4.188987374389297,83613223.23977034,2.0,11934956190436.129,2755704500216.1064,1,0.024015348157255888,0.00048030696314511776,0,0.00832083782952602,,,,,,,,,
0.7,892.4310431077555,0.570518756226343,179.5963259529322,2333,100.0,100.0,477.7344791880007,13.133523325165967,42.01433529387798,505.49805882413744,507.55870140126905,0.31043231773488583,4.118448609493843,3.7396134817995907,197.82335184475423,164.33413741353468,11.947417640563275,5.944795508986016e-05,0.23258198465272753,,897.3468320254639,887.4310431077555,491.57889177083905,3593.6537972998535,3293.6381095184142,1.9891759816886678,6551.6258198284995,3.9867710525305036,1607929.1305169705,2.0,276310454384846.16,118435685548583.77,1,0.18099946165440337,0.003619989233088067,0,0.033781739523177846,,,,,,,,,
0.85,971.0645975749544,0.5176787150603167,161.5954873618525,1442,100.0,100.0,539.3878044123006,11.528430874696344,40.21813946785856,496.21114589052456,483.31206133180524,0.35650743070974183,4.360324912857864,6.52927589630769,189.94661318514525,159.61612414550274,5.56206802051579,2.9218537690553547e-05,0.07099661932469689,,972.4263962594241,966.0645975749544,136.17986844697455,3886.632949963831,3562.157938343754,1.95099644825634,6949.757485836791,4.354044757722306,30430342.811691854,2.0,99254445611231.94,68831099591700.24,1,0.12493345952015678,0.0024986691904031353,0,0.014412323890245285,,,,,,,,,
0.7,864.4767707200476,1.487793589588751,112.27425270584233,4824,100.0,100.0,582.7422859733393,12.424557670862583,53.26866616048968,510.8719713653071,538.5739980621507,0.3552422495323114,3.417322839646295,6.787206754638095,58.364150731456675,166.01139375679716,6.057810515371409,8.764623661234732e-05,0.8584453634478967,,911.7849154703791,859.4767707200476,4730.814475033147,3309.5212074643323,3033.226289453391,1.5425796761325525,4678.993227221756,2.818477166739756,387651.2416913231,1.4959848717516049,13506252418695.541,2799803569381.319,1,0.06760090750723025,0.0013520181501446048,0,0.026088542225190296,,,,,,,,,
0.55,959.8761009898428,1.4187666530117908,134.97571708960095,2874,100.0,100.0,553.3140537551234,14.53998280045111,42.05822688507584,476.1060744531182,584.3554902224699,0.34161448677942474,3.671103447904011,4.840000717078301,89.88800601054857,160.28743394060945,7.512386504469904,0.00010642374750668868,0.3053523691052473,,975.9270176257215,954.8761009898428,1605.0916635878657,3627.426012968012,3324.5908564555557,1.6009981703069052,5322.663878204411,3.3206994131408916,20189253.0291046,2.0,28867971185379.95,10044527204377.125,1,0.1103946441583277,0.002207892883166554,0,0.025381936584882706,,,,,,,,,
0.7,1060.6296400945146,1.0242720685783167,103.18739641901769,1851,100.0,100.0,480.7794271105853,9.520247539512319,42.227568328191765,538.1225024967484,530.4771709724084,0.2818683993884682,3.9589413334551393,4.181822259846355,182.56282988739446,154.24222159432912,14.366683902946763,9.05576385203816e-05,0.049623972403500055,,1062.5156106324605,1055.6296400945146,188.59705379458939,4232.405046534031,3879.0632994910584,1.9166148357061716,7434.670268447895,4.82012654615527,1065974999.9513762,2.0,21937711144077.19,11851815853094.01,1,0.04065164926761559,0.0008130329853523118,0,0.006019696223548516,,,,,,,,,
0.7,891.5733118437616,0.5655247151241638,143.19630961135368,2449,100.0,100.0,470.4900826246239,9.808563906159105,47.04249817087277,469.396459679842,450.20502535112826,0.31208164923301573,4.3146236328256276,5.0045603835358685,98.68589962955997,164.3856012893743,11.732692319660217,4.2456840298315306e-05,0.16397064136458342,,895.0086252007596,886.5733118437616,343.53133569980463,3301.363081625933,3025.7492436167026,1.6217363348211948,4906.967488430954,2.9850348509496465,788148.157470323,2.0,38916013258722.44,15890572992536.688,1,0.08596193836630213,0.0017192387673260427,0,0.016841662964725914,,,,,,,,,
0.55,975.1284306167144,0.5626229644978079,99.98772131034424,4932,100.0,100.0,497.8310148973351,11.677070364434528,54.66058475396655,547.5036229404412,478.2866858196244,0.3571377614312356,3.8881340131891458,3.924387722049274,187.6836440239486,159.37229416299712,5.469264926098703,5.5385039533328324e-05,0.07438600223013549,,976.6796318754917,970.1284306167144,155.1201258777424,3916.583271480857,3589.607861431761,1.9403143779263532,6964.967744653515,4.370250037017183,122177945.7998035,2.0,61614946103398.69,12492892559488.748,1,0.048374157206560756,0.0009674831441312151,0,0.01908650746742061,,,,,,,,,
0.85,864.4834370706363,0.997082476191769,103.12809575022467,3833,100.0,100.0,526.4324935959436,9.129828611188099,40.49128930012833,547.5870280513162,566.9184859890605,0.33256157014161847,3.6582025979580024,4.011334426097447,157.8635571895329,166.01099377576185,9.127532477639159,0.00010289449473194386,0.4336910542702122,,880.5030053888421,859.4834370706363,1601.9568318205775,3409.9091932194356,3125.2333981707725,1.8115112836066616,5661.395564690745,3.410253403059459,496181.0778434057,2.0,45471482026070.84,11863157324829.293,1,0.04191088382569596,0.0008382176765139191,0,0.012851553416311407,,,,,,,,,
0.7,1068.44986263269,1.3085893362986412,177.45214486676804,1118,100.0,100.0,521.3717610052545,14.464842918382804,41.69933235100416,467.00444694981394,425.1129937427838,0.2877525221940897,3.9404356059621453,3.5842441142075367,143.1211978871291,153.7730082420386,13.589634846084236,0.00012541967696434684,0.08031467055223679,,1072.3484939024986,1063.44986263269,389.8631269808634,4157.9271631813,3810.8031918782617,1.7560459660580847,6691.945572539094,4.351833685926191,634821621.5927061,2.0,57108010949339.836,51080510688139.266,1,0.18210827740269514,0.0036421655480539028,0,0.016287764330897053,,,,,,,,,
0.7,885.4359054965153,1.0562311124845754,59.13261936284724,3768,100.0,100.0,470.3471402073617,10.961563935920312,54.40071872579878,492.1714835852384,544.7971776058932,0.31291785980971276,4.122865503581109,6.569130735350056,186.2974194579208,164.75384567020907,11.658512222032352,6.21261958929673e-05,0.40787756798387154,,901.3943720524453,880.4359054965153,1595.8466555930004,3591.533433886371,3291.694764349794,1.933834106208506,6365.591602527602,3.863698341384837,1755741.557889336,2.0,8302344663226.301,2203382341620.5186,1,0.01641858267499521,0.0003283716534999042,0,0.004949217561550557,,,,,,,,,
0.55,1063.8289067935466,0.5449422566541914,113.5499056135775,2178,100.0,100.0,484.4596779466515,14.096626280399413,57.63073354458226,477.8604836717899,520.7223498005033,0.338339049974236,4.210280782267432,5.204810889286195,84.81144954670813,154.0502655923872,7.485144598002938,3.643859224041785e-05,0.0376166369852647,,1064.588860570405,1058.8289067935466,75.99537768583873,3916.5128350161594,3589.543305345529,1.5899122746776728,5707.058961655923,3.704673237472141,717312809.4062486,2.0,9391480282625.635,4311974418101.721,1,0.07279885366137899,0.0014559770732275798,0,0.012684472261958676,,,,,,,,,
0.7,883.8751892827946,1.0839580313064674,160.68662122891143,3661,100.0,100.0,571.6252076453444,11.3501477462962,41.94108298330734,507.80299175986715,440.60672374013757,0.372842204042545,3.3086274664347535,4.840360157542088,163.6564723525232,164.8474886430323,3.638838773259206,8.798967872586932e-05,0.39786994179870616,,899.8518446882417,878.8751892827946,1597.6655405447082,3522.015258144785,3227.980303847582,1.8347930117859024,5922.675703682077,3.5928213116472087,1325549.1561107857,2.0,213112300523435.78,58211499733252.016,1,0.12560780775911273,0.002512156155182255,0,0.03678801473648894,,,,,,,,,
0.55,866.4140520995524,1.3856467737870288,68.47248009259694,1790,100.0,100.0,498.61366511692654,8.331641951026018,45.21573867515756,459.87447085656584,487.95576117520557,0.30585516966300214,3.8289345899860097,3.8137259250578,66.20613154100005,165.8951568740269,12.72941819424918,0.00013762553757430343,0.49690074938786705,,891.9221861982111,861.4140520995524,2550.813409865872,3212.200464790529,2944.0303554549864,1.5547906481703024,4577.350864590904,2.7591829386958735,149477.02387624758,1.558708880117904,1104225081079.72,616885520156.2312,1,0.016848830850364895,0.0003369766170072979,0,0.002412752577772253,,,,,,,,,
0.7,974.5050159909738,0.5251240574361535,149.4424833361063,2863,100.0,100.0,404.8198719572035,12.25149651496234,56.99077291026011,460.30949371126326,461.75796187306884,0.345343209881354,3.123046379086831,6.985384672622363,151.09383963850152,159.4096990405416,6.976646783636957,2.6636888640077824e-05,0.07205906095870133,,975.9070135515927,969.5050159909738,140.19975606189823,3782.2050919295243,3466.4482255228913,1.785366854708815,6188.881765412758,3.8823746626852245,51551700.60018711,2.0,99970660054568.33,34918148814030.1,1,0.11340321894800326,0.0022680643789600653,0,0.02597387326785067,,,,,,,,,
0.55,986.8738455237401,0.5169899930496812,164.510708260807,2730,100.0,100.0,481.64392558534496,12.705978988747425,54.93325316857518,534.536939190754,439.34667366960076,0.36630008098586925,3.1165472509539045,4.0093346873473195,138.87305587603498,158.6675692685756,4.272436331115682,4.894420205806773e-05,0.06286268926851221,,988.0784634848769,981.8738455237401,120.4617961136823,3802.4760786632046,3485.0268917465983,1.7410715706043542,6067.681244011661,3.8241470969665734,74414693.41765025,2.0,113250688118218.28,41483768541471.85,1,0.14185935914791317,0.0028371871829582633,0,0.030982084037904235,,,,,,,,,
0.55,867.6818364202322,1.3871880316738574,153.50696840210583,2343,100.0,100.0,479.53213106678254,9.430429140376631,49.477460026866986,527.8390997370082,433.1935475548486,0.2826236068987915,4.251344194937632,4.985208200101237,92.58513351958334,165.81908981478608,15.86016485051192,0.00011281247725600105,0.5213872818656002,,894.4751212124247,862.6818364202322,2679.3284792192508,3294.184748150767,3019.170192313986,1.6071500868604884,4852.25963682402,2.9262370467983025,240572.34383539404,1.9539631083798465,43782160542924.58,18686368136118.008,1,0.09580662047564613,0.0019161324095129226,0,0.01795799294195511,,,,,,,,,
0.55,864.54019416878,1.4136466181050422,142.51632504256418,2322,100.0,100.0,535.4826080552153,13.802495597394534,47.039127872322034,501.098534585851,531.4872171415204,0.31557825105663684,2.79779805628561,5.34353622282172,175.480915268349,166.0075883498732,11.425824082397687,0.00010475576239374135,0.8993559881599478,,911.6335141230046,859.54019416878,4709.331995422457,3656.7060983314686,3351.4264979621175,1.8849193952927186,6317.168807906748,3.805349424505132,396415.9525059992,2.0,102836430220709.6,44287868312105.69,1,0.12100077048593202,0.0024200154097186403,0,0.02247710312546673,,,,,,,,,
0.7,967.2183413562802,0.4871841441053394,170.5074286518984,2306,100.0,100.0,528.1277216454664,13.533196777237421,41.21061473243935,544.6804716738611,455.5909647187056,0.37572376273011443,3.636573704721837,6.163984340435491,195.09484692380335,159.8468995186232,3.111114295421271,3.057565890614331e-05,0.07943151002596013,,968.6521438823249,962.2183413562802,143.38025260446932,3886.177293168597,3561.7403219927373,1.9757749912027782,7037.197453351781,4.402461026484848,43311358.771322176,2.0,201727125785042.16,87479239282325.22,1,0.16351762535860478,0.003270352507172096,0,0.030165731526155412,,,,,,,,,
0.85,987.6854130319307,0.435716412888706,150.00719875113532,1276,100.0,100.0,548.0946595547193,10.940238039467193,46.02382852198607,500.8009443802392,565.3886937889504,0.3756829844413825,2.7557497822098194,4.597709321741445,133.1326218380665,158.61887521808416,3.0815013584106343,3.4804279005732486e-05,0.051307255450127626,,988.5139529613934,982.6854130319307,82.85399294628027,3787.1698369321666,3470.9984894790437,1.7215536874684703,5975.510248760138,3.7672125972047423,34496513.00949825,2.0,35554242577135.72,27863826471109.395,1,0.10152644691451633,0.0020305289382903267,0,0.010363819701033826,,,,,,,,,
0.55,1085.134545620897,1.005229126421421,198.37897593982348,4248,100.0,100.0,594.8937532557225,10.197133255855169,49.8603471897401,500.56744699225055,499.1299638947337,0.3467820026296727,3.301996459950035,3.898699246138378,105.17683801034457,152.77192726274617,6.380868847281015,9.121891566307677e-05,0.04063524368307651,,1086.650820673503,1080.134545620897,151.6275052606136,4053.2519616179025,3714.8667849684566,1.6382770906731783,6085.981148716546,3.9837038504132476,3197827956.3717794,2.0,182742865207561.44,43018565256017.26,1,0.15939925532939359,0.0031879851065878717,0,0.054170242931141116,,,,,,,,,
0.7,953.4312988651692,0.9314791380963938,67.35639719319465,4801,100.0,100.0,525.795946610292,8.865741922035369,50.90063345690932,486.85381026108405,445.92898612986016,0.3439982197774627,4.402335400306033,3.610036605752279,57.17437815886334,160.67412206808984,7.230939170442672,9.505402018472064e-05,0.11481803057093894,,957.3957114944632,948.4312988651692,396.44126292939944,3436.1068191769714,3149.243918966482,1.540861368973159,4852.548296209089,3.020118133368543,20759174.827324897,1.5355794495469801,1934102622973.9373,402854118511.5351,1,0.01680320272721173,0.00033606405454423465,0,0.006453774103467483,,,,,,,,,
0.7,1058.3804793607642,1.0288268114761565,161.39970978164723,3676,100.0,100.0,434.05735531673673,12.600512644896684,41.11948603664791,465.5079033402395,427.90073967215915,0.3006566959723208,3.8805166524680743,6.108357301487435,174.74742050265974,154.37717123835415,12.09736856519444,5.796290861945042e-05,0.06048661257732575,,1060.6875120477785,1053.3804793607642,230.7032687014166,4206.506604055088,3855.326984882816,1.8817082621541674,7254.60064075991,4.699270353619191,1852238833.9023423,2.0,193732855348590.97,52702082521379.43,1,0.1317498532656206,0.002634997065312412,0,0.03874499684835371,,,,,,,,,
0.55,992.3167908945068,1.4521950395583267,68.96525482067048,4236,100.0,100.0,567.9143141834955,11.138766262428126,42.04687145182899,488.3370706088823,557.6663828043048,0.3146821231483797,2.8874327712860133,3.177702505978425,63.71940435779872,158.3409925463296,10.783994036725074,0.00016537832311557747,0.16469706498098824,,1001.1839176491618,987.3167908945068,886.7126754655015,3627.7677797312435,3324.9040908680618,1.5507520311464082,5156.101772280649,3.256327808335549,93928781.0432588,1.722499222836491,2128741573391.7002,502535782198.2145,1,0.02181044326766672,0.0004362088653533344,0,0.007391123014546898,,,,,,,,,
0.85,968.0926030081764,1.3313915812348964,181.1093306161096,1059,100.0,100.0,565.9355142567802,8.882610357885378,44.15398071952379,499.295529571407,472.8327622670531,0.3259782062640007,3.2156562056346236,5.934844150815733,114.79170451082226,159.79444381950944,9.481711952727572,8.305306752864056e-05,0.14375909735255546,,975.1855744191403,963.0926030081764,709.2971410963837,3688.1678245035037,3380.261646297582,1.6647141928062492,5627.169537990202,3.5215051308956564,11762397.429446017,2.0,45175879536570.46,42658998618102.31,1,0.12104790715669574,0.002420958143133915,0,0.010255178694315262,,,,,,,,,
0.7,860.2900648703699,0.9509237139158743,177.56640443348164,3725,100.0,100.0,515.8724407768565,9.711902123192315,41.63321285581177,526.1507486435441,508.6084985214679,0.37782490372725547,2.9813492601718785,4.680313623168866,70.03510972582261,166.2625961077778,3.007823305210719,8.271263585164985e-05,0.44166242288952284,,875.8480620880758,855.2900648703699,1555.7997217705936,3147.2901169530624,2884.5390389847653,1.5613114574288502,4503.663850967719,2.708765504929486,222061.610684423,1.5773409356276251,71759801393941.84,19264376213138.73,1,0.13237129078365795,0.002647425815673159,0,0.039446644653530066,,,,,,,,,
0.55,967.353836300623,0.9520692756792397,56.453822615851564,2067,100.0,100.0,552.6056619653941,14.055917145974014,47.563249065661566,471.5038597263674,570.4099208803815,0.30658165515535385,3.323995023060891,3.184921721979692,150.47692636853998,159.83876982196264,11.971115422629783,0.00010758597643869058,0.1801296514556955,,973.7093302299726,962.353836300623,635.5493929349598,3777.3641773366567,3462.0114540119653,1.7830413171165376,6172.909462834034,3.861960067454076,28124045.79459469,2.0,2396820637903.411,1159564894970.1309,1,0.018616643123539934,0.0003723328624707987,0,0.0030784481069085633,,,,,,,,,
0.85,990.6879790593446,0.9540003486690254,91.25550517665225,3997,100.0,100.0,410.73511605501164,13.591228334539286,57.19726196975678,492.9800341022363,452.6716126993282,0.29263847370667484,3.0060623351036035,3.8410150779437813,119.5862672772076,158.43872125643932,13.582504393952393,9.037525433831956e-05,0.12098929460005453,,994.9661289577824,985.6879790593446,427.81498984378237,3775.6515364927714,3460.4417927508894,1.6787609415161966,5809.254522060478,3.6665623630336994,112488917.23933376,2.0,16143822455337.01,4038984852473.578,1,0.046624214978145784,0.0009324842995629156,0,0.014908558981411895,,,,,,,,,
