building_id,timestamp,co2_ppm,tvoc_ppb,pm25_ugm3,temperature_c,humidity_percent,air_quality_index
B_0083,2020-03-09,738.2,68.2,5.0,22.2,43.2,228.7
B_0084,2020-03-09,965.3,8.0,5.3,23.8,40.0,256.0
B_0085,2020-03-09,895.1,26.5,4.4,23.9,40.6,245.8
B_0086,2020-03-09,792.7,12.9,5.1,23.1,32.9,214.8
B_0087,2020-03-09,714.5,18.1,5.1,18.3,42.2,197.9
B_0088,2020-03-09,853.8,26.1,7.5,23.1,50.7,241.5
B_0089,2020-03-09,527.8,109.9,28.6,19.6,54.5,244.0
B_0090,2020-03-09,596.9,152.2,6.6,23.7,66.4,238.5
B_0091,2020-03-09,892.0,8.0,13.4,19.8,35.5,253.8
B_0092,2020-03-09,1149.1,13.9,7.2,20.0,45.2,308.7
B_0093,2020-03-09,1081.3,65.4,4.9,21.0,41.9,312.8
B_0094,2020-03-09,642.9,23.7,11.5,26.0,39.5,195.6
B_0095,2020-03-09,658.1,1.0,18.0,20.5,46.7,201.0
B_0096,2020-03-09,1203.9,12.7,0.3,23.2,57.8,308.0
B_0097,2020-03-09,666.5,6.5,16.6,24.6,35.3,203.0
B_0098,2020-03-09,621.8,9.2,14.1,25.4,61.6,188.3
B_0099,2020-03-09,532.8,3.9,15.5,21.1,51.8,166.2
B_0100,2020-03-09,525.0,52.4,13.7,20.1,61.7,184.9
B_0001,2020-03-10,962.9,30.8,4.1,23.4,46.3,264.2
B_0002,2020-03-10,612.6,22.6,6.6,23.1,35.2,177.5
B_0003,2020-03-10,963.8,20.8,23.9,21.8,44.3,299.2
B_0004,2020-03-10,698.9,3.3,11.8,22.4,46.6,200.0
B_0005,2020-03-10,400.0,3.2,16.9,18.1,49.7,135.4
B_0006,2020-03-10,500.3,99.1,2.3,20.0,49.7,179.2
B_0007,2020-03-10,699.4,85.4,12.0,19.9,55.7,241.5
B_0008,2020-03-10,1186.1,30.1,11.1,19.2,42.1,333.7
B_0009,2020-03-10,725.8,133.7,7.1,21.1,41.7,262.6
B_0010,2020-03-10,1078.7,107.1,32.7,23.8,46.3,388.6
B_0011,2020-03-10,981.8,42.8,2.2,20.4,37.2,271.2
B_0012,2020-03-10,434.4,140.8,0.5,24.4,45.0,179.9
B_0013,2020-03-10,654.0,27.6,21.1,23.4,65.2,219.5
B_0014,2020-03-10,627.0,42.4,4.3,20.8,47.7,186.5
B_0015,2020-03-10,614.7,173.2,7.1,24.1,44.1,254.6
B_0016,2020-03-10,474.6,22.7,4.9,23.8,59.1,139.9
B_0017,2020-03-10,589.0,122.2,7.3,20.8,46.6,222.9
B_0018,2020-03-10,762.4,16.9,1.1,22.6,30.0,201.3
B_0019,2020-03-10,837.7,44.4,9.2,19.1,46.3,250.0
B_0020,2020-03-10,866.2,51.5,9.7,23.0,54.2,261.6
B_0021,2020-03-10,836.4,30.1,18.4,22.3,52.4,261.0
B_0022,2020-03-10,876.1,15.6,17.3,24.4,54.4,261.3
B_0023,2020-03-10,839.6,36.6,0.3,19.4,65.0,228.8
B_0024,2020-03-10,578.3,20.1,4.2,21.5,69.1,163.0
B_0025,2020-03-10,792.0,115.4,12.3,24.6,66.6,280.4
B_0026,2020-03-10,529.3,8.9,4.5,23.3,60.4,145.8
B_0027,2020-03-10,907.5,3.8,12.1,26.0,62.2,253.0
B_0028,2020-03-10,900.6,3.7,8.7,23.0,57.7,244.4
B_0029,2020-03-10,820.5,15.0,17.5,18.0,64.1,247.6
B_0030,2020-03-10,730.4,89.7,35.6,25.8,46.0,298.6
B_0031,2020-03-10,961.8,94.2,7.7,25.0,54.1,302.9
B_0032,2020-03-10,937.2,24.2,10.5,22.0,54.9,267.4
B_0033,2020-03-10,699.9,53.2,28.6,21.6,47.0,258.8
B_0034,2020-03-10,400.0,62.6,17.6,24.4,39.5,166.5
B_0035,2020-03-10,408.0,7.8,0.6,18.0,36.3,107.2
B_0036,2020-03-10,730.0,12.6,12.4,24.6,59.8,213.6
B_0037,2020-03-10,605.5,6.7,10.4,23.8,52.1,175.6
B_0038,2020-03-10,1256.4,42.4,4.3,25.9,45.2,343.8
B_0039,2020-03-10,1066.1,85.5,10.1,21.1,47.8,329.5
B_0040,2020-03-10,494.1,133.2,16.0,26.0,49.2,222.2
B_0041,2020-03-10,776.7,9.9,1.4,21.6,42.4,202.0
B_0042,2020-03-10,758.9,30.9,16.4,23.6,48.3,238.0
B_0043,2020-03-10,910.3,1.3,7.5,20.5,47.4,243.1
B_0044,2020-03-10,768.2,42.8,28.3,23.5,47.0,270.1
B_0045,2020-03-10,716.4,35.5,50.0,19.7,30.0,296.8
B_0046,2020-03-10,952.1,6.7,16.1,20.5,61.4,273.6
B_0047,2020-03-10,987.1,8.5,16.2,19.3,57.7,283.4
B_0048,2020-03-10,761.6,180.8,5.7,22.0,46.1,292.3
B_0049,2020-03-10,693.4,60.4,13.9,23.5,59.3,231.4
B_0050,2020-03-10,499.0,72.0,10.9,21.4,51.2,182.6
B_0051,2020-03-10,697.7,27.7,11.4,24.2,58.2,211.0
B_0052,2020-03-10,679.1,8.6,2.6,20.2,63.6,179.3
B_0053,2020-03-10,781.6,21.8,4.4,20.1,41.6,215.0
B_0054,2020-03-10,441.8,72.1,3.0,25.0,38.9,152.5
B_0055,2020-03-10,763.7,39.2,26.9,20.1,32.7,264.3
B_0056,2020-03-10,1160.1,41.8,22.8,24.3,51.7,356.6
B_0057,2020-03-10,579.0,13.2,13.7,20.1,52.6,178.8
B_0058,2020-03-10,1128.8,60.7,10.6,21.3,61.0,333.8
B_0059,2020-03-10,747.1,57.3,0.6,21.4,40.3,216.7
B_0060,2020-03-10,815.6,102.3,0.3,21.0,45.7,255.7
B_0061,2020-03-10,830.0,33.9,24.5,19.5,40.6,273.4
B_0062,2020-03-10,1138.7,42.8,1.2,22.9,60.3,308.5
B_0063,2020-03-10,843.0,2.1,4.5,22.5,50.8,220.8
B_0064,2020-03-10,640.0,139.5,1.8,22.4,46.7,233.5
B_0065,2020-03-10,913.8,5.2,10.0,26.0,30.2,251.0
B_0066,2020-03-10,875.3,19.9,13.5,20.8,53.8,255.7
B_0067,2020-03-10,867.0,10.8,14.2,21.1,39.9,250.6
B_0068,2020-03-10,898.2,14.3,8.6,25.0,52.8,248.9
B_0069,2020-03-10,400.0,156.5,0.2,23.5,37.3,178.7
B_0070,2020-03-10,941.9,13.5,0.9,20.4,59.9,244.0
B_0071,2020-03-10,1136.3,81.2,9.3,24.7,37.5,343.3
B_0072,2020-03-10,888.7,28.7,1.3,18.0,40.4,239.2
B_0073,2020-03-10,929.6,130.3,9.9,19.7,69.9,317.2
B_0074,2020-03-10,699.9,10.8,13.5,23.3,44.2,207.4
B_0075,2020-03-10,1162.6,21.8,5.0,23.2,42.6,311.6
B_0076,2020-03-10,686.0,31.5,0.7,20.5,46.3,188.6
B_0077,2020-03-10,546.0,1.9,33.0,24.0,65.2,203.5
B_0078,2020-03-10,805.7,95.4,0.6,23.5,39.5,250.2
B_0079,2020-03-10,760.6,24.7,19.0,23.9,30.4,240.5
B_0080,2020-03-10,749.5,14.4,13.8,22.9,47.1,222.1
B_0081,2020-03-10,817.0,4.0,2.8,25.0,44.4,211.8
B_0082,2020-03-10,581.5,51.6,12.0,20.5,39.6,195.3
B_0083,2020-03-10,522.5,82.3,18.8,22.4,48.3,209.4
B_0084,2020-03-10,666.8,16.2,1.7,21.4,41.9,178.1
B_0085,2020-03-10,871.1,28.1,18.7,19.0,60.3,269.2
B_0086,2020-03-10,400.0,105.9,2.4,19.5,58.6,157.7
B_0087,2020-03-10,536.1,16.1,19.1,20.4,34.1,180.2
B_0088,2020-03-10,649.5,61.7,8.1,22.2,30.0,209.5
B_0089,2020-03-10,510.9,63.2,5.2,19.3,47.1,169.8
B_0090,2020-03-10,894.7,121.7,8.7,22.4,61.1,301.8
B_0091,2020-03-10,626.4,42.1,16.0,19.7,54.7,209.7
B_0092,2020-03-10,912.1,29.4,12.7,21.5,47.6,268.1
B_0093,2020-03-10,720.5,4.5,7.7,23.0,52.8,197.7
B_0094,2020-03-10,744.7,0.3,30.1,24.6,57.8,246.4
B_0095,2020-03-10,878.8,11.3,28.1,19.5,54.1,281.6
B_0096,2020-03-10,889.6,7.7,19.2,21.1,54.6,264.7
B_0097,2020-03-10,720.7,36.8,2.5,24.2,61.8,203.5
B_0098,2020-03-10,732.3,58.9,11.5,18.9,60.7,235.6
B_0099,2020-03-10,905.1,31.6,3.2,18.0,58.9,248.6
B_0100,2020-03-10,845.4,15.4,29.9,22.3,37.4,278.9
B_0001,2020-03-11,558.6,40.9,1.3,22.6,47.6,162.6
B_0002,2020-03-11,953.1,11.5,2.8,21.2,47.2,249.7
B_0003,2020-03-11,808.2,69.4,11.5,22.1,40.5,259.8
B_0004,2020-03-11,713.5,36.7,4.4,24.8,56.9,205.6
B_0005,2020-03-11,883.4,53.2,5.5,24.5,57.7,258.4
B_0006,2020-03-11,704.3,3.3,7.0,20.4,34.8,191.8
B_0007,2020-03-11,792.6,52.4,3.5,23.3,46.8,231.4
B_0008,2020-03-11,914.2,33.9,5.2,22.7,56.2,256.0
B_0009,2020-03-11,914.9,131.0,26.6,20.6,67.5,347.4
B_0010,2020-03-11,1005.9,28.7,13.0,22.6,46.7,291.7
B_0011,2020-03-11,755.1,1.3,14.8,20.7,49.3,218.9
B_0012,2020-03-11,834.0,34.3,1.4,22.6,52.5,228.4
B_0013,2020-03-11,812.3,20.5,4.8,21.0,33.8,223.0
B_0014,2020-03-11,631.5,49.8,2.0,19.7,54.3,186.7
B_0015,2020-03-11,830.6,86.3,2.2,22.7,57.5,255.2
B_0016,2020-03-11,804.9,10.8,6.1,26.0,68.5,218.9
B_0017,2020-03-11,835.4,20.3,8.5,22.8,51.4,235.9
B_0018,2020-03-11,654.8,43.1,0.4,23.7,54.1,186.0
B_0019,2020-03-11,730.2,31.3,2.0,20.8,54.4,202.1
B_0020,2020-03-11,643.8,19.0,27.6,24.4,56.0,225.7
B_0021,2020-03-11,930.7,27.3,6.6,19.1,34.0,259.5
B_0022,2020-03-11,400.0,29.0,12.8,21.9,43.6,140.0
B_0023,2020-03-11,977.1,7.7,6.3,25.4,54.8,260.6
B_0024,2020-03-11,779.7,2.6,1.5,21.9,45.1,199.2
B_0025,2020-03-11,1034.0,80.1,19.5,25.2,45.3,337.6
B_0026,2020-03-11,958.3,0.7,4.0,21.8,64.9,247.9
B_0027,2020-03-11,818.3,23.3,18.4,18.0,40.5,253.1
B_0028,2020-03-11,914.7,31.3,24.4,21.8,45.6,293.2
B_0029,2020-03-11,628.6,19.9,12.5,23.8,58.1,192.1
B_0030,2020-03-11,772.2,129.2,2.9,26.0,54.1,263.4
B_0031,2020-03-11,833.2,24.6,2.4,24.6,49.0,225.4
B_0032,2020-03-11,833.0,65.5,5.5,21.9,62.8,252.0
B_0033,2020-03-11,953.9,93.5,0.4,24.8,51.3,286.0
B_0034,2020-03-11,877.8,41.0,0.7,20.6,60.6,241.3
B_0035,2020-03-11,484.4,23.7,3.1,22.4,60.3,139.1
B_0036,2020-03-11,1174.3,10.8,7.7,18.3,51.0,314.3
B_0037,2020-03-11,929.5,90.2,11.4,22.0,49.2,300.3
B_0038,2020-03-11,959.6,53.6,0.1,24.7,39.9,267.0
B_0039,2020-03-11,1071.8,17.4,16.1,19.0,45.9,308.8
B_0040,2020-03-11,853.5,8.1,11.7,21.1,54.5,240.9
B_0041,2020-03-11,876.3,1.5,4.8,18.1,52.9,229.5
B_0042,2020-03-11,553.5,18.3,3.1,22.8,46.9,153.7
B_0043,2020-03-11,967.0,77.2,6.4,22.3,49.8,293.1
B_0044,2020-03-11,565.4,9.0,0.9,22.2,55.4,147.6
B_0045,2020-03-11,1207.3,161.7,1.0,22.1,49.8,384.6
B_0046,2020-03-11,838.9,26.6,12.2,24.5,36.5,247.3
B_0047,2020-03-11,845.3,8.5,9.1,21.7,56.6,233.8
B_0048,2020-03-11,1018.1,12.2,10.8,19.9,60.3,282.2
B_0049,2020-03-11,884.3,21.3,11.2,23.4,61.7,254.1
B_0050,2020-03-11,607.9,0.6,2.6,21.5,52.6,157.4
B_0051,2020-03-11,439.3,1.6,3.2,23.4,35.3,117.1
B_0052,2020-03-11,803.4,63.0,13.3,18.0,34.3,259.0
B_0053,2020-03-11,895.8,40.4,23.8,24.6,61.9,291.8
B_0054,2020-03-11,610.6,112.2,1.9,19.2,61.7,212.5
B_0055,2020-03-11,508.1,38.0,8.0,21.4,68.4,161.9
B_0056,2020-03-11,797.0,115.6,1.5,25.1,30.0,260.1
B_0057,2020-03-11,872.8,89.3,40.1,22.4,48.2,343.1
B_0058,2020-03-11,489.6,28.1,13.0,23.3,54.7,162.5
B_0059,2020-03-11,1158.5,20.0,22.2,21.7,38.6,344.1
B_0060,2020-03-11,979.2,132.7,4.9,23.3,59.9,320.9
B_0061,2020-03-11,936.4,52.9,13.8,22.0,61.0,288.1
B_0062,2020-03-11,1062.4,48.7,0.3,22.8,41.5,290.5
B_0063,2020-03-11,806.4,114.0,3.7,22.9,53.7,266.0
B_0064,2020-03-11,971.7,14.1,15.3,19.8,46.4,280.6
B_0065,2020-03-11,813.3,11.9,0.4,23.0,41.3,210.1
B_0066,2020-03-11,1237.6,60.5,0.1,21.6,55.6,339.9
B_0067,2020-03-11,548.6,125.5,6.0,21.1,49.3,211.9
B_0068,2020-03-11,887.8,66.9,0.2,21.4,50.9,255.7
B_0069,2020-03-11,802.6,126.8,3.6,21.4,61.0,271.2
B_0070,2020-03-11,723.2,19.3,11.0,22.1,47.5,212.5
B_0071,2020-03-11,1087.7,20.0,10.2,20.3,48.4,302.3
B_0072,2020-03-11,636.2,19.1,3.6,18.0,50.2,175.7
B_0073,2020-03-11,507.0,13.9,3.4,19.5,48.1,140.5
B_0074,2020-03-11,815.9,12.3,1.5,22.5,48.0,213.0
B_0075,2020-03-11,567.2,163.4,6.8,26.0,45.8,237.1
B_0076,2020-03-11,776.0,56.1,6.7,25.1,46.3,235.5
B_0077,2020-03-11,1009.9,14.3,4.0,23.6,30.0,267.6
B_0078,2020-03-11,703.0,1.2,7.7,19.5,46.5,191.7
B_0079,2020-03-11,698.1,42.9,13.9,24.0,57.6,223.8
B_0080,2020-03-11,662.1,18.4,4.3,22.9,57.4,183.2
B_0081,2020-03-11,618.8,307.5,15.5,22.8,40.1,339.6
B_0082,2020-03-11,791.6,55.1,21.0,23.5,53.8,267.4
B_0083,2020-03-11,528.6,55.1,1.7,22.3,52.0,163.1
B_0084,2020-03-11,515.3,43.2,5.1,21.5,49.4,160.6
B_0085,2020-03-11,662.4,7.5,13.6,23.6,42.6,196.6
B_0086,2020-03-11,761.2,23.6,1.0,22.3,37.1,204.0
B_0087,2020-03-11,814.4,10.9,2.9,22.1,42.0,214.9
B_0088,2020-03-11,641.0,16.9,13.6,20.2,30.9,195.8
B_0089,2020-03-11,912.2,24.2,8.7,22.7,39.9,257.5
B_0090,2020-03-11,521.7,21.0,8.8,18.4,40.1,158.6
B_0091,2020-03-11,898.2,2.8,5.1,24.3,56.3,236.2
B_0092,2020-03-11,481.0,82.6,2.3,23.5,48.8,166.2
B_0093,2020-03-11,1031.3,76.2,18.0,24.0,30.9,331.8
B_0094,2020-03-11,440.3,10.4,0.4,21.8,57.9,116.1
B_0095,2020-03-11,717.4,52.3,1.6,18.0,47.1,208.8
B_0096,2020-03-11,746.5,129.7,2.4,18.3,70.0,256.3
B_0097,2020-03-11,541.1,100.8,2.9,26.0,45.8,191.5
B_0098,2020-03-11,923.8,70.4,9.8,21.6,54.3,285.8
B_0099,2020-03-11,923.8,49.9,2.4,23.5,43.1,260.8
B_0100,2020-03-11,755.2,20.5,0.3,21.1,54.2,199.6
B_0001,2020-03-12,1368.5,43.2,7.2,25.2,49.8,378.1
B_0002,2020-03-12,986.8,3.1,3.2,19.1,47.5,254.6
B_0003,2020-03-12,579.9,49.3,0.9,19.3,48.0,171.5
B_0004,2020-03-12,623.6,54.2,5.7,25.8,58.8,194.3
B_0005,2020-03-12,1026.6,57.4,24.8,21.5,45.8,334.9
B_0006,2020-03-12,564.4,5.2,0.9,19.9,58.9,145.6
B_0007,2020-03-12,770.9,20.0,25.6,25.7,43.5,253.9
B_0008,2020-03-12,751.9,56.8,14.6,19.1,45.6,245.6
B_0009,2020-03-12,650.8,195.2,18.8,24.4,43.3,297.8
B_0010,2020-03-12,673.7,22.0,13.2,22.6,31.3,205.8
B_0011,2020-03-12,788.2,64.5,2.3,19.8,67.4,233.9
B_0012,2020-03-12,1140.3,2.6,6.6,18.1,45.8,299.5
B_0013,2020-03-12,975.8,6.0,1.5,22.5,54.0,250.0
B_0014,2020-03-12,629.9,17.3,6.9,19.3,59.7,180.0
B_0015,2020-03-12,656.8,37.2,1.8,25.1,48.1,186.4
B_0016,2020-03-12,947.2,86.8,2.7,23.3,51.8,285.7
B_0017,2020-03-12,784.4,68.7,19.4,21.4,51.5,269.3
B_0018,2020-03-12,668.9,8.6,16.0,23.6,42.3,203.6
B_0019,2020-03-12,547.1,67.4,2.9,21.7,40.5,176.1
B_0020,2020-03-12,719.6,14.7,14.0,22.8,38.1,215.2
B_0021,2020-03-12,741.7,17.2,0.8,20.3,57.1,195.6
B_0022,2020-03-12,831.2,33.4,4.6,26.0,38.8,233.6
B_0023,2020-03-12,1017.5,10.3,5.4,22.7,52.2,270.4
B_0024,2020-03-12,1431.1,18.4,13.7,23.2,59.7,394.5
B_0025,2020-03-12,905.7,52.5,17.5,23.5,63.9,287.7
B_0026,2020-03-12,833.7,4.4,0.6,22.3,42.9,211.8
B_0027,2020-03-12,433.4,51.8,16.2,25.6,39.1,166.6
B_0028,2020-03-12,846.8,20.1,12.3,21.9,41.8,246.4
B_0029,2020-03-12,864.6,49.4,3.1,21.3,36.5,247.1
B_0030,2020-03-12,636.6,28.1,1.3,25.2,48.2,175.8
B_0031,2020-03-12,431.4,7.8,23.2,19.5,43.9,158.1
B_0032,2020-03-12,637.4,53.8,3.0,22.1,56.9,192.2
B_0033,2020-03-12,913.5,18.2,6.9,21.9,35.4,251.3
B_0034,2020-03-12,675.7,12.7,1.0,20.2,50.1,177.2
B_0035,2020-03-12,732.5,25.5,3.4,23.3,32.0,202.6
B_0036,2020-03-12,761.0,70.2,7.3,18.6,47.1,240.0
B_0037,2020-03-12,838.1,5.1,4.8,22.1,67.3,221.7
B_0038,2020-03-12,737.7,22.4,0.9,18.3,41.0,197.3
B_0039,2020-03-12,854.5,60.7,30.2,24.2,57.3,304.4
B_0040,2020-03-12,1218.0,45.6,4.4,23.7,53.9,336.0
B_0041,2020-03-12,905.7,126.4,2.0,18.0,58.7,293.7
B_0042,2020-03-12,795.5,17.4,4.0,23.8,40.6,215.5
B_0043,2020-03-12,442.9,44.2,1.4,22.4,39.9,135.6
B_0044,2020-03-12,949.9,54.4,5.2,21.4,46.5,275.1
B_0045,2020-03-12,804.2,21.5,13.7,21.9,51.8,239.1
B_0046,2020-03-12,731.1,95.8,3.7,23.0,64.3,238.1
B_0047,2020-03-12,912.6,50.4,1.8,20.3,43.6,256.9
B_0048,2020-03-12,675.6,36.5,5.2,21.4,54.2,197.6
B_0049,2020-03-12,475.9,22.0,0.5,19.8,60.6,130.9
B_0050,2020-03-12,721.5,5.0,6.5,20.8,57.3,195.9
B_0051,2020-03-12,636.4,32.2,12.3,18.2,56.0,199.9
B_0052,2020-03-12,400.0,66.7,9.3,22.4,59.8,151.9
B_0053,2020-03-12,400.0,25.9,7.3,20.9,42.5,127.5
B_0054,2020-03-12,1176.2,189.0,3.6,23.2,43.8,395.8
B_0055,2020-03-12,757.9,44.9,6.6,24.4,53.4,225.1
B_0056,2020-03-12,673.8,8.8,9.1,20.5,43.4,191.1
B_0057,2020-03-12,778.1,116.5,24.4,24.4,47.1,301.5
B_0058,2020-03-12,624.5,68.3,9.1,19.8,31.4,208.4
B_0059,2020-03-12,694.2,59.7,0.3,25.3,58.2,203.9
B_0060,2020-03-12,906.7,97.4,21.1,24.6,33.7,317.6
B_0061,2020-03-12,760.5,14.8,4.6,25.5,40.0,206.8
B_0062,2020-03-12,711.8,75.5,1.0,20.4,54.8,217.6
B_0063,2020-03-12,797.1,16.2,14.1,22.5,30.0,235.5
B_0064,2020-03-12,958.7,9.8,8.0,21.4,47.6,260.6
B_0065,2020-03-12,473.3,282.5,2.5,18.9,54.4,264.6
B_0066,2020-03-12,696.8,12.8,1.7,24.5,48.6,184.1
B_0067,2020-03-12,1071.6,24.2,15.4,25.4,46.2,310.8
B_0068,2020-03-12,753.5,32.7,6.3,22.7,43.9,217.2
B_0069,2020-03-12,1022.2,30.4,10.5,21.8,41.0,291.7
B_0070,2020-03-12,1015.2,120.4,1.3,18.1,40.9,316.6
B_0071,2020-03-12,1028.3,16.6,3.7,21.6,43.3,272.8
B_0072,2020-03-12,1008.6,16.7,0.0,21.5,42.3,260.5
B_0073,2020-03-12,555.8,3.4,6.6,21.1,54.5,153.9
B_0074,2020-03-12,700.3,87.7,4.0,19.2,38.9,226.9
B_0075,2020-03-12,574.4,69.5,26.3,20.3,47.3,231.0
B_0076,2020-03-12,584.3,19.7,10.4,22.4,65.7,176.7
B_0077,2020-03-12,829.9,2.4,2.3,22.9,64.2,213.3
B_0078,2020-03-12,984.9,78.4,3.6,24.1,53.9,292.6
B_0079,2020-03-12,849.1,6.8,3.9,21.2,46.2,223.5
B_0080,2020-03-12,887.9,61.0,20.4,18.0,48.3,293.3
B_0081,2020-03-12,674.4,95.4,2.5,22.1,51.6,221.4
B_0082,2020-03-12,623.7,128.6,1.7,18.0,50.2,223.5
B_0083,2020-03-12,907.6,30.0,1.4,18.5,38.5,244.7
B_0084,2020-03-12,1047.9,30.8,11.9,21.6,49.9,301.3
B_0085,2020-03-12,895.3,34.6,11.9,24.4,46.4,264.9
B_0086,2020-03-12,652.1,98.9,12.8,18.7,37.5,238.0
B_0087,2020-03-12,592.8,94.5,11.9,23.2,37.9,219.2
B_0088,2020-03-12,922.1,8.6,6.2,21.9,47.4,247.3
B_0089,2020-03-12,841.7,61.9,24.5,20.8,40.8,290.4
B_0090,2020-03-12,1264.4,109.9,4.7,18.9,65.9,380.4
B_0091,2020-03-12,852.4,63.3,6.6,19.6,52.6,258.0
B_0092,2020-03-12,979.3,12.6,4.1,23.6,30.0,259.3
B_0093,2020-03-12,503.5,153.4,3.8,25.1,62.8,210.2
B_0094,2020-03-12,959.0,19.1,23.9,23.0,57.6,297.1
B_0095,2020-03-12,715.0,7.6,21.2,21.7,46.3,224.9
B_0096,2020-03-12,1023.9,16.7,6.5,23.3,60.6,277.4
B_0097,2020-03-12,830.2,50.8,27.4,20.5,51.3,287.7
B_0098,2020-03-12,845.3,20.6,4.0,22.0,53.4,229.7
B_0099,2020-03-12,962.4,135.5,11.5,20.2,43.9,331.3
B_0100,2020-03-12,1115.6,29.6,9.6,25.2,47.3,313.0
B_0001,2020-03-13,936.7,7.4,26.1,24.5,47.1,290.1
B_0002,2020-03-13,625.7,48.5,7.4,21.3,45.7,195.4
B_0003,2020-03-13,693.6,78.4,2.9,23.1,49.8,218.4
B_0004,2020-03-13,808.0,19.1,11.6,23.4,50.0,234.7
B_0005,2020-03-13,601.5,1.7,8.2,22.0,46.6,167.6
B_0006,2020-03-13,508.0,11.5,1.0,21.8,30.0,134.8
B_0007,2020-03-13,524.1,91.0,5.0,21.4,46.7,186.6
B_0008,2020-03-13,709.6,20.3,11.1,24.6,43.4,209.7
B_0009,2020-03-13,1161.3,62.2,14.4,21.4,45.2,350.2
B_0010,2020-03-13,794.4,15.9,6.1,22.5,70.0,218.7
B_0011,2020-03-13,428.3,6.1,10.1,22.0,46.3,130.3
B_0012,2020-03-13,864.3,1.7,7.6,23.3,53.2,232.2
B_0013,2020-03-13,644.9,39.8,11.3,18.4,54.5,203.8
B_0014,2020-03-13,968.7,100.6,0.2,22.3,61.4,292.8
B_0015,2020-03-13,1223.8,24.5,6.3,22.0,49.6,330.7
B_0016,2020-03-13,899.3,79.8,17.6,24.4,52.0,299.9
B_0017,2020-03-13,762.9,36.8,8.9,25.3,54.0,227.0
B_0018,2020-03-13,964.1,116.5,31.6,21.9,53.2,362.4
B_0019,2020-03-13,843.9,9.9,10.2,21.5,59.5,236.4
B_0020,2020-03-13,640.7,107.7,0.5,22.9,49.5,215.0
B_0021,2020-03-13,754.1,112.3,0.4,20.6,60.1,245.4
B_0022,2020-03-13,738.1,39.0,14.2,18.8,51.8,232.4
B_0023,2020-03-13,1102.4,20.7,4.1,22.5,55.9,294.1
B_0024,2020-03-13,1032.3,3.2,17.6,20.4,62.5,295.0
B_0025,2020-03-13,896.4,53.1,4.9,20.6,33.7,260.5
B_0026,2020-03-13,789.8,56.8,24.6,20.9,47.0,275.1
B_0027,2020-03-13,815.8,28.6,8.5,23.4,61.7,235.3
B_0028,2020-03-13,1042.3,16.8,2.2,18.6,53.8,273.4
B_0029,2020-03-13,501.1,76.2,9.1,26.0,45.4,181.5
B_0030,2020-03-13,400.0,4.8,2.2,23.6,52.9,106.7
B_0031,2020-03-13,917.6,17.4,0.5,21.6,38.6,239.2
B_0032,2020-03-13,818.4,48.3,50.0,23.4,59.7,328.7
B_0033,2020-03-13,540.0,64.9,27.3,22.0,49.5,222.0
B_0034,2020-03-13,947.7,34.6,10.9,23.2,30.0,275.9
B_0035,2020-03-13,616.0,31.9,22.0,19.7,47.9,214.0
B_0036,2020-03-13,849.0,158.3,2.6,22.7,41.9,296.5
B_0037,2020-03-13,1048.2,68.5,4.2,22.1,56.6,304.8
B_0038,2020-03-13,971.5,63.7,3.7,21.6,64.5,282.1
B_0039,2020-03-13,541.6,15.1,3.0,19.7,42.0,148.9
B_0040,2020-03-13,581.9,98.2,8.1,19.2,68.0,210.9
B_0041,2020-03-13,627.5,48.2,17.1,22.6,62.6,215.2
B_0042,2020-03-13,649.5,31.7,8.1,26.0,33.0,194.3
B_0043,2020-03-13,1169.1,1.2,0.4,18.0,53.0,293.7
B_0044,2020-03-13,597.8,61.3,1.3,20.5,47.5,182.7
B_0045,2020-03-13,680.9,12.6,3.0,21.8,51.6,182.5
B_0046,2020-03-13,630.5,55.4,12.7,20.9,34.6,210.8
B_0047,2020-03-13,1009.4,33.3,9.4,21.1,49.1,287.7
B_0048,2020-03-13,783.4,7.2,1.8,23.0,31.9,203.0
B_0049,2020-03-13,822.4,0.3,3.1,22.8,53.2,211.9
B_0050,2020-03-13,734.0,72.2,4.3,20.9,45.3,228.1
B_0051,2020-03-13,907.7,39.5,5.9,23.5,54.0,258.5
B_0052,2020-03-13,433.4,0.3,4.6,22.7,36.9,117.6
B_0053,2020-03-13,753.6,116.9,40.6,18.1,51.0,328.1
B_0054,2020-03-13,728.7,87.3,3.3,20.0,44.8,232.5
B_0055,2020-03-13,524.3,91.5,0.3,24.1,44.7,177.3
B_0056,2020-03-13,987.8,4.4,0.5,19.9,46.9,250.2
B_0057,2020-03-13,1291.8,25.4,4.8,21.0,53.3,345.2
B_0058,2020-03-13,917.0,87.4,3.6,22.7,49.3,280.2
B_0059,2020-03-13,1018.2,34.5,1.8,18.6,40.2,275.5
B_0060,2020-03-13,581.4,58.8,0.3,23.5,42.8,175.4
B_0061,2020-03-13,878.7,10.7,9.2,24.2,34.2,243.4
B_0062,2020-03-13,705.1,92.5,17.0,23.8,45.7,256.6
B_0063,2020-03-13,574.3,70.2,6.7,23.1,44.7,192.1
B_0064,2020-03-13,898.7,4.8,49.0,20.1,45.8,325.1
B_0065,2020-03-13,880.7,13.6,14.8,22.6,45.5,256.7
B_0066,2020-03-13,499.6,25.3,9.5,20.7,46.2,156.6
B_0067,2020-03-13,714.3,4.0,2.9,25.3,53.8,186.3
