building_id,timestamp,occupancy_count,occupancy_density_per_m2,activity_level,occupancy_type
B_0076,2020-09-21,29,0.019,low,commercial
B_0077,2020-09-21,10,0.0134,low,mixed
B_0078,2020-09-21,0,0.0,low,residential
B_0079,2020-09-21,13,0.0078,low,mixed
B_0080,2020-09-21,3,0.0027,low,mixed
B_0081,2020-09-21,2,0.0027,low,residential
B_0082,2020-09-21,12,0.0107,low,commercial
B_0083,2020-09-21,22,0.0135,low,commercial
B_0084,2020-09-21,0,0.0,low,commercial
B_0085,2020-09-21,15,0.0126,low,residential
B_0086,2020-09-21,8,0.0077,low,residential
B_0087,2020-09-21,17,0.0209,low,residential
B_0088,2020-09-21,22,0.0154,low,mixed
B_0089,2020-09-21,0,0.0,low,residential
B_0090,2020-09-21,19,0.0284,low,residential
B_0091,2020-09-21,18,0.0229,low,mixed
B_0092,2020-09-21,25,0.0208,low,commercial
B_0093,2020-09-21,15,0.0126,low,commercial
B_0094,2020-09-21,8,0.0062,low,commercial
B_0095,2020-09-21,3,0.0046,low,mixed
B_0096,2020-09-21,9,0.0055,low,mixed
B_0097,2020-09-21,9,0.011,low,mixed
B_0098,2020-09-21,32,0.0236,low,residential
B_0099,2020-09-21,18,0.0172,low,mixed
B_0100,2020-09-21,7,0.0036,low,residential
B_0001,2020-09-22,28,0.0407,low,residential
B_0002,2020-09-22,0,0.0,low,mixed
B_0003,2020-09-22,35,0.0253,low,commercial
B_0004,2020-09-22,17,0.0155,low,residential
B_0005,2020-09-22,0,0.0,low,mixed
B_0006,2020-09-22,12,0.0098,low,commercial
B_0007,2020-09-22,12,0.0212,low,commercial
B_0008,2020-09-22,14,0.0104,low,commercial
B_0009,2020-09-22,10,0.0093,low,commercial
B_0010,2020-09-22,0,0.0,low,commercial
B_0011,2020-09-22,25,0.0399,low,mixed
B_0012,2020-09-22,0,0.0,low,residential
B_0013,2020-09-22,0,0.0,low,residential
B_0014,2020-09-22,1,0.001,low,commercial
B_0015,2020-09-22,23,0.0181,low,mixed
B_0016,2020-09-22,0,0.0,low,commercial
B_0017,2020-09-22,15,0.0082,low,mixed
B_0018,2020-09-22,2,0.0035,low,commercial
B_0019,2020-09-22,6,0.0031,low,residential
B_0020,2020-09-22,2,0.0012,low,residential
B_0021,2020-09-22,5,0.0031,low,commercial
B_0022,2020-09-22,5,0.0065,low,residential
B_0023,2020-09-22,36,0.0255,low,residential
B_0024,2020-09-22,23,0.012,low,residential
B_0025,2020-09-22,52,0.0601,low,commercial
B_0026,2020-09-22,27,0.0403,low,mixed
B_0027,2020-09-22,7,0.008,low,residential
B_0028,2020-09-22,13,0.0071,low,commercial
B_0029,2020-09-22,0,0.0,low,commercial
B_0030,2020-09-22,15,0.0096,low,residential
B_0031,2020-09-22,21,0.0114,low,residential
B_0032,2020-09-22,10,0.0176,low,commercial
B_0033,2020-09-22,9,0.0046,low,commercial
B_0034,2020-09-22,24,0.0149,low,commercial
B_0035,2020-09-22,0,0.0,low,commercial
B_0036,2020-09-22,0,0.0,low,mixed
B_0037,2020-09-22,0,0.0,low,commercial
B_0038,2020-09-22,15,0.0173,low,residential
B_0039,2020-09-22,0,0.0,low,residential
B_0040,2020-09-22,1,0.0006,low,mixed
B_0041,2020-09-22,0,0.0,low,residential
B_0042,2020-09-22,14,0.0122,low,mixed
B_0043,2020-09-22,6,0.0041,low,commercial
B_0044,2020-09-22,31,0.0196,low,residential
B_0045,2020-09-22,28,0.0182,low,residential
B_0046,2020-09-22,30,0.0189,low,mixed
B_0047,2020-09-22,8,0.0077,low,mixed
B_0048,2020-09-22,4,0.0065,low,mixed
B_0049,2020-09-22,4,0.0056,low,residential
B_0050,2020-09-22,2,0.0013,low,mixed
B_0051,2020-09-22,22,0.012,low,commercial
B_0052,2020-09-22,8,0.006,low,residential
B_0053,2020-09-22,11,0.006,low,commercial
B_0054,2020-09-22,13,0.0117,low,commercial
B_0055,2020-09-22,43,0.0353,low,residential
B_0056,2020-09-22,0,0.0,low,commercial
B_0057,2020-09-22,12,0.0063,low,mixed
B_0058,2020-09-22,0,0.0,low,commercial
B_0059,2020-09-22,44,0.0256,low,residential
B_0060,2020-09-22,7,0.0052,low,residential
B_0061,2020-09-22,2,0.0032,low,commercial
B_0062,2020-09-22,23,0.0363,low,commercial
B_0063,2020-09-22,6,0.0031,low,mixed
B_0064,2020-09-22,10,0.0101,low,residential
B_0065,2020-09-22,1,0.0006,low,commercial
B_0066,2020-09-22,0,0.0,low,residential
B_0067,2020-09-22,7,0.0042,low,commercial
B_0068,2020-09-22,14,0.0073,low,commercial
B_0069,2020-09-22,0,0.0,low,commercial
B_0070,2020-09-22,15,0.0076,low,mixed
B_0071,2020-09-22,0,0.0,low,mixed
B_0072,2020-09-22,0,0.0,low,commercial
B_0073,2020-09-22,10,0.0142,low,commercial
B_0074,2020-09-22,1,0.0013,low,residential
B_0075,2020-09-22,13,0.0166,low,commercial
B_0076,2020-09-22,12,0.006,low,commercial
B_0077,2020-09-22,4,0.0054,low,commercial
B_0078,2020-09-22,2,0.0034,low,mixed
B_0079,2020-09-22,21,0.0212,low,residential
B_0080,2020-09-22,10,0.0063,low,mixed
B_0081,2020-09-22,0,0.0,low,mixed
B_0082,2020-09-22,3,0.0038,low,residential
B_0083,2020-09-22,16,0.012,low,mixed
B_0084,2020-09-22,11,0.0056,low,residential
B_0085,2020-09-22,53,0.0634,medium,commercial
B_0086,2020-09-22,8,0.0153,low,commercial
B_0087,2020-09-22,1,0.0008,low,mixed
B_0088,2020-09-22,0,0.0,low,commercial
B_0089,2020-09-22,5,0.0051,low,commercial
B_0090,2020-09-22,13,0.0091,low,residential
B_0091,2020-09-22,13,0.0246,low,mixed
B_0092,2020-09-22,27,0.0195,low,residential
B_0093,2020-09-22,13,0.0117,low,commercial
B_0094,2020-09-22,16,0.0087,low,residential
B_0095,2020-09-22,0,0.0,low,commercial
B_0096,2020-09-22,0,0.0,low,commercial
B_0097,2020-09-22,20,0.0107,low,residential
B_0098,2020-09-22,6,0.0039,low,residential
B_0099,2020-09-22,33,0.022,low,mixed
B_0100,2020-09-22,18,0.0093,low,residential
B_0001,2020-09-23,4,0.0043,low,mixed
B_0002,2020-09-23,0,0.0,low,mixed
B_0003,2020-09-23,17,0.0102,low,residential
B_0004,2020-09-23,12,0.0069,low,mixed
B_0005,2020-09-23,7,0.0079,low,residential
B_0006,2020-09-23,13,0.0101,low,residential
B_0007,2020-09-23,21,0.0107,low,mixed
B_0008,2020-09-23,0,0.0,low,mixed
B_0009,2020-09-23,16,0.0285,low,mixed
B_0010,2020-09-23,5,0.003,low,mixed
B_0011,2020-09-23,34,0.0219,low,mixed
B_0012,2020-09-23,9,0.0152,low,residential
B_0013,2020-09-23,10,0.0073,low,residential
B_0014,2020-09-23,7,0.0061,low,residential
B_0015,2020-09-23,4,0.0054,low,residential
B_0016,2020-09-23,14,0.0095,low,commercial
B_0017,2020-09-23,25,0.0243,low,commercial
B_0018,2020-09-23,23,0.0189,low,residential
B_0019,2020-09-23,13,0.0071,low,residential
B_0020,2020-09-23,7,0.005,low,residential
B_0021,2020-09-23,20,0.0178,low,mixed
B_0022,2020-09-23,45,0.0316,medium,commercial
B_0023,2020-09-23,0,0.0,low,mixed
B_0024,2020-09-23,11,0.0061,low,commercial
B_0025,2020-09-23,22,0.0217,low,commercial
B_0026,2020-09-23,10,0.0074,low,residential
B_0027,2020-09-23,5,0.0028,low,mixed
B_0028,2020-09-23,4,0.0026,low,commercial
B_0029,2020-09-23,22,0.0225,low,mixed
B_0030,2020-09-23,4,0.0023,low,mixed
B_0031,2020-09-23,0,0.0,low,residential
B_0032,2020-09-23,21,0.0246,low,mixed
B_0033,2020-09-23,11,0.0218,low,mixed
B_0034,2020-09-23,28,0.0195,low,commercial
B_0035,2020-09-23,6,0.0035,low,mixed
B_0036,2020-09-23,16,0.0185,low,mixed
B_0037,2020-09-23,28,0.0173,low,commercial
B_0038,2020-09-23,12,0.013,low,residential
B_0039,2020-09-23,0,0.0,low,mixed
B_0040,2020-09-23,9,0.0063,low,commercial
B_0041,2020-09-23,5,0.0049,low,commercial
B_0042,2020-09-23,0,0.0,low,mixed
B_0043,2020-09-23,39,0.0407,low,residential
B_0044,2020-09-23,12,0.0066,low,mixed
B_0045,2020-09-23,11,0.0126,low,mixed
B_0046,2020-09-23,1,0.0006,low,commercial
B_0047,2020-09-23,20,0.0122,low,residential
B_0048,2020-09-23,3,0.0042,low,residential
B_0049,2020-09-23,0,0.0,low,commercial
B_0050,2020-09-23,0,0.0,low,mixed
B_0051,2020-09-23,3,0.0042,low,commercial
B_0052,2020-09-23,13,0.0157,low,commercial
B_0053,2020-09-23,1,0.0005,low,commercial
B_0054,2020-09-23,18,0.0104,low,commercial
B_0055,2020-09-23,7,0.0079,low,residential
B_0056,2020-09-23,18,0.0216,low,mixed
B_0057,2020-09-23,21,0.0135,low,residential
B_0058,2020-09-23,4,0.0037,low,commercial
B_0059,2020-09-23,13,0.0112,low,mixed
B_0060,2020-09-23,0,0.0,low,commercial
B_0061,2020-09-23,0,0.0,low,commercial
B_0062,2020-09-23,2,0.0024,low,mixed
B_0063,2020-09-23,11,0.0123,low,commercial
B_0064,2020-09-23,12,0.0077,low,residential
B_0065,2020-09-23,0,0.0,low,commercial
B_0066,2020-09-23,18,0.0125,low,commercial
B_0067,2020-09-23,0,0.0,low,residential
B_0068,2020-09-23,18,0.0102,low,mixed
B_0069,2020-09-23,15,0.0131,low,commercial
B_0070,2020-09-23,8,0.0091,low,residential
B_0071,2020-09-23,17,0.0307,low,mixed
B_0072,2020-09-23,6,0.0059,low,mixed
B_0073,2020-09-23,23,0.0117,low,commercial
B_0074,2020-09-23,17,0.0094,low,commercial
B_0075,2020-09-23,15,0.0102,low,commercial
B_0076,2020-09-23,0,0.0,low,commercial
B_0077,2020-09-23,33,0.0342,low,mixed
B_0078,2020-09-23,25,0.0174,low,commercial
B_0079,2020-09-23,11,0.0103,low,mixed
B_0080,2020-09-23,22,0.0116,low,residential
B_0081,2020-09-23,0,0.0,low,commercial
B_0082,2020-09-23,0,0.0,low,residential
B_0083,2020-09-23,0,0.0,low,commercial
B_0084,2020-09-23,0,0.0,low,commercial
B_0085,2020-09-23,15,0.0092,low,mixed
B_0086,2020-09-23,35,0.019,low,commercial
B_0087,2020-09-23,10,0.0137,low,residential
B_0088,2020-09-23,15,0.0161,low,residential
B_0089,2020-09-23,10,0.0057,low,mixed
B_0090,2020-09-23,0,0.0,low,commercial
B_0091,2020-09-23,6,0.0031,low,commercial
B_0092,2020-09-23,2,0.0037,low,commercial
B_0093,2020-09-23,5,0.0053,low,commercial
B_0094,2020-09-23,0,0.0,low,residential
B_0095,2020-09-23,5,0.0031,low,residential
B_0096,2020-09-23,0,0.0,low,commercial
B_0097,2020-09-23,18,0.0174,low,mixed
B_0098,2020-09-23,30,0.0158,low,residential
B_0099,2020-09-23,10,0.0062,low,residential
B_0100,2020-09-23,0,0.0,low,residential
B_0001,2020-09-24,21,0.0152,low,commercial
B_0002,2020-09-24,4,0.007,low,residential
B_0003,2020-09-24,0,0.0,low,mixed
B_0004,2020-09-24,9,0.0061,low,mixed
B_0005,2020-09-24,42,0.0217,low,residential
B_0006,2020-09-24,11,0.0058,low,commercial
B_0007,2020-09-24,7,0.0043,low,mixed
B_0008,2020-09-24,21,0.0148,low,mixed
B_0009,2020-09-24,13,0.0152,low,mixed
B_0010,2020-09-24,3,0.0016,low,mixed
B_0011,2020-09-24,14,0.0073,low,residential
B_0012,2020-09-24,13,0.0094,low,mixed
B_0013,2020-09-24,3,0.002,low,commercial
B_0014,2020-09-24,26,0.0164,low,mixed
B_0015,2020-09-24,27,0.0284,low,residential
B_0016,2020-09-24,0,0.0,low,commercial
B_0017,2020-09-24,30,0.0412,low,residential
B_0018,2020-09-24,46,0.0384,low,residential
B_0019,2020-09-24,14,0.0133,low,residential
B_0020,2020-09-24,4,0.0027,low,commercial
B_0021,2020-09-24,32,0.0386,low,residential
B_0022,2020-09-24,0,0.0,low,mixed
B_0023,2020-09-24,10,0.0107,low,residential
B_0024,2020-09-24,15,0.0154,low,residential
B_0025,2020-09-24,14,0.0233,low,mixed
B_0026,2020-09-24,16,0.01,low,mixed
B_0027,2020-09-24,21,0.0126,medium,mixed
B_0028,2020-09-24,38,0.0331,low,residential
B_0029,2020-09-24,42,0.0359,low,mixed
B_0030,2020-09-24,22,0.0144,low,residential
B_0031,2020-09-24,13,0.0073,low,mixed
B_0032,2020-09-24,22,0.0153,low,commercial
B_0033,2020-09-24,12,0.0105,low,residential
B_0034,2020-09-24,31,0.0171,low,commercial
B_0035,2020-09-24,21,0.0196,low,commercial
B_0036,2020-09-24,32,0.021,low,residential
B_0037,2020-09-24,19,0.0127,low,mixed
B_0038,2020-09-24,5,0.009,low,mixed
B_0039,2020-09-24,4,0.0021,low,commercial
B_0040,2020-09-24,18,0.014,low,residential
B_0041,2020-09-24,18,0.0132,low,mixed
B_0042,2020-09-24,0,0.0,low,residential
B_0043,2020-09-24,34,0.0309,low,residential
B_0044,2020-09-24,20,0.0291,low,mixed
B_0045,2020-09-24,12,0.0071,low,residential
B_0046,2020-09-24,13,0.0122,low,residential
B_0047,2020-09-24,1,0.0005,low,mixed
B_0048,2020-09-24,0,0.0,low,residential
B_0049,2020-09-24,28,0.0194,low,mixed
B_0050,2020-09-24,31,0.0223,low,commercial
B_0051,2020-09-24,13,0.008,low,residential
B_0052,2020-09-24,12,0.0138,low,residential
B_0053,2020-09-24,24,0.013,low,residential
B_0054,2020-09-24,2,0.0015,low,commercial
B_0055,2020-09-24,11,0.0166,low,mixed
B_0056,2020-09-24,14,0.0231,low,commercial
B_0057,2020-09-24,19,0.0148,low,residential
B_0058,2020-09-24,18,0.0113,low,commercial
B_0059,2020-09-24,5,0.0042,low,residential
B_0060,2020-09-24,9,0.0094,low,commercial
B_0061,2020-09-24,17,0.0164,low,commercial
B_0062,2020-09-24,28,0.0326,low,residential
B_0063,2020-09-24,25,0.0338,low,mixed
B_0064,2020-09-24,0,0.0,low,commercial
B_0065,2020-09-24,0,0.0,low,residential
B_0066,2020-09-24,24,0.0216,low,commercial
B_0067,2020-09-24,39,0.0356,low,residential
B_0068,2020-09-24,18,0.0097,low,residential
B_0069,2020-09-24,5,0.0035,low,mixed
B_0070,2020-09-24,32,0.0393,low,commercial
B_0071,2020-09-24,0,0.0,low,residential
B_0072,2020-09-24,0,0.0,low,commercial
B_0073,2020-09-24,5,0.0062,low,residential
B_0074,2020-09-24,3,0.0016,low,commercial
B_0075,2020-09-24,11,0.0082,low,residential
B_0076,2020-09-24,4,0.0026,low,residential
B_0077,2020-09-24,7,0.0065,low,mixed
B_0078,2020-09-24,44,0.0655,low,commercial
B_0079,2020-09-24,20,0.0109,low,residential
B_0080,2020-09-24,14,0.0095,low,residential
B_0081,2020-09-24,0,0.0,low,commercial
B_0082,2020-09-24,39,0.0347,low,commercial
B_0083,2020-09-24,9,0.0055,low,mixed
B_0084,2020-09-24,6,0.0048,low,mixed
B_0085,2020-09-24,17,0.0092,low,mixed
B_0086,2020-09-24,18,0.0132,low,commercial
B_0087,2020-09-24,0,0.0,low,residential
B_0088,2020-09-24,4,0.0044,low,mixed
B_0089,2020-09-24,1,0.0005,low,mixed
B_0090,2020-09-24,0,0.0,low,residential
B_0091,2020-09-24,0,0.0,low,mixed
B_0092,2020-09-24,5,0.0027,low,mixed
B_0093,2020-09-24,16,0.0091,low,residential
B_0094,2020-09-24,16,0.0141,low,residential
B_0095,2020-09-24,14,0.0219,low,commercial
B_0096,2020-09-24,10,0.0081,low,residential
B_0097,2020-09-24,35,0.0264,low,commercial
B_0098,2020-09-24,2,0.0015,low,residential
B_0099,2020-09-24,3,0.0024,low,commercial
B_0100,2020-09-24,21,0.0267,low,commercial
B_0001,2020-09-25,4,0.0047,low,commercial
B_0002,2020-09-25,29,0.0168,low,commercial
B_0003,2020-09-25,23,0.0143,low,mixed
B_0004,2020-09-25,33,0.0215,low,commercial
B_0005,2020-09-25,15,0.0077,low,residential
B_0006,2020-09-25,0,0.0,low,residential
B_0007,2020-09-25,11,0.0068,low,commercial
B_0008,2020-09-25,17,0.01,low,commercial
B_0009,2020-09-25,16,0.0192,low,mixed
B_0010,2020-09-25,20,0.0365,low,mixed
B_0011,2020-09-25,17,0.0107,low,residential
B_0012,2020-09-25,0,0.0,low,commercial
B_0013,2020-09-25,20,0.0153,low,residential
B_0014,2020-09-25,5,0.0052,low,commercial
B_0015,2020-09-25,0,0.0,low,residential
B_0016,2020-09-25,0,0.0,low,commercial
B_0017,2020-09-25,0,0.0,low,mixed
B_0018,2020-09-25,15,0.0089,low,mixed
B_0019,2020-09-25,7,0.0036,low,mixed
B_0020,2020-09-25,7,0.0046,low,residential
B_0021,2020-09-25,20,0.0172,low,mixed
B_0022,2020-09-25,14,0.0151,low,mixed
B_0023,2020-09-25,17,0.0096,low,mixed
B_0024,2020-09-25,1,0.0006,low,residential
B_0025,2020-09-25,14,0.008,low,mixed
B_0026,2020-09-25,16,0.0161,low,commercial
B_0027,2020-09-25,0,0.0,low,mixed
B_0028,2020-09-25,23,0.0387,low,residential
B_0029,2020-09-25,19,0.0122,low,mixed
B_0030,2020-09-25,0,0.0,low,residential
B_0031,2020-09-25,3,0.0059,low,residential
B_0032,2020-09-25,25,0.0135,low,commercial
B_0033,2020-09-25,7,0.0053,low,mixed
B_0034,2020-09-25,25,0.0157,low,commercial
B_0035,2020-09-25,37,0.0462,low,mixed
B_0036,2020-09-25,34,0.0249,low,commercial
B_0037,2020-09-25,13,0.0186,low,commercial
B_0038,2020-09-25,12,0.0103,low,mixed
B_0039,2020-09-25,4,0.0028,low,mixed
B_0040,2020-09-25,1,0.0016,low,commercial
B_0041,2020-09-25,18,0.0149,low,commercial
B_0042,2020-09-25,0,0.0,low,commercial
B_0043,2020-09-25,0,0.0,low,commercial
B_0044,2020-09-25,3,0.0024,low,commercial
B_0045,2020-09-25,42,0.0228,low,mixed
B_0046,2020-09-25,0,0.0,low,mixed
B_0047,2020-09-25,27,0.0404,low,commercial
B_0048,2020-09-25,25,0.0336,low,residential
B_0049,2020-09-25,36,0.0207,low,commercial
B_0050,2020-09-25,37,0.0192,low,mixed
B_0051,2020-09-25,0,0.0,low,residential
B_0052,2020-09-25,17,0.0132,low,residential
B_0053,2020-09-25,0,0.0,low,commercial
B_0054,2020-09-25,7,0.0049,low,mixed
B_0055,2020-09-25,14,0.0079,low,residential
B_0056,2020-09-25,0,0.0,low,commercial
B_0057,2020-09-25,17,0.011,low,residential
B_0058,2020-09-25,21,0.0132,low,mixed
B_0059,2020-09-25,7,0.0063,low,residential
B_0060,2020-09-25,10,0.0101,low,commercial
B_0061,2020-09-25,0,0.0,low,mixed
B_0062,2020-09-25,11,0.0107,low,residential
B_0063,2020-09-25,36,0.0508,low,residential
B_0064,2020-09-25,20,0.0104,low,commercial
B_0065,2020-09-25,44,0.0293,low,mixed
B_0066,2020-09-25,7,0.0074,low,commercial
B_0067,2020-09-25,17,0.0229,low,commercial
B_0068,2020-09-25,25,0.0139,low,residential
B_0069,2020-09-25,0,0.0,low,residential
B_0070,2020-09-25,30,0.0287,low,mixed
B_0071,2020-09-25,5,0.0075,low,commercial
B_0072,2020-09-25,0,0.0,low,commercial
B_0073,2020-09-25,11,0.0199,low,residential
B_0074,2020-09-25,0,0.0,low,commercial
B_0075,2020-09-25,5,0.0029,low,mixed
B_0076,2020-09-25,0,0.0,low,residential
B_0077,2020-09-25,12,0.0117,low,commercial
B_0078,2020-09-25,30,0.015,low,mixed
B_0079,2020-09-25,22,0.0321,low,mixed
B_0080,2020-09-25,58,0.0367,low,commercial
B_0081,2020-09-25,29,0.0198,low,mixed
B_0082,2020-09-25,21,0.0181,low,mixed
B_0083,2020-09-25,9,0.0055,low,commercial
B_0084,2020-09-25,6,0.0119,low,mixed
B_0085,2020-09-25,4,0.008,low,mixed
B_0086,2020-09-25,23,0.0188,low,commercial
B_0087,2020-09-25,52,0.0345,medium,mixed
B_0088,2020-09-25,5,0.0085,low,mixed
B_0089,2020-09-25,2,0.0033,low,mixed
B_0090,2020-09-25,17,0.0105,low,mixed
B_0091,2020-09-25,14,0.0072,low,residential
B_0092,2020-09-25,11,0.013,low,residential
B_0093,2020-09-25,14,0.0076,low,residential
B_0094,2020-09-25,0,0.0,low,commercial
B_0095,2020-09-25,26,0.0367,low,residential
B_0096,2020-09-25,7,0.0037,low,residential
B_0097,2020-09-25,28,0.023,medium,residential
B_0098,2020-09-25,36,0.0248,low,commercial
B_0099,2020-09-25,31,0.0245,low,mixed
B_0100,2020-09-25,13,0.0239,low,residential
B_0001,2020-09-26,15,0.0148,low,mixed
B_0002,2020-09-26,6,0.0037,low,mixed
B_0003,2020-09-26,17,0.022,low,residential
B_0004,2020-09-26,16,0.0091,low,residential
B_0005,2020-09-26,3,0.0019,low,mixed
B_0006,2020-09-26,11,0.0058,low,mixed
B_0007,2020-09-26,34,0.0196,low,mixed
B_0008,2020-09-26,11,0.0198,low,mixed
B_0009,2020-09-26,17,0.0096,low,commercial
B_0010,2020-09-26,5,0.008,low,commercial
B_0011,2020-09-26,0,0.0,low,residential
B_0012,2020-09-26,3,0.0041,low,residential
B_0013,2020-09-26,20,0.0205,low,residential
B_0014,2020-09-26,0,0.0,low,mixed
B_0015,2020-09-26,32,0.0358,low,mixed
B_0016,2020-09-26,37,0.0236,low,residential
B_0017,2020-09-26,4,0.0021,low,mixed
B_0018,2020-09-26,0,0.0,low,residential
B_0019,2020-09-26,10,0.007,low,residential
B_0020,2020-09-26,29,0.0377,low,residential
B_0021,2020-09-26,0,0.0,low,residential
B_0022,2020-09-26,6,0.0054,low,residential
B_0023,2020-09-26,14,0.0078,low,residential
B_0024,2020-09-26,14,0.0179,low,residential
B_0025,2020-09-26,0,0.0,low,mixed
B_0026,2020-09-26,2,0.0012,low,mixed
B_0027,2020-09-26,0,0.0,low,residential
B_0028,2020-09-26,23,0.0248,low,residential
B_0029,2020-09-26,24,0.0164,low,mixed
B_0030,2020-09-26,0,0.0,low,residential
B_0031,2020-09-26,0,0.0,low,commercial
B_0032,2020-09-26,37,0.0205,low,residential
B_0033,2020-09-26,20,0.0102,low,commercial
B_0034,2020-09-26,0,0.0,low,mixed
B_0035,2020-09-26,0,0.0,low,residential
B_0036,2020-09-26,1,0.0006,low,commercial
B_0037,2020-09-26,10,0.0174,low,commercial
B_0038,2020-09-26,14,0.0084,low,commercial
B_0039,2020-09-26,13,0.0066,low,residential
B_0040,2020-09-26,13,0.0071,low,commercial
B_0041,2020-09-26,13,0.0187,low,mixed
B_0042,2020-09-26,6,0.0042,low,commercial
B_0043,2020-09-26,0,0.0,low,residential
B_0044,2020-09-26,6,0.0092,low,commercial
B_0045,2020-09-26,11,0.0168,low,mixed
B_0046,2020-09-26,12,0.0076,low,commercial
B_0047,2020-09-26,35,0.0636,low,mixed
B_0048,2020-09-26,9,0.016,low,mixed
B_0049,2020-09-26,30,0.0182,low,commercial
B_0050,2020-09-26,0,0.0,low,mixed
B_0051,2020-09-26,22,0.0302,low,mixed
B_0052,2020-09-26,0,0.0,low,residential
B_0053,2020-09-26,0,0.0,low,mixed
B_0054,2020-09-26,0,0.0,low,mixed
B_0055,2020-09-26,18,0.0143,low,mixed
B_0056,2020-09-26,0,0.0,low,commercial
B_0057,2020-09-26,0,0.0,low,mixed
B_0058,2020-09-26,0,0.0,low,residential
B_0059,2020-09-26,16,0.0137,low,commercial
B_0060,2020-09-26,0,0.0,low,commercial
B_0061,2020-09-26,8,0.0044,low,commercial
B_0062,2020-09-26,4,0.0028,low,mixed
B_0063,2020-09-26,0,0.0,low,residential
B_0064,2020-09-26,9,0.0063,low,residential
B_0065,2020-09-26,0,0.0,low,residential
B_0066,2020-09-26,0,0.0,low,mixed
B_0067,2020-09-26,23,0.0332,low,mixed
B_0068,2020-09-26,0,0.0,low,mixed
B_0069,2020-09-26,9,0.0106,low,residential
B_0070,2020-09-26,17,0.0323,low,residential
B_0071,2020-09-26,23,0.0207,low,commercial
B_0072,2020-09-26,9,0.0105,low,residential
B_0073,2020-09-26,16,0.018,low,mixed
B_0074,2020-09-26,0,0.0,low,residential
B_0075,2020-09-26,7,0.0039,low,residential
B_0076,2020-09-26,1,0.0006,low,mixed
B_0077,2020-09-26,0,0.0,low,commercial
B_0078,2020-09-26,0,0.0,low,residential
B_0079,2020-09-26,6,0.0035,low,residential
B_0080,2020-09-26,28,0.016,low,commercial
B_0081,2020-09-26,0,0.0,low,commercial
B_0082,2020-09-26,14,0.0129,low,mixed
B_0083,2020-09-26,5,0.0033,low,residential
B_0084,2020-09-26,0,0.0,low,residential
B_0085,2020-09-26,36,0.0448,low,commercial
B_0086,2020-09-26,35,0.0219,low,commercial
B_0087,2020-09-26,12,0.0172,low,residential
B_0088,2020-09-26,0,0.0,low,mixed
B_0089,2020-09-26,0,0.0,low,residential
B_0090,2020-09-26,11,0.0124,low,mixed
B_0091,2020-09-26,0,0.0,low,mixed
B_0092,2020-09-26,37,0.0314,low,commercial
B_0093,2020-09-26,1,0.0014,low,residential
B_0094,2020-09-26,7,0.0043,low,residential
B_0095,2020-09-26,0,0.0,low,commercial
B_0096,2020-09-26,21,0.022,low,residential
B_0097,2020-09-26,0,0.0,low,mixed
B_0098,2020-09-26,4,0.0026,low,commercial
B_0099,2020-09-26,0,0.0,low,mixed
B_0100,2020-09-26,13,0.0079,low,commercial
B_0001,2020-09-27,0,0.0,low,mixed
B_0002,2020-09-27,0,0.0,low,mixed
B_0003,2020-09-27,27,0.0152,low,residential
B_0004,2020-09-27,12,0.0098,low,commercial
B_0005,2020-09-27,9,0.0057,low,residential
B_0006,2020-09-27,4,0.0025,low,mixed
B_0007,2020-09-27,3,0.0059,low,residential
B_0008,2020-09-27,28,0.0188,low,commercial
B_0009,2020-09-27,14,0.025,low,residential
B_0010,2020-09-27,4,0.0066,low,commercial
B_0011,2020-09-27,11,0.0058,low,mixed
B_0012,2020-09-27,8,0.0057,low,mixed
B_0013,2020-09-27,5,0.0032,low,mixed
B_0014,2020-09-27,9,0.0163,low,commercial
B_0015,2020-09-27,0,0.0,low,commercial
B_0016,2020-09-27,0,0.0,low,residential
B_0017,2020-09-27,34,0.0309,low,commercial
B_0018,2020-09-27,9,0.0129,low,commercial
B_0019,2020-09-27,11,0.0102,low,mixed
B_0020,2020-09-27,16,0.0148,low,mixed
B_0021,2020-09-27,4,0.002,low,residential
B_0022,2020-09-27,37,0.0538,low,residential
B_0023,2020-09-27,0,0.0,low,residential
B_0024,2020-09-27,13,0.0222,low,commercial
B_0025,2020-09-27,4,0.0053,low,commercial
B_0026,2020-09-27,17,0.0113,low,residential
B_0027,2020-09-27,9,0.0126,low,commercial
B_0028,2020-09-27,24,0.0134,low,commercial
B_0029,2020-09-27,11,0.015,low,residential
B_0030,2020-09-27,33,0.0284,low,commercial
B_0031,2020-09-27,5,0.0036,low,residential
B_0032,2020-09-27,28,0.0166,low,commercial
B_0033,2020-09-27,6,0.0071,low,commercial
B_0034,2020-09-27,20,0.0158,low,residential
B_0035,2020-09-27,3,0.0032,low,commercial
B_0036,2020-09-27,11,0.0135,low,mixed
B_0037,2020-09-27,3,0.005,low,mixed
B_0038,2020-09-27,0,0.0,low,residential
B_0039,2020-09-27,13,0.0104,low,mixed
B_0040,2020-09-27,4,0.003,low,residential
B_0041,2020-09-27,31,0.0181,low,residential
B_0042,2020-09-27,15,0.0212,low,residential
B_0043,2020-09-27,0,0.0,low,commercial
B_0044,2020-09-27,0,0.0,low,commercial
B_0045,2020-09-27,8,0.004,low,residential
B_0046,2020-09-27,0,0.0,low,mixed
B_0047,2020-09-27,0,0.0,low,residential
