building_id,timestamp,outdoor_temp_c,outdoor_humidity_percent,wind_speed_ms,wind_direction_deg,solar_irradiance_wm2,precipitation_mm,atmospheric_pressure_hpa
B_0072,2021-01-04,0.1,69.5,2.2,294.0,284.8,1.9,1026.9
B_0073,2021-01-04,-3.7,61.2,1.1,17.2,315.0,1.4,1014.5
B_0074,2021-01-04,-7.0,36.6,2.2,244.9,206.3,0.4,995.6
B_0075,2021-01-04,9.1,71.3,0.8,64.0,311.3,0.9,1016.9
B_0076,2021-01-04,-9.6,78.9,2.8,274.4,427.4,0.1,987.1
B_0077,2021-01-04,-13.8,55.6,0.2,200.5,374.0,3.2,981.4
B_0078,2021-01-04,-3.2,37.9,1.5,10.8,276.6,0.7,1021.6
B_0079,2021-01-04,-10.8,69.1,4.6,193.6,315.5,2.8,1050.0
B_0080,2021-01-04,-4.5,45.3,5.8,265.9,279.6,7.5,1003.3
B_0081,2021-01-04,-9.5,51.9,3.6,68.4,280.7,0.8,1014.4
B_0082,2021-01-04,-8.2,75.8,5.2,69.2,288.6,1.3,1011.0
B_0083,2021-01-04,-6.1,90.0,11.9,245.1,241.7,1.1,1003.1
B_0084,2021-01-04,-9.4,41.8,0.0,282.5,255.2,7.1,1019.2
B_0085,2021-01-04,-1.0,78.1,2.8,317.2,233.2,2.3,1037.4
B_0086,2021-01-04,-9.0,64.8,1.0,42.6,439.3,1.7,996.2
B_0087,2021-01-04,-4.5,58.9,1.9,331.3,155.7,0.3,1010.3
B_0088,2021-01-04,-10.4,56.6,0.9,278.1,267.7,1.2,992.1
B_0089,2021-01-04,-11.5,89.4,2.8,159.6,230.4,0.4,1008.2
B_0090,2021-01-04,-10.1,68.1,13.3,86.9,252.9,1.2,993.4
B_0091,2021-01-04,-8.5,47.9,1.9,148.0,166.4,0.5,1025.8
B_0092,2021-01-04,-3.1,50.4,4.2,182.8,177.3,3.4,1011.8
B_0093,2021-01-04,-1.0,81.8,0.0,83.3,148.1,1.8,1005.1
B_0094,2021-01-04,3.1,66.5,1.2,308.0,325.2,3.1,1019.9
B_0095,2021-01-04,-2.8,55.5,5.5,176.9,197.8,2.5,1049.6
B_0096,2021-01-04,-3.9,61.9,3.6,353.3,411.8,0.5,1021.8
B_0097,2021-01-04,-0.2,73.5,0.8,80.3,48.7,3.6,1030.2
B_0098,2021-01-04,-9.1,77.1,2.4,176.8,198.9,3.8,992.4
B_0099,2021-01-04,-3.8,70.3,3.2,223.2,207.7,1.5,1018.8
B_0100,2021-01-04,-1.6,74.6,7.2,234.8,379.0,4.8,1029.8
B_0001,2021-01-05,-6.5,51.8,3.5,333.9,204.2,0.1,1011.9
B_0002,2021-01-05,-9.7,55.8,2.1,182.5,63.2,1.7,1040.6
B_0003,2021-01-05,2.7,39.4,5.2,131.8,238.4,1.1,1006.4
B_0004,2021-01-05,-11.3,55.9,4.7,8.0,0.0,1.3,1012.5
B_0005,2021-01-05,-7.3,61.8,0.1,339.6,4.7,1.7,1009.9
B_0006,2021-01-05,-5.3,70.6,1.5,195.9,251.5,0.4,1008.4
B_0007,2021-01-05,-14.9,56.9,5.9,250.9,34.5,0.5,986.8
B_0008,2021-01-05,-3.4,69.6,1.4,106.0,44.0,1.7,1033.7
B_0009,2021-01-05,-2.5,49.6,1.2,306.1,184.9,2.0,1000.6
B_0010,2021-01-05,-7.6,71.1,6.2,30.5,204.0,7.5,1007.2
B_0011,2021-01-05,-5.4,53.7,3.5,143.8,137.4,1.5,1006.8
B_0012,2021-01-05,-1.0,53.7,1.4,243.7,176.4,7.8,1023.8
B_0013,2021-01-05,5.7,53.9,3.8,92.2,210.6,2.9,976.0
B_0014,2021-01-05,-3.2,79.6,0.4,199.3,217.1,4.9,1000.8
B_0015,2021-01-05,-5.7,60.0,0.1,337.9,74.0,1.6,982.9
B_0016,2021-01-05,4.2,67.1,0.1,70.9,232.5,1.1,1035.6
B_0017,2021-01-05,1.4,42.9,0.9,250.0,377.9,0.4,1035.4
B_0018,2021-01-05,-6.4,36.4,3.8,331.8,157.3,0.9,978.6
B_0019,2021-01-05,-10.8,56.7,0.2,112.8,276.0,0.3,980.7
B_0020,2021-01-05,-3.9,74.5,0.3,208.1,189.9,1.0,1035.9
B_0021,2021-01-05,-4.7,82.2,0.9,15.7,74.1,0.9,1012.9
B_0022,2021-01-05,-4.4,72.6,3.2,58.5,114.6,0.1,1016.5
B_0023,2021-01-05,-2.4,82.7,2.5,266.3,283.7,1.7,1014.4
B_0024,2021-01-05,-6.4,52.1,2.0,267.0,51.1,1.1,1014.1
B_0025,2021-01-05,3.3,55.7,1.5,128.8,116.8,2.3,1035.1
B_0026,2021-01-05,-5.9,60.4,0.6,221.8,153.4,1.1,1034.4
B_0027,2021-01-05,-1.4,31.7,0.2,147.8,236.4,0.3,1003.8
B_0028,2021-01-05,-10.0,61.2,3.7,205.3,210.7,0.6,1033.7
B_0029,2021-01-05,3.5,61.9,0.2,249.4,303.2,0.2,1019.1
B_0030,2021-01-05,-10.3,66.8,1.4,335.4,171.2,2.2,1015.8
B_0031,2021-01-05,-12.5,69.8,12.7,259.0,0.0,3.5,977.2
B_0032,2021-01-05,2.9,60.9,2.9,9.6,136.0,1.1,1019.8
B_0033,2021-01-05,-4.1,30.0,1.7,51.8,318.5,3.1,980.4
B_0034,2021-01-05,0.4,90.0,2.3,125.7,437.0,0.7,1020.5
B_0035,2021-01-05,-11.6,68.5,2.7,180.4,164.3,0.2,1024.9
B_0036,2021-01-05,-5.5,85.9,7.2,248.8,27.1,2.8,1028.1
B_0037,2021-01-05,-2.9,53.3,3.6,120.5,360.5,1.0,966.3
B_0038,2021-01-05,-6.7,59.2,2.4,346.6,173.7,1.0,998.2
B_0039,2021-01-05,-5.0,59.8,1.8,171.4,263.2,0.7,989.1
B_0040,2021-01-05,-2.8,52.1,0.7,103.9,323.2,0.8,1009.9
B_0041,2021-01-05,2.7,76.6,3.0,209.6,291.2,0.2,1028.0
B_0042,2021-01-05,-17.2,75.6,9.8,306.0,143.5,4.8,989.9
B_0043,2021-01-05,-9.1,45.4,4.8,101.1,73.8,5.4,1008.3
B_0044,2021-01-05,3.0,38.0,0.3,350.3,222.6,0.6,1050.0
B_0045,2021-01-05,-14.4,51.0,4.3,333.2,40.0,0.7,1000.1
B_0046,2021-01-05,-9.5,43.6,2.2,187.9,119.2,2.2,1000.5
B_0047,2021-01-05,-5.7,56.0,5.8,113.9,116.6,1.9,1014.8
B_0048,2021-01-05,-7.2,49.4,0.1,45.3,202.7,0.8,990.3
B_0049,2021-01-05,-4.2,57.6,2.1,5.4,321.3,0.1,1050.0
B_0050,2021-01-05,-10.0,67.6,0.2,78.9,213.2,0.4,1022.0
B_0051,2021-01-05,-12.2,55.4,2.9,109.1,402.3,0.6,1014.8
B_0052,2021-01-05,0.9,62.2,1.0,148.8,73.9,1.7,983.8
B_0053,2021-01-05,-3.9,82.0,1.7,219.5,161.8,0.3,1021.9
B_0054,2021-01-05,-13.8,51.9,0.4,38.5,335.9,1.1,1015.6
B_0055,2021-01-05,-8.6,78.4,0.3,48.2,142.5,1.3,996.4
B_0056,2021-01-05,0.5,30.0,0.8,285.2,0.0,4.7,1050.0
B_0057,2021-01-05,-13.6,59.3,2.0,273.8,284.2,0.2,1003.8
B_0058,2021-01-05,-0.1,83.3,7.5,91.6,285.1,1.6,1007.9
B_0059,2021-01-05,-4.2,90.0,2.9,99.9,209.0,0.3,1019.0
B_0060,2021-01-05,-7.3,64.0,3.6,189.5,0.0,1.1,1010.7
B_0061,2021-01-05,-1.3,72.8,0.0,61.2,15.8,1.4,1006.1
B_0062,2021-01-05,-5.2,57.6,1.6,224.9,298.1,1.6,1024.9
B_0063,2021-01-05,-4.8,38.0,5.5,3.5,418.0,0.1,1021.1
B_0064,2021-01-05,-12.8,59.9,3.2,30.7,75.8,3.7,1027.0
B_0065,2021-01-05,-1.4,55.7,0.3,281.9,154.3,1.2,983.3
B_0066,2021-01-05,-2.9,56.0,0.0,174.7,193.5,2.3,1030.3
B_0067,2021-01-05,-8.4,52.6,2.4,119.0,142.6,0.2,1043.8
B_0068,2021-01-05,-3.3,55.4,0.9,265.8,89.5,0.4,1008.7
B_0069,2021-01-05,-12.8,41.4,2.6,316.5,299.1,0.1,1012.7
B_0070,2021-01-05,-15.0,57.7,0.7,16.0,168.3,3.4,1000.9
B_0071,2021-01-05,-9.5,52.7,3.7,218.0,46.4,2.2,1024.2
B_0072,2021-01-05,-11.9,66.5,2.2,250.3,134.2,0.1,1024.6
B_0073,2021-01-05,-0.4,56.4,0.3,124.6,210.8,2.6,1027.3
B_0074,2021-01-05,-0.6,30.0,3.3,117.6,287.7,2.1,1033.1
B_0075,2021-01-05,-6.9,90.0,0.1,98.7,174.8,0.3,990.0
B_0076,2021-01-05,-3.2,58.2,1.9,301.0,253.6,0.8,1035.3
B_0077,2021-01-05,-4.0,71.8,0.8,113.1,77.2,0.1,1010.0
B_0078,2021-01-05,-8.5,42.9,4.3,98.7,294.6,0.3,1016.6
B_0079,2021-01-05,-6.1,90.0,1.8,255.5,11.4,2.0,1010.9
B_0080,2021-01-05,-8.1,49.5,1.3,135.9,180.9,0.7,999.8
B_0081,2021-01-05,4.0,32.8,3.8,27.5,234.5,2.3,1013.9
B_0082,2021-01-05,-5.4,63.6,3.9,280.0,219.4,1.8,1002.3
B_0083,2021-01-05,-9.6,48.9,3.3,260.2,0.0,0.3,1050.0
B_0084,2021-01-05,-6.8,57.9,1.4,21.9,213.8,9.6,981.4
B_0085,2021-01-05,-10.2,49.3,0.6,31.7,236.6,0.4,968.7
B_0086,2021-01-05,0.7,67.2,2.4,48.1,172.5,3.9,1032.0
B_0087,2021-01-05,-2.4,35.6,3.4,61.6,335.7,4.4,1000.5
B_0088,2021-01-05,-6.1,37.1,5.9,15.1,9.8,3.5,970.9
B_0089,2021-01-05,-1.0,53.4,1.8,80.1,91.2,1.6,1029.7
B_0090,2021-01-05,-2.3,49.8,0.6,334.5,305.9,1.1,1003.9
B_0091,2021-01-05,-9.4,84.1,1.6,111.3,214.9,4.0,988.1
B_0092,2021-01-05,-2.5,76.6,0.7,141.5,293.8,1.6,1025.1
B_0093,2021-01-05,-16.5,73.7,1.3,92.5,349.3,1.6,1022.7
B_0094,2021-01-05,-2.5,68.5,1.4,171.3,291.7,2.0,1025.8
B_0095,2021-01-05,-7.6,52.5,1.6,250.0,168.8,1.6,1028.8
B_0096,2021-01-05,-3.7,83.2,2.1,185.8,219.9,0.7,1011.4
B_0097,2021-01-05,-1.7,62.9,2.6,112.1,83.7,5.2,1007.1
B_0098,2021-01-05,-7.1,33.0,9.7,247.9,289.0,2.1,1001.8
B_0099,2021-01-05,-7.3,83.2,2.1,82.6,201.7,1.8,1014.5
B_0100,2021-01-05,-3.9,53.9,1.7,95.2,220.9,1.7,1042.5
B_0001,2021-01-06,-3.9,48.7,4.4,241.8,110.7,2.0,973.4
B_0002,2021-01-06,-3.8,48.5,5.4,202.0,245.2,2.3,1017.8
B_0003,2021-01-06,-4.1,72.6,2.4,149.1,83.4,3.4,1011.9
B_0004,2021-01-06,-3.0,62.0,1.1,358.9,317.5,2.7,989.2
B_0005,2021-01-06,-6.0,48.0,3.9,11.3,122.7,0.8,1038.3
B_0006,2021-01-06,-9.0,51.2,0.1,133.0,109.7,1.3,1039.2
B_0007,2021-01-06,-3.9,77.8,2.1,160.8,269.2,0.2,1050.0
B_0008,2021-01-06,-4.3,56.1,1.9,301.3,0.0,1.5,1049.8
B_0009,2021-01-06,-9.8,52.0,0.1,168.0,339.5,0.1,1025.2
B_0010,2021-01-06,-8.9,63.9,3.7,132.0,227.6,1.8,1019.7
B_0011,2021-01-06,-2.7,90.0,1.4,334.6,131.8,0.4,1028.7
B_0012,2021-01-06,-4.3,64.4,1.0,55.9,123.9,0.3,994.2
B_0013,2021-01-06,-18.6,54.6,2.3,186.7,252.4,1.1,1010.6
B_0014,2021-01-06,-5.9,47.9,0.0,294.4,87.1,0.1,1026.0
B_0015,2021-01-06,-10.1,46.4,3.3,101.6,259.9,0.6,1020.8
B_0016,2021-01-06,-3.9,76.9,1.1,173.8,215.7,2.6,1009.0
B_0017,2021-01-06,-4.3,57.8,2.5,219.5,313.1,11.1,1038.5
B_0018,2021-01-06,-12.3,81.7,0.5,24.8,201.8,0.6,1023.8
B_0019,2021-01-06,-5.4,52.4,1.9,76.6,223.9,0.1,1012.7
B_0020,2021-01-06,0.2,71.4,0.8,118.2,128.0,1.3,1013.9
B_0021,2021-01-06,-11.0,53.5,2.9,52.2,149.7,3.7,1006.2
B_0022,2021-01-06,-3.4,34.4,9.4,158.5,192.4,1.6,1020.7
B_0023,2021-01-06,-11.1,30.0,2.1,277.2,135.6,1.6,1015.0
B_0024,2021-01-06,-7.3,58.1,3.3,175.7,165.2,3.0,1026.3
B_0025,2021-01-06,-1.2,62.5,1.2,355.5,496.3,0.2,1028.5
B_0026,2021-01-06,2.8,49.1,0.3,5.2,144.7,3.0,1004.3
B_0027,2021-01-06,-0.4,72.2,5.2,329.4,301.7,0.2,1007.2
B_0028,2021-01-06,-12.5,84.3,2.3,7.0,184.2,2.5,998.1
B_0029,2021-01-06,-0.1,56.0,2.1,177.1,178.8,4.4,1029.4
B_0030,2021-01-06,2.2,50.9,8.9,176.8,90.4,1.0,1039.1
B_0031,2021-01-06,-11.6,66.5,2.2,326.6,236.5,1.3,1010.7
B_0032,2021-01-06,-5.3,62.0,3.2,119.7,110.3,0.4,1006.3
B_0033,2021-01-06,-8.1,56.9,0.4,318.5,261.0,0.4,1012.5
B_0034,2021-01-06,2.8,55.1,1.8,166.8,265.4,1.2,1031.8
B_0035,2021-01-06,-10.9,70.8,2.8,274.1,256.4,0.1,1029.8
B_0036,2021-01-06,3.5,48.5,5.1,197.5,119.0,3.3,1034.4
B_0037,2021-01-06,-2.7,71.1,0.5,86.9,113.0,0.5,1001.3
B_0038,2021-01-06,-10.3,45.9,2.8,356.4,251.8,2.3,1031.5
B_0039,2021-01-06,-8.3,47.0,0.3,106.0,0.0,4.5,987.6
B_0040,2021-01-06,-8.4,39.3,2.8,95.9,181.8,0.2,1050.0
B_0041,2021-01-06,-13.0,71.0,5.3,225.6,135.7,0.7,1045.2
B_0042,2021-01-06,-4.0,41.6,2.8,114.6,77.8,10.7,990.9
B_0043,2021-01-06,2.9,48.7,0.2,180.2,303.6,1.6,1029.5
B_0044,2021-01-06,-8.5,47.3,6.9,312.5,0.0,1.3,1050.0
B_0045,2021-01-06,-5.1,40.1,0.3,29.9,113.1,1.8,1019.2
B_0046,2021-01-06,-6.9,64.8,1.9,223.9,205.3,2.2,998.1
B_0047,2021-01-06,1.2,57.0,3.9,151.7,337.5,2.0,1027.8
B_0048,2021-01-06,3.4,30.0,0.9,71.8,201.0,0.1,997.9
B_0049,2021-01-06,-2.5,54.6,0.3,90.1,190.7,7.4,1047.9
B_0050,2021-01-06,1.4,80.2,1.2,226.7,219.9,0.9,986.2
B_0051,2021-01-06,-4.5,43.3,3.4,102.0,325.5,1.9,1033.9
B_0052,2021-01-06,-9.7,41.9,3.3,66.0,177.4,2.3,1021.2
B_0053,2021-01-06,-8.4,55.5,3.1,212.3,200.7,0.4,999.1
B_0054,2021-01-06,-15.3,63.2,1.1,259.3,174.6,1.1,1022.6
B_0055,2021-01-06,-4.3,30.0,4.8,249.3,308.2,2.6,972.1
B_0056,2021-01-06,-12.8,73.1,3.4,291.7,129.6,4.1,1004.7
B_0057,2021-01-06,-1.2,58.6,2.1,64.5,166.7,1.0,987.8
B_0058,2021-01-06,-0.4,90.0,0.9,151.1,356.5,2.8,968.6
B_0059,2021-01-06,-1.4,41.4,0.9,222.5,203.1,0.2,1012.8
B_0060,2021-01-06,-6.8,65.9,0.2,186.0,67.1,3.0,1000.6
B_0061,2021-01-06,-8.4,75.3,7.7,315.8,181.7,0.1,1009.0
B_0062,2021-01-06,-7.2,74.9,0.3,243.7,133.0,0.7,997.2
B_0063,2021-01-06,-8.2,75.7,2.9,347.8,161.9,2.7,999.3
B_0064,2021-01-06,-3.5,75.1,2.8,15.0,164.0,1.0,1015.7
B_0065,2021-01-06,-13.6,75.3,1.7,111.7,169.4,1.3,981.1
B_0066,2021-01-06,0.8,60.6,1.7,90.4,262.2,1.2,1011.4
B_0067,2021-01-06,-3.8,56.8,1.5,202.7,290.9,0.2,1050.0
B_0068,2021-01-06,-1.9,46.6,3.9,174.3,241.8,0.7,1033.6
B_0069,2021-01-06,-10.4,88.3,2.8,123.1,143.0,0.1,1009.2
B_0070,2021-01-06,1.8,66.7,1.5,271.0,127.4,0.5,988.2
B_0071,2021-01-06,-3.6,67.8,1.2,237.5,219.7,0.4,1012.9
B_0072,2021-01-06,-5.0,73.6,3.2,217.0,235.3,1.5,1047.1
B_0073,2021-01-06,-8.1,88.2,3.7,242.8,194.2,2.7,1003.3
B_0074,2021-01-06,0.2,63.6,0.9,48.9,305.1,2.2,1027.5
B_0075,2021-01-06,-5.0,81.5,0.9,94.5,426.5,1.1,1013.7
B_0076,2021-01-06,-6.6,41.3,0.6,78.8,191.0,0.4,1036.6
B_0077,2021-01-06,-6.7,58.1,2.8,51.0,28.7,0.0,1019.7
B_0078,2021-01-06,-9.7,47.3,4.9,312.2,277.2,0.4,1021.8
B_0079,2021-01-06,-4.2,30.9,3.3,311.3,394.2,0.1,1043.1
B_0080,2021-01-06,-4.1,47.9,3.6,157.2,171.0,4.7,989.1
B_0081,2021-01-06,0.7,63.4,8.4,53.4,0.0,3.2,1025.9
B_0082,2021-01-06,-6.9,78.6,1.4,117.3,220.9,1.4,1007.2
B_0083,2021-01-06,-2.1,86.6,0.8,96.9,152.2,1.3,1034.6
B_0084,2021-01-06,-5.6,53.2,0.6,329.7,82.1,3.2,998.5
B_0085,2021-01-06,-6.8,85.4,3.2,34.7,267.9,0.8,988.6
B_0086,2021-01-06,-6.0,80.4,1.1,135.4,59.4,1.0,1017.5
B_0087,2021-01-06,-11.9,70.4,2.6,114.0,192.5,0.3,991.7
B_0088,2021-01-06,-0.9,72.4,0.1,265.4,169.5,0.7,984.7
B_0089,2021-01-06,-8.5,72.5,0.2,298.1,290.4,2.7,1012.3
B_0090,2021-01-06,3.1,58.9,0.3,328.8,223.6,2.7,1034.5
B_0091,2021-01-06,4.5,71.6,2.9,151.0,121.3,1.2,1050.0
B_0092,2021-01-06,2.9,70.4,0.0,47.3,262.2,0.1,1018.7
B_0093,2021-01-06,-14.3,71.8,2.8,102.5,160.8,3.4,1027.0
B_0094,2021-01-06,-17.6,64.4,0.2,135.1,252.4,0.4,987.2
B_0095,2021-01-06,-1.1,42.5,10.7,250.9,0.0,1.4,1044.2
B_0096,2021-01-06,-1.1,41.9,8.2,3.0,174.3,1.8,1017.0
B_0097,2021-01-06,0.1,53.1,3.9,156.2,147.2,1.5,1008.2
B_0098,2021-01-06,-6.5,77.7,1.0,249.5,357.3,0.4,1016.5
B_0099,2021-01-06,-2.7,59.3,0.8,194.4,210.3,0.2,1027.1
B_0100,2021-01-06,-6.2,55.0,1.9,161.7,257.5,1.7,1002.8
B_0001,2021-01-07,-12.5,59.4,5.1,291.3,183.4,0.2,990.0
B_0002,2021-01-07,-5.2,90.0,0.2,349.9,206.4,0.6,1007.5
B_0003,2021-01-07,-4.7,58.5,3.9,123.9,79.3,4.0,1017.2
B_0004,2021-01-07,-3.5,54.0,1.7,349.5,148.0,7.1,1012.1
B_0005,2021-01-07,-6.6,70.8,0.6,65.7,365.1,0.8,1001.4
B_0006,2021-01-07,-0.7,52.6,2.1,90.1,14.0,3.0,1050.0
B_0007,2021-01-07,-6.1,56.1,1.3,348.7,132.5,0.3,1043.9
B_0008,2021-01-07,1.9,60.7,4.5,225.3,216.4,0.2,987.8
B_0009,2021-01-07,1.6,70.9,0.9,250.0,331.6,0.8,1012.4
B_0010,2021-01-07,3.0,37.0,0.8,6.8,215.3,2.2,1036.9
B_0011,2021-01-07,1.4,85.0,2.4,126.0,81.7,0.5,1025.8
B_0012,2021-01-07,-5.2,76.7,6.1,325.7,171.5,2.1,1022.2
B_0013,2021-01-07,-5.2,77.6,0.9,321.1,327.6,3.4,1043.5
B_0014,2021-01-07,-14.5,82.8,6.8,30.4,404.0,0.2,1041.2
B_0015,2021-01-07,1.1,43.4,0.4,195.0,125.8,1.6,1002.5
B_0016,2021-01-07,-7.6,41.1,0.8,10.2,92.9,2.2,1023.2
B_0017,2021-01-07,-7.7,67.8,5.2,59.2,246.6,2.5,1019.6
B_0018,2021-01-07,-1.3,67.5,1.5,5.9,131.1,0.6,987.7
B_0019,2021-01-07,-11.8,66.4,1.3,239.9,141.9,0.4,965.3
B_0020,2021-01-07,-10.5,73.4,1.4,79.4,390.2,0.4,999.2
B_0021,2021-01-07,-3.6,55.1,2.6,216.1,281.0,0.3,1021.2
B_0022,2021-01-07,-4.2,49.5,3.7,341.6,73.3,1.1,1000.4
B_0023,2021-01-07,-4.5,71.5,0.3,279.1,268.6,1.1,1023.1
B_0024,2021-01-07,-3.0,63.3,3.3,98.5,293.5,0.4,1023.9
B_0025,2021-01-07,-4.5,67.9,2.9,24.9,353.4,0.8,973.1
B_0026,2021-01-07,0.7,54.6,2.0,310.4,16.4,2.6,1009.1
B_0027,2021-01-07,-7.6,82.6,6.1,256.9,301.3,2.0,998.9
B_0028,2021-01-07,-1.8,38.9,5.6,252.5,242.0,0.4,956.7
B_0029,2021-01-07,-11.2,76.0,0.6,138.2,204.7,1.0,993.5
B_0030,2021-01-07,-3.8,61.2,0.6,13.2,266.7,0.5,1046.7
B_0031,2021-01-07,-4.9,61.9,6.8,97.9,50.3,1.4,989.2
B_0032,2021-01-07,0.8,48.2,1.2,289.5,377.2,0.1,1002.8
B_0033,2021-01-07,-5.4,67.9,4.4,151.2,172.0,0.3,1031.7
B_0034,2021-01-07,-2.5,48.0,0.3,249.8,93.9,2.4,998.4
B_0035,2021-01-07,-10.6,44.0,3.5,158.1,150.1,1.3,1030.4
B_0036,2021-01-07,-5.9,60.2,6.8,190.0,213.5,0.1,1034.6
B_0037,2021-01-07,-1.1,89.5,1.5,226.3,0.0,1.0,1024.1
B_0038,2021-01-07,-17.2,64.2,0.5,116.8,151.3,0.1,1012.2
B_0039,2021-01-07,2.5,65.5,0.9,274.9,189.8,0.1,1026.0
B_0040,2021-01-07,-4.2,69.9,1.4,181.4,229.2,0.5,1012.0
B_0041,2021-01-07,-11.5,69.8,5.1,189.3,163.4,2.7,1031.6
B_0042,2021-01-07,-12.4,66.8,0.6,266.2,367.8,0.5,991.4
B_0043,2021-01-07,-17.2,61.5,0.1,330.9,159.6,5.5,1031.0
B_0044,2021-01-07,0.5,30.6,3.1,139.1,321.3,0.9,991.8
B_0045,2021-01-07,-12.4,72.3,2.7,209.6,145.5,4.3,1016.7
B_0046,2021-01-07,-0.2,62.9,4.9,17.0,91.3,4.7,986.9
B_0047,2021-01-07,-4.6,53.7,1.3,266.7,205.8,2.4,994.7
B_0048,2021-01-07,6.5,90.0,1.1,279.1,324.0,1.1,1003.8
B_0049,2021-01-07,7.3,78.7,1.5,338.3,340.3,2.2,980.2
B_0050,2021-01-07,-7.4,83.7,3.3,349.9,259.2,0.2,1023.4
B_0051,2021-01-07,1.1,78.9,0.5,281.5,115.3,7.2,1022.1
B_0052,2021-01-07,-14.7,58.9,3.5,0.3,216.6,2.6,1028.9
B_0053,2021-01-07,-4.6,70.1,7.1,328.0,1.5,0.6,983.1
B_0054,2021-01-07,0.1,61.4,1.0,256.0,100.4,5.2,991.0
B_0055,2021-01-07,-11.8,49.7,0.0,311.7,67.4,1.0,1029.0
B_0056,2021-01-07,-4.0,72.7,3.0,324.8,128.6,0.8,1004.9
B_0057,2021-01-07,0.2,77.7,0.9,91.7,328.5,2.0,1016.9
B_0058,2021-01-07,-8.2,53.3,5.1,324.2,151.4,1.8,1047.1
B_0059,2021-01-07,-5.8,41.0,5.6,14.4,273.8,0.2,1023.3
B_0060,2021-01-07,-4.5,52.6,0.1,353.6,185.3,0.6,1007.8
B_0061,2021-01-07,5.0,60.3,7.8,97.0,250.5,2.7,994.4
B_0062,2021-01-07,-2.0,37.7,0.8,125.8,127.4,5.5,1028.8
B_0063,2021-01-07,-9.9,40.7,1.4,22.3,0.0,2.7,978.3
B_0064,2021-01-07,8.3,58.7,8.2,86.8,114.4,0.0,1025.8
B_0065,2021-01-07,-10.5,66.8,0.4,281.2,137.0,0.8,1025.3
B_0066,2021-01-07,2.6,88.2,4.7,354.8,196.9,0.9,979.2
B_0067,2021-01-07,-0.1,37.7,1.6,346.2,133.8,1.6,1005.8
B_0068,2021-01-07,-10.4,57.0,0.3,260.3,98.3,4.2,1007.3
B_0069,2021-01-07,-1.2,56.2,10.1,45.0,246.8,3.1,1023.4
B_0070,2021-01-07,-5.9,55.7,6.8,179.5,241.7,2.3,1016.2
B_0071,2021-01-07,-5.9,52.4,9.1,340.5,286.3,2.2,1020.7
B_0072,2021-01-07,3.8,53.1,3.9,217.7,151.5,2.0,982.2
B_0073,2021-01-07,-8.2,90.0,0.7,178.5,168.4,2.4,1019.9
B_0074,2021-01-07,-5.0,54.6,1.3,63.5,169.5,6.9,982.4
B_0075,2021-01-07,-1.7,58.6,4.5,230.9,107.1,5.9,1009.0
B_0076,2021-01-07,-13.9,49.5,0.4,182.1,242.4,2.4,981.9
B_0077,2021-01-07,-9.5,45.2,2.5,351.0,248.5,8.0,1021.0
B_0078,2021-01-07,-9.1,46.4,7.4,108.8,268.5,0.4,1004.6
B_0079,2021-01-07,-5.4,84.1,6.3,304.0,266.0,1.1,1011.0
B_0080,2021-01-07,-15.3,38.2,0.9,327.8,317.8,0.5,1028.5
B_0081,2021-01-07,-11.7,67.2,2.4,97.6,304.5,4.2,1023.3
B_0082,2021-01-07,-0.5,76.7,3.3,23.3,226.7,1.9,1036.1
B_0083,2021-01-07,-9.4,36.7,0.5,99.9,275.7,1.1,1050.0
B_0084,2021-01-07,5.1,64.5,4.2,321.5,239.2,1.3,973.5
B_0085,2021-01-07,0.6,60.6,0.2,270.1,211.5,3.4,1006.3
B_0086,2021-01-07,-3.0,66.6,2.6,198.9,314.3,0.8,1006.2
B_0087,2021-01-07,11.4,77.3,1.9,353.3,171.8,0.7,1009.6
B_0088,2021-01-07,-3.3,90.0,0.0,39.6,161.4,1.5,1015.4
B_0089,2021-01-07,-5.7,61.8,0.4,259.7,186.8,0.0,976.9
B_0090,2021-01-07,-15.6,34.5,6.6,204.2,230.5,4.9,1027.6
B_0091,2021-01-07,-4.7,63.3,1.4,90.0,193.7,0.0,1023.5
B_0092,2021-01-07,-1.4,42.7,5.6,237.1,126.4,0.3,990.2
B_0093,2021-01-07,-3.9,64.8,0.3,286.8,376.0,3.7,1010.5
B_0094,2021-01-07,-0.7,43.3,2.3,316.5,111.5,1.0,982.8
B_0095,2021-01-07,-6.0,51.8,3.1,145.0,100.5,3.0,1024.9
B_0096,2021-01-07,-6.8,44.3,2.2,148.3,346.5,2.8,1038.6
B_0097,2021-01-07,1.5,44.3,1.0,97.3,173.2,2.1,1021.0
B_0098,2021-01-07,-3.5,35.4,2.4,180.4,241.3,3.3,1011.0
B_0099,2021-01-07,-3.2,68.2,4.0,241.9,329.5,2.6,998.7
B_0100,2021-01-07,1.7,35.5,1.1,139.0,344.2,5.7,1050.0
B_0001,2021-01-08,-6.1,74.0,3.7,48.3,258.8,6.6,1017.0
B_0002,2021-01-08,-8.5,66.8,2.0,209.7,243.2,3.4,1017.2
B_0003,2021-01-08,-4.5,73.5,1.4,216.5,105.6,3.2,1015.2
B_0004,2021-01-08,-8.0,72.9,9.2,146.2,355.7,0.9,1003.3
B_0005,2021-01-08,-8.5,47.4,1.3,62.2,353.4,7.0,1006.2
