building_id,materials_breakdown,total_gwp_materials_kgco2eq,total_embodied_energy_mj,total_water_usage_l,gwp_per_m2_kgco2eq,embodied_energy_per_m2_mj,construction_gwp_kgco2eq,transport_gwp_kgco2eq,transport_distance_km,hvac_manufacturing_gwp_kgco2eq,hvac_operational_gwp_kgco2eq_year,hvac_lifespan_years,total_embodied_carbon_kgco2eq
BLD_023,"[{'material': 'brick_clay', 'quantity_kg': 617558.4, 'area_m2': 1072.15, 'gwp_total_kgco2eq': 148214.02, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 1852675.2, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 926337.6, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 4288.6, 'area_m2': 1072.15, 'gwp_total_kgco2eq': 5489.41, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 72048.48, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 2144.3, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 419220.0, 'area_m2': 698.7, 'gwp_total_kgco2eq': 134150.4, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 838440.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1467270.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 4192.2, 'area_m2': 698.7, 'gwp_total_kgco2eq': 5366.02, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 70428.96, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 2096.1, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 28036.88, 'area_m2': 448.59, 'gwp_total_kgco2eq': 23831.34, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 445786.31, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 8411.06, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 2242.95, 'area_m2': 448.59, 'gwp_total_kgco2eq': 18481.91, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 381301.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 897.18, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 47162.03, 'area_m2': 4192.18, 'gwp_total_kgco2eq': 17921.57, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 287688.35, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 28297.22, 'recyclability_pct': 100, 'lifespan_years': 30}]",353454.67,3948368.8,2435453.46,168.63,1883.68,31441.35,6530.69,93.82,450,2500,15,391876.71
BLD_024,"[{'material': 'concrete_reinforced', 'quantity_kg': 958458.0, 'area_m2': 1597.43, 'gwp_total_kgco2eq': 306706.56, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1916916.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 3354603.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 9584.58, 'area_m2': 1597.43, 'gwp_total_kgco2eq': 12268.26, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 161020.94, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 4792.29, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 15026.0, 'area_m2': 150.26, 'gwp_total_kgco2eq': 12772.1, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 238913.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 4507.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 751.3, 'area_m2': 150.26, 'gwp_total_kgco2eq': 6190.71, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 127721.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 300.52, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 35942.18, 'area_m2': 3194.86, 'gwp_total_kgco2eq': 13658.03, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 219247.27, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 21565.31, 'recyclability_pct': 100, 'lifespan_years': 30}]",351595.66,2663818.61,3385768.92,220.1,1667.57,23961.45,6635.76,104.95,520,1800,18,382712.87
BLD_025,"[{'material': 'concrete_block', 'quantity_kg': 1078932.0, 'area_m2': 1798.22, 'gwp_total_kgco2eq': 172629.12, 'gwp_per_m2_kgco2eq': 96.0, 'embodied_energy_total_mj': 1618398.0, 'embodied_energy_per_m2_mj': 900.0, 'water_usage_total_l': 2157864.0, 'recyclability_pct': 80, 'lifespan_years': 100}, {'material': 'concrete_reinforced', 'quantity_kg': 661260.0, 'area_m2': 1102.1, 'gwp_total_kgco2eq': 211603.2, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1322520.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 2314410.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 6612.6, 'area_m2': 1102.1, 'gwp_total_kgco2eq': 8464.13, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 111091.68, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 3306.3, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 37890.0, 'area_m2': 606.24, 'gwp_total_kgco2eq': 32206.5, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 602451.0, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 11367.0, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 3031.2, 'area_m2': 606.24, 'gwp_total_kgco2eq': 24977.09, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 515304.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1212.48, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 99188.78, 'area_m2': 8816.78, 'gwp_total_kgco2eq': 37691.73, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 605051.53, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 59513.26, 'recyclability_pct': 100, 'lifespan_years': 30}]",487571.77,4774816.21,4547673.04,110.6,1083.12,66125.85,13852.69,118.41,450,2500,15,568000.31
BLD_026,"[{'material': 'brick_clay', 'quantity_kg': 278242.56, 'area_m2': 483.06, 'gwp_total_kgco2eq': 66778.21, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 834727.68, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 417363.84, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1932.24, 'area_m2': 483.06, 'gwp_total_kgco2eq': 2473.27, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 32461.63, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 966.12, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 804606.0, 'area_m2': 1341.01, 'gwp_total_kgco2eq': 257473.92, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1609212.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 2816121.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 8046.06, 'area_m2': 1341.01, 'gwp_total_kgco2eq': 10298.96, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 135173.81, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 4023.03, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 8138.75, 'area_m2': 130.22, 'gwp_total_kgco2eq': 6917.94, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 129406.12, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 2441.62, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 651.1, 'area_m2': 130.22, 'gwp_total_kgco2eq': 5365.06, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 110687.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 260.44, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 30172.72, 'area_m2': 2682.02, 'gwp_total_kgco2eq': 11465.64, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 184053.62, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 18103.63, 'recyclability_pct': 100, 'lifespan_years': 30}]",360773.0,3035721.86,3259279.68,269.03,2263.76,20115.15,11773.03,167.78,450,2500,15,393111.18
BLD_027,"[{'material': 'concrete_reinforced', 'quantity_kg': 49560.0, 'area_m2': 82.6, 'gwp_total_kgco2eq': 15859.2, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 99120.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 173460.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 495.6, 'area_m2': 82.6, 'gwp_total_kgco2eq': 634.37, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 8326.08, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 247.8, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_triple_glazed', 'quantity_kg': 3194.0, 'area_m2': 31.94, 'gwp_total_kgco2eq': 3673.1, 'gwp_per_m2_kgco2eq': 115.0, 'embodied_energy_total_mj': 76017.2, 'embodied_energy_per_m2_mj': 2380.0, 'water_usage_total_l': 1277.6, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 159.7, 'area_m2': 31.94, 'gwp_total_kgco2eq': 1315.93, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 27149.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 63.88, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 1858.5, 'area_m2': 165.2, 'gwp_total_kgco2eq': 706.23, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 11336.85, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 1115.1, 'recyclability_pct': 100, 'lifespan_years': 30}]",22188.83,221949.13,176164.38,268.63,2687.04,1239.0,273.96,79.95,450,2500,15,24151.79
BLD_028,"[{'material': 'concrete_reinforced', 'quantity_kg': 324810.0, 'area_m2': 541.35, 'gwp_total_kgco2eq': 103939.2, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 649620.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1136835.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3248.1, 'area_m2': 541.35, 'gwp_total_kgco2eq': 4157.57, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 54568.08, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1624.05, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 25404.0, 'area_m2': 254.04, 'gwp_total_kgco2eq': 21593.4, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 403923.6, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 7621.2, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1270.2, 'area_m2': 254.04, 'gwp_total_kgco2eq': 10466.45, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 215934.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 508.08, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 24360.75, 'area_m2': 2165.4, 'gwp_total_kgco2eq': 9257.09, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 148600.58, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 14616.45, 'recyclability_pct': 100, 'lifespan_years': 30}]",149413.71,1472646.26,1161204.78,138.0,1360.16,16240.5,2988.16,127.14,520,1800,18,169162.37
BLD_029,"[{'material': 'brick_clay', 'quantity_kg': 165098.88, 'area_m2': 286.63, 'gwp_total_kgco2eq': 39623.73, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 495296.64, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 247648.32, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1146.52, 'area_m2': 286.63, 'gwp_total_kgco2eq': 1467.55, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 19261.54, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 573.26, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 352248.0, 'area_m2': 587.08, 'gwp_total_kgco2eq': 112719.36, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 704496.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1232868.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3522.48, 'area_m2': 587.08, 'gwp_total_kgco2eq': 4508.77, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 59177.66, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1761.24, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 15868.0, 'area_m2': 158.68, 'gwp_total_kgco2eq': 13487.8, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 252301.2, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 4760.4, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 793.4, 'area_m2': 158.68, 'gwp_total_kgco2eq': 6537.62, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 134878.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 317.36, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 13209.3, 'area_m2': 1174.16, 'gwp_total_kgco2eq': 5019.53, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 80576.73, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 7925.58, 'recyclability_pct': 100, 'lifespan_years': 30}]",183364.36,1745987.77,1495854.16,312.33,2974.02,8806.2,4751.44,138.86,450,2500,15,197372.0
BLD_030,"[{'material': 'brick_clay', 'quantity_kg': 212509.44, 'area_m2': 368.94, 'gwp_total_kgco2eq': 51002.27, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 637528.32, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 318764.16, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1475.76, 'area_m2': 368.94, 'gwp_total_kgco2eq': 1888.97, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 24792.77, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 737.88, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 105990.0, 'area_m2': 176.65, 'gwp_total_kgco2eq': 33916.8, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 211980.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 370965.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1059.9, 'area_m2': 176.65, 'gwp_total_kgco2eq': 1356.67, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 17806.32, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 529.95, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 6476.0, 'area_m2': 64.76, 'gwp_total_kgco2eq': 5504.6, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 102968.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 1942.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 323.8, 'area_m2': 64.76, 'gwp_total_kgco2eq': 2668.11, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 55046.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 129.52, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 7949.25, 'area_m2': 706.6, 'gwp_total_kgco2eq': 3020.72, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 48490.43, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 4769.55, 'recyclability_pct': 100, 'lifespan_years': 30}]",99358.14,1098612.24,697838.86,281.23,3109.57,5299.5,1185.99,56.97,450,2500,15,106293.63
BLD_031,"[{'material': 'brick_clay', 'quantity_kg': 931374.72, 'area_m2': 1616.97, 'gwp_total_kgco2eq': 223529.93, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 2794124.16, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 1397062.08, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 6467.88, 'area_m2': 1616.97, 'gwp_total_kgco2eq': 8278.89, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 108660.38, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 3233.94, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 1057878.0, 'area_m2': 1763.13, 'gwp_total_kgco2eq': 338520.96, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 2115756.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 3702573.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 10578.78, 'area_m2': 1763.13, 'gwp_total_kgco2eq': 13540.84, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 177723.5, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 5289.39, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 33259.38, 'area_m2': 532.15, 'gwp_total_kgco2eq': 28270.47, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 528824.06, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 9977.81, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 2660.75, 'area_m2': 532.15, 'gwp_total_kgco2eq': 21924.58, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 452327.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1064.3, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 119011.28, 'area_m2': 10578.78, 'gwp_total_kgco2eq': 45224.28, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 725968.78, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 71406.77, 'recyclability_pct': 100, 'lifespan_years': 30}]",679289.95,6903384.38,5190607.29,128.43,1305.14,79340.85,18911.13,141.13,450,2500,15,777991.93
BLD_032,"[{'material': 'brick_clay', 'quantity_kg': 328222.08, 'area_m2': 569.83, 'gwp_total_kgco2eq': 78773.3, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 984666.24, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 492333.12, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 2279.32, 'area_m2': 569.83, 'gwp_total_kgco2eq': 2917.53, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 38292.58, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 1139.66, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 294966.0, 'area_m2': 491.61, 'gwp_total_kgco2eq': 94389.12, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 589932.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1032381.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 2949.66, 'area_m2': 491.61, 'gwp_total_kgco2eq': 3775.56, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 49554.29, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1474.83, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 20556.0, 'area_m2': 205.56, 'gwp_total_kgco2eq': 17472.6, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 326840.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 6166.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1027.8, 'area_m2': 205.56, 'gwp_total_kgco2eq': 8469.07, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 174726.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 411.12, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 22122.68, 'area_m2': 1966.46, 'gwp_total_kgco2eq': 8406.62, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 134948.32, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 13273.61, 'recyclability_pct': 100, 'lifespan_years': 30}]",214203.8,2298959.83,1547180.14,217.86,2338.17,14748.45,3149.49,75.58,450,2500,15,232551.74
BLD_033,"[{'material': 'concrete_block', 'quantity_kg': 1017180.0, 'area_m2': 1695.3, 'gwp_total_kgco2eq': 162748.8, 'gwp_per_m2_kgco2eq': 96.0, 'embodied_energy_total_mj': 1525770.0, 'embodied_energy_per_m2_mj': 900.0, 'water_usage_total_l': 2034360.0, 'recyclability_pct': 80, 'lifespan_years': 100}, {'material': 'concrete_reinforced', 'quantity_kg': 369492.0, 'area_m2': 615.82, 'gwp_total_kgco2eq': 118237.44, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 738984.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1293222.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3694.92, 'area_m2': 615.82, 'gwp_total_kgco2eq': 4729.5, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 62074.66, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1847.46, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 57256.25, 'area_m2': 916.1, 'gwp_total_kgco2eq': 48667.81, 'gwp_per_m2_kgco2eq': 53.13, 'embodied_energy_total_mj': 910374.38, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 17176.88, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 4580.5, 'area_m2': 916.1, 'gwp_total_kgco2eq': 37743.32, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 778685.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1832.2, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 83136.15, 'area_m2': 7389.88, 'gwp_total_kgco2eq': 31591.74, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 507130.52, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 49881.69, 'recyclability_pct': 100, 'lifespan_years': 30}]",403718.61,4523018.56,3398320.23,109.26,1224.11,55424.1,5688.4,59.76,520,1800,18,465351.11
BLD_034,"[{'material': 'mineral_wool_insulation', 'quantity_kg': 793.96, 'area_m2': 198.49, 'gwp_total_kgco2eq': 1016.27, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 13338.53, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 396.98, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 107292.0, 'area_m2': 178.82, 'gwp_total_kgco2eq': 34333.44, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 214584.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 375522.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1072.92, 'area_m2': 178.82, 'gwp_total_kgco2eq': 1373.34, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 18025.06, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 536.46, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 2448.12, 'area_m2': 39.17, 'gwp_total_kgco2eq': 2080.91, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 38925.19, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 734.44, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 195.85, 'area_m2': 39.17, 'gwp_total_kgco2eq': 1613.8, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 33294.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 78.34, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 4023.45, 'area_m2': 357.64, 'gwp_total_kgco2eq': 1528.91, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 24543.05, 'embodied_energy_per_m2_mj': 68.63, 'water_usage_total_l': 2414.07, 'recyclability_pct': 100, 'lifespan_years': 30}]",41946.67,342710.33,379682.29,234.57,1916.51,2682.3,1381.19,192.33,520,1800,18,46530.16
