building_id,scenario_name,baseline_consumption_kwh,num_measures,measure_list,measures,total_cost_eur,annual_energy_saving_kwh,annual_cost_saving_eur,annual_carbon_saving_kgco2,total_energy_saving_pct,total_carbon_saving_pct,simple_payback_years,npv_20years_eur,roi_percent,pre_retrofit_epc,post_retrofit_epc,building_type,total_floor_area_m2,epc_rating,construction_year,building_age_years,retrofit_embodied_carbon_kgco2eq,retrofit_embodied_energy_mj,carbon_payback_years,lifetime_carbon_benefit_kgco2eq,benefit_to_impact_ratio,total_lifetime_carbon_savings,cost_per_kgco2_saved,cost_per_kwh_saved
BLD_010,Deep Retrofit,979977.39,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 112337.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 83711.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 208233.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 83711.0, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 20090.7, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",532083.65,728011.52,109201.73,264729.14,74.29,77.18,4.87,1092562.31,205.34,G,D,commercial,3348.44,G,1932,92,90739.07,1575059.6,1.1039999999999999,9082758.32,150.462,6527489.43,2.01,0.73
BLD_011,Minimal,1329263.17,2,"window_replacement, hvac_upgrade_heat_pump","[{'measure': 'window_replacement', 'cost_eur': 528552.0, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 14.4, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 24.64, 'carbon_saving_pct': 30.82, 'lifetime_years': 15}]",540552.0,487042.03,73056.3,210363.87,36.64,45.22,7.4,546341.32,101.07,G,E,commercial,4727.06,G,1954,70,101037.6,1883050.4,1.405,1767271.09,20.270000000000003,5158059.15,2.57,1.11
BLD_011,Standard,1329263.17,4,"window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv","[{'measure': 'window_replacement', 'cost_eur': 528552.0, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 14.4, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 24.64, 'carbon_saving_pct': 30.82, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 118176.5, 'energy_saving_pct': 6.08, 'carbon_saving_pct': 3.51, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 10635.84, 'energy_saving_pct': 11.46, 'carbon_saving_pct': 12.31, 'lifetime_years': 25}]",669364.34,720168.84,108025.33,283931.93,54.18,61.03,6.2,937779.73,140.1,G,D,commercial,4727.06,G,1954,70,116991.36,2104630.4,2.026666666666667,2504941.54,17.39666666666667,6981306.89,2.36,0.93
BLD_011,Deep Retrofit,1329263.17,6,"window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'window_replacement', 'cost_eur': 528552.0, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 14.4, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 24.64, 'carbon_saving_pct': 30.82, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 118176.5, 'energy_saving_pct': 6.08, 'carbon_saving_pct': 3.51, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 10635.84, 'energy_saving_pct': 11.46, 'carbon_saving_pct': 12.31, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 5.5, 'carbon_saving_pct': 3.74, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 3.87, 'carbon_saving_pct': 2.82, 'lifetime_years': 20}]",681364.34,844716.45,126707.47,314450.06,63.55,67.59,5.38,1203722.82,176.66,G,D,commercial,4727.06,G,1954,70,116991.36,2104630.4,1.9799999999999998,2771975.17,18.236666666666668,7744260.14,2.17,0.81
BLD_012,Minimal,12782.53,1,smart_controls,"[{'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 9.6, 'lifetime_years': 10}]",3500.0,1533.9,230.09,429.49,12.0,9.6,15.21,-76.91,-2.2,A,A,residential,171.24,A,2020,4,,,,,,,8.15,2.28
BLD_012,Standard,12782.53,1,smart_controls,"[{'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 9.6, 'lifetime_years': 10}]",3500.0,1533.9,230.09,429.49,12.0,9.6,15.21,-76.91,-2.2,A,A,residential,171.24,A,2020,4,,,,,,,8.15,2.28
BLD_012,Deep Retrofit,12782.53,1,smart_controls,"[{'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 12.0, 'carbon_saving_pct': 9.6, 'lifetime_years': 10}]",3500.0,1533.9,230.09,429.49,12.0,9.6,15.21,-76.91,-2.2,A,A,residential,171.24,A,2020,4,,,,,,,8.15,2.28
BLD_013,Minimal,490928.24,2,"led_lighting, solar_pv","[{'measure': 'led_lighting', 'cost_eur': 73964.0, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 53254.08, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}]",127218.08,135888.94,20383.34,49595.53,27.68,28.86,6.24,176034.56,138.37,A,A,industrial,2958.56,A,2002,22,79881.12,1109460.0,3.8,470411.04,5.58,1160007.13,2.57,0.94
BLD_013,Standard,490928.24,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 73964.0, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 53254.08, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",139218.08,208487.37,31273.11,70169.18,42.47,40.84,4.45,326046.77,234.2,A,A,industrial,2958.56,A,2002,22,79881.12,1109460.0,3.8,470411.04,5.58,1674348.38,1.98,0.67
BLD_013,Deep Retrofit,490928.24,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 73964.0, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 53254.08, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",139218.08,208487.37,31273.11,70169.18,42.47,40.84,4.45,326046.77,234.2,A,A,industrial,2958.56,A,2002,22,79881.12,1109460.0,3.8,470411.04,5.58,1674348.38,1.98,0.67
BLD_014,Minimal,766247.15,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 66951.95, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 70194.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",137145.95,225779.32,33866.9,79383.2,29.47,29.6,4.05,366707.97,267.39,G,F,industrial,1871.83,G,1943,81,14040.599999999999,268809.64,0.355,1970461.02,139.64,1970539.4,1.73,0.61
BLD_014,Standard,766247.15,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 66951.95, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 70194.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 119574.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",268719.95,423806.73,63571.01,164752.5,55.31,61.43,4.23,677056.15,251.96,G,D,industrial,1871.83,G,1943,81,37826.8,706804.44,0.43,5554933.37,166.26250000000002,4080985.7,1.63,0.63
BLD_014,Deep Retrofit,766247.15,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 66951.95, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 70194.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 119574.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 46795.75, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 16846.56, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",344362.26,569234.31,85385.15,206992.48,74.29,77.18,4.03,925953.1,268.89,G,D,industrial,1871.83,G,1943,81,63096.64,1057774.44,1.064,7129343.9799999995,167.14000000000001,5111715.36,1.66,0.6
BLD_015,Minimal,885452.47,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 151445.35, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 72622.5, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",224067.85,260903.88,39135.58,91732.88,29.47,29.6,5.73,358170.79,159.85,G,F,educational,3873.2,G,1938,86,22937.42,492253.41000000003,0.505,2270255.14,112.45500000000001,2270384.58,2.44,0.86
BLD_015,Standard,885452.47,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 151445.35, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 72622.5, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 355252.5, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",591320.35,489738.49,73460.77,190383.1,55.31,61.43,8.05,501590.45,84.83,G,D,educational,3873.2,G,1938,86,91240.67,1762978.9100000001,0.6950000000000001,6363725.42,128.875,4668336.83,3.11,1.21
BLD_015,Deep Retrofit,885452.47,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 151445.35, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 72622.5, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 355252.5, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 96830.0, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 17429.4, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",717579.75,657790.27,98668.54,239194.37,74.29,77.18,7.27,750358.99,104.57,G,D,educational,3873.2,G,1938,86,117384.76999999999,2126091.41,1.234,8165065.4799999995,129.56199999999998,5862474.48,3.0,1.09
BLD_016,Minimal,292806.63,2,"led_lighting, solar_pv","[{'measure': 'led_lighting', 'cost_eur': 82967.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 19912.14, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}]",102879.64,81048.88,12157.33,29580.5,27.68,28.86,8.46,77990.75,75.81,A,A,educational,3318.7,A,2011,13,29868.21,414836.25,3.8,175890.69,5.58,709644.29,3.48,1.27
BLD_016,Standard,292806.63,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 82967.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 19912.14, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",114879.64,124349.1,18652.37,41851.33,42.47,40.84,6.16,162620.45,141.56,A,A,educational,3318.7,A,2011,13,29868.21,414836.25,3.8,175890.69,5.58,1016415.04,2.74,0.92
BLD_016,Deep Retrofit,292806.63,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 82967.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 19912.14, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",114879.64,124349.1,18652.37,41851.33,42.47,40.84,6.16,162620.45,141.56,A,A,educational,3318.7,A,2011,13,29868.21,414836.25,3.8,175890.69,5.58,1016415.04,2.74,0.92
BLD_017,Minimal,495775.2,2,"hvac_upgrade_heat_pump, led_lighting","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 62730.25, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}]",74730.25,173085.04,25962.76,69575.11,34.91,40.1,2.88,311529.99,416.87,D,C,commercial,2509.21,D,1991,33,1200.0,15500.0,0.79,32650.0,24.19,1738177.75,1.07,0.43
BLD_017,Standard,495775.2,4,"hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 62730.25, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 9033.12, 'energy_saving_pct': 13.02, 'carbon_saving_pct': 14.38, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 6.25, 'carbon_saving_pct': 4.37, 'lifetime_years': 10}]",87263.37,268601.33,40290.2,102106.11,54.18,58.84,2.17,512153.05,586.9,D,A,commercial,2509.21,D,1991,33,14749.68,203690.0,2.295,112442.56,14.885000000000002,2537903.07,0.85,0.32
BLD_017,Deep Retrofit,495775.2,5,"hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 62730.25, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 9033.12, 'energy_saving_pct': 13.02, 'carbon_saving_pct': 14.38, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 6.25, 'carbon_saving_pct': 4.37, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 4.4, 'carbon_saving_pct': 3.29, 'lifetime_years': 20}]",95763.37,290410.02,43561.5,107819.33,58.58,62.14,2.2,552321.79,576.76,D,A,commercial,2509.21,D,1991,33,14749.68,203690.0,2.295,112442.56,14.885000000000002,2680733.57,0.89,0.33
BLD_018,Minimal,753428.48,2,"led_lighting, solar_pv","[{'measure': 'led_lighting', 'cost_eur': 124351.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 44766.54, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}]",169118.04,208549.0,31282.35,76114.36,27.68,28.86,5.41,296284.34,175.19,A,A,industrial,4974.06,A,2011,13,67149.81,932636.25,3.8,395437.65,5.58,1835709.19,2.22,0.81
BLD_018,Standard,753428.48,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 124351.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 44766.54, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",181118.04,319965.96,47994.89,107688.77,42.47,40.84,3.77,532924.79,294.24,A,A,industrial,4974.06,A,2011,13,67149.81,932636.25,3.8,395437.65,5.58,2625069.44,1.68,0.57
BLD_018,Deep Retrofit,753428.48,4,"led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'led_lighting', 'cost_eur': 124351.5, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 44766.54, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 6.11, 'carbon_saving_pct': 5.14, 'lifetime_years': 20}]",181118.04,319965.96,47994.89,107688.77,42.47,40.84,3.77,532924.79,294.24,A,A,industrial,4974.06,A,2011,13,67149.81,932636.25,3.8,395437.65,5.58,2625069.44,1.68,0.57
BLD_019,Minimal,631808.49,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 93846.8, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 102888.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",196734.8,186166.16,27924.92,65455.36,29.47,29.6,7.05,218717.56,111.17,G,F,educational,2743.69,G,1968,56,20141.23,382835.19,0.62,1616130.4100000001,79.965,1616242.77,3.01,1.06
BLD_019,Standard,631808.49,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 93846.8, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 102888.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 157077.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",365811.8,349449.51,52417.43,135846.55,55.31,61.43,6.98,414027.15,113.18,G,D,educational,2743.69,G,1968,56,51011.33,953340.59,0.5775,4565697.34,98.7425,3345152.4199999995,2.69,1.05
BLD_019,Deep Retrofit,631808.49,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 93846.8, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 102888.0, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 157077.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 68592.25, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 24693.12, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",471097.17,469361.7,70404.26,170675.49,74.29,77.18,6.69,576340.37,122.34,G,D,educational,2743.69,G,1968,56,88051.01,1467780.5899999999,1.162,5959296.63,99.27799999999999,4178836.24,2.76,1.0
BLD_020,Minimal,1169521.8,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 61194.05, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 213029.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",274223.3,344606.62,51690.99,121162.46,29.47,29.6,5.31,494808.14,180.44,G,F,industrial,2840.39,G,1937,87,28077.59,445775.8,0.46499999999999997,3000829.56,153.73499999999999,3000983.91,2.26,0.8
BLD_020,Standard,1169521.8,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 61194.05, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 213029.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 54891.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",341114.3,646855.54,97028.33,251461.48,55.31,61.43,3.52,1102422.25,323.18,G,D,industrial,2840.39,G,1937,87,39645.89,655224.0,0.355,8480228.22,215.8125,6246891.11,1.36,0.53
BLD_020,Deep Retrofit,1169521.8,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 61194.05, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 213029.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 54891.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 71009.75, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 51127.02, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",475251.07,868821.41,130323.21,315932.29,74.29,77.18,3.65,1463629.24,307.97,G,D,industrial,2840.39,G,1937,87,116336.42,1720370.25,1.018,11107739.93,216.942,7781970.829999999,1.5,0.55
