plate_id,production_date,batch_id,failure_risk
SOFC_0031,2023-01-05 12:49:58.302661,B002,0.09348194198184791
SOFC_0097,2023-01-11 02:39:59.576081,B005,0.02165259073559196
SOFC_0178,2023-01-19 01:39:05.799268,B009,0.09672111110998116
SOFC_0438,2023-02-03 23:21:34.755253,B022,0.09291909223571772
SOFC_0349,2023-01-30 23:59:08.000878,B018,0.09612765479851101
SOFC_0232,2023-01-23 14:00:17.299921,B012,0.07509933201239057
SOFC_0495,2023-02-09 08:20:31.241941,B025,0.07985094080259861
SOFC_0474,2023-02-08 08:15:27.638769,B024,0.06867404827836633
SOFC_0449,2023-02-06 10:57:15.206987,B023,0.04106815923889354
SOFC_0314,2023-01-27 16:19:02.263420,B016,0.06255923614016269
SOFC_0218,2023-01-20 20:51:24.909069,B011,0.09397726265080292
SOFC_0181,2023-01-19 04:55:29.376878,B010,0.036280353180870854
SOFC_0226,2023-01-23 09:50:19.267973,B012,0.07597869660493473
SOFC_0101,2023-01-11 06:26:17.936385,B006,0.030257964513618788
SOFC_0383,2023-02-01 07:34:39.077327,B020,0.10289205085039604
SOFC_0471,2023-02-08 05:42:56.114603,B024,0.020635093084406808
SOFC_0192,2023-01-19 16:31:50.453785,B010,0.056074877035637606
SOFC_0155,2023-01-17 03:43:32.210146,B008,0.09048253562474255
SOFC_0439,2023-02-06 00:31:39.861745,B022,0.08320969251751273
SOFC_0360,2023-01-31 09:53:54.037445,B018,0.0881546433855124
SOFC_0053,2023-01-06 09:55:43.201997,B003,0.0880964220758151
SOFC_0164,2023-01-18 03:57:27.029894,B009,0.06790685258930818
SOFC_0006,2023-01-03 09:48:29.073009,B001,0.07119242658035171
SOFC_0193,2023-01-19 17:27:34.832284,B010,0.07603333605542928
SOFC_0183,2023-01-19 06:16:01.468116,B010,0.09977705154365162
SOFC_0061,2023-01-06 18:49:55.174635,B004,0.024321365979923945
SOFC_0327,2023-01-30 03:51:04.010718,B017,0.10399731372198555
SOFC_0090,2023-01-10 18:55:58.348966,B005,0.039788241282276496
SOFC_0357,2023-01-31 07:12:36.180834,B018,0.1363682872546373
SOFC_0004,2023-01-02 03:12:19.322319,B001,0.045778252594286764
SOFC_0042,2023-01-05 22:56:55.015103,B003,0.02314544886981645
SOFC_0470,2023-02-08 04:36:44.767009,B024,0.12802668626790994
SOFC_0014,2023-01-03 17:07:05.779255,B001,0.03448396004481606
SOFC_0434,2023-02-03 19:03:17.927784,B022,0.1102192991502131
SOFC_0172,2023-01-18 11:16:08.775034,B009,0.051867746709924833
SOFC_0268,2023-01-25 09:03:48.434800,B014,0.08641912118734307
SOFC_0394,2023-02-01 18:08:45.463994,B020,0.07902219565150512
SOFC_0122,2023-01-13 11:11:20.102739,B007,0.05270702230064582
SOFC_0353,2023-01-31 04:13:39.652156,B018,0.13765687171174845
SOFC_0096,2023-01-11 01:16:09.979145,B005,0.01920672151891915
SOFC_0054,2023-01-06 10:39:26.875393,B003,0.025744928041442856
SOFC_0384,2023-02-01 08:19:45.553939,B020,0.12245185105107209
SOFC_0334,2023-01-30 10:05:04.514100,B017,0.11584763822234095
SOFC_0280,2023-01-25 20:32:16.963054,B014,0.08878958699109593
SOFC_0317,2023-01-27 19:19:11.356387,B016,0.03798061626781975
SOFC_0440,2023-02-06 01:19:15.193574,B022,0.07037547475354979
SOFC_0037,2023-01-05 17:48:50.023652,B002,0.0250499076395048
SOFC_0408,2023-02-02 12:11:56.170266,B021,0.1008785304705283
SOFC_0129,2023-01-13 18:50:53.617573,B007,0.02059988434162362
SOFC_0290,2023-01-26 06:29:19.147841,B015,0.03569047515195772
SOFC_0359,2023-01-31 09:02:22.247702,B018,0.0516719751713763
SOFC_0231,2023-01-23 13:25:51.632288,B012,0.058664046190802455
SOFC_0146,2023-01-16 18:46:54.151173,B008,0.07341862318119077
SOFC_0245,2023-01-24 03:54:02.507541,B013,0.08654475019496627
SOFC_0182,2023-01-19 05:44:37.689147,B010,0.055826517243480464
SOFC_0213,2023-01-20 15:13:03.582901,B011,0.07564934558191087
SOFC_0212,2023-01-20 13:53:44.886688,B011,0.06020813078889517
SOFC_0266,2023-01-25 06:37:10.425086,B014,0.10716706244622932
SOFC_0012,2023-01-03 15:27:45.101696,B001,0.024152199356762303
SOFC_0132,2023-01-13 22:12:50.742545,B007,0.022302290435563706
SOFC_0123,2023-01-13 12:32:24.194756,B007,0.019252916411918567
SOFC_0075,2023-01-09 15:32:12.701589,B004,0.02571003118089745
SOFC_0292,2023-01-26 08:08:05.761282,B015,0.08046640551135728
SOFC_0385,2023-02-01 09:00:39.305719,B020,0.09796673314622432
SOFC_0498,2023-02-09 22:03:40.021357,B025,0.09885924181881887
SOFC_0244,2023-01-24 03:05:28.208122,B013,0.1175448815926351
SOFC_0358,2023-01-31 07:52:27.537707,B018,0.10951843914322316
SOFC_0229,2023-01-23 11:51:36.532612,B012,0.06581075813629138
SOFC_0149,2023-01-16 22:03:53.047666,B008,0.03669227499267402
SOFC_0152,2023-01-17 00:49:27.277758,B008,0.03092734297189325
SOFC_0068,2023-01-09 01:23:01.938152,B004,0.0574401292613361
SOFC_0277,2023-01-25 17:17:02.580406,B014,0.05702442383167016
SOFC_0380,2023-02-01 04:26:03.426372,B019,0.04994065574594768
SOFC_0333,2023-01-30 09:24:49.318785,B017,0.06436700775661021
SOFC_0022,2023-01-05 03:36:58.760484,B002,0.03490877491451228
SOFC_0143,2023-01-16 15:50:13.714473,B008,0.05271785522439783
SOFC_0421,2023-02-03 07:00:02.909771,B022,0.0963134313025955
SOFC_0252,2023-01-24 16:07:36.669296,B013,0.05458706576949927
SOFC_0488,2023-02-09 00:51:50.329327,B025,0.14134642356552626
SOFC_0136,2023-01-16 03:05:33.978930,B007,0.04940788600174249
SOFC_0008,2023-01-03 11:49:20.436398,B001,0.04299865681703528
SOFC_0175,2023-01-18 21:47:26.529520,B009,0.027562477310026787
SOFC_0339,2023-01-30 15:41:10.890516,B017,0.036317266062877315
SOFC_0431,2023-02-03 16:30:15.402673,B022,0.11704982858592924
SOFC_0036,2023-01-05 16:36:25.337214,B002,0.024325140822370545
SOFC_0140,2023-01-16 12:29:31.706092,B007,0.08416163764151259
SOFC_0293,2023-01-26 08:40:32.888301,B015,0.03294979751441905
SOFC_0270,2023-01-25 11:28:35.664899,B014,0.07451116034989623
SOFC_0050,2023-01-06 06:47:46.902636,B003,0.03540699226600305
SOFC_0094,2023-01-10 23:17:13.659430,B005,0.0627996593072396
SOFC_0468,2023-02-08 02:49:38.768510,B024,0.06911965397834419
SOFC_0393,2023-02-01 17:04:10.825897,B020,0.10213747934107897
SOFC_0224,2023-01-23 07:07:49.685233,B012,0.045716550840320946
SOFC_0295,2023-01-26 10:02:35.142644,B015,0.08810792521780524
SOFC_0375,2023-01-31 23:47:39.584054,B019,0.039234563188424214
SOFC_0144,2023-01-16 17:06:25.691264,B008,0.047356441472066135
SOFC_0228,2023-01-23 11:20:52.776503,B012,0.08448847222733995
SOFC_0071,2023-01-09 04:42:25.909604,B004,0.03215940180544437
SOFC_0496,2023-02-09 19:34:04.524584,B025,0.08715028141585744
SOFC_0013,2023-01-03 16:25:06.953639,B001,0.019595081977597423
SOFC_0338,2023-01-30 14:40:43.493153,B017,0.05666372529817289
SOFC_0335,2023-01-30 11:30:50.267661,B017,0.09305744590261145
SOFC_0423,2023-02-03 09:18:02.614161,B022,0.1872681886668658
SOFC_0078,2023-01-09 18:31:47.961118,B004,0.024450700418372155
SOFC_0001,2023-01-02 00:00:00.000000,B001,0.03010605146935134
SOFC_0396,2023-02-01 20:30:16.055664,B020,0.07942704852661368
SOFC_0386,2023-02-01 10:05:39.516180,B020,0.036017033266075374
SOFC_0241,2023-01-23 23:20:05.842641,B013,0.04045461741548537
SOFC_0005,2023-01-02 04:34:17.556444,B001,0.019664187397829627
SOFC_0219,2023-01-20 21:26:25.511649,B011,0.05954743927103301
SOFC_0493,2023-02-09 06:52:16.083118,B025,0.0704141098162
SOFC_0451,2023-02-06 13:02:34.046325,B023,0.11219686551499113
SOFC_0276,2023-01-25 16:20:47.670687,B014,0.09181657826854024
