node_id,feature_tag,x_mm,y_mm,z_mm,T_C,Ux_um,Uy_um,Uz_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_yz_MPa,sigma_xz_MPa,epsilon_xx,epsilon_yy,epsilon_zz,epsilon_xy,epsilon_yz,epsilon_xz
1933,free_surface,5.033,0.764,0.016,364.25,17.81,2.705,0.057,-64.162,-50.691,-23.443,0.152,-0.147,-0.308,0.0032851,0.00337377,0.00355311,2.01e-06,-1.93e-06,-4.06e-06
111,free_edge,0.296,4.842,0.081,374.4,1.079,17.644,0.295,-72.426,-67.845,-21.165,-0.138,2.597,-0.191,0.00336481,0.00339497,0.00370221,-1.82e-06,3.419e-05,-2.51e-06
4570,free_edge,11.547,0.255,0.308,143.65,14.29,0.315,0.381,-19.918,-14.012,-3.388,-0.0,-0.42,0.145,0.00115207,0.00119094,0.00126087,-0.0,-5.53e-06,1.9e-06
4707,free_edge,11.547,6.371,0.081,350.13,39.156,21.603,0.275,-51.417,-58.498,-18.432,-0.256,-2.456,1.242,0.0032095,0.00316289,0.0034266,-3.37e-06,-3.233e-05,1.635e-05
250,free_edge,0.888,0.255,0.308,172.26,1.364,0.391,0.473,-29.875,-24.768,-10.186,-0.0,0.957,2.004,0.00141854,0.00145215,0.00154813,-0.0,1.259e-05,2.638e-05
865,free_surface,2.073,6.371,0.016,488.47,10.019,30.796,0.078,-93.108,-86.111,-35.761,-0.895,-0.916,-0.426,0.00448389,0.00452995,0.00486135,-1.178e-05,-1.206e-05,-5.6e-06
3109,"free_edge,free_surface",7.402,9.938,0.016,285.54,20.114,27.006,0.044,-41.019,-53.996,-15.997,0.337,0.653,-1.103,0.00258308,0.00249766,0.00274778,4.43e-06,8.59e-06,-1.452e-05
853,free_surface,2.073,5.861,0.016,511.26,10.511,29.725,0.082,-102.653,-96.525,-32.777,-0.323,0.744,0.147,0.00467951,0.00471984,0.00513943,-4.26e-06,9.8e-06,1.93e-06
178,free_edge,0.296,7.39,0.308,299.85,0.849,21.184,0.883,-55.138,-51.042,-18.085,0.17,1.05,0.788,0.0026556,0.00268256,0.00289948,2.24e-06,1.383e-05,1.037e-05
225,free_edge,0.296,9.429,0.276,182.01,0.485,15.441,0.451,-42.293,-30.691,-3.787,0.0,-1.514,1.786,0.0014531,0.00152947,0.00170655,0.0,-1.993e-05,2.351e-05
485,free_edge,1.48,0.255,0.146,223.13,3.059,0.527,0.301,-48.163,-29.015,-13.107,0.0,2.75,-0.804,0.00185978,0.00198582,0.00209053,0.0,3.62e-05,-1.059e-05
177,free_edge,0.296,7.39,0.276,318.05,0.905,22.587,0.842,-60.099,-60.773,-18.442,-0.121,-0.788,2.61,0.00283117,0.00282673,0.00310535,-1.59e-06,-1.038e-05,3.435e-05
4714,free_edge,11.547,6.371,0.308,350.13,39.156,21.603,1.044,-40.045,-60.942,-19.835,-0.13,0.253,1.023,0.00327515,0.00313761,0.00340817,-1.72e-06,3.33e-06,1.347e-05
4549,"free_edge,free_surface",10.955,9.938,0.016,143.01,13.483,12.232,0.02,-16.049,-25.297,-8.186,-0.0,1.196,0.742,0.00118571,0.00112484,0.00123746,-0.0,1.574e-05,9.77e-06
1165,free_surface,2.665,8.919,0.016,318.75,8.164,27.326,0.05,-61.708,-60.364,-19.585,-0.471,0.764,0.028,0.00283081,0.00283966,0.00310807,-6.2e-06,1.005e-05,3.6e-07
2392,free_edge,5.625,9.938,0.113,397.54,21.858,38.615,0.441,-67.803,-86.142,-27.248,0.119,2.801,-0.026,0.00366071,0.00354,0.00392764,1.57e-06,3.687e-05,-3.4e-07
4104,free_surface,10.363,0.764,0.373,202.46,19.18,1.415,0.69,-30.217,-21.588,-10.301,0.0,0.003,-0.089,0.00172792,0.00178472,0.00185901,0.0,5e-08,-1.17e-06
725,free_edge,2.073,0.255,0.146,259.37,5.066,0.623,0.357,-41.077,-34.094,-15.981,0.0,1.651,-0.66,0.00228551,0.00233148,0.0024507,0.0,2.173e-05,-8.68e-06
1670,free_edge,3.849,9.938,0.049,300.83,11.073,28.591,0.14,-51.602,-57.84,-18.515,-0.36,0.524,-0.435,0.00269362,0.00265256,0.00291139,-4.73e-06,6.9e-06,-5.73e-06
157,"free_edge,free_surface",0.296,6.88,0.016,267.44,0.749,17.398,0.041,-53.297,-48.454,-13.218,-0.133,-1.526,-0.393,0.00231833,0.0023502,0.00258213,-1.75e-06,-2.009e-05,-5.17e-06
4558,free_edge,10.955,9.938,0.308,172.26,16.826,15.264,0.473,-26.151,-31.965,-10.482,0.0,0.366,0.967,0.00144765,0.00140939,0.00155078,0.0,4.82e-06,1.273e-05
337,free_surface,0.888,4.332,0.016,364.25,3.143,15.328,0.057,-76.045,-54.184,-23.085,0.227,-0.926,0.423,0.00322524,0.00336913,0.00357382,2.99e-06,-1.22e-05,5.57e-06
19,free_edge,0.296,0.764,0.211,191.77,0.515,1.33,0.366,-37.97,-28.158,-10.344,-0.0,-1.656,1.929,0.0015829,0.00164748,0.00176474,-0.0,-2.179e-05,2.539e-05
3793,free_surface,9.178,8.409,0.016,372.49,33.266,30.478,0.059,-55.712,-77.808,-23.379,0.406,1.409,0.747,0.0034494,0.00330396,0.00366222,5.34e-06,1.855e-05,9.83e-06
1225,free_surface,3.257,1.274,0.016,356.21,11.251,4.401,0.056,-61.793,-48.404,-21.755,0.275,0.275,1.554,0.00320903,0.00329716,0.00347256,3.62e-06,3.62e-06,2.046e-05
3877,free_surface,9.77,1.784,0.016,325.89,30.663,5.598,0.051,-52.807,-48.751,-19.308,0.279,0.062,0.584,0.00293842,0.00296511,0.00315891,3.67e-06,8.2e-07,7.69e-06
3444,free_surface,8.586,3.313,0.373,586.58,50.291,19.403,2.184,-91.786,-87.926,-33.725,1.409,1.521,-0.927,0.00551393,0.00553934,0.00589608,1.855e-05,2.002e-05,-1.22e-05
3073,free_surface,7.402,8.409,0.016,488.47,35.781,40.65,0.078,-80.955,-88.658,-32.553,-0.4,-0.421,0.758,0.00454822,0.00449753,0.00486681,-5.26e-06,-5.55e-06,9.97e-06
4704,"free_edge,free_surface",11.547,5.861,0.373,298.35,32.921,16.71,1.063,-40.975,-52.057,-15.44,0.184,1.51,1.695,0.00271388,0.00264094,0.00288195,2.42e-06,1.988e-05,2.232e-05
132,"free_edge,free_surface",0.296,5.351,0.373,304.99,0.865,15.627,1.089,-58.294,-57.229,-15.316,-0.148,-0.842,-1.846,0.00269647,0.00270348,0.00297936,-1.95e-06,-1.109e-05,-2.43e-05
3756,free_surface,9.178,6.371,0.373,560.26,51.24,35.565,2.081,-87.184,-103.815,-35.149,-0.917,-0.2,1.332,0.00528524,0.00517578,0.00562774,-1.207e-05,-2.63e-06,1.754e-05
4077,free_edge,9.77,9.938,0.276,250.05,22.934,23.328,0.647,-38.11,-44.133,-12.077,-0.0,-0.964,0.343,0.00221173,0.00217208,0.00238308,-0.0,-1.27e-05,4.52e-06
1687,free_edge,4.441,0.255,0.211,393.19,17.055,0.979,0.809,-70.215,-51.159,-22.582,-0.297,-0.618,0.163,0.00355396,0.00367938,0.00386748,-3.91e-06,-8.14e-06,2.15e-06
1683,free_edge,4.441,0.255,0.081,350.13,15.06,0.864,0.275,-55.023,-55.392,-24.167,-0.322,-0.96,2.271,0.00319338,0.00319095,0.00339647,-4.24e-06,-1.264e-05,2.989e-05
1679,free_edge,3.849,9.938,0.34,300.83,11.073,28.591,0.979,-54.93,-54.259,-16.388,-0.169,1.883,1.239,0.0026688,0.00267322,0.00292249,-2.22e-06,2.479e-05,1.631e-05
3433,free_surface,8.586,3.313,0.016,586.58,50.291,19.403,0.095,-88.801,-92.489,-40.361,1.981,0.634,-1.505,0.00554361,0.00551934,0.00586244,2.608e-05,8.34e-06,-1.982e-05
4660,free_edge,11.547,4.332,0.113,388.7,43.802,16.433,0.43,-50.888,-64.604,-27.53,0.145,0.335,2.532,0.00363325,0.00354297,0.00378699,1.91e-06,4.41e-06,3.333e-05
636,free_surface,1.48,6.371,0.373,416.8,6.049,26.033,1.523,-74.719,-70.855,-19.503,0.285,-2.105,1.265,0.00379639,0.00382182,0.00415981,3.75e-06,-2.771e-05,1.666e-05
3048,free_surface,7.402,6.88,0.373,689.31,51.286,47.672,2.583,-113.462,-128.727,-38.62,-1.167,-0.443,1.597,0.00652509,0.00642462,0.0070177,-1.537e-05,-5.83e-06,2.102e-05
3636,free_surface,9.178,1.274,0.373,318.75,28.121,3.904,1.142,-49.123,-41.677,-14.555,0.605,-0.457,0.649,0.00286929,0.0029183,0.00309681,7.96e-06,-6.01e-06,8.54e-06
4357,free_surface,10.955,1.784,0.016,234.92,23.986,3.906,0.035,-32.562,-30.424,-14.237,0.109,0.609,-1.562,0.00206956,0.00208363,0.00219017,1.43e-06,8.01e-06,-2.056e-05
4693,"free_edge,free_surface",11.547,5.861,0.016,298.35,32.921,16.71,0.046,-39.435,-52.689,-18.905,0.072,-0.962,0.6,0.00272714,0.00263991,0.00286227,9.5e-07,-1.266e-05,7.9e-06
217,"free_edge,free_surface",0.296,9.429,0.016,143.01,0.364,11.605,0.02,-27.681,-25.929,-10.894,0.0,-0.719,0.616,0.00112745,0.00113898,0.00123794,0.0,-9.46e-06,8.1e-06
251,free_edge,0.888,0.255,0.34,159.26,1.244,0.357,0.477,-22.8,-18.63,-8.942,0.0,1.298,0.727,0.00131182,0.00133927,0.00140303,0.0,1.708e-05,9.57e-06
3157,free_surface,7.994,1.784,0.016,456.27,35.959,8.024,0.073,-68.834,-67.108,-30.205,1.35,-0.384,-0.247,0.00424818,0.00425954,0.00450243,1.778e-05,-5.05e-06,-3.25e-06
1197,free_edge,2.665,9.938,0.276,284.91,7.224,26.941,0.747,-50.731,-53.619,-13.878,0.019,3.503,-0.744,0.00252143,0.00250242,0.002764,2.6e-07,4.611e-05,-9.8e-06
2844,free_surface,6.81,8.409,0.373,511.26,34.537,42.649,1.891,-93.109,-101.939,-30.161,-0.193,-1.752,-0.111,0.00473408,0.00467596,0.0051484,-2.54e-06,-2.306e-05,-1.46e-06
55,free_edge,0.296,2.293,0.211,301.05,0.852,6.603,0.607,-59.797,-47.69,-17.134,-0.049,-0.815,-1.72,0.00263794,0.00271762,0.00291874,-6.4e-07,-1.073e-05,-2.264e-05
4649,free_edge,11.547,3.822,0.146,386.01,43.478,14.393,0.549,-54.115,-59.977,-22.095,0.316,-0.957,-0.042,0.00357558,0.00353699,0.00378634,4.16e-06,-1.26e-05,-5.5e-07
2509,free_surface,6.218,4.842,0.016,849.47,53.467,41.635,0.139,-147.777,-138.013,-58.089,0.303,-0.228,2.327,0.00804684,0.00811111,0.00863717,3.99e-06,-3.01e-06,3.063e-05
2497,free_surface,6.218,4.332,0.016,829.92,52.199,36.369,0.136,-144.868,-140.826,-52.16,1.148,1.04,1.019,0.0078547,0.0078813,0.0084649,1.511e-05,1.369e-05,1.342e-05
3781,free_surface,9.178,7.9,0.016,426.31,38.418,33.065,0.068,-67.619,-81.591,-29.11,0.898,-0.177,1.32,0.00395856,0.0038666,0.00421203,1.182e-05,-2.34e-06,1.737e-05
4368,free_surface,10.955,1.784,0.373,234.92,23.986,3.906,0.816,-38.322,-28.489,-12.57,0.041,-0.284,0.477,0.00203428,0.002099,0.00220378,5.4e-07,-3.74e-06,6.28e-06
2635,free_edge,6.218,9.938,0.211,420.67,25.659,41.014,0.87,-67.211,-90.33,-29.482,-0.048,0.654,-1.006,0.00391305,0.00376088,0.00416138,-6.3e-07,8.6e-06,-1.325e-05
2532,free_surface,6.218,5.351,0.373,849.47,53.467,46.017,3.206,-143.816,-149.796,-47.981,-2.34,-1.081,0.279,0.00807012,0.00803076,0.0087009,-3.08e-05,-1.423e-05,3.68e-06
4629,free_edge,11.547,2.803,0.276,318.05,35.293,8.568,0.842,-36.189,-46.444,-15.716,-0.064,-0.394,0.014,0.00293848,0.00287098,0.00307323,-8.5e-07,-5.18e-06,1.9e-07
490,free_edge,1.48,0.255,0.308,203.43,2.755,0.474,0.573,-42.26,-27.018,-11.269,0.0,2.365,-0.487,0.00168134,0.00178166,0.00188532,0.0,3.114e-05,-6.41e-06
963,free_edge,2.665,0.255,0.081,268.77,6.775,0.648,0.206,-45.846,-30.143,-18.599,-0.013,-3.414,-0.195,0.00235633,0.00245969,0.00253567,-1.7e-07,-4.494e-05,-2.56e-06
1860,free_surface,4.441,7.39,0.373,628.5,27.955,46.516,2.347,-114.339,-121.666,-29.797,-1.514,-1.746,-1.369,0.00586675,0.00581852,0.00642321,-1.994e-05,-2.299e-05,-1.802e-05
2209,free_surface,5.625,2.293,0.016,600.22,33.75,13.759,0.097,-105.902,-91.987,-39.324,-0.735,-0.178,0.429,0.00559235,0.00568394,0.00603056,-9.67e-06,-2.34e-06,5.64e-06
3013,free_surface,7.402,5.861,0.016,774.01,57.824,45.787,0.127,-122.789,-134.555,-49.971,0.945,2.04,-1.246,0.00737949,0.00730204,0.00785877,1.244e-05,2.686e-05,-1.64e-05
2101,free_surface,5.033,7.9,0.016,586.58,29.481,46.27,0.095,-107.591,-120.372,-35.219,-1.134,0.047,-0.39,0.00547069,0.00538657,0.00594704,-1.493e-05,6.2e-07,-5.13e-06
2396,free_edge,5.625,9.938,0.243,412.96,22.763,40.214,0.984,-73.189,-83.927,-21.942,-0.05,-1.806,-1.721,0.00378353,0.00371285,0.00412083,-6.6e-07,-2.378e-05,-2.266e-05
4781,free_edge,11.547,9.429,0.146,188.52,19.693,16.08,0.249,-25.219,-35.767,-12.394,-0.0,-1.28,1.707,0.00162914,0.00155972,0.00171356,-0.0,-1.685e-05,2.247e-05
2016,free_surface,5.033,3.822,0.373,774.01,39.321,29.861,2.912,-143.414,-126.512,-41.862,0.067,-1.241,0.298,0.0072492,0.00736045,0.00791761,8.8e-07,-1.633e-05,3.92e-06
4715,free_edge,11.547,6.371,0.34,321.42,35.699,19.696,1.052,-51.115,-66.292,-16.841,-0.052,-0.083,0.274,0.00291928,0.00281939,0.00314488,-6.9e-07,-1.09e-06,3.6e-06
4324,free_edge,10.955,0.255,0.113,182.01,17.94,0.417,0.186,-28.858,-21.607,-11.204,-0.0,-0.559,0.426,0.00152308,0.0015708,0.00163927,-0.0,-7.36e-06,5.61e-06
1198,free_edge,2.665,9.938,0.308,268.77,6.775,25.268,0.783,-45.61,-48.642,-17.05,-0.015,-0.081,-0.964,0.00237831,0.00235836,0.00256629,-2e-07,-1.07e-06,-1.269e-05
2029,free_surface,5.033,4.842,0.016,829.92,42.256,40.648,0.136,-145.72,-144.587,-50.9,0.348,1.178,0.751,0.00785319,0.00786065,0.00847729,4.59e-06,1.55e-05,9.88e-06
288,free_surface,0.888,1.784,0.373,234.92,1.945,3.906,0.816,-44.441,-35.362,-10.187,0.051,-0.022,0.446,0.00200697,0.00206673,0.00223243,6.7e-07,-2.9e-07,5.88e-06
1584,free_surface,3.849,5.861,0.373,721.97,27.98,42.606,2.71,-136.275,-123.444,-37.984,1.136,0.707,-1.117,0.00673627,0.00682073,0.00738322,1.495e-05,9.31e-06,-1.471e-05
4392,free_surface,10.955,2.803,0.373,298.35,31.232,7.992,1.063,-34.507,-48.289,-13.503,0.213,0.841,1.633,0.00274158,0.00265087,0.00287982,2.8e-06,1.108e-05,2.149e-05
2425,free_surface,6.218,1.274,0.016,446.05,27.305,5.595,0.071,-77.044,-69.91,-24.502,0.641,-0.404,-0.692,0.00409395,0.00414091,0.00443979,8.44e-06,-5.32e-06,-9.1e-06
4709,free_edge,11.547,6.371,0.146,386.01,43.478,23.988,0.549,-54.67,-67.406,-23.035,-0.485,-0.297,-1.679,0.00358283,0.003499,0.00379105,-6.39e-06,-3.91e-06,-2.211e-05
4117,free_surface,10.363,1.784,0.016,279.36,27.492,4.732,0.043,-43.44,-41.33,-17.58,-0.148,-1.866,-0.287,0.00249212,0.00250601,0.00266233,-1.95e-06,-2.456e-05,-3.78e-06
4717,"free_edge,free_surface",11.547,6.88,0.016,267.44,29.198,17.398,0.041,-32.457,-45.936,-19.607,0.437,-0.252,-0.691,0.00243476,0.00234604,0.00251934,5.75e-06,-3.32e-06,-9.1e-06
3492,free_surface,8.586,5.351,0.373,673.55,58.081,36.199,2.522,-103.562,-114.933,-36.226,0.578,-0.146,0.468,0.00639407,0.00631922,0.00683726,7.6e-06,-1.93e-06,6.16e-06
4562,free_edge,11.547,0.255,0.049,133.18,13.028,0.288,0.055,-13.06,-16.731,-7.494,-0.0,-1.316,-1.449,0.0010879,0.00106374,0.00112454,-0.0,-1.733e-05,-1.907e-05
1117,free_surface,2.665,6.88,0.016,523.07,13.843,35.742,0.084,-110.983,-92.447,-30.96,-0.449,-0.307,-0.458,0.00475085,0.00487285,0.00527756,-5.9e-06,-4.04e-06,-6.02e-06
166,free_edge,0.296,6.88,0.308,327.54,0.934,21.711,0.972,-60.956,-60.719,-18.065,-0.006,1.368,1.169,0.00292506,0.00292662,0.00320736,-8e-08,1.8e-05,1.539e-05
25,"free_edge,free_surface",0.296,1.274,0.016,167.99,0.442,1.9,0.024,-32.553,-27.07,-11.156,-0.0,0.081,1.512,0.00136358,0.00139966,0.00150441,-0.0,1.06e-06,1.991e-05
194,free_edge,0.296,8.409,0.049,217.44,0.594,16.878,0.098,-34.244,-49.665,-14.13,-0.0,1.446,0.41,0.00190156,0.00180005,0.00203395,-0.0,1.904e-05,5.39e-06
80,free_edge,0.296,3.313,0.243,360.93,1.037,11.607,0.852,-73.23,-51.543,-19.565,0.473,-1.654,-0.273,0.00319815,0.00334089,0.00355137,6.22e-06,-2.178e-05,-3.6e-06
1728,free_surface,4.441,1.784,0.373,488.47,21.468,8.623,1.802,-92.661,-70.605,-24.227,1.053,2.57,-2.646,0.00445325,0.00459842,0.00490367,1.386e-05,3.383e-05,-3.483e-05
2761,free_surface,6.81,5.351,0.016,829.92,57.17,44.926,0.136,-144.555,-146.884,-56.749,1.558,1.56,0.495,0.00786939,0.00785406,0.00844732,2.051e-05,2.054e-05,6.51e-06
4477,free_surface,10.955,6.88,0.016,325.89,34.379,21.592,0.051,-53.479,-54.655,-22.561,-0.346,0.661,0.467,0.00294601,0.00293826,0.00314951,-4.56e-06,8.7e-06,6.15e-06
4655,free_edge,11.547,3.822,0.34,321.42,35.699,11.817,1.052,-38.06,-51.46,-19.69,0.306,0.272,-2.092,0.00297462,0.00288641,0.00309553,4.03e-06,3.57e-06,-2.754e-05
696,free_surface,1.48,8.919,0.373,240.02,3.32,20.002,0.836,-44.156,-43.34,-11.323,0.065,-0.54,-1.028,0.00207282,0.00207819,0.00228893,8.6e-07,-7.11e-06,-1.353e-05
4548,free_surface,10.955,9.429,0.373,171.46,16.734,14.403,0.569,-17.987,-22.225,-8.08,-0.0,0.19,-0.537,0.00146819,0.0014403,0.0015334,-0.0,2.5e-06,-7.07e-06
35,free_edge,0.296,1.274,0.34,187.68,0.502,2.162,0.578,-36.113,-18.432,-12.255,0.0,0.531,0.207,0.00154068,0.00165706,0.00169771,0.0,6.99e-06,2.72e-06
193,"free_edge,free_surface",0.296,8.409,0.016,194.14,0.522,14.835,0.029,-36.718,-37.155,-12.063,0.0,-0.214,1.292,0.00162751,0.00162463,0.00178979,0.0,-2.82e-06,1.701e-05
1923,free_edge,5.033,0.255,0.081,366.11,17.907,0.907,0.288,-55.393,-56.371,-22.887,-0.182,-0.781,-3.029,0.00335777,0.00335134,0.00357172,-2.39e-06,-1.028e-05,-3.987e-05
4662,free_edge,11.547,4.332,0.178,411.29,46.523,17.454,0.718,-58.083,-64.45,-23.383,-0.451,1.139,0.903,0.00382503,0.00378312,0.00405343,-5.93e-06,1.499e-05,1.188e-05
3611,free_edge,9.178,0.255,0.34,247.24,21.275,0.591,0.789,-39.412,-31.028,-11.909,0.005,-1.366,-0.001,0.00215924,0.00221442,0.00234026,6e-08,-1.798e-05,-1e-08
1261,free_surface,3.257,2.803,0.016,535.17,17.33,14.915,0.086,-101.974,-87.108,-34.82,-0.892,-0.14,0.697,0.00492352,0.00502136,0.00536552,-1.174e-05,-1.85e-06,9.18e-06
4555,free_edge,10.955,9.938,0.211,191.77,19.054,17.286,0.366,-27.493,-35.898,-10.645,-0.0,-1.607,-0.111,0.00164889,0.00159356,0.00175978,-0.0,-2.116e-05,-1.46e-06
3385,free_surface,8.586,1.274,0.016,356.21,29.661,4.401,0.056,-61.927,-56.174,-19.065,-0.228,1.357,-0.129,0.00321452,0.00325239,0.00349664,-3.01e-06,1.787e-05,-1.7e-06
247,free_edge,0.888,0.255,0.211,191.77,1.545,0.443,0.366,-30.037,-26.941,-8.429,0.0,-0.29,1.465,0.00162159,0.00164197,0.00176382,0.0,-3.82e-06,1.929e-05
3564,free_surface,8.586,8.409,0.373,416.8,35.087,34.364,1.523,-61.028,-75.754,-20.94,-0.052,-0.371,0.201,0.00387751,0.00378058,0.00414137,-6.9e-07,-4.88e-06,2.65e-06
1128,free_surface,2.665,6.88,0.373,523.07,13.843,35.742,1.937,-103.278,-89.298,-31.728,0.41,-0.011,-0.866,0.00478923,0.00488125,0.00526018,5.4e-06,-1.4e-07,-1.141e-05
3480,free_surface,8.586,4.842,0.373,673.55,58.081,32.751,2.522,-106.393,-114.024,-36.876,1.071,1.875,-0.044,0.00637857,0.00632835,0.00683613,1.409e-05,2.468e-05,-5.8e-07
96,"free_edge,free_surface",0.296,3.822,0.373,285.54,0.805,10.387,1.013,-52.91,-47.671,-14.02,0.089,-0.394,0.636,0.0025092,0.00254368,0.00276517,1.17e-06,-5.19e-06,8.37e-06
28,free_edge,0.296,1.274,0.113,215.25,0.588,2.528,0.225,-40.537,-36.678,-11.278,-0.0,0.669,-2.006,0.00182563,0.00185103,0.00201821,-0.0,8.81e-06,-2.64e-05
159,free_edge,0.296,6.88,0.081,327.54,0.934,21.711,0.256,-71.711,-64.397,-21.154,-0.035,1.41,1.005,0.00287568,0.00292382,0.00320844,-4.5e-07,1.856e-05,1.323e-05
1740,free_surface,4.441,2.293,0.373,560.26,24.794,12.804,2.081,-104.761,-82.811,-31.799,-0.578,-1.38,1.484,0.00516128,0.00530575,0.0056415,-7.61e-06,-1.817e-05,1.953e-05
1561,free_surface,3.849,5.351,0.016,738.9,28.659,39.846,0.121,-128.748,-128.095,-49.005,1.303,-0.476,-0.04,0.00697235,0.00697664,0.00749721,1.715e-05,-6.27e-06,-5.2e-07
99,free_edge,0.296,4.332,0.081,366.11,1.053,15.413,0.288,-74.002,-51.312,-23.578,-0.163,0.195,-0.348,0.00325269,0.00340203,0.00358458,-2.15e-06,2.57e-06,-4.58e-06
4331,free_edge,10.955,0.255,0.34,159.26,15.34,0.357,0.477,-19.718,-21.67,-7.169,-0.0,0.221,-0.702,0.00132989,0.00131704,0.00141249,-0.0,2.91e-06,-9.24e-06
3591,free_edge,8.586,9.938,0.081,299.85,24.614,28.489,0.232,-45.582,-59.116,-15.757,0.073,-0.553,2.199,0.00271384,0.00262476,0.00291015,9.6e-07,-7.28e-06,2.895e-05
960,"free_edge,free_surface",2.073,9.938,0.373,194.14,3.656,17.533,0.658,-33.623,-38.302,-9.698,-0.0,0.781,1.619,0.0016426,0.00161181,0.00180008,-0.0,1.028e-05,2.131e-05
38,free_edge,0.296,1.784,0.049,217.44,0.594,3.58,0.098,-44.973,-31.265,-9.495,-0.0,-2.281,0.53,0.0018159,0.00190612,0.00204941,-0.0,-3.003e-05,6.98e-06
4177,free_surface,10.363,4.332,0.016,436.06,44.429,18.573,0.069,-58.415,-69.887,-29.998,-0.588,0.97,0.132,0.00409635,0.00402084,0.00428339,-7.74e-06,1.277e-05,1.74e-06
4512,free_surface,10.955,7.9,0.373,267.44,27.701,19.975,0.943,-37.021,-52.484,-10.823,-0.182,0.487,-0.182,0.00240756,0.00230579,0.00258,-2.39e-06,6.41e-06,-2.39e-06
2256,free_surface,5.625,3.822,0.373,792.2,45.014,30.586,2.983,-139.224,-134.24,-45.12,0.067,-0.176,0.98,0.00747484,0.00750764,0.00809423,8.9e-07,-2.32e-06,1.29e-05
2316,free_surface,5.625,6.371,0.373,792.2,45.014,50.977,2.983,-144.321,-142.0,-47.313,-0.914,0.277,0.213,0.00745968,0.00747496,0.00809819,-1.203e-05,3.64e-06,2.81e-06
1236,free_surface,3.257,1.274,0.373,356.21,11.251,4.401,1.288,-68.727,-51.175,-20.687,-0.274,1.147,-0.731,0.00317395,0.00328947,0.00349014,-3.6e-06,1.51e-05,-9.62e-06
4765,"free_edge,free_surface",11.547,8.919,0.016,167.99,17.22,13.301,0.024,-24.417,-19.452,-7.483,-0.0,-1.574,-0.37,0.00139339,0.00142607,0.00150484,-0.0,-2.071e-05,-4.87e-06
3121,"free_edge,free_surface",7.994,0.255,0.016,267.44,20.214,0.644,0.041,-40.383,-32.703,-17.172,0.142,-0.982,0.066,0.00237313,0.00242368,0.0025259,1.87e-06,-1.293e-05,8.7e-07
4739,free_edge,11.547,7.39,0.34,275.58,30.178,19.314,0.89,-37.529,-42.865,-19.666,0.334,0.399,-1.595,0.00248881,0.0024537,0.00260639,4.4e-06,5.25e-06,-2.099e-05
133,"free_edge,free_surface",0.296,5.861,0.016,298.35,0.844,16.71,0.046,-65.392,-50.765,-15.645,0.599,0.808,-0.164,0.00258168,0.00267795,0.00290911,7.88e-06,1.064e-05,-2.16e-06
336,free_surface,0.888,3.822,0.373,348.35,2.996,12.891,1.257,-69.234,-59.626,-19.032,0.443,-1.11,0.605,0.00309761,0.00316085,0.00342804,5.84e-06,-1.461e-05,7.97e-06
4165,free_surface,10.363,3.822,0.016,416.8,42.346,15.62,0.066,-50.115,-61.861,-27.557,-0.129,0.714,-0.914,0.00392711,0.0038498,0.00407559,-1.7e-06,9.4e-06,-1.203e-05
4723,free_edge,11.547,6.88,0.211,367.61,41.262,24.586,0.753,-47.104,-65.996,-19.788,0.156,-0.465,-1.365,0.00342577,0.00330143,0.00360556,2.05e-06,-6.12e-06,-1.796e-05
2137,free_surface,5.033,9.429,0.016,364.25,17.81,33.362,0.057,-65.165,-68.816,-21.444,0.293,-1.151,-1.55,0.00329943,0.0032754,0.0035872,3.86e-06,-1.515e-05,-2.041e-05
723,free_edge,2.073,0.255,0.081,236.08,4.563,0.561,0.178,-42.771,-30.813,-13.488,0.0,-0.597,-1.813,0.0020264,0.00210511,0.00221914,0.0,-7.86e-06,-2.387e-05
1927,free_edge,5.033,0.255,0.211,411.29,20.279,1.027,0.849,-70.483,-53.376,-24.822,-0.233,-1.604,-0.18,0.00374679,0.00385939,0.00404733,-3.07e-06,-2.111e-05,-2.37e-06
4793,free_edge,11.547,9.938,0.146,156.75,15.867,13.657,0.2,-18.313,-32.379,-6.436,0.0,3.65,-0.876,0.00132343,0.00123085,0.0014016,0.0,4.805e-05,-1.153e-05
4224,free_surface,10.363,5.861,0.373,436.06,44.429,25.128,1.598,-57.359,-76.478,-23.895,-0.832,-1.281,1.268,0.00410261,0.00397676,0.00432286,-1.095e-05,-1.686e-05,1.669e-05
1069,free_surface,2.665,4.842,0.016,600.22,15.987,29.048,0.097,-113.74,-103.473,-40.785,1.553,-0.863,-0.002,0.00556616,0.00563374,0.00604635,2.045e-05,-1.136e-05,-2e-08
53,free_edge,0.296,2.293,0.146,295.67,0.836,6.475,0.412,-51.249,-50.464,-17.326,-0.01,0.391,1.449,0.00263126,0.00263642,0.00285454,-1.3e-07,5.15e-06,1.908e-05
4200,free_surface,10.363,4.842,0.373,446.05,45.508,21.262,1.637,-64.782,-75.187,-22.909,-0.24,-0.617,-0.805,0.00416418,0.00409569,0.00443978,-3.16e-06,-8.12e-06,-1.06e-05
1056,free_surface,2.665,3.822,0.373,560.26,14.876,21.339,2.081,-115.099,-89.949,-29.95,-0.995,0.661,-0.115,0.00511232,0.00527786,0.00567278,-1.31e-05,8.7e-06,-1.51e-06
