node_id,x_mm,y_mm,z_mm,T_C,Ux_um,Uy_um,Uz_um,sigma_xx_MPa,sigma_yy_MPa,sigma_zz_MPa,sigma_xy_MPa,sigma_yz_MPa,sigma_xz_MPa,epsilon_xx,epsilon_yy,epsilon_zz,epsilon_xy,epsilon_yz,epsilon_xz
1357,3.257,6.88,0.016,586.58,19.076,40.299,0.095,-105.316,-115.366,-41.305,0.782,-0.695,-0.681,0.0054842,0.00541806,0.00590552,1.029e-05,-9.15e-06,-8.96e-06
1358,3.257,6.88,0.049,663.92,21.703,45.85,0.324,-128.211,-126.004,-44.178,0.203,-2.131,-1.548,0.0061847,0.00619923,0.0067378,2.67e-06,-2.806e-05,-2.038e-05
1359,3.257,6.88,0.081,725.8,23.805,50.29,0.592,-141.095,-125.813,-44.266,0.606,-0.139,-2.015,0.00676088,0.00686147,0.00739821,7.97e-06,-1.83e-06,-2.652e-05
1360,3.257,6.88,0.113,772.2,25.381,53.62,0.884,-147.526,-140.058,-50.476,-0.576,-2.032,-0.698,0.00723543,0.00728458,0.00787421,-7.58e-06,-2.675e-05,-9.18e-06
1361,3.257,6.88,0.146,803.14,26.432,55.84,1.184,-152.846,-148.589,-50.641,-2.699,-0.279,0.585,0.00754022,0.00756824,0.00821293,-3.553e-05,-3.67e-06,7.7e-06
1362,3.257,6.88,0.178,818.61,26.958,56.95,1.476,-153.197,-160.437,-51.587,-1.082,-3.21,3.612,0.00771532,0.00766766,0.00838411,-1.424e-05,-4.226e-05,4.755e-05
1363,3.257,6.88,0.211,818.61,26.958,56.95,1.744,-165.828,-152.712,-48.26,0.197,-1.443,1.508,0.00763411,0.00772044,0.00840794,2.6e-06,-1.9e-05,1.985e-05
1364,3.257,6.88,0.243,803.14,26.432,55.84,1.973,-153.682,-144.094,-50.09,-2.19,-2.41,2.53,0.00752958,0.00759268,0.00821142,-2.883e-05,-3.173e-05,3.33e-05
1365,3.257,6.88,0.276,772.2,25.381,53.62,2.147,-138.911,-138.17,-45.534,0.585,1.773,2.796,0.00727326,0.00727814,0.00788786,7.7e-06,2.334e-05,3.681e-05
1366,3.257,6.88,0.308,725.8,23.805,50.29,2.251,-136.243,-144.071,-40.107,-0.64,-0.39,-0.904,0.00680412,0.0067526,0.00743688,-8.42e-06,-5.13e-06,-1.19e-05
1367,3.257,6.88,0.34,663.92,21.703,45.85,2.268,-128.372,-129.32,-38.602,0.344,-0.311,-1.848,0.00618108,0.00617484,0.00677194,4.53e-06,-4.1e-06,-2.432e-05
1368,3.257,6.88,0.373,586.58,19.076,40.299,2.184,-104.616,-109.659,-32.087,0.601,-1.044,0.049,0.00546972,0.00543653,0.0059471,7.91e-06,-1.374e-05,6.4e-07
1369,3.257,7.39,0.016,535.17,17.33,39.322,0.086,-98.608,-98.096,-33.706,0.047,-1.841,0.623,0.00495362,0.00495699,0.00538081,6.2e-07,-2.424e-05,8.2e-06
1370,3.257,7.39,0.049,605.44,19.717,44.738,0.294,-120.257,-118.305,-37.6,-2.367,-0.253,0.105,0.0055999,0.00561275,0.00614395,-3.116e-05,-3.33e-06,1.38e-06
1371,3.257,7.39,0.081,661.65,21.626,49.071,0.538,-124.185,-126.554,-40.48,1.441,-1.009,-0.209,0.00617873,0.00616314,0.00672968,1.897e-05,-1.329e-05,-2.75e-06
1372,3.257,7.39,0.113,703.81,23.058,52.32,0.803,-134.137,-138.499,-46.385,1.641,0.043,2.401,0.00658692,0.00655821,0.0071645,2.161e-05,5.7e-07,3.16e-05
1373,3.257,7.39,0.146,731.91,24.013,54.487,1.076,-136.456,-136.343,-47.219,-2.07,0.706,1.44,0.00686602,0.00686676,0.00745337,-2.725e-05,9.29e-06,1.896e-05
1374,3.257,7.39,0.178,745.96,24.49,55.57,1.341,-133.114,-142.68,-44.595,-0.362,0.027,0.108,0.00703504,0.00697208,0.00761767,-4.76e-06,3.6e-07,1.43e-06
1375,3.257,7.39,0.211,745.96,24.49,55.57,1.584,-143.331,-139.014,-47.326,0.23,0.395,-2.165,0.00697913,0.00700755,0.00761104,3.03e-06,5.2e-06,-2.851e-05
1376,3.257,7.39,0.243,731.91,24.013,54.487,1.793,-141.393,-135.084,-44.828,-0.278,-1.567,2.485,0.0068351,0.00687662,0.00747069,-3.66e-06,-2.063e-05,3.271e-05
1377,3.257,7.39,0.276,703.81,23.058,52.32,1.951,-133.303,-135.229,-42.691,-1.401,-0.687,2.165,0.00658288,0.0065702,0.00717929,-1.844e-05,-9.05e-06,2.85e-05
1378,3.257,7.39,0.308,661.65,21.626,49.071,2.045,-122.814,-130.248,-37.111,0.706,-0.514,3.3,0.00618648,0.00613755,0.00675057,9.3e-06,-6.77e-06,4.343e-05
1379,3.257,7.39,0.34,605.44,19.717,44.738,2.061,-115.293,-108.481,-32.586,-0.957,-1.394,-0.046,0.00560837,0.00565321,0.00615275,-1.26e-05,-1.835e-05,-6.1e-07
1380,3.257,7.39,0.373,535.17,17.33,39.322,1.984,-98.257,-86.028,-29.258,0.798,-1.684,-0.093,0.00493532,0.00501581,0.00538947,1.051e-05,-2.217e-05,-1.22e-06
1381,3.257,7.9,0.016,477.48,15.37,37.281,0.076,-83.691,-89.123,-29.57,-0.972,0.51,0.804,0.00441585,0.0043801,0.00477207,-1.28e-05,6.72e-06,1.059e-05
1382,3.257,7.9,0.049,539.8,17.487,42.416,0.261,-101.744,-102.325,-33.584,0.206,-1.104,-0.853,0.00499012,0.00498629,0.00543874,2.71e-06,-1.453e-05,-1.122e-05
1383,3.257,7.9,0.081,589.66,19.181,46.523,0.477,-105.287,-116.768,-38.622,-0.79,1.188,-1.147,0.00551492,0.00543935,0.00595371,-1.04e-05,1.564e-05,-1.51e-05
1384,3.257,7.9,0.113,627.05,20.451,49.604,0.712,-116.484,-112.188,-38.527,0.474,-0.993,1.816,0.00583918,0.00586746,0.0063523,6.24e-06,-1.307e-05,2.391e-05
1385,3.257,7.9,0.146,651.97,21.297,51.658,0.954,-125.197,-127.255,-43.173,0.118,-0.391,0.538,0.00607657,0.00606302,0.00661645,1.56e-06,-5.15e-06,7.08e-06
1386,3.257,7.9,0.178,664.44,21.721,52.685,1.189,-125.301,-123.598,-39.882,-0.169,1.051,2.781,0.00619752,0.00620873,0.00675975,-2.22e-06,1.383e-05,3.661e-05
1387,3.257,7.9,0.211,664.44,21.721,52.685,1.405,-127.526,-120.927,-43.093,-0.441,0.607,-0.031,0.00618625,0.00622969,0.00674199,-5.8e-06,7.99e-06,-4.1e-07
1388,3.257,7.9,0.243,651.97,21.297,51.658,1.59,-120.016,-119.063,-41.481,-0.097,-1.713,-2.465,0.00609226,0.00609854,0.00660918,-1.27e-06,-2.255e-05,-3.245e-05
1389,3.257,7.9,0.276,627.05,20.451,49.604,1.73,-117.282,-118.663,-37.079,1.509,1.83,1.324,0.00584105,0.00583196,0.00636894,1.986e-05,2.409e-05,1.743e-05
1390,3.257,7.9,0.308,589.66,19.181,46.523,1.814,-115.74,-109.443,-38.023,-0.974,0.325,-2.973,0.00544921,0.00549065,0.00596074,-1.282e-05,4.28e-06,-3.914e-05
1391,3.257,7.9,0.34,539.8,17.487,42.416,1.828,-102.718,-108.518,-32.191,-0.057,-0.584,1.979,0.00499076,0.00495258,0.00545497,-7.4e-07,-7.69e-06,2.605e-05
1392,3.257,7.9,0.373,477.48,15.37,37.281,1.759,-91.122,-90.538,-26.497,0.327,1.408,0.405,0.00437399,0.00437784,0.00479936,4.3e-06,1.854e-05,5.33e-06
1393,3.257,8.409,0.016,416.8,13.309,34.364,0.066,-80.844,-86.616,-30.064,-0.738,-0.327,1.201,0.00379572,0.00375773,0.00412995,-9.72e-06,-4.3e-06,1.581e-05
1394,3.257,8.409,0.049,470.76,15.142,39.097,0.226,-87.214,-90.655,-28.405,0.1,0.959,-1.136,0.0043273,0.00430466,0.00471439,1.32e-06,1.263e-05,-1.496e-05
1395,3.257,8.409,0.081,513.93,16.608,42.883,0.413,-92.619,-97.577,-33.914,0.551,2.309,0.114,0.00476378,0.00473115,0.00515018,7.26e-06,3.04e-05,1.5e-06
1396,3.257,8.409,0.113,546.3,17.708,45.723,0.617,-103.049,-104.832,-34.505,-1.376,-1.256,-1.495,0.00505516,0.00504342,0.00550631,-1.811e-05,-1.653e-05,-1.969e-05
1397,3.257,8.409,0.146,567.89,18.441,47.616,0.826,-110.272,-113.4,-34.919,0.276,0.988,1.795,0.00525254,0.00523195,0.00574852,3.63e-06,1.3e-05,2.362e-05
1398,3.257,8.409,0.178,578.68,18.808,48.562,1.03,-105.733,-109.662,-37.191,-1.333,2.341,1.275,0.00538764,0.00536178,0.00583878,-1.755e-05,3.082e-05,1.679e-05
1399,3.257,8.409,0.211,578.68,18.808,48.562,1.217,-114.693,-115.099,-33.838,-0.251,1.662,1.386,0.00534217,0.00533949,0.00587435,-3.31e-06,2.188e-05,1.825e-05
1400,3.257,8.409,0.243,567.89,18.441,47.616,1.377,-106.428,-111.56,-33.617,-0.417,-0.225,-0.381,0.0052693,0.00523553,0.00574855,-5.49e-06,-2.97e-06,-5.02e-06
1401,3.257,8.409,0.276,546.3,17.708,45.723,1.498,-102.454,-107.483,-28.637,-0.414,0.776,-0.404,0.00505441,0.00502131,0.00554027,-5.45e-06,1.021e-05,-5.31e-06
1402,3.257,8.409,0.308,513.93,16.608,42.883,1.57,-101.318,-102.206,-29.014,0.758,-1.185,0.961,0.00471683,0.00471098,0.00519272,9.98e-06,-1.56e-05,1.266e-05
1403,3.257,8.409,0.34,470.76,15.142,39.097,1.582,-89.124,-86.9,-24.648,0.179,0.381,0.046,0.00430789,0.00432253,0.00473227,2.35e-06,5.01e-06,6e-07
1404,3.257,8.409,0.373,416.8,13.309,34.364,1.523,-68.868,-80.613,-21.442,0.454,0.359,1.58,0.00384204,0.00376473,0.0041542,5.97e-06,4.73e-06,2.08e-05
1405,3.257,8.919,0.016,356.21,11.251,30.81,0.056,-63.101,-73.956,-26.55,-0.115,0.671,0.541,0.00323911,0.00316766,0.00347968,-1.51e-06,8.84e-06,7.12e-06
1406,3.257,8.919,0.049,401.82,12.8,35.054,0.191,-74.931,-78.223,-25.324,-0.322,0.553,-0.649,0.00365519,0.00363352,0.00398171,-4.23e-06,7.28e-06,-8.55e-06
1407,3.257,8.919,0.081,438.32,14.04,38.448,0.349,-75.326,-85.81,-29.008,-0.292,-2.44,0.937,0.00404747,0.00397847,0.00435233,-3.85e-06,-3.213e-05,1.234e-05
1408,3.257,8.919,0.113,465.69,14.97,40.994,0.521,-85.691,-95.6,-28.786,-0.487,1.345,-0.219,0.00428908,0.00422385,0.00466362,-6.41e-06,1.77e-05,-2.89e-06
1409,3.257,8.919,0.146,483.93,15.589,42.692,0.698,-87.275,-93.265,-31.268,0.084,-0.913,-0.492,0.00447108,0.00443165,0.00483971,1.11e-06,-1.201e-05,-6.48e-06
1410,3.257,8.919,0.178,493.06,15.899,43.54,0.87,-91.152,-103.631,-28.409,-0.875,0.155,-3.735,0.00455463,0.00447249,0.0049676,-1.151e-05,2.04e-06,-4.917e-05
1411,3.257,8.919,0.211,493.06,15.899,43.54,1.029,-90.073,-96.045,-30.137,0.288,2.534,1.797,0.00455325,0.00451394,0.00494775,3.79e-06,3.336e-05,2.365e-05
1412,3.257,8.919,0.243,483.93,15.589,42.692,1.164,-92.235,-93.511,-29.222,-0.346,0.627,-2.596,0.00444229,0.00443389,0.00485704,-4.55e-06,8.25e-06,-3.417e-05
1413,3.257,8.919,0.276,465.69,14.97,40.994,1.266,-82.72,-84.84,-27.046,1.367,-0.402,-1.767,0.00428973,0.00427577,0.00465617,1.8e-05,-5.3e-06,-2.327e-05
1414,3.257,8.919,0.308,438.32,14.04,38.448,1.328,-83.913,-85.3,-23.681,0.182,1.237,2.301,0.00399432,0.00398519,0.00439076,2.4e-06,1.628e-05,3.029e-05
1415,3.257,8.919,0.34,401.82,12.8,35.054,1.338,-76.168,-79.397,-23.269,-0.748,2.476,0.73,0.00364748,0.00362623,0.00399566,-9.84e-06,3.259e-05,9.6e-06
1416,3.257,8.919,0.373,356.21,11.251,30.81,1.288,-71.75,-70.688,-17.573,-0.192,0.003,-0.679,0.00317778,0.00318478,0.00353437,-2.52e-06,4e-08,-8.94e-06
1417,3.257,9.429,0.016,298.35,9.285,26.881,0.046,-58.155,-45.712,-19.071,0.43,-0.36,0.015,0.00261848,0.00270038,0.00287573,5.67e-06,-4.74e-06,2e-07
1418,3.257,9.429,0.049,336.0,10.564,30.583,0.158,-68.3,-65.291,-19.463,0.069,-1.29,2.034,0.00298118,0.00300098,0.00330262,9.1e-07,-1.698e-05,2.678e-05
1419,3.257,9.429,0.081,366.11,11.587,33.545,0.288,-69.827,-73.93,-22.642,-0.059,-0.32,-2.053,0.00330157,0.00327456,0.00361213,-7.7e-07,-4.21e-06,-2.703e-05
1420,3.257,9.429,0.113,388.7,12.354,35.766,0.43,-78.341,-82.084,-21.878,-0.534,-1.971,-2.572,0.00350056,0.00347592,0.0038722,-7.03e-06,-2.595e-05,-3.386e-05
1421,3.257,9.429,0.146,403.76,12.866,37.247,0.576,-72.338,-79.517,-24.228,0.071,-3.067,-0.501,0.00368954,0.00364228,0.00400619,9.3e-07,-4.037e-05,-6.59e-06
1422,3.257,9.429,0.178,411.29,13.122,37.988,0.718,-77.01,-74.754,-22.188,0.046,-2.041,-4.075,0.00373471,0.00374956,0.00409555,6.1e-07,-2.686e-05,-5.365e-05
1423,3.257,9.429,0.211,411.29,13.122,37.988,0.849,-73.733,-90.02,-23.46,-0.736,-1.808,-2.744,0.00377249,0.00366529,0.00410338,-9.69e-06,-2.381e-05,-3.613e-05
1424,3.257,9.429,0.243,403.76,12.866,37.247,0.96,-74.02,-75.54,-22.667,-0.529,-0.389,0.729,0.00367375,0.00366375,0.00401176,-6.97e-06,-5.12e-06,9.6e-06
1425,3.257,9.429,0.276,388.7,12.354,35.766,1.045,-62.321,-76.666,-21.649,0.501,-2.097,-0.031,0.00357952,0.00348511,0.00384723,6.59e-06,-2.76e-05,-4.1e-07
1426,3.257,9.429,0.308,366.11,11.587,33.545,1.096,-68.623,-75.931,-26.059,0.443,1.434,0.282,0.00331464,0.00326654,0.00359479,5.83e-06,1.888e-05,3.71e-06
1427,3.257,9.429,0.34,336.0,10.564,30.583,1.104,-57.979,-63.931,-18.09,-0.174,3.65,-1.66,0.00303316,0.00299398,0.0032957,-2.29e-06,4.805e-05,-2.186e-05
1428,3.257,9.429,0.373,298.35,9.285,26.881,1.063,-59.306,-55.852,-11.526,-0.135,-2.253,-0.844,0.00261548,0.00263822,0.00292997,-1.77e-06,-2.965e-05,-1.111e-05
1429,3.257,9.938,0.016,245.25,7.481,22.83,0.037,-41.757,-42.398,-17.804,0.171,1.995,-1.749,0.00214692,0.0021427,0.00230458,2.25e-06,2.626e-05,-2.302e-05
1430,3.257,9.938,0.049,275.58,8.512,25.974,0.127,-49.793,-58.112,-19.583,-0.02,0.52,-2.052,0.00244161,0.00238686,0.00264045,-2.7e-07,6.84e-06,-2.701e-05
1431,3.257,9.938,0.081,299.85,9.336,28.489,0.232,-58.645,-61.779,-19.15,0.237,1.918,-2.226,0.00265123,0.0026306,0.00291118,3.12e-06,2.525e-05,-2.93e-05
1432,3.257,9.938,0.113,318.05,9.954,30.376,0.347,-55.893,-66.482,-17.272,-0.019,-3.558,-2.045,0.00285926,0.00278956,0.00311346,-2.5e-07,-4.684e-05,-2.693e-05
1433,3.257,9.938,0.146,330.18,10.367,31.634,0.464,-55.53,-63.464,-21.149,-0.04,-0.77,0.566,0.00298881,0.00293658,0.0032151,-5.2e-07,-1.013e-05,7.45e-06
1434,3.257,9.938,0.178,336.25,10.573,32.262,0.579,-61.455,-64.206,-19.868,0.164,-0.159,-2.921,0.00301967,0.00300156,0.00329339,2.16e-06,-2.09e-06,-3.845e-05
1435,3.257,9.938,0.211,336.25,10.573,32.262,0.684,-55.321,-64.907,-18.894,-0.047,-0.965,-0.257,0.00305221,0.00298911,0.00329197,-6.2e-07,-1.27e-05,-3.38e-06
1436,3.257,9.938,0.243,330.18,10.367,31.634,0.774,-59.79,-74.076,-16.549,0.011,0.825,4.665,0.00297332,0.00287929,0.00325793,1.4e-07,1.086e-05,6.141e-05
1437,3.257,9.938,0.276,318.05,9.954,30.376,0.842,-66.142,-62.402,-16.25,0.279,-0.385,0.536,0.00279809,0.00282271,0.00312648,3.67e-06,-5.07e-06,7.06e-06
1438,3.257,9.938,0.308,299.85,9.336,28.489,0.883,-54.173,-62.506,-13.736,-0.26,-0.287,1.376,0.00266946,0.00261462,0.00293562,-3.42e-06,-3.78e-06,1.811e-05
1439,3.257,9.938,0.34,275.58,8.512,25.974,0.89,-48.486,-54.934,-12.896,-0.345,-0.014,-0.014,0.00243656,0.00239412,0.00267081,-4.54e-06,-1.9e-07,-1.9e-07
1440,3.257,9.938,0.373,245.25,7.481,22.83,0.856,-41.801,-40.534,-10.64,0.092,0.847,0.682,0.00213566,0.002144,0.00234076,1.21e-06,1.114e-05,8.98e-06
1441,3.849,0.255,0.016,267.44,9.733,0.644,0.041,-49.866,-41.121,-13.057,0.331,-0.221,-0.317,0.00232756,0.00238511,0.00256984,4.35e-06,-2.91e-06,-4.17e-06
1442,3.849,0.255,0.049,300.83,11.073,0.733,0.14,-50.872,-42.455,-16.302,-0.048,-1.591,0.687,0.00267603,0.00273142,0.00290356,-6.3e-07,-2.094e-05,9.04e-06
1443,3.849,0.255,0.081,327.54,12.145,0.804,0.256,-60.808,-44.674,-20.176,0.294,-0.416,0.942,0.00290882,0.00301502,0.00317626,3.87e-06,-5.48e-06,1.24e-05
1444,3.849,0.255,0.113,347.57,12.95,0.857,0.382,-66.132,-51.974,-20.626,0.075,0.297,1.097,0.00309871,0.00319191,0.00339823,9.9e-07,3.92e-06,1.445e-05
1445,3.849,0.255,0.146,360.93,13.486,0.893,0.511,-68.187,-52.314,-20.748,-0.272,-0.295,0.44,0.00322757,0.00333204,0.00353981,-3.58e-06,-3.88e-06,5.8e-06
1446,3.849,0.255,0.178,367.61,13.754,0.911,0.637,-67.826,-49.939,-22.326,-0.224,-3.104,-0.039,0.00329818,0.00341592,0.00359766,-2.95e-06,-4.086e-05,-5.2e-07
1447,3.849,0.255,0.211,367.61,13.754,0.911,0.753,-62.938,-47.821,-19.674,-0.204,-0.717,0.789,0.00331855,0.00341805,0.00360331,-2.68e-06,-9.43e-06,1.039e-05
1448,3.849,0.255,0.243,360.93,13.486,0.893,0.852,-69.003,-56.227,-21.157,-0.039,-0.823,2.886,0.00322848,0.00331257,0.0035434,-5.1e-07,-1.083e-05,3.799e-05
1449,3.849,0.255,0.276,347.57,12.95,0.857,0.927,-57.041,-55.44,-21.636,0.191,0.836,-1.146,0.00315291,0.00316345,0.00338595,2.52e-06,1.1e-05,-1.509e-05
1450,3.849,0.255,0.308,327.54,12.145,0.804,0.972,-57.488,-46.531,-18.839,-0.108,0.949,-4.164,0.00292726,0.00299937,0.00318164,-1.42e-06,1.249e-05,-5.481e-05
1451,3.849,0.255,0.34,300.83,11.073,0.733,0.979,-51.172,-41.021,-18.543,0.212,1.34,0.395,0.0026754,0.00274222,0.00289016,2.79e-06,1.765e-05,5.2e-06
1452,3.849,0.255,0.373,267.44,9.733,0.644,0.943,-50.07,-38.208,-12.548,0.505,-0.905,0.007,0.00232228,0.00240036,0.00256925,6.65e-06,-1.191e-05,9e-08
1453,3.849,0.764,0.016,325.89,12.079,2.399,0.051,-55.892,-38.875,-21.086,0.369,-0.51,1.679,0.00291198,0.00302399,0.00314108,4.86e-06,-6.72e-06,2.211e-05
1454,3.849,0.764,0.049,367.33,13.743,2.73,0.174,-69.912,-53.259,-25.056,0.336,1.13,0.934,0.0032915,0.00340111,0.00358674,4.43e-06,1.488e-05,1.229e-05
1455,3.849,0.764,0.081,400.48,15.074,2.994,0.317,-76.71,-56.86,-23.654,0.062,0.289,-1.063,0.00360353,0.00373418,0.00395275,8.2e-07,3.81e-06,-1.4e-05
1456,3.849,0.764,0.113,425.35,16.072,3.192,0.474,-78.47,-61.418,-25.171,0.227,-2.485,-1.863,0.00386086,0.00397309,0.00421167,2.98e-06,-3.272e-05,-2.452e-05
1457,3.849,0.764,0.146,441.92,16.737,3.324,0.634,-76.215,-64.77,-26.091,0.146,3.242,0.624,0.00405105,0.00412639,0.00438097,1.93e-06,4.268e-05,8.21e-06
1458,3.849,0.764,0.178,450.21,17.07,3.39,0.791,-75.046,-67.565,-26.71,-0.062,-2.528,4.599,0.00414794,0.00419718,0.00446608,-8.1e-07,-3.327e-05,6.054e-05
1459,3.849,0.764,0.211,450.21,17.07,3.39,0.934,-79.702,-66.203,-22.601,0.123,-1.372,-1.612,0.0041163,0.00420515,0.00449213,1.62e-06,-1.805e-05,-2.123e-05
1460,3.849,0.764,0.243,441.92,16.737,3.324,1.057,-77.174,-63.085,-20.916,-0.47,3.017,1.124,0.00403753,0.00413027,0.00440782,-6.18e-06,3.972e-05,1.48e-05
1461,3.849,0.764,0.276,425.35,16.072,3.192,1.151,-85.683,-56.384,-26.9,-0.118,-1.639,0.885,0.00381816,0.004011,0.00420507,-1.55e-06,-2.158e-05,1.164e-05
1462,3.849,0.764,0.308,400.48,15.074,2.994,1.206,-71.422,-52.965,-22.904,-0.314,-0.232,-1.432,0.0036262,0.00374768,0.00394554,-4.13e-06,-3.06e-06,-1.885e-05
1463,3.849,0.764,0.34,367.33,13.743,2.73,1.215,-71.069,-45.613,-16.761,0.113,-2.056,0.661,0.00326581,0.00343336,0.00362327,1.49e-06,-2.706e-05,8.7e-06
1464,3.849,0.764,0.373,325.89,12.079,2.399,1.17,-60.102,-53.573,-18.789,0.053,-0.446,-1.361,0.00290457,0.00294755,0.0031765,6.9e-07,-5.87e-06,-1.792e-05
1465,3.849,1.274,0.016,389.58,14.636,4.845,0.062,-68.632,-55.646,-24.1,0.268,-1.193,-1.885,0.00353216,0.00361763,0.00382527,3.53e-06,-1.571e-05,-2.481e-05
1466,3.849,1.274,0.049,439.79,16.652,5.512,0.21,-74.115,-61.295,-27.927,0.949,1.689,-0.464,0.00403807,0.00412245,0.00434208,1.249e-05,2.224e-05,-6.11e-06
1467,3.849,1.274,0.081,479.96,18.264,6.046,0.385,-90.773,-71.003,-27.094,0.585,0.924,-1.169,0.0043786,0.00450873,0.00479774,7.7e-06,1.216e-05,-1.539e-05
1468,3.849,1.274,0.113,510.09,19.474,6.446,0.574,-87.925,-77.078,-29.681,-0.555,0.215,1.494,0.00471869,0.00479008,0.00510205,-7.3e-06,2.83e-06,1.967e-05
1469,3.849,1.274,0.146,530.18,20.28,6.713,0.769,-103.101,-70.811,-35.041,0.338,-1.293,-0.156,0.00484572,0.00505826,0.00529369,4.45e-06,-1.702e-05,-2.06e-06
1470,3.849,1.274,0.178,540.22,20.683,6.847,0.958,-97.063,-80.586,-31.824,0.625,0.283,2.93,0.00499085,0.0050993,0.00542025,8.22e-06,3.73e-06,3.857e-05
1471,3.849,1.274,0.211,540.22,20.683,6.847,1.132,-91.984,-78.934,-31.201,0.571,-0.274,-1.968,0.00501529,0.00510118,0.00541536,7.51e-06,-3.61e-06,-2.591e-05
1472,3.849,1.274,0.243,530.18,20.28,6.713,1.281,-93.586,-86.89,-30.659,0.26,-1.17,0.735,0.00491102,0.00495509,0.0053252,3.42e-06,-1.54e-05,9.68e-06
1473,3.849,1.274,0.276,510.09,19.474,6.446,1.394,-100.321,-79.12,-31.633,-0.254,2.548,-0.417,0.00465713,0.00479667,0.00510923,-3.35e-06,3.354e-05,-5.49e-06
1474,3.849,1.274,0.308,479.96,18.264,6.046,1.461,-91.479,-70.251,-25.916,-0.953,1.632,-0.506,0.00437246,0.00451218,0.004804,-1.255e-05,2.149e-05,-6.66e-06
1475,3.849,1.274,0.34,439.79,16.652,5.512,1.473,-81.821,-55.573,-24.311,1.252,0.908,1.022,0.00398535,0.00415812,0.00436389,1.649e-05,1.195e-05,1.346e-05
1476,3.849,1.274,0.373,389.58,14.636,4.845,1.418,-71.306,-56.833,-24.647,0.818,-0.633,1.748,0.00351995,0.00361521,0.00382706,1.077e-05,-8.33e-06,2.301e-05
1477,3.849,1.784,0.016,456.27,17.313,8.024,0.073,-74.531,-60.642,-26.25,-0.404,0.155,-2.101,0.0042049,0.00429632,0.00452269,-5.32e-06,2.04e-06,-2.765e-05
1478,3.849,1.784,0.049,515.67,19.698,9.129,0.249,-92.734,-77.052,-30.447,-1.114,-0.026,-0.34,0.00475205,0.00485527,0.00516201,-1.467e-05,-3.5e-07,-4.48e-06
1479,3.849,1.784,0.081,563.19,21.606,10.013,0.455,-96.994,-83.238,-37.297,0.134,1.89,0.876,0.00524076,0.00533131,0.00563369,1.77e-06,2.488e-05,1.153e-05
1480,3.849,1.784,0.113,598.83,23.036,10.676,0.679,-113.681,-83.076,-35.864,0.308,0.743,0.79,0.00552109,0.00572253,0.00603328,4.06e-06,9.78e-06,1.04e-05
1481,3.849,1.784,0.146,622.59,23.99,11.118,0.909,-106.362,-95.617,-37.95,0.498,-1.306,-1.079,0.005826,0.00589673,0.00627629,6.56e-06,-1.72e-05,-1.421e-05
1482,3.849,1.784,0.178,634.47,24.467,11.339,1.133,-111.092,-97.518,-39.842,0.014,-0.44,3.238,0.00592919,0.00601854,0.00639816,1.8e-07,-5.79e-06,4.263e-05
1483,3.849,1.784,0.211,634.47,24.467,11.339,1.339,-119.868,-95.708,-37.257,-0.023,-1.215,2.84,0.00587679,0.0060358,0.00642053,-3.1e-07,-1.599e-05,3.739e-05
1484,3.849,1.784,0.243,622.59,23.99,11.118,1.515,-111.472,-87.856,-35.098,0.562,0.418,0.324,0.00578565,0.00594108,0.00628833,7.4e-06,5.51e-06,4.26e-06
1485,3.849,1.784,0.276,598.83,23.036,10.676,1.649,-110.047,-94.792,-34.709,0.167,-2.3,-1.129,0.00555347,0.00565388,0.00604935,2.2e-06,-3.028e-05,-1.486e-05
1486,3.849,1.784,0.308,563.19,21.606,10.013,1.729,-98.298,-87.012,-31.225,-2.259,1.439,-0.955,0.00523096,0.00530525,0.00567244,-2.974e-05,1.894e-05,-1.257e-05
1487,3.849,1.784,0.34,515.67,19.698,9.129,1.742,-89.06,-75.291,-30.867,-0.028,1.329,-1.12,0.0047701,0.00486073,0.00515313,-3.7e-07,1.75e-05,-1.475e-05
1488,3.849,1.784,0.373,456.27,17.313,8.024,1.677,-82.766,-66.949,-25.96,0.144,-0.523,-1.663,0.00416812,0.00427222,0.00454202,1.9e-06,-6.88e-06,-2.19e-05
1489,3.849,2.293,0.016,523.07,19.995,11.914,0.084,-98.292,-80.947,-32.535,2.137,-1.943,0.25,0.00480674,0.00492091,0.00523955,2.814e-05,-2.558e-05,3.3e-06
1490,3.849,2.293,0.049,591.67,22.749,13.555,0.287,-107.082,-92.382,-38.581,0.814,-1.049,0.629,0.00549647,0.00559322,0.00594734,1.071e-05,-1.381e-05,8.28e-06
1491,3.849,2.293,0.081,646.55,24.952,14.868,0.525,-115.651,-97.062,-41.369,0.973,1.339,-0.575,0.00603205,0.00615441,0.00652097,1.281e-05,1.763e-05,-7.57e-06
1492,3.849,2.293,0.113,687.71,26.604,15.852,0.784,-129.23,-102.846,-44.678,-0.672,2.912,2.113,0.00639967,0.00657333,0.00695619,-8.84e-06,3.834e-05,2.782e-05
1493,3.849,2.293,0.146,715.15,27.706,16.509,1.05,-140.715,-107.151,-43.763,1.439,1.592,0.85,0.00662844,0.00684936,0.00726658,1.894e-05,2.096e-05,1.12e-05
1494,3.849,2.293,0.178,728.87,28.257,16.837,1.309,-133.734,-111.904,-46.228,-0.288,0.431,-1.147,0.00681778,0.00696147,0.00739374,-3.79e-06,5.67e-06,-1.51e-05
