Mix_ID,Temperature_C,Data_Type,Property_Type,Damage_Level_Mean,Damage_Level_Std,Damage_Rate_Mean_per_C,Damage_Rate_Std_per_C,Residual_Strength_Factor_Mean,Residual_Strength_Factor_Std,Residual_Stiffness_Factor_Mean,Residual_Stiffness_Factor_Std,Damage_Threshold_Temp_C,Rubber_Content_Percent,Particle_Size
R10S,500,Calibration,Deformation,0.2733,0.0547,1.09e-03,2.73e-04,0.7267,0.0581,0.6195,0.0619,297.6,10.0,small
R10S,510,Calibration,Deformation,0.2841,0.0568,1.07e-03,2.67e-04,0.7159,0.0573,0.6057,0.0606,297.6,10.0,small
R10S,520,Validation,Deformation,0.2947,0.0589,1.05e-03,2.62e-04,0.7053,0.0564,0.5923,0.0592,297.6,10.0,small
R10S,530,Calibration,Deformation,0.3051,0.061,1.03e-03,2.56e-04,0.6949,0.0556,0.5793,0.0579,297.6,10.0,small
R10S,540,Calibration,Deformation,0.3152,0.063,1.01e-03,2.51e-04,0.6848,0.0548,0.5667,0.0567,297.6,10.0,small
R10S,550,Validation,Deformation,0.3252,0.065,9.85e-04,2.46e-04,0.6748,0.054,0.5544,0.0554,297.6,10.0,small
R10S,560,Validation,Deformation,0.3349,0.067,9.65e-04,2.41e-04,0.6651,0.0532,0.5424,0.0542,297.6,10.0,small
R10S,570,Calibration,Deformation,0.3445,0.0689,9.46e-04,2.36e-04,0.6555,0.0524,0.5307,0.0531,297.6,10.0,small
R10S,580,Calibration,Deformation,0.3538,0.0708,9.27e-04,2.32e-04,0.6462,0.0517,0.5194,0.0519,297.6,10.0,small
R10S,590,Calibration,Deformation,0.363,0.0726,9.08e-04,2.27e-04,0.637,0.051,0.5084,0.0508,297.6,10.0,small
R10S,600,Validation,Deformation,0.372,0.0744,8.89e-04,2.22e-04,0.628,0.0502,0.4977,0.0498,297.6,10.0,small
R10S,610,Validation,Deformation,0.3808,0.0762,8.72e-04,2.18e-04,0.6192,0.0495,0.4873,0.0487,297.6,10.0,small
R10S,620,Calibration,Deformation,0.3894,0.0779,8.54e-04,2.13e-04,0.6106,0.0488,0.4771,0.0477,297.6,10.0,small
R10S,630,Validation,Deformation,0.3979,0.0796,8.37e-04,2.09e-04,0.6021,0.0482,0.4672,0.0467,297.6,10.0,small
R10S,640,Calibration,Deformation,0.4062,0.0812,8.20e-04,2.05e-04,0.5938,0.0475,0.4576,0.0458,297.6,10.0,small
R10S,650,Calibration,Deformation,0.4143,0.0829,8.03e-04,2.01e-04,0.5857,0.0469,0.4483,0.0448,297.6,10.0,small
R10S,660,Calibration,Deformation,0.4222,0.0844,7.87e-04,1.97e-04,0.5778,0.0462,0.4392,0.0439,297.6,10.0,small
R10S,670,Validation,Deformation,0.43,0.086,7.71e-04,1.93e-04,0.57,0.0456,0.4303,0.043,297.6,10.0,small
R10S,680,Calibration,Deformation,0.4376,0.0875,7.56e-04,1.89e-04,0.5624,0.045,0.4217,0.0422,297.6,10.0,small
R10S,690,Validation,Deformation,0.4451,0.089,7.40e-04,1.85e-04,0.5549,0.0444,0.4133,0.0413,297.6,10.0,small
R10S,700,Validation,Deformation,0.4524,0.0905,7.25e-04,1.81e-04,0.5476,0.0438,0.4052,0.0405,297.6,10.0,small
R10S,710,Validation,Deformation,0.4596,0.0919,7.11e-04,1.78e-04,0.5404,0.0432,0.3972,0.0397,297.6,10.0,small
R10S,720,Calibration,Deformation,0.4667,0.0933,6.96e-04,1.74e-04,0.5333,0.0427,0.3895,0.0389,297.6,10.0,small
R10S,730,Calibration,Deformation,0.4736,0.0947,6.82e-04,1.71e-04,0.5264,0.0421,0.382,0.0382,297.6,10.0,small
R10S,740,Calibration,Deformation,0.4803,0.0961,6.68e-04,1.67e-04,0.5197,0.0416,0.3746,0.0375,297.6,10.0,small
R10S,750,Calibration,Deformation,0.4869,0.0974,6.55e-04,1.64e-04,0.5131,0.041,0.3675,0.0368,297.6,10.0,small
R10S,760,Calibration,Deformation,0.4934,0.0987,6.42e-04,1.60e-04,0.5066,0.0405,0.3606,0.0361,297.6,10.0,small
R10S,770,Validation,Deformation,0.4998,0.1,6.29e-04,1.57e-04,0.5002,0.04,0.3538,0.0354,297.6,10.0,small
R10S,780,Calibration,Deformation,0.506,0.1012,6.16e-04,1.54e-04,0.494,0.0395,0.3472,0.0347,297.6,10.0,small
R10S,790,Calibration,Deformation,0.5121,0.1024,6.04e-04,1.51e-04,0.4879,0.039,0.3408,0.0341,297.6,10.0,small
R10S,800,Calibration,Deformation,0.5181,0.1036,5.91e-04,1.48e-04,0.4819,0.0386,0.3346,0.0335,297.6,10.0,small
R15S,20,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,30,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,40,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,50,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,60,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,70,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,80,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,90,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,100,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,110,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,120,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,130,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,140,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,150,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,160,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,170,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,180,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,190,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,200,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,210,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,220,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,230,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,240,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,250,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,260,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,270,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,280,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,290,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,296.4,15.0,small
R15S,300,Calibration,Deformation,0.006,0.0012,1.66e-03,4.15e-04,0.994,0.0795,0.991,0.0991,296.4,15.0,small
R15S,310,Calibration,Deformation,0.0224,0.0045,1.63e-03,4.07e-04,0.9776,0.0782,0.9665,0.0967,296.4,15.0,small
R15S,320,Validation,Deformation,0.0385,0.0077,1.59e-03,3.98e-04,0.9615,0.0769,0.9428,0.0943,296.4,15.0,small
R15S,330,Calibration,Deformation,0.0543,0.0109,1.56e-03,3.90e-04,0.9457,0.0757,0.9197,0.092,296.4,15.0,small
R15S,340,Calibration,Deformation,0.0698,0.014,1.53e-03,3.82e-04,0.9302,0.0744,0.8972,0.0897,296.4,15.0,small
R15S,350,Calibration,Deformation,0.0849,0.017,1.50e-03,3.74e-04,0.9151,0.0732,0.8754,0.0875,296.4,15.0,small
R15S,360,Calibration,Deformation,0.0997,0.0199,1.47e-03,3.67e-04,0.9003,0.072,0.8542,0.0854,296.4,15.0,small
R15S,370,Calibration,Deformation,0.1142,0.0228,1.44e-03,3.59e-04,0.8858,0.0709,0.8336,0.0834,296.4,15.0,small
R15S,380,Calibration,Deformation,0.1285,0.0257,1.41e-03,3.52e-04,0.8715,0.0697,0.8136,0.0814,296.4,15.0,small
R15S,390,Calibration,Deformation,0.1424,0.0285,1.38e-03,3.45e-04,0.8576,0.0686,0.7942,0.0794,296.4,15.0,small
R15S,400,Calibration,Deformation,0.1561,0.0312,1.35e-03,3.38e-04,0.8439,0.0675,0.7753,0.0775,296.4,15.0,small
R15S,410,Validation,Deformation,0.1694,0.0339,1.32e-03,3.31e-04,0.8306,0.0664,0.757,0.0757,296.4,15.0,small
R15S,420,Calibration,Deformation,0.1825,0.0365,1.30e-03,3.24e-04,0.8175,0.0654,0.7391,0.0739,296.4,15.0,small
R15S,430,Validation,Deformation,0.1954,0.0391,1.27e-03,3.18e-04,0.8046,0.0644,0.7218,0.0722,296.4,15.0,small
R15S,440,Calibration,Deformation,0.2079,0.0416,1.24e-03,3.11e-04,0.7921,0.0634,0.7049,0.0705,296.4,15.0,small
R15S,450,Calibration,Deformation,0.2202,0.044,1.22e-03,3.05e-04,0.7798,0.0624,0.6885,0.0689,296.4,15.0,small
R15S,460,Calibration,Deformation,0.2323,0.0465,1.19e-03,2.99e-04,0.7677,0.0614,0.6726,0.0673,296.4,15.0,small
R15S,470,Calibration,Deformation,0.2441,0.0488,1.17e-03,2.92e-04,0.7559,0.0605,0.6572,0.0657,296.4,15.0,small
R15S,480,Calibration,Deformation,0.2557,0.0511,1.15e-03,2.86e-04,0.7443,0.0595,0.6421,0.0642,296.4,15.0,small
R15S,490,Calibration,Deformation,0.2671,0.0534,1.12e-03,2.81e-04,0.7329,0.0586,0.6275,0.0627,296.4,15.0,small
R15S,500,Calibration,Deformation,0.2782,0.0556,1.10e-03,2.75e-04,0.7218,0.0577,0.6133,0.0613,296.4,15.0,small
R15S,510,Calibration,Deformation,0.2891,0.0578,1.08e-03,2.69e-04,0.7109,0.0569,0.5995,0.0599,296.4,15.0,small
R15S,520,Calibration,Deformation,0.2997,0.0599,1.06e-03,2.64e-04,0.7003,0.056,0.586,0.0586,296.4,15.0,small
R15S,530,Calibration,Deformation,0.3102,0.062,1.03e-03,2.58e-04,0.6898,0.0552,0.573,0.0573,296.4,15.0,small
R15S,540,Calibration,Deformation,0.3204,0.0641,1.01e-03,2.53e-04,0.6796,0.0544,0.5603,0.056,296.4,15.0,small
R15S,550,Validation,Deformation,0.3304,0.0661,9.92e-04,2.48e-04,0.6696,0.0536,0.5479,0.0548,296.4,15.0,small
R15S,560,Calibration,Deformation,0.3402,0.068,9.72e-04,2.43e-04,0.6598,0.0528,0.5359,0.0536,296.4,15.0,small
R15S,570,Calibration,Deformation,0.3499,0.07,9.52e-04,2.38e-04,0.6501,0.052,0.5242,0.0524,296.4,15.0,small
R15S,580,Validation,Deformation,0.3593,0.0719,9.33e-04,2.33e-04,0.6407,0.0513,0.5129,0.0513,296.4,15.0,small
R15S,590,Calibration,Deformation,0.3685,0.0737,9.14e-04,2.28e-04,0.6315,0.0505,0.5018,0.0502,296.4,15.0,small
R15S,600,Calibration,Deformation,0.3775,0.0755,8.95e-04,2.24e-04,0.6225,0.0498,0.4911,0.0491,296.4,15.0,small
R15S,610,Validation,Deformation,0.3864,0.0773,8.77e-04,2.19e-04,0.6136,0.0491,0.4806,0.0481,296.4,15.0,small
R15S,620,Calibration,Deformation,0.3951,0.079,8.59e-04,2.15e-04,0.6049,0.0484,0.4705,0.047,296.4,15.0,small
R15S,630,Calibration,Deformation,0.4036,0.0807,8.41e-04,2.10e-04,0.5964,0.0477,0.4606,0.0461,296.4,15.0,small
R15S,640,Calibration,Deformation,0.4119,0.0824,8.24e-04,2.06e-04,0.5881,0.047,0.451,0.0451,296.4,15.0,small
R15S,650,Calibration,Deformation,0.4201,0.084,8.07e-04,2.02e-04,0.5799,0.0464,0.4416,0.0442,296.4,15.0,small
R15S,660,Calibration,Deformation,0.4281,0.0856,7.91e-04,1.98e-04,0.5719,0.0458,0.4325,0.0433,296.4,15.0,small
R15S,670,Calibration,Deformation,0.4359,0.0872,7.75e-04,1.94e-04,0.5641,0.0451,0.4237,0.0424,296.4,15.0,small
R15S,680,Calibration,Deformation,0.4436,0.0887,7.59e-04,1.90e-04,0.5564,0.0445,0.4151,0.0415,296.4,15.0,small
R15S,690,Calibration,Deformation,0.4511,0.0902,7.44e-04,1.86e-04,0.5489,0.0439,0.4067,0.0407,296.4,15.0,small
R15S,700,Validation,Deformation,0.4584,0.0917,7.28e-04,1.82e-04,0.5416,0.0433,0.3986,0.0399,296.4,15.0,small
R15S,710,Validation,Deformation,0.4656,0.0931,7.14e-04,1.78e-04,0.5344,0.0427,0.3906,0.0391,296.4,15.0,small
R15S,720,Calibration,Deformation,0.4727,0.0945,6.99e-04,1.75e-04,0.5273,0.0422,0.3829,0.0383,296.4,15.0,small
R15S,730,Calibration,Deformation,0.4796,0.0959,6.85e-04,1.71e-04,0.5204,0.0416,0.3754,0.0375,296.4,15.0,small
R15S,740,Calibration,Deformation,0.4864,0.0973,6.71e-04,1.68e-04,0.5136,0.0411,0.3681,0.0368,296.4,15.0,small
R15S,750,Calibration,Deformation,0.493,0.0986,6.57e-04,1.64e-04,0.507,0.0406,0.361,0.0361,296.4,15.0,small
R15S,760,Calibration,Deformation,0.4995,0.0999,6.44e-04,1.61e-04,0.5005,0.04,0.354,0.0354,296.4,15.0,small
R15S,770,Calibration,Deformation,0.5059,0.1012,6.31e-04,1.58e-04,0.4941,0.0395,0.3473,0.0347,296.4,15.0,small
R15S,780,Validation,Deformation,0.5121,0.1024,6.18e-04,1.54e-04,0.4879,0.039,0.3407,0.0341,296.4,15.0,small
R15S,790,Calibration,Deformation,0.5183,0.1037,6.05e-04,1.51e-04,0.4817,0.0385,0.3344,0.0334,296.4,15.0,small
R15S,800,Calibration,Deformation,0.5243,0.1049,5.93e-04,1.48e-04,0.4757,0.0381,0.3281,0.0328,296.4,15.0,small
R20S,20,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,30,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,40,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,50,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,60,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,70,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,80,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,90,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,100,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,110,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,120,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,130,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,140,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,150,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,160,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,170,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,180,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,190,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,200,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,210,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,220,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,230,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,240,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,250,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,260,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,270,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,280,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,290,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,295.2,20.0,small
R20S,300,Validation,Deformation,0.0081,0.0016,1.68e-03,4.20e-04,0.9919,0.0794,0.9879,0.0988,295.2,20.0,small
R20S,310,Calibration,Deformation,0.0247,0.0049,1.65e-03,4.11e-04,0.9753,0.078,0.9631,0.0963,295.2,20.0,small
R20S,320,Calibration,Deformation,0.041,0.0082,1.61e-03,4.03e-04,0.959,0.0767,0.9391,0.0939,295.2,20.0,small
R20S,330,Calibration,Deformation,0.057,0.0114,1.58e-03,3.95e-04,0.943,0.0754,0.9158,0.0916,295.2,20.0,small
R20S,340,Calibration,Deformation,0.0726,0.0145,1.55e-03,3.87e-04,0.9274,0.0742,0.8931,0.0893,295.2,20.0,small
R20S,350,Validation,Deformation,0.0879,0.0176,1.51e-03,3.79e-04,0.9121,0.073,0.8711,0.0871,295.2,20.0,small
R20S,360,Validation,Deformation,0.1029,0.0206,1.48e-03,3.71e-04,0.8971,0.0718,0.8497,0.085,295.2,20.0,small
R20S,370,Validation,Deformation,0.1176,0.0235,1.45e-03,3.63e-04,0.8824,0.0706,0.8289,0.0829,295.2,20.0,small
R20S,380,Validation,Deformation,0.132,0.0264,1.42e-03,3.56e-04,0.868,0.0694,0.8088,0.0809,295.2,20.0,small
R20S,390,Calibration,Deformation,0.146,0.0292,1.39e-03,3.48e-04,0.854,0.0683,0.7892,0.0789,295.2,20.0,small
R20S,400,Calibration,Deformation,0.1598,0.032,1.36e-03,3.41e-04,0.8402,0.0672,0.7701,0.077,295.2,20.0,small
R20S,410,Calibration,Deformation,0.1733,0.0347,1.34e-03,3.34e-04,0.8267,0.0661,0.7516,0.0752,295.2,20.0,small
R20S,420,Calibration,Deformation,0.1866,0.0373,1.31e-03,3.27e-04,0.8134,0.0651,0.7336,0.0734,295.2,20.0,small
R20S,430,Validation,Deformation,0.1995,0.0399,1.28e-03,3.21e-04,0.8005,0.064,0.7162,0.0716,295.2,20.0,small
R20S,440,Calibration,Deformation,0.2122,0.0424,1.26e-03,3.14e-04,0.7878,0.063,0.6992,0.0699,295.2,20.0,small
R20S,450,Validation,Deformation,0.2246,0.0449,1.23e-03,3.08e-04,0.7754,0.062,0.6827,0.0683,295.2,20.0,small
R20S,460,Calibration,Deformation,0.2368,0.0474,1.20e-03,3.01e-04,0.7632,0.0611,0.6667,0.0667,295.2,20.0,small
R20S,470,Calibration,Deformation,0.2487,0.0497,1.18e-03,2.95e-04,0.7513,0.0601,0.6512,0.0651,295.2,20.0,small
R20S,480,Calibration,Deformation,0.2604,0.0521,1.16e-03,2.89e-04,0.7396,0.0592,0.636,0.0636,295.2,20.0,small
R20S,490,Validation,Deformation,0.2718,0.0544,1.13e-03,2.83e-04,0.7282,0.0583,0.6213,0.0621,295.2,20.0,small
R20S,500,Calibration,Deformation,0.283,0.0566,1.11e-03,2.77e-04,0.717,0.0574,0.6071,0.0607,295.2,20.0,small
R20S,510,Calibration,Deformation,0.294,0.0588,1.09e-03,2.71e-04,0.706,0.0565,0.5932,0.0593,295.2,20.0,small
R20S,520,Calibration,Deformation,0.3048,0.061,1.06e-03,2.66e-04,0.6952,0.0556,0.5797,0.058,295.2,20.0,small
R20S,530,Calibration,Deformation,0.3153,0.0631,1.04e-03,2.60e-04,0.6847,0.0548,0.5666,0.0567,295.2,20.0,small
R20S,540,Calibration,Deformation,0.3256,0.0651,1.02e-03,2.55e-04,0.6744,0.054,0.5538,0.0554,295.2,20.0,small
R20S,550,Validation,Deformation,0.3357,0.0671,9.99e-04,2.50e-04,0.6643,0.0531,0.5414,0.0541,295.2,20.0,small
R20S,560,Calibration,Deformation,0.3456,0.0691,9.78e-04,2.45e-04,0.6544,0.0524,0.5294,0.0529,295.2,20.0,small
R20S,570,Calibration,Deformation,0.3553,0.0711,9.58e-04,2.40e-04,0.6447,0.0516,0.5177,0.0518,295.2,20.0,small
R20S,580,Calibration,Deformation,0.3647,0.0729,9.39e-04,2.35e-04,0.6353,0.0508,0.5063,0.0506,295.2,20.0,small
R20S,590,Calibration,Deformation,0.374,0.0748,9.19e-04,2.30e-04,0.626,0.0501,0.4953,0.0495,295.2,20.0,small
R20S,600,Validation,Deformation,0.3831,0.0766,9.00e-04,2.25e-04,0.6169,0.0493,0.4845,0.0484,295.2,20.0,small
R20S,610,Calibration,Deformation,0.392,0.0784,8.82e-04,2.20e-04,0.608,0.0486,0.474,0.0474,295.2,20.0,small
R20S,620,Calibration,Deformation,0.4008,0.0802,8.64e-04,2.16e-04,0.5992,0.0479,0.4639,0.0464,295.2,20.0,small
R20S,630,Calibration,Deformation,0.4093,0.0819,8.46e-04,2.11e-04,0.5907,0.0473,0.454,0.0454,295.2,20.0,small
R20S,640,Validation,Deformation,0.4177,0.0835,8.28e-04,2.07e-04,0.5823,0.0466,0.4444,0.0444,295.2,20.0,small
R20S,650,Validation,Deformation,0.4259,0.0852,8.11e-04,2.03e-04,0.5741,0.0459,0.435,0.0435,295.2,20.0,small
R20S,660,Calibration,Deformation,0.4339,0.0868,7.95e-04,1.99e-04,0.5661,0.0453,0.4259,0.0426,295.2,20.0,small
R20S,670,Calibration,Deformation,0.4418,0.0884,7.78e-04,1.95e-04,0.5582,0.0447,0.4171,0.0417,295.2,20.0,small
R20S,680,Calibration,Deformation,0.4495,0.0899,7.62e-04,1.91e-04,0.5505,0.044,0.4085,0.0408,295.2,20.0,small
R20S,690,Validation,Deformation,0.457,0.0914,7.47e-04,1.87e-04,0.543,0.0434,0.4001,0.04,295.2,20.0,small
R20S,700,Calibration,Deformation,0.4644,0.0929,7.31e-04,1.83e-04,0.5356,0.0428,0.392,0.0392,295.2,20.0,small
R20S,710,Calibration,Deformation,0.4717,0.0943,7.16e-04,1.79e-04,0.5283,0.0423,0.384,0.0384,295.2,20.0,small
R20S,720,Calibration,Deformation,0.4787,0.0957,7.01e-04,1.75e-04,0.5213,0.0417,0.3763,0.0376,295.2,20.0,small
R20S,730,Calibration,Deformation,0.4857,0.0971,6.87e-04,1.72e-04,0.5143,0.0411,0.3688,0.0369,295.2,20.0,small
R20S,740,Calibration,Deformation,0.4925,0.0985,6.73e-04,1.68e-04,0.5075,0.0406,0.3615,0.0362,295.2,20.0,small
R20S,750,Validation,Deformation,0.4991,0.0998,6.59e-04,1.65e-04,0.5009,0.0401,0.3545,0.0354,295.2,20.0,small
R20S,760,Calibration,Deformation,0.5057,0.1011,6.45e-04,1.61e-04,0.4943,0.0395,0.3476,0.0348,295.2,20.0,small
R20S,770,Calibration,Deformation,0.5121,0.1024,6.32e-04,1.58e-04,0.4879,0.039,0.3408,0.0341,295.2,20.0,small
R20S,780,Calibration,Deformation,0.5183,0.1037,6.19e-04,1.55e-04,0.4817,0.0385,0.3343,0.0334,295.2,20.0,small
R20S,790,Validation,Deformation,0.5244,0.1049,6.06e-04,1.52e-04,0.4756,0.038,0.3279,0.0328,295.2,20.0,small
R20S,800,Calibration,Deformation,0.5304,0.1061,5.94e-04,1.48e-04,0.4696,0.0376,0.3218,0.0322,295.2,20.0,small
R10L,20,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,30,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,40,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,50,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,60,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,70,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,80,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,90,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,100,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,110,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,120,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,130,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,140,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,150,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,160,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
R10L,170,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.4,10.0,large
