Mix_ID,Temperature_C,Data_Type,Property_Type,Ultimate_Autogenous_Shrinkage_Mean,Ultimate_Autogenous_Shrinkage_Std,Ultimate_Drying_Shrinkage_Mean,Ultimate_Drying_Shrinkage_Std,Shrinkage_Time_Constant_Mean_days,Shrinkage_Time_Constant_Std_days,Humidity_Factor_Mean,Humidity_Factor_Std,Rubber_Content_Percent,Particle_Size
R10S,530,Calibration,Deformation,2.00e-04,5.00e-05,7.33e-04,1.47e-04,23.6,4.2,0.742,0.074,10.0,small
R10S,540,Validation,Deformation,2.01e-04,5.03e-05,7.38e-04,1.48e-04,23.5,4.2,0.74,0.074,10.0,small
R10S,550,Calibration,Deformation,2.02e-04,5.06e-05,7.42e-04,1.48e-04,23.4,4.2,0.738,0.074,10.0,small
R10S,560,Calibration,Deformation,2.04e-04,5.09e-05,7.47e-04,1.49e-04,23.3,4.2,0.736,0.074,10.0,small
R10S,570,Calibration,Deformation,2.05e-04,5.12e-05,7.51e-04,1.50e-04,23.2,4.2,0.735,0.073,10.0,small
R10S,580,Validation,Deformation,2.06e-04,5.16e-05,7.56e-04,1.51e-04,23.1,4.2,0.733,0.073,10.0,small
R10S,590,Calibration,Deformation,2.07e-04,5.19e-05,7.60e-04,1.52e-04,23.1,4.1,0.731,0.073,10.0,small
R10S,600,Calibration,Deformation,2.09e-04,5.22e-05,7.65e-04,1.53e-04,23.0,4.1,0.729,0.073,10.0,small
R10S,610,Calibration,Deformation,2.10e-04,5.25e-05,7.69e-04,1.54e-04,22.9,4.1,0.727,0.073,10.0,small
R10S,620,Calibration,Deformation,2.11e-04,5.28e-05,7.74e-04,1.55e-04,22.8,4.1,0.725,0.073,10.0,small
R10S,630,Calibration,Deformation,2.12e-04,5.31e-05,7.78e-04,1.56e-04,22.7,4.1,0.723,0.072,10.0,small
R10S,640,Calibration,Deformation,2.14e-04,5.34e-05,7.82e-04,1.56e-04,22.6,4.1,0.721,0.072,10.0,small
R10S,650,Calibration,Deformation,2.15e-04,5.37e-05,7.87e-04,1.57e-04,22.5,4.1,0.72,0.072,10.0,small
R10S,660,Calibration,Deformation,2.16e-04,5.40e-05,7.91e-04,1.58e-04,22.4,4.0,0.718,0.072,10.0,small
R10S,670,Calibration,Deformation,2.17e-04,5.43e-05,7.96e-04,1.59e-04,22.4,4.0,0.716,0.072,10.0,small
R10S,680,Calibration,Deformation,2.19e-04,5.46e-05,8.00e-04,1.60e-04,22.3,4.0,0.714,0.071,10.0,small
R10S,690,Calibration,Deformation,2.20e-04,5.49e-05,8.04e-04,1.61e-04,22.2,4.0,0.712,0.071,10.0,small
R10S,700,Calibration,Deformation,2.21e-04,5.52e-05,8.09e-04,1.62e-04,22.1,4.0,0.71,0.071,10.0,small
R10S,710,Calibration,Deformation,2.22e-04,5.55e-05,8.13e-04,1.63e-04,22.0,4.0,0.709,0.071,10.0,small
R10S,720,Calibration,Deformation,2.23e-04,5.58e-05,8.17e-04,1.63e-04,21.9,3.9,0.707,0.071,10.0,small
R10S,730,Calibration,Deformation,2.25e-04,5.61e-05,8.22e-04,1.64e-04,21.8,3.9,0.705,0.07,10.0,small
R10S,740,Calibration,Deformation,2.26e-04,5.64e-05,8.26e-04,1.65e-04,21.8,3.9,0.703,0.07,10.0,small
R10S,750,Validation,Deformation,2.27e-04,5.67e-05,8.30e-04,1.66e-04,21.7,3.9,0.701,0.07,10.0,small
R10S,760,Calibration,Deformation,2.28e-04,5.70e-05,8.34e-04,1.67e-04,21.6,3.9,0.7,0.07,10.0,small
R10S,770,Validation,Deformation,2.29e-04,5.73e-05,8.39e-04,1.68e-04,21.5,3.9,0.698,0.07,10.0,small
R10S,780,Calibration,Deformation,2.30e-04,5.76e-05,8.43e-04,1.69e-04,21.4,3.9,0.696,0.07,10.0,small
R10S,790,Calibration,Deformation,2.32e-04,5.79e-05,8.47e-04,1.69e-04,21.3,3.8,0.694,0.069,10.0,small
R10S,800,Validation,Deformation,2.33e-04,5.82e-05,8.51e-04,1.70e-04,21.3,3.8,0.692,0.069,10.0,small
R15S,20,Calibration,Deformation,1.13e-04,2.82e-05,4.26e-04,8.53e-05,29.1,5.2,0.844,0.084,15.0,small
R15S,30,Calibration,Deformation,1.14e-04,2.84e-05,4.29e-04,8.58e-05,28.9,5.2,0.841,0.084,15.0,small
R15S,40,Calibration,Deformation,1.14e-04,2.86e-05,4.32e-04,8.64e-05,28.8,5.2,0.839,0.084,15.0,small
R15S,50,Calibration,Deformation,1.15e-04,2.87e-05,4.35e-04,8.69e-05,28.7,5.2,0.837,0.084,15.0,small
R15S,60,Validation,Deformation,1.16e-04,2.89e-05,4.37e-04,8.75e-05,28.6,5.1,0.835,0.084,15.0,small
R15S,70,Validation,Deformation,1.16e-04,2.91e-05,4.40e-04,8.80e-05,28.5,5.1,0.833,0.083,15.0,small
R15S,80,Validation,Deformation,1.17e-04,2.93e-05,4.43e-04,8.86e-05,28.4,5.1,0.831,0.083,15.0,small
R15S,90,Calibration,Deformation,1.18e-04,2.95e-05,4.46e-04,8.91e-05,28.3,5.1,0.829,0.083,15.0,small
R15S,100,Validation,Deformation,1.19e-04,2.96e-05,4.48e-04,8.96e-05,28.2,5.1,0.826,0.083,15.0,small
R15S,110,Validation,Deformation,1.26e-04,3.16e-05,4.75e-04,9.50e-05,28.1,5.1,0.824,0.082,15.0,small
R15S,120,Calibration,Deformation,1.30e-04,3.25e-05,4.88e-04,9.75e-05,28.0,5.0,0.822,0.082,15.0,small
R15S,130,Calibration,Deformation,1.33e-04,3.33e-05,4.98e-04,9.96e-05,27.8,5.0,0.82,0.082,15.0,small
R15S,140,Validation,Deformation,1.36e-04,3.40e-05,5.07e-04,1.01e-04,27.7,5.0,0.818,0.082,15.0,small
R15S,150,Calibration,Deformation,1.38e-04,3.46e-05,5.15e-04,1.03e-04,27.6,5.0,0.816,0.082,15.0,small
R15S,160,Validation,Deformation,1.40e-04,3.51e-05,5.23e-04,1.05e-04,27.5,5.0,0.814,0.081,15.0,small
R15S,170,Calibration,Deformation,1.43e-04,3.57e-05,5.31e-04,1.06e-04,27.4,4.9,0.812,0.081,15.0,small
R15S,180,Validation,Deformation,1.45e-04,3.62e-05,5.38e-04,1.08e-04,27.3,4.9,0.81,0.081,15.0,small
R15S,190,Calibration,Deformation,1.47e-04,3.67e-05,5.45e-04,1.09e-04,27.2,4.9,0.808,0.081,15.0,small
R15S,200,Calibration,Deformation,1.48e-04,3.71e-05,5.51e-04,1.10e-04,27.1,4.9,0.806,0.081,15.0,small
R15S,210,Calibration,Deformation,1.50e-04,3.76e-05,5.58e-04,1.12e-04,27.0,4.9,0.804,0.08,15.0,small
R15S,220,Validation,Deformation,1.52e-04,3.80e-05,5.64e-04,1.13e-04,26.9,4.8,0.801,0.08,15.0,small
R15S,230,Calibration,Deformation,1.54e-04,3.85e-05,5.70e-04,1.14e-04,26.8,4.8,0.799,0.08,15.0,small
R15S,240,Calibration,Deformation,1.56e-04,3.89e-05,5.76e-04,1.15e-04,26.7,4.8,0.797,0.08,15.0,small
R15S,250,Calibration,Deformation,1.57e-04,3.93e-05,5.82e-04,1.16e-04,26.6,4.8,0.795,0.08,15.0,small
R15S,260,Validation,Deformation,1.59e-04,3.97e-05,5.88e-04,1.18e-04,26.5,4.8,0.793,0.079,15.0,small
R15S,270,Calibration,Deformation,1.60e-04,4.01e-05,5.93e-04,1.19e-04,26.4,4.7,0.791,0.079,15.0,small
R15S,280,Validation,Deformation,1.62e-04,4.05e-05,5.99e-04,1.20e-04,26.3,4.7,0.789,0.079,15.0,small
R15S,290,Calibration,Deformation,1.64e-04,4.09e-05,6.04e-04,1.21e-04,26.2,4.7,0.787,0.079,15.0,small
R15S,300,Calibration,Deformation,1.65e-04,4.13e-05,6.10e-04,1.22e-04,26.1,4.7,0.785,0.079,15.0,small
R15S,310,Calibration,Deformation,1.67e-04,4.17e-05,6.15e-04,1.23e-04,26.0,4.7,0.783,0.078,15.0,small
R15S,320,Calibration,Deformation,1.68e-04,4.20e-05,6.20e-04,1.24e-04,25.9,4.7,0.781,0.078,15.0,small
R15S,330,Validation,Deformation,1.70e-04,4.24e-05,6.26e-04,1.25e-04,25.8,4.6,0.779,0.078,15.0,small
R15S,340,Calibration,Deformation,1.71e-04,4.28e-05,6.31e-04,1.26e-04,25.7,4.6,0.777,0.078,15.0,small
R15S,350,Calibration,Deformation,1.73e-04,4.31e-05,6.36e-04,1.27e-04,25.6,4.6,0.775,0.078,15.0,small
R15S,360,Validation,Deformation,1.74e-04,4.35e-05,6.41e-04,1.28e-04,25.5,4.6,0.773,0.077,15.0,small
R15S,370,Calibration,Deformation,1.75e-04,4.38e-05,6.46e-04,1.29e-04,25.4,4.6,0.771,0.077,15.0,small
R15S,380,Calibration,Deformation,1.77e-04,4.42e-05,6.51e-04,1.30e-04,25.3,4.6,0.769,0.077,15.0,small
R15S,390,Validation,Deformation,1.78e-04,4.45e-05,6.56e-04,1.31e-04,25.2,4.5,0.767,0.077,15.0,small
R15S,400,Calibration,Deformation,1.80e-04,4.49e-05,6.61e-04,1.32e-04,25.1,4.5,0.765,0.077,15.0,small
R15S,410,Calibration,Deformation,1.81e-04,4.52e-05,6.66e-04,1.33e-04,25.0,4.5,0.763,0.076,15.0,small
R15S,420,Validation,Deformation,1.82e-04,4.56e-05,6.71e-04,1.34e-04,24.9,4.5,0.761,0.076,15.0,small
R15S,430,Calibration,Deformation,1.84e-04,4.59e-05,6.76e-04,1.35e-04,24.8,4.5,0.759,0.076,15.0,small
R15S,440,Calibration,Deformation,1.85e-04,4.62e-05,6.81e-04,1.36e-04,24.7,4.4,0.757,0.076,15.0,small
R15S,450,Calibration,Deformation,1.86e-04,4.66e-05,6.85e-04,1.37e-04,24.6,4.4,0.756,0.076,15.0,small
R15S,460,Validation,Deformation,1.88e-04,4.69e-05,6.90e-04,1.38e-04,24.5,4.4,0.754,0.075,15.0,small
R15S,470,Calibration,Deformation,1.89e-04,4.72e-05,6.95e-04,1.39e-04,24.4,4.4,0.752,0.075,15.0,small
R15S,480,Calibration,Deformation,1.90e-04,4.76e-05,6.99e-04,1.40e-04,24.3,4.4,0.75,0.075,15.0,small
R15S,490,Validation,Deformation,1.92e-04,4.79e-05,7.04e-04,1.41e-04,24.2,4.4,0.748,0.075,15.0,small
R15S,500,Validation,Deformation,1.93e-04,4.82e-05,7.09e-04,1.42e-04,24.2,4.3,0.746,0.075,15.0,small
R15S,510,Calibration,Deformation,1.94e-04,4.85e-05,7.13e-04,1.43e-04,24.1,4.3,0.744,0.074,15.0,small
R15S,520,Calibration,Deformation,1.95e-04,4.89e-05,7.18e-04,1.44e-04,24.0,4.3,0.742,0.074,15.0,small
R15S,530,Calibration,Deformation,1.97e-04,4.92e-05,7.23e-04,1.45e-04,23.9,4.3,0.74,0.074,15.0,small
R15S,540,Validation,Deformation,1.98e-04,4.95e-05,7.27e-04,1.45e-04,23.8,4.3,0.738,0.074,15.0,small
R15S,550,Calibration,Deformation,1.99e-04,4.98e-05,7.32e-04,1.46e-04,23.7,4.3,0.736,0.074,15.0,small
R15S,560,Calibration,Deformation,2.00e-04,5.01e-05,7.36e-04,1.47e-04,23.6,4.2,0.735,0.073,15.0,small
R15S,570,Validation,Deformation,2.02e-04,5.04e-05,7.41e-04,1.48e-04,23.5,4.2,0.733,0.073,15.0,small
R15S,580,Validation,Deformation,2.03e-04,5.07e-05,7.45e-04,1.49e-04,23.4,4.2,0.731,0.073,15.0,small
R15S,590,Calibration,Deformation,2.04e-04,5.11e-05,7.49e-04,1.50e-04,23.3,4.2,0.729,0.073,15.0,small
R15S,600,Validation,Deformation,2.05e-04,5.14e-05,7.54e-04,1.51e-04,23.2,4.2,0.727,0.073,15.0,small
R15S,610,Calibration,Deformation,2.07e-04,5.17e-05,7.58e-04,1.52e-04,23.2,4.2,0.725,0.073,15.0,small
R15S,620,Validation,Deformation,2.08e-04,5.20e-05,7.63e-04,1.53e-04,23.1,4.2,0.723,0.072,15.0,small
R15S,630,Calibration,Deformation,2.09e-04,5.23e-05,7.67e-04,1.53e-04,23.0,4.1,0.721,0.072,15.0,small
R15S,640,Calibration,Deformation,2.10e-04,5.26e-05,7.71e-04,1.54e-04,22.9,4.1,0.72,0.072,15.0,small
R15S,650,Validation,Deformation,2.12e-04,5.29e-05,7.76e-04,1.55e-04,22.8,4.1,0.718,0.072,15.0,small
R15S,660,Calibration,Deformation,2.13e-04,5.32e-05,7.80e-04,1.56e-04,22.7,4.1,0.716,0.072,15.0,small
R15S,670,Calibration,Deformation,2.14e-04,5.35e-05,7.85e-04,1.57e-04,22.6,4.1,0.714,0.071,15.0,small
R15S,680,Validation,Deformation,2.15e-04,5.38e-05,7.89e-04,1.58e-04,22.5,4.1,0.712,0.071,15.0,small
R15S,690,Validation,Deformation,2.16e-04,5.41e-05,7.93e-04,1.59e-04,22.5,4.0,0.71,0.071,15.0,small
R15S,700,Calibration,Deformation,2.18e-04,5.44e-05,7.97e-04,1.59e-04,22.4,4.0,0.709,0.071,15.0,small
R15S,710,Calibration,Deformation,2.19e-04,5.47e-05,8.02e-04,1.60e-04,22.3,4.0,0.707,0.071,15.0,small
R15S,720,Calibration,Deformation,2.20e-04,5.50e-05,8.06e-04,1.61e-04,22.2,4.0,0.705,0.071,15.0,small
R15S,730,Calibration,Deformation,2.21e-04,5.53e-05,8.10e-04,1.62e-04,22.1,4.0,0.703,0.07,15.0,small
R15S,740,Calibration,Deformation,2.22e-04,5.56e-05,8.14e-04,1.63e-04,22.0,4.0,0.701,0.07,15.0,small
R15S,750,Calibration,Deformation,2.23e-04,5.59e-05,8.19e-04,1.64e-04,21.9,3.9,0.7,0.07,15.0,small
R15S,760,Validation,Deformation,2.25e-04,5.61e-05,8.23e-04,1.65e-04,21.9,3.9,0.698,0.07,15.0,small
R15S,770,Calibration,Deformation,2.26e-04,5.64e-05,8.27e-04,1.65e-04,21.8,3.9,0.696,0.07,15.0,small
R15S,780,Calibration,Deformation,2.27e-04,5.67e-05,8.31e-04,1.66e-04,21.7,3.9,0.694,0.069,15.0,small
R15S,790,Calibration,Deformation,2.28e-04,5.70e-05,8.35e-04,1.67e-04,21.6,3.9,0.692,0.069,15.0,small
R15S,800,Validation,Deformation,2.29e-04,5.73e-05,8.40e-04,1.68e-04,21.5,3.9,0.691,0.069,15.0,small
R20S,20,Calibration,Deformation,1.10e-04,2.76e-05,4.19e-04,8.37e-05,29.4,5.3,0.842,0.084,20.0,small
R20S,30,Calibration,Deformation,1.11e-04,2.78e-05,4.21e-04,8.42e-05,29.3,5.3,0.839,0.084,20.0,small
R20S,40,Calibration,Deformation,1.12e-04,2.80e-05,4.24e-04,8.48e-05,29.2,5.3,0.837,0.084,20.0,small
R20S,50,Calibration,Deformation,1.13e-04,2.81e-05,4.27e-04,8.53e-05,29.1,5.2,0.835,0.084,20.0,small
R20S,60,Calibration,Deformation,1.13e-04,2.83e-05,4.29e-04,8.58e-05,29.0,5.2,0.833,0.083,20.0,small
R20S,70,Validation,Deformation,1.14e-04,2.85e-05,4.32e-04,8.64e-05,28.8,5.2,0.831,0.083,20.0,small
R20S,80,Validation,Deformation,1.15e-04,2.87e-05,4.35e-04,8.69e-05,28.7,5.2,0.829,0.083,20.0,small
R20S,90,Calibration,Deformation,1.15e-04,2.88e-05,4.37e-04,8.75e-05,28.6,5.2,0.827,0.083,20.0,small
R20S,100,Calibration,Deformation,1.16e-04,2.90e-05,4.40e-04,8.80e-05,28.5,5.1,0.824,0.082,20.0,small
R20S,110,Validation,Deformation,1.24e-04,3.10e-05,4.67e-04,9.33e-05,28.4,5.1,0.822,0.082,20.0,small
R20S,120,Validation,Deformation,1.28e-04,3.19e-05,4.79e-04,9.58e-05,28.3,5.1,0.82,0.082,20.0,small
R20S,130,Calibration,Deformation,1.31e-04,3.27e-05,4.89e-04,9.79e-05,28.2,5.1,0.818,0.082,20.0,small
R20S,140,Calibration,Deformation,1.33e-04,3.33e-05,4.99e-04,9.97e-05,28.1,5.1,0.816,0.082,20.0,small
R20S,150,Calibration,Deformation,1.36e-04,3.39e-05,5.07e-04,1.01e-04,28.0,5.0,0.814,0.081,20.0,small
R20S,160,Calibration,Deformation,1.38e-04,3.45e-05,5.15e-04,1.03e-04,27.9,5.0,0.812,0.081,20.0,small
R20S,170,Validation,Deformation,1.40e-04,3.50e-05,5.22e-04,1.04e-04,27.8,5.0,0.81,0.081,20.0,small
R20S,180,Validation,Deformation,1.42e-04,3.55e-05,5.29e-04,1.06e-04,27.6,5.0,0.808,0.081,20.0,small
R20S,190,Validation,Deformation,1.44e-04,3.60e-05,5.36e-04,1.07e-04,27.5,5.0,0.806,0.081,20.0,small
R20S,200,Calibration,Deformation,1.46e-04,3.65e-05,5.42e-04,1.08e-04,27.4,4.9,0.804,0.08,20.0,small
R20S,210,Calibration,Deformation,1.48e-04,3.69e-05,5.49e-04,1.10e-04,27.3,4.9,0.801,0.08,20.0,small
R20S,220,Validation,Deformation,1.49e-04,3.73e-05,5.55e-04,1.11e-04,27.2,4.9,0.799,0.08,20.0,small
R20S,230,Validation,Deformation,1.51e-04,3.78e-05,5.61e-04,1.12e-04,27.1,4.9,0.797,0.08,20.0,small
R20S,240,Calibration,Deformation,1.53e-04,3.82e-05,5.67e-04,1.13e-04,27.0,4.9,0.795,0.08,20.0,small
R20S,250,Validation,Deformation,1.54e-04,3.86e-05,5.73e-04,1.15e-04,26.9,4.8,0.793,0.079,20.0,small
R20S,260,Validation,Deformation,1.56e-04,3.90e-05,5.79e-04,1.16e-04,26.8,4.8,0.791,0.079,20.0,small
R20S,270,Calibration,Deformation,1.58e-04,3.94e-05,5.84e-04,1.17e-04,26.7,4.8,0.789,0.079,20.0,small
R20S,280,Calibration,Deformation,1.59e-04,3.98e-05,5.90e-04,1.18e-04,26.6,4.8,0.787,0.079,20.0,small
R20S,290,Calibration,Deformation,1.61e-04,4.02e-05,5.95e-04,1.19e-04,26.5,4.8,0.785,0.079,20.0,small
R20S,300,Calibration,Deformation,1.62e-04,4.06e-05,6.01e-04,1.20e-04,26.4,4.8,0.783,0.078,20.0,small
R20S,310,Calibration,Deformation,1.64e-04,4.09e-05,6.06e-04,1.21e-04,26.3,4.7,0.781,0.078,20.0,small
R20S,320,Validation,Deformation,1.65e-04,4.13e-05,6.11e-04,1.22e-04,26.2,4.7,0.779,0.078,20.0,small
R20S,330,Calibration,Deformation,1.67e-04,4.17e-05,6.16e-04,1.23e-04,26.1,4.7,0.777,0.078,20.0,small
R20S,340,Calibration,Deformation,1.68e-04,4.20e-05,6.21e-04,1.24e-04,26.0,4.7,0.775,0.078,20.0,small
R20S,350,Calibration,Deformation,1.70e-04,4.24e-05,6.27e-04,1.25e-04,25.9,4.7,0.773,0.077,20.0,small
R20S,360,Calibration,Deformation,1.71e-04,4.28e-05,6.32e-04,1.26e-04,25.8,4.6,0.771,0.077,20.0,small
R20S,370,Validation,Deformation,1.72e-04,4.31e-05,6.37e-04,1.27e-04,25.7,4.6,0.769,0.077,20.0,small
R20S,380,Calibration,Deformation,1.74e-04,4.35e-05,6.42e-04,1.28e-04,25.6,4.6,0.767,0.077,20.0,small
R20S,390,Calibration,Deformation,1.75e-04,4.38e-05,6.46e-04,1.29e-04,25.5,4.6,0.765,0.077,20.0,small
R20S,400,Validation,Deformation,1.77e-04,4.41e-05,6.51e-04,1.30e-04,25.4,4.6,0.763,0.076,20.0,small
R20S,410,Calibration,Deformation,1.78e-04,4.45e-05,6.56e-04,1.31e-04,25.3,4.6,0.761,0.076,20.0,small
R20S,420,Calibration,Deformation,1.79e-04,4.48e-05,6.61e-04,1.32e-04,25.2,4.5,0.759,0.076,20.0,small
R20S,430,Calibration,Deformation,1.81e-04,4.52e-05,6.66e-04,1.33e-04,25.1,4.5,0.758,0.076,20.0,small
R20S,440,Calibration,Deformation,1.82e-04,4.55e-05,6.71e-04,1.34e-04,25.0,4.5,0.756,0.076,20.0,small
R20S,450,Calibration,Deformation,1.83e-04,4.58e-05,6.75e-04,1.35e-04,24.9,4.5,0.754,0.075,20.0,small
R20S,460,Calibration,Deformation,1.85e-04,4.61e-05,6.80e-04,1.36e-04,24.8,4.5,0.752,0.075,20.0,small
R20S,470,Calibration,Deformation,1.86e-04,4.65e-05,6.85e-04,1.37e-04,24.7,4.5,0.75,0.075,20.0,small
R20S,480,Validation,Deformation,1.87e-04,4.68e-05,6.89e-04,1.38e-04,24.6,4.4,0.748,0.075,20.0,small
R20S,490,Calibration,Deformation,1.88e-04,4.71e-05,6.94e-04,1.39e-04,24.5,4.4,0.746,0.075,20.0,small
R20S,500,Calibration,Deformation,1.90e-04,4.74e-05,6.98e-04,1.40e-04,24.4,4.4,0.744,0.074,20.0,small
R20S,510,Calibration,Deformation,1.91e-04,4.77e-05,7.03e-04,1.41e-04,24.4,4.4,0.742,0.074,20.0,small
R20S,520,Calibration,Deformation,1.92e-04,4.81e-05,7.08e-04,1.42e-04,24.3,4.4,0.74,0.074,20.0,small
R20S,530,Calibration,Deformation,1.94e-04,4.84e-05,7.12e-04,1.42e-04,24.2,4.3,0.738,0.074,20.0,small
R20S,540,Calibration,Deformation,1.95e-04,4.87e-05,7.17e-04,1.43e-04,24.1,4.3,0.736,0.074,20.0,small
R20S,550,Validation,Deformation,1.96e-04,4.90e-05,7.21e-04,1.44e-04,24.0,4.3,0.735,0.073,20.0,small
R20S,560,Calibration,Deformation,1.97e-04,4.93e-05,7.25e-04,1.45e-04,23.9,4.3,0.733,0.073,20.0,small
R20S,570,Calibration,Deformation,1.98e-04,4.96e-05,7.30e-04,1.46e-04,23.8,4.3,0.731,0.073,20.0,small
R20S,580,Calibration,Deformation,2.00e-04,4.99e-05,7.34e-04,1.47e-04,23.7,4.3,0.729,0.073,20.0,small
R20S,590,Validation,Deformation,2.01e-04,5.02e-05,7.39e-04,1.48e-04,23.6,4.3,0.727,0.073,20.0,small
R20S,600,Calibration,Deformation,2.02e-04,5.05e-05,7.43e-04,1.49e-04,23.5,4.2,0.725,0.073,20.0,small
R20S,610,Calibration,Deformation,2.03e-04,5.08e-05,7.47e-04,1.49e-04,23.4,4.2,0.723,0.072,20.0,small
R20S,620,Calibration,Deformation,2.05e-04,5.11e-05,7.52e-04,1.50e-04,23.3,4.2,0.722,0.072,20.0,small
R20S,630,Validation,Deformation,2.06e-04,5.14e-05,7.56e-04,1.51e-04,23.3,4.2,0.72,0.072,20.0,small
R20S,640,Calibration,Deformation,2.07e-04,5.17e-05,7.60e-04,1.52e-04,23.2,4.2,0.718,0.072,20.0,small
R20S,650,Validation,Deformation,2.08e-04,5.20e-05,7.65e-04,1.53e-04,23.1,4.2,0.716,0.072,20.0,small
R20S,660,Calibration,Deformation,2.09e-04,5.23e-05,7.69e-04,1.54e-04,23.0,4.1,0.714,0.071,20.0,small
R20S,670,Calibration,Deformation,2.11e-04,5.26e-05,7.73e-04,1.55e-04,22.9,4.1,0.712,0.071,20.0,small
R20S,680,Calibration,Deformation,2.12e-04,5.29e-05,7.78e-04,1.56e-04,22.8,4.1,0.71,0.071,20.0,small
R20S,690,Calibration,Deformation,2.13e-04,5.32e-05,7.82e-04,1.56e-04,22.7,4.1,0.709,0.071,20.0,small
R20S,700,Calibration,Deformation,2.14e-04,5.35e-05,7.86e-04,1.57e-04,22.6,4.1,0.707,0.071,20.0,small
R20S,710,Calibration,Deformation,2.15e-04,5.38e-05,7.90e-04,1.58e-04,22.5,4.1,0.705,0.071,20.0,small
R20S,720,Validation,Deformation,2.16e-04,5.41e-05,7.95e-04,1.59e-04,22.5,4.0,0.703,0.07,20.0,small
R20S,730,Calibration,Deformation,2.18e-04,5.44e-05,7.99e-04,1.60e-04,22.4,4.0,0.701,0.07,20.0,small
R20S,740,Calibration,Deformation,2.19e-04,5.47e-05,8.03e-04,1.61e-04,22.3,4.0,0.7,0.07,20.0,small
R20S,750,Calibration,Deformation,2.20e-04,5.50e-05,8.07e-04,1.61e-04,22.2,4.0,0.698,0.07,20.0,small
R20S,760,Calibration,Deformation,2.21e-04,5.53e-05,8.11e-04,1.62e-04,22.1,4.0,0.696,0.07,20.0,small
R20S,770,Calibration,Deformation,2.22e-04,5.55e-05,8.15e-04,1.63e-04,22.0,4.0,0.694,0.069,20.0,small
R20S,780,Calibration,Deformation,2.23e-04,5.58e-05,8.20e-04,1.64e-04,21.9,4.0,0.693,0.069,20.0,small
R20S,790,Calibration,Deformation,2.24e-04,5.61e-05,8.24e-04,1.65e-04,21.9,3.9,0.691,0.069,20.0,small
R20S,800,Validation,Deformation,2.26e-04,5.64e-05,8.28e-04,1.66e-04,21.8,3.9,0.689,0.069,20.0,small
R10L,20,Validation,Deformation,1.15e-04,2.87e-05,4.33e-04,8.65e-05,28.8,5.2,0.845,0.085,10.0,large
R10L,30,Calibration,Deformation,1.15e-04,2.89e-05,4.35e-04,8.71e-05,28.7,5.2,0.843,0.084,10.0,large
R10L,40,Calibration,Deformation,1.16e-04,2.90e-05,4.38e-04,8.76e-05,28.5,5.1,0.841,0.084,10.0,large
R10L,50,Calibration,Deformation,1.17e-04,2.92e-05,4.41e-04,8.82e-05,28.4,5.1,0.839,0.084,10.0,large
R10L,60,Calibration,Deformation,1.18e-04,2.94e-05,4.44e-04,8.88e-05,28.3,5.1,0.837,0.084,10.0,large
R10L,70,Calibration,Deformation,1.18e-04,2.96e-05,4.47e-04,8.93e-05,28.2,5.1,0.835,0.083,10.0,large
R10L,80,Calibration,Deformation,1.19e-04,2.98e-05,4.49e-04,8.99e-05,28.1,5.1,0.832,0.083,10.0,large
R10L,90,Validation,Deformation,1.20e-04,3.00e-05,4.52e-04,9.04e-05,28.0,5.0,0.83,0.083,10.0,large
R10L,100,Calibration,Deformation,1.21e-04,3.02e-05,4.55e-04,9.10e-05,27.9,5.0,0.828,0.083,10.0,large
R10L,110,Calibration,Deformation,1.29e-04,3.21e-05,4.82e-04,9.63e-05,27.8,5.0,0.826,0.083,10.0,large
R10L,120,Calibration,Deformation,1.32e-04,3.31e-05,4.94e-04,9.88e-05,27.7,5.0,0.824,0.082,10.0,large
R10L,130,Calibration,Deformation,1.35e-04,3.38e-05,5.05e-04,1.01e-04,27.6,5.0,0.822,0.082,10.0,large
R10L,140,Calibration,Deformation,1.38e-04,3.45e-05,5.14e-04,1.03e-04,27.5,4.9,0.82,0.082,10.0,large
R10L,150,Calibration,Deformation,1.40e-04,3.51e-05,5.22e-04,1.04e-04,27.4,4.9,0.818,0.082,10.0,large
R10L,160,Calibration,Deformation,1.43e-04,3.56e-05,5.30e-04,1.06e-04,27.3,4.9,0.816,0.082,10.0,large
R10L,170,Validation,Deformation,1.45e-04,3.62e-05,5.38e-04,1.08e-04,27.2,4.9,0.813,0.081,10.0,large
R10L,180,Calibration,Deformation,1.47e-04,3.67e-05,5.45e-04,1.09e-04,27.1,4.9,0.811,0.081,10.0,large
R10L,190,Calibration,Deformation,1.49e-04,3.72e-05,5.52e-04,1.10e-04,26.9,4.9,0.809,0.081,10.0,large
R10L,200,Calibration,Deformation,1.51e-04,3.77e-05,5.58e-04,1.12e-04,26.8,4.8,0.807,0.081,10.0,large
R10L,210,Calibration,Deformation,1.52e-04,3.81e-05,5.65e-04,1.13e-04,26.7,4.8,0.805,0.081,10.0,large
R10L,220,Calibration,Deformation,1.54e-04,3.86e-05,5.71e-04,1.14e-04,26.6,4.8,0.803,0.08,10.0,large
R10L,230,Validation,Deformation,1.56e-04,3.90e-05,5.77e-04,1.15e-04,26.5,4.8,0.801,0.08,10.0,large
R10L,240,Validation,Deformation,1.58e-04,3.94e-05,5.83e-04,1.17e-04,26.4,4.8,0.799,0.08,10.0,large
R10L,250,Validation,Deformation,1.59e-04,3.99e-05,5.89e-04,1.18e-04,26.3,4.7,0.797,0.08,10.0,large
