Mix_ID,Temperature_C,Data_Type,Property_Type,Creep_Coefficient_A_Mean,Creep_Coefficient_A_Std,Stress_Exponent_n_Mean,Stress_Exponent_n_Std,Time_Exponent_m_Mean,Time_Exponent_m_Std,Activation_Energy_Mean_J_mol,Activation_Energy_Std_J_mol,Rubber_Content_Percent,Particle_Size
R10S,610,Validation,Deformation,5.30e-07,1.59e-07,1.31,0.197,0.1715,0.0206,44460.0,4446.0,10.0,small
R10S,620,Calibration,Deformation,5.67e-07,1.70e-07,1.312,0.197,0.1713,0.0206,44460.0,4446.0,10.0,small
R10S,630,Validation,Deformation,6.06e-07,1.82e-07,1.313,0.197,0.1712,0.0205,44460.0,4446.0,10.0,small
R10S,640,Calibration,Deformation,6.46e-07,1.94e-07,1.315,0.197,0.1711,0.0205,44460.0,4446.0,10.0,small
R10S,650,Calibration,Deformation,6.89e-07,2.07e-07,1.316,0.197,0.171,0.0205,44460.0,4446.0,10.0,small
R10S,660,Calibration,Deformation,7.33e-07,2.20e-07,1.318,0.198,0.1709,0.0205,44460.0,4446.0,10.0,small
R10S,670,Calibration,Deformation,7.79e-07,2.34e-07,1.319,0.198,0.1708,0.0205,44460.0,4446.0,10.0,small
R10S,680,Calibration,Deformation,8.26e-07,2.48e-07,1.321,0.198,0.1707,0.0205,44460.0,4446.0,10.0,small
R10S,690,Calibration,Deformation,8.76e-07,2.63e-07,1.323,0.198,0.1705,0.0205,44460.0,4446.0,10.0,small
R10S,700,Validation,Deformation,9.27e-07,2.78e-07,1.324,0.199,0.1704,0.0205,44460.0,4446.0,10.0,small
R10S,710,Calibration,Deformation,9.81e-07,2.94e-07,1.326,0.199,0.1703,0.0204,44460.0,4446.0,10.0,small
R10S,720,Validation,Deformation,1.04e-06,3.11e-07,1.327,0.199,0.1702,0.0204,44460.0,4446.0,10.0,small
R10S,730,Calibration,Deformation,1.09e-06,3.28e-07,1.329,0.199,0.1701,0.0204,44460.0,4446.0,10.0,small
R10S,740,Validation,Deformation,1.15e-06,3.46e-07,1.33,0.2,0.17,0.0204,44460.0,4446.0,10.0,small
R10S,750,Calibration,Deformation,1.21e-06,3.64e-07,1.332,0.2,0.1699,0.0204,44460.0,4446.0,10.0,small
R10S,760,Calibration,Deformation,1.28e-06,3.83e-07,1.334,0.2,0.1697,0.0204,44460.0,4446.0,10.0,small
R10S,770,Calibration,Deformation,1.34e-06,4.02e-07,1.335,0.2,0.1696,0.0204,44460.0,4446.0,10.0,small
R10S,780,Calibration,Deformation,1.41e-06,4.22e-07,1.337,0.201,0.1695,0.0203,44460.0,4446.0,10.0,small
R10S,790,Validation,Deformation,1.48e-06,4.43e-07,1.338,0.201,0.1694,0.0203,44460.0,4446.0,10.0,small
R10S,800,Calibration,Deformation,1.55e-06,4.64e-07,1.34,0.201,0.1693,0.0203,44460.0,4446.0,10.0,small
R15S,20,Calibration,Deformation,2.80e-12,8.40e-13,1.227,0.184,0.1773,0.0213,44190.0,4419.0,15.0,small
R15S,30,Calibration,Deformation,5.09e-12,1.53e-12,1.229,0.184,0.1772,0.0213,44190.0,4419.0,15.0,small
R15S,40,Calibration,Deformation,8.91e-12,2.67e-12,1.23,0.185,0.1771,0.0212,44190.0,4419.0,15.0,small
R15S,50,Validation,Deformation,1.51e-11,4.52e-12,1.232,0.185,0.177,0.0212,44190.0,4419.0,15.0,small
R15S,60,Validation,Deformation,2.47e-11,7.41e-12,1.233,0.185,0.1768,0.0212,44190.0,4419.0,15.0,small
R15S,70,Validation,Deformation,3.93e-11,1.18e-11,1.235,0.185,0.1767,0.0212,44190.0,4419.0,15.0,small
R15S,80,Calibration,Deformation,6.10e-11,1.83e-11,1.236,0.185,0.1766,0.0212,44190.0,4419.0,15.0,small
R15S,90,Calibration,Deformation,9.23e-11,2.77e-11,1.238,0.186,0.1765,0.0212,44190.0,4419.0,15.0,small
R15S,100,Validation,Deformation,1.37e-10,4.10e-11,1.24,0.186,0.1764,0.0212,44190.0,4419.0,15.0,small
R15S,110,Calibration,Deformation,1.98e-10,5.94e-11,1.241,0.186,0.1763,0.0212,44190.0,4419.0,15.0,small
R15S,120,Validation,Deformation,2.82e-10,8.46e-11,1.243,0.186,0.1762,0.0211,44190.0,4419.0,15.0,small
R15S,130,Validation,Deformation,3.94e-10,1.18e-10,1.244,0.187,0.176,0.0211,44190.0,4419.0,15.0,small
R15S,140,Validation,Deformation,5.42e-10,1.63e-10,1.246,0.187,0.1759,0.0211,44190.0,4419.0,15.0,small
R15S,150,Calibration,Deformation,7.35e-10,2.20e-10,1.247,0.187,0.1758,0.0211,44190.0,4419.0,15.0,small
R15S,160,Calibration,Deformation,9.82e-10,2.95e-10,1.249,0.187,0.1757,0.0211,44190.0,4419.0,15.0,small
R15S,170,Validation,Deformation,1.30e-09,3.89e-10,1.251,0.188,0.1756,0.0211,44190.0,4419.0,15.0,small
R15S,180,Calibration,Deformation,1.69e-09,5.06e-10,1.252,0.188,0.1755,0.0211,44190.0,4419.0,15.0,small
R15S,190,Calibration,Deformation,2.17e-09,6.52e-10,1.254,0.188,0.1754,0.021,44190.0,4419.0,15.0,small
R15S,200,Calibration,Deformation,2.77e-09,8.32e-10,1.255,0.188,0.1753,0.021,44190.0,4419.0,15.0,small
R15S,210,Validation,Deformation,3.50e-09,1.05e-09,1.257,0.189,0.1751,0.021,44190.0,4419.0,15.0,small
R15S,220,Calibration,Deformation,4.37e-09,1.31e-09,1.258,0.189,0.175,0.021,44190.0,4419.0,15.0,small
R15S,230,Calibration,Deformation,5.42e-09,1.62e-09,1.26,0.189,0.1749,0.021,44190.0,4419.0,15.0,small
R15S,240,Calibration,Deformation,6.65e-09,2.00e-09,1.262,0.189,0.1748,0.021,44190.0,4419.0,15.0,small
R15S,250,Calibration,Deformation,8.11e-09,2.43e-09,1.263,0.189,0.1747,0.021,44190.0,4419.0,15.0,small
R15S,260,Validation,Deformation,9.81e-09,2.94e-09,1.265,0.19,0.1746,0.0209,44190.0,4419.0,15.0,small
R15S,270,Calibration,Deformation,1.18e-08,3.54e-09,1.266,0.19,0.1745,0.0209,44190.0,4419.0,15.0,small
R15S,280,Calibration,Deformation,1.41e-08,4.22e-09,1.268,0.19,0.1743,0.0209,44190.0,4419.0,15.0,small
R15S,290,Validation,Deformation,1.67e-08,5.01e-09,1.269,0.19,0.1742,0.0209,44190.0,4419.0,15.0,small
R15S,300,Validation,Deformation,1.97e-08,5.90e-09,1.271,0.191,0.1741,0.0209,44190.0,4419.0,15.0,small
R15S,310,Calibration,Deformation,2.31e-08,6.92e-09,1.273,0.191,0.174,0.0209,44190.0,4419.0,15.0,small
R15S,320,Validation,Deformation,2.69e-08,8.07e-09,1.274,0.191,0.1739,0.0209,44190.0,4419.0,15.0,small
R15S,330,Calibration,Deformation,3.12e-08,9.36e-09,1.276,0.191,0.1738,0.0209,44190.0,4419.0,15.0,small
R15S,340,Calibration,Deformation,3.60e-08,1.08e-08,1.277,0.192,0.1737,0.0208,44190.0,4419.0,15.0,small
R15S,350,Validation,Deformation,4.14e-08,1.24e-08,1.279,0.192,0.1735,0.0208,44190.0,4419.0,15.0,small
R15S,360,Validation,Deformation,4.74e-08,1.42e-08,1.28,0.192,0.1734,0.0208,44190.0,4419.0,15.0,small
R15S,370,Validation,Deformation,5.40e-08,1.62e-08,1.282,0.192,0.1733,0.0208,44190.0,4419.0,15.0,small
R15S,380,Validation,Deformation,6.13e-08,1.84e-08,1.284,0.193,0.1732,0.0208,44190.0,4419.0,15.0,small
R15S,390,Calibration,Deformation,6.93e-08,2.08e-08,1.285,0.193,0.1731,0.0208,44190.0,4419.0,15.0,small
R15S,400,Calibration,Deformation,7.80e-08,2.34e-08,1.287,0.193,0.173,0.0208,44190.0,4419.0,15.0,small
R15S,410,Validation,Deformation,8.76e-08,2.63e-08,1.288,0.193,0.1729,0.0207,44190.0,4419.0,15.0,small
R15S,420,Calibration,Deformation,9.80e-08,2.94e-08,1.29,0.193,0.1728,0.0207,44190.0,4419.0,15.0,small
R15S,430,Validation,Deformation,1.09e-07,3.28e-08,1.291,0.194,0.1726,0.0207,44190.0,4419.0,15.0,small
R15S,440,Validation,Deformation,1.22e-07,3.65e-08,1.293,0.194,0.1725,0.0207,44190.0,4419.0,15.0,small
R15S,450,Validation,Deformation,1.35e-07,4.04e-08,1.295,0.194,0.1724,0.0207,44190.0,4419.0,15.0,small
R15S,460,Calibration,Deformation,1.49e-07,4.47e-08,1.296,0.194,0.1723,0.0207,44190.0,4419.0,15.0,small
R15S,470,Calibration,Deformation,1.64e-07,4.92e-08,1.298,0.195,0.1722,0.0207,44190.0,4419.0,15.0,small
R15S,480,Calibration,Deformation,1.81e-07,5.42e-08,1.299,0.195,0.1721,0.0206,44190.0,4419.0,15.0,small
R15S,490,Calibration,Deformation,1.98e-07,5.94e-08,1.301,0.195,0.172,0.0206,44190.0,4419.0,15.0,small
R15S,500,Calibration,Deformation,2.17e-07,6.50e-08,1.303,0.195,0.1718,0.0206,44190.0,4419.0,15.0,small
R15S,510,Calibration,Deformation,2.37e-07,7.10e-08,1.304,0.196,0.1717,0.0206,44190.0,4419.0,15.0,small
R15S,520,Calibration,Deformation,2.58e-07,7.73e-08,1.306,0.196,0.1716,0.0206,44190.0,4419.0,15.0,small
R15S,530,Calibration,Deformation,2.80e-07,8.40e-08,1.307,0.196,0.1715,0.0206,44190.0,4419.0,15.0,small
R15S,540,Calibration,Deformation,3.04e-07,9.12e-08,1.309,0.196,0.1714,0.0206,44190.0,4419.0,15.0,small
R15S,550,Calibration,Deformation,3.29e-07,9.87e-08,1.31,0.197,0.1713,0.0206,44190.0,4419.0,15.0,small
R15S,560,Calibration,Deformation,3.55e-07,1.07e-07,1.312,0.197,0.1712,0.0205,44190.0,4419.0,15.0,small
R15S,570,Validation,Deformation,3.83e-07,1.15e-07,1.314,0.197,0.171,0.0205,44190.0,4419.0,15.0,small
R15S,580,Calibration,Deformation,4.13e-07,1.24e-07,1.315,0.197,0.1709,0.0205,44190.0,4419.0,15.0,small
R15S,590,Calibration,Deformation,4.44e-07,1.33e-07,1.317,0.197,0.1708,0.0205,44190.0,4419.0,15.0,small
R15S,600,Calibration,Deformation,4.76e-07,1.43e-07,1.318,0.198,0.1707,0.0205,44190.0,4419.0,15.0,small
R15S,610,Validation,Deformation,5.10e-07,1.53e-07,1.32,0.198,0.1706,0.0205,44190.0,4419.0,15.0,small
R15S,620,Calibration,Deformation,5.46e-07,1.64e-07,1.321,0.198,0.1705,0.0205,44190.0,4419.0,15.0,small
R15S,630,Calibration,Deformation,5.83e-07,1.75e-07,1.323,0.198,0.1704,0.0204,44190.0,4419.0,15.0,small
R15S,640,Calibration,Deformation,6.22e-07,1.86e-07,1.325,0.199,0.1703,0.0204,44190.0,4419.0,15.0,small
R15S,650,Calibration,Deformation,6.62e-07,1.99e-07,1.326,0.199,0.1701,0.0204,44190.0,4419.0,15.0,small
R15S,660,Calibration,Deformation,7.04e-07,2.11e-07,1.328,0.199,0.17,0.0204,44190.0,4419.0,15.0,small
R15S,670,Calibration,Deformation,7.48e-07,2.24e-07,1.329,0.199,0.1699,0.0204,44190.0,4419.0,15.0,small
R15S,680,Calibration,Deformation,7.94e-07,2.38e-07,1.331,0.2,0.1698,0.0204,44190.0,4419.0,15.0,small
R15S,690,Validation,Deformation,8.41e-07,2.52e-07,1.332,0.2,0.1697,0.0204,44190.0,4419.0,15.0,small
R15S,700,Validation,Deformation,8.90e-07,2.67e-07,1.334,0.2,0.1696,0.0203,44190.0,4419.0,15.0,small
R15S,710,Calibration,Deformation,9.41e-07,2.82e-07,1.336,0.2,0.1695,0.0203,44190.0,4419.0,15.0,small
R15S,720,Calibration,Deformation,9.93e-07,2.98e-07,1.337,0.201,0.1693,0.0203,44190.0,4419.0,15.0,small
R15S,730,Validation,Deformation,1.05e-06,3.14e-07,1.339,0.201,0.1692,0.0203,44190.0,4419.0,15.0,small
R15S,740,Calibration,Deformation,1.10e-06,3.31e-07,1.34,0.201,0.1691,0.0203,44190.0,4419.0,15.0,small
R15S,750,Calibration,Deformation,1.16e-06,3.49e-07,1.342,0.201,0.169,0.0203,44190.0,4419.0,15.0,small
R15S,760,Calibration,Deformation,1.22e-06,3.67e-07,1.343,0.202,0.1689,0.0203,44190.0,4419.0,15.0,small
R15S,770,Calibration,Deformation,1.28e-06,3.85e-07,1.345,0.202,0.1688,0.0203,44190.0,4419.0,15.0,small
R15S,780,Validation,Deformation,1.35e-06,4.04e-07,1.347,0.202,0.1687,0.0202,44190.0,4419.0,15.0,small
R15S,790,Validation,Deformation,1.41e-06,4.24e-07,1.348,0.202,0.1685,0.0202,44190.0,4419.0,15.0,small
R15S,800,Calibration,Deformation,1.48e-06,4.44e-07,1.35,0.202,0.1684,0.0202,44190.0,4419.0,15.0,small
R20S,20,Calibration,Deformation,2.90e-12,8.70e-13,1.236,0.185,0.1764,0.0212,43920.0,4392.0,20.0,small
R20S,30,Calibration,Deformation,5.25e-12,1.58e-12,1.238,0.186,0.1763,0.0212,43920.0,4392.0,20.0,small
R20S,40,Calibration,Deformation,9.17e-12,2.75e-12,1.239,0.186,0.1762,0.0211,43920.0,4392.0,20.0,small
R20S,50,Calibration,Deformation,1.55e-11,4.64e-12,1.241,0.186,0.1761,0.0211,43920.0,4392.0,20.0,small
R20S,60,Calibration,Deformation,2.52e-11,7.57e-12,1.242,0.186,0.1759,0.0211,43920.0,4392.0,20.0,small
R20S,70,Validation,Deformation,4.01e-11,1.20e-11,1.244,0.187,0.1758,0.0211,43920.0,4392.0,20.0,small
R20S,80,Calibration,Deformation,6.20e-11,1.86e-11,1.246,0.187,0.1757,0.0211,43920.0,4392.0,20.0,small
R20S,90,Calibration,Deformation,9.35e-11,2.81e-11,1.247,0.187,0.1756,0.0211,43920.0,4392.0,20.0,small
R20S,100,Validation,Deformation,1.38e-10,4.14e-11,1.249,0.187,0.1755,0.0211,43920.0,4392.0,20.0,small
R20S,110,Validation,Deformation,2.00e-10,6.00e-11,1.25,0.188,0.1754,0.021,43920.0,4392.0,20.0,small
R20S,120,Calibration,Deformation,2.84e-10,8.51e-11,1.252,0.188,0.1753,0.021,43920.0,4392.0,20.0,small
R20S,130,Calibration,Deformation,3.96e-10,1.19e-10,1.253,0.188,0.1752,0.021,43920.0,4392.0,20.0,small
R20S,140,Calibration,Deformation,5.44e-10,1.63e-10,1.255,0.188,0.175,0.021,43920.0,4392.0,20.0,small
R20S,150,Calibration,Deformation,7.36e-10,2.21e-10,1.257,0.188,0.1749,0.021,43920.0,4392.0,20.0,small
R20S,160,Calibration,Deformation,9.82e-10,2.94e-10,1.258,0.189,0.1748,0.021,43920.0,4392.0,20.0,small
R20S,170,Validation,Deformation,1.29e-09,3.88e-10,1.26,0.189,0.1747,0.021,43920.0,4392.0,20.0,small
R20S,180,Calibration,Deformation,1.68e-09,5.04e-10,1.261,0.189,0.1746,0.021,43920.0,4392.0,20.0,small
R20S,190,Calibration,Deformation,2.16e-09,6.49e-10,1.263,0.189,0.1745,0.0209,43920.0,4392.0,20.0,small
R20S,200,Calibration,Deformation,2.75e-09,8.26e-10,1.265,0.19,0.1744,0.0209,43920.0,4392.0,20.0,small
R20S,210,Calibration,Deformation,3.47e-09,1.04e-09,1.266,0.19,0.1743,0.0209,43920.0,4392.0,20.0,small
R20S,220,Validation,Deformation,4.33e-09,1.30e-09,1.268,0.19,0.1741,0.0209,43920.0,4392.0,20.0,small
R20S,230,Validation,Deformation,5.36e-09,1.61e-09,1.269,0.19,0.174,0.0209,43920.0,4392.0,20.0,small
R20S,240,Calibration,Deformation,6.57e-09,1.97e-09,1.271,0.191,0.1739,0.0209,43920.0,4392.0,20.0,small
R20S,250,Calibration,Deformation,8.00e-09,2.40e-09,1.272,0.191,0.1738,0.0209,43920.0,4392.0,20.0,small
R20S,260,Calibration,Deformation,9.67e-09,2.90e-09,1.274,0.191,0.1737,0.0208,43920.0,4392.0,20.0,small
R20S,270,Calibration,Deformation,1.16e-08,3.48e-09,1.276,0.191,0.1736,0.0208,43920.0,4392.0,20.0,small
R20S,280,Calibration,Deformation,1.38e-08,4.15e-09,1.277,0.192,0.1735,0.0208,43920.0,4392.0,20.0,small
R20S,290,Calibration,Deformation,1.64e-08,4.92e-09,1.279,0.192,0.1733,0.0208,43920.0,4392.0,20.0,small
R20S,300,Calibration,Deformation,1.93e-08,5.79e-09,1.28,0.192,0.1732,0.0208,43920.0,4392.0,20.0,small
R20S,310,Calibration,Deformation,2.26e-08,6.78e-09,1.282,0.192,0.1731,0.0208,43920.0,4392.0,20.0,small
R20S,320,Calibration,Deformation,2.63e-08,7.90e-09,1.284,0.193,0.173,0.0208,43920.0,4392.0,20.0,small
R20S,330,Calibration,Deformation,3.05e-08,9.16e-09,1.285,0.193,0.1729,0.0207,43920.0,4392.0,20.0,small
R20S,340,Calibration,Deformation,3.52e-08,1.06e-08,1.287,0.193,0.1728,0.0207,43920.0,4392.0,20.0,small
R20S,350,Calibration,Deformation,4.04e-08,1.21e-08,1.288,0.193,0.1727,0.0207,43920.0,4392.0,20.0,small
R20S,360,Calibration,Deformation,4.62e-08,1.39e-08,1.29,0.193,0.1726,0.0207,43920.0,4392.0,20.0,small
R20S,370,Validation,Deformation,5.26e-08,1.58e-08,1.291,0.194,0.1724,0.0207,43920.0,4392.0,20.0,small
R20S,380,Calibration,Deformation,5.97e-08,1.79e-08,1.293,0.194,0.1723,0.0207,43920.0,4392.0,20.0,small
R20S,390,Calibration,Deformation,6.74e-08,2.02e-08,1.295,0.194,0.1722,0.0207,43920.0,4392.0,20.0,small
R20S,400,Calibration,Deformation,7.59e-08,2.28e-08,1.296,0.194,0.1721,0.0207,43920.0,4392.0,20.0,small
R20S,410,Calibration,Deformation,8.52e-08,2.55e-08,1.298,0.195,0.172,0.0206,43920.0,4392.0,20.0,small
R20S,420,Calibration,Deformation,9.52e-08,2.86e-08,1.299,0.195,0.1719,0.0206,43920.0,4392.0,20.0,small
R20S,430,Calibration,Deformation,1.06e-07,3.18e-08,1.301,0.195,0.1718,0.0206,43920.0,4392.0,20.0,small
R20S,440,Validation,Deformation,1.18e-07,3.54e-08,1.303,0.195,0.1717,0.0206,43920.0,4392.0,20.0,small
R20S,450,Calibration,Deformation,1.31e-07,3.92e-08,1.304,0.196,0.1715,0.0206,43920.0,4392.0,20.0,small
R20S,460,Calibration,Deformation,1.44e-07,4.33e-08,1.306,0.196,0.1714,0.0206,43920.0,4392.0,20.0,small
R20S,470,Calibration,Deformation,1.59e-07,4.77e-08,1.307,0.196,0.1713,0.0206,43920.0,4392.0,20.0,small
R20S,480,Calibration,Deformation,1.75e-07,5.24e-08,1.309,0.196,0.1712,0.0205,43920.0,4392.0,20.0,small
R20S,490,Calibration,Deformation,1.92e-07,5.75e-08,1.31,0.197,0.1711,0.0205,43920.0,4392.0,20.0,small
R20S,500,Validation,Deformation,2.09e-07,6.28e-08,1.312,0.197,0.171,0.0205,43920.0,4392.0,20.0,small
R20S,510,Calibration,Deformation,2.29e-07,6.86e-08,1.314,0.197,0.1709,0.0205,43920.0,4392.0,20.0,small
R20S,520,Validation,Deformation,2.49e-07,7.47e-08,1.315,0.197,0.1707,0.0205,43920.0,4392.0,20.0,small
R20S,530,Validation,Deformation,2.70e-07,8.11e-08,1.317,0.198,0.1706,0.0205,43920.0,4392.0,20.0,small
R20S,540,Calibration,Deformation,2.93e-07,8.79e-08,1.318,0.198,0.1705,0.0205,43920.0,4392.0,20.0,small
R20S,550,Calibration,Deformation,3.17e-07,9.52e-08,1.32,0.198,0.1704,0.0204,43920.0,4392.0,20.0,small
R20S,560,Calibration,Deformation,3.43e-07,1.03e-07,1.322,0.198,0.1703,0.0204,43920.0,4392.0,20.0,small
R20S,570,Calibration,Deformation,3.69e-07,1.11e-07,1.323,0.198,0.1702,0.0204,43920.0,4392.0,20.0,small
R20S,580,Calibration,Deformation,3.98e-07,1.19e-07,1.325,0.199,0.1701,0.0204,43920.0,4392.0,20.0,small
R20S,590,Calibration,Deformation,4.27e-07,1.28e-07,1.326,0.199,0.17,0.0204,43920.0,4392.0,20.0,small
R20S,600,Calibration,Deformation,4.58e-07,1.37e-07,1.328,0.199,0.1698,0.0204,43920.0,4392.0,20.0,small
R20S,610,Calibration,Deformation,4.91e-07,1.47e-07,1.329,0.199,0.1697,0.0204,43920.0,4392.0,20.0,small
R20S,620,Validation,Deformation,5.25e-07,1.57e-07,1.331,0.2,0.1696,0.0204,43920.0,4392.0,20.0,small
R20S,630,Calibration,Deformation,5.60e-07,1.68e-07,1.333,0.2,0.1695,0.0203,43920.0,4392.0,20.0,small
R20S,640,Validation,Deformation,5.97e-07,1.79e-07,1.334,0.2,0.1694,0.0203,43920.0,4392.0,20.0,small
R20S,650,Calibration,Deformation,6.36e-07,1.91e-07,1.336,0.2,0.1693,0.0203,43920.0,4392.0,20.0,small
R20S,660,Calibration,Deformation,6.76e-07,2.03e-07,1.337,0.201,0.1692,0.0203,43920.0,4392.0,20.0,small
R20S,670,Calibration,Deformation,7.18e-07,2.15e-07,1.339,0.201,0.169,0.0203,43920.0,4392.0,20.0,small
R20S,680,Calibration,Deformation,7.61e-07,2.28e-07,1.341,0.201,0.1689,0.0203,43920.0,4392.0,20.0,small
R20S,690,Validation,Deformation,8.06e-07,2.42e-07,1.342,0.201,0.1688,0.0203,43920.0,4392.0,20.0,small
R20S,700,Validation,Deformation,8.53e-07,2.56e-07,1.344,0.202,0.1687,0.0202,43920.0,4392.0,20.0,small
R20S,710,Validation,Deformation,9.02e-07,2.70e-07,1.345,0.202,0.1686,0.0202,43920.0,4392.0,20.0,small
R20S,720,Calibration,Deformation,9.52e-07,2.85e-07,1.347,0.202,0.1685,0.0202,43920.0,4392.0,20.0,small
R20S,730,Calibration,Deformation,1.00e-06,3.01e-07,1.349,0.202,0.1684,0.0202,43920.0,4392.0,20.0,small
R20S,740,Validation,Deformation,1.06e-06,3.17e-07,1.35,0.203,0.1683,0.0202,43920.0,4392.0,20.0,small
R20S,750,Validation,Deformation,1.11e-06,3.34e-07,1.352,0.203,0.1681,0.0202,43920.0,4392.0,20.0,small
R20S,760,Validation,Deformation,1.17e-06,3.51e-07,1.353,0.203,0.168,0.0202,43920.0,4392.0,20.0,small
R20S,770,Calibration,Deformation,1.23e-06,3.68e-07,1.355,0.203,0.1679,0.0202,43920.0,4392.0,20.0,small
R20S,780,Calibration,Deformation,1.29e-06,3.87e-07,1.356,0.203,0.1678,0.0201,43920.0,4392.0,20.0,small
R20S,790,Validation,Deformation,1.35e-06,4.05e-07,1.358,0.204,0.1677,0.0201,43920.0,4392.0,20.0,small
R20S,800,Calibration,Deformation,1.41e-06,4.24e-07,1.36,0.204,0.1676,0.0201,43920.0,4392.0,20.0,small
R10L,20,Validation,Deformation,2.72e-12,8.16e-13,1.22,0.183,0.178,0.0214,44406.0,4441.0,10.0,large
R10L,30,Validation,Deformation,4.96e-12,1.49e-12,1.221,0.183,0.1779,0.0213,44406.0,4441.0,10.0,large
R10L,40,Calibration,Deformation,8.71e-12,2.61e-12,1.223,0.183,0.1778,0.0213,44406.0,4441.0,10.0,large
R10L,50,Validation,Deformation,1.48e-11,4.43e-12,1.224,0.184,0.1777,0.0213,44406.0,4441.0,10.0,large
R10L,60,Validation,Deformation,2.42e-11,7.27e-12,1.226,0.184,0.1776,0.0213,44406.0,4441.0,10.0,large
R10L,70,Calibration,Deformation,3.87e-11,1.16e-11,1.228,0.184,0.1774,0.0213,44406.0,4441.0,10.0,large
R10L,80,Validation,Deformation,6.01e-11,1.80e-11,1.229,0.184,0.1773,0.0213,44406.0,4441.0,10.0,large
R10L,90,Calibration,Deformation,9.12e-11,2.73e-11,1.231,0.185,0.1772,0.0213,44406.0,4441.0,10.0,large
R10L,100,Validation,Deformation,1.35e-10,4.06e-11,1.232,0.185,0.1771,0.0213,44406.0,4441.0,10.0,large
R10L,110,Calibration,Deformation,1.96e-10,5.89e-11,1.234,0.185,0.177,0.0212,44406.0,4441.0,10.0,large
R10L,120,Validation,Deformation,2.80e-10,8.40e-11,1.235,0.185,0.1769,0.0212,44406.0,4441.0,10.0,large
R10L,130,Calibration,Deformation,3.92e-10,1.18e-10,1.237,0.186,0.1768,0.0212,44406.0,4441.0,10.0,large
R10L,140,Calibration,Deformation,5.41e-10,1.62e-10,1.239,0.186,0.1767,0.0212,44406.0,4441.0,10.0,large
R10L,150,Validation,Deformation,7.34e-10,2.20e-10,1.24,0.186,0.1765,0.0212,44406.0,4441.0,10.0,large
R10L,160,Calibration,Deformation,9.82e-10,2.95e-10,1.242,0.186,0.1764,0.0212,44406.0,4441.0,10.0,large
R10L,170,Calibration,Deformation,1.30e-09,3.89e-10,1.243,0.186,0.1763,0.0212,44406.0,4441.0,10.0,large
R10L,180,Validation,Deformation,1.69e-09,5.08e-10,1.245,0.187,0.1762,0.0211,44406.0,4441.0,10.0,large
R10L,190,Validation,Deformation,2.18e-09,6.55e-10,1.246,0.187,0.1761,0.0211,44406.0,4441.0,10.0,large
R10L,200,Calibration,Deformation,2.78e-09,8.35e-10,1.248,0.187,0.176,0.0211,44406.0,4441.0,10.0,large
R10L,210,Calibration,Deformation,3.52e-09,1.06e-09,1.25,0.187,0.1759,0.0211,44406.0,4441.0,10.0,large
R10L,220,Calibration,Deformation,4.40e-09,1.32e-09,1.251,0.188,0.1757,0.0211,44406.0,4441.0,10.0,large
R10L,230,Calibration,Deformation,5.46e-09,1.64e-09,1.253,0.188,0.1756,0.0211,44406.0,4441.0,10.0,large
R10L,240,Calibration,Deformation,6.71e-09,2.01e-09,1.254,0.188,0.1755,0.0211,44406.0,4441.0,10.0,large
R10L,250,Calibration,Deformation,8.19e-09,2.46e-09,1.256,0.188,0.1754,0.021,44406.0,4441.0,10.0,large
R10L,260,Validation,Deformation,9.92e-09,2.98e-09,1.257,0.189,0.1753,0.021,44406.0,4441.0,10.0,large
R10L,270,Validation,Deformation,1.19e-08,3.58e-09,1.259,0.189,0.1752,0.021,44406.0,4441.0,10.0,large
R10L,280,Validation,Deformation,1.43e-08,4.28e-09,1.26,0.189,0.1751,0.021,44406.0,4441.0,10.0,large
R10L,290,Calibration,Deformation,1.69e-08,5.07e-09,1.262,0.189,0.1749,0.021,44406.0,4441.0,10.0,large
R10L,300,Calibration,Deformation,2.00e-08,5.99e-09,1.264,0.19,0.1748,0.021,44406.0,4441.0,10.0,large
R10L,310,Calibration,Deformation,2.34e-08,7.03e-09,1.265,0.19,0.1747,0.021,44406.0,4441.0,10.0,large
R10L,320,Calibration,Deformation,2.73e-08,8.20e-09,1.267,0.19,0.1746,0.021,44406.0,4441.0,10.0,large
R10L,330,Calibration,Deformation,3.17e-08,9.52e-09,1.268,0.19,0.1745,0.0209,44406.0,4441.0,10.0,large
R10L,340,Validation,Deformation,3.67e-08,1.10e-08,1.27,0.19,0.1744,0.0209,44406.0,4441.0,10.0,large
R10L,350,Calibration,Deformation,4.22e-08,1.26e-08,1.271,0.191,0.1743,0.0209,44406.0,4441.0,10.0,large
R10L,360,Calibration,Deformation,4.83e-08,1.45e-08,1.273,0.191,0.1741,0.0209,44406.0,4441.0,10.0,large
R10L,370,Calibration,Deformation,5.50e-08,1.65e-08,1.275,0.191,0.174,0.0209,44406.0,4441.0,10.0,large
R10L,380,Validation,Deformation,6.25e-08,1.87e-08,1.276,0.191,0.1739,0.0209,44406.0,4441.0,10.0,large
R10L,390,Calibration,Deformation,7.07e-08,2.12e-08,1.278,0.192,0.1738,0.0209,44406.0,4441.0,10.0,large
R10L,400,Calibration,Deformation,7.97e-08,2.39e-08,1.279,0.192,0.1737,0.0208,44406.0,4441.0,10.0,large
