Material,Temperature_C,Stress_MPa,Time_hours,Creep_Strain_percent
8YSZ,900,100,737.3737373737373,4.739931826925316e-29
8YSZ,900,100,747.4747474747475,4.9619067033651626e-29
8YSZ,900,100,757.5757575757575,4.701207510764432e-29
8YSZ,900,100,767.6767676767677,4.9159864059144714e-29
8YSZ,900,100,777.7777777777777,5.084002388490644e-29
8YSZ,900,100,787.8787878787879,4.84988138071534e-29
8YSZ,900,100,797.9797979797979,4.839933005860843e-29
8YSZ,900,100,808.0808080808081,4.9326925676368254e-29
8YSZ,900,100,818.1818181818181,5.163961704974342e-29
8YSZ,900,100,828.2828282828282,5.0368438397634044e-29
8YSZ,900,100,838.3838383838383,4.947629603893587e-29
8YSZ,900,100,848.4848484848484,5.120937168040347e-29
8YSZ,900,100,858.5858585858585,4.8998421485303085e-29
8YSZ,900,100,868.6868686868686,5.190994289504285e-29
8YSZ,900,100,878.7878787878788,5.169052213337028e-29
8YSZ,900,100,888.8888888888888,5.078418870638029e-29
8YSZ,900,100,898.989898989899,5.0154670076719874e-29
8YSZ,900,100,909.090909090909,5.026543358768401e-29
8YSZ,900,100,919.1919191919192,5.265924780205299e-29
8YSZ,900,100,929.2929292929292,5.393271718615243e-29
8YSZ,900,100,939.3939393939394,5.120281596343533e-29
8YSZ,900,100,949.4949494949494,5.310580527953931e-29
8YSZ,900,100,959.5959595959596,4.9277309116200114e-29
8YSZ,900,100,969.6969696969696,5.182547452228866e-29
8YSZ,900,100,979.7979797979797,5.288202484548502e-29
8YSZ,900,100,989.8989898989898,5.166138144682362e-29
8YSZ,900,100,1000.0,5.17918708438549e-29
8YSZ,900,125,0.0,0.0
8YSZ,900,125,10.1010101010101,1.6019706435600283e-29
8YSZ,900,125,20.2020202020202,2.0728769112561124e-29
8YSZ,900,125,30.3030303030303,2.3358541643760813e-29
8YSZ,900,125,40.4040404040404,2.4095520514258447e-29
8YSZ,900,125,50.505050505050505,2.6034847493255254e-29
8YSZ,900,125,60.6060606060606,2.8990358068123437e-29
8YSZ,900,125,70.7070707070707,3.149547638694063e-29
8YSZ,900,125,80.8080808080808,2.979233019725414e-29
8YSZ,900,125,90.9090909090909,3.324934551732955e-29
8YSZ,900,125,101.01010101010101,3.4397919696786955e-29
8YSZ,900,125,111.1111111111111,3.7568575951194044e-29
8YSZ,900,125,121.2121212121212,3.668829275427688e-29
8YSZ,900,125,131.3131313131313,3.854837110704563e-29
8YSZ,900,125,141.4141414141414,3.921949998505336e-29
8YSZ,900,125,151.5151515151515,3.739966823601791e-29
8YSZ,900,125,161.6161616161616,4.175400330575386e-29
8YSZ,900,125,171.7171717171717,4.190721059611578e-29
8YSZ,900,125,181.8181818181818,4.307798374376394e-29
8YSZ,900,125,191.91919191919192,4.8282646522337414e-29
8YSZ,900,125,202.02020202020202,4.1185430862837396e-29
8YSZ,900,125,212.1212121212121,4.6955276634843956e-29
8YSZ,900,125,222.2222222222222,4.494500268208784e-29
8YSZ,900,125,232.3232323232323,4.6402457073996335e-29
8YSZ,900,125,242.4242424242424,4.659288542762308e-29
8YSZ,900,125,252.5252525252525,4.668750834110603e-29
8YSZ,900,125,262.6262626262626,4.708645857796471e-29
8YSZ,900,125,272.7272727272727,4.8985252372720416e-29
8YSZ,900,125,282.8282828282828,4.685699524118722e-29
8YSZ,900,125,292.9292929292929,5.078147475670669e-29
8YSZ,900,125,303.030303030303,4.959485474590888e-29
8YSZ,900,125,313.1313131313131,4.904715029743925e-29
8YSZ,900,125,323.2323232323232,5.061039024085076e-29
8YSZ,900,125,333.3333333333333,5.378123228068143e-29
8YSZ,900,125,343.4343434343434,5.149913198213565e-29
8YSZ,900,125,353.5353535353535,5.341103927233948e-29
8YSZ,900,125,363.6363636363636,5.216673058167866e-29
8YSZ,900,125,373.73737373737373,5.504451995736701e-29
8YSZ,900,125,383.83838383838383,5.541312329368397e-29
8YSZ,900,125,393.93939393939394,5.780104082103401e-29
8YSZ,900,125,404.04040404040404,5.493253384666211e-29
8YSZ,900,125,414.1414141414141,5.679204566465485e-29
8YSZ,900,125,424.2424242424242,5.628483135237438e-29
8YSZ,900,125,434.3434343434343,5.87559214109541e-29
8YSZ,900,125,444.4444444444444,5.575895795210047e-29
8YSZ,900,125,454.5454545454545,5.869526557545956e-29
8YSZ,900,125,464.6464646464646,5.749224157859848e-29
8YSZ,900,125,474.7474747474747,5.812975106785837e-29
8YSZ,900,125,484.8484848484848,5.880938901560406e-29
8YSZ,900,125,494.9494949494949,5.949521059455869e-29
8YSZ,900,125,505.050505050505,5.92360920868523e-29
8YSZ,900,125,515.1515151515151,6.021849853350919e-29
8YSZ,900,125,525.2525252525252,6.30686501376098e-29
8YSZ,900,125,535.3535353535353,6.238891659184355e-29
8YSZ,900,125,545.4545454545454,6.256222230564868e-29
8YSZ,900,125,555.5555555555555,6.050438949142076e-29
8YSZ,900,125,565.6565656565656,6.006233446055288e-29
8YSZ,900,125,575.7575757575758,6.384889904236554e-29
8YSZ,900,125,585.8585858585858,6.406797107711398e-29
8YSZ,900,125,595.959595959596,6.555409978326579e-29
8YSZ,900,125,606.060606060606,6.198574953081664e-29
8YSZ,900,125,616.1616161616162,6.303779625057599e-29
8YSZ,900,125,626.2626262626262,6.067765278589026e-29
8YSZ,900,125,636.3636363636364,6.339892180345418e-29
8YSZ,900,125,646.4646464646464,6.641657967908429e-29
8YSZ,900,125,656.5656565656565,6.391221357090229e-29
8YSZ,900,125,666.6666666666666,6.63985079675281e-29
8YSZ,900,125,676.7676767676767,6.509667483716467e-29
8YSZ,900,125,686.8686868686868,6.643132413973082e-29
8YSZ,900,125,696.9696969696969,6.383324221336182e-29
8YSZ,900,125,707.070707070707,6.659389083844778e-29
8YSZ,900,125,717.1717171717171,6.074727653767622e-29
8YSZ,900,125,727.2727272727273,6.666856480206465e-29
8YSZ,900,125,737.3737373737373,6.405595583376684e-29
8YSZ,900,125,747.4747474747475,7.01011071984742e-29
8YSZ,900,125,757.5757575757575,6.95385923125874e-29
8YSZ,900,125,767.6767676767677,6.920695945262914e-29
8YSZ,900,125,777.7777777777777,7.167427775169993e-29
8YSZ,900,125,787.8787878787879,6.687931674332232e-29
8YSZ,900,125,797.9797979797979,7.27527938947869e-29
8YSZ,900,125,808.0808080808081,7.135782641433822e-29
8YSZ,900,125,818.1818181818181,6.920704431671158e-29
8YSZ,900,125,828.2828282828282,7.236877100320629e-29
8YSZ,900,125,838.3838383838383,6.793298754275443e-29
8YSZ,900,125,848.4848484848484,6.879832856368386e-29
8YSZ,900,125,858.5858585858585,6.952628530966782e-29
8YSZ,900,125,868.6868686868686,6.99649500463787e-29
8YSZ,900,125,878.7878787878788,6.910286054780147e-29
8YSZ,900,125,888.8888888888888,7.426300326193117e-29
8YSZ,900,125,898.989898989899,7.134380060339067e-29
8YSZ,900,125,909.090909090909,7.293095758086279e-29
8YSZ,900,125,919.1919191919192,7.119206829495098e-29
8YSZ,900,125,929.2929292929292,6.87227516180025e-29
8YSZ,900,125,939.3939393939394,7.354395857543448e-29
8YSZ,900,125,949.4949494949494,6.901091816621104e-29
8YSZ,900,125,959.5959595959596,7.331568889107873e-29
8YSZ,900,125,969.6969696969696,7.069504778451188e-29
8YSZ,900,125,979.7979797979797,7.838399377667515e-29
8YSZ,900,125,989.8989898989898,7.625396820916429e-29
8YSZ,900,125,1000.0,7.470996882589011e-29
8YSZ,900,150,0.0,0.0
8YSZ,900,150,10.1010101010101,2.2303619172221834e-29
8YSZ,900,150,20.2020202020202,2.63260763340207e-29
8YSZ,900,150,30.3030303030303,3.1382602386805116e-29
8YSZ,900,150,40.4040404040404,3.4157845138618574e-29
8YSZ,900,150,50.505050505050505,3.683846846740206e-29
8YSZ,900,150,60.6060606060606,4.0297099077727473e-29
8YSZ,900,150,70.7070707070707,4.1738579741650363e-29
8YSZ,900,150,80.8080808080808,4.305071541608367e-29
8YSZ,900,150,90.9090909090909,4.216967877776556e-29
8YSZ,900,150,101.01010101010101,4.461934546105638e-29
8YSZ,900,150,111.1111111111111,4.72359902448984e-29
8YSZ,900,150,121.2121212121212,4.892826165248035e-29
8YSZ,900,150,131.3131313131313,4.8398932564777993e-29
8YSZ,900,150,141.4141414141414,5.505212305845837e-29
8YSZ,900,150,151.5151515151515,5.490929881772883e-29
8YSZ,900,150,161.6161616161616,5.461973958150675e-29
8YSZ,900,150,171.7171717171717,5.485305624886865e-29
8YSZ,900,150,181.8181818181818,5.542189806832181e-29
8YSZ,900,150,191.91919191919192,5.515957437738458e-29
8YSZ,900,150,202.02020202020202,5.788464184595593e-29
8YSZ,900,150,212.1212121212121,5.91415643232281e-29
8YSZ,900,150,222.2222222222222,5.737555289200734e-29
8YSZ,900,150,232.3232323232323,6.108260886127963e-29
8YSZ,900,150,242.4242424242424,6.104600981216701e-29
8YSZ,900,150,252.5252525252525,5.860560486036898e-29
8YSZ,900,150,262.6262626262626,6.134784666775146e-29
8YSZ,900,150,272.7272727272727,6.297130229291257e-29
8YSZ,900,150,282.8282828282828,6.818682813725787e-29
8YSZ,900,150,292.9292929292929,6.637397850062063e-29
8YSZ,900,150,303.030303030303,6.337343292313081e-29
8YSZ,900,150,313.1313131313131,6.770975844644715e-29
8YSZ,900,150,323.2323232323232,6.430906125222966e-29
8YSZ,900,150,333.3333333333333,7.034070198206175e-29
8YSZ,900,150,343.4343434343434,6.782990190704029e-29
8YSZ,900,150,353.5353535353535,6.926852023242844e-29
8YSZ,900,150,363.6363636363636,7.290106606407713e-29
8YSZ,900,150,373.73737373737373,6.801725409658248e-29
8YSZ,900,150,383.83838383838383,6.838304406416828e-29
8YSZ,900,150,393.93939393939394,7.072867048134072e-29
8YSZ,900,150,404.04040404040404,7.485440469922745e-29
8YSZ,900,150,414.1414141414141,6.985108762136766e-29
8YSZ,900,150,424.2424242424242,6.750334158380057e-29
8YSZ,900,150,434.3434343434343,7.334010323564997e-29
8YSZ,900,150,444.4444444444444,7.61525096905829e-29
8YSZ,900,150,454.5454545454545,7.818767862569717e-29
8YSZ,900,150,464.6464646464646,7.496325879652137e-29
8YSZ,900,150,474.7474747474747,7.561599486667401e-29
8YSZ,900,150,484.8484848484848,7.976353080668441e-29
8YSZ,900,150,494.9494949494949,7.326716720450502e-29
8YSZ,900,150,505.050505050505,7.722955627233101e-29
8YSZ,900,150,515.1515151515151,7.910195955152865e-29
8YSZ,900,150,525.2525252525252,8.022504238829455e-29
8YSZ,900,150,535.3535353535353,7.843911319817489e-29
8YSZ,900,150,545.4545454545454,8.023310097221991e-29
8YSZ,900,150,555.5555555555555,7.461754282569679e-29
8YSZ,900,150,565.6565656565656,7.951611828523096e-29
8YSZ,900,150,575.7575757575758,8.270327373573046e-29
8YSZ,900,150,585.8585858585858,7.964451506714579e-29
8YSZ,900,150,595.959595959596,8.267308099069895e-29
8YSZ,900,150,606.060606060606,8.409856810168443e-29
8YSZ,900,150,616.1616161616162,8.258247239116427e-29
8YSZ,900,150,626.2626262626262,8.431788119191641e-29
8YSZ,900,150,636.3636363636364,8.189729132120028e-29
8YSZ,900,150,646.4646464646464,8.424696268922208e-29
8YSZ,900,150,656.5656565656565,8.676709548586416e-29
8YSZ,900,150,666.6666666666666,8.604091405117838e-29
8YSZ,900,150,676.7676767676767,8.454929230994983e-29
8YSZ,900,150,686.8686868686868,8.706720055597343e-29
8YSZ,900,150,696.9696969696969,8.87661692235998e-29
8YSZ,900,150,707.070707070707,8.19469110807902e-29
8YSZ,900,150,717.1717171717171,9.077686063023849e-29
8YSZ,900,150,727.2727272727273,8.72432051240598e-29
8YSZ,900,150,737.3737373737373,8.966444012257602e-29
8YSZ,900,150,747.4747474747475,9.212696010609509e-29
8YSZ,900,150,757.5757575757575,8.565168999506276e-29
8YSZ,900,150,767.6767676767677,8.780932885961297e-29
8YSZ,900,150,777.7777777777777,8.932669427731477e-29
8YSZ,900,150,787.8787878787879,8.836351894160951e-29
8YSZ,900,150,797.9797979797979,9.560215409472785e-29
8YSZ,900,150,808.0808080808081,8.890498866305464e-29
8YSZ,900,150,818.1818181818181,9.009819203577269e-29
8YSZ,900,150,828.2828282828282,9.256110565488965e-29
8YSZ,900,150,838.3838383838383,8.903461687367914e-29
8YSZ,900,150,848.4848484848484,9.163074266705244e-29
8YSZ,900,150,858.5858585858585,9.398095700131025e-29
8YSZ,900,150,868.6868686868686,9.252115589399059e-29
8YSZ,900,150,878.7878787878788,9.354876669857848e-29
8YSZ,900,150,888.8888888888888,9.267071170817728e-29
8YSZ,900,150,898.989898989899,9.02235178587209e-29
8YSZ,900,150,909.090909090909,9.578225828766082e-29
8YSZ,900,150,919.1919191919192,1.0022636238545344e-28
8YSZ,900,150,929.2929292929292,9.561032867683877e-29
8YSZ,900,150,939.3939393939394,9.654717525133911e-29
8YSZ,900,150,949.4949494949494,9.82381561346325e-29
8YSZ,900,150,959.5959595959596,9.289726439268576e-29
8YSZ,900,150,969.6969696969696,1.0185879579866983e-28
8YSZ,900,150,979.7979797979797,9.783132938761791e-29
8YSZ,900,150,989.8989898989898,1.0234741959201782e-28
8YSZ,900,150,1000.0,9.574533268976325e-29
LSM,700,50,0.0,0.0
LSM,700,50,10.1010101010101,2.3265965893424885e-29
LSM,700,50,20.2020202020202,2.9788799120060334e-29
LSM,700,50,30.3030303030303,3.4805839507995686e-29
LSM,700,50,40.4040404040404,3.86829577351794e-29
LSM,700,50,50.505050505050505,4.168646765840285e-29
LSM,700,50,60.6060606060606,4.680413313592023e-29
LSM,700,50,70.7070707070707,4.82526718843276e-29
LSM,700,50,80.8080808080808,4.7695488606913964e-29
LSM,700,50,90.9090909090909,5.135102530092349e-29
LSM,700,50,101.01010101010101,5.510983815887616e-29
LSM,700,50,111.1111111111111,5.810782213842146e-29
LSM,700,50,121.2121212121212,5.951026088713259e-29
LSM,700,50,131.3131313131313,6.380179151629904e-29
LSM,700,50,141.4141414141414,5.969164599148784e-29
LSM,700,50,151.5151515151515,6.545766869124498e-29
LSM,700,50,161.6161616161616,6.323371585474359e-29
LSM,700,50,171.7171717171717,7.008480790729225e-29
LSM,700,50,181.8181818181818,6.990911952170786e-29
LSM,700,50,191.91919191919192,7.254234815954749e-29
LSM,700,50,202.02020202020202,7.123041169764855e-29
LSM,700,50,212.1212121212121,7.74288748001781e-29
LSM,700,50,222.2222222222222,7.83413463578222e-29
LSM,700,50,232.3232323232323,7.868383482846528e-29
LSM,700,50,242.4242424242424,7.835216755658684e-29
LSM,700,50,252.5252525252525,8.134355964775165e-29
LSM,700,50,262.6262626262626,7.949458697002498e-29
LSM,700,50,272.7272727272727,8.456857503069281e-29
LSM,700,50,282.8282828282828,8.780039614652161e-29
LSM,700,50,292.9292929292929,8.75681044783826e-29
LSM,700,50,303.030303030303,8.411904246495049e-29
LSM,700,50,313.1313131313131,8.8081650388849e-29
LSM,700,50,323.2323232323232,8.482690419181634e-29
LSM,700,50,333.3333333333333,9.087765518702466e-29
LSM,700,50,343.4343434343434,9.163899996003535e-29
LSM,700,50,353.5353535353535,8.634019064363014e-29
LSM,700,50,363.6363636363636,8.928355985681469e-29
LSM,700,50,373.73737373737373,9.273276889223755e-29
LSM,700,50,383.83838383838383,9.367701726922564e-29
LSM,700,50,393.93939393939394,9.205174753931058e-29
LSM,700,50,404.04040404040404,9.761574172565855e-29
LSM,700,50,414.1414141414141,9.818268801578427e-29
LSM,700,50,424.2424242424242,9.781793168762891e-29
LSM,700,50,434.3434343434343,9.706981734844658e-29
LSM,700,50,444.4444444444444,1.0339302378889176e-28
LSM,700,50,454.5454545454545,1.0616755925755018e-28
LSM,700,50,464.6464646464646,1.0055739388537033e-28
LSM,700,50,474.7474747474747,1.0102908946196147e-28
LSM,700,50,484.8484848484848,1.0531904827658882e-28
LSM,700,50,494.9494949494949,1.0352512378697486e-28
LSM,700,50,505.050505050505,1.0505706770371507e-28
LSM,700,50,515.1515151515151,1.0869680793735873e-28
LSM,700,50,525.2525252525252,1.0102782613172882e-28
LSM,700,50,535.3535353535353,1.1225678662813884e-28
LSM,700,50,545.4545454545454,1.0903368243586336e-28
LSM,700,50,555.5555555555555,1.0824496323535694e-28
LSM,700,50,565.6565656565656,1.1009517830570724e-28
LSM,700,50,575.7575757575758,1.1104971001948824e-28
LSM,700,50,585.8585858585858,1.0613682689496322e-28
LSM,700,50,595.959595959596,1.177744936578561e-28
LSM,700,50,606.060606060606,1.1362028016653358e-28
LSM,700,50,616.1616161616162,1.1575052844907993e-28
LSM,700,50,626.2626262626262,1.1825999816271182e-28
LSM,700,50,636.3636363636364,1.121710733713125e-28
LSM,700,50,646.4646464646464,1.1810128968832877e-28
LSM,700,50,656.5656565656565,1.162308679699339e-28
LSM,700,50,666.6666666666666,1.2088418156153822e-28
LSM,700,50,676.7676767676767,1.1103196306618466e-28
LSM,700,50,686.8686868686868,1.1895092491708605e-28
LSM,700,50,696.9696969696969,1.1783409301333236e-28
LSM,700,50,707.070707070707,1.222621865862085e-28
LSM,700,50,717.1717171717171,1.2309543694228398e-28
LSM,700,50,727.2727272727273,1.1947346381675786e-28
LSM,700,50,737.3737373737373,1.201177134517859e-28
LSM,700,50,747.4747474747475,1.2300017029634631e-28
LSM,700,50,757.5757575757575,1.2073677451124168e-28
LSM,700,50,767.6767676767677,1.278840872082105e-28
LSM,700,50,777.7777777777777,1.239984842409123e-28
LSM,700,50,787.8787878787879,1.150445758141113e-28
LSM,700,50,797.9797979797979,1.252555395687833e-28
LSM,700,50,808.0808080808081,1.2335222061057443e-28
LSM,700,50,818.1818181818181,1.2169142486101218e-28
LSM,700,50,828.2828282828282,1.238094256269707e-28
LSM,700,50,838.3838383838383,1.2963182400958144e-28
LSM,700,50,848.4848484848484,1.3500303366430817e-28
LSM,700,50,858.5858585858585,1.3166981143737358e-28
LSM,700,50,868.6868686868686,1.2867134461605932e-28
LSM,700,50,878.7878787878788,1.3346414601293521e-28
LSM,700,50,888.8888888888888,1.3044497362053154e-28
LSM,700,50,898.989898989899,1.300971590198448e-28
LSM,700,50,909.090909090909,1.2883909652302151e-28
LSM,700,50,919.1919191919192,1.2700706841256014e-28
LSM,700,50,929.2929292929292,1.3306449694126947e-28
LSM,700,50,939.3939393939394,1.3586413552799066e-28
LSM,700,50,949.4949494949494,1.3540904771690947e-28
LSM,700,50,959.5959595959596,1.3467687879594692e-28
LSM,700,50,969.6969696969696,1.330655423898921e-28
LSM,700,50,979.7979797979797,1.400294109161403e-28
LSM,700,50,989.8989898989898,1.3262907868292417e-28
LSM,700,50,1000.0,1.4187510093830086e-28
LSM,700,75,0.0,0.0
LSM,700,75,10.1010101010101,4.81483864006183e-29
LSM,700,75,20.2020202020202,6.402300979237509e-29
LSM,700,75,30.3030303030303,7.364521956568757e-29
LSM,700,75,40.4040404040404,8.512977049269023e-29
LSM,700,75,50.505050505050505,9.726410953318175e-29
LSM,700,75,60.6060606060606,1.032207202658904e-28
LSM,700,75,70.7070707070707,1.1128668119377574e-28
LSM,700,75,80.8080808080808,1.1583130643387362e-28
LSM,700,75,90.9090909090909,1.1558828290385295e-28
LSM,700,75,101.01010101010101,1.2345493562700263e-28
LSM,700,75,111.1111111111111,1.2650594054807578e-28
LSM,700,75,121.2121212121212,1.394797184186465e-28
LSM,700,75,131.3131313131313,1.335173050381538e-28
LSM,700,75,141.4141414141414,1.4648106198505321e-28
LSM,700,75,151.5151515151515,1.5057654609367604e-28
LSM,700,75,161.6161616161616,1.5874292450829707e-28
LSM,700,75,171.7171717171717,1.5228198840729594e-28
LSM,700,75,181.8181818181818,1.611134284557443e-28
LSM,700,75,191.91919191919192,1.7222462404722457e-28
LSM,700,75,202.02020202020202,1.6148386737502295e-28
LSM,700,75,212.1212121212121,1.6004885185930792e-28
LSM,700,75,222.2222222222222,1.6128599153218978e-28
LSM,700,75,232.3232323232323,1.777128554334864e-28
LSM,700,75,242.4242424242424,1.6698163626355679e-28
LSM,700,75,252.5252525252525,1.7788429546389242e-28
LSM,700,75,262.6262626262626,1.85135520492417e-28
LSM,700,75,272.7272727272727,1.8654827301082709e-28
LSM,700,75,282.8282828282828,1.9063865701941714e-28
LSM,700,75,292.9292929292929,1.9216998011462431e-28
LSM,700,75,303.030303030303,2.0092720031094225e-28
LSM,700,75,313.1313131313131,1.9045667525679118e-28
LSM,700,75,323.2323232323232,1.9453086302936833e-28
LSM,700,75,333.3333333333333,1.963631533685127e-28
LSM,700,75,343.4343434343434,2.085044271661903e-28
LSM,700,75,353.5353535353535,2.1136958775401356e-28
LSM,700,75,363.6363636363636,2.109600828460872e-28
LSM,700,75,373.73737373737373,2.179077079653489e-28
LSM,700,75,383.83838383838383,2.0517618002429834e-28
LSM,700,75,393.93939393939394,2.2566377102802673e-28
LSM,700,75,404.04040404040404,2.270229208463367e-28
LSM,700,75,414.1414141414141,2.2409563468652765e-28
LSM,700,75,424.2424242424242,2.3321423829220683e-28
LSM,700,75,434.3434343434343,2.1236771282949057e-28
LSM,700,75,444.4444444444444,2.219900871266659e-28
LSM,700,75,454.5454545454545,2.225550206741044e-28
LSM,700,75,464.6464646464646,2.3455390368978737e-28
LSM,700,75,474.7474747474747,2.242728269576188e-28
LSM,700,75,484.8484848484848,2.388334146056593e-28
LSM,700,75,494.9494949494949,2.451417998850004e-28
LSM,700,75,505.050505050505,2.4232169985653887e-28
LSM,700,75,515.1515151515151,2.412954604839088e-28
LSM,700,75,525.2525252525252,2.3397836741291947e-28
LSM,700,75,535.3535353535353,2.367958427584103e-28
LSM,700,75,545.4545454545454,2.53968939794267e-28
LSM,700,75,555.5555555555555,2.5236085087080867e-28
LSM,700,75,565.6565656565656,2.480883191140211e-28
LSM,700,75,575.7575757575758,2.470076651263205e-28
LSM,700,75,585.8585858585858,2.3658160677455947e-28
LSM,700,75,595.959595959596,2.454706668771654e-28
LSM,700,75,606.060606060606,2.699703076881775e-28
LSM,700,75,616.1616161616162,2.4714964926803845e-28
LSM,700,75,626.2626262626262,2.6017057058692795e-28
LSM,700,75,636.3636363636364,2.6823001765489733e-28
LSM,700,75,646.4646464646464,2.521423926498457e-28
LSM,700,75,656.5656565656565,2.65097141042503e-28
LSM,700,75,666.6666666666666,2.7271469623952403e-28
LSM,700,75,676.7676767676767,2.6695159779795316e-28
LSM,700,75,686.8686868686868,2.9153721712339017e-28
LSM,700,75,696.9696969696969,2.564935914109574e-28
LSM,700,75,707.070707070707,2.80193764706405e-28
LSM,700,75,717.1717171717171,2.7169763666266875e-28
LSM,700,75,727.2727272727273,2.810058217613889e-28
LSM,700,75,737.3737373737373,2.7982139417810913e-28
LSM,700,75,747.4747474747475,2.715649304059591e-28
LSM,700,75,757.5757575757575,2.810849818680206e-28
LSM,700,75,767.6767676767677,2.650075041793745e-28
LSM,700,75,777.7777777777777,2.8722709879246245e-28
LSM,700,75,787.8787878787879,2.8611788765589206e-28
LSM,700,75,797.9797979797979,2.904911501108647e-28
LSM,700,75,808.0808080808081,2.9556128066743576e-28
LSM,700,75,818.1818181818181,2.910698546691795e-28
LSM,700,75,828.2828282828282,2.9059656918676717e-28
LSM,700,75,838.3838383838383,2.8303313887528715e-28
LSM,700,75,848.4848484848484,2.8587193447886103e-28
LSM,700,75,858.5858585858585,3.0394867143907667e-28
LSM,700,75,868.6868686868686,3.0758203837713387e-28
LSM,700,75,878.7878787878788,2.9412642794908444e-28
LSM,700,75,888.8888888888888,2.98010660678738e-28
LSM,700,75,898.989898989899,2.908351092081217e-28
LSM,700,75,909.090909090909,3.1085209160970764e-28
LSM,700,75,919.1919191919192,3.076384015484709e-28
LSM,700,75,929.2929292929292,3.2058091174917487e-28
LSM,700,75,939.3939393939394,2.962347260914669e-28
LSM,700,75,949.4949494949494,3.020909975384671e-28
LSM,700,75,959.5959595959596,3.0898277878504213e-28
LSM,700,75,969.6969696969696,3.1411642138769853e-28
LSM,700,75,979.7979797979797,3.0741811038819317e-28
LSM,700,75,989.8989898989898,3.025554380906356e-28
LSM,700,75,1000.0,3.2020519238183158e-28
LSM,700,100,0.0,0.0
LSM,700,100,10.1010101010101,9.015973351034912e-29
LSM,700,100,20.2020202020202,1.1324632650077846e-28
LSM,700,100,30.3030303030303,1.4252005783309728e-28
LSM,700,100,40.4040404040404,1.5904721249227444e-28
LSM,700,100,50.505050505050505,1.6867529133608208e-28
LSM,700,100,60.6060606060606,1.8113967614297835e-28
LSM,700,100,70.7070707070707,1.9539608659894915e-28
LSM,700,100,80.8080808080808,1.9750522912671795e-28
LSM,700,100,90.9090909090909,2.1271854730950416e-28
LSM,700,100,101.01010101010101,2.073613684645361e-28
LSM,700,100,111.1111111111111,2.3634476093799926e-28
LSM,700,100,121.2121212121212,2.272758952478733e-28
LSM,700,100,131.3131313131313,2.5730813834135487e-28
LSM,700,100,141.4141414141414,2.51099559085643e-28
LSM,700,100,151.5151515151515,2.590521446170607e-28
LSM,700,100,161.6161616161616,2.6248749405868473e-28
LSM,700,100,171.7171717171717,2.7172381601133884e-28
LSM,700,100,181.8181818181818,2.9236516449680043e-28
LSM,700,100,191.91919191919192,2.651747161751132e-28
LSM,700,100,202.02020202020202,3.0370773739151323e-28
LSM,700,100,212.1212121212121,3.0129147619642028e-28
LSM,700,100,222.2222222222222,2.9286565987957546e-28
LSM,700,100,232.3232323232323,2.993417989442021e-28
LSM,700,100,242.4242424242424,3.304545403778666e-28
LSM,700,100,252.5252525252525,3.1073939607737854e-28
LSM,700,100,262.6262626262626,3.136271543187286e-28
LSM,700,100,272.7272727272727,3.4106210024952847e-28
LSM,700,100,282.8282828282828,3.380408367338095e-28
LSM,700,100,292.9292929292929,3.298231690952643e-28
LSM,700,100,303.030303030303,3.4624140157251216e-28
LSM,700,100,313.1313131313131,3.378217637760842e-28
LSM,700,100,323.2323232323232,3.646598326926699e-28
LSM,700,100,333.3333333333333,3.6875308844538255e-28
LSM,700,100,343.4343434343434,3.67439220757268e-28
LSM,700,100,353.5353535353535,3.698546783994024e-28
LSM,700,100,363.6363636363636,3.895819575976445e-28
LSM,700,100,373.73737373737373,3.741052978806097e-28
LSM,700,100,383.83838383838383,3.6471417032593922e-28
LSM,700,100,393.93939393939394,3.8722205768484464e-28
LSM,700,100,404.04040404040404,4.101129342626452e-28
LSM,700,100,414.1414141414141,3.7792379845044916e-28
LSM,700,100,424.2424242424242,3.8929767758125334e-28
LSM,700,100,434.3434343434343,4.022507205622717e-28
LSM,700,100,444.4444444444444,4.003090793856665e-28
LSM,700,100,454.5454545454545,3.9265544566820703e-28
LSM,700,100,464.6464646464646,4.218871592435534e-28
LSM,700,100,474.7474747474747,4.403300140642688e-28
LSM,700,100,484.8484848484848,4.17601092802465e-28
LSM,700,100,494.9494949494949,4.072433943516571e-28
LSM,700,100,505.050505050505,4.0238349470740834e-28
LSM,700,100,515.1515151515151,4.286408059393007e-28
LSM,700,100,525.2525252525252,4.428613864483868e-28
LSM,700,100,535.3535353535353,4.381015348738909e-28
LSM,700,100,545.4545454545454,4.351544601583121e-28
LSM,700,100,555.5555555555555,4.306417542363134e-28
LSM,700,100,565.6565656565656,4.270950231316965e-28
LSM,700,100,575.7575757575758,4.558364893324465e-28
LSM,700,100,585.8585858585858,4.600802308901023e-28
LSM,700,100,595.959595959596,4.29968958496079e-28
LSM,700,100,606.060606060606,4.755680801326261e-28
LSM,700,100,616.1616161616162,4.647987937823775e-28
LSM,700,100,626.2626262626262,4.792218175540366e-28
LSM,700,100,636.3636363636364,4.44227394400829e-28
LSM,700,100,646.4646464646464,4.46703441639709e-28
LSM,700,100,656.5656565656565,4.665920683238469e-28
LSM,700,100,666.6666666666666,4.786704440308496e-28
LSM,700,100,676.7676767676767,4.999686811242448e-28
LSM,700,100,686.8686868686868,4.873311004835223e-28
LSM,700,100,696.9696969696969,4.765225660488363e-28
LSM,700,100,707.070707070707,4.679224430390752e-28
