sample_id,flow_regime,gas_fraction,liquid_fraction,bubble_diameter_m,mixture_density_kgm3,mixture_sound_speed_ms,total_attenuation_db_per_m_at_1khz,scattering_component_db_per_m,viscous_component_db_per_m,interface_component_db_per_m,interface_area_density_m2m3,turbulent_kinetic_energy_m2s2
MF_0246,bubble,0.28256349850217,0.71743650149783,0.0020243632745561204,717.7826417834951,835.1614400275115,12.687748137025867,11.579584033576715,0.5,0.6081641034491525,3367.9824097983765,0.13299040138815363
MF_0247,slug,0.5147006213502723,0.4852993786497277,0.02914535809580597,485.9298869108818,675.9153737537132,4373.38355149501,4372.134199819814,0.5,0.7493516751957477,222.70427160563065,0.9541636729808013
MF_0248,churn,0.8419867890707555,0.15801321092924447,0.03725687813736304,159.04464474585615,451.3970626974617,11688.306992632684,11687.40785752438,0.5,0.3991351083032237,661.8152161305793,0.3462810863110246
MF_0249,annular,0.9699125437864043,0.030087456213595654,,31.275599079734,363.6399949625266,2.5273716911493804,1.9398250875728087,0.5,0.08754660357657186,672.091148248067,0.3499677812264512
MF_0250,stratified,0.5965826547988975,0.4034173452011025,,404.1481589532312,619.7442988079563,2.415180681973786,1.193165309597795,0.5,0.722015372375991,174.09274076541533,0.2687656789386503
MF_0251,wavy,0.6573803361406307,0.34261966385936926,,343.42495477114153,578.0370894075273,2.4904549616700478,1.3147606722812615,0.5,0.6756942893887863,1626.5832602671028,0.870654914912906
MF_0252,bubble,0.28166197142857247,0.7183380285714276,0.004973885789047515,718.6830644864276,835.7798875999994,70.78886115854979,69.68187564271116,0.5,0.6069855158386276,2664.782172326949,0.6311774600426989
MF_0253,slug,0.598720979656874,0.401279020343126,0.007846607498021808,402.0124535432057,618.2774079553844,369.8487746498629,368.62801214533613,0.5,0.7207625045267613,277.860357028136,0.8657220865735062
MF_0254,churn,0.6659616140378066,0.3340383859621934,0.06256949526494275,334.8541889393897,572.1503327700647,26073.176555319227,26072.00918509123,0.5,0.6673702279978984,3127.1123544229067,0.16529981312284048
MF_0255,annular,0.9447033590862335,0.055296640913766515,,56.453902528647156,380.93349566684384,2.5461234854247285,1.889406718172467,0.5,0.15671676725226144,4331.068635305378,0.2860923036363802
MF_0256,stratified,0.8267041085540623,0.1732958914459377,,174.30860397891644,461.8809815319133,2.583201493469811,1.6534082171081246,0.5,0.4297932763616865,414.37547213517723,0.8006634622810296
MF_0257,wavy,0.6840666965662161,0.3159333034337839,,316.77128513707754,559.7302461555757,2.516491746778034,1.3681333931324322,0.5,0.6483583536456017,2919.7228390327336,0.23090261208012322
MF_0258,bubble,0.11493412280619561,0.8850658771938044,0.009192739458431885,885.206671494242,950.1551917549497,97.93192989025664,97.12675707959374,0.5,0.3051728106628978,2334.048021264496,0.5947857042784326
MF_0259,slug,0.7615109196776133,0.2384890803223867,0.025991979814545898,239.42193119899176,506.6035091011573,5145.6832643902635,5144.638428273595,0.5,0.5448361166681066,1947.4634995831098,0.8933089089370727
MF_0260,churn,0.8732663863516833,0.1267336136483167,0.04191744333717898,127.80336497159752,429.93925896274527,15344.751664991269,15343.919648376808,0.5,0.3320166144598677,2964.0285159255322,0.9637640450604047
MF_0261,annular,0.8105394320764854,0.18946056792351462,,190.45347872780832,472.96994959553103,2.5817746475298127,1.6210788641529708,0.5,0.4606957833768418,208.6140734077133,0.5170639283601118
MF_0262,stratified,0.4747440861759531,0.5252559138240469,,525.8374753296125,703.3255568832961,2.197574588802643,0.9494881723519062,0.5,0.7480864164507369,2913.43092582141,0.7245710575806611
MF_0263,wavy,0.3414446025125834,0.6585553974874165,,658.9736671254944,794.7690026763678,1.8574697628079888,0.6828892050251668,0.5,0.6745805577828219,4413.013704252952,0.277610114235719
MF_0264,bubble,0.1205907698322563,0.8794092301677436,0.004033330767676453,879.5569538607882,946.2747318950721,20.435559407195335,19.617413499004776,0.5,0.31814590819056027,4200.775941865102,0.1714815479619387
MF_0265,slug,0.21720393098698837,0.7827960690130116,0.04873107252736532,783.0621438284707,879.9981033429259,5158.989686220685,5157.9796070706325,0.5,0.5100791500523638,4903.356051353309,0.25843513705030563
MF_0266,churn,0.6028057905312766,0.3971942094687234,0.06813253919740003,397.9326465621242,615.4752276955443,27983.72167789525,27982.50338498695,0.5,0.7182929082997179,3245.8317809962,0.9404163577512545
MF_0267,annular,0.8567093970410865,0.1432906029589135,,144.34007197028882,441.29735362981467,2.5816940122699266,1.713418794082173,0.5,0.3682752181877535,955.6258477034723,0.6167659648358748
MF_0268,stratified,0.6382026393350577,0.3617973606649423,,362.57915889812773,591.1929894161505,2.4691053701125876,1.2764052786701154,0.5,0.6927000914424719,3591.5066005960152,0.885242275887155
MF_0269,wavy,0.6358471124879936,0.36415288751200636,,364.9318002248042,592.8088808332363,2.4663309110620104,1.2716942249759873,0.5,0.6946366860860232,758.875546371021,0.5985308144182813
MF_0270,bubble,0.11848945455506481,0.8815105454449352,0.005074615257481933,881.6556950267652,947.7162341752256,31.32642169127932,30.5130725801364,0.5,0.31334911114292413,4797.827110536939,0.5553921071882951
MF_0271,slug,0.2897882953273655,0.7102117046726345,0.024942137320603224,710.5666953344105,830.2052294054273,1803.9200176729291,1802.8025845552734,0.5,0.6174331176558753,1149.868208054653,0.1363470118385971
MF_0272,churn,0.81367023370051,0.18632976629949005,0.066571216222501,187.32651233577317,470.8222196814502,36060.59688223671,36059.64204928323,0.5,0.45483295347080244,2493.966443923631,0.42381505749505544
MF_0273,annular,0.8612213688559669,0.1387786311440331,,139.83362732088167,438.2021409648067,2.5810001057573984,1.7224427377119338,0.5,0.35855736804546456,449.16347397032627,0.2999703778826633
MF_0274,stratified,0.8030367737770716,0.1969632262229284,,197.9469462708053,478.1167731889289,2.580579688770495,1.6060735475541432,0.5,0.4745061412163518,3920.5402189906868,0.9723454062173001
MF_0275,wavy,0.6936402672786233,0.30635973272137673,,307.20944204879305,553.1627766468645,2.5247908752220365,1.3872805345572465,0.5,0.63751034066479,2772.6623902662805,0.29674843875962714
MF_0276,bubble,0.032289470328932444,0.9677105296710675,0.006562165046375634,967.7500842722205,1456.1057919565899,14.4982355542536,13.904494972949172,0.5,0.09374058130442829,2445.9293364621026,0.759315438884213
MF_0277,slug,0.4471147570493817,0.5528852429506184,0.04934981110389665,553.4329585280038,722.2792766641242,10890.291643335453,10889.050033882218,0.5,0.7416094532341624,1994.084153768535,0.3337385632766692
MF_0278,churn,0.8612959130251742,0.13870408697482584,0.04559557807170417,139.75917446828166,438.1510036647305,17906.827828325793,17905.969432536098,0.5,0.35839578969391733,4355.777622412194,0.028326931338226377
MF_0279,annular,0.9315927291024617,0.06840727089753829,,69.5484719906888,389.9273878357113,2.5543686067625906,1.8631854582049234,0.5,0.1911831485576673,368.54583876049554,0.1490842306218669
MF_0280,stratified,0.7200450119217547,0.27995498807824526,,280.83704321784944,535.0491218216763,2.544830602028574,1.4400900238435095,0.5,0.6047405781850643,1455.7194726554883,0.21122296787812006
MF_0281,wavy,0.7809156825776066,0.21908431742239343,,220.040939133551,493.29184175176186,2.5750905030010856,1.5618313651552131,0.5,0.5132591378458722,4731.771852226749,0.233148267889763
MF_0282,bubble,0.10198682730834872,0.8980131726916513,0.0074266597540576925,898.138106555104,959.0370364664728,57.02587171336418,56.251115170272406,0.5,0.2747565430917773,4078.3114240738223,0.9991631380269653
MF_0283,slug,0.3640224339521596,0.6359775660478404,0.030047836493908422,636.4234935294318,779.2806103088185,3287.8529000757076,3286.6583697711126,0.5,0.6945303045951157,678.7545178589733,0.3315092649933989
MF_0284,churn,0.6134905713673808,0.38650942863261917,0.028975468855271545,387.26095458254423,608.1454680419768,5151.9419736383,5150.7306139676675,0.5,0.7113596706321164,2537.6594341551163,0.16459536372419592
MF_0285,annular,0.9689828289327957,0.031017171067204252,,32.20417503264693,364.27777935210213,2.5281309763641677,1.9379656578655915,0.5,0.09016531849857612,3554.4419670339435,0.028708266536891663
MF_0286,stratified,0.8260209334351283,0.17397906656487172,,174.99094220832976,462.349639663502,2.5831729197565196,1.6520418668702566,0.5,0.431131052886263,4886.83176103539,0.5023597081972365
MF_0287,wavy,0.4887664065297467,0.5112335934702533,,511.83233231825227,693.7062451205937,2.2271542321927287,0.9775328130594934,0.5,0.7496214191332352,1324.687602506246,0.08833207472433012
MF_0288,bubble,0.15256671964001897,0.847433280359981,0.0014512601989246244,847.62017459154,924.339230326947,4.101163718505101,3.213293371410193,0.5,0.3878703470949084,2524.147584724317,0.253295892284368
MF_0289,slug,0.48585917334691014,0.5141408266530898,0.023827285685500424,514.7360041404397,695.7006070840196,2759.664051167079,2758.414651056014,0.5,0.7494001110647017,1532.520117501463,0.44918960127715624
MF_0290,churn,0.7422101667736958,0.2577898332263042,0.08503225854177147,258.69904068060197,519.8438255932447,53666.46872567991,53665.394722974575,0.5,0.5740027053343755,3332.258883727028,0.4337234410836706
MF_0291,annular,0.9719959681393899,0.028004031860610068,,29.194726921580823,362.2107658563785,2.52565135445926,1.9439919362787799,0.5,0.08165941818048002,3781.146474751508,0.07664118021118148
MF_0292,stratified,0.3922474975595342,0.6077525024404657,,608.2330056249762,759.9182166741595,1.9996631897725208,0.7844949951190684,0.5,0.7151681946534522,417.52273921827435,0.31954449641919985
MF_0293,wavy,0.5613879724819041,0.4386120275180959,,439.2997277843863,643.8878508774138,2.361470495467491,1.1227759449638082,0.5,0.7386945505036829,2526.187154571773,0.8515607864980822
MF_0294,bubble,0.015207322877103326,0.9847926771228966,0.004854595651706112,984.8113060934211,1468.7465810709436,4.128853009434067,3.5839248288100225,0.5,0.044928180624044564,2060.881884673995,0.9475284607226429
MF_0295,slug,0.34462215057451573,0.6553778494254843,0.010508261535746103,655.8000115599381,792.5892047058823,381.721622120323,380.54404894859925,0.5,0.6775731717237347,719.8784587980402,0.520622581203901
MF_0296,churn,0.7172711410516399,0.2827288589483601,0.07787278255275905,283.60751609614834,536.951997238575,43497.65161696844,43496.54323721464,0.5,0.6083797537983552,1622.6800370461788,0.12883379025035246
MF_0297,annular,0.8735064000469965,0.12649359995300347,,127.56364529306104,429.77460956776036,2.5784917074657923,1.747012800093993,0.5,0.33147890737179897,4416.34773043955,0.4061210268676416
MF_0298,stratified,0.8001766334850888,0.19982336651491117,,200.80358289093041,480.0788294292291,2.5800352330988536,1.6003532669701777,0.5,0.4796819661286759,1863.9351284093693,0.2821042382925383
MF_0299,wavy,0.7649176379432074,0.23508236205679256,,236.019386163273,504.2665003709597,2.56929121120619,1.5298352758864149,0.5,0.539455935319775,1054.0802930801694,0.2325988754636417
MF_0300,bubble,0.024445723042030246,0.9755542769579697,0.0026906114015379503,975.5842229686962,1461.9101649488975,2.3412655484396403,1.7697211594386926,0.5,0.0715443890009478,1900.2888141128954,0.4001731260161889
MF_0301,slug,0.452376852158944,0.547623147841056,0.026586182580591852,548.1773094849508,718.6694794189644,3198.7563527952543,3197.5131566878854,0.5,0.7431961073691269,2863.8339726381632,0.19023959557086173
MF_0302,churn,0.7841832549228197,0.2158167450771803,0.040289912872235975,216.77736956446074,491.0502871229457,12730.474756130148,12729.467036497284,0.5,0.507719632864415,3672.7135683442507,0.5576472457361311
MF_0303,annular,0.9053110390992402,0.09468896090075984,,95.7979669236564,407.95662717792123,2.5677909629513627,1.8106220781984803,0.5,0.2571688847528827,3430.580073078437,0.3336859719626138
MF_0304,stratified,0.5575397643368853,0.44246023566311465,,443.14322187442735,646.5277216648966,2.355147055233938,1.1150795286737707,0.5,0.740067526560167,2918.660363480081,0.4221340648952099
MF_0305,wavy,0.5665544846602519,0.43344551533974807,,434.1395445834569,640.3436235230672,2.369820471035329,1.1331089693205039,0.5,0.7367115017148249,1369.7104932173254,0.2880976412303192
MF_0306,bubble,0.21269764803138796,0.787302351968612,0.0010385302782412516,787.5629065874505,883.0894134504679,3.296412218895111,2.2940401432352,0.5,0.5023720756599113,485.4992068196091,0.9488610796150012
MF_0307,slug,0.3122108491178041,0.6877891508821958,0.023815440134369332,688.1716091723652,814.8233575051863,1771.9266786228447,1770.782472918412,0.5,0.6442057044328315,4249.92882925378,0.0011022701533210365
MF_0308,churn,0.877553756841255,0.12244624315874497,0.01481397615067318,123.52124651087551,426.99812280689906,1926.6482103820974,1925.8258509000123,0.5,0.3223594820851634,862.6365571248135,0.03007443978907698
MF_0309,annular,0.8987088087845737,0.10129119121542629,,102.3921095061874,412.4857571737824,2.570511474961906,1.7974176175691474,0.5,0.2730938573927587,4716.040607326656,0.8391975749824425
MF_0310,stratified,0.6838491277588074,0.31615087224119265,,316.9885874226972,559.8794983574581,2.516296750184592,1.3676982555176147,0.5,0.6485984946669772,935.5883014922491,0.8697275014284572
MF_0311,wavy,0.7528652346820315,0.24713476531796852,,248.057025230454,512.5344490081264,2.5639079886316662,1.505730469364063,0.5,0.5581775192676034,1341.5703401019412,0.8052840742324608
MF_0312,bubble,0.26437388802923617,0.7356261119707639,0.0072840341118670425,735.9499699835997,847.639512811944,141.35269911868417,140.26925811261154,0.5,0.5834410060726233,510.9169133429358,0.9842625964864704
MF_0313,slug,0.24560059337959178,0.7543994066204083,0.03445132946676052,754.7002673472983,860.5179929416,2916.0748001921147,2915.018957366381,0.5,0.5558428257335527,561.5210234769233,0.905507945262201
MF_0314,churn,0.7049933050267136,0.29500669497328635,0.05603527201490253,295.8703117719441,545.3745927516744,22137.57326828454,22136.44933504986,0.5,0.6239332346826743,902.0203059764127,0.5470156275933546
MF_0315,annular,0.978379581995408,0.021620418004592024,,22.8189329925364,357.8316067511501,2.5202180905805123,1.956759163990816,0.5,0.06345892658969622,4509.149022459453,0.06483202428203365
MF_0316,stratified,0.5269551038846024,0.4730448961153976,,473.69041611765624,667.5087987351627,2.3017304748929157,1.0539102077692049,0.5,0.747820267123711,1344.48250158041,0.48188011563597577
MF_0317,wavy,0.800237497401042,0.199762502598958,,200.7427935332743,480.0370767828852,2.580047330265162,1.600474994802084,0.5,0.47957233546307787,3696.870410390659,0.34463421397168353
MF_0318,bubble,0.12097309057303711,0.8790269094269629,0.006888294928074162,879.1751014629149,946.0124598668966,58.21906214706082,57.400046341270084,0.5,0.31901580579073463,979.1835924749128,0.10362529212434685
MF_0319,slug,0.34555307852655337,0.6544469214734466,0.010581459410859341,654.8702239946417,791.9505881307844,388.08483270547856,386.90639426013644,0.5,0.6784384453421249,1766.4013738041585,0.9376282182753668
MF_0320,churn,0.6360898428075503,0.3639101571924497,0.083648992924816,364.6893672498889,592.6423678340204,44509.3804285383,44508.18598987425,0.5,0.6944386640538487,2677.8936768763815,0.6332701734242964
MF_0321,annular,0.8323156499234357,0.16768435007656435,,168.70393674772058,458.03146415252314,2.5833302262947653,1.6646312998468713,0.5,0.41869892644789375,765.3528242447535,0.16358093313499875
MF_0322,stratified,0.7002377258350487,0.29976227416495127,,300.62006537909923,548.6369200771566,2.530190011127321,1.4004754516700975,0.5,0.6297145594572237,3741.463451041228,0.9203246995550195
MF_0323,wavy,0.5389154116002813,0.46108458839971866,,461.744759778929,659.304027642207,2.3232875954205046,1.0778308232005627,0.5,0.7454567722199421,2315.227226659699,0.47012542097981663
MF_0324,bubble,0.08827039180810445,0.9117296081918955,0.00395409389179597,911.8377394218604,1414.6799100620026,14.542387050342679,13.800950861128234,0.5,0.24143618921444449,4235.6329780230135,0.3443784624013357
MF_0325,slug,0.7214576611540913,0.27854233884590873,0.018737047016737392,279.42612448082247,534.0800444482934,2533.9742840892404,2532.871414576292,0.5,0.602869512948479,1706.016981087825,0.5607205909071323
MF_0326,churn,0.6309380541429678,0.3690619458570322,0.09298560404495881,369.8348449733574,596.1764948579241,54554.1378781796,54552.93931250167,0.5,0.6985656779317597,4103.795194806211,0.6708333236800698
MF_0327,annular,0.9877437526026441,0.012256247397355868,,13.466233494294107,351.4077857145861,2.5118056005965603,1.9754875052052883,0.5,0.03631809539127202,89.83681312104125,0.41164925611589054
MF_0328,stratified,0.8150058349990046,0.18499416500099541,,185.9925471488692,469.90599719068285,2.582325641747749,1.6300116699980092,0.5,0.45231397174973975,2170.756226072217,0.006236095472461365
MF_0329,wavy,0.39465246935757237,0.6053475306424276,,605.8309799173907,758.2684060207054,2.006010632077773,0.7893049387151447,0.5,0.7167056933626283,2176.0213378098947,0.6682799130917708
MF_0330,bubble,0.05716973783159854,0.9428302621684015,0.005032387542685329,942.9002950972452,1437.6943940046172,15.139896950691252,14.478192873967657,0.5,0.1617040767235945,73.81480330036568,0.478023021712063
MF_0331,slug,0.7375546857435056,0.2624453142564944,0.03185456141856156,263.34881874653024,523.0374855799552,7485.144595078537,7484.063891764694,0.5,0.5807033138439128,2208.871599823574,0.16309707635863005
MF_0332,churn,0.6607255690549535,0.3392744309450465,0.01688589550630712,340.08381976713883,575.7422596283019,1885.1222246060777,1883.9497227317217,0.5,0.672501874355884,3714.6311073673937,0.07805814229723251
MF_0333,annular,0.8729502774594984,0.12704972254050162,,128.11908663038952,430.1561096627841,2.5786248265476464,1.7459005549189968,0.5,0.33272427162864954,3751.7250206286467,0.7131098767140815
MF_0334,stratified,0.6465192999511651,0.3534807000488349,,354.2726861912751,585.4877602335008,2.478634884127792,1.2930385999023302,0.5,0.6855962842254616,2860.8255932890797,0.09123775221161418
MF_0335,wavy,0.40494916305269396,0.595050836947306,,595.5468996720456,751.2048741458519,2.032794341292238,0.8098983261053879,0.5,0.7228960151868499,2678.374840964982,0.3487322479273242
MF_0336,bubble,0.015491759317068313,0.9845082406829316,0.008183500595912472,984.527218088095,1468.5360981053695,10.920537245488207,10.374781951357216,0.5,0.045755294130991025,3272.5282028664083,0.3264596812024276
MF_0337,slug,0.2589231183754244,0.7410768816245756,0.03160403422889157,741.3940624445855,851.3787407944588,2587.238537639723,2586.1628918282845,0.5,0.5756458114385112,1749.262347147559,0.25613394767113445
MF_0338,churn,0.8164407759048476,0.18355922409515235,0.03953350549444922,184.5593640456358,468.9216277292745,12761.08661626313,12760.137020557097,0.5,0.449595706034214,688.8819730685948,0.48217209408176387
MF_0339,annular,0.9574084997674063,0.042591500232593726,,43.7643256448088,372.2177691595593,2.5371493925564046,1.9148169995348125,0.5,0.12233239302159209,4249.797333156141,0.8494938216355482
MF_0340,stratified,0.552551903640889,0.447448096359111,,448.12497244107107,649.9493941023501,2.346818699552934,1.105103807281778,0.5,0.7417148922711562,3956.761714084779,0.8503805371974946
MF_0341,wavy,0.575722926115588,0.42427707388441205,,424.9823344689037,634.0540726847066,2.3842439676126554,1.151445852231176,0.5,0.7327981153814795,1600.5095507126935,0.7022625822637831
MF_0342,bubble,0.27229608898323854,0.7277039110167615,0.009749372366120612,728.037473725766,842.2048829574984,259.91259751017384,258.8181447234508,0.5,0.5944527867230124,1458.221780329006,0.9562148850755855
MF_0343,slug,0.49956934802449604,0.500430651975504,0.01877156169354412,501.042624426834,686.2954272551957,1761.5901465680513,1760.3401471244347,0.5,0.749999443616628,4942.10657001541,0.8779301671487201
MF_0344,churn,0.8077249767825871,0.19227502321741285,0.09054480071094757,193.26448631397153,474.9006659271452,66221.17488113978,66220.20896512379,0.5,0.4659160159924686,3410.6244847975345,0.4409633946436528
MF_0345,annular,0.9801294158402609,0.01987058415973908,,21.0712426941434,356.631220733581,2.518686063815191,1.9602588316805218,0.5,0.058427232134669424,4816.605911803304,0.3148609221924486
MF_0346,stratified,0.5126372007379985,0.48736279926200154,,487.9907798329056,677.3308802937331,2.2747953049485194,1.025274401475997,0.5,0.7495209034725226,1919.774999419369,0.8223238057655241
MF_0347,wavy,0.7746873905058616,0.22531260949413845,,226.26160154750815,497.564450112979,2.573015293502964,1.549374781011723,0.5,0.523640512491241,4915.744372733079,0.4657484633553277
MF_0348,bubble,0.22366245727960254,0.7763375427203975,0.008710484228609275,776.611529230565,875.5675543061926,170.7192899800452,169.69837729259544,0.5,0.5209126874497575,1113.9398862885437,0.6209348720841208
MF_0349,slug,0.5286246058383194,0.4713753941616806,0.038427215225018,472.0229593038326,666.3635203949129,7807.1873827763575,7805.9398408805355,0.5,0.7475418958218026,3480.1856332621696,0.8129798182407857
MF_0350,churn,0.6933435571054392,0.30665644289456084,0.029472075250623474,307.505788752015,553.3663198256687,6023.5423145641125,6022.404459757335,0.5,0.6378548067774473,4027.9416672280513,0.36120286759620274
MF_0351,annular,0.85463897600605,0.14536102399395,,146.40795673955742,442.7176624598497,2.581971542104241,1.7092779520121,0.5,0.3726935900921409,1690.724442379079,0.06728763705997644
MF_0352,stratified,0.7638866076943607,0.23611339230563932,,237.04915340006494,504.9737871216686,2.5688647902274093,1.5277732153887214,0.5,0.5410915748386877,3578.6466961149986,0.5531397613749113
MF_0353,wavy,0.7296509879443256,0.2703490120556744,,271.24283451590617,528.4594222701926,2.5510832470972367,1.4593019758886512,0.5,0.5917812712085856,1871.9345020739931,0.29607370703426916
MF_0354,bubble,0.26006728691096226,0.7399327130890377,0.004802091132602856,740.2512955155037,850.5938411790798,61.049019333698936,59.97172245412973,0.5,0.5772968795692005,987.6017372056036,0.749294871696729
MF_0355,slug,0.4015231125717156,0.5984768874282844,0.014533308540487722,598.9687532411847,753.5551447758031,849.3062089907813,848.085302082854,0.5,0.720906907927311,145.7992458023012,0.9706311565231763
MF_0356,churn,0.7401868151843302,0.25981318481566984,0.02455820857251457,260.7199136642706,521.2318447835495,4465.185125089618,4464.108194208183,0.5,0.5769308814348253,3791.4776861581404,0.8877634769182502
MF_0357,annular,0.9003139185937836,0.09968608140621638,,100.78896595649375,411.38465184466446,2.5698741369278357,1.8006278371875672,0.5,0.2692462997402687,151.51369933486538,0.36577781843984436
MF_0358,stratified,0.4458609813790562,0.5541390186209438,,554.6851983231331,723.1393667739675,2.132928862746396,0.8917219627581124,0.5,0.7412068999882834,3185.623374581263,0.5193389439499512
MF_0359,wavy,0.5134421062396022,0.4865578937603978,,487.18686034054133,676.7787151196329,2.276342141818734,1.0268842124792044,0.5,0.7494579293395297,3246.040638976972,0.5848448528163029
MF_0360,bubble,0.27288213609347595,0.7271178639065241,0.0063712265705207485,727.4521445232386,841.8028546398756,111.86500996365389,110.76975753597027,0.5,0.595252427683613,2543.4823047110426,0.8238464140699082
MF_0361,slug,0.321451801556386,0.678548198443614,0.015960407802757808,678.9419769005207,808.4840641323193,820.0033778971648,818.8490162746672,0.5,0.6543616224976195,3920.029944188873,0.4429078768053062
MF_0362,churn,0.7227707586277496,0.27722924137225036,0.08983701590300244,278.1146355515694,533.1792595813638,58333.6843129324,58332.5831933651,0.5,0.6011195673012507,3054.4440811224104,0.8031062312594185
MF_0363,annular,0.9538693854158404,0.04613061458415957,,47.299104581293975,374.6456016047335,2.5397465137784225,1.9077387708316809,0.5,0.13200774294674186,608.9330249757254,0.654048694073234
MF_0364,stratified,0.8715098032236488,0.1284901967763512,,129.55779628530018,431.1442749885769,2.578961004773475,1.7430196064472976,0.5,0.33594139832617725,2405.335177244105,0.7324502430968128
MF_0365,wavy,0.6400397399667077,0.3599602600332923,,360.7443087147515,589.9327383828385,2.471246093623586,1.2800794799334154,0.5,0.6911666136901706,1032.1814114624478,0.19599845207318994
MF_0366,bubble,0.135811617903932,0.864188382096068,0.005346915164284815,864.3547513280002,935.8332301179026,39.6799653770615,38.827864910022754,0.5,0.3521004670387451,2520.6308888058916,0.95504575674505
MF_0367,slug,0.2601527264824859,0.7398472735175141,0.02212370304340229,740.1659606074552,850.5352296330146,1274.4163667206617,1273.338946864503,0.5,0.5774198561586443,2577.5917012538907,0.9631496266615012
MF_0368,churn,0.7512944451021115,0.24870555489788848,0.07977481481088047,249.62589059313856,513.6120106599515,47813.59739827558,47812.536844969996,0.5,0.5605533055824656,3748.897759130674,0.5668776053790435
MF_0369,annular,0.8248335893773369,0.17516641062266314,,176.17683176965036,463.16415768714694,2.5831165963913807,1.6496671787546737,0.5,0.4334494176367071,1101.6059626917188,0.24090011836287972
MF_0370,stratified,0.3231957885930803,0.6768042114069197,,677.2001262479463,807.287689025147,1.8026123896724924,0.6463915771861606,0.5,0.6562208124863317,1902.2978691903759,0.6109032086538586
MF_0371,wavy,0.38655977924338747,0.6134402207566125,,613.9137564861858,763.8199914390362,1.984513507430848,0.7731195584867749,0.5,0.711393948944073,883.4296888953271,0.7072793420742389
MF_0372,bubble,0.05908348275564347,0.9409165172443565,0.002218020198570609,940.9888945107322,1436.2782227608238,3.5734569282123196,2.9066790537489986,0.5,0.16677787446332118,4889.431013417576,0.015720545462784397
MF_0373,slug,0.3952449016126177,0.6047550983873823,0.006572149762578895,605.2392733918578,757.8619974937442,171.93581221707788,170.71873310899232,0.5,0.7170791080855495,4191.860486036982,0.5839521785533033
MF_0374,churn,0.6143855558681468,0.3856144441318532,0.06538259386244803,386.36706643779166,607.5315086744513,26265.47799465008,26264.267246816253,0.5,0.7107478338262052,624.2509992401009,0.4962368751143338
MF_0375,annular,0.9271884537630773,0.07281154623692265,,73.94735209278242,392.94872071852893,2.5569069824406885,1.8543769075261547,0.5,0.20253007491453337,751.0500938418147,0.49755335733822326
MF_0376,stratified,0.574446557446227,0.42555344255377303,,426.25713958664466,634.9296615918882,2.382266245145671,1.148893114892454,0.5,0.7333731302532169,4579.594879847162,0.99570569318073
MF_0377,wavy,0.6926846679790415,0.3073153320209585,,308.16387073923283,553.8183177663775,2.5239871921355026,1.385369335958083,0.5,0.6386178561774195,4275.74718654593,0.6472350754794967
MF_0378,bubble,0.2641230140749862,0.7358769859250138,0.004899448467084681,736.2005366172557,847.8116123445595,64.48474671684531,63.40166057431251,0.5,0.5830861425327925,3043.869390589843,0.8453243536302935
MF_0379,slug,0.7508514321325506,0.24914856786744943,0.006110722999273248,250.0683608718118,513.9159175570703,281.4361702049147,280.37494952792355,0.5,0.5612206769911451,528.7239345148473,0.9312408892767888
MF_0380,churn,0.7705526309203594,0.22944736907964058,0.09911728845404767,230.39129605251804,500.40089518863346,75701.9460771756,75700.9156733539,0.5,0.5304038217062154,3965.2388831572666,0.8183220435594012
MF_0381,annular,0.8733632764536914,0.12663672354630862,,127.70659355996439,429.8727923527677,2.578526144294676,1.7467265529073828,0.5,0.33179959138729326,1295.1315252966451,0.5986609148078983
MF_0382,stratified,0.8274192591809995,0.17258074081900054,,173.59432941149726,461.39038820183436,2.5832284045140956,1.654838518361999,0.5,0.42838988615209656,3631.2355584544866,0.47270296503377107
MF_0383,wavy,0.751920285624623,0.24807971437537701,,249.00081672526719,513.1826840615087,2.5634490803216714,1.503840571249246,0.5,0.5596085090724252,3455.084139805898,0.9131383734800242
MF_0384,bubble,0.08643159470813598,0.913568405291864,0.0020738031333130875,913.6742839953814,1416.0406199159793,4.454012055708328,3.7171285332752952,0.5,0.23688352243303348,2355.555303231596,0.361719730051289
MF_0385,slug,0.784916688240187,0.215083311759813,0.005337688444981412,216.04483470290722,490.5471518672317,224.63643695231906,223.62996951003234,0.5,0.5064674422867322,4667.5814792791825,0.9551241432774641
MF_0386,churn,0.6152875130305367,0.38471248696946325,0.09006128660311004,385.4662141729257,606.9127660610518,49907.3977792315,49906.18765286348,0.5,0.7101263680177015,2359.1864097609,0.7663845857174124
MF_0387,annular,0.8150585509156401,0.18494144908435994,,185.9398958092316,469.8698340718709,2.582331430316091,1.6301171018312801,0.5,0.4522143284848112,4776.4759146492215,0.6079409265790102
MF_0388,stratified,0.8392165819917263,0.16078341800827367,,161.8114583212135,453.2974247536757,2.583229495489004,1.6784331639834527,0.5,0.4047963315055512,3368.085840107636,0.5372734837623518
MF_0389,wavy,0.40349741059585964,0.5965025894041404,,596.9968737321203,752.2007763312403,2.029056571906607,0.8069948211917193,0.5,0.7220617507148877,897.9911097419143,0.4730977216610762
MF_0390,bubble,0.2624282425359994,0.7375717574640006,0.002036968100936706,737.8932320611071,848.9742256203044,11.969454082566369,10.88877510239997,0.5,0.5806789801663982,4991.941896632461,0.8760363442449979
