timestamp,building_id,total_consumption_kw,hvac_consumption_kw,lighting_consumption_kw,equipment_consumption_kw,other_consumption_kw
2023-12-24 09:00:00,BLD_00039,35.73,13.74,9.44,9.27,3.27
2023-12-24 10:00:00,BLD_00039,43.43,15.67,9.8,11.42,6.54
2023-12-24 11:00:00,BLD_00039,42.23,16.11,10.96,10.67,4.49
2023-12-24 12:00:00,BLD_00039,39.53,14.87,10.79,10.09,3.79
2023-12-24 13:00:00,BLD_00039,43.76,18.77,10.81,9.9,4.28
2023-12-24 14:00:00,BLD_00039,39.96,17.11,10.47,9.0,3.38
2023-12-24 15:00:00,BLD_00039,40.97,16.89,11.16,10.73,2.19
2023-12-24 16:00:00,BLD_00039,37.82,16.59,9.28,10.26,1.69
2023-12-24 17:00:00,BLD_00039,42.2,18.07,11.35,11.79,0.98
2023-12-24 18:00:00,BLD_00039,36.85,14.64,10.09,9.76,2.35
2023-12-24 19:00:00,BLD_00039,29.37,13.05,6.86,7.4,2.06
2023-12-24 20:00:00,BLD_00039,20.91,8.48,4.64,4.89,2.89
2023-12-24 21:00:00,BLD_00039,11.32,4.76,3.02,2.88,0.67
2023-12-24 22:00:00,BLD_00039,8.12,2.92,2.25,2.21,0.74
2023-12-24 23:00:00,BLD_00039,7.74,2.76,1.78,1.97,1.23
2023-12-25 00:00:00,BLD_00039,7.15,2.51,1.92,1.76,0.97
2023-12-25 01:00:00,BLD_00039,7.8,3.23,1.85,1.78,0.94
2023-12-25 02:00:00,BLD_00039,7.25,2.71,1.66,1.85,1.04
2023-12-25 03:00:00,BLD_00039,8.18,3.46,1.94,2.16,0.62
2023-12-25 04:00:00,BLD_00039,7.26,3.08,1.88,1.72,0.58
2023-12-25 05:00:00,BLD_00039,7.07,2.56,1.57,1.91,1.03
2023-12-25 06:00:00,BLD_00039,11.01,4.72,2.59,2.78,0.92
2023-12-25 07:00:00,BLD_00039,13.76,4.94,3.41,3.17,2.24
2023-12-25 08:00:00,BLD_00039,21.75,9.27,5.75,5.33,1.4
2023-12-25 09:00:00,BLD_00039,28.01,10.14,6.63,7.01,4.23
2023-12-25 10:00:00,BLD_00039,34.69,14.55,8.33,8.93,2.88
2023-12-25 11:00:00,BLD_00039,39.69,14.86,9.37,8.91,6.55
2023-12-25 12:00:00,BLD_00039,40.75,17.48,10.95,11.39,0.94
2023-12-25 13:00:00,BLD_00039,34.95,12.54,8.72,8.78,4.91
2023-12-25 14:00:00,BLD_00039,36.13,12.89,8.63,10.08,4.52
2023-12-25 15:00:00,BLD_00039,38.81,17.08,9.46,10.58,1.7
2023-12-25 16:00:00,BLD_00039,35.63,13.18,9.68,9.16,3.62
2023-12-25 17:00:00,BLD_00039,38.65,17.35,8.81,9.33,3.16
2023-12-25 18:00:00,BLD_00039,34.78,13.06,8.39,7.95,5.38
2023-12-25 19:00:00,BLD_00039,25.63,10.96,6.01,5.74,2.92
2023-12-25 20:00:00,BLD_00039,16.77,6.17,3.82,4.59,2.19
2023-12-25 21:00:00,BLD_00039,10.51,3.75,2.38,2.47,1.92
2023-12-25 22:00:00,BLD_00039,6.91,2.89,1.81,1.84,0.37
2023-12-25 23:00:00,BLD_00039,7.13,3.09,1.68,1.86,0.5
2023-12-26 00:00:00,BLD_00039,7.47,3.07,1.72,1.68,1.0
2023-12-26 01:00:00,BLD_00039,7.04,2.6,1.73,1.92,0.79
2023-12-26 02:00:00,BLD_00039,8.07,2.97,1.83,1.89,1.39
2023-12-26 03:00:00,BLD_00039,7.54,2.87,1.91,2.06,0.7
2023-12-26 04:00:00,BLD_00039,7.71,2.7,1.71,1.74,1.56
2023-12-26 05:00:00,BLD_00039,6.47,2.72,1.61,1.5,0.64
2023-12-26 06:00:00,BLD_00039,11.8,4.23,3.05,3.14,1.38
2023-12-26 07:00:00,BLD_00039,16.61,6.29,4.34,3.85,2.13
2023-12-26 08:00:00,BLD_00039,22.7,8.95,5.33,5.54,2.89
2023-12-26 09:00:00,BLD_00039,30.11,11.29,6.63,7.8,4.39
2023-12-26 10:00:00,BLD_00039,39.0,13.94,10.13,10.76,4.18
2023-12-26 11:00:00,BLD_00039,39.59,14.15,9.7,10.44,5.3
2023-12-26 12:00:00,BLD_00039,35.18,12.88,9.39,9.76,3.14
2023-12-26 13:00:00,BLD_00039,38.59,16.47,10.72,9.89,1.51
2023-12-26 14:00:00,BLD_00039,37.67,16.61,8.65,10.13,2.28
2023-12-26 15:00:00,BLD_00039,38.15,14.1,8.46,9.58,6.01
2023-12-26 16:00:00,BLD_00039,36.83,16.5,9.58,10.1,0.66
2023-12-26 17:00:00,BLD_00039,37.11,16.7,9.04,8.73,2.65
2023-12-26 18:00:00,BLD_00039,33.67,13.83,8.36,8.19,3.29
2023-12-26 19:00:00,BLD_00039,24.34,8.93,6.0,5.48,3.93
2023-12-26 20:00:00,BLD_00039,17.89,7.65,4.27,4.06,1.91
2023-12-26 21:00:00,BLD_00039,11.05,4.46,3.04,3.03,0.52
2023-12-26 22:00:00,BLD_00039,7.77,2.74,1.77,1.94,1.31
2023-12-26 23:00:00,BLD_00039,7.1,2.65,1.9,1.96,0.59
2023-12-27 00:00:00,BLD_00039,8.17,3.61,2.23,2.11,0.22
2023-12-27 01:00:00,BLD_00039,6.78,2.55,1.81,1.57,0.85
2023-12-27 02:00:00,BLD_00039,7.15,2.79,1.84,1.87,0.64
2023-12-27 03:00:00,BLD_00039,7.51,3.22,1.92,1.77,0.61
2023-12-27 04:00:00,BLD_00039,7.49,2.74,2.02,2.08,0.64
2023-12-27 05:00:00,BLD_00039,7.49,3.1,1.78,1.92,0.7
2023-12-27 06:00:00,BLD_00039,11.91,4.82,3.28,3.06,0.75
2023-12-27 07:00:00,BLD_00039,14.06,5.22,3.7,3.35,1.79
2023-12-27 08:00:00,BLD_00039,21.58,7.58,6.0,5.44,2.56
2023-12-27 09:00:00,BLD_00039,27.6,11.8,6.5,7.31,2.0
2023-12-27 10:00:00,BLD_00039,33.77,15.1,8.43,8.76,1.48
2023-12-27 11:00:00,BLD_00039,40.42,14.21,9.62,11.05,5.54
2023-12-27 12:00:00,BLD_00039,37.71,16.6,9.4,9.58,2.14
2023-12-27 13:00:00,BLD_00039,40.26,15.63,10.36,9.63,4.65
2023-12-27 14:00:00,BLD_00039,38.02,13.73,8.6,8.46,7.22
2023-12-27 15:00:00,BLD_00039,37.11,14.18,9.05,8.38,5.51
2023-12-27 16:00:00,BLD_00039,41.41,17.6,11.54,10.65,1.62
2023-12-27 17:00:00,BLD_00039,39.72,14.35,8.95,10.59,5.83
2023-12-27 18:00:00,BLD_00039,31.88,11.97,8.45,8.1,3.37
2023-12-27 19:00:00,BLD_00039,26.69,10.9,6.21,6.88,2.7
2023-12-27 20:00:00,BLD_00039,19.02,8.06,4.84,4.95,1.17
2023-12-27 21:00:00,BLD_00039,11.35,4.52,2.65,3.1,1.08
2023-12-27 22:00:00,BLD_00039,8.35,3.75,2.33,2.13,0.14
2023-12-27 23:00:00,BLD_00039,7.77,2.75,1.89,2.15,0.98
2023-12-28 00:00:00,BLD_00039,8.45,3.39,1.99,2.34,0.73
2023-12-28 01:00:00,BLD_00039,8.05,3.32,1.88,1.96,0.9
2023-12-28 02:00:00,BLD_00039,7.99,3.5,1.84,1.88,0.77
2023-12-28 03:00:00,BLD_00039,8.83,3.22,2.0,2.1,1.51
2023-12-28 04:00:00,BLD_00039,8.1,3.34,2.14,2.15,0.47
2023-12-28 05:00:00,BLD_00039,8.03,2.82,2.08,2.07,1.06
2023-12-28 06:00:00,BLD_00039,11.11,4.77,2.67,2.6,1.06
2023-12-28 07:00:00,BLD_00039,17.07,6.5,4.21,3.97,2.39
2023-12-28 08:00:00,BLD_00039,26.32,10.78,6.5,7.05,2.0
2023-12-28 09:00:00,BLD_00039,33.99,14.44,8.23,8.71,2.61
2023-12-28 10:00:00,BLD_00039,40.04,15.48,9.06,11.18,4.32
2023-12-28 11:00:00,BLD_00039,43.68,15.66,10.05,10.87,7.1
2023-12-28 12:00:00,BLD_00039,41.2,17.59,10.73,10.64,2.24
2023-12-28 13:00:00,BLD_00039,43.87,19.06,9.69,12.1,3.02
2023-12-28 14:00:00,BLD_00039,42.64,15.79,10.2,10.19,6.47
2023-12-28 15:00:00,BLD_00039,42.49,15.33,11.21,9.69,6.25
2023-12-28 16:00:00,BLD_00039,42.38,18.33,10.84,11.58,1.63
2023-12-28 17:00:00,BLD_00039,42.6,17.03,11.9,9.64,4.04
2023-12-28 18:00:00,BLD_00039,38.73,15.81,10.21,10.47,2.25
2023-12-28 19:00:00,BLD_00039,31.03,13.54,7.15,7.19,3.15
2023-12-28 20:00:00,BLD_00039,21.92,8.72,5.82,5.46,1.92
2023-12-28 21:00:00,BLD_00039,11.98,4.86,2.72,3.19,1.21
2023-12-28 22:00:00,BLD_00039,8.06,3.09,1.88,2.17,0.93
2023-12-28 23:00:00,BLD_00039,8.84,3.75,2.27,2.07,0.75
2023-12-29 00:00:00,BLD_00039,9.38,3.62,2.31,2.4,1.05
2023-12-29 01:00:00,BLD_00039,8.9,3.7,2.3,2.1,0.8
2023-12-29 02:00:00,BLD_00039,9.06,4.0,2.11,2.46,0.49
2023-12-29 03:00:00,BLD_00039,9.75,3.48,2.3,2.71,1.26
2023-12-29 04:00:00,BLD_00039,9.09,3.96,2.06,2.05,1.01
2023-12-29 05:00:00,BLD_00039,9.15,3.5,2.36,2.4,0.89
2023-12-29 06:00:00,BLD_00039,14.06,5.47,3.4,3.81,1.38
2023-12-29 07:00:00,BLD_00039,19.6,8.28,5.38,5.45,0.5
2023-12-29 08:00:00,BLD_00039,28.36,11.72,6.52,6.33,3.79
2023-12-29 09:00:00,BLD_00039,33.78,14.76,8.52,8.59,1.92
2023-12-29 10:00:00,BLD_00039,50.29,18.33,12.92,12.48,6.56
2023-12-29 11:00:00,BLD_00039,47.41,20.85,11.91,13.11,1.54
2023-12-29 12:00:00,BLD_00039,47.27,20.68,12.06,11.4,3.13
2023-12-29 13:00:00,BLD_00039,46.41,17.99,12.36,11.83,4.23
2023-12-29 14:00:00,BLD_00039,50.56,21.4,11.19,11.4,6.57
2023-12-29 15:00:00,BLD_00039,43.76,15.73,10.24,10.75,7.05
2023-12-29 16:00:00,BLD_00039,45.33,15.95,11.29,12.68,5.42
2023-12-29 17:00:00,BLD_00039,49.23,18.95,13.67,11.13,5.48
2023-12-29 18:00:00,BLD_00039,43.1,17.24,11.46,11.71,2.68
2023-12-29 19:00:00,BLD_00039,31.33,11.75,8.18,8.04,3.37
2023-12-29 20:00:00,BLD_00039,23.06,8.19,5.87,6.4,2.6
2023-12-29 21:00:00,BLD_00039,14.74,5.18,3.46,3.52,2.58
2023-12-29 22:00:00,BLD_00039,8.98,3.36,2.32,2.0,1.3
2023-12-29 23:00:00,BLD_00039,9.84,3.61,2.41,2.38,1.45
2023-12-30 00:00:00,BLD_00039,8.96,3.46,2.4,2.19,0.91
2023-12-30 01:00:00,BLD_00039,9.18,3.75,2.11,2.06,1.26
2023-12-30 02:00:00,BLD_00039,9.16,3.53,2.5,2.4,0.73
2023-12-30 03:00:00,BLD_00039,9.69,4.12,2.53,2.19,0.84
2023-12-30 04:00:00,BLD_00039,9.65,3.77,2.52,2.22,1.14
2023-12-30 05:00:00,BLD_00039,9.04,3.65,2.06,2.28,1.05
2023-12-30 06:00:00,BLD_00039,13.78,5.74,3.76,3.17,1.11
2023-12-30 07:00:00,BLD_00039,17.17,7.54,4.18,4.65,0.8
2023-12-30 08:00:00,BLD_00039,29.56,12.3,7.4,7.06,2.79
2023-12-30 09:00:00,BLD_00039,37.37,16.7,10.02,9.08,1.58
2023-12-30 10:00:00,BLD_00039,47.73,21.43,11.3,13.12,1.88
2023-12-30 11:00:00,BLD_00039,45.28,16.42,12.55,11.99,4.33
2023-12-30 12:00:00,BLD_00039,43.55,18.04,11.13,11.98,2.39
2023-12-30 13:00:00,BLD_00039,44.21,18.86,11.16,12.19,2.0
2023-12-30 14:00:00,BLD_00039,49.18,21.35,13.53,11.02,3.28
2023-12-30 15:00:00,BLD_00039,47.3,19.31,11.73,11.8,4.45
2023-12-30 16:00:00,BLD_00039,49.49,18.9,12.26,11.48,6.85
2023-12-30 17:00:00,BLD_00039,46.27,17.36,12.01,10.51,6.39
2023-12-30 18:00:00,BLD_00039,42.21,14.96,9.61,11.47,6.17
2023-12-30 19:00:00,BLD_00039,30.41,13.22,7.32,7.33,2.54
2023-12-30 20:00:00,BLD_00039,25.42,10.9,7.04,6.13,1.34
2023-12-30 21:00:00,BLD_00039,15.03,5.92,3.91,4.18,1.02
2023-12-30 22:00:00,BLD_00039,9.47,4.13,2.13,2.3,0.91
2023-12-30 23:00:00,BLD_00039,9.67,3.4,2.23,2.49,1.55
2023-12-31 00:00:00,BLD_00039,8.51,3.55,1.93,2.21,0.83
2023-12-31 01:00:00,BLD_00039,8.75,3.46,2.27,2.1,0.93
2023-12-31 02:00:00,BLD_00039,7.69,3.12,1.76,1.87,0.93
2023-12-31 03:00:00,BLD_00039,9.14,3.54,2.42,2.4,0.79
2023-12-31 04:00:00,BLD_00039,8.49,3.24,2.27,2.12,0.86
2023-12-31 05:00:00,BLD_00039,8.7,3.21,2.3,1.98,1.2
2023-12-31 06:00:00,BLD_00039,12.93,5.52,3.46,3.07,0.88
2023-12-31 07:00:00,BLD_00039,16.21,7.08,4.27,4.38,0.49
2023-12-31 08:00:00,BLD_00039,25.98,9.38,6.82,6.79,2.99
2023-12-31 09:00:00,BLD_00039,36.38,13.87,9.61,9.2,3.7
2023-12-31 10:00:00,BLD_00039,37.7,13.63,8.78,10.03,5.25
2023-12-31 11:00:00,BLD_00039,43.86,16.54,9.66,12.27,5.39
2023-12-31 12:00:00,BLD_00039,43.24,19.14,11.07,11.59,1.44
2023-12-31 13:00:00,BLD_00039,39.56,17.71,10.74,10.03,1.08
2023-12-31 14:00:00,BLD_00039,41.35,17.95,11.21,11.19,0.99
2023-12-31 15:00:00,BLD_00039,37.23,15.25,9.25,8.88,3.83
2023-12-31 16:00:00,BLD_00039,40.02,17.38,8.93,11.03,2.68
2023-12-31 17:00:00,BLD_00039,39.42,13.8,10.89,9.75,4.98
2023-12-31 18:00:00,BLD_00039,38.33,16.85,9.44,10.02,2.02
2023-12-31 19:00:00,BLD_00039,28.36,12.7,6.65,7.63,1.37
2023-12-31 20:00:00,BLD_00039,20.33,7.69,5.02,4.48,3.15
2023-12-31 21:00:00,BLD_00039,11.51,4.38,2.84,2.97,1.32
2023-12-31 22:00:00,BLD_00039,8.86,3.36,2.45,2.16,0.89
2023-12-31 23:00:00,BLD_00039,9.15,3.4,2.32,2.43,1.01
2024-01-01 00:00:00,BLD_00039,7.71,3.01,2.13,1.74,0.83
2023-01-01 00:00:00,BLD_00031,4.08,1.63,0.9,0.96,0.58
2023-01-01 01:00:00,BLD_00031,4.23,1.56,0.99,1.17,0.51
2023-01-01 02:00:00,BLD_00031,4.24,1.65,0.97,1.06,0.56
2023-01-01 03:00:00,BLD_00031,4.3,1.78,1.06,1.04,0.41
2023-01-01 04:00:00,BLD_00031,4.2,1.73,1.06,1.09,0.32
2023-01-01 05:00:00,BLD_00031,5.85,2.05,1.48,1.57,0.75
2023-01-01 06:00:00,BLD_00031,8.46,3.04,1.91,1.91,1.6
2023-01-01 07:00:00,BLD_00031,11.39,4.65,2.6,2.87,1.28
2023-01-01 08:00:00,BLD_00031,13.47,4.77,2.97,3.2,2.54
2023-01-01 09:00:00,BLD_00031,14.1,4.98,3.13,3.2,2.79
2023-01-01 10:00:00,BLD_00031,14.59,5.5,3.34,3.41,2.34
2023-01-01 11:00:00,BLD_00031,14.34,5.6,3.73,3.42,1.59
2023-01-01 12:00:00,BLD_00031,10.9,4.31,2.8,2.44,1.36
2023-01-01 13:00:00,BLD_00031,14.07,5.32,3.81,3.6,1.35
2023-01-01 14:00:00,BLD_00031,13.64,5.03,3.06,3.58,1.98
2023-01-01 15:00:00,BLD_00031,13.88,5.46,3.66,3.55,1.21
2023-01-01 16:00:00,BLD_00031,14.37,5.92,3.39,3.25,1.81
2023-01-01 17:00:00,BLD_00031,12.66,5.41,2.85,2.93,1.48
2023-01-01 18:00:00,BLD_00031,7.85,2.92,1.98,1.92,1.02
2023-01-01 19:00:00,BLD_00031,5.82,2.4,1.58,1.51,0.33
2023-01-01 20:00:00,BLD_00031,4.3,1.76,1.08,1.07,0.38
2023-01-01 21:00:00,BLD_00031,4.2,1.8,1.06,1.03,0.31
2023-01-01 22:00:00,BLD_00031,3.94,1.75,0.87,0.9,0.42
2023-01-01 23:00:00,BLD_00031,4.38,1.83,1.08,0.98,0.48
2023-01-02 00:00:00,BLD_00031,21.15,7.83,5.55,5.53,2.24
2023-01-02 01:00:00,BLD_00031,21.73,8.24,5.62,6.02,1.86
2023-01-02 02:00:00,BLD_00031,23.71,9.85,6.47,6.24,1.15
2023-01-02 03:00:00,BLD_00031,20.45,7.36,4.89,4.96,3.25
2023-01-02 04:00:00,BLD_00031,21.43,8.87,5.22,5.12,2.21
2023-01-02 05:00:00,BLD_00031,27.66,12.16,7.32,7.4,0.78
2023-01-02 06:00:00,BLD_00031,45.64,16.96,10.99,11.91,5.79
2023-01-02 07:00:00,BLD_00031,57.13,21.92,14.6,12.58,8.03
2023-01-02 08:00:00,BLD_00031,71.56,31.72,16.94,16.27,6.63
2023-01-02 09:00:00,BLD_00031,72.67,28.12,17.73,19.05,7.78
2023-01-02 10:00:00,BLD_00031,73.46,25.89,20.36,20.25,6.96
2023-01-02 11:00:00,BLD_00031,75.25,30.6,19.73,20.65,4.27
2023-01-02 12:00:00,BLD_00031,54.38,21.37,13.37,14.7,4.94
2023-01-02 13:00:00,BLD_00031,68.21,26.72,18.38,15.39,7.72
2023-01-02 14:00:00,BLD_00031,70.37,26.71,19.26,15.76,8.65
2023-01-02 15:00:00,BLD_00031,66.89,28.51,16.3,18.32,3.76
2023-01-02 16:00:00,BLD_00031,71.34,25.53,17.39,18.22,10.2
2023-01-02 17:00:00,BLD_00031,56.43,23.99,14.54,13.39,4.51
2023-01-02 18:00:00,BLD_00031,44.59,17.41,12.07,10.1,5.02
2023-01-02 19:00:00,BLD_00031,28.17,11.05,7.66,7.16,2.3
2023-01-02 20:00:00,BLD_00031,21.37,8.97,4.83,5.76,1.81
2023-01-02 21:00:00,BLD_00031,20.54,8.24,5.63,5.75,0.92
2023-01-02 22:00:00,BLD_00031,19.56,8.3,5.17,5.22,0.86
2023-01-02 23:00:00,BLD_00031,20.72,8.84,5.68,5.71,0.49
2023-01-03 00:00:00,BLD_00031,19.79,6.93,5.45,5.48,1.93
2023-01-03 01:00:00,BLD_00031,20.91,8.62,5.16,4.9,2.24
2023-01-03 02:00:00,BLD_00031,20.97,9.0,4.83,5.58,1.56
2023-01-03 03:00:00,BLD_00031,21.1,9.13,4.77,5.03,2.18
2023-01-03 04:00:00,BLD_00031,21.45,8.99,5.62,4.87,1.97
2023-01-03 05:00:00,BLD_00031,27.36,10.8,6.65,7.13,2.77
2023-01-03 06:00:00,BLD_00031,42.55,18.28,9.9,9.83,4.54
2023-01-03 07:00:00,BLD_00031,61.81,26.7,14.41,17.12,3.59
2023-01-03 08:00:00,BLD_00031,74.84,26.71,17.83,17.57,12.73
2023-01-03 09:00:00,BLD_00031,68.15,25.12,18.16,18.94,5.93
2023-01-03 10:00:00,BLD_00031,68.44,29.24,16.08,16.08,7.03
2023-01-03 11:00:00,BLD_00031,67.03,28.81,14.81,16.26,7.16
2023-01-03 12:00:00,BLD_00031,59.45,23.09,14.25,15.64,6.47
2023-01-03 13:00:00,BLD_00031,74.02,27.67,19.18,18.43,8.73
2023-01-03 14:00:00,BLD_00031,71.44,31.1,19.49,16.8,4.03
2023-01-03 15:00:00,BLD_00031,70.32,26.98,18.47,15.5,9.38
2023-01-03 16:00:00,BLD_00031,67.65,28.34,17.07,16.2,6.05
2023-01-03 17:00:00,BLD_00031,58.05,25.46,15.81,13.6,3.18
2023-01-03 18:00:00,BLD_00031,42.31,16.52,9.49,9.64,6.66
2023-01-03 19:00:00,BLD_00031,28.66,10.38,6.91,6.36,5.02
2023-01-03 20:00:00,BLD_00031,20.71,7.79,5.55,5.71,1.66
2023-01-03 21:00:00,BLD_00031,19.34,7.88,4.29,4.64,2.53
2023-01-03 22:00:00,BLD_00031,20.36,8.73,4.5,4.82,2.31
2023-01-03 23:00:00,BLD_00031,20.46,7.31,5.03,5.08,3.05
2023-01-04 00:00:00,BLD_00031,19.85,7.14,5.35,5.23,2.13
2023-01-04 01:00:00,BLD_00031,20.34,9.15,4.51,5.11,1.58
2023-01-04 02:00:00,BLD_00031,20.57,8.71,5.68,5.17,1.0
2023-01-04 03:00:00,BLD_00031,22.01,8.6,5.34,6.02,2.06
2023-01-04 04:00:00,BLD_00031,21.22,8.97,5.52,4.88,1.86
2023-01-04 05:00:00,BLD_00031,25.36,11.19,5.65,7.08,1.44
2023-01-04 06:00:00,BLD_00031,39.2,17.3,10.12,9.62,2.15
2023-01-04 07:00:00,BLD_00031,57.78,21.22,15.75,13.22,7.59
2023-01-04 08:00:00,BLD_00031,71.82,28.05,16.68,18.13,8.97
2023-01-04 09:00:00,BLD_00031,69.4,29.97,17.4,18.66,3.37
2023-01-04 10:00:00,BLD_00031,72.05,31.7,17.73,17.56,5.06
2023-01-04 11:00:00,BLD_00031,71.08,30.17,17.61,17.3,6.0
2023-01-04 12:00:00,BLD_00031,55.51,20.0,12.88,13.15,9.48
2023-01-04 13:00:00,BLD_00031,71.28,26.26,17.19,16.48,11.34
2023-01-04 14:00:00,BLD_00031,72.79,27.6,16.7,19.6,8.9
2023-01-04 15:00:00,BLD_00031,69.82,26.43,17.06,19.11,7.22
2023-01-04 16:00:00,BLD_00031,67.73,26.81,16.67,16.61,7.65
2023-01-04 17:00:00,BLD_00031,56.61,21.4,14.53,14.7,5.96
2023-01-04 18:00:00,BLD_00031,39.68,17.12,10.41,10.2,1.96
2023-01-04 19:00:00,BLD_00031,29.02,11.16,6.58,7.7,3.59
2023-01-04 20:00:00,BLD_00031,22.26,8.27,6.05,5.83,2.11
2023-01-04 21:00:00,BLD_00031,21.59,9.18,5.37,5.14,1.9
2023-01-04 22:00:00,BLD_00031,20.97,7.89,4.94,5.19,2.94
2023-01-04 23:00:00,BLD_00031,21.67,9.39,4.87,5.74,1.67
2023-01-05 00:00:00,BLD_00031,20.11,8.06,4.52,4.79,2.74
2023-01-05 01:00:00,BLD_00031,21.39,8.34,5.62,5.04,2.39
2023-01-05 02:00:00,BLD_00031,21.68,7.99,5.96,5.2,2.53
2023-01-05 03:00:00,BLD_00031,21.53,9.43,5.72,5.31,1.07
2023-01-05 04:00:00,BLD_00031,19.64,8.12,4.56,4.92,2.04
2023-01-05 05:00:00,BLD_00031,27.07,10.2,6.48,7.17,3.22
2023-01-05 06:00:00,BLD_00031,45.18,16.69,11.03,12.55,4.91
2023-01-05 07:00:00,BLD_00031,57.72,21.31,14.04,14.13,8.24
2023-01-05 08:00:00,BLD_00031,67.58,27.04,18.49,17.44,4.61
2023-01-05 09:00:00,BLD_00031,69.02,25.16,16.59,16.94,10.33
2023-01-05 10:00:00,BLD_00031,65.41,24.94,17.42,14.45,8.6
2023-01-05 11:00:00,BLD_00031,70.24,30.22,16.25,16.93,6.85
2023-01-05 12:00:00,BLD_00031,58.19,26.0,14.68,14.06,3.45
2023-01-05 13:00:00,BLD_00031,68.25,23.98,18.76,16.26,9.25
2023-01-05 14:00:00,BLD_00031,71.97,30.69,17.69,19.65,3.94
2023-01-05 15:00:00,BLD_00031,70.84,27.38,18.5,17.87,7.09
2023-01-05 16:00:00,BLD_00031,64.19,27.19,15.81,17.12,4.07
2023-01-05 17:00:00,BLD_00031,53.21,22.52,13.08,14.21,3.41
2023-01-05 18:00:00,BLD_00031,42.11,18.55,11.55,11.24,0.76
2023-01-05 19:00:00,BLD_00031,29.25,12.24,6.81,7.54,2.66
2023-01-05 20:00:00,BLD_00031,21.08,8.16,4.66,5.71,2.56
2023-01-05 21:00:00,BLD_00031,21.05,8.04,4.9,4.95,3.16
2023-01-05 22:00:00,BLD_00031,21.44,9.3,4.92,5.91,1.31
2023-01-05 23:00:00,BLD_00031,22.99,9.02,6.43,5.57,1.97
2023-01-06 00:00:00,BLD_00031,18.09,7.01,4.93,4.11,2.05
2023-01-06 01:00:00,BLD_00031,18.73,7.55,4.7,5.11,1.37
2023-01-06 02:00:00,BLD_00031,20.45,7.93,5.48,5.2,1.83
2023-01-06 03:00:00,BLD_00031,19.37,6.96,4.55,4.91,2.95
2023-01-06 04:00:00,BLD_00031,18.23,7.2,4.58,4.56,1.89
2023-01-06 05:00:00,BLD_00031,22.98,8.99,6.08,6.25,1.66
2023-01-06 06:00:00,BLD_00031,38.71,13.66,9.43,9.4,6.22
2023-01-06 07:00:00,BLD_00031,50.4,19.15,12.96,11.78,6.51
2023-01-06 08:00:00,BLD_00031,63.1,22.44,14.77,17.08,8.82
2023-01-06 09:00:00,BLD_00031,62.18,22.49,16.41,15.27,8.01
2023-01-06 10:00:00,BLD_00031,57.64,21.25,16.03,15.58,4.78
2023-01-06 11:00:00,BLD_00031,60.25,24.81,16.08,16.42,2.94
2023-01-06 12:00:00,BLD_00031,49.71,19.49,11.57,11.57,7.08
2023-01-06 13:00:00,BLD_00031,65.64,24.1,15.67,17.82,8.05
2023-01-06 14:00:00,BLD_00031,63.13,25.99,15.23,14.9,7.01
2023-01-06 15:00:00,BLD_00031,57.39,21.61,13.92,15.06,6.8
2023-01-06 16:00:00,BLD_00031,67.28,26.37,16.72,17.49,6.7
2023-01-06 17:00:00,BLD_00031,52.07,18.59,13.56,14.15,5.77
2023-01-06 18:00:00,BLD_00031,37.82,14.26,9.26,9.19,5.11
2023-01-06 19:00:00,BLD_00031,24.9,10.08,5.72,5.54,3.56
2023-01-06 20:00:00,BLD_00031,19.49,8.11,4.93,4.39,2.06
2023-01-06 21:00:00,BLD_00031,18.85,7.5,4.68,4.72,1.94
2023-01-06 22:00:00,BLD_00031,19.45,7.75,5.26,4.83,1.62
2023-01-06 23:00:00,BLD_00031,17.19,6.94,4.41,4.54,1.3
2023-01-07 00:00:00,BLD_00031,6.48,2.81,1.68,1.48,0.51
2023-01-07 01:00:00,BLD_00031,6.37,2.39,1.7,1.76,0.52
2023-01-07 02:00:00,BLD_00031,6.04,2.37,1.55,1.58,0.54
2023-01-07 03:00:00,BLD_00031,6.28,2.23,1.45,1.4,1.2
2023-01-07 04:00:00,BLD_00031,6.8,2.73,1.73,1.5,0.83
2023-01-07 05:00:00,BLD_00031,8.61,3.06,2.14,2.24,1.17
2023-01-07 06:00:00,BLD_00031,12.48,4.73,3.42,2.86,1.47
2023-01-07 07:00:00,BLD_00031,16.2,6.08,4.0,4.1,2.02
2023-01-07 08:00:00,BLD_00031,22.82,8.52,6.28,5.17,2.86
2023-01-07 09:00:00,BLD_00031,20.13,8.78,4.97,5.15,1.23
2023-01-07 10:00:00,BLD_00031,23.92,10.58,5.33,6.01,1.99
2023-01-07 11:00:00,BLD_00031,21.23,7.45,4.96,5.21,3.61
2023-01-07 12:00:00,BLD_00031,16.96,6.71,4.37,3.81,2.07
2023-01-07 13:00:00,BLD_00031,20.34,8.58,4.96,5.29,1.51
2023-01-07 14:00:00,BLD_00031,22.14,7.77,4.93,5.84,3.59
2023-01-07 15:00:00,BLD_00031,22.29,8.07,5.31,5.23,3.69
2023-01-07 16:00:00,BLD_00031,20.45,8.19,4.68,5.13,2.45
2023-01-07 17:00:00,BLD_00031,16.7,6.04,3.7,4.66,2.29
2023-01-07 18:00:00,BLD_00031,13.96,5.87,3.8,3.07,1.21
2023-01-07 19:00:00,BLD_00031,8.12,3.33,1.87,1.8,1.12
