mix_design,rubber_content_pct,applied_stress_level,applied_stress_MPa,specimen_number,temperature_C,total_strain_microstrain,thermal_strain_component,load_strain_component,LITS_component,heating_rate_C_min
RC-0,0,0.4,18.0,1,44.9,846.5,241.0,616.9,0.0,5.0
RC-0,0,0.4,18.0,1,52.2,953.7,321.4,622.7,0.0,5.0
RC-0,0,0.4,18.0,1,59.5,1032.6,401.7,628.7,0.0,5.0
RC-0,0,0.4,18.0,1,66.8,1100.4,482.1,634.8,0.0,5.0
RC-0,0,0.4,18.0,1,74.1,1191.0,562.4,641.0,0.0,5.0
RC-0,0,0.4,18.0,1,81.4,1307.8,642.7,647.3,0.0,5.0
RC-0,0,0.4,18.0,1,88.7,1399.8,723.1,653.7,0.0,5.0
RC-0,0,0.4,18.0,1,96.0,1471.8,803.4,660.3,0.0,5.0
RC-0,0,0.4,18.0,1,103.3,1552.7,883.8,667.0,5.2,5.0
RC-0,0,0.4,18.0,1,110.6,1646.8,964.1,673.8,15.4,5.0
RC-0,0,0.4,18.0,1,117.9,1758.0,1044.4,680.8,24.5,5.0
RC-0,0,0.4,18.0,1,125.3,1846.6,1124.8,687.9,32.7,5.0
RC-0,0,0.4,18.0,1,132.6,1916.3,1205.1,695.2,40.1,5.0
RC-0,0,0.4,18.0,1,139.9,2050.5,1285.5,702.6,46.9,5.0
RC-0,0,0.4,18.0,1,147.2,2149.4,1365.8,710.2,53.2,5.0
RC-0,0,0.4,18.0,1,154.5,2234.2,1446.2,718.0,58.9,5.0
RC-0,0,0.4,18.0,1,161.8,2300.4,1526.5,725.9,64.4,5.0
RC-0,0,0.4,18.0,1,169.1,2400.7,1606.8,734.0,69.4,5.0
RC-0,0,0.4,18.0,1,176.4,2475.8,1687.2,742.3,74.2,5.0
RC-0,0,0.4,18.0,1,183.7,2620.9,1767.5,750.8,78.7,5.0
RC-0,0,0.4,18.0,1,191.0,2684.9,1847.9,759.5,82.9,5.0
RC-0,0,0.4,18.0,1,198.3,2818.5,1928.2,768.4,87.0,5.0
RC-0,0,0.4,18.0,1,205.6,2906.1,2008.5,777.4,90.8,5.0
RC-0,0,0.4,18.0,1,212.9,2956.6,2088.9,786.8,94.5,5.0
RC-0,0,0.4,18.0,1,220.2,3052.9,2169.2,796.3,98.0,5.0
RC-0,0,0.4,18.0,1,227.5,3164.0,2249.6,806.1,101.4,5.0
RC-0,0,0.4,18.0,1,234.8,3224.2,2329.9,816.1,104.6,5.0
RC-0,0,0.4,18.0,1,242.1,3337.7,2410.3,826.3,107.7,5.0
RC-0,0,0.4,18.0,1,249.4,3430.0,2490.6,836.8,110.7,5.0
RC-0,0,0.4,18.0,1,256.7,3559.9,2570.9,847.6,113.5,5.0
RC-0,0,0.4,18.0,1,264.0,3628.7,2651.3,858.7,116.3,5.0
RC-0,0,0.4,18.0,1,271.3,3716.4,2731.6,870.1,119.0,5.0
RC-0,0,0.4,18.0,1,278.6,3805.9,2812.0,881.8,121.6,5.0
RC-0,0,0.4,18.0,1,285.9,3923.6,2892.3,893.7,124.1,5.0
RC-0,0,0.4,18.0,1,293.2,3997.8,2972.6,906.1,126.6,5.0
RC-0,0,0.4,18.0,1,300.5,4099.9,3053.0,918.7,128.9,5.0
RC-0,0,0.4,18.0,1,307.8,4186.7,3133.3,931.8,131.2,5.0
RC-0,0,0.4,18.0,1,315.2,4269.5,3213.7,945.2,133.5,5.0
RC-0,0,0.4,18.0,1,322.5,4373.7,3294.0,959.0,135.6,5.0
RC-0,0,0.4,18.0,1,329.8,4477.7,3374.4,973.2,137.8,5.0
RC-0,0,0.4,18.0,1,337.1,4578.3,3454.7,987.8,139.8,5.0
RC-0,0,0.4,18.0,1,344.4,4676.4,3535.0,1002.9,141.8,5.0
RC-0,0,0.4,18.0,1,351.7,4776.2,3615.4,1018.4,143.8,5.0
RC-0,0,0.4,18.0,1,359.0,4868.5,3695.7,1034.4,145.7,5.0
RC-0,0,0.4,18.0,1,366.3,4994.8,3776.1,1051.0,147.6,5.0
RC-0,0,0.4,18.0,1,373.6,5088.1,3856.4,1068.0,149.4,5.0
RC-0,0,0.4,18.0,1,380.9,5171.6,3936.7,1085.7,151.2,5.0
RC-0,0,0.4,18.0,1,388.2,5277.8,4017.1,1103.9,152.9,5.0
RC-0,0,0.4,18.0,1,395.5,5369.3,4097.4,1122.8,154.6,5.0
RC-0,0,0.4,18.0,1,402.8,5498.3,4177.9,1206.8,156.3,5.0
RC-0,0,0.4,18.0,1,410.1,5642.2,4259.2,1224.7,157.9,5.0
RC-0,0,0.4,18.0,1,417.4,5749.2,4341.8,1243.3,159.6,5.0
RC-0,0,0.4,18.0,1,424.7,5824.8,4425.5,1262.4,161.1,5.0
RC-0,0,0.4,18.0,1,432.0,5962.7,4510.4,1282.1,162.7,5.0
RC-0,0,0.4,18.0,1,439.3,6058.9,4596.5,1302.4,164.2,5.0
RC-0,0,0.4,18.0,1,446.6,6177.9,4683.7,1323.4,165.7,5.0
RC-0,0,0.4,18.0,1,453.9,6280.6,4772.2,1345.1,167.1,5.0
RC-0,0,0.4,18.0,1,461.2,6416.5,4861.7,1367.5,168.6,5.0
RC-0,0,0.4,18.0,1,468.5,6516.5,4952.5,1390.6,170.0,5.0
RC-0,0,0.4,18.0,1,475.8,6645.4,5044.5,1414.5,171.4,5.0
RC-0,0,0.4,18.0,1,483.1,6765.9,5137.6,1439.3,172.7,5.0
RC-0,0,0.4,18.0,1,490.4,6854.1,5231.9,1465.0,174.1,5.0
RC-0,0,0.4,18.0,1,497.7,6983.2,5327.3,1491.6,175.4,5.0
RC-0,0,0.4,18.0,1,505.1,7126.6,5423.9,1519.2,176.7,5.0
RC-0,0,0.4,18.0,1,512.4,7242.0,5521.8,1547.8,177.9,5.0
RC-0,0,0.4,18.0,1,519.7,7373.9,5620.7,1577.5,179.2,5.0
RC-0,0,0.4,18.0,1,527.0,7529.0,5720.9,1608.4,180.4,5.0
RC-0,0,0.4,18.0,1,534.3,7639.8,5822.2,1640.5,181.6,5.0
RC-0,0,0.4,18.0,1,541.6,7767.0,5924.7,1674.0,182.8,5.0
RC-0,0,0.4,18.0,1,548.9,7908.7,6028.4,1708.8,184.0,5.0
RC-0,0,0.4,18.0,1,556.2,8096.3,6133.3,1745.1,185.2,5.0
RC-0,0,0.4,18.0,1,563.5,8205.9,6239.3,1783.0,186.3,5.0
RC-0,0,0.4,18.0,1,570.8,8336.0,6346.5,1822.5,187.5,5.0
RC-0,0,0.4,18.0,1,578.1,8480.8,6454.8,1863.9,188.6,5.0
RC-0,0,0.4,18.0,1,585.4,8651.8,6564.4,1907.1,189.7,5.0
RC-0,0,0.4,18.0,1,592.7,8815.4,6675.1,1952.5,190.8,5.0
RC-0,0,0.4,18.0,1,600.0,8993.1,6787.0,2000.0,191.8,5.0
RC-0,0,0.4,18.0,2,23.0,612.8,0.0,600.0,0.0,5.0
RC-0,0,0.4,18.0,2,30.3,685.8,80.3,605.5,0.0,5.0
RC-0,0,0.4,18.0,2,37.6,765.0,160.7,611.2,0.0,5.0
RC-0,0,0.4,18.0,2,44.9,863.0,241.0,616.9,0.0,5.0
RC-0,0,0.4,18.0,2,52.2,917.9,321.4,622.7,0.0,5.0
RC-0,0,0.4,18.0,2,59.5,1060.1,401.7,628.7,0.0,5.0
RC-0,0,0.4,18.0,2,66.8,1126.6,482.1,634.8,0.0,5.0
RC-0,0,0.4,18.0,2,74.1,1216.4,562.4,641.0,0.0,5.0
RC-0,0,0.4,18.0,2,81.4,1273.9,642.7,647.3,0.0,5.0
RC-0,0,0.4,18.0,2,88.7,1396.0,723.1,653.7,0.0,5.0
RC-0,0,0.4,18.0,2,96.0,1456.8,803.4,660.3,0.0,5.0
RC-0,0,0.4,18.0,2,103.3,1541.6,883.8,667.0,5.2,5.0
RC-0,0,0.4,18.0,2,110.6,1652.8,964.1,673.8,15.4,5.0
RC-0,0,0.4,18.0,2,117.9,1748.8,1044.4,680.8,24.5,5.0
RC-0,0,0.4,18.0,2,125.3,1829.2,1124.8,687.9,32.7,5.0
RC-0,0,0.4,18.0,2,132.6,1927.0,1205.1,695.2,40.1,5.0
RC-0,0,0.4,18.0,2,139.9,2020.4,1285.5,702.6,46.9,5.0
RC-0,0,0.4,18.0,2,147.2,2114.7,1365.8,710.2,53.2,5.0
RC-0,0,0.4,18.0,2,154.5,2217.3,1446.2,718.0,58.9,5.0
RC-0,0,0.4,18.0,2,161.8,2295.9,1526.5,725.9,64.4,5.0
RC-0,0,0.4,18.0,2,169.1,2399.9,1606.8,734.0,69.4,5.0
RC-0,0,0.4,18.0,2,176.4,2519.4,1687.2,742.3,74.2,5.0
RC-0,0,0.4,18.0,2,183.7,2609.3,1767.5,750.8,78.7,5.0
RC-0,0,0.4,18.0,2,191.0,2674.5,1847.9,759.5,82.9,5.0
RC-0,0,0.4,18.0,2,198.3,2797.9,1928.2,768.4,87.0,5.0
RC-0,0,0.4,18.0,2,205.6,2847.3,2008.5,777.4,90.8,5.0
RC-0,0,0.4,18.0,2,212.9,3006.6,2088.9,786.8,94.5,5.0
RC-0,0,0.4,18.0,2,220.2,3083.0,2169.2,796.3,98.0,5.0
RC-0,0,0.4,18.0,2,227.5,3148.6,2249.6,806.1,101.4,5.0
RC-0,0,0.4,18.0,2,234.8,3256.3,2329.9,816.1,104.6,5.0
RC-0,0,0.4,18.0,2,242.1,3323.2,2410.3,826.3,107.7,5.0
RC-0,0,0.4,18.0,2,249.4,3439.0,2490.6,836.8,110.7,5.0
RC-0,0,0.4,18.0,2,256.7,3529.4,2570.9,847.6,113.5,5.0
RC-0,0,0.4,18.0,2,264.0,3613.8,2651.3,858.7,116.3,5.0
RC-0,0,0.4,18.0,2,271.3,3713.7,2731.6,870.1,119.0,5.0
RC-0,0,0.4,18.0,2,278.6,3806.8,2812.0,881.8,121.6,5.0
RC-0,0,0.4,18.0,2,285.9,3893.2,2892.3,893.7,124.1,5.0
RC-0,0,0.4,18.0,2,293.2,3992.4,2972.6,906.1,126.6,5.0
RC-0,0,0.4,18.0,2,300.5,4079.0,3053.0,918.7,128.9,5.0
RC-0,0,0.4,18.0,2,307.8,4209.2,3133.3,931.8,131.2,5.0
RC-0,0,0.4,18.0,2,315.2,4278.3,3213.7,945.2,133.5,5.0
RC-0,0,0.4,18.0,2,322.5,4370.3,3294.0,959.0,135.6,5.0
RC-0,0,0.4,18.0,2,329.8,4497.9,3374.4,973.2,137.8,5.0
RC-0,0,0.4,18.0,2,337.1,4587.8,3454.7,987.8,139.8,5.0
RC-0,0,0.4,18.0,2,344.4,4691.8,3535.0,1002.9,141.8,5.0
RC-0,0,0.4,18.0,2,351.7,4791.3,3615.4,1018.4,143.8,5.0
RC-0,0,0.4,18.0,2,359.0,4904.9,3695.7,1034.4,145.7,5.0
RC-0,0,0.4,18.0,2,366.3,4972.3,3776.1,1051.0,147.6,5.0
RC-0,0,0.4,18.0,2,373.6,5052.0,3856.4,1068.0,149.4,5.0
RC-0,0,0.4,18.0,2,380.9,5177.7,3936.7,1085.7,151.2,5.0
RC-0,0,0.4,18.0,2,388.2,5263.9,4017.1,1103.9,152.9,5.0
RC-0,0,0.4,18.0,2,395.5,5360.5,4097.4,1122.8,154.6,5.0
RC-0,0,0.4,18.0,2,402.8,5542.4,4177.9,1206.8,156.3,5.0
RC-0,0,0.4,18.0,2,410.1,5654.9,4259.2,1224.7,157.9,5.0
RC-0,0,0.4,18.0,2,417.4,5732.1,4341.8,1243.3,159.6,5.0
RC-0,0,0.4,18.0,2,424.7,5868.1,4425.5,1262.4,161.1,5.0
RC-0,0,0.4,18.0,2,432.0,5940.3,4510.4,1282.1,162.7,5.0
RC-0,0,0.4,18.0,2,439.3,6059.4,4596.5,1302.4,164.2,5.0
RC-0,0,0.4,18.0,2,446.6,6178.6,4683.7,1323.4,165.7,5.0
RC-0,0,0.4,18.0,2,453.9,6278.5,4772.2,1345.1,167.1,5.0
RC-0,0,0.4,18.0,2,461.2,6371.1,4861.7,1367.5,168.6,5.0
RC-0,0,0.4,18.0,2,468.5,6527.0,4952.5,1390.6,170.0,5.0
RC-0,0,0.4,18.0,2,475.8,6621.0,5044.5,1414.5,171.4,5.0
RC-0,0,0.4,18.0,2,483.1,6760.8,5137.6,1439.3,172.7,5.0
RC-0,0,0.4,18.0,2,490.4,6851.9,5231.9,1465.0,174.1,5.0
RC-0,0,0.4,18.0,2,497.7,6977.9,5327.3,1491.6,175.4,5.0
RC-0,0,0.4,18.0,2,505.1,7132.7,5423.9,1519.2,176.7,5.0
RC-0,0,0.4,18.0,2,512.4,7252.6,5521.8,1547.8,177.9,5.0
RC-0,0,0.4,18.0,2,519.7,7370.9,5620.7,1577.5,179.2,5.0
RC-0,0,0.4,18.0,2,527.0,7515.1,5720.9,1608.4,180.4,5.0
RC-0,0,0.4,18.0,2,534.3,7630.1,5822.2,1640.5,181.6,5.0
RC-0,0,0.4,18.0,2,541.6,7783.2,5924.7,1674.0,182.8,5.0
RC-0,0,0.4,18.0,2,548.9,7923.1,6028.4,1708.8,184.0,5.0
RC-0,0,0.4,18.0,2,556.2,8057.9,6133.3,1745.1,185.2,5.0
RC-0,0,0.4,18.0,2,563.5,8196.0,6239.3,1783.0,186.3,5.0
RC-0,0,0.4,18.0,2,570.8,8357.5,6346.5,1822.5,187.5,5.0
RC-0,0,0.4,18.0,2,578.1,8506.5,6454.8,1863.9,188.6,5.0
RC-0,0,0.4,18.0,2,585.4,8654.2,6564.4,1907.1,189.7,5.0
RC-0,0,0.4,18.0,2,592.7,8802.8,6675.1,1952.5,190.8,5.0
RC-0,0,0.4,18.0,2,600.0,8979.0,6787.0,2000.0,191.8,5.0
RC-10,10,0.0,0.0,1,23.0,-6.9,0.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,30.3,86.7,102.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,37.6,205.2,204.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,44.9,330.9,306.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,52.2,403.5,409.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,59.5,533.7,511.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,66.8,645.2,613.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,74.1,701.5,715.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,81.4,818.2,818.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,88.7,951.8,920.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,96.0,1020.7,1022.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,103.3,1125.3,1124.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,110.6,1202.0,1227.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,117.9,1321.3,1329.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,125.3,1439.9,1431.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,132.6,1570.2,1533.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,139.9,1633.1,1636.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,147.2,1713.4,1738.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,154.5,1819.5,1840.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,161.8,1942.3,1942.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,169.1,2062.7,2045.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,176.4,2156.9,2147.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,183.7,2256.5,2249.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,191.0,2371.5,2351.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,198.3,2443.3,2454.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,205.6,2556.6,2556.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,212.9,2650.8,2658.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,220.2,2756.8,2760.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,227.5,2848.0,2863.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,234.8,2960.2,2965.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,242.1,3067.2,3067.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,249.4,3164.3,3169.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,256.7,3269.7,3272.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,264.0,3380.4,3374.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,271.3,3495.2,3476.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,278.6,3598.5,3578.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,285.9,3692.5,3681.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,293.2,3764.5,3783.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,300.5,3880.2,3885.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,307.8,3983.8,3987.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,315.2,4080.3,4090.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,322.5,4197.5,4192.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,329.8,4270.7,4294.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,337.1,4422.3,4396.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,344.4,4517.1,4499.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,351.7,4608.6,4601.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,359.0,4702.7,4703.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,366.3,4824.3,4805.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,373.6,4918.5,4908.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,380.9,5027.0,5010.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,388.2,5111.8,5112.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,395.5,5241.8,5214.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,402.8,5334.8,5317.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,410.1,5428.5,5420.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,417.4,5544.8,5525.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,424.7,5626.2,5632.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,432.0,5723.0,5740.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,439.3,5854.9,5850.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,446.6,5960.3,5961.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,453.9,6070.7,6073.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,461.2,6205.9,6187.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,468.5,6305.7,6303.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,475.8,6424.2,6420.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,483.1,6533.8,6538.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,490.4,6671.9,6658.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,497.7,6790.7,6780.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,505.1,6916.3,6903.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,512.4,7020.2,7027.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,519.7,7173.2,7153.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,527.0,7308.7,7281.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,534.3,7422.7,7410.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,541.6,7528.4,7540.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,548.9,7660.5,7672.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,556.2,7800.3,7806.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,563.5,7932.4,7940.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,570.8,8076.3,8077.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,578.1,8224.7,8215.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,585.4,8359.0,8354.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,592.7,8498.6,8495.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,1,600.0,8634.4,8638.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,23.0,-1.1,0.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,30.3,114.2,102.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,37.6,174.3,204.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,44.9,306.6,306.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,52.2,413.3,409.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,59.5,523.0,511.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,66.8,598.4,613.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,74.1,699.8,715.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,81.4,826.8,818.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,88.7,891.7,920.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,96.0,1042.5,1022.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,103.3,1128.2,1124.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,110.6,1250.4,1227.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,117.9,1313.0,1329.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,125.3,1425.0,1431.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,132.6,1497.7,1533.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,139.9,1624.1,1636.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,147.2,1735.5,1738.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,154.5,1811.1,1840.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,161.8,1936.9,1942.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,169.1,2015.3,2045.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,176.4,2143.5,2147.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,183.7,2266.8,2249.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,191.0,2351.3,2351.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,198.3,2478.9,2454.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,205.6,2568.1,2556.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,212.9,2678.8,2658.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,220.2,2749.4,2760.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,227.5,2851.3,2863.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,234.8,2970.5,2965.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,242.1,3043.9,3067.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,249.4,3176.9,3169.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,256.7,3267.2,3272.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,264.0,3394.3,3374.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,271.3,3486.8,3476.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,278.6,3595.3,3578.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,285.9,3669.8,3681.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,293.2,3799.1,3783.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,300.5,3907.3,3885.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,307.8,3987.3,3987.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,315.2,4079.0,4090.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,322.5,4181.6,4192.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,329.8,4313.2,4294.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,337.1,4437.2,4396.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,344.4,4484.4,4499.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,351.7,4585.5,4601.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,359.0,4717.5,4703.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,366.3,4794.6,4805.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,373.6,4923.4,4908.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,380.9,5017.4,5010.4,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,388.2,5112.3,5112.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,395.5,5221.5,5214.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,402.8,5323.0,5317.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,410.1,5418.2,5420.8,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,417.4,5499.6,5525.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,424.7,5635.2,5632.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,432.0,5764.1,5740.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,439.3,5825.9,5850.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,446.6,5946.6,5961.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,453.9,6080.0,6073.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,461.2,6188.3,6187.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,468.5,6309.4,6303.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,475.8,6409.7,6420.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,483.1,6556.2,6538.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,490.4,6659.4,6658.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,497.7,6790.7,6780.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,505.1,6908.0,6903.2,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,512.4,7030.3,7027.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,519.7,7163.1,7153.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,527.0,7283.9,7281.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,534.3,7392.3,7410.1,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,541.6,7556.9,7540.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,548.9,7684.8,7672.5,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,556.2,7774.4,7806.0,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,563.5,7931.1,7940.9,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,570.8,8093.0,8077.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,578.1,8187.9,8215.3,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,585.4,8368.8,8354.7,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,592.7,8493.5,8495.6,0.0,0.0,5.0
RC-10,10,0.0,0.0,2,600.0,8658.1,8638.0,0.0,0.0,5.0
RC-10,10,0.2,7.38,1,23.0,331.3,0.0,331.3,0.0,5.0
RC-10,10,0.2,7.38,1,30.3,425.8,102.3,334.3,0.0,5.0
RC-10,10,0.2,7.38,1,37.6,546.6,204.5,337.5,0.0,5.0
RC-10,10,0.2,7.38,1,44.9,646.9,306.8,340.6,0.0,5.0
RC-10,10,0.2,7.38,1,52.2,740.7,409.0,343.9,0.0,5.0
RC-10,10,0.2,7.38,1,59.5,891.7,511.3,347.1,0.0,5.0
