rubber_content_pct,temperature_C,thermal_expansion_coeff_per_K,transient_thermal_strain
20,693.1313131313132,3.9914966981259135e-05,0.0
20,703.0303030303031,4.03427702737929e-05,3.1067336998455115e-05
20,712.929292929293,4.073755808439848e-05,4.740714752360248e-05
20,722.8282828282829,4.0699853838290007e-05,0.0
20,732.7272727272727,4.0511644688226366e-05,0.0
20,742.6262626262627,3.979138106849118e-05,6.372201139244517e-05
20,752.5252525252525,4.101883745766052e-05,0.0
20,762.4242424242425,4.180738436075322e-05,8.651609074285844e-05
20,772.3232323232323,4.109095390188979e-05,0.0
20,782.2222222222223,4.1201012203971206e-05,9.770161064166014e-06
20,792.1212121212121,4.1220283259138166e-05,9.59303166938104e-05
20,802.0202020202021,4.117020010261797e-05,0.0
20,811.9191919191919,4.147512591272699e-05,0.0
20,821.8181818181819,4.124459593150193e-05,1.4775584579516938e-05
20,831.7171717171718,4.0928186667698624e-05,0.0
20,841.6161616161617,4.072414695913704e-05,0.0
20,851.5151515151516,4.103527074811725e-05,0.0
20,861.4141414141415,4.135443848559907e-05,0.0
20,871.3131313131314,4.107694841842842e-05,6.144282751002797e-05
20,881.2121212121212,4.142977540217178e-05,2.3053901614821757e-05
20,891.1111111111112,4.152979728907244e-05,1.2531411605165103e-05
20,901.010101010101,4.1764428099473475e-05,4.042855034450584e-05
20,910.909090909091,4.2026852029874043e-05,0.0
20,920.8080808080808,4.1462074416310134e-05,0.0
20,930.7070707070708,4.0806798586113045e-05,0.0
20,940.6060606060606,4.132575098189344e-05,8.915205523044511e-08
20,950.5050505050506,4.155795047562249e-05,0.0
20,960.4040404040404,4.065565097544681e-05,0.0
20,970.3030303030304,4.230548377520276e-05,0.0
20,980.2020202020203,4.171995663302291e-05,0.0001062278114914507
20,990.1010101010102,4.1877060255673985e-05,0.0
20,1000.0,4.2406763231263136e-05,0.0
