mix_design,rubber_content_pct,specimen_number,temperature_C,thermal_strain_microstrain,instantaneous_CTE_per_C
RC-15,15,1,297.7,4300.6,15.5
RC-15,15,1,305.5,4419.0,15.5
RC-15,15,1,313.4,4539.5,15.5
RC-15,15,1,321.2,4667.6,15.5
RC-15,15,1,329.1,4777.3,15.5
RC-15,15,1,336.9,4926.1,15.5
RC-15,15,1,344.8,5049.2,15.5
RC-15,15,1,352.6,5160.0,15.5
RC-15,15,1,360.5,5280.9,15.5
RC-15,15,1,368.3,5397.9,15.5
RC-15,15,1,376.2,5530.4,15.5
RC-15,15,1,384.0,5641.3,15.5
RC-15,15,1,391.9,5748.9,15.5
RC-15,15,1,399.7,5867.0,15.5
RC-15,15,1,407.6,6010.0,15.62
RC-15,15,1,415.4,6145.3,15.74
RC-15,15,1,423.3,6274.6,15.86
RC-15,15,1,431.1,6395.9,15.98
RC-15,15,1,439.0,6533.5,16.1
RC-15,15,1,446.8,6662.6,16.23
RC-15,15,1,454.7,6790.5,16.35
RC-15,15,1,462.5,6936.9,16.47
RC-15,15,1,470.4,7084.5,16.59
RC-15,15,1,478.2,7207.6,16.71
RC-15,15,1,486.1,7350.2,16.83
RC-15,15,1,493.9,7493.6,16.96
RC-15,15,1,501.8,7631.4,17.08
RC-15,15,1,509.6,7794.3,17.2
RC-15,15,1,517.5,7956.5,17.32
RC-15,15,1,525.3,8103.2,17.44
RC-15,15,1,533.2,8253.8,17.56
RC-15,15,1,541.0,8412.6,17.69
RC-15,15,1,548.8,8564.3,17.81
RC-15,15,1,556.7,8709.4,17.93
RC-15,15,1,564.5,8898.3,18.05
RC-15,15,1,572.4,9064.6,18.17
RC-15,15,1,580.2,9212.0,18.29
RC-15,15,1,588.1,9385.0,18.42
RC-15,15,1,595.9,9553.3,18.54
RC-15,15,1,603.8,9730.3,18.66
RC-15,15,1,611.6,9916.6,18.78
RC-15,15,1,619.5,10086.2,18.9
RC-15,15,1,627.3,10247.6,19.02
RC-15,15,1,635.2,10435.4,19.15
RC-15,15,1,643.0,10623.1,19.27
RC-15,15,1,650.9,10797.1,19.39
RC-15,15,1,658.7,10977.3,19.51
RC-15,15,1,666.6,11168.1,19.63
RC-15,15,1,674.4,11344.7,19.75
RC-15,15,1,682.3,11536.3,19.88
RC-15,15,1,690.1,11723.1,20.0
RC-15,15,1,698.0,11930.7,20.12
RC-15,15,1,705.8,12122.1,20.24
RC-15,15,1,713.7,12312.8,20.36
RC-15,15,1,721.5,12519.0,20.48
RC-15,15,1,729.4,12726.8,20.61
RC-15,15,1,737.2,12944.6,20.73
RC-15,15,1,745.1,13140.8,20.85
RC-15,15,1,752.9,13315.0,20.97
RC-15,15,1,760.8,13549.3,21.09
RC-15,15,1,768.6,13772.2,21.21
RC-15,15,1,776.5,13957.4,21.34
RC-15,15,1,784.3,14191.1,21.46
RC-15,15,1,792.2,14399.8,21.58
RC-15,15,1,800.0,14632.3,21.7
RC-15,15,2,23.0,4.0,15.5
RC-15,15,2,30.8,112.8,15.5
RC-15,15,2,38.7,241.3,15.5
RC-15,15,2,46.5,363.5,15.5
RC-15,15,2,54.4,485.4,15.5
RC-15,15,2,62.2,619.5,15.5
RC-15,15,2,70.1,721.5,15.5
RC-15,15,2,77.9,861.6,15.5
RC-15,15,2,85.8,970.2,15.5
RC-15,15,2,93.6,1097.1,15.5
RC-15,15,2,101.5,1217.2,15.5
RC-15,15,2,109.3,1337.9,15.5
RC-15,15,2,117.2,1459.7,15.5
RC-15,15,2,125.0,1596.0,15.5
RC-15,15,2,132.9,1711.5,15.5
RC-15,15,2,140.7,1821.1,15.5
RC-15,15,2,148.6,1962.3,15.5
RC-15,15,2,156.4,2070.8,15.5
RC-15,15,2,164.3,2193.3,15.5
RC-15,15,2,172.1,2303.0,15.5
RC-15,15,2,180.0,2428.1,15.5
RC-15,15,2,187.8,2547.8,15.5
RC-15,15,2,195.7,2677.2,15.5
RC-15,15,2,203.5,2806.1,15.5
RC-15,15,2,211.4,2928.7,15.5
RC-15,15,2,219.2,3066.0,15.5
RC-15,15,2,227.1,3166.0,15.5
RC-15,15,2,234.9,3300.7,15.5
RC-15,15,2,242.8,3411.2,15.5
RC-15,15,2,250.6,3539.2,15.5
RC-15,15,2,258.5,3685.2,15.5
RC-15,15,2,266.3,3792.0,15.5
RC-15,15,2,274.2,3912.6,15.5
RC-15,15,2,282.0,4023.1,15.5
RC-15,15,2,289.8,4160.1,15.5
RC-15,15,2,297.7,4289.8,15.5
RC-15,15,2,305.5,4401.9,15.5
RC-15,15,2,313.4,4536.4,15.5
RC-15,15,2,321.2,4675.2,15.5
RC-15,15,2,329.1,4778.8,15.5
RC-15,15,2,336.9,4899.8,15.5
RC-15,15,2,344.8,5021.2,15.5
RC-15,15,2,352.6,5144.3,15.5
RC-15,15,2,360.5,5284.2,15.5
RC-15,15,2,368.3,5402.5,15.5
RC-15,15,2,376.2,5534.7,15.5
RC-15,15,2,384.0,5668.4,15.5
RC-15,15,2,391.9,5752.9,15.5
RC-15,15,2,399.7,5898.0,15.5
RC-15,15,2,407.6,6006.8,15.62
RC-15,15,2,415.4,6151.6,15.74
RC-15,15,2,423.3,6268.6,15.86
RC-15,15,2,431.1,6401.0,15.98
RC-15,15,2,439.0,6519.3,16.1
RC-15,15,2,446.8,6661.1,16.23
RC-15,15,2,454.7,6801.4,16.35
RC-15,15,2,462.5,6951.0,16.47
RC-15,15,2,470.4,7068.4,16.59
RC-15,15,2,478.2,7211.6,16.71
RC-15,15,2,486.1,7369.2,16.83
RC-15,15,2,493.9,7495.7,16.96
RC-15,15,2,501.8,7662.2,17.08
RC-15,15,2,509.6,7799.0,17.2
RC-15,15,2,517.5,7952.4,17.32
RC-15,15,2,525.3,8105.1,17.44
RC-15,15,2,533.2,8249.3,17.56
RC-15,15,2,541.0,8415.2,17.69
RC-15,15,2,548.8,8561.4,17.81
RC-15,15,2,556.7,8723.8,17.93
RC-15,15,2,564.5,8896.0,18.05
RC-15,15,2,572.4,9056.8,18.17
RC-15,15,2,580.2,9218.5,18.29
RC-15,15,2,588.1,9374.0,18.42
RC-15,15,2,595.9,9545.6,18.54
RC-15,15,2,603.8,9729.5,18.66
RC-15,15,2,611.6,9907.1,18.78
RC-15,15,2,619.5,10063.5,18.9
RC-15,15,2,627.3,10242.9,19.02
RC-15,15,2,635.2,10431.3,19.15
RC-15,15,2,643.0,10611.7,19.27
RC-15,15,2,650.9,10776.8,19.39
RC-15,15,2,658.7,10979.0,19.51
RC-15,15,2,666.6,11157.6,19.63
RC-15,15,2,674.4,11368.2,19.75
RC-15,15,2,682.3,11544.3,19.88
RC-15,15,2,690.1,11738.0,20.0
RC-15,15,2,698.0,11932.1,20.12
RC-15,15,2,705.8,12111.2,20.24
RC-15,15,2,713.7,12340.5,20.36
RC-15,15,2,721.5,12504.4,20.48
RC-15,15,2,729.4,12730.0,20.61
RC-15,15,2,737.2,12931.6,20.73
RC-15,15,2,745.1,13125.9,20.85
RC-15,15,2,752.9,13344.5,20.97
RC-15,15,2,760.8,13543.7,21.09
RC-15,15,2,768.6,13751.1,21.21
RC-15,15,2,776.5,13975.5,21.34
RC-15,15,2,784.3,14175.5,21.46
RC-15,15,2,792.2,14400.0,21.58
RC-15,15,2,800.0,14614.9,21.7
RC-15,15,3,23.0,-3.4,15.5
RC-15,15,3,30.8,126.0,15.5
RC-15,15,3,38.7,237.4,15.5
RC-15,15,3,46.5,363.0,15.5
RC-15,15,3,54.4,481.6,15.5
RC-15,15,3,62.2,622.7,15.5
RC-15,15,3,70.1,733.3,15.5
RC-15,15,3,77.9,853.8,15.5
RC-15,15,3,85.8,980.0,15.5
RC-15,15,3,93.6,1088.9,15.5
RC-15,15,3,101.5,1225.1,15.5
RC-15,15,3,109.3,1341.6,15.5
RC-15,15,3,117.2,1444.2,15.5
RC-15,15,3,125.0,1567.2,15.5
RC-15,15,3,132.9,1697.4,15.5
RC-15,15,3,140.7,1811.6,15.5
RC-15,15,3,148.6,1944.0,15.5
RC-15,15,3,156.4,2057.9,15.5
RC-15,15,3,164.3,2188.8,15.5
RC-15,15,3,172.1,2325.5,15.5
RC-15,15,3,180.0,2432.5,15.5
RC-15,15,3,187.8,2551.7,15.5
RC-15,15,3,195.7,2680.2,15.5
RC-15,15,3,203.5,2792.7,15.5
RC-15,15,3,211.4,2933.5,15.5
RC-15,15,3,219.2,3055.0,15.5
RC-15,15,3,227.1,3175.3,15.5
RC-15,15,3,234.9,3301.1,15.5
RC-15,15,3,242.8,3444.5,15.5
RC-15,15,3,250.6,3557.8,15.5
RC-15,15,3,258.5,3694.6,15.5
RC-15,15,3,266.3,3801.9,15.5
RC-15,15,3,274.2,3905.9,15.5
RC-15,15,3,282.0,4041.8,15.5
RC-15,15,3,289.8,4151.2,15.5
RC-15,15,3,297.7,4297.2,15.5
RC-15,15,3,305.5,4422.9,15.5
RC-15,15,3,313.4,4530.1,15.5
RC-15,15,3,321.2,4655.9,15.5
RC-15,15,3,329.1,4787.3,15.5
RC-15,15,3,336.9,4897.2,15.5
RC-15,15,3,344.8,5019.7,15.5
RC-15,15,3,352.6,5168.1,15.5
RC-15,15,3,360.5,5280.0,15.5
RC-15,15,3,368.3,5396.4,15.5
RC-15,15,3,376.2,5508.2,15.5
RC-15,15,3,384.0,5656.7,15.5
RC-15,15,3,391.9,5764.3,15.5
RC-15,15,3,399.7,5912.8,15.5
RC-15,15,3,407.6,6026.6,15.62
RC-15,15,3,415.4,6135.6,15.74
RC-15,15,3,423.3,6264.1,15.86
RC-15,15,3,431.1,6418.0,15.98
RC-15,15,3,439.0,6531.3,16.1
RC-15,15,3,446.8,6660.2,16.23
RC-15,15,3,454.7,6800.7,16.35
RC-15,15,3,462.5,6932.3,16.47
RC-15,15,3,470.4,7078.8,16.59
RC-15,15,3,478.2,7216.4,16.71
RC-15,15,3,486.1,7368.5,16.83
RC-15,15,3,493.9,7500.4,16.96
RC-15,15,3,501.8,7641.9,17.08
RC-15,15,3,509.6,7795.6,17.2
RC-15,15,3,517.5,7945.8,17.32
RC-15,15,3,525.3,8100.7,17.44
RC-15,15,3,533.2,8261.8,17.56
RC-15,15,3,541.0,8417.1,17.69
RC-15,15,3,548.8,8581.1,17.81
RC-15,15,3,556.7,8720.7,17.93
RC-15,15,3,564.5,8894.3,18.05
RC-15,15,3,572.4,9061.2,18.17
RC-15,15,3,580.2,9212.5,18.29
RC-15,15,3,588.1,9384.5,18.42
RC-15,15,3,595.9,9538.2,18.54
RC-15,15,3,603.8,9735.8,18.66
RC-15,15,3,611.6,9897.6,18.78
RC-15,15,3,619.5,10082.7,18.9
RC-15,15,3,627.3,10253.4,19.02
RC-15,15,3,635.2,10428.2,19.15
RC-15,15,3,643.0,10594.6,19.27
RC-15,15,3,650.9,10778.9,19.39
RC-15,15,3,658.7,10951.4,19.51
RC-15,15,3,666.6,11158.0,19.63
RC-15,15,3,674.4,11374.6,19.75
RC-15,15,3,682.3,11528.9,19.88
RC-15,15,3,690.1,11707.5,20.0
RC-15,15,3,698.0,11937.3,20.12
RC-15,15,3,705.8,12147.0,20.24
RC-15,15,3,713.7,12324.0,20.36
RC-15,15,3,721.5,12523.5,20.48
RC-15,15,3,729.4,12719.0,20.61
RC-15,15,3,737.2,12907.5,20.73
RC-15,15,3,745.1,13116.2,20.85
RC-15,15,3,752.9,13334.7,20.97
RC-15,15,3,760.8,13541.8,21.09
RC-15,15,3,768.6,13756.7,21.21
RC-15,15,3,776.5,13979.1,21.34
RC-15,15,3,784.3,14179.7,21.46
RC-15,15,3,792.2,14410.7,21.58
RC-15,15,3,800.0,14615.0,21.7
RC-20,20,1,23.0,10.4,17.0
RC-20,20,1,30.8,134.3,17.0
RC-20,20,1,38.7,262.5,17.0
RC-20,20,1,46.5,401.0,17.0
RC-20,20,1,54.4,530.8,17.0
RC-20,20,1,62.2,668.3,17.0
RC-20,20,1,70.1,808.1,17.0
RC-20,20,1,77.9,933.1,17.0
RC-20,20,1,85.8,1063.7,17.0
RC-20,20,1,93.6,1189.6,17.0
RC-20,20,1,101.5,1340.0,17.0
RC-20,20,1,109.3,1471.1,17.0
RC-20,20,1,117.2,1589.3,17.0
RC-20,20,1,125.0,1742.9,17.0
RC-20,20,1,132.9,1856.0,17.0
RC-20,20,1,140.7,2011.7,17.0
RC-20,20,1,148.6,2141.7,17.0
RC-20,20,1,156.4,2272.4,17.0
RC-20,20,1,164.3,2397.9,17.0
RC-20,20,1,172.1,2540.8,17.0
RC-20,20,1,180.0,2679.2,17.0
RC-20,20,1,187.8,2807.8,17.0
RC-20,20,1,195.7,2928.6,17.0
RC-20,20,1,203.5,3073.2,17.0
RC-20,20,1,211.4,3218.9,17.0
RC-20,20,1,219.2,3366.4,17.0
RC-20,20,1,227.1,3479.0,17.0
RC-20,20,1,234.9,3626.0,17.0
RC-20,20,1,242.8,3765.0,17.0
RC-20,20,1,250.6,3881.7,17.0
RC-20,20,1,258.5,4043.6,17.0
RC-20,20,1,266.3,4150.9,17.0
RC-20,20,1,274.2,4305.4,17.0
RC-20,20,1,282.0,4436.0,17.0
RC-20,20,1,289.8,4569.0,17.0
RC-20,20,1,297.7,4729.4,17.0
RC-20,20,1,305.5,4836.3,17.0
RC-20,20,1,313.4,4971.4,17.0
RC-20,20,1,321.2,5123.1,17.0
RC-20,20,1,329.1,5252.6,17.0
RC-20,20,1,336.9,5392.9,17.0
RC-20,20,1,344.8,5516.3,17.0
RC-20,20,1,352.6,5653.3,17.0
RC-20,20,1,360.5,5804.1,17.0
RC-20,20,1,368.3,5911.7,17.0
RC-20,20,1,376.2,6053.9,17.0
RC-20,20,1,384.0,6197.7,17.0
RC-20,20,1,391.9,6322.5,17.0
RC-20,20,1,399.7,6453.5,17.0
RC-20,20,1,407.6,6601.1,17.13
RC-20,20,1,415.4,6746.1,17.26
RC-20,20,1,423.3,6871.1,17.4
RC-20,20,1,431.1,7012.7,17.53
RC-20,20,1,439.0,7151.9,17.66
RC-20,20,1,446.8,7301.4,17.8
RC-20,20,1,454.7,7463.3,17.93
RC-20,20,1,462.5,7603.4,18.06
RC-20,20,1,470.4,7746.8,18.2
RC-20,20,1,478.2,7911.7,18.33
RC-20,20,1,486.1,8076.0,18.46
RC-20,20,1,493.9,8218.3,18.6
RC-20,20,1,501.8,8371.2,18.73
RC-20,20,1,509.6,8568.9,18.86
RC-20,20,1,517.5,8697.9,19.0
RC-20,20,1,525.3,8874.9,19.13
RC-20,20,1,533.2,9049.6,19.26
RC-20,20,1,541.0,9215.4,19.4
RC-20,20,1,548.8,9390.4,19.53
RC-20,20,1,556.7,9572.0,19.66
RC-20,20,1,564.5,9719.4,19.8
RC-20,20,1,572.4,9909.9,19.93
RC-20,20,1,580.2,10104.3,20.06
RC-20,20,1,588.1,10283.2,20.2
RC-20,20,1,595.9,10474.0,20.33
RC-20,20,1,603.8,10662.5,20.46
RC-20,20,1,611.6,10828.7,20.6
RC-20,20,1,619.5,11054.3,20.73
RC-20,20,1,627.3,11230.4,20.86
RC-20,20,1,635.2,11422.6,21.0
RC-20,20,1,643.0,11631.3,21.13
RC-20,20,1,650.9,11830.3,21.26
RC-20,20,1,658.7,12043.3,21.4
RC-20,20,1,666.6,12238.3,21.53
RC-20,20,1,674.4,12453.5,21.67
RC-20,20,1,682.3,12640.9,21.8
RC-20,20,1,690.1,12862.1,21.93
RC-20,20,1,698.0,13062.1,22.07
RC-20,20,1,705.8,13288.9,22.2
RC-20,20,1,713.7,13503.5,22.33
RC-20,20,1,721.5,13721.9,22.47
RC-20,20,1,729.4,13942.8,22.6
RC-20,20,1,737.2,14174.7,22.73
RC-20,20,1,745.1,14376.3,22.87
RC-20,20,1,752.9,14610.5,23.0
RC-20,20,1,760.8,14848.4,23.13
RC-20,20,1,768.6,15068.3,23.27
RC-20,20,1,776.5,15314.0,23.4
RC-20,20,1,784.3,15548.5,23.53
RC-20,20,1,792.2,15772.6,23.67
RC-20,20,1,800.0,16011.8,23.8
RC-20,20,2,23.0,-26.2,17.0
RC-20,20,2,30.8,121.2,17.0
RC-20,20,2,38.7,267.0,17.0
RC-20,20,2,46.5,401.8,17.0
RC-20,20,2,54.4,535.7,17.0
RC-20,20,2,62.2,659.3,17.0
RC-20,20,2,70.1,800.4,17.0
RC-20,20,2,77.9,937.9,17.0
RC-20,20,2,85.8,1054.7,17.0
RC-20,20,2,93.6,1202.1,17.0
RC-20,20,2,101.5,1340.8,17.0
RC-20,20,2,109.3,1462.8,17.0
RC-20,20,2,117.2,1611.7,17.0
RC-20,20,2,125.0,1729.8,17.0
RC-20,20,2,132.9,1859.3,17.0
RC-20,20,2,140.7,2006.9,17.0
RC-20,20,2,148.6,2155.1,17.0
RC-20,20,2,156.4,2269.1,17.0
RC-20,20,2,164.3,2408.0,17.0
RC-20,20,2,172.1,2530.0,17.0
RC-20,20,2,180.0,2656.1,17.0
RC-20,20,2,187.8,2803.6,17.0
RC-20,20,2,195.7,2938.6,17.0
RC-20,20,2,203.5,3066.9,17.0
RC-20,20,2,211.4,3213.9,17.0
RC-20,20,2,219.2,3337.9,17.0
RC-20,20,2,227.1,3472.0,17.0
RC-20,20,2,234.9,3628.0,17.0
RC-20,20,2,242.8,3764.3,17.0
RC-20,20,2,250.6,3883.4,17.0
RC-20,20,2,258.5,4042.9,17.0
RC-20,20,2,266.3,4158.7,17.0
RC-20,20,2,274.2,4298.2,17.0
RC-20,20,2,282.0,4432.1,17.0
RC-20,20,2,289.8,4573.7,17.0
RC-20,20,2,297.7,4706.6,17.0
RC-20,20,2,305.5,4841.9,17.0
RC-20,20,2,313.4,4964.4,17.0
RC-20,20,2,321.2,5092.9,17.0
RC-20,20,2,329.1,5256.4,17.0
RC-20,20,2,336.9,5374.6,17.0
RC-20,20,2,344.8,5514.7,17.0
RC-20,20,2,352.6,5653.4,17.0
RC-20,20,2,360.5,5801.4,17.0
RC-20,20,2,368.3,5921.6,17.0
RC-20,20,2,376.2,6050.9,17.0
RC-20,20,2,384.0,6184.5,17.0
RC-20,20,2,391.9,6324.1,17.0
RC-20,20,2,399.7,6450.2,17.0
RC-20,20,2,407.6,6595.2,17.13
RC-20,20,2,415.4,6732.2,17.26
RC-20,20,2,423.3,6888.9,17.4
RC-20,20,2,431.1,7013.6,17.53
RC-20,20,2,439.0,7139.1,17.66
RC-20,20,2,446.8,7331.1,17.8
RC-20,20,2,454.7,7462.0,17.93
RC-20,20,2,462.5,7623.4,18.06
RC-20,20,2,470.4,7743.2,18.2
RC-20,20,2,478.2,7906.9,18.33
RC-20,20,2,486.1,8072.2,18.46
RC-20,20,2,493.9,8229.3,18.6
RC-20,20,2,501.8,8387.5,18.73
RC-20,20,2,509.6,8525.0,18.86
RC-20,20,2,517.5,8694.6,19.0
RC-20,20,2,525.3,8893.6,19.13
RC-20,20,2,533.2,9064.2,19.26
RC-20,20,2,541.0,9217.1,19.4
RC-20,20,2,548.8,9405.1,19.53
RC-20,20,2,556.7,9556.0,19.66
RC-20,20,2,564.5,9735.4,19.8
RC-20,20,2,572.4,9911.5,19.93
RC-20,20,2,580.2,10095.4,20.06
RC-20,20,2,588.1,10294.5,20.2
RC-20,20,2,595.9,10464.1,20.33
RC-20,20,2,603.8,10682.6,20.46
RC-20,20,2,611.6,10854.5,20.6
RC-20,20,2,619.5,11052.4,20.73
RC-20,20,2,627.3,11240.3,20.86
RC-20,20,2,635.2,11443.4,21.0
RC-20,20,2,643.0,11620.5,21.13
RC-20,20,2,650.9,11843.7,21.26
RC-20,20,2,658.7,12032.8,21.4
RC-20,20,2,666.6,12247.7,21.53
RC-20,20,2,674.4,12427.5,21.67
RC-20,20,2,682.3,12652.1,21.8
RC-20,20,2,690.1,12862.2,21.93
RC-20,20,2,698.0,13067.1,22.07
RC-20,20,2,705.8,13291.0,22.2
RC-20,20,2,713.7,13520.0,22.33
RC-20,20,2,721.5,13716.5,22.47
RC-20,20,2,729.4,13953.9,22.6
RC-20,20,2,737.2,14156.0,22.73
RC-20,20,2,745.1,14413.5,22.87
RC-20,20,2,752.9,14627.4,23.0
RC-20,20,2,760.8,14866.0,23.13
RC-20,20,2,768.6,15086.8,23.27
RC-20,20,2,776.5,15317.4,23.4
RC-20,20,2,784.3,15557.0,23.53
RC-20,20,2,792.2,15785.3,23.67
RC-20,20,2,800.0,16010.1,23.8
RC-20,20,3,23.0,4.5,17.0
RC-20,20,3,30.8,125.9,17.0
RC-20,20,3,38.7,255.8,17.0
RC-20,20,3,46.5,406.6,17.0
RC-20,20,3,54.4,530.9,17.0
RC-20,20,3,62.2,677.4,17.0
RC-20,20,3,70.1,792.7,17.0
RC-20,20,3,77.9,929.3,17.0
RC-20,20,3,85.8,1078.9,17.0
RC-20,20,3,93.6,1203.6,17.0
RC-20,20,3,101.5,1319.5,17.0
RC-20,20,3,109.3,1470.2,17.0
RC-20,20,3,117.2,1615.9,17.0
RC-20,20,3,125.0,1729.7,17.0
RC-20,20,3,132.9,1873.9,17.0
RC-20,20,3,140.7,1992.9,17.0
RC-20,20,3,148.6,2133.4,17.0
RC-20,20,3,156.4,2279.1,17.0
RC-20,20,3,164.3,2403.8,17.0
RC-20,20,3,172.1,2548.0,17.0
RC-20,20,3,180.0,2672.7,17.0
RC-20,20,3,187.8,2824.1,17.0
RC-20,20,3,195.7,2919.7,17.0
RC-20,20,3,203.5,3068.3,17.0
RC-20,20,3,211.4,3196.7,17.0
RC-20,20,3,219.2,3334.2,17.0
RC-20,20,3,227.1,3470.9,17.0
RC-20,20,3,234.9,3619.1,17.0
RC-20,20,3,242.8,3755.9,17.0
RC-20,20,3,250.6,3894.1,17.0
RC-20,20,3,258.5,4014.5,17.0
RC-20,20,3,266.3,4158.3,17.0
RC-20,20,3,274.2,4287.7,17.0
RC-20,20,3,282.0,4442.3,17.0
RC-20,20,3,289.8,4559.8,17.0
RC-20,20,3,297.7,4701.8,17.0
RC-20,20,3,305.5,4844.9,17.0
RC-20,20,3,313.4,4968.4,17.0
RC-20,20,3,321.2,5116.8,17.0
RC-20,20,3,329.1,5261.0,17.0
RC-20,20,3,336.9,5382.0,17.0
RC-20,20,3,344.8,5524.2,17.0
RC-20,20,3,352.6,5629.4,17.0
RC-20,20,3,360.5,5780.8,17.0
RC-20,20,3,368.3,5921.9,17.0
RC-20,20,3,376.2,6044.4,17.0
RC-20,20,3,384.0,6191.8,17.0
RC-20,20,3,391.9,6335.1,17.0
RC-20,20,3,399.7,6440.5,17.0
RC-20,20,3,407.6,6583.1,17.13
RC-20,20,3,415.4,6734.5,17.26
RC-20,20,3,423.3,6877.1,17.4
RC-20,20,3,431.1,7021.8,17.53
RC-20,20,3,439.0,7159.4,17.66
RC-20,20,3,446.8,7309.0,17.8
RC-20,20,3,454.7,7461.5,17.93
RC-20,20,3,462.5,7598.4,18.06
RC-20,20,3,470.4,7748.7,18.2
RC-20,20,3,478.2,7907.4,18.33
RC-20,20,3,486.1,8067.5,18.46
RC-20,20,3,493.9,8217.3,18.6
RC-20,20,3,501.8,8380.5,18.73
RC-20,20,3,509.6,8551.0,18.86
RC-20,20,3,517.5,8713.3,19.0
RC-20,20,3,525.3,8876.6,19.13
RC-20,20,3,533.2,9029.9,19.26
RC-20,20,3,541.0,9218.1,19.4
RC-20,20,3,548.8,9381.4,19.53
RC-20,20,3,556.7,9576.0,19.66
RC-20,20,3,564.5,9740.3,19.8
RC-20,20,3,572.4,9912.6,19.93
RC-20,20,3,580.2,10103.2,20.06
RC-20,20,3,588.1,10299.9,20.2
RC-20,20,3,595.9,10479.0,20.33
RC-20,20,3,603.8,10662.4,20.46
RC-20,20,3,611.6,10836.6,20.6
RC-20,20,3,619.5,11057.8,20.73
RC-20,20,3,627.3,11229.2,20.86
RC-20,20,3,635.2,11440.6,21.0
RC-20,20,3,643.0,11625.9,21.13
RC-20,20,3,650.9,11837.6,21.26
RC-20,20,3,658.7,12044.4,21.4
RC-20,20,3,666.6,12242.1,21.53
RC-20,20,3,674.4,12449.4,21.67
RC-20,20,3,682.3,12649.3,21.8
RC-20,20,3,690.1,12856.4,21.93
RC-20,20,3,698.0,13074.6,22.07
RC-20,20,3,705.8,13284.5,22.2
RC-20,20,3,713.7,13529.3,22.33
RC-20,20,3,721.5,13713.5,22.47
RC-20,20,3,729.4,13954.3,22.6
RC-20,20,3,737.2,14172.5,22.73
RC-20,20,3,745.1,14394.7,22.87
RC-20,20,3,752.9,14634.3,23.0
RC-20,20,3,760.8,14851.8,23.13
RC-20,20,3,768.6,15073.8,23.27
RC-20,20,3,776.5,15316.4,23.4
RC-20,20,3,784.3,15547.2,23.53
RC-20,20,3,792.2,15791.6,23.67
RC-20,20,3,800.0,16034.4,23.8
RC-20-SF,20,1,23.0,-8.6,17.0
RC-20-SF,20,1,30.8,145.4,17.0
RC-20-SF,20,1,38.7,264.3,17.0
RC-20-SF,20,1,46.5,404.7,17.0
RC-20-SF,20,1,54.4,539.9,17.0
RC-20-SF,20,1,62.2,670.8,17.0
RC-20-SF,20,1,70.1,799.5,17.0
RC-20-SF,20,1,77.9,929.1,17.0
RC-20-SF,20,1,85.8,1064.7,17.0
RC-20-SF,20,1,93.6,1216.5,17.0
RC-20-SF,20,1,101.5,1325.6,17.0
RC-20-SF,20,1,109.3,1460.5,17.0
RC-20-SF,20,1,117.2,1593.5,17.0
RC-20-SF,20,1,125.0,1735.9,17.0
RC-20-SF,20,1,132.9,1852.7,17.0
RC-20-SF,20,1,140.7,1987.8,17.0
RC-20-SF,20,1,148.6,2132.2,17.0
RC-20-SF,20,1,156.4,2255.3,17.0
RC-20-SF,20,1,164.3,2389.6,17.0
RC-20-SF,20,1,172.1,2522.3,17.0
RC-20-SF,20,1,180.0,2660.0,17.0
RC-20-SF,20,1,187.8,2809.2,17.0
RC-20-SF,20,1,195.7,2944.9,17.0
RC-20-SF,20,1,203.5,3089.7,17.0
RC-20-SF,20,1,211.4,3226.4,17.0
RC-20-SF,20,1,219.2,3352.3,17.0
RC-20-SF,20,1,227.1,3491.3,17.0
RC-20-SF,20,1,234.9,3618.7,17.0
RC-20-SF,20,1,242.8,3758.9,17.0
RC-20-SF,20,1,250.6,3909.2,17.0
RC-20-SF,20,1,258.5,4029.5,17.0
RC-20-SF,20,1,266.3,4173.1,17.0
RC-20-SF,20,1,274.2,4288.0,17.0
RC-20-SF,20,1,282.0,4426.3,17.0
RC-20-SF,20,1,289.8,4571.6,17.0
RC-20-SF,20,1,297.7,4705.4,17.0
RC-20-SF,20,1,305.5,4833.1,17.0
RC-20-SF,20,1,313.4,4998.7,17.0
RC-20-SF,20,1,321.2,5111.6,17.0
RC-20-SF,20,1,329.1,5240.6,17.0
RC-20-SF,20,1,336.9,5381.6,17.0
RC-20-SF,20,1,344.8,5515.4,17.0
RC-20-SF,20,1,352.6,5652.0,17.0
RC-20-SF,20,1,360.5,5769.2,17.0
RC-20-SF,20,1,368.3,5932.9,17.0
RC-20-SF,20,1,376.2,6068.4,17.0
RC-20-SF,20,1,384.0,6204.4,17.0
RC-20-SF,20,1,391.9,6327.8,17.0
RC-20-SF,20,1,399.7,6465.9,17.0
RC-20-SF,20,1,407.6,6586.3,17.13
RC-20-SF,20,1,415.4,6741.0,17.26
RC-20-SF,20,1,423.3,6875.0,17.4
RC-20-SF,20,1,431.1,7009.8,17.53
RC-20-SF,20,1,439.0,7167.0,17.66
RC-20-SF,20,1,446.8,7313.4,17.8
RC-20-SF,20,1,454.7,7453.0,17.93
RC-20-SF,20,1,462.5,7607.0,18.06
RC-20-SF,20,1,470.4,7744.5,18.2
RC-20-SF,20,1,478.2,7921.5,18.33
RC-20-SF,20,1,486.1,8056.5,18.46
RC-20-SF,20,1,493.9,8216.9,18.6
RC-20-SF,20,1,501.8,8385.1,18.73
