specimen_id,mix_design,rubber_content_pct,target_temperature_C,actual_temperature_C,heating_rate_C_min,soak_time_min,cooling_method,specimen_number,test_date,initial_mass_kg,mass_loss_percent,residual_density_kg_m3,residual_compressive_strength_MPa,strength_retention_percent,residual_tensile_strength_MPa,tensile_retention_percent,residual_modulus_GPa,modulus_retention_percent,residual_upv_m_s,upv_retention_percent,color_change,crack_density,spalling_severity,spalling_depth_mm,failure_mode,explosive_spalling,notes
HT-2121,RC-20-SF,20,23,19.142673000556876,7.329009168407255,60,furnace,2,2024-10-05,0.014,0.0,2016.0,34.65,100.0,3.47,100.0,18.48,100.0,4708.0,100.0,none,none,none,0.0,ductile,no,
HT-2122,RC-20-SF,20,23,27.184547249393013,7.674136448273135,60,furnace,3,2024-10-05,0.014,0.0,2016.0,29.51,100.0,2.95,100.0,15.74,100.0,4010.0,100.0,none,none,none,0.0,ductile,no,
HT-2123,RC-20-SF,20,23,18.328466702434383,8.325498925758257,60,water_quench,1,2024-10-05,0.014,0.0,2016.0,26.66,100.0,2.67,100.0,14.22,100.0,3623.0,100.0,none,none,none,0.0,ductile,no,
HT-2124,RC-20-SF,20,23,19.65513317427974,6.56775832049319,60,water_quench,2,2024-10-05,0.014,0.0,2016.0,34.21,100.0,3.42,100.0,18.25,100.0,4649.0,100.0,none,none,none,0.0,ductile,no,
HT-2125,RC-20-SF,20,23,21.114731711327575,8.060991415092175,60,water_quench,3,2024-10-05,0.014,0.0,2016.0,29.57,100.0,2.96,100.0,15.77,100.0,4018.0,100.0,none,none,none,0.0,ductile,no,
HT-2126,RC-20-SF,20,200,197.12680784341225,7.530347364813625,60,furnace,1,2024-10-05,0.014,4.5,1925.3,28.23,91.0,2.61,84.0,15.22,92.0,3919.0,93.0,none,none,none,0.0,ductile,no,
HT-2127,RC-20-SF,20,200,204.75541315682756,7.417977976034026,60,furnace,2,2024-10-05,0.014,4.5,1925.3,28.62,91.0,2.64,84.0,15.43,92.0,3974.0,93.0,none,none,none,0.0,ductile,no,
HT-2128,RC-20-SF,20,200,200.35069718933659,6.868925742837712,60,furnace,3,2024-10-05,0.014,4.5,1925.3,32.48,91.0,3.0,84.0,17.51,92.0,4509.0,93.0,none,none,none,0.0,ductile,no,
HT-2129,RC-20-SF,20,200,197.99595911766477,7.119873852537221,60,water_quench,1,2024-10-05,0.014,4.5,1925.3,30.51,91.0,2.82,84.0,16.45,92.0,4237.0,93.0,none,none,none,0.0,ductile,no,
HT-2130,RC-20-SF,20,200,202.99782022074268,7.198773998098666,60,water_quench,2,2024-10-05,0.014,4.5,1925.3,27.26,91.0,2.52,84.0,14.7,92.0,3786.0,93.0,none,none,none,0.0,ductile,no,
HT-2131,RC-20-SF,20,200,199.68231828441378,7.749951974102105,60,water_quench,3,2024-10-05,0.014,4.5,1925.3,26.11,91.0,2.41,84.0,14.08,92.0,3625.0,93.0,none,none,none,0.0,ductile,no,
HT-2132,RC-20-SF,20,400,400.87453604234076,7.088089358441943,60,furnace,1,2024-10-05,0.014,11.0,1794.2,21.38,60.0,1.46,41.0,11.4,60.0,3389.0,70.0,pink,light,none,0.0,brittle,no,
HT-2133,RC-20-SF,20,400,402.1405919978983,7.555295460289572,60,furnace,2,2024-10-05,0.014,11.0,1794.2,19.32,60.0,1.32,41.0,10.31,60.0,3063.0,70.0,pink,light,none,0.0,brittle,no,
HT-2134,RC-20-SF,20,400,399.9701194882125,8.030712562132482,60,furnace,3,2024-10-05,0.014,11.0,1794.2,17.74,60.0,1.21,41.0,9.46,60.0,2812.0,70.0,pink,light,none,0.0,brittle,no,
HT-2135,RC-20-SF,20,400,398.34362811310484,6.651006727607778,60,water_quench,1,2024-10-05,0.014,11.5,1784.2,19.25,48.6,1.23,31.2,10.26,48.6,2863.0,53.2,pink,moderate,light,2.6,brittle,no,
HT-2136,RC-20-SF,20,400,400.26578466659294,8.101499542972242,60,water_quench,2,2024-10-05,0.014,11.5,1784.2,15.16,48.6,0.97,31.2,8.09,48.6,2255.0,53.2,pink,moderate,light,7.4,brittle,no,
HT-2137,RC-20-SF,20,400,403.3978885945657,8.233987520023048,60,water_quench,3,2024-10-05,0.014,11.5,1784.2,17.13,48.6,1.1,31.2,9.14,48.6,2548.0,53.2,pink,moderate,light,7.9,brittle,no,
HT-2138,RC-20-SF,20,600,596.9611309969346,7.511015758212068,60,furnace,1,2024-10-05,0.014,18.5,1643.0,15.46,43.0,0.68,19.0,9.59,50.0,2198.0,45.0,gray,moderate,moderate,11.0,brittle,no,
HT-2139,RC-20-SF,20,600,598.3927124589619,7.638887035527,60,furnace,2,2024-10-05,0.014,18.5,1643.0,12.07,43.0,0.53,19.0,7.49,50.0,1717.0,45.0,gray,moderate,moderate,15.1,brittle,no,
HT-2140,RC-20-SF,20,600,603.053149673579,8.477457563910885,60,furnace,3,2024-10-05,0.014,18.5,1643.0,14.38,43.0,0.64,19.0,8.92,50.0,2045.0,45.0,gray,moderate,moderate,16.6,brittle,no,
HT-2141,RC-20-SF,20,600,603.0685014896259,8.42529863710975,60,water_quench,1,2024-10-05,0.014,19.0,1633.0,12.02,34.0,0.5,14.1,7.46,39.5,1601.0,33.3,gray,severe,moderate,15.2,brittle,yes,
HT-2142,RC-20-SF,20,600,601.3324077491096,7.971809226392004,60,water_quench,2,2024-10-05,0.014,19.0,1633.0,9.92,34.0,0.41,14.1,6.15,39.5,1321.0,33.3,gray,severe,moderate,9.0,brittle,yes,
HT-2143,RC-20-SF,20,600,596.2277688966271,8.252888151750588,60,water_quench,3,2024-10-05,0.014,19.0,1633.0,10.54,34.0,0.44,14.1,6.54,39.5,1404.0,33.3,gray,severe,moderate,18.2,brittle,yes,
HT-2144,RC-20-SF,20,800,801.2476127104325,7.17173171429967,60,furnace,1,2024-10-05,0.014,24.0,1532.2,10.89,30.0,0.54,15.0,5.81,30.0,1233.0,25.0,white,severe,severe,42.8,brittle,no,
HT-2145,RC-20-SF,20,800,798.6305921219509,6.568456221641059,60,furnace,2,2024-10-05,0.014,24.0,1532.2,10.6,30.0,0.53,15.0,5.65,30.0,1200.0,25.0,white,severe,severe,40.6,brittle,no,
HT-2146,RC-20-SF,20,800,798.6275789466595,8.222136039949444,60,furnace,3,2024-10-05,0.014,24.0,1532.2,9.61,30.0,0.48,15.0,5.12,30.0,1088.0,25.0,white,severe,severe,39.3,brittle,no,
HT-2147,RC-20-SF,20,800,804.7454726519887,8.05951754957606,60,water_quench,1,2024-10-05,0.014,24.5,1522.1,8.19,23.1,0.38,10.8,4.37,23.1,868.0,18.0,white,severe,severe,25.5,brittle,yes,
HT-2148,RC-20-SF,20,800,799.7106545269381,6.864214277643167,60,water_quench,2,2024-10-05,0.014,24.5,1522.1,7.74,23.1,0.36,10.8,4.13,23.1,819.0,18.0,white,severe,severe,44.6,brittle,yes,
HT-2149,RC-20-SF,20,800,800.1245765588192,7.983373888457331,60,water_quench,3,2024-10-05,0.014,24.5,1522.1,7.13,23.1,0.33,10.8,3.8,23.1,755.0,18.0,white,severe,severe,32.1,brittle,yes,
HT-2150,RC-25-SF,25,23,20.180231074940863,7.790108335538659,60,furnace,1,2024-10-05,0.013,0.0,1920.0,26.88,100.0,2.69,100.0,13.29,100.0,4250.0,100.0,none,none,none,0.0,ductile,no,
HT-2151,RC-25-SF,25,23,22.217039345532818,6.764552422250661,60,furnace,2,2024-10-05,0.013,0.0,1920.0,31.69,100.0,3.17,100.0,15.67,100.0,5011.0,100.0,none,none,none,0.0,ductile,no,
HT-2152,RC-25-SF,25,23,24.831838564454813,8.145167751823347,60,furnace,3,2024-10-05,0.013,0.0,1920.0,29.05,100.0,2.91,100.0,14.37,100.0,4594.0,100.0,none,none,none,0.0,ductile,no,
HT-2153,RC-25-SF,25,23,23.29661678655081,8.130108856804915,60,water_quench,1,2024-10-05,0.013,0.0,1920.0,29.7,100.0,2.97,100.0,14.69,100.0,4696.0,100.0,none,none,none,0.0,ductile,no,
HT-2154,RC-25-SF,25,23,22.05248088027689,7.494929787959781,60,water_quench,2,2024-10-05,0.013,0.0,1920.0,26.95,100.0,2.69,100.0,13.32,100.0,4261.0,100.0,none,none,none,0.0,ductile,no,
HT-2155,RC-25-SF,25,23,25.20202581632296,6.7131574602573485,60,water_quench,3,2024-10-05,0.013,0.0,1920.0,28.46,100.0,2.85,100.0,14.07,100.0,4499.0,100.0,none,none,none,0.0,ductile,no,
HT-2156,RC-25-SF,25,200,197.6649839337088,7.964369156918124,60,furnace,1,2024-10-05,0.013,5.0,1824.0,24.86,90.0,2.28,82.5,12.56,92.0,4061.0,93.0,none,none,none,0.0,ductile,no,
HT-2157,RC-25-SF,25,200,197.50730660561598,7.766196126714895,60,furnace,2,2024-10-05,0.013,5.0,1824.0,24.46,90.0,2.24,82.5,12.36,92.0,3996.0,93.0,none,none,none,0.0,ductile,no,
HT-2158,RC-25-SF,25,200,203.38106963178296,7.308763003098049,60,furnace,3,2024-10-05,0.013,5.0,1824.0,30.57,90.0,2.8,82.5,15.45,92.0,4994.0,93.0,none,none,none,0.0,ductile,no,
HT-2159,RC-25-SF,25,200,202.70911377064272,7.344072119101375,60,water_quench,1,2024-10-05,0.013,5.0,1824.0,25.23,90.0,2.31,82.5,12.75,92.0,4122.0,93.0,none,none,none,0.0,ductile,no,
HT-2160,RC-25-SF,25,200,196.84370920678964,6.680673921155216,60,water_quench,2,2024-10-05,0.013,5.0,1824.0,26.28,90.0,2.41,82.5,13.28,92.0,4294.0,93.0,none,none,none,0.0,ductile,no,
HT-2161,RC-25-SF,25,200,202.7098592553548,6.636499410708183,60,water_quench,3,2024-10-05,0.013,5.0,1824.0,25.4,90.0,2.33,82.5,12.84,92.0,4150.0,93.0,none,none,none,0.0,ductile,no,
HT-2162,RC-25-SF,25,400,404.15513677291915,7.943065722243811,60,furnace,1,2024-10-05,0.013,12.5,1680.0,15.41,55.0,0.98,35.0,7.96,57.5,3100.0,70.0,pink,light,none,0.0,brittle,no,
HT-2163,RC-25-SF,25,400,401.1040466700796,8.398613594115531,60,furnace,2,2024-10-05,0.013,12.5,1680.0,16.98,55.0,1.08,35.0,8.78,57.5,3416.0,70.0,pink,light,none,0.0,brittle,no,
HT-2164,RC-25-SF,25,400,396.3500127742121,7.4675098838648255,60,furnace,3,2024-10-05,0.013,12.5,1680.0,16.22,55.0,1.03,35.0,8.39,57.5,3265.0,70.0,pink,light,none,0.0,brittle,no,
HT-2165,RC-25-SF,25,400,400.39842778908195,6.8240277557831694,60,water_quench,1,2024-10-05,0.013,13.0,1670.4,12.58,44.5,0.75,26.6,6.5,46.6,2374.0,53.2,pink,moderate,light,3.6,brittle,no,
HT-2166,RC-25-SF,25,400,396.54672140883235,7.746665101809981,60,water_quench,2,2024-10-05,0.013,13.0,1670.4,12.89,44.5,0.77,26.6,6.66,46.6,2434.0,53.2,pink,moderate,light,7.7,brittle,no,
HT-2167,RC-25-SF,25,400,398.44383732044236,7.203080322268438,60,water_quench,3,2024-10-05,0.013,13.0,1670.4,12.89,44.5,0.77,26.6,6.66,46.6,2433.0,53.2,pink,moderate,light,4.8,brittle,no,
HT-2168,RC-25-SF,25,600,599.5968151276113,6.651866820739244,60,furnace,1,2024-10-05,0.013,21.0,1516.8,12.86,40.5,0.48,15.0,7.85,50.0,2260.0,45.0,gray,moderate,moderate,15.2,brittle,no,
HT-2169,RC-25-SF,25,600,595.0233939062578,8.435398776414173,60,furnace,2,2024-10-05,0.013,21.0,1516.8,10.96,40.5,0.41,15.0,6.69,50.0,1925.0,45.0,gray,moderate,moderate,8.9,brittle,no,
HT-2170,RC-25-SF,25,600,602.9001355879186,7.881120464891281,60,furnace,3,2024-10-05,0.013,21.0,1516.8,12.32,40.5,0.46,15.0,7.52,50.0,2165.0,45.0,gray,moderate,moderate,19.5,brittle,no,
HT-2171,RC-25-SF,25,600,595.8670521186218,8.41634158600786,60,water_quench,1,2024-10-05,0.013,21.5,1507.2,8.73,32.0,0.3,11.1,5.33,39.5,1436.0,33.3,gray,severe,moderate,14.3,brittle,yes,
HT-2172,RC-25-SF,25,600,602.2410332927313,7.774463159578974,60,water_quench,2,2024-10-05,0.013,21.5,1507.2,9.55,32.0,0.33,11.1,5.83,39.5,1571.0,33.3,gray,severe,moderate,17.1,brittle,yes,
HT-2173,RC-25-SF,25,600,604.0336381263603,7.793329838234326,60,water_quench,3,2024-10-05,0.013,21.5,1507.2,9.93,32.0,0.34,11.1,6.06,39.5,1633.0,33.3,gray,severe,moderate,19.8,brittle,yes,
HT-2174,RC-25-SF,25,800,795.441654377101,7.676527513939862,60,furnace,1,2024-10-05,0.013,27.0,1401.6,8.37,30.0,0.42,15.0,4.14,30.0,1103.0,25.0,white,severe,severe,36.7,brittle,no,
HT-2175,RC-25-SF,25,800,800.5580658143718,7.446420236162667,60,furnace,2,2024-10-05,0.013,27.0,1401.6,8.61,30.0,0.43,15.0,4.26,30.0,1135.0,25.0,white,severe,severe,45.0,brittle,no,
HT-2176,RC-25-SF,25,800,796.9259902778563,6.730564042494569,60,furnace,3,2024-10-05,0.013,27.0,1401.6,8.1,30.0,0.41,15.0,4.01,30.0,1067.0,25.0,white,severe,severe,38.3,brittle,no,
HT-2177,RC-25-SF,25,800,802.953418379591,7.990129096240441,60,water_quench,1,2024-10-05,0.013,27.5,1392.0,6.41,23.1,0.3,10.8,3.17,23.1,790.0,18.0,white,severe,severe,30.5,brittle,yes,
HT-2178,RC-25-SF,25,800,801.4454665062582,7.800334700886456,60,water_quench,2,2024-10-05,0.013,27.5,1392.0,6.54,23.1,0.31,10.8,3.24,23.1,806.0,18.0,white,severe,severe,33.1,brittle,yes,
HT-2179,RC-25-SF,25,800,800.6067719400352,7.462123767688173,60,water_quench,3,2024-10-05,0.013,27.5,1392.0,6.27,23.1,0.29,10.8,3.1,23.1,772.0,18.0,white,severe,severe,29.1,brittle,yes,
