mix_design,rubber_content_pct,temperature_C,test_type,specimen_id,data_point,strain_percent,stress_MPa,secant_modulus_GPa
RC-20,20,23,ambient,RC-20-23C,186,0.00533,6.908,1.3
RC-20,20,23,ambient,RC-20-23C,187,0.00536,7.018,1.31
RC-20,20,23,ambient,RC-20-23C,188,0.00539,6.574,1.22
RC-20,20,23,ambient,RC-20-23C,189,0.00542,6.781,1.25
RC-20,20,23,ambient,RC-20-23C,190,0.00544,6.963,1.28
RC-20,20,23,ambient,RC-20-23C,191,0.00547,7.35,1.34
RC-20,20,23,ambient,RC-20-23C,192,0.0055,6.944,1.26
RC-20,20,23,ambient,RC-20-23C,193,0.00553,6.805,1.23
RC-20,20,23,ambient,RC-20-23C,194,0.00556,6.324,1.14
RC-20,20,23,ambient,RC-20-23C,195,0.00559,6.328,1.13
RC-20,20,23,ambient,RC-20-23C,196,0.00562,6.266,1.12
RC-20,20,23,ambient,RC-20-23C,197,0.00565,6.195,1.1
RC-20,20,23,ambient,RC-20-23C,198,0.00568,6.215,1.1
RC-20,20,23,ambient,RC-20-23C,199,0.0057,6.155,1.08
RC-20,20,23,ambient,RC-20-23C,200,0.00573,6.057,1.06
RC-20-SF,20,23,ambient,RC-20-SF-23C,1,0.0,-0.222,17.66
RC-20-SF,20,23,ambient,RC-20-SF-23C,2,3e-05,0.872,30.26
RC-20-SF,20,23,ambient,RC-20-SF-23C,3,6e-05,1.539,26.72
RC-20-SF,20,23,ambient,RC-20-SF-23C,4,9e-05,1.921,22.23
RC-20-SF,20,23,ambient,RC-20-SF-23C,5,0.00012,3.256,28.26
RC-20-SF,20,23,ambient,RC-20-SF-23C,6,0.00014,3.991,27.71
RC-20-SF,20,23,ambient,RC-20-SF-23C,7,0.00017,4.282,24.77
RC-20-SF,20,23,ambient,RC-20-SF-23C,8,0.0002,5.373,26.65
RC-20-SF,20,23,ambient,RC-20-SF-23C,9,0.00023,6.52,28.29
RC-20-SF,20,23,ambient,RC-20-SF-23C,10,0.00026,6.69,25.8
RC-20-SF,20,23,ambient,RC-20-SF-23C,11,0.00029,7.387,25.64
RC-20-SF,20,23,ambient,RC-20-SF-23C,12,0.00032,8.414,26.55
RC-20-SF,20,23,ambient,RC-20-SF-23C,13,0.00035,9.44,27.31
RC-20-SF,20,23,ambient,RC-20-SF-23C,14,0.00037,10.534,28.13
RC-20-SF,20,23,ambient,RC-20-SF-23C,15,0.0004,10.844,26.89
RC-20-SF,20,23,ambient,RC-20-SF-23C,16,0.00043,11.666,27.0
RC-20-SF,20,23,ambient,RC-20-SF-23C,17,0.00046,12.091,26.23
RC-20-SF,20,23,ambient,RC-20-SF-23C,18,0.00049,12.409,25.34
RC-20-SF,20,23,ambient,RC-20-SF-23C,19,0.00052,13.501,26.04
RC-20-SF,20,23,ambient,RC-20-SF-23C,20,0.00055,13.896,25.39
RC-20-SF,20,23,ambient,RC-20-SF-23C,21,0.00058,14.677,25.47
RC-20-SF,20,23,ambient,RC-20-SF-23C,22,0.0006,14.857,24.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,23,0.00063,15.932,25.14
RC-20-SF,20,23,ambient,RC-20-SF-23C,24,0.00066,16.335,24.65
RC-20-SF,20,23,ambient,RC-20-SF-23C,25,0.00069,17.038,24.64
RC-20-SF,20,23,ambient,RC-20-SF-23C,26,0.00072,17.509,24.31
RC-20-SF,20,23,ambient,RC-20-SF-23C,27,0.00075,18.011,24.05
RC-20-SF,20,23,ambient,RC-20-SF-23C,28,0.00078,18.818,24.19
RC-20-SF,20,23,ambient,RC-20-SF-23C,29,0.00081,19.068,23.64
RC-20-SF,20,23,ambient,RC-20-SF-23C,30,0.00084,19.21,22.99
RC-20-SF,20,23,ambient,RC-20-SF-23C,31,0.00086,19.64,22.72
RC-20-SF,20,23,ambient,RC-20-SF-23C,32,0.00089,20.835,23.33
RC-20-SF,20,23,ambient,RC-20-SF-23C,33,0.00092,21.128,22.92
RC-20-SF,20,23,ambient,RC-20-SF-23C,34,0.00095,21.196,22.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,35,0.00098,22.286,22.75
RC-20-SF,20,23,ambient,RC-20-SF-23C,36,0.00101,22.691,22.5
RC-20-SF,20,23,ambient,RC-20-SF-23C,37,0.00104,23.018,22.19
RC-20-SF,20,23,ambient,RC-20-SF-23C,38,0.00107,23.716,22.25
RC-20-SF,20,23,ambient,RC-20-SF-23C,39,0.00109,24.51,22.39
RC-20-SF,20,23,ambient,RC-20-SF-23C,40,0.00112,24.929,22.19
RC-20-SF,20,23,ambient,RC-20-SF-23C,41,0.00115,24.971,21.67
RC-20-SF,20,23,ambient,RC-20-SF-23C,42,0.00118,25.304,21.42
RC-20-SF,20,23,ambient,RC-20-SF-23C,43,0.00121,25.782,21.31
RC-20-SF,20,23,ambient,RC-20-SF-23C,44,0.00124,26.22,21.17
RC-20-SF,20,23,ambient,RC-20-SF-23C,45,0.00127,26.406,20.83
RC-20-SF,20,23,ambient,RC-20-SF-23C,46,0.0013,26.92,20.77
RC-20-SF,20,23,ambient,RC-20-SF-23C,47,0.00133,26.698,20.15
RC-20-SF,20,23,ambient,RC-20-SF-23C,48,0.00135,27.592,20.38
RC-20-SF,20,23,ambient,RC-20-SF-23C,49,0.00138,28.058,20.29
RC-20-SF,20,23,ambient,RC-20-SF-23C,50,0.00141,28.063,19.88
RC-20-SF,20,23,ambient,RC-20-SF-23C,51,0.00144,28.509,19.79
RC-20-SF,20,23,ambient,RC-20-SF-23C,52,0.00147,28.476,19.38
RC-20-SF,20,23,ambient,RC-20-SF-23C,53,0.0015,28.724,19.17
RC-20-SF,20,23,ambient,RC-20-SF-23C,54,0.00153,29.491,19.32
RC-20-SF,20,23,ambient,RC-20-SF-23C,55,0.00156,29.453,18.93
RC-20-SF,20,23,ambient,RC-20-SF-23C,56,0.00158,29.368,18.54
RC-20-SF,20,23,ambient,RC-20-SF-23C,57,0.00161,29.84,18.5
RC-20-SF,20,23,ambient,RC-20-SF-23C,58,0.00164,30.13,18.35
RC-20-SF,20,23,ambient,RC-20-SF-23C,59,0.00167,30.938,18.52
RC-20-SF,20,23,ambient,RC-20-SF-23C,60,0.0017,30.961,18.22
RC-20-SF,20,23,ambient,RC-20-SF-23C,61,0.00173,30.823,17.83
RC-20-SF,20,23,ambient,RC-20-SF-23C,62,0.00176,31.117,17.71
RC-20-SF,20,23,ambient,RC-20-SF-23C,63,0.00179,31.935,17.88
RC-20-SF,20,23,ambient,RC-20-SF-23C,64,0.00181,31.99,17.63
RC-20-SF,20,23,ambient,RC-20-SF-23C,65,0.00184,31.478,17.07
RC-20-SF,20,23,ambient,RC-20-SF-23C,66,0.00187,32.391,17.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,67,0.0019,32.126,16.9
RC-20-SF,20,23,ambient,RC-20-SF-23C,68,0.00193,32.555,16.87
RC-20-SF,20,23,ambient,RC-20-SF-23C,69,0.00196,32.363,16.52
RC-20-SF,20,23,ambient,RC-20-SF-23C,70,0.00199,32.925,16.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,71,0.00202,32.254,15.99
RC-20-SF,20,23,ambient,RC-20-SF-23C,72,0.00205,32.649,15.96
RC-20-SF,20,23,ambient,RC-20-SF-23C,73,0.00207,33.221,16.02
RC-20-SF,20,23,ambient,RC-20-SF-23C,74,0.0021,32.1,15.26
RC-20-SF,20,23,ambient,RC-20-SF-23C,75,0.00213,32.941,15.45
RC-20-SF,20,23,ambient,RC-20-SF-23C,76,0.00216,32.879,15.22
RC-20-SF,20,23,ambient,RC-20-SF-23C,77,0.00219,33.279,15.2
RC-20-SF,20,23,ambient,RC-20-SF-23C,78,0.00222,33.439,15.07
RC-20-SF,20,23,ambient,RC-20-SF-23C,79,0.00225,33.348,14.84
RC-20-SF,20,23,ambient,RC-20-SF-23C,80,0.00228,33.198,14.59
RC-20-SF,20,23,ambient,RC-20-SF-23C,81,0.0023,32.963,14.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,82,0.00233,32.413,13.89
RC-20-SF,20,23,ambient,RC-20-SF-23C,83,0.00236,32.178,13.62
RC-20-SF,20,23,ambient,RC-20-SF-23C,84,0.00239,32.18,13.46
RC-20-SF,20,23,ambient,RC-20-SF-23C,85,0.00242,31.014,12.82
RC-20-SF,20,23,ambient,RC-20-SF-23C,86,0.00245,30.754,12.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,87,0.00248,30.466,12.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,88,0.00251,30.431,12.14
RC-20-SF,20,23,ambient,RC-20-SF-23C,89,0.00254,29.787,11.75
RC-20-SF,20,23,ambient,RC-20-SF-23C,90,0.00256,29.657,11.57
RC-20-SF,20,23,ambient,RC-20-SF-23C,91,0.00259,29.297,11.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,92,0.00262,28.779,10.98
RC-20-SF,20,23,ambient,RC-20-SF-23C,93,0.00265,27.863,10.51
RC-20-SF,20,23,ambient,RC-20-SF-23C,94,0.00268,28.404,10.6
RC-20-SF,20,23,ambient,RC-20-SF-23C,95,0.00271,27.964,10.33
RC-20-SF,20,23,ambient,RC-20-SF-23C,96,0.00274,27.164,9.93
RC-20-SF,20,23,ambient,RC-20-SF-23C,97,0.00277,26.337,9.52
RC-20-SF,20,23,ambient,RC-20-SF-23C,98,0.00279,25.933,9.28
RC-20-SF,20,23,ambient,RC-20-SF-23C,99,0.00282,26.195,9.28
RC-20-SF,20,23,ambient,RC-20-SF-23C,100,0.00285,25.543,8.96
RC-20-SF,20,23,ambient,RC-20-SF-23C,101,0.00288,24.875,8.63
RC-20-SF,20,23,ambient,RC-20-SF-23C,102,0.00291,24.594,8.45
RC-20-SF,20,23,ambient,RC-20-SF-23C,103,0.00294,24.639,8.39
RC-20-SF,20,23,ambient,RC-20-SF-23C,104,0.00297,24.541,8.27
RC-20-SF,20,23,ambient,RC-20-SF-23C,105,0.003,24.628,8.22
RC-20-SF,20,23,ambient,RC-20-SF-23C,106,0.00302,24.012,7.94
RC-20-SF,20,23,ambient,RC-20-SF-23C,107,0.00305,23.419,7.67
RC-20-SF,20,23,ambient,RC-20-SF-23C,108,0.00308,23.369,7.58
RC-20-SF,20,23,ambient,RC-20-SF-23C,109,0.00311,23.041,7.41
RC-20-SF,20,23,ambient,RC-20-SF-23C,110,0.00314,22.895,7.29
RC-20-SF,20,23,ambient,RC-20-SF-23C,111,0.00317,22.346,7.05
RC-20-SF,20,23,ambient,RC-20-SF-23C,112,0.0032,22.415,7.01
RC-20-SF,20,23,ambient,RC-20-SF-23C,113,0.00323,22.062,6.84
RC-20-SF,20,23,ambient,RC-20-SF-23C,114,0.00326,21.536,6.62
RC-20-SF,20,23,ambient,RC-20-SF-23C,115,0.00328,21.193,6.45
RC-20-SF,20,23,ambient,RC-20-SF-23C,116,0.00331,21.265,6.42
RC-20-SF,20,23,ambient,RC-20-SF-23C,117,0.00334,20.455,6.12
RC-20-SF,20,23,ambient,RC-20-SF-23C,118,0.00337,19.926,5.91
RC-20-SF,20,23,ambient,RC-20-SF-23C,119,0.0034,19.662,5.78
RC-20-SF,20,23,ambient,RC-20-SF-23C,120,0.00343,19.64,5.73
RC-20-SF,20,23,ambient,RC-20-SF-23C,121,0.00346,19.867,5.75
RC-20-SF,20,23,ambient,RC-20-SF-23C,122,0.00349,19.256,5.52
RC-20-SF,20,23,ambient,RC-20-SF-23C,123,0.00351,19.215,5.47
RC-20-SF,20,23,ambient,RC-20-SF-23C,124,0.00354,18.737,5.29
RC-20-SF,20,23,ambient,RC-20-SF-23C,125,0.00357,18.497,5.18
RC-20-SF,20,23,ambient,RC-20-SF-23C,126,0.0036,18.079,5.02
RC-20-SF,20,23,ambient,RC-20-SF-23C,127,0.00363,18.152,5.0
RC-20-SF,20,23,ambient,RC-20-SF-23C,128,0.00366,17.891,4.89
RC-20-SF,20,23,ambient,RC-20-SF-23C,129,0.00369,17.855,4.84
RC-20-SF,20,23,ambient,RC-20-SF-23C,130,0.00372,17.586,4.73
RC-20-SF,20,23,ambient,RC-20-SF-23C,131,0.00375,17.201,4.59
RC-20-SF,20,23,ambient,RC-20-SF-23C,132,0.00377,16.546,4.38
RC-20-SF,20,23,ambient,RC-20-SF-23C,133,0.0038,17.18,4.52
RC-20-SF,20,23,ambient,RC-20-SF-23C,134,0.00383,16.582,4.33
RC-20-SF,20,23,ambient,RC-20-SF-23C,135,0.00386,16.423,4.25
RC-20-SF,20,23,ambient,RC-20-SF-23C,136,0.00389,16.716,4.3
RC-20-SF,20,23,ambient,RC-20-SF-23C,137,0.00392,16.279,4.16
RC-20-SF,20,23,ambient,RC-20-SF-23C,138,0.00395,15.921,4.03
RC-20-SF,20,23,ambient,RC-20-SF-23C,139,0.00398,15.57,3.92
RC-20-SF,20,23,ambient,RC-20-SF-23C,140,0.004,15.367,3.84
RC-20-SF,20,23,ambient,RC-20-SF-23C,141,0.00403,15.253,3.78
RC-20-SF,20,23,ambient,RC-20-SF-23C,142,0.00406,15.113,3.72
RC-20-SF,20,23,ambient,RC-20-SF-23C,143,0.00409,15.353,3.75
RC-20-SF,20,23,ambient,RC-20-SF-23C,144,0.00412,15.415,3.74
RC-20-SF,20,23,ambient,RC-20-SF-23C,145,0.00415,14.505,3.5
RC-20-SF,20,23,ambient,RC-20-SF-23C,146,0.00418,13.511,3.23
RC-20-SF,20,23,ambient,RC-20-SF-23C,147,0.00421,13.726,3.26
RC-20-SF,20,23,ambient,RC-20-SF-23C,148,0.00423,14.461,3.41
RC-20-SF,20,23,ambient,RC-20-SF-23C,149,0.00426,13.921,3.27
RC-20-SF,20,23,ambient,RC-20-SF-23C,150,0.00429,13.648,3.18
RC-20-SF,20,23,ambient,RC-20-SF-23C,151,0.00432,13.278,3.07
RC-20-SF,20,23,ambient,RC-20-SF-23C,152,0.00435,12.769,2.94
RC-20-SF,20,23,ambient,RC-20-SF-23C,153,0.00438,13.549,3.09
RC-20-SF,20,23,ambient,RC-20-SF-23C,154,0.00441,12.554,2.85
RC-20-SF,20,23,ambient,RC-20-SF-23C,155,0.00444,12.903,2.91
RC-20-SF,20,23,ambient,RC-20-SF-23C,156,0.00447,12.068,2.7
RC-20-SF,20,23,ambient,RC-20-SF-23C,157,0.00449,12.267,2.73
RC-20-SF,20,23,ambient,RC-20-SF-23C,158,0.00452,12.509,2.77
RC-20-SF,20,23,ambient,RC-20-SF-23C,159,0.00455,11.941,2.62
RC-20-SF,20,23,ambient,RC-20-SF-23C,160,0.00458,11.747,2.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,161,0.00461,11.721,2.54
RC-20-SF,20,23,ambient,RC-20-SF-23C,162,0.00464,11.124,2.4
RC-20-SF,20,23,ambient,RC-20-SF-23C,163,0.00467,10.913,2.34
RC-20-SF,20,23,ambient,RC-20-SF-23C,164,0.0047,11.508,2.45
RC-20-SF,20,23,ambient,RC-20-SF-23C,165,0.00472,10.987,2.33
RC-20-SF,20,23,ambient,RC-20-SF-23C,166,0.00475,11.218,2.36
RC-20-SF,20,23,ambient,RC-20-SF-23C,167,0.00478,11.213,2.34
RC-20-SF,20,23,ambient,RC-20-SF-23C,168,0.00481,11.101,2.31
RC-20-SF,20,23,ambient,RC-20-SF-23C,169,0.00484,10.029,2.07
RC-20-SF,20,23,ambient,RC-20-SF-23C,170,0.00487,10.199,2.09
RC-20-SF,20,23,ambient,RC-20-SF-23C,171,0.0049,10.475,2.14
RC-20-SF,20,23,ambient,RC-20-SF-23C,172,0.00493,10.347,2.1
RC-20-SF,20,23,ambient,RC-20-SF-23C,173,0.00495,10.779,2.18
RC-20-SF,20,23,ambient,RC-20-SF-23C,174,0.00498,9.604,1.93
RC-20-SF,20,23,ambient,RC-20-SF-23C,175,0.00501,10.165,2.03
RC-20-SF,20,23,ambient,RC-20-SF-23C,176,0.00504,9.776,1.94
RC-20-SF,20,23,ambient,RC-20-SF-23C,177,0.00507,8.985,1.77
RC-20-SF,20,23,ambient,RC-20-SF-23C,178,0.0051,9.224,1.81
RC-20-SF,20,23,ambient,RC-20-SF-23C,179,0.00513,9.372,1.83
RC-20-SF,20,23,ambient,RC-20-SF-23C,180,0.00516,8.601,1.67
RC-20-SF,20,23,ambient,RC-20-SF-23C,181,0.00519,8.361,1.61
RC-20-SF,20,23,ambient,RC-20-SF-23C,182,0.00521,8.349,1.6
RC-20-SF,20,23,ambient,RC-20-SF-23C,183,0.00524,8.903,1.7
RC-20-SF,20,23,ambient,RC-20-SF-23C,184,0.00527,8.544,1.62
RC-20-SF,20,23,ambient,RC-20-SF-23C,185,0.0053,8.387,1.58
RC-20-SF,20,23,ambient,RC-20-SF-23C,186,0.00533,8.288,1.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,187,0.00536,7.901,1.47
RC-20-SF,20,23,ambient,RC-20-SF-23C,188,0.00539,8.114,1.51
RC-20-SF,20,23,ambient,RC-20-SF-23C,189,0.00542,7.557,1.4
RC-20-SF,20,23,ambient,RC-20-SF-23C,190,0.00544,8.448,1.55
RC-20-SF,20,23,ambient,RC-20-SF-23C,191,0.00547,8.512,1.56
RC-20-SF,20,23,ambient,RC-20-SF-23C,192,0.0055,7.079,1.29
RC-20-SF,20,23,ambient,RC-20-SF-23C,193,0.00553,7.593,1.37
RC-20-SF,20,23,ambient,RC-20-SF-23C,194,0.00556,7.515,1.35
RC-20-SF,20,23,ambient,RC-20-SF-23C,195,0.00559,7.493,1.34
RC-20-SF,20,23,ambient,RC-20-SF-23C,196,0.00562,7.785,1.39
RC-20-SF,20,23,ambient,RC-20-SF-23C,197,0.00565,7.204,1.28
RC-20-SF,20,23,ambient,RC-20-SF-23C,198,0.00568,7.234,1.27
RC-20-SF,20,23,ambient,RC-20-SF-23C,199,0.0057,8.157,1.43
RC-20-SF,20,23,ambient,RC-20-SF-23C,200,0.00573,7.041,1.23
RC-0,0,400,residual,RC-0-400C,1,0.0,0.596,21.0
RC-0,0,400,residual,RC-0-400C,2,3e-05,1.012,31.33
RC-0,0,400,residual,RC-0-400C,3,6e-05,1.488,23.03
RC-0,0,400,residual,RC-0-400C,4,0.0001,2.253,23.25
RC-0,0,400,residual,RC-0-400C,5,0.00013,3.304,25.57
RC-0,0,400,residual,RC-0-400C,6,0.00016,3.727,23.07
RC-0,0,400,residual,RC-0-400C,7,0.00019,4.605,23.76
RC-0,0,400,residual,RC-0-400C,8,0.00023,5.532,24.46
RC-0,0,400,residual,RC-0-400C,9,0.00026,6.542,25.31
RC-0,0,400,residual,RC-0-400C,10,0.00029,7.817,26.89
RC-0,0,400,residual,RC-0-400C,11,0.00032,7.784,24.09
RC-0,0,400,residual,RC-0-400C,12,0.00036,8.839,24.87
RC-0,0,400,residual,RC-0-400C,13,0.00039,8.859,22.85
RC-0,0,400,residual,RC-0-400C,14,0.00042,10.482,24.96
RC-0,0,400,residual,RC-0-400C,15,0.00045,10.247,22.66
RC-0,0,400,residual,RC-0-400C,16,0.00048,11.791,24.33
RC-0,0,400,residual,RC-0-400C,17,0.00052,12.177,23.56
RC-0,0,400,residual,RC-0-400C,18,0.00055,12.836,23.37
RC-0,0,400,residual,RC-0-400C,19,0.00058,13.437,23.11
RC-0,0,400,residual,RC-0-400C,20,0.00061,13.75,22.4
RC-0,0,400,residual,RC-0-400C,21,0.00065,14.408,22.3
RC-0,0,400,residual,RC-0-400C,22,0.00068,15.741,23.2
RC-0,0,400,residual,RC-0-400C,23,0.00071,16.082,22.63
RC-0,0,400,residual,RC-0-400C,24,0.00074,16.582,22.32
RC-0,0,400,residual,RC-0-400C,25,0.00078,17.433,22.49
RC-0,0,400,residual,RC-0-400C,26,0.00081,17.905,22.17
RC-0,0,400,residual,RC-0-400C,27,0.00084,18.179,21.64
RC-0,0,400,residual,RC-0-400C,28,0.00087,19.843,22.75
RC-0,0,400,residual,RC-0-400C,29,0.0009,19.818,21.91
RC-0,0,400,residual,RC-0-400C,30,0.00094,20.155,21.51
RC-0,0,400,residual,RC-0-400C,31,0.00097,20.472,21.12
RC-0,0,400,residual,RC-0-400C,32,0.001,21.49,21.46
RC-0,0,400,residual,RC-0-400C,33,0.00103,21.415,20.72
RC-0,0,400,residual,RC-0-400C,34,0.00107,21.889,20.53
RC-0,0,400,residual,RC-0-400C,35,0.0011,23.246,21.16
RC-0,0,400,residual,RC-0-400C,36,0.00113,23.165,20.49
RC-0,0,400,residual,RC-0-400C,37,0.00116,23.367,20.09
RC-0,0,400,residual,RC-0-400C,38,0.0012,24.085,20.15
RC-0,0,400,residual,RC-0-400C,39,0.00123,24.819,20.22
RC-0,0,400,residual,RC-0-400C,40,0.00126,25.18,19.99
RC-0,0,400,residual,RC-0-400C,41,0.00129,25.726,19.91
RC-0,0,400,residual,RC-0-400C,42,0.00132,25.392,19.17
RC-0,0,400,residual,RC-0-400C,43,0.00136,26.54,19.56
RC-0,0,400,residual,RC-0-400C,44,0.00139,26.554,19.12
RC-0,0,400,residual,RC-0-400C,45,0.00142,27.029,19.02
RC-0,0,400,residual,RC-0-400C,46,0.00145,27.781,19.11
RC-0,0,400,residual,RC-0-400C,47,0.00149,27.974,18.82
RC-0,0,400,residual,RC-0-400C,48,0.00152,28.208,18.58
RC-0,0,400,residual,RC-0-400C,49,0.00155,27.762,17.9
RC-0,0,400,residual,RC-0-400C,50,0.00158,28.747,18.16
RC-0,0,400,residual,RC-0-400C,51,0.00162,28.818,17.84
RC-0,0,400,residual,RC-0-400C,52,0.00165,29.633,17.99
RC-0,0,400,residual,RC-0-400C,53,0.00168,30.027,17.87
RC-0,0,400,residual,RC-0-400C,54,0.00171,29.879,17.45
RC-0,0,400,residual,RC-0-400C,55,0.00174,30.034,17.22
RC-0,0,400,residual,RC-0-400C,56,0.00178,31.052,17.48
RC-0,0,400,residual,RC-0-400C,57,0.00181,30.58,16.9
RC-0,0,400,residual,RC-0-400C,58,0.00184,30.626,16.63
RC-0,0,400,residual,RC-0-400C,59,0.00187,30.984,16.54
RC-0,0,400,residual,RC-0-400C,60,0.00191,31.302,16.42
RC-0,0,400,residual,RC-0-400C,61,0.00194,31.413,16.21
RC-0,0,400,residual,RC-0-400C,62,0.00197,32.193,16.34
RC-0,0,400,residual,RC-0-400C,63,0.002,31.358,15.66
RC-0,0,400,residual,RC-0-400C,64,0.00204,31.984,15.72
RC-0,0,400,residual,RC-0-400C,65,0.00207,32.438,15.69
RC-0,0,400,residual,RC-0-400C,66,0.0021,32.686,15.57
RC-0,0,400,residual,RC-0-400C,67,0.00213,33.336,15.64
RC-0,0,400,residual,RC-0-400C,68,0.00216,33.426,15.44
RC-0,0,400,residual,RC-0-400C,69,0.0022,32.493,14.79
RC-0,0,400,residual,RC-0-400C,70,0.00223,32.508,14.58
RC-0,0,400,residual,RC-0-400C,71,0.00226,33.268,14.71
RC-0,0,400,residual,RC-0-400C,72,0.00229,33.129,14.44
RC-0,0,400,residual,RC-0-400C,73,0.00233,33.04,14.21
RC-0,0,400,residual,RC-0-400C,74,0.00236,33.523,14.22
RC-0,0,400,residual,RC-0-400C,75,0.00239,33.661,14.08
RC-0,0,400,residual,RC-0-400C,76,0.00242,33.354,13.77
RC-0,0,400,residual,RC-0-400C,77,0.00246,33.47,13.63
RC-0,0,400,residual,RC-0-400C,78,0.00249,33.457,13.45
RC-0,0,400,residual,RC-0-400C,79,0.00252,33.597,13.33
RC-0,0,400,residual,RC-0-400C,80,0.00255,33.931,13.3
RC-0,0,400,residual,RC-0-400C,81,0.00258,33.133,12.82
RC-0,0,400,residual,RC-0-400C,82,0.00262,32.655,12.48
RC-0,0,400,residual,RC-0-400C,83,0.00265,32.123,12.13
RC-0,0,400,residual,RC-0-400C,84,0.00268,31.653,11.81
RC-0,0,400,residual,RC-0-400C,85,0.00271,31.158,11.48
RC-0,0,400,residual,RC-0-400C,86,0.00275,31.174,11.35
RC-0,0,400,residual,RC-0-400C,87,0.00278,30.109,10.84
RC-0,0,400,residual,RC-0-400C,88,0.00281,29.558,10.52
RC-0,0,400,residual,RC-0-400C,89,0.00284,28.719,10.1
RC-0,0,400,residual,RC-0-400C,90,0.00288,27.941,9.72
RC-0,0,400,residual,RC-0-400C,91,0.00291,27.565,9.48
RC-0,0,400,residual,RC-0-400C,92,0.00294,26.986,9.18
RC-0,0,400,residual,RC-0-400C,93,0.00297,26.85,9.03
RC-0,0,400,residual,RC-0-400C,94,0.003,25.661,8.54
RC-0,0,400,residual,RC-0-400C,95,0.00304,25.929,8.54
RC-0,0,400,residual,RC-0-400C,96,0.00307,25.209,8.21
RC-0,0,400,residual,RC-0-400C,97,0.0031,25.025,8.07
RC-0,0,400,residual,RC-0-400C,98,0.00313,24.071,7.68
RC-0,0,400,residual,RC-0-400C,99,0.00317,23.557,7.44
RC-0,0,400,residual,RC-0-400C,100,0.0032,23.278,7.28
RC-0,0,400,residual,RC-0-400C,101,0.00323,22.833,7.07
RC-0,0,400,residual,RC-0-400C,102,0.00326,22.822,6.99
RC-0,0,400,residual,RC-0-400C,103,0.0033,22.397,6.8
RC-0,0,400,residual,RC-0-400C,104,0.00333,22.358,6.72
RC-0,0,400,residual,RC-0-400C,105,0.00336,21.143,6.29
RC-0,0,400,residual,RC-0-400C,106,0.00339,19.782,5.83
RC-0,0,400,residual,RC-0-400C,107,0.00342,20.384,5.95
RC-0,0,400,residual,RC-0-400C,108,0.00346,20.217,5.85
RC-0,0,400,residual,RC-0-400C,109,0.00349,20.004,5.73
RC-0,0,400,residual,RC-0-400C,110,0.00352,19.496,5.54
RC-0,0,400,residual,RC-0-400C,111,0.00355,18.864,5.31
RC-0,0,400,residual,RC-0-400C,112,0.00359,19.255,5.37
RC-0,0,400,residual,RC-0-400C,113,0.00362,17.979,4.97
RC-0,0,400,residual,RC-0-400C,114,0.00365,17.893,4.9
RC-0,0,400,residual,RC-0-400C,115,0.00368,17.286,4.69
RC-0,0,400,residual,RC-0-400C,116,0.00372,17.327,4.66
RC-0,0,400,residual,RC-0-400C,117,0.00375,17.534,4.68
RC-0,0,400,residual,RC-0-400C,118,0.00378,16.632,4.4
RC-0,0,400,residual,RC-0-400C,119,0.00381,16.323,4.28
RC-0,0,400,residual,RC-0-400C,120,0.00384,15.491,4.03
RC-0,0,400,residual,RC-0-400C,121,0.00388,15.666,4.04
RC-0,0,400,residual,RC-0-400C,122,0.00391,15.857,4.06
RC-0,0,400,residual,RC-0-400C,123,0.00394,15.096,3.83
RC-0,0,400,residual,RC-0-400C,124,0.00397,14.789,3.72
RC-0,0,400,residual,RC-0-400C,125,0.00401,14.992,3.74
RC-0,0,400,residual,RC-0-400C,126,0.00404,14.24,3.53
RC-0,0,400,residual,RC-0-400C,127,0.00407,14.514,3.57
RC-0,0,400,residual,RC-0-400C,128,0.0041,13.382,3.26
RC-0,0,400,residual,RC-0-400C,129,0.00413,13.786,3.33
RC-0,0,400,residual,RC-0-400C,130,0.00417,13.86,3.33
RC-0,0,400,residual,RC-0-400C,131,0.0042,13.396,3.19
RC-0,0,400,residual,RC-0-400C,132,0.00423,12.182,2.88
RC-0,0,400,residual,RC-0-400C,133,0.00426,12.357,2.9
RC-0,0,400,residual,RC-0-400C,134,0.0043,12.257,2.85
RC-0,0,400,residual,RC-0-400C,135,0.00433,12.449,2.88
RC-0,0,400,residual,RC-0-400C,136,0.00436,11.432,2.62
RC-0,0,400,residual,RC-0-400C,137,0.00439,11.316,2.58
RC-0,0,400,residual,RC-0-400C,138,0.00443,10.901,2.46
RC-0,0,400,residual,RC-0-400C,139,0.00446,10.95,2.46
RC-0,0,400,residual,RC-0-400C,140,0.00449,10.597,2.36
RC-0,0,400,residual,RC-0-400C,141,0.00452,11.353,2.51
RC-0,0,400,residual,RC-0-400C,142,0.00455,10.393,2.28
RC-0,0,400,residual,RC-0-400C,143,0.00459,10.647,2.32
