building_id,assessment_date,energy_rating,primary_energy_kwh_m2_yr,co2_emissions_kg_m2_yr,renewable_energy_pct,assessor_id,certificate_number,valid_until,recommendations
BLD_00061,2022-01-15,E,289.2,59.0,12.470502579450125,ASR_7081,EPC2022396926,2032-01-15,Double glazing; New boiler; Cavity wall insulation
BLD_00061,2020-01-15,E,315.2,58.6,19.94359062408887,ASR_3269,EPC2020493162,2030-01-15,New boiler; Loft insulation; Double glazing
BLD_00062,2024-01-15,F,445.0,104.6,20.016670250308053,ASR_1907,EPC2024187203,2034-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00062,2022-01-15,F,338.4,97.6,5.77579369288268,ASR_5225,EPC2022926048,2032-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00062,2020-01-15,F,432.6,80.0,20.177578420907317,ASR_9388,EPC2020246728,2030-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00063,2024-01-15,F,369.6,84.9,9.94249873738241,ASR_3618,EPC2024832043,2034-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00063,2022-01-15,F,368.9,105.1,5.793196182870734,ASR_8471,EPC2022779395,2032-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00063,2020-01-15,G,772.4,176.6,28.63940962391421,ASR_6014,EPC2020621083,2030-01-15,Full HVAC replacement; Complete thermal envelope retrofit; Insulation throughout
BLD_00064,2024-01-15,F,414.7,92.9,14.99167185241409,ASR_8983,EPC2024905474,2034-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00064,2022-01-15,F,407.5,94.6,25.73477111447542,ASR_4140,EPC2022704565,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00064,2020-01-15,G,462.4,156.8,20.828427614680734,ASR_5000,EPC2020519752,2030-01-15,Insulation throughout; Full HVAC replacement; Complete thermal envelope retrofit
BLD_00065,2024-01-15,D,197.3,36.9,3.4967999362638205,ASR_1929,EPC2024835192,2034-01-15,Efficient boiler; LED lighting; Wall insulation
BLD_00065,2022-01-15,D,182.8,43.5,15.350357877393378,ASR_6267,EPC2022725427,2032-01-15,Double glazing; Wall insulation; Efficient boiler
BLD_00065,2020-01-15,D,178.6,46.5,3.533533550816795,ASR_4434,EPC2020154856,2030-01-15,LED lighting; Efficient boiler; Wall insulation
BLD_00066,2024-01-15,C,140.9,34.5,4.891044188310981,ASR_9918,EPC2024731544,2034-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00066,2022-01-15,C,91.7,29.9,12.697218483202377,ASR_3648,EPC2022350768,2032-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00066,2020-01-15,D,226.7,43.4,0.9532124895281413,ASR_7759,EPC2020125196,2030-01-15,Efficient boiler; Wall insulation; LED lighting
BLD_00067,2024-01-15,F,364.8,104.0,8.180734060380608,ASR_6157,EPC2024394450,2034-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00067,2022-01-15,F,333.4,86.9,0.20835865688923483,ASR_2412,EPC2022197219,2032-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00067,2020-01-15,F,389.6,84.5,6.616394736321441,ASR_9563,EPC2020494691,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00068,2024-01-15,E,276.1,74.4,7.737312639257197,ASR_1642,EPC2024868019,2034-01-15,Double glazing; Cavity wall insulation; Loft insulation
BLD_00068,2022-01-15,E,273.3,63.6,19.41888350587015,ASR_5452,EPC2022587571,2032-01-15,Double glazing; New boiler; Loft insulation
BLD_00068,2020-01-15,F,344.7,90.3,16.739399850392118,ASR_8900,EPC2020896976,2030-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00069,2024-01-15,F,367.2,98.7,11.452824270836986,ASR_1011,EPC2024414210,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00069,2022-01-15,F,378.3,93.2,13.786675802688137,ASR_3007,EPC2022788991,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00069,2020-01-15,F,352.4,83.5,10.140876407387792,ASR_4895,EPC2020862340,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00070,2024-01-15,F,422.1,85.7,3.5708106715311505,ASR_5459,EPC2024489511,2034-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00070,2022-01-15,F,364.6,84.5,4.482690347777762,ASR_3024,EPC2022106950,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00070,2020-01-15,G,770.7,190.0,6.7866237593153445,ASR_2785,EPC2020931342,2030-01-15,Full HVAC replacement; Complete thermal envelope retrofit; Insulation throughout
BLD_00071,2024-01-15,E,311.4,68.9,28.797993186352954,ASR_9919,EPC2024938281,2034-01-15,New boiler; Cavity wall insulation; Loft insulation
BLD_00071,2022-01-15,E,315.5,59.8,18.234168426751815,ASR_1212,EPC2022812587,2032-01-15,Double glazing; Loft insulation; Cavity wall insulation
BLD_00071,2020-01-15,F,433.9,81.0,2.2498762790853255,ASR_4669,EPC2020739410,2030-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00072,2024-01-15,D,167.0,53.6,9.856897442028108,ASR_5665,EPC2024823622,2034-01-15,Wall insulation; Double glazing; Efficient boiler
BLD_00072,2022-01-15,D,188.3,45.3,18.430173622792417,ASR_4098,EPC2022223400,2032-01-15,LED lighting; Efficient boiler; Wall insulation
BLD_00072,2020-01-15,E,310.4,61.4,22.180714074125095,ASR_2355,EPC2020548814,2030-01-15,Double glazing; New boiler; Loft insulation
BLD_00073,2024-01-15,F,397.3,93.4,5.086791502752223,ASR_2028,EPC2024686780,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00073,2022-01-15,F,444.3,93.5,2.9801905347460256,ASR_7753,EPC2022910470,2032-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00073,2020-01-15,F,419.7,88.2,25.299706042792966,ASR_3213,EPC2020875053,2030-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00074,2024-01-15,E,236.5,72.8,16.331191846227103,ASR_1537,EPC2024916901,2034-01-15,New boiler; Cavity wall insulation; Double glazing
BLD_00074,2022-01-15,E,249.0,64.8,10.95074185507111,ASR_5060,EPC2022335164,2032-01-15,Double glazing; Cavity wall insulation; New boiler
BLD_00074,2020-01-15,E,261.6,72.7,11.049135111250576,ASR_5958,EPC2020302907,2030-01-15,Double glazing; New boiler; Cavity wall insulation
BLD_00075,2024-01-15,B,60.8,11.9,20.223341479240098,ASR_8122,EPC2024511110,2034-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00075,2022-01-15,B,89.2,16.0,27.63069862142288,ASR_6386,EPC2022552035,2032-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00075,2020-01-15,C,128.8,21.5,11.196309937617286,ASR_8756,EPC2020675462,2030-01-15,Improve insulation; LED lighting; Upgrade windows
BLD_00076,2024-01-15,C,138.0,20.6,15.20036603731323,ASR_4683,EPC2024140721,2034-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00076,2022-01-15,C,109.1,31.1,12.29667639644281,ASR_9352,EPC2022947760,2032-01-15,Improve insulation; Upgrade windows; LED lighting
BLD_00076,2020-01-15,D,159.1,46.1,20.567729479958356,ASR_9169,EPC2020706851,2030-01-15,LED lighting; Double glazing; Wall insulation
BLD_00077,2024-01-15,D,177.1,42.1,23.7942476450602,ASR_9616,EPC2024853052,2034-01-15,Double glazing; LED lighting; Efficient boiler
BLD_00077,2022-01-15,D,188.5,40.5,6.188340699289032,ASR_4443,EPC2022433809,2032-01-15,Efficient boiler; Wall insulation; LED lighting
BLD_00077,2020-01-15,E,249.4,74.7,21.463547149404715,ASR_9520,EPC2020326438,2030-01-15,Double glazing; New boiler; Cavity wall insulation
BLD_00078,2024-01-15,B,68.7,16.8,19.360643221330612,ASR_8074,EPC2024923260,2034-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00078,2022-01-15,B,65.2,14.8,9.158698040593915,ASR_8074,EPC2022311989,2032-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00078,2020-01-15,B,82.0,10.9,7.415151235970043,ASR_4178,EPC2020193283,2030-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00079,2024-01-15,B,76.3,17.5,12.086233077475574,ASR_1393,EPC2024152740,2034-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00079,2022-01-15,B,66.0,19.8,11.318573938511209,ASR_6056,EPC2022821245,2032-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00079,2020-01-15,B,77.2,15.7,9.278902980021,ASR_9487,EPC2020528316,2030-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00080,2024-01-15,E,325.1,75.0,21.570456792872132,ASR_8551,EPC2024151405,2034-01-15,Double glazing; Loft insulation; New boiler
BLD_00080,2022-01-15,E,286.7,77.8,16.684519664691155,ASR_4198,EPC2022761394,2032-01-15,Cavity wall insulation; Double glazing; Loft insulation
BLD_00080,2020-01-15,E,274.8,71.5,0.7571952733186416,ASR_5878,EPC2020669402,2030-01-15,Cavity wall insulation; Double glazing; New boiler
BLD_00081,2024-01-15,F,376.8,93.0,14.071393157217567,ASR_2633,EPC2024142321,2034-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00081,2022-01-15,F,368.0,103.2,24.519237767228944,ASR_4766,EPC2022697479,2032-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00081,2020-01-15,G,709.7,188.7,15.922169690332858,ASR_7714,EPC2020749039,2030-01-15,Insulation throughout; Full HVAC replacement; Complete thermal envelope retrofit
BLD_00082,2024-01-15,A,6.4,5.0,0.8357660600458994,ASR_6072,EPC2024798384,2034-01-15,Install solar panels; Smart building controls
BLD_00082,2022-01-15,A,45.0,0.3,19.057371876080413,ASR_4953,EPC2022382957,2032-01-15,Smart building controls; Install solar panels
BLD_00082,2020-01-15,A,5.3,1.0,19.90867859827117,ASR_1206,EPC2020882790,2030-01-15,Smart building controls; Install solar panels
BLD_00083,2024-01-15,B,53.5,16.4,0.9207286868397235,ASR_7272,EPC2024211228,2034-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00083,2022-01-15,B,51.4,15.3,16.04723990893099,ASR_8181,EPC2022242409,2032-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00083,2020-01-15,B,87.1,17.1,16.517417268414462,ASR_9996,EPC2020205065,2030-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00084,2024-01-15,E,276.4,64.4,19.95277662396462,ASR_7384,EPC2024910442,2034-01-15,Loft insulation; New boiler; Double glazing
BLD_00084,2022-01-15,E,325.9,61.3,12.538999406249609,ASR_3946,EPC2022326072,2032-01-15,Double glazing; Cavity wall insulation; New boiler
BLD_00084,2020-01-15,F,408.2,88.4,16.80799143554816,ASR_8272,EPC2020888633,2030-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00085,2024-01-15,F,338.6,83.7,28.18965738671073,ASR_1161,EPC2024130998,2034-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00085,2022-01-15,F,393.3,106.7,20.634175898963456,ASR_9682,EPC2022515370,2032-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00085,2020-01-15,G,552.8,135.0,11.350817398323409,ASR_7177,EPC2020105150,2030-01-15,Full HVAC replacement; Complete thermal envelope retrofit; Insulation throughout
BLD_00086,2024-01-15,F,377.6,109.5,6.964036876236004,ASR_2093,EPC2024434042,2034-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00086,2022-01-15,F,436.3,83.8,12.556251225064457,ASR_5632,EPC2022502600,2032-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00086,2020-01-15,F,382.3,80.6,20.81114103824959,ASR_2761,EPC2020435830,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00087,2024-01-15,B,77.5,11.4,12.429542438433877,ASR_4865,EPC2024186934,2034-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00087,2022-01-15,B,86.2,11.2,6.175809639622708,ASR_6642,EPC2022455692,2032-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00087,2020-01-15,B,86.2,17.8,24.657074924602863,ASR_3198,EPC2020638886,2030-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00088,2024-01-15,F,417.1,102.5,28.954057605478585,ASR_2179,EPC2024292323,2034-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00088,2022-01-15,F,403.1,99.2,18.224821285443653,ASR_7633,EPC2022802733,2032-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00088,2020-01-15,F,433.3,107.5,10.012374086930475,ASR_5884,EPC2020368085,2030-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00089,2024-01-15,B,53.3,11.9,1.363256963062135,ASR_7806,EPC2024570217,2034-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00089,2022-01-15,B,62.7,15.5,16.58371980113588,ASR_1460,EPC2022968162,2032-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00089,2020-01-15,B,68.0,18.8,16.70237878804812,ASR_3549,EPC2020217062,2030-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00090,2024-01-15,F,377.7,108.5,12.31193927962687,ASR_3860,EPC2024949073,2034-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00090,2022-01-15,F,347.4,107.7,10.106721618346594,ASR_3398,EPC2022546967,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00090,2020-01-15,G,465.1,147.4,1.9517938927588208,ASR_9673,EPC2020403133,2030-01-15,Complete thermal envelope retrofit; Insulation throughout; Full HVAC replacement
BLD_00091,2024-01-15,F,339.0,92.6,8.404791848162263,ASR_5443,EPC2024899331,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00091,2022-01-15,F,430.3,87.6,29.95697680257855,ASR_6195,EPC2022405808,2032-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00091,2020-01-15,F,363.0,102.6,4.375660596846679,ASR_4749,EPC2020983906,2030-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00092,2024-01-15,F,369.4,84.0,19.81710805130852,ASR_1394,EPC2024451575,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00092,2022-01-15,F,404.9,83.6,0.7268600496154121,ASR_8377,EPC2022266625,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00092,2020-01-15,G,642.1,169.5,18.160171737378988,ASR_4836,EPC2020429018,2030-01-15,Insulation throughout; Full HVAC replacement; Complete thermal envelope retrofit
BLD_00093,2024-01-15,E,301.7,69.5,8.181071171498836,ASR_3581,EPC2024871102,2034-01-15,Double glazing; Loft insulation; Cavity wall insulation
BLD_00093,2022-01-15,E,271.0,65.6,18.30382783866812,ASR_1509,EPC2022926235,2032-01-15,Loft insulation; Double glazing; New boiler
BLD_00093,2020-01-15,F,361.7,85.2,27.13405760458276,ASR_5677,EPC2020306093,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00094,2024-01-15,B,55.2,10.9,21.783826982823452,ASR_3897,EPC2024680107,2034-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00094,2022-01-15,B,58.2,19.5,17.756100251276177,ASR_3474,EPC2022216124,2032-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00094,2020-01-15,B,79.8,16.2,16.042086084644783,ASR_4215,EPC2020543363,2030-01-15,Install solar panels; Smart thermostats; Upgrade to heat pump
BLD_00095,2024-01-15,D,154.6,46.1,15.77583096387267,ASR_3412,EPC2024311023,2034-01-15,Double glazing; Wall insulation; LED lighting
BLD_00095,2022-01-15,D,157.5,50.9,17.423670338542934,ASR_3780,EPC2022408915,2032-01-15,LED lighting; Double glazing; Wall insulation
BLD_00095,2020-01-15,E,266.2,68.1,27.665758743026903,ASR_3270,EPC2020209379,2030-01-15,Cavity wall insulation; New boiler; Loft insulation
BLD_00096,2024-01-15,F,418.7,81.8,21.709131465051904,ASR_6640,EPC2024438844,2034-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00096,2022-01-15,F,426.7,83.0,27.70894734742268,ASR_5485,EPC2022863923,2032-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00096,2020-01-15,F,402.4,94.9,21.147226157616984,ASR_5831,EPC2020774619,2030-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00097,2024-01-15,F,339.3,92.2,12.072712122246188,ASR_8522,EPC2024819634,2034-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00097,2022-01-15,F,336.6,88.1,8.163322805197376,ASR_1024,EPC2022906041,2032-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00097,2020-01-15,G,678.9,140.8,11.354703089830036,ASR_5982,EPC2020583852,2030-01-15,Full HVAC replacement; Insulation throughout; Complete thermal envelope retrofit
BLD_00098,2024-01-15,E,250.5,63.7,22.264932203863566,ASR_8085,EPC2024441726,2034-01-15,Double glazing; Cavity wall insulation; New boiler
BLD_00098,2022-01-15,E,249.7,60.6,0.5701511380782165,ASR_7886,EPC2022843920,2032-01-15,New boiler; Double glazing; Loft insulation
BLD_00098,2020-01-15,F,416.5,81.3,26.797587120120166,ASR_9495,EPC2020278982,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00099,2024-01-15,F,373.6,82.2,21.876679200144803,ASR_6536,EPC2024205376,2034-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00099,2022-01-15,F,401.0,93.3,1.6533057834840115,ASR_3454,EPC2022407669,2032-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00099,2020-01-15,F,406.5,86.0,17.011894948430253,ASR_7874,EPC2020535026,2030-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00100,2024-01-15,B,51.7,16.8,19.041009086921715,ASR_2291,EPC2024698710,2034-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00100,2022-01-15,B,66.2,13.2,24.17267336896958,ASR_2789,EPC2022378459,2032-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00100,2020-01-15,B,50.8,14.5,15.550901066931482,ASR_4779,EPC2020257614,2030-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
