building_id,date,post_retrofit_consumption_kwh,energy_savings_kwh,savings_percentage,cost_savings_eur,carbon_savings_kg_co2,retrofit_measures,measurement_verified,normalized_for_weather
BLD_00033,2023-11-01,504606.04,989932.86,60.0,167482.58,216387.54,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2023-12-01,647705.56,846833.34,60.0,136985.11,263031.94,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-01-01,677308.68,817230.23,60.0,148783.03,177347.52,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2024-02-01,741501.74,753037.17,60.0,123361.18,268538.83,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2024-03-01,673616.77,820922.14,60.0,135835.11,306426.36,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-04-01,747938.65,746600.26,60.0,141484.69,154526.72,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2024-05-01,688285.24,806253.67,60.0,161032.45,234949.43,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-06-01,647553.73,846985.17,60.0,127196.35,307857.04,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-07-01,585753.15,908785.76,60.0,179598.64,288689.66,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-08-01,527297.17,967241.73,60.0,161113.82,368120.48,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2024-09-01,472122.37,1022416.54,60.0,203074.63,341168.53,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-10-01,471403.19,1023135.72,60.0,157247.05,389812.07,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00033,2024-11-01,582813.49,911725.42,60.0,150393.25,198125.55,"hvac_upgrade, heat_pump, lighting_led",True,True
BLD_00033,2024-12-01,622215.96,872322.95,60.0,169745.72,338914.24,"hvac_upgrade, heat_pump, lighting_led",False,True
BLD_00037,2023-01-01,841796.09,951338.94,60.0,187758.59,221351.75,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2023-02-01,828379.79,964755.24,60.0,161034.07,279481.04,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2023-03-01,900268.44,892866.59,60.0,167586.22,314070.46,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-04-01,791172.23,1001962.8,60.0,176361.18,231116.35,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-05-01,711552.02,1081583.02,60.0,163115.79,287741.98,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-06-01,676446.02,1116689.01,60.0,216515.65,274643.37,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-07-01,606444.25,1186690.78,60.0,202229.4,341997.92,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-08-01,613223.57,1179911.47,60.0,202223.63,343659.66,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-09-01,566635.21,1226499.82,60.0,210152.66,435629.61,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2023-10-01,622780.26,1170354.77,60.0,193997.35,444417.65,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-11-01,603383.44,1189751.59,60.0,216639.19,288064.89,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2023-12-01,780596.45,1012538.58,60.0,160641.35,249252.64,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-01-01,838853.13,954281.9,60.0,151283.61,196399.5,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-02-01,877962.6,915172.43,60.0,180781.39,207160.26,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2024-03-01,867622.09,925512.94,60.0,160042.14,360311.08,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2024-04-01,772630.11,1020504.93,60.0,189696.52,399550.5,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2024-05-01,756264.24,1036870.79,60.0,201208.93,219503.41,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-06-01,776971.41,1016163.62,60.0,165580.99,382707.1,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-07-01,675177.39,1117957.64,60.0,221268.49,409551.94,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-08-01,609886.7,1183248.33,60.0,218367.52,312641.41,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-09-01,563924.61,1229210.42,60.0,222628.36,450482.18,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2024-10-01,643507.04,1149627.99,60.0,175320.94,312643.81,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00037,2024-11-01,650282.66,1142852.37,60.0,224027.53,263790.02,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",False,True
BLD_00037,2024-12-01,735748.02,1057387.01,60.0,176556.05,395930.07,"hvac_upgrade, wall_insulation, window_upgrade, roof_insulation",True,True
BLD_00038,2023-01-01,6087041.74,1346353.57,25.1,231882.12,379604.81,"lighting_led, roof_insulation",False,True
BLD_00038,2023-02-01,7081777.94,351617.38,25.1,64957.68,95101.48,"lighting_led, roof_insulation",False,True
BLD_00038,2023-03-01,6790763.58,642631.74,25.1,113528.64,160265.91,"lighting_led, roof_insulation",False,True
BLD_00038,2023-04-01,6339022.29,1094373.02,25.1,191377.31,379621.42,"lighting_led, roof_insulation",True,True
BLD_00038,2023-05-01,6728684.2,704711.11,25.1,134667.07,162178.73,"lighting_led, roof_insulation",False,True
BLD_00038,2023-06-01,5433164.78,2000230.53,25.1,369635.72,728874.13,"lighting_led, roof_insulation",False,True
BLD_00038,2023-07-01,5277726.73,2155668.58,25.1,389274.47,583712.74,"lighting_led, roof_insulation",True,True
BLD_00038,2023-08-01,4272425.12,3160970.2,25.1,544985.62,826940.08,"lighting_led, roof_insulation",True,True
BLD_00038,2023-09-01,4316726.68,3116668.64,25.1,502331.51,793397.07,"lighting_led, roof_insulation",False,True
BLD_00038,2023-10-01,4723682.87,2709712.45,25.1,407680.64,782747.94,"lighting_led, roof_insulation",False,True
BLD_00038,2023-11-01,5400928.78,2032466.54,25.1,363743.58,653572.04,"lighting_led, roof_insulation",False,True
BLD_00038,2023-12-01,5312006.21,2121389.11,25.1,368610.4,748779.15,"lighting_led, roof_insulation",False,True
BLD_00038,2024-01-01,6033074.88,1400320.44,25.1,279256.3,365347.19,"lighting_led, roof_insulation",False,True
BLD_00038,2024-02-01,6631994.13,801401.18,25.1,136092.24,163741.28,"lighting_led, roof_insulation",True,True
BLD_00038,2024-03-01,6755590.76,677804.56,25.1,121845.16,177177.23,"lighting_led, roof_insulation",False,True
BLD_00038,2024-04-01,6214810.76,1218584.56,25.1,204231.32,394286.91,"lighting_led, roof_insulation",False,True
BLD_00038,2024-05-01,6011723.11,1421672.21,25.1,218601.15,429077.43,"lighting_led, roof_insulation",False,True
BLD_00038,2024-06-01,5138687.86,2294707.45,25.1,397218.83,591564.23,"lighting_led, roof_insulation",False,True
BLD_00038,2024-07-01,5032343.66,2401051.66,25.1,435780.52,579257.5,"lighting_led, roof_insulation",True,True
BLD_00038,2024-08-01,5063540.4,2369854.92,25.1,390192.74,750902.7,"lighting_led, roof_insulation",True,True
BLD_00038,2024-09-01,4247023.91,3186371.4,25.1,528306.29,1142209.15,"lighting_led, roof_insulation",True,True
BLD_00038,2024-10-01,4755559.35,2677835.96,25.1,470598.83,746847.64,"lighting_led, roof_insulation",True,True
BLD_00038,2024-11-01,4839511.34,2593883.98,25.1,411247.51,952315.59,"lighting_led, roof_insulation",True,True
BLD_00038,2024-12-01,5196042.12,2237353.19,25.1,351213.1,652716.89,"lighting_led, roof_insulation",False,True
BLD_00040,2023-01-01,2982564.91,1328752.38,40.0,230712.21,285833.37,"hvac_upgrade, lighting_led",False,True
BLD_00040,2023-02-01,3030818.63,1280498.66,40.0,203960.25,262489.86,"hvac_upgrade, lighting_led",False,True
BLD_00040,2023-03-01,2988712.09,1322605.2,40.0,259366.14,469121.18,"hvac_upgrade, lighting_led",False,True
BLD_00040,2023-04-01,3210845.27,1100472.02,40.0,220028.02,244515.93,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-05-01,2871023.0,1440294.29,40.0,287541.07,307762.85,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-06-01,2562254.17,1749063.12,40.0,289154.53,492208.16,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-07-01,2478355.06,1832962.23,40.0,344558.07,474053.8,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-08-01,2002538.79,2308778.5,40.0,362965.92,760948.36,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-09-01,1921259.06,2390058.23,40.0,380148.77,913656.88,"hvac_upgrade, lighting_led",False,True
BLD_00040,2023-10-01,2246957.25,2064360.04,40.0,324302.3,715328.99,"hvac_upgrade, lighting_led",True,True
BLD_00040,2023-11-01,2365859.08,1945458.21,40.0,321495.81,709428.0,"hvac_upgrade, lighting_led",False,True
BLD_00040,2023-12-01,2783850.15,1527467.14,40.0,257823.29,312398.78,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-01-01,2799069.69,1512247.6,40.0,274133.43,397964.97,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-02-01,3290081.01,1021236.27,40.0,177201.08,220362.94,"hvac_upgrade, lighting_led",False,True
BLD_00040,2024-03-01,3166478.31,1144838.98,40.0,188904.61,356546.68,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-04-01,2894150.75,1417166.54,40.0,237017.31,479581.0,"hvac_upgrade, lighting_led",False,True
BLD_00040,2024-05-01,2623457.82,1687859.47,40.0,256306.13,373276.43,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-06-01,2492380.49,1818936.8,40.0,357433.89,575308.68,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-07-01,2173823.83,2137493.46,40.0,366565.92,804057.59,"hvac_upgrade, lighting_led",False,True
BLD_00040,2024-08-01,2237199.53,2074117.76,40.0,394324.4,781899.31,"hvac_upgrade, lighting_led",False,True
BLD_00040,2024-09-01,2059807.19,2251510.1,40.0,385904.32,846031.12,"hvac_upgrade, lighting_led",False,True
BLD_00040,2024-10-01,1978268.29,2333049.0,40.0,404038.47,932812.38,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-11-01,2327164.01,1984153.28,40.0,324333.1,577859.45,"hvac_upgrade, lighting_led",True,True
BLD_00040,2024-12-01,2591411.68,1719905.61,40.0,277826.78,626342.97,"hvac_upgrade, lighting_led",True,True
BLD_00041,2023-01-01,3203385.43,2417369.68,43.0,373617.54,877591.03,"solar_panels, heat_pump",False,True
BLD_00041,2023-02-01,3617531.24,2003223.88,43.0,366240.56,512411.0,"solar_panels, heat_pump",True,True
BLD_00041,2023-03-01,3651031.65,1969723.47,43.0,298344.91,672949.35,"solar_panels, heat_pump",True,True
BLD_00041,2023-04-01,3617496.1,2003259.02,43.0,375007.5,612152.92,"solar_panels, heat_pump",True,True
BLD_00041,2023-05-01,3753331.04,1867424.07,43.0,302496.32,426623.34,"solar_panels, heat_pump",False,True
BLD_00041,2023-06-01,2918019.51,2702735.61,43.0,413309.65,628740.44,"solar_panels, heat_pump",True,True
BLD_00041,2023-07-01,2656306.68,2964448.44,43.0,510881.45,1083845.02,"solar_panels, heat_pump",True,True
BLD_00041,2023-08-01,2427075.77,3193679.34,43.0,608010.71,659452.46,"solar_panels, heat_pump",True,True
BLD_00041,2023-09-01,2414907.39,3205847.72,43.0,628183.23,945624.97,"solar_panels, heat_pump",True,True
BLD_00041,2023-10-01,2512136.61,3108618.51,43.0,582898.99,930336.15,"solar_panels, heat_pump",True,True
BLD_00041,2023-11-01,2935871.16,2684883.96,43.0,465375.6,887210.0,"solar_panels, heat_pump",False,True
BLD_00041,2023-12-01,2913350.93,2707404.19,43.0,507532.02,1020488.92,"solar_panels, heat_pump",False,True
BLD_00041,2024-01-01,3795850.54,1824904.58,43.0,287932.36,725470.68,"solar_panels, heat_pump",False,True
BLD_00041,2024-02-01,3897805.81,1722949.3,43.0,311581.51,603465.01,"solar_panels, heat_pump",True,True
BLD_00041,2024-03-01,4016066.0,1604689.12,43.0,261433.58,507670.49,"solar_panels, heat_pump",False,True
BLD_00041,2024-04-01,4019361.2,1601393.92,43.0,291144.03,583379.99,"solar_panels, heat_pump",False,True
BLD_00041,2024-05-01,3784027.24,1836727.88,43.0,360114.79,598290.71,"solar_panels, heat_pump",True,True
BLD_00041,2024-06-01,3016183.64,2604571.47,43.0,447667.17,637316.18,"solar_panels, heat_pump",True,True
BLD_00041,2024-07-01,3003056.92,2617698.19,43.0,395617.15,1006569.86,"solar_panels, heat_pump",False,True
BLD_00041,2024-08-01,2661509.44,2959245.67,43.0,444399.26,673288.65,"solar_panels, heat_pump",False,True
BLD_00041,2024-09-01,2614303.65,3006451.46,43.0,459421.58,737601.36,"solar_panels, heat_pump",True,True
BLD_00041,2024-10-01,2885611.4,2735143.71,43.0,424738.23,562066.77,"solar_panels, heat_pump",True,True
BLD_00041,2024-11-01,3045181.67,2575573.45,43.0,446859.63,945127.05,"solar_panels, heat_pump",True,True
BLD_00041,2024-12-01,3456958.84,2163796.28,43.0,397797.3,813204.52,"solar_panels, heat_pump",False,True
BLD_00045,2023-01-01,1290863.79,986168.72,45.1,160538.07,316563.82,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-02-01,1484081.85,792950.67,45.1,132978.53,158820.98,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2023-03-01,1513855.01,763177.5,45.1,117493.23,265067.74,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-04-01,1414435.25,862597.26,45.1,165410.26,217473.2,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2023-05-01,1421939.77,855092.75,45.1,138904.53,284986.24,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2023-06-01,1137077.5,1139955.01,45.1,199030.27,335783.98,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-07-01,1076973.7,1200058.81,45.1,215280.48,454164.83,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-08-01,1078647.52,1198385.0,45.1,198867.99,314398.28,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2023-09-01,1097284.74,1179747.77,45.1,235622.82,294617.13,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-10-01,967282.06,1309750.45,45.1,249132.34,268271.9,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-11-01,1145284.74,1131747.77,45.1,192038.14,262637.61,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2023-12-01,1185006.56,1092025.96,45.1,184101.75,397665.12,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-01-01,1426180.44,850852.07,45.1,139484.49,335593.39,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-02-01,1513927.84,763104.67,45.1,134847.4,154520.7,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-03-01,1446960.21,830072.3,45.1,149748.38,222118.41,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-04-01,1403146.56,873885.96,45.1,150191.69,279698.24,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-05-01,1436601.3,840431.22,45.1,140458.99,238266.23,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-06-01,1139228.87,1137803.65,45.1,181472.48,451811.28,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-07-01,1072155.1,1204877.42,45.1,181976.55,459753.04,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-08-01,1088006.16,1189026.35,45.1,228318.72,353707.28,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-09-01,1098822.86,1178209.66,45.1,179238.69,275273.98,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-10-01,1054386.07,1222646.45,45.1,221001.52,376783.3,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00045,2024-11-01,1207648.63,1069383.88,45.1,164624.2,256586.29,"window_upgrade, heat_pump, lighting_led",True,True
BLD_00045,2024-12-01,1328103.57,948928.95,45.1,160301.25,208052.39,"window_upgrade, heat_pump, lighting_led",False,True
BLD_00050,2023-01-01,674567.07,855315.34,60.0,167059.77,330123.48,"solar_panels, heat_pump",False,True
BLD_00050,2023-02-01,687492.65,842389.76,60.0,149763.01,303237.98,"solar_panels, heat_pump",False,True
BLD_00050,2023-03-01,768529.29,761353.12,60.0,138140.22,236111.24,"solar_panels, heat_pump",True,True
BLD_00050,2023-04-01,658357.13,871525.28,60.0,152950.05,271125.51,"solar_panels, heat_pump",True,True
BLD_00050,2023-05-01,608872.4,921010.0,60.0,148375.31,247632.49,"solar_panels, heat_pump",True,True
BLD_00050,2023-06-01,633210.81,896671.6,60.0,144693.41,279458.67,"solar_panels, heat_pump",True,True
BLD_00050,2023-07-01,569222.85,960659.56,60.0,148774.79,350430.81,"solar_panels, heat_pump",False,True
BLD_00050,2023-08-01,480720.41,1049161.99,60.0,205515.74,260097.92,"solar_panels, heat_pump",False,True
BLD_00050,2023-09-01,498987.55,1030894.86,60.0,155342.49,374074.88,"solar_panels, heat_pump",False,True
BLD_00050,2023-10-01,552287.45,977594.96,60.0,191362.58,348854.34,"solar_panels, heat_pump",False,True
BLD_00050,2023-11-01,572553.65,957328.76,60.0,144597.61,336895.57,"solar_panels, heat_pump",True,True
BLD_00050,2023-12-01,621243.95,908638.46,60.0,169759.6,333309.59,"solar_panels, heat_pump",False,True
BLD_00050,2024-01-01,682092.88,847789.53,60.0,129238.69,220092.49,"solar_panels, heat_pump",True,True
BLD_00050,2024-02-01,720792.54,809089.87,60.0,153767.64,231262.29,"solar_panels, heat_pump",False,True
BLD_00050,2024-03-01,670702.05,859180.36,60.0,130959.32,228809.95,"solar_panels, heat_pump",False,True
BLD_00050,2024-04-01,680698.23,849184.18,60.0,146583.93,216264.86,"solar_panels, heat_pump",False,True
BLD_00050,2024-05-01,726149.25,803733.16,60.0,123895.24,211919.9,"solar_panels, heat_pump",False,True
BLD_00050,2024-06-01,601473.21,928409.2,60.0,182267.31,263344.14,"solar_panels, heat_pump",True,True
BLD_00050,2024-07-01,528599.69,1001282.72,60.0,195195.98,211988.82,"solar_panels, heat_pump",False,True
BLD_00050,2024-08-01,477621.01,1052261.4,60.0,158917.55,269453.18,"solar_panels, heat_pump",False,True
BLD_00050,2024-09-01,511385.69,1018496.72,60.0,184142.44,236439.74,"solar_panels, heat_pump",False,True
BLD_00050,2024-10-01,485292.26,1044590.15,60.0,172424.96,370593.84,"solar_panels, heat_pump",False,True
BLD_00050,2024-11-01,590377.11,939505.3,60.0,149397.79,338730.62,"solar_panels, heat_pump",True,True
BLD_00050,2024-12-01,615808.73,914073.68,60.0,167975.3,226761.26,"solar_panels, heat_pump",True,True
BLD_00053,2023-01-01,84221.51,105838.85,60.0,17759.92,37322.14,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2023-02-01,85965.44,104094.93,60.0,15924.3,41524.01,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-03-01,92978.39,97081.97,60.0,17144.73,27200.29,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-04-01,93344.98,96715.38,60.0,14546.91,28199.99,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2023-05-01,78144.26,111916.1,60.0,22303.83,35891.68,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-06-01,77045.07,113015.3,60.0,20890.56,32702.93,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2023-07-01,73991.06,116069.3,60.0,22311.63,36916.78,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2023-08-01,64552.7,125507.66,60.0,24612.59,41843.11,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-09-01,57677.26,132383.1,60.0,25982.67,28156.18,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-10-01,60783.15,129277.21,60.0,25808.95,28697.95,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2023-11-01,70838.17,119222.19,60.0,21991.29,39010.12,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2023-12-01,83511.87,106548.49,60.0,16105.65,25251.81,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-01-01,80476.38,109583.98,60.0,18319.25,41306.99,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-02-01,96485.24,93575.12,60.0,16827.73,33158.88,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-03-01,97147.26,92913.11,60.0,17423.98,30112.03,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2024-04-01,83627.96,106432.41,60.0,20208.79,36716.7,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-05-01,77131.71,112928.65,60.0,18288.8,30549.3,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-06-01,72599.58,117460.78,60.0,22722.42,32914.98,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-07-01,73689.1,116371.26,60.0,22210.12,26741.82,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2024-08-01,67136.8,122923.56,60.0,20775.95,29088.11,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2024-09-01,56087.69,133972.67,60.0,20438.29,36533.74,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00053,2024-10-01,63215.03,126845.33,60.0,22540.46,42541.31,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2024-11-01,65582.99,124477.37,60.0,24612.66,31356.95,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",False,True
BLD_00053,2024-12-01,83273.79,106786.57,60.0,20279.76,38951.41,"hvac_upgrade, solar_panels, heat_pump, window_upgrade, lighting_led",True,True
BLD_00058,2023-01-01,527620.38,562042.59,55.0,93546.34,185328.07,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-02-01,542090.49,547572.47,55.0,100347.89,126122.22,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2023-03-01,592393.95,497269.01,55.0,98626.8,134214.71,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2023-04-01,613387.19,476275.78,55.0,87495.46,150700.61,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-05-01,537591.24,552071.72,55.0,99312.31,202374.52,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-06-01,532041.74,557621.23,55.0,86367.75,157113.59,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2023-07-01,410682.88,678980.09,55.0,132330.71,207890.54,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-08-01,415585.43,674077.54,55.0,105073.78,160891.08,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2023-09-01,371556.13,718106.83,55.0,134345.71,237722.24,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-10-01,400671.38,688991.59,55.0,113703.7,201876.47,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2023-11-01,432301.56,657361.4,55.0,118091.79,259763.38,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2023-12-01,466028.1,623634.87,55.0,124074.42,208224.32,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-01-01,562862.19,526800.78,55.0,100266.97,178431.05,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-02-01,531797.07,557865.89,55.0,93423.0,147203.15,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-03-01,646298.78,443364.18,55.0,77992.23,107892.86,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-04-01,560359.51,529303.46,55.0,99683.28,109785.96,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-05-01,487930.62,601732.34,55.0,108567.05,167077.48,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2024-06-01,448712.88,640950.09,55.0,107292.95,215077.79,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2024-07-01,463841.81,625821.15,55.0,107588.96,129578.26,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-08-01,401965.8,687697.17,55.0,130338.47,174635.24,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2024-09-01,391202.6,698460.37,55.0,119872.43,223141.66,"solar_panels, window_upgrade, building_controls",False,True
BLD_00058,2024-10-01,390117.89,699545.07,55.0,108354.87,266367.93,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2024-11-01,406665.31,682997.65,55.0,129705.58,215595.16,"solar_panels, window_upgrade, building_controls",True,True
BLD_00058,2024-12-01,506225.24,583437.72,55.0,109996.98,224430.58,"solar_panels, window_upgrade, building_controls",False,True
BLD_00060,2023-01-01,1392762.72,705737.31,40.6,140326.39,252897.59,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-02-01,1530090.62,568409.41,40.6,91958.25,218724.43,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-03-01,1559247.33,539252.69,40.6,93320.05,126384.77,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-04-01,1404071.27,694428.76,40.6,126224.8,166323.04,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-05-01,1470926.84,627573.19,40.6,113673.46,183557.61,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-06-01,1163781.95,934718.07,40.6,185751.21,257307.65,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-07-01,1035172.66,1063327.37,40.6,207561.69,372735.23,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-08-01,974174.67,1124325.36,40.6,197798.48,376952.33,"hvac_upgrade, solar_panels",True,True
BLD_00060,2023-09-01,1064773.31,1033726.72,40.6,186762.54,324870.2,"hvac_upgrade, solar_panels",True,True
BLD_00060,2023-10-01,983953.99,1114546.04,40.6,196936.99,227091.61,"hvac_upgrade, solar_panels",False,True
BLD_00060,2023-11-01,1038550.42,1059949.61,40.6,183948.97,395179.74,"hvac_upgrade, solar_panels",True,True
BLD_00060,2023-12-01,1278966.18,819533.85,40.6,152474.07,256944.21,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-01-01,1399980.98,698519.05,40.6,119410.09,189205.99,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-02-01,1456994.76,641505.27,40.6,100313.62,241075.26,"hvac_upgrade, solar_panels",False,True
