test_type,mix_design,curing_age_days,specimen_id,temperature_c,cooling_regime,compressive_strength_mpa,tensile_strength_mpa,flexural_strength_mpa,modulus_elasticity_mpa,density_kg_m3,upv_m_s,poisson_ratio,mass_loss_percent,spalling_depth_mm,thermal_expansion_coeff,w_c_ratio,cement_content_kg_m3,rubber_content_percent,rubber_size_mm,admixtures,thermal_strain_microstrain,pore_pressure_mpa,generation_timestamp,dataset_version,research_topic
thermal_exposure,rubber_10_fine,28,3,200,furnace_cooling,38.906764630998985,2.2101084537042768,4.551423715166448,22675.246469232457,2473.261550201628,4229.863464030066,0.18318600000000002,5.3100000000000005,0.0,1.0482310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,200,water_quenching,34.156925218443725,2.180991200577926,2.356929924445535,16285.695738406937,2429.91215962759,3441.935310292778,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,200,water_quenching,31.38922084287679,1.7749906147051342,2.942655389961199,16840.502704397248,2430.5667337122627,3116.1110059304606,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,200,water_quenching,27.9148261383177,1.6289471105129658,2.6068031030631365,18755.17447752974,2413.938514122169,3649.3157845670103,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,400,furnace_cooling,29.948298429740362,1.951955567416928,2.5935935974692277,15317.67331363873,2382.8092923625504,3218.8257438885926,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,400,furnace_cooling,34.71198885225574,1.8875876818582973,3.163182633947162,14079.798393038967,2408.8746618372984,3660.11872691506,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,400,furnace_cooling,27.366153628504975,2.3249262119621124,3.037917717111944,14203.904303661257,2441.050654961386,3305.0168354987327,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,400,water_quenching,24.195567825531537,1.0848459054913637,1.8415757203006626,11585.350850754858,2406.9729728299694,2781.4674610171937,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,400,water_quenching,23.37666642964085,1.1225222186590043,2.061490684893223,12190.829301872265,2437.5496860370067,2832.1289165778994,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,400,water_quenching,24.586685739215817,1.4103754234607484,1.9720492019694513,10588.025965311117,2431.2739227747916,2752.696807442144,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,600,furnace_cooling,15.850806494843177,0.7350138683425566,1.1501869485489506,6251.552326655848,2358.5941316438957,1995.5895926448636,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,600,furnace_cooling,15.548895936615514,0.8710993994898768,1.4106010796186648,5697.93941988491,2364.9992878663857,1876.9232997792221,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,600,furnace_cooling,14.974496732133751,0.8357966316195066,1.3182463711898837,5711.097486277125,2419.744779756109,1835.6656678273603,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,600,water_quenching,12.225458881945068,0.5755383290791133,1.03334158757638,4759.475620122627,2409.174086188019,1493.8822703928283,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,600,water_quenching,12.676148867976268,0.672464760570496,0.9101479402798711,5004.721181058446,2336.040710582868,1719.618036799158,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,600,water_quenching,14.693529968979078,0.5811447148812235,0.8625035963881095,5114.203234821701,2435.0318847293947,1669.5810747505777,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,800,furnace_cooling,6.425252631986713,0.3354597260564358,0.4464878648388078,1388.9748983200936,2263.962936638311,907.7986093876485,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,800,furnace_cooling,6.630301108398971,0.3569583226164016,0.5958210174213213,1381.9451736068386,2355.8443114605593,961.7236387450325,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,800,furnace_cooling,6.622440252835871,0.3753156793216294,0.45792550723973036,1503.7285396134332,2318.0527954689087,987.6879601190557,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,1,800,water_quenching,5.442047041355654,0.3146483375204732,0.338059974456666,1138.532854855072,2281.56790237317,784.0548470188769,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,2,800,water_quenching,5.04777902958853,0.2777174293264455,0.41238070378981606,1135.7281415130371,2271.900654591791,805.3346945216815,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_fine,28,3,800,water_quenching,5.08401805019756,0.2614993298784759,0.36841530677531537,1069.0490952457956,2381.8674287640547,879.8305665619802,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,23,furnace_cooling,41.83109659818545,3.2971193606889644,5.284466203138827,29683.961555317346,2464.538178865533,4909.697915605488,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,23,furnace_cooling,43.36482270644844,3.1267385754063235,4.428960953415256,27823.79615026141,2430.88837276969,4880.73228835279,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,23,furnace_cooling,42.166025838691716,3.5508630484120776,5.129162572913663,31174.934655440353,2555.4352625187516,4432.828795738006,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,23,water_quenching,42.26516260177838,3.891284997548582,5.487928571710413,32324.350990735114,2460.908106216108,4391.498530566195,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,23,water_quenching,46.06601434920624,3.9180676377986834,5.559130925411957,29985.700458313342,2484.393723648512,4880.271163612361,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,23,water_quenching,48.85131748946106,3.7271886549541984,5.051741415056413,29356.16209651258,2491.1966612206315,4507.10854291288,0.18,0.0,0.0,1.045e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,200,furnace_cooling,38.49213216783518,2.635824101149311,4.1218943521847935,23499.13271408426,2398.5771632962005,3966.8723670811137,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,200,furnace_cooling,33.32184130390792,3.014132303806925,4.375379162322431,24657.7820601685,2374.7363682465457,3812.518031637152,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,200,furnace_cooling,38.13531900553143,3.2900640103765215,4.070912773824704,22190.37868799626,2418.49545247371,3999.970905470401,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,200,water_quenching,28.843220075069752,1.9815821667337254,3.185945866772456,16384.622572336975,2395.7992237959893,3130.837470440511,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,200,water_quenching,32.77115097928684,1.5825254827149178,2.7162510545776195,17855.167160317596,2464.2594134530564,3407.675366978419,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,200,water_quenching,28.582951948585315,2.3736187650196374,2.4604542919724044,15156.530879844806,2410.4725543520813,3164.023329087334,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,400,furnace_cooling,26.255958115736064,2.063566775254237,2.8945702800889004,14057.559355366837,2280.8561537037854,3140.2246100812895,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,400,furnace_cooling,30.079112664403745,1.8792652909613592,3.3474805226991973,13615.815998997268,2269.3759237781305,3018.1575534188987,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,400,furnace_cooling,28.487603825489252,1.9574368758400196,2.757514409603653,14857.344361156982,2282.20281172874,3307.0803511695967,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,400,water_quenching,22.72317320168301,1.5098287351361868,2.0457662509726786,11958.996448257003,2367.4689151657867,2684.3695133189494,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,400,water_quenching,24.049605523826425,1.5436748765529453,2.0168474157161436,12135.168224299818,2336.5936931584974,2844.238151151787,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,400,water_quenching,21.635783254307785,1.619047523185659,1.9700328537416305,10640.746668680755,2346.7920728375,2488.2120504821005,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,600,furnace_cooling,16.43100362711196,0.79679678838717,1.2270921998378936,5160.172376753821,2271.409718898828,1682.353121463573,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,600,furnace_cooling,13.444811087453807,0.9433854164284095,1.385328172377113,5968.56978057531,2247.815764203023,1788.9024214153478,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,600,furnace_cooling,15.3911879327291,0.7443312471431657,1.4774964778789728,6126.374911869025,2282.015112580365,1884.0893206255826,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,600,water_quenching,12.52182374832688,0.45688329732476485,0.876856775892338,4465.480880479336,2246.227589056489,1547.3978583612584,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,600,water_quenching,14.08779648863537,0.6516867268994877,0.8477264393866082,4815.956725799658,2356.2952543470915,1742.2793834152565,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,600,water_quenching,12.375254996089744,0.5581707450765766,0.9618558616803705,4765.924077271421,2333.1829987904434,1644.52657661664,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,800,furnace_cooling,7.152131400781312,0.3235898796610827,0.5814424375160291,1472.2504454896464,2336.611487452304,956.2759019392345,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,800,furnace_cooling,7.514453493500778,0.3540125058705661,0.4802927486463041,1412.7567666870577,2229.120799917788,1002.6263763893759,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,800,furnace_cooling,6.874103712359539,0.32199374463656477,0.5125087584679997,1642.0202023068157,2321.009430650386,996.7008339897747,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,1,800,water_quenching,5.294548108760867,0.24554657395345064,0.3816960695568985,1092.5681672465435,2231.946291790351,725.0873310126311,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,2,800,water_quenching,5.447083940213757,0.2608592298997334,0.34225506861903515,1273.9272355481762,2188.4947734064795,732.2054897684952,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_fine,28,3,800,water_quenching,5.373281513941504,0.27247527381563574,0.42019142835343765,1131.9515230812335,2291.8950457345745,803.6482368230539,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,23,furnace_cooling,43.71286359440985,3.840168076354447,5.494894233600779,26619.244235079783,2578.9746715212673,4943.437132388312,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,23,furnace_cooling,42.10675466044721,3.636907584171362,5.413240531292089,29859.828522913373,2477.4297117923443,4331.264687221543,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,23,furnace_cooling,44.23438526426434,3.9606058185842214,5.438810703745992,28746.23631820011,2543.662105403482,3952.5000168706806,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,23,water_quenching,48.39852317351948,2.7471656512098925,4.971438464786608,27424.90230587948,2440.1364580663826,4906.846420879467,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,23,water_quenching,42.666531540148036,3.6163673772842855,5.134196488590962,30241.500019221585,2508.848776742119,4237.532167974463,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,23,water_quenching,47.857762141759565,3.266281257191671,4.355452793395354,28644.80485605613,2580.188065510779,4954.90370033863,0.18,0.0,0.0,1.0300000000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,200,furnace_cooling,36.625377601681265,2.661188216058216,3.99399022014402,24797.537582250992,2479.457777255825,4049.532135824428,0.18318600000000002,5.3100000000000005,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,200,furnace_cooling,40.78162735879737,2.8571912921734453,4.019820559599879,21790.229149660572,2457.1377707521656,4068.156929355876,0.18318600000000002,5.3100000000000005,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,200,furnace_cooling,39.869398207476216,2.794914187090203,4.429060045944707,21943.211964516344,2464.5313917071194,3649.199470097591,0.18318600000000002,5.3100000000000005,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,200,water_quenching,32.3505225954566,2.025162136814958,3.1769995796392014,14574.603307719803,2563.437164672556,3449.3045865825115,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,200,water_quenching,32.81313906234284,1.7016908129325543,3.065716243064986,16525.064967937007,2429.9638146704165,3721.380821337711,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,200,water_quenching,29.68121134068736,1.9950510900776957,3.1400408133911526,18164.62971023021,2468.0641001751787,3382.0022025714948,0.18318600000000002,5.33,0.0,1.0482310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,400,furnace_cooling,34.3508825824157,1.89639653742216,2.894174212741597,15626.677177278714,2463.8602650248017,3591.115025575405,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,400,furnace_cooling,30.28345928875507,1.6476781382379844,3.3005441268922087,13688.923363357517,2425.1519280207963,3116.2708599121106,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
