element_id,element_type,element_size,material_id,interface_refinement
682,HEX8,2.287609441781857,4,1
683,TETRA4,1.393399841502925,3,4
684,HEX20,1.6250367979205549,1,2
685,HEX20,1.4157378243840524,3,1
686,HEX8,1.2222944386052312,3,3
687,HEX20,2.043571676925441,4,1
688,TETRA10,1.4186430809353021,5,1
689,HEX8,1.7226977209172063,5,1
690,HEX8,1.0866021622358064,2,4
691,HEX20,0.9556544176242021,1,3
692,HEX8,2.7707727350253717,1,1
693,TETRA4,2.6536421806889297,4,3
694,WEDGE6,1.3753092244823804,4,2
695,WEDGE6,1.8901741725813408,2,2
696,HEX20,1.442293211809176,2,4
697,TETRA10,2.014253723901546,3,3
698,TETRA10,1.1918058709735238,2,1
699,HEX20,1.1580798964795334,5,3
700,HEX20,1.6594599383792559,3,2
701,HEX8,1.8490873676661,2,1
702,TETRA10,1.3371411776280862,5,4
703,WEDGE6,1.1147655034345176,5,4
704,HEX20,2.404932857474103,3,1
705,WEDGE6,1.4343300675220565,3,3
706,WEDGE6,1.4387187375207937,5,3
707,TETRA10,2.3864068891708397,4,3
708,WEDGE6,3.2299693944037426,3,4
709,HEX8,1.8189741687531422,1,3
710,HEX8,2.146590943199633,4,1
711,TETRA10,1.1718077158902298,1,2
712,HEX8,2.052905585179987,2,3
713,HEX20,2.1304352812825393,3,2
714,TETRA10,1.2371130834398583,3,1
715,WEDGE6,1.4043777860526099,5,2
716,HEX20,2.379672250832631,3,4
717,TETRA10,1.5176341398570696,1,2
718,WEDGE6,2.527414621778771,4,3
719,WEDGE6,1.6583278964572572,2,3
720,WEDGE6,1.6343476393464254,4,1
721,WEDGE6,2.2097706524174483,1,2
722,WEDGE6,3.051997520260491,2,1
723,TETRA10,2.009580883002647,5,1
724,HEX8,1.7374881022697823,3,1
725,WEDGE6,2.41078206773141,3,3
726,HEX20,2.461372208635738,5,1
727,TETRA10,1.935546803332678,1,1
728,TETRA4,1.8469096403331324,5,1
729,HEX8,2.0347605965645847,1,1
730,HEX20,1.0735522022181228,2,2
731,WEDGE6,1.204312433408718,4,3
732,TETRA10,1.7722194157401678,4,1
733,TETRA10,1.3085429882920707,5,1
734,WEDGE6,1.6668024916633875,3,3
735,HEX20,1.752523661888832,5,2
736,TETRA10,1.2280306943764814,3,3
737,HEX8,1.9717139704273885,5,1
738,HEX20,0.9315296007202574,5,3
739,WEDGE6,1.4970481802346378,4,2
740,HEX20,1.0409819959121391,3,2
741,HEX20,1.4968008932906236,4,1
742,TETRA4,2.19651862168607,3,1
743,WEDGE6,1.3197376065428168,2,3
744,HEX8,0.8984565201416187,2,1
745,WEDGE6,1.5368713870841946,2,1
746,TETRA4,1.285135839988657,1,5
747,WEDGE6,1.6495241616865703,4,2
748,WEDGE6,1.536230604683019,4,2
749,HEX8,1.7378549350911674,2,2
750,TETRA4,2.343876480632417,5,2
751,WEDGE6,1.472384130204094,4,2
752,WEDGE6,1.692078791876498,3,3
753,TETRA10,1.4964202749037623,4,2
754,WEDGE6,2.232262288008128,4,2
755,HEX8,1.7281801750042212,3,1
756,TETRA10,1.9267938366130037,2,3
757,TETRA4,2.070948917446189,2,1
758,HEX20,0.9200665241365695,3,2
759,HEX8,2.087724526677513,4,1
760,TETRA4,1.8480790871336226,4,2
761,TETRA10,1.346703114541764,2,1
762,HEX20,2.426668203934255,1,3
763,TETRA4,2.2169239956735702,2,1
764,HEX8,1.5574140765201305,3,4
765,TETRA10,0.8860743042906672,1,3
766,HEX8,1.6205829613129914,1,1
767,HEX8,1.2219049253183698,3,1
768,TETRA10,0.8533554818598157,5,2
769,WEDGE6,1.96301085201887,2,4
770,HEX8,2.606710950100048,4,1
771,TETRA10,1.6028778095120537,2,1
772,HEX8,1.782056553136919,3,2
773,WEDGE6,2.4665674076342805,4,1
774,TETRA10,1.739085289319289,5,2
775,TETRA4,1.3733659369275135,3,3
776,TETRA4,0.8448164234409626,2,1
777,TETRA4,2.105399986032945,1,3
778,HEX20,1.8689414112993468,3,4
779,HEX8,2.177665004415812,3,4
780,HEX8,0.7911078705440667,2,5
781,TETRA10,3.0740589919473162,5,2
782,HEX20,1.3005804082092927,2,2
783,HEX8,2.2882139221574,2,3
784,TETRA10,0.9324587466062656,5,1
785,WEDGE6,1.3067809862832651,5,1
786,HEX8,1.4004082242969564,3,4
787,HEX8,1.2134257351086901,1,2
788,WEDGE6,1.2881307008385818,2,1
789,WEDGE6,2.6806159081155587,1,3
790,HEX8,1.4890611818661286,5,2
791,WEDGE6,3.1227311642855433,5,3
792,TETRA10,2.2629390182462714,2,1
793,HEX8,0.9035758698447771,3,1
794,HEX8,1.487846912499639,2,4
795,TETRA4,1.4683524959662397,3,4
796,HEX8,1.2411084053770078,4,1
797,TETRA4,2.3772360717333916,3,3
798,WEDGE6,2.1352636474685385,2,2
799,WEDGE6,3.149124698279936,2,4
800,TETRA10,1.4368552455591221,3,1
801,TETRA4,1.8804126975500046,1,4
802,HEX8,1.483335963278333,3,1
803,TETRA4,1.4630381489191662,4,5
804,WEDGE6,2.102976229245897,4,1
805,WEDGE6,3.1911110267919667,1,1
806,TETRA10,2.215321285625281,4,4
807,WEDGE6,2.1453225148899357,2,4
808,TETRA4,1.6198678440403127,1,3
809,HEX8,2.1261194127296816,1,1
810,HEX8,2.3475395137933273,1,2
811,TETRA4,1.2742745214494626,3,2
812,TETRA10,1.669407625887225,3,1
813,HEX8,1.495938394897735,1,1
814,TETRA4,1.363767016975006,4,2
815,TETRA4,2.2143500103406297,2,1
816,WEDGE6,1.5362813642128166,2,3
817,WEDGE6,1.9007251271702095,3,2
818,TETRA10,1.9054963445700537,5,3
819,TETRA10,1.520586988163223,1,2
820,TETRA10,1.065433159056595,5,1
821,TETRA4,1.4840905849249648,2,4
822,TETRA4,1.9318581606810132,3,4
823,WEDGE6,1.8053132659053837,3,3
824,HEX8,0.9182529298222958,3,1
825,TETRA10,2.103088434749051,3,2
826,HEX20,1.3964703529496527,3,4
827,TETRA10,1.9577659815138386,1,1
828,WEDGE6,2.105331973466469,5,1
829,TETRA4,1.8985410276969843,2,2
830,WEDGE6,2.8998342064890554,2,2
831,WEDGE6,2.2251239955993407,3,3
832,WEDGE6,1.4390142133601012,3,5
833,HEX20,1.4837222423324727,3,4
834,HEX20,1.611905427351239,4,2
835,TETRA10,1.4837217112704055,2,1
836,TETRA4,1.8420104358881717,3,1
837,WEDGE6,1.1733296834120057,5,1
838,HEX8,2.4959440510402917,4,4
839,TETRA10,1.669362205926277,1,2
840,TETRA10,2.474275167398919,4,1
841,WEDGE6,1.155953206904497,4,2
842,TETRA10,1.1571919057165743,4,5
843,WEDGE6,2.2791575703967113,5,3
844,TETRA10,1.3577112357934342,2,1
845,TETRA4,1.2225628061376803,3,2
846,TETRA10,2.3378254160135556,5,2
847,TETRA10,1.2922259227756525,5,1
848,HEX8,1.6394674351528546,3,2
849,TETRA4,1.4015164455832287,4,2
850,TETRA4,2.0695063706099575,1,5
851,TETRA4,1.7647123054913245,4,1
852,TETRA10,2.1670838407807578,4,1
853,HEX20,1.1506517127414466,2,3
854,TETRA10,1.7723783957327983,4,2
855,WEDGE6,1.6946289735295073,1,1
856,HEX8,1.316944249733993,5,3
857,TETRA4,1.2083879187481732,4,5
858,WEDGE6,1.6061622374719433,5,3
859,WEDGE6,1.51090256571072,2,1
860,HEX20,2.3489502387635084,1,3
861,TETRA4,2.1122095798189924,3,2
862,TETRA10,1.3419755074129691,3,1
863,TETRA4,1.5264038995493847,2,1
864,HEX8,1.9427383142918557,1,1
865,TETRA4,2.0078959871698636,5,2
866,WEDGE6,2.3551046331688545,2,3
867,WEDGE6,1.6174470416820643,4,4
868,TETRA10,1.7293735102113257,5,3
869,TETRA10,0.9665386801593773,4,3
870,TETRA10,1.1816840272426816,4,2
871,HEX8,2.1669883660597944,5,3
872,TETRA4,1.1882047294304448,4,1
873,HEX20,0.9973219151376623,3,2
874,TETRA4,2.076371786771171,5,1
875,TETRA10,1.4646113762617752,2,1
876,HEX8,1.2989207789533417,3,1
877,TETRA4,1.0579179498010889,2,2
878,WEDGE6,1.060193175384046,1,1
879,TETRA4,1.44198872893155,2,3
880,WEDGE6,1.5803126878415568,5,4
881,TETRA4,2.39442019324462,2,1
882,TETRA4,1.5842040198429383,1,2
883,TETRA4,1.4974453398894145,4,3
884,TETRA10,1.5116284272177263,5,4
885,WEDGE6,0.8387981799958553,3,4
886,HEX8,1.4233170459038968,3,3
887,HEX20,1.9944833068964112,2,1
888,WEDGE6,1.6923128529657707,3,1
889,TETRA10,2.0807567849511557,1,3
890,WEDGE6,2.280936677873255,3,4
891,HEX8,1.0064686013535096,2,2
892,WEDGE6,1.3564675772091899,3,1
893,TETRA10,2.228256518578989,4,2
894,TETRA10,1.7014246153518586,4,1
895,HEX20,1.5764153117374622,3,4
896,HEX8,2.2481235613213912,5,3
897,HEX20,1.3001621731934314,3,2
898,TETRA4,1.3238466673322886,4,1
899,TETRA10,1.29803339758328,4,3
900,HEX20,1.1064370261382444,1,1
901,TETRA10,1.54264816626891,2,1
902,TETRA10,1.7404014763371256,1,4
903,TETRA4,1.205371361704135,5,5
904,TETRA10,1.5965568924946265,2,3
905,HEX20,1.3779926749801783,3,3
906,HEX8,1.611180229715838,3,1
907,WEDGE6,2.5429713370324274,5,2
908,HEX20,1.691853207672651,4,2
909,TETRA4,1.7019881356297366,3,1
910,WEDGE6,3.0385376791747505,1,3
911,TETRA10,1.4159323731227222,4,2
912,HEX20,1.9814536884145713,3,4
913,WEDGE6,1.4058419992142415,4,2
914,HEX20,2.0869960496943833,2,1
915,TETRA10,1.256794727052025,3,1
916,HEX20,1.4911459546923136,3,1
917,TETRA4,1.3932749431138396,4,4
918,WEDGE6,1.2055428676501223,2,2
919,WEDGE6,0.8711865355648405,1,4
920,WEDGE6,1.8630859632046695,2,3
921,HEX20,1.3619900888879723,1,3
922,TETRA10,1.5196977783352827,5,2
923,HEX20,1.5858932822142948,2,1
924,HEX20,1.0620909469877975,1,2
925,WEDGE6,1.465352268764329,4,1
926,TETRA10,0.9646377993103656,1,1
927,HEX8,1.4363725809765258,5,2
928,TETRA10,2.5843123717353835,1,2
929,HEX20,1.4030188792186342,2,2
930,TETRA4,1.1685174569791887,1,2
931,TETRA10,1.4232616531973667,2,3
932,WEDGE6,2.639309980048333,5,3
933,TETRA4,1.440867170045044,1,3
934,HEX8,1.035656727344648,1,1
935,HEX8,0.9534243097719151,5,3
936,TETRA4,1.4600068172590401,1,4
937,HEX8,2.104252011572641,2,3
938,TETRA4,1.881946935656421,3,2
939,HEX20,2.2918162945595113,3,1
940,TETRA4,1.9904499800352706,2,3
941,HEX20,1.654281588522886,1,3
942,WEDGE6,0.746629070903913,2,5
943,WEDGE6,2.4979106299063085,5,2
944,HEX8,1.064989765094462,2,1
945,TETRA4,3.2975568814863525,3,1
946,HEX20,1.309900220626531,4,3
947,WEDGE6,1.3262767211580186,5,1
948,WEDGE6,1.4051640943358998,1,2
949,WEDGE6,1.6555152435455143,2,3
950,HEX8,1.09282318418124,5,1
951,WEDGE6,1.2643437054089168,3,3
952,TETRA10,2.1822325062442953,1,3
953,HEX8,2.4652936362726336,2,1
954,TETRA4,1.1834488528684948,2,1
955,TETRA10,1.8222319424920048,1,3
956,HEX8,1.4091317595106265,4,3
957,HEX8,1.9167544033992854,4,3
958,HEX20,1.2595653660657529,5,2
959,TETRA10,2.0530720830041047,2,2
960,TETRA10,1.5841036162700395,5,3
961,TETRA10,1.4223513463286634,1,2
962,WEDGE6,1.6303764129008929,5,2
963,WEDGE6,2.542941297290535,2,3
964,TETRA4,1.6026410762309078,4,1
965,TETRA4,1.7958790574989216,4,2
966,TETRA4,1.6937865203570237,1,1
967,WEDGE6,1.6959842294447354,3,1
968,HEX20,2.3759575925964715,5,4
969,TETRA4,2.1163657318982954,1,1
970,HEX8,1.0963308666132274,4,1
971,WEDGE6,1.9437048468798852,2,1
972,HEX20,2.6742223856181924,2,2
973,HEX8,1.5375179448798115,3,4
974,HEX8,2.1306138495222355,3,3
975,WEDGE6,0.7192533838172942,4,4
976,TETRA10,1.2338747700187185,3,3
977,HEX20,3.3820322619279866,3,4
978,WEDGE6,2.0729610575803523,2,1
979,TETRA10,1.7602798348024173,5,4
980,WEDGE6,2.8639123630260475,2,3
981,WEDGE6,1.1814932737995179,2,1
982,HEX8,2.4127392625714683,4,2
983,WEDGE6,1.274750024664353,4,2
984,TETRA10,1.6962053718461891,5,2
985,HEX8,1.0126237268923017,1,1
986,TETRA10,1.4694901577658912,3,1
987,TETRA10,2.4524713505427638,3,1
988,HEX8,1.4145654938609287,2,3
989,TETRA10,1.9115659971053744,2,2
990,TETRA4,1.4247200532103759,5,4
991,WEDGE6,1.8761057876138798,3,3
992,HEX8,2.0615092372234836,2,2
993,HEX8,1.3452425561051435,2,3
994,TETRA4,1.2717352691006554,4,2
995,TETRA4,1.46130744300233,1,3
996,TETRA4,1.4517784228375095,5,2
997,TETRA4,0.898341166366081,1,5
998,HEX20,1.8229935072517367,1,2
999,HEX8,1.8487144608623054,5,4
1000,TETRA10,0.9617478350205162,3,3
1001,HEX8,2.1205766929271257,2,2
1002,HEX8,1.462384270691862,5,1
1003,HEX8,1.81935901216454,2,1
1004,TETRA4,1.530416828734521,4,3
1005,TETRA4,1.818143111667042,1,3
1006,HEX20,1.707705511923337,4,2
1007,HEX8,2.14547283945854,1,2
1008,WEDGE6,1.6496634870868525,3,2
1009,HEX20,2.0672051357894534,5,1
1010,TETRA4,2.5280180055216017,3,4
1011,HEX8,1.6086509484003046,1,4
1012,TETRA4,1.5234483095563707,4,1
1013,TETRA10,1.9518649298204347,1,1
1014,TETRA4,0.8885099840844536,3,1
1015,TETRA4,1.2684161035462216,3,1
1016,HEX20,1.255160892844126,4,2
1017,TETRA10,1.9457512017089889,4,1
1018,WEDGE6,1.7246658954453655,3,3
1019,WEDGE6,2.4119476178766845,1,3
1020,WEDGE6,2.3689420872365274,1,1
1021,HEX8,0.915457369875256,5,1
1022,WEDGE6,0.9940473258509999,3,2
1023,HEX8,1.6679488765690331,5,3
1024,TETRA4,1.0365710381161986,3,1
1025,WEDGE6,0.9124041813591386,5,5
1026,HEX20,1.3212988287200076,2,1
1027,TETRA10,0.8820471428475548,1,1
1028,TETRA10,1.2113099662128055,1,1
1029,TETRA4,2.0409592029157264,2,3
1030,TETRA10,1.425033293605078,4,1
1031,TETRA10,2.5839484860883597,2,2
1032,TETRA4,1.3903458509384394,1,1
1033,TETRA4,1.9463062452589914,3,1
1034,TETRA4,1.4065881404180773,5,3
1035,HEX20,1.545237180360902,1,1
1036,TETRA4,1.4656801065642657,2,1
1037,TETRA4,1.9480898550233687,3,2
1038,TETRA4,2.048975625759399,1,1
1039,WEDGE6,3.0600968092974097,2,2
1040,WEDGE6,1.656094780910552,1,3
1041,HEX20,1.94323390114326,2,4
1042,HEX20,1.21162842574109,2,4
1043,TETRA10,2.0264865050883007,1,4
1044,WEDGE6,1.661249565269551,3,2
1045,HEX20,0.7417951997385286,1,2
1046,HEX20,1.2704419292086555,1,2
1047,TETRA10,0.8850558623171423,3,3
1048,TETRA4,1.321125316968531,1,4
1049,HEX8,1.807554261903979,5,3
1050,TETRA10,1.5073825705142458,5,2
1051,HEX8,1.9834174380660723,5,4
1052,TETRA10,0.8152649017492505,2,3
1053,TETRA10,2.1978797045018243,4,3
1054,TETRA4,1.7747768330179126,1,1
1055,HEX20,1.1280630226398942,4,2
1056,WEDGE6,1.6364334775822602,5,2
1057,TETRA10,3.181356830143143,3,1
1058,TETRA4,2.558878050705012,5,4
1059,HEX8,2.727184437908755,1,2
1060,HEX20,1.546710281341435,4,2
1061,TETRA10,2.318545219833086,4,1
1062,HEX8,2.442611660007512,2,1
1063,TETRA10,1.2054265262256483,3,1
1064,WEDGE6,2.4283163501554306,5,1
1065,WEDGE6,2.2687935084193986,3,2
1066,HEX20,1.347359604908128,1,3
1067,HEX8,1.69560648920176,2,2
1068,WEDGE6,2.4780165126025095,5,1
1069,TETRA4,1.620298094908687,1,1
1070,HEX20,2.1490413418552103,3,2
1071,TETRA10,1.4312791287386586,2,2
1072,HEX8,1.1871001708713513,5,4
1073,HEX8,1.150591598825614,3,3
1074,TETRA4,1.5153122338830398,5,3
1075,WEDGE6,1.8804157286898975,2,1
1076,HEX8,0.9731967623697139,2,3
1077,TETRA4,2.938424196541977,3,1
1078,TETRA4,2.27125598936911,5,2
1079,TETRA10,1.9234887272168586,4,2
1080,TETRA4,2.1058839881534204,1,2
1081,HEX20,1.3575679775856435,2,1
1082,HEX8,1.0589130997727154,5,2
1083,HEX20,1.8644257845480436,3,1
1084,TETRA4,2.2552151919054158,3,1
1085,TETRA4,1.4217103105737223,2,2
1086,HEX20,1.2420299990900396,2,4
1087,TETRA10,1.4013001557955156,4,3
1088,TETRA4,1.9047370789045892,3,2
1089,HEX20,1.975029486948224,5,1
1090,HEX20,2.837727395173892,1,1
1091,HEX8,1.884953257934172,1,1
1092,TETRA10,1.2841311663204784,4,4
1093,WEDGE6,1.5080010713736385,5,1
1094,HEX20,1.204225237507602,1,3
1095,HEX8,2.298041630160872,1,3
1096,WEDGE6,1.1799162403159456,5,2
1097,HEX8,1.3914463217411488,5,4
1098,HEX8,1.9048981088665722,2,4
1099,TETRA10,2.6606983398705206,1,2
1100,TETRA4,3.8839670087439484,1,4
1101,TETRA10,1.1028395223538814,4,2
1102,WEDGE6,1.9962689019802917,2,1
1103,TETRA10,1.63738008365856,2,1
1104,TETRA4,1.5299132219127272,1,3
1105,TETRA10,1.5145776775647306,3,3
1106,TETRA10,1.1383719772311396,3,4
1107,TETRA10,2.7183897176258927,5,1
1108,HEX20,0.8831311590733523,2,2
1109,HEX20,1.5773038362756675,1,2
1110,TETRA10,2.5836735928384216,1,2
1111,TETRA4,1.7649555359162532,1,2
1112,TETRA4,1.3483911259223471,4,3
1113,TETRA4,1.36489438118014,3,3
1114,TETRA4,2.1464019727975656,4,3
1115,HEX8,1.5042130862189194,1,1
1116,TETRA10,1.6329487942682497,1,1
1117,TETRA10,1.987069311773804,2,1
1118,HEX8,2.179417948199363,2,4
1119,TETRA4,1.3945484692118664,3,3
1120,WEDGE6,1.0945095860395961,5,2
1121,WEDGE6,1.2203540671711568,1,3
1122,HEX8,2.4950228758974156,2,1
1123,WEDGE6,1.6829414958456026,3,1
1124,HEX20,1.133424554798674,4,3
1125,TETRA10,1.2460663699742858,1,4
1126,WEDGE6,2.3381341414261754,5,4
1127,HEX20,1.6922280362219917,3,3
1128,TETRA10,0.997579843610692,5,2
1129,HEX20,1.1845421851685056,1,4
1130,TETRA10,2.3299810495591786,3,3
1131,TETRA10,1.3904823396141925,2,4
1132,WEDGE6,3.0908289876286155,5,1
1133,HEX8,2.92892769486894,4,4
1134,WEDGE6,2.5776211069761876,4,3
1135,TETRA4,1.9145065900018015,5,1
1136,HEX20,2.247712368484009,1,1
1137,TETRA4,1.6213474113888415,1,3
1138,TETRA10,1.634014189034516,1,2
1139,WEDGE6,1.1502415910905899,4,4
1140,TETRA4,1.6268110888485263,4,1
1141,TETRA4,1.126857900018017,2,2
1142,TETRA4,1.651814870268003,1,1
1143,TETRA10,1.1464640250910223,4,2
1144,TETRA10,1.2705379986578964,4,2
1145,TETRA10,0.7660805784911455,1,2
1146,TETRA4,1.3036924285642797,1,3
1147,HEX20,1.3285454422507654,4,1
1148,WEDGE6,1.5027617217989704,5,1
1149,WEDGE6,2.356533471646681,4,3
1150,TETRA10,1.622839951383382,2,1
1151,TETRA4,2.1780479377677433,3,3
1152,HEX20,2.204736851797305,1,2
1153,HEX8,2.5168852406821416,2,5
1154,TETRA10,1.2563495188930296,5,1
1155,HEX8,1.1565272688116184,3,1
1156,WEDGE6,1.5920986385376095,4,2
1157,WEDGE6,1.2059865247318096,1,4
1158,HEX20,1.538911712661596,4,2
1159,HEX20,1.2400366147513233,2,3
1160,HEX8,1.1436896642303152,1,2
1161,WEDGE6,1.8342240864424972,4,4
1162,HEX20,2.885028431403912,1,2
1163,HEX20,1.5294776763377318,2,1
1164,WEDGE6,1.791721406472644,4,1
1165,WEDGE6,1.6811787314658013,3,4
1166,TETRA4,1.6317539694093959,5,3
1167,HEX20,2.5311857269336415,4,2
1168,HEX8,1.5174240642938848,1,1
1169,TETRA10,0.6239800101791156,4,2
1170,TETRA10,1.2671899830849753,1,1
1171,WEDGE6,1.7023613998626599,2,1
1172,HEX8,1.596671722860679,5,3
1173,TETRA4,1.538991594229895,1,1
1174,HEX20,1.4147442594902202,4,1
1175,TETRA4,1.691802892645447,2,4
1176,HEX8,3.0542668790158274,3,3
1177,TETRA4,1.4949777152618962,4,3
1178,WEDGE6,3.155092048612941,5,2
1179,TETRA10,1.8993399280130763,2,4
1180,WEDGE6,1.3483795596179864,4,3
1181,HEX20,2.1384402747055784,1,3
1182,WEDGE6,0.7942259306257599,1,4
1183,HEX8,1.641180604454164,1,2
1184,HEX8,1.9262156928924892,4,4
1185,HEX20,1.933484568087924,5,1
1186,HEX20,1.9959449617860643,1,3
1187,TETRA10,2.049142361674182,4,1
1188,TETRA4,1.8025034613755764,4,1
1189,TETRA10,2.0480065923033397,5,3
1190,WEDGE6,1.393840531822377,2,1
1191,TETRA4,2.3464596644722273,2,4
1192,HEX20,1.4361714148912554,4,3
1193,HEX8,2.3328398909462598,2,2
1194,WEDGE6,1.638814544848343,3,4
1195,TETRA10,1.7602311780883233,5,2
1196,HEX20,2.1482235143563484,4,4
1197,TETRA4,2.59076972418605,2,3
1198,TETRA4,1.6689059850421282,2,1
1199,HEX8,1.759165987166138,5,2
1200,HEX20,0.7596680682345177,1,4
1201,HEX20,1.2702366554530327,2,4
1202,WEDGE6,1.04779711149246,5,2
1203,WEDGE6,1.4599354335390362,1,3
1204,TETRA4,1.3493682079864462,4,3
1205,TETRA10,1.3002974258246796,1,2
1206,TETRA4,1.2091942973088523,2,3
1207,WEDGE6,1.9301710622834323,4,5
1208,WEDGE6,0.9635978337880704,4,1
1209,WEDGE6,1.1885043431297102,1,3
1210,TETRA4,1.6652012572279427,4,1
1211,HEX20,2.2053979027915402,1,1
1212,TETRA10,1.2472585787613517,1,2
1213,TETRA10,2.2594267704825843,1,2
1214,WEDGE6,0.7264741744753282,5,4
1215,HEX8,1.649776493313695,2,4
1216,TETRA4,1.8072877433036874,4,2
1217,HEX20,1.225695016326715,3,2
1218,WEDGE6,1.1129730410565055,2,3
1219,HEX8,1.7125932575048814,3,2
1220,WEDGE6,1.631158505277681,1,1
1221,HEX8,1.2924510772915645,4,3
1222,TETRA10,1.5118998696940178,2,4
1223,HEX8,1.3763501641509248,3,1
1224,TETRA10,2.3994151629861347,3,3
1225,TETRA10,2.0218128288617696,3,2
1226,TETRA4,1.7474108443516003,2,1
1227,HEX8,2.904205027796113,5,4
1228,HEX20,2.2489066101422313,1,1
1229,HEX20,2.39452629136226,4,1
1230,HEX8,2.6493896483626322,3,3
1231,TETRA4,1.5733367524431423,2,4
1232,HEX20,1.1441464355680682,3,1
1233,WEDGE6,0.9654549154453763,2,3
1234,HEX20,2.058035719622023,5,1
1235,TETRA4,1.2337361484725922,3,1
1236,TETRA10,4.472887446612534,3,1
1237,TETRA10,1.2806021790731559,4,1
1238,TETRA10,1.2159646390452734,2,1
1239,TETRA4,2.081980397090606,2,4
1240,TETRA10,2.094953818504492,5,1
1241,TETRA10,2.826603299286054,3,1
1242,TETRA4,1.5297554179121948,4,3
1243,WEDGE6,2.335036187385296,1,1
1244,HEX20,1.5703050050267051,4,2
1245,TETRA4,1.9421044214822543,4,5
1246,TETRA4,1.5463825318968525,4,1
1247,HEX8,2.9275578599324446,4,3
1248,TETRA10,3.2553042992585475,3,1
1249,WEDGE6,1.1537987485788719,4,1
1250,HEX8,2.4184008598151743,2,1
1251,WEDGE6,1.2472468577822293,2,2
1252,TETRA10,2.336398527540581,4,2
1253,TETRA10,2.6966390830979186,2,2
1254,TETRA10,1.235462139879644,3,2
1255,HEX20,1.142632363197562,1,2
1256,WEDGE6,1.4211283291483647,4,1
1257,WEDGE6,2.3405345848295642,2,4
1258,HEX8,1.9016249741845115,2,5
1259,TETRA4,1.5303908672250528,3,2
1260,TETRA10,2.046880493474043,3,1
1261,TETRA10,1.5104562604482046,1,2
1262,HEX8,1.7152005941983917,5,4
1263,WEDGE6,1.9415808370755245,5,2
1264,HEX20,1.9026733507137727,5,1
1265,WEDGE6,2.7377726493846644,1,3
1266,HEX20,1.1494914043621174,4,1
1267,HEX20,2.190285601402139,5,5
1268,WEDGE6,1.2434691438302723,5,1
1269,TETRA10,1.4601357558209054,2,3
1270,HEX20,1.5716600979556172,2,4
1271,HEX8,1.4520672061465545,4,1
1272,HEX8,1.1013227885205448,3,4
1273,HEX20,1.4401865825029836,1,1
1274,TETRA10,1.7890691552128206,5,4
1275,HEX20,1.583677371856489,1,4
1276,HEX8,2.564523417095242,2,1
1277,HEX8,1.5962398681902092,1,3
1278,WEDGE6,1.6560990565183948,2,1
1279,TETRA10,1.7414563183816145,1,1
1280,WEDGE6,1.5842744440344925,2,1
1281,TETRA4,1.9027929164225215,1,1
1282,HEX20,1.4114004002200358,5,2
1283,WEDGE6,1.1620760002696173,5,5
1284,TETRA10,1.6136435226885015,4,3
1285,HEX20,1.850420581904634,1,1
1286,HEX20,1.731385553157759,3,4
1287,HEX20,1.2628917889148243,4,1
1288,HEX20,1.7300178499178596,1,1
1289,HEX20,2.0210595692147146,3,3
1290,TETRA10,1.7519734006952346,5,3
1291,TETRA4,1.3324213761971162,5,3
1292,HEX8,1.6870792932877763,5,2
1293,TETRA4,2.747770385364117,3,4
1294,HEX8,1.2075771279319625,2,3
1295,WEDGE6,2.290486402561002,1,2
1296,HEX20,0.841297520006122,4,4
1297,WEDGE6,1.3999644641443538,4,1
1298,WEDGE6,1.4490213365654208,5,2
1299,HEX8,2.280283747546311,2,3
1300,TETRA10,2.806058800987119,1,3
1301,HEX20,2.3020028058336774,1,3
1302,WEDGE6,1.922217862976003,4,2
1303,TETRA4,2.2678545491239523,4,1
1304,HEX20,1.0988270170096424,4,4
1305,TETRA10,2.1557699210219354,1,3
1306,HEX20,1.184556503026778,4,5
1307,WEDGE6,1.3208272915780224,1,3
1308,TETRA4,1.856517302062441,5,1
1309,WEDGE6,1.1379821438052948,2,4
1310,TETRA10,2.3815502263832027,4,1
1311,HEX8,1.6494316229084889,1,3
1312,TETRA4,1.115810186720178,5,1
1313,TETRA10,2.5931530301684766,3,1
1314,TETRA10,1.5236650415327255,5,5
1315,WEDGE6,1.5697053408766979,2,3
1316,WEDGE6,1.543216233352447,5,2
1317,WEDGE6,0.6871929332739096,4,4
1318,HEX8,2.4047161788934623,4,1
1319,HEX20,1.6626430006452346,3,2
1320,HEX20,1.7262331873851176,1,5
1321,WEDGE6,2.022408736490903,5,2
1322,WEDGE6,1.509683699585355,3,5
1323,HEX8,1.1777218661610387,4,4
1324,HEX20,1.2470054424245234,1,1
1325,HEX8,2.142456174894753,1,2
1326,TETRA10,1.6428486500335857,2,3
1327,HEX20,2.229497905626521,4,3
1328,WEDGE6,2.3502901271668644,1,3
1329,TETRA4,2.1515024732465675,2,1
1330,TETRA10,2.4035222634145974,2,1
1331,TETRA4,1.331677601112173,4,1
1332,HEX8,1.9750306655214684,1,4
1333,HEX8,1.4330322962068527,1,3
1334,HEX8,1.1873304172029966,5,1
1335,WEDGE6,1.8931748184218,1,1
1336,HEX8,2.067330540191669,2,1
1337,TETRA4,1.4869449521806404,3,2
1338,TETRA10,1.6724437780880068,4,3
1339,WEDGE6,2.0358297654962163,3,4
1340,TETRA10,1.3722013573487362,1,5
1341,HEX8,2.102642687654379,2,3
1342,HEX20,1.2561561853906695,3,1
1343,WEDGE6,1.8632731259737305,4,1
