Material,Temperature_C,Applied_Stress_MPa,Time_hours,Creep_Strain,Creep_Rate_per_hour,Compliance_1_per_GPa
Ni,800,50,0.21209508879201905,2.2305306604745464e-11,1.6311349906342501e-12,4.461061320949093e-10
Ni,800,50,0.2559547922699536,2.4592599995866912e-11,4.918679524790635e-12,4.918519999173382e-10
Ni,800,50,0.3088843596477481,3.2142665654326734e-11,4.547357553701308e-12,6.428533130865347e-10
Ni,800,50,0.372759372031494,3.368731510326953e-11,2.6616091036416904e-13,6.737463020653905e-10
Ni,800,50,0.44984326689694454,3.267498747505507e-11,1.5861824660125035e-12,6.534997495011014e-10
Ni,800,50,0.5428675439323859,3.6859680035294535e-11,5.649744624870225e-12,7.371936007058907e-10
Ni,800,50,0.6551285568595507,4.397447672479552e-11,4.524579073531233e-12,8.794895344959104e-10
Ni,800,50,0.7906043210907697,4.5908838182357e-11,8.500976315531403e-12,9.1817676364714e-10
Ni,800,50,0.9540954763499939,6.097642935585833e-11,6.8115072874975184e-12,1.2195285871171665e-09
Ni,800,50,1.151395399326447,5.953185275735204e-11,1.1991022811553475e-12,1.1906370551470406e-09
Ni,800,50,1.3894954943731375,6.337463391816902e-11,3.3467452519735626e-12,1.2674926783633804e-09
Ni,800,50,1.6768329368110073,6.622534326129916e-11,5.843072977075283e-12,1.3245068652259833e-09
Ni,800,50,2.0235896477251565,7.506077987231959e-11,7.193721275979821e-12,1.5012155974463917e-09
Ni,800,50,2.442053094548651,8.06127858132588e-11,1.3024920621873894e-11,1.612255716265176e-09
Ni,800,50,2.9470517025518097,1.0111062111606738e-10,5.455520523513419e-12,2.0222124223213474e-09
Ni,800,50,3.5564803062231283,9.152382686028564e-11,6.536518873111119e-12,1.830476537205713e-09
Ni,800,50,4.291934260128776,1.1418365886228961e-10,4.424421274385162e-13,2.2836731772457925e-09
Ni,800,50,5.17947467923121,9.240871111516268e-11,1.2033305669978295e-12,1.8481742223032536e-09
Ni,800,50,6.250551925273969,1.1659031999628527e-10,2.118050236502784e-11,2.3318063999257057e-09
Ni,800,50,7.543120063354615,1.3476971584521836e-10,1.4443138161402214e-11,2.695394316904367e-09
Ni,800,50,9.102981779915218,1.454765963190897e-10,1.2796149109911886e-11,2.909531926381794e-09
Ni,800,50,10.985411419875584,1.6036201406504213e-10,3.3283860673533706e-11,3.2072402813008426e-09
Ni,800,50,13.257113655901081,2.1204431766615711e-10,2.2397856442773133e-11,4.2408863533231426e-09
Ni,800,50,15.998587196060573,2.051577269505884e-10,2.5905589918907974e-11,4.1031545390117675e-09
Ni,800,50,19.306977288832496,2.6385549750397306e-10,-7.516858063008208e-12,5.277109950079461e-09
Ni,800,50,23.29951810515372,1.9012401082457198e-10,9.857035912758657e-12,3.8024802164914394e-09
Ni,800,50,28.11768697974228,2.835695693294904e-10,6.808724535581688e-11,5.671391386589808e-09
Ni,800,50,33.93221771895326,3.2629850153620575e-10,1.479985212787174e-11,6.525970030724115e-09
Ni,800,50,40.94915062380423,3.1316927358523385e-10,1.0233727955839418e-11,6.2633854717046775e-09
Ni,800,50,49.41713361323833,3.467659574478846e-10,2.6683604862019332e-11,6.935319148957692e-09
Ni,800,50,59.63623316594643,3.665364833092725e-10,3.1831049897055906e-11,7.330729666185451e-09
Ni,800,50,71.96856730011514,4.104280572419964e-10,7.402090513538612e-11,8.208561144839927e-09
Ni,800,50,86.85113737513521,5.145782935800448e-10,4.4075021061122217e-11,1.0291565871600894e-08
Ni,800,50,104.81131341546852,4.985780993642408e-10,9.876055382571912e-11,9.971561987284815e-09
Ni,800,50,126.48552168552958,7.12099401231483e-10,6.946694687162363e-11,1.4241988024629659e-08
Ni,800,50,152.6417967175232,6.375119931074881e-10,7.974537730349812e-11,1.2750239862149762e-08
Ni,800,50,184.20699693267144,8.715901558384792e-10,4.818303335080644e-11,1.7431803116769583e-08
Ni,800,50,222.29964825261933,7.33878059809101e-10,-3.3436412145112514e-11,1.467756119618202e-08
Ni,800,50,268.26957952797244,8.047173315482542e-10,6.15484408541394e-11,1.6094346630965086e-08
Ni,800,50,323.74575428176433,8.569749415173798e-10,1.3804511048729819e-10,1.7139498830347595e-08
Ni,800,50,390.6939937054613,1.0808075525228506e-09,1.3337931506133085e-10,2.1616151050457013e-08
Ni,800,50,471.486636345739,1.1237335716400415e-09,6.889797711618093e-11,2.247467143280083e-08
Ni,800,50,568.9866029018293,1.2186035067552124e-09,7.5999068197933e-11,2.4372070135104247e-08
Ni,800,50,686.6488450042998,1.2757317080359075e-09,7.083329884057782e-11,2.551463416071815e-08
Ni,800,50,828.6427728546843,1.360270104436368e-09,2.5260188448415017e-10,2.720540208872736e-08
Ni,800,50,1000.0,1.7809354770042078e-09,4.2066537256783974e-10,3.5618709540084155e-08
LSM,600,50,0.1,4.411348965667513e-22,0.0,8.822697931335026e-21
LSM,600,50,0.12067926406393285,4.323343684851179e-22,4.007182444459739e-23,8.646687369702357e-21
LSM,600,50,0.14563484775012436,5.212785454559461e-22,9.228104552297372e-23,1.0425570909118922e-20
LSM,600,50,0.1757510624854792,6.168964595310653e-22,2.6311181426287688e-23,1.2337929190621306e-20
LSM,600,50,0.21209508879201905,5.739009083085215e-22,2.4211059586186514e-23,1.1478018166170428e-20
LSM,600,50,0.2559547922699536,6.653185787034383e-22,8.906727394092186e-23,1.3306371574068764e-20
LSM,600,50,0.3088843596477481,7.520354561903652e-22,4.641264958738228e-23,1.5040709123807303e-20
LSM,600,50,0.372759372031494,7.581438778782029e-22,6.892874884534649e-23,1.5162877557564057e-20
LSM,600,50,0.44984326689694454,8.898929538810582e-22,9.184933664634302e-23,1.7797859077621165e-20
LSM,600,50,0.5428675439323859,9.41842551170889e-22,1.433828190553372e-22,1.883685102341778e-20
LSM,600,50,0.6551285568595507,1.1766585919917326e-21,1.1168503581012518e-22,2.353317183983465e-20
LSM,600,50,0.7906043210907697,1.1652126227911393e-21,5.474383816412488e-23,2.3304252455822785e-20
LSM,600,50,0.9540954763499939,1.2861462683199823e-21,3.505472745657723e-22,2.5722925366399647e-20
LSM,600,50,1.151395399326447,1.866307171922684e-21,1.3025478657105572e-22,3.732614343845368e-20
LSM,600,50,1.3894954943731375,1.5466558414620938e-21,-3.77784041826678e-23,3.093311682924188e-20
LSM,600,50,1.6768329368110073,1.7907503635573483e-21,2.4233879093717774e-22,3.581500727114696e-20
LSM,600,50,2.0235896477251565,2.0313334233364493e-21,4.863641657105573e-22,4.0626668466728984e-20
LSM,600,50,2.442053094548651,2.763478694978463e-21,2.8550238509946493e-24,5.526957389956925e-20
LSM,600,50,2.9470517025518097,2.0370434710384386e-21,-2.0615739576320053e-22,4.074086942076877e-20
LSM,600,50,3.5564803062231283,2.3511639034520618e-21,3.5842937086700886e-22,4.7023278069041237e-20
LSM,600,50,4.291934260128776,2.7539022127724563e-21,4.102067965584487e-22,5.507804425544913e-20
LSM,600,50,5.17947467923121,3.171577496568959e-21,3.513607754541435e-22,6.343154993137918e-20
LSM,600,50,6.250551925273969,3.456623763680743e-21,-1.4385099535569447e-22,6.913247527361487e-20
LSM,600,50,7.543120063354615,2.8838755058575702e-21,4.879130082601897e-22,5.767751011715141e-20
LSM,600,50,9.102981779915218,4.4324497802011225e-21,9.420409213037474e-22,8.864899560402245e-20
LSM,600,50,10.985411419875584,4.767957348465065e-21,1.841691557867544e-22,9.53591469693013e-20
LSM,600,50,13.257113655901081,4.800788091774631e-21,1.7511195932673939e-22,9.601576183549263e-20
LSM,600,50,15.998587196060573,5.118181267118544e-21,7.790138823868069e-22,1.0236362534237088e-19
LSM,600,50,19.306977288832496,6.358815856548245e-21,4.972633082405443e-22,1.271763171309649e-19
LSM,600,50,23.29951810515372,6.112707883599632e-21,6.897934163783081e-22,1.2225415767199264e-19
LSM,600,50,28.11768697974228,7.738402689304861e-21,7.729085416973631e-22,1.5476805378609723e-19
LSM,600,50,33.93221771895326,7.658524966994358e-21,1.27945459453096e-22,1.5317049933988716e-19
LSM,600,50,40.94915062380423,7.994293608211053e-21,1.0398948817711607e-21,1.5988587216422107e-19
LSM,600,50,49.41713361323833,9.73831473053668e-21,1.7931829664876395e-21,1.947662946107336e-19
LSM,600,50,59.63623316594643,1.1580659541186332e-20,3.181603075962833e-22,2.3161319082372666e-19
LSM,600,50,71.96856730011514,1.0374635345729246e-20,4.259217972202701e-22,2.0749270691458492e-19
LSM,600,50,86.85113737513521,1.2432503135626873e-20,1.853138499513904e-21,2.486500627125375e-19
LSM,600,50,104.81131341546852,1.4080912344757055e-20,7.097046728970695e-22,2.816182468951411e-19
LSM,600,50,126.48552168552958,1.3851912481421012e-20,-3.0256947916846606e-22,2.7703824962842023e-19
LSM,600,50,152.6417967175232,1.3475773386420122e-20,1.690875865573739e-21,2.6951546772840245e-19
LSM,600,50,184.20699693267144,1.723366421256849e-20,2.531176918017407e-21,3.446732842513698e-19
LSM,600,50,222.29964825261933,1.8538127222454936e-20,1.3517205428426529e-21,3.707625444490987e-19
LSM,600,50,268.26957952797244,1.9937105298253795e-20,4.047120544113232e-21,3.987421059650759e-19
LSM,600,50,323.74575428176433,2.66323683106814e-20,3.6579711132863406e-22,5.32647366213628e-19
LSM,600,50,390.6939937054613,2.0668699520911064e-20,-8.234654131764724e-23,4.1337399041822127e-19
LSM,600,50,471.486636345739,2.6467675228046106e-20,7.448819512861722e-21,5.293535045609221e-19
LSM,600,50,568.9866029018293,3.556633854663451e-20,2.2521321860522007e-21,7.1132677093269015e-19
LSM,600,50,686.6488450042998,3.097193960015051e-20,-1.0758142640415155e-21,6.194387920030101e-19
LSM,600,50,828.6427728546843,3.3414710018551476e-20,5.1392889976852876e-21,6.682942003710295e-19
LSM,600,50,1000.0,4.125051759552108e-20,7.835807576969607e-21,8.250103519104217e-19
LSM,700,50,0.1,5.943883669196394e-20,0.0,1.1887767338392788e-18
LSM,700,50,0.12067926406393285,5.920108153329889e-20,7.47148570478482e-21,1.1840216306659777e-18
LSM,700,50,0.14563484775012436,7.438180810153358e-20,9.005374256419788e-21,1.4876361620306716e-18
LSM,700,50,0.1757510624854792,7.721183004613846e-20,-7.185355701202983e-22,1.5442366009227692e-18
LSM,700,50,0.21209508879201905,7.294473696129298e-20,6.703634529246239e-21,1.4588947392258597e-18
LSM,700,50,0.2559547922699536,9.061909910463094e-20,1.4842877763690162e-20,1.8123819820926186e-18
LSM,700,50,0.3088843596477481,1.026304924886733e-19,1.690659896480886e-20,2.052609849773466e-18
LSM,700,50,0.372759372031494,1.2443229703424866e-19,5.500731423787099e-21,2.4886459406849733e-18
LSM,700,50,0.44984326689694454,1.136319553362475e-19,4.516269635250759e-22,2.2726391067249502e-18
LSM,700,50,0.5428675439323859,1.2533555096129881e-19,2.895735484743674e-20,2.506711019225976e-18
LSM,700,50,0.6551285568595507,1.71546665031121e-19,1.0124563342007395e-21,3.4309333006224195e-18
LSM,700,50,0.7906043210907697,1.273604636297003e-19,7.2779510495804e-21,2.547209272594006e-18
LSM,700,50,0.9540954763499939,1.861025671302818e-19,4.1286376002514804e-20,3.722051342605636e-18
LSM,700,50,1.151395399326447,2.099332156347299e-19,2.876822565633642e-20,4.198664312694598e-18
LSM,700,50,1.3894954943731375,2.4363901844295463e-19,2.1611859750422843e-20,4.872780368859093e-18
LSM,700,50,1.6768329368110073,2.531569351355756e-19,-9.5253379070101e-22,5.0631387027115116e-18
LSM,700,50,2.0235896477251565,2.417339508615526e-19,2.1067731804348526e-20,4.834679017231052e-18
LSM,700,50,2.442053094548651,2.9529239874427264e-19,1.7945772193504605e-20,5.905847974885453e-18
LSM,700,50,2.9470517025518097,2.776254952485618e-19,2.6936654632811305e-20,5.552509904971236e-18
LSM,700,50,3.5564803062231283,3.4916570800989525e-19,6.31893842546297e-20,6.983314160197905e-18
LSM,700,50,4.291934260128776,4.040042637578212e-19,2.2461605523047944e-20,8.080085275156423e-18
LSM,700,50,5.17947467923121,3.9408891905599114e-19,9.761262088826848e-21,7.881778381119821e-18
LSM,700,50,6.250551925273969,4.235267879354749e-19,6.383896953716187e-20,8.470535758709498e-18
LSM,700,50,7.543120063354615,5.217668581303149e-19,7.160750775522446e-20,1.0435337162606298e-17
LSM,700,50,9.102981779915218,5.667418034459238e-19,3.2492249189630164e-21,1.1334836068918476e-17
LSM,700,50,10.985411419875584,5.282653079682409e-19,6.547435745541814e-20,1.0565306159364818e-17
LSM,700,50,13.257113655901081,6.976905183567601e-19,8.60504559326776e-20,1.39538103671352e-17
LSM,700,50,15.998587196060573,7.003662198335961e-19,7.832602465758244e-20,1.4007324396671922e-17
LSM,700,50,19.306977288832496,8.54342567671925e-19,6.786942022385285e-20,1.7086851353438502e-17
LSM,700,50,23.29951810515372,8.361050602813018e-19,-6.636843097179033e-21,1.6722101205626036e-17
LSM,700,50,28.11768697974228,8.410688814775669e-19,8.173933880046503e-20,1.6821377629551338e-17
LSM,700,50,33.93221771895326,9.995837378822318e-19,2.4936554832366836e-19,1.999167475764464e-17
LSM,700,50,40.94915062380423,1.3397999781249037e-18,1.5600615863398292e-19,2.6795999562498073e-17
LSM,700,50,49.41713361323833,1.3115960551501977e-18,4.288289132019155e-20,2.6231921103003954e-17
LSM,700,50,59.63623316594643,1.4255657607652867e-18,2.463449172768311e-19,2.8511315215305733e-17
LSM,700,50,71.96856730011514,1.80428588970386e-18,1.932469163067121e-19,3.60857177940772e-17
LSM,700,50,86.85113737513521,1.812059593378711e-18,2.3895830172461e-19,3.624119186757422e-17
LSM,700,50,104.81131341546852,2.28220249315308e-18,6.010417750600723e-20,4.56440498630616e-17
LSM,700,50,126.48552168552958,1.9322679483907254e-18,1.0392507623152428e-19,3.864535896781451e-17
LSM,700,50,152.6417967175232,2.4900526456161284e-18,3.653356067732523e-19,4.980105291232257e-17
LSM,700,50,184.20699693267144,2.66293916193723e-18,6.323279767018405e-20,5.3258783238744596e-17
LSM,700,50,222.29964825261933,2.6165182409564965e-18,3.259951426617661e-19,5.2330364819129935e-17
LSM,700,50,268.26957952797244,3.314929447260762e-18,2.016905443117504e-19,6.629858894521524e-17
LSM,700,50,323.74575428176433,3.0198993295799973e-18,6.132016614318085e-19,6.039798659159996e-17
LSM,700,50,390.6939937054613,4.541332770124379e-18,4.455672480981653e-19,9.082665540248758e-17
LSM,700,50,471.486636345739,3.911033825776328e-18,-2.1344951962608593e-19,7.822067651552656e-17
LSM,700,50,568.9866029018293,4.114433730872207e-18,5.951609412547509e-19,8.228867461744414e-17
LSM,700,50,686.6488450042998,5.10135570828583e-18,7.518688502764223e-19,1.020271141657166e-16
LSM,700,50,828.6427728546843,5.618171431425052e-18,8.732556944606238e-19,1.1236342862850104e-16
LSM,700,50,1000.0,6.847867097207077e-18,1.2296956657820254e-18,1.3695734194414156e-16
LSM,800,50,0.1,3.543317928737795e-18,0.0,7.08663585747559e-17
LSM,800,50,0.12067926406393285,2.4725011842947378e-18,2.42929556964147e-19,4.9450023685894756e-17
LSM,800,50,0.14563484775012436,4.029177042666089e-18,8.212204533050334e-19,8.058354085332179e-17
LSM,800,50,0.1757510624854792,4.1149420909048046e-18,5.429516011939814e-19,8.22988418180961e-17
LSM,800,50,0.21209508879201905,5.1150802450540515e-18,6.306476040489695e-19,1.0230160490108103e-16
LSM,800,50,0.2559547922699536,5.3762372990027435e-18,3.2193150535149085e-19,1.0752474598005487e-16
LSM,800,50,0.3088843596477481,5.758943255757033e-18,8.784445201995382e-19,1.1517886511514067e-16
LSM,800,50,0.372759372031494,7.13312633940182e-18,7.109223877283511e-19,1.4266252678803642e-16
LSM,800,50,0.44984326689694454,7.180788031213735e-18,2.6860068816202206e-20,1.4361576062427472e-16
LSM,800,50,0.5428675439323859,7.186846477034224e-18,5.840003244323995e-19,1.4373692954068449e-16
LSM,800,50,0.6551285568595507,8.348788680078534e-18,1.3264742204564246e-18,1.669757736015707e-16
LSM,800,50,0.7906043210907697,9.839794917947074e-18,8.781928358854459e-19,1.9679589835894147e-16
LSM,800,50,0.9540954763499939,1.0105174351849426e-17,5.071340254333776e-19,2.0210348703698853e-16
LSM,800,50,1.151395399326447,1.0854062968813829e-17,2.0488679055208297e-18,2.170812593762766e-16
LSM,800,50,1.3894954943731375,1.4202910162891085e-17,2.1676059881689254e-18,2.840582032578217e-16
LSM,800,50,1.6768329368110073,1.518927494515168e-17,1.486301322204156e-19,3.037854989030336e-16
LSM,800,50,2.0235896477251565,1.4500170427331917e-17,-4.510247857217742e-19,2.9000340854663837e-16
LSM,800,50,2.442053094548651,1.428722537370813e-17,1.324147410164737e-18,2.8574450747416265e-16
LSM,800,50,2.9470517025518097,1.714846524766139e-17,4.394598791863488e-18,3.429693049532278e-16
LSM,800,50,3.5564803062231283,2.3076422957435107e-17,2.341082163943044e-18,4.615284591487021e-16
LSM,800,50,4.291934260128776,2.183062957554748e-17,-1.2474811092404449e-18,4.366125915109496e-16
LSM,800,50,5.17947467923121,2.0581460738954217e-17,5.745004750631192e-19,4.116292147790843e-16
LSM,800,50,6.250551925273969,2.2979630525673717e-17,3.89221232662416e-18,4.595926105134744e-16
LSM,800,50,7.543120063354615,2.836588539220254e-17,4.860755308893194e-18,5.673177078440508e-16
LSM,800,50,9.102981779915218,3.2701141143460105e-17,3.425166098795338e-18,6.540228228692021e-16
LSM,800,50,10.985411419875584,3.5216217589793213e-17,2.171009041049587e-18,7.043243517958643e-16
LSM,800,50,13.257113655901081,3.704315922555928e-17,7.978575455608267e-18,7.408631845111856e-16
LSM,800,50,15.998587196060573,5.117336850100975e-17,4.1147971706876265e-18,1.023467370020195e-15
LSM,800,50,19.306977288832496,4.527275356693453e-17,2.5729480050236828e-18,9.054550713386907e-16
LSM,800,50,23.29951810515372,5.631926451105711e-17,2.407155179671363e-18,1.1263852902211422e-15
LSM,800,50,28.11768697974228,5.008706392627726e-17,1.1908735241704194e-18,1.0017412785255452e-15
LSM,800,50,33.93221771895326,5.870101155939795e-17,5.9741782798725574e-18,1.1740202311879591e-15
LSM,800,50,40.94915062380423,6.203542048602237e-17,4.913831714439599e-18,1.2407084097204475e-15
LSM,800,50,49.41713361323833,6.852867498827715e-17,1.5989287798806516e-17,1.370573499765543e-15
LSM,800,50,59.63623316594643,9.40139960836354e-17,1.1648761687277651e-17,1.880279921672708e-15
LSM,800,50,71.96856730011514,9.182619836283245e-17,1.5689651612781147e-18,1.8365239672566492e-15
LSM,800,50,86.85113737513521,9.715192640619163e-17,3.3598825225864407e-18,1.9430385281238328e-15
LSM,800,50,104.81131341546852,9.854596340800533e-17,5.048643371773645e-18,1.9709192681601068e-15
LSM,800,50,126.48552168552958,1.0724921314973892e-16,1.3006804677209442e-17,2.1449842629947783e-15
LSM,800,50,152.6417967175232,1.2455957276242422e-16,3.336594464415876e-17,2.4911914552484844e-15
LSM,800,50,184.20699693267144,1.7398110243805644e-16,2.180446533903637e-17,3.4796220487611286e-15
LSM,800,50,222.29964825261933,1.6816850344049696e-16,5.778183218856919e-18,3.363370068809939e-15
LSM,800,50,268.26957952797244,1.8553746887577028e-16,1.864574009662329e-17,3.710749377515406e-15
LSM,800,50,323.74575428176433,2.0545998363374354e-16,7.417665027678362e-18,4.10919967267487e-15
LSM,800,50,390.6939937054613,2.00372798931127e-16,4.5209636354388894e-17,4.00745597862254e-15
LSM,800,50,471.486636345739,2.9587925634252133e-16,1.4872561561614063e-17,5.917585126850426e-15
LSM,800,50,568.9866029018293,2.3011792205435513e-16,-3.6865224520698904e-17,4.602358441087102e-15
LSM,800,50,686.6488450042998,2.221488073011235e-16,6.548732760858293e-17,4.4429761460224704e-15
LSM,800,50,828.6427728546843,3.61092577271521e-16,6.971353387412562e-17,7.22185154543042e-15
LSM,800,50,1000.0,3.6157587504937476e-16,4.832977778537791e-19,7.231517500987495e-15
