Sample_ID,Rho,Gc_YSZ_GDC,Gc_GDC_LSCF,R_system
3844,0.25,3.3873,2.0661,5.4535
3845,0.25,4.514,3.2454,7.7595
3846,0.25,4.6481,2.0773,6.7254
3847,0.25,3.8823,2.3022,6.1846
3848,0.25,3.3536,2.3692,5.7228
3849,0.25,3.5883,2.44,6.0283
3850,0.25,3.9591,2.0742,6.0333
3851,0.25,3.3978,2.3078,5.7056
3852,0.25,3.8696,2.4309,6.3005
3853,0.25,3.1933,1.9761,5.1694
3854,0.25,3.4694,2.1659,5.6353
3855,0.25,4.0448,3.1674,7.2122
3856,0.25,3.3446,2.5757,5.9203
3857,0.25,3.586,3.3808,6.9668
3858,0.25,4.0679,3.6162,7.6841
3859,0.25,3.8591,2.6885,6.5476
3860,0.25,3.8137,2.6659,6.4796
3861,0.25,2.7812,2.3337,5.1149
3862,0.25,4.212,2.3285,6.5405
3863,0.25,2.8909,2.6435,5.5343
3864,0.25,4.0733,2.5615,6.6348
3865,0.25,4.4272,2.524,6.9513
3866,0.25,4.2556,2.792,7.0475
3867,0.25,2.9391,3.4514,6.3906
3868,0.25,4.7752,2.0919,6.8672
3869,0.25,3.082,2.2559,5.3378
3870,0.25,3.9387,3.7057,7.6444
3871,0.25,3.2184,3.0606,6.279
3872,0.25,3.9303,2.6583,6.5887
3873,0.25,3.5745,2.2016,5.7761
3874,0.25,3.9805,2.0479,6.0284
3875,0.25,4.0042,2.618,6.6221
3876,0.25,3.4488,2.3977,5.8465
3877,0.25,5.6243,1.8068,7.4311
3878,0.25,3.3036,3.0654,6.3691
3879,0.25,4.326,3.1092,7.4351
3880,0.25,3.4596,3.694,7.1536
3881,0.25,3.4668,2.9769,6.4437
3882,0.25,5.3442,2.8533,8.1975
3883,0.25,3.1363,1.8334,4.9697
3884,0.25,3.0501,1.9717,5.0218
3885,0.25,3.0247,2.5068,5.5315
3886,0.25,3.5933,1.5649,5.1582
3887,0.25,2.8278,2.2474,5.0752
3888,0.25,3.5504,1.4126,4.9629
3889,0.25,3.3937,2.0412,5.4349
3890,0.25,3.398,2.7785,6.1765
3891,0.25,3.9586,3.4827,7.4413
3892,0.25,5.6345,2.9697,8.6041
3893,0.25,4.9039,2.6094,7.5133
3894,0.25,5.5268,3.0421,8.5688
3895,0.25,3.9999,2.6747,6.6747
3896,0.25,3.7795,3.9509,7.7305
3897,0.25,4.1429,3.0713,7.2142
3898,0.25,3.8951,3.0844,6.9795
3899,0.25,5.2769,2.7489,8.0258
3900,0.25,3.6323,2.316,5.9483
3901,0.25,5.6175,2.4737,8.0912
3902,0.25,3.2739,2.083,5.3569
3903,0.25,3.2811,3.4039,6.685
3904,0.25,4.3775,2.6919,7.0693
3905,0.25,3.8695,1.6029,5.4724
3906,0.25,2.5515,1.9083,4.4597
3907,0.25,4.9976,2.4263,7.424
3908,0.25,3.5438,2.6689,6.2127
3909,0.25,4.3815,3.0839,7.4655
3910,0.25,4.0211,2.4127,6.4339
3911,0.25,4.4972,2.3292,6.8263
3912,0.25,3.4281,3.237,6.6651
3913,0.25,4.2423,2.2602,6.5026
3914,0.25,3.3464,2.2737,5.6202
3915,0.25,3.5686,2.4437,6.0123
3916,0.25,3.8954,1.853,5.7484
3917,0.25,3.6504,2.4863,6.1366
3918,0.25,4.7621,3.7169,8.479
3919,0.25,4.1616,2.1122,6.2738
3920,0.25,3.4023,2.3905,5.7928
3921,0.25,3.2443,2.6167,5.861
3922,0.25,4.2507,2.772,7.0227
3923,0.25,3.7375,1.948,5.6855
3924,0.25,3.0628,2.0302,5.093
3925,0.25,2.9292,1.8338,4.763
3926,0.25,3.504,2.4165,5.9205
3927,0.25,3.9902,2.8956,6.8858
3928,0.25,4.3428,2.1949,6.5377
3929,0.25,3.9462,2.0074,5.9536
3930,0.25,3.3153,2.87,6.1853
3931,0.25,4.2364,2.5435,6.7799
3932,0.25,2.7461,2.6551,5.4013
3933,0.25,3.6119,3.1868,6.7986
3934,0.25,5.0029,3.2331,8.236
3935,0.25,3.3476,1.7644,5.112
3936,0.25,3.8216,2.9455,6.7671
3937,0.25,4.4777,2.6323,7.1099
3938,0.25,3.4681,2.8398,6.3079
3939,0.25,3.9985,4.2644,8.2629
3940,0.25,3.776,2.9295,6.7055
3941,0.25,3.5752,2.5844,6.1596
3942,0.25,3.0731,1.9469,5.02
3943,0.25,4.1704,2.2466,6.417
3944,0.25,3.5865,2.1615,5.7479
3945,0.25,3.3638,3.6158,6.9795
3946,0.25,3.0905,3.2744,6.365
3947,0.25,4.3341,2.618,6.952
3948,0.25,2.7139,2.7447,5.4586
3949,0.25,3.1519,1.6698,4.8217
3950,0.25,3.3843,2.7724,6.1567
3951,0.25,4.7961,2.7877,7.5838
3952,0.25,3.0483,2.0957,5.144
3953,0.25,3.7729,1.5781,5.351
3954,0.25,4.8694,2.2014,7.0708
3955,0.25,4.03,4.2438,8.2738
3956,0.25,4.9639,3.1687,8.1326
3957,0.25,3.8264,1.7404,5.5668
3958,0.25,3.7095,3.2242,6.9337
3959,0.25,3.3374,2.9574,6.2948
3960,0.25,4.865,1.7724,6.6374
3961,0.25,3.4713,2.5377,6.009
3962,0.25,3.2708,1.9322,5.2029
3963,0.25,4.0695,1.8014,5.8709
3964,0.25,3.3304,2.6513,5.9817
3965,0.25,2.5415,1.3695,3.911
3966,0.25,4.2007,4.2441,8.4449
3967,0.25,2.6352,2.059,4.6942
3968,0.25,4.8004,2.3641,7.1645
3969,0.25,2.4928,2.6311,5.1238
3970,0.25,3.7248,3.3265,7.0513
3971,0.25,4.1913,2.4705,6.6618
3972,0.25,3.1007,2.5109,5.6116
3973,0.25,5.0383,2.8712,7.9096
3974,0.25,4.4481,3.1123,7.5604
3975,0.25,4.7173,4.2995,9.0168
3976,0.25,3.4863,2.503,5.9893
3977,0.25,4.2513,3.1833,7.4345
3978,0.25,4.0322,3.215,7.2472
3979,0.25,3.5499,2.2095,5.7595
3980,0.25,3.6155,1.5999,5.2154
3981,0.25,4.0688,1.9282,5.997
3982,0.25,3.968,2.1747,6.1427
3983,0.25,4.0121,3.027,7.0391
3984,0.25,3.1126,2.1555,5.2682
3985,0.25,3.1427,2.1318,5.2745
3986,0.25,4.6062,3.9829,8.5892
3987,0.25,5.3176,3.0101,8.3277
3988,0.25,3.639,2.8705,6.5095
3989,0.25,4.0671,3.4632,7.5303
3990,0.25,4.3813,2.8246,7.2059
3991,0.25,4.4517,3.4202,7.8719
3992,0.25,3.2437,2.3606,5.6043
3993,0.25,3.2407,1.9567,5.1974
3994,0.25,2.7594,1.8413,4.6007
3995,0.25,3.1742,2.8928,6.067
3996,0.25,4.6594,3.1659,7.8253
3997,0.25,4.8963,2.9614,7.8576
3998,0.25,3.2083,2.2857,5.494
3999,0.25,4.0577,1.8957,5.9534
4000,0.25,2.5075,2.6906,5.1981
4001,0.25,4.6123,2.8307,7.4431
4002,0.25,3.9221,2.6553,6.5774
4003,0.25,3.3253,1.897,5.2223
4004,0.25,4.0044,2.3403,6.3447
4005,0.25,5.4482,3.4869,8.9351
4006,0.25,4.2768,2.9883,7.2652
4007,0.25,3.1342,3.9236,7.0578
4008,0.25,3.2714,2.2378,5.5092
4009,0.25,4.7088,2.8699,7.5787
4010,0.25,2.6451,2.7439,5.389
4011,0.25,3.7449,2.4162,6.1611
4012,0.25,3.8345,2.1707,6.0052
4013,0.25,3.8543,2.2059,6.0602
4014,0.25,3.8688,2.6195,6.4883
4015,0.25,3.5487,2.8624,6.4111
4016,0.25,3.1773,1.7722,4.9495
4017,0.25,3.7452,2.5128,6.258
4018,0.25,4.5732,2.5785,7.1517
4019,0.25,3.662,1.8954,5.5574
4020,0.25,4.0491,3.2542,7.3033
4021,0.25,3.5451,3.4738,7.0189
4022,0.25,3.2753,2.8047,6.08
4023,0.25,4.0308,3.1885,7.2193
4024,0.25,3.2875,2.5278,5.8153
4025,0.25,4.5071,3.5956,8.1027
4026,0.25,5.0031,2.2334,7.2365
4027,0.25,2.9366,2.1708,5.1074
4028,0.25,2.7979,2.5042,5.3021
4029,0.25,3.1577,3.0151,6.1728
4030,0.25,3.6128,2.0473,5.6602
4031,0.25,4.0022,2.7415,6.7437
4032,0.25,3.9192,2.4915,6.4108
4033,0.25,4.7936,2.3883,7.1818
4034,0.25,3.7818,2.0151,5.7969
4035,0.25,4.7023,2.302,7.0043
4036,0.25,4.8642,2.3075,7.1716
4037,0.25,3.7109,2.4139,6.1248
4038,0.25,4.0126,2.3877,6.4003
4039,0.25,3.0922,1.8659,4.9581
4040,0.25,3.6685,2.2406,5.9091
4041,0.25,4.039,2.5917,6.6307
4042,0.25,3.2991,2.6909,5.9899
4043,0.25,2.6297,2.2146,4.8443
4044,0.25,4.8075,1.7774,6.585
4045,0.25,3.5131,2.0106,5.5237
4046,0.25,3.6674,3.7209,7.3883
4047,0.25,3.9683,2.2978,6.2661
4048,0.25,3.7909,1.8028,5.5937
4049,0.25,3.6204,2.4126,6.0329
4050,0.25,4.5969,3.1254,7.7223
4051,0.25,4.2138,3.1996,7.4134
4052,0.25,2.7571,2.3778,5.1349
4053,0.25,3.5155,2.3988,5.9143
4054,0.25,3.4725,2.4389,5.9114
4055,0.25,3.2914,2.1076,5.399
4056,0.25,3.9012,3.3903,7.2915
4057,0.25,3.8204,2.558,6.3784
4058,0.25,3.3019,2.5775,5.8794
4059,0.25,4.2422,2.6873,6.9294
4060,0.25,3.6789,2.1788,5.8578
4061,0.25,4.1229,2.5242,6.6471
4062,0.25,4.1414,2.995,7.1364
4063,0.25,3.1104,2.8081,5.9186
4064,0.25,3.5322,2.1644,5.6967
4065,0.25,3.4198,2.4303,5.8502
4066,0.25,3.6069,2.7693,6.3762
4067,0.25,3.0962,1.8384,4.9346
4068,0.25,4.3661,2.8165,7.1826
4069,0.25,4.1185,1.8705,5.989
4070,0.25,3.9121,2.4398,6.3519
4071,0.25,4.5164,2.9782,7.4946
4072,0.25,3.0857,2.3514,5.4371
4073,0.25,4.4079,2.6868,7.0947
4074,0.25,4.5231,3.1268,7.65
4075,0.25,3.9939,2.6325,6.6264
4076,0.25,4.2462,4.0652,8.3114
4077,0.25,3.1624,2.6068,5.7692
4078,0.25,2.5853,2.1144,4.6997
4079,0.25,3.0378,1.6406,4.6784
4080,0.25,3.8091,2.1175,5.9266
4081,0.25,3.295,1.7166,5.0115
4082,0.25,4.2493,2.0643,6.3137
4083,0.25,5.1833,3.4373,8.6206
4084,0.25,3.6199,1.9862,5.6061
4085,0.25,4.955,2.9461,7.9011
4086,0.25,3.3329,1.6174,4.9503
4087,0.25,3.8978,3.5513,7.4491
4088,0.25,4.7196,2.7508,7.4703
4089,0.25,4.5198,2.9538,7.4736
4090,0.25,4.2256,2.5225,6.7481
4091,0.25,4.1093,2.4061,6.5153
4092,0.25,3.2077,2.9883,6.196
4093,0.25,4.2779,1.6409,5.9187
4094,0.25,3.3044,1.7799,5.0842
4095,0.25,3.9686,2.503,6.4715
4096,0.25,4.0153,2.1724,6.1877
4097,0.25,3.182,2.6589,5.841
4098,0.25,3.5503,2.9037,6.454
4099,0.25,3.1844,2.7469,5.9313
4100,0.25,3.2317,2.4268,5.6585
4101,0.25,3.6739,2.0851,5.7591
4102,0.25,3.4013,3.0018,6.4031
4103,0.25,3.1576,1.8862,5.0438
4104,0.25,4.236,2.5584,6.7944
4105,0.25,3.254,1.8095,5.0635
4106,0.25,3.614,2.2844,5.8984
4107,0.25,4.6201,1.5901,6.2102
4108,0.25,3.8032,2.3802,6.1834
4109,0.25,4.3076,2.4165,6.7241
4110,0.25,3.5248,2.7612,6.286
4111,0.25,3.8161,2.0486,5.8647
4112,0.25,5.675,3.4815,9.1565
4113,0.25,3.2084,3.2627,6.4711
4114,0.25,3.4718,2.0778,5.5496
4115,0.25,3.9716,1.9648,5.9365
4116,0.25,4.7646,2.804,7.5685
4117,0.25,4.5211,2.8515,7.3727
4118,0.25,3.4511,2.2492,5.7004
4119,0.25,4.0015,1.8044,5.8059
4120,0.25,4.2137,2.7021,6.9158
4121,0.25,4.2709,2.3722,6.643
4122,0.25,3.88,2.5323,6.4124
4123,0.25,3.1638,2.4277,5.5915
4124,0.25,3.4427,1.8676,5.3103
4125,0.25,2.5796,2.0281,4.6078
4126,0.25,3.4787,3.3344,6.8131
4127,0.25,5.0333,3.1671,8.2003
4128,0.25,4.1658,3.5981,7.7639
4129,0.25,3.0013,2.531,5.5323
4130,0.25,4.0994,2.0581,6.1575
4131,0.25,3.777,2.5168,6.2938
4132,0.25,3.6348,2.8979,6.5328
4133,0.25,3.0259,3.75,6.7759
4134,0.25,4.5062,1.7732,6.2794
4135,0.25,4.6918,3.0943,7.7862
4136,0.25,4.0724,2.4491,6.5214
4137,0.25,3.5764,3.0577,6.6341
4138,0.25,3.4429,2.1962,5.6392
4139,0.25,4.2087,3.0447,7.2534
4140,0.25,3.7669,3.1628,6.9297
4141,0.25,4.509,2.3556,6.8645
4142,0.25,3.3482,1.8989,5.2471
4143,0.25,3.6136,2.3915,6.0051
4144,0.25,4.3356,2.8619,7.1975
4145,0.25,3.7385,2.2977,6.0361
4146,0.25,2.799,2.6802,5.4792
4147,0.25,3.6342,2.1474,5.7815
4148,0.25,4.3099,3.7666,8.0765
4149,0.25,3.8649,1.9,5.7649
4150,0.25,3.6851,1.7872,5.4723
4151,0.25,5.3527,2.5498,7.9025
4152,0.25,3.0352,2.4827,5.5179
4153,0.25,4.1365,1.9803,6.1168
4154,0.25,4.4073,2.5149,6.9222
4155,0.25,3.6312,3.0808,6.712
4156,0.25,4.0153,3.1715,7.1868
4157,0.25,3.9973,2.5471,6.5444
4158,0.25,3.3492,3.0648,6.414
4159,0.25,2.6038,1.9696,4.5735
4160,0.25,3.7071,3.044,6.7511
4161,0.25,4.5671,2.5045,7.0716
4162,0.25,3.1878,1.5656,4.7534
4163,0.25,4.4225,2.4974,6.9199
4164,0.25,3.2334,1.8624,5.0958
4165,0.25,3.8824,2.3207,6.2031
4166,0.25,4.7751,2.746,7.5211
4167,0.25,3.4562,3.204,6.6602
4168,0.25,3.9006,3.1743,7.0749
4169,0.25,3.626,2.2364,5.8624
4170,0.25,3.4457,2.011,5.4567
4171,0.25,3.9591,2.5634,6.5225
4172,0.25,3.7815,2.0781,5.8596
4173,0.25,3.3758,2.6433,6.019
4174,0.25,3.3838,1.6056,4.9894
4175,0.25,4.9863,2.8733,7.8595
4176,0.25,2.5834,2.0597,4.643
4177,0.25,4.5605,2.5601,7.1206
4178,0.25,3.1997,1.8507,5.0504
4179,0.25,3.4312,2.2991,5.7302
4180,0.25,4.7112,2.5854,7.2967
4181,0.25,3.9749,2.2779,6.2527
4182,0.25,4.3903,3.3293,7.7196
4183,0.25,3.3225,2.403,5.7255
4184,0.25,3.5967,2.4438,6.0406
4185,0.25,3.6869,2.023,5.7099
4186,0.25,5.224,2.1048,7.3288
4187,0.25,2.9089,2.2886,5.1976
4188,0.25,4.6295,3.3711,8.0006
4189,0.25,3.599,2.8626,6.4616
4190,0.25,4.0463,2.759,6.8053
4191,0.25,3.3021,2.8144,6.1165
4192,0.25,4.0177,3.6988,7.7165
4193,0.25,3.7593,1.9226,5.6819
4194,0.25,4.2207,2.7327,6.9534
4195,0.25,3.6379,2.9778,6.6157
4196,0.25,3.3516,1.788,5.1397
4197,0.25,3.5925,2.0264,5.6188
4198,0.25,4.4882,2.1691,6.6572
4199,0.25,3.4065,1.9125,5.319
4200,0.25,4.1975,2.2631,6.4606
4201,0.25,4.2863,2.5523,6.8386
4202,0.25,4.6655,2.1143,6.7798
4203,0.25,3.4397,2.7889,6.2285
4204,0.25,3.1929,3.0147,6.2076
4205,0.25,4.2314,3.0691,7.3005
4206,0.25,3.0362,2.216,5.2522
4207,0.25,3.464,1.8848,5.3488
4208,0.25,3.185,2.0326,5.2176
4209,0.25,3.0481,2.0188,5.0669
4210,0.25,4.641,2.7399,7.3809
4211,0.25,3.1217,1.8705,4.9922
4212,0.25,4.2167,3.6294,7.8461
4213,0.25,3.7675,2.7247,6.4922
4214,0.25,3.974,2.1906,6.1646
4215,0.25,3.9487,3.0391,6.9878
4216,0.25,3.0005,2.2024,5.2029
4217,0.25,4.58,2.2933,6.8733
4218,0.25,2.8182,2.0603,4.8785
4219,0.25,3.1332,3.0306,6.1638
4220,0.25,3.7427,1.7584,5.5011
4221,0.25,3.5947,2.8052,6.3999
4222,0.25,4.1805,3.6524,7.8328
4223,0.25,3.978,2.3409,6.3189
4224,0.25,3.5791,3.8949,7.474
4225,0.25,6.6425,2.5964,9.2389
4226,0.25,3.4627,2.3921,5.8549
4227,0.25,3.6782,3.1565,6.8348
4228,0.25,3.878,2.0009,5.8788
4229,0.25,3.8869,2.7474,6.6343
4230,0.25,4.1585,2.5909,6.7494
4231,0.25,3.1933,2.0631,5.2564
4232,0.25,4.5917,3.139,7.7307
4233,0.25,3.3573,2.0901,5.4474
4234,0.25,3.2479,2.3308,5.5786
4235,0.25,4.3983,4.0108,8.4091
4236,0.25,4.2655,2.8817,7.1471
4237,0.25,2.9908,2.3974,5.3882
4238,0.25,3.9667,2.919,6.8858
4239,0.25,4.8417,2.9041,7.7458
4240,0.25,4.3581,3.0384,7.3965
4241,0.25,3.6574,1.8462,5.5035
4242,0.25,3.8829,3.48,7.3628
4243,0.25,5.0073,3.3071,8.3144
4244,0.25,2.4704,2.6386,5.1091
4245,0.25,3.2867,2.2349,5.5216
4246,0.25,4.5838,2.6765,7.2603
4247,0.25,3.4115,2.8306,6.2421
4248,0.25,2.6777,2.2627,4.9404
4249,0.25,4.4447,2.0489,6.4935
4250,0.25,3.6753,3.1934,6.8687
4251,0.25,3.1676,2.5719,5.7395
4252,0.25,4.6823,2.5643,7.2466
4253,0.25,2.4764,1.8762,4.3526
4254,0.25,3.2641,1.9828,5.247
4255,0.25,3.1864,2.4374,5.6238
4256,0.25,4.3678,2.5583,6.926
4257,0.25,3.9468,2.3757,6.3225
4258,0.25,3.5964,2.5201,6.1165
4259,0.25,3.415,1.8524,5.2674
4260,0.25,3.8158,2.356,6.1719
4261,0.25,3.8327,3.1711,7.0038
4262,0.25,4.3248,2.8481,7.1729
4263,0.25,3.9055,2.1121,6.0176
4264,0.25,3.0995,2.1773,5.2768
4265,0.25,3.9347,2.4201,6.3549
4266,0.25,3.203,2.5475,5.7505
4267,0.25,2.6884,2.6218,5.3102
4268,0.25,5.7727,2.9855,8.7581
4269,0.25,3.1416,2.4303,5.5719
4270,0.25,4.616,2.793,7.409
4271,0.25,5.1217,1.9255,7.0472
4272,0.25,4.7138,2.0196,6.7334
4273,0.25,3.9747,2.63,6.6047
4274,0.25,4.0484,2.6296,6.678
4275,0.25,4.5937,1.8819,6.4755
4276,0.25,5.852,3.7337,9.5857
4277,0.25,3.6136,2.3798,5.9934
4278,0.25,3.7302,2.2239,5.954
4279,0.25,3.4089,2.1478,5.5567
4280,0.25,5.4579,2.6231,8.081
4281,0.25,4.7724,2.9403,7.7127
4282,0.25,3.8913,2.4587,6.35
4283,0.25,3.1603,2.1195,5.2799
4284,0.25,4.3176,2.0295,6.3471
4285,0.25,3.1881,2.3139,5.5019
4286,0.25,3.8755,3.4602,7.3357
4287,0.25,3.7964,1.7988,5.5952
4288,0.25,3.463,2.8984,6.3615
4289,0.25,4.1458,2.8374,6.9833
4290,0.25,4.5594,2.3332,6.8926
4291,0.25,3.1456,3.0942,6.2398
4292,0.25,3.9853,2.5895,6.5748
4293,0.25,5.3053,2.5121,7.8173
4294,0.25,3.0055,2.7755,5.781
4295,0.25,3.1729,1.9543,5.1273
4296,0.25,4.6695,2.0385,6.708
4297,0.25,2.9585,1.9873,4.9458
4298,0.25,3.1193,2.3153,5.4346
4299,0.25,4.242,3.1123,7.3543
4300,0.25,4.7039,2.1842,6.8882
4301,0.25,3.9563,2.5613,6.5176
4302,0.25,4.8615,2.9275,7.789
4303,0.25,4.0556,3.8711,7.9266
4304,0.25,3.0904,2.4656,5.556
4305,0.25,3.4412,2.1405,5.5817
4306,0.25,4.5422,2.4744,7.0165
4307,0.25,3.7625,3.4373,7.1998
4308,0.25,5.3835,2.1132,7.4967
4309,0.25,3.5996,3.1881,6.7877
4310,0.25,2.8851,2.1106,4.9957
4311,0.25,4.9333,2.2956,7.229
4312,0.25,3.0723,2.5994,5.6718
4313,0.25,3.4853,2.7126,6.1979
4314,0.25,3.8688,1.9363,5.8051
4315,0.25,3.5534,2.8881,6.4415
4316,0.25,4.1916,2.6438,6.8354
4317,0.25,2.7739,2.0769,4.8507
4318,0.25,3.9839,2.2697,6.2537
4319,0.25,3.3187,2.0447,5.3634
4320,0.25,4.0112,1.9827,5.994
4321,0.25,4.2662,3.0651,7.3313
4322,0.25,2.9385,2.4195,5.358
4323,0.25,4.7121,2.7621,7.4741
4324,0.25,4.0349,2.3239,6.3588
4325,0.25,2.3802,2.4523,4.8326
4326,0.25,4.7349,3.2364,7.9713
4327,0.25,4.2907,2.2361,6.5268
4328,0.25,4.9731,1.8913,6.8644
4329,0.25,2.7736,2.7566,5.5303
4330,0.25,3.6519,2.3685,6.0204
4331,0.25,4.331,2.3066,6.6376
4332,0.25,4.4381,2.738,7.1761
4333,0.25,4.0873,2.4277,6.515
4334,0.25,4.3854,2.8397,7.2251
4335,0.25,2.8916,2.0952,4.9868
4336,0.25,2.9582,2.0468,5.0051
4337,0.25,3.7084,2.7269,6.4353
4338,0.25,3.6791,2.5819,6.261
4339,0.25,4.976,2.4328,7.4087
4340,0.25,3.1971,2.7736,5.9707
4341,0.25,4.7706,3.5022,8.2728
4342,0.25,2.8209,2.9942,5.8151
4343,0.25,3.4166,1.8629,5.2795
4344,0.25,3.3534,3.4043,6.7577
4345,0.25,2.9745,2.6065,5.581
4346,0.25,3.8556,2.9869,6.8425
4347,0.25,3.6365,2.3133,5.9498
4348,0.25,3.9105,2.5203,6.4308
4349,0.25,3.7045,1.8465,5.551
4350,0.25,4.4413,2.1068,6.5481
4351,0.25,3.4419,1.3844,4.8263
4352,0.25,2.7059,2.3222,5.0281
4353,0.25,3.626,2.5477,6.1737
4354,0.25,3.4901,2.5328,6.0228
4355,0.25,3.798,2.4182,6.2162
4356,0.25,4.15,2.6094,6.7594
4357,0.25,3.1449,2.7875,5.9324
4358,0.25,3.67,2.1565,5.8265
4359,0.25,4.0594,1.9227,5.9821
4360,0.25,3.702,2.0833,5.7853
4361,0.25,3.8236,2.2798,6.1034
4362,0.25,2.6758,2.0469,4.7227
4363,0.25,3.6952,2.7476,6.4428
4364,0.25,3.9683,3.9457,7.914
4365,0.25,3.3132,1.8828,5.196
4366,0.25,2.6115,2.7002,5.3117
4367,0.25,3.7331,1.9072,5.6403
4368,0.25,3.4399,2.4464,5.8863
4369,0.25,5.1866,1.9841,7.1706
4370,0.25,4.7239,2.5037,7.2276
4371,0.25,4.2256,2.7367,6.9622
4372,0.25,3.6568,2.5252,6.1821
4373,0.25,4.6671,2.6037,7.2708
4374,0.25,3.5324,2.6059,6.1382
4375,0.25,2.9366,1.9956,4.9322
4376,0.25,3.4905,2.6944,6.185
4377,0.25,4.2234,2.0223,6.2457
4378,0.25,3.6091,1.9532,5.5623
4379,0.25,3.4992,2.4118,5.911
4380,0.25,4.6298,2.178,6.8078
4381,0.25,3.7458,2.571,6.3167
4382,0.25,4.1069,4.2256,8.3325
4383,0.25,3.6759,2.0979,5.7737
4384,0.25,4.1664,2.8312,6.9976
4385,0.25,3.5846,2.2689,5.8535
4386,0.25,3.4458,2.8556,6.3014
4387,0.25,3.7008,2.4169,6.1177
4388,0.25,3.7993,2.0065,5.8058
4389,0.25,3.1512,2.3824,5.5336
4390,0.25,4.5952,2.1891,6.7844
4391,0.25,3.4972,1.544,5.0412
4392,0.25,4.3658,3.2677,7.6335
4393,0.25,4.0606,2.853,6.9136
4394,0.25,3.5437,2.3217,5.8654
4395,0.25,3.1731,2.1115,5.2846
4396,0.25,4.2425,2.0388,6.2813
4397,0.25,4.8913,2.4085,7.2998
4398,0.25,4.2705,2.8228,7.0933
4399,0.25,3.4957,2.5512,6.0469
4400,0.25,4.2014,2.5298,6.7312
4401,0.25,3.4653,2.4774,5.9427
4402,0.25,3.4831,3.0278,6.5109
4403,0.25,3.066,2.4188,5.4848
4404,0.25,3.4953,3.6299,7.1253
4405,0.25,3.2742,2.0572,5.3314
4406,0.25,3.6721,2.387,6.0591
4407,0.25,3.998,2.4157,6.4137
4408,0.25,4.0637,2.3576,6.4213
4409,0.25,3.5436,2.583,6.1267
4410,0.25,5.0849,3.1513,8.2362
4411,0.25,2.7263,2.1422,4.8685
4412,0.25,4.9244,3.3377,8.2621
4413,0.25,4.2732,3.2254,7.4986
4414,0.25,4.2624,2.0703,6.3328
4415,0.25,5.5766,2.4019,7.9784
4416,0.25,2.9535,2.1482,5.1017
4417,0.25,3.0666,3.5093,6.576
4418,0.25,4.037,2.3478,6.3848
4419,0.25,4.2702,3.0133,7.2834
4420,0.25,4.2788,2.7347,7.0135
4421,0.25,3.716,2.1727,5.8887
4422,0.25,4.8689,2.75,7.6189
4423,0.25,2.9059,1.8298,4.7358
4424,0.25,5.0002,3.1941,8.1943
4425,0.25,3.3631,2.0264,5.3895
4426,0.25,4.7344,2.7785,7.5129
4427,0.25,4.9129,3.2994,8.2123
4428,0.25,2.4714,1.9013,4.3727
4429,0.25,4.47,1.8928,6.3628
4430,0.25,3.9917,2.076,6.0677
4431,0.25,3.1837,2.1599,5.3436
4432,0.25,4.2852,2.437,6.7222
4433,0.25,4.549,2.7182,7.2671
4434,0.25,3.2728,2.3811,5.6539
4435,0.25,2.8803,2.2374,5.1177
4436,0.25,3.0253,2.0975,5.1227
4437,0.25,3.1847,1.5422,4.7268
4438,0.25,3.9482,2.5628,6.511
4439,0.25,3.6957,3.4407,7.1364
4440,0.25,4.3216,2.4569,6.7785
4441,0.25,3.3879,2.3378,5.7257
4442,0.25,3.4083,2.5566,5.9648
4443,0.25,5.3162,3.6361,8.9524
4444,0.25,3.3618,2.3964,5.7583
4445,0.25,3.178,2.8325,6.0106
4446,0.25,3.3824,3.5287,6.9111
4447,0.25,4.4999,3.1452,7.6451
4448,0.25,3.6339,1.8118,5.4457
4449,0.25,4.2436,1.6677,5.9113
4450,0.25,6.012,2.7478,8.7599
4451,0.25,4.5175,3.1172,7.6347
4452,0.25,3.4597,2.3651,5.8248
4453,0.25,4.966,2.8959,7.8618
4454,0.25,4.2028,1.9992,6.2021
4455,0.25,5.635,3.0826,8.7176
4456,0.25,4.4842,2.1496,6.6338
4457,0.25,4.5004,2.1285,6.6289
4458,0.25,3.119,2.105,5.2239
4459,0.25,3.4221,2.7532,6.1753
4460,0.25,4.3106,3.1902,7.5008
4461,0.25,4.3089,3.4929,7.8018
4462,0.25,3.736,1.6971,5.4331
4463,0.25,3.5932,2.9608,6.5541
4464,0.25,3.7957,2.8085,6.6042
4465,0.25,3.8768,3.0289,6.9058
4466,0.25,3.7682,3.1296,6.8978
4467,0.25,3.8533,2.0747,5.928
4468,0.25,3.0425,2.8918,5.9342
4469,0.25,3.7142,2.7885,6.5027
4470,0.25,3.6482,2.5262,6.1744
4471,0.25,3.5213,1.9628,5.4841
4472,0.25,5.7475,2.4095,8.1571
4473,0.25,3.8427,2.0912,5.9339
4474,0.25,3.8364,2.2295,6.0658
4475,0.25,4.162,2.6993,6.8614
4476,0.25,3.013,1.2515,4.2645
4477,0.25,3.5814,2.1663,5.7477
4478,0.25,3.7668,3.1543,6.9211
4479,0.25,4.2362,2.5617,6.7979
4480,0.25,3.8186,2.0354,5.854
4481,0.25,3.6361,3.0822,6.7184
4482,0.25,3.7899,2.4232,6.2131
4483,0.25,3.2354,2.3546,5.59
4484,0.25,2.7335,2.311,5.0445
4485,0.25,4.3237,3.465,7.7887
