Temperature_C,Strain,Stress_MPa,E_tangent_GPa,Phase
600,0.001891,95.41,31.95,ferroelastic
600,0.001935,96.81,31.95,ferroelastic
600,0.001979,98.22,31.95,ferroelastic
600,0.002023,99.62,31.95,ferroelastic
600,0.002067,101.03,31.95,ferroelastic
600,0.002111,102.43,31.95,ferroelastic
600,0.002155,103.84,31.95,ferroelastic
600,0.002198,105.24,31.95,ferroelastic
600,0.002242,106.65,31.95,ferroelastic
600,0.002286,108.05,31.95,ferroelastic
600,0.00233,109.46,31.95,ferroelastic
600,0.002374,110.86,31.95,ferroelastic
600,0.002418,112.27,31.95,ferroelastic
600,0.002462,113.67,31.95,ferroelastic
600,0.002506,115.08,31.95,ferroelastic
600,0.00255,116.48,31.95,ferroelastic
600,0.002594,117.89,31.95,ferroelastic
600,0.002638,119.29,31.95,ferroelastic
600,0.002682,120.7,31.95,ferroelastic
600,0.002726,122.1,31.95,ferroelastic
600,0.00277,123.5,31.95,ferroelastic
600,0.002814,124.91,31.95,ferroelastic
600,0.002858,126.31,31.95,ferroelastic
600,0.002902,127.72,31.95,ferroelastic
600,0.002946,129.12,31.95,ferroelastic
600,0.00299,130.53,31.95,ferroelastic
600,0.003034,131.93,31.95,ferroelastic
600,0.003078,133.34,31.95,ferroelastic
600,0.003122,134.74,31.95,ferroelastic
600,0.003166,136.15,31.95,ferroelastic
600,0.00321,137.55,31.95,ferroelastic
600,0.003254,138.96,31.95,ferroelastic
600,0.003298,140.36,31.95,ferroelastic
600,0.003342,141.77,31.95,ferroelastic
600,0.003386,143.17,31.95,ferroelastic
600,0.00343,144.58,31.95,ferroelastic
600,0.003474,145.98,31.95,ferroelastic
600,0.003518,147.39,31.95,ferroelastic
600,0.003562,148.79,31.95,ferroelastic
600,0.003606,150.2,31.95,ferroelastic
600,0.003649,151.6,31.95,ferroelastic
600,0.003693,153.01,31.95,ferroelastic
600,0.003737,154.41,31.95,ferroelastic
600,0.003781,155.82,31.95,ferroelastic
600,0.003825,157.22,31.95,ferroelastic
600,0.003869,158.63,31.95,ferroelastic
600,0.003913,160.03,31.95,ferroelastic
600,0.003957,161.44,31.95,ferroelastic
600,0.004001,162.84,31.95,ferroelastic
600,0.004045,164.24,31.95,ferroelastic
600,0.004089,165.65,31.95,ferroelastic
600,0.004133,167.05,31.95,ferroelastic
600,0.004177,168.46,31.95,ferroelastic
600,0.004221,169.86,31.95,ferroelastic
600,0.004265,171.27,31.95,ferroelastic
600,0.004309,172.67,31.95,ferroelastic
600,0.004353,174.08,31.95,ferroelastic
600,0.004397,175.48,31.95,ferroelastic
600,0.004441,176.89,31.95,ferroelastic
600,0.004485,178.29,31.95,ferroelastic
600,0.004529,179.7,31.95,ferroelastic
600,0.004573,181.1,31.95,ferroelastic
600,0.004617,182.51,31.95,ferroelastic
600,0.004661,183.91,31.95,ferroelastic
600,0.004705,185.32,31.95,ferroelastic
600,0.004749,186.72,31.95,ferroelastic
600,0.004793,188.13,31.95,ferroelastic
600,0.004837,189.53,31.95,ferroelastic
600,0.004881,190.94,31.95,ferroelastic
600,0.004925,192.34,31.95,ferroelastic
600,0.004969,193.75,31.95,ferroelastic
600,0.005013,195.15,31.95,ferroelastic
600,0.005057,196.56,31.95,ferroelastic
600,0.005101,197.96,31.95,ferroelastic
600,0.005144,199.37,31.95,ferroelastic
600,0.005188,200.77,31.95,ferroelastic
600,0.005232,202.18,31.95,ferroelastic
600,0.005276,203.58,31.95,ferroelastic
600,0.00532,204.99,31.95,ferroelastic
600,0.005364,206.39,31.95,ferroelastic
600,0.005408,207.79,31.95,ferroelastic
600,0.005452,209.2,31.95,ferroelastic
600,0.005496,210.6,31.95,ferroelastic
600,0.00554,212.01,31.95,ferroelastic
600,0.005584,213.41,31.95,ferroelastic
600,0.005628,214.82,31.95,ferroelastic
600,0.005672,216.22,31.95,ferroelastic
600,0.005716,217.63,31.95,ferroelastic
600,0.00576,219.03,31.95,ferroelastic
600,0.005804,220.44,31.95,ferroelastic
600,0.005848,221.84,31.95,ferroelastic
600,0.005892,223.25,31.95,ferroelastic
600,0.005936,224.65,31.95,ferroelastic
600,0.00598,226.06,31.95,ferroelastic
600,0.006024,227.46,31.95,ferroelastic
600,0.006068,228.87,31.95,ferroelastic
600,0.006112,230.27,31.95,ferroelastic
600,0.006156,231.68,31.95,ferroelastic
600,0.0062,233.08,31.95,ferroelastic
600,0.006244,234.49,31.95,ferroelastic
600,0.006288,235.89,31.95,ferroelastic
600,0.006332,237.3,31.95,ferroelastic
600,0.006376,238.7,31.95,ferroelastic
600,0.00642,240.11,31.95,ferroelastic
600,0.006464,241.51,31.95,ferroelastic
600,0.006508,242.92,31.95,ferroelastic
600,0.006552,244.32,31.95,ferroelastic
600,0.006595,245.73,31.95,ferroelastic
600,0.006639,247.13,31.95,ferroelastic
600,0.006683,248.54,31.95,ferroelastic
600,0.006727,249.94,31.95,ferroelastic
600,0.006771,251.34,31.95,ferroelastic
600,0.006815,252.75,31.95,ferroelastic
600,0.006859,254.15,31.95,ferroelastic
600,0.006903,255.56,31.95,ferroelastic
600,0.006947,256.96,31.95,ferroelastic
600,0.006991,258.37,31.95,ferroelastic
600,0.007035,259.77,31.95,ferroelastic
600,0.007079,261.18,31.95,ferroelastic
600,0.007123,262.58,31.95,ferroelastic
600,0.007167,263.99,31.95,ferroelastic
600,0.007211,265.39,31.95,ferroelastic
600,0.007255,266.8,31.95,ferroelastic
600,0.007299,268.2,31.95,ferroelastic
600,0.007343,269.61,31.95,ferroelastic
600,0.007387,271.01,31.95,ferroelastic
600,0.007431,272.42,31.95,ferroelastic
600,0.007475,273.82,31.95,ferroelastic
600,0.007519,275.23,31.95,ferroelastic
600,0.007563,276.63,31.95,ferroelastic
600,0.007607,278.04,31.95,ferroelastic
600,0.007651,279.44,31.95,ferroelastic
600,0.007695,280.85,31.95,ferroelastic
600,0.007739,282.25,31.95,ferroelastic
600,0.007783,283.66,31.95,ferroelastic
600,0.007827,285.06,31.95,ferroelastic
600,0.007871,286.47,31.95,ferroelastic
600,0.007915,287.87,31.95,ferroelastic
600,0.007959,289.28,31.95,ferroelastic
600,0.008003,290.68,31.95,ferroelastic
600,0.008046,292.09,31.95,ferroelastic
600,0.00809,293.49,31.95,ferroelastic
600,0.008134,294.89,31.95,ferroelastic
600,0.008178,296.3,31.95,ferroelastic
600,0.008222,297.7,31.95,ferroelastic
600,0.008266,299.11,31.95,ferroelastic
600,0.00831,300.51,31.95,ferroelastic
600,0.008354,301.92,31.95,ferroelastic
600,0.008398,303.32,31.95,ferroelastic
600,0.008442,304.73,31.95,ferroelastic
600,0.008486,306.13,31.95,ferroelastic
600,0.00853,307.54,31.95,ferroelastic
600,0.008574,308.94,31.95,ferroelastic
600,0.008618,310.35,31.95,ferroelastic
600,0.008662,311.75,31.95,ferroelastic
600,0.008706,313.16,31.95,ferroelastic
600,0.00875,314.56,31.95,ferroelastic
800,0.0,0.0,102.0,linear
800,4.5e-05,4.61,102.0,linear
800,9e-05,9.23,102.0,linear
800,0.000136,13.84,102.0,linear
800,0.000181,18.45,102.0,linear
800,0.000226,23.07,102.0,linear
800,0.000271,27.68,102.0,linear
800,0.000317,32.29,102.0,linear
800,0.000362,36.9,102.0,linear
800,0.000407,40.46,30.6,ferroelastic
800,0.000452,41.84,30.6,ferroelastic
800,0.000497,43.22,30.6,ferroelastic
800,0.000543,44.61,30.6,ferroelastic
800,0.000588,45.99,30.6,ferroelastic
800,0.000633,47.37,30.6,ferroelastic
800,0.000678,48.76,30.6,ferroelastic
800,0.000724,50.14,30.6,ferroelastic
800,0.000769,51.53,30.6,ferroelastic
800,0.000814,52.91,30.6,ferroelastic
800,0.000859,54.29,30.6,ferroelastic
800,0.000905,55.68,30.6,ferroelastic
800,0.00095,57.06,30.6,ferroelastic
800,0.000995,58.45,30.6,ferroelastic
800,0.00104,59.83,30.6,ferroelastic
800,0.001085,61.21,30.6,ferroelastic
800,0.001131,62.6,30.6,ferroelastic
800,0.001176,63.98,30.6,ferroelastic
800,0.001221,65.37,30.6,ferroelastic
800,0.001266,66.75,30.6,ferroelastic
800,0.001312,68.13,30.6,ferroelastic
800,0.001357,69.52,30.6,ferroelastic
800,0.001402,70.9,30.6,ferroelastic
800,0.001447,72.29,30.6,ferroelastic
800,0.001492,73.67,30.6,ferroelastic
800,0.001538,75.05,30.6,ferroelastic
800,0.001583,76.44,30.6,ferroelastic
800,0.001628,77.82,30.6,ferroelastic
800,0.001673,79.21,30.6,ferroelastic
800,0.001719,80.59,30.6,ferroelastic
800,0.001764,81.97,30.6,ferroelastic
800,0.001809,83.36,30.6,ferroelastic
800,0.001854,84.74,30.6,ferroelastic
800,0.001899,86.12,30.6,ferroelastic
800,0.001945,87.51,30.6,ferroelastic
800,0.00199,88.89,30.6,ferroelastic
800,0.002035,90.28,30.6,ferroelastic
800,0.00208,91.66,30.6,ferroelastic
800,0.002126,93.04,30.6,ferroelastic
800,0.002171,94.43,30.6,ferroelastic
800,0.002216,95.81,30.6,ferroelastic
800,0.002261,97.2,30.6,ferroelastic
800,0.002307,98.58,30.6,ferroelastic
800,0.002352,99.96,30.6,ferroelastic
800,0.002397,101.35,30.6,ferroelastic
800,0.002442,102.73,30.6,ferroelastic
800,0.002487,104.12,30.6,ferroelastic
800,0.002533,105.5,30.6,ferroelastic
800,0.002578,106.88,30.6,ferroelastic
800,0.002623,108.27,30.6,ferroelastic
800,0.002668,109.65,30.6,ferroelastic
800,0.002714,111.04,30.6,ferroelastic
800,0.002759,112.42,30.6,ferroelastic
800,0.002804,113.8,30.6,ferroelastic
800,0.002849,115.19,30.6,ferroelastic
800,0.002894,116.57,30.6,ferroelastic
800,0.00294,117.95,30.6,ferroelastic
800,0.002985,119.34,30.6,ferroelastic
800,0.00303,120.72,30.6,ferroelastic
800,0.003075,122.11,30.6,ferroelastic
800,0.003121,123.49,30.6,ferroelastic
800,0.003166,124.87,30.6,ferroelastic
800,0.003211,126.26,30.6,ferroelastic
800,0.003256,127.64,30.6,ferroelastic
800,0.003302,129.03,30.6,ferroelastic
800,0.003347,130.41,30.6,ferroelastic
800,0.003392,131.79,30.6,ferroelastic
800,0.003437,133.18,30.6,ferroelastic
800,0.003482,134.56,30.6,ferroelastic
800,0.003528,135.95,30.6,ferroelastic
800,0.003573,137.33,30.6,ferroelastic
800,0.003618,138.71,30.6,ferroelastic
800,0.003663,140.1,30.6,ferroelastic
800,0.003709,141.48,30.6,ferroelastic
800,0.003754,142.87,30.6,ferroelastic
800,0.003799,144.25,30.6,ferroelastic
800,0.003844,145.63,30.6,ferroelastic
800,0.003889,147.02,30.6,ferroelastic
800,0.003935,148.4,30.6,ferroelastic
800,0.00398,149.78,30.6,ferroelastic
800,0.004025,151.17,30.6,ferroelastic
800,0.00407,152.55,30.6,ferroelastic
800,0.004116,153.94,30.6,ferroelastic
800,0.004161,155.32,30.6,ferroelastic
800,0.004206,156.7,30.6,ferroelastic
800,0.004251,158.09,30.6,ferroelastic
800,0.004296,159.47,30.6,ferroelastic
800,0.004342,160.86,30.6,ferroelastic
800,0.004387,162.24,30.6,ferroelastic
800,0.004432,163.62,30.6,ferroelastic
800,0.004477,165.01,30.6,ferroelastic
800,0.004523,166.39,30.6,ferroelastic
800,0.004568,167.78,30.6,ferroelastic
800,0.004613,169.16,30.6,ferroelastic
800,0.004658,170.54,30.6,ferroelastic
800,0.004704,171.93,30.6,ferroelastic
800,0.004749,173.31,30.6,ferroelastic
800,0.004794,174.7,30.6,ferroelastic
800,0.004839,176.08,30.6,ferroelastic
800,0.004884,177.46,30.6,ferroelastic
800,0.00493,178.85,30.6,ferroelastic
800,0.004975,180.23,30.6,ferroelastic
800,0.00502,181.62,30.6,ferroelastic
800,0.005065,183.0,30.6,ferroelastic
800,0.005111,184.38,30.6,ferroelastic
800,0.005156,185.77,30.6,ferroelastic
800,0.005201,187.15,30.6,ferroelastic
800,0.005246,188.53,30.6,ferroelastic
800,0.005291,189.92,30.6,ferroelastic
800,0.005337,191.3,30.6,ferroelastic
800,0.005382,192.69,30.6,ferroelastic
800,0.005427,194.07,30.6,ferroelastic
800,0.005472,195.45,30.6,ferroelastic
800,0.005518,196.84,30.6,ferroelastic
800,0.005563,198.22,30.6,ferroelastic
800,0.005608,199.61,30.6,ferroelastic
800,0.005653,200.99,30.6,ferroelastic
800,0.005698,202.37,30.6,ferroelastic
800,0.005744,203.76,30.6,ferroelastic
800,0.005789,205.14,30.6,ferroelastic
800,0.005834,206.53,30.6,ferroelastic
800,0.005879,207.91,30.6,ferroelastic
800,0.005925,209.29,30.6,ferroelastic
800,0.00597,210.68,30.6,ferroelastic
800,0.006015,212.06,30.6,ferroelastic
800,0.00606,213.45,30.6,ferroelastic
800,0.006106,214.83,30.6,ferroelastic
800,0.006151,216.21,30.6,ferroelastic
800,0.006196,217.6,30.6,ferroelastic
800,0.006241,218.98,30.6,ferroelastic
800,0.006286,220.36,30.6,ferroelastic
800,0.006332,221.75,30.6,ferroelastic
800,0.006377,223.13,30.6,ferroelastic
800,0.006422,224.52,30.6,ferroelastic
800,0.006467,225.9,30.6,ferroelastic
800,0.006513,227.28,30.6,ferroelastic
800,0.006558,228.67,30.6,ferroelastic
800,0.006603,230.05,30.6,ferroelastic
800,0.006648,231.44,30.6,ferroelastic
800,0.006693,232.82,30.6,ferroelastic
800,0.006739,234.2,30.6,ferroelastic
800,0.006784,235.59,30.6,ferroelastic
800,0.006829,236.97,30.6,ferroelastic
800,0.006874,238.36,30.6,ferroelastic
800,0.00692,239.74,30.6,ferroelastic
800,0.006965,241.12,30.6,ferroelastic
800,0.00701,242.51,30.6,ferroelastic
800,0.007055,243.89,30.6,ferroelastic
800,0.007101,245.28,30.6,ferroelastic
800,0.007146,246.66,30.6,ferroelastic
800,0.007191,248.04,30.6,ferroelastic
800,0.007236,249.43,30.6,ferroelastic
800,0.007281,250.81,30.6,ferroelastic
800,0.007327,252.19,30.6,ferroelastic
800,0.007372,253.58,30.6,ferroelastic
800,0.007417,254.96,30.6,ferroelastic
800,0.007462,256.35,30.6,ferroelastic
800,0.007508,257.73,30.6,ferroelastic
800,0.007553,259.11,30.6,ferroelastic
800,0.007598,260.5,30.6,ferroelastic
800,0.007643,261.88,30.6,ferroelastic
800,0.007688,263.27,30.6,ferroelastic
800,0.007734,264.65,30.6,ferroelastic
800,0.007779,266.03,30.6,ferroelastic
800,0.007824,267.42,30.6,ferroelastic
800,0.007869,268.8,30.6,ferroelastic
800,0.007915,270.19,30.6,ferroelastic
800,0.00796,271.57,30.6,ferroelastic
800,0.008005,272.95,30.6,ferroelastic
800,0.00805,274.34,30.6,ferroelastic
800,0.008095,275.72,30.6,ferroelastic
800,0.008141,277.11,30.6,ferroelastic
800,0.008186,278.49,30.6,ferroelastic
800,0.008231,279.87,30.6,ferroelastic
800,0.008276,281.26,30.6,ferroelastic
800,0.008322,282.64,30.6,ferroelastic
800,0.008367,284.03,30.6,ferroelastic
800,0.008412,285.41,30.6,ferroelastic
800,0.008457,286.79,30.6,ferroelastic
800,0.008503,288.18,30.6,ferroelastic
800,0.008548,289.56,30.6,ferroelastic
800,0.008593,290.94,30.6,ferroelastic
800,0.008638,292.33,30.6,ferroelastic
800,0.008683,293.71,30.6,ferroelastic
800,0.008729,295.1,30.6,ferroelastic
800,0.008774,296.48,30.6,ferroelastic
800,0.008819,297.86,30.6,ferroelastic
800,0.008864,299.25,30.6,ferroelastic
800,0.00891,300.63,30.6,ferroelastic
800,0.008955,302.02,30.6,ferroelastic
800,0.009,303.4,30.6,ferroelastic
