Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime
2051,2.4479,1.4339,214.78,182.84,113.91,10.555,12.367,15.505,569.0,221.41,326.43,0.0,0.0,0.5,RT
2052,3.3548,2.7823,210.2,178.36,112.39,10.716,12.436,16.112,540.8,195.43,354.59,0.0,0.0,0.5,RT
2053,3.4222,3.2035,207.31,190.36,139.93,10.388,12.606,16.114,547.6,251.7,365.71,0.0,0.0,0.5,RT
2054,3.6265,2.2046,206.33,193.27,116.35,10.138,11.829,14.9,564.0,196.72,334.77,0.0,0.0,0.5,RT
2055,3.4186,2.3079,214.22,195.86,138.47,10.698,12.217,14.789,583.5,189.87,294.03,0.0,0.0,0.5,RT
2056,3.5402,2.0427,206.34,184.78,106.65,10.146,12.315,14.896,548.1,245.29,261.37,0.0,0.0,0.5,RT
2057,3.3014,3.1903,205.92,184.56,117.53,10.681,12.378,15.71,549.2,191.88,337.67,0.0,0.0,0.5,RT
2058,3.667,2.1343,181.82,182.48,127.23,10.789,12.659,16.351,553.2,188.05,372.7,0.0,0.0,0.5,RT
2059,3.7415,2.7096,207.57,204.69,136.75,10.583,12.686,15.124,531.5,231.94,265.24,0.0,0.0,0.5,RT
2060,3.9244,2.9927,226.77,196.25,129.61,10.518,12.408,15.676,558.4,239.31,358.16,0.0,0.0,0.5,RT
2061,4.1118,1.9789,200.38,187.07,116.69,10.534,13.171,16.103,549.7,290.4,301.51,0.0,0.0,0.5,RT
2062,4.1832,2.7946,206.55,189.07,110.86,10.694,12.936,15.032,572.6,265.17,226.93,0.0,0.0,0.5,RT
2063,3.9241,2.6402,212.52,201.23,118.7,10.216,12.374,15.425,559.4,256.56,343.52,0.0,0.0,0.5,RT
2064,4.699,2.7715,208.14,207.86,119.42,10.652,12.448,16.169,532.0,198.84,411.41,0.0,0.0,0.5,RT
2065,3.3994,1.9943,207.43,190.65,115.01,10.743,11.844,14.165,555.3,126.78,245.72,0.0,0.0,0.5,RT
2066,4.6258,2.7467,208.69,197.57,124.47,10.865,11.671,15.979,540.0,90.74,459.67,0.0,0.0,0.5,RT
2067,3.7202,2.4843,217.13,196.27,116.73,10.461,12.205,15.506,537.2,203.4,348.02,0.0,0.0,0.5,RT
2068,3.9484,2.3907,227.35,182.35,112.04,10.935,12.633,16.185,536.1,207.06,347.24,0.0,0.0,0.5,RT
2069,3.3011,2.3474,218.01,186.51,129.06,10.629,12.693,15.793,547.3,246.28,316.45,0.0,0.0,0.5,RT
2070,3.7439,3.926,208.62,180.22,132.2,10.757,12.406,14.425,555.0,190.96,201.91,0.0,0.0,0.5,RT
2071,3.2085,2.0479,204.61,197.22,129.74,10.347,12.909,15.684,560.9,293.93,307.02,0.0,0.0,0.5,RT
2072,3.5331,2.3719,203.08,186.16,127.9,10.619,12.579,16.26,561.6,223.48,384.74,0.0,0.0,0.5,RT
2073,3.2084,1.952,191.77,181.77,119.56,10.918,12.77,15.511,557.3,197.98,277.67,0.0,0.0,0.5,RT
2074,4.069,2.702,214.49,197.64,124.01,10.635,12.414,14.908,535.4,204.31,263.9,0.0,0.0,0.5,RT
2075,6.1601,2.28,228.17,184.73,124.99,10.574,12.225,14.802,558.0,210.2,265.65,0.0,0.0,0.5,RT
2076,3.5193,2.6865,204.71,192.88,111.07,10.452,12.902,14.891,531.4,266.58,203.84,0.0,0.0,0.5,RT
2077,5.4121,3.1088,203.59,181.3,120.52,9.918,11.911,14.881,549.9,223.1,296.08,0.0,0.0,0.5,RT
2078,4.0201,2.8971,214.42,205.95,127.08,10.55,12.287,16.029,550.4,205.03,424.14,0.0,0.0,0.5,RT
2079,3.1172,2.1443,213.92,191.09,113.52,10.402,11.873,14.977,555.4,174.74,329.43,0.0,0.0,0.5,RT
2080,3.7547,2.5842,230.68,192.63,113.22,10.481,12.258,15.789,563.5,230.89,383.26,0.0,0.0,0.5,RT
2081,3.1633,2.2245,213.75,195.36,121.74,10.304,11.958,14.985,550.3,194.62,325.39,0.0,0.0,0.5,RT
2082,4.6443,2.2638,202.9,196.1,126.57,9.947,12.702,17.276,554.6,310.07,497.53,0.0,0.0,0.5,RT
2083,3.4067,1.448,191.18,197.47,112.57,10.117,11.937,16.425,538.5,187.31,477.21,0.0,0.0,0.5,RT
2084,2.9118,1.8296,217.97,197.27,139.61,10.758,12.03,15.861,538.0,149.16,406.52,0.0,0.0,0.5,RT
2085,3.2792,2.3092,209.19,195.62,117.4,10.672,12.26,14.121,562.1,186.69,204.57,0.0,0.0,0.5,RT
2086,3.4035,2.4399,211.5,205.7,117.58,10.66,12.725,15.874,530.5,231.64,343.65,0.0,0.0,0.5,RT
2087,4.0056,2.8911,188.18,194.56,123.27,10.339,13.501,15.778,535.4,318.52,237.22,0.0,0.0,0.5,RT
2088,4.4284,3.6587,225.33,195.35,124.43,10.331,12.766,17.179,549.3,301.35,473.55,0.0,0.0,0.5,RT
2089,5.1608,3.0796,203.67,201.09,115.66,10.448,12.032,14.956,554.9,178.98,326.29,0.0,0.0,0.5,RT
2090,2.9678,2.6104,204.7,189.54,117.58,10.305,13.368,14.493,565.0,354.16,120.49,0.0,0.0,0.5,RT
2091,4.1272,1.7968,208.66,191.59,105.78,10.864,12.947,15.893,564.7,245.49,318.69,0.0,0.0,0.5,RT
2092,3.7781,2.2102,219.23,190.12,117.4,10.155,12.966,14.833,558.1,343.92,198.03,0.0,0.0,0.5,RT
2093,3.1823,2.9057,213.33,182.32,129.03,10.742,12.187,14.781,557.9,171.91,263.91,0.0,0.0,0.5,RT
2094,3.5972,2.2254,228.08,194.17,125.94,10.217,12.909,14.971,583.0,357.97,233.4,0.0,0.0,0.5,RT
2095,5.2762,2.8108,209.02,194.55,119.61,10.729,12.596,14.703,558.8,218.07,229.03,0.0,0.0,0.5,RT
2096,3.6578,2.6556,202.29,176.93,109.35,10.801,12.663,15.933,551.0,207.59,318.77,0.0,0.0,0.5,RT
2097,3.9671,2.1923,199.32,193.14,120.4,10.404,13.049,15.442,542.0,285.73,250.53,0.0,0.0,0.5,RT
2098,3.6225,1.9233,210.96,185.04,125.51,10.783,13.018,14.632,559.1,263.55,166.97,0.0,0.0,0.5,RT
2099,3.4361,2.8762,229.16,198.7,123.84,10.758,13.275,15.336,553.7,319.43,226.81,0.0,0.0,0.5,RT
2100,4.3739,2.8021,232.94,195.38,138.39,11.162,12.782,15.993,562.7,212.38,353.05,0.0,0.0,0.5,RT
2101,4.2151,1.8665,220.05,190.86,126.74,9.884,12.36,14.596,550.3,299.81,234.84,0.0,0.0,0.5,RT
2102,3.6186,2.4391,212.79,190.88,114.93,10.714,12.56,15.571,540.1,212.14,310.44,0.0,0.0,0.5,RT
2103,4.7739,3.4151,207.1,191.64,114.98,10.476,12.621,15.379,556.6,247.21,294.22,0.0,0.0,0.5,RT
2104,4.2674,3.8198,220.93,189.33,121.5,10.514,12.766,15.4,535.5,266.42,267.08,0.0,0.0,0.5,RT
2105,4.1014,2.1296,228.77,186.53,114.88,10.495,12.465,15.596,554.4,249.89,323.75,0.0,0.0,0.5,RT
2106,4.2997,4.153,218.74,184.92,103.55,10.367,12.253,16.907,559.8,230.91,481.78,0.0,0.0,0.5,RT
2107,3.2023,2.8836,185.19,179.2,126.11,10.637,12.538,15.346,540.8,190.4,272.12,0.0,0.0,0.5,RT
2108,4.6651,3.3615,202.9,173.53,114.28,10.216,12.631,16.56,556.9,272.86,379.69,0.0,0.0,0.5,RT
2109,3.562,2.178,209.34,185.34,111.86,10.119,12.381,15.915,548.6,259.73,359.34,0.0,0.0,0.5,RT
2110,4.5,3.0885,198.74,161.31,106.46,10.778,12.149,16.048,550.5,149.99,346.21,0.0,0.0,0.5,RT
2111,3.5212,2.9212,195.74,194.3,123.03,10.481,12.412,14.989,577.8,218.43,289.23,0.0,0.0,0.5,RT
2112,4.0012,2.6194,178.85,177.7,124.43,10.635,12.597,15.146,546.9,191.93,247.62,0.0,0.0,0.5,RT
2113,3.239,2.7823,210.37,196.92,112.72,10.965,12.969,16.011,546.4,230.34,327.3,0.0,0.0,0.5,RT
2114,3.2169,2.3573,213.66,183.88,123.21,9.99,11.902,14.418,550.9,225.02,254.91,0.0,0.0,0.5,RT
2115,3.7932,3.7381,207.04,177.07,128.29,10.788,11.995,14.441,541.7,135.36,234.65,0.0,0.0,0.5,RT
2116,4.5254,3.1304,214.06,187.91,112.64,10.617,11.906,15.273,554.2,152.93,350.71,0.0,0.0,0.5,RT
2117,4.1778,3.4232,215.13,195.85,113.73,10.549,12.051,15.475,560.3,181.07,375.68,0.0,0.0,0.5,RT
2118,4.8282,2.4339,216.97,169.79,128.21,10.451,11.742,14.967,534.9,149.75,292.94,0.0,0.0,0.5,RT
2119,3.7491,2.7852,217.08,187.86,125.43,10.654,12.104,15.262,543.0,170.95,322.17,0.0,0.0,0.5,RT
2120,4.1271,1.7826,211.76,199.18,107.82,10.665,12.437,14.707,548.7,205.9,248.05,0.0,0.0,0.5,RT
2121,4.7887,3.2898,201.15,170.42,130.08,10.866,11.959,15.673,551.8,121.29,349.35,0.0,0.0,0.5,RT
2122,2.866,2.0526,171.33,198.27,113.75,10.896,12.939,16.174,553.6,193.81,355.09,0.0,0.0,0.5,RT
2123,5.2643,2.5877,213.39,183.41,126.68,10.797,12.861,15.179,555.4,244.55,236.2,0.0,0.0,0.5,RT
2124,4.4661,2.4949,229.02,199.98,122.23,10.952,12.901,14.933,578.6,258.33,235.12,0.0,0.0,0.5,RT
2125,3.0884,2.1888,224.37,176.84,129.67,10.634,12.158,15.602,533.6,182.56,325.0,0.0,0.0,0.5,RT
2126,4.857,3.1531,207.87,181.78,118.04,10.366,11.633,15.994,545.0,143.45,432.01,0.0,0.0,0.5,RT
2127,4.2497,2.5136,196.33,205.32,116.16,10.159,13.011,16.669,547.9,306.71,411.54,0.0,0.0,0.5,RT
2128,3.0817,2.0749,227.54,174.17,113.76,10.195,12.994,16.115,545.9,347.67,296.8,0.0,0.0,0.5,RT
2129,3.2811,1.9941,215.19,170.72,122.95,11.176,12.591,15.062,556.2,169.36,234.68,0.0,0.0,0.5,RT
2130,3.7222,1.5068,194.95,213.41,128.1,10.287,12.164,15.373,552.6,202.21,378.43,0.0,0.0,0.5,RT
2131,4.8891,2.8387,201.81,184.25,106.82,10.371,12.34,15.529,565.9,224.88,332.52,0.0,0.0,0.5,RT
2132,4.2788,2.6472,234.17,189.8,123.72,10.994,12.925,16.574,554.8,250.95,384.15,0.0,0.0,0.5,RT
2133,3.4051,2.3268,214.35,197.17,130.62,11.083,12.804,14.659,544.4,200.84,199.16,0.0,0.0,0.5,RT
2134,3.3535,2.059,215.29,196.02,111.38,10.257,12.697,14.816,546.1,286.95,226.74,0.0,0.0,0.5,RT
2135,4.4164,2.4608,191.56,171.72,110.93,10.026,12.09,14.892,562.6,222.39,270.74,0.0,0.0,0.5,RT
2136,3.1145,2.3655,199.99,187.3,117.89,10.921,12.624,15.012,551.0,187.71,246.43,0.0,0.0,0.5,RT
2137,3.7811,1.8302,210.54,190.33,128.11,10.524,12.621,14.49,556.4,245.62,197.89,0.0,0.0,0.5,RT
2138,3.4524,2.4344,203.25,187.54,119.02,10.682,11.967,15.847,549.4,143.54,399.73,0.0,0.0,0.5,RT
2139,3.486,2.132,199.09,198.05,126.59,10.377,12.335,15.168,556.1,216.73,312.02,0.0,0.0,0.5,RT
2140,2.9455,2.132,223.24,183.24,123.13,10.427,12.74,14.851,563.9,291.19,218.12,0.0,0.0,0.5,RT
2141,3.9131,2.1953,194.16,193.72,115.56,10.835,13.018,14.789,551.8,233.89,189.3,0.0,0.0,0.5,RT
2142,5.1501,4.5208,203.12,211.37,120.07,10.264,12.154,15.359,572.3,219.76,387.72,0.0,0.0,0.5,RT
2143,3.6448,2.5831,207.86,198.96,117.77,10.396,12.814,15.55,550.2,276.52,299.52,0.0,0.0,0.5,RT
2144,3.4792,2.259,218.01,184.46,111.56,10.13,12.953,15.518,560.8,345.14,265.39,0.0,0.0,0.5,RT
2145,3.803,2.1923,199.25,190.26,134.89,10.658,12.657,15.663,531.5,211.68,303.99,0.0,0.0,0.5,RT
2146,2.6015,2.3372,219.58,198.57,125.87,10.584,13.013,16.025,529.6,282.45,316.77,0.0,0.0,0.5,RT
2147,3.5152,1.9765,233.73,181.64,114.13,10.446,12.788,14.817,558.6,305.78,205.87,0.0,0.0,0.5,RT
2148,4.5613,3.899,209.13,206.12,120.14,10.052,12.262,15.013,546.0,252.42,309.54,0.0,0.0,0.5,RT
2149,4.3368,2.3429,202.35,198.3,132.04,10.578,12.675,16.383,549.7,233.34,404.2,0.0,0.0,0.5,RT
2150,3.3584,2.6365,218.68,189.41,107.19,10.478,12.136,14.806,553.3,200.63,279.76,0.0,0.0,0.5,RT
2151,3.3449,2.384,211.27,191.55,117.62,10.484,13.069,16.022,550.1,300.43,311.17,0.0,0.0,0.5,RT
2152,2.7865,1.7765,215.33,182.78,129.84,10.433,12.812,15.25,541.1,277.16,241.11,0.0,0.0,0.5,RT
2153,3.6407,2.5934,202.16,195.82,119.75,10.262,12.906,15.207,563.2,301.05,253.7,0.0,0.0,0.5,RT
2154,3.8263,2.7899,213.14,186.84,113.28,10.728,11.921,15.0,558.4,142.01,321.18,0.0,0.0,0.5,RT
2155,2.6881,1.7412,220.73,197.29,137.2,10.836,12.868,16.822,551.2,247.3,430.02,0.0,0.0,0.5,RT
2156,3.8036,2.0904,219.12,194.03,107.35,10.518,12.435,15.737,545.4,229.1,349.32,0.0,0.0,0.5,RT
2157,4.2304,3.3038,200.26,214.87,129.0,10.003,12.64,14.556,560.5,296.0,230.74,0.0,0.0,0.5,RT
2158,4.5232,3.6616,195.08,172.15,109.0,10.26,12.068,15.559,555.3,195.85,333.73,0.0,0.0,0.5,RT
2159,3.275,2.5958,210.94,180.68,115.06,10.516,12.456,15.82,538.4,220.29,327.22,0.0,0.0,0.5,RT
2160,4.6904,3.7565,223.89,172.29,120.48,10.264,12.221,15.432,538.9,236.1,298.08,0.0,0.0,0.5,RT
2161,3.1555,1.8846,195.42,201.98,116.71,10.232,12.314,16.444,535.0,217.67,446.19,0.0,0.0,0.5,RT
2162,4.1896,2.4585,183.44,187.12,106.63,11.053,11.841,15.737,543.1,78.46,396.02,0.0,0.0,0.5,RT
2163,2.6548,2.6832,217.8,188.2,116.38,10.701,11.766,15.038,571.3,132.57,351.78,0.0,0.0,0.5,RT
2164,3.5356,2.685,198.53,194.0,108.98,10.115,13.299,15.638,558.8,353.29,253.57,0.0,0.0,0.5,RT
2165,4.255,2.2988,217.56,200.66,115.07,9.936,11.952,15.821,544.7,238.96,422.89,0.0,0.0,0.5,RT
2166,3.9961,2.3145,211.71,182.03,120.86,10.347,13.713,15.074,549.2,391.34,136.01,0.0,0.0,0.5,RT
2167,4.3623,2.4598,248.05,186.97,110.08,10.149,13.018,14.704,544.3,387.37,171.52,0.0,0.0,0.5,RT
2168,3.2551,2.441,233.72,192.98,120.44,10.846,12.14,14.961,550.6,166.49,299.79,0.0,0.0,0.5,RT
2169,3.0998,3.3352,214.03,198.23,118.02,10.6,13.041,14.904,553.0,288.8,204.26,0.0,0.0,0.5,RT
2170,4.9587,2.3776,220.21,187.43,107.88,10.138,13.169,15.477,562.4,375.38,243.3,0.0,0.0,0.5,RT
2171,4.0469,2.5247,217.36,187.36,127.85,10.462,12.209,14.952,549.5,208.68,282.45,0.0,0.0,0.5,RT
2172,3.8272,3.5686,198.52,173.83,117.83,10.317,12.798,16.111,540.8,266.36,311.42,0.0,0.0,0.5,RT
2173,3.2679,2.5046,223.55,195.28,127.96,10.893,12.656,16.004,552.9,217.91,361.49,0.0,0.0,0.5,RT
2174,4.1621,3.8684,183.73,184.99,117.64,9.849,12.516,15.952,536.4,262.94,340.87,0.0,0.0,0.5,RT
2175,4.4978,3.3822,216.09,193.07,121.55,10.887,11.794,16.512,550.4,107.94,501.3,0.0,0.0,0.5,RT
2176,4.1277,3.0152,207.34,173.75,112.07,9.96,11.807,15.322,546.9,209.54,333.97,0.0,0.0,0.5,RT
2177,3.2815,2.7188,219.22,198.46,113.95,10.523,12.03,15.59,558.9,184.63,394.94,0.0,0.0,0.5,RT
2178,4.0915,2.3648,185.84,203.39,127.45,10.268,12.211,15.756,562.2,203.1,405.31,0.0,0.0,0.5,RT
2179,4.2475,2.2946,204.0,184.14,118.06,10.853,12.562,15.969,544.6,189.87,341.67,0.0,0.0,0.5,RT
2180,3.258,2.0615,191.44,209.38,148.83,10.295,12.695,15.325,531.1,243.99,292.47,0.0,0.0,0.5,RT
2181,3.0595,2.474,206.35,195.45,122.95,10.532,12.588,14.8,545.8,231.47,235.95,0.0,0.0,0.5,RT
2182,4.2603,3.2824,213.5,202.65,119.37,10.102,12.282,15.525,538.1,250.47,353.65,0.0,0.0,0.5,RT
2183,4.2699,2.6491,207.35,201.84,98.55,10.804,12.658,14.894,536.1,206.07,242.02,0.0,0.0,0.5,RT
2184,4.0684,2.1849,198.86,188.16,113.74,10.668,12.468,15.489,558.2,199.84,317.29,0.0,0.0,0.5,RT
2185,4.7616,3.1439,214.94,200.92,126.47,10.687,12.107,13.575,571.2,174.26,168.53,0.0,0.0,0.5,RT
2186,3.4761,2.739,218.98,188.23,122.9,10.326,12.885,14.787,541.2,303.24,193.79,0.0,0.0,0.5,RT
2187,4.365,2.3907,206.49,193.92,125.05,10.758,12.286,13.974,552.9,174.47,180.93,0.0,0.0,0.5,RT
2188,4.0912,2.2297,197.31,193.38,123.36,10.612,12.239,15.584,559.4,179.53,361.93,0.0,0.0,0.5,RT
2189,3.1537,1.9476,205.27,181.32,130.47,10.123,12.379,15.23,556.2,257.54,287.58,0.0,0.0,0.5,RT
2190,3.635,2.12,213.44,187.08,120.02,10.829,12.804,15.912,547.4,230.74,318.22,0.0,0.0,0.5,RT
2191,3.5294,2.4305,201.17,196.21,105.38,10.064,13.376,15.224,523.0,348.51,189.64,0.0,0.0,0.5,RT
2192,3.5277,2.6312,201.04,199.59,120.68,10.406,12.999,15.828,552.9,288.21,312.26,0.0,0.0,0.5,RT
2193,3.6675,2.4135,208.09,199.82,131.04,10.316,12.026,16.036,544.0,193.65,435.89,0.0,0.0,0.5,RT
2194,3.9107,2.0419,203.45,177.61,123.4,10.388,12.604,15.632,528.0,238.03,283.96,0.0,0.0,0.5,RT
2195,3.391,1.9566,215.74,171.97,126.93,10.929,12.432,15.402,536.2,173.83,273.87,0.0,0.0,0.5,RT
2196,3.3395,2.4987,197.84,195.78,114.86,10.542,12.308,15.288,552.0,192.85,322.01,0.0,0.0,0.5,RT
2197,2.9825,1.9913,194.99,186.66,105.98,10.722,12.226,16.482,559.5,164.14,444.47,0.0,0.0,0.5,RT
2198,3.345,2.0222,206.42,186.19,109.56,10.542,12.516,15.463,551.2,224.66,302.49,0.0,0.0,0.5,RT
2199,3.5252,2.423,213.52,186.8,125.16,10.599,12.555,14.892,547.0,228.46,238.84,0.0,0.0,0.5,RT
2200,2.8318,2.1646,215.4,190.94,115.51,10.691,12.505,14.606,548.7,214.5,220.12,0.0,0.0,0.5,RT
2201,2.9861,1.9623,204.31,191.2,126.82,10.872,12.117,15.005,563.8,143.35,311.36,0.0,0.0,0.5,RT
2202,6.4583,3.044,220.71,187.77,111.69,10.544,12.789,14.64,572.1,283.55,198.8,0.0,0.0,0.5,RT
2203,4.3162,2.9736,254.81,171.56,115.66,10.839,12.579,15.86,557.4,247.2,313.79,0.0,0.0,0.5,RT
2204,4.7437,3.4733,231.69,201.43,129.58,10.556,11.816,15.58,542.5,158.33,411.38,0.0,0.0,0.5,RT
2205,3.2423,1.7339,232.24,190.19,124.36,10.574,12.24,15.675,538.8,208.41,352.07,0.0,0.0,0.5,RT
2206,4.182,2.7921,211.67,202.71,128.61,10.463,12.125,15.295,551.2,193.85,354.22,0.0,0.0,0.5,RT
2207,3.8538,2.6774,204.61,206.7,132.82,10.201,12.599,15.859,537.2,263.58,361.9,0.0,0.0,0.5,RT
2208,3.3843,1.7912,214.39,189.43,110.42,10.256,12.727,15.267,561.5,297.56,270.16,0.0,0.0,0.5,RT
2209,2.7926,2.2647,223.01,207.86,123.94,10.77,11.951,15.23,548.4,144.42,373.8,0.0,0.0,0.5,RT
2210,3.3388,2.8318,193.52,190.86,122.62,10.052,12.198,14.489,564.8,234.56,246.93,0.0,0.0,0.5,RT
2211,4.5155,3.28,194.13,182.49,115.78,10.448,12.506,15.374,547.9,218.89,286.82,0.0,0.0,0.5,RT
2212,4.6611,3.0317,188.14,192.48,129.58,10.516,12.966,15.507,529.2,243.97,258.74,0.0,0.0,0.5,RT
2213,3.7191,2.6647,218.1,181.37,115.3,10.687,12.578,15.395,550.2,226.92,281.09,0.0,0.0,0.5,RT
2214,3.3713,2.0336,212.15,179.25,133.26,10.593,12.226,15.902,563.4,195.24,371.23,0.0,0.0,0.5,RT
2215,3.5244,2.2716,206.13,175.05,120.78,10.74,12.952,15.1,540.1,246.29,203.12,0.0,0.0,0.5,RT
2216,3.4158,2.247,203.82,193.13,104.31,10.295,12.445,15.509,547.3,239.89,323.85,0.0,0.0,0.5,RT
2217,3.0505,3.0969,197.87,191.53,118.41,10.462,12.292,14.906,542.5,196.37,271.64,0.0,0.0,0.5,RT
2218,3.9907,2.7146,209.59,182.98,121.89,10.366,12.866,16.288,557.9,292.26,349.28,0.0,0.0,0.5,RT
2219,4.6623,3.0675,233.88,186.75,109.7,10.307,12.674,14.546,542.5,300.3,189.71,0.0,0.0,0.5,RT
2220,4.0131,4.2284,234.67,192.59,122.51,10.251,11.803,16.034,555.6,202.4,452.75,0.0,0.0,0.5,RT
2221,3.6268,1.6762,213.76,192.36,115.81,10.579,12.237,15.036,556.5,197.25,299.64,0.0,0.0,0.5,RT
2222,3.0939,2.3422,201.4,208.28,133.19,10.344,12.614,15.991,557.4,254.73,392.17,0.0,0.0,0.5,RT
2223,3.9739,3.0956,210.41,173.49,110.46,10.415,12.819,16.138,551.4,278.99,317.5,0.0,0.0,0.5,RT
2224,4.3547,2.4667,208.53,202.5,128.54,10.702,11.865,15.506,556.2,134.99,410.03,0.0,0.0,0.5,RT
2225,3.5295,3.2608,222.63,204.03,114.33,10.851,12.005,15.275,559.9,143.77,373.52,0.0,0.0,0.5,RT
2226,3.168,2.6113,211.36,179.23,112.68,10.47,12.557,15.158,550.1,242.68,256.5,0.0,0.0,0.5,RT
2227,3.446,2.0551,196.31,202.46,130.3,10.237,12.002,15.344,547.3,189.59,370.31,0.0,0.0,0.5,RT
2228,4.8695,2.9402,214.97,188.82,116.35,10.307,12.85,16.646,559.8,305.96,401.3,0.0,0.0,0.5,RT
2229,3.9875,2.4175,220.6,204.24,111.75,10.301,12.421,15.795,553.2,258.62,381.27,0.0,0.0,0.5,RT
2230,4.5354,2.6389,198.98,183.97,118.98,10.883,12.469,16.174,553.9,174.74,377.6,0.0,0.0,0.5,RT
2231,4.2572,2.8048,210.56,197.15,115.19,10.489,12.136,15.07,541.4,187.65,313.23,0.0,0.0,0.5,RT
2232,3.0632,1.9929,200.44,178.72,109.83,10.313,12.52,15.129,545.4,241.32,254.3,0.0,0.0,0.5,RT
2233,3.8095,2.3261,230.64,192.54,114.45,10.813,12.076,14.786,556.0,161.88,290.18,0.0,0.0,0.5,RT
2234,3.314,2.41,221.67,217.0,127.75,10.542,11.838,15.829,571.7,164.2,495.12,0.0,0.0,0.5,RT
2235,3.8547,2.5695,194.17,192.88,128.32,10.235,12.729,15.176,531.0,257.11,250.71,0.0,0.0,0.5,RT
2236,3.0934,2.0706,209.56,202.53,139.11,9.851,12.125,14.771,540.2,257.37,289.51,0.0,0.0,0.5,RT
2237,3.5947,2.5324,212.1,191.81,99.59,10.536,13.008,15.695,560.3,293.79,288.79,0.0,0.0,0.5,RT
2238,3.3912,2.1921,206.67,183.07,114.98,10.442,12.469,14.548,560.2,234.58,213.26,0.0,0.0,0.5,RT
2239,4.0991,2.6606,215.74,200.76,121.43,9.972,12.865,15.484,558.8,348.78,293.79,0.0,0.0,0.5,RT
2240,3.1302,2.098,202.89,189.91,116.17,10.63,12.132,15.247,560.3,170.78,331.43,0.0,0.0,0.5,RT
2241,4.5433,3.6254,199.33,187.17,122.41,10.386,13.356,15.08,538.3,318.72,173.67,0.0,0.0,0.5,RT
2242,4.1026,2.4323,211.22,173.15,109.52,10.711,12.346,14.895,546.2,188.68,241.11,0.0,0.0,0.5,RT
2243,2.9864,2.251,224.12,186.42,120.01,10.785,12.926,15.663,545.6,261.83,278.39,0.0,0.0,0.5,RT
2244,4.4379,2.2487,204.98,196.76,136.43,11.006,12.516,14.873,542.2,167.81,251.43,0.0,0.0,0.5,RT
2245,5.142,3.1867,244.78,178.17,113.92,10.644,12.053,16.096,540.8,186.57,389.52,0.0,0.0,0.5,RT
2246,4.6532,2.3335,232.61,182.64,121.53,10.559,12.064,14.589,551.2,192.94,254.23,0.0,0.0,0.5,RT
2247,3.2221,1.8297,222.93,192.07,114.36,10.158,12.14,16.177,539.9,238.54,418.63,0.0,0.0,0.5,RT
2248,3.78,1.7617,206.08,190.41,130.65,10.662,12.897,15.46,547.5,252.1,267.2,0.0,0.0,0.5,RT
2249,3.8544,2.6599,210.29,192.06,127.23,10.389,12.122,16.259,532.8,194.21,423.37,0.0,0.0,0.5,RT
2250,4.0333,2.4739,221.65,203.98,116.76,10.572,12.453,15.698,564.9,235.57,373.97,0.0,0.0,0.5,RT
2251,2.121,1.6831,216.84,194.11,124.98,11.038,12.443,15.873,544.3,165.81,362.45,0.0,0.0,0.5,RT
2252,2.9746,1.6438,185.58,168.51,123.76,10.377,12.94,16.026,552.8,262.93,287.55,0.0,0.0,0.5,RT
2253,3.4573,2.0007,190.64,201.36,127.14,10.102,12.349,15.273,552.9,236.79,325.58,0.0,0.0,0.5,RT
2254,3.9414,1.6756,204.31,191.05,115.9,9.916,12.934,16.081,560.3,345.43,336.91,0.0,0.0,0.5,RT
2255,4.2418,2.4744,205.28,192.17,133.76,10.817,12.252,16.471,538.7,158.64,436.73,0.0,0.0,0.5,RT
2256,5.2193,3.0313,213.51,201.72,124.19,10.815,12.082,14.654,542.8,146.76,281.62,0.0,0.0,0.5,RT
2257,3.1852,2.3454,194.42,176.05,125.25,10.195,12.84,15.998,546.4,281.04,303.71,0.0,0.0,0.5,RT
2258,3.3488,1.9575,192.27,182.57,112.59,10.91,12.349,15.118,536.2,148.37,271.06,0.0,0.0,0.5,RT
2259,3.3981,2.9171,212.55,176.78,126.7,9.746,13.135,15.643,552.6,398.01,245.07,0.0,0.0,0.5,RT
2260,4.5669,3.3795,216.56,175.08,124.64,10.705,12.71,15.211,557.7,242.15,244.19,0.0,0.0,0.5,RT
2261,3.1333,2.9283,180.05,189.24,117.13,10.526,13.231,16.273,540.3,263.15,310.97,0.0,0.0,0.5,RT
2262,4.0366,2.2892,205.7,191.95,121.22,10.388,11.654,15.064,553.4,144.16,362.16,0.0,0.0,0.5,RT
2263,3.9276,2.1889,189.15,191.64,136.99,10.622,12.042,16.013,549.4,147.6,418.06,0.0,0.0,0.5,RT
2264,3.1946,2.3317,223.57,186.86,125.12,10.686,12.684,16.221,542.3,242.18,358.36,0.0,0.0,0.5,RT
2265,4.7087,2.597,203.6,208.17,118.74,10.779,12.728,16.097,555.9,220.62,389.82,0.0,0.0,0.5,RT
2266,3.5804,2.2552,203.71,183.05,120.77,10.818,13.174,16.654,545.3,261.61,347.36,0.0,0.0,0.5,RT
