Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime
1755,3.2522,2.5299,224.69,184.78,112.87,10.272,12.766,15.242,554.8,310.86,253.93,0.0,0.0,0.0,RT
1756,3.6832,2.6553,211.93,194.0,126.91,10.453,12.601,15.017,577.9,263.05,270.86,0.0,0.0,0.0,RT
1757,3.9197,2.3078,206.31,187.36,123.9,10.275,12.912,15.725,546.3,297.16,287.87,0.0,0.0,0.0,RT
1758,3.425,2.3351,200.52,189.66,118.24,10.408,12.145,15.323,536.8,187.03,323.47,0.0,0.0,0.0,RT
1759,4.5524,2.1206,214.27,184.08,117.01,10.604,12.463,14.734,577.6,230.01,241.45,0.0,0.0,0.0,RT
1760,3.7059,2.5421,195.14,189.23,123.23,10.356,11.985,16.414,551.0,175.16,461.87,0.0,0.0,0.0,RT
1761,4.882,2.3099,196.39,195.77,124.58,10.242,12.302,15.607,541.3,219.0,350.18,0.0,0.0,0.0,RT
1762,4.4079,3.1288,220.8,187.24,121.78,10.291,11.922,16.092,534.2,192.37,417.13,0.0,0.0,0.0,RT
1763,3.7053,2.3513,206.67,186.67,121.03,10.918,12.386,14.843,546.9,165.98,250.78,0.0,0.0,0.0,RT
1764,3.542,2.3303,206.43,196.08,114.84,11.152,13.023,15.264,542.2,209.38,238.25,0.0,0.0,0.0,RT
1765,4.3304,2.5662,207.97,196.74,115.35,10.514,12.157,16.099,542.3,185.29,420.66,0.0,0.0,0.0,RT
1766,3.8983,1.9618,218.71,178.63,118.54,10.717,12.152,15.05,529.3,166.02,274.01,0.0,0.0,0.0,RT
1767,3.1781,3.7478,211.99,189.71,111.83,10.218,12.433,15.497,546.3,256.54,317.53,0.0,0.0,0.0,RT
1768,3.6342,2.1027,201.08,184.76,110.84,10.323,12.426,15.461,554.3,234.45,310.76,0.0,0.0,0.0,RT
1769,4.776,2.5922,201.51,190.14,119.24,10.635,12.808,14.082,540.0,236.45,130.82,0.0,0.0,0.0,RT
1770,4.132,2.3853,207.66,204.34,128.41,9.791,11.98,15.459,545.7,248.09,387.83,0.0,0.0,0.0,RT
1771,3.5483,2.3705,213.63,193.59,102.38,10.732,11.498,15.249,545.2,89.29,395.78,0.0,0.0,0.0,RT
1772,2.9617,2.4091,209.57,211.64,116.67,10.331,12.525,15.4,550.9,253.4,335.22,0.0,0.0,0.0,RT
1773,3.9387,3.5365,208.51,192.2,122.32,10.177,13.176,15.068,566.7,354.47,206.09,0.0,0.0,0.0,RT
1774,3.8007,1.5441,210.56,188.34,129.11,10.616,12.422,14.727,552.1,209.95,239.59,0.0,0.0,0.0,RT
1775,3.6863,4.2174,209.57,189.8,135.3,10.933,12.658,15.012,538.4,194.72,240.52,0.0,0.0,0.0,RT
1776,4.3393,2.0878,200.64,191.43,117.81,10.406,12.468,15.184,548.8,227.04,285.28,0.0,0.0,0.0,RT
1777,4.1411,2.1164,223.28,193.23,136.77,10.588,12.798,15.864,553.6,273.24,327.95,0.0,0.0,0.0,RT
1778,2.9763,2.288,204.21,180.08,123.87,10.636,12.382,15.164,537.8,191.76,269.4,0.0,0.0,0.0,RT
1779,3.8043,1.692,211.55,187.67,126.92,10.572,12.471,15.566,540.8,217.22,314.18,0.0,0.0,0.0,RT
1780,3.0815,2.4565,185.28,182.76,110.94,10.201,13.155,15.621,540.7,295.94,243.61,0.0,0.0,0.0,RT
1781,3.4948,2.6508,207.42,200.3,123.85,10.567,12.958,15.175,548.1,271.79,243.49,0.0,0.0,0.0,RT
1782,3.0475,2.8239,196.8,170.74,127.65,10.555,12.223,16.083,546.2,179.32,359.97,0.0,0.0,0.0,RT
1783,3.0635,3.394,198.25,191.57,114.14,9.681,12.234,15.275,533.2,269.81,310.62,0.0,0.0,0.0,RT
1784,2.7989,1.9745,239.07,174.82,97.85,10.757,12.262,15.163,544.2,195.71,276.06,0.0,0.0,0.0,RT
1785,4.0207,3.4085,212.99,194.32,121.27,10.049,12.05,16.163,549.6,234.32,439.24,0.0,0.0,0.0,RT
1786,3.9514,2.7405,224.71,186.01,118.17,10.538,12.279,15.582,560.7,219.32,344.52,0.0,0.0,0.0,RT
1787,3.7568,2.0005,220.26,171.83,131.43,10.955,12.451,14.065,536.7,176.87,148.82,0.0,0.0,0.0,RT
1788,3.4465,1.9284,221.8,199.42,115.42,10.427,12.191,13.905,540.8,211.57,184.86,0.0,0.0,0.0,RT
1789,3.0145,2.6545,207.61,164.84,114.01,10.186,12.705,16.456,538.6,281.62,333.08,0.0,0.0,0.0,RT
1790,3.0952,2.6116,229.28,189.69,110.04,10.668,11.831,15.55,533.6,142.26,376.44,0.0,0.0,0.0,RT
1791,3.0027,2.5996,220.16,196.91,114.64,10.921,12.028,15.396,523.5,127.65,347.17,0.0,0.0,0.0,RT
1792,3.4473,3.239,210.5,203.77,142.67,10.167,12.764,14.169,554.4,302.99,158.76,0.0,0.0,0.0,RT
1793,3.9573,3.1312,213.16,173.9,106.51,9.792,13.26,15.412,551.2,407.47,206.25,0.0,0.0,0.0,RT
1794,3.2945,2.4789,208.36,184.84,108.65,10.855,12.601,14.867,554.1,201.62,232.09,0.0,0.0,0.0,RT
1795,3.1708,2.2587,210.63,200.84,119.54,10.756,12.166,15.311,552.6,164.12,348.98,0.0,0.0,0.0,RT
1796,3.5825,2.1232,209.48,201.51,136.78,10.615,12.055,15.063,545.5,164.48,330.71,0.0,0.0,0.0,RT
1797,3.047,1.8529,214.58,202.81,126.3,9.96,12.35,15.326,543.5,278.72,328.08,0.0,0.0,0.0,RT
1798,2.5174,1.9887,230.88,215.62,133.19,10.679,13.007,15.616,560.6,301.2,315.4,0.0,0.0,0.0,RT
1799,4.1668,1.7862,195.54,184.91,116.73,10.81,12.706,15.724,556.4,206.23,310.5,0.0,0.0,0.0,RT
1800,2.9691,3.4951,223.71,193.72,108.18,11.147,12.005,15.461,548.7,105.35,367.3,0.0,0.0,0.0,RT
1801,3.3618,2.6124,205.58,186.54,116.18,10.416,12.645,15.564,540.0,247.47,294.02,0.0,0.0,0.0,RT
1802,4.1773,2.7952,225.24,170.25,118.94,10.548,13.074,14.429,550.9,313.45,127.13,0.0,0.0,0.0,RT
1803,2.8923,2.3418,206.0,189.1,120.09,9.854,12.972,15.45,551.9,354.5,258.54,0.0,0.0,0.0,RT
1804,2.8456,3.9795,214.95,170.06,118.18,10.791,13.032,15.624,543.7,261.99,239.65,0.0,0.0,0.0,RT
1805,2.8569,1.992,208.09,184.79,125.02,10.783,12.82,15.452,552.4,234.12,268.69,0.0,0.0,0.0,RT
1806,3.1389,1.8226,189.23,175.32,113.95,10.621,11.987,16.392,555.8,143.65,429.14,0.0,0.0,0.0,RT
1807,4.7128,3.9607,230.87,194.39,112.12,10.856,12.177,15.341,554.3,169.03,340.98,0.0,0.0,0.0,RT
1808,3.4549,1.8874,198.69,182.21,109.76,10.265,13.196,14.705,559.5,325.77,153.91,0.0,0.0,0.0,RT
1809,2.5618,2.3358,211.01,172.15,121.74,10.435,12.364,15.5,558.5,227.38,301.49,0.0,0.0,0.0,RT
1810,3.5497,2.1548,197.37,198.66,120.9,10.446,11.741,15.155,560.3,143.23,380.02,0.0,0.0,0.0,RT
1811,3.8891,2.651,193.96,183.96,129.28,10.83,12.743,14.465,544.6,202.05,172.58,0.0,0.0,0.0,RT
1812,3.9568,2.3027,207.54,185.68,133.15,10.836,12.925,15.317,557.8,241.76,247.79,0.0,0.0,0.0,RT
1813,3.1065,2.797,202.88,180.22,109.74,10.595,12.468,16.385,554.8,210.77,391.72,0.0,0.0,0.0,RT
1814,3.7536,2.923,195.97,201.49,120.2,10.58,12.72,15.279,558.1,234.1,287.74,0.0,0.0,0.0,RT
1815,4.2834,1.8499,209.57,192.71,118.25,10.665,12.169,16.15,551.2,173.67,422.88,0.0,0.0,0.0,RT
1816,2.9359,2.1108,192.22,183.87,106.94,10.399,12.314,15.931,554.8,204.26,368.93,0.0,0.0,0.0,RT
1817,3.1305,2.847,211.51,170.86,115.51,10.909,11.776,16.92,539.8,99.09,474.4,0.0,0.0,0.0,RT
1818,3.9759,3.0476,208.47,215.11,133.32,10.364,12.071,15.772,554.7,197.29,441.68,0.0,0.0,0.0,RT
1819,4.0065,2.5549,180.24,209.79,114.62,10.629,13.075,15.546,562.2,247.81,291.45,0.0,0.0,0.0,RT
1820,4.592,2.6904,203.72,204.43,113.21,10.321,11.174,15.554,566.5,98.44,507.2,0.0,0.0,0.0,RT
1821,3.7892,3.2867,215.62,182.97,119.56,10.784,12.345,15.667,548.8,184.7,333.55,0.0,0.0,0.0,RT
1822,3.8196,2.3081,197.24,184.99,127.75,10.47,12.286,15.344,567.9,203.44,321.19,0.0,0.0,0.0,RT
1823,3.2489,2.8177,216.14,194.01,117.41,11.12,12.738,15.195,548.4,191.75,261.4,0.0,0.0,0.0,RT
1824,4.6212,2.427,215.19,181.06,121.09,10.462,11.647,15.777,557.0,141.98,416.47,0.0,0.0,0.0,RT
1825,4.6772,1.6595,197.79,180.11,100.58,10.781,12.195,15.12,550.6,153.93,290.16,0.0,0.0,0.0,RT
1826,3.7105,2.4321,209.85,204.59,124.86,10.311,12.265,14.38,562.7,230.71,243.5,0.0,0.0,0.0,RT
1827,3.3106,3.9306,219.9,189.45,121.88,10.408,12.662,14.714,552.0,273.65,214.58,0.0,0.0,0.0,RT
1828,3.7037,2.2613,199.48,178.8,127.52,10.487,12.496,16.488,544.0,217.99,388.29,0.0,0.0,0.0,RT
1829,3.7621,1.6488,207.53,199.53,104.13,10.605,11.838,15.309,560.4,143.3,388.1,0.0,0.0,0.0,RT
1830,3.2921,2.9785,223.8,184.26,117.43,10.276,12.364,15.961,545.0,254.75,361.2,0.0,0.0,0.0,RT
1831,3.3662,2.0803,199.71,170.21,128.2,10.329,12.189,15.081,553.1,205.5,272.3,0.0,0.0,0.0,RT
1832,4.6784,3.1967,215.51,178.65,115.27,10.527,12.685,16.034,533.1,247.99,318.86,0.0,0.0,0.0,RT
1833,4.0893,2.2402,197.05,184.84,120.43,10.62,12.402,15.741,558.3,196.03,344.64,0.0,0.0,0.0,RT
1834,3.5963,2.0905,208.07,192.2,116.52,10.489,13.199,16.695,531.2,299.58,356.87,0.0,0.0,0.0,RT
1835,3.1634,1.9934,215.36,191.72,116.73,10.446,12.234,16.29,545.0,209.89,423.75,0.0,0.0,0.0,RT
1836,3.3724,1.9972,181.15,202.28,129.92,10.102,12.273,15.941,536.3,210.93,398.0,0.0,0.0,0.0,RT
1837,2.8721,2.5603,203.59,187.63,107.9,10.65,12.287,15.147,538.8,179.57,289.09,0.0,0.0,0.0,RT
1838,3.8978,3.4333,215.15,185.34,119.57,10.753,12.423,14.795,549.6,197.48,241.62,0.0,0.0,0.0,RT
1839,3.3437,2.5995,212.71,202.45,122.14,10.788,12.837,15.416,543.3,236.71,283.67,0.0,0.0,0.0,RT
1840,3.9499,2.3313,203.73,199.79,127.97,10.545,12.323,15.511,557.4,201.91,355.04,0.0,0.0,0.0,RT
1841,4.2503,2.8582,196.75,187.87,118.96,10.319,12.342,15.255,547.5,217.91,299.62,0.0,0.0,0.0,RT
1842,3.9598,2.3304,217.54,192.92,128.24,10.403,12.643,15.923,551.7,268.75,349.12,0.0,0.0,0.0,RT
1843,3.5249,1.8698,206.13,185.25,119.54,10.546,12.121,15.547,541.8,175.93,343.78,0.0,0.0,0.0,RT
1844,3.2665,2.1673,216.54,178.38,121.02,10.494,12.752,15.499,557.5,272.57,273.1,0.0,0.0,0.0,RT
1845,3.0948,2.6746,214.56,211.97,120.69,10.246,12.349,16.414,551.8,248.92,475.57,0.0,0.0,0.0,RT
1846,4.5896,2.048,204.63,184.58,125.57,9.995,12.139,15.563,555.3,243.56,350.92,0.0,0.0,0.0,RT
1847,3.9303,1.9975,222.87,192.95,124.6,10.333,11.764,14.687,557.6,177.84,314.43,0.0,0.0,0.0,RT
1848,3.5566,2.1382,202.87,174.85,110.54,10.417,12.059,16.114,558.6,186.12,396.1,0.0,0.0,0.0,RT
1849,4.1487,2.1431,224.29,197.36,121.84,10.593,12.417,15.626,554.2,226.78,350.9,0.0,0.0,0.0,RT
1850,4.4477,2.335,225.86,177.94,124.6,10.377,12.463,15.336,551.7,259.94,282.11,0.0,0.0,0.0,RT
1851,3.3544,1.9126,222.6,206.78,132.42,10.425,12.386,14.926,561.0,245.0,294.68,0.0,0.0,0.0,RT
1852,3.9102,2.927,207.83,207.97,111.43,10.533,11.908,16.257,551.6,157.59,498.9,0.0,0.0,0.0,RT
1853,3.9236,3.8193,240.56,195.66,124.58,10.97,12.415,16.514,545.9,189.79,437.77,0.0,0.0,0.0,RT
1854,4.775,2.3066,211.82,191.15,117.04,10.45,11.879,15.097,559.2,169.22,343.93,0.0,0.0,0.0,RT
1855,3.5487,2.6904,212.89,188.13,121.63,10.035,11.992,15.679,560.5,233.46,388.7,0.0,0.0,0.0,RT
1856,3.2487,3.0884,209.74,189.52,110.88,10.295,12.934,15.763,549.5,304.18,294.65,0.0,0.0,0.0,RT
1857,3.9828,2.5792,196.44,194.09,119.89,11.042,12.446,14.454,556.2,153.35,216.77,0.0,0.0,0.0,RT
1858,4.2091,3.4483,225.54,190.9,122.71,10.93,12.669,15.474,554.6,217.45,296.95,0.0,0.0,0.0,RT
1859,3.8559,2.3972,203.13,199.82,111.75,10.782,13.06,14.455,550.9,254.94,153.58,0.0,0.0,0.0,RT
1860,4.8394,2.9692,221.04,180.82,132.31,10.71,12.464,15.489,535.3,207.51,292.78,0.0,0.0,0.0,RT
1861,3.5469,2.454,223.91,205.28,106.87,10.714,12.871,16.858,539.0,260.39,441.06,0.0,0.0,0.0,RT
1862,3.872,2.6336,217.24,185.77,124.57,10.428,12.642,14.631,546.3,262.72,201.81,0.0,0.0,0.0,RT
1863,2.9749,1.8062,201.7,182.54,99.36,10.76,12.199,16.626,550.4,159.77,444.73,0.0,0.0,0.0,RT
1864,3.2216,2.0251,205.91,193.63,117.83,10.772,12.429,16.566,538.2,183.68,431.1,0.0,0.0,0.0,RT
1865,3.3577,2.7798,177.88,194.27,124.08,10.753,12.186,15.497,529.1,134.87,340.22,0.0,0.0,0.0,RT
1866,3.6397,2.5487,208.6,172.63,126.06,10.32,12.731,15.809,549.0,276.11,291.67,0.0,0.0,0.0,RT
1867,3.0425,2.2373,219.63,185.19,119.1,10.403,12.886,15.33,550.1,300.0,248.99,0.0,0.0,0.0,RT
1868,4.1384,2.758,207.15,168.28,117.95,10.307,11.94,15.232,558.7,188.92,309.45,0.0,0.0,0.0,RT
1869,3.3119,2.5312,202.92,183.24,124.82,10.799,12.135,15.622,569.3,154.35,363.77,0.0,0.0,0.0,RT
1870,5.4412,2.4429,206.43,183.67,128.08,10.591,12.344,15.035,536.4,194.08,265.18,0.0,0.0,0.0,RT
1871,3.3296,2.3685,224.58,192.97,131.73,10.618,12.161,15.784,553.4,191.77,386.95,0.0,0.0,0.0,RT
1872,3.8047,2.3791,209.35,182.12,109.03,10.673,12.393,15.525,573.8,206.64,327.29,0.0,0.0,0.0,RT
1873,3.7257,1.8419,232.29,184.49,118.29,10.076,12.632,14.86,536.8,318.67,220.63,0.0,0.0,0.0,RT
1874,3.1807,2.38,203.15,203.04,101.35,10.765,13.001,15.926,540.2,245.46,320.8,0.0,0.0,0.0,RT
1875,3.6419,2.1914,212.61,210.64,108.38,10.338,12.284,15.941,559.7,231.66,431.16,0.0,0.0,0.0,RT
1876,3.6347,2.4813,204.8,180.79,114.01,10.365,12.266,16.174,551.9,214.84,389.93,0.0,0.0,0.0,RT
1877,4.3563,2.4038,234.89,200.19,127.35,10.249,12.635,15.212,552.8,309.81,285.14,0.0,0.0,0.0,RT
1878,4.0083,2.2021,212.16,193.88,115.91,10.524,12.466,16.117,556.2,229.14,393.76,0.0,0.0,0.0,RT
1879,4.1278,2.6408,235.54,172.61,117.54,10.48,11.863,16.8,557.4,181.56,475.02,0.0,0.0,0.0,RT
1880,4.3389,2.8235,204.96,182.09,122.55,10.083,12.141,15.518,554.2,233.85,340.76,0.0,0.0,0.0,RT
1881,4.1394,2.4041,228.33,159.72,114.3,9.963,12.346,15.571,555.5,302.19,286.14,0.0,0.0,0.0,RT
1882,3.9047,3.0262,211.42,193.24,103.05,10.439,12.797,15.907,538.0,268.14,323.39,0.0,0.0,0.0,RT
1883,3.353,2.1646,220.04,179.23,113.66,10.744,12.929,14.201,559.8,269.18,127.55,0.0,0.0,0.0,RT
1884,3.8628,2.6616,195.36,191.34,118.97,10.715,12.061,14.68,565.6,148.69,283.52,0.0,0.0,0.0,RT
1885,3.2564,2.4154,214.18,215.71,123.98,10.8,12.177,15.17,561.1,165.45,362.21,0.0,0.0,0.0,RT
1886,3.6863,1.5808,197.17,205.93,118.25,10.441,12.83,15.295,555.0,261.45,281.78,0.0,0.0,0.0,RT
1887,3.6085,2.3763,213.09,182.33,123.84,10.394,12.3,15.567,568.9,231.04,338.91,0.0,0.0,0.0,RT
1888,3.645,3.2449,191.78,179.91,127.86,10.467,12.627,15.66,551.9,228.68,301.13,0.0,0.0,0.0,RT
1889,3.0469,2.0821,208.87,202.93,129.52,10.741,12.408,14.676,559.9,194.92,257.73,0.0,0.0,0.0,RT
1890,2.4036,2.2287,223.15,179.95,121.46,10.984,12.497,16.191,566.9,191.43,376.91,0.0,0.0,0.0,RT
1891,3.5022,2.216,216.57,199.91,110.33,10.362,12.318,15.7,546.4,231.5,369.34,0.0,0.0,0.0,RT
1892,4.5208,2.907,195.19,217.36,109.42,10.42,12.931,15.536,563.1,275.92,318.88,0.0,0.0,0.0,RT
1893,3.7955,2.278,187.22,196.75,110.21,10.509,11.863,15.794,538.7,136.56,416.64,0.0,0.0,0.0,RT
1894,4.4587,2.4419,215.96,201.84,110.86,10.42,12.325,15.131,541.4,222.7,306.56,0.0,0.0,0.0,RT
1895,3.2597,1.7451,228.97,200.68,120.84,10.326,12.893,15.357,540.2,317.57,267.05,0.0,0.0,0.0,RT
1896,3.4751,2.8466,198.43,184.43,136.04,10.462,12.398,14.85,528.5,203.05,239.0,0.0,0.0,0.0,RT
1897,5.5134,2.4815,235.17,192.9,121.8,10.263,12.437,14.178,542.8,277.58,182.24,0.0,0.0,0.0,RT
1898,3.2891,1.9387,209.92,180.44,119.29,10.718,12.865,15.358,550.8,248.25,247.83,0.0,0.0,0.0,RT
1899,4.1137,1.7284,186.5,202.9,128.18,10.942,12.666,16.535,546.9,175.82,429.35,0.0,0.0,0.0,RT
1900,4.1125,2.8824,191.27,179.15,112.96,10.415,12.818,15.159,537.2,246.98,225.26,0.0,0.0,0.0,RT
1901,4.0336,2.3471,219.24,197.01,128.86,10.999,12.959,14.566,525.3,225.71,166.35,0.0,0.0,0.0,RT
1902,4.1227,2.5359,211.55,201.32,128.23,10.468,11.902,15.839,542.5,164.66,429.92,0.0,0.0,0.0,RT
1903,3.282,3.5365,227.79,185.08,120.5,10.291,12.296,15.213,541.5,247.39,292.29,0.0,0.0,0.0,RT
1904,3.5285,2.8585,195.62,182.79,137.8,10.706,12.149,15.762,568.9,160.67,375.74,0.0,0.0,0.0,RT
1905,2.484,3.1565,211.42,188.3,129.48,10.223,12.608,15.896,549.8,277.26,340.47,0.0,0.0,0.0,RT
1906,4.8067,2.466,210.08,181.08,120.39,10.687,12.894,15.196,567.5,263.08,236.61,0.0,0.0,0.0,RT
1907,4.1184,2.7382,208.28,191.56,118.78,10.576,11.477,15.749,542.8,101.88,444.19,0.0,0.0,0.0,RT
1908,3.3583,2.732,205.41,180.83,116.33,10.379,11.844,15.479,560.5,168.68,368.42,0.0,0.0,0.0,RT
1909,3.265,2.173,205.65,181.55,118.89,10.347,11.648,14.319,552.4,147.74,267.97,0.0,0.0,0.0,RT
1910,4.5356,2.9734,212.1,195.47,119.13,10.238,12.13,15.185,541.9,217.49,323.58,0.0,0.0,0.0,RT
1911,3.3222,2.12,213.63,196.18,117.28,10.809,12.487,15.002,552.6,198.0,272.67,0.0,0.0,0.0,RT
1912,3.3567,2.8342,213.03,187.06,118.18,10.433,13.116,14.595,547.9,313.13,151.63,0.0,0.0,0.0,RT
1913,3.1606,2.6309,224.47,173.54,109.86,10.593,11.944,14.992,547.0,165.8,289.28,0.0,0.0,0.0,RT
1914,4.2521,2.409,195.58,201.71,115.17,10.497,13.424,15.903,533.4,305.34,266.74,0.0,0.0,0.0,RT
1915,4.4465,2.3081,188.26,185.52,106.42,10.436,12.675,15.508,569.7,240.09,299.47,0.0,0.0,0.0,RT
1916,3.612,2.0201,222.2,210.62,123.52,10.598,12.69,14.387,555.4,258.15,198.53,0.0,0.0,0.0,RT
1917,4.4518,2.1062,198.68,188.68,120.68,10.654,12.75,14.833,538.9,224.47,211.8,0.0,0.0,0.0,RT
1918,3.9748,2.4171,205.45,191.36,118.96,10.542,11.898,15.509,553.9,154.41,382.7,0.0,0.0,0.0,RT
1919,3.1324,2.1729,202.65,185.68,127.53,10.443,12.227,15.498,546.5,197.56,331.95,0.0,0.0,0.0,RT
1920,4.7371,2.5513,202.4,192.43,112.66,10.174,12.054,15.308,564.0,214.63,353.13,0.0,0.0,0.0,RT
1921,3.1557,2.6043,192.5,224.77,113.96,10.319,12.72,15.952,547.1,252.92,397.37,0.0,0.0,0.0,RT
1922,3.6538,4.8585,203.17,186.51,107.41,10.408,12.099,15.721,549.5,188.79,371.26,0.0,0.0,0.0,RT
1923,3.9314,2.2735,217.79,202.76,128.7,10.505,12.375,15.157,543.7,221.48,306.73,0.0,0.0,0.0,RT
1924,4.7671,1.7025,209.95,190.91,125.15,9.978,12.194,15.095,554.8,258.08,307.26,0.0,0.0,0.0,RT
1925,3.8061,3.6388,216.05,201.74,131.3,10.686,13.032,15.379,549.8,278.66,260.39,0.0,0.0,0.0,RT
1926,3.6724,1.7392,204.05,170.68,133.45,10.596,12.216,14.25,562.5,185.94,195.24,0.0,0.0,0.0,RT
1927,3.502,3.2698,220.83,209.45,116.39,10.325,12.02,15.675,553.1,206.92,423.49,0.0,0.0,0.0,RT
1928,3.9926,2.0762,203.9,193.41,113.96,10.225,12.652,14.746,574.4,284.27,232.65,0.0,0.0,0.0,RT
1929,3.3341,2.1942,184.7,187.32,104.74,10.294,12.435,16.226,548.6,216.89,389.6,0.0,0.0,0.0,RT
1930,3.9825,3.1954,213.8,199.03,110.67,10.103,13.021,14.473,542.1,338.21,156.62,0.0,0.0,0.0,RT
1931,4.4786,2.6831,219.21,191.44,117.24,10.398,12.583,15.722,542.8,259.88,326.18,0.0,0.0,0.0,RT
1932,2.9875,1.8846,203.29,178.52,102.48,10.446,12.569,14.305,542.8,234.27,168.23,0.0,0.0,0.0,RT
1933,4.1006,1.878,224.39,165.77,110.84,10.776,12.811,15.113,541.9,247.52,206.72,0.0,0.0,0.0,RT
1934,3.6048,2.6037,199.79,208.26,119.3,10.642,12.644,15.737,565.2,226.03,364.12,0.0,0.0,0.0,RT
1935,3.0876,2.0014,218.05,187.77,127.59,10.874,12.777,16.05,547.4,227.12,336.51,0.0,0.0,0.0,RT
1936,3.6862,2.7086,230.94,183.87,113.9,10.534,12.743,16.02,553.0,282.2,333.22,0.0,0.0,0.0,RT
1937,4.4855,2.7646,210.44,184.65,121.09,10.227,12.329,15.912,537.3,237.68,355.5,0.0,0.0,0.0,RT
1938,3.7927,2.1147,207.28,204.64,135.84,11.022,11.98,15.979,550.0,109.16,450.18,0.0,0.0,0.0,RT
1939,3.1228,2.2156,208.73,185.1,104.65,10.404,12.389,16.03,526.6,218.18,354.86,0.0,0.0,0.0,RT
1940,4.0156,2.6205,229.54,196.44,129.23,10.036,11.657,15.16,553.6,206.01,380.95,0.0,0.0,0.0,RT
1941,2.6221,2.0982,214.83,186.65,123.24,10.566,12.165,15.267,544.8,187.15,315.39,0.0,0.0,0.0,RT
1942,4.5958,2.4902,235.73,177.45,130.77,10.023,12.302,15.902,566.1,304.13,361.59,0.0,0.0,0.0,RT
1943,2.9445,3.9088,213.35,199.01,128.22,10.475,12.979,16.152,558.3,298.37,352.56,0.0,0.0,0.0,RT
1944,3.7272,2.6453,202.15,201.03,114.36,10.357,12.4,15.399,558.1,230.41,336.47,0.0,0.0,0.0,RT
1945,4.0085,2.2793,203.0,183.21,120.02,10.657,13.162,15.166,541.3,275.24,198.75,0.0,0.0,0.0,RT
1946,3.3103,3.7317,210.74,189.62,107.59,10.786,12.649,15.146,553.7,217.37,262.16,0.0,0.0,0.0,RT
1947,4.4413,2.8848,185.5,190.97,115.56,10.403,11.808,14.988,569.7,148.57,345.93,0.0,0.0,0.0,RT
1948,4.1307,2.0097,204.3,194.45,120.25,10.381,12.919,15.767,542.5,281.3,300.33,0.0,0.0,0.0,RT
1949,4.6531,2.0745,204.57,209.71,122.58,10.727,12.878,16.165,541.7,238.28,373.37,0.0,0.0,0.0,RT
1950,3.9302,1.7718,212.88,186.76,126.71,10.27,11.79,15.776,550.6,178.13,409.87,0.0,0.0,0.0,RT
1951,2.6485,2.611,233.3,186.7,133.45,10.519,12.751,15.474,552.6,287.71,280.87,0.0,0.0,0.0,RT
1952,3.2647,1.6532,210.66,188.25,116.3,10.662,13.039,16.635,556.8,278.73,377.01,0.0,0.0,0.0,RT
1953,4.1057,3.7305,186.93,180.58,129.73,10.263,11.604,15.489,555.5,139.23,389.72,0.0,0.0,0.0,RT
1954,4.7425,2.3297,199.03,172.78,122.27,10.41,12.03,16.322,552.4,178.14,409.62,0.0,0.0,0.0,RT
1955,3.7512,2.9226,213.15,191.34,108.89,10.53,12.841,14.841,543.0,267.48,207.79,0.0,0.0,0.0,RT
1956,4.5319,2.2902,211.12,195.27,118.72,10.899,12.391,15.625,570.0,179.48,360.02,0.0,0.0,0.0,RT
1957,3.7674,2.6018,229.49,190.02,120.98,10.137,13.055,14.906,565.3,378.53,198.88,0.0,0.0,0.0,RT
1958,4.115,2.3877,221.52,189.37,112.89,10.455,12.843,14.944,554.9,293.49,220.76,0.0,0.0,0.0,RT
1959,3.67,3.2218,221.16,181.01,111.16,10.906,12.798,15.012,562.8,235.47,225.48,0.0,0.0,0.0,RT
1960,4.5997,2.6945,207.39,192.52,110.87,10.791,12.934,15.537,549.9,244.3,275.56,0.0,0.0,0.0,RT
1961,5.0154,2.2708,223.19,191.7,115.38,10.417,12.139,15.222,538.2,206.81,318.02,0.0,0.0,0.0,RT
1962,4.9342,2.7295,199.25,194.75,112.65,10.479,12.343,14.257,559.3,207.76,208.56,0.0,0.0,0.0,RT
1963,6.5278,1.9358,221.62,193.24,130.46,10.638,13.245,15.238,537.7,310.73,207.11,0.0,0.0,0.0,RT
1964,3.3318,2.6634,206.61,193.94,99.17,10.644,12.327,15.124,571.1,198.54,309.88,0.0,0.0,0.0,RT
1965,4.007,3.607,192.62,203.19,120.95,10.913,12.905,14.451,539.2,206.78,169.37,0.0,0.0,0.0,RT
1966,3.3437,2.9326,217.12,195.72,124.49,10.839,12.388,15.772,564.6,189.79,373.93,0.0,0.0,0.0,RT
1967,4.5631,2.8186,226.77,194.81,111.82,10.085,12.16,15.899,569.2,267.86,414.6,0.0,0.0,0.0,RT
1968,3.1816,3.2397,205.12,172.57,118.03,10.021,12.072,15.87,537.0,225.86,351.97,0.0,0.0,0.0,RT
1969,4.6152,2.7605,228.75,200.53,117.09,10.337,12.688,16.522,536.0,288.3,412.1,0.0,0.0,0.0,RT
1970,3.8779,2.5637,190.13,187.02,119.34,9.944,12.989,14.827,555.7,321.62,191.02,0.0,0.0,0.0,RT
