Country_Code,Country_Name,Year,Quarter,Date,Bank_NPL_to_Total_Loans_%,Bank_Z_Score,Bank_ROA_%,Domestic_Credit_to_Private_Sector_%_GDP,WGI_Regulatory_Quality,Financial_Regulation_Index,Digital_Lending_Regulation,Mobile_Money_Regulation,Data_Protection_Law,Regulatory_Sandbox,Total_FinTech_Regulations,Account_Ownership_%_Adults,Mobile_Money_Account_%_Adults,Bank_Branches_per_100k_Adults,ATMs_per_100k_Adults,Banking_Market_HHI,Interest_Rate_Spread_%,Capital_Adequacy_Ratio_%,Liquid_Assets_to_Deposits_%,Forex_Reserves_Months_Imports,Financial_Stress_Index,Systemic_Risk_Score,Data_Source,Last_Updated,Region,Banking_Health_Index,Regulatory_Strength_Index,Financial_Development_Index
GAB,Gabon,2017,Q1,2017-Q1,9.16,10.76,0.877,11.72,-0.684,32.96,0,0,0,0,0,38.62,35.19,2.58,2.42,4173.0,12.09,13.15,20.66,0.48,42.19,104.19,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.825,23.093333333333334,20.654000000000003
GAB,Gabon,2017,Q2,2017-Q2,9.03,10.67,0.865,11.67,-0.682,32.81,0,0,0,0,0,38.66,35.35,2.58,2.42,4139.0,11.96,13.1,20.48,0.47,41.5,103.96,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.733124999999998,23.05666666666667,20.684000000000005
GAB,Gabon,2017,Q3,2017-Q3,9.48,10.99,0.898,11.92,-0.689,33.52,0,0,0,0,0,39.74,36.93,2.61,2.48,4212.0,12.3,13.38,21.11,0.5,43.48,104.5,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.087500000000002,23.24666666666667,21.32
GAB,Gabon,2017,Q4,2017-Q4,9.4,10.94,0.891,11.9,-0.688,33.46,0,0,0,0,0,39.89,37.25,2.61,2.48,4188.0,12.22,13.36,21.01,0.49,43.04,104.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.04,23.233333333333334,21.409999999999997
GAB,Gabon,2018,Q1,2018-Q1,8.85,10.56,0.847,11.64,-0.68,32.72,0,0,0,0,0,39.22,36.41,2.59,2.43,4080.0,11.77,13.06,20.27,0.47,40.43,103.55,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.624375,23.040000000000003,21.016
GAB,Gabon,2018,Q2,2018-Q2,9.45,11.0,0.892,11.98,-0.689,33.68,0,0,0,0,0,40.62,38.48,2.63,2.51,4182.0,12.24,13.44,21.12,0.5,43.12,104.28,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.109375,23.3,21.849999999999998
GAB,Gabon,2018,Q3,2018-Q3,9.94,11.34,0.927,12.24,-0.697,34.42,0,0,0,0,0,41.76,40.21,2.67,2.57,4258.0,12.59,13.74,21.78,0.52,45.24,104.86,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.486250000000002,23.493333333333336,22.54
GAB,Gabon,2018,Q4,2018-Q4,9.63,11.13,0.902,12.11,-0.693,34.05,0,0,0,0,0,41.57,40.06,2.66,2.55,4194.0,12.34,13.59,21.38,0.51,43.74,104.39,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.263125000000002,23.396666666666665,22.428
GAB,Gabon,2019,Q1,2019-Q1,10.38,11.66,0.957,12.51,-0.704,35.17,0,0,0,0,0,43.19,42.53,2.71,2.64,4314.0,12.89,14.04,22.39,0.55,47.06,105.32,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.84375,23.69666666666667,23.412
GAB,Gabon,2019,Q2,2019-Q2,11.2,12.22,1.016,12.93,-0.715,36.34,0,0,0,0,0,44.89,45.16,2.76,2.74,4441.0,13.49,14.5,23.46,0.59,50.69,106.36,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.45,24.013333333333335,24.451999999999998
GAB,Gabon,2019,Q3,2019-Q3,11.67,12.53,1.049,13.16,-0.721,36.99,0,0,0,0,0,45.89,46.78,2.78,2.79,4507.0,13.81,14.76,24.05,0.61,52.74,106.96,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.788124999999997,24.189999999999998,25.061999999999998
GAB,Gabon,2019,Q4,2019-Q4,11.51,12.43,1.035,13.1,-0.719,36.84,0,0,0,0,0,45.99,47.06,2.78,2.79,4471.0,13.67,14.7,23.86,0.61,51.89,106.66,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.683125,24.153333333333336,25.126
GAB,Gabon,2020,Q1,2020-Q1,15.52,8.76,0.699,12.61,-0.705,35.45,0,0,0,0,0,44.53,44.97,2.74,2.7,4284.0,12.84,12.37,22.46,0.55,93.03,129.1,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.5925,23.78333333333333,24.242
GAB,Gabon,2020,Q2,2020-Q2,15.81,8.86,0.708,12.72,-0.708,35.77,0,0,0,0,0,45.2,46.11,2.76,2.73,4307.0,12.97,12.48,22.73,0.56,94.6,129.7,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.701875,23.870000000000005,24.657999999999998
GAB,Gabon,2020,Q3,2020-Q3,15.42,8.73,0.693,12.62,-0.705,35.49,0,0,0,0,0,45.14,46.19,2.75,2.72,4252.0,12.75,12.38,22.4,0.54,92.04,128.63,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.57375,23.796666666666667,24.627999999999997
GAB,Gabon,2020,Q4,2020-Q4,15.05,8.61,0.678,12.52,-0.702,35.19,0,0,0,0,0,45.02,46.13,2.74,2.7,4202.0,12.55,12.28,22.08,0.53,89.65,127.64,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.449375,23.71666666666667,24.554000000000006
GAB,Gabon,2021,Q1,2021-Q1,15.31,8.7,0.686,12.63,-0.704,35.5,0,0,0,0,0,45.71,47.34,2.76,2.73,4220.0,12.66,12.39,22.33,0.54,91.03,128.16,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.553125,23.80666666666667,24.988
GAB,Gabon,2021,Q2,2021-Q2,15.72,8.84,0.7,12.78,-0.708,35.93,0,0,0,0,0,46.53,48.74,2.78,2.77,4255.0,12.84,12.54,22.69,0.55,93.28,129.02,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.7075,23.923333333333336,25.498000000000005
GAB,Gabon,2021,Q3,2021-Q3,16.49,9.11,0.726,13.06,-0.716,36.7,0,0,0,0,0,47.8,50.9,2.82,2.84,4329.0,13.2,14.65,23.37,0.58,49.03,105.5,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.914375,24.126666666666665,26.308
GAB,Gabon,2021,Q4,2021-Q4,16.24,9.03,0.716,12.99,-0.714,36.53,0,0,0,0,0,47.85,51.11,2.82,2.84,4293.0,13.06,14.58,23.16,0.57,48.18,105.22,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.83,24.083333333333332,26.345999999999997
GAB,Gabon,2022,Q1,2022-Q1,10.07,11.55,0.917,12.64,-0.704,35.53,0,0,0,0,0,46.81,49.6,2.79,2.77,4159.0,12.47,14.18,22.17,0.53,44.61,104.13,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.778125000000003,23.816666666666666,25.708000000000006
GAB,Gabon,2022,Q2,2022-Q2,10.22,11.65,0.926,12.73,-0.706,35.79,0,0,0,0,0,47.44,50.75,2.8,2.8,4172.0,12.56,14.28,22.37,0.54,45.14,104.25,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.89125,23.89,26.104000000000003
GAB,Gabon,2022,Q3,2022-Q3,10.11,11.58,0.916,12.7,-0.704,35.69,0,0,0,0,0,47.6,51.16,2.8,2.8,4144.0,12.46,14.25,22.23,0.53,44.57,104.04,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.823125,23.87,26.212
GAB,Gabon,2022,Q4,2022-Q4,9.9,11.44,0.9,12.61,-0.702,35.46,0,0,0,0,0,47.53,51.17,2.8,2.78,4102.0,12.29,14.15,21.97,0.52,43.59,103.74,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.67625,23.80666666666667,26.174
GAB,Gabon,2023,Q1,2023-Q1,9.51,11.18,0.87,12.43,-0.696,34.96,0,0,0,0,0,47.13,50.68,2.78,2.75,4029.0,11.98,13.95,21.46,0.5,41.8,103.19,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.395625000000003,23.679999999999996,25.928000000000004
GAB,Gabon,2023,Q2,2023-Q2,9.72,11.32,0.883,12.56,-0.7,35.31,0,0,0,0,0,47.88,52.04,2.8,2.79,4053.0,12.11,14.09,21.74,0.51,42.6,103.38,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.555,23.77,26.412
GAB,Gabon,2023,Q3,2023-Q3,9.81,11.4,0.888,12.63,-0.701,35.51,0,0,0,0,0,48.51,53.24,2.82,2.82,4058.0,12.16,14.17,21.88,0.52,42.92,103.43,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.641875,23.83,26.823999999999995
GAB,Gabon,2023,Q4,2023-Q4,9.79,11.38,0.885,12.64,-0.701,35.53,0,0,0,0,0,48.83,53.94,2.83,2.83,4043.0,12.12,14.18,21.86,0.51,42.72,103.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.630625000000002,23.836666666666662,27.044
GAB,Gabon,2024,Q1,2024-Q1,9.78,11.38,0.883,12.65,-0.701,35.57,0,0,0,0,0,49.12,54.55,2.83,2.84,4035.0,12.1,14.2,21.86,0.51,42.63,103.29,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.636249999999997,23.849999999999998,27.23
GAB,Gabon,2024,Q2,2024-Q2,10.99,12.24,0.969,13.3,-0.719,37.4,0,0,0,0,0,51.94,59.41,2.91,2.99,4225.0,12.99,14.93,23.49,0.58,47.84,104.71,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.570625,24.340000000000003,29.035999999999994
GAB,Gabon,2024,Q3,2024-Q3,11.17,12.36,0.98,13.41,-0.721,37.69,0,0,0,0,0,52.66,60.82,2.93,3.02,4242.0,13.09,15.04,23.73,0.59,48.51,104.87,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.701874999999998,24.423333333333332,29.516
GAB,Gabon,2024,Q4,2024-Q4,10.53,11.94,0.933,13.12,-0.713,36.89,0,0,0,0,0,51.85,59.6,2.9,2.97,4135.0,12.62,14.72,22.92,0.55,45.63,103.99,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.254375,24.209999999999997,29.002
GHA,Ghana,2010,Q1,2010-Q1,5.92,13.57,1.29,24.96,-0.316,47.15,0,0,0,0,0,54.72,54.86,7.24,13.33,4964.0,14.9,13.9,23.0,2.67,59.57,111.33,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.84,30.27666666666667,39.480000000000004
GHA,Ghana,2010,Q2,2010-Q2,5.87,13.56,1.286,25.02,-0.316,47.27,0,0,0,0,0,55.03,55.49,7.25,13.36,4940.0,14.82,13.89,22.93,2.65,59.1,111.14,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.823125,30.316666666666674,39.702
GHA,Ghana,2010,Q3,2010-Q3,6.3,14.22,1.367,25.91,-0.322,48.96,0,0,0,0,0,57.18,58.91,7.38,13.84,5080.0,15.48,14.35,24.0,2.86,63.53,112.59,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.55875,30.840000000000003,41.316
GHA,Ghana,2010,Q4,2010-Q4,6.21,14.17,1.357,25.92,-0.322,48.97,0,0,0,0,0,57.35,59.36,7.39,13.84,5046.0,15.36,14.31,23.85,2.83,62.73,112.28,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.494375,30.843333333333334,41.452
GHA,Ghana,2011,Q1,2011-Q1,6.44,14.54,1.401,26.47,-0.325,50.0,0,0,0,0,0,58.77,61.76,7.47,14.13,5112.0,15.7,14.56,24.43,2.94,65.06,113.03,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.900000000000002,31.166666666666668,42.522
GHA,Ghana,2011,Q2,2011-Q2,6.6,14.82,1.434,26.88,-0.327,50.78,0,0,0,0,0,59.85,63.65,7.53,14.35,5158.0,15.94,14.75,24.85,3.02,66.76,113.58,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,24.2075,31.413333333333338,43.346
GHA,Ghana,2011,Q3,2011-Q3,6.43,14.65,1.41,26.76,-0.326,50.55,0,0,0,0,0,59.75,63.67,7.52,14.29,5100.0,15.7,14.64,24.53,2.96,65.15,112.99,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,24.018124999999998,31.343333333333334,43.272000000000006
GHA,Ghana,2011,Q4,2011-Q4,5.81,13.86,1.305,25.87,-0.321,48.88,0,0,0,0,0,57.95,60.99,7.4,13.82,4894.0,14.78,14.11,23.15,2.68,58.85,110.8,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.134375,30.820000000000004,41.89
GHA,Ghana,2012,Q1,2012-Q1,5.63,13.66,1.278,25.69,-0.319,48.53,0,0,0,0,0,57.69,60.72,7.37,13.72,4831.0,14.52,13.97,22.77,2.6,57.14,110.2,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.908125000000002,30.71666666666667,41.678
GHA,Ghana,2012,Q2,2012-Q2,5.71,13.82,1.297,25.96,-0.321,49.05,0,0,0,0,0,58.46,62.11,7.42,13.87,4853.0,14.64,14.08,23.01,2.65,57.99,110.45,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.085625,30.876666666666665,42.274
GHA,Ghana,2012,Q3,2012-Q3,5.3,13.28,1.226,25.35,-0.317,47.89,0,0,0,0,0,57.24,60.33,7.33,13.54,4707.0,14.01,13.71,22.06,2.46,53.84,109.04,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.478749999999998,30.516666666666666,41.330000000000005
GHA,Ghana,2012,Q4,2012-Q4,5.23,13.23,1.217,25.38,-0.317,47.95,0,0,0,0,0,57.5,60.96,7.34,13.55,4675.0,13.9,13.68,21.93,2.44,53.17,108.78,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.420625,30.536666666666665,41.528000000000006
GHA,Ghana,2013,Q1,2013-Q1,4.84,12.71,1.151,24.78,-0.313,46.82,0,0,0,0,0,56.33,59.27,7.26,13.23,4532.0,13.29,13.32,21.02,2.27,49.33,107.5,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.84,30.186666666666667,40.628
GHA,Ghana,2013,Q2,2013-Q2,4.86,12.79,1.158,24.96,-0.314,47.15,0,0,0,0,0,56.88,60.31,7.29,13.33,4534.0,13.32,13.37,21.11,2.28,49.56,107.54,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.921249999999997,30.290000000000003,41.05200000000001
GHA,Ghana,2013,Q3,2013-Q3,4.94,12.96,1.177,25.25,-0.316,47.71,0,0,0,0,0,57.71,61.79,7.33,13.49,4560.0,13.46,13.5,21.36,2.32,50.45,107.79,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.11375,30.46333333333334,41.676
GHA,Ghana,2013,Q4,2013-Q4,4.86,12.89,1.166,25.22,-0.316,47.66,0,0,0,0,0,57.81,62.12,7.33,13.47,4525.0,13.33,13.45,21.2,2.29,49.66,107.51,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.03125,30.44666666666667,41.748000000000005
GHA,Ghana,2014,Q1,2014-Q1,5.3,13.64,1.254,26.28,-0.322,49.65,0,0,0,0,0,60.38,66.45,7.49,14.03,4684.0,14.06,13.97,22.39,2.51,54.22,108.93,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.85875,31.070000000000004,43.724000000000004
GHA,Ghana,2014,Q2,2014-Q2,5.01,13.25,1.204,25.85,-0.319,48.84,0,0,0,0,0,59.59,65.34,7.43,13.81,4575.0,13.6,13.7,21.71,2.38,51.29,107.94,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.421875,30.820000000000004,43.11
GHA,Ghana,2014,Q3,2014-Q3,4.7,12.8,1.148,25.36,-0.316,47.92,0,0,0,0,0,58.65,64.0,7.37,13.54,4454.0,13.09,13.4,20.93,2.23,48.11,106.89,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.92625,30.533333333333335,42.388
GHA,Ghana,2014,Q4,2014-Q4,4.23,12.09,1.06,24.5,-0.311,46.28,0,0,0,0,0,56.83,61.22,7.24,13.08,4270.0,12.3,12.9,19.72,2.02,43.34,105.36,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.130625000000002,30.02,40.982
GHA,Ghana,2015,Q1,2015-Q1,4.26,12.19,1.07,24.7,-0.312,51.33,0,1,0,0,1,57.45,62.38,7.28,13.19,4279.0,12.36,12.97,19.86,2.04,43.73,105.45,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.23875,35.03,41.462
GHA,Ghana,2015,Q2,2015-Q2,4.29,12.3,1.08,24.92,-0.313,51.78,0,1,0,0,1,58.14,63.7,7.31,13.31,4285.0,12.42,13.04,19.98,2.06,44.06,105.52,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.351875,35.17333333333333,41.986000000000004
GHA,Ghana,2015,Q3,2015-Q3,4.21,12.22,1.069,24.89,-0.313,51.73,0,1,0,0,1,58.25,64.07,7.31,13.29,4251.0,12.29,12.99,19.82,2.03,43.35,105.27,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.264375,35.156666666666666,42.068
GHA,Ghana,2015,Q4,2015-Q4,4.06,11.99,1.04,24.64,-0.311,51.2,0,1,0,0,1,57.81,63.51,7.28,13.16,4182.0,12.01,12.83,19.41,1.96,41.76,104.76,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.00625,34.99333333333333,41.736000000000004
GHA,Ghana,2016,Q1,2016-Q1,4.26,12.4,1.086,25.28,-0.315,52.53,0,1,0,0,1,59.47,66.43,7.38,13.5,4263.0,12.38,13.12,20.04,2.06,43.92,105.38,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.45875,35.410000000000004,43.016000000000005
GHA,Ghana,2016,Q2,2016-Q2,3.88,11.79,1.012,24.52,-0.31,50.95,0,1,0,0,1,57.86,63.95,7.27,13.09,4103.0,11.72,12.69,19.0,1.88,40.01,104.16,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.7775,34.916666666666664,41.772
GHA,Ghana,2016,Q3,2016-Q3,3.79,11.69,0.998,24.45,-0.309,50.82,0,1,0,0,1,57.9,64.2,7.26,13.06,4063.0,11.57,12.61,18.8,1.85,39.2,103.89,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.658125,34.879999999999995,41.794000000000004
GHA,Ghana,2016,Q4,2016-Q4,3.9,11.93,1.024,24.87,-0.312,51.68,0,1,0,0,1,59.04,66.28,7.33,13.28,4106.0,11.77,12.79,19.17,1.91,40.36,104.2,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.92625,35.14666666666667,42.68
GHA,Ghana,2017,Q1,2017-Q1,4.08,12.31,1.065,25.47,-0.315,52.93,1,1,0,0,2,60.66,69.22,7.42,13.6,4173.0,12.09,13.06,19.72,2.0,42.19,104.7,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.3425,38.876666666666665,43.92999999999999
GHA,Ghana,2017,Q2,2017-Q2,4.01,12.23,1.054,25.43,-0.315,52.84,1,1,0,0,2,60.73,69.53,7.42,13.58,4139.0,11.96,13.0,19.56,1.97,41.5,104.47,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.249375,38.84666666666667,43.989999999999995
GHA,Ghana,2017,Q3,2017-Q3,4.19,12.62,1.097,26.05,-0.319,54.15,1,1,0,0,2,62.41,72.65,7.51,13.91,4212.0,12.3,13.28,20.15,2.07,43.48,105.02,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.680625,39.25666666666667,45.29600000000001
GHA,Ghana,2017,Q4,2017-Q4,4.15,12.59,1.091,26.08,-0.319,54.2,1,1,0,0,2,62.66,73.28,7.52,13.93,4188.0,12.22,13.26,20.06,2.05,43.04,104.86,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.643124999999998,39.27333333333333,45.495999999999995
GHA,Ghana,2018,Q1,2018-Q1,3.89,12.17,1.041,25.57,-0.315,53.15,1,1,0,0,2,61.6,71.63,7.45,13.66,4080.0,11.77,12.97,19.36,1.93,40.43,104.05,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.179375,38.949999999999996,44.674
GHA,Ghana,2018,Q2,2018-Q2,4.15,12.7,1.099,26.4,-0.32,54.88,1,1,0,0,2,63.81,75.7,7.58,14.1,4182.0,12.24,13.34,20.16,2.06,43.12,104.81,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.758125,39.49333333333333,46.402
GHA,Ghana,2018,Q3,2018-Q3,4.35,13.12,1.146,27.07,-0.324,56.25,1,1,0,0,2,65.59,79.11,7.67,14.45,4258.0,12.59,13.64,20.79,2.17,45.24,105.41,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.223125000000003,39.92333333333334,47.803999999999995
GHA,Ghana,2018,Q4,2018-Q4,4.2,12.91,1.118,26.86,-0.323,55.82,1,1,0,0,2,65.29,78.81,7.65,14.34,4194.0,12.34,13.49,20.41,2.1,43.74,104.92,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.982499999999998,39.78666666666667,47.578
GHA,Ghana,2019,Q1,2019-Q1,4.51,13.55,1.189,27.82,-0.328,57.82,1,1,0,0,2,67.84,83.67,7.79,14.86,4314.0,12.89,13.93,21.37,2.27,47.06,105.87,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.680625,40.42,49.599999999999994
GHA,Ghana,2019,Q2,2019-Q2,4.86,14.22,1.266,28.83,-0.334,59.92,1,1,0,0,2,70.51,88.85,7.94,15.4,4441.0,13.49,14.4,22.4,2.44,50.69,106.95,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.42125,41.080000000000005,51.738
GHA,Ghana,2019,Q3,2019-Q3,5.05,14.61,1.31,29.41,-0.337,61.12,1,1,0,0,2,72.08,92.02,8.02,15.71,4507.0,13.81,14.66,22.97,2.55,52.74,107.56,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.844375,41.46,53.00599999999999
GHA,Ghana,2019,Q4,2019-Q4,4.96,14.52,1.297,29.38,-0.337,61.07,1,1,0,0,2,72.23,92.59,8.02,15.69,4471.0,13.67,14.6,22.78,2.51,51.89,107.26,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.7425,41.443333333333335,53.136
GHA,Ghana,2020,Q1,2020-Q1,6.67,10.25,0.879,28.36,-0.331,58.95,1,1,1,0,3,69.94,88.47,7.88,15.15,4284.0,12.84,12.28,21.45,2.26,93.03,129.65,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.295624999999998,44.11000000000001,51.294
GHA,Ghana,2020,Q2,2020-Q2,6.78,10.39,0.893,28.71,-0.333,59.66,1,1,1,0,3,70.99,90.71,7.94,15.33,4307.0,12.97,12.39,21.7,2.31,94.6,130.26,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.44875,44.333333333333336,52.153999999999996
GHA,Ghana,2020,Q3,2020-Q3,6.58,10.26,0.876,28.57,-0.332,59.38,1,1,1,0,3,70.91,90.87,7.92,15.26,4252.0,12.75,12.29,21.39,2.25,92.04,129.18,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.30375,44.24666666666667,52.093999999999994
GHA,Ghana,2020,Q4,2020-Q4,6.41,10.14,0.86,28.42,-0.331,59.06,1,1,1,0,3,70.72,90.75,7.9,15.18,4202.0,12.55,12.19,21.08,2.2,89.65,128.19,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.164375,44.14666666666667,51.95
GHA,Ghana,2021,Q1,2021-Q1,6.5,10.27,0.874,28.76,-0.333,62.76,1,1,1,1,4,71.8,93.13,7.96,15.36,4220.0,12.66,12.3,21.32,2.23,91.03,128.71,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.31375,48.699999999999996,52.842000000000006
GHA,Ghana,2021,Q2,2021-Q2,6.65,10.46,0.893,29.19,-0.335,63.7,1,1,1,1,4,73.08,95.89,8.02,15.59,4255.0,12.84,12.45,21.66,2.29,93.28,129.58,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.521875,49.0,53.888
GHA,Ghana,2021,Q3,2021-Q3,6.96,10.79,0.93,29.9,-0.339,65.25,1,1,1,1,4,75.09,100.0,8.12,15.97,4329.0,13.2,14.54,22.32,2.41,49.03,106.08,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.805,49.49,55.50600000000001
GHA,Ghana,2021,Q4,2021-Q4,6.83,10.72,0.919,29.85,-0.339,65.13,1,1,1,1,4,75.15,100.0,8.12,15.94,4293.0,13.06,14.48,22.12,2.37,48.18,105.79,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.720625,49.449999999999996,55.496
GHA,Ghana,2022,Q1,2022-Q1,4.23,13.73,1.181,29.12,-0.334,63.54,1,1,1,1,4,73.53,97.05,8.02,15.55,4159.0,12.47,14.08,21.17,2.2,44.61,104.68,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.843125,48.95333333333334,54.17999999999999
GHA,Ghana,2022,Q2,2022-Q2,4.27,13.88,1.195,29.42,-0.336,64.2,1,1,1,1,4,74.52,99.31,8.07,15.71,4172.0,12.56,14.18,21.35,2.23,45.14,104.8,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,23.000625,49.160000000000004,55.004
GHA,Ghana,2022,Q3,2022-Q3,4.21,13.83,1.187,29.43,-0.336,64.22,1,1,1,1,4,74.77,100.0,8.07,15.72,4144.0,12.46,14.14,21.23,2.21,44.57,104.6,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.939375000000002,49.166666666666664,55.198
GHA,Ghana,2022,Q4,2022-Q4,4.12,13.69,1.169,29.31,-0.335,63.95,1,1,1,1,4,74.65,100.0,8.06,15.65,4102.0,12.29,14.05,20.98,2.16,43.59,104.28,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.784999999999997,49.083333333333336,55.112
GHA,Ghana,2023,Q1,2023-Q1,3.95,13.4,1.133,28.98,-0.333,63.23,1,1,1,1,4,74.03,99.04,8.02,15.47,4029.0,11.98,13.85,20.49,2.08,41.8,103.73,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.460625,48.85666666666666,54.61800000000001
GHA,Ghana,2023,Q2,2023-Q2,4.02,13.6,1.154,29.35,-0.335,64.06,1,1,1,1,4,75.21,100.0,8.07,15.68,4053.0,12.11,13.99,20.76,2.12,42.6,103.93,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.67875,49.120000000000005,55.254
GHA,Ghana,2023,Q3,2023-Q3,4.04,13.72,1.165,29.63,-0.336,64.66,1,1,1,1,4,76.19,100.0,8.12,15.82,4058.0,12.16,14.07,20.89,2.14,42.92,103.98,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.805,49.31333333333333,55.612
GHA,Ghana,2023,Q4,2023-Q4,4.02,13.73,1.164,29.74,-0.337,64.9,1,1,1,1,4,76.7,100.0,8.14,15.88,4043.0,12.12,14.08,20.87,2.14,42.72,103.89,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.81375,49.38666666666666,55.779999999999994
GHA,Ghana,2024,Q1,2024-Q1,4.01,13.76,1.164,29.84,-0.337,65.12,1,1,1,1,4,77.16,100.0,8.15,15.94,4035.0,12.1,14.1,20.87,2.13,42.63,103.83,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,22.839375,49.46,55.926
