date,precipitation_mm,temperature_c,evapotranspiration_mm,antecedent_rain_7d_mm,soil_moisture_index,water_balance_mm,failure_warning_index,warning_level,context_soil_type,source_reference
2022-08-05,0.26,14.91,5.521,19.608,11.236,-5.261,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-06,1.093,19.971,8.037,15.803,8.139,-6.945,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-07,2.893,15.42,6.471,17.175,8.375,-3.578,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-08,1.161,14.056,5.755,15.331,5.0,-4.594,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-09,2.304,18.435,8.847,14.984,5.0,-6.543,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-10,5.234,14.915,6.697,19.685,6.102,-1.463,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-11,1.077,17.625,7.709,14.021,5.0,-6.632,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-12,1.317,15.386,6.994,15.078,5.0,-5.676,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-13,0.0,16.023,8.539,13.986,5.0,-8.539,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-14,0.0,18.068,7.854,11.093,5.0,-7.854,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-15,0.885,17.49,7.825,10.817,5.0,-6.939,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-16,3.02,14.321,5.439,11.533,5.0,-2.419,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-17,0.466,14.899,7.635,6.765,5.0,-7.169,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-18,1.395,14.222,7.157,7.083,5.0,-5.762,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-19,0.0,12.755,5.341,5.766,5.0,-5.341,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-20,1.004,13.385,7.275,6.77,5.0,-6.271,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-21,0.455,15.099,6.776,7.225,5.0,-6.321,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-22,0.021,16.042,7.513,6.361,5.0,-7.492,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-23,0.541,11.991,5.659,3.883,5.0,-5.117,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-24,4.498,13.902,6.032,7.915,5.311,-1.534,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-25,0.351,13.767,5.558,6.871,5.0,-5.207,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-26,1.578,13.922,5.3,8.449,5.0,-3.721,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-27,1.893,14.066,5.925,9.338,5.669,-4.032,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-28,0.719,13.304,5.326,9.602,5.0,-4.607,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-29,2.514,15.958,5.885,12.095,5.0,-3.371,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-30,4.605,12.817,6.07,16.159,6.391,-1.465,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-08-31,0.091,16.009,6.503,11.752,5.0,-6.412,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-01,0.413,15.514,7.573,11.814,5.0,-7.16,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-02,2.34,13.523,6.612,12.576,5.0,-4.272,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-03,19.954,16.893,7.485,30.638,10.452,12.469,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-04,34.672,14.33,6.319,64.591,23.738,28.353,16.649,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-05,0.089,11.235,5.663,62.165,22.694,-5.574,13.706,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-06,3.359,12.088,5.872,60.919,21.8,-2.513,15.805,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-07,0.413,11.409,5.272,61.24,19.543,-4.86,14.935,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-08,4.591,14.8,6.929,65.419,19.977,-2.338,14.432,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-09,0.983,11.869,4.468,64.062,18.071,-3.484,16.082,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-10,6.35,10.037,5.782,50.457,20.676,0.568,15.426,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-11,2.739,15.823,7.84,18.524,19.8,-5.101,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-12,3.207,8.008,4.093,21.642,18.38,-0.886,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-13,3.896,13.186,7.237,22.18,17.346,-3.341,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-14,2.6,12.588,5.912,24.367,16.085,-3.312,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-15,8.156,10.688,5.588,27.932,14.492,2.568,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-16,0.0,11.736,6.069,26.949,13.571,-6.069,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-17,0.0,12.994,5.974,20.599,11.184,-5.974,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-18,1.135,10.819,3.761,18.995,8.534,-2.626,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-19,3.376,10.36,5.524,19.164,7.446,-2.148,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-20,0.996,10.136,4.784,16.263,6.345,-3.789,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-21,0.0,12.082,6.93,13.663,7.138,-6.93,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-22,6.39,13.085,4.718,11.897,7.619,1.673,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-23,0.0,14.093,6.791,11.897,5.846,-6.791,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-24,0.972,13.086,7.472,12.869,5.639,-6.5,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-25,0.0,9.92,4.553,11.734,5.0,-4.553,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-26,2.0,9.853,4.361,10.358,5.0,-2.36,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-27,2.921,10.722,4.533,12.284,5.0,-1.612,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-28,4.719,8.264,3.467,17.003,6.264,1.252,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-29,2.075,9.091,3.1,12.687,5.571,-1.026,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-09-30,2.479,5.621,1.426,15.166,7.774,1.053,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-01,0.51,11.013,6.166,14.704,5.0,-5.656,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-02,2.622,7.93,2.05,17.326,5.0,0.572,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-03,1.037,8.964,4.592,16.363,5.0,-3.555,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-04,1.712,7.719,5.823,15.154,5.0,-4.112,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-05,0.0,9.102,3.605,10.435,5.0,-3.605,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-06,2.801,8.582,3.311,11.161,5.818,-0.51,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-07,0.877,9.824,6.049,9.559,5.0,-5.173,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-08,0.0,9.245,3.236,9.049,5.0,-3.236,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-09,0.677,8.59,4.767,7.103,5.0,-4.091,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-10,5.421,6.965,3.416,11.487,5.743,2.005,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-11,2.824,13.375,6.474,12.599,5.0,-3.65,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-12,2.044,7.525,4.463,14.643,5.0,-2.419,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-13,0.979,6.196,4.078,12.821,5.0,-3.099,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-14,0.0,9.764,4.778,11.944,5.0,-4.778,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-15,3.028,7.606,4.204,14.972,5.0,-1.176,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-16,1.009,6.37,3.381,15.305,5.0,-2.372,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-17,5.332,7.974,5.13,15.216,5.869,0.202,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-18,0.0,6.002,2.423,12.392,5.397,-2.423,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-19,3.389,5.136,2.494,13.737,6.982,0.895,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-20,2.287,8.826,3.594,15.045,5.941,-1.307,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-21,1.084,8.447,4.845,16.129,5.169,-3.761,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-22,1.979,7.108,5.088,15.08,5.156,-3.109,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-23,26.549,8.008,5.545,40.62,14.889,21.004,3.408,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-24,0.617,6.158,2.389,35.905,13.731,-1.772,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-25,1.772,5.947,3.698,37.677,13.065,-1.925,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-26,0.0,5.37,4.068,34.288,14.217,-4.068,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-27,7.075,10.209,5.254,39.076,15.69,1.821,0.186,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-28,0.031,5.241,3.44,38.023,14.663,-3.408,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-29,4.108,6.827,3.024,40.152,15.769,1.084,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-30,21.941,7.532,3.348,35.544,26.808,18.593,5.963,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-10-31,41.126,8.361,3.845,76.053,41.674,37.281,40.183,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-01,2.149,4.369,2.55,76.429,41.36,-0.402,33.206,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-02,7.16,11.132,6.347,83.589,42.492,0.813,46.979,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-03,3.061,5.636,3.748,79.575,43.115,-0.686,37.551,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-04,0.0,-0.125,0.0,79.544,41.434,0.0,44.512,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-05,25.169,5.64,2.305,100.605,51.854,22.865,50.628,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-06,0.0,4.193,2.886,78.665,50.472,-2.886,45.901,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-07,4.22,5.534,3.37,41.759,51.384,0.85,24.208,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-08,3.404,2.708,2.609,43.015,52.469,0.795,28.268,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-09,2.542,6.516,3.118,38.397,52.926,-0.576,17.789,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-10,1.71,1.913,2.508,37.046,52.84,-0.798,19.928,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-11,1.347,3.297,2.14,38.394,53.497,-0.793,19.063,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-12,1.333,4.517,2.745,14.557,50.572,-1.412,14.186,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-13,0.292,3.125,1.627,14.849,51.08,-1.335,6.493,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-14,4.254,0.031,0.107,14.882,52.39,4.147,8.879,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-15,1.916,3.268,3.739,13.394,51.479,-1.823,6.639,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-16,6.128,5.33,2.239,16.98,54.355,3.888,1.96,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-17,2.712,0.922,1.502,17.982,55.193,1.211,14.341,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-18,2.54,3.654,1.835,19.175,57.57,0.705,15.645,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-19,0.661,0.866,1.126,18.503,56.881,-0.465,13.673,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-20,2.956,5.747,4.06,21.168,56.924,-1.104,20.216,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-21,7.382,5.263,2.389,24.296,58.418,4.992,23.236,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-22,6.458,0.981,1.995,28.837,61.511,4.463,18.492,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-23,3.546,2.668,1.095,26.255,63.889,2.451,17.79,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-24,2.694,3.103,1.251,26.237,64.86,1.443,26.656,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-25,31.529,4.68,2.337,55.226,76.22,29.191,42.408,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-26,1.38,3.451,1.904,55.944,76.408,-0.525,46.489,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-27,2.607,4.009,2.099,55.595,77.663,0.508,41.983,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-28,6.668,5.283,1.226,54.881,79.545,5.443,48.456,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-29,0.938,3.749,2.162,49.362,78.462,-1.224,46.013,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-11-30,1.617,-0.24,0.531,47.433,77.735,1.086,44.402,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-01,11.086,1.188,0.844,55.825,83.144,10.241,51.324,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-02,2.039,1.94,0.911,26.334,85.372,1.128,34.051,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-03,8.718,6.798,4.666,33.673,84.997,4.052,38.887,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-04,0.171,3.653,2.062,31.237,83.42,-1.89,45.183,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-05,5.692,4.993,3.335,30.261,86.072,2.357,37.113,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-06,0.621,6.477,2.596,29.944,85.008,-1.976,36.997,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-07,0.0,5.655,3.875,28.326,84.117,-3.875,34.682,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-08,5.653,0.009,0.0,22.894,86.747,5.653,29.336,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-09,1.582,3.124,1.219,22.436,87.171,0.363,34.181,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-10,1.501,2.182,1.057,15.219,86.805,0.443,25.812,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-11,0.153,3.593,1.036,15.201,84.614,-0.882,29.607,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-12,6.592,3.137,1.591,16.1,86.373,5.001,30.71,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-13,5.483,1.291,1.955,20.963,88.612,3.528,32.704,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-14,2.941,4.54,2.375,23.904,88.395,0.567,35.906,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-15,0.532,2.631,1.194,18.783,87.701,-0.663,27.126,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-16,3.041,1.474,0.896,20.242,89.521,2.145,34.579,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-17,6.048,3.131,0.451,24.789,93.99,5.597,40.057,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-18,2.97,0.597,0.0,27.607,97.333,2.97,52.43,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-19,3.888,2.303,2.876,24.903,95.458,1.011,34.675,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-20,24.106,3.072,2.7,43.526,100.0,21.405,46.562,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-21,2.294,4.801,1.925,42.878,100.0,0.368,53.008,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-22,1.07,2.698,2.368,43.416,98.604,-1.298,55.751,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-23,0.0,4.25,3.361,40.375,95.743,-3.361,49.308,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-24,1.457,5.124,1.414,35.785,95.516,0.043,43.908,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-25,1.908,1.533,1.292,34.722,96.264,0.615,46.939,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-26,1.505,2.271,0.655,32.339,96.324,0.85,49.278,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-27,14.794,3.534,1.259,23.028,100.0,13.535,41.037,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-28,0.0,2.911,2.055,20.734,99.833,-2.055,42.072,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-29,8.331,4.241,2.265,27.995,100.0,6.067,41.752,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-30,1.104,3.027,2.705,29.1,99.372,-1.601,44.52,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2022-12-31,3.926,3.453,3.012,31.569,99.038,0.914,42.29,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-01,3.652,0.3,0.686,33.314,100.0,2.966,46.361,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-02,0.0,1.637,0.405,31.809,100.0,-0.405,50.59,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-03,1.739,3.514,1.528,18.753,99.5,0.211,42.309,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-04,0.005,4.383,4.187,18.758,100.0,-4.182,48.742,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-05,32.505,2.15,0.925,42.932,100.0,31.58,47.077,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-06,4.799,3.46,0.545,46.627,100.0,4.255,58.479,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-07,5.575,4.744,1.821,48.276,100.0,3.754,60.846,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-08,2.526,3.513,2.857,47.15,99.918,-0.331,61.328,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-09,0.823,2.42,0.959,47.972,99.675,-0.137,57.618,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-10,12.916,3.433,2.691,59.15,100.0,10.226,66.889,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-11,14.364,1.017,2.468,73.509,100.0,11.896,68.167,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-12,4.835,3.088,1.328,45.839,100.0,3.507,55.239,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-13,4.239,5.455,3.429,45.278,100.0,0.81,56.156,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-14,0.0,3.486,2.137,39.703,97.984,-2.137,49.693,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-15,0.0,3.256,1.164,37.177,97.337,-1.164,52.874,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-16,13.198,2.24,0.938,49.552,100.0,12.26,54.857,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-17,4.176,3.25,0.613,40.812,100.0,3.562,47.628,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-18,6.8,3.662,1.766,33.248,100.0,5.035,48.537,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-19,3.179,4.062,1.613,31.592,100.0,1.566,55.706,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-20,4.951,6.069,2.618,32.305,99.806,2.333,45.044,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-21,3.871,4.309,2.66,36.176,100.0,1.211,46.899,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-22,5.448,5.022,3.064,41.623,100.0,2.383,54.726,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-23,10.979,5.138,3.33,39.404,100.0,7.649,51.942,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-24,3.468,7.509,2.496,38.697,100.0,0.972,47.993,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-25,3.439,4.517,2.963,35.335,100.0,0.476,51.333,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-26,4.554,3.365,2.989,36.71,100.0,1.565,54.773,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-27,0.202,4.216,3.915,31.961,98.079,-3.713,46.601,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-28,2.825,8.749,4.864,30.915,97.053,-2.039,50.293,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-29,8.368,5.079,2.433,33.835,99.133,5.935,38.275,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-30,3.055,8.783,3.617,25.911,98.768,-0.563,40.574,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-01-31,0.0,4.415,2.528,22.443,99.094,-2.528,39.088,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-01,3.525,5.623,4.136,22.528,97.658,-0.611,44.885,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-02,2.78,3.936,3.16,20.754,98.235,-0.38,44.599,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-03,7.485,5.078,2.22,28.037,100.0,5.265,43.757,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-04,8.266,4.121,2.334,33.478,100.0,5.933,43.505,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-05,0.0,8.973,3.713,25.111,98.324,-3.713,36.255,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-06,0.147,4.419,2.974,22.203,97.709,-2.827,42.089,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-07,0.0,6.632,1.961,22.203,96.887,-1.961,42.271,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-08,3.909,2.841,1.036,22.587,98.012,2.874,37.337,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-09,0.0,6.316,4.553,19.808,96.371,-4.553,31.814,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-10,0.535,6.469,3.653,12.858,93.287,-3.118,28.613,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-11,0.0,7.99,3.378,4.591,90.417,-3.378,24.733,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-12,1.148,4.982,3.245,5.739,90.177,-2.097,28.454,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-13,34.742,6.391,2.047,40.334,100.0,32.695,56.281,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-14,0.854,9.008,4.492,41.188,98.298,-3.639,54.282,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-15,2.009,5.36,2.607,39.287,99.278,-0.598,53.129,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-16,3.707,6.431,4.298,42.995,98.78,-0.591,50.296,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-17,14.842,6.944,3.096,57.301,100.0,11.746,69.137,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-18,1.306,8.894,3.399,58.607,100.0,-2.093,60.632,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-19,0.0,7.306,2.831,57.459,99.304,-2.831,61.977,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-20,3.331,8.243,3.48,26.048,98.243,-0.149,44.639,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-21,7.787,6.706,4.0,32.981,100.0,3.787,40.054,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-22,2.899,5.032,2.327,33.871,100.0,0.572,45.196,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-23,3.038,9.048,4.066,33.202,100.0,-1.027,54.108,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-24,0.0,10.034,4.393,18.36,97.716,-4.393,40.496,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-25,0.0,10.066,5.334,17.055,95.483,-5.334,40.529,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-26,1.006,7.072,3.498,18.061,93.788,-2.491,37.982,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-27,5.277,5.85,2.983,20.007,94.484,2.294,28.389,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-02-28,1.506,5.611,2.384,13.726,96.376,-0.878,36.815,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-01,1.599,6.704,3.604,12.426,94.979,-2.005,41.333,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-02,0.721,7.919,3.563,10.108,94.544,-2.842,35.22,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-03,14.852,5.968,3.685,24.96,100.0,11.168,43.465,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-04,5.061,5.787,4.852,30.021,100.0,0.209,49.712,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-05,7.419,10.185,5.837,36.434,99.058,1.583,51.286,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-06,2.286,11.483,4.45,33.443,98.029,-2.164,44.917,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-07,34.572,9.466,4.316,66.509,100.0,30.256,67.12,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-08,0.0,11.864,5.021,64.911,97.699,-5.021,61.539,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-09,2.435,9.931,4.878,66.625,97.452,-2.443,67.084,high,Clay,Newcastle University style weather context (synthetic reconstruction)
