sim_id,soil_type,embedment_ratio_H_D,groundwater_condition,cohesion_kpa,friction_angle_deg,elastic_modulus_mpa,loading_rate_kpa_per_day,max_settlement_mm,max_lateral_displacement_mm,peak_pore_pressure_kpa,failure_mode,failed,source_reference
FEM-00394,Sand,1.8,Saturated,1.063,31.327,24.62,66.302,62.93,48.3,209.081,Structural buckling,1,FEM parametric study (synthetic)
FEM-00395,Sand,1.8,Saturated,2.138,41.587,44.459,78.159,42.815,34.564,225.264,Stable,0,FEM parametric study (synthetic)
FEM-00396,Sand,1.8,Saturated,9.885,35.977,92.678,30.875,17.286,10.347,182.757,Stable,0,FEM parametric study (synthetic)
FEM-00397,Sand,1.8,Saturated,9.947,41.39,22.476,85.665,73.934,47.624,220.879,Structural buckling,1,FEM parametric study (synthetic)
FEM-00398,Sand,1.8,Saturated,3.194,36.07,98.17,20.957,17.798,13.254,186.417,Stable,0,FEM parametric study (synthetic)
FEM-00399,Sand,1.8,Saturated,3.787,33.38,89.416,30.24,18.918,18.365,187.675,Stable,0,FEM parametric study (synthetic)
FEM-00400,Sand,1.8,Saturated,3.645,31.539,63.686,59.666,31.265,27.553,185.202,Stable,0,FEM parametric study (synthetic)
FEM-00401,Sand,1.8,Saturated,7.687,39.158,76.276,14.349,19.548,11.836,184.308,Stable,0,FEM parametric study (synthetic)
FEM-00402,Sand,1.8,Saturated,9.152,33.438,56.513,15.247,23.165,17.444,177.039,Stable,0,FEM parametric study (synthetic)
FEM-00403,Sand,1.8,Saturated,6.708,36.221,105.639,77.625,17.589,11.189,223.413,Stable,0,FEM parametric study (synthetic)
FEM-00404,Sand,1.8,Saturated,2.919,38.09,99.791,83.118,24.514,20.765,230.658,Stable,0,FEM parametric study (synthetic)
FEM-00405,Sand,1.8,Saturated,5.383,31.994,59.332,71.946,32.191,24.689,198.244,Stable,0,FEM parametric study (synthetic)
FEM-00406,Sand,1.8,Saturated,3.229,35.166,69.932,9.785,19.539,12.649,166.03,Stable,0,FEM parametric study (synthetic)
FEM-00407,Sand,1.8,Saturated,4.065,39.758,37.275,27.483,40.426,30.294,194.107,Stable,0,FEM parametric study (synthetic)
FEM-00408,Sand,1.8,Saturated,8.797,36.501,30.617,52.256,52.562,37.051,192.595,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00409,Sand,1.8,Saturated,5.264,38.672,101.134,75.775,22.484,22.672,220.582,Stable,0,FEM parametric study (synthetic)
FEM-00410,Sand,1.8,Saturated,7.558,41.502,69.498,38.598,24.863,18.25,189.728,Stable,0,FEM parametric study (synthetic)
FEM-00411,Sand,1.8,Saturated,8.39,41.946,97.815,89.718,21.448,14.037,227.458,Stable,0,FEM parametric study (synthetic)
FEM-00412,Sand,1.8,Saturated,7.579,33.468,74.669,29.508,23.15,12.912,194.062,Stable,0,FEM parametric study (synthetic)
FEM-00413,Sand,1.8,Saturated,1.689,36.926,82.758,83.858,24.553,16.84,252.501,Stable,0,FEM parametric study (synthetic)
FEM-00414,Sand,1.8,Saturated,6.328,35.76,116.351,81.351,18.464,11.417,214.92,Stable,0,FEM parametric study (synthetic)
FEM-00415,Sand,1.8,Saturated,9.234,34.762,57.705,51.582,31.8,26.151,196.1,Stable,0,FEM parametric study (synthetic)
FEM-00416,Sand,1.8,Saturated,1.049,41.698,21.738,11.238,54.165,39.098,180.098,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00417,Sand,1.8,Saturated,9.489,38.875,82.444,37.131,20.953,14.314,169.26,Stable,0,FEM parametric study (synthetic)
FEM-00418,Sand,1.8,Saturated,4.073,31.873,49.451,20.981,29.982,18.118,167.937,Stable,0,FEM parametric study (synthetic)
FEM-00419,Sand,1.8,Saturated,7.209,38.26,77.47,76.351,25.44,20.555,203.164,Stable,0,FEM parametric study (synthetic)
FEM-00420,Sand,1.8,Saturated,1.583,33.981,33.933,26.978,43.646,26.396,190.993,Stable,0,FEM parametric study (synthetic)
FEM-00421,Sand,2.0,Dry,8.452,40.75,36.381,44.434,28.321,17.97,101.862,Stable,0,FEM parametric study (synthetic)
FEM-00422,Sand,2.0,Dry,9.657,33.496,74.706,32.846,13.651,16.768,90.363,Stable,0,FEM parametric study (synthetic)
FEM-00423,Sand,2.0,Dry,4.123,35.442,42.074,53.965,24.664,15.331,111.323,Stable,0,FEM parametric study (synthetic)
FEM-00424,Sand,2.0,Dry,3.992,34.987,53.712,5.231,17.226,12.877,59.129,Stable,0,FEM parametric study (synthetic)
FEM-00425,Sand,2.0,Dry,4.015,35.426,101.674,56.446,12.327,9.19,104.248,Stable,0,FEM parametric study (synthetic)
FEM-00426,Sand,2.0,Dry,7.743,37.114,119.163,83.127,11.222,5.645,146.106,Stable,0,FEM parametric study (synthetic)
FEM-00427,Sand,2.0,Dry,4.457,31.236,35.581,30.172,27.246,23.483,93.283,Stable,0,FEM parametric study (synthetic)
FEM-00428,Sand,2.0,Dry,2.344,41.828,84.734,19.632,12.191,8.63,83.138,Stable,0,FEM parametric study (synthetic)
FEM-00429,Sand,2.0,Dry,2.501,31.986,63.625,71.483,18.299,8.225,118.337,Stable,0,FEM parametric study (synthetic)
FEM-00430,Sand,2.0,Dry,2.693,33.028,49.69,73.431,28.972,16.099,133.082,Stable,0,FEM parametric study (synthetic)
FEM-00431,Sand,2.0,Dry,9.765,33.248,73.317,57.304,16.257,11.603,107.95,Stable,0,FEM parametric study (synthetic)
FEM-00432,Sand,2.0,Dry,4.554,40.005,60.957,7.159,13.91,4.759,65.984,Stable,0,FEM parametric study (synthetic)
FEM-00433,Sand,2.0,Dry,5.39,37.862,44.232,59.133,21.394,19.372,104.176,Stable,0,FEM parametric study (synthetic)
FEM-00434,Sand,2.0,Dry,2.584,38.044,51.303,55.079,24.634,16.338,95.668,Stable,0,FEM parametric study (synthetic)
FEM-00435,Sand,2.0,Dry,2.656,31.668,60.365,85.617,24.43,18.916,140.934,Stable,0,FEM parametric study (synthetic)
FEM-00436,Sand,2.0,Dry,8.018,40.535,119.178,31.579,11.932,7.651,103.916,Stable,0,FEM parametric study (synthetic)
FEM-00437,Sand,2.0,Dry,7.393,38.32,66.036,16.663,14.767,9.778,85.852,Stable,0,FEM parametric study (synthetic)
FEM-00438,Sand,2.0,Dry,2.561,37.845,29.488,49.369,31.386,18.335,115.435,Stable,0,FEM parametric study (synthetic)
FEM-00439,Sand,2.0,Dry,6.853,38.619,32.499,74.046,33.748,21.223,113.976,Stable,0,FEM parametric study (synthetic)
FEM-00440,Sand,2.0,Dry,4.516,31.014,47.162,16.42,22.104,15.81,83.841,Stable,0,FEM parametric study (synthetic)
FEM-00441,Sand,2.0,Dry,3.458,35.5,84.972,56.681,14.537,10.716,90.548,Stable,0,FEM parametric study (synthetic)
FEM-00442,Sand,2.0,Dry,1.848,32.365,83.049,80.218,20.859,15.355,110.616,Stable,0,FEM parametric study (synthetic)
FEM-00443,Sand,2.0,Dry,6.103,35.141,86.403,67.652,19.479,18.854,111.876,Stable,0,FEM parametric study (synthetic)
FEM-00444,Sand,2.0,Dry,6.431,32.126,91.761,45.405,13.178,7.67,111.497,Stable,0,FEM parametric study (synthetic)
FEM-00445,Sand,2.0,Dry,3.993,33.488,61.977,23.307,14.917,12.887,93.473,Stable,0,FEM parametric study (synthetic)
FEM-00446,Sand,2.0,Dry,9.141,39.438,39.964,37.434,27.212,24.661,95.201,Stable,0,FEM parametric study (synthetic)
FEM-00447,Sand,2.0,Dry,5.584,41.175,95.436,85.89,18.583,9.641,136.572,Stable,0,FEM parametric study (synthetic)
FEM-00448,Sand,2.0,Dry,9.619,39.705,27.15,27.684,37.735,24.891,80.948,Stable,0,FEM parametric study (synthetic)
FEM-00449,Sand,2.0,Dry,7.296,40.374,100.432,51.49,12.536,10.166,102.008,Stable,0,FEM parametric study (synthetic)
FEM-00450,Sand,2.0,Dry,7.615,31.083,53.862,64.015,21.385,16.202,117.765,Stable,0,FEM parametric study (synthetic)
FEM-00451,Sand,2.0,Dry,4.45,31.424,53.87,12.23,15.828,13.007,96.94,Stable,0,FEM parametric study (synthetic)
FEM-00452,Sand,2.0,Dry,7.98,33.447,45.952,8.081,20.83,18.248,83.19,Stable,0,FEM parametric study (synthetic)
FEM-00453,Sand,2.0,Dry,1.82,39.014,54.444,44.466,21.91,11.303,109.963,Stable,0,FEM parametric study (synthetic)
FEM-00454,Sand,2.0,Dry,4.642,38.551,89.966,18.226,11.24,10.291,89.665,Stable,0,FEM parametric study (synthetic)
FEM-00455,Sand,2.0,Dry,7.937,41.384,28.968,72.718,41.618,28.684,111.161,Stable,0,FEM parametric study (synthetic)
FEM-00456,Sand,2.0,Saturated,6.442,33.83,85.559,71.872,23.595,16.818,206.103,Stable,0,FEM parametric study (synthetic)
FEM-00457,Sand,2.0,Saturated,1.562,35.804,94.872,8.246,12.413,8.121,164.793,Stable,0,FEM parametric study (synthetic)
FEM-00458,Sand,2.0,Saturated,6.977,37.561,50.712,65.51,32.064,25.981,214.197,Stable,0,FEM parametric study (synthetic)
FEM-00459,Sand,2.0,Saturated,2.002,36.904,101.91,11.322,9.232,0.168,185.809,Stable,0,FEM parametric study (synthetic)
FEM-00460,Sand,2.0,Saturated,6.164,39.944,53.276,5.188,24.11,18.873,163.048,Stable,0,FEM parametric study (synthetic)
FEM-00461,Sand,2.0,Saturated,7.73,36.382,106.276,42.501,9.958,11.042,188.326,Stable,0,FEM parametric study (synthetic)
FEM-00462,Sand,2.0,Saturated,7.149,36.848,96.124,14.091,16.064,9.176,178.811,Stable,0,FEM parametric study (synthetic)
FEM-00463,Sand,2.0,Saturated,4.324,37.368,30.294,12.264,40.801,27.136,160.506,Stable,0,FEM parametric study (synthetic)
FEM-00464,Sand,2.0,Saturated,1.536,32.669,98.831,42.842,15.376,10.487,207.0,Stable,0,FEM parametric study (synthetic)
FEM-00465,Sand,2.0,Saturated,3.828,37.256,113.146,88.941,16.967,12.246,235.276,Stable,0,FEM parametric study (synthetic)
FEM-00466,Sand,2.0,Saturated,1.711,33.901,117.725,69.042,18.689,14.692,214.906,Stable,0,FEM parametric study (synthetic)
FEM-00467,Sand,2.0,Saturated,8.622,35.595,98.486,39.699,16.954,7.998,192.895,Stable,0,FEM parametric study (synthetic)
FEM-00468,Sand,2.0,Saturated,7.151,33.833,61.039,75.176,30.412,17.323,202.132,Stable,0,FEM parametric study (synthetic)
FEM-00469,Sand,2.0,Saturated,2.823,38.558,74.935,19.868,17.3,13.764,181.914,Stable,0,FEM parametric study (synthetic)
FEM-00470,Sand,2.0,Saturated,6.674,34.274,45.786,29.73,25.38,17.283,186.601,Stable,0,FEM parametric study (synthetic)
FEM-00471,Sand,2.0,Saturated,5.324,31.592,79.543,87.985,24.989,16.157,226.994,Stable,0,FEM parametric study (synthetic)
FEM-00472,Sand,2.0,Saturated,6.979,39.271,78.998,26.435,16.982,13.144,184.046,Stable,0,FEM parametric study (synthetic)
FEM-00473,Sand,2.0,Saturated,3.61,40.811,29.928,44.954,44.24,27.869,211.442,Stable,0,FEM parametric study (synthetic)
FEM-00474,Sand,2.0,Saturated,6.301,31.18,85.073,11.391,16.319,14.244,189.166,Stable,0,FEM parametric study (synthetic)
FEM-00475,Sand,2.0,Saturated,8.515,35.205,52.074,30.634,28.937,19.005,193.339,Stable,0,FEM parametric study (synthetic)
FEM-00476,Sand,2.0,Saturated,7.283,33.721,92.454,26.685,14.924,7.003,165.367,Stable,0,FEM parametric study (synthetic)
FEM-00477,Sand,2.0,Saturated,4.035,34.94,40.808,88.203,45.468,32.036,226.837,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00478,Sand,2.0,Saturated,8.009,37.309,82.392,11.258,15.493,5.785,167.271,Stable,0,FEM parametric study (synthetic)
FEM-00479,Sand,2.0,Saturated,3.358,34.067,107.975,35.228,19.686,14.267,189.562,Stable,0,FEM parametric study (synthetic)
FEM-00480,Sand,2.0,Saturated,6.189,31.588,108.222,71.673,20.307,14.361,211.791,Stable,0,FEM parametric study (synthetic)
FEM-00481,Sand,2.0,Saturated,7.463,36.592,109.248,11.283,12.655,7.348,168.106,Stable,0,FEM parametric study (synthetic)
FEM-00482,Sand,2.0,Saturated,3.043,40.334,55.906,29.086,20.074,11.194,190.253,Stable,0,FEM parametric study (synthetic)
FEM-00483,Sand,2.0,Saturated,3.612,37.392,104.384,10.678,9.964,6.656,163.791,Stable,0,FEM parametric study (synthetic)
FEM-00484,Sand,2.0,Saturated,2.085,32.677,117.178,78.704,14.542,7.198,227.955,Stable,0,FEM parametric study (synthetic)
FEM-00485,Sand,2.0,Saturated,3.344,40.584,101.473,48.048,14.024,5.433,197.287,Stable,0,FEM parametric study (synthetic)
FEM-00486,Sand,2.0,Saturated,1.42,41.978,20.811,76.732,68.577,47.375,216.738,Structural buckling,1,FEM parametric study (synthetic)
FEM-00487,Sand,2.0,Saturated,9.962,34.131,86.585,66.705,20.785,18.816,211.999,Stable,0,FEM parametric study (synthetic)
FEM-00488,Sand,2.0,Saturated,1.912,37.057,112.949,20.065,17.426,16.384,180.039,Stable,0,FEM parametric study (synthetic)
FEM-00489,Sand,2.0,Saturated,5.987,32.487,50.407,15.301,25.819,23.707,186.513,Stable,0,FEM parametric study (synthetic)
FEM-00490,Sand,2.0,Saturated,3.474,34.61,119.795,19.632,18.042,12.402,175.203,Stable,0,FEM parametric study (synthetic)
FEM-00491,Sand,2.2,Dry,3.813,35.14,42.343,78.755,29.379,22.143,122.869,Stable,0,FEM parametric study (synthetic)
FEM-00492,Sand,2.2,Dry,1.155,36.446,118.471,42.282,9.526,6.892,102.37,Stable,0,FEM parametric study (synthetic)
FEM-00493,Sand,2.2,Dry,9.931,31.949,29.812,49.805,33.81,31.733,105.401,Stable,0,FEM parametric study (synthetic)
FEM-00494,Sand,2.2,Dry,5.627,32.709,70.736,35.086,14.01,7.529,85.482,Stable,0,FEM parametric study (synthetic)
FEM-00495,Sand,2.2,Dry,9.293,32.306,63.979,57.136,16.641,14.762,122.901,Stable,0,FEM parametric study (synthetic)
FEM-00496,Sand,2.2,Dry,6.787,34.516,56.379,51.571,20.059,11.655,100.862,Stable,0,FEM parametric study (synthetic)
FEM-00497,Sand,2.2,Dry,8.579,40.646,57.416,71.204,22.801,18.194,121.1,Stable,0,FEM parametric study (synthetic)
FEM-00498,Sand,2.2,Dry,5.129,39.942,45.679,25.653,19.196,12.599,89.083,Stable,0,FEM parametric study (synthetic)
FEM-00499,Sand,2.2,Dry,4.926,34.638,110.881,71.555,11.03,6.054,110.721,Stable,0,FEM parametric study (synthetic)
FEM-00500,Sand,2.2,Dry,7.0,31.25,68.772,9.768,12.648,4.928,65.79,Stable,0,FEM parametric study (synthetic)
FEM-00501,Sand,2.2,Dry,3.916,34.006,73.023,33.263,14.265,11.247,100.887,Stable,0,FEM parametric study (synthetic)
FEM-00502,Sand,2.2,Dry,9.206,38.193,49.343,69.293,24.729,19.978,116.952,Stable,0,FEM parametric study (synthetic)
FEM-00503,Sand,2.2,Dry,1.056,36.988,43.178,89.443,26.912,17.679,124.881,Stable,0,FEM parametric study (synthetic)
FEM-00504,Sand,2.2,Dry,7.088,37.419,61.902,89.028,21.541,15.668,125.826,Stable,0,FEM parametric study (synthetic)
FEM-00505,Sand,2.2,Dry,3.833,39.002,42.816,44.352,23.563,19.054,99.076,Stable,0,FEM parametric study (synthetic)
FEM-00506,Sand,2.2,Dry,1.509,39.768,34.998,59.441,27.221,21.925,95.427,Stable,0,FEM parametric study (synthetic)
FEM-00507,Sand,2.2,Dry,8.467,31.943,87.804,12.612,10.382,8.905,67.797,Stable,0,FEM parametric study (synthetic)
FEM-00508,Sand,2.2,Dry,6.89,31.424,59.029,64.963,19.898,17.915,104.44,Stable,0,FEM parametric study (synthetic)
FEM-00509,Sand,2.2,Dry,1.441,34.82,70.49,12.247,12.21,6.808,81.929,Stable,0,FEM parametric study (synthetic)
FEM-00510,Sand,2.2,Dry,6.972,38.443,101.754,75.582,10.687,9.043,111.605,Stable,0,FEM parametric study (synthetic)
FEM-00511,Sand,2.2,Dry,1.825,36.558,87.283,22.553,10.776,9.146,96.058,Stable,0,FEM parametric study (synthetic)
FEM-00512,Sand,2.2,Dry,1.215,39.684,51.387,64.152,21.73,17.283,114.689,Stable,0,FEM parametric study (synthetic)
FEM-00513,Sand,2.2,Dry,9.508,38.705,119.02,36.991,8.62,8.413,99.245,Stable,0,FEM parametric study (synthetic)
FEM-00514,Sand,2.2,Dry,9.938,41.382,46.46,16.101,19.331,12.422,79.096,Stable,0,FEM parametric study (synthetic)
FEM-00515,Sand,2.2,Dry,8.618,38.883,119.376,78.966,10.907,8.955,125.718,Stable,0,FEM parametric study (synthetic)
FEM-00516,Sand,2.2,Dry,6.63,35.579,63.701,47.64,19.567,11.292,95.554,Stable,0,FEM parametric study (synthetic)
FEM-00517,Sand,2.2,Dry,2.613,34.072,62.36,66.933,18.198,10.798,122.481,Stable,0,FEM parametric study (synthetic)
FEM-00518,Sand,2.2,Dry,1.013,36.255,117.53,61.808,11.14,5.448,107.977,Stable,0,FEM parametric study (synthetic)
FEM-00519,Sand,2.2,Dry,2.63,40.504,77.135,79.065,18.036,12.75,128.125,Stable,0,FEM parametric study (synthetic)
FEM-00520,Sand,2.2,Dry,1.221,36.43,99.496,44.904,9.354,10.275,81.517,Stable,0,FEM parametric study (synthetic)
FEM-00521,Sand,2.2,Dry,9.777,33.053,95.421,6.414,6.335,7.424,80.066,Stable,0,FEM parametric study (synthetic)
FEM-00522,Sand,2.2,Dry,9.449,32.056,48.44,72.781,23.196,13.145,123.987,Stable,0,FEM parametric study (synthetic)
FEM-00523,Sand,2.2,Dry,2.128,40.947,86.236,53.764,9.465,9.159,108.45,Stable,0,FEM parametric study (synthetic)
FEM-00524,Sand,2.2,Dry,6.398,34.591,21.224,64.965,45.531,30.395,103.875,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00525,Sand,2.2,Dry,6.027,32.611,68.85,67.665,16.465,10.085,113.645,Stable,0,FEM parametric study (synthetic)
FEM-00526,Sand,2.2,Saturated,4.002,33.877,72.362,51.706,16.591,11.943,183.113,Stable,0,FEM parametric study (synthetic)
FEM-00527,Sand,2.2,Saturated,3.628,33.453,107.615,24.927,12.391,8.253,185.327,Stable,0,FEM parametric study (synthetic)
FEM-00528,Sand,2.2,Saturated,7.783,37.901,66.113,36.035,21.894,19.802,171.856,Stable,0,FEM parametric study (synthetic)
FEM-00529,Sand,2.2,Saturated,4.843,31.838,117.201,46.649,11.627,6.535,196.302,Stable,0,FEM parametric study (synthetic)
FEM-00530,Sand,2.2,Saturated,2.332,34.368,45.59,81.064,36.553,27.828,223.917,Stable,0,FEM parametric study (synthetic)
FEM-00531,Sand,2.2,Saturated,6.676,32.953,29.155,83.707,50.311,34.881,216.13,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00532,Sand,2.2,Saturated,9.917,34.87,65.595,50.525,22.45,18.018,196.267,Stable,0,FEM parametric study (synthetic)
FEM-00533,Sand,2.2,Saturated,4.751,40.412,39.607,42.092,33.034,26.039,210.979,Stable,0,FEM parametric study (synthetic)
FEM-00534,Sand,2.2,Saturated,2.251,31.456,45.326,40.509,25.346,15.602,182.735,Stable,0,FEM parametric study (synthetic)
FEM-00535,Sand,2.2,Saturated,2.939,40.706,70.325,57.633,20.155,17.693,202.53,Stable,0,FEM parametric study (synthetic)
FEM-00536,Sand,2.2,Saturated,5.595,37.883,76.941,88.889,22.685,16.177,237.626,Stable,0,FEM parametric study (synthetic)
FEM-00537,Sand,2.2,Saturated,7.118,37.708,37.766,29.863,30.444,20.395,176.204,Stable,0,FEM parametric study (synthetic)
FEM-00538,Sand,2.2,Saturated,6.117,34.025,44.922,60.226,30.026,19.77,202.175,Stable,0,FEM parametric study (synthetic)
FEM-00539,Sand,2.2,Saturated,8.518,32.159,74.436,7.007,12.852,14.437,155.034,Stable,0,FEM parametric study (synthetic)
FEM-00540,Sand,2.2,Saturated,9.224,40.313,85.292,38.878,18.772,13.09,191.499,Stable,0,FEM parametric study (synthetic)
FEM-00541,Sand,2.2,Saturated,4.261,35.716,31.574,25.01,32.933,23.519,167.99,Stable,0,FEM parametric study (synthetic)
FEM-00542,Sand,2.2,Saturated,2.696,32.425,83.055,35.819,16.938,10.33,186.538,Stable,0,FEM parametric study (synthetic)
FEM-00543,Sand,2.2,Saturated,6.561,37.309,28.461,17.595,38.026,30.381,167.332,Stable,0,FEM parametric study (synthetic)
FEM-00544,Sand,2.2,Saturated,1.736,39.821,104.684,75.231,14.615,14.71,223.337,Stable,0,FEM parametric study (synthetic)
FEM-00545,Sand,2.2,Saturated,8.118,32.151,70.257,16.934,17.399,9.404,171.29,Stable,0,FEM parametric study (synthetic)
FEM-00546,Sand,2.2,Saturated,2.117,37.35,72.749,7.293,16.344,14.124,180.713,Stable,0,FEM parametric study (synthetic)
FEM-00547,Sand,2.2,Saturated,9.368,31.428,30.493,68.332,46.305,39.941,207.71,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00548,Sand,2.2,Saturated,4.612,41.251,101.838,84.207,18.099,11.274,233.459,Stable,0,FEM parametric study (synthetic)
FEM-00549,Sand,2.2,Saturated,1.699,31.835,119.706,74.991,15.321,13.009,212.545,Stable,0,FEM parametric study (synthetic)
FEM-00550,Sand,2.2,Saturated,7.005,34.754,83.586,50.555,21.588,21.939,196.836,Stable,0,FEM parametric study (synthetic)
FEM-00551,Sand,2.2,Saturated,8.574,31.913,22.875,79.603,61.573,40.952,209.471,Excessive settlement,1,FEM parametric study (synthetic)
FEM-00552,Sand,2.2,Saturated,8.782,35.357,117.042,86.922,12.324,5.896,224.044,Stable,0,FEM parametric study (synthetic)
FEM-00553,Sand,2.2,Saturated,1.316,35.942,81.931,36.537,17.071,16.241,192.781,Stable,0,FEM parametric study (synthetic)
FEM-00554,Sand,2.2,Saturated,4.779,34.657,87.507,62.916,19.665,18.869,214.65,Stable,0,FEM parametric study (synthetic)
FEM-00555,Sand,2.2,Saturated,5.234,31.916,113.983,77.754,13.582,6.638,217.44,Stable,0,FEM parametric study (synthetic)
FEM-00556,Sand,2.2,Saturated,3.471,36.626,21.967,70.327,59.484,45.28,206.203,Structural buckling,1,FEM parametric study (synthetic)
FEM-00557,Sand,2.2,Saturated,2.707,40.181,104.985,7.92,12.014,5.174,172.415,Stable,0,FEM parametric study (synthetic)
FEM-00558,Sand,2.2,Saturated,9.451,34.932,48.432,32.864,24.812,25.048,195.976,Stable,0,FEM parametric study (synthetic)
FEM-00559,Sand,2.2,Saturated,6.955,31.227,115.693,6.035,9.62,7.058,163.797,Stable,0,FEM parametric study (synthetic)
FEM-00560,Sand,2.2,Saturated,1.622,37.422,83.339,21.716,13.41,11.937,174.809,Stable,0,FEM parametric study (synthetic)
FEM-00561,Sand,2.4,Dry,6.102,35.748,72.481,51.004,16.14,13.512,110.412,Stable,0,FEM parametric study (synthetic)
FEM-00562,Sand,2.4,Dry,9.485,36.871,107.606,21.315,8.062,6.3,79.577,Stable,0,FEM parametric study (synthetic)
FEM-00563,Sand,2.4,Dry,3.567,40.241,43.912,37.14,22.093,14.782,82.596,Stable,0,FEM parametric study (synthetic)
FEM-00564,Sand,2.4,Dry,1.919,32.209,111.041,23.567,8.582,2.084,91.941,Stable,0,FEM parametric study (synthetic)
FEM-00565,Sand,2.4,Dry,3.425,34.428,32.186,15.637,25.281,18.1,84.535,Stable,0,FEM parametric study (synthetic)
FEM-00566,Sand,2.4,Dry,7.65,39.655,114.41,29.423,7.335,6.18,101.618,Stable,0,FEM parametric study (synthetic)
FEM-00567,Sand,2.4,Dry,3.694,34.177,60.121,76.276,18.634,9.669,120.098,Stable,0,FEM parametric study (synthetic)
FEM-00568,Sand,2.4,Dry,6.45,36.52,103.953,44.358,6.074,6.682,108.668,Stable,0,FEM parametric study (synthetic)
FEM-00569,Sand,2.4,Dry,9.33,39.838,45.98,25.327,18.069,13.613,87.718,Stable,0,FEM parametric study (synthetic)
FEM-00570,Sand,2.4,Dry,8.832,36.493,34.572,6.88,22.721,12.726,63.658,Stable,0,FEM parametric study (synthetic)
FEM-00571,Sand,2.4,Dry,3.459,36.697,23.393,23.812,28.245,20.6,82.126,Stable,0,FEM parametric study (synthetic)
FEM-00572,Sand,2.4,Dry,6.422,34.712,31.1,24.361,24.699,17.199,78.589,Stable,0,FEM parametric study (synthetic)
FEM-00573,Sand,2.4,Dry,8.312,32.866,111.522,66.069,10.029,9.391,105.7,Stable,0,FEM parametric study (synthetic)
FEM-00574,Sand,2.4,Dry,6.246,41.222,43.745,52.273,17.46,12.784,109.712,Stable,0,FEM parametric study (synthetic)
FEM-00575,Sand,2.4,Dry,7.585,34.424,84.473,42.239,12.212,10.722,105.902,Stable,0,FEM parametric study (synthetic)
FEM-00576,Sand,2.4,Dry,4.451,39.31,20.532,12.629,29.019,17.482,72.571,Stable,0,FEM parametric study (synthetic)
FEM-00577,Sand,2.4,Dry,7.713,32.998,60.328,9.15,12.598,8.808,76.768,Stable,0,FEM parametric study (synthetic)
FEM-00578,Sand,2.4,Dry,6.3,32.477,26.941,79.134,34.422,25.185,111.74,Stable,0,FEM parametric study (synthetic)
FEM-00579,Sand,2.4,Dry,6.318,34.519,51.018,79.498,22.115,22.752,118.395,Stable,0,FEM parametric study (synthetic)
FEM-00580,Sand,2.4,Dry,9.742,33.33,106.045,37.922,10.734,5.221,90.828,Stable,0,FEM parametric study (synthetic)
FEM-00581,Sand,2.4,Dry,3.903,41.431,119.571,14.824,5.367,3.056,76.569,Stable,0,FEM parametric study (synthetic)
FEM-00582,Sand,2.4,Dry,1.234,36.928,84.325,87.64,12.75,12.394,138.323,Stable,0,FEM parametric study (synthetic)
FEM-00583,Sand,2.4,Dry,6.913,40.338,81.95,38.382,12.688,9.926,91.089,Stable,0,FEM parametric study (synthetic)
FEM-00584,Sand,2.4,Dry,9.599,34.289,70.118,37.389,12.167,10.109,93.18,Stable,0,FEM parametric study (synthetic)
FEM-00585,Sand,2.4,Dry,3.12,34.072,47.194,40.589,20.939,11.774,95.577,Stable,0,FEM parametric study (synthetic)
FEM-00586,Sand,2.4,Dry,8.722,31.744,38.437,6.854,17.429,14.416,64.427,Stable,0,FEM parametric study (synthetic)
FEM-00587,Sand,2.4,Dry,2.214,40.687,35.788,60.442,21.779,16.375,103.529,Stable,0,FEM parametric study (synthetic)
FEM-00588,Sand,2.4,Dry,6.995,37.953,62.626,27.751,12.361,8.258,92.958,Stable,0,FEM parametric study (synthetic)
FEM-00589,Sand,2.4,Dry,8.17,39.276,55.91,71.468,21.716,21.006,107.323,Stable,0,FEM parametric study (synthetic)
FEM-00590,Sand,2.4,Dry,2.102,38.697,94.995,76.706,14.669,15.724,119.909,Stable,0,FEM parametric study (synthetic)
FEM-00591,Sand,2.4,Dry,6.563,36.278,96.975,27.608,12.206,8.874,78.178,Stable,0,FEM parametric study (synthetic)
FEM-00592,Sand,2.4,Dry,3.343,34.431,89.729,86.335,15.717,4.972,132.287,Stable,0,FEM parametric study (synthetic)
FEM-00593,Sand,2.4,Dry,4.912,37.425,80.954,89.862,16.025,9.515,128.448,Stable,0,FEM parametric study (synthetic)
FEM-00594,Sand,2.4,Dry,8.024,32.95,106.834,64.127,9.216,7.195,103.443,Stable,0,FEM parametric study (synthetic)
FEM-00595,Sand,2.4,Dry,6.966,36.446,33.219,41.892,23.896,17.595,91.137,Stable,0,FEM parametric study (synthetic)
FEM-00596,Sand,2.4,Saturated,3.131,36.931,68.024,29.687,16.4,12.983,178.606,Stable,0,FEM parametric study (synthetic)
FEM-00597,Sand,2.4,Saturated,7.596,41.975,92.805,74.171,15.517,6.847,216.068,Stable,0,FEM parametric study (synthetic)
FEM-00598,Sand,2.4,Saturated,1.235,41.02,43.538,73.719,35.458,24.505,219.429,Stable,0,FEM parametric study (synthetic)
