experiment_id,soil_profile,soil_type,flow_condition_lpm,time_min,settlement_mm,sinkhole_diameter_m,pore_pressure_kpa,clay_fraction_pct,initial_void_ratio,groundwater_depth_m,failure_flag,source_reference
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,150,19.84,0.1823,38.925,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,156,20.422,0.2022,34.404,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,162,20.019,0.1965,34.533,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,168,20.553,0.2066,38.179,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,174,19.565,0.1875,38.469,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,180,21.141,0.2015,37.681,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,0,0.0,0.1151,26.723,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,6,1.167,0.1236,26.824,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,12,3.347,0.1295,27.056,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,18,4.831,0.152,23.839,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,24,6.062,0.1216,26.872,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,30,8.275,0.1455,26.331,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,36,9.324,0.1387,32.235,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,42,11.156,0.1618,29.446,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,48,12.205,0.1564,27.161,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,54,13.139,0.1705,33.407,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,60,14.707,0.1726,33.752,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,66,16.383,0.1805,29.859,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,72,15.953,0.1599,33.162,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,78,17.18,0.2051,32.861,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,84,18.352,0.2081,34.192,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,90,18.256,0.1834,32.656,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,96,18.632,0.1968,35.617,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,102,19.768,0.2084,34.91,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,108,19.728,0.1778,32.92,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,114,20.596,0.2117,36.668,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,120,21.479,0.2195,31.553,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,126,20.408,0.1955,38.374,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,132,21.362,0.2005,35.66,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,138,21.091,0.2002,30.095,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,144,21.063,0.201,39.469,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,150,22.321,0.1994,35.573,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,156,22.897,0.2023,36.491,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,162,22.838,0.2347,38.082,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,168,23.02,0.2023,41.22,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,174,23.489,0.2245,38.537,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,15,180,22.283,0.1928,37.063,36.72,0.693,1.316,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,0,0.0,0.1351,30.643,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,6,1.34,0.1288,30.32,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,12,5.983,0.1541,31.777,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,18,7.751,0.1399,31.81,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,24,9.885,0.1663,33.374,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,30,11.462,0.1609,29.376,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,36,12.818,0.1758,35.614,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,42,13.448,0.1961,30.138,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,48,16.113,0.1841,38.178,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,54,17.838,0.1964,33.652,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,60,17.255,0.1674,32.923,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,66,18.931,0.1935,34.205,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,72,20.303,0.2025,35.328,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,78,22.087,0.2093,36.396,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,84,22.957,0.2129,37.794,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,90,23.586,0.2151,38.881,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,96,23.73,0.2271,38.65,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,102,23.781,0.2209,33.4,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,108,24.516,0.2501,35.974,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,114,25.495,0.2205,37.611,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,120,26.583,0.21,41.689,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,126,26.068,0.2211,38.42,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,132,26.186,0.2335,40.525,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,138,26.926,0.2563,43.268,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,144,26.377,0.2201,41.513,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,150,27.749,0.2353,46.254,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,156,29.447,0.2386,40.283,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,162,29.562,0.2572,44.294,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,168,28.747,0.2455,46.225,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,174,29.555,0.2411,40.717,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,20,180,30.579,0.2642,42.515,40.83,0.554,1.46,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,0,0.235,0.1228,27.59,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,6,3.808,0.143,30.5,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,12,3.309,0.1375,27.462,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,18,6.686,0.1681,32.419,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,24,9.556,0.1736,33.248,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,30,11.679,0.1653,35.299,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,36,11.518,0.1682,33.431,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,42,13.612,0.1648,36.277,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,48,14.922,0.1883,31.155,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,54,16.643,0.212,32.709,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,60,16.997,0.1949,37.344,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,66,17.344,0.1866,34.502,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,72,19.699,0.2107,36.124,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,78,20.087,0.2066,37.045,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,84,20.633,0.2163,35.324,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,90,21.085,0.2302,35.897,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,96,23.153,0.2207,39.012,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,102,24.267,0.2294,38.033,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,108,24.101,0.2181,39.354,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,114,24.042,0.2316,37.421,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,120,23.979,0.1996,41.185,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,126,24.765,0.2195,40.715,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,132,26.303,0.2166,39.289,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,138,26.711,0.2382,42.991,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,144,27.195,0.2386,42.983,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,150,25.788,0.2164,38.762,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,156,27.946,0.2356,41.011,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,162,27.292,0.2526,42.712,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,168,26.898,0.2442,42.273,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,174,27.35,0.2425,44.7,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-20-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,20,180,28.158,0.2503,44.563,32.85,0.6,1.726,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,0,0.28,0.1283,39.768,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,6,3.73,0.1704,40.363,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,12,5.607,0.1586,41.7,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,18,9.022,0.18,41.156,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,24,12.807,0.185,43.218,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,30,13.273,0.1844,43.11,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,36,17.795,0.2061,40.482,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,42,17.984,0.2228,41.266,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,48,20.188,0.1948,45.448,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,54,20.472,0.2182,44.984,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,60,22.6,0.2124,46.153,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,66,25.119,0.2347,46.45,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,72,26.032,0.253,47.629,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,78,27.756,0.2587,42.76,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,84,28.817,0.2562,44.711,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,90,29.784,0.2619,49.86,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,96,29.22,0.2633,44.524,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,102,30.163,0.2705,45.446,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,108,31.052,0.2578,51.612,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,114,31.851,0.2751,47.887,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,120,32.246,0.2711,46.718,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,126,33.203,0.2706,44.48,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,132,33.935,0.2722,50.356,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,138,34.338,0.2611,45.568,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,144,33.593,0.2404,52.175,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,150,32.879,0.2626,50.127,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,156,35.049,0.2882,50.64,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,162,35.478,0.2819,49.757,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,168,35.812,0.2787,52.332,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,174,35.847,0.2868,51.0,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-01,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,30,180,35.42,0.3029,53.181,25.96,0.694,2.096,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,0,0.178,0.1248,40.806,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,6,3.84,0.1383,40.332,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,12,7.319,0.1793,38.284,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,18,9.407,0.1742,42.827,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,24,11.989,0.1769,36.65,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,30,15.13,0.1951,47.031,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,36,17.282,0.1826,48.118,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,42,20.358,0.2389,43.482,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,48,22.509,0.2186,40.988,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,54,24.432,0.2057,42.674,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,60,25.59,0.2615,43.675,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,66,25.761,0.2418,44.752,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,72,27.06,0.2545,42.384,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,78,28.772,0.2439,44.852,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,84,29.466,0.2686,48.847,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,90,30.974,0.276,49.34,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,96,31.48,0.2709,46.567,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,102,32.534,0.2865,46.09,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,108,32.66,0.2556,45.042,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
PM-30-02,SC_top + sandy_clay_mid + weathered_mudstone_bottom,Sandy clay,30,114,34.161,0.2802,52.027,35.84,0.594,1.091,0,NIH / Mendeley Data (synthetic reconstruction)
