monitor_point_id,chainage_m,depth_m,date,load_stage_kpa,p_wave_velocity_mps,s_wave_velocity_mps,extensometer_displacement_mm,pressure_cell_kpa,pore_pressure_kpa,creep_rate_mm_per_day,formation,alert_level,source_reference
EMB-02,25.0,11.0,2023-12-07,209.0,1650.235,432.495,7.728,166.433,100.114,0.1239,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-02,25.0,11.0,2023-12-17,214.5,1647.145,425.551,7.454,172.021,88.556,0.112,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-02,25.0,11.0,2023-12-27,220.0,1650.239,433.579,7.867,172.061,101.032,0.112,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-01-01,22.0,1431.367,288.46,0.813,19.284,51.297,3.9089,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-01-11,27.5,1417.871,311.104,1.807,23.452,53.139,0.7944,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-01-21,33.0,1425.95,299.704,2.047,23.65,61.427,0.486,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-01-31,38.5,1438.814,301.05,1.976,30.828,61.775,0.3191,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-02-10,44.0,1428.935,320.559,2.706,34.759,64.389,0.3254,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-02-20,49.5,1418.449,301.776,3.296,40.67,64.427,0.3206,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-03-02,55.0,1440.168,312.902,3.434,44.395,67.636,0.2814,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-03-12,60.5,1435.505,311.582,3.807,45.024,67.655,0.2682,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-03-22,66.0,1447.943,309.281,4.259,49.271,71.037,0.2689,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-04-01,71.5,1436.288,303.336,3.628,53.848,64.281,0.2003,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-04-11,77.0,1453.203,312.66,4.815,57.013,66.218,0.237,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-04-21,82.5,1445.034,321.162,5.21,61.437,71.92,0.236,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-05-01,88.0,1440.547,310.877,5.868,65.467,74.077,0.2486,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-05-11,93.5,1428.712,319.242,5.789,70.626,78.164,0.2196,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-05-21,99.0,1437.48,322.914,5.778,76.711,73.852,0.2029,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-05-31,104.5,1455.163,317.883,6.374,77.009,77.481,0.2161,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-06-10,110.0,1462.307,319.384,7.113,87.061,73.14,0.223,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-06-20,115.5,1462.715,325.826,6.698,80.578,77.156,0.199,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-06-30,121.0,1460.752,315.339,6.812,88.903,69.905,0.1823,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-07-10,126.5,1463.996,321.298,7.406,95.027,75.121,0.1935,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-07-20,132.0,1462.444,317.646,8.018,93.59,79.584,0.196,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-07-30,137.5,1468.775,318.798,8.164,97.256,73.378,0.1926,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-08-09,143.0,1445.93,329.685,8.222,108.154,70.762,0.1906,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-08-19,148.5,1463.914,311.551,8.407,111.735,76.574,0.1895,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-08-29,154.0,1457.524,318.619,8.942,109.694,79.104,0.1881,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-09-08,159.5,1467.374,328.351,9.999,116.893,76.379,0.2083,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-09-18,165.0,1475.968,327.003,9.971,117.951,82.66,0.1901,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-09-28,170.5,1468.196,327.025,9.582,124.857,78.57,0.1877,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-10-08,176.0,1471.809,329.266,9.74,129.614,79.211,0.1752,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-10-18,181.5,1475.824,330.423,10.489,138.715,84.198,0.1783,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-10-28,187.0,1473.531,333.569,10.865,138.958,87.399,0.1822,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-11-07,192.5,1465.178,321.533,11.177,141.646,85.966,0.1863,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-11-17,198.0,1470.331,341.855,11.63,143.219,89.184,0.1849,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-11-27,203.5,1478.423,326.933,11.311,150.598,90.231,0.1755,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-12-07,209.0,1475.561,334.28,12.73,152.798,93.08,0.1924,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-12-17,214.5,1492.876,336.836,12.991,161.242,93.796,0.194,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,2.0,2023-12-27,220.0,1492.623,329.688,12.952,161.745,92.7,0.1868,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-01-01,22.0,1483.853,332.896,1.095,21.625,60.839,5.2697,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-01-11,27.5,1503.929,341.067,1.262,28.217,55.782,0.5585,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-01-21,33.0,1484.86,331.736,1.682,32.446,58.592,0.3975,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-01-31,38.5,1488.041,345.959,1.704,35.855,58.667,0.2681,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-02-10,44.0,1481.033,343.842,2.08,38.842,63.951,0.2606,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-02-20,49.5,1504.914,343.561,2.828,44.844,66.002,0.2769,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-03-02,55.0,1482.869,340.463,3.102,46.999,66.732,0.2539,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-03-12,60.5,1506.524,341.092,3.524,55.232,64.841,0.2512,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-03-22,66.0,1493.773,339.854,2.44,54.723,63.507,0.1562,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-04-01,71.5,1494.676,349.971,3.742,62.884,67.253,0.2002,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-04-11,77.0,1503.163,349.569,3.91,60.372,72.004,0.2032,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-04-21,82.5,1503.442,344.066,4.722,68.521,66.992,0.2217,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-05-01,88.0,1522.248,348.194,4.712,70.361,67.176,0.2009,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-05-11,93.5,1506.372,345.467,3.818,73.556,65.674,0.1575,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-05-21,99.0,1523.313,351.673,5.381,84.508,68.676,0.192,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-05-31,104.5,1505.621,354.084,4.315,85.122,65.521,0.143,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-06-10,110.0,1505.344,348.88,5.221,85.429,65.93,0.1662,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-06-20,115.5,1505.904,351.291,5.919,91.757,71.271,0.1639,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-06-30,121.0,1509.121,345.438,5.11,92.822,71.029,0.1486,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-07-10,126.5,1519.306,349.263,5.698,93.386,68.69,0.1544,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-07-20,132.0,1517.243,354.582,6.822,102.309,69.307,0.1784,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-07-30,137.5,1515.486,350.219,6.267,109.786,72.98,0.1551,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-08-09,143.0,1518.313,357.693,6.402,106.769,77.398,0.1458,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-08-19,148.5,1535.213,352.186,7.161,115.154,69.295,0.1696,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-08-29,154.0,1528.819,354.644,7.314,124.086,72.206,0.1618,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-09-08,159.5,1522.393,365.859,7.429,119.971,73.769,0.1481,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-09-18,165.0,1534.805,355.78,7.545,130.738,80.075,0.148,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-09-28,170.5,1528.812,355.555,7.702,130.97,77.859,0.1484,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-10-08,176.0,1521.772,354.015,8.026,137.181,81.563,0.1333,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-10-18,181.5,1541.934,361.033,8.658,137.639,89.545,0.1523,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-10-28,187.0,1551.818,356.77,9.051,140.923,86.809,0.1518,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-11-07,192.5,1527.629,363.181,8.944,147.265,85.622,0.148,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-11-17,198.0,1545.512,362.578,9.522,154.82,87.401,0.157,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-11-27,203.5,1538.703,357.121,9.899,157.897,93.867,0.1499,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-12-07,209.0,1560.808,360.142,10.041,157.43,94.838,0.1559,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-12-17,214.5,1562.105,375.567,9.957,160.117,96.604,0.1437,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,5.0,2023-12-27,220.0,1543.617,371.714,9.864,167.391,97.829,0.1311,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-01-01,22.0,1552.866,358.32,1.149,25.686,54.846,5.517,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-01-11,27.5,1586.19,366.056,1.329,32.11,67.139,0.5907,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-01-21,33.0,1577.513,377.695,2.281,30.794,57.759,0.5374,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-01-31,38.5,1577.139,368.069,1.656,37.348,58.467,0.2683,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-02-10,44.0,1571.0,373.887,1.787,43.329,61.546,0.218,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-02-20,49.5,1568.47,367.444,1.851,43.567,63.158,0.1846,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-03-02,55.0,1573.913,370.64,2.145,53.811,60.916,0.1838,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-03-12,60.5,1586.176,372.674,3.21,52.988,64.166,0.225,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-03-22,66.0,1586.717,371.745,2.735,54.273,69.272,0.1679,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-04-01,71.5,1593.954,376.356,3.248,66.746,64.329,0.1845,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-04-11,77.0,1581.482,381.169,3.244,70.452,68.977,0.1631,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-04-21,82.5,1591.529,375.596,3.672,68.809,63.426,0.1634,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-05-01,88.0,1602.576,380.154,4.266,75.69,65.277,0.1688,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-05-11,93.5,1599.911,377.605,4.408,76.649,71.647,0.1769,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-05-21,99.0,1606.755,380.052,3.822,81.762,68.902,0.14,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-05-31,104.5,1597.997,377.665,3.7,88.309,63.013,0.1139,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-06-10,110.0,1599.009,380.118,4.759,88.958,65.794,0.1529,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-06-20,115.5,1576.736,387.616,5.169,94.749,60.9,0.1579,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-06-30,121.0,1609.176,378.239,5.271,99.224,70.675,0.1506,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-07-10,126.5,1608.226,384.332,4.653,101.975,65.547,0.1323,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-07-20,132.0,1592.571,384.006,5.9,108.035,73.396,0.1444,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-07-30,137.5,1611.092,383.738,6.383,110.114,70.097,0.1589,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-08-09,143.0,1596.21,388.614,6.805,117.119,77.618,0.1537,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-08-19,148.5,1612.505,384.146,6.198,118.143,69.571,0.1367,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-08-29,154.0,1619.388,379.852,6.306,124.927,75.597,0.1307,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-09-08,159.5,1617.977,381.475,6.362,125.512,87.269,0.1328,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-09-18,165.0,1610.459,385.112,7.153,128.211,80.299,0.1543,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-09-28,170.5,1632.426,386.651,6.658,129.821,81.709,0.1238,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-10-08,176.0,1615.183,384.786,7.341,140.969,85.15,0.139,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-10-18,181.5,1608.348,389.542,7.364,141.687,82.807,0.1393,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-10-28,187.0,1618.462,388.862,8.27,145.312,89.994,0.1518,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-11-07,192.5,1622.552,393.438,8.036,149.887,88.665,0.1383,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-11-17,198.0,1624.732,401.632,7.692,156.226,92.825,0.1214,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-11-27,203.5,1620.545,401.262,8.489,155.548,100.399,0.1429,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-12-07,209.0,1620.052,395.803,9.064,164.591,95.157,0.1366,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-12-17,214.5,1632.314,390.912,8.481,164.888,103.038,0.1254,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,8.0,2023-12-27,220.0,1627.866,399.319,9.017,173.685,102.675,0.1216,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-01-01,22.0,1578.665,396.612,0.967,29.006,50.381,4.6565,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-01-11,27.5,1582.03,395.455,1.235,35.745,53.626,0.5536,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-01-21,33.0,1577.977,395.36,1.854,38.074,64.428,0.4345,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-01-31,38.5,1596.654,394.959,1.765,43.019,60.231,0.2866,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-02-10,44.0,1593.836,400.812,2.387,41.745,61.635,0.2967,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-02-20,49.5,1599.095,398.404,2.741,51.989,65.712,0.2744,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-03-02,55.0,1600.507,404.042,3.202,56.102,62.151,0.2649,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-03-12,60.5,1612.688,399.73,2.188,57.49,64.333,0.1608,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-03-22,66.0,1592.689,414.112,2.618,62.504,60.771,0.1632,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-04-01,71.5,1616.698,401.462,2.708,60.353,60.851,0.1592,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-04-11,77.0,1605.206,407.34,2.845,76.56,61.786,0.1504,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-04-21,82.5,1606.32,409.023,3.555,73.364,68.159,0.1598,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-05-01,88.0,1623.36,407.801,3.843,81.284,64.1,0.1521,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-05-11,93.5,1622.383,409.22,4.301,84.104,66.802,0.1742,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-05-21,99.0,1624.97,411.972,4.101,85.732,63.848,0.1485,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-05-31,104.5,1629.635,414.954,4.371,92.323,65.104,0.1456,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-06-10,110.0,1611.006,420.717,4.312,94.239,67.12,0.1397,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-06-20,115.5,1611.647,415.941,4.406,99.528,58.84,0.1277,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-06-30,121.0,1616.367,421.014,4.515,103.952,70.213,0.1371,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-07-10,126.5,1625.206,415.704,5.051,100.307,68.548,0.1407,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-07-20,132.0,1623.009,416.198,5.476,110.52,73.873,0.1381,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-07-30,137.5,1625.071,410.098,5.216,116.334,64.704,0.1294,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-08-09,143.0,1630.455,404.24,5.864,123.702,74.983,0.1313,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-08-19,148.5,1625.275,411.078,5.84,119.792,72.847,0.1341,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-08-29,154.0,1636.469,414.128,6.077,131.591,79.67,0.1258,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-09-08,159.5,1624.107,422.45,5.991,133.123,77.728,0.1155,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-09-18,165.0,1634.754,421.088,6.715,135.476,79.654,0.1362,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-09-28,170.5,1630.542,415.444,7.175,136.586,84.316,0.141,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-10-08,176.0,1636.059,422.821,6.783,141.79,85.581,0.1324,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-10-18,181.5,1639.66,426.38,7.171,145.821,85.89,0.1321,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-10-28,187.0,1634.693,418.176,7.511,151.456,96.261,0.1343,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-11-07,192.5,1641.423,419.832,7.697,154.362,89.407,0.1245,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-11-17,198.0,1643.147,420.479,7.606,159.407,96.145,0.1274,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-11-27,203.5,1642.594,426.161,8.403,165.057,93.947,0.132,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-12-07,209.0,1643.686,426.46,8.626,163.454,97.788,0.1319,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-12-17,214.5,1653.399,430.198,8.114,171.0,98.956,0.1208,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-03,50.0,11.0,2023-12-27,220.0,1656.832,431.533,8.654,171.411,98.302,0.1235,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-01-01,22.0,1428.306,290.46,1.365,20.03,51.968,6.5611,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-01-11,27.5,1438.737,289.721,1.41,25.966,53.428,0.6289,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-01-21,33.0,1450.718,296.859,2.334,29.817,59.054,0.5484,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-01-31,38.5,1436.63,288.876,2.468,30.865,58.754,0.3855,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-02-10,44.0,1437.735,300.504,3.04,40.816,60.354,0.3711,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-02-20,49.5,1433.68,305.496,2.339,41.903,61.321,0.2327,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-03-02,55.0,1451.499,305.989,3.246,40.978,63.109,0.2577,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-03-12,60.5,1442.298,302.017,3.551,48.393,69.715,0.2458,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-03-22,66.0,1453.185,300.838,3.89,53.016,69.394,0.2404,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-04-01,71.5,1455.103,308.569,3.577,56.741,66.057,0.2002,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-04-11,77.0,1458.152,308.92,4.156,60.576,75.278,0.2064,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-04-21,82.5,1458.024,311.249,4.56,60.683,69.401,0.2128,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-05-01,88.0,1467.84,316.538,5.147,66.711,70.099,0.2136,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-05-11,93.5,1469.558,307.742,5.35,73.274,68.386,0.2037,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-05-21,99.0,1469.595,305.997,5.842,75.658,73.011,0.2119,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-04,75.0,2.0,2023-05-31,104.5,1462.804,316.814,5.945,79.636,71.727,0.1983,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
