cell_id,easting_m,northing_m,swelling_clay_index,compressible_ground_index,running_sand_index,corroded_asset_density_per_km2,ground_movement_potential,risk_class,dominant_soil,source_reference
BGS-0209,532750,162500,43.426,48.354,15.617,7.846,50.501,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0210,532750,162750,36.806,28.978,12.135,8.544,41.888,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0211,532750,163000,53.019,71.574,0.459,7.465,58.02,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0212,532750,163250,31.297,46.626,34.392,8.026,49.759,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0213,532750,163500,26.929,39.377,24.731,6.302,40.406,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0214,532750,163750,52.712,40.859,4.818,10.176,53.299,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0215,532750,164000,55.051,40.018,5.53,7.787,49.758,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0216,532750,164250,59.967,52.933,6.356,10.024,60.227,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0217,533000,160000,37.278,38.296,33.69,8.118,49.211,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0218,533000,160250,38.492,19.779,33.902,11.263,49.084,Moderate,Clay-Sand Mix,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0219,533000,160500,36.089,54.133,26.718,7.022,50.636,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0220,533000,160750,27.765,31.804,34.802,7.621,42.739,Low,Sand,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0221,533000,161000,49.515,42.508,36.651,6.853,53.666,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0222,533000,161250,33.51,24.592,24.284,7.492,39.922,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0223,533000,161500,46.485,45.545,19.891,9.779,55.127,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0224,533000,161750,45.496,57.07,20.243,10.12,59.362,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0225,533000,162000,49.04,33.435,26.213,6.908,48.205,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0226,533000,162250,32.992,56.021,6.865,8.072,47.624,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0227,533000,162500,32.67,37.993,14.789,8.435,43.769,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0228,533000,162750,31.794,33.0,17.323,9.528,44.264,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0229,533000,163000,32.226,37.876,19.899,6.311,40.861,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0230,533000,163250,31.962,44.06,17.444,6.903,43.389,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0231,533000,163500,45.277,52.024,16.025,11.294,58.748,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0232,533000,163750,42.512,51.932,17.07,8.28,52.472,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0233,533000,164000,20.166,52.592,20.977,9.597,47.434,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0234,533000,164250,22.412,54.019,35.963,8.541,50.169,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0235,533250,160000,37.971,49.965,30.836,10.39,56.903,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0236,533250,160250,47.891,31.035,32.149,7.771,49.811,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0237,533250,160500,42.907,51.232,23.908,3.768,45.765,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0238,533250,160750,35.739,39.218,34.981,8.53,49.965,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0239,533250,161000,43.175,29.336,16.08,10.28,48.422,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0240,533250,161250,49.435,26.192,8.171,11.322,49.869,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0241,533250,161500,45.74,35.125,8.397,9.048,47.457,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0242,533250,161750,47.179,50.959,19.62,9.827,57.259,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0243,533250,162000,39.121,43.437,35.533,9.717,54.943,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0244,533250,162250,48.891,55.857,15.031,9.24,57.509,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0245,533250,162500,41.392,51.569,3.211,10.853,53.504,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0246,533250,162750,42.843,62.442,6.796,7.108,51.801,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0247,533250,163000,47.954,45.42,14.763,9.31,53.671,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0248,533250,163250,40.051,44.867,31.432,11.079,57.331,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0249,533250,163500,26.467,34.477,7.07,7.409,36.671,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0250,533250,163750,33.133,58.499,30.628,7.971,53.566,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0251,533250,164000,42.266,48.37,23.65,5.77,48.096,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0252,533250,164250,15.064,49.796,29.091,5.827,39.544,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0253,533500,160000,51.112,54.936,34.712,11.001,65.538,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0254,533500,160250,50.328,11.965,7.584,9.252,41.515,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0255,533500,160500,62.553,38.009,36.477,8.651,60.29,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0256,533500,160750,29.545,41.989,34.631,8.434,48.303,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0257,533500,161000,29.022,51.445,40.054,7.777,51.331,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0258,533500,161250,38.733,36.865,16.691,9.692,48.371,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0259,533500,161500,37.919,33.642,25.936,9.097,47.928,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0260,533500,161750,41.545,43.202,25.064,7.44,49.381,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0261,533500,162000,25.211,51.702,10.81,6.838,41.846,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0262,533500,162250,35.435,52.486,17.315,8.296,50.052,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0263,533500,162500,17.996,42.301,26.572,7.599,40.744,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0264,533500,162750,22.346,67.523,5.383,7.356,45.874,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0265,533500,163000,32.725,47.775,33.007,6.862,48.293,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0266,533500,163250,22.088,51.706,18.314,7.941,44.297,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0267,533500,163500,15.805,45.768,18.158,6.844,37.881,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0268,533500,163750,37.241,60.013,22.707,9.229,56.164,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0269,533500,164000,21.784,31.365,29.347,8.093,39.965,Low,Clay-Sand Mix,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0270,533500,164250,40.311,48.247,23.754,7.252,50.002,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0271,533750,160000,36.756,32.163,12.487,8.414,42.796,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0272,533750,160250,48.42,35.249,9.865,5.043,41.632,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0273,533750,160500,35.961,25.774,28.235,6.964,41.175,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0274,533750,160750,56.143,20.358,23.63,7.733,47.373,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0275,533750,161000,40.696,35.653,8.125,9.218,45.966,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0276,533750,161250,55.048,28.575,24.001,8.141,50.569,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0277,533750,161500,45.811,54.471,18.754,7.153,52.93,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0278,533750,161750,31.856,31.65,0,4.688,31.305,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0279,533750,162000,44.383,57.015,0,6.63,48.184,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0280,533750,162250,30.14,45.846,12.108,7.579,43.347,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0281,533750,162500,37.764,48.99,37.145,7.925,53.444,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0282,533750,162750,19.857,57.314,0,2.271,31.121,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0283,533750,163000,18.677,37.154,32.453,8.164,41.564,Low,Clay-Sand Mix,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0284,533750,163250,52.018,35.449,21.975,8.142,51.31,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0285,533750,163500,38.484,54.901,36.572,6.571,53.165,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0286,533750,163750,59.794,49.414,24.529,8.659,60.505,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0287,533750,164000,35.569,37.428,35.003,8.663,49.536,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0288,533750,164250,35.836,38.759,44.896,6.335,48.077,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0289,534000,160000,37.278,20.102,23.688,9.66,43.601,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0290,534000,160250,32.329,44.864,17.613,6.98,43.977,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0291,534000,160500,46.879,27.082,20.406,5.434,41.293,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0292,534000,160750,41.169,44.153,22.829,8.066,50.198,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0293,534000,161000,35.343,53.042,7.233,7.24,46.087,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0294,534000,161250,25.143,66.428,16.129,7.69,49.53,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0295,534000,161500,42.132,38.512,31.751,8.741,51.824,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0296,534000,161750,34.21,42.381,13.896,7.385,43.759,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0297,534000,162000,35.304,67.958,0,3.546,42.905,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0298,534000,162250,33.705,43.348,7.331,8.646,44.723,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0299,534000,162500,40.982,59.721,33.558,8.996,59.453,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0300,534000,162750,40.964,48.785,13.573,10.116,53.348,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0301,534000,163000,19.414,55.937,22.605,3.743,38.106,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0302,534000,163250,33.913,32.078,10.268,6.768,38.234,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0303,534000,163500,22.378,15.338,2.404,6.613,26.151,Very Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0304,534000,163750,22.556,61.27,38.378,7.607,51.539,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0305,534000,164000,21.957,41.16,28.068,6.973,41.065,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0306,534000,164250,47.252,31.668,42.616,8.437,53.284,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0307,534250,160000,47.166,35.798,30.944,6.832,49.199,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0308,534250,160250,59.72,29.576,25.66,10.805,57.843,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0309,534250,160500,28.185,56.9,28.966,9.474,53.481,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0310,534250,160750,37.913,41.381,34.762,8.359,51.17,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0311,534250,161000,58.075,34.927,20.712,6.658,50.485,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0312,534250,161250,36.67,40.937,12.569,8.433,45.798,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0313,534250,161500,42.826,45.089,22.65,10.337,55.193,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0314,534250,161750,32.709,49.779,14.383,5.37,42.185,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0315,534250,162000,29.352,23.652,10.949,5.581,31.65,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0316,534250,162250,35.706,44.445,24.302,11.989,55.607,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0317,534250,162500,31.495,25.434,20.115,8.635,40.585,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0318,534250,162750,26.139,58.658,21.148,8.904,50.557,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0319,534250,163000,27.492,65.106,25.833,11.077,58.205,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0320,534250,163250,35.325,38.613,21.681,9.252,47.976,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0321,534250,163500,43.471,39.566,23.658,11.183,55.305,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0322,534250,163750,31.826,40.088,29.258,4.364,40.016,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0323,534250,164000,26.771,31.38,50.997,5.484,41.933,Low,Sand,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0324,534250,164250,51.057,56.324,43.172,8.463,63.282,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0325,534500,160000,43.269,22.487,14.948,8.882,43.364,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0326,534500,160250,70.766,22.68,8.104,6.03,47.239,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0327,534500,160500,56.451,21.556,14.314,10.368,50.592,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0328,534500,160750,64.925,62.488,17.721,6.952,62.329,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0329,534500,161000,46.286,51.995,17.398,9.401,56.016,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0330,534500,161250,52.082,54.811,12.991,7.202,54.248,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0331,534500,161500,42.573,40.189,7.578,6.038,42.377,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0332,534500,161750,48.839,49.387,8.639,9.819,54.925,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0333,534500,162000,30.145,45.609,8.412,11.188,48.951,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0334,534500,162250,48.485,38.897,29.003,8.081,52.576,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0335,534500,162500,48.045,48.702,10.537,8.238,51.962,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0336,534500,162750,33.793,53.912,22.884,7.215,49.193,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0337,534500,163000,28.835,58.094,22.579,8.338,50.685,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0338,534500,163250,38.255,47.017,41.658,12.492,62.173,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0339,534500,163500,42.166,56.925,20.918,7.42,53.336,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0340,534500,163750,21.983,29.495,21.342,7.864,37.231,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0341,534500,164000,25.187,28.391,19.828,8.368,38.648,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0342,534500,164250,49.89,39.52,27.023,9.174,54.853,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0343,534750,160000,54.926,28.472,19.551,7.98,49.217,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0344,534750,160250,45.397,30.282,0,6.321,38.924,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0345,534750,160500,44.386,36.81,24.473,3.924,41.829,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0346,534750,160750,41.86,24.464,18.087,8.466,43.444,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0347,534750,161000,64.052,47.122,18.637,9.436,61.447,High,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0348,534750,161250,31.64,41.575,9.887,7.202,41.297,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0349,534750,161500,41.991,42.893,14.24,10.211,52.053,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0350,534750,161750,44.184,46.592,29.524,10.378,57.807,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0351,534750,162000,54.585,28.056,22.857,8.493,50.597,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0352,534750,162250,33.505,48.815,26.82,6.469,46.873,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0353,534750,162500,33.721,31.624,38.478,10.712,51.313,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0354,534750,162750,29.32,33.498,30.033,7.088,41.897,Low,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0355,534750,163000,37.967,44.451,25.135,9.237,51.697,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0356,534750,163250,43.085,60.874,25.306,6.183,53.766,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0357,534750,163500,46.666,39.748,22.406,7.993,50.564,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0358,534750,163750,53.395,49.872,34.299,6.05,55.682,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0359,534750,164000,57.269,56.014,24.222,6.599,58.014,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
BGS-0360,534750,164250,62.92,35.933,24.154,8.138,56.09,Moderate,Clay,British Geological Survey (BGS) style (synthetic reconstruction)
