sample_id,peak_temp_c,ramp_rate_c_per_min,hold_time_min,cool_rate_c_per_min,pressure_mpa,atmosphere,green_rel_density,green_porosity_pct,powder_particle_size_d50_um,green_pore_size_d50_um,grain_size_d10_um,grain_size_d50_um,grain_size_d90_um,pore_size_d10_um,pore_size_d50_um,pore_size_d90_um,gb_high_angle_fraction,gb_mean_misorientation_deg,relative_density_final,final_porosity_pct
SPM-42-0131,1547.0773,15.7206,160,2.827,25.6812,air,0.5186,48.1364,2.7441,1.7734,7.7252,10.6727,14.7448,0.5554,0.7576,1.0334,0.6628,34.0019,0.9014,9.8612
SPM-42-0132,1285.9219,18.2684,101,4.9795,37.6695,air,0.6133,38.6715,1.3937,1.0518,2.7404,3.7921,5.2473,0.3528,0.522,0.7723,0.5953,35.8733,0.8739,12.6109
SPM-42-0133,1338.8501,6.121,26,3.608,0.0,air,0.5551,44.4866,1.1036,1.3394,1.9638,3.0132,4.6233,0.4877,0.7715,1.2203,0.5826,36.885,0.8192,18.076
SPM-42-0134,1559.9471,13.0894,55,9.9629,0.0,air,0.5151,48.493,2.68,1.9167,6.9742,10.4668,15.7087,0.5068,0.716,1.0116,0.6302,36.2946,0.9035,9.649
SPM-42-0135,1250.8247,11.3195,100,11.1714,0.0,argon,0.5082,49.1815,1.4919,1.2946,3.6827,5.6768,8.7506,0.4783,0.6828,0.9748,0.6416,32.843,0.8311,16.8948
SPM-42-0136,1282.7062,14.293,18,15.7291,0.0,vacuum,0.5101,48.987,1.5254,1.3161,2.2617,3.4609,5.296,0.4286,0.5948,0.8254,0.5982,35.0169,0.8548,14.5166
SPM-42-0137,1368.1951,9.0332,166,13.4173,7.9752,nitrogen,0.6048,39.5199,6.0,3.9464,13.0862,20.2366,31.294,1.0252,1.4245,1.9794,0.6492,31.9828,0.9411,5.8922
SPM-42-0138,1181.9163,19.1543,66,11.4141,0.0,vacuum,0.519,48.096,2.1559,1.5921,3.1425,4.7524,7.1872,0.6336,0.8542,1.1517,0.5706,32.378,0.8233,17.6669
SPM-42-0139,1151.4525,12.3304,58,15.01,5.1156,air,0.6288,37.1197,0.4,1.0838,0.5038,0.8101,1.3027,0.3131,0.5347,0.9132,0.5256,32.0731,0.8629,13.7059
SPM-42-0140,1436.6629,2.9481,132,6.0173,47.9336,nitrogen,0.5103,48.9661,1.4327,1.5999,4.2928,5.7462,7.6918,0.4115,0.5277,0.6768,0.6289,32.6226,0.942,5.8
SPM-42-0141,1486.3066,5.5176,62,18.208,0.0,vacuum,0.6399,36.014,2.2794,1.5326,4.4941,7.3556,12.0389,0.4808,0.7665,1.2222,0.688,35.5384,0.8752,12.4811
SPM-42-0142,1580.5925,19.5061,71,4.5627,0.0,hydrogen,0.6382,36.1809,3.274,2.5519,7.9356,13.033,21.4046,0.8096,1.315,2.1359,0.7127,31.5162,0.8967,10.3305
SPM-42-0143,1218.3859,6.6978,100,7.6702,38.0909,nitrogen,0.5477,45.2291,1.1888,0.7922,2.5237,3.5747,5.0633,0.2034,0.2911,0.4166,0.5008,30.8587,0.91,9.0045
SPM-42-0144,1203.8181,7.5495,30,6.7701,0.0,hydrogen,0.6211,37.886,0.8024,0.9499,1.3475,2.1917,3.5647,0.3173,0.514,0.8327,0.5627,33.781,0.8485,15.1458
SPM-42-0145,1576.0483,17.3828,140,12.0072,0.0,nitrogen,0.5693,43.0694,2.0934,1.999,5.2042,7.8298,11.7799,0.5283,0.8581,1.3938,0.7409,36.9181,0.8951,10.4949
SPM-42-0146,1551.248,9.9818,84,4.3182,0.0,argon,0.6413,35.8658,1.1931,1.1129,3.4936,5.4355,8.4567,0.3925,0.6372,1.0343,0.7204,34.2652,0.8674,13.2584
SPM-42-0147,1349.4458,17.89,22,10.6226,0.0,argon,0.5206,47.9415,1.6023,1.2373,2.7815,4.254,6.5059,0.4194,0.6324,0.9538,0.5629,34.5356,0.82,18.002
SPM-42-0148,1547.8824,16.0137,120,3.0546,0.0,hydrogen,0.615,38.4974,0.4995,0.3867,1.3741,2.1826,3.467,0.0985,0.1427,0.2068,0.7227,38.5079,0.9639,3.6112
SPM-42-0149,1188.0502,12.6654,178,16.5118,0.0,hydrogen,0.5887,41.1266,2.0169,1.6499,4.2396,6.2529,9.2224,0.6822,1.0277,1.5482,0.6228,34.9536,0.8261,17.3907
SPM-42-0150,1128.084,12.8299,122,2.3587,0.0,air,0.6377,36.2316,1.0849,1.388,1.8837,2.9835,4.7256,0.4324,0.7674,1.3618,0.5359,29.3741,0.8054,19.4575
SPM-42-0151,1297.7978,3.8186,34,7.4318,37.9558,nitrogen,0.5655,43.447,1.9381,1.3519,4.1584,5.5867,7.5056,0.3245,0.4974,0.7625,0.5536,31.2787,0.9148,8.525
SPM-42-0152,1466.9975,7.3013,0,5.1987,47.6914,hydrogen,0.5587,44.126,0.8182,1.0797,1.8595,2.7005,3.922,0.3513,0.4573,0.5953,0.5067,30.6507,0.9134,8.6576
SPM-42-0153,1224.7704,3.2203,27,6.6198,7.1666,argon,0.5657,43.4267,1.3696,0.9888,1.9864,3.0568,4.7041,0.3693,0.5024,0.6835,0.5272,31.116,0.8578,14.2182
SPM-42-0154,1325.6437,16.3855,5,2.6014,0.0,air,0.6427,35.7251,0.9676,1.277,1.4438,2.2394,3.4736,0.503,0.8347,1.3852,0.5406,33.7125,0.8084,19.1598
SPM-42-0155,1150.6289,5.6999,178,5.4197,0.0,argon,0.6388,36.1164,1.677,1.3118,3.2379,5.0016,7.726,0.4827,0.7543,1.1785,0.6615,37.1801,0.8453,15.4682
SPM-42-0156,1412.5455,10.6459,52,3.7458,0.0,air,0.5438,45.6228,1.1111,1.0515,2.3192,3.7341,6.0124,0.3583,0.5011,0.7008,0.6271,33.1445,0.8467,15.3293
SPM-42-0157,1234.281,3.1095,170,15.5402,0.0,air,0.6002,39.9779,2.4637,2.0742,4.7635,7.6905,12.4159,0.7747,1.1341,1.6601,0.6776,34.5361,0.8728,12.7166
SPM-42-0158,1217.821,7.3793,8,9.1065,0.0,vacuum,0.6351,36.4932,3.6132,2.6393,5.8183,9.7608,16.3749,0.8754,1.4209,2.3062,0.5627,35.3865,0.8529,14.7108
SPM-42-0159,1598.6346,13.2901,66,17.0139,0.0,hydrogen,0.6091,39.0935,2.0608,1.7017,4.1427,6.4192,9.9468,0.5729,0.8543,1.274,0.6508,33.1925,0.8975,10.2533
SPM-42-0160,1156.2594,4.6936,149,12.1987,47.2842,air,0.6387,36.1261,1.602,1.1912,3.6111,4.729,6.193,0.374,0.5995,0.961,0.5717,35.1282,0.8804,11.9616
SPM-42-0161,1446.8306,2.6981,84,18.0123,7.2181,air,0.5713,42.8717,1.0592,0.7912,2.9871,4.0991,5.625,0.2223,0.2684,0.3242,0.6525,36.7242,0.9309,6.9131
SPM-42-0162,1471.8618,15.9326,106,7.7756,9.0179,argon,0.5663,43.3743,2.8964,2.1227,7.3334,11.2602,17.2894,0.6105,0.7792,0.9945,0.705,33.5368,0.9425,5.7515
SPM-42-0163,1186.8687,17.7533,14,5.6131,0.0,air,0.5685,43.1533,0.448,0.6756,0.589,0.929,1.4651,0.2526,0.377,0.5626,0.5488,31.0419,0.8089,19.112
SPM-42-0164,1274.88,4.9432,176,18.1009,0.0,air,0.5041,49.5882,2.0991,1.5192,3.9132,6.5481,10.9572,0.4321,0.595,0.8193,0.6156,35.1427,0.858,14.1955
SPM-42-0165,1500.4324,6.0279,78,12.9502,36.9216,nitrogen,0.5413,45.8693,1.4276,1.1002,3.6741,5.0987,7.0757,0.3448,0.4771,0.6601,0.6542,32.9113,0.9335,6.6542
SPM-42-0166,1396.8863,7.0882,123,14.3194,0.0,hydrogen,0.6483,35.1746,3.9088,2.4935,10.0273,15.8292,24.9882,0.6344,1.0069,1.598,0.6385,32.3922,0.8889,11.1129
SPM-42-0167,1440.3779,14.9831,75,13.7972,0.0,air,0.5628,43.7215,1.3447,1.524,2.8999,4.4205,6.7384,0.4525,0.651,0.9366,0.6858,34.0612,0.8572,14.278
SPM-42-0168,1353.6574,17.2175,142,17.1315,0.0,air,0.5146,48.536,0.9342,2.4675,1.7768,2.8686,4.6315,0.8216,1.1636,1.6481,0.6431,35.2865,0.8683,13.1681
SPM-42-0169,1230.2796,7.2929,120,17.3218,0.0,air,0.5952,40.484,1.8317,1.4828,3.706,5.5603,8.3426,0.4168,0.674,1.0899,0.688,40.8291,0.8502,14.9815
SPM-42-0170,1271.3349,19.7694,117,18.0712,0.0,vacuum,0.6294,37.0641,1.2443,1.1185,2.1939,3.4865,5.5407,0.323,0.5208,0.8396,0.6686,33.4594,0.8573,14.2706
SPM-42-0171,1338.7001,2.084,95,11.6081,45.1403,argon,0.6135,38.6473,1.5454,1.2383,3.6645,5.1326,7.1888,0.3842,0.5862,0.8944,0.5697,34.0559,0.9233,7.6716
SPM-42-0172,1362.0588,9.806,34,14.362,0.0,vacuum,0.6352,36.4792,1.2736,1.1083,2.5408,3.9011,5.9896,0.3768,0.5394,0.7721,0.6371,38.7208,0.8786,12.1436
SPM-42-0173,1227.8946,11.6252,12,2.8746,34.4105,argon,0.503,49.7039,2.039,1.5145,3.0888,4.5207,6.6165,0.4853,0.6591,0.8953,0.4704,28.9029,0.8633,13.6733
SPM-42-0174,1234.9886,12.9014,26,4.4689,0.0,vacuum,0.5927,40.7345,0.5786,0.7444,0.7478,1.1424,1.7452,0.2618,0.4117,0.6475,0.5915,36.4125,0.8534,14.6558
SPM-42-0175,1340.332,6.2211,22,2.2295,42.5854,air,0.6004,39.9647,1.5611,1.1469,3.3153,4.5804,6.3281,0.3682,0.5569,0.8423,0.529,33.086,0.8649,13.5125
SPM-42-0176,1245.2836,16.4287,29,7.6287,0.0,nitrogen,0.6137,38.6269,1.8063,1.3788,2.5316,4.0031,6.3301,0.5532,0.7476,1.0103,0.6008,33.7451,0.8358,16.4151
SPM-42-0177,1525.3358,16.3982,42,13.6792,0.0,nitrogen,0.6044,39.5575,0.8651,1.2132,1.7881,2.8974,4.6949,0.3591,0.5369,0.8026,0.6301,31.1025,0.8956,10.4428
SPM-42-0178,1586.7223,4.3518,28,18.5672,24.831,air,0.5095,49.05,3.1169,3.0237,7.4973,9.9625,13.2382,0.7374,0.9366,1.1896,0.6054,33.7737,0.9579,4.2087
SPM-42-0179,1431.8553,13.5453,142,4.6758,32.5811,air,0.5017,49.8253,3.4363,2.4336,9.5946,12.954,17.4896,0.6651,0.963,1.3944,0.6044,33.9781,0.8947,10.534
SPM-42-0180,1289.3188,16.7079,113,3.419,25.1644,air,0.6285,37.1512,1.4174,1.2468,3.2669,4.6776,6.6973,0.4446,0.6304,0.8938,0.5739,32.6762,0.8734,12.6613
SPM-42-0181,1203.4256,14.0865,93,19.1064,41.7465,argon,0.6266,37.3352,0.7587,1.0662,1.181,1.6448,2.2907,0.3043,0.4488,0.6622,0.5427,35.092,0.9143,8.5718
SPM-42-0182,1499.9564,11.8584,27,8.73,0.0,nitrogen,0.5246,47.5377,0.4526,0.8104,1.1508,1.7433,2.6408,0.2585,0.3734,0.5394,0.5833,35.2788,0.8817,11.831
SPM-42-0183,1563.3133,17.0744,115,12.5986,0.0,nitrogen,0.5884,41.1603,1.6737,1.4519,4.9547,7.5249,11.4284,0.4699,0.643,0.8797,0.7553,40.367,0.917,8.2989
SPM-42-0184,1151.777,13.8354,82,12.9109,0.0,argon,0.5577,44.2301,2.1091,1.6402,2.8954,4.453,6.8485,0.6246,0.9987,1.5968,0.5401,35.4026,0.8264,17.3588
SPM-42-0185,1200.4445,13.235,88,7.2304,10.9702,nitrogen,0.6066,39.3441,1.6751,2.1549,2.6613,3.672,5.0666,0.788,1.0878,1.5018,0.5927,32.3258,0.8582,14.178
SPM-42-0186,1538.7386,9.603,27,2.2299,0.0,air,0.5218,47.8201,1.8335,1.6723,5.0396,7.8001,12.0728,0.5037,0.719,1.0263,0.6276,34.9156,0.8671,13.2936
SPM-42-0187,1534.0177,15.3109,165,17.5671,0.0,hydrogen,0.5356,46.4361,5.691,3.6016,11.5727,19.2929,32.1632,1.149,1.6104,2.2571,0.7198,36.2919,0.8957,10.4316
SPM-42-0188,1225.6706,13.1701,113,16.0566,46.0169,vacuum,0.6057,39.4306,2.6492,2.0502,4.8651,6.8948,9.7714,0.6261,0.927,1.3726,0.6085,32.2315,0.917,8.2959
SPM-42-0189,1314.2539,12.0188,149,4.3412,5.254,vacuum,0.5699,43.005,4.0907,3.4161,8.8138,13.8675,21.8189,1.0314,1.4879,2.1465,0.6297,32.2388,0.886,11.4013
SPM-42-0190,1578.4939,11.3709,40,16.1526,0.0,argon,0.5806,41.9445,0.9149,0.7879,2.6459,3.648,5.0298,0.2088,0.3297,0.5208,0.5895,36.7597,0.8931,10.6914
SPM-42-0191,1322.8336,18.2809,159,13.0466,0.0,air,0.506,49.4018,2.7012,2.2181,5.6416,8.7603,13.603,0.6146,0.8564,1.1932,0.6263,34.3121,0.8702,12.9828
SPM-42-0192,1343.4024,7.3358,82,13.7275,0.0,argon,0.6422,35.7768,1.5551,1.2944,2.5694,4.0591,6.4125,0.3707,0.6355,1.0895,0.6132,35.5239,0.8549,14.5052
SPM-42-0193,1265.8577,3.5754,64,2.9768,0.0,argon,0.5862,41.3756,1.0606,0.9144,2.4596,3.8754,6.1061,0.2743,0.4,0.5834,0.5644,31.0149,0.8662,13.3786
SPM-42-0194,1392.804,14.6159,128,3.3066,0.0,argon,0.618,38.1966,1.2217,1.4379,2.8706,4.4049,6.7592,0.5233,0.7265,1.0085,0.713,31.3918,0.8677,13.2329
SPM-42-0195,1172.0378,14.1912,165,18.455,0.0,hydrogen,0.6424,35.758,1.6803,1.5222,2.625,4.3656,7.2603,0.6148,0.9297,1.4061,0.5843,35.1888,0.8446,15.5436
SPM-42-0196,1356.2763,4.8972,64,5.9742,0.0,air,0.5272,47.2796,1.6024,1.6399,3.6716,6.0039,9.8176,0.5191,0.7718,1.1474,0.6108,31.5787,0.8791,12.0877
SPM-42-0197,1252.8377,12.5151,93,12.1799,48.1397,air,0.5253,47.4704,0.6592,1.2087,1.118,1.6128,2.3265,0.3143,0.4687,0.6989,0.5244,33.6502,0.9013,9.8707
SPM-42-0198,1343.4857,3.959,20,13.6199,43.6421,nitrogen,0.521,47.9,1.576,1.3492,2.8924,4.1675,6.0046,0.5066,0.5908,0.6891,0.4932,28.4623,0.8633,13.6696
SPM-42-0199,1282.9093,6.0195,74,15.8986,0.0,air,0.5752,42.4832,0.8172,1.4849,1.5738,2.5699,4.1965,0.4403,0.6178,0.8671,0.6418,37.4164,0.8648,13.5205
SPM-42-0200,1569.5876,2.7276,59,15.7065,0.0,air,0.5554,44.4585,2.7394,2.0178,6.9872,10.7968,16.6835,0.4849,0.7279,1.0928,0.6339,34.4681,0.9124,8.7594
SPM-42-0201,1186.9249,13.7662,167,8.5753,8.5027,hydrogen,0.5377,46.2262,0.9225,0.7165,2.1281,3.107,4.5363,0.195,0.2801,0.4022,0.5837,33.5255,0.8995,10.051
SPM-42-0202,1175.1202,4.8324,30,12.8364,23.6576,nitrogen,0.5495,45.0466,0.4878,0.6688,0.6976,1.0199,1.4911,0.2351,0.364,0.5636,0.5214,33.3001,0.8467,15.3314
SPM-42-0203,1183.1707,18.604,103,11.2995,0.0,hydrogen,0.5845,41.5459,1.856,1.2757,3.2906,5.0642,7.7938,0.5179,0.726,1.0176,0.6232,30.903,0.839,16.1041
SPM-42-0204,1190.9421,13.8737,175,6.7614,0.0,air,0.568,43.1979,1.6761,1.3484,3.1338,4.8145,7.3966,0.4253,0.6638,1.0362,0.6485,34.5465,0.8666,13.3441
SPM-42-0205,1491.9341,11.0599,123,4.1153,45.5893,nitrogen,0.5809,41.9107,2.0174,1.3973,4.659,6.6948,9.62,0.3152,0.4543,0.6549,0.6302,37.5219,0.9294,7.0598
SPM-42-0206,1553.9294,17.0694,108,12.3702,0.0,nitrogen,0.5716,42.8429,1.3488,2.1277,3.5841,5.43,8.2266,0.575,0.8086,1.1371,0.7428,38.4925,0.9014,9.8623
SPM-42-0207,1226.8164,17.3896,93,9.6241,49.6309,nitrogen,0.5596,44.0382,0.8035,0.9172,1.0798,1.5055,2.099,0.2401,0.3241,0.4374,0.5557,33.7653,0.9105,8.9451
SPM-42-0208,1531.9153,4.1435,179,6.1359,9.5125,air,0.5763,42.3748,5.8176,4.108,16.8069,24.9688,37.0946,1.1083,1.4657,1.9384,0.6951,37.2315,0.9068,9.3244
SPM-42-0209,1285.4176,12.9625,102,15.0409,28.4452,argon,0.6067,39.3259,6.0,4.7651,11.7901,17.4479,25.8207,1.4815,2.0687,2.8885,0.6394,35.3557,0.9083,9.1686
SPM-42-0210,1357.9068,6.1701,9,5.0507,0.0,air,0.5983,40.1747,1.0549,1.1964,1.8914,3.0904,5.0494,0.3752,0.5532,0.8154,0.5409,31.2161,0.8735,12.6539
SPM-42-0211,1507.7574,6.0733,116,19.335,30.8708,hydrogen,0.5392,46.0834,1.3599,1.0092,4.3909,5.608,7.1624,0.316,0.4028,0.5136,0.6322,33.2486,0.9315,6.8496
SPM-42-0212,1583.0277,12.137,86,15.8594,25.6482,air,0.5691,43.0892,1.6318,1.5062,3.9112,5.9174,8.9526,0.3544,0.492,0.6829,0.6872,34.0329,0.9577,4.2308
SPM-42-0213,1138.0144,18.7651,90,10.578,0.0,vacuum,0.5861,41.3943,0.4613,1.0339,0.6783,1.0929,1.761,0.3858,0.6262,1.0166,0.6021,30.7667,0.8018,19.8204
SPM-42-0214,1278.0137,16.0209,20,4.1578,34.8541,nitrogen,0.5921,40.7926,2.5837,1.6886,3.7652,5.5816,8.2744,0.7152,0.9225,1.1899,0.4973,33.3483,0.8068,19.3168
SPM-42-0215,1211.0464,12.38,108,2.9747,0.0,hydrogen,0.5811,41.8885,1.5058,1.4281,3.1429,4.7267,7.1087,0.5073,0.757,1.1296,0.6294,37.1465,0.8422,15.7802
SPM-42-0216,1262.7181,13.03,140,6.6746,0.0,argon,0.5404,45.9589,2.8981,1.9458,6.0077,9.0924,13.761,0.7893,0.9739,1.2018,0.6097,32.7577,0.8614,13.8571
SPM-42-0217,1460.4077,16.4736,97,11.9961,0.0,air,0.62,37.9994,2.2992,1.5241,5.9623,9.0275,13.6685,0.5088,0.7718,1.1707,0.647,35.0683,0.8513,14.8665
SPM-42-0218,1529.251,2.8588,41,3.7815,0.0,argon,0.6221,37.7927,1.4129,1.2131,3.35,5.2443,8.2096,0.4158,0.7083,1.2065,0.6777,36.8496,0.8364,16.3605
SPM-42-0219,1387.9472,13.6844,72,5.1417,0.0,air,0.601,39.9021,1.4343,1.7125,3.0497,4.7009,7.2461,0.5637,0.9401,1.5678,0.6124,36.6572,0.8605,13.9454
SPM-42-0220,1385.8188,17.2802,41,3.2842,0.0,hydrogen,0.547,45.2978,2.4696,1.9749,3.8787,6.0704,9.5006,0.6159,0.8659,1.2174,0.6164,34.9578,0.8577,14.2272
SPM-42-0221,1217.3136,6.5296,20,15.3898,0.0,hydrogen,0.5596,44.0443,1.4604,1.6686,2.1843,3.5334,5.7157,0.6584,1.0672,1.7296,0.5251,33.4235,0.823,17.7004
SPM-42-0222,1468.7966,9.9769,134,4.2754,6.2857,argon,0.5995,40.0468,2.4827,1.617,6.9302,10.7842,16.7815,0.4361,0.6611,1.0023,0.7169,34.4051,0.9099,9.0097
SPM-42-0223,1381.9922,11.4223,79,13.5115,26.6743,air,0.5341,46.5931,0.8572,0.8674,1.6104,2.242,3.1212,0.2691,0.3991,0.5918,0.5502,32.3361,0.8813,11.8734
SPM-42-0224,1345.9658,15.5985,110,7.393,31.8652,air,0.6195,38.0485,1.5865,1.8558,3.1987,4.528,6.4099,0.4889,0.7866,1.2654,0.6356,31.1445,0.9006,9.9445
SPM-42-0225,1406.6081,14.4906,166,6.8936,41.3964,nitrogen,0.5619,43.8064,2.2556,1.5528,5.411,7.909,11.5603,0.4296,0.6169,0.886,0.6741,36.2405,0.9154,8.4636
SPM-42-0226,1192.9688,3.8409,112,6.8455,15.4765,hydrogen,0.5226,47.7397,1.4863,1.0212,3.5246,4.8608,6.7035,0.3842,0.567,0.8367,0.5747,33.6178,0.8477,15.2266
SPM-42-0227,1335.0734,5.4595,97,17.1477,10.4883,air,0.6152,38.4778,0.5326,0.6277,1.0033,1.4746,2.1672,0.1531,0.2225,0.3235,0.5712,33.9385,0.8936,10.6415
SPM-42-0228,1256.0547,7.8151,10,13.325,29.7311,nitrogen,0.5183,48.1679,1.4626,1.2127,2.0683,2.8791,4.0079,0.3707,0.5364,0.7762,0.4657,30.1293,0.8781,12.1911
SPM-42-0229,1584.4175,12.4594,176,14.4335,0.0,nitrogen,0.5557,44.429,0.5458,0.7968,1.4242,2.0901,3.0675,0.2192,0.3193,0.4653,0.7926,37.4471,0.92,7.9968
SPM-42-0230,1478.3488,16.4995,49,9.8969,0.0,argon,0.5567,44.3335,1.9898,1.6609,4.0474,6.2172,9.5503,0.5855,0.9183,1.4402,0.6034,34.8246,0.8453,15.4682
SPM-42-0231,1365.5687,10.0889,138,16.7495,0.0,nitrogen,0.5001,49.9892,1.85,1.24,3.9323,6.1016,9.4676,0.3589,0.4979,0.6908,0.6329,33.7812,0.8716,12.84
SPM-42-0232,1261.3,13.5363,133,3.9884,6.97,nitrogen,0.6407,35.933,0.9482,0.8767,2.0718,3.0663,4.5383,0.2814,0.4968,0.8769,0.6231,31.8984,0.8785,12.153
SPM-42-0233,1516.0388,10.4251,92,13.5005,0.0,air,0.6407,35.9263,1.3228,2.4474,3.3943,5.3354,8.3864,0.6986,1.2511,2.2408,0.6943,35.6638,0.8581,14.1857
SPM-42-0234,1462.586,11.5699,134,5.4103,30.6512,nitrogen,0.6421,35.7874,1.6993,2.4362,4.3064,5.9291,8.1632,0.6982,1.0668,1.6302,0.6195,31.464,0.9137,8.6256
SPM-42-0235,1366.9502,12.7985,80,18.8034,0.0,air,0.6495,35.0472,2.6095,2.5698,4.8464,7.9644,13.0885,0.7634,1.2475,2.0386,0.639,32.8909,0.8725,12.7506
SPM-42-0236,1326.2017,19.2768,8,2.0035,31.8093,air,0.5776,42.2359,1.1774,2.097,1.7173,2.4484,3.4907,0.6888,1.0993,1.7544,0.5129,33.4914,0.8393,16.0705
SPM-42-0237,1391.0779,6.1939,23,16.5993,0.0,argon,0.5854,41.464,1.1236,0.9405,2.3237,3.5121,5.3081,0.318,0.4588,0.662,0.5942,33.4547,0.8725,12.7471
SPM-42-0238,1504.1706,8.8678,85,16.0422,0.0,nitrogen,0.6226,37.7429,0.8266,1.2063,1.9689,3.1034,4.8915,0.3484,0.5189,0.7728,0.6906,34.7092,0.8912,10.8822
SPM-42-0239,1351.2008,5.9743,100,2.9094,38.8778,air,0.5863,41.3712,0.7593,1.0545,1.6781,2.353,3.2993,0.2929,0.4188,0.5989,0.5812,34.8954,0.9049,9.5079
SPM-42-0240,1448.9353,15.7166,50,10.6566,0.0,air,0.5978,40.2163,0.7109,1.0088,1.3142,2.0888,3.3198,0.3379,0.4896,0.7095,0.6059,33.0997,0.8696,13.042
SPM-42-0241,1396.9386,2.4357,89,7.4867,49.5572,hydrogen,0.5663,43.3668,2.1827,1.5236,5.7968,8.0553,11.1937,0.4893,0.6581,0.8851,0.655,32.3806,0.9317,6.8252
SPM-42-0242,1106.8666,14.4883,115,4.003,0.0,argon,0.5498,45.0218,1.9993,1.6997,3.0208,4.6402,7.1276,0.6413,0.8804,1.2085,0.6303,33.0925,0.8,20.0
SPM-42-0243,1130.055,5.6125,69,14.5375,0.0,nitrogen,0.5982,40.1786,0.7023,0.4839,1.1053,1.7211,2.68,0.2047,0.2927,0.4184,0.5642,35.2291,0.8333,16.668
SPM-42-0244,1588.306,3.7929,152,7.6782,0.0,air,0.528,47.2037,1.5017,1.111,4.0286,6.1812,9.4839,0.3524,0.4774,0.6467,0.7204,38.7449,0.9025,9.7524
SPM-42-0245,1505.9464,13.2643,7,17.8162,47.7102,hydrogen,0.5338,46.6163,1.173,1.136,2.1716,2.888,3.8405,0.3156,0.4312,0.5891,0.55,35.5202,0.9002,9.9834
SPM-42-0246,1324.5846,4.3719,148,13.7445,0.0,air,0.62,37.9984,2.461,2.1476,5.477,9.0597,14.9858,0.6075,0.9271,1.4151,0.6704,30.8473,0.936,6.4015
SPM-42-0247,1159.1936,7.7168,7,17.8335,44.6059,vacuum,0.5621,43.7894,1.2906,1.5932,1.4124,1.9829,2.784,0.6157,0.8396,1.1449,0.4591,33.756,0.8409,15.9091
SPM-42-0248,1215.4557,6.1793,91,14.3728,0.0,argon,0.617,38.3026,1.379,1.0427,2.9677,4.2687,6.1402,0.3439,0.6013,1.0514,0.5779,34.0691,0.8634,13.6586
SPM-42-0249,1201.4168,5.6821,112,5.1874,27.0474,vacuum,0.5487,45.1266,1.4223,1.2084,2.9461,4.2338,6.0843,0.3209,0.4215,0.5537,0.5622,31.8871,0.917,8.2983
SPM-42-0250,1537.8915,16.1646,115,11.3717,0.0,air,0.6317,36.8335,2.4062,8.1041,6.5295,10.4766,16.8095,2.987,4.017,5.4022,0.7345,36.9327,0.8764,12.3632
SPM-42-0251,1183.2433,7.2996,176,18.5426,0.0,vacuum,0.5213,47.8664,2.6463,2.1285,5.7378,8.7849,13.4501,0.7312,1.1132,1.6948,0.6042,34.4654,0.843,15.6979
SPM-42-0252,1395.1577,14.8274,116,5.6348,0.0,air,0.5486,45.1389,2.4384,1.5512,4.9968,8.2413,13.5924,0.5458,0.7715,1.0906,0.5949,32.9985,0.8691,13.0876
SPM-42-0253,1375.1729,2.7903,85,5.0759,0.0,vacuum,0.5989,40.107,0.5237,0.662,1.1292,1.8003,2.8702,0.2234,0.3432,0.5271,0.6583,37.8359,0.8649,13.5059
SPM-42-0254,1226.5555,10.2556,139,17.3974,32.3593,nitrogen,0.574,42.598,0.6845,0.7728,1.3853,1.9168,2.6521,0.2115,0.3031,0.4344,0.589,34.048,0.9415,5.8546
SPM-42-0255,1274.5099,4.6167,147,2.5838,18.4299,nitrogen,0.6381,36.1942,0.723,0.5569,1.8442,2.4984,3.3846,0.1745,0.2518,0.3633,0.5777,34.2823,0.905,9.5018
SPM-42-0256,1565.7399,3.6763,94,7.3873,41.9119,argon,0.6138,38.6234,1.4537,1.6334,4.2179,6.1232,8.8893,0.3882,0.6041,0.9402,0.6616,37.9672,0.9451,5.4888
SPM-42-0257,1402.389,16.1873,109,14.7225,19.242,argon,0.5788,42.1191,3.0905,1.999,6.8107,9.3558,12.8521,0.5121,0.7888,1.2149,0.6244,29.1074,0.9287,7.1296
SPM-42-0258,1100.7905,2.4318,30,13.2583,14.3299,air,0.5923,40.7704,1.3786,0.9849,1.6275,2.3308,3.338,0.3848,0.5742,0.857,0.5146,32.3967,0.8282,17.1831
SPM-42-0259,1266.6414,9.1289,7,12.2406,13.7307,air,0.6251,37.4926,3.2232,2.3214,4.6502,6.9114,10.2721,1.0211,1.4209,1.9774,0.4533,31.9224,0.85,15.0016
SPM-42-0260,1563.895,3.0084,144,11.3793,19.1976,argon,0.5804,41.9617,0.6251,1.4181,1.6015,2.2753,3.2326,0.3552,0.5084,0.7277,0.6951,33.8915,0.9106,8.9364
SPM-42-0261,1218.8211,10.1343,55,19.1131,0.0,argon,0.5263,47.3748,1.326,1.0653,2.2574,3.2651,4.7225,0.3531,0.5348,0.8101,0.5179,32.7802,0.8534,14.6614
SPM-42-0262,1255.1794,7.8921,25,15.8507,47.2111,hydrogen,0.6015,39.8492,1.312,1.1981,1.6968,2.4298,3.4794,0.3861,0.6241,1.0087,0.5208,31.4796,0.8684,13.1582
SPM-42-0263,1388.7799,7.6186,82,18.0584,0.0,air,0.543,45.7015,1.7151,1.5597,3.9362,6.5706,10.9681,0.5016,0.7206,1.0351,0.6065,33.464,0.8607,13.9276
