x_um,y_um,porosity_fraction
27.0,87.0,0.0639
27.0,89.0,0.0482
27.0,91.0,0.0763
27.0,93.0,0.0608
27.0,95.0,0.0505
27.0,97.0,0.0533
27.0,99.0,0.0439
27.0,101.0,0.0457
27.0,103.0,0.0453
27.0,105.0,0.0425
27.0,107.0,0.0356
27.0,109.0,0.0296
27.0,111.0,0.0448
27.0,113.0,0.0439
27.0,115.0,0.0302
27.0,117.0,0.0212
27.0,119.0,0.0145
27.0,121.0,0.0341
27.0,123.0,0.0358
27.0,125.0,0.0216
27.0,127.0,0.0237
27.0,129.0,0.0442
27.0,131.0,0.0286
27.0,133.0,0.0397
27.0,135.0,0.0511
27.0,137.0,0.0531
27.0,139.0,0.0447
27.0,141.0,0.0556
27.0,143.0,0.0425
27.0,145.0,0.0734
27.0,147.0,0.0505
27.0,149.0,0.0503
27.0,151.0,0.0549
27.0,153.0,0.0651
27.0,155.0,0.0542
27.0,157.0,0.0698
27.0,159.0,0.0662
29.0,1.0,0.0899
29.0,3.0,0.1049
29.0,5.0,0.0976
29.0,7.0,0.0856
29.0,9.0,0.0923
29.0,11.0,0.118
29.0,13.0,0.1125
29.0,15.0,0.0895
29.0,17.0,0.1089
29.0,19.0,0.1002
29.0,21.0,0.1217
29.0,23.0,0.142
29.0,25.0,0.1094
29.0,27.0,0.1435
29.0,29.0,0.1181
29.0,31.0,0.1306
29.0,33.0,0.1192
29.0,35.0,0.141
29.0,37.0,0.1172
29.0,39.0,0.1363
29.0,41.0,0.1465
29.0,43.0,0.1262
29.0,45.0,0.1331
29.0,47.0,0.15
29.0,49.0,0.1337
29.0,51.0,0.1338
29.0,53.0,0.158
29.0,55.0,0.1251
29.0,57.0,0.1187
29.0,59.0,0.1131
29.0,61.0,0.1039
29.0,63.0,0.0918
29.0,65.0,0.1122
29.0,67.0,0.1021
29.0,69.0,0.1132
29.0,71.0,0.1114
29.0,73.0,0.083
29.0,75.0,0.0904
29.0,77.0,0.0986
29.0,79.0,0.0848
29.0,81.0,0.0748
29.0,83.0,0.0896
29.0,85.0,0.06
29.0,87.0,0.071
29.0,89.0,0.0482
29.0,91.0,0.0591
29.0,93.0,0.0679
29.0,95.0,0.0607
29.0,97.0,0.063
29.0,99.0,0.0402
29.0,101.0,0.0381
29.0,103.0,0.0289
29.0,105.0,0.0537
29.0,107.0,0.0418
29.0,109.0,0.0222
29.0,111.0,0.0262
29.0,113.0,0.0442
29.0,115.0,0.0377
29.0,117.0,0.0296
29.0,119.0,0.0225
29.0,121.0,0.0335
29.0,123.0,0.0126
29.0,125.0,0.0215
29.0,127.0,0.0214
29.0,129.0,0.0335
29.0,131.0,0.0306
29.0,133.0,0.0333
29.0,135.0,0.0264
29.0,137.0,0.0371
29.0,139.0,0.0461
29.0,141.0,0.037
29.0,143.0,0.0346
29.0,145.0,0.0676
29.0,147.0,0.0491
29.0,149.0,0.048
29.0,151.0,0.0342
29.0,153.0,0.074
29.0,155.0,0.0763
29.0,157.0,0.0776
29.0,159.0,0.0782
31.0,1.0,0.084
31.0,3.0,0.0889
31.0,5.0,0.098
31.0,7.0,0.1135
31.0,9.0,0.0922
31.0,11.0,0.091
31.0,13.0,0.1067
31.0,15.0,0.1194
31.0,17.0,0.1084
31.0,19.0,0.1058
31.0,21.0,0.1217
31.0,23.0,0.1249
31.0,25.0,0.1297
31.0,27.0,0.1395
31.0,29.0,0.1153
31.0,31.0,0.1127
31.0,33.0,0.1404
31.0,35.0,0.1504
31.0,37.0,0.1323
31.0,39.0,0.1406
31.0,41.0,0.1241
31.0,43.0,0.1359
31.0,45.0,0.1483
31.0,47.0,0.1466
31.0,49.0,0.1352
31.0,51.0,0.1306
31.0,53.0,0.1326
31.0,55.0,0.1169
31.0,57.0,0.1292
31.0,59.0,0.1132
31.0,61.0,0.1132
31.0,63.0,0.1302
31.0,65.0,0.1338
31.0,67.0,0.1078
31.0,69.0,0.1179
31.0,71.0,0.1131
31.0,73.0,0.0986
31.0,75.0,0.1
31.0,77.0,0.0961
31.0,79.0,0.085
31.0,81.0,0.0742
31.0,83.0,0.0652
31.0,85.0,0.0779
31.0,87.0,0.0601
31.0,89.0,0.0632
31.0,91.0,0.0456
31.0,93.0,0.0616
31.0,95.0,0.0443
31.0,97.0,0.0447
31.0,99.0,0.0529
31.0,101.0,0.0176
31.0,103.0,0.0312
31.0,105.0,0.0455
31.0,107.0,0.0369
31.0,109.0,0.0172
31.0,111.0,0.0432
31.0,113.0,0.025
31.0,115.0,0.0433
31.0,117.0,0.0212
31.0,119.0,0.0315
31.0,121.0,0.0408
31.0,123.0,0.0266
31.0,125.0,0.027
31.0,127.0,0.0278
31.0,129.0,0.0447
31.0,131.0,0.0262
31.0,133.0,0.0345
31.0,135.0,0.0408
31.0,137.0,0.0224
31.0,139.0,0.0511
31.0,141.0,0.0362
31.0,143.0,0.0403
31.0,145.0,0.0464
31.0,147.0,0.0663
31.0,149.0,0.0649
31.0,151.0,0.0611
31.0,153.0,0.0587
31.0,155.0,0.0717
31.0,157.0,0.0756
31.0,159.0,0.0839
33.0,1.0,0.0708
33.0,3.0,0.0789
33.0,5.0,0.0816
33.0,7.0,0.1056
33.0,9.0,0.097
33.0,11.0,0.0982
33.0,13.0,0.0908
33.0,15.0,0.1119
33.0,17.0,0.1195
33.0,19.0,0.126
33.0,21.0,0.1049
33.0,23.0,0.1179
33.0,25.0,0.1234
33.0,27.0,0.1296
33.0,29.0,0.1356
33.0,31.0,0.1552
33.0,33.0,0.1071
33.0,35.0,0.1323
33.0,37.0,0.142
33.0,39.0,0.1612
33.0,41.0,0.1447
33.0,43.0,0.1263
33.0,45.0,0.1344
33.0,47.0,0.1425
33.0,49.0,0.1224
33.0,51.0,0.1169
33.0,53.0,0.1476
33.0,55.0,0.1437
33.0,57.0,0.1284
33.0,59.0,0.1386
33.0,61.0,0.1274
33.0,63.0,0.0985
33.0,65.0,0.1214
33.0,67.0,0.1088
33.0,69.0,0.1141
33.0,71.0,0.0839
33.0,73.0,0.0891
33.0,75.0,0.1025
33.0,77.0,0.0996
33.0,79.0,0.0878
33.0,81.0,0.081
33.0,83.0,0.077
33.0,85.0,0.0775
33.0,87.0,0.0586
33.0,89.0,0.0517
33.0,91.0,0.0519
33.0,93.0,0.0479
33.0,95.0,0.0584
33.0,97.0,0.0612
33.0,99.0,0.0465
33.0,101.0,0.0431
33.0,103.0,0.0276
33.0,105.0,0.0345
33.0,107.0,0.034
33.0,109.0,0.0265
33.0,111.0,0.0222
33.0,113.0,0.0311
33.0,115.0,0.0384
33.0,117.0,0.0156
33.0,119.0,0.0261
33.0,121.0,0.0132
33.0,123.0,0.0235
33.0,125.0,0.0229
33.0,127.0,0.0152
33.0,129.0,0.0324
33.0,131.0,0.0133
33.0,133.0,0.0351
33.0,135.0,0.0192
33.0,137.0,0.0172
33.0,139.0,0.0302
33.0,141.0,0.0397
33.0,143.0,0.0442
33.0,145.0,0.0547
33.0,147.0,0.0595
33.0,149.0,0.0373
33.0,151.0,0.0692
33.0,153.0,0.0679
33.0,155.0,0.0775
33.0,157.0,0.045
33.0,159.0,0.0729
35.0,1.0,0.0859
35.0,3.0,0.086
35.0,5.0,0.0972
35.0,7.0,0.0858
35.0,9.0,0.1029
35.0,11.0,0.1044
35.0,13.0,0.1102
35.0,15.0,0.1168
35.0,17.0,0.1163
35.0,19.0,0.1015
35.0,21.0,0.1139
35.0,23.0,0.1193
35.0,25.0,0.1341
35.0,27.0,0.1194
35.0,29.0,0.1244
35.0,31.0,0.1466
35.0,33.0,0.1308
35.0,35.0,0.1327
35.0,37.0,0.1381
35.0,39.0,0.1481
35.0,41.0,0.1221
35.0,43.0,0.1247
35.0,45.0,0.1516
35.0,47.0,0.1318
35.0,49.0,0.1401
35.0,51.0,0.1243
35.0,53.0,0.1437
35.0,55.0,0.1276
35.0,57.0,0.1256
35.0,59.0,0.1311
35.0,61.0,0.1219
35.0,63.0,0.1173
35.0,65.0,0.1134
35.0,67.0,0.1253
35.0,69.0,0.0945
35.0,71.0,0.1029
35.0,73.0,0.1055
35.0,75.0,0.1011
35.0,77.0,0.0874
35.0,79.0,0.1014
35.0,81.0,0.0772
35.0,83.0,0.094
35.0,85.0,0.0687
35.0,87.0,0.0598
35.0,89.0,0.0691
35.0,91.0,0.0494
35.0,93.0,0.0459
35.0,95.0,0.0426
35.0,97.0,0.0337
35.0,99.0,0.0606
35.0,101.0,0.0575
35.0,103.0,0.0174
35.0,105.0,0.0387
35.0,107.0,0.0378
35.0,109.0,0.0365
35.0,111.0,0.0299
35.0,113.0,0.0319
35.0,115.0,0.0199
35.0,117.0,0.0209
35.0,119.0,0.0195
35.0,121.0,0.019
35.0,123.0,0.0126
35.0,125.0,0.0278
35.0,127.0,0.0101
35.0,129.0,0.0
35.0,131.0,0.0239
35.0,133.0,0.0246
35.0,135.0,0.0363
35.0,137.0,0.023
35.0,139.0,0.0425
35.0,141.0,0.0172
35.0,143.0,0.0297
35.0,145.0,0.0474
35.0,147.0,0.0313
35.0,149.0,0.0584
35.0,151.0,0.058
35.0,153.0,0.0505
35.0,155.0,0.0597
35.0,157.0,0.0579
35.0,159.0,0.0844
37.0,1.0,0.0857
37.0,3.0,0.098
37.0,5.0,0.097
37.0,7.0,0.1023
37.0,9.0,0.1039
37.0,11.0,0.1051
37.0,13.0,0.1167
37.0,15.0,0.1113
37.0,17.0,0.1123
37.0,19.0,0.1164
37.0,21.0,0.1289
37.0,23.0,0.128
37.0,25.0,0.1111
37.0,27.0,0.1515
37.0,29.0,0.1393
37.0,31.0,0.1248
37.0,33.0,0.1367
37.0,35.0,0.123
37.0,37.0,0.1309
37.0,39.0,0.152
37.0,41.0,0.1429
37.0,43.0,0.1497
37.0,45.0,0.1428
37.0,47.0,0.1475
37.0,49.0,0.1421
37.0,51.0,0.1299
37.0,53.0,0.1427
37.0,55.0,0.1348
37.0,57.0,0.1374
37.0,59.0,0.1526
37.0,61.0,0.1334
37.0,63.0,0.1151
37.0,65.0,0.1069
37.0,67.0,0.0984
37.0,69.0,0.1206
37.0,71.0,0.11
37.0,73.0,0.0831
37.0,75.0,0.092
37.0,77.0,0.0884
37.0,79.0,0.0923
37.0,81.0,0.1106
37.0,83.0,0.0815
37.0,85.0,0.0772
37.0,87.0,0.0728
37.0,89.0,0.0654
37.0,91.0,0.0428
37.0,93.0,0.0392
37.0,95.0,0.054
37.0,97.0,0.0566
37.0,99.0,0.0174
37.0,101.0,0.027
37.0,103.0,0.0417
37.0,105.0,0.0375
37.0,107.0,0.0142
37.0,109.0,0.0184
37.0,111.0,0.033
37.0,113.0,0.0294
37.0,115.0,0.0208
37.0,117.0,0.0266
37.0,119.0,0.0195
37.0,121.0,0.0263
37.0,123.0,0.0352
37.0,125.0,0.0328
37.0,127.0,0.0249
37.0,129.0,0.0388
37.0,131.0,0.0042
37.0,133.0,0.0411
37.0,135.0,0.0398
37.0,137.0,0.0361
37.0,139.0,0.0449
37.0,141.0,0.044
37.0,143.0,0.0353
37.0,145.0,0.043
37.0,147.0,0.0452
37.0,149.0,0.0501
37.0,151.0,0.0561
37.0,153.0,0.0654
37.0,155.0,0.071
37.0,157.0,0.0666
37.0,159.0,0.0709
39.0,1.0,0.0819
39.0,3.0,0.0861
39.0,5.0,0.0984
39.0,7.0,0.0988
39.0,9.0,0.0961
39.0,11.0,0.0959
39.0,13.0,0.1074
39.0,15.0,0.1076
39.0,17.0,0.1286
39.0,19.0,0.1148
39.0,21.0,0.1022
39.0,23.0,0.1229
39.0,25.0,0.1173
39.0,27.0,0.1143
39.0,29.0,0.1381
39.0,31.0,0.1362
39.0,33.0,0.1332
39.0,35.0,0.1381
39.0,37.0,0.137
39.0,39.0,0.1282
39.0,41.0,0.1533
39.0,43.0,0.1482
39.0,45.0,0.1506
39.0,47.0,0.1237
39.0,49.0,0.1266
39.0,51.0,0.1465
39.0,53.0,0.1437
39.0,55.0,0.1355
39.0,57.0,0.1523
39.0,59.0,0.1143
39.0,61.0,0.1319
39.0,63.0,0.1091
39.0,65.0,0.1185
39.0,67.0,0.1248
39.0,69.0,0.0926
39.0,71.0,0.1054
39.0,73.0,0.0834
39.0,75.0,0.1099
39.0,77.0,0.0984
39.0,79.0,0.0914
39.0,81.0,0.0711
39.0,83.0,0.0818
39.0,85.0,0.0617
39.0,87.0,0.0683
39.0,89.0,0.072
39.0,91.0,0.0661
39.0,93.0,0.0465
39.0,95.0,0.0683
39.0,97.0,0.0519
39.0,99.0,0.0306
39.0,101.0,0.0204
39.0,103.0,0.0417
39.0,105.0,0.0355
39.0,107.0,0.0247
39.0,109.0,0.0183
39.0,111.0,0.0097
39.0,113.0,0.0238
39.0,115.0,0.0226
39.0,117.0,0.0244
39.0,119.0,0.0135
39.0,121.0,0.0276
39.0,123.0,0.0338
39.0,125.0,0.0058
39.0,127.0,0.0257
39.0,129.0,0.0209
39.0,131.0,0.0353
39.0,133.0,0.0553
39.0,135.0,0.0337
39.0,137.0,0.0296
39.0,139.0,0.0267
39.0,141.0,0.0169
39.0,143.0,0.0561
39.0,145.0,0.0525
39.0,147.0,0.0468
39.0,149.0,0.0548
39.0,151.0,0.0554
39.0,153.0,0.0744
39.0,155.0,0.0664
39.0,157.0,0.0741
39.0,159.0,0.0774
41.0,1.0,0.0698
41.0,3.0,0.0757
41.0,5.0,0.1085
41.0,7.0,0.1015
41.0,9.0,0.1023
41.0,11.0,0.1185
41.0,13.0,0.1253
41.0,15.0,0.1083
41.0,17.0,0.1038
41.0,19.0,0.1239
41.0,21.0,0.1265
41.0,23.0,0.1337
41.0,25.0,0.109
41.0,27.0,0.1044
41.0,29.0,0.1249
41.0,31.0,0.1347
41.0,33.0,0.1485
41.0,35.0,0.1307
41.0,37.0,0.1259
41.0,39.0,0.1543
41.0,41.0,0.1295
41.0,43.0,0.1441
41.0,45.0,0.1393
41.0,47.0,0.1293
41.0,49.0,0.1286
41.0,51.0,0.1257
41.0,53.0,0.1225
41.0,55.0,0.1163
41.0,57.0,0.1206
41.0,59.0,0.1221
41.0,61.0,0.1402
41.0,63.0,0.0935
41.0,65.0,0.1246
41.0,67.0,0.1115
41.0,69.0,0.1027
41.0,71.0,0.0934
41.0,73.0,0.1071
41.0,75.0,0.0832
41.0,77.0,0.0921
41.0,79.0,0.0771
41.0,81.0,0.0748
41.0,83.0,0.0815
41.0,85.0,0.0825
41.0,87.0,0.076
41.0,89.0,0.079
41.0,91.0,0.0462
41.0,93.0,0.0509
41.0,95.0,0.0511
41.0,97.0,0.0405
41.0,99.0,0.0252
41.0,101.0,0.057
41.0,103.0,0.0146
41.0,105.0,0.0416
41.0,107.0,0.0249
41.0,109.0,0.0221
41.0,111.0,0.027
41.0,113.0,0.0419
41.0,115.0,0.0
41.0,117.0,0.0
41.0,119.0,0.0257
41.0,121.0,0.011
41.0,123.0,0.0227
41.0,125.0,0.0235
41.0,127.0,0.0277
41.0,129.0,0.0159
41.0,131.0,0.0324
41.0,133.0,0.0409
41.0,135.0,0.0418
41.0,137.0,0.0294
41.0,139.0,0.0447
41.0,141.0,0.0597
41.0,143.0,0.0454
41.0,145.0,0.032
41.0,147.0,0.0574
41.0,149.0,0.0615
41.0,151.0,0.0413
41.0,153.0,0.0589
41.0,155.0,0.0811
41.0,157.0,0.0658
41.0,159.0,0.0831
43.0,1.0,0.074
43.0,3.0,0.0871
43.0,5.0,0.0667
43.0,7.0,0.1003
43.0,9.0,0.0972
43.0,11.0,0.1137
43.0,13.0,0.097
43.0,15.0,0.1232
43.0,17.0,0.1075
43.0,19.0,0.1052
43.0,21.0,0.1222
43.0,23.0,0.1232
43.0,25.0,0.1271
43.0,27.0,0.1362
43.0,29.0,0.1351
43.0,31.0,0.1343
43.0,33.0,0.1494
43.0,35.0,0.1397
43.0,37.0,0.1354
43.0,39.0,0.1416
43.0,41.0,0.143
43.0,43.0,0.1327
43.0,45.0,0.1455
43.0,47.0,0.1452
43.0,49.0,0.1431
43.0,51.0,0.1284
43.0,53.0,0.1479
43.0,55.0,0.1292
43.0,57.0,0.1194
43.0,59.0,0.126
43.0,61.0,0.1185
43.0,63.0,0.1161
43.0,65.0,0.1107
43.0,67.0,0.1106
43.0,69.0,0.1284
43.0,71.0,0.0948
43.0,73.0,0.0883
43.0,75.0,0.0979
43.0,77.0,0.0793
43.0,79.0,0.0704
43.0,81.0,0.0823
43.0,83.0,0.0773
43.0,85.0,0.0805
43.0,87.0,0.0823
43.0,89.0,0.0752
43.0,91.0,0.057
43.0,93.0,0.0709
43.0,95.0,0.0521
43.0,97.0,0.0404
43.0,99.0,0.0384
43.0,101.0,0.0303
43.0,103.0,0.023
43.0,105.0,0.007
43.0,107.0,0.0415
43.0,109.0,0.0136
43.0,111.0,0.0204
43.0,113.0,0.0266
43.0,115.0,0.0068
43.0,117.0,0.0266
43.0,119.0,0.0324
43.0,121.0,0.0026
43.0,123.0,0.0252
43.0,125.0,0.0209
43.0,127.0,0.0144
43.0,129.0,0.005
43.0,131.0,0.0158
43.0,133.0,0.0339
43.0,135.0,0.0244
43.0,137.0,0.0367
43.0,139.0,0.0585
43.0,141.0,0.044
43.0,143.0,0.0398
43.0,145.0,0.0464
43.0,147.0,0.0617
43.0,149.0,0.0542
43.0,151.0,0.0278
43.0,153.0,0.0514
43.0,155.0,0.063
43.0,157.0,0.0555
43.0,159.0,0.0686
45.0,1.0,0.0754
45.0,3.0,0.0773
45.0,5.0,0.0968
45.0,7.0,0.0973
45.0,9.0,0.0827
45.0,11.0,0.0876
45.0,13.0,0.1108
45.0,15.0,0.1089
45.0,17.0,0.123
45.0,19.0,0.1346
45.0,21.0,0.1265
45.0,23.0,0.1285
45.0,25.0,0.1151
45.0,27.0,0.1387
45.0,29.0,0.1376
45.0,31.0,0.1338
45.0,33.0,0.1142
45.0,35.0,0.1447
45.0,37.0,0.1389
45.0,39.0,0.1246
45.0,41.0,0.1565
45.0,43.0,0.1363
45.0,45.0,0.1354
45.0,47.0,0.1379
45.0,49.0,0.1456
45.0,51.0,0.1257
45.0,53.0,0.1363
45.0,55.0,0.1098
45.0,57.0,0.144
45.0,59.0,0.1271
45.0,61.0,0.1347
45.0,63.0,0.1197
45.0,65.0,0.1095
45.0,67.0,0.1069
45.0,69.0,0.1127
45.0,71.0,0.1004
45.0,73.0,0.1148
45.0,75.0,0.0808
45.0,77.0,0.0973
45.0,79.0,0.0841
45.0,81.0,0.0751
45.0,83.0,0.0546
45.0,85.0,0.0576
45.0,87.0,0.0597
45.0,89.0,0.0585
45.0,91.0,0.0727
45.0,93.0,0.0559
45.0,95.0,0.0404
45.0,97.0,0.0574
45.0,99.0,0.0518
45.0,101.0,0.029
45.0,103.0,0.0406
45.0,105.0,0.0455
45.0,107.0,0.034
45.0,109.0,0.0244
45.0,111.0,0.0239
45.0,113.0,0.0182
45.0,115.0,0.0286
45.0,117.0,0.0
45.0,119.0,0.0147
45.0,121.0,0.0171
45.0,123.0,0.0117
45.0,125.0,0.0321
45.0,127.0,0.0011
45.0,129.0,0.0353
45.0,131.0,0.0134
45.0,133.0,0.0148
45.0,135.0,0.0286
45.0,137.0,0.0295
45.0,139.0,0.0216
45.0,141.0,0.0391
45.0,143.0,0.0441
45.0,145.0,0.0532
45.0,147.0,0.0541
45.0,149.0,0.0573
45.0,151.0,0.0603
45.0,153.0,0.0523
45.0,155.0,0.0865
45.0,157.0,0.0698
45.0,159.0,0.0777
47.0,1.0,0.0673
47.0,3.0,0.0724
47.0,5.0,0.0954
47.0,7.0,0.0885
47.0,9.0,0.1117
47.0,11.0,0.0953
47.0,13.0,0.086
47.0,15.0,0.125
47.0,17.0,0.1208
47.0,19.0,0.1234
47.0,21.0,0.1371
47.0,23.0,0.1317
47.0,25.0,0.117
47.0,27.0,0.1264
47.0,29.0,0.1293
47.0,31.0,0.1439
47.0,33.0,0.1354
47.0,35.0,0.1518
47.0,37.0,0.1368
47.0,39.0,0.1171
47.0,41.0,0.1314
47.0,43.0,0.1262
47.0,45.0,0.1311
47.0,47.0,0.1435
47.0,49.0,0.128
47.0,51.0,0.1277
47.0,53.0,0.1437
47.0,55.0,0.1283
47.0,57.0,0.1261
47.0,59.0,0.1168
47.0,61.0,0.1284
47.0,63.0,0.1171
47.0,65.0,0.1302
47.0,67.0,0.1082
47.0,69.0,0.1034
47.0,71.0,0.1237
47.0,73.0,0.1018
47.0,75.0,0.101
47.0,77.0,0.0836
47.0,79.0,0.0826
47.0,81.0,0.0823
47.0,83.0,0.0781
47.0,85.0,0.077
47.0,87.0,0.0736
47.0,89.0,0.0583
47.0,91.0,0.0707
47.0,93.0,0.0644
47.0,95.0,0.0343
47.0,97.0,0.041
47.0,99.0,0.0472
47.0,101.0,0.0589
47.0,103.0,0.0389
47.0,105.0,0.0282
47.0,107.0,0.0321
47.0,109.0,0.0272
47.0,111.0,0.0201
47.0,113.0,0.0101
47.0,115.0,0.0265
47.0,117.0,0.005
47.0,119.0,0.0248
47.0,121.0,0.0231
47.0,123.0,0.0193
47.0,125.0,0.0259
47.0,127.0,0.02
47.0,129.0,0.0256
47.0,131.0,0.0252
47.0,133.0,0.0239
47.0,135.0,0.0156
47.0,137.0,0.0427
47.0,139.0,0.0648
47.0,141.0,0.0508
47.0,143.0,0.0467
47.0,145.0,0.0497
47.0,147.0,0.0561
47.0,149.0,0.0344
47.0,151.0,0.0561
47.0,153.0,0.061
47.0,155.0,0.0763
47.0,157.0,0.074
47.0,159.0,0.0782
49.0,1.0,0.0867
49.0,3.0,0.0734
49.0,5.0,0.0764
49.0,7.0,0.0881
49.0,9.0,0.101
49.0,11.0,0.1091
49.0,13.0,0.1005
49.0,15.0,0.1181
49.0,17.0,0.1013
49.0,19.0,0.1161
49.0,21.0,0.1206
49.0,23.0,0.1261
49.0,25.0,0.1233
49.0,27.0,0.1289
49.0,29.0,0.1356
49.0,31.0,0.1442
49.0,33.0,0.1397
49.0,35.0,0.1412
49.0,37.0,0.1248
49.0,39.0,0.1458
49.0,41.0,0.1339
49.0,43.0,0.1284
49.0,45.0,0.1399
49.0,47.0,0.1412
49.0,49.0,0.1342
49.0,51.0,0.1246
49.0,53.0,0.1501
49.0,55.0,0.1289
49.0,57.0,0.1187
49.0,59.0,0.1244
49.0,61.0,0.1367
49.0,63.0,0.1281
49.0,65.0,0.0979
49.0,67.0,0.1065
49.0,69.0,0.1074
49.0,71.0,0.1038
49.0,73.0,0.0842
49.0,75.0,0.0895
49.0,77.0,0.0905
49.0,79.0,0.0813
49.0,81.0,0.079
49.0,83.0,0.0711
49.0,85.0,0.0748
49.0,87.0,0.0687
49.0,89.0,0.0616
49.0,91.0,0.047
49.0,93.0,0.057
49.0,95.0,0.043
49.0,97.0,0.0247
49.0,99.0,0.0398
49.0,101.0,0.0411
49.0,103.0,0.0387
49.0,105.0,0.0335
49.0,107.0,0.016
49.0,109.0,0.0212
49.0,111.0,0.0409
49.0,113.0,0.01
49.0,115.0,0.0422
49.0,117.0,0.0242
49.0,119.0,0.0063
49.0,121.0,0.0232
49.0,123.0,0.0267
49.0,125.0,0.0301
49.0,127.0,0.0392
49.0,129.0,0.0021
49.0,131.0,0.0296
49.0,133.0,0.0226
49.0,135.0,0.0199
49.0,137.0,0.0434
49.0,139.0,0.0247
49.0,141.0,0.0434
49.0,143.0,0.0479
49.0,145.0,0.0481
49.0,147.0,0.0446
49.0,149.0,0.0664
49.0,151.0,0.0444
49.0,153.0,0.0554
49.0,155.0,0.0857
49.0,157.0,0.0629
49.0,159.0,0.0697
51.0,1.0,0.0637
51.0,3.0,0.0673
51.0,5.0,0.0961
51.0,7.0,0.0725
51.0,9.0,0.104
51.0,11.0,0.1037
51.0,13.0,0.1077
51.0,15.0,0.1115
51.0,17.0,0.1139
51.0,19.0,0.1061
51.0,21.0,0.1251
51.0,23.0,0.1267
51.0,25.0,0.1172
51.0,27.0,0.1161
51.0,29.0,0.1195
51.0,31.0,0.1324
51.0,33.0,0.1431
51.0,35.0,0.1336
51.0,37.0,0.1441
51.0,39.0,0.1263
51.0,41.0,0.1303
51.0,43.0,0.1562
51.0,45.0,0.1333
51.0,47.0,0.1419
51.0,49.0,0.1363
51.0,51.0,0.1181
51.0,53.0,0.1293
51.0,55.0,0.1124
51.0,57.0,0.1154
51.0,59.0,0.1336
51.0,61.0,0.1148
51.0,63.0,0.1071
51.0,65.0,0.126
51.0,67.0,0.109
51.0,69.0,0.092
51.0,71.0,0.0915
51.0,73.0,0.1019
51.0,75.0,0.0913
51.0,77.0,0.079
51.0,79.0,0.0784
51.0,81.0,0.0677
51.0,83.0,0.0666
51.0,85.0,0.0484
51.0,87.0,0.0713
51.0,89.0,0.0684
51.0,91.0,0.0602
51.0,93.0,0.0624
51.0,95.0,0.0275
51.0,97.0,0.0414
51.0,99.0,0.0406
51.0,101.0,0.0377
51.0,103.0,0.038
51.0,105.0,0.0256
51.0,107.0,0.0399
51.0,109.0,0.0255
51.0,111.0,0.0358
51.0,113.0,0.0263
51.0,115.0,0.0166
51.0,117.0,0.0377
51.0,119.0,0.0193
51.0,121.0,0.018
51.0,123.0,0.0198
51.0,125.0,0.026
51.0,127.0,0.0199
51.0,129.0,0.0303
51.0,131.0,0.0356
51.0,133.0,0.0325
51.0,135.0,0.0338
51.0,137.0,0.0326
51.0,139.0,0.0253
51.0,141.0,0.0287
51.0,143.0,0.058
51.0,145.0,0.0399
51.0,147.0,0.0616
51.0,149.0,0.0374
51.0,151.0,0.0644
51.0,153.0,0.06
51.0,155.0,0.0644
51.0,157.0,0.0949
51.0,159.0,0.0732
53.0,1.0,0.0843
53.0,3.0,0.1111
53.0,5.0,0.0775
53.0,7.0,0.1027
53.0,9.0,0.0796
53.0,11.0,0.1199
53.0,13.0,0.0836
53.0,15.0,0.0959
53.0,17.0,0.1034
53.0,19.0,0.1169
53.0,21.0,0.1118
53.0,23.0,0.1242
53.0,25.0,0.112
53.0,27.0,0.1249
53.0,29.0,0.1293
53.0,31.0,0.1274
53.0,33.0,0.1296
53.0,35.0,0.1169
53.0,37.0,0.1226
53.0,39.0,0.1252
53.0,41.0,0.123
53.0,43.0,0.1455
53.0,45.0,0.1365
53.0,47.0,0.1443
53.0,49.0,0.1497
53.0,51.0,0.1442
53.0,53.0,0.125
53.0,55.0,0.1244
53.0,57.0,0.1268
53.0,59.0,0.1043
53.0,61.0,0.1187
53.0,63.0,0.1171
53.0,65.0,0.1163
53.0,67.0,0.0852
53.0,69.0,0.1076
53.0,71.0,0.0983
53.0,73.0,0.1068
53.0,75.0,0.1065
53.0,77.0,0.0869
53.0,79.0,0.0869
53.0,81.0,0.0703
53.0,83.0,0.0876
53.0,85.0,0.0787
53.0,87.0,0.0729
53.0,89.0,0.0782
53.0,91.0,0.0709
53.0,93.0,0.0588
53.0,95.0,0.0415
53.0,97.0,0.0481
53.0,99.0,0.0577
53.0,101.0,0.0689
53.0,103.0,0.0297
53.0,105.0,0.0445
53.0,107.0,0.0356
53.0,109.0,0.0526
53.0,111.0,0.0317
53.0,113.0,0.0379
53.0,115.0,0.0286
53.0,117.0,0.0342
53.0,119.0,0.0465
53.0,121.0,0.0333
53.0,123.0,0.0135
53.0,125.0,0.0293
53.0,127.0,0.0427
53.0,129.0,0.0251
53.0,131.0,0.0231
53.0,133.0,0.0187
53.0,135.0,0.046
53.0,137.0,0.0355
53.0,139.0,0.0561
53.0,141.0,0.0234
53.0,143.0,0.0574
53.0,145.0,0.0399
53.0,147.0,0.0528
53.0,149.0,0.0572
53.0,151.0,0.076
53.0,153.0,0.0593
53.0,155.0,0.0772
53.0,157.0,0.074
53.0,159.0,0.076
55.0,1.0,0.0932
55.0,3.0,0.0784
55.0,5.0,0.1055
55.0,7.0,0.092
55.0,9.0,0.0975
55.0,11.0,0.0962
