datetime,year,month,day,hour,region,average_intensity,marginal_intensity,coal_fraction,gas_fraction,renewable_fraction,nuclear_fraction
2023-03-13 06:00:00,2023,3,13,6,PJM,0.2836454812929317,0.36873912568081124,0.22,0.19999999999999998,0.18,0.35
2023-03-13 07:00:00,2023,3,13,7,PJM,0.28686714309356376,0.3729272860216329,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-13 08:00:00,2023,3,13,8,PJM,0.2963125775677947,0.38520635083813315,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-13 09:00:00,2023,3,13,9,PJM,0.31133809396552425,0.40473952215518155,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-13 10:00:00,2023,3,13,10,PJM,0.33091972817508697,0.43019564662761306,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-13 11:00:00,2023,3,13,11,PJM,0.3537230241852818,0.4598399314408663,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-13 12:00:00,2023,3,13,12,PJM,0.3781939750572423,0.491652167574415,0.12000000000000001,0.35,0.28,0.35
2023-03-13 13:00:00,2023,3,13,13,PJM,0.4026649259292028,0.5234644037079637,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-13 14:00:00,2023,3,13,14,PJM,0.4254682219393976,0.5531086885212169,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-13 15:00:00,2023,3,13,15,PJM,0.4450498561489603,0.5785648129936484,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-13 16:00:00,2023,3,13,16,PJM,0.4600753725466898,0.5980979843106967,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-13 17:00:00,2023,3,13,17,PJM,0.4695208070209208,0.610377049127197,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-13 18:00:00,2023,3,13,18,PJM,0.47274246882155285,0.6145652094680187,0.01999999999999999,0.5,0.18,0.35
2023-03-13 19:00:00,2023,3,13,19,PJM,0.4695208070209208,0.610377049127197,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-13 20:00:00,2023,3,13,20,PJM,0.4600753725466898,0.5980979843106967,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-13 21:00:00,2023,3,13,21,PJM,0.4450498561489603,0.5785648129936484,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-13 22:00:00,2023,3,13,22,PJM,0.4254682219393976,0.5531086885212169,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-13 23:00:00,2023,3,13,23,PJM,0.4026649259292028,0.5234644037079637,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-14 00:00:00,2023,3,14,0,PJM,0.37906359686965496,0.4927826759305515,0.12,0.35,0.07999999999999999,0.35
2023-03-14 01:00:00,2023,3,14,1,PJM,0.35453637732592225,0.46089729052369893,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-14 02:00:00,2023,3,14,2,PJM,0.33168064726094804,0.43118484143923247,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-14 03:00:00,2023,3,14,3,PJM,0.31205398690778074,0.405670182980115,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-14 04:00:00,2023,3,14,4,PJM,0.2969939207348988,0.38609209695536845,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-14 05:00:00,2023,3,14,5,PJM,0.28752676736404803,0.37378479757326244,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-14 06:00:00,2023,3,14,6,PJM,0.2842976976522412,0.3695870069479136,0.22,0.19999999999999998,0.18,0.35
2023-03-14 07:00:00,2023,3,14,7,PJM,0.28752676736404803,0.37378479757326244,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-14 08:00:00,2023,3,14,8,PJM,0.2969939207348988,0.38609209695536845,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-14 09:00:00,2023,3,14,9,PJM,0.3120539869077808,0.40567018298011503,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-14 10:00:00,2023,3,14,10,PJM,0.3316806472609481,0.4311848414392325,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-14 11:00:00,2023,3,14,11,PJM,0.35453637732592225,0.46089729052369893,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-14 12:00:00,2023,3,14,12,PJM,0.37906359686965496,0.4927826759305515,0.12000000000000001,0.35,0.28,0.35
2023-03-14 13:00:00,2023,3,14,13,PJM,0.4035908164133877,0.524668061337404,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-14 14:00:00,2023,3,14,14,PJM,0.42644654647836183,0.5543805104218704,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-14 15:00:00,2023,3,14,15,PJM,0.4460732068315292,0.5798951688809879,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-14 16:00:00,2023,3,14,16,PJM,0.4611332730044111,0.5994732549057344,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-14 17:00:00,2023,3,14,17,PJM,0.47060042637526195,0.6117805542878405,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-14 18:00:00,2023,3,14,18,PJM,0.4738294960870687,0.6159783449131894,0.01999999999999999,0.5,0.18,0.35
2023-03-14 19:00:00,2023,3,14,19,PJM,0.47060042637526195,0.6117805542878405,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-14 20:00:00,2023,3,14,20,PJM,0.4611332730044111,0.5994732549057344,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-14 21:00:00,2023,3,14,21,PJM,0.4460732068315292,0.5798951688809879,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-14 22:00:00,2023,3,14,22,PJM,0.42644654647836183,0.5543805104218704,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-14 23:00:00,2023,3,14,23,PJM,0.4035908164133877,0.524668061337404,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-15 00:00:00,2023,3,15,0,PJM,0.3799438674138863,0.49392702763805224,0.12,0.35,0.07999999999999999,0.35
2023-03-15 01:00:00,2023,3,15,1,PJM,0.3553596901747311,0.4619675972271505,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-15 02:00:00,2023,3,15,2,PJM,0.33245088398715045,0.4321861491832956,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-15 03:00:00,2023,3,15,3,PJM,0.3127786461342359,0.4066122399745067,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-15 04:00:00,2023,3,15,4,PJM,0.29768360711575326,0.38698868925047925,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-15 05:00:00,2023,3,15,5,PJM,0.2881944688950807,0.3746528095636049,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-15 06:00:00,2023,3,15,6,PJM,0.2849579005604147,0.3704452707285391,0.22,0.19999999999999998,0.18,0.35
2023-03-15 07:00:00,2023,3,15,7,PJM,0.2881944688950807,0.3746528095636049,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-15 08:00:00,2023,3,15,8,PJM,0.29768360711575326,0.38698868925047925,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-15 09:00:00,2023,3,15,9,PJM,0.31277864613423595,0.40661223997450674,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-15 10:00:00,2023,3,15,10,PJM,0.3324508839871505,0.4321861491832957,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-15 11:00:00,2023,3,15,11,PJM,0.3553596901747311,0.4619675972271505,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-15 12:00:00,2023,3,15,12,PJM,0.3799438674138863,0.49392702763805224,0.12000000000000001,0.35,0.28,0.35
2023-03-15 13:00:00,2023,3,15,13,PJM,0.4045280446530415,0.525886458048954,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-15 14:00:00,2023,3,15,14,PJM,0.4274368508406221,0.5556679060928088,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-15 15:00:00,2023,3,15,15,PJM,0.4471090886935367,0.5812418153015978,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-15 16:00:00,2023,3,15,16,PJM,0.4622041277120193,0.6008653660256251,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-15 17:00:00,2023,3,15,17,PJM,0.4716932659326919,0.6132012457124995,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-15 18:00:00,2023,3,15,18,PJM,0.4749298342673579,0.6174087845475653,0.01999999999999999,0.5,0.18,0.35
2023-03-15 19:00:00,2023,3,15,19,PJM,0.4716932659326919,0.6132012457124995,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-15 20:00:00,2023,3,15,20,PJM,0.4622041277120193,0.6008653660256251,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-15 21:00:00,2023,3,15,21,PJM,0.4471090886935367,0.5812418153015978,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-15 22:00:00,2023,3,15,22,PJM,0.4274368508406221,0.5556679060928088,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-15 23:00:00,2023,3,15,23,PJM,0.4045280446530415,0.525886458048954,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-16 00:00:00,2023,3,16,0,PJM,0.38083452584677624,0.49508488360080916,0.12,0.35,0.07999999999999999,0.35
2023-03-16 01:00:00,2023,3,16,1,PJM,0.3561927187663428,0.46305053439624566,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-16 02:00:00,2023,3,16,2,PJM,0.3332302101159292,0.43319927315070794,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-16 03:00:00,2023,3,16,3,PJM,0.31351185691272143,0.4075654139865379,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-16 04:00:00,2023,3,16,4,PJM,0.2983814323413988,0.38789586204381843,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-16 05:00:00,2023,3,16,5,PJM,0.28887004983228803,0.37553106478197446,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-16 06:00:00,2023,3,16,6,PJM,0.2856258943850822,0.37131366270060684,0.22,0.19999999999999998,0.18,0.35
2023-03-16 07:00:00,2023,3,16,7,PJM,0.28887004983228803,0.37553106478197446,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-16 08:00:00,2023,3,16,8,PJM,0.2983814323413988,0.38789586204381843,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-16 09:00:00,2023,3,16,9,PJM,0.3135118569127215,0.40756541398653795,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-16 10:00:00,2023,3,16,10,PJM,0.33323021011592924,0.433199273150708,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-16 11:00:00,2023,3,16,11,PJM,0.3561927187663428,0.46305053439624566,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-16 12:00:00,2023,3,16,12,PJM,0.38083452584677624,0.49508488360080916,0.12000000000000001,0.35,0.28,0.35
2023-03-16 13:00:00,2023,3,16,13,PJM,0.4054763329272097,0.5271192328053727,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-16 14:00:00,2023,3,16,14,PJM,0.42843884157762324,0.5569704940509103,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-16 15:00:00,2023,3,16,15,PJM,0.44815719478083105,0.5826043532150804,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-16 16:00:00,2023,3,16,16,PJM,0.4632876193521536,0.6022739051577998,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-16 17:00:00,2023,3,16,17,PJM,0.4727990018612645,0.6146387024196439,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-16 18:00:00,2023,3,16,18,PJM,0.4760431573084703,0.6188561045010114,0.01999999999999999,0.5,0.18,0.35
2023-03-16 19:00:00,2023,3,16,19,PJM,0.4727990018612645,0.6146387024196439,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-16 20:00:00,2023,3,16,20,PJM,0.4632876193521536,0.6022739051577998,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-16 21:00:00,2023,3,16,21,PJM,0.44815719478083105,0.5826043532150804,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-16 22:00:00,2023,3,16,22,PJM,0.42843884157762324,0.5569704940509103,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-16 23:00:00,2023,3,16,23,PJM,0.4054763329272097,0.5271192328053727,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-17 00:00:00,2023,3,17,0,PJM,0.3817353082470091,0.4962559007211118,0.12,0.35,0.07999999999999999,0.35
2023-03-17 01:00:00,2023,3,17,1,PJM,0.3570352162564073,0.4641457811333295,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-17 02:00:00,2023,3,17,2,PJM,0.33401839471613287,0.43422391313097275,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-17 03:00:00,2023,3,17,3,PJM,0.31425340197705975,0.4085294225701777,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-17 04:00:00,2023,3,17,4,PJM,0.29908718963116077,0.38881334652050903,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-17 05:00:00,2023,3,17,5,PJM,0.28955330998645795,0.37641930298239534,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-17 06:00:00,2023,3,17,6,PJM,0.2863014811852568,0.3721919255408338,0.22,0.19999999999999998,0.18,0.35
2023-03-17 07:00:00,2023,3,17,7,PJM,0.28955330998645795,0.37641930298239534,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-17 08:00:00,2023,3,17,8,PJM,0.29908718963116077,0.38881334652050903,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-17 09:00:00,2023,3,17,9,PJM,0.3142534019770598,0.40852942257017777,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-17 10:00:00,2023,3,17,10,PJM,0.3340183947161329,0.4342239131309728,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-17 11:00:00,2023,3,17,11,PJM,0.3570352162564073,0.4641457811333295,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-17 12:00:00,2023,3,17,12,PJM,0.3817353082470091,0.4962559007211118,0.12000000000000001,0.35,0.28,0.35
2023-03-17 13:00:00,2023,3,17,13,PJM,0.4064354002376109,0.5283660203088941,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-17 14:00:00,2023,3,17,14,PJM,0.4294522217778852,0.5582878883112508,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-17 15:00:00,2023,3,17,15,PJM,0.4492172145169584,0.583982378872046,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-17 16:00:00,2023,3,17,16,PJM,0.46438342686285733,0.6036984549217146,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-17 17:00:00,2023,3,17,17,PJM,0.4739173065075602,0.6160924984598283,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-17 18:00:00,2023,3,17,18,PJM,0.47716913530876137,0.6203198759013898,0.01999999999999999,0.5,0.18,0.35
2023-03-17 19:00:00,2023,3,17,19,PJM,0.4739173065075602,0.6160924984598283,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-17 20:00:00,2023,3,17,20,PJM,0.46438342686285733,0.6036984549217146,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-17 21:00:00,2023,3,17,21,PJM,0.4492172145169584,0.583982378872046,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-17 22:00:00,2023,3,17,22,PJM,0.4294522217778852,0.5582878883112508,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-17 23:00:00,2023,3,17,23,PJM,0.4064354002376109,0.5283660203088941,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-18 00:00:00,2023,3,18,0,PJM,0.38264594769331917,0.4974397320013149,0.12,0.35,0.07999999999999999,0.35
2023-03-18 01:00:00,2023,3,18,1,PJM,0.3578869329947357,0.4652530128931564,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-18 02:00:00,2023,3,18,2,PJM,0.33481520423165423,0.43525976550115053,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-18 03:00:00,2023,3,18,3,PJM,0.31500306159144437,0.40950398006887767,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-18 04:00:00,2023,3,18,4,PJM,0.2998006698539227,0.3897408708100995,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-18 05:00:00,2023,3,18,5,PJM,0.29024404689286093,0.3773172609607192,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-18 06:00:00,2023,3,18,6,PJM,0.2869844607699894,0.37307979900098626,0.22,0.19999999999999998,0.18,0.35
2023-03-18 07:00:00,2023,3,18,7,PJM,0.29024404689286093,0.3773172609607192,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-18 08:00:00,2023,3,18,8,PJM,0.2998006698539227,0.3897408708100995,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-18 09:00:00,2023,3,18,9,PJM,0.3150030615914444,0.4095039800688778,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-18 10:00:00,2023,3,18,10,PJM,0.3348152042316543,0.4352597655011506,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-18 11:00:00,2023,3,18,11,PJM,0.3578869329947357,0.4652530128931564,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-18 12:00:00,2023,3,18,12,PJM,0.38264594769331917,0.4974397320013149,0.12000000000000001,0.35,0.28,0.35
2023-03-18 13:00:00,2023,3,18,13,PJM,0.40740496239190266,0.5296264511094735,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-18 14:00:00,2023,3,18,14,PJM,0.43047669115498405,0.5596196985014793,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-18 15:00:00,2023,3,18,15,PJM,0.45028883379519397,0.5853754839337522,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-18 16:00:00,2023,3,18,16,PJM,0.4654912255327156,0.6051385931925303,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-18 17:00:00,2023,3,18,17,PJM,0.4750478484937774,0.6175622030419107,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-18 18:00:00,2023,3,18,18,PJM,0.47830743461664893,0.6217996650016436,0.01999999999999999,0.5,0.18,0.35
2023-03-18 19:00:00,2023,3,18,19,PJM,0.4750478484937774,0.6175622030419107,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-18 20:00:00,2023,3,18,20,PJM,0.4654912255327156,0.6051385931925303,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-18 21:00:00,2023,3,18,21,PJM,0.45028883379519397,0.5853754839337522,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-18 22:00:00,2023,3,18,22,PJM,0.43047669115498405,0.5596196985014793,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-18 23:00:00,2023,3,18,23,PJM,0.40740496239190266,0.5296264511094735,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-19 00:00:00,2023,3,19,0,PJM,0.3835661743435853,0.4986360266466609,0.12,0.35,0.07999999999999999,0.35
2023-03-19 01:00:00,2023,3,19,1,PJM,0.3587476165992769,0.46637190157906,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-19 02:00:00,2023,3,19,2,PJM,0.3356204025506371,0.4363065233158282,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-19 03:00:00,2023,3,19,3,PJM,0.3157606136155526,0.41048879770021834,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-19 04:00:00,2023,3,19,4,PJM,0.3005216615900963,0.3906781600671252,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-19 05:00:00,2023,3,19,5,PJM,0.2909420558712442,0.3782246726326175,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-19 06:00:00,2023,3,19,6,PJM,0.28767463075768895,0.37397701998499566,0.22,0.19999999999999998,0.18,0.35
2023-03-19 07:00:00,2023,3,19,7,PJM,0.2909420558712442,0.3782246726326175,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-19 08:00:00,2023,3,19,8,PJM,0.3005216615900963,0.3906781600671252,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-19 09:00:00,2023,3,19,9,PJM,0.31576061361555263,0.41048879770021846,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-19 10:00:00,2023,3,19,10,PJM,0.33562040255063713,0.4363065233158283,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-19 11:00:00,2023,3,19,11,PJM,0.3587476165992769,0.46637190157906,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-19 12:00:00,2023,3,19,12,PJM,0.3835661743435853,0.4986360266466609,0.12000000000000001,0.35,0.28,0.35
2023-03-19 13:00:00,2023,3,19,13,PJM,0.4083847320878937,0.5309001517142619,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-19 14:00:00,2023,3,19,14,PJM,0.4315119461365335,0.5609655299774936,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-19 15:00:00,2023,3,19,15,PJM,0.45137173507161804,0.5867832555931035,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-19 16:00:00,2023,3,19,16,PJM,0.46661068709707426,0.6065938932261966,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-19 17:00:00,2023,3,19,17,PJM,0.47619029281592645,0.6190473806607044,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-19 18:00:00,2023,3,19,18,PJM,0.47945771792948166,0.6232950333083261,0.01999999999999999,0.5,0.18,0.35
2023-03-19 19:00:00,2023,3,19,19,PJM,0.47619029281592645,0.6190473806607044,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-19 20:00:00,2023,3,19,20,PJM,0.46661068709707426,0.6065938932261966,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-19 21:00:00,2023,3,19,21,PJM,0.45137173507161804,0.5867832555931035,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-19 22:00:00,2023,3,19,22,PJM,0.4315119461365335,0.5609655299774936,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-19 23:00:00,2023,3,19,23,PJM,0.4083847320878937,0.5309001517142619,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-20 00:00:00,2023,3,20,0,PJM,0.384495715514791,0.4998444301692283,0.12,0.35,0.07999999999999999,0.35
2023-03-20 01:00:00,2023,3,20,1,PJM,0.35961701203090385,0.467502115640175,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-20 02:00:00,2023,3,20,2,PJM,0.3364337510754421,0.4373638763980747,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-20 03:00:00,2023,3,20,3,PJM,0.3165258335703704,0.4114835836414815,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-20 04:00:00,2023,3,20,4,PJM,0.3012499511942701,0.39162493655255115,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-20 05:00:00,2023,3,20,5,PJM,0.29164713008648324,0.37914126911242824,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-03-20 06:00:00,2023,3,20,6,PJM,0.28837178663609325,0.37488332262692126,0.22,0.19999999999999998,0.18,0.35
2023-03-20 07:00:00,2023,3,20,7,PJM,0.29164713008648324,0.37914126911242824,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-03-20 08:00:00,2023,3,20,8,PJM,0.3012499511942701,0.39162493655255115,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-03-20 09:00:00,2023,3,20,9,PJM,0.3165258335703704,0.4114835836414815,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-03-20 10:00:00,2023,3,20,10,PJM,0.33643375107544216,0.43736387639807484,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-03-20 11:00:00,2023,3,20,11,PJM,0.35961701203090385,0.467502115640175,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-03-20 12:00:00,2023,3,20,12,PJM,0.384495715514791,0.4998444301692283,0.12000000000000001,0.35,0.28,0.35
2023-03-20 13:00:00,2023,3,20,13,PJM,0.40937441899867816,0.5321867446982816,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-03-20 14:00:00,2023,3,20,14,PJM,0.43255767995413985,0.5623249839403818,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-03-20 15:00:00,2023,3,20,15,PJM,0.4524655974592116,0.5882052766969751,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-03-20 16:00:00,2023,3,20,16,PJM,0.46774147983531184,0.6080639237859055,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-03-20 17:00:00,2023,3,20,17,PJM,0.4773443009430988,0.6205475912260285,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-03-20 18:00:00,2023,3,20,18,PJM,0.48061964439348875,0.6248055377115354,0.01999999999999999,0.5,0.18,0.35
2023-03-20 19:00:00,2023,3,20,19,PJM,0.4773443009430988,0.6205475912260285,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-03-20 20:00:00,2023,3,20,20,PJM,0.46774147983531184,0.6080639237859055,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-03-20 21:00:00,2023,3,20,21,PJM,0.4524655974592116,0.5882052766969751,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-03-20 22:00:00,2023,3,20,22,PJM,0.43255767995413985,0.5623249839403818,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-03-20 23:00:00,2023,3,20,23,PJM,0.40937441899867816,0.5321867446982816,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-03-21 00:00:00,2023,3,21,0,PJM,0.38543429576382615,0.501064584492974,0.12,0.35,0.07999999999999999,0.35
2023-03-21 01:00:00,2023,3,21,1,PJM,0.36049486166898714,0.4686433201696833,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-03-21 02:00:00,2023,3,21,2,PJM,0.33725500879334785,0.4384315114313522,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-03-21 03:00:00,2023,3,21,3,PJM,0.3172984947047104,0.4124880431161235,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-03-21 04:00:00,2023,3,21,4,PJM,0.30198532285851654,0.3925809197160715,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-03-21 05:00:00,2023,3,21,5,PJM,0.29235906060987144,0.3800667787928329,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
