curve_id,material,gb_sigma,temperature_K,misorientation_deg,strain,shear_stress_MPa,sliding_velocity_m_s
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.07458,580.901,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.07627,582.656,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.07797,564.069,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.07966,552.401,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08136,545.821,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08305,541.782,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08475,521.989,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08644,522.808,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08814,518.413,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.08983,505.939,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.09153,495.061,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.09322,497.632,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.09492,477.496,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.09661,482.207,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.09831,477.991,0.000000
9e08bcd7-a758-495b-85d2-ae6293f0376a,Cu,5,300,21.15,0.10000,466.011,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00000,13.247,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00169,75.580,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00339,171.665,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00508,241.952,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00678,326.054,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.00847,420.028,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01017,481.307,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01186,571.259,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01356,644.729,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01525,731.124,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01695,815.173,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.01864,898.071,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02034,951.333,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02203,930.615,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02373,919.526,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02542,902.324,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02712,893.957,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.02881,878.940,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03051,858.675,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03220,835.147,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03390,821.316,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03559,814.141,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03729,793.886,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.03898,774.559,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04068,774.892,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04237,745.278,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04407,742.544,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04576,721.395,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04746,705.765,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.04915,694.833,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05085,682.962,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05254,673.746,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05424,664.753,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05593,656.554,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05763,639.820,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.05932,614.717,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06102,615.320,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06271,608.334,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06441,590.821,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06610,583.668,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06780,575.832,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.06949,560.185,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07119,546.323,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07288,546.769,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07458,535.264,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07627,527.327,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07797,516.569,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.07966,502.175,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08136,488.768,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08305,489.546,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08475,471.589,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08644,461.339,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08814,457.980,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.08983,458.164,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.09153,444.797,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.09322,424.624,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.09492,425.766,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.09661,427.423,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.09831,409.939,0.000000
b18d3213-756c-4d2e-8fba-70e9b09681da,Cu,11,300,32.94,0.10000,409.430,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00000,0.000,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00169,77.139,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00339,160.196,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00508,238.367,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00678,335.028,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.00847,410.427,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01017,489.271,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01186,566.528,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01356,643.607,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01525,728.411,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01695,812.323,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.01864,891.689,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02034,957.949,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02203,949.339,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02373,928.226,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02542,911.961,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02712,903.458,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.02881,896.481,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03051,875.679,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03220,863.965,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03390,854.750,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03559,827.700,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03729,834.132,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.03898,813.690,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04068,799.971,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04237,785.463,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04407,779.107,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04576,771.997,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04746,748.934,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.04915,732.175,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05085,727.156,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05254,706.842,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05424,698.411,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05593,690.640,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05763,683.050,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.05932,677.306,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06102,664.899,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06271,659.006,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06441,641.390,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06610,633.726,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06780,627.803,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.06949,613.834,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07119,609.486,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07288,601.333,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07458,594.864,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07627,582.325,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07797,574.034,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.07966,568.406,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08136,556.421,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08305,536.675,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08475,531.006,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08644,534.501,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08814,521.836,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.08983,517.085,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.09153,498.471,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.09322,495.590,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.09492,492.323,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.09661,480.036,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.09831,475.257,0.000000
eeade952-5338-453e-bea4-cbc17dc68dd9,Cu,13,300,46.52,0.10000,467.322,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00000,0.000,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00169,82.252,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00339,156.390,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00508,247.404,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00678,328.697,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.00847,411.709,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01017,490.502,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01186,561.287,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01356,656.572,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01525,739.887,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01695,809.483,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.01864,895.989,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02034,952.265,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02203,936.124,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02373,914.217,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02542,899.675,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02712,876.997,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.02881,855.090,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03051,836.489,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03220,819.096,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03390,803.875,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03559,783.780,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03729,765.391,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.03898,745.186,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04068,725.203,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04237,710.186,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04407,701.943,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04576,681.924,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04746,662.963,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.04915,647.263,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05085,640.576,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05254,627.693,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05424,621.579,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05593,596.496,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05763,588.831,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.05932,583.355,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06102,556.530,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06271,549.780,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06441,540.421,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06610,526.216,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06780,507.844,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.06949,494.627,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07119,487.316,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07288,483.338,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07458,459.533,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07627,452.079,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07797,452.979,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.07966,443.265,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08136,419.911,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08305,420.525,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08475,411.388,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08644,407.126,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08814,394.929,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.08983,383.726,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.09153,382.726,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.09322,373.297,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.09492,362.294,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.09661,351.059,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.09831,340.980,0.000000
6025cd3d-f8ab-48b7-8339-0855ecdb02de,Cu,19,300,29.02,0.10000,342.938,0.000000
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00000,9.181,0.000000
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00169,70.167,0.000000
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00339,129.509,0.000000
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00508,208.741,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00678,274.607,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.00847,340.182,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01017,421.893,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01186,490.302,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01356,556.902,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01525,634.608,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01695,700.006,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.01864,774.803,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02034,813.819,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02203,806.819,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02373,785.381,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02542,772.744,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02712,761.669,0.000005
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.02881,736.823,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03051,719.140,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03220,703.701,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03390,675.904,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03559,672.878,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03729,660.850,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.03898,639.807,0.000004
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04068,630.957,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04237,614.099,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04407,609.877,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04576,589.633,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04746,576.282,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.04915,563.934,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05085,554.989,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05254,543.429,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05424,534.277,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05593,517.026,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05763,503.002,0.000003
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.05932,500.191,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06102,487.218,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06271,467.530,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06441,463.283,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06610,445.497,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06780,445.430,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.06949,439.948,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07119,424.920,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07288,418.105,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07458,404.872,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07627,384.995,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07797,385.927,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.07966,380.604,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08136,373.324,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08305,356.113,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08475,359.334,0.000002
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08644,339.651,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08814,346.486,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.08983,337.496,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.09153,331.807,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.09322,313.670,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.09492,318.917,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.09661,301.393,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.09831,299.442,0.000001
9018e5f5-3953-4b40-a163-c83c9376252f,Cu,3,475,31.98,0.10000,280.516,0.000001
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00000,4.132,0.000000
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00169,67.381,0.000000
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00339,142.096,0.000000
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00508,200.338,0.000001
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00678,277.901,0.000001
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.00847,342.716,0.000001
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.01017,412.991,0.000002
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.01186,496.672,0.000002
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.01356,563.352,0.000003
cfbd961f-e53e-4257-a554-dd54a0d156d7,Cu,5,475,34.93,0.01525,633.706,0.000003
