FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100,Revenue_USD_millions,Assets_Verified_USD_millions,Export_Value_USD_millions,ROI_Verified_percent,ROA_Verified_percent,Country,Region,FDI_Inflow_Total_USD_billion,FDI_Inflow_Manufacturing_USD_billion,FDI_Inflow_FoodProcessing_USD_billion,FDI_Inflow_Lagos_USD_billion,FDI_Type_Share_Greenfield_percent,FDI_Type_Share_MA_percent,Ease_of_Doing_Business_Score,EEG_Disbursement_USD_billion,Regulatory_Quality_Index,Corruption_Perception_Index_0_100,Power_Supply_Reliability_Hours_per_Day,Logistics_Quality_Index_1_5,Food_Sector_GDP_Contribution_percent,Sector_Employment_thousands,Sector_Output_Growth_percent,Sector_Export_Value_USD_billion,Top_Origin_Countries,FDI_x_Policy,Innovation_x_Policy
FIRM_001,2024,Large,1498,30.11,15,Ready Meals,Domestic,0,0.0,2.8,5.0,3.4,3.6,0.56,1,2.02,2.35,4.0,5.9,2.7,2.3,4.6,5.71,5.42,9.07,4.94,81.6,89.74,27.27,8.14,5.26,5.49,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.639999999999999
FIRM_053,2024,Large,688,26.31,17,Fruits & Vegetables,Domestic,0,0.0,3.2,4.5,3.5,3.2,0.64,1,2.37,2.25,4.1,5.0,6.1,4.6,4.6,9.65,2.68,13.03,5.26,43.7,30.56,26.72,3.98,9.07,1.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.099999999999998
FIRM_054,2024,SME,30,2.81,8,Beverages,Domestic,0,0.0,3.0,4.2,3.7,3.2,0.56,0,0.75,1.23,4.5,3.0,3.5,4.4,3.6,1.63,4.77,8.94,0.82,54.9,13.45,3.54,1.2,-0.01,4.39,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.32
FIRM_055,2024,SME,64,3.24,16,Fruits & Vegetables,Domestic,0,0.0,2.0,4.2,3.8,3.6,0.41,1,1.71,2.1,6.2,3.9,3.9,3.5,4.6,7.78,1.44,10.17,1.13,68.7,7.41,5.81,0.75,10.06,1.18,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,17.479999999999997
FIRM_056,2024,SME,167,1.79,27,Seafood Processing,Domestic,0,0.0,2.1,4.8,2.5,2.1,0.29,0,2.43,0.92,3.2,2.8,3.9,6.3,2.9,0.77,1.88,8.27,0.9,63.2,2.62,0.48,0.22,0.21,2.61,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,7.25
FIRM_057,2024,SME,57,3.85,15,Ready Meals,Domestic,0,0.0,3.0,5.0,3.1,2.5,0.56,0,3.94,2.14,4.4,3.4,3.1,3.0,4.0,4.11,1.3,9.78,0.18,71.7,4.98,0.4,0.49,4.53,1.65,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.4
FIRM_058,2024,SME,161,3.8,4,Ready Meals,Domestic,0,0.0,4.0,4.5,2.6,2.2,0.61,0,2.44,1.4,3.4,3.5,2.7,4.8,3.2,6.57,3.43,1.76,0.97,56.9,5.44,1.81,0.1,5.87,3.64,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.32
FIRM_059,2024,SME,97,3.46,26,Dairy,Domestic,0,0.0,3.2,4.5,3.1,3.8,0.47,0,3.72,1.09,3.7,3.1,5.8,3.9,4.2,6.89,3.32,8.94,1.8,60.3,8.41,1.27,0.75,6.16,2.76,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.020000000000001
FIRM_060,2024,Large,1259,20.1,3,Fruits & Vegetables,Joint Venture,1,70.0,2.8,5.0,4.6,3.4,0.64,1,1.66,1.49,4.2,2.6,4.6,6.4,3.2,5.17,5.24,19.92,4.11,55.9,38.88,21.57,7.74,4.32,6.13,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.2,14.719999999999999
FIRM_061,2024,SME,73,3.36,12,Dairy,Domestic,0,0.0,1.4,4.6,2.6,3.1,0.56,0,3.99,1.74,5.5,2.4,4.4,3.2,4.3,3.81,2.47,15.79,0.7,60.9,5.7,0.4,0.9,1.65,5.89,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.18
FIRM_062,2024,Large,1435,25.31,1,Confectionery,Joint Venture,1,53.0,4.1,4.4,3.0,2.3,0.64,0,3.12,1.35,6.0,1.5,4.1,3.4,4.0,9.99,5.68,17.93,8.75,50.3,40.96,24.41,7.34,9.5,6.1,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,12.0
FIRM_063,2024,SME,155,2.9,5,Ready Meals,Domestic,0,0.0,2.9,5.0,3.1,3.1,0.52,1,4.83,1.88,4.6,2.7,2.4,3.1,3.6,5.37,2.45,13.62,1.75,53.0,5.18,5.75,0.71,4.58,2.34,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.16
FIRM_064,2024,Large,222,25.14,22,Bakery,Domestic,0,0.0,3.6,5.0,3.7,3.5,0.63,1,4.88,1.31,3.8,4.4,4.9,4.7,4.1,7.39,3.95,7.6,2.4,60.6,54.61,25.15,4.15,8.5,2.58,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.17
FIRM_065,2024,SME,187,2.1,43,Confectionery,Joint Venture,1,30.0,3.0,5.0,3.9,2.5,0.34,0,1.36,1.91,6.7,2.2,2.6,2.7,4.2,5.6,2.56,14.93,1.12,76.7,8.78,3.89,1.31,3.86,1.79,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,16.38
FIRM_066,2024,SME,174,1.76,39,Ready Meals,Domestic,0,0.0,3.0,4.7,3.1,3.3,0.43,0,0.87,1.82,3.8,2.4,3.8,3.7,3.6,7.31,1.81,6.37,1.07,58.8,10.14,0.4,0.65,6.32,1.42,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.16
FIRM_067,2024,SME,153,1.51,5,Seafood Processing,Foreign,1,92.0,4.0,4.8,4.7,4.2,0.46,1,4.76,1.57,3.6,5.6,1.7,1.7,4.3,20.58,10.31,19.83,0.84,70.5,5.69,0.4,1.13,19.2,9.63,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.3,20.21
FIRM_068,2024,SME,124,1.93,2,Meat Processing,Domestic,0,0.0,2.6,3.8,2.3,2.2,0.4,0,3.1,1.38,2.4,3.2,1.3,4.6,2.6,2.64,2.16,0.0,0.17,48.5,10.08,4.8,0.0,4.07,1.95,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,5.9799999999999995
FIRM_069,2024,SME,65,2.92,17,Dairy,Domestic,0,0.0,2.7,3.8,3.6,2.3,0.55,0,1.83,1.68,5.6,4.1,3.9,3.7,4.5,1.82,1.82,17.43,0.01,44.0,2.38,3.12,0.41,0.48,3.22,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.2
FIRM_070,2024,Large,731,10.58,33,Ready Meals,Joint Venture,1,52.0,3.7,4.6,3.9,2.8,0.65,1,4.23,1.88,5.2,4.4,2.6,2.5,4.4,12.33,9.4,22.37,8.24,75.3,37.86,10.79,8.47,12.7,10.32,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.4,17.16
FIRM_071,2024,SME,32,3.06,38,Ready Meals,Domestic,0,0.0,3.3,5.0,3.5,3.7,0.6,0,2.96,2.63,6.6,4.5,1.3,5.6,3.7,8.9,4.09,7.62,2.09,45.7,2.84,0.82,0.22,9.76,3.75,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.950000000000001
FIRM_072,2024,Large,1025,25.84,42,Fruits & Vegetables,Domestic,0,0.0,2.9,5.0,2.8,3.7,0.53,1,4.2,2.07,2.8,2.3,4.1,2.7,3.6,8.76,3.26,9.71,6.11,63.4,38.74,26.04,3.76,8.28,1.97,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_073,2024,SME,186,4.08,18,Ready Meals,Domestic,0,0.0,3.3,4.7,3.1,2.9,0.4,1,0.5,2.09,5.7,3.6,5.8,5.3,4.4,8.27,2.07,10.26,1.37,68.0,10.4,1.79,1.07,6.32,3.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.640000000000002
FIRM_074,2024,Large,996,33.31,9,Bakery,Domestic,0,0.0,2.7,4.3,3.5,3.2,0.59,1,3.45,3.14,4.3,2.2,5.0,3.5,4.0,-0.77,5.1,13.35,2.93,66.6,49.51,35.68,6.61,-2.71,4.86,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.0
FIRM_075,2024,SME,31,2.81,2,Confectionery,Joint Venture,1,80.0,2.8,4.6,4.4,2.4,0.28,1,1.69,1.86,5.0,6.2,3.2,6.2,4.0,10.74,8.53,12.18,2.41,60.8,5.16,8.27,0.63,11.47,6.78,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,17.6
FIRM_076,2024,SME,133,2.22,8,Bakery,Domestic,0,0.0,3.9,4.9,2.0,3.3,0.51,0,0.03,1.84,2.6,2.2,3.5,5.2,2.8,4.09,1.06,1.37,0.18,45.1,5.81,3.19,0.08,2.28,1.5,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,5.6
FIRM_077,2024,Large,1128,19.15,4,Ready Meals,Domestic,0,0.0,2.6,4.9,2.8,2.6,0.49,0,0.0,1.95,5.7,2.8,4.5,3.1,4.5,0.35,1.3,8.01,6.79,58.5,15.26,17.88,1.22,0.52,2.02,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.6
FIRM_078,2024,SME,174,3.23,44,Confectionery,Joint Venture,1,28.0,3.1,4.7,3.3,2.6,0.2,1,1.9,1.1,5.0,2.8,4.7,3.2,4.3,8.1,6.86,18.77,1.84,62.1,5.17,0.4,0.97,7.94,4.48,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.3,14.19
FIRM_079,2024,SME,62,1.26,14,Ready Meals,Domestic,0,0.0,2.8,4.2,3.6,3.3,0.42,1,3.01,1.38,4.2,2.3,3.1,5.0,3.2,8.35,1.85,5.36,2.86,55.6,4.94,0.4,0.26,8.5,0.91,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.520000000000001
FIRM_080,2024,Large,1607,14.92,42,Fruits & Vegetables,Foreign,1,59.0,3.8,5.0,4.4,3.2,0.67,1,3.14,1.35,4.8,5.2,3.5,4.0,4.4,9.68,9.18,7.2,4.8,78.0,61.86,18.03,4.45,9.95,8.88,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.4,19.360000000000003
FIRM_081,2024,SME,110,3.31,28,Bakery,Domestic,0,0.0,2.8,3.3,3.7,2.9,0.67,0,1.81,1.92,3.4,6.2,3.8,4.1,4.3,8.57,5.5,5.64,0.53,45.0,4.75,1.25,0.27,7.15,5.96,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.91
FIRM_082,2024,SME,57,1.92,27,Bakery,Domestic,0,0.0,2.7,4.5,2.7,2.5,0.28,0,1.74,1.51,3.6,3.3,4.1,5.8,3.3,5.66,1.85,5.24,1.55,61.3,10.21,1.18,0.54,4.19,1.19,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.91
FIRM_083,2024,Large,904,6.08,23,Meat Processing,Foreign,1,65.0,3.7,5.0,4.3,3.7,0.64,1,1.83,1.67,3.7,2.5,3.4,3.4,3.6,13.23,8.68,18.07,4.45,69.1,29.41,7.39,5.31,13.79,7.73,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,15.48
FIRM_084,2024,Large,1995,5.41,41,Oils & Fats,Domestic,0,0.0,3.1,3.8,3.8,3.8,0.68,0,3.03,2.14,2.3,1.6,3.4,4.4,2.7,7.19,8.0,16.62,1.64,60.6,57.76,8.37,9.6,6.13,8.45,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.26
FIRM_085,2024,SME,198,4.6,3,Dairy,Domestic,0,0.0,1.8,4.7,2.4,3.6,0.64,1,1.58,2.03,5.1,3.6,5.0,5.4,4.1,0.49,4.14,9.01,0.33,66.4,10.48,4.2,0.94,-3.11,3.52,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.839999999999998
FIRM_086,2024,Large,1783,22.79,5,Seafood Processing,Domestic,0,0.0,3.9,4.8,3.5,3.4,0.63,0,3.34,1.52,5.4,3.5,4.8,5.3,4.1,12.49,5.68,10.36,0.1,69.4,63.78,21.98,6.61,12.97,5.97,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.349999999999998
FIRM_087,2024,SME,169,2.7,22,Beverages,Foreign,1,61.0,3.4,4.2,4.3,2.6,0.4,0,3.36,1.27,3.5,3.1,4.0,4.1,3.6,6.63,5.26,17.59,1.47,56.6,10.87,2.84,1.91,5.09,4.06,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,15.48
FIRM_088,2024,SME,165,3.44,20,Grains & Cereals,Joint Venture,1,70.0,3.9,5.0,3.6,2.5,0.55,0,2.62,2.17,4.5,4.0,5.4,4.0,4.5,13.88,5.33,22.62,1.53,69.0,11.04,2.18,2.5,14.14,3.91,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.5,16.2
FIRM_089,2024,SME,192,0.5,28,Beverages,Domestic,0,0.0,2.0,4.9,2.4,3.1,0.2,1,0.0,1.99,3.9,4.2,3.1,2.2,4.2,2.11,2.41,3.35,0.01,57.0,6.74,0.4,0.23,3.48,2.89,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_090,2024,Large,1707,34.48,37,Grains & Cereals,Domestic,0,0.0,2.8,4.9,3.7,3.1,0.69,0,3.41,0.8,4.5,4.1,5.3,3.0,4.7,6.93,1.85,11.15,6.45,44.4,49.73,35.3,5.54,6.65,1.88,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,17.39
FIRM_091,2024,Large,277,13.89,30,Grains & Cereals,Joint Venture,1,69.0,3.4,4.8,3.6,2.5,0.63,1,4.75,1.44,3.6,3.5,4.1,4.7,3.6,4.49,4.65,9.85,5.5,69.6,39.47,14.26,3.89,5.38,5.28,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.6,12.96
FIRM_092,2024,SME,22,1.71,13,Bakery,Domestic,0,0.0,3.8,4.7,3.0,2.8,0.67,0,2.64,1.68,3.3,2.7,7.0,4.1,4.2,7.19,4.39,15.49,0.84,66.2,7.86,5.97,1.22,7.07,3.71,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.600000000000001
FIRM_093,2024,SME,100,3.86,17,Fruits & Vegetables,Domestic,0,0.0,2.6,5.0,3.1,3.0,0.43,1,1.36,1.99,5.3,4.5,2.2,4.4,3.9,6.78,1.94,10.11,1.84,72.5,5.73,4.74,0.58,8.38,1.02,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.09
FIRM_094,2024,SME,122,5.4,38,Oils & Fats,Domestic,0,0.0,3.3,4.4,3.4,2.5,0.49,0,2.01,2.06,4.1,3.8,2.7,5.5,3.3,3.32,4.02,4.46,0.98,54.1,9.43,7.7,0.42,1.75,5.04,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.219999999999999
FIRM_095,2024,SME,77,1.59,11,Ready Meals,Domestic,0,0.0,2.7,5.0,2.7,3.7,0.62,0,2.21,1.74,6.2,4.7,4.0,2.9,5.0,7.16,7.02,8.38,0.22,78.9,9.0,0.4,0.75,6.85,5.45,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.5
FIRM_096,2024,SME,37,2.0,26,Meat Processing,Joint Venture,1,81.0,3.6,4.1,3.6,3.6,0.73,1,3.01,1.89,4.2,4.6,3.9,4.0,4.2,12.28,7.07,19.05,0.72,60.5,10.61,3.05,2.02,12.79,8.0,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,15.120000000000001
FIRM_097,2024,SME,46,3.28,27,Seafood Processing,Foreign,1,57.0,3.4,4.5,3.7,3.7,0.41,1,0.71,1.63,3.3,2.4,5.6,4.5,3.7,9.66,6.04,14.6,1.62,68.5,4.65,1.83,0.68,9.13,7.03,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.7,13.690000000000001
FIRM_098,2024,Large,1370,7.96,38,Seafood Processing,Foreign,1,55.0,4.4,5.0,4.5,3.1,0.67,0,5.41,1.26,5.4,2.4,2.8,3.5,3.8,16.55,10.24,16.18,2.89,68.2,78.24,8.75,12.66,17.63,10.81,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,17.099999999999998
FIRM_099,2024,SME,70,1.53,36,Ready Meals,Domestic,0,0.0,2.1,4.0,4.4,3.4,0.7,1,2.5,1.47,4.8,3.0,4.5,6.0,3.6,1.99,4.42,8.83,1.16,75.5,3.06,2.91,0.27,1.17,3.6,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.840000000000002
FIRM_100,2024,SME,68,3.3,24,Meat Processing,Domestic,0,0.0,2.1,3.4,2.3,2.1,0.3,0,2.09,1.61,4.9,2.7,4.8,5.4,3.8,1.62,1.93,6.84,0.01,51.3,8.52,3.4,0.58,3.8,1.0,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.739999999999998
FIRM_101,2024,SME,185,5.19,16,Seafood Processing,Domestic,0,0.0,2.0,4.7,3.3,2.9,0.6,0,2.83,1.58,5.4,4.6,4.3,4.6,4.4,8.1,2.12,8.06,1.65,58.2,6.52,10.0,0.53,10.35,1.73,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.52
FIRM_102,2024,SME,37,1.02,19,Fruits & Vegetables,Domestic,0,0.0,2.2,4.9,2.4,2.6,0.36,0,0.85,0.66,3.5,4.2,2.4,6.5,2.9,5.7,0.29,1.43,1.09,48.1,7.32,3.88,0.1,5.74,-1.08,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,6.96
FIRM_103,2024,Large,1755,21.88,21,Bakery,Domestic,0,0.0,2.6,4.7,3.6,2.3,0.66,0,2.65,1.4,4.1,4.9,5.0,2.5,4.9,6.01,-0.18,5.22,2.47,77.3,43.72,24.23,2.28,6.37,-1.25,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,17.64
FIRM_104,2024,Large,252,35.49,11,Beverages,Domestic,0,0.0,2.1,4.5,2.9,2.9,0.52,1,3.17,1.63,4.0,4.2,4.9,4.3,4.2,2.7,-0.92,8.44,5.64,70.0,52.19,37.02,4.4,3.83,-0.54,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.18
FIRM_105,2024,SME,123,2.38,32,Confectionery,Domestic,0,0.0,2.4,3.6,2.8,2.5,0.37,0,2.74,1.46,2.9,4.0,4.2,4.7,3.6,1.65,-1.37,5.59,0.65,58.0,3.95,5.91,0.22,-0.07,-0.99,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_106,2024,SME,41,3.98,11,Dairy,Domestic,0,0.0,1.8,4.9,2.8,2.8,0.36,0,2.35,1.48,3.9,5.0,3.7,3.2,4.4,1.58,1.35,6.49,0.42,89.5,9.43,1.11,0.61,-0.29,0.21,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.32
FIRM_107,2024,SME,39,3.29,33,Grains & Cereals,Foreign,1,60.0,3.1,5.0,3.8,3.3,0.51,1,2.09,1.84,5.5,4.3,3.7,4.7,4.2,12.1,4.31,18.19,1.36,72.2,11.36,6.03,2.07,13.31,4.72,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,15.959999999999999
