hour,mode,current_density_A_cm2,price_USD_MWh
2248,standby,0.0,52.12
2249,standby,0.0,36.4
2250,standby,0.0,46.37
2251,standby,0.0,40.54
2252,standby,0.0,37.1
2253,standby,0.0,35.69
2254,standby,0.0,52.02
2255,standby,0.0,48.92
2256,standby,0.0,40.05
2257,SOFC,0.4,78.12
2258,SOFC,0.4,69.39
2259,SOFC,0.4,75.29
2260,SOFC,0.4,67.1
2261,SOFC,0.4,63.99
2262,SOFC,0.4,70.24
2263,SOFC,0.4,82.45
2264,SOFC,0.4,61.94
2265,SOFC,0.4,67.03
2266,standby,0.0,55.34
2267,standby,0.0,52.76
2268,SOFC,0.4,60.55
2269,standby,0.0,51.28
2270,standby,0.0,43.13
2271,standby,0.0,38.85
2272,SOEC,-0.4,23.84
2273,standby,0.0,40.84
2274,SOEC,-0.4,24.17
2275,SOEC,-0.4,34.35
2276,standby,0.0,43.34
2277,SOEC,-0.4,25.26
2278,SOEC,-0.4,24.68
2279,standby,0.0,41.51
2280,standby,0.0,44.14
2281,standby,0.0,51.76
2282,standby,0.0,47.48
2283,standby,0.0,52.81
2284,standby,0.0,55.92
2285,SOFC,0.4,67.67
2286,SOFC,0.4,66.64
2287,SOFC,0.4,60.55
2288,SOFC,0.4,79.5
2289,SOFC,0.4,64.17
2290,standby,0.0,42.94
2291,standby,0.0,42.46
2292,standby,0.0,53.4
2293,SOEC,-0.4,28.95
2294,standby,0.0,50.46
2295,SOEC,-0.4,25.28
2296,SOEC,-0.4,26.22
2297,SOEC,-0.4,17.94
2298,SOEC,-0.4,4.78
2299,SOEC,-0.4,24.25
2300,SOEC,-0.4,13.92
2301,SOEC,-0.4,24.57
2302,standby,0.0,35.82
2303,SOEC,-0.4,33.21
2304,SOEC,-0.4,26.36
2305,standby,0.0,37.7
2306,SOEC,-0.4,29.9
2307,standby,0.0,45.07
2308,standby,0.0,53.79
2309,standby,0.0,55.53
2310,standby,0.0,56.1
2311,standby,0.0,52.9
2312,standby,0.0,53.89
2313,standby,0.0,42.52
2314,standby,0.0,39.36
2315,standby,0.0,35.1
2316,SOFC,0.4,60.99
2317,standby,0.0,37.03
2318,standby,0.0,42.52
2319,SOEC,-0.4,16.8
2320,SOEC,-0.4,11.55
2321,SOEC,-0.4,7.32
2322,SOEC,-0.4,10.5
2323,SOEC,-0.4,11.83
2324,SOEC,-0.4,15.72
2325,SOEC,-0.4,20.37
2326,SOEC,-0.4,30.8
2327,standby,0.0,38.56
2328,standby,0.0,44.0
2329,SOFC,0.4,66.6
2330,standby,0.0,47.25
2331,SOFC,0.4,69.02
2332,SOFC,0.4,65.28
2333,SOFC,0.4,67.95
2334,SOFC,0.4,63.51
2335,SOFC,0.4,61.34
2336,SOFC,0.4,73.98
2337,SOFC,0.4,73.53
2338,standby,0.0,54.19
2339,standby,0.0,46.98
2340,standby,0.0,41.1
2341,standby,0.0,41.52
2342,SOEC,-0.4,25.23
2343,SOEC,-0.4,16.69
2344,SOEC,-0.4,25.34
2345,SOEC,-0.4,22.73
2346,SOEC,-0.4,21.6
2347,SOEC,-0.4,29.52
2348,standby,0.0,37.98
2349,standby,0.0,37.66
2350,standby,0.0,45.07
2351,standby,0.0,42.96
2352,standby,0.0,51.98
2353,SOFC,0.4,65.74
2354,standby,0.0,53.43
2355,SOFC,0.4,67.26
2356,SOFC,0.4,71.26
2357,SOFC,0.4,69.27
2358,SOFC,0.4,74.71
2359,SOFC,0.4,80.37
2360,SOFC,0.4,65.14
2361,SOFC,0.4,76.53
2362,SOFC,0.4,71.48
2363,standby,0.0,46.46
2364,standby,0.0,49.23
2365,standby,0.0,58.2
2366,SOFC,0.4,60.87
2367,standby,0.0,45.9
2368,standby,0.0,41.52
2369,standby,0.0,38.42
2370,standby,0.0,45.64
2371,SOEC,-0.4,34.07
2372,standby,0.0,47.44
2373,standby,0.0,43.65
2374,standby,0.0,38.65
2375,standby,0.0,50.23
2376,standby,0.0,58.43
2377,standby,0.0,59.66
2378,SOFC,0.4,87.16
2379,SOFC,0.4,74.26
2380,SOFC,0.4,71.31
2381,SOFC,0.4,91.85
2382,SOFC,0.4,74.63
2383,SOFC,0.4,71.03
2384,SOFC,0.4,93.22
2385,SOFC,0.4,73.7
2386,SOFC,0.4,81.32
2387,SOFC,0.4,82.83
2388,standby,0.0,51.64
2389,standby,0.0,52.79
2390,standby,0.0,54.24
2391,SOFC,0.4,60.38
2392,standby,0.0,52.58
2393,standby,0.0,47.65
2394,standby,0.0,49.37
2395,standby,0.0,40.22
2396,standby,0.0,52.86
2397,standby,0.0,49.4
2398,standby,0.0,59.88
2399,standby,0.0,55.04
2400,SOFC,0.4,64.82
2401,SOFC,0.4,63.01
2402,SOFC,0.4,76.11
2403,SOFC,0.4,76.12
2404,SOFC,0.4,77.6
2405,SOFC,0.4,83.57
2406,SOFC,0.4,69.19
2407,SOFC,0.4,90.97
2408,SOFC,0.4,71.49
2409,SOFC,0.4,71.99
2410,SOFC,0.4,66.8
2411,standby,0.0,52.32
2412,SOFC,0.4,68.66
2413,standby,0.0,56.64
2414,standby,0.0,51.48
2415,SOFC,0.4,61.78
2416,standby,0.0,37.84
2417,SOEC,-0.4,26.32
2418,standby,0.0,43.09
2419,standby,0.0,44.53
2420,SOEC,-0.4,22.9
2421,SOEC,-0.4,31.01
2422,standby,0.0,52.15
2423,standby,0.0,50.56
2424,SOFC,0.4,63.08
2425,SOFC,0.4,61.76
2426,SOFC,0.4,67.77
2427,SOFC,0.4,72.71
2428,SOFC,0.4,72.48
2429,SOFC,0.4,70.89
2430,SOFC,0.4,67.68
2431,SOFC,0.4,79.86
2432,SOFC,0.4,85.04
2433,SOFC,0.4,72.88
2434,standby,0.0,55.17
2435,standby,0.0,47.34
2436,standby,0.0,38.87
2437,standby,0.0,43.21
2438,standby,0.0,39.59
2439,SOEC,-0.4,30.56
2440,standby,0.0,38.35
2441,SOEC,-0.4,26.3
2442,SOEC,-0.4,26.27
2443,SOEC,-0.4,19.48
2444,SOEC,-0.4,34.19
2445,SOEC,-0.4,27.71
2446,SOEC,-0.4,14.19
2447,standby,0.0,46.92
2448,SOEC,-0.4,33.06
2449,standby,0.0,37.98
2450,standby,0.0,41.02
2451,standby,0.0,59.74
2452,standby,0.0,49.81
2453,SOFC,0.4,62.11
2454,standby,0.0,58.99
2455,SOFC,0.4,61.67
2456,SOFC,0.4,69.06
2457,SOFC,0.4,63.68
2458,standby,0.0,48.6
2459,SOFC,0.4,61.37
2460,standby,0.0,35.78
2461,SOEC,-0.4,23.21
2462,SOEC,-0.4,16.79
2463,SOEC,-0.4,27.39
2464,SOEC,-0.4,9.99
2465,SOEC,-0.4,20.6
2466,SOEC,-0.4,22.69
2467,SOEC,-0.4,18.64
2468,SOEC,-0.4,19.07
2469,SOEC,-0.4,22.3
2470,SOEC,-0.4,22.34
2471,standby,0.0,39.42
2472,standby,0.0,39.84
2473,SOEC,-0.4,32.81
2474,SOEC,-0.4,26.53
2475,SOFC,0.4,62.22
2476,standby,0.0,59.56
2477,SOFC,0.4,62.05
2478,standby,0.0,44.65
2479,standby,0.0,46.24
2480,standby,0.0,57.54
2481,standby,0.0,46.82
2482,standby,0.0,43.9
2483,standby,0.0,50.89
2484,standby,0.0,36.07
2485,SOEC,-0.4,32.07
2486,SOEC,-0.4,33.28
2487,SOEC,-0.4,13.95
2488,SOEC,-0.4,20.92
2489,SOEC,-0.4,32.51
2490,SOEC,-0.4,25.81
2491,SOEC,-0.4,14.16
2492,SOEC,-0.4,21.24
2493,SOEC,-0.4,17.35
2494,SOEC,-0.4,26.52
2495,SOEC,-0.4,28.55
2496,standby,0.0,37.07
2497,standby,0.0,50.77
2498,standby,0.0,42.61
2499,SOFC,0.4,62.86
2500,SOFC,0.4,71.08
2501,standby,0.0,47.43
2502,SOFC,0.4,61.88
2503,SOFC,0.4,61.66
2504,SOFC,0.4,64.23
2505,standby,0.0,57.1
2506,standby,0.0,51.78
2507,SOFC,0.4,61.77
2508,standby,0.0,54.33
2509,standby,0.0,36.43
2510,standby,0.0,35.87
2511,standby,0.0,35.76
2512,SOEC,-0.4,18.17
2513,SOEC,-0.4,33.36
2514,SOEC,-0.4,14.61
2515,standby,0.0,35.03
2516,SOEC,-0.4,27.2
2517,SOEC,-0.4,25.93
2518,standby,0.0,41.25
2519,standby,0.0,45.76
2520,standby,0.0,35.19
2521,standby,0.0,41.07
2522,standby,0.0,59.64
2523,standby,0.0,50.79
2524,SOFC,0.4,65.42
2525,SOFC,0.4,78.75
2526,SOFC,0.4,76.91
2527,SOFC,0.4,68.86
2528,SOFC,0.4,68.4
2529,SOFC,0.4,72.85
2530,SOFC,0.4,60.35
2531,standby,0.0,47.08
2532,standby,0.0,51.16
2533,standby,0.0,55.16
2534,standby,0.0,36.49
2535,standby,0.0,51.6
2536,standby,0.0,35.29
2537,standby,0.0,55.73
2538,standby,0.0,35.77
2539,standby,0.0,50.5
2540,standby,0.0,42.98
2541,SOEC,-0.4,34.57
2542,standby,0.0,52.77
2543,standby,0.0,45.21
2544,standby,0.0,49.48
2545,SOFC,0.4,73.55
2546,SOFC,0.4,75.31
2547,SOFC,0.4,71.43
2548,SOFC,0.4,79.16
2549,SOFC,0.4,79.93
2550,SOFC,0.4,78.43
2551,SOFC,0.4,78.26
2552,SOFC,0.4,79.97
2553,SOFC,0.4,75.98
2554,SOFC,0.4,71.98
2555,SOFC,0.4,71.33
2556,SOFC,0.4,74.0
2557,SOFC,0.4,70.11
2558,SOFC,0.4,60.66
2559,standby,0.0,55.19
2560,standby,0.0,43.76
2561,standby,0.0,37.84
2562,standby,0.0,43.73
2563,standby,0.0,47.66
2564,standby,0.0,42.85
2565,standby,0.0,38.32
2566,SOFC,0.4,64.38
2567,standby,0.0,58.3
2568,SOFC,0.4,73.53
2569,SOFC,0.4,68.56
2570,SOFC,0.4,82.14
2571,SOFC,0.4,81.94
2572,SOFC,0.4,89.98
2573,SOFC,0.4,88.65
2574,SOFC,0.4,82.29
2575,SOFC,0.4,82.53
2576,SOFC,0.4,94.06
2577,SOFC,0.4,74.6
2578,SOFC,0.4,75.94
2579,SOFC,0.4,71.4
2580,SOFC,0.4,67.22
2581,standby,0.0,54.65
2582,standby,0.0,59.28
2583,standby,0.0,46.89
2584,SOEC,-0.4,29.17
2585,standby,0.0,41.08
2586,standby,0.0,42.19
2587,standby,0.0,37.09
2588,standby,0.0,41.28
2589,standby,0.0,44.87
2590,standby,0.0,56.31
2591,standby,0.0,55.2
2592,SOFC,0.4,69.35
2593,standby,0.0,53.83
2594,SOFC,0.4,60.12
2595,SOFC,0.4,74.28
2596,SOFC,0.4,76.99
2597,SOFC,0.4,80.83
2598,SOFC,0.4,70.77
2599,SOFC,0.4,65.59
2600,SOFC,0.4,67.07
2601,standby,0.0,47.3
2602,SOFC,0.4,68.36
2603,standby,0.0,51.11
2604,standby,0.0,43.19
2605,standby,0.0,45.32
2606,standby,0.0,49.5
2607,standby,0.0,39.03
2608,SOEC,-0.4,28.18
2609,SOEC,-0.4,32.8
2610,SOEC,-0.4,30.27
2611,standby,0.0,39.73
2612,standby,0.0,36.94
2613,SOEC,-0.4,28.38
2614,SOEC,-0.4,34.86
2615,standby,0.0,40.52
2616,SOEC,-0.4,28.29
2617,SOEC,-0.4,23.83
2618,standby,0.0,53.59
2619,SOFC,0.4,62.39
2620,SOFC,0.4,81.13
2621,standby,0.0,59.31
2622,standby,0.0,58.62
2623,SOFC,0.4,69.17
2624,standby,0.0,48.72
2625,SOFC,0.4,68.6
2626,standby,0.0,41.74
2627,standby,0.0,47.26
2628,standby,0.0,39.12
2629,SOEC,-0.4,22.18
2630,SOEC,-0.4,24.36
2631,SOEC,-0.4,15.24
2632,SOEC,-0.4,15.85
2633,SOEC,-0.4,26.29
2634,SOEC,-0.4,1.65
2635,SOEC,-0.4,0.71
2636,SOEC,-0.4,17.95
2637,SOEC,-0.4,11.44
2638,SOEC,-0.4,31.66
2639,SOEC,-0.4,30.11
2640,standby,0.0,42.63
2641,SOEC,-0.4,26.04
2642,standby,0.0,46.7
2643,SOFC,0.4,70.43
2644,standby,0.0,57.79
2645,standby,0.0,59.36
2646,SOFC,0.4,62.98
2647,standby,0.0,50.16
2648,standby,0.0,48.64
2649,standby,0.0,39.4
2650,standby,0.0,46.73
2651,SOFC,0.4,61.27
2652,standby,0.0,40.55
2653,SOEC,-0.4,17.85
2654,SOEC,-0.4,20.46
2655,SOEC,-0.4,27.35
2656,SOEC,-0.4,20.97
2657,SOEC,-0.4,15.43
2658,SOEC,-0.4,10.48
2659,SOEC,-0.4,8.27
2660,SOEC,-0.4,8.4
2661,standby,0.0,35.14
2662,SOEC,-0.4,29.67
2663,standby,0.0,41.1
2664,standby,0.0,39.7
2665,standby,0.0,45.48
2666,standby,0.0,47.73
2667,standby,0.0,50.43
2668,standby,0.0,47.12
2669,standby,0.0,53.85
2670,standby,0.0,47.41
2671,standby,0.0,51.1
2672,standby,0.0,59.13
2673,standby,0.0,52.57
2674,standby,0.0,51.87
2675,standby,0.0,57.83
2676,standby,0.0,49.15
2677,standby,0.0,40.71
2678,SOEC,-0.4,24.12
2679,SOEC,-0.4,21.88
2680,SOEC,-0.4,22.93
2681,SOEC,-0.4,20.73
2682,SOEC,-0.4,10.24
2683,standby,0.0,40.09
2684,SOEC,-0.4,32.31
2685,standby,0.0,38.99
2686,standby,0.0,35.91
2687,standby,0.0,46.58
2688,standby,0.0,49.15
2689,SOFC,0.4,63.86
2690,SOFC,0.4,66.92
2691,SOFC,0.4,63.72
2692,standby,0.0,58.2
2693,SOFC,0.4,62.44
2694,SOFC,0.4,69.2
2695,SOFC,0.4,73.95
2696,SOFC,0.4,62.2
2697,SOFC,0.4,66.71
2698,SOFC,0.4,73.37
2699,SOFC,0.4,68.06
2700,standby,0.0,53.59
2701,standby,0.0,51.7
2702,standby,0.0,57.04
2703,standby,0.0,54.99
2704,standby,0.0,43.61
2705,standby,0.0,46.44
2706,standby,0.0,46.51
2707,standby,0.0,38.63
2708,standby,0.0,38.2
2709,standby,0.0,53.43
2710,SOFC,0.4,61.84
2711,standby,0.0,51.34
2712,standby,0.0,56.15
2713,SOFC,0.4,63.08
2714,standby,0.0,58.02
2715,SOFC,0.4,63.27
2716,SOFC,0.4,68.42
2717,SOFC,0.4,80.81
2718,SOFC,0.4,79.04
2719,SOFC,0.4,77.81
2720,SOFC,0.4,79.26
2721,SOFC,0.4,89.09
2722,SOFC,0.4,76.11
2723,SOFC,0.4,68.83
2724,SOFC,0.4,68.9
2725,standby,0.0,53.31
2726,standby,0.0,54.42
2727,standby,0.0,43.9
2728,SOEC,-0.4,32.57
2729,standby,0.0,43.31
2730,standby,0.0,44.23
2731,standby,0.0,41.71
2732,standby,0.0,56.53
2733,standby,0.0,51.1
2734,standby,0.0,59.39
2735,standby,0.0,48.91
2736,SOFC,0.4,73.76
2737,SOFC,0.4,73.13
2738,SOFC,0.4,87.21
2739,SOFC,0.4,87.33
2740,SOFC,0.4,66.05
2741,SOFC,0.4,73.7
2742,SOFC,0.4,74.83
2743,SOFC,0.4,83.76
2744,SOFC,0.4,88.09
2745,SOFC,0.4,74.79
2746,SOFC,0.4,74.77
2747,standby,0.0,59.78
2748,standby,0.0,56.26
2749,standby,0.0,59.53
2750,standby,0.0,58.37
2751,standby,0.0,50.65
2752,standby,0.0,37.41
2753,SOEC,-0.4,34.41
2754,SOEC,-0.4,34.02
2755,standby,0.0,40.88
2756,standby,0.0,54.18
2757,standby,0.0,42.35
2758,standby,0.0,48.12
2759,standby,0.0,59.94
2760,SOFC,0.4,60.99
2761,SOFC,0.4,66.55
2762,SOFC,0.4,65.56
2763,SOFC,0.4,72.32
2764,SOFC,0.4,73.21
2765,SOFC,0.4,61.25
2766,SOFC,0.4,65.35
2767,SOFC,0.4,68.75
2768,SOFC,0.4,63.97
2769,SOFC,0.4,60.23
2770,SOFC,0.4,77.29
2771,standby,0.0,58.27
2772,standby,0.0,59.62
2773,SOEC,-0.4,26.21
2774,standby,0.0,52.77
2775,SOEC,-0.4,25.44
2776,standby,0.0,43.19
2777,SOEC,-0.4,23.2
2778,SOEC,-0.4,17.6
2779,SOEC,-0.4,31.52
2780,SOEC,-0.4,17.38
2781,SOEC,-0.4,29.07
2782,SOEC,-0.4,22.4
2783,standby,0.0,58.21
2784,standby,0.0,36.06
2785,standby,0.0,53.42
2786,standby,0.0,54.77
2787,SOFC,0.4,60.9
2788,standby,0.0,55.39
2789,SOFC,0.4,63.3
2790,SOFC,0.4,77.17
2791,standby,0.0,58.99
2792,standby,0.0,52.43
2793,standby,0.0,46.44
2794,standby,0.0,50.79
2795,standby,0.0,40.61
2796,SOEC,-0.4,34.05
2797,SOEC,-0.4,32.87
2798,SOEC,-0.4,21.2
2799,SOEC,-0.4,22.93
2800,SOEC,-0.4,12.53
2801,SOEC,-0.4,26.06
2802,SOEC,-0.4,5.94
2803,SOEC,-0.4,11.96
2804,SOEC,-0.4,32.94
2805,SOEC,-0.4,16.67
2806,SOEC,-0.4,21.02
2807,SOEC,-0.4,28.28
2808,standby,0.0,41.65
2809,SOEC,-0.4,27.6
2810,standby,0.0,48.24
2811,standby,0.0,36.89
2812,SOFC,0.4,65.43
2813,standby,0.0,50.34
2814,SOEC,-0.4,31.95
2815,SOFC,0.4,67.07
2816,SOFC,0.4,60.29
2817,standby,0.0,43.3
2818,standby,0.0,36.2
2819,SOEC,-0.4,31.4
2820,SOEC,-0.4,27.34
2821,SOEC,-0.4,33.97
2822,SOEC,-0.4,31.7
2823,SOEC,-0.4,3.27
2824,SOEC,-0.4,16.53
2825,SOEC,-0.4,18.83
2826,SOEC,-0.4,6.65
2827,SOEC,-0.4,24.27
2828,SOEC,-0.4,2.6
2829,SOEC,-0.4,18.05
2830,SOEC,-0.4,33.86
2831,SOEC,-0.4,30.95
2832,SOEC,-0.4,29.71
2833,standby,0.0,46.46
2834,standby,0.0,39.27
2835,SOFC,0.4,60.49
2836,standby,0.0,46.66
2837,SOFC,0.4,68.77
2838,SOFC,0.4,68.5
2839,SOFC,0.4,77.0
2840,standby,0.0,54.51
2841,standby,0.0,57.89
2842,standby,0.0,42.15
2843,standby,0.0,59.5
2844,standby,0.0,41.72
2845,standby,0.0,50.29
2846,standby,0.0,43.23
2847,SOEC,-0.4,29.39
2848,SOEC,-0.4,28.22
2849,SOEC,-0.4,26.08
2850,SOEC,-0.4,26.43
2851,SOEC,-0.4,27.89
2852,SOEC,-0.4,21.78
2853,standby,0.0,35.61
2854,standby,0.0,41.75
2855,SOEC,-0.4,32.05
2856,SOFC,0.4,62.05
2857,standby,0.0,38.35
2858,SOFC,0.4,64.04
2859,SOFC,0.4,60.76
2860,SOFC,0.4,61.16
2861,SOFC,0.4,69.33
2862,SOFC,0.4,67.6
2863,SOFC,0.4,81.69
2864,standby,0.0,55.42
2865,SOFC,0.4,61.0
2866,SOFC,0.4,65.74
2867,standby,0.0,51.77
2868,standby,0.0,54.99
2869,standby,0.0,55.53
2870,standby,0.0,38.25
2871,SOEC,-0.4,34.66
2872,SOEC,-0.4,29.35
2873,SOEC,-0.4,29.56
2874,standby,0.0,44.72
2875,standby,0.0,38.29
2876,standby,0.0,35.76
2877,SOEC,-0.4,33.94
2878,standby,0.0,45.41
2879,standby,0.0,51.87
2880,standby,0.0,45.56
2881,SOFC,0.4,68.77
2882,SOFC,0.4,64.31
2883,SOFC,0.4,69.41
2884,SOFC,0.4,78.36
2885,SOFC,0.4,85.96
2886,SOFC,0.4,69.14
2887,SOFC,0.4,75.75
2888,SOFC,0.4,74.56
2889,SOFC,0.4,65.0
2890,SOFC,0.4,80.78
2891,SOFC,0.4,74.03
2892,SOFC,0.4,60.41
2893,standby,0.0,56.1
2894,SOFC,0.4,65.62
2895,standby,0.0,42.09
2896,standby,0.0,38.0
2897,standby,0.0,49.13
2898,standby,0.0,35.98
2899,standby,0.0,46.09
2900,standby,0.0,40.56
2901,standby,0.0,45.78
2902,standby,0.0,52.89
2903,standby,0.0,45.74
2904,SOFC,0.4,75.51
2905,SOFC,0.4,71.48
2906,SOFC,0.4,69.07
2907,SOFC,0.4,68.19
2908,SOFC,0.4,64.73
2909,SOFC,0.4,89.6
2910,SOFC,0.4,82.71
2911,SOFC,0.4,63.62
2912,SOFC,0.4,83.12
2913,SOFC,0.4,77.94
2914,SOFC,0.4,86.69
2915,SOFC,0.4,86.71
2916,SOFC,0.4,64.07
2917,SOFC,0.4,68.87
2918,standby,0.0,54.94
2919,standby,0.0,47.34
2920,standby,0.0,35.22
2921,standby,0.0,45.86
2922,standby,0.0,40.17
2923,standby,0.0,38.52
2924,standby,0.0,45.52
2925,standby,0.0,41.11
2926,standby,0.0,35.7
2927,standby,0.0,43.63
2928,standby,0.0,54.1
2929,standby,0.0,59.75
2930,SOFC,0.4,68.61
2931,SOFC,0.4,67.24
2932,SOFC,0.4,76.69
2933,SOFC,0.4,77.27
2934,SOFC,0.4,80.23
2935,standby,0.0,54.11
2936,SOFC,0.4,72.44
2937,SOFC,0.4,77.45
2938,SOFC,0.4,63.57
2939,standby,0.0,51.35
2940,standby,0.0,56.68
2941,standby,0.0,56.04
2942,standby,0.0,45.27
2943,SOEC,-0.4,15.95
2944,standby,0.0,36.11
2945,SOEC,-0.4,30.06
2946,SOEC,-0.4,21.31
2947,standby,0.0,38.3
2948,SOEC,-0.4,17.07
2949,standby,0.0,35.48
2950,standby,0.0,39.13
2951,standby,0.0,36.26
2952,standby,0.0,46.58
2953,SOFC,0.4,63.66
2954,standby,0.0,52.33
2955,standby,0.0,55.12
2956,standby,0.0,57.26
2957,standby,0.0,51.87
2958,SOFC,0.4,61.4
2959,standby,0.0,50.08
2960,standby,0.0,54.87
2961,standby,0.0,58.12
2962,standby,0.0,49.38
2963,SOEC,-0.4,32.28
2964,standby,0.0,36.69
2965,standby,0.0,38.22
2966,SOEC,-0.4,22.05
2967,SOEC,-0.4,27.49
2968,SOEC,-0.4,13.97
2969,SOEC,-0.4,28.57
2970,SOEC,-0.4,15.92
2971,SOEC,-0.4,24.46
2972,SOEC,-0.4,23.24
2973,standby,0.0,35.64
2974,SOEC,-0.4,34.32
2975,SOEC,-0.4,32.71
2976,SOEC,-0.4,33.67
2977,SOEC,-0.4,31.68
2978,standby,0.0,35.16
2979,standby,0.0,42.83
2980,standby,0.0,41.4
2981,standby,0.0,49.35
2982,standby,0.0,49.41
2983,SOFC,0.4,60.42
2984,standby,0.0,59.05
2985,standby,0.0,39.21
2986,SOEC,-0.4,31.23
2987,standby,0.0,35.39
2988,standby,0.0,37.75
2989,SOEC,-0.4,14.19
2990,standby,0.0,42.7
2991,SOEC,-0.4,24.62
2992,SOEC,-0.4,16.8
2993,SOEC,-0.4,7.22
2994,SOEC,-0.4,22.99
2995,SOEC,-0.4,12.88
2996,SOEC,-0.4,6.78
2997,SOEC,-0.4,19.26
2998,SOEC,-0.4,31.09
2999,standby,0.0,35.08
3000,standby,0.0,47.88
3001,standby,0.0,39.38
3002,standby,0.0,44.11
3003,standby,0.0,51.87
3004,standby,0.0,52.07
3005,SOFC,0.4,62.37
3006,standby,0.0,54.27
3007,standby,0.0,53.35
3008,standby,0.0,59.14
3009,standby,0.0,58.66
3010,standby,0.0,44.07
3011,standby,0.0,47.0
3012,standby,0.0,52.42
3013,standby,0.0,57.63
3014,standby,0.0,42.92
3015,SOEC,-0.4,29.09
3016,SOEC,-0.4,25.92
3017,SOEC,-0.4,32.77
3018,SOEC,-0.4,29.76
3019,SOEC,-0.4,27.59
3020,SOEC,-0.4,17.31
3021,standby,0.0,36.86
3022,standby,0.0,40.46
3023,standby,0.0,40.73
3024,standby,0.0,55.58
3025,SOFC,0.4,61.98
3026,standby,0.0,51.83
3027,SOFC,0.4,69.98
3028,SOFC,0.4,79.56
3029,SOFC,0.4,75.88
3030,SOFC,0.4,78.96
3031,SOFC,0.4,67.81
3032,SOFC,0.4,68.73
3033,SOFC,0.4,71.46
3034,SOFC,0.4,67.56
3035,standby,0.0,52.28
3036,standby,0.0,58.73
3037,standby,0.0,53.49
3038,standby,0.0,39.23
3039,standby,0.0,48.32
3040,SOEC,-0.4,34.99
3041,standby,0.0,41.14
3042,SOEC,-0.4,33.13
3043,standby,0.0,37.86
3044,standby,0.0,40.72
3045,standby,0.0,46.76
3046,standby,0.0,36.66
3047,SOFC,0.4,60.21
3048,SOFC,0.4,69.45
3049,standby,0.0,55.22
3050,SOFC,0.4,82.92
3051,SOFC,0.4,89.99
3052,standby,0.0,59.96
3053,SOFC,0.4,70.29
3054,SOFC,0.4,96.5
3055,SOFC,0.4,78.31
3056,SOFC,0.4,72.32
3057,SOFC,0.4,82.78
3058,SOFC,0.4,66.22
3059,SOFC,0.4,71.26
3060,SOFC,0.4,77.45
3061,standby,0.0,46.09
3062,standby,0.0,55.99
3063,standby,0.0,41.37
3064,standby,0.0,56.43
3065,standby,0.0,46.24
3066,standby,0.0,49.17
3067,standby,0.0,42.92
3068,standby,0.0,57.7
3069,standby,0.0,40.62
3070,SOFC,0.4,61.89
3071,SOFC,0.4,72.4
3072,SOFC,0.4,75.01
3073,SOFC,0.4,80.74
3074,SOFC,0.4,69.87
3075,SOFC,0.4,81.3
3076,SOFC,0.4,97.87
3077,SOFC,0.4,93.49
3078,SOFC,0.4,91.72
3079,SOFC,0.4,86.17
3080,SOFC,0.4,68.52
3081,SOFC,0.4,60.06
3082,SOFC,0.4,80.22
3083,SOFC,0.4,63.83
3084,SOFC,0.4,68.89
3085,standby,0.0,54.04
3086,standby,0.0,48.81
3087,standby,0.0,38.12
3088,SOEC,-0.4,31.47
3089,SOFC,0.4,60.03
3090,standby,0.0,37.32
3091,standby,0.0,41.21
3092,standby,0.0,52.97
3093,standby,0.0,54.93
3094,standby,0.0,43.98
3095,standby,0.0,50.45
3096,standby,0.0,53.06
3097,standby,0.0,59.42
3098,SOFC,0.4,67.26
3099,SOFC,0.4,71.14
3100,SOFC,0.4,79.71
3101,SOFC,0.4,68.17
3102,SOFC,0.4,67.73
3103,SOFC,0.4,66.69
3104,SOFC,0.4,78.25
3105,SOFC,0.4,66.45
3106,SOFC,0.4,74.22
3107,standby,0.0,57.7
3108,standby,0.0,58.32
3109,standby,0.0,53.14
3110,standby,0.0,37.87
3111,standby,0.0,35.55
3112,SOEC,-0.4,25.3
3113,SOEC,-0.4,22.76
3114,SOEC,-0.4,25.59
3115,SOEC,-0.4,30.59
3116,SOEC,-0.4,25.27
3117,SOEC,-0.4,30.54
3118,SOEC,-0.4,27.35
3119,standby,0.0,45.45
3120,standby,0.0,36.19
3121,standby,0.0,58.33
3122,standby,0.0,47.24
3123,SOFC,0.4,60.58
3124,standby,0.0,57.73
3125,standby,0.0,57.42
3126,standby,0.0,58.91
3127,SOFC,0.4,64.44
3128,standby,0.0,49.64
3129,standby,0.0,50.08
3130,SOFC,0.4,66.72
3131,SOFC,0.4,60.14
3132,standby,0.0,42.74
3133,SOEC,-0.4,31.77
3134,standby,0.0,35.17
3135,SOEC,-0.4,17.92
3136,SOEC,-0.4,33.14
3137,SOEC,-0.4,32.95
3138,SOEC,-0.4,24.66
3139,SOEC,-0.4,16.9
3140,SOEC,-0.4,11.39
3141,SOEC,-0.4,12.41
3142,SOEC,-0.4,32.2
3143,SOEC,-0.4,33.27
3144,standby,0.0,43.51
3145,standby,0.0,44.72
3146,SOFC,0.4,61.48
3147,standby,0.0,54.68
3148,standby,0.0,45.59
3149,standby,0.0,50.16
3150,SOFC,0.4,67.45
3151,standby,0.0,56.39
3152,standby,0.0,54.93
3153,standby,0.0,38.98
3154,standby,0.0,40.47
3155,standby,0.0,56.87
3156,standby,0.0,41.48
3157,standby,0.0,37.13
3158,SOEC,-0.4,20.28
3159,SOEC,-0.4,14.42
