hour,thermal_power_MWth,He_outlet_temp_C,steam_outlet_temp_C
2283,621.9,805.2,760.64
2284,620.72,805.79,757.91
2285,611.11,805.65,756.09
2286,613.34,802.14,750.48
2287,615.87,801.06,750.85
2288,609.99,806.36,757.23
2289,617.54,809.34,758.5
2290,607.0,807.83,760.27
2291,612.36,804.93,760.24
2292,613.22,803.24,748.79
2293,617.24,803.85,752.16
2294,621.25,805.99,761.2
2295,609.69,803.84,754.2
2296,614.21,804.28,757.86
2297,617.77,804.86,751.88
2298,614.47,807.33,758.69
2299,613.88,807.62,756.86
2300,618.89,807.89,757.81
2301,605.52,802.42,751.47
2302,613.73,804.43,759.34
2303,615.11,805.79,754.35
2304,614.69,803.88,757.3
2305,610.89,803.8,754.01
2306,619.26,808.08,763.45
2307,616.28,809.73,761.64
2308,598.19,803.18,749.26
2309,617.88,803.3,753.72
2310,614.08,802.76,752.28
2311,619.25,804.37,756.27
2312,621.53,808.42,758.98
2313,615.25,803.62,749.1
2314,611.05,805.38,754.39
2315,619.43,809.86,758.52
2316,622.29,805.79,755.8
2317,616.56,806.9,757.88
2318,614.65,803.9,756.1
2319,619.65,804.47,756.2
2320,610.65,806.25,749.04
2321,615.43,807.1,758.72
2322,612.71,802.02,756.14
2323,617.79,805.54,756.06
2324,613.9,804.22,752.42
2325,614.07,801.71,749.13
2326,617.77,804.0,756.69
2327,621.84,805.79,756.83
2328,618.13,805.28,753.61
2329,619.02,806.93,757.45
2330,620.17,806.06,754.88
2331,613.4,803.14,751.85
2332,615.96,803.53,753.65
2333,614.39,807.01,757.59
2334,614.97,806.35,754.13
2335,613.12,806.74,755.69
2336,614.11,804.37,759.53
2337,613.53,808.23,755.48
2338,611.26,804.99,755.64
2339,602.63,810.43,762.22
2340,615.09,805.31,753.55
2341,622.69,805.75,754.16
2342,617.52,807.83,755.7
2343,614.16,803.23,750.25
2344,608.28,805.07,759.39
2345,610.56,803.23,751.92
2346,605.78,805.24,755.21
2347,616.91,802.05,749.36
2348,610.9,807.75,758.89
2349,620.48,806.64,754.91
2350,603.26,804.46,756.69
2351,612.18,806.04,753.31
2352,619.84,805.95,760.79
2353,608.31,806.44,754.69
2354,608.25,803.14,754.1
2355,611.85,806.13,757.16
2356,609.08,803.1,755.73
2357,612.65,807.05,752.7
2358,603.39,805.93,753.15
2359,620.6,804.03,752.92
2360,618.63,807.88,761.24
2361,611.9,807.81,757.22
2362,605.39,803.69,758.76
2363,610.14,802.93,759.05
2364,618.29,803.17,753.07
2365,618.48,805.31,761.71
2366,611.43,803.83,752.78
2367,616.85,805.37,756.09
2368,606.91,807.14,758.22
2369,614.12,808.46,762.64
2370,608.11,801.97,755.24
2371,616.37,800.21,750.07
2372,612.35,804.41,752.67
2373,613.21,802.56,753.73
2374,614.47,803.65,755.57
2375,605.59,804.61,758.37
2376,614.68,806.58,761.51
2377,620.31,805.12,754.34
2378,615.14,803.77,752.17
2379,619.96,805.42,756.87
2380,612.72,804.85,751.0
2381,615.97,804.31,759.0
2382,616.56,802.97,750.53
2383,617.94,804.16,754.52
2384,619.47,806.09,752.06
2385,607.84,806.13,754.01
2386,610.93,802.84,754.76
2387,617.27,804.27,751.39
2388,616.68,803.07,751.91
2389,614.71,806.64,761.71
2390,627.93,805.08,756.52
2391,615.32,803.21,752.1
2392,616.29,804.07,749.94
2393,608.08,800.35,754.08
2394,619.55,804.11,759.21
2395,615.3,805.74,749.08
2396,615.15,805.83,751.65
2397,624.33,803.78,756.34
2398,613.99,804.79,752.77
2399,620.41,805.91,758.78
2400,620.34,806.84,755.19
2401,613.86,804.45,758.52
2402,607.65,806.42,752.31
2403,611.64,802.95,752.14
2404,620.36,805.88,755.06
2405,612.87,805.46,757.53
2406,608.57,801.37,751.4
2407,615.53,804.72,753.92
2408,609.44,807.51,756.41
2409,610.14,802.67,746.87
2410,609.75,805.44,754.11
2411,619.7,806.39,753.98
2412,621.09,806.85,758.31
2413,607.99,805.5,753.56
2414,615.83,804.05,756.17
2415,617.33,806.66,755.2
2416,611.32,804.86,754.34
2417,610.76,802.44,752.41
2418,623.0,804.62,752.66
2419,608.47,801.4,751.71
2420,617.79,805.19,750.62
2421,617.0,804.73,756.1
2422,626.74,802.6,753.06
2423,620.42,809.63,761.11
2424,606.91,802.68,756.18
2425,608.62,805.6,761.45
2426,611.29,804.75,753.88
2427,615.15,803.79,751.52
2428,606.03,804.19,752.92
2429,616.51,803.46,757.93
2430,616.06,805.67,752.71
2431,612.57,808.01,765.68
2432,620.58,808.62,759.01
2433,617.67,806.18,757.24
2434,620.7,803.48,758.16
2435,627.84,805.83,754.78
2436,610.21,805.19,756.39
2437,617.34,805.74,759.45
2438,611.86,802.18,749.29
2439,618.32,801.61,746.73
2440,612.74,807.39,758.04
2441,612.93,804.72,751.21
2442,609.5,804.15,755.43
2443,617.35,805.3,754.77
2444,623.31,801.99,755.04
2445,609.56,808.0,760.76
2446,604.58,802.38,747.63
2447,618.18,801.6,750.41
2448,621.2,807.49,753.96
2449,627.66,810.56,761.77
2450,614.13,802.7,749.16
2451,614.1,805.8,758.96
2452,617.77,811.03,756.19
2453,610.39,801.52,751.21
2454,611.15,805.13,752.8
2455,619.27,807.02,755.69
2456,607.9,803.85,752.31
2457,609.69,807.55,757.59
2458,607.34,806.16,752.85
2459,611.09,802.75,751.33
2460,612.98,802.35,757.54
2461,613.4,803.6,753.78
2462,613.59,803.97,758.78
2463,618.52,805.01,754.75
2464,613.86,808.79,757.21
2465,610.67,803.83,750.33
2466,608.78,805.14,756.64
2467,612.84,808.51,763.14
2468,624.32,806.87,760.13
2469,616.0,804.99,756.97
2470,623.23,804.41,758.39
2471,604.3,801.7,753.96
2472,609.97,804.41,757.29
2473,605.57,809.53,762.04
2474,614.03,803.5,756.21
2475,617.0,807.02,753.89
2476,619.32,803.52,751.86
2477,618.38,806.55,762.05
2478,619.46,806.95,755.17
2479,613.53,803.82,750.66
2480,611.87,803.61,755.26
2481,610.01,806.16,755.65
2482,622.46,806.34,760.98
2483,618.57,806.63,752.48
2484,612.73,804.95,751.41
2485,614.92,802.74,758.63
2486,619.78,804.69,752.01
2487,611.16,802.7,750.94
2488,615.99,806.01,755.13
2489,613.7,802.73,745.98
2490,621.01,803.28,754.82
2491,613.1,804.53,750.49
2492,618.12,807.6,759.41
2493,609.72,802.45,747.86
2494,609.15,803.52,755.68
2495,608.52,803.87,753.24
2496,619.53,805.75,755.25
2497,617.87,803.04,754.89
2498,621.31,802.4,755.07
2499,617.8,803.29,753.56
2500,615.29,805.58,755.54
2501,613.25,801.63,750.11
2502,619.76,806.96,758.16
2503,617.75,806.32,760.53
2504,610.62,806.2,757.79
2505,611.8,805.71,752.31
2506,615.44,805.04,755.09
2507,614.69,803.24,751.29
2508,618.58,803.96,750.65
2509,618.0,803.89,753.06
2510,610.79,801.93,753.14
2511,609.2,807.74,759.72
2512,606.36,802.38,753.84
2513,614.6,803.89,751.8
2514,623.64,804.2,751.46
2515,613.55,805.49,751.63
2516,614.49,803.97,753.59
2517,615.87,803.42,755.1
2518,614.67,806.79,758.18
2519,608.5,811.41,758.6
2520,611.14,809.1,764.0
2521,613.33,805.02,755.7
2522,622.45,801.49,753.73
2523,620.59,801.38,752.99
2524,608.86,806.78,752.55
2525,621.26,804.95,757.15
2526,623.29,805.17,759.6
2527,616.79,805.45,752.54
2528,611.55,803.46,750.63
2529,614.89,804.82,756.09
2530,622.4,805.92,756.16
2531,608.91,808.09,759.63
2532,612.49,808.17,755.08
2533,616.57,806.29,758.38
2534,612.8,803.91,749.22
2535,606.12,805.25,754.27
2536,608.77,807.3,758.25
2537,607.69,808.6,756.45
2538,612.31,807.46,757.67
2539,623.54,803.8,757.0
2540,621.46,807.2,754.8
2541,614.71,803.67,752.54
2542,617.76,807.01,750.08
2543,615.4,807.43,757.93
2544,613.56,806.5,760.4
2545,614.7,803.71,750.64
2546,612.9,802.72,751.28
2547,608.15,804.22,757.29
2548,614.66,806.05,760.39
2549,610.51,803.21,753.03
2550,611.92,801.28,748.52
2551,616.8,807.73,756.42
2552,606.53,802.29,753.9
2553,608.93,805.25,753.25
2554,614.44,805.58,754.13
2555,608.56,803.25,751.07
2556,611.27,804.47,757.28
2557,618.75,807.96,758.42
2558,613.08,801.38,749.72
2559,610.7,807.02,757.3
2560,618.39,804.9,756.28
2561,605.79,803.2,748.34
2562,607.18,805.58,756.88
2563,607.57,803.96,757.8
2564,611.05,805.1,752.88
2565,606.58,806.39,754.18
2566,623.65,806.55,759.86
2567,601.45,803.97,748.33
2568,616.51,806.4,763.18
2569,612.39,808.84,755.67
2570,614.73,802.42,750.99
2571,611.57,803.18,750.33
2572,613.26,801.86,748.29
2573,609.45,808.34,759.41
2574,620.34,804.85,756.33
2575,607.83,804.43,752.36
2576,613.61,805.97,751.67
2577,626.36,806.63,755.21
2578,618.34,805.21,756.62
2579,608.22,807.58,757.52
2580,620.78,804.57,755.33
2581,615.98,802.41,751.4
2582,612.13,807.79,750.98
2583,618.38,804.41,749.57
2584,621.01,801.46,754.65
2585,610.71,798.83,749.53
2586,612.07,801.79,748.57
2587,611.87,803.48,753.18
2588,617.19,804.81,760.16
2589,618.8,805.37,753.59
2590,617.56,801.73,751.75
2591,609.54,804.1,755.98
2592,623.83,803.45,751.54
2593,610.23,805.57,763.27
2594,615.7,806.43,755.98
2595,613.47,807.94,761.45
2596,609.09,807.51,759.83
2597,615.58,802.03,754.43
2598,614.74,805.11,757.14
2599,617.87,804.24,749.51
2600,614.17,804.44,750.32
2601,615.52,804.6,759.3
2602,623.39,807.97,755.09
2603,613.42,806.17,761.74
2604,606.12,804.87,750.72
2605,619.0,805.06,753.92
2606,618.67,802.33,752.87
2607,607.32,806.04,754.96
2608,608.21,804.25,756.59
2609,611.8,803.18,759.09
2610,609.69,802.16,749.96
2611,612.56,808.59,755.68
2612,612.81,803.79,755.04
2613,613.82,806.53,757.97
2614,620.67,805.42,752.46
2615,624.78,807.25,762.39
2616,608.03,801.54,749.13
2617,614.85,807.38,759.57
2618,619.78,807.79,757.91
2619,620.47,802.82,755.97
2620,607.04,806.33,753.35
2621,614.3,802.85,754.71
2622,618.87,804.08,748.08
2623,610.09,802.73,752.37
2624,611.17,805.83,753.93
2625,618.94,804.11,755.41
2626,611.92,804.71,760.3
2627,617.3,802.69,750.28
2628,622.8,806.55,757.37
2629,615.37,804.25,752.79
2630,612.54,804.96,759.19
2631,617.56,803.63,754.82
2632,616.43,801.28,750.13
2633,611.79,802.87,755.26
2634,614.74,804.26,751.07
2635,618.18,804.38,755.18
2636,615.58,807.73,757.13
2637,609.83,807.82,759.92
2638,618.33,806.09,750.29
2639,613.22,808.69,756.38
2640,612.66,803.76,752.92
2641,606.09,806.1,751.44
2642,621.01,805.43,750.09
2643,616.96,805.59,759.02
2644,612.28,802.87,752.37
2645,617.38,804.89,759.01
2646,619.8,803.89,753.83
2647,618.64,802.55,756.1
2648,612.51,805.75,752.4
2649,609.46,801.29,753.32
2650,611.41,807.22,752.92
2651,615.98,804.85,756.12
2652,607.73,802.44,759.26
2653,623.2,804.08,753.06
2654,615.82,804.67,755.62
2655,619.56,806.87,756.08
2656,609.72,807.43,758.57
2657,614.97,804.35,754.17
2658,611.25,804.56,761.73
2659,605.13,808.5,759.62
2660,617.19,801.53,748.9
2661,620.49,801.8,749.94
2662,626.06,807.6,761.75
2663,615.64,804.28,753.4
2664,612.08,806.07,759.85
2665,618.67,807.56,760.48
2666,610.61,800.89,749.84
2667,611.2,807.31,755.51
2668,613.77,806.21,757.81
2669,609.54,801.75,748.57
2670,609.73,803.66,757.22
2671,621.75,804.78,752.96
2672,609.73,806.01,755.58
2673,616.99,802.63,753.72
2674,609.93,806.26,757.49
2675,613.35,804.88,751.95
2676,615.89,803.01,747.1
2677,614.67,803.63,751.8
2678,609.9,805.67,756.6
2679,618.55,803.46,756.37
2680,614.7,804.02,749.73
2681,605.56,803.97,753.77
2682,618.64,801.41,746.41
2683,614.45,803.63,746.46
2684,613.27,804.21,760.8
2685,615.36,804.71,753.2
2686,605.65,806.09,756.58
2687,610.0,802.84,755.16
2688,614.94,806.54,761.9
2689,609.06,803.91,753.25
2690,617.54,804.52,752.34
2691,607.65,801.44,749.63
2692,613.23,802.56,751.79
2693,620.87,806.52,756.48
2694,609.69,802.76,752.76
2695,614.09,802.61,750.76
2696,609.44,804.79,751.48
2697,606.29,806.02,760.98
2698,617.09,804.37,754.26
2699,613.75,800.76,748.09
2700,614.36,801.88,746.05
2701,615.49,807.34,757.95
2702,609.83,805.93,755.15
2703,607.95,801.42,748.74
2704,614.91,804.1,756.41
2705,621.39,808.26,754.57
2706,615.58,804.65,754.93
2707,606.91,803.21,754.67
2708,628.67,801.77,748.51
2709,607.79,803.78,754.11
2710,604.81,806.24,755.41
2711,622.76,808.8,760.54
2712,609.89,807.26,759.45
2713,611.48,805.56,748.1
2714,619.75,804.44,755.75
2715,622.29,802.43,753.75
2716,613.04,804.15,759.47
2717,617.65,801.09,753.2
2718,623.0,806.37,756.93
2719,608.03,805.01,753.81
2720,615.38,804.41,750.93
2721,612.0,801.8,752.97
2722,607.88,805.29,753.45
2723,618.57,804.13,751.98
2724,619.9,805.52,755.01
2725,617.11,804.56,755.64
2726,616.78,806.66,759.75
2727,612.52,800.09,750.73
2728,615.5,805.11,755.92
2729,616.69,806.36,755.23
2730,625.61,805.04,753.65
2731,605.81,804.57,753.77
2732,610.84,807.36,757.95
2733,612.92,802.26,748.64
2734,616.27,802.14,749.21
2735,621.31,804.62,757.52
2736,618.98,806.17,756.37
2737,612.4,805.21,746.91
2738,617.08,807.11,758.57
2739,613.28,807.94,758.1
2740,615.13,803.69,754.26
2741,619.01,805.9,755.83
2742,600.55,806.0,761.06
2743,612.49,805.86,755.78
2744,608.95,803.6,746.61
2745,609.42,803.67,757.9
2746,610.76,804.41,757.5
2747,604.46,806.64,754.62
2748,620.23,801.38,749.8
2749,626.57,805.7,758.55
2750,614.77,802.75,760.83
2751,621.89,805.82,757.45
2752,610.53,803.84,751.68
2753,620.46,805.93,757.88
2754,611.48,806.78,754.66
2755,610.93,799.21,746.87
2756,614.6,802.99,752.45
2757,622.86,804.59,756.98
2758,619.57,803.55,756.6
2759,621.13,801.23,747.15
2760,606.64,804.79,752.84
2761,608.28,801.82,746.79
2762,611.33,807.11,760.3
2763,621.18,803.59,754.71
2764,617.24,803.62,754.77
2765,604.83,806.81,756.83
2766,612.36,802.05,752.83
2767,610.39,802.11,752.97
2768,613.06,804.39,755.41
2769,625.09,805.42,752.91
2770,612.77,803.06,755.72
2771,611.74,800.82,754.49
2772,607.84,804.35,755.1
2773,617.91,804.29,753.61
2774,613.09,803.73,759.44
2775,609.41,804.57,756.78
2776,616.95,806.38,751.53
2777,611.88,804.47,756.44
2778,612.64,805.23,758.65
2779,608.56,805.23,754.73
2780,604.03,804.97,751.1
2781,617.71,803.73,757.46
2782,615.69,804.95,755.87
2783,615.18,806.66,760.37
2784,612.94,803.13,753.81
2785,610.81,801.69,746.61
2786,614.12,805.82,758.05
2787,617.03,803.13,755.22
2788,615.56,805.62,752.75
2789,610.09,801.46,759.07
2790,618.44,803.13,750.39
2791,613.9,805.06,752.89
2792,613.78,803.77,758.49
2793,610.85,805.34,751.34
2794,611.3,806.04,755.76
2795,614.64,804.1,752.05
2796,606.93,804.09,754.05
2797,611.54,803.85,750.86
2798,610.92,803.83,759.86
2799,612.56,806.18,753.5
2800,614.96,805.36,757.59
2801,606.6,803.43,749.11
2802,622.0,807.28,756.75
2803,613.4,807.64,761.65
2804,616.43,804.47,754.93
2805,618.27,802.27,756.27
2806,622.71,803.42,752.86
2807,614.37,804.04,756.02
2808,609.04,805.01,755.63
2809,607.26,807.63,754.75
2810,615.81,807.49,761.0
2811,611.79,805.07,752.62
2812,621.72,798.93,750.35
2813,609.95,801.99,751.49
2814,608.5,801.78,752.75
2815,608.2,806.97,757.1
2816,625.24,802.27,758.5
2817,621.53,800.81,752.98
2818,608.45,808.05,756.97
2819,611.84,803.55,752.96
2820,611.55,804.76,754.78
2821,604.73,805.09,753.89
2822,612.92,805.83,752.02
2823,616.84,801.2,757.4
2824,613.87,801.81,754.61
2825,612.2,807.36,755.4
2826,611.51,802.33,752.97
2827,611.41,804.14,757.94
2828,614.47,807.97,756.67
2829,620.65,807.72,752.32
2830,611.63,805.51,753.03
2831,609.65,803.28,749.75
2832,608.92,805.15,755.0
2833,622.85,802.36,748.46
2834,622.72,805.83,758.38
2835,613.23,805.8,756.39
2836,614.03,801.95,754.0
2837,612.18,810.38,762.18
2838,607.85,805.82,752.54
2839,613.3,803.13,746.45
2840,606.07,807.53,760.05
2841,609.37,804.56,752.44
2842,610.92,804.27,756.36
2843,618.75,803.22,752.83
2844,613.71,806.3,756.9
2845,608.49,807.47,760.3
2846,618.84,804.12,751.78
2847,612.74,804.76,752.58
2848,608.39,802.94,756.98
2849,616.47,803.83,756.62
2850,614.17,805.8,757.05
2851,602.2,806.43,752.38
2852,614.13,804.15,753.52
2853,609.9,804.06,750.94
2854,609.2,804.38,752.47
2855,611.73,803.24,750.8
2856,604.17,806.06,752.9
2857,612.12,805.04,754.98
2858,614.66,805.43,752.76
2859,609.14,802.35,750.93
2860,611.82,806.41,753.87
2861,613.5,803.07,756.99
2862,615.63,803.66,754.36
2863,616.36,802.68,754.18
2864,610.18,803.24,752.84
2865,611.9,804.13,754.03
2866,605.57,803.9,754.61
2867,609.99,803.28,757.83
2868,619.84,807.25,760.56
2869,608.33,806.08,756.39
2870,619.1,805.63,752.81
2871,607.61,806.76,758.8
2872,616.74,803.62,752.2
2873,614.41,804.92,753.59
2874,621.52,804.43,753.87
2875,601.04,800.61,751.05
2876,609.22,805.89,758.8
2877,621.54,803.7,750.73
2878,613.7,804.62,756.26
2879,615.93,803.09,752.19
2880,608.96,804.29,763.45
2881,607.81,809.42,759.02
2882,619.2,799.43,752.65
2883,612.88,806.24,761.46
2884,629.4,808.47,755.45
2885,613.91,800.59,750.54
2886,617.07,803.06,754.57
2887,618.44,805.53,752.86
2888,615.62,803.57,752.36
2889,617.22,803.15,752.29
2890,619.74,805.77,758.16
2891,612.98,799.51,754.39
2892,610.31,805.9,755.34
2893,618.05,805.98,753.12
2894,621.26,806.6,763.12
2895,609.55,805.41,757.12
2896,621.59,806.12,758.5
2897,607.34,804.39,749.37
2898,613.39,800.85,746.01
2899,605.47,803.41,752.32
2900,603.83,803.93,755.68
2901,611.95,803.86,753.95
2902,615.58,802.91,751.06
2903,612.53,803.37,750.03
2904,622.44,805.68,758.23
2905,607.0,804.86,756.41
2906,613.05,802.61,750.68
2907,609.42,805.62,755.38
2908,610.91,804.7,752.22
2909,609.83,801.33,748.78
2910,610.96,804.6,755.21
2911,612.29,805.45,761.54
2912,606.68,802.6,753.51
2913,618.18,804.61,756.36
2914,619.1,802.3,751.5
2915,613.65,802.96,752.27
2916,612.06,804.97,756.78
2917,611.63,807.18,757.89
2918,617.77,805.32,756.93
2919,607.93,802.73,749.2
2920,615.73,805.44,755.08
2921,611.12,804.04,754.01
2922,610.72,806.41,758.2
2923,612.31,804.82,755.92
2924,613.73,802.05,749.93
2925,605.77,804.32,757.72
2926,608.17,804.24,758.32
2927,609.8,800.55,748.83
2928,614.29,804.96,752.02
2929,603.76,809.05,756.98
2930,617.53,803.22,751.22
2931,620.61,798.6,748.57
2932,608.84,803.36,756.51
2933,612.95,809.01,758.72
2934,617.86,802.17,755.77
2935,612.46,806.72,761.7
2936,611.4,802.82,755.89
2937,617.36,804.91,757.85
2938,619.1,804.17,756.86
2939,610.07,802.41,752.61
2940,609.84,802.37,749.09
2941,615.19,806.52,759.97
2942,609.69,806.95,759.52
2943,607.76,804.97,750.75
2944,609.87,802.51,751.93
2945,607.77,804.08,754.07
2946,606.35,803.85,752.66
2947,620.85,805.19,758.07
2948,606.3,804.09,756.53
2949,613.07,803.21,755.35
2950,603.45,803.24,752.66
2951,620.7,803.97,751.73
2952,613.09,807.22,761.0
2953,620.33,807.85,755.15
2954,608.8,805.23,750.93
2955,624.76,804.77,754.23
2956,606.93,802.65,752.18
2957,615.57,803.7,754.4
2958,600.46,804.33,756.81
2959,610.47,806.2,759.02
2960,612.42,803.82,755.86
2961,612.77,802.88,751.3
2962,610.33,804.02,754.28
2963,614.78,806.25,756.17
2964,610.12,805.61,760.28
2965,619.97,804.9,751.99
2966,615.11,804.29,752.76
2967,606.05,803.0,758.68
2968,614.73,803.84,757.96
2969,612.43,803.27,753.4
2970,601.11,802.66,752.12
2971,620.31,802.91,755.7
2972,607.62,803.9,757.13
2973,613.25,805.16,755.16
2974,614.6,804.37,760.23
2975,612.77,804.0,753.59
2976,616.59,804.95,755.53
2977,617.02,801.98,756.51
2978,613.61,800.18,749.78
2979,607.88,801.42,756.86
2980,613.16,805.32,757.68
2981,618.52,807.68,755.87
2982,611.99,803.6,758.06
2983,605.32,805.32,753.86
2984,618.34,801.23,747.81
2985,610.31,801.34,751.43
2986,617.02,804.18,752.37
2987,609.86,807.18,756.42
2988,615.17,804.31,752.97
2989,611.28,801.1,748.55
2990,609.48,803.24,748.34
2991,615.03,801.59,754.03
2992,608.62,804.84,756.71
2993,603.87,802.31,754.14
2994,616.17,806.33,757.16
2995,609.66,802.26,749.66
2996,613.98,802.34,753.59
2997,613.78,807.48,755.68
2998,615.95,801.32,749.14
2999,617.04,806.57,750.72
3000,614.97,802.38,755.35
3001,615.63,802.13,749.84
3002,617.08,805.95,757.79
3003,609.81,804.24,750.24
3004,609.42,802.04,749.85
3005,615.49,803.02,756.49
3006,603.98,800.96,753.59
3007,606.15,801.17,754.95
3008,604.14,804.73,753.36
3009,618.02,802.54,749.39
3010,617.9,806.94,758.28
3011,616.59,802.55,747.84
3012,612.69,801.83,750.01
3013,610.2,803.7,751.44
3014,611.31,803.0,757.55
3015,614.35,803.21,751.26
3016,615.91,802.21,752.72
3017,606.87,804.41,750.5
3018,616.0,803.59,756.77
3019,617.82,806.35,758.51
3020,616.49,808.27,757.03
3021,604.97,802.78,755.81
3022,616.11,803.79,758.05
3023,612.01,808.95,757.63
3024,620.2,800.69,754.06
3025,611.75,807.15,757.12
3026,617.89,805.49,751.44
3027,619.7,800.6,751.73
3028,616.43,802.97,751.42
3029,609.62,807.91,754.05
3030,614.77,804.95,755.62
3031,608.33,802.85,754.03
3032,609.54,802.02,757.98
3033,618.15,800.62,750.21
3034,612.57,804.63,750.93
3035,611.63,806.38,755.03
3036,620.58,805.25,758.41
3037,619.33,803.93,759.64
3038,606.93,804.78,757.45
3039,612.86,803.54,754.84
3040,610.34,805.2,753.92
3041,611.09,800.88,749.37
3042,617.54,801.49,753.02
3043,615.69,802.64,753.3
3044,604.36,801.13,746.46
3045,617.91,807.24,753.51
3046,609.98,803.25,752.54
3047,614.45,803.9,754.07
3048,615.7,805.83,753.97
3049,616.02,802.66,753.72
3050,609.42,800.95,751.75
3051,614.45,802.35,753.53
3052,616.53,802.94,755.58
3053,611.58,804.53,751.25
3054,609.95,802.11,752.48
3055,607.2,803.74,754.37
3056,621.24,804.15,756.25
3057,606.22,803.52,753.5
3058,607.57,807.21,754.67
3059,613.37,804.77,754.58
3060,607.23,804.35,754.27
3061,621.19,806.33,756.54
3062,606.11,804.96,759.29
3063,613.11,799.24,747.51
3064,616.79,806.63,757.41
3065,606.16,801.91,746.36
3066,608.15,804.13,751.62
3067,612.75,802.0,750.46
3068,608.87,804.59,753.53
3069,614.24,802.09,755.17
3070,611.03,804.02,757.07
3071,612.66,805.72,749.79
3072,615.52,801.59,750.93
3073,607.74,802.09,755.1
3074,612.13,801.06,751.8
3075,610.95,807.1,756.69
3076,607.55,803.53,752.14
3077,616.13,803.48,744.64
3078,603.79,802.08,752.13
3079,605.28,802.65,747.51
3080,615.47,799.95,749.29
3081,605.0,805.08,758.9
3082,620.6,802.05,753.88
3083,604.7,803.94,751.21
3084,619.62,804.65,754.99
3085,616.57,808.5,762.4
3086,604.03,801.26,750.45
3087,612.18,804.14,755.44
3088,604.91,803.1,754.35
3089,607.86,799.87,750.28
3090,609.63,809.01,757.97
3091,601.64,801.88,758.64
3092,608.38,804.08,758.71
3093,610.74,803.87,754.23
3094,610.76,804.54,753.59
3095,604.85,811.58,763.01
3096,609.48,804.46,760.43
3097,612.82,803.47,754.5
3098,615.53,804.68,757.91
3099,624.44,804.06,751.62
3100,617.46,805.95,757.49
3101,607.27,806.06,760.82
3102,609.2,803.98,757.12
3103,613.73,805.14,759.13
3104,618.23,806.79,756.26
3105,620.59,803.92,752.47
3106,603.22,805.88,759.04
3107,616.81,803.31,751.27
3108,605.41,804.77,759.34
3109,610.44,801.54,754.64
3110,616.72,801.98,757.85
3111,607.67,806.99,755.62
3112,609.44,804.29,751.48
3113,621.43,803.71,755.84
3114,619.89,806.52,757.39
3115,614.11,805.23,752.45
3116,602.55,803.69,756.15
3117,603.58,803.07,758.39
3118,612.44,805.14,760.55
3119,614.12,805.14,754.95
3120,613.08,804.54,750.81
3121,606.6,808.2,756.34
3122,611.47,802.37,749.62
3123,616.92,804.7,752.42
3124,610.94,803.39,754.12
3125,607.18,802.8,750.36
3126,612.16,803.15,748.15
3127,614.12,804.53,751.7
3128,609.92,802.41,756.87
3129,613.25,802.37,754.6
3130,610.81,799.58,746.45
3131,604.48,806.02,757.63
3132,610.06,804.55,754.6
3133,616.73,805.51,754.71
3134,609.73,801.82,750.93
3135,621.79,804.44,758.52
3136,602.32,804.36,751.7
3137,613.79,804.29,754.9
3138,614.63,803.0,751.62
3139,606.12,802.1,748.35
3140,611.39,804.68,757.79
3141,600.57,803.45,757.29
3142,611.9,803.44,753.72
3143,609.41,801.96,754.68
3144,613.39,803.37,751.9
3145,614.5,806.35,758.62
3146,610.59,805.51,755.43
3147,605.81,804.18,751.99
3148,604.79,804.68,754.32
3149,605.91,800.85,750.85
3150,613.1,807.71,759.16
3151,612.98,808.14,751.0
3152,600.31,801.74,750.5
3153,620.65,803.25,756.9
3154,613.04,804.53,754.22
3155,609.06,804.74,750.92
3156,607.77,802.68,755.73
3157,609.32,804.17,755.94
3158,617.47,804.82,752.48
3159,615.52,801.7,747.68
3160,610.98,803.21,755.35
3161,616.54,805.66,754.55
3162,615.38,806.2,747.4
3163,610.5,805.17,751.54
3164,616.96,805.19,754.07
3165,617.87,803.39,758.79
3166,617.32,803.35,755.51
3167,614.24,804.15,749.46
3168,614.05,802.18,750.02
3169,607.1,803.37,757.68
3170,601.73,803.97,750.51
3171,612.76,806.79,758.95
3172,610.26,807.77,755.18
3173,609.47,807.67,756.51
3174,604.45,801.51,746.1
3175,615.12,806.64,755.78
3176,610.48,804.26,753.35
3177,606.22,802.67,751.51
3178,607.97,803.24,759.2
3179,605.95,801.1,753.61
3180,609.77,803.76,751.19
3181,611.29,805.4,752.48
3182,613.75,801.49,753.96
3183,602.2,802.13,748.81
3184,612.02,803.26,751.9
3185,603.58,806.94,760.03
3186,609.19,799.32,748.03
3187,613.39,804.91,752.83
3188,610.15,804.43,752.33
3189,600.99,804.83,752.19
3190,608.92,799.43,752.6
3191,619.1,802.18,752.72
3192,616.42,802.69,751.83
3193,623.48,800.64,750.12
3194,611.6,807.53,759.65
3195,607.63,805.08,753.55
3196,609.23,805.67,755.64
3197,612.05,805.25,752.43
3198,609.72,800.54,755.23
3199,614.74,800.52,751.77
3200,613.93,805.94,752.05
3201,604.02,801.43,749.68
3202,615.55,804.49,752.54
3203,612.03,801.62,751.0
3204,619.11,801.98,757.47
3205,616.25,803.51,752.1
3206,616.75,801.32,750.73
3207,610.79,799.0,746.76
3208,604.62,803.86,754.24
3209,617.75,808.64,756.53
3210,614.92,805.09,752.78
3211,619.64,801.29,749.75
3212,608.78,802.39,752.59
