hour,grid_demand_MW,day_ahead_price_USD_MWh
1245,5611.1,41.31
1246,5540.2,30.52
1247,5634.4,50.02
1248,5794.6,66.08
1249,6130.1,75.66
1250,5598.2,66.78
1251,6182.7,67.54
1252,5901.3,71.35
1253,6059.7,69.35
1254,6006.6,72.21
1255,6174.7,64.36
1256,6264.0,59.53
1257,6106.6,64.17
1258,5813.6,59.25
1259,5899.9,46.34
1260,5916.1,50.48
1261,5763.0,46.35
1262,5752.4,44.33
1263,5741.0,15.18
1264,5452.6,32.96
1265,5502.3,35.64
1266,5550.1,31.67
1267,5621.3,31.11
1268,5553.5,26.61
1269,5350.9,25.17
1270,5649.0,35.12
1271,5686.6,42.88
1272,5702.2,47.71
1273,5725.8,59.82
1274,5779.8,47.92
1275,5938.5,55.99
1276,5958.1,59.26
1277,6041.1,51.7
1278,6048.5,55.82
1279,5910.5,57.38
1280,5718.8,55.57
1281,6203.2,48.66
1282,5991.8,57.99
1283,5768.5,45.72
1284,5797.1,43.59
1285,5955.6,29.54
1286,5858.0,19.21
1287,5343.6,27.22
1288,5512.7,0.0
1289,5551.8,19.58
1290,5709.1,0.0
1291,5354.0,23.91
1292,5533.8,3.58
1293,5454.4,14.24
1294,5595.5,31.7
1295,5733.1,19.51
1296,5673.9,35.46
1297,5820.8,52.48
1298,5965.9,55.78
1299,6148.3,52.11
1300,5942.6,63.59
1301,6149.5,57.21
1302,6088.2,48.57
1303,6209.1,41.82
1304,5824.8,52.5
1305,5871.7,49.5
1306,5847.1,57.57
1307,5685.6,41.96
1308,5824.8,42.87
1309,5723.5,34.32
1310,5707.2,26.22
1311,5615.3,10.62
1312,5840.7,9.5
1313,5626.6,20.18
1314,5593.3,18.2
1315,5493.9,4.73
1316,5796.8,14.62
1317,5555.7,10.49
1318,5748.4,36.49
1319,5686.3,33.29
1320,5847.1,44.36
1321,5965.6,33.59
1322,6099.8,46.0
1323,5866.9,48.79
1324,6096.2,53.31
1325,5959.2,71.9
1326,6061.7,65.56
1327,6119.0,64.7
1328,6117.7,55.91
1329,6021.8,52.45
1330,5822.7,56.34
1331,6011.1,64.9
1332,5570.1,41.58
1333,5786.1,26.89
1334,5685.6,31.96
1335,5615.0,32.56
1336,5760.4,37.2
1337,5560.6,31.5
1338,5785.5,28.68
1339,5750.1,22.45
1340,5472.4,32.9
1341,5612.8,21.15
1342,5606.0,44.29
1343,5938.1,33.2
1344,5904.3,50.32
1345,5737.6,53.67
1346,6104.2,69.4
1347,6052.0,59.56
1348,6218.1,54.44
1349,5923.0,72.18
1350,6111.4,79.07
1351,6177.0,84.27
1352,6001.6,69.16
1353,6109.7,77.22
1354,5900.0,67.01
1355,5933.2,65.14
1356,5949.0,59.52
1357,5803.2,38.54
1358,5465.6,37.41
1359,5832.4,35.91
1360,5697.2,36.35
1361,5588.3,34.23
1362,5809.9,37.69
1363,5532.8,39.3
1364,5688.6,40.22
1365,5339.4,57.45
1366,5908.8,58.48
1367,5866.4,53.14
1368,6065.6,70.86
1369,5821.4,87.78
1370,6303.9,73.74
1371,6164.2,69.23
1372,6222.9,76.65
1373,5995.4,88.18
1374,6214.5,77.7
1375,6174.9,77.04
1376,6117.0,79.93
1377,6118.4,85.87
1378,5752.2,78.6
1379,6062.4,80.58
1380,5714.4,54.09
1381,5758.6,55.89
1382,5653.7,47.94
1383,5627.6,43.89
1384,5374.7,46.38
1385,5326.8,48.96
1386,5485.3,40.35
1387,5301.2,50.79
1388,5429.3,36.87
1389,5710.7,58.05
1390,5638.6,49.96
1391,5723.7,68.69
1392,6060.7,73.76
1393,5544.5,60.56
1394,5919.2,73.45
1395,6076.8,75.34
1396,6164.5,77.34
1397,5927.5,87.28
1398,6195.6,84.89
1399,6070.9,78.04
1400,6310.8,76.09
1401,6185.2,85.47
1402,5954.7,60.06
1403,5918.1,63.98
1404,5887.6,68.87
1405,5795.3,50.44
1406,5688.3,51.4
1407,5600.3,46.66
1408,5880.5,41.73
1409,5687.1,39.46
1410,5593.7,27.27
1411,5649.1,35.3
1412,5480.7,38.55
1413,5604.3,58.27
1414,5531.0,40.63
1415,5766.2,29.81
1416,5697.9,69.42
1417,5879.6,64.88
1418,5965.0,65.54
1419,5971.6,66.41
1420,6237.9,60.71
1421,6490.6,85.0
1422,5925.5,71.08
1423,6259.9,66.03
1424,6100.0,86.85
1425,5893.5,65.54
1426,5889.4,67.06
1427,5951.5,72.07
1428,5863.4,51.11
1429,5828.4,43.28
1430,5581.7,34.26
1431,5370.6,33.41
1432,5610.6,39.05
1433,5724.4,24.6
1434,5378.8,32.93
1435,5673.7,23.84
1436,5623.8,32.95
1437,5850.1,39.63
1438,5779.5,32.22
1439,6055.4,53.43
1440,6036.0,53.26
1441,5662.1,46.89
1442,5924.5,47.63
1443,5813.0,37.41
1444,6313.5,66.37
1445,6115.5,65.69
1446,6215.3,59.02
1447,5888.1,41.35
1448,5870.7,43.8
1449,6004.8,41.55
1450,5992.9,51.94
1451,5812.1,41.41
1452,5834.9,43.28
1453,5806.6,23.23
1454,5773.8,26.47
1455,5605.2,25.51
1456,5729.9,31.42
1457,5688.2,15.79
1458,5796.8,18.58
1459,5815.4,5.27
1460,5549.3,10.43
1461,5473.6,22.88
1462,5671.7,34.83
1463,5855.6,24.64
1464,5829.1,29.39
1465,5912.6,26.33
1466,6033.1,29.56
1467,6018.2,29.61
1468,6023.7,58.72
1469,6010.1,51.38
1470,6310.1,56.9
1471,6136.3,50.23
1472,6210.5,57.26
1473,6080.8,53.95
1474,5916.0,43.83
1475,5886.6,29.71
1476,5639.3,46.38
1477,5834.2,19.65
1478,5985.0,19.78
1479,5696.3,20.94
1480,5741.7,10.16
1481,5401.1,22.62
1482,5281.9,15.81
1483,5527.0,21.57
1484,5995.9,9.41
1485,5401.1,31.71
1486,5892.1,28.36
1487,5841.9,38.74
1488,5959.4,43.38
1489,5985.0,38.78
1490,5940.0,59.13
1491,6032.3,49.71
1492,6250.2,57.65
1493,6299.9,67.27
1494,5949.0,41.42
1495,6178.2,64.43
1496,6090.9,65.15
1497,5901.4,51.39
1498,6215.1,55.86
1499,5902.3,63.47
1500,5899.7,40.78
1501,5983.1,41.72
1502,5861.0,24.09
1503,5866.4,36.48
1504,5459.1,33.03
1505,5826.9,35.55
1506,5495.9,13.39
1507,5458.3,32.43
1508,5702.9,40.3
1509,5608.0,38.57
1510,5846.9,39.08
1511,5691.1,28.42
1512,5901.3,42.49
1513,6211.0,49.08
1514,6109.8,70.52
1515,6083.2,52.47
1516,6193.3,87.98
1517,5828.2,67.83
1518,6152.5,75.93
1519,5989.4,76.28
1520,6102.3,65.01
1521,5926.3,66.21
1522,6076.8,50.81
1523,5666.4,69.59
1524,5875.4,62.11
1525,6007.0,46.53
1526,5881.3,54.57
1527,5663.4,43.75
1528,5778.9,25.44
1529,5584.7,48.56
1530,5594.0,41.04
1531,5461.8,47.4
1532,5599.2,43.79
1533,5833.6,43.73
1534,5839.4,49.67
1535,6077.9,46.52
1536,6022.1,65.58
1537,5819.2,69.17
1538,5737.8,71.55
1539,6185.3,71.02
1540,6250.5,69.98
1541,6188.2,89.43
1542,6431.7,69.73
1543,6215.9,89.67
1544,6300.6,64.7
1545,6152.1,73.72
1546,6076.2,78.88
1547,6151.4,76.93
1548,6216.0,61.97
1549,5810.1,65.2
1550,5843.2,45.15
1551,5755.6,44.16
1552,5603.4,51.12
1553,5491.9,42.41
1554,5762.5,39.47
1555,5835.8,43.63
1556,5647.6,44.58
1557,5627.4,48.76
1558,5912.2,66.95
1559,5690.1,68.68
1560,5964.0,71.84
1561,6041.0,69.77
1562,6069.3,76.75
1563,6278.4,70.46
1564,6218.8,96.52
1565,6196.1,77.04
1566,6126.7,94.81
1567,6172.0,81.24
1568,6106.3,90.73
1569,6081.9,72.98
1570,6164.0,77.85
1571,5888.0,78.57
1572,6025.6,72.88
1573,5971.0,58.11
1574,5989.7,51.04
1575,5788.1,50.73
1576,5701.3,52.01
1577,5740.5,46.97
1578,5703.5,42.1
1579,5746.0,49.7
1580,5460.0,30.78
1581,5555.0,48.53
1582,5645.9,42.04
1583,6057.3,66.32
1584,5576.3,63.76
1585,6159.9,49.63
1586,6046.3,54.99
1587,6134.8,58.09
1588,6208.5,75.9
1589,5896.8,79.82
1590,6123.1,58.01
1591,6271.5,67.38
1592,6297.1,65.89
1593,6251.5,68.33
1594,6074.9,58.57
1595,6193.9,57.57
1596,5902.8,41.11
1597,5887.3,32.93
1598,5853.2,32.62
1599,5620.5,33.61
1600,5721.3,31.12
1601,5591.5,14.29
1602,5584.1,19.81
1603,5690.3,29.83
1604,5747.9,39.37
1605,5718.7,23.07
1606,5761.3,41.57
1607,5908.7,29.18
1608,5946.0,56.43
1609,5875.0,36.02
1610,6215.5,37.36
1611,6025.3,54.62
1612,6338.7,47.25
1613,6296.8,61.43
1614,6300.3,53.12
1615,6385.2,64.97
1616,6236.3,55.52
1617,6480.9,46.51
1618,6068.2,51.43
1619,5705.0,36.58
1620,5871.7,37.53
1621,6066.5,27.65
1622,6105.1,33.39
1623,6034.9,13.05
1624,5891.9,6.71
1625,5648.3,22.08
1626,5600.8,5.42
1627,5936.0,17.96
1628,5759.0,27.1
1629,5673.8,27.34
1630,5922.5,23.72
1631,5671.3,38.3
1632,5802.1,35.16
1633,5803.5,31.27
1634,6104.9,60.73
1635,6278.3,43.79
1636,6249.2,54.49
1637,6021.6,54.72
1638,6273.3,44.06
1639,6132.2,61.57
1640,6022.3,49.57
1641,5971.6,56.29
1642,6241.0,36.9
1643,6057.2,33.93
1644,6078.2,38.39
1645,6173.8,38.96
1646,5805.7,30.57
1647,5907.1,7.39
1648,5621.1,25.77
1649,5624.6,12.86
1650,5683.5,6.04
1651,5659.5,26.05
1652,5734.6,15.04
1653,5525.9,31.07
1654,5944.3,29.45
1655,5769.3,33.78
1656,5940.7,46.4
1657,6051.3,36.29
1658,6288.6,57.88
1659,6268.8,40.6
1660,6140.1,58.65
1661,5927.1,72.4
1662,6338.1,68.08
1663,6427.8,60.55
1664,6068.7,71.34
1665,6219.1,50.43
1666,6158.9,55.16
1667,6191.7,46.45
1668,5860.8,44.18
1669,5990.4,45.47
1670,5744.2,35.87
1671,5583.6,24.45
1672,5573.8,7.96
1673,5649.1,36.54
1674,5723.9,32.82
1675,5684.0,32.32
1676,5628.6,33.65
1677,5682.7,32.93
1678,5600.4,29.5
1679,5586.7,46.35
1680,5765.2,49.99
1681,5808.3,65.96
1682,6328.6,60.25
1683,6215.4,72.36
1684,6319.6,67.99
1685,6276.0,74.6
1686,6155.2,64.31
1687,6177.4,60.01
1688,5918.6,69.38
1689,6055.9,75.48
1690,5974.6,66.76
1691,5741.7,58.01
1692,6029.1,50.82
1693,5823.3,38.37
1694,5964.9,51.64
1695,5896.4,38.81
1696,5960.5,21.75
1697,5821.5,38.71
1698,5686.3,45.09
1699,5633.7,60.34
1700,5599.8,53.29
1701,5911.2,49.4
1702,5642.7,49.73
1703,5857.6,59.62
1704,5954.3,59.38
1705,6021.9,60.53
1706,5841.2,63.37
1707,6148.8,59.45
1708,6164.7,81.81
1709,6403.6,84.38
1710,6407.9,93.55
1711,6107.1,63.87
1712,6361.4,89.66
1713,6049.1,80.37
1714,6017.2,84.25
1715,6031.8,81.86
1716,6031.9,50.0
1717,5692.0,63.44
1718,5870.6,56.75
1719,5690.9,56.76
1720,5592.2,60.53
1721,5487.9,44.37
1722,5696.7,39.86
1723,5783.6,42.65
1724,5466.4,34.46
1725,5566.9,68.34
1726,5650.8,68.07
1727,5933.3,57.66
1728,6017.4,66.37
1729,6044.8,61.28
1730,5877.2,69.04
1731,6141.1,85.31
1732,5940.8,84.34
1733,6267.7,85.86
1734,6367.9,82.5
1735,5906.8,88.37
1736,5962.3,64.71
1737,6045.8,79.32
1738,6002.0,87.35
1739,6023.3,73.92
1740,6187.6,49.76
1741,5884.8,58.83
1742,5639.9,47.59
1743,5267.7,58.5
1744,5862.5,43.33
1745,5603.3,57.77
1746,5788.2,56.77
1747,5678.9,43.4
1748,5651.5,42.56
1749,5646.1,54.68
1750,5866.1,41.92
1751,6008.5,54.96
1752,6095.8,54.43
1753,6095.6,56.95
1754,6092.0,72.7
1755,6281.6,69.79
1756,6098.3,88.62
1757,6382.1,68.32
1758,6091.4,65.2
1759,6353.1,71.87
1760,6348.8,73.8
1761,6191.2,64.42
1762,6138.8,66.35
1763,6064.8,48.85
1764,5905.2,56.36
1765,5779.4,36.45
1766,5859.0,26.85
1767,5739.5,20.06
1768,5730.3,42.09
1769,5752.6,32.8
1770,5797.0,31.42
1771,5616.3,24.15
1772,5587.5,34.71
1773,5736.1,24.69
1774,5777.0,27.83
1775,5651.1,39.95
1776,5904.2,46.86
1777,5925.1,41.82
1778,6057.6,60.8
1779,6211.6,47.59
1780,5888.3,59.08
1781,6274.0,65.57
1782,6374.1,45.73
1783,6310.0,57.92
1784,6099.8,62.28
1785,6444.1,55.87
1786,5948.6,51.8
1787,6064.3,36.15
1788,6224.3,34.64
1789,5810.8,40.07
1790,5774.6,40.65
1791,5766.0,13.83
1792,5785.6,17.45
1793,6054.6,3.84
1794,5704.2,17.26
1795,5671.5,19.05
1796,5765.9,18.19
1797,5472.9,27.59
1798,5989.0,9.69
1799,6220.1,29.35
1800,6311.9,40.5
1801,6095.8,55.36
1802,5978.0,46.4
1803,6093.4,53.19
1804,6213.3,39.41
1805,6206.6,44.66
1806,6180.1,68.27
1807,6152.2,56.55
1808,6105.8,52.46
1809,5974.2,46.88
1810,6169.8,47.4
1811,6225.3,29.06
1812,6034.5,44.77
1813,6132.9,31.8
1814,5969.0,12.09
1815,5887.1,23.73
1816,5522.5,12.09
1817,5539.5,28.1
1818,5597.9,10.65
1819,5634.3,16.25
1820,5537.1,19.73
1821,5967.4,28.96
1822,6034.0,41.08
1823,5761.3,33.86
1824,5924.7,43.56
1825,5907.6,37.59
1826,5994.5,47.75
1827,6346.6,56.11
1828,6089.0,55.88
1829,6288.5,66.38
1830,5836.0,55.23
1831,6516.8,59.5
1832,6239.3,51.4
1833,6309.8,62.84
1834,6162.4,55.17
1835,6093.5,57.04
1836,5848.4,39.67
1837,5728.1,60.29
1838,5516.7,37.03
1839,6030.7,36.15
1840,5910.4,35.91
1841,5869.9,26.84
1842,5619.5,26.93
1843,5789.1,27.15
1844,5608.2,37.0
1845,5938.5,31.19
1846,5802.3,41.04
1847,5829.3,50.99
1848,5834.8,55.2
1849,6022.5,36.57
1850,5960.7,61.67
1851,5950.9,59.49
1852,6162.4,67.77
1853,6313.2,80.01
1854,6219.9,92.28
1855,6128.2,66.09
1856,6697.9,66.15
1857,6119.2,70.39
1858,6313.7,67.29
1859,5749.0,53.48
1860,5554.3,62.44
1861,6114.5,44.95
1862,5863.6,35.3
1863,5896.4,35.14
1864,5800.8,47.56
1865,5446.8,38.02
1866,5712.3,22.08
1867,5847.5,44.11
1868,5451.0,43.78
1869,5698.4,55.79
1870,5914.6,52.03
1871,5734.8,58.06
1872,6126.1,59.18
1873,5924.8,63.24
1874,5802.8,64.56
1875,6243.8,67.55
1876,6393.6,83.25
1877,6476.7,74.57
1878,6541.1,81.63
1879,6029.7,96.12
1880,6233.4,87.72
1881,6362.9,81.19
1882,6225.6,77.6
1883,6004.4,64.61
1884,6221.4,57.97
1885,5998.6,66.21
1886,6010.9,60.92
1887,5571.2,36.49
1888,5659.3,47.42
1889,5581.6,39.74
1890,5668.2,40.86
1891,5635.7,37.63
1892,5915.2,55.12
1893,5660.9,40.4
1894,5791.8,40.17
1895,6018.2,55.22
1896,5787.5,80.04
1897,6033.3,78.19
1898,6156.6,86.27
1899,6125.6,87.28
1900,6165.1,79.23
1901,6313.0,82.51
1902,6147.6,81.21
1903,6306.0,72.1
1904,6168.1,71.5
1905,6228.3,82.46
1906,6234.2,66.73
1907,6124.3,67.83
1908,5938.6,53.23
1909,6260.3,53.31
1910,5913.2,55.27
1911,5627.1,33.13
1912,5833.9,42.65
1913,5637.3,45.22
1914,5769.7,39.11
1915,5744.7,31.92
1916,5751.4,41.47
1917,5838.3,32.93
1918,5646.6,46.08
1919,5795.9,44.2
1920,5888.7,50.74
1921,5988.8,76.15
1922,6356.0,74.76
1923,6269.6,72.76
1924,6289.4,74.79
1925,6263.4,76.67
1926,6628.6,73.12
1927,6176.2,70.3
1928,6371.3,64.79
1929,6328.5,66.34
1930,6254.0,51.46
1931,6005.2,56.78
1932,5828.7,59.71
1933,5970.3,49.23
1934,5848.1,39.99
1935,5738.0,21.53
1936,5662.8,26.5
1937,5820.3,46.74
1938,5658.8,28.17
1939,5557.5,19.5
1940,6108.4,29.05
1941,5988.1,33.39
1942,5773.8,34.53
1943,6177.1,40.66
1944,5776.4,37.26
1945,5883.1,62.22
1946,6062.0,50.82
1947,6403.1,55.86
1948,6146.9,56.0
1949,6407.0,72.83
1950,6146.2,57.97
1951,6304.3,53.09
1952,6277.9,62.85
1953,6101.2,45.84
1954,6212.2,37.71
1955,5929.8,41.38
1956,5807.2,36.66
1957,5828.3,43.6
1958,5664.1,17.8
1959,5587.2,21.46
1960,5981.8,15.65
1961,5666.7,7.69
1962,5663.1,9.45
1963,5656.8,20.96
1964,5653.4,32.35
1965,5396.5,27.3
1966,5982.8,36.91
1967,6222.8,7.09
1968,5913.5,33.52
1969,6084.4,39.69
1970,6181.1,53.66
1971,6133.9,67.87
1972,6161.7,55.86
1973,6334.1,52.33
1974,6088.3,49.97
1975,6409.4,52.67
1976,6176.5,41.5
1977,5868.3,37.61
1978,5975.9,47.34
1979,6016.6,38.32
1980,6119.6,30.97
1981,6115.0,40.31
1982,5960.3,51.7
1983,5841.4,17.58
1984,5851.3,11.09
1985,5605.0,26.74
1986,5776.1,7.55
1987,5871.1,9.85
1988,5603.7,24.24
1989,5662.7,28.59
1990,5768.6,27.24
1991,5689.9,32.19
1992,6177.9,52.92
1993,5990.1,42.11
1994,5895.1,58.84
1995,5850.2,56.46
1996,6481.9,69.96
1997,6436.6,52.23
1998,6168.2,59.44
1999,6383.2,54.43
2000,6076.4,49.77
2001,6192.8,68.18
2002,6027.7,52.63
2003,5894.4,40.4
2004,6126.2,41.99
2005,5969.8,24.21
2006,5789.1,33.37
2007,5886.0,36.47
2008,5751.6,40.85
2009,5586.0,3.46
2010,5549.6,21.89
2011,5823.4,32.11
2012,5749.9,33.94
2013,5740.4,29.15
2014,5807.1,39.81
2015,6082.7,41.05
2016,6099.3,50.36
2017,6060.6,66.95
2018,6487.1,68.17
2019,6202.3,57.04
2020,6332.2,62.16
2021,6395.9,77.37
2022,6035.4,61.89
2023,6246.2,75.83
2024,6235.8,77.55
2025,5840.7,64.97
2026,6190.8,64.65
2027,5799.3,68.51
2028,6406.2,76.87
2029,6036.6,56.99
2030,5711.0,48.72
2031,6126.3,33.6
2032,5908.0,24.1
2033,5801.0,36.66
2034,5758.9,47.75
2035,5661.0,43.7
2036,5701.9,49.27
2037,5872.4,49.04
2038,6163.1,55.43
2039,6039.7,53.76
2040,6255.9,69.1
2041,6103.7,76.33
2042,6069.8,75.17
2043,6478.5,77.68
2044,6555.9,63.78
2045,6124.9,81.63
2046,6288.9,82.55
2047,6462.6,84.74
2048,6177.2,92.87
2049,6186.1,77.55
2050,6351.6,96.32
2051,6096.9,69.65
2052,5965.2,71.37
2053,5992.1,59.5
2054,5963.1,42.97
2055,5379.2,51.26
2056,6067.5,41.25
2057,5748.5,54.55
2058,5850.6,43.36
2059,5883.7,37.34
2060,5586.2,56.53
2061,5501.9,57.34
2062,6004.5,67.6
2063,6080.4,66.78
2064,5883.8,67.4
2065,6301.1,71.82
2066,6021.3,78.05
2067,6142.5,64.85
2068,6249.3,72.86
2069,6116.9,81.97
2070,6234.2,81.99
2071,6354.3,73.75
2072,6433.8,57.57
2073,6235.9,76.82
2074,6106.9,70.36
2075,5922.7,58.02
2076,5989.0,53.59
2077,5795.2,51.77
2078,5709.0,37.31
2079,5657.8,64.65
2080,5782.6,43.45
2081,5771.6,33.5
2082,5674.2,53.34
2083,5882.8,40.49
2084,5891.5,29.92
2085,5656.9,30.98
2086,6081.6,57.48
2087,5594.9,48.31
2088,6137.6,46.08
2089,6112.3,53.63
2090,6093.1,56.32
2091,6158.8,76.26
2092,6309.4,70.27
2093,6224.1,70.74
2094,6401.5,81.03
2095,5968.8,64.97
2096,6198.3,68.85
2097,6271.2,75.2
2098,6142.9,58.12
2099,5916.3,47.8
2100,5993.5,37.79
2101,5994.1,41.4
2102,5907.7,49.85
2103,5744.3,23.0
2104,5831.8,29.82
2105,5647.3,10.55
2106,5648.3,31.73
2107,5842.0,19.95
2108,5588.8,34.39
2109,5802.0,35.34
2110,5662.0,28.58
2111,6060.2,33.37
2112,6043.7,45.4
2113,6274.6,42.59
2114,6364.3,50.79
2115,6225.5,74.08
2116,6065.6,49.08
2117,6220.2,77.6
2118,6213.2,69.58
2119,6582.9,57.02
2120,6325.2,51.7
2121,6323.7,48.73
2122,6387.5,67.09
2123,6173.5,36.84
2124,6047.3,29.64
2125,6075.0,28.61
2126,5567.8,19.43
2127,5614.7,22.46
2128,5771.5,17.49
2129,5862.9,12.08
2130,5711.6,12.07
2131,5733.9,17.22
2132,5469.1,28.02
2133,5966.7,12.9
2134,6109.8,33.76
2135,5721.6,40.75
2136,5719.1,40.39
2137,6200.8,53.14
2138,6297.3,54.14
2139,5707.0,37.6
2140,6337.6,37.96
2141,6248.4,45.35
2142,6212.6,59.19
2143,6065.5,54.06
2144,6302.4,53.23
2145,6118.3,55.16
2146,6105.3,35.49
2147,6384.7,33.43
2148,6274.6,20.06
2149,6083.1,45.21
2150,5727.4,27.98
2151,5701.9,28.27
2152,5723.6,15.93
2153,5875.0,24.38
2154,5509.8,5.67
2155,5603.3,21.32
2156,5767.5,18.11
2157,5742.8,25.72
2158,5723.5,26.89
2159,5954.7,35.8
2160,5813.0,23.02
2161,6050.3,37.71
2162,5922.9,54.14
2163,6322.8,68.09
2164,5992.9,50.64
2165,6033.8,64.75
2166,6179.2,65.26
2167,6053.8,62.47
2168,6213.5,70.86
2169,6132.0,52.09
2170,6208.3,59.75
2171,6015.3,46.71
2172,6054.9,55.72
2173,5887.0,33.85
2174,6207.3,36.16
2175,5590.4,19.85
2176,5499.8,22.47
2177,5708.5,39.37
2178,5520.9,23.04
2179,5675.9,25.38
2180,5915.1,37.95
2181,5836.9,27.83
2182,5959.3,38.71
2183,5827.8,41.57
2184,5893.3,52.52
2185,6203.9,60.79
2186,5911.0,62.17
2187,6244.3,49.56
2188,6202.4,68.7
2189,6175.6,67.06
2190,6260.3,62.6
2191,6234.5,49.36
2192,6327.3,65.07
2193,6235.2,80.61
2194,6002.6,68.3
2195,6259.3,67.7
2196,6215.0,57.08
2197,5960.8,62.9
2198,5996.3,48.9
2199,5782.2,47.42
2200,5595.7,39.36
2201,5806.5,39.51
2202,5692.8,37.36
2203,5731.2,46.88
2204,5724.6,50.33
2205,5925.1,48.54
2206,5829.2,56.47
2207,5926.4,55.57
2208,6122.6,65.4
2209,6362.0,70.72
2210,6111.8,63.41
2211,6525.0,60.32
2212,6427.9,88.84
2213,6357.9,82.4
2214,6419.1,82.33
2215,6550.1,79.79
2216,6232.5,79.19
2217,5921.4,84.95
2218,5928.4,69.95
2219,5940.1,68.47
2220,6094.8,60.12
2221,5911.0,70.75
2222,6118.0,61.34
2223,5924.6,68.95
2224,5751.7,47.6
2225,5708.4,44.86
2226,5649.0,50.57
2227,5663.1,38.39
2228,5752.4,55.28
2229,5579.9,52.1
2230,5619.1,62.18
2231,5898.0,54.43
2232,6025.6,62.79
2233,6048.5,72.22
2234,6058.8,77.14
2235,6413.4,75.23
2236,6362.9,89.2
2237,6270.0,85.51
2238,6199.3,87.96
2239,6156.1,71.67
2240,6373.6,67.31
2241,6076.9,70.88
2242,6355.3,77.43
2243,6171.5,70.24
2244,5971.6,74.04
2245,5810.4,52.41
2246,5910.4,52.46
2247,5748.1,38.67
2248,5672.3,52.12
2249,5620.5,36.4
2250,5736.0,46.37
2251,5604.1,40.54
2252,5753.0,37.1
2253,5949.1,35.69
2254,5756.5,52.02
2255,5770.5,48.92
2256,6284.5,40.05
2257,6042.7,78.12
2258,6261.8,69.39
2259,6189.9,75.29
2260,6206.5,67.1
2261,6418.1,63.99
2262,6481.2,70.24
2263,6117.6,82.45
2264,5931.5,61.94
2265,6305.1,67.03
2266,6346.2,55.34
2267,6077.1,52.76
2268,5950.5,60.55
2269,5926.0,51.28
2270,5978.9,43.13
2271,5870.1,38.85
2272,5595.5,23.84
2273,5514.3,40.84
2274,5455.2,24.17
2275,5723.8,34.35
2276,5969.4,43.34
2277,5431.4,25.26
2278,5703.4,24.68
2279,6064.5,41.51
2280,5872.8,44.14
2281,6169.3,51.76
2282,6038.1,47.48
2283,6046.8,52.81
2284,6334.9,55.92
2285,6097.8,67.67
2286,6274.9,66.64
2287,6262.3,60.55
2288,6528.3,79.5
2289,6110.1,64.17
2290,6056.1,42.94
2291,6170.8,42.46
2292,6045.9,53.4
2293,5804.7,28.95
2294,5746.3,50.46
2295,5648.8,25.28
2296,5692.3,26.22
2297,5769.2,17.94
2298,5570.7,4.78
2299,5608.3,24.25
2300,5955.3,13.92
2301,5755.4,24.57
2302,5959.4,35.82
2303,5952.3,33.21
2304,5985.1,26.36
2305,6214.2,37.7
2306,6098.0,29.9
2307,6230.3,45.07
2308,6062.0,53.79
2309,6102.6,55.53
2310,6125.8,56.1
2311,6089.9,52.9
2312,6450.7,53.89
2313,6087.4,42.52
2314,6108.1,39.36
2315,6196.0,35.1
2316,6215.2,60.99
2317,5888.6,37.03
2318,5818.3,42.52
2319,5588.8,16.8
2320,5459.1,11.55
2321,5854.0,7.32
2322,5680.7,10.5
2323,5788.5,11.83
2324,5791.7,15.72
2325,5636.8,20.37
2326,5710.8,30.8
2327,5989.7,38.56
2328,6044.6,44.0
2329,6227.5,66.6
2330,6025.8,47.25
2331,6065.9,69.02
2332,6274.3,65.28
2333,6484.8,67.95
2334,6513.4,63.51
2335,6126.6,61.34
2336,6260.6,73.98
2337,6398.3,73.53
2338,6246.1,54.19
2339,5839.1,46.98
2340,6127.8,41.1
2341,5800.0,41.52
2342,5893.8,25.23
2343,5847.2,16.69
2344,5847.4,25.34
2345,5692.3,22.73
2346,5741.1,21.6
2347,5702.3,29.52
2348,5754.7,37.98
2349,5988.4,37.66
2350,5895.2,45.07
2351,5776.8,42.96
2352,6029.6,51.98
2353,6015.2,65.74
2354,6273.6,53.43
2355,6310.4,67.26
2356,6327.8,71.26
2357,6088.6,69.27
2358,6326.4,74.71
2359,6113.2,80.37
2360,6090.4,65.14
2361,6174.9,76.53
2362,6223.7,71.48
2363,6108.5,46.46
2364,5913.4,49.23
2365,5921.6,58.2
2366,6073.3,60.87
2367,5682.5,45.9
2368,5451.2,41.52
2369,5692.8,38.42
2370,5536.1,45.64
2371,5741.9,34.07
2372,5494.5,47.44
2373,5473.6,43.65
2374,5730.7,38.65
2375,6068.0,50.23
2376,5907.4,58.43
2377,6184.8,59.66
2378,6137.7,87.16
2379,5943.4,74.26
2380,6247.1,71.31
2381,6464.8,91.85
2382,6334.7,74.63
2383,6453.9,71.03
2384,6272.3,93.22
2385,6388.5,73.7
2386,6182.2,81.32
2387,5824.8,82.83
2388,5845.9,51.64
2389,6076.5,52.79
2390,5733.3,54.24
2391,5778.7,60.38
2392,5780.1,52.58
2393,5675.4,47.65
2394,5622.7,49.37
2395,5767.6,40.22
2396,5717.7,52.86
2397,5904.5,49.4
2398,5673.8,59.88
2399,5832.1,55.04
2400,6245.9,64.82
2401,6315.1,63.01
2402,6123.9,76.11
2403,6036.9,76.12
2404,6412.2,77.6
2405,6626.1,83.57
2406,6073.8,69.19
2407,6416.5,90.97
2408,6330.4,71.49
