firm_id,subsector,ownership_type,foreign_ownership_percent,years_since_fdi,age_years,employees,assets_million_ngn,policy_tax_incentives,policy_regulatory_stability,policy_infrastructure_support,policy_corruption_experience,policy_effectiveness_index,policy_incentive_received,skilled_labor_ratio,iot_use,rd_spend_pct_revenue,liquidity_ratio,ka_i1,ka_i2,ka_i3,ka_i4,knowledge_absorption_index,tp_i1,tp_i2,tp_i3,task_performance_index,inn_i1,inn_i2,inn_i3,innovation_index,res_hr,res_tech,res_fin,firm_resources_index,roi_pct,roa_pct,export_intensity_pct,market_share_pct,operational_efficiency_index,fdi_presence
LAG-FP-0107,oils_fats,joint_venture,39.09,10,26,166,34.75,4,7,3,4,4.5,1,0.44,1,1.92,1.97,5,4,5,4,4.5,4,5,3,4.0,3,4,5,4.0,5,3,3,3.67,16.02,9.77,10.07,0.84,59.94,1
LAG-FP-0108,beverages,domestic,0.0,0,20,152,39.76,3,5,1,3,3.5,0,0.56,1,0.37,0.5,2,4,4,4,3.5,3,3,3,3.0,4,2,3,3.0,4,5,5,4.67,10.17,5.04,5.33,0.0,61.79,0
LAG-FP-0109,bakery,domestic,0.0,0,17,34,3.74,5,3,2,5,3.25,1,0.61,0,1.09,1.3,2,2,2,2,2.0,1,3,5,3.0,2,4,2,2.67,5,5,4,4.67,6.06,3.72,1.05,0.56,56.85,0
LAG-FP-0110,grains_cereals,domestic,0.0,0,8,100,20.09,1,7,6,4,4.5,0,0.52,0,1.48,2.29,4,5,4,4,4.25,3,4,3,3.33,3,3,3,3.0,5,5,4,4.67,10.9,6.53,8.68,1.08,61.9,0
LAG-FP-0111,bakery,foreign,76.39,9,11,27,7.38,5,4,4,4,4.25,1,0.48,0,3.25,0.94,4,4,5,1,3.5,4,4,3,3.67,5,4,4,4.33,5,2,3,3.33,13.18,6.84,8.15,0.87,49.33,1
LAG-FP-0112,dairy,domestic,0.0,0,20,149,46.6,6,3,4,6,3.75,1,0.58,0,0.36,2.5,5,3,4,3,3.75,3,3,2,2.67,4,2,4,3.33,4,4,3,3.67,10.6,8.22,2.73,0.0,49.73,0
LAG-FP-0113,grains_cereals,foreign,85.24,1,21,124,33.52,6,4,4,3,4.75,1,0.31,1,2.41,1.87,3,3,2,2,2.5,3,4,3,3.33,4,3,2,3.0,4,2,4,3.33,4.99,4.06,8.45,0.0,58.49,1
LAG-FP-0114,fruits_veg,domestic,0.0,0,18,61,7.59,5,4,3,1,4.75,0,0.39,1,0.65,1.37,3,4,5,4,4.0,4,1,3,2.67,4,4,3,3.67,4,4,5,4.33,9.79,6.91,5.9,0.31,55.76,0
LAG-FP-0115,confectionery,domestic,0.0,0,17,46,9.17,4,5,4,3,4.5,0,0.56,0,1.4,0.92,5,5,5,2,4.25,2,4,4,3.33,3,3,4,3.33,4,4,4,4.0,13.84,8.53,6.4,0.87,58.29,0
LAG-FP-0116,beverages,domestic,0.0,0,17,109,48.2,5,5,3,2,4.75,0,0.37,0,0.67,1.23,3,3,3,4,3.25,2,3,4,3.0,4,3,4,3.67,3,4,5,4.0,8.53,5.49,4.49,0.59,51.16,0
LAG-FP-0117,bakery,domestic,0.0,0,7,106,25.65,4,2,2,2,3.5,0,0.4,0,2.51,1.34,4,5,4,3,4.0,4,5,3,4.0,3,2,2,2.33,5,4,3,4.0,8.43,3.36,4.84,0.6,60.98,0
LAG-FP-0118,bakery,foreign,84.27,4,5,81,28.75,5,6,2,4,4.25,1,0.45,1,0.86,1.01,1,3,2,3,2.25,5,3,2,3.33,4,3,3,3.33,3,4,3,3.33,6.69,3.92,6.07,0.0,62.17,1
LAG-FP-0119,fruits_veg,joint_venture,70.85,2,8,98,4.38,6,4,3,3,4.5,1,0.45,1,2.18,1.58,4,3,4,3,3.5,4,3,4,3.67,4,2,2,2.67,3,5,4,4.0,7.98,4.43,8.88,0.0,56.44,1
LAG-FP-0120,fruits_veg,joint_venture,58.14,8,21,91,20.99,2,6,4,4,4.0,0,0.5,1,1.31,0.9,4,5,3,2,3.5,5,4,2,3.67,5,5,4,4.67,4,3,5,4.0,11.42,5.65,8.67,0.63,56.65,1
LAG-FP-0121,beverages,domestic,0.0,0,14,103,24.2,6,2,2,3,3.75,1,0.25,0,1.78,1.81,5,3,2,3,3.25,3,3,3,3.0,3,2,3,2.67,2,3,3,2.67,5.0,3.63,3.04,0.68,45.03,0
LAG-FP-0122,bakery,domestic,0.0,0,26,89,11.86,5,1,2,2,3.5,1,0.68,0,1.42,1.55,4,4,3,4,3.75,4,3,3,3.33,2,2,2,2.0,3,5,5,4.33,6.51,5.53,5.89,0.11,55.53,0
LAG-FP-0123,dairy,domestic,0.0,0,9,109,34.28,4,5,4,3,4.5,0,0.53,0,0.63,2.05,3,3,4,1,2.75,4,2,4,3.33,4,3,3,3.33,3,4,4,3.67,7.41,5.2,1.83,0.0,50.76,0
LAG-FP-0124,grains_cereals,foreign,58.82,10,27,88,27.24,6,2,3,4,3.75,1,0.59,0,2.46,1.6,3,3,5,3,3.5,3,4,4,3.67,5,3,5,4.33,3,3,4,3.33,10.9,5.33,9.75,0.31,62.21,1
LAG-FP-0125,meat,domestic,0.0,1,1,75,24.04,5,5,2,7,3.25,1,0.65,1,1.29,2.05,3,4,4,3,3.5,3,4,4,3.67,4,3,5,4.0,4,4,3,3.67,12.52,8.31,6.99,0.0,61.28,1
LAG-FP-0126,oils_fats,domestic,0.0,0,20,103,46.84,4,3,4,4,3.75,0,0.62,0,0.38,1.49,3,3,1,3,2.5,4,2,3,3.0,3,2,2,2.33,4,2,5,3.67,3.92,1.63,0.58,0.44,56.5,0
LAG-FP-0127,grains_cereals,domestic,0.0,7,18,114,19.87,5,4,5,3,4.75,1,0.67,0,3.1,1.54,4,5,3,4,4.0,3,4,2,3.0,5,2,3,3.33,4,3,4,3.67,12.45,7.4,11.87,1.16,51.78,1
LAG-FP-0128,fruits_veg,joint_venture,57.75,5,4,13,2.0,4,4,3,6,3.25,1,0.37,1,1.53,1.22,2,3,2,4,2.75,4,4,3,3.67,5,5,2,4.0,3,4,4,3.67,10.73,7.05,7.72,0.26,52.66,1
LAG-FP-0129,fruits_veg,domestic,0.0,0,27,96,11.43,3,6,5,5,4.25,1,0.67,0,1.46,2.31,3,3,3,3,3.0,4,3,2,3.0,4,2,3,3.0,4,3,3,3.33,7.53,4.84,5.14,0.15,59.38,0
LAG-FP-0130,dairy,domestic,0.0,0,12,156,20.49,4,5,2,3,4.0,1,0.61,0,1.23,1.09,2,2,3,3,2.5,2,4,4,3.33,2,3,3,2.67,3,4,4,3.67,5.32,2.72,0.0,1.06,49.31,0
LAG-FP-0131,oils_fats,joint_venture,33.81,7,24,165,29.22,4,2,2,6,2.5,1,0.64,0,2.47,1.08,3,2,4,5,3.5,3,1,3,2.33,2,3,5,3.33,4,4,2,3.33,8.69,3.8,7.78,0.71,34.45,1
LAG-FP-0132,grains_cereals,domestic,0.0,0,8,117,55.04,5,2,4,1,4.5,1,0.47,1,1.12,1.62,2,2,3,4,2.75,3,4,4,3.67,3,3,5,3.67,4,4,5,4.33,9.05,6.55,0.0,0.0,65.47,0
LAG-FP-0133,bakery,domestic,0.0,0,8,71,27.46,3,4,6,5,4.0,1,0.29,0,0.91,0.93,2,4,2,4,3.0,2,3,2,2.33,3,4,1,2.67,3,2,5,3.33,6.81,2.46,5.95,0.0,50.5,0
LAG-FP-0134,beverages,domestic,0.0,0,12,60,8.94,7,6,4,3,5.5,0,0.35,1,0.0,1.82,3,5,3,3,3.5,4,3,3,3.33,3,5,4,4.0,2,3,4,3.0,9.02,3.79,3.04,0.0,52.08,0
LAG-FP-0135,grains_cereals,domestic,0.0,0,5,120,41.54,7,2,3,7,3.25,1,0.49,0,2.29,1.87,1,5,5,3,3.5,2,4,4,3.33,3,3,5,3.67,4,3,3,3.33,9.78,5.88,1.06,0.0,52.67,0
LAG-FP-0136,meat,joint_venture,35.96,7,25,81,34.3,3,4,6,6,3.75,0,0.58,0,0.0,1.89,2,5,3,4,3.5,4,4,5,4.33,3,4,4,3.67,4,4,4,4.0,10.38,4.91,10.0,1.02,65.99,1
LAG-FP-0137,bakery,domestic,0.0,0,15,24,13.24,6,7,3,1,5.75,1,0.3,0,0.96,2.15,4,3,3,4,3.5,2,3,4,3.0,4,4,5,4.33,3,4,2,3.0,12.24,8.79,2.72,0.36,49.88,0
LAG-FP-0138,grains_cereals,joint_venture,43.43,4,3,45,13.62,3,5,7,4,4.75,0,0.58,0,1.82,1.17,4,3,5,4,4.0,3,3,1,2.33,2,3,4,3.0,4,5,3,4.0,10.05,6.14,12.13,0.13,48.61,1
LAG-FP-0139,meat,foreign,88.57,3,19,98,38.49,4,2,1,5,2.5,1,0.17,0,1.87,1.7,3,4,4,3,3.5,4,2,2,2.67,4,3,5,4.0,2,3,2,2.33,6.91,5.76,5.98,0.24,47.48,1
LAG-FP-0140,oils_fats,joint_venture,42.0,14,8,119,25.77,2,5,2,6,2.75,0,0.61,1,1.86,1.86,4,3,4,4,3.75,3,3,4,3.33,4,4,4,4.0,5,3,3,3.67,8.38,6.32,11.87,0.0,46.82,1
LAG-FP-0141,confectionery,domestic,0.0,4,27,49,3.8,4,4,5,3,4.5,0,0.55,0,0.8,0.99,3,2,4,5,3.5,4,5,4,4.33,3,2,4,3.0,2,4,3,3.0,10.28,5.59,9.42,0.0,66.02,1
LAG-FP-0142,bakery,joint_venture,68.8,3,21,69,24.11,4,3,4,5,3.5,0,0.54,1,1.19,0.62,3,5,3,4,3.75,3,4,3,3.33,3,4,1,2.67,4,4,4,4.0,8.8,3.94,11.51,0.0,48.94,1
LAG-FP-0143,confectionery,joint_venture,37.52,5,1,87,13.94,2,4,3,3,3.5,0,0.48,1,2.62,1.07,3,2,2,3,2.5,4,2,3,3.0,4,3,5,4.0,4,3,5,4.0,6.27,5.7,6.69,0.0,49.41,1
LAG-FP-0144,oils_fats,domestic,0.0,0,20,177,42.42,6,5,3,4,4.5,0,0.46,0,0.75,1.73,3,2,3,4,3.0,2,5,3,3.33,2,3,2,2.33,3,4,3,3.33,5.25,4.63,2.4,0.0,57.75,0
LAG-FP-0145,fruits_veg,foreign,68.63,4,19,53,19.15,6,5,6,2,5.75,1,0.5,1,2.83,1.21,4,5,5,4,4.5,4,3,4,3.67,4,4,3,3.67,3,5,5,4.33,15.24,8.04,10.7,0.0,65.57,1
LAG-FP-0146,oils_fats,foreign,79.54,5,25,183,79.3,6,3,3,1,4.75,1,0.63,1,1.95,1.71,4,3,5,5,4.25,3,5,5,4.33,4,4,4,4.0,5,2,5,4.0,16.17,8.65,13.53,0.25,59.45,1
LAG-FP-0147,beverages,domestic,0.0,0,3,171,46.33,4,3,1,5,2.75,1,0.57,1,0.34,1.5,5,4,3,5,4.25,4,4,2,3.33,5,3,3,3.67,3,5,4,4.0,9.77,6.16,6.15,0.32,46.69,0
LAG-FP-0148,dairy,joint_venture,41.77,7,1,14,12.81,5,4,5,4,4.5,1,0.34,1,0.48,1.89,4,3,4,4,3.75,3,3,5,3.67,4,2,4,3.33,3,3,4,3.33,12.09,6.03,12.81,0.0,59.54,1
LAG-FP-0149,beverages,domestic,0.0,0,10,176,44.39,5,6,4,3,5.0,1,0.36,1,2.08,0.92,4,2,4,3,3.25,2,4,3,3.0,4,5,5,4.67,2,4,5,3.67,12.85,9.6,3.41,1.29,53.33,0
LAG-FP-0150,dairy,domestic,0.0,0,8,63,6.94,2,1,5,2,3.5,0,0.58,0,2.12,0.82,4,5,5,4,4.5,4,3,3,3.33,2,4,4,3.33,3,5,3,3.67,11.15,6.82,3.29,1.18,52.03,0
LAG-FP-0151,dairy,domestic,0.0,0,27,39,10.29,5,6,4,1,5.5,1,0.28,0,2.08,2.3,2,2,4,2,2.5,3,4,3,3.33,2,2,3,2.33,4,2,4,3.33,6.61,4.27,2.89,0.0,63.26,0
LAG-FP-0152,oils_fats,foreign,70.42,6,9,109,24.15,5,4,2,2,4.25,1,0.36,1,0.75,0.55,2,3,3,3,2.75,3,3,3,3.0,3,2,5,3.33,4,2,5,3.67,5.44,4.57,8.72,0.0,47.39,1
LAG-FP-0153,meat,domestic,0.0,0,21,119,25.72,5,5,3,1,5.0,1,0.65,1,1.5,1.0,4,4,2,3,3.25,2,3,4,3.0,4,4,5,4.33,5,5,4,4.67,12.44,7.48,3.39,0.03,60.16,0
LAG-FP-0154,beverages,domestic,0.0,4,25,117,42.59,3,3,3,3,3.5,0,0.58,0,1.77,1.18,4,3,3,5,3.75,3,5,3,3.67,4,5,3,4.0,2,4,3,3.0,12.07,9.02,12.49,0.0,52.75,1
LAG-FP-0155,beverages,domestic,0.0,0,1,175,70.71,4,4,2,2,4.0,0,0.49,0,2.38,2.15,2,4,4,3,3.25,3,4,4,3.67,2,2,3,2.33,5,2,4,3.67,7.7,4.54,2.65,0.0,60.93,0
LAG-FP-0156,grains_cereals,domestic,0.0,0,15,29,9.7,7,3,4,5,4.25,1,0.25,0,0.64,1.68,3,2,3,3,2.75,3,4,4,3.67,3,3,3,3.0,4,4,4,4.0,8.38,4.35,0.54,0.0,60.91,0
LAG-FP-0157,confectionery,domestic,0.0,0,15,38,6.09,5,4,2,5,3.5,1,0.3,0,0.05,1.45,3,3,5,4,3.75,3,3,3,3.0,3,2,2,2.33,5,5,3,4.33,7.26,6.23,3.06,1.1,59.04,0
LAG-FP-0158,grains_cereals,domestic,0.0,0,11,108,16.75,3,4,6,2,4.75,0,0.36,1,0.76,0.8,3,5,3,2,3.25,2,1,4,2.33,4,5,4,4.33,2,3,5,3.33,7.91,3.45,4.79,0.0,46.21,0
LAG-FP-0159,beverages,foreign,76.96,6,17,232,52.39,5,4,5,4,4.5,1,0.71,0,0.61,2.02,5,3,4,3,3.75,3,5,4,4.0,3,4,3,3.33,4,4,3,3.67,9.76,7.03,10.23,0.0,53.5,1
LAG-FP-0160,confectionery,domestic,0.0,0,4,50,8.27,3,4,5,1,4.75,0,0.58,0,1.96,1.51,3,4,4,1,3.0,5,3,2,3.33,3,5,4,4.0,4,5,3,4.0,9.23,4.18,5.96,0.0,58.83,0
LAG-FP-0161,grains_cereals,domestic,0.0,0,28,71,8.57,5,3,4,4,4.0,1,0.58,1,1.08,1.85,4,3,3,3,3.25,3,5,4,4.0,5,3,3,3.67,1,3,3,2.33,8.0,4.65,1.41,0.05,57.73,0
LAG-FP-0162,grains_cereals,domestic,0.0,0,8,118,38.79,3,7,2,6,3.5,0,0.62,0,0.0,2.89,4,3,4,4,3.75,4,4,4,4.0,3,3,3,3.0,5,3,5,4.33,11.48,8.47,5.24,0.0,54.9,0
LAG-FP-0163,beverages,joint_venture,52.63,1,27,95,33.91,7,2,5,4,4.5,1,0.52,1,1.45,1.53,5,5,3,3,4.0,5,5,3,4.33,5,4,4,4.33,4,4,4,4.0,15.49,10.91,9.48,0.0,57.41,1
LAG-FP-0164,bakery,domestic,0.0,0,1,49,19.75,3,5,3,2,4.25,0,0.33,0,0.89,1.72,2,4,2,1,2.25,3,2,3,2.67,3,3,2,2.67,3,3,4,3.33,2.0,2.98,0.0,0.59,50.59,0
LAG-FP-0165,bakery,domestic,0.0,0,12,85,19.89,5,2,6,4,4.25,1,0.54,0,1.06,1.32,4,3,4,4,3.75,4,3,4,3.67,4,2,3,3.0,5,5,4,4.67,11.66,6.51,5.15,0.0,67.2,0
LAG-FP-0166,bakery,domestic,0.0,0,24,29,11.73,4,3,2,4,3.25,1,0.41,0,0.99,1.91,3,3,4,1,2.75,3,3,3,3.0,4,2,3,3.0,4,4,5,4.33,7.6,3.22,4.99,0.01,48.65,0
LAG-FP-0167,oils_fats,joint_venture,63.13,9,11,118,16.64,4,5,4,3,4.5,1,0.61,1,2.02,1.25,4,4,1,4,3.25,2,3,5,3.33,4,4,4,4.0,4,3,3,3.33,11.61,5.77,7.58,0.0,61.19,1
LAG-FP-0168,bakery,domestic,0.0,0,8,89,7.61,5,3,4,2,4.5,1,0.37,0,1.32,0.83,3,3,3,2,2.75,5,4,1,3.33,3,5,5,4.33,5,5,4,4.67,13.07,8.98,0.02,1.18,68.32,0
LAG-FP-0169,grains_cereals,domestic,0.0,0,1,89,26.34,4,5,2,4,3.75,0,0.55,1,1.15,0.97,3,4,4,3,3.5,2,5,5,4.0,3,2,4,3.0,4,5,4,4.33,9.05,5.01,4.95,0.5,68.0,0
LAG-FP-0170,grains_cereals,domestic,0.0,0,30,67,20.89,4,6,4,6,4.0,1,0.34,0,1.2,2.47,3,5,2,4,3.5,5,3,3,3.67,4,1,3,2.67,5,3,4,4.0,10.57,8.06,3.26,0.41,50.73,0
LAG-FP-0171,grains_cereals,domestic,0.0,0,18,150,9.54,6,3,6,3,5.0,1,0.32,1,1.7,1.68,5,2,3,4,3.5,1,3,2,2.0,3,4,3,3.33,4,5,3,4.0,9.47,6.19,5.49,0.0,45.55,0
LAG-FP-0172,grains_cereals,joint_venture,27.39,1,13,86,18.39,6,4,3,5,4.0,0,0.63,0,2.32,1.68,3,5,4,3,3.75,4,4,4,4.0,4,3,3,3.33,3,3,4,3.33,8.83,7.1,10.55,0.0,62.81,1
LAG-FP-0173,oils_fats,domestic,0.0,0,6,110,22.41,5,4,4,3,4.5,0,0.56,1,1.69,1.71,3,4,4,2,3.25,4,5,3,4.0,4,3,3,3.33,5,5,3,4.33,12.15,7.84,5.84,0.0,60.9,0
LAG-FP-0174,beverages,domestic,0.0,0,13,224,47.59,4,4,5,2,4.75,0,0.51,0,1.97,0.96,1,2,5,3,2.75,3,4,3,3.33,2,4,1,2.33,5,4,4,4.33,6.41,5.25,3.37,0.0,58.64,0
LAG-FP-0175,bakery,foreign,91.26,7,1,77,18.81,5,3,4,5,3.75,0,0.76,1,1.71,1.22,4,5,3,4,4.0,4,3,3,3.33,1,4,2,2.33,3,5,4,4.0,9.29,5.69,11.9,0.0,60.5,1
LAG-FP-0176,oils_fats,domestic,0.0,0,15,130,51.29,4,6,3,2,4.75,1,0.64,1,0.44,1.25,3,3,4,2,3.0,3,4,2,3.0,2,4,5,3.67,3,5,3,3.67,9.49,4.47,3.91,0.21,61.63,0
LAG-FP-0177,beverages,domestic,0.0,0,26,116,25.35,6,3,2,5,3.5,1,0.39,1,0.55,1.34,4,3,4,3,3.5,4,3,1,2.67,3,4,4,3.67,5,3,3,3.67,8.77,6.65,5.53,0.2,47.18,0
LAG-FP-0178,dairy,foreign,77.18,8,17,138,38.37,5,3,3,3,4.0,1,0.37,1,1.64,1.04,3,3,4,4,3.5,4,3,2,3.0,4,3,3,3.33,3,4,4,3.67,9.3,3.6,10.68,0.39,56.56,1
LAG-FP-0179,oils_fats,domestic,0.0,0,28,155,48.22,4,4,5,5,4.0,1,0.49,0,2.05,2.09,1,5,2,3,2.75,3,3,3,3.0,3,2,2,2.33,4,3,2,3.0,2.6,2.41,4.6,0.0,49.6,0
LAG-FP-0180,dairy,domestic,0.0,0,20,151,25.16,6,4,2,3,4.25,1,0.36,0,0.18,1.49,4,3,5,3,3.75,4,4,3,3.67,3,2,4,3.0,3,5,4,4.0,11.95,6.28,2.57,0.0,54.83,0
LAG-FP-0181,fruits_veg,domestic,0.0,0,21,78,15.47,4,4,2,3,3.75,0,0.27,1,1.73,1.72,4,3,4,4,3.75,2,3,3,2.67,3,4,4,3.67,3,3,3,3.0,9.54,5.89,2.82,0.0,40.09,0
LAG-FP-0182,bakery,domestic,0.0,0,25,77,27.53,3,6,4,6,3.75,0,0.21,0,0.73,0.7,3,4,3,4,3.5,4,4,2,3.33,4,1,2,2.33,5,4,3,4.0,8.0,3.72,6.04,0.0,49.36,0
LAG-FP-0183,beverages,domestic,0.0,0,27,157,55.63,5,5,4,2,5.0,0,0.27,0,0.0,2.17,2,3,5,3,3.25,4,5,2,3.67,3,5,3,3.67,3,2,4,3.0,8.54,6.8,5.8,0.0,61.8,0
LAG-FP-0184,fruits_veg,joint_venture,57.33,5,13,108,20.96,5,5,5,6,4.25,1,0.45,0,2.61,1.16,5,2,5,3,3.75,5,4,4,4.33,4,3,3,3.33,4,5,3,4.0,10.84,7.2,9.87,1.17,65.81,1
LAG-FP-0185,bakery,foreign,75.74,5,14,64,2.0,5,4,5,4,4.5,0,0.49,1,2.53,1.41,4,3,4,4,3.75,2,5,4,3.67,5,5,4,4.67,5,4,4,4.33,16.46,11.39,8.19,0.81,58.34,1
LAG-FP-0186,dairy,domestic,0.0,0,2,103,27.23,3,7,1,4,3.75,0,0.34,0,1.85,0.66,1,2,2,4,2.25,3,3,3,3.0,2,3,3,2.67,3,4,5,4.0,5.21,5.02,0.0,0.0,50.4,0
LAG-FP-0187,fruits_veg,domestic,0.0,0,29,74,11.35,5,2,4,1,4.5,1,0.88,0,2.3,1.61,3,3,3,4,3.25,4,4,5,4.33,3,5,3,3.67,5,4,5,4.67,12.74,7.85,3.13,0.0,59.82,0
LAG-FP-0188,grains_cereals,domestic,0.0,0,10,60,7.16,2,2,5,1,4.0,0,0.39,1,1.23,2.54,4,2,4,1,2.75,4,4,5,4.33,5,3,3,3.67,4,5,5,4.67,10.86,8.02,0.43,0.5,67.99,0
LAG-FP-0189,fruits_veg,joint_venture,44.08,11,25,99,43.79,7,4,5,4,5.0,1,0.51,1,3.4,1.2,3,1,4,3,2.75,1,4,5,3.33,5,4,4,4.33,3,5,2,3.33,10.33,7.69,6.71,0.17,53.19,1
LAG-FP-0190,meat,foreign,83.05,13,12,87,20.14,6,4,5,2,5.25,0,0.5,0,4.07,1.19,4,4,4,2,3.5,3,4,2,3.0,3,3,4,3.33,3,5,5,4.33,9.53,3.8,9.97,0.72,57.34,1
LAG-FP-0191,oils_fats,domestic,0.0,0,1,81,26.74,4,4,4,6,3.5,1,0.21,0,0.12,1.5,5,2,2,4,3.25,3,3,3,3.0,3,3,2,2.67,4,2,4,3.33,7.68,3.46,5.65,0.27,50.35,0
LAG-FP-0192,grains_cereals,foreign,58.88,6,5,54,13.99,1,5,5,2,4.25,0,0.78,0,1.88,1.45,5,3,3,5,4.0,4,5,4,4.33,1,2,3,2.0,5,3,5,4.33,10.04,4.9,12.73,0.08,59.67,1
LAG-FP-0193,grains_cereals,domestic,0.0,6,22,131,58.56,6,2,4,3,4.25,1,0.53,0,2.12,2.0,4,5,5,5,4.75,4,5,2,3.67,4,5,1,3.33,4,3,3,3.33,14.73,8.48,13.01,1.24,54.25,1
LAG-FP-0194,beverages,domestic,0.0,0,16,197,30.9,2,4,2,1,3.75,0,0.59,0,0.65,1.39,2,3,4,3,3.0,4,3,3,3.33,3,4,2,3.0,4,5,3,4.0,9.73,4.76,5.42,0.96,47.01,0
LAG-FP-0195,dairy,domestic,0.0,0,1,154,19.13,6,4,1,2,4.25,1,0.19,1,1.93,1.96,4,3,3,3,3.25,4,4,2,3.33,2,3,5,3.33,3,4,5,4.0,10.41,4.91,6.56,0.0,58.24,0
LAG-FP-0196,bakery,joint_venture,51.17,9,26,49,17.9,4,3,2,2,3.75,0,0.51,0,1.19,2.65,4,2,2,3,2.75,3,5,2,3.33,5,2,2,3.0,3,1,3,2.33,5.55,3.14,10.65,0.53,49.08,1
LAG-FP-0197,fruits_veg,domestic,0.0,0,13,79,42.67,4,6,4,3,4.75,1,0.62,1,0.79,1.7,3,3,5,3,3.5,3,3,3,3.0,2,1,3,2.0,3,5,3,3.67,7.69,4.09,3.11,0.0,59.82,0
LAG-FP-0198,beverages,joint_venture,10.0,9,17,132,30.12,3,4,4,2,4.25,1,0.54,0,2.96,1.32,4,5,4,5,4.5,3,1,3,2.33,2,2,3,2.33,3,5,3,3.67,8.37,4.99,11.63,0.0,52.25,1
LAG-FP-0199,bakery,domestic,0.0,0,10,33,2.58,4,4,5,4,4.25,1,0.7,1,1.17,0.88,3,5,4,4,4.0,5,3,3,3.67,4,3,4,3.67,5,3,3,3.67,10.99,6.95,4.32,0.42,57.41,0
LAG-FP-0200,beverages,domestic,0.0,0,13,62,20.53,3,6,3,1,4.75,0,0.6,0,2.11,1.39,3,4,2,3,3.0,4,3,5,4.0,3,4,4,3.67,5,2,5,4.0,9.51,6.79,2.2,1.2,63.72,0
LAG-FP-0201,bakery,foreign,71.84,11,24,95,25.76,5,1,4,4,3.5,1,0.42,1,3.07,1.44,4,2,3,5,3.5,4,2,3,3.0,4,4,3,3.67,3,4,5,4.0,8.46,3.19,7.01,0.0,51.61,1
LAG-FP-0202,bakery,domestic,0.0,0,18,68,26.49,3,5,6,4,4.5,0,0.51,0,0.93,1.23,3,4,3,4,3.5,5,3,2,3.33,4,4,4,4.0,3,5,5,4.33,13.1,8.38,1.9,0.58,60.28,0
LAG-FP-0203,dairy,domestic,0.0,0,29,76,30.66,4,4,5,4,4.25,1,0.34,1,0.99,1.44,3,4,2,4,3.25,5,1,3,3.0,4,4,3,3.67,4,3,3,3.33,9.47,4.12,3.29,0.0,44.39,0
LAG-FP-0204,bakery,domestic,0.0,0,12,15,11.62,5,6,4,4,4.75,0,0.46,0,1.86,1.87,5,2,4,4,3.75,3,5,4,4.0,5,4,2,3.67,3,5,3,3.67,13.88,7.12,4.14,1.17,62.74,0
LAG-FP-0205,grains_cereals,domestic,0.0,0,1,73,14.6,3,3,3,3,3.5,0,0.44,0,0.47,1.72,2,2,4,3,2.75,4,3,3,3.33,1,1,1,1.0,4,4,2,3.33,2.23,1.0,3.31,0.0,47.55,0
LAG-FP-0206,meat,domestic,0.0,0,19,102,31.47,3,3,3,3,3.5,1,0.27,0,0.16,1.79,2,3,3,4,3.0,2,4,3,3.0,3,3,4,3.33,3,3,2,2.67,7.96,5.96,5.55,0.0,44.42,0
LAG-FP-0207,beverages,joint_venture,69.47,8,12,153,22.18,4,5,4,2,4.75,0,0.25,0,2.29,1.62,3,4,3,4,3.5,4,4,4,4.0,3,3,4,3.33,4,4,3,3.67,10.61,5.96,11.16,0.4,61.91,1
LAG-FP-0208,beverages,domestic,0.0,0,18,135,36.83,2,5,4,3,4.0,1,0.18,1,0.77,1.65,3,1,1,4,2.25,4,3,3,3.33,3,2,3,2.67,4,5,5,4.67,4.34,1.97,2.26,0.0,55.91,0
LAG-FP-0209,bakery,domestic,0.0,6,1,38,6.7,5,4,3,4,4.0,0,0.7,1,0.6,1.73,3,4,2,5,3.5,4,3,2,3.0,4,2,4,3.33,5,3,4,4.0,8.6,5.26,7.16,0.31,48.06,1
LAG-FP-0210,confectionery,foreign,71.23,1,6,80,10.96,3,3,2,3,3.25,0,0.38,1,0.97,1.69,3,5,3,3,3.5,4,4,3,3.67,2,4,5,3.67,4,5,3,4.0,10.34,6.33,8.82,0.0,59.26,1
LAG-FP-0211,fruits_veg,domestic,0.0,0,14,81,17.49,3,5,3,5,3.5,0,0.14,0,1.31,1.97,3,3,2,3,2.75,1,2,4,2.33,2,3,3,2.67,3,3,3,3.0,4.13,3.26,2.01,0.49,48.55,0
LAG-FP-0212,confectionery,joint_venture,43.73,6,15,101,33.26,3,1,4,2,3.5,0,0.47,1,0.41,1.39,4,4,3,1,3.0,3,3,3,3.0,4,4,3,3.67,4,5,4,4.33,10.3,7.84,6.45,0.62,51.47,1
LAG-FP-0213,dairy,foreign,85.43,7,19,82,6.81,5,5,1,2,4.25,0,0.55,0,1.54,1.5,4,4,2,4,3.5,5,5,2,4.0,4,3,5,4.0,3,4,5,4.0,13.81,6.29,9.28,0.71,62.83,1
LAG-FP-0214,oils_fats,domestic,0.0,0,16,96,24.39,4,7,7,3,5.75,0,0.34,1,1.98,1.42,4,5,5,4,4.5,2,3,5,3.33,3,5,2,3.33,5,4,4,4.33,14.14,7.68,6.96,0.62,73.19,0
LAG-FP-0215,grains_cereals,domestic,0.0,0,28,111,27.39,6,5,2,2,4.75,1,0.43,1,2.32,1.38,4,4,3,3,3.5,1,1,3,1.67,3,3,4,3.33,4,4,5,4.33,8.43,6.69,5.58,0.57,50.68,0
