specimen_id,position_mm,fem_stress_MPa,fem_strain,exp_stress_MPa,exp_strain,temperature_C,loading_rate_MPa_per_s
S09,35.758,113.377,0.000544,115.032,0.000229,100,0.676
S09,36.675,129.64,0.000622,121.679,0.000306,100,0.676
S09,37.591,153.715,0.000738,158.15,0.000813,100,0.676
S09,38.508,185.221,0.000889,185.278,0.000712,100,0.676
S09,39.425,223.66,0.001074,220.327,0.001124,100,0.676
S09,40.342,268.428,0.001289,256.57,0.00102,100,0.676
S09,41.259,318.818,0.001531,323.397,0.001277,100,0.676
S09,42.176,374.036,0.001796,372.329,0.001559,100,0.676
S09,43.093,433.209,0.00208,429.259,0.002064,100,0.676
S09,44.01,495.406,0.025533,494.644,0.025474,100,0.676
S09,44.926,559.646,0.057653,564.4,0.058334,100,0.676
S09,45.843,598.648,0.077154,578.686,0.078907,100,0.676
S10,0.0,505.995,0.076821,492.706,0.078475,300,0.696
S10,0.904,505.995,0.076821,494.788,0.079735,300,0.696
S10,1.808,505.995,0.076821,480.055,0.079893,300,0.696
S10,2.712,505.995,0.076821,504.815,0.080617,300,0.696
S10,3.616,505.995,0.076821,528.033,0.080388,300,0.696
S10,4.52,505.995,0.076821,488.548,0.080613,300,0.696
S10,5.424,505.995,0.076821,486.8,0.079832,300,0.696
S10,6.328,505.995,0.076821,523.072,0.080125,300,0.696
S10,7.233,505.995,0.076821,499.413,0.079245,300,0.696
S10,8.137,505.995,0.076821,496.506,0.078037,300,0.696
S10,9.041,505.995,0.076821,511.976,0.077182,300,0.696
S10,9.945,505.995,0.076821,513.227,0.076436,300,0.696
S10,10.849,505.995,0.076821,506.269,0.075213,300,0.696
S10,11.753,505.995,0.076821,477.565,0.074757,300,0.696
S10,12.657,505.995,0.076821,507.974,0.074151,300,0.696
S10,13.561,505.995,0.076821,495.657,0.073199,300,0.696
S10,14.465,505.995,0.076821,511.472,0.073147,300,0.696
S10,15.369,505.995,0.076821,497.502,0.073138,300,0.696
S10,16.273,505.995,0.076821,500.369,0.073313,300,0.696
S10,17.177,505.995,0.076821,503.059,0.073454,300,0.696
S10,18.081,505.995,0.076821,503.08,0.074289,300,0.696
S10,18.985,505.995,0.076821,502.112,0.074821,300,0.696
S10,19.889,505.995,0.076821,512.089,0.07579,300,0.696
S10,20.794,505.995,0.076821,503.489,0.076944,300,0.696
S10,21.698,505.995,0.076821,517.945,0.077809,300,0.696
S10,22.602,505.995,0.076821,489.903,0.078469,300,0.696
S10,23.506,505.995,0.076821,503.091,0.07973,300,0.696
S10,24.41,464.894,0.05627,457.494,0.058626,300,0.696
S10,25.314,406.528,0.027087,397.716,0.028434,300,0.696
S10,26.218,350.998,0.001796,351.58,0.001936,300,0.696
S10,27.122,299.182,0.001531,305.545,0.001754,300,0.696
S10,28.026,251.896,0.001289,255.354,0.001368,300,0.696
S10,28.93,209.885,0.001074,215.147,0.001063,300,0.696
S10,29.834,173.813,0.000889,174.291,0.000782,300,0.696
S10,30.738,144.248,0.000738,138.041,7e-05,300,0.696
S10,31.642,121.656,0.000622,119.894,0.000685,300,0.696
S10,32.546,106.394,0.000544,106.708,-0.000128,300,0.696
S10,33.45,98.702,0.000505,105.447,0.000377,300,0.696
S10,34.355,98.702,0.000505,96.825,0.000246,300,0.696
S10,35.259,106.394,0.000544,107.347,0.000635,300,0.696
S10,36.163,121.656,0.000622,120.182,0.000477,300,0.696
S10,37.067,144.248,0.000738,148.124,0.001274,300,0.696
S10,37.971,173.813,0.000889,172.7,0.001077,300,0.696
S10,38.875,209.885,0.001074,211.733,0.000924,300,0.696
S10,39.779,251.896,0.001289,252.505,0.001536,300,0.696
S10,40.683,299.182,0.001531,291.173,0.001668,300,0.696
S10,41.587,350.998,0.001796,346.473,0.001861,300,0.696
S10,42.491,406.528,0.027087,401.151,0.026871,300,0.696
S10,43.395,464.894,0.05627,443.561,0.056314,300,0.696
S10,44.299,505.995,0.076821,514.766,0.077544,300,0.696
S10,45.203,505.995,0.076821,506.675,0.078558,300,0.696
